,Concept_ID,xal,hu
807,ein wenig::ADV,баахн,egy kicsit
808,ein wenig::ADV,баахнар,egy kicsit
809,kaum::ADV,әрә,alig
810,sehr::ADV,йир,nagyon
811,so::ADV,иигҗ,úgy
812,noch::ADV,ода чигн,még
813,nur::ADV,һанцхн,csak
814,nur::ADV,һанцхн,csupán
815,schon::ADV,одх,már
816,wieder::ADV,бас,ismét
817,wieder::ADV,бас,megint
818,vergebens::ADV,киидән,hiába
819,vor::PRP,урд,előtt
820,hinter::PRP,ца,mögött
821,unter::PRP,дор,alatt
822,durch::PRP,ивт,át
823,durch::PRP,ивт,keresztül
824,durch::PRP,дундаһур,át
825,durch::PRP,дундаһур,keresztül
826,neben::PRP,хаҗуд,mellett
827,zwischen::PRP,хоорнд,között
828,wegen::PRP,көлтә,miatt
829,wegen::PRP,көлтә,végett
830,wegen::PRP,деерәс,miatt
831,wegen::PRP,деерәс,végett
832,dies::PRN,эн,ez
833,das::PRN,тер,az
834,alles::PRN,цуһар,minden
835,ich::PRN,би,én
836,du::PRN,чи,te
837,er::PRN,тер,ő
838,wir::PRN,мадн,mi
839,ihr::PRN,та,ti
840,sie::PRN,тедн,ők
841,was::FPRN,юн,mi
842,wer::FPRN,кен,ki
843,wo::FADV,хама,hol
844,wohin::FADV,хамаран,hova
845,wie::FADV,яһҗ,hogy
846,wie::FADV,яһҗ,hogyan
847,wie::FADV,яһад,hogy
848,wie::FADV,яһад,hogyan
849,warum::FADV,юңгад,miért
850,wieviel::FNUM,кедү,hány
851,wieviel::FNUM,кедү,mennyi
852,eins::NUM,негн,egy
853,zwei::NUM,хойр,kettő
854,drei::NUM,һурвн,három
855,vier::NUM,дөрвн,négy
856,fünf::NUM,тавн,öt
857,sechs::NUM,зурһан,hat
858,sieben::NUM,долан,hét
859,acht::NUM,нәәмн,nyolc
860,neun::NUM,йисн,kilenc
861,zehn::NUM,арвн,tíz
862,elf::NUM,арвн негн,tizenegy
863,zwölf::NUM,арвн хойр,tizenkettő
864,zwanzig::NUM,хөрн,húsz
865,dreißig::NUM,һучн,harminc
866,vierzig::NUM,дөчн,negyven
867,fünfzig::NUM,тәвн,ötven
868,sechzig::NUM,җирн,hatvan
869,siebzig::NUM,далн,hetven
870,achtzig::NUM,найн,nyolcvan
871,neunzig::NUM,йирн,kilencven
872,hundert::NUM,зун,száz
873,tausend::NUM,миңһн,ezer
874,und::CNJ,болн,és
875,und::CNJ,болн,meg
876,oder::CNJ,эс гиҗ,vagy
877,oder::CNJ,эс гихлә,vagy
878,stehen::V,зогсх,áll
879,sitzen::V,суух,ül
880,liegen::V,кевтх,fekszik
881,hängen::V,өлгәтә бәәх,függ
882,werden::V,болх,lesz
883,passieren::V,болх,történik
884,beginnen::V,эклх,kezdődik
885,enden::V,төгсх,végződik
886,enden::V,төгсх,befejeződik
887,wechseln::V,хүврх,változik
888,aufgehen[Sonne]::V,һарх,kel
889,untergehen[Sonne]::V,орх,lemegy
890,untergehen[Sonne]::V,сүүрлх,lemegy
891,scheinen[Sonne]::V,герлтх,süt
892,donnern::V,күрҗңнх,dörög
893,wehen::V,сальклх,fúj
894,strömen::V,һооҗх,áramlik
895,fließen::V,урсх,folyik
896,sich drehen::V,эргх,forog
897,schwanken::V,дәәвлх,inog
898,schwanken::V,дәәвлх,ingadozik
899,schwingen::V,нәәхлх,leng
900,fallen::V,унх,esik
901,fallen::V,киисх,esik
902,brennen::V,шатх,ég
903,rauchen::V,ута һарһх,füstöl
904,regnen::V,орх,esik
905,gefrieren::V,мөстх,megfagy
906,tauen::V,хәәлх,olvad
907,schmelzen::V,хәәлх,olvad
908,schmelzen::V,хәәлх,elolvad
909,schmelzen::V,хәәлгдх,olvad
910,schmelzen::V,хәәлгдх,elolvad
911,trocknen::V,эврх,szárad
912,sieden::V,буслх,forr
913,faulen::V,үмкәрх,rothad
914,verfaulen::V,илҗрх,elrothad
915,verfaulen::V,илҗрх,megrothad
916,reißen::V,тасрх,szakad
917,versinken::V,чивх,süllyed
918,versinken::V,чивх,elsüllyed
919,vergehen::V,болх,múlik
920,vergehen::V,болх,elmúlik
921,erscheinen::V,һарх,feltűnik
922,erscheinen::V,һарх,megjelenik
923,verschwinden::V,уга болх,letűnik
924,sinken::V,татгдх,süllyed
925,abnehmen::V,хасгдх,apad
926,abnehmen::V,хасгдх,csökken
927,zunehmen::V,өсх,növekszik
928,zunehmen::V,өсх,gyarapszik
929,steigen::V,немх,emelkedik
930,wachsen::V,өсх,nő
931,wachsen::V,өсх,terem
932,wachsen::V,өсх,növekszik
933,wachsen::V,урһх,nő
934,wachsen::V,урһх,terem
935,wachsen::V,урһх,növekszik
936,glänzen::V,гилвкх,ragyog
937,glänzen::V,гилвкх,fénylik
938,funkeln::V,цәклх,csillog
939,funkeln::V,цәклх,tündöklik
940,lärmen::V,шууглдх,lármázik
941,läuten::V,хоңх,cseng
942,klingeln::V,җиңнулх,csenget
943,klirren::V,җиңнх,csörömpöl
944,brausen::V,догшрхх,zúg
945,brausen::V,догшрхх,morajlik
946,rauschen::V,сарҗңнх,zúg
947,klingen::V,ә һарх,hangzik
948,bellen::V,хуцх,ugat
949,heulen::V,уульх,bőg
950,heulen::V,уульх,üvölt
951,blasen::V,үләх,fúj
952,pfeifen::V,ишкрх,fütyül
953,schreien::V,хәәкрх,kiált
954,schreien::V,хәәкрх,kiabál
955,stöhnen::V,түңшх,nyög
956,zittern::V,дагҗннх,remeg
957,zittern::V,дагҗннх,reszket
958,leben::V,бәәх,él
959,geboren werden::V,төрх,születik
960,atmen::V,әмсхлх,lélegzik
961,trinken::V,уух,iszik
962,essen::V,идх,eszik
963,schlucken::V,зальгх,nyel
964,müde werden::V,көшх,elfárad
965,müde werden::V,көшх,kifárad
966,einschlafen::V,унтх,elalszik
967,schlafen::V,нөөрсх,alszik
968,aufwachen::V,серх,felébred
969,aufstehen::V,босх,felkel
970,sich erholen::V,амрх,pihen
971,krank werden::V,гемтх,megbetegedik
972,krank werden::V,гемтх,belebetegszik
973,krank sein::V,шалтглх,betegeskedik
974,schmerzen::V,өвдх,fáj
975,husten::V,ханях,köhög
976,genesen::V,эдгх,meggyógyul
977,sterben::V,үкх,hal
978,sterben::V,өңгрх,hal
979,umkommen::V,үкх,elpusztul
980,sich bewegen::V,көдлх,mozog
981,sich bewegen::V,көндрх,mozog
982,sich rühren::V,көндрх,mozdul
983,sich erheben::V,босх,feláll
984,sich erheben::V,босх,felemelkedik
985,sich setzen::V,суух,ül
986,sich setzen::V,суух,leül
987,hinfallen::V,унх,bukik
988,hinfallen::V,унх,elesik
989,hinfallen::V,киисх,bukik
990,hinfallen::V,киисх,elesik
991,laufen::V,йовх,jár
992,schreiten::V,алхх,lép
993,spazierengehen::V,сергҗ йовх,sétál
994,eilen::V,шулудх,siet
995,sich beeilen::V,адһх,siet
996,sich beeilen::V,шамдх,siet
997,sausen::V,хурдлх,robog
998,sausen::V,йир_хурдар_гүүх,robog
999,sausen::V,йир_хурдар_йовх,robog
1000,rennen::V,гүүх,fut
1001,rennen::V,гүүх,szalad
1002,springen::V,һәрәдх,ugrik
1003,klettern::V,давшх,kúszik
1004,schaukeln::V,дүүдңндх,hintázik
1005,kriechen::V,мөлкх,kúszik
1006,schwimmen::V,усчх,úszik
1007,tauchen::V,булхх,merül
1008,rudern::V,хәәвдх,evez
1009,fahren::V,йовх,jár
1010,fahren::V,йовх,megy
1011,fahren::V,йовх,utazik
1012,fliegen::V,нисх,száll
1013,gehen::V,йовх,megy
1014,weggehen::V,йовх,elmegy
1015,weggehen::V,одх,elmegy
1016,weggehen::V,һарх,elmegy
1017,weggehen::V,мөрлх,elmegy
1018,abfahren::V,мордх,indul
1019,anhalten::V,зогсх,megáll
1020,hineingehen::V,орх,bemegy
1021,eintreten::V,орх,belép
1022,kommen::V,ирх,jön
1023,ankommen::V,ирх,érkezik
1024,ankommen::V,ирх,megérkezik
1025,zurückkommen::V,орх,visszajön
1026,bleiben::V,бәәх,marad
1027,bleiben::V,бәәх,megmarad
1028,warten::V,күләх,vár
1029,warten::V,күләх,várakozik
1030,erwarten::V,күләх,vár
1031,erwarten::V,күләх,megvár
1032,suchen::V,хәәх,kutat
1033,finden::V,олх,talál
1034,versuchen::V,седх,megpróbál
1035,versuchen::V,седх,megkísérel
1036,vorbereiten::V,белдх,előkészít
1037,lieben::V,дурлх,szeret
1038,mögen::V,таассгдх,szeret
1039,lachen::V,инәх,nevet
1040,rühren::V,уйрах,mozdít
1041,weinen::V,уульх,sír
1042,schimpfen::V,харах,szid
1043,schimpfen::V,харах,szitkozódik
1044,sich ärgern::V,уурлх,mérgelődik
1045,sich ärgern::V,уурлх,bosszankodik
1046,sich fürchten::V,әәх,fél
1047,sich fürchten::V,әәх,retteg
1048,fürchten::V,әәх,fél
1049,fürchten::V,сүрдх,fél
1050,fliehen::V,зулх,menekül
1051,flüchten::V,орһх,elmenekül
1052,flüchten::V,зулх,elmenekül
1053,sehen::V,үзх,néz
1054,anschauen::V,харх,megnéz
1055,ansehen::V,хәләх,néz
1056,ansehen::V,хәләх,ránéz
1057,ansehen::V,хәләх,megnéz
1058,ansehen::V,үзх,néz
1059,ansehen::V,үзх,ránéz
1060,ansehen::V,үзх,megnéz
1061,hören::V,соңсх,hall
1062,zuhören::V,соңсх,hallgat
1063,zuhören::V,соңсх,meghallgat
1064,probieren::V,амсх,kóstol
1065,probieren::V,амсх,megkóstol
1066,riechen::V,үнрчлх,szagol
1067,fühlen::V,медх,érez
1068,scheinen::V,болҗ медгдх,tűnik
1069,scheinen::V,болҗ медгдх,látszik
1070,scheinen::V,миниһәр болхла,tűnik
1071,scheinen::V,миниһәр болхла,látszik
1072,scheinen::V,болад бәәх,tűnik
1073,scheinen::V,болад бәәх,látszik
1074,zu sehen sein::V,үзгдх,mutatkozik
1075,vernehmen::V,соңсх,hall
1076,frieren::V,даарх,fázik
1077,tun::V,кех,csinál
1078,tun::V,кех,cselekszik
1079,können::V,чадх,tud
1080,wollen::V,дурлх,akar
1081,anfangen::V,эклх,kezd
1082,beenden::V,дуусх,befejez
1083,aufhören::V,уурх,megszűnik
1084,gelingen::V,бүтх,sikerül
1085,gelingen::V,күцәх,sikerül
1086,geraten::V,болх,kerül
1087,geraten::V,болх,jut
1088,öffnen::V,секх,nyit
1089,öffnen::V,секх,kinyit
1090,schließen::V,хаах,csuk
1091,schließen::V,хаах,becsuk
1092,stellen::V,тәвх,állít
1093,stellen::V,тәвх,helyez
1094,setzen::V,суулһх,ültet
1095,setzen::V,суулһх,helyez
1096,legen::V,тәвх,tesz
1097,legen::V,тәвх,fektet
1098,berühren::V,көндәх,érint
1099,verbinden::V,боох,beköt
1100,verbinden::V,боох,összeköt
1101,bedecken::V,хучх,betakar
1102,bedecken::V,хучх,beborít
1103,bedecken::V,бүркх,betakar
1104,bedecken::V,бүркх,beborít
1105,aufhängen::V,өлгх,felakaszt
1106,anzünden::V,асах,gyújt
1107,anzünden::V,асах,meggyújt
1108,anzünden::V,шатах,gyújt
1109,anzünden::V,шатах,meggyújt
1110,aufheben::V,өөдән өргх,felemel
1111,zurücklassen::V,үлдәх,hátrahagy
1112,verlieren::V,геех,veszít
1113,verlieren::V,геех,elveszít
1114,fallen lassen::V,алдх,elejt
1115,machen::V,кех,tesz
1116,machen::V,кех,csinál
1117,herstellen::V,кех,gyárt
1118,herstellen::V,кех,előállít
1119,bauen::V,тосхх,épít
1120,reparieren::V,ясх,javít
1121,reparieren::V,ясх,kijavít
1122,reparieren::V,ясх,megjavít
1123,verbessern::V,сәәрүлх,megjavít
1124,ändern::V,хүврәх,változtat
1125,ändern::V,хүврәх,megváltoztat
1126,graben::V,малтх,ás
1127,beugen::V,нуһлх,meghajt
1128,biegen::V,матилһх,hajlít
1129,drehen::V,эргүлх,forgat
1130,wenden::V,көмрх,fordít
1131,wenden::V,көмрх,megfordít
1132,wenden::V,эргүлх,fordít
1133,wenden::V,эргүлх,megfordít
1134,umdrehen::V,эргүлх,megfordít
1135,umdrehen::V,эргүлх,megforgat
1136,heben::V,өргх,emel
1137,heben::V,деер өргх,emel
1138,hochheben::V,өргх,felemel
1139,ergreifen::V,бәрх,megfog
1140,halten::V,бәрх,tart
1141,drücken::V,шахх,nyom
1142,drücken::V,шахх,megnyom
1143,schieben::V,түлкх,tol
1144,kratzen::V,мааҗх,vakar
1145,lecken::V,долах,nyal
1146,beißen::V,хазх,harap
1147,abreißen::V,таслх,letép
1148,abschneiden::V,тәәрх,levág
1149,binden::V,боох,köt
1150,binden::V,боох,kötöz
1151,stecken::V,шаах,dug
1152,stecken::V,хатхх,dug
1153,brechen::V,хамхлх,tör
1154,brechen::V,хамхлх,eltör
1155,klopfen::V,цокх,kopogtat
1156,hauen::V,цокх,vág
1157,hauen::V,цокх,levág
1158,kleben::V,наах,tapaszt
1159,reiben::V,зүлгх,dörzsöl
1160,reiben::V,зүлгх,súrol
1161,streichen::V,наах,simít
1162,streichen::V,лашх,simít
1163,streichen::V,түркх,simít
1164,schleifen::V,хурцлх,fen
1165,schleifen::V,хурцлх,csiszol
1166,schleifen::V,хурцлх,köszörül
1167,schneiden::V,хәәчлх,vág
1168,schneiden::V,хәәчлх,szel
1169,schneiden::V,хәәчлх,metsz
1170,rütteln::V,дәәвлүлх,ráz
1171,schütteln::V,сегсрх,ráz
1172,schütteln::V,сегсрх,megráz
1173,schwenken::V,дайлх,lóbál
1174,schwenken::V,дайлх,lobogtat
1175,schütten::V,кех,önt
1176,füllen::V,дүүргх,tölt
1177,füllen::V,дүүргх,megtölt
1178,einwickeln::V,орах,becsavar
1179,tragen::V,зөөх,hord
1180,schleppen::V,чирх,vonszol
1181,ziehen::V,татх,húz
1182,aufbewahren::V,хадһлх,megőriz
1183,werfen::V,хайх,dob
1184,werfen::V,хайх,hajít
1185,fangen::V,бәрх,fog
1186,fangen::V,хавлх,fog
1187,packen::V,бәрх,megragad
1188,verstecken::V,дүрх,eldug
1189,verstecken::V,дүрх,elrejt
1190,verstecken::V,бултулх,eldug
1191,verstecken::V,бултулх,elrejt
1192,teilen::V,хувах,oszt
1193,teilen::V,хувах,megoszt
1194,schicken::V,илгәх,küld
1195,bringen::V,авч ирх,hoz
1196,bringen::V,авч ирх,visz
1197,hinzufügen::V,немх,hozzáad
1198,bekommen::V,авх,kap
1199,bekommen::V,авх,megkap
1200,erhalten::V,авх ,kap
1201,erhalten::V,авх ,megkap
1202,nehmen::V,авх,vesz
1203,wählen::V,шүүх,választ
1204,auswählen::V,шүүх,kiválaszt
1205,bewahren::V,хадһлх,megtart
1206,bewahren::V,кевтнь үлдәх,megtart
1207,bewahren::V,кевтнь бәәлһх,megtart
1208,behindern::V,харшлх,akadályoz
1209,behindern::V,харшлх,gátol
1210,verderben::V,үрәх,elront
1211,beschädigen::V,эвдх,rongál
1212,zerbrechen::V,күүлх,eltör
1213,zerbrechen::V,күүлх,széttör
1214,zerbrechen::V,күүлх,kettétör
1215,zerbrechen::V,хамхлх,eltör
1216,zerbrechen::V,хамхлх,széttör
1217,zerbrechen::V,хамхлх,kettétör
1218,zerreißen::V,шуучх,eltép
1219,zerreißen::V,шуучх,széttép
1220,zerstören::V,эвдх,elpusztít
1221,verbrennen::V,шатах,éget
1222,verbrennen::V,шатах,eléget
1223,geben::V,өгх,ad
1224,reichen::V,өгх,nyújt
1225,schenken::V,белглх,ajándékoz
1226,versprechen::V,амлх,ígér
1227,wünschen::V,сә хәәх,kíván
1228,loben::V,магтх,dicsér
1229,küssen::V,үмсх,csókol
1230,wiegen::V,саатулх,ringat
1231,zudecken::V,бүркх,betakar
1232,wecken::V,серүлх,kelt
1233,wecken::V,серүлх,ébreszt
1234,zeigen::V,үзүлх,mutat
1235,führen::V,көтлх,visz
1236,führen::V,көтлх,vezet
1237,lehren::V,заах,tanít
1238,lehren::V,сурһх,tanít
1239,unterrichten::V,сурһх,tanít
1240,unterrichten::V,багшлх,tanít
1241,aufziehen::V,өскәх,felnevel
1242,leiten::V,һардх,vezet
1243,leiten::V,һардх,vezérel
1244,leiten::V,толһалх,vezet
1245,leiten::V,толһалх,vezérel
1246,antreiben::V,шамдах,hajt
1247,lassen::V,күч үзүлх,-tat
1248,lassen::V,күч үзүлх,-at
1249,einladen::V,үрх,meghív
1250,vereinigen::V,хамцулх,egyesít
1251,besuchen::V,одх,látogat
1252,treffen::V,харһх,talál
1253,sich versammeln::V,цуглрх,gyülekezik
1254,sich versammeln::V,цуглрх,összegyűlik
1255,sich versammeln::V,хурх,gyülekezik
1256,sich versammeln::V,хурх,összegyűlik
1257,spielen::V,наадх,játszik
1258,singen::V,дуулх,énekel
1259,tanzen::V,биилх,táncol
1260,sich trennen::V,хаһцх,elválik
1261,verlassen::V,хайх,elhagy
1262,retten::V,әм аврх,ment
1263,retten::V,әәмшгәс харсх,ment
1264,bewachen::V,харх,őriz
1265,bewachen::V,манх,őriz
1266,schützen::V,харсх,óv
1267,schützen::V,харсх,véd
1268,verteidigen::V,харсх,véd
1269,sich schlagen::V,гүвдлдх,verekszik
1270,schießen::V,хах,lő
1271,siegen::V,диилх,győz
1272,ärgern::V,уурлулх,bosszant
1273,schlagen::V,цокх,üt
1274,schlagen::V,цокх,ver
1275,schlagen::V,гүвдх,üt
1276,schlagen::V,гүвдх,ver
1277,stechen::V,хатхх,döf
1278,stechen::V,хатхх,szúr
1279,stoßen::V,түлкчкх,lök
1280,stehlen::V,хулхалх,lop
1281,stören::V,һә болх,zavar
1282,belästigen::V,амр эс өгх,zaklat
1283,verbergen::V,нуух,rejt
1284,verbergen::V,нуух,elrejt
1285,verbergen::V,бултулх,rejt
1286,verbergen::V,бултулх,elrejt
1287,täuschen::V,меклх,megtéveszt
1288,betrügen::V,меклх,csal
1289,betrügen::V,мек һарһх,csal
1290,töten::V,алх,öl
1291,wohnen::V,бәәх,lakik
1292,arbeiten::V,көдлх,dolgozik
1293,sammeln::V,түүх,szed
1294,sammeln::V,түүх,gyűjt
1295,pflücken::V,түүх,szed
1296,pflücken::V,хурах,szed
1297,jagen::V,аңнх,vadászik
1298,jagen::V,аңһучлх,vadászik
1299,fischen::V,заһс аңнх,halászik
1300,fassen::V,бәрх,fog
1301,hüten::V,хәрүлх,őriz
1302,hüten::V,хәрүлх,legeltet
1303,treiben::V,туух,hajt
1304,anbinden::V,уйх,köt
1305,füttern::V,теҗәх,etet
1306,melken::V,саах,fej
1307,hacken::V,чавчх,vág
1308,gießen::V,услх,öntöz
1309,reifen::V,болх,érik
1310,reifen::V,болвсрх,érik
1311,zubereiten::V,белдх,elkészít
1312,kochen::V,чанх,főz
1313,kochen::V,болһх,főz
1314,backen::V,болһх,süt
1315,braten::V,хуурх,süt
1316,umrühren::V,самрх,megkever
1317,stricken::V,өлгх,köt
1318,nähen::V,уйх,varr
1319,färben::V,будх,fest
1320,reinigen::V,цеврлх,tisztít
1321,waschen::V,уһах,mos
1322,abwischen::V,арчх,letöröl
1323,spülen::V,зәәлх,mosogat
1324,fegen::V,сәвүрдх,söpör
1325,kehren::V,сәвүрдх,söpör
1326,baden::V,өөмх,fürdik
1327,sich waschen::V,уһах,mosdik
1328,sich waschen::V,уһах,mosakszik
1329,sich waschen::V,бийән уһаҗ,mosdik
1330,sich waschen::V,бийән уһаҗ,mosakszik
1331,ausziehen::V,тәәлх,levesz
1332,anziehen::V,өмсх,felölt
1333,anziehen::V,өмсх,felvesz
1334,sich anziehen::V,хувцлх,öltözik
1335,sich anziehen::V,хувцлх,felöltözik
1336,kämmen::V,самлх,fésül
1337,schmücken::V,чимх,díszít
1338,schmücken::V,кеерүлх,díszít
1339,sagen::V,келх,mond
1340,sprechen::V,келх,beszél
1341,reden::V,күүндх,beszél
1342,reden::V,күр_кех,beszél
1343,sich unterhalten::V,күүндх,beszélget
1344,fragen::V,сурх,kérdez
1345,bitten::V,эрх,kér
1346,erzählen::V,келх,mesél
1347,erzählen::V,келх,elbeszél
1348,erzählen::V,келҗ өгх,mesél
1349,erzählen::V,келҗ өгх,elbeszél
1350,mitteilen::V,медүлх,közöl
1351,nennen::V,нерәдх,hív
1352,nennen::V,нерәдх,nevez
1353,nennen::V,нер өгх,hív
1354,nennen::V,нер өгх,nevez
1355,rufen::V,дуудх,hív
1356,prahlen::V,көөрх,dicsekszik
1357,übersetzen::V,орчулх,fordít
1358,denken::V,санх,gondol
1359,glauben::V,шүтх,hisz
1360,glauben::V,нәәлх,hisz
1361,bemerken::V,темдглх,észrevesz
1362,erkennen::V,таньх,ráismer
1363,erkennen::V,таньх,felismer
1364,erkennen::V,медх,ráismer
1365,erkennen::V,медх,felismer
1366,begreifen::V,медх,felfog
1367,verstehen::V,соңсх,ért
1368,verstehen::V,соңсх,megért
1369,lernen::V,сурх,tanul
1370,lernen::V,сурх,megtanul
1371,wissen::V,медх,tud
1372,sich erinnern an::V,санх,emlékszik
1373,vergessen::V,мартх,felejt
1374,vergessen::V,мартх,elfelejt
1375,messen::V,кемҗәлх,mér
1376,messen::V,кемҗәлх,megmér
1377,zählen::V,тоолх,számol
1378,zählen::V,тоолх,megszámol
1379,rechnen::V,тоолх,számít
1380,lesen::V,умшх,olvas
1381,malen::V,зурх,fest
1382,zeichnen::V,зурх,rajzol
1383,schreiben::V,бичх,ír
1384,besitzen::V,эзлх,birtokol
1385,kaufen::V,хулдҗ авх,vesz
1386,kaufen::V,хулдҗ авх,megvesz
1387,verkaufen::V,хулдх,elad
1388,verkaufen::V,гүүлгх,elad
1389,bezahlen::V,өгх,fizet
1390,bezahlen::V,өгх,kifizet
1391,zahlen::V,өгх,fizet
1392,zahlen::V,өгх,megfizet
1393,beherrschen::V,эзлх,ural
1394,ertragen::V,даах,elbír
1395,ertragen::V,даах,elvisel
1396,treten::V,,rúg
