,Concept_ID,udm,bn
704,hier::ADV,татын,এখানে
705,hierhin::ADV,татчы,এখানে
706,von hier::ADV,татысь,ত্রই স্তান হইতে
707,dort::ADV,отӥ,ওখানে
708,dort::ADV,отын,ওখানে
709,dorthin::ADV,отчы,ওখানে
710,geradeaus::ADV,меӵак,অগ্রগামী
711,vorwärts::ADV,азьлань,সন্মুখিকে
712,rückwärts::ADV,берлань,খিরিয়া
713,zurück::ADV,берен,পিঠ
714,zurück::ADV,берлань,পিঠ
715,unten::ADV,улын,নীচে
716,hinab::ADV,улэ,নিম্নগামী
717,oben::ADV,вылын,উপরে
718,oben::ADV,вылӥын,উপরে
719,hinauf::ADV,вылэ,উচ্চতর অংশে
720,hinauf::ADV,вылӥе,উচ্চতর অংশে
721,hinauf::ADV,выллань,উচ্চতর অংশে
722,überall::ADV,котькытын,সর্বত্র
723,überall::ADV,пасьтана,সর্বত্র
724,nicht::ADV,уз,না
725,ein wenig::ADV,ичи,অল্প
726,ein wenig::ADV,ӧжыт,অল্প
727,ein wenig::ADV,огшап,অল্প
728,kaum::ADV,муртса,কষ্টসহকাবে
729,sehr::ADV,туж,খুব
730,sehr::ADV,лекос,খুব
731,so::ADV,озьы,তত
732,so::ADV,тазьы,তত
733,noch::ADV,на,এখন পর্যস্ত
734,nur::ADV,гинэ,শুধু
735,schon::ADV,ни,ইতঃপুর্বে
736,schon::ADV,ини,ইতঃপুর্বে
737,wieder::ADV,нош,আবার
738,wieder::ADV,кайта,আবার
739,vergebens::ADV,юнме,বিফলে
740,vor::PRP,азьын,সম্মুখে
741,hinter::PRP,берын,পশ্চাতে
742,hinter::PRP,бӧрсьы,পশ্চাতে
743,unter::PRP,улын,নীচে
744,durch::PRP,пыр,দ্বারা
745,durch::PRP,пыртӥ,দ্বারা
746,neben::PRP,бордын,কাছে
747,zwischen::PRP,вискын,মধ্যে
748,wegen::PRP,сэрен,জন্য
749,dies::PRN,та,এটা
750,das::PRN,со,ওটা
751,alles::PRN,ваньмыз,সব
752,ich::PRN,мон,আমি
753,du::PRN,тон,তুমি
754,er::PRN,со,উনি
755,wir::PRN,ми,আমরা
756,ihr::PRN,тӥ,তোমরা
757,sie::PRN,соос,তারা
758,was::FPRN,ма,কি
759,wer::FPRN,кин,কে
760,wo::FADV,кытын,কোথায়
761,wohin::FADV,кытчы,কোথায়
762,wie::FADV,кызьы,কেমন
763,warum::FADV,малы,কেন
764,wieviel::FNUM,кӧня,কত
765,eins::NUM,одӥг,অক
766,zwei::NUM,кык,দুই
767,drei::NUM,куинь,তিন
768,vier::NUM,ньыль,চার
769,fünf::NUM,вить,পাঁচ
770,sechs::NUM,куать,ছয়
771,sieben::NUM,сизьым,সাত
772,acht::NUM,тямыс,আট
773,neun::NUM,укмыс,নয়
774,zehn::NUM,дас,দশ
775,elf::NUM,дас одӥг,এগারো
776,zwölf::NUM,дас кык,দ্বাদশ
777,zwanzig::NUM,кызь,বিশ
778,dreißig::NUM,куамын,ত্রিশ
779,vierzig::NUM,ньыльдон,চল্লিশ
780,fünfzig::NUM,витьтон,পঞ্চাশ
781,sechzig::NUM,куатьтон,ষাট
782,siebzig::NUM,сизьымдон,সত্তর
783,achtzig::NUM,тямыстон,আশি
784,neunzig::NUM,укмыстон,নব্বুই
785,hundert::NUM,сю,শত
786,tausend::NUM,сюрс,হাজার
787,und::CNJ,и,আর
788,und::CNJ,и,এবং
789,und::CNJ,но,আর
790,und::CNJ,но,এবং
791,oder::CNJ,яке,বা
792,stehen::V,сылыны,দাঁড়ানো
793,sitzen::V,пукыны,বসা
794,liegen::V,кылльыны,শোয়া
795,hängen::V,ошкыса улыны,ঝোলা
796,werden::V,луыны,হইয়া উঠা
797,passieren::V,луыны,ঘটা
798,beginnen::V,кутскыны,আরম্ভ হওয়া
799,enden::V,бырыны,শেষ হওয়া
800,wechseln::V,воштӥськыны,রূপাস্তর করা
801,aufgehen[Sonne]::V,ӝужаны,উদিত হওয়া
802,untergehen[Sonne]::V,пуксьыны,অস্ত যাওয়া
803,scheinen[Sonne]::V,пиштыны,আলো দেওয়া
804,scheinen[Sonne]::V,чиляны,আলো দেওয়া
805,donnern::V,гудыръяны,বজ্রধ্বনি করা
806,wehen::V,пелляськыны,প্রবাহিত হওয়া
807,strömen::V,киськыны,প্রবাহিত হওয়া
808,strömen::V,исьтӥськыны,প্রবাহিত হওয়া
809,fließen::V,бызьыны,ছুটা
810,sich drehen::V,берганы,পাক খাওয়া
811,schwanken::V,вошъяськыны,দোলা
812,schwingen::V,шонаськыны,দোলা
813,fallen::V,усьыны,পড়া
814,brennen::V,ӝуаны,সেঁকা
815,rauchen::V,ӵындыны,ধোঁয়া ছড়ান
816,regnen::V,зорыны,বর্ষণ_করা
817,gefrieren::V,кынмыны,হিমায়িত হওয়া
818,tauen::V,шунаны,গলা
819,schmelzen::V,шунаны,গলা
820,trocknen::V,куасьмыны,শুষ্ক করা
821,sieden::V,пӧзьыны,ফোঁড়া
822,faulen::V,сисьмыны,ক্ষয় হওয়া
823,verfaulen::V,сисьмыны,ক্ষয় হওয়া 
824,reißen::V,кеськыны,ছিঁড়া
825,versinken::V,выйыны,ডুবা
826,vergehen::V,ортчыны,যাওয়া
827,erscheinen::V,адскыны,আসা
828,verschwinden::V,бырыны,অদৃশ্য হওয়া
829,sinken::V,усьыны,হ্রাস হওয়া
830,abnehmen::V,синыны,হ্রাস হওয়া
831,zunehmen::V,йылыны,বৃদ্ধি পাওয়া
832,steigen::V,лӧпкыны,ওঠা
833,wachsen::V,будыны,বড় হওয়া
834,glänzen::V,чиляны,জ্বলা
835,glänzen::V,пиштыны,জ্বলা
836,funkeln::V,чилекъяны,জ্বল্জ্বল করা
837,lärmen::V,уретыны,
838,lärmen::V,ӵашетыны,
839,läuten::V,жингыртыны,রুসুঝুসু করা
840,klingeln::V,жингыртыны,বাজা
841,klirren::V,жильккетыны,টুংটাং-শব্দ করা
842,brausen::V,лекъяськыны,গর্জন করা
843,rauschen::V,ӵашетыны,মর্মরধ্বনি করা
844,klingen::V,кылӥськыны,শব্দ করা
845,bellen::V,утыны,ঘেউ ঘেউ করা
846,heulen::V,вузыны,গর্জন করা
847,blasen::V,пельтыны,ফুঁ দেওয়া
848,pfeifen::V,шуланы,শিস্ দেওয়া
849,schreien::V,черекъяны,চিৎকার করা
850,schreien::V,кесяськыны,চিৎকার করা
851,stöhnen::V,ӝуштыны,গোঁ-গো করা
852,zittern::V,дырекъяны,কাঁপা
853,zittern::V,куалекъяны,কাঁপা
854,leben::V,улыны,বাঁচা
855,geboren werden::V,вордӥськыны,জন্মানো
856,atmen::V,шоканы,শ্বাস ফেলা
857,trinken::V,юыны,পান করা
858,essen::V,сиыны,ভক্ষণ করা
859,schlucken::V,ньылыны,গেলা
860,müde werden::V,жадьыны,পরিশ্রান্ত হওয়া
861,einschlafen::V,умме усьыны,নিদ্রামগ্ন হওয়া
862,schlafen::V,кӧлыны,নিদ্রা যাওয়া
863,aufwachen::V,сайканы,জাগা
864,aufstehen::V,султыны,জাগা
865,sich erholen::V,шутэтскыны,আরাম করা
866,krank werden::V,висьыны,অসুস্থ হত্তয়া
867,krank sein::V,висьыны,রূগ্ণ হত্তয়া
868,schmerzen::V,висьыны,কন্কন করা
869,husten::V,кызыны,কাশা
870,genesen::V,юнматскыны,আরোগ্য হওয়া
871,genesen::V,бурмытскылыны,আরোগ্য হওয়া
872,sterben::V,кулыны,মারা যাওয়া
873,umkommen::V,бырыны,মারা যাওয়া
874,sich bewegen::V,вырыны,চলা
875,sich rühren::V,вырӟыны,নড়া
876,sich rühren::V,вырӟылыны,নড়া
877,sich erheben::V,султыны,উদিত হওয়া
878,sich setzen::V,пуксьыны,বসা
879,hinfallen::V,усьыны,পড়া
880,laufen::V,мыныны,হাঁটা
881,schreiten::V,вамышъяны,হাঁটা
882,spazierengehen::V,мыныны,পায়চারি করা
883,spazierengehen::V,ветлыны,পায়চারি করা
884,eilen::V,дыртыны,ত্বরাম্বিত করা
885,sich beeilen::V,дыртыны,ত্বরাম্বিত করা
886,sausen::V,туж ӝог мыныны,ধেয়ে যাওয়া
887,rennen::V,бызьылыны,চলা
888,springen::V,тэтчаны,লাফানো
889,klettern::V,тубаны,আরোহণ করা
890,schaukeln::V,лэйканы,দোলা
891,schaukeln::V,шонаськыны,দোলা
892,kriechen::V,нюж ветлыны,হামাগুড়ি দেওয়া
893,schwimmen::V,уяны,সাঁতার কাটা
894,tauchen::V,зумылыны,ডোবা
895,rudern::V,полсаны,দাঁড় টানা
896,fahren::V,ветлыны,চালান
897,fliegen::V,лобаны,ওড়া
898,gehen::V,мыныны,যাওয়া
899,weggehen::V,кошкыны,প্রস্থান করা
900,abfahren::V,кошкыны,প্রস্থান করা
901,anhalten::V,дугдыны,থামা
902,hineingehen::V,пырыны,ঢোকা
903,eintreten::V,пырыны,ঢোকা
904,kommen::V,вуыны,আসা
905,kommen::V,лыктыны,আসা
906,ankommen::V,вуыны,আসা
907,zurückkommen::V,берытскыны,ফিরা
908,bleiben::V,кыльыны,থাকা
909,warten::V,витьыны,অপেক্ষা করা
910,erwarten::V,витьыны,অপেক্ষা করা
911,erwarten::V,возьманы,অপেক্ষা করা
912,suchen::V,утчаны,খোঁজ করা
913,finden::V,шедьтыны,পাওয়া
914,versuchen::V,турттыны,পরখ করা
915,vorbereiten::V,дасяны,প্রস্তুত করা
916,lieben::V,гажаны,ভালবাসা
917,mögen::V,яратыны,পছন্দ করা
918,lachen::V,серекъяны,হাসা
919,rühren::V,сюлме йӧтыны,হৃদয়ম্পর্শ করা
920,weinen::V,бӧрдыны,কাঁদা
921,schimpfen::V,даллашыны,নালিশ করা
922,sich ärgern::V,лекъяськыны,রাগ হত্তয়া
923,sich fürchten::V,кышканы,ভয় করা
924,sich fürchten::V,курданы,ভয় করা
925,fürchten::V,курданы,ডরা
926,fürchten::V,кышканы,ডরা
927,fliehen::V,пегӟыны,পালানো
928,flüchten::V,пегӟыны,পালানো
929,sehen::V,адӟыны,দেখা
930,anschauen::V,учкыны,দেখা
931,ansehen::V,учкыны,দেখা
932,hören::V,кылыны,শোনা
933,zuhören::V,кылзыны,শোনা
934,probieren::V,веръяны,পরখ করা
935,riechen::V,зынъяны,শুঁকা
936,fühlen::V,шӧдыны,অনুভব করা
937,scheinen::V,адскыны,মনে হত্তয়া
938,zu sehen sein::V,адӟиськыны,দেখা দেত্তয়া
939,vernehmen::V,кылыны,শোনা
940,frieren::V,кынмыны,শীত লাগা
941,tun::V,карыны,করা
942,können::V,быгатыны,পারা
943,wollen::V,потыны,ইচ্ছা করা
944,anfangen::V,кутскыны,আরম্ভ করা
945,beenden::V,быдтыны,শেষ করা
946,beenden::V,быдэстыны,শেষ করা
947,aufhören::V,дугдыны,থামা
948,gelingen::V,быгатыны,সিদ্ধিলাভ করা
949,gelingen::V,луыны,সিদ্ধিলাভ করা
950,geraten::V,лэсяны,পরিণত হত্তয়া
951,öffnen::V,усьтыны,খোলা
952,schließen::V,пытсаны,বন্ধ করা
953,stellen::V,пуктыны,স্থাপন করা
954,setzen::V,пуктыны,স্থাপন করা
955,legen::V,поныны,স্থাপন করা
956,berühren::V,исаны,স্পর্শ করা
957,verbinden::V,герӟаны,সংযুক্ত করা
958,bedecken::V,пытсаны,ঢাকা
959,aufhängen::V,ошыны,ঝুলানো
960,anzünden::V,ӝуатыны,জ্বালান
961,aufheben::V,ӝутыны,কুড়াইয়া তোলা
962,zurücklassen::V,кельтыны,পরিত্যাগ করা
963,verlieren::V,ыштыны,হারান
964,fallen lassen::V,уськытыны,ফেলা
965,machen::V,лэсьтыны,গঠন করা
966,herstellen::V,лэсьтыны,সৃষ্টি করা
967,bauen::V,пуктыны,নির্মাণ করা
968,reparieren::V,тупатыны,মেরামত করা
969,verbessern::V,умоятыны,উন্নতিলাভ করা
970,ändern::V,воштыны,পরিবর্তিত করা
971,graben::V,копаны,খনন করা
972,beugen::V,губыртыны,নোয়া
973,biegen::V,куасаны,নোয়া
974,drehen::V,бергатыны,ঘোরান
975,wenden::V,берыктыны,উলটাইয়া দেত্তয়া
976,umdrehen::V,берыктыны,উলটানো
977,heben::V,ӝутыны,উত্তোলন করা
978,hochheben::V,ӝутъяны,উঁচু করা
979,ergreifen::V,кутыны,দখল করা
980,ergreifen::V,кырмыны,দখল করা
981,halten::V,возьыны,ধরা
982,drücken::V,зӥбыны,টেপা
983,drücken::V,пачкатыны,টেপা
984,schieben::V,донганы,ঠেলা
985,kratzen::V,вуштыны,চাঁচা
986,lecken::V,нюлыны,চাটা
987,beißen::V,куртчыны,দংশন করা
988,abreißen::V,ишкалтыны,বিচ্ছিন্ন করা
989,abschneiden::V,шорыны,বিচ্ছিন্ন করা
990,abschneiden::V,вандыны,বিচ্ছিন্ন করা
991,binden::V,керттыны,বন্ধন করা
992,stecken::V,мертчытыны,বিদ্ধ করা
993,brechen::V,тӥяны,ভাঙা
994,klopfen::V,йыганы,আঘাত করা
995,klopfen::V,шарккетыны,আঘাত করা
996,hauen::V,жугыны,আঘাত করা
997,hauen::V,тышканы,আঘাত করা
998,kleben::V,лякыны,সাঁটা
999,reiben::V,зыраны,ঘষা
1000,reiben::V,вуштыны,ঘষা
1001,streichen::V,зыраны,ছড়াইয়া
1002,schleifen::V,шерыны,ধার দেওয়া
1003,schneiden::V,вандыны,কাটা
1004,rütteln::V,зуркатыны,নাড়ান
1005,schütteln::V,куалекъятыны,নড়া
1006,schwenken::V,шонаны,দোলা
1007,schütten::V,лэзьыны,বর্ষণ করা
1008,füllen::V,тырмытыны,পরিপূর্ণ করা
1009,einwickeln::V,биньыны,মুড়া
1010,tragen::V,нуыны,বহন করা
1011,schleppen::V,кыскыны,টানা
1012,ziehen::V,кыскыны,টানা
1013,aufbewahren::V,возьыны,রাখা
1014,werfen::V,куяны,ছুড়া
1015,werfen::V,лэзяны,ছুড়া
1016,fangen::V,кутыны,লোফা
1017,packen::V,кутыны,ধরা
1018,packen::V,кырмыны,ধরা
1019,verstecken::V,ватыны,গোপন করা
1020,teilen::V,люкыны,বিভক্ত করা
1021,schicken::V,ыстыны,প্রেরণ করা
1022,bringen::V,вайыны,আনা
1023,hinzufügen::V,ватсаны,একত্র করা
1024,bekommen::V,басьтыны,পাওয়া
1025,erhalten::V,басьтыны,পাওয়া
1026,nehmen::V,кутыны,নেওয়া
1027,nehmen::V,басьтыны,নেওয়া
1028,wählen::V,бырйыны,বাছা
1029,auswählen::V,бырйыны,বাছা
1030,bewahren::V,возьыны,বাঁচাইয়া রাখা
1031,behindern::V,могӟытыны,বাধা দেওয়া
1032,verderben::V,сӧрыны,নষ্ট করা
1033,beschädigen::V,урод лэсьтыны,ক্ষতি করা
1034,zerbrechen::V,сӧрыны,ভাঙ্গিয়া যাওয়া
1035,zerreißen::V,кесяны,ছিঁড়া
1036,zerstören::V,куашкатыны,বিনাশ করা
1037,verbrennen::V,сутыны,দহন করা
1038,geben::V,сётыны,দেওয়া
1039,reichen::V,сётыны,দেওয়া
1040,schenken::V,кузьманы,উপহার দেত্তয়া
1041,versprechen::V,кыл сётыны,প্রতিশ্রুতি দেওয়া
1042,wünschen::V,сӥзьыны,আকাঙ্ক্ষা করা
1043,loben::V,ушъяны,প্রশংসা করা
1044,küssen::V,чупаны,চুম্বন করা
1045,wiegen::V,веттаны,দুলানো
1046,wiegen::V,лэйкатыны,দুলানো
1047,zudecken::V,шобыртыны,ঢাকা
1048,wecken::V,сайкатыны,জাগানো
1049,zeigen::V,возьматыны,দেখানো
1050,führen::V,нуыны,পথ দেখানো
1051,lehren::V,дышетыны,শেখানো
1052,unterrichten::V,дышетыны,শিক্ষা দেওয়া
1053,aufziehen::V,будэтыны,পালন করা
1054,leiten::V,кивалтыны,পরিচালনা করা
1055,antreiben::V,дыртытыны,চালনা করা
1056,lassen::V,-ытыны,অনুমতি দেওয়া
1057,einladen::V,ӧтьыны,নিমন্ত্রণ করা
1058,vereinigen::V,огазеяны,এক করা
1059,besuchen::V,адӟыськыны,দেখিতে যাওয়া
1060,treffen::V,пумитаны,সন্মুখীন হওয়া
1061,sich versammeln::V,люкаськыны,জড়ো হওয়া
1062,spielen::V,шудыны,খেলা
1063,singen::V,кырӟаны,গাওয়া
1064,tanzen::V,эктыны,নাচা
1065,sich trennen::V,люкиськыны,পৃথক করা
1066,verlassen::V,куштыны,পরিত্যাগ করা
1067,retten::V,утьыны,উদ্ধার করা
1068,bewachen::V,возьманы,পাহারা দেওয়া
1069,schützen::V,утялтыны,রক্ষা করা
1070,verteidigen::V,возьманы,রক্ষা করা
1071,sich schlagen::V,жугиськыны,লড়াই করা
1072,schießen::V,ыбылӥськны,তীরবেগে ছোটা
1073,siegen::V,вормыны,জেতা
1074,ärgern::V,вожпоттыны,বিরক্ত করা
1075,schlagen::V,жуккыны,আঘাত করা
1076,treten::V,лёганы,লাথি মারা
1077,stechen::V,бышкалтыны,দংশন করা
1078,stoßen::V,донгыны,ঠেলা
1079,stehlen::V,вораны,অপহরণ করা
1080,stehlen::V,лушканы,অপহরণ করা
1081,stören::V,люкетыны,ঘাঁটান
1082,belästigen::V,акыльтыны,বিরক্ত করা
1083,belästigen::V,вукылмыны,বিরক্ত করা
1084,verbergen::V,ватыны,গোপন করা
1085,täuschen::V,алданы,প্রবঞ্চনা করা
1086,betrügen::V,пӧяны,প্রতারণা করা
1087,töten::V,виыны,হত্যা করা
1088,wohnen::V,улыны,বাস করা
1089,arbeiten::V,ужаны,কাজ করা
1090,sammeln::V,бичаны,সংগ্রহ করা
1091,pflücken::V,ишкыны,চয়ন করা
1092,jagen::V,пӧйшураны,শিকার করা
1093,fischen::V,чорыганы,মাছ ধরা
1094,fassen::V,кутыны,ধরা
1095,hüten::V,возьманы,যুথভুক্ত করা
1096,treiben::V,улляны,চালনা করা
1097,anbinden::V,думыны,বন্ধন করা
1098,füttern::V,сюдыны,ভোজন করানো
1099,melken::V,кыскыны,দুগ্ধ দোহন করা
1100,hacken::V,кораны,কাটা
1101,gießen::V,киськаны,বর্ষণ করা
1102,reifen::V,вуыны,পাকা
1103,reifen::V,кисьманы,পাকা
1104,zubereiten::V,лесьтыны,রন্ধন করা
1105,kochen::V,пӧзьтыны,রন্ধন করা
1106,backen::V,пыжыны,সেকা
1107,braten::V,пыжыны,ভাজা
1108,umrühren::V,сураны,নড়ানো
1109,stricken::V,керттыны,বোনা
1110,nähen::V,вурыны,সেলাই করা
1111,färben::V,буяны,রঞ্জিত করা
1112,reinigen::V,сузяны,পরিষ্কার করা
1113,waschen::V,мисьтаськыны,পরিষ্কার করা
1114,abwischen::V,ӵушылыны,মুছা
1115,spülen::V,гылъяны,পরিষ্কার করা
1116,fegen::V,ӵужыны,ঝাঁট দেওয়া
1117,kehren::V,ӵужыны,ঝাঁট দেওয়া
1118,baden::V,пыласькыны,অবগাহন করা
1119,sich waschen::V,пыласькыны,ধোয়া
1120,ausziehen::V,кыльыны,খুলা
1121,anziehen::V,дӥсяны,গায়ে দেত্তয়া
1122,sich anziehen::V,дӥсьяськыны,পোশাক পরা
1123,kämmen::V,сынаны,আঁচড়ানো
1124,schmücken::V,чеберъяны,সাজান করা
1125,sagen::V,шуыны,উচ্চারণ করা
1126,sagen::V,вераны,উচ্চারণ করা
1127,sprechen::V,вераськыны,বলা
1128,reden::V,вераськыны,আলাপ করা
1129,sich unterhalten::V,вераськыны,আড্ডা দেওয়া
1130,fragen::V,юаны,জিজ্ঞাসা করা
1131,bitten::V,курыны,প্রার্থনা করা
1132,erzählen::V,вераны,বর্ণনা করা
1133,erzählen::V,мадьыны,বর্ণনা করা
1134,mitteilen::V,ивортыны,বলা
1135,nennen::V,шуыны,নাম দেওয়া
1136,rufen::V,ӧтьыны,আমন্ত্রণ করা
1137,prahlen::V,ушъяськыны,বড়াই করা
1138,übersetzen::V,берыктыны,ভাষাস্তরিত করা
1139,denken::V,малпаны,ভাবা
1140,glauben::V,оскыны,বিশ্বাস করা
1141,bemerken::V,адӟыны,লক্ষ্য করা
1142,erkennen::V,тодыны,চিনিতে পারা
1143,begreifen::V,валаны,উপলব্ধি করা
1144,verstehen::V,валаны,উপলব্ধি করা
1145,lernen::V,дышетскыны,শেখা
1146,wissen::V,тодыны,জানা
1147,sich erinnern an::V,тодэ вайыны,মনে করা
1148,vergessen::V,вунэтыны,বিস্মৃত হওয়া
1149,messen::V,мертаны,মাপা
1150,zählen::V,лыдъяны,গণনা করা
1151,rechnen::V,лыдъяны,হিসাব করা
1152,lesen::V,лыдӟыны,পাঠ করা
1153,malen::V,суреданы,আঁকা
1154,zeichnen::V,суреданы,ছকা
1155,schreiben::V,гожъяны,লেখা
1156,besitzen::V,луыны,অধিকার করা
1157,kaufen::V,басьтыны,ক্রয় করা
1158,verkaufen::V,вузаны,বেচা
1159,bezahlen::V,тырыны,প্রদান করা
1160,zahlen::V,тырыны,প্রদান করা
1161,beherrschen::V,кузёяськыны,শাসন করা
1162,ertragen::V,чиданы,বহন করা
