,Concept_ID,fr,br
95,Schmutz::N,boue,fank
96,Schmutz::N,saleté,fank
97,See::N,lac,lenn
98,Sumpf::N,marais,gwern
99,Sumpf::N,marécage,gwern
100,Moor::N,tourbière,taouarc'heg
101,Wiese::N,pré,prad
102,Wald::N,bois,koad
103,Wald::N,forêt,koad
104,Hügel::N,coteau,torgenn
105,Hügel::N,colline,torgenn
106,Anhöhe::N,éminence,run
107,Anhöhe::N,élévation,run
108,Berg::N,mont,menez
109,Berg::N,montagne,menez
110,Gipfel::N,cime,barr
111,Gipfel::N,sommet,barr
112,Höhle::N,caverne,kav
113,Abhang::N,pente,naou
114,Abhang::N,versant,naou
115,Quelle::N,source,feunteun
116,Quelle::N,fontaine,feunteun
117,Bach::N,ruisseau,gwazh
118,Fluss::N,fleuve,stêr
119,Fluss::N,rivière,stêr
120,Ufer::N,bord,ribl
121,Ufer::N,rivage,ribl
122,Küste::N,côte,aod
123,Festland::N,terre ferme,douar
124,Meer::N,mer,mor
125,Bucht::N,baie,mor-bihan
126,Insel::N,île,enez
127,Blume::N,fleur,bleunienn
128,Gras::N,herbe,geot
129,Wurzel::N,racine,gwrizienn
130,Baum::N,arbre,gwezenn
131,Stamm::N,tronc,kef
132,Rinde::N,écorce,rusk
133,Ast::N,branche,barr
134,Zweig::N,rameau,bod
135,Blatt::N,feuille,delienn
136,Birke::N,bouleau,bezvenn
137,Kiefer[Baum]::N,pin,pinenn
138,Weide[Baum]::N,saule,halegenn
139,Tanne::N,sapin,sapenn
140,Horn::N,corne,korn
141,Feder::N,plume,pluñv
142,Fell::N,peau,kreoñ
143,Flügel::N,aile,askell
144,Klaue::N,serre,skilf
145,Kralle::N,ongle,skilf
146,Kralle::N,griffe,skilf
147,Schwanz::N,queue,lost
148,Ei::N,œuf,vi
149,Nest::N,nid,neizh
150,Bau::N,terrier,douarenn
151,Tier::N,animal,loen
152,Herde::N,troupeau,tropell
153,Kuh::N,vache,buoc'h
154,Bulle::N,taureau,tarv
155,Pferd::N,cheval,marc'h
156,Schaf::N,mouton,dañvad
157,Schwein::N,porc,pemoc'h
158,Schwein::N,cochon,pemoc'h
159,Hund::N,chien,ki
160,Katze::N,chat,kazh
161,Bär::N,ours,arzh
162,Eichhörnchen::N,écureuil,gwiñver
163,Elch::N,élan,karv-dour
164,Fuchs::N,renard,louarn
165,Hase::N,lièvre,gad
166,Maus::N,souris,logodenn
167,Wolf::N,loup,bleiz
168,Vogel::N,oiseau,labous
169,Schwarm::N,nuée,nijad
170,Schwarm::N,volée,nijad
171,Huhn::N,poule,yar
172,Hahn::N,coq,kilhog
173,Gans::N,oie,gwazenn
174,Adler::N,aigle,erer
175,Ente::N,canard,houad
176,Eule::N,hibou,toud
177,Kranich::N,grue,garan
178,Krähe::N,corneille,bran
179,Kuckuck::N,coucou,koukoug
180,Schwan::N,cygne,alarc'h
181,Fisch::N,poisson,pesk
182,Barsch::N,perche,brell
183,Hecht::N,brochet,beked
184,Schlange[Tier]::N,serpent,naer
185,Wurm::N,ver,preñv
186,Spinne::N,araignée,kevnidenn
187,Ameise::N,fourmi,merion
188,Laus::N,pou,laouenn
189,Mücke::N,moucheron,moustik
190,Fliege::N,mouche,kelienenn
191,Schmetterling::N,papillon,balafenn
192,Beere::N,baie,hog
193,Apfel::N,pomme,aval
194,Pilz::N,champignon,kabell-touseg
195,Zwiebel::N,oignon,ognonenn
196,Saat::N,semence,had
197,Korn::N,grain,ed
198,Heu::N,foin,foenn
199,Schale::N,pelure,peliadur
200,Grube::N,fosse,
201,Falle::N,piège,pech
202,Schlinge::N,lacs,krouglas
203,Spur::N,trace,
204,Asche::N,cendre,ludu
205,Dreck::N,crotte,fank
206,Eisen::N,fer,houarn
207,Gold::N,or,aour
208,Silber::N,argent,arc'hant
209,Kohle::N,charbon,glaou
210,Glas::N,verre,gwer
211,Lehm::N,glaise,
212,Sand::N,sable,traezh
213,Mensch::N,homme,den
214,Mann::N,homme,den
215,Frau::N,femme,maouez
216,Kind::N,enfant,bugel
217,Junge::N,garçon,paotr
218,Mädchen::N,fille,plac'h
219,Mädchen::N,jeune fille,plac'h
220,Familie::N,famille,familh
221,Großvater::N,grand-père,tad-kozh
222,Großmutter::N,grand-mère,mamm-gozh
223,Eltern::N,parents,kerent
224,Vater::N,père,tad
225,Mutter::N,mère,mamm
226,Sohn::N,fils,mab
227,Tochter::N,fille,merc'h
228,Bruder::N,frère,breur
229,Schwester::N,sœur,c'hoar
230,Onkel::N,oncle,eontr
231,Tante::N,tante,moereb
232,Ehemann::N,mari,gwaz
233,Ehemann::N,époux,gwaz
234,Ehefrau::N,femme,gwreg
235,Ehefrau::N,épouse,gwreg
236,Freude::N,joie,levenez
237,Freude::N,plaisir,levenez
238,Gelächter::N,rires,c'hoarzherezh
239,Glück::N,bonheur,chañs
240,Kummer::N,peine,doan
241,Kummer::N,chagrin,doan
242,Wunsch::N,désir,c'hoant
243,Lust::N,envie,c'hoant
244,Geist::N,esprit,spered
245,Gedanke::N,idée,soñj
246,Gedanke::N,pensée,soñj
247,Gedächtnis::N,mémoire,eñvor
248,Verstand::N,raison,skiant
249,Sinn::N,sens,ster
250,Grund::N,cause,kaoz
251,Grund::N,raison,kaoz
252,Wahrheit::N,vérité,gwirionez
253,Gespräch::N,conversation,kaozeadenn
254,Märchen::N,conte,kaoz korriganez
255,Märchen::N,conte de fées,kaoz korriganez
256,Erzählung::N,conte,kontadenn
257,Erzählung::N,narration,kontadenn
258,Nachricht::N,message,keloù
259,Neuigkeit::N,nouvelle,kelaouenn
260,Name::N,nom,anv
261,Rätsel::N,énigme,divinatez
262,Rätsel::N,devinette,divinatez
263,Rede::N,parole,diskour
264,Rede::N,discours,diskour
265,Sprache::N,langue,yezh
266,Sprache::N,langage,yezh
267,Stimme::N,voix,mouezh
268,Wort::N,mot,ger
269,Zeichen::N,signe,sin
270,Ruf::N,cri,galv
271,Ruf::N,appel,galv
272,Lärm::N,bruit,trouz
273,Laut::N,son,
274,Ton::N,ton,ton
275,Lied::N,chant,kanaouenn
276,Lied::N,chanson,kanaouenn
277,Ruhe::N,calme,sioulded
278,Ruhe::N,tranquillité,sioulded
279,Leute::N,gens,tud
280,Volk::N,peuple,pobl
281,Arbeit::N,travail,labour
282,Gast::N,hôte,kouviad
283,Gast::N,invité,kouviad
284,Geschenk::N,cadeau,prof
285,Geschenk::N,présent,prof
286,Spiel::N,jeu,c'hoari
287,Gesellschaft::N,compagnie,kompagnunezh
288,Gesellschaft::N,compagnie,kavandad
289,Hilfe::N,aide,sikour
290,Hilfe::N,secours,sikour
291,Freund::N,ami,mignon
292,Kamerad::N,copain,kamarad
293,Kamerad::N,camarade,kamarad
294,Angelegenheit::N,affaire,afer
295,Anzahl::N,nombre,niver
296,Art::N,sorte,sort
297,Art::N,espèce,sort
298,Stück::N,morceau,tamm
299,Teil::N,part,pezh
300,Teil::N,partie,pezh
301,Hälfte::N,moitié,hanterenn
302,Kreis::N,cercle,kelc'h
303,Kreuz::N,croix,kroaz
304,Linie::N,ligne,linenn
305,Strich::N,trait,tenn
306,Abstand::N,écart,distok
307,Entfernung::N,distance,keid
308,Entfernung::N,distance,kehid
309,Gegend::N,région,korn-bro
310,Gegend::N,contrée,korn-bro
311,Platz::N,place,plasenn
312,Ort::N,lieu,lec'h
313,Ort::N,endroit,lec'h
314,Seite::N,côté,tu
315,Mitte::N,milieu,kreiz
316,Gegenstand::N,objet,tra
317,Sache::N,chose,tra
318,Rand::N,bord,kantenn
319,Kante::N,arête,kantenn
320,Ecke::N,coin,korn
321,Ecke::N,tournant,korn
322,Spitze::N,cime,begell
323,Spitze::N,pointe,begell
324,Ende::N,bout,dibenn
325,Loch::N,trou,toull
326,Winkel::N,coin,
327,Winkel::N,réduit,
328,Muster::N,dessin,tresadenn
329,Größe::N,grandeur,ment
330,Länge::N,longueur,hirder
331,Höhe::N,hauteur,uhelder
332,Höhe::N,altitude,uhelder
333,Gewicht::N,poids,pouez
334,Menge::N,quantité,bern
335,Haufen::N,tas,bern
336,Reihe::N,file,steud
337,Reihe::N,rangée,steud
338,Boot::N,canot,bag
339,Boot::N,bateau,bag
340,Ruder::N,rame,roeñv
341,Ruder::N,aviron,roeñv
342,Schlitten::N,traîneau,trainell
343,Ski::N,ski,ski
344,Lagerfeuer::N,feu de camp,
345,Last::N,charge,karg
346,Last::N,fardeau,karg
347,Gang::N,tour,kerzh
348,Gang::N,marche,kerzh
349,Schritt::N,pas,paz
350,Norden::N,nord,norzh
351,Norden::N,nord,hanternoz
352,Süden::N,sud,su
353,Süden::N,sud,kreisteiz
354,Westen::N,ouest,kuzh-heol
355,Westen::N,occident,kuzh-heol
356,Osten::N,est,reter
357,Osten::N,est,sav-heol
358,Osten::N,orient,reter
359,Osten::N,orient,sav-heol
360,Holz::N,bois,koad
361,Brett::N,planche,plankenn
362,Platte::N,plaque,plakenn
363,Stütze::N,appui,harp
364,Stütze::N,soutien,harp
365,Stange::N,barre,sparl
366,Stange::N,perche,sparl
367,Stock::N,canne,bazh
368,Stab::N,bâton,bazh
369,Rohr::N,tube,tub
370,Rohr::N,tube,korz
371,Rohr::N,tuyau,tub
372,Rohr::N,tuyau,korz
373,Haus::N,maison,ti
374,Heim::N,maison,kêr
375,Ofen::N,poêle,forn
376,Fußboden::N,plancher,plañchod
377,Tisch::N,table,taol
378,Stuhl::N,chaise,kador
379,Wiege::N,berceau,kavell
380,Bett::N,lit,gwele
381,Regal::N,étagère,estajerenn
382,Kiste::N,caisse,kased
383,Fenster::N,fenêtre,prenestr
384,Tür::N,porte,dor
385,Tor::N,porte,portal
386,Tor::N,portail,portal
387,Zaun::N,clôture,sklotur
388,Dach::N,toit,toenn
389,Leiter::N,échelle,skeul
390,Besen::N,balai,skubell
391,Spaten::N,bêche,pal
392,Schaufel::N,pelle,pal
393,Gabel::N,fourchette,fourchetez
394,Löffel::N,cuiller,loa
395,Messer::N,couteau,kontell
396,Nagel::N,clou,tach
397,Netz::N,filet,roued
398,Haken::N,croc,krog
399,Haken::N,crochet,krog
400,Griff::N,prise,kemer
401,Griff::N,manche,kemer
402,Schloss::N,serrure,potenn
403,Bild::N,image,skeudenn
404,Bild::N,tableau,skeudenn
405,Figur::N,figure,skeud
406,Figur::N,figure,figur
407,Puppe::N,poupée,merc'hodenn
408,Beutel::N,sac,sac'h
409,Beutel::N,petit sac,sac'h
410,Bündel::N,paquet,feskenn
411,Bündel::N,faisceau,feskenn
412,Tasche::N,sac,sac'h
413,Eimer::N,seau,sailh
414,Deckel::N,couvercle,pallenn
415,Geschirr::N,vaisselle,listriaj
416,Sack::N,sac,sac'h
417,Tasse::N,tasse,tas
418,Topf::N,pot,pod
419,Topf::N,marmite,pod
420,Kessel::N,chaudron,chaodouron
421,Essen::N,repas,pred
422,Essen::N,manger,pred
423,Nahrung::N,nourriture,boued
424,Speise::N,plat,meuz
425,Fleisch::N,viande,kig
426,Getreide::N,blé,ed
427,Getreide::N,céréales,ed
428,Brei::N,purée,yod
429,Brei::N,bouillie,yod
430,Brot::N,pain,bara
431,Scheibe::N,tranche,tailhenn
432,Fett::N,graisse,lard
433,Butter::N,beurre,amann
434,Öl::N,huile,eoul
435,Salz::N,sel,holen
436,Suppe::N,soupe,soubenn
437,Suppe::N,potage,soubenn
438,Honig::N,miel,mel
439,Milch::N,lait,laezh
440,Tee::N,thé,te
441,Leder::N,cuir,lêr
442,Wolle::N,laine,gloan
443,Stoff::N,tissu,danvez
444,Stoff::N,étoffe,danvez
445,Nadel::N,aiguille,nadoz
446,Faden::N,fil,neudenn
447,Knopf::N,bouton,bouton
448,Knoten::N,nœud,skoulm
449,Farbe::N,peinture,liv
450,Kleidung::N,vêtements,dilhad
451,Kleidung::N,habillement,dilhad
452,Hemd::N,chemise,roc'hed
453,Kragen::N,col,gouzoug
454,Ärmel::N,manche,milgin
455,Hose::N,pantalon,bragoù
456,Gürtel::N,ceinture,gouriz
457,Mütze::N,bonnet,boned
458,Mütze::N,casquette,boned
459,Schuh::N,soulier,botez
460,Schuh::N,chaussure,botez
461,Stiefel::N,botte,botez
462,Ring::N,bague,gwalenn
463,Band::N,ruban,bagad
464,Kamm::N,peigne,krib
465,Spiegel::N,glace,melezour
466,Spiegel::N,miroir,melezour
467,Riemen::N,lanière,lerenn
468,Riemen::N,courroie,lerenn
469,Schnur::N,corde,kordenn
470,Schnur::N,ficelle,kordenn
471,Leine::N,laisse,roll
472,Decke::N,couverture,golo
473,Kissen::N,oreiller,goubenner
474,Tuch::N,drap,mezher
475,Tuch::N,fichu,mezher
476,Handtuch::N,serviette,toailhon
477,Handtuch::N,essuie-mains,toailhon
478,Kraft::N,force,nerzh
479,Stärke::N,vigueur,nerzhder
480,Gesundheit::N,santé,yec'hed
481,Krankheit::N,maladie,klañved
482,Schmerz::N,douleur,poan
483,Schmerz::N,douleur,droug
484,Wunde::N,plaie,gloazadenn
485,Wunde::N,blessure,gloazadenn
486,Fieber::N,fièvre,terzhienn
487,Arznei::N,remède,louzoù
488,Arznei::N,médecine,louzoù
489,Brücke::N,pont,pont
490,Brunnen::N,puits,puñs
491,Weide::N,pâturage,prad
492,Pfad::N,sentier,gwenodenn
493,Weg::N,voie,hent
494,Weg::N,chemin,hent
495,Straße::N,route,ru
496,Straße::N,route,hent
497,Dorf::N,village,kêr
498,Dorf::N,village,kêriadenn
499,Stadt::N,cité,kêr
500,Stadt::N,ville,kêr
501,Brief::N,lettre,lizher
502,Buch::N,livre,levr
503,Buchstabe::N,lettre,lizherenn
504,Buchstabe::N,caractère,lizherenn
505,Zeitung::N,journal,kazetenn
506,Leben::N,vie,buhez
507,Tod::N,mort,marv
508,Grab::N,tombe,bez
509,Kirche::N,église,iliz
510,Sünde::N,péché,pec'hed
511,Gott::N,dieu,doue
512,Arbeiter::N,ouvrier,labourer
513,Arbeiter::N,ouvrier,micherour
514,Arbeiter::N,travailleur,labourer
515,Arbeiter::N,travailleur,micherour
516,Chef::N,chef,penn
517,Chef::N,patron,penn
518,Meister::N,maître,mestr
519,Arzt::N,médecin,mezeg
520,Arzt::N,médecin,medisin
521,Lehrer::N,professeur,skolaer
522,Lehrer::N,professeur,kelenner
523,Lehrer::N,instituteur,skolaer
524,Lehrer::N,instituteur,kelenner
525,Geld::N,argent,arc'hant
526,Geschäft::N,affaire,stal
527,Geschäft::N,commerce,stal
528,Laden::N,magasin,stal
529,Laden::N,boutique,stal
530,Preis::N,prix,priz
531,Ware::N,marchandise,marc'hadourezh
532,Nutzen::N,profit,gounidegezh
533,Nutzen::N,profit,lañs
534,Nutzen::N,profit,profit
535,Nutzen::N,profit,spleit
536,Reichtum::N,richesse,pinvidigezh
537,Welt::N,monde,douar
538,Land::N,pays,bro
539,Staat::N,État,stad
540,König::N,roi,roue
541,Macht::N,pouvoir,galloud
542,Macht::N,puissance,galloud
543,Grenze::N,frontière,harzoù
544,Krieg::N,guerre,brezel
545,Feind::N,ennemi,eneber
546,Gewalt::N,violence,tâerder
547,Kampf::N,lutte,kann
548,Kampf::N,combat,kann
549,Bogen[Waffe]::N,arc,gwareg
550,Pfeil::N,flèche,saezh
551,Gewehr::N,fusil,fuzuilh
552,Fehler::N,faute,fazi
553,Fehler::N,erreur,fazi
554,Lüge::N,mensonge,gaou
555,Schaden::N,dégât,gwall
556,Schaden::N,dommage,gwall
557,Unglück::N,malheur,gwalleur
558,Schuld::N,faute,kablusted
559,Schuld::N,faute,pec'hedigezh
560,Schuld::N,culpabilité,kablusted
561,Schuld::N,culpabilité,pec'hedigezh
562,Alter::N,âge,oad
563,Schluss::N,fin,diwezh
564,Zeit::N,temps,amzer
565,Tag::N,jour,deizh
566,Tag::N,journée,deizh
567,Morgen::N,matin,beure
568,Morgen::N,matin,mintin
569,Morgen::N,matinée,beure
570,Morgen::N,matinée,mintin
571,Mittag::N,midi,kreisteiz
572,Abend::N,soir,abardaez
573,Abend::N,soirée,abardaez
574,Nacht::N,nuit,noz
575,Woche::N,semaine,sizhun
576,Monat::N,mois,miz
577,Jahr::N,an,bloaz
578,Jahr::N,année,bloaz
579,Frühling::N,printemps,nevezamzer
580,Sommer::N,été,hañv
581,Herbst::N,automne,diskaramzer
582,Winter::N,hiver,goañv
583,Januar::N,janvier,Genver
584,Februar::N,février,C'hwevrer
585,März::N,mars,Meurzh
586,April::N,avril,Ebrel
587,Mai::N,mai,Mae
588,Juni::N,juin,Mezheven
589,Juli::N,juillet,Gouhere
590,August::N,août,Eost
591,September::N,septembre,Gwengolo
592,Oktober::N,octobre,Here
593,November::N,novembre,Du
594,Dezember::N,décembre,Kerzu
595,Montag::N,lundi,Lun
596,Dienstag::N,mardi,Meurzh
597,Mittwoch::N,mercredi,Merc'her
598,Donnerstag::N,jeudi,Yaou
599,Freitag::N,vendredi,Gwener
600,Samstag::N,samedi,Sadorn
601,Sonntag::N,dimanche,Sul
602,groß::A,grand,bras
603,klein::A,petit,bihan
604,lang::A,long,hir
605,kurz::A,court,berr
606,breit::A,large,ledan
607,schmal::A,étroit,strizh
608,dicht::A,dense,stank
609,dick[Gegenstand]::A,épais,tev
610,dünn::A,mince,moan
611,fein::A,fin,munut
612,fein::A,menu,munut
613,fest::A,ferme,start
614,fest::A,solide,start
615,flach::A,plat,plaen
616,glatt::A,poli,lintr
617,glatt::A,poli,levn
618,glatt::A,lisse,lintr
619,glatt::A,lisse,levn
620,hart::A,dur,kalet
621,weich::A,mou,blot
622,rund::A,rond,ront
623,spitz::A,aigu,poentet
624,spitz::A,pointu,poentet
625,scharf::A,tranchant,dremm
626,stumpf::A,mousse,talsoc'h
627,stumpf::A,émoussé,talsoc'h
628,schwer::A,lourd,pounner
629,schwer::A,pesant,pounner
630,schön::A,beau,kaer
631,heiß::A,chaud,tomm
632,heiß::A,très chaud,tomm
633,warm::A,chaud,tomm
634,kalt::A,froid,yen
635,kühl::A,frais,yen
636,frisch::A,frais,fresk
637,feucht::A,humide,gleb
638,nass::A,mouillé,gleb
639,trocken::A,sec,sec'h
640,voll::A,plein,leun
641,voll::A,rempli,leun
642,leer::A,vide,goullo
643,offen::A,ouvert,digor
644,geschlossen::A,clos,serr
645,geschlossen::A,fermé,serr
646,sauber::A,net,naet
647,sauber::A,propre,naet
648,schmutzig::A,sale,lous
649,schmutzig::A,crasseux,lous
650,roh::A,cru,kriz
651,roh::A,brut,kriz
652,reif::A,mûr,darev
653,lecker::A,délicieux,lipous
654,lecker::A,délicieux,saourus
655,lecker::A,appétissant,lipous
656,lecker::A,appétissant,saourus
657,süß::A,doux,dous
658,bitter::A,amer,c'hwerv
659,sauer::A,aigre,trenk
660,hell::A,clair,sklaer
661,dunkel::A,sombre,teñval
662,schwarz::A,noir,du
663,weiß::A,blanc,gwenn
664,rot::A,rouge,ruz
665,gelb::A,jaune,melen
666,blau::A,bleu,glas
667,grün::A,vert,gwer
668,grau::A,gris,louet
669,bunt::A,multicolore,liesliv
670,billig::A,bon marché,marc'had-mat
671,teuer::A,cher,ker
672,wertvoll::A,précieux,prizius
673,blind::A,aveugle,dall
674,taub::A,sourd,bouzar
675,kräftig::A,fort,start
676,kräftig::A,vigoureux,start
677,stark::A,fort,kreñv
678,stark::A,puissant,kreñv
679,schwach::A,faible,gwan
680,fett::A,gras,lard
681,schlank::A,svelte,sinkl
682,hübsch::A,joli,koant
683,böse::A,mauvais,gwall
684,dumm::A,sot,glep
685,dumm::A,bête,glep
686,faul::A,fainéant,lezirek
687,faul::A,paresseux,lezirek
688,fleißig::A,appliqué,studius
689,geizig::A,avare,tost
690,klug::A,intelligent,speredek
691,geschickt::A,habile,dornet
692,lieb::A,cher,koant
693,lieb::A,gentil,koant
694,lustig::A,gai,laouen
695,lustig::A,joyeux,laouen
696,sanft::A,doux,flour
697,hungrig::A,affamé,marnaon
698,krank::A,malade,klañv
699,nackt::A,nu,noazh
700,traurig::A,triste,trist
701,lebendig::A,vivant,bev
702,gut::A,bon,mad
703,schlecht::A,mauvais,fall
704,schlecht::A,mauvais,gwall
705,richtig::A,juste,reizh
706,richtig::A,correct,reizh
707,schlimm::A,grave,gwall
708,schlimm::A,mauvais,gwall
709,wahr::A,vrai,gwir
710,wahr::A,véritable,gwir
711,alt::A,vieux,kozh
712,neu::A,neuf,nevez
713,neu::A,nouveau,nevez
714,ehemalig::A,ancien,kozh
715,alt[Lebewesen]::A,âgé,kozh
716,alt[Lebewesen]::A,vieux,kozh
717,jung::A,jeune,yaouank
718,arm::A,pauvre,paour
719,reich::A,riche,pinvidik
720,bekannt::A,connu,anavezet
721,berühmt::A,fameux,brudet
722,berühmt::A,célèbre,brudet
723,fremd::A,étranger,dizanav
724,verschieden::A,différent,disheñel
725,nah::A,lié,nes
726,nah::A,proche,nes
727,fern::A,éloigné,diabell
728,fern::A,lointain,diabell
729,linker::A,gauche,kleiz
730,rechter::A,droit,dehoù
731,anderer::A,autre,all
732,erster::A,premier,kentañ
733,zweiter::A,second,eil
734,zweiter::A,deuxième,eil
735,dritter::A,troisième,trede
736,letzter::A,dernier,diwezhañ
737,allein::ADV,seul,e-unan
738,auf einmal::ADV,à la fois,ar un dro
739,zusammen::ADV,ensemble,asambles
740,lange::ADV,longtemps,pell
741,plötzlich::ADV,tout à coup,en un taol
742,sofort::ADV,immédiatement,diouzhtu
743,später::ADV,plus tard,diwezhatoc'h
744,jetzt::ADV,maintenant,bremañ
745,heute::ADV,aujourd'hui,hiziv
746,morgen::ADV,demain,arc'hoazh
747,bald::ADV,bientôt,hepdale
748,dann::ADV,puis,a-c'houde
749,dann::ADV,ensuite,a-c'houde
750,gestern::ADV,hier,dec'h
751,einst::ADV,jadis,gwechall
752,einst::ADV,autrefois,gwechall
753,damals::ADV,alors,neuze
754,damals::ADV,à l'époque,neuze
755,danach::ADV,après,goude
756,danach::ADV,ensuite,goude
757,vorher::ADV,auparavant,diagent
758,zuerst::ADV,d'abord,da gentañ
759,zuerst::ADV,premièrement,da gentañ
760,einmal::ADV,une fois,ur wech
761,manchmal::ADV,parfois,a-wechoù
762,manchmal::ADV,quelquefois,a-wechoù
763,oft::ADV,souvent,alies
764,immer::ADV,toujours,atav
765,immer::ADV,toujours,bepred
766,niemals::ADV,ne ... jamais,gwech ebet
767,hier::ADV,ici,amañ
768,hierhin::ADV,par ici,dre amañ
769,von hier::ADV,d'ici,alemañ
770,dort::ADV,là,aze
771,dort::ADV,là,ahont
772,dort::ADV,là-bas,aze
773,dort::ADV,là-bas,ahont
774,dorthin::ADV,y,di
775,dorthin::ADV,y,aze
776,dorthin::ADV,y,ahont
777,dorthin::ADV,par là,di
778,dorthin::ADV,par là,aze
779,dorthin::ADV,par là,ahont
780,geradeaus::ADV,tout droit,war-eeun
781,vorwärts::ADV,en avant,war-raok
782,rückwärts::ADV,en arrière,war-lerc'h
783,zurück::ADV,de retour,war-dreñv
784,unten::ADV,en bas,en traoñ
785,unten::ADV,au-dessous,en traoñ
786,hinab::ADV,en bas,a-izel
787,hinab::ADV,vers le bas,a-izel
788,oben::ADV,dessus,en nec'h
789,oben::ADV,en haut,en nec'h
790,hinauf::ADV,en haut,e-krec'h
791,hinauf::ADV,vers le haut,e-krec'h
792,überall::ADV,partout,dre-holl
793,nicht::ADV,ne ... pas,ne ... ket
794,ein wenig::ADV,un peu,un tammig
795,kaum::ADV,à peine,a-boan
796,sehr::ADV,très,-tre
797,sehr::ADV,très,-kenañ
798,so::ADV,si,evel-se
799,so::ADV,ainsi,evel-se
800,noch::ADV,encore,c'hoazh
801,nur::ADV,seulement,hepken
802,nur::ADV,ne ... que,hepken
803,schon::ADV,déjà,dija
804,wieder::ADV,de nouveau,adarre
805,vergebens::ADV,en vain,
806,vor::PRP,devant,dirak
807,hinter::PRP,derrière,a-drek
808,hinter::PRP,derrière,a-dreñv
809,unter::PRP,sous,dindan
810,unter::PRP,au-dessous de,dindan
811,durch::PRP,par,dre
812,durch::PRP,à travers,dre
813,neben::PRP,à côté de,e-kichen
814,zwischen::PRP,entre,etre
815,wegen::PRP,à cause de,abalamour da
816,dies::PRN,ceci,hemañ
817,das::PRN,ce,se
818,das::PRN,ce,hennezh
819,das::PRN,cela,se
820,das::PRN,cela,hennezh
821,alles::PRN,tout,pep tra
822,ich::PRN,je,me
823,ich::PRN,moi,me
824,du::PRN,tu,te
825,du::PRN,toi,te
826,er::PRN,il,eñ
827,er::PRN,lui,eñ
828,wir::PRN,nous,ni
829,ihr::PRN,vous,c'hwi
830,sie::PRN,ils,int
831,sie::PRN,elles,int
832,was::FPRN,que,petra
833,was::FPRN,quoi,petra
834,wer::FPRN,qui,piv
835,wo::FADV,où,pelec'h
