,Concept_ID,ka,it
217,Mücke::N,კოღო,zanzara
218,Fliege::N,ბუზი,mosca
219,Schmetterling::N,პეპელა,farfalla
220,Beere::N,კენკრა,bacca
221,Apfel::N,ვაშლი,mela
222,Pilz::N,სოკო,fungo
223,Zwiebel::N,ხახვი,cipolla
224,Saat::N,თესლი,semente
225,Korn::N,მარცვალი,grano
226,Heu::N,თივა,fieno
227,Schale::N,ჩენჩო,buccia
228,Grube::N,ორმო,cava
229,Grube::N,ორმო,fossa
230,Falle::N,ხაფანგი,tràppola
231,Schlinge::N,მახე,laccio
232,Spur::N,კვალი,traccia
233,Asche::N,ფერფლი,cenere
234,Dreck::N,ტალახი,fango
235,Dreck::N,სიბინძურე,fango
236,Eisen::N,რკინა,ferro
237,Gold::N,ოქრო,oro
238,Silber::N,ვერცხლი,argento
239,Kohle::N,ნახშირი,carbone
240,Glas::N,მინა,vetro
241,Lehm::N,თიხა,argilla
242,Sand::N,ქვიშა,arena
243,Sand::N,ქვიშა,sabbia
244,Mensch::N,ადამიანი,uomo
245,Mensch::N,ადამიანი,èssere umano
246,Mann::N,კაცი,uomo
247,Frau::N,ქალი,donna
248,Kind::N,ბავშვი,bambino
249,Junge::N,ვაჟი,ragazzo
250,Mädchen::N,გოგო,ragazza
251,Familie::N,ოჯახი,famiglia
252,Großvater::N,პაპა,nonno
253,Großvater::N,ბაბუა,nonno
254,Großmutter::N,ბებია,nonna
255,Großmutter::N,დიდედა,nonna
256,Eltern::N,მშობლები,genitori
257,Vater::N,მამა,padre
258,Mutter::N,დედა,madre
259,Sohn::N,ვაჟიშვილი,figlio
260,Tochter::N,ქალიშვილი,figlia
261,Bruder::N,ძმა,fratello
262,Schwester::N,და,sorella
263,Onkel::N,ბიძა,zio
264,Tante::N,დეიდა,zia
265,Tante::N,მამიდა,zia
266,Ehemann::N,ქმარი,marito
267,Ehefrau::N,ცოლი,moglie
268,Freude::N,სიხარული,gioia
269,Freude::N,სიხარული,piacere
270,Gelächter::N,სიცილი,risata
271,Glück::N,ბედნიერება,felicità
272,Kummer::N,მწუხარება,afflizione
273,Wunsch::N,წადილი,desiderio
274,Wunsch::N,სურვილი,desiderio
275,Lust::N,წადილი,voglia
276,Geist::N,სული,mente
277,Geist::N,სული,spìrito
278,Gedanke::N,ფიქრი,idea
279,Gedanke::N,ფიქრი,pensiero
280,Gedächtnis::N,მეხსიერება,memoria
281,Verstand::N,ჭკუა,intelletto
282,Verstand::N,გონება,intelletto
283,Sinn::N,მნიშვნელობა,senso
284,Sinn::N,მნიშვნელობა,significato
285,Grund::N,მიზეზი,causa
286,Grund::N,მიზეზი,motivo
287,Grund::N,მიზეზი,ragione
288,Wahrheit::N,სიმართლე,verità
289,Wahrheit::N,ჭეშმარიტება,verità
290,Gespräch::N,ბაასი,discorso
291,Gespräch::N,ბაასი,conversazione
292,Gespräch::N,საუბარი,discorso
293,Gespräch::N,საუბარი,conversazione
294,Märchen::N,არაკი,fiaba
295,Märchen::N,არაკი,fàvola
296,Märchen::N,ზღაპარი,fiaba
297,Märchen::N,ზღაპარი,fàvola
298,Erzählung::N,თქმულება,racconto
299,Erzählung::N,თქმულება,narrazione
300,Nachricht::N,ცნობა,messaggio
301,Nachricht::N,ამბავი,messaggio
302,Neuigkeit::N,სიახლე,notizia
303,Name::N,სახელი,nome
304,Rätsel::N,გამოცანა,indovinello
305,Rede::N,სიტყვა,discorso
306,Sprache::N,ენა,lingua
307,Sprache::N,ენა,linguaggio
308,Stimme::N,ხმა,voce
309,Wort::N,სიტყვა,parola
310,Zeichen::N,ნიშანი,segno
311,Zeichen::N,ნიშანი,segnale
312,Ruf::N,ძახილი,chiamata
313,Lärm::N,ხმაური,chiasso
314,Lärm::N,ხმაური,strèpito
315,Laut::N,ხმა,suono
316,Laut::N,ბგერა,suono
317,Ton::N,ტონი,tono
318,Lied::N,სიმღერა,canto
319,Lied::N,სიმღერა,canzone
320,Ruhe::N,სიწყნარე,calma
321,Ruhe::N,სიწყნარე,tranquillità
322,Leute::N,ადამიანები,gente
323,Volk::N,ერი,pòpolo
324,Volk::N,ხალხი,pòpolo
325,Arbeit::N,მუშაობა,lavoro
326,Gast::N,სტუმარი,òspite
327,Gast::N,სტუმარი,invitato
328,Geschenk::N,საჩუქარი,regalo
329,Spiel::N,თამაში,gioco
330,Gesellschaft::N,საზოგადოება,compagnìa
331,Hilfe::N,შველა,aiuto
332,Hilfe::N,შველა,soccorso
333,Hilfe::N,დახმარება,aiuto
334,Hilfe::N,დახმარება,soccorso
335,Freund::N,მეგობარი,amico
336,Kamerad::N,ამხანაგი,camerata
337,Angelegenheit::N,საქმე,affare
338,Angelegenheit::N,საქმე,faccenda
339,Anzahl::N,ოდენობა,nùmero
340,Anzahl::N,ოდენობა,quantità
341,Art::N,სახეობა,tipo
342,Art::N,სახეობა,specie
343,Stück::N,ნატეხი,pezzo
344,Teil::N,წილი,parte
345,Hälfte::N,ნახევარი,metà
346,Kreis::N,წრე,cìrcolo
347,Kreuz::N,ჯვარი,croce
348,Linie::N,ხაზი,lìnea
349,Strich::N,შტრიხი,tratto
350,Abstand::N,მანძილი,distanza
351,Entfernung::N,სიშორე,distanza
352,Entfernung::N,სიშორე,lontananza
353,Gegend::N,არე,regione
354,Gegend::N,მხარე,regione
355,Platz::N,ფართობი,posto
356,Platz::N,ფართობი,spazio
357,Ort::N,ადგილი,luogo
358,Ort::N,ადგილი,località
359,Seite::N,მხარე,lato
360,Seite::N,მხარე,parte
361,Mitte::N,შუა,mezzo
362,Mitte::N,შუა,centro
363,Gegenstand::N,საგანი,oggetto
364,Sache::N,ნივთი,cosa
365,Rand::N,კიდე,orlo
366,Rand::N,კიდე,bordo
367,Kante::N,ნაწიბული,spìgolo
368,Ecke::N,კუთხე,canto
369,Spitze::N,წვეტი,punta
370,Ende::N,ბოლო,capo
371,Ende::N,ბოლო,estremità
372,Loch::N,ხვრელი,buco
373,Winkel::N,კუთხე,àngolo
374,Muster::N,მოხატულობა,disegno
375,Größe::N,ზომა,taglia
376,Größe::N,ზომა,grandezza
377,Größe::N,სიდიდე,taglia
378,Größe::N,სიდიდე,grandezza
379,Länge::N,სიგრძე,lunghezza
380,Höhe::N,სიმაღლე,altezza
381,Gewicht::N,წონა,peso
382,Menge::N,რაოდენობა,quantità
383,Haufen::N,გროვა,cùmulo
384,Haufen::N,გროვა,mucchio
385,Reihe::N,რიგი,fila
386,Reihe::N,წყება,fila
387,Boot::N,გემი,barca
388,Boot::N,გემი,battello
389,Ruder::N,ხოფი,remo
390,Ruder::N,ნიჩაბი,remo
391,Schlitten::N,მარხილი,slitta
392,Ski::N,თხილამური,sci
393,Lagerfeuer::N,კოცონი,falò
394,Lagerfeuer::N,კოცონი,fuoco di bivacco
395,Last::N,ტვირთი,càrico
396,Gang::N,სვლა,andata
397,Schritt::N,ბიჯი,passo
398,Norden::N,ჩრდილოეთი,nord
399,Norden::N,ჩრდილოეთი,settentrione
400,Süden::N,სამხრეთი,sud
401,Süden::N,სამხრეთი,meridione
402,Westen::N,დასავლეთი,òvest
403,Westen::N,დასავლეთი,occidente
404,Osten::N,აღმოსავლეთი,est
405,Osten::N,აღმოსავლეთი,oriente
406,Holz::N,ხე,legno
407,Brett::N,დაფა,asse
408,Brett::N,დაფა,tàvola
409,Brett::N,ფიცარი,asse
410,Brett::N,ფიცარი,tàvola
411,Platte::N,თლილი ქვა,lastra
412,Platte::N,თლილი ქვა,piastra
413,Stütze::N,საყრდენი,supporto
414,Stange::N,ჭოკი,sbarra
415,Stange::N,ჭოკი,pèrtica
416,Stock::N,კეტი,verga
417,Stock::N,კეტი,bastone
418,Stock::N,კეტი,bacchetta
419,Stab::N,ლატანი,asta
420,Rohr::N,მილაკი,tubo
421,Haus::N,სახლი,casa
422,Heim::N,ოჯახის კერა,casa
423,Ofen::N,ღუმელი,stufa
424,Fußboden::N,იატაკი,pavimento
425,Tisch::N,სუფრა,tàvolo
426,Tisch::N,მაგიდა,tàvolo
427,Stuhl::N,სკამი,sedia
428,Wiege::N,აკვანი,culla
429,Bett::N,საწოლი,letto
430,Bett::N,სარეცელი,letto
431,Regal::N,თაროები,scaffale
432,Kiste::N,ყუთი,cassa
433,Kiste::N,სკივრი,cassa
434,Fenster::N,ფანჯარა,finestra
435,Fenster::N,სარკმელი,finestra
436,Tür::N,ბჭე,porta
437,Tür::N,კარი,porta
438,Tor::N,ჭიშკარი,portone
439,Zaun::N,ღობე,recinto
440,Zaun::N,გალავანი,recinto
441,Dach::N,სახურავი,tetto
442,Leiter::N,კიბე,scala
443,Leiter::N,კიბე,scala a pioli
444,Besen::N,ცოცხი,scopa
445,Spaten::N,ნიჩაბი,vanga
446,Schaufel::N,ბარი,pala
447,Gabel::N,ჩანგალი,forchetta
448,Löffel::N,კოვზი,cucchiaio
449,Messer::N,დანა,coltello
450,Nagel::N,ლურსმანი,chiodo
451,Netz::N,ბადე,rete
452,Haken::N,კავი,uncino
453,Haken::N,კაუჭი,uncino
454,Griff::N,ტარი,mànico
455,Griff::N,ტარი,maniglia
456,Schloss::N,კლიტე,serratura
457,Schloss::N,საკეტი,serratura
458,Bild::N,სურათი,quadro
459,Bild::N,სურათი,immàgine
460,Figur::N,ფიგურა,figura
461,Puppe::N,თოჯინა,bàmbola
462,Beutel::N,პარკი,borsa
463,Beutel::N,პარკი,sacchetto
464,Bündel::N,გალა,fascio
465,Bündel::N,გალა,fagotto
466,Bündel::N,ასხმა,fascio
467,Bündel::N,ასხმა,fagotto
468,Tasche::N,ჩანთა,borsa
469,Eimer::N,ჩამჩა,secchio
470,Deckel::N,ხუფი,coperchio
471,Deckel::N,სარქველი,coperchio
472,Geschirr::N,ჭურჭელი,stoviglie
473,Sack::N,ტომარა,sacco
474,Tasse::N,ფინჯანი,tazza
475,Topf::N,ქოთანი,pèntola
476,Kessel::N,ქვაბი,paiolo
477,Kessel::N,ქვაბი,calderone
478,Essen::N,ჭამა,pasto
479,Essen::N,ჭამა,mangiare
480,Nahrung::N,საზრდო,cibo
481,Nahrung::N,საზრდო,alimento
482,Nahrung::N,საკვები,cibo
483,Nahrung::N,საკვები,alimento
484,Speise::N,საჭმელი,piatto
485,Fleisch::N,ხორცი,carne
486,Getreide::N,მარცვლოვანი,cereali
487,Brei::N,ფაფა,purè
488,Brei::N,ფაფა,pappa
489,Brot::N,პური,pane
490,Scheibe::N,ნაჭერი,fetta
491,Scheibe::N,ნაჭერი,trancia
492,Fett::N,ქონი,grasso
493,Fett::N,ცხიმი,grasso
494,Butter::N,კარაქი,burro
495,Öl::N,ზეთი,olio
496,Salz::N,მარილი,sale
497,Suppe::N,სუფი,zuppa
498,Suppe::N,სუფი,minestra
499,Honig::N,თაფლი,miele
500,Milch::N,რძე,latte
501,Tee::N,ჩაი,tè
502,Leder::N,ტყავი,pelle
503,Wolle::N,მატყლი,lana
504,Stoff::N,ქსოვილი,panno
505,Stoff::N,ქსოვილი,tessuto
506,Nadel::N,ნემსი,ago
507,Faden::N,ძაფი,filo
508,Faden::N,მკედი,filo
509,Knopf::N,ღილი,bottone
510,Knoten::N,ნასკვი,nodo
511,Farbe::N,საღებავი,pittura
512,Kleidung::N,ტანსაცმელი,vestiti
513,Kleidung::N,ტანსაცმელი,vestiario
514,Hemd::N,ხალათი,camicia
515,Hemd::N,პერანგი,camicia
516,Kragen::N,საყელო,bàvero
517,Kragen::N,საყელო,colletto
518,Ärmel::N,სახელო,mànica
519,Hose::N,შარვალი,calzoni
520,Gürtel::N,ქამარი,cintura
521,Mütze::N,ქუდი,berretto
522,Schuh::N,ფეხსაცმელი,scarpa
523,Stiefel::N,ჩექმა,stivale
524,Ring::N,ბეჭედი,anello
525,Band::N,ბაფთი,nastro
526,Band::N,ბაფთი,fettuccia
527,Kamm::N,სავარცხელი,pèttine
528,Spiegel::N,სარკე,specchio
529,Riemen::N,ღვედი,cinghia
530,Schnur::N,ლარი,corda
531,Leine::N,ჯაჭვი,guinzaglio
532,Decke::N,საბანი,coperta
533,Kissen::N,ბალიში,cuscino
534,Kissen::N,ბალიში,guanciale
535,Tuch::N,მაუდი,fazzoletto
536,Tuch::N,თავშალი,fazzoletto
537,Handtuch::N,ხელსახოცი,asciugamano
538,Kraft::N,ძალა,forza
539,Stärke::N,ღონე,forza
540,Stärke::N,ღონე,vigore
541,Stärke::N,ღონე,fortezza
542,Gesundheit::N,ჯანმრთელობა,salute
543,Krankheit::N,სენი,malattìa
544,Krankheit::N,ავადმყოფობა,malattìa
545,Schmerz::N,ტკივილი,dolore
546,Wunde::N,იარი,piaga
547,Wunde::N,იარი,ferita
548,Wunde::N,ჭრილობა,piaga
549,Wunde::N,ჭრილობა,ferita
550,Fieber::N,ციება,febbre
551,Arznei::N,წამალი,fàrmaco
552,Arznei::N,წამალი,medicina
553,Brücke::N,ხიდი,ponte
554,Brunnen::N,ჭა,pozzo
555,Weide::N,საძოვარი,pàscolo
556,Pfad::N,ბილიკი,sentiero
557,Weg::N,გზა,via
558,Weg::N,გზა,cammino
559,Straße::N,შარაგზა,strada
560,Dorf::N,დაბა,paese
561,Dorf::N,დაბა,villaggio
562,Dorf::N,სოფელი,paese
563,Dorf::N,სოფელი,villaggio
564,Stadt::N,ქალაქი,città
565,Brief::N,წერილი,lèttera
566,Buch::N,წიგნი,libro
567,Buchstabe::N,ასო,lèttera
568,Zeitung::N,გაზეთი,giornale
569,Leben::N,სიცოცხლე,vita
570,Tod::N,სიკვდილი,morte
571,Grab::N,სამარე,tomba
572,Grab::N,სამარე,sepolcro
573,Grab::N,საფლავი,tomba
574,Grab::N,საფლავი,sepolcro
575,Kirche::N,ეკლესია,chiesa
576,Sünde::N,ცოდვა,peccato
577,Gott::N,ღმერთი,dio
578,Arbeiter::N,მუშა,operaio
579,Arbeiter::N,მუშა,lavoratore
580,Chef::N,გამგე,capo
581,Chef::N,გამგე,padrone
582,Meister::N,ოსტატი,mastro
583,Meister::N,ოსტატი,maestro
584,Arzt::N,ექიმი,mèdico
585,Arzt::N,ექიმი,dottore
586,Arzt::N,მკურნალი,mèdico
587,Arzt::N,მკურნალი,dottore
588,Lehrer::N,მასწავლებელი,professore
589,Geld::N,ფული,soldi
590,Geld::N,ფული,denaro
591,Geschäft::N,საქმე,affare
592,Geschäft::N,საქმე,negozio
593,Geschäft::N,ბიზნესი,affare
594,Geschäft::N,ბიზნესი,negozio
595,Laden::N,დუქანი,negozio
596,Laden::N,მაღაზია,negozio
597,Preis::N,ფასი,prezzo
598,Ware::N,საქონელი,merce
599,Nutzen::N,ხეირი,ùtile
600,Nutzen::N,ხეირი,profitto
601,Reichtum::N,სიმდიდრე,ricchezza
602,Welt::N,მსოფლიო,mondo
603,Land::N,მხარე,paese
604,Land::N,ქვეყანა,paese
605,Staat::N,სახელმწიფო,Stato
606,König::N,მეფე,re
607,Macht::N,ძლიერება,potere
608,Grenze::N,ზღვარი,confine
609,Grenze::N,ზღვარი,frontiera
610,Krieg::N,ომი,guerra
611,Feind::N,მტერი,nemico
612,Gewalt::N,სისასტიკე,violenza
613,Kampf::N,ბრძოლა,lotta
614,Bogen[Waffe]::N,მშვილდი,arco
615,Pfeil::N,ისარი,freccia
616,Pfeil::N,მახვილი,freccia
617,Gewehr::N,თოფი,fucile
618,Gewehr::N,შაშხანა,fucile
619,Fehler::N,შეცდომა,errore
620,Fehler::N,შეცდომა,sbaglio
621,Lüge::N,სიცრუე,bugìa
622,Lüge::N,სიცრუე,menzogna
623,Schaden::N,ვნება,danno
624,Unglück::N,ხიფათი,sfortuna
625,Unglück::N,უბედურება,sfortuna
626,Schuld::N,ბრალი,colpa
627,Alter::N,ასაკი,età
628,Schluss::N,ბოლო,fine
629,Schluss::N,დასასრული,fine
630,Zeit::N,დრო,tempo
631,Tag::N,დღე,giorno
632,Tag::N,დღე,giornata
633,Morgen::N,დილა,mattina
634,Mittag::N,შუადღე,mezzogiorno
635,Abend::N,საღამო,sera
636,Abend::N,საღამო,serata
637,Nacht::N,ღამე,notte
638,Woche::N,კვირა,settimana
639,Monat::N,თვე,mese
640,Jahr::N,წელი,anno
641,Frühling::N,გაზაფხული,primavera
642,Sommer::N,ზაფხული,estate
643,Herbst::N,შემოდგომა,autunno
644,Winter::N,ზამთარი,inverno
645,Januar::N,იანვარი,gennaio
646,Februar::N,თებერვალი,febbraio
647,März::N,მარტი,marzo
648,April::N,აპრილი,aprile
649,Mai::N,მაისი,maggio
650,Juni::N,ივნისი,giugno
651,Juli::N,ივლისი,luglio
652,August::N,აგვისტო,agosto
653,September::N,სექტემბერი,settembre
654,Oktober::N,ოქტომბერი,ottobre
655,November::N,ნოემბერი,novembre
656,Dezember::N,დეკემბერი,dicembre
657,Montag::N,ორშაბათი,lunedì
658,Dienstag::N,სამშაბათი,martedì
659,Mittwoch::N,ოთხშაბათი,mercoledì
660,Donnerstag::N,ხუთშაბათი,giovedì
661,Freitag::N,პარასკევი,venerdì
662,Samstag::N,შაბათი,sàbato
663,Sonntag::N,კვირა,domenica
664,groß::A,დიდი,grande
665,klein::A,მცირე,pìccolo
666,klein::A,პატარა,pìccolo
667,lang::A,გრძელი,lungo
668,kurz::A,მოკლე,corto
669,breit::A,ფართო,largo
670,breit::A,განიერი,largo
671,schmal::A,ვიწრო,stretto
672,schmal::A,წვრილი,stretto
673,dicht::A,მჭიდრო,denso
674,dick[Gegenstand]::A,სქელი,spesso
675,dünn::A,წვრილი,sottile
676,fein::A,თხელი,fine
677,fein::A,თხელი,delicato
678,fest::A,მყარი,sodo
679,fest::A,მყარი,fisso
680,flach::A,ბრტყელი,piano
681,flach::A,ბრტყელი,piatto
682,glatt::A,გლუ,liscio
683,hart::A,მაგარი,duro
684,weich::A,რბილი,molle
685,rund::A,მრგვალი,rotondo
686,spitz::A,წვეტიანი,aguzzo
687,spitz::A,წვეტიანი,appuntito
688,scharf::A,მჭრელი,affilato
689,scharf::A,მჭრელი,tagliente
690,stumpf::A,ბლაგვი,smussato
691,schwer::A,მძიმე,pesante
692,schön::A,ლამაზი,bello
693,heiß::A,ცხელი,caldo
694,heiß::A,ცხელი,bollente
695,warm::A,თბილი,caldo
696,kalt::A,ცივი,freddo
697,kühl::A,გრილი,fresco
698,frisch::A,სუფთა,fresco
699,feucht::A,ნოტიო,ùmido
700,nass::A,სველი,bagnato
701,trocken::A,მშრალი,secco
702,voll::A,სავსე,pieno
703,leer::A,ცარიელი,vuoto
704,offen::A,ღია,aperto
705,offen::A,გაშლილი,aperto
706,geschlossen::A,დახურული,chiuso
707,sauber::A,სუფთა,netto
708,sauber::A,სუფთა,pulito
709,sauber::A,წმინდა,netto
710,sauber::A,წმინდა,pulito
711,schmutzig::A,ტალახიანი,sporco
712,schmutzig::A,ტალახიანი,sùdicio
713,roh::A,უმი,crudo
714,reif::A,მწიფე,maturo
715,lecker::A,გემრიელი,ghiotto
716,lecker::A,გემრიელი,squisito
717,süß::A,ტკბილი,dolce
718,bitter::A,მწარე,amaro
719,sauer::A,მჟავე,aspro
720,sauer::A,მჟავე,acerbo
721,hell::A,ნათელი,chiaro
722,dunkel::A,ბნელი,buio
723,dunkel::A,ბნელი,oscuro
724,schwarz::A,შავი,nero
725,weiß::A,თეთრი,bianco
726,rot::A,წითელი,rosso
727,gelb::A,ყვითელი,giallo
728,blau::A,ლურჯი,blu
729,blau::A,ლურჯი,azzurro
730,blau::A,ცისფერი,blu
731,blau::A,ცისფერი,azzurro
732,grün::A,მწვანე,verde
733,grau::A,რუხი,grigio
734,grau::A,ნაცრისფერი,grigio
735,bunt::A,ჭრელი,variopinto
736,bunt::A,ფერადი,variopinto
