,Concept_ID,da,ku
195,Spur::N,spor,rêç
196,Asche::N,aske,xweli
197,Dreck::N,snavs,gemarî
198,Eisen::N,jern,hesing
199,Gold::N,guld,zêr
200,Silber::N,sølv,zîv
201,Kohle::N,kul,komir
202,Glas::N,glas,qedeh
203,Lehm::N,ler,kelpîç
204,Sand::N,sand,qûm
205,Mensch::N,mennesge,mirov
206,Mann::N,mand,mêr
207,Frau::N,kvinde,jin
208,Kind::N,barn,zarok
209,Junge::N,dreng,kur
210,Mädchen::N,pige,keç
211,Mädchen::N,pige,keçik
212,Familie::N,familie,malbat
213,Großvater::N,bedstefar,bapîr
214,Großmutter::N,bedstemor,pîrik
215,Eltern::N,forældre,bavudê
216,Vater::N,far,bav
217,Mutter::N,mor,dê
218,Mutter::N,mor,dayik
219,Sohn::N,søn,kur
220,Tochter::N,datter,keç
221,Bruder::N,bror,bira
222,Schwester::N,søster,xweh
223,Onkel::N,onkel,am
224,Onkel::N,onkel,xal
225,Tante::N,tante,metik
226,Tante::N,tante,xaltîk
227,Ehemann::N,ægtemand,mêr
228,Ehefrau::N,hustru,kulfet
229,Freude::N,glæde,kêfxweşî
230,Gelächter::N,latter,pîrqînî
231,Glück::N,lykke,bext
232,Kummer::N,sorg,derd
233,Wunsch::N,ønske,daxwaz
234,Wunsch::N,ønske,xwestek
235,Lust::N,lyst,şewq
236,Geist::N,ånd,aqil
237,Gedanke::N,tanke,fikir
238,Gedächtnis::N,hukommelse,aqil
239,Verstand::N,forstand,fêm
240,Sinn::N,mening,aqil
241,Sinn::N,betydning,aqil
242,Grund::N,grund,asas
243,Wahrheit::N,sandhed,rastî
244,Gespräch::N,samtale,guftûgo
245,Märchen::N,eventyr,çirok
246,Erzählung::N,fortælling,çirok
247,Erzählung::N,fortælling,vegotin
248,Nachricht::N,efterretning,nûçe
249,Neuigkeit::N,nyhed,hewal
250,Name::N,navn,nav
251,Name::N,navn,paşnav
252,Rätsel::N,gåde,tiştonek
253,Rede::N,tale,gotar
254,Rede::N,tale,axavtin
255,Sprache::N,sprog,ziman
256,Stimme::N,stemme,pejn
257,Wort::N,ord,gotin
258,Zeichen::N,tegn,şanek
259,Ruf::N,råb,hawar
260,Lärm::N,larm,xarbalix
261,Laut::N,lyd,deng
262,Laut::N,lyd,hês
263,Ton::N,tone,awaz
264,Lied::N,sang,sitran
265,Ruhe::N,ro,rihetî
266,Ruhe::N,hvile,rihetî
267,Leute::N,folk,xelk
268,Leute::N,mennesker,xelk
269,Volk::N,folk,xelk
270,Arbeit::N,arbejde,xebat
271,Gast::N,gæst,mêvan
272,Geschenk::N,gave,diyarî
273,Spiel::N,leg,lîstik
274,Gesellschaft::N,selskab,komal
275,Hilfe::N,hjælp,alîkarî
276,Freund::N,ven,heval
277,Kamerad::N,kammerat,heval
278,Angelegenheit::N,sag,pirsgirêk
279,Angelegenheit::N,anliggende,pirsgirêk
280,Anzahl::N,antal,çend
281,Art::N,art,çeh
282,Stück::N,stykke,lib
283,Stück::N,stykke,parçe
284,Teil::N,del,parçe
285,Hälfte::N,halvdel,nîvî
286,Kreis::N,cirkel,çemil
287,Kreuz::N,kors,xaç
288,Kreuz::N,kryds,xaç
289,Linie::N,linie,xezik
290,Strich::N,streg,xezik
291,Abstand::N,afstand,dûrahî
292,Entfernung::N,afstand,dûrahî
293,Gegend::N,egn,dever
294,Platz::N,plads,çih
295,Ort::N,sted,dever
296,Seite::N,side,rûpel
297,Mitte::N,midte,nav
298,Mitte::N,midte,nabênê
299,Gegenstand::N,genstand,tişt
300,Sache::N,sag,tişt
301,Rand::N,rand,kevî
302,Kante::N,kant,kevî
303,Ecke::N,hjørne,qunç
304,Spitze::N,spids,derzî
305,Ende::N,ende,talî
306,Loch::N,hul,qul
307,Winkel::N,vinkel,kurnîşk
308,Muster::N,mønster,desen
309,Größe::N,størrelse,mezinî
310,Länge::N,længde,dirêjahî
311,Höhe::N,højde,bilindayî
312,Gewicht::N,vægt,giranî
313,Menge::N,mængde,qas
314,Haufen::N,bunke,lod
315,Reihe::N,række,rêz
316,Boot::N,båd,kelek
317,Ruder::N,åre,bêrik
318,Schlitten::N,kælk,xîjik
319,Schlitten::N,slæde,xîjik
320,Ski::N,ski,lakan
321,Lagerfeuer::N,lejrbål,agir
322,Last::N,last,bar
323,Last::N,byrde,bar
324,Gang::N,gang,fîtêz
325,Schritt::N,skridt,gav
326,Norden::N,nord,bakur
327,Süden::N,syd,başur
328,Westen::N,vest,rojava
329,Osten::N,øst,rojhilat
330,Holz::N,træ,dep
331,Brett::N,bræt,dep
332,Platte::N,plade,dep
333,Stütze::N,støtte,destek
334,Stange::N,stang,sing
335,Stock::N,stok,çam
336,Stab::N,stav,qat
337,Rohr::N,rør,borî
338,Haus::N,hus,mal
339,Haus::N,hus,xanî
340,Heim::N,hjem,mal
341,Ofen::N,ovn,sobe
342,Fußboden::N,gulv,binpê
343,Tisch::N,bord,mase
344,Stuhl::N,stol,kursî
345,Wiege::N,vugge,derguş
346,Bett::N,seng,qerewêle
347,Regal::N,reol,rêbaz
348,Kiste::N,kasse,sindoq
349,Fenster::N,vindue,çam
350,Fenster::N,vindue,şibeke
351,Tür::N,dør,derî
352,Tor::N,port,derge
353,Zaun::N,stakit,hejik
354,Dach::N,tag,sere xanî
355,Leiter::N,stige,pêling
356,Besen::N,kost,melkes
357,Spaten::N,spade,mer
358,Schaufel::N,skovl,bêr
359,Gabel::N,gaffel,çetel
360,Löffel::N,ske,kevçî
361,Messer::N,kniv,kêr
362,Nagel::N,søm,bizmar
363,Netz::N,net,tor
364,Haken::N,krog,çenqel
365,Griff::N,tag,destî
366,Griff::N,håndtag,destî
367,Schloss::N,lås,qonax
368,Bild::N,billede,dimen
369,Figur::N,figur,figûr
370,Puppe::N,dukke,bûk
371,Beutel::N,pose,kîsik
372,Bündel::N,bylt,pêçek
373,Bündel::N,bundt,pêçek
374,Tasche::N,taske,bêrîk
375,Eimer::N,spand,dewl
376,Deckel::N,låg,devik
377,Geschirr::N,husgeråd,ferax
378,Sack::N,sæk,tûr
379,Tasse::N,kop,kada
380,Topf::N,gryde,beroş
381,Kessel::N,kedel,şîril
382,Essen::N,måltid,xwarin
383,Nahrung::N,mad,xwarin
384,Nahrung::N,næring,xwarin
385,Speise::N,ret,xwarin
386,Fleisch::N,kød,goşt
387,Getreide::N,korn,zad
388,Brei::N,grød,hewdêl
389,Brot::N,brød,
390,Scheibe::N,skive,parçe
391,Fett::N,fedt,rûn
392,Butter::N,smør,rûn
393,Öl::N,olie,rûn
394,Salz::N,salt,xwe
395,Suppe::N,suppe,şorbe
396,Honig::N,honning,hingiv
397,Milch::N,mælk,şîr
398,Tee::N,te,çay
399,Leder::N,skind,çerm
400,Wolle::N,uld,herî
401,Stoff::N,stof,paç
402,Nadel::N,nål,derzî
403,Faden::N,tråd,ta
404,Knopf::N,knap,bişkok
405,Knoten::N,knude,girêk
406,Farbe::N,farve,boyax
407,Kleidung::N,påklædning,çil
408,Hemd::N,skjorte,qutik
409,Hemd::N,skjorte,miltan
410,Kragen::N,krave,stûvang
411,Ärmel::N,ærme,hûçik
412,Hose::N,bukser,şewel
413,Gürtel::N,bælte,qayiş
414,Mütze::N,hue,fîno
415,Schuh::N,sko,şêkal
416,Stiefel::N,støvle,gizme
417,Stiefel::N,støvle,çizme
418,Ring::N,ring,xelek
419,Band::N,bånd,band
420,Kamm::N,kam,şeh
421,Spiegel::N,spejl,eynik
422,Riemen::N,rem,qayiş
423,Schnur::N,snor,doxin
424,Leine::N,snor,şirît
425,Decke::N,tæppe,bataniye
426,Kissen::N,pude,balgî
427,Tuch::N,sjaltørklæde,şar
428,Handtuch::N,håndklæde,dezmal
429,Kraft::N,kraft,hêz
430,Kraft::N,kraft,qewet
431,Stärke::N,styrke,xurtî
432,Gesundheit::N,sundhed,nojdarî
433,Krankheit::N,sygdom,nexweşî
434,Schmerz::N,smerte,êş
435,Wunde::N,sår,kul
436,Fieber::N,feber,ta
437,Arznei::N,medicin,derman
438,Arznei::N,lægemiddel,derman
439,Brücke::N,bro,kopî
440,Brunnen::N,brønd,çal
441,Brunnen::N,brønd,kani
442,Weide::N,græsgang,beyar
443,Pfad::N,sti,xaçirek
444,Weg::N,vej,rê
445,Straße::N,gade,rê
446,Dorf::N,landsby,gund
447,Stadt::N,by,baçar
448,Brief::N,brev,name
449,Buch::N,bog,kitêb
450,Buch::N,bog,pirtûk
451,Buchstabe::N,bogstav,herf
452,Zeitung::N,avis,rojname
453,Leben::N,liv,jiyan
454,Tod::N,død,mirin
455,Grab::N,grav,mezel
456,Kirche::N,kirke,gilyas
457,Sünde::N,synd,guneh
458,Gott::N,gud,xwedê
459,Arbeiter::N,arbejder,hîşçî
460,Chef::N,chef,bêg
461,Meister::N,mester,hoste
462,Arzt::N,læge,doktor
463,Lehrer::N,lærer,mamoste
464,Geld::N,penge,pere
465,Geschäft::N,forretning,firoşgeh
466,Laden::N,butik,dikan
467,Laden::N,forretning,dikan
468,Preis::N,pris,buha
469,Ware::N,vare,tişt
470,Nutzen::N,nytte,fêde
471,Reichtum::N,rigdom,serwet
472,Welt::N,verden,dinya
473,Land::N,land,welat
474,Staat::N,stat,dewlet
475,König::N,konge,şah
476,König::N,konge,qral
477,Macht::N,magt,qewet
478,Macht::N,magt,destihilat
479,Grenze::N,grænse,kevî
480,Krieg::N,krig,çeng
481,Krieg::N,krig,sêwaş
482,Feind::N,fjende,dijmin
483,Gewalt::N,vold,zor
484,Kampf::N,kamp,şer
485,Bogen[Waffe]::N,bue,kêvan
486,Pfeil::N,pil,çîrik
487,Gewehr::N,gevær,tifing
488,Fehler::N,fejl,şaşî
489,Lüge::N,løgn,derew
490,Schaden::N,skade,xisar
491,Unglück::N,uheld,bêbextî
492,Unglück::N,ulykke,bêbextî
493,Schuld::N,skyld,suç
494,Alter::N,alder,temen
495,Schluss::N,slut,girtin
496,Schluss::N,slutning,girtin
497,Zeit::N,tid,çax
498,Tag::N,dag,roj
499,Morgen::N,morgen,sibeh
500,Mittag::N,middag,nîro
501,Abend::N,aften,êvar
502,Nacht::N,nat,şev
503,Woche::N,uge,heftî
504,Monat::N,måned,meh
505,Jahr::N,år,sal
506,Frühling::N,forår,bihar
507,Sommer::N,sommer,havîn
508,Herbst::N,efterår,payîz
509,Winter::N,vinter,zistan
510,Januar::N,januar,çile
511,Februar::N,februar,sibat
512,März::N,marts,adar
513,April::N,april,nîsan
514,Mai::N,maj,gûlan
515,Juni::N,juni,hezîran
516,Juli::N,juli,tîmeh
517,August::N,august,tebax
518,September::N,september,îlon
519,Oktober::N,oktober,çotmeh
520,November::N,november,mijdar
521,Dezember::N,december,kanûn
522,Montag::N,mandag,duşemb
523,Dienstag::N,tirsdag,sêşem
524,Mittwoch::N,onsdag,çarşemb
525,Donnerstag::N,torsdag,pêşemb
526,Freitag::N,fredag,în
527,Samstag::N,lørdag,şemî
528,Sonntag::N,søndag,yekşemb
529,groß::A,stor,mezin
530,klein::A,lille,çûçik
531,lang::A,lang,dirêj
532,kurz::A,kort,kin
533,breit::A,bred,fireh
534,schmal::A,smal,tenik
535,dicht::A,tæt,gir
536,dick[Gegenstand]::A,tyk,şîşman
537,dünn::A,tynd,zirav
538,fein::A,fin,tenik
539,fest::A,fast,saxlem
540,flach::A,flad,pahn
541,glatt::A,glat,dûz
542,glatt::A,glat,şayîk
543,hart::A,hård,hişk
544,weich::A,blød,nerm
545,rund::A,rund,gilover
546,spitz::A,spids,pîj
547,scharf::A,skarp,tûj
548,stumpf::A,sløv,ne tûj
549,stumpf::A,stump,ne tûj
550,schwer::A,tung,giran
551,schön::A,skøn,xweş
552,schön::A,skøn,xweşik
553,heiß::A,hed,kelandî
554,warm::A,varm,germ
555,kalt::A,kold,sar
556,kühl::A,kølig,jemîrî
557,frisch::A,frisk,ter
558,feucht::A,fugtig,şil
559,nass::A,våd,şilek
560,trocken::A,tør,zuwa
561,voll::A,fuld,tijî
562,leer::A,tom,vala
563,offen::A,åben,vekirî
564,geschlossen::A,lukket,asê
565,sauber::A,ren,pakij
566,schmutzig::A,snavset,lewitî
567,roh::A,rå,xav
568,reif::A,moden,gihaştî
569,lecker::A,lækker,xweş
570,süß::A,sød,şîrîn
571,bitter::A,bitter,tahl
572,sauer::A,sur,tirş
573,hell::A,lys,ronî
574,dunkel::A,mørk,tarî
575,schwarz::A,sort,reş
576,weiß::A,hvid,sipî
577,rot::A,rød,sor
578,gelb::A,gul,zer
579,blau::A,blå,şîn
580,grün::A,grøn,şîn
581,grau::A,grå,gewr
582,bunt::A,broget,rengîn
583,billig::A,billig,erzan
584,teuer::A,dyr,biha
585,wertvoll::A,værdifuld,hêja
586,wertvoll::A,værdifuld,giranbiha
587,blind::A,blind,kor
588,taub::A,døv,kerr
589,kräftig::A,kraftig,gir
590,kräftig::A,kraftig,xurt
591,stark::A,stærk,xurt
592,schwach::A,svag,kesad
593,fett::A,fed,qelew
594,schlank::A,slank,zirav
595,hübsch::A,køn,xweşik
596,böse::A,ond,xerab
597,böse::A,ond,aciz
598,böse::A,slem,xerab
599,böse::A,slem,aciz
600,dumm::A,dum,gêj
601,faul::A,doven,têmbêl
602,fleißig::A,flittig,jêhatî
603,geizig::A,gerrig,destgirtî
604,klug::A,klog,baqil
605,geschickt::A,dygtig,zîrek
606,geschickt::A,dygtig,ziring
607,geschickt::A,behændig,zîrek
608,geschickt::A,behændig,ziring
609,lieb::A,rar,delal
610,lustig::A,lystig,kêfxweş
611,sanft::A,blid,nazenîn
612,hungrig::A,sulten,birçî
613,krank::A,syg,nexweş
614,nackt::A,nøgen,rût
615,nackt::A,nøgen,tazî
616,traurig::A,bedrøvet,xemgîn
617,lebendig::A,levende,bisaxî
618,gut::A,god,baş
619,schlecht::A,dårlig,xerab
620,richtig::A,rigtig,rast
621,richtig::A,rigtig,saxlem
622,schlimm::A,slem,nebaş
623,wahr::A,sand,rast
624,alt::A,gammel,pîr
625,alt::A,gammel,kevn
626,neu::A,ny,nû
627,ehemalig::A,forhenværende,kevnar
628,ehemalig::A,forhenværende,peşidar
629,alt[Lebewesen]::A,gammel,pîr
630,jung::A,ung,xort
631,arm::A,fattig,feqîr
632,arm::A,fattig,desteng
633,reich::A,rig,dewlemend
634,bekannt::A,kendt,naskirî
635,berühmt::A,berømt,navdar
636,fremd::A,fremmed,xerîb
637,verschieden::A,forskellig,çîhê
638,nah::A,nær,nêzîk
639,fern::A,fjern,dûr
640,linker::A,venstre,çepê
641,rechter::A,højre,rastê
642,anderer::A,anden,yê din
643,erster::A,første,yekemîn
644,zweiter::A,anden,duda
645,dritter::A,tredje,sisêya
646,letzter::A,sidste,paşîn
647,allein::ADV,alene,tenê
648,auf einmal::ADV,på én gang,jar kê
649,zusammen::ADV,sammen,tev
650,zusammen::ADV,sammen,bi hev re
651,lange::ADV,længe,dirêj
652,plötzlich::ADV,pludselig,ji nişkave
653,sofort::ADV,straks,yekser
654,später::ADV,senere,paşiyê
655,jetzt::ADV,nu,nuha
656,heute::ADV,i dag,îro
657,morgen::ADV,i morgen,sibeh
658,bald::ADV,snart,nêzîk
659,dann::ADV,så,paşê
660,gestern::ADV,i går,do
661,einst::ADV,engang,jar ke
662,damals::ADV,dengang,hîngî
663,danach::ADV,derefter,piştra
664,vorher::ADV,før,pîşî
665,vorher::ADV,forud,pîşî
666,zuerst::ADV,først,bere
667,einmal::ADV,en gang,çarik
668,manchmal::ADV,sommetider,çarna
669,oft::ADV,ofte,gelek çaran
670,immer::ADV,altid,daîm
671,niemals::ADV,aldrig,tu çar
672,hier::ADV,her,li vir
673,hierhin::ADV,hid,vir
674,hierhin::ADV,herhen,vir
675,von hier::ADV,herfra,ji vir
676,dort::ADV,der,li wê derê
677,dorthin::ADV,derhen,wêda
678,geradeaus::ADV,lige ud,rastê rast
679,vorwärts::ADV,fremad,ber bi pêş
680,rückwärts::ADV,baglæns,paşpê
681,zurück::ADV,tilbage,paşdo
682,zurück::ADV,tilbage,paşvê
683,unten::ADV,nede,jêrî
684,unten::ADV,forneden,jêrî
685,hinab::ADV,ned,berjêr
686,hinab::ADV,nedad,berjêr
687,oben::ADV,oppe,banî
688,oben::ADV,ovenpå,banî
689,hinauf::ADV,op,banî
690,hinauf::ADV,opad,banî
691,überall::ADV,overalt,li her derê
692,nicht::ADV,ikke,ne
693,nicht::ADV,ikke,nîn
694,nicht::ADV,ikke,tine
695,ein wenig::ADV,lidt,hebkî
696,kaum::ADV,knap,tema
697,kaum::ADV,knap,himangi
698,kaum::ADV,næppe,tema
699,kaum::ADV,næppe,himangi
700,sehr::ADV,meget,gelek
701,so::ADV,så,weha
702,noch::ADV,endnu,hêj
703,noch::ADV,endnu,dîsa
704,nur::ADV,kun,tenê
705,nur::ADV,kun,bes
706,nur::ADV,bare,tenê
707,nur::ADV,bare,bes
708,schon::ADV,alt,hew
709,schon::ADV,allerede,hew
710,wieder::ADV,igen,jar din
711,wieder::ADV,igen,dîsa
712,vergebens::ADV,forgæves,deya çun
713,vergebens::ADV,forgæves,îfleh bûn
714,vor::PRP,foran,li ber
715,vor::PRP,uden for,li ber
716,hinter::PRP,bag,li pişt
717,hinter::PRP,bagved,li pişt
718,unter::PRP,under,li bin
719,durch::PRP,gennem,kura
720,durch::PRP,igennem,kura
721,neben::PRP,ved siden af,li ba
722,zwischen::PRP,mellem,nabeyne
723,zwischen::PRP,mellem,di nav...da
724,wegen::PRP,på grund af,ji bo
725,wegen::PRP,på grund af,ji ber
726,dies::PRN,dette,ev
727,das::PRN,det,ev
728,alles::PRN,alt,hemû
729,ich::PRN,jeg,ez
730,du::PRN,du,tu
731,er::PRN,han,wî
732,wir::PRN,vi,êm
733,ihr::PRN,I,hûn
734,sie::PRN,de,we
735,was::FPRN,hvad,çi
736,wer::FPRN,hvem,ki
737,wo::FADV,hvor,li ku dere
738,wohin::FADV,hvorhen,li ku dere
739,wie::FADV,hvordan,çawa
740,warum::FADV,hvorfor,çima
741,wieviel::FNUM,hvor meget,çend
742,eins::NUM,én,yek
743,zwei::NUM,to,didu
744,drei::NUM,tre,sisê
745,vier::NUM,fire,çar
746,fünf::NUM,fem,penç
747,sechs::NUM,seks,şeş
748,sieben::NUM,syv,heft
749,acht::NUM,otte,heşt
750,neun::NUM,ni,neh
751,zehn::NUM,ti,deh
752,elf::NUM,elleve,yazdeh
753,zwölf::NUM,tolv,diwazdeh
754,zwanzig::NUM,tyve,bîst
755,dreißig::NUM,tredive,sih
756,vierzig::NUM,fyrre,çil
757,vierzig::NUM,fyrretyve,çil
758,fünfzig::NUM,halvtreds,pençi
759,sechzig::NUM,tres,şêst
760,siebzig::NUM,halvfjerds,heftê
761,achtzig::NUM,firs,heştê
762,neunzig::NUM,halvfems,nod
763,hundert::NUM,hundrede,sêd
764,tausend::NUM,tusind,hezar
765,und::CNJ,og,û
766,oder::CNJ,eller,an
767,oder::CNJ,eller,yan
768,stehen::V,stå,sekinîn
769,sitzen::V,sidde,rûniştin
770,liegen::V,ligge,paldan
771,hängen::V,hænge,darve kirin
772,werden::V,blive,bûn
773,passieren::V,ske,hatin holê
774,passieren::V,ske,hatin serê kesî
775,passieren::V,hænde,hatin holê
776,passieren::V,hænde,hatin serê kesî
777,beginnen::V,begynde,li dest pêkirin
778,enden::V,ende,xalas bû
779,wechseln::V,veksle,guherandin
780,wechseln::V,veksle,dêgiş kirin
781,aufgehen[Sonne]::V,gå op,hilatin
782,aufgehen[Sonne]::V,stå op,hilatin
783,untergehen[Sonne]::V,gå ned,çun ava
784,scheinen[Sonne]::V,skinne,şewk de
785,donnern::V,tordne,gire-gir
786,wehen::V,blæse,ba le de
787,strömen::V,strømme,xwe girtin
788,fließen::V,flyde,herikîn
789,sich drehen::V,dreje sig,xwe zivirandin
790,schwanken::V,vakle,hejandin
791,schwingen::V,svinge,libakirin
792,fallen::V,falde,ketin
793,brennen::V,brænde,şewitîn
794,rauchen::V,ryge,kişandin
795,regnen::V,regne,bahran tê
796,gefrieren::V,fryse,qefilandin
797,tauen::V,tø,helandin
798,schmelzen::V,smelte,helandin
799,trocknen::V,tørre,zuwabûn
800,sieden::V,koge,kelîn
801,faulen::V,rådne,xerabûn
802,verfaulen::V,rådne,xerabûn
803,reißen::V,briste,jêkirin
804,versinken::V,synke,xerq bûn
805,versinken::V,synke ned,xerq bûn
806,vergehen::V,forløbe,derbas bûn
807,erscheinen::V,vise sig,peyda bûn
808,verschwinden::V,forsvinde,wendabûn
809,sinken::V,synke,noq bûn
810,abnehmen::V,aftage,kêm bûn
811,zunehmen::V,tiltage,qelew bûn
812,steigen::V,stige,hildan
813,wachsen::V,gro,mezin bûn
814,wachsen::V,vokse,mezin bûn
815,glänzen::V,glinse,biriqîn
816,funkeln::V,tindre,çikisîn
817,lärmen::V,larme,guşîn
818,läuten::V,ringe,lê de
819,klingeln::V,ringe,sîl dan
820,klingeln::V,ringe,ringerin
821,klirren::V,klirre,zingzing hat
822,brausen::V,bruse,guşîn
823,rauschen::V,suse,guşîn
824,klingen::V,lyde,deng pe ketin
825,klingen::V,klinge,deng pe ketin
826,bellen::V,gø,kewtîn
827,heulen::V,hyle,ûrîn
828,blasen::V,blæse,puf kirin
829,pfeifen::V,fløjte,fîkandin
830,schreien::V,skrige,qîrîn
831,stöhnen::V,stønne,nalîn
832,zittern::V,dirre,hejîn
833,zittern::V,skælve,hejîn
