,Concept_ID,de,ca
69,Welle::N,Welle,ona
70,Wasser::N,Wasser,āigua
71,Stein::N,Stein,pedra
72,Boden::N,Boden,sòl
73,Erde::N,Erde,terra
74,Staub::N,Staub,pols
75,Rauch::N,Rauch,fum
76,Funke::N,Funke,guspira
77,Funke::N,Funke,centella
78,Feuer::N,Feuer,foc
79,Licht::N,Licht,llum
80,Schatten::N,Schatten,ombra
81,Wetter::N,Wetter,temps
82,Nebel::N,Nebel,boira
83,Wolke::N,Wolke,núvol
84,Regen::N,Regen,pluja
85,Schnee::N,Schnee,neu
86,Eis::N,Eis,gel
87,Eis::N,Eis,glaç
88,Frost::N,Frost,glaçada
89,Kälte::N,Kälte,fred
90,Hitze::N,Hitze,calor
91,Raureif::N,Raureif,gebre
92,Regenbogen::N,Regenbogen,arc iris
93,Donner::N,Donner,tro
94,Strömung::N,Strömung,corrent
95,Tropfen::N,Tropfen,gota
96,Schaum::N,Schaum,escuma
97,Schmutz::N,Schmutz,brutícia
98,See::N,See,llac
99,Sumpf::N,Sumpf,pantà
100,Moor::N,Moor,pantà
101,Wiese::N,Wiese,prat
102,Wiese::N,Wiese,prada
103,Wald::N,Wald,bosc
104,Hügel::N,Hügel,puig
105,Hügel::N,Hügel,pujol
106,Anhöhe::N,Anhöhe,turó
107,Berg::N,Berg,muntanya
108,Gipfel::N,Gipfel,cim
109,Höhle::N,Höhle,cova
110,Abhang::N,Abhang,coster
111,Quelle::N,Quelle,font
112,Bach::N,Bach,riera
113,Fluss::N,Fluss,riu
114,Ufer::N,Ufer,riba
115,Küste::N,Küste,costa
116,Festland::N,Festland,terra ferma
117,Meer::N,Meer,mar
118,Bucht::N,Bucht,cala
119,Bucht::N,Bucht,badia
120,Insel::N,Insel,illa
121,Blume::N,Blume,flor
122,Gras::N,Gras,herba
123,Wurzel::N,Wurzel,rel
124,Wurzel::N,Wurzel,arrel
125,Baum::N,Baum,arbre
126,Stamm::N,Stamm,tronc
127,Rinde::N,Rinde,escorça
128,Ast::N,Ast,branca
129,Zweig::N,Zweig,ram
130,Blatt::N,Blatt,fulla
131,Birke::N,Birke,bedoll
132,Kiefer[Baum]::N,Kiefer,pi
133,Weide[Baum]::N,Weide,salze
134,Tanne::N,Tanne,avet
135,Horn::N,Horn,corn
136,Horn::N,Horn,banya
137,Feder::N,Feder,ploma
138,Fell::N,Fell,pell
139,Flügel::N,Flügel,ala
140,Klaue::N,Klaue,urpa
141,Kralle::N,Kralle,grapa
142,Schwanz::N,Schwanz,cua
143,Ei::N,Ei,ou
144,Nest::N,Nest,niu
145,Bau::N,Bau,cau
146,Tier::N,Tier,animāl
147,Herde::N,Herde,ramat
148,Kuh::N,Kuh,vaca
149,Bulle::N,Bulle,toro
150,Pferd::N,Pferd,cavāll
151,Schaf::N,Schaf,be
152,Schaf::N,Schaf,ovella
153,Schwein::N,Schwein,bacó
154,Hund::N,Hund,ca
155,Hund::N,Hund,gos
156,Katze::N,Katze,gat
157,Bär::N,Bär,ós
158,Eichhörnchen::N,Eichhörnchen,esquirol
159,Elch::N,Elch,ant
160,Fuchs::N,Fuchs,guilla
161,Hase::N,Hase,llebre
162,Maus::N,Maus,ratolí
163,Wolf::N,Wolf,llop
164,Vogel::N,Vogel,au
165,Vogel::N,Vogel,ocēll
166,Schwarm::N,Schwarm,bandada
167,Huhn::N,Huhn,gallina
168,Hahn::N,Hahn,gall
169,Gans::N,Gans,oca
170,Adler::N,Adler,àguila
171,Ente::N,Ente,ànec
172,Eule::N,Eule,òliba
173,Eule::N,Eule,mussol
174,Kranich::N,Kranich,grua
175,Krähe::N,Krähe,cornella
176,Kuckuck::N,Kuckuck,cucut
177,Schwan::N,Schwan,cigne
178,Fisch::N,Fisch,peix
179,Barsch::N,Barsch,perca
180,Hecht::N,Hecht,lluç
181,Schlange[Tier]::N,Schlange,serp
182,Wurm::N,Wurm,cuc
183,Spinne::N,Spinne,aranya
184,Ameise::N,Ameise,formiga
185,Laus::N,Laus,poll
186,Mücke::N,Mücke,mosquit
187,Fliege::N,Fliege,mosca
188,Schmetterling::N,Schmetterling,papallona
189,Beere::N,Beere,baia
190,Apfel::N,Apfel,poma
191,Pilz::N,Pilz,bolet
192,Zwiebel::N,Zwiebel,ceba
193,Saat::N,Saat,sembra
194,Korn::N,Korn,gra
195,Heu::N,Heu,fenc
196,Schale::N,Schale,closca
197,Grube::N,Grube,sot
198,Grube::N,Grube,clot
199,Falle::N,Falle,trampa
200,Schlinge::N,Schlinge,baga
201,Spur::N,Spur,traça
202,Asche::N,Asche,cendra
203,Dreck::N,Dreck,llot
204,Eisen::N,Eisen,ferro
205,Gold::N,Gold,or
206,Silber::N,Silber,plata
207,Kohle::N,Kohle,carbó
208,Glas::N,Glas,vidre
209,Lehm::N,Lehm,fang
210,Lehm::N,Lehm,argila
211,Sand::N,Sand,arena
212,Mensch::N,Mensch,humà
213,Mensch::N,Mensch,persona
214,Mann::N,Mann,home
215,Frau::N,Frau,dona
216,Kind::N,Kind,nen
217,Junge::N,Junge,noi
218,Mädchen::N,Mädchen,noia
219,Familie::N,Familie,família
220,Großvater::N,Großvater,avi
221,Großmutter::N,Großmutter,àvia
222,Eltern::N,Eltern,pares
223,Vater::N,Vater,pare
224,Mutter::N,Mutter,mare
225,Sohn::N,Sohn,fill
226,Tochter::N,Tochter,filla
227,Bruder::N,Bruder,germà
228,Schwester::N,Schwester,germana
229,Onkel::N,Onkel,oncle
230,Tante::N,Tante,tia
231,Ehemann::N,Ehemann,espòs
232,Ehefrau::N,Ehefrau,muller
233,Freude::N,Freude,goig
234,Freude::N,Freude,alegria
235,Gelächter::N,Gelächter,riallada
236,Glück::N,Glück,felicitat
237,Kummer::N,Kummer,pena
238,Wunsch::N,Wunsch,desig
239,Lust::N,Lust,ganes
240,Geist::N,Geist,ment
241,Geist::N,Geist,esperit
242,Gedanke::N,Gedanke,pensament
243,Gedächtnis::N,Gedächtnis,memòria
244,Verstand::N,Verstand,raó
245,Verstand::N,Verstand,seny
246,Sinn::N,Sinn,solta
247,Sinn::N,Sinn,sentit
248,Grund::N,Grund,raó
249,Grund::N,Grund,causa
250,Wahrheit::N,Wahrheit,veritāt
251,Gespräch::N,Gespräch,conversa
252,Märchen::N,Märchen,conte
253,Erzählung::N,Erzählung,narració
254,Nachricht::N,Nachricht,missatge
255,Neuigkeit::N,Neuigkeit,novetat
256,Name::N,Name,nom
257,Rätsel::N,Rätsel,endevinalla
258,Rede::N,Rede,discurs
259,Sprache::N,Sprache,llēngua
260,Stimme::N,Stimme,veu
261,Wort::N,Wort,mot
262,Wort::N,Wort,paraula
263,Zeichen::N,Zeichen,signe
264,Zeichen::N,Zeichen,senyal
265,Ruf::N,Ruf,crida
266,Lärm::N,Lärm,sorōll
267,Laut::N,Laut,so
268,Ton::N,Ton,to
269,Lied::N,Lied,cançó
270,Ruhe::N,Ruhe,calma
271,Ruhe::N,Ruhe,silenci
272,Leute::N,Leute,gent
273,Volk::N,Volk,poble
274,Arbeit::N,Arbeit,labor
275,Arbeit::N,Arbeit,treball
276,Gast::N,Gast,hoste
277,Geschenk::N,Geschenk,regal
278,Geschenk::N,Geschenk,obsequi
279,Spiel::N,Spiel,joc
280,Gesellschaft::N,Gesellschaft,companyia
281,Hilfe::N,Hilfe,ajut
282,Freund::N,Freund,amīc
283,Kamerad::N,Kamerad,company
284,Kamerad::N,Kamerad,camarada
285,Angelegenheit::N,Angelegenheit,afer
286,Angelegenheit::N,Angelegenheit,assumpte
287,Anzahl::N,Anzahl,nombre
288,Anzahl::N,Anzahl,quantitat
289,Art::N,Art,tipus
290,Art::N,Art,classe
291,Stück::N,Stück,peça
292,Teil::N,Teil,part
293,Hälfte::N,Hälfte,meitat
294,Kreis::N,Kreis,cercle
295,Kreuz::N,Kreuz,creu
296,Linie::N,Linie,línia
297,Strich::N,Strich,traç
298,Strich::N,Strich,ratlla
299,Abstand::N,Abstand,distància
300,Entfernung::N,Entfernung,distància
301,Gegend::N,Gegend,regió
302,Gegend::N,Gegend,contrada
303,Platz::N,Platz,cabuda
304,Ort::N,Ort,lloc
305,Seite::N,Seite,banda
306,Seite::N,Seite,costāt
307,Mitte::N,Mitte,mig
308,Mitte::N,Mitte,centre
309,Gegenstand::N,Gegenstand,objecte
310,Sache::N,Sache,cosa
311,Rand::N,Rand,vora
312,Rand::N,Rand,marge
313,Kante::N,Kante,caire
314,Kante::N,Kante,cantell
315,Ecke::N,Ecke,cantonada
316,Spitze::N,Spitze,punta
317,Ende::N,Ende,cap
318,Loch::N,Loch,forāt
319,Winkel::N,Winkel,racó
320,Muster::N,Muster,dibuix
321,Muster::N,Muster,disseny
322,Größe::N,Größe,grandària
323,Länge::N,Länge,longitud
324,Höhe::N,Höhe,altura
325,Höhe::N,Höhe,altitud
326,Gewicht::N,Gewicht,pes
327,Menge::N,Menge,quantitat
328,Haufen::N,Haufen,pila
329,Reihe::N,Reihe,fila
330,Boot::N,Boot,bot
331,Boot::N,Boot,barca
332,Ruder::N,Ruder,rem
333,Schlitten::N,Schlitten,trineu
334,Ski::N,Ski,esquí
335,Lagerfeuer::N,Lagerfeuer,foc de campament
336,Last::N,Last,càrrega
337,Gang::N,Gang,marxa
338,Schritt::N,Schritt,pas
339,Norden::N,Norden,nord
340,Süden::N,Süden,sud
341,Westen::N,Westen,oest
342,Westen::N,Westen,occident
343,Osten::N,Osten,est
344,Osten::N,Osten,orient
345,Holz::N,Holz,fusta
346,Brett::N,Brett,taula
347,Platte::N,Platte,placa
348,Stütze::N,Stütze,suport
349,Stange::N,Stange,vara
350,Stock::N,Stock,pal
351,Stab::N,Stab,bastó
352,Rohr::N,Rohr,tub
353,Haus::N,Haus,casa
354,Heim::N,Heim,llar
355,Ofen::N,Ofen,estufa
356,Fußboden::N,Fußboden,terra
357,Tisch::N,Tisch,taula
358,Stuhl::N,Stuhl,cadira
359,Wiege::N,Wiege,bressol
360,Bett::N,Bett,llit
361,Regal::N,Regal,prestatgeria
362,Kiste::N,Kiste,caixa
363,Fenster::N,Fenster,finestra
364,Tür::N,Tür,porta
365,Tor::N,Tor,portal
366,Zaun::N,Zaun,tanca
367,Dach::N,Dach,teulada
368,Leiter::N,Leiter,escala
369,Leiter::N,Leiter,escala de mà
370,Besen::N,Besen,escombra
371,Spaten::N,Spaten,pala
372,Schaufel::N,Schaufel,pala
373,Gabel::N,Gabel,forquilla
374,Löffel::N,Löffel,cullera
375,Messer::N,Messer,coltell
376,Nagel::N,Nagel,clau
377,Netz::N,Netz,filat
378,Haken::N,Haken,ganxo
379,Griff::N,Griff,puny
380,Griff::N,Griff,mànec
381,Schloss::N,Schloss,pany
382,Bild::N,Bild,imatge
383,Figur::N,Figur,figura
384,Puppe::N,Puppe,nina
385,Beutel::N,Beutel,bossa
386,Bündel::N,Bündel,feix
387,Bündel::N,Bündel,paquet
388,Tasche::N,Tasche,bossa
389,Eimer::N,Eimer,galleda
390,Deckel::N,Deckel,tapa
391,Deckel::N,Deckel,tapadora
392,Geschirr::N,Geschirr,vaixella
393,Sack::N,Sack,sac
394,Sack::N,Sack,saca
395,Tasse::N,Tasse,tassa
396,Topf::N,Topf,pot
397,Topf::N,Topf,olla
398,Kessel::N,Kessel,caldera
399,Essen::N,Essen,àpat
400,Essen::N,Essen,menjada
401,Nahrung::N,Nahrung,aliment
402,Speise::N,Speise,plat
403,Fleisch::N,Fleisch,carn
404,Getreide::N,Getreide,cereals
405,Brei::N,Brei,puré
406,Brot::N,Brot,pa
407,Scheibe::N,Scheibe,tall
408,Scheibe::N,Scheibe,llesca
409,Fett::N,Fett,greix
410,Butter::N,Butter,mantega
411,Öl::N,Öl,oli
412,Salz::N,Salz,sal
413,Suppe::N,Suppe,sopa
414,Honig::N,Honig,mel
415,Milch::N,Milch,llet
416,Tee::N,Tee,te
417,Leder::N,Leder,cuir
418,Wolle::N,Wolle,llana
419,Stoff::N,Stoff,tela
420,Nadel::N,Nadel,agulla
421,Faden::N,Faden,fil
422,Knopf::N,Knopf,botó
423,Knoten::N,Knoten,nus
424,Farbe::N,Farbe,pintura
425,Kleidung::N,Kleidung,roba
426,Kleidung::N,Kleidung,vestits
427,Hemd::N,Hemd,camisa
428,Kragen::N,Kragen,coll
429,Ärmel::N,Ärmel,màniga
430,Hose::N,Hose,pantalōns
431,Gürtel::N,Gürtel,cinturó
432,Mütze::N,Mütze,gorra
433,Schuh::N,Schuh,sabata
434,Stiefel::N,Stiefel,bota
435,Ring::N,Ring,anell
436,Band::N,Band,veta
437,Band::N,Band,cinta
438,Kamm::N,Kamm,pinta
439,Spiegel::N,Spiegel,mirāll
440,Riemen::N,Riemen,corretja
441,Schnur::N,Schnur,corda
442,Leine::N,Leine,corretja
443,Decke::N,Decke,manta
444,Decke::N,Decke,flassada
445,Kissen::N,Kissen,coixí
446,Tuch::N,Tuch,mocador
447,Handtuch::N,Handtuch,tovallola
448,Kraft::N,Kraft,força
449,Stärke::N,Stärke,vigor
450,Gesundheit::N,Gesundheit,salut
451,Krankheit::N,Krankheit,malaltia
452,Schmerz::N,Schmerz,dolor
453,Wunde::N,Wunde,ferida
454,Fieber::N,Fieber,febre
455,Arznei::N,Arznei,medicament
456,Brücke::N,Brücke,pont
457,Brunnen::N,Brunnen,pou
458,Weide::N,Weide,pastura
459,Pfad::N,Pfad,senda
460,Pfad::N,Pfad,sender
461,Weg::N,Weg,camí
462,Straße::N,Straße,carretera
463,Dorf::N,Dorf,poble
464,Stadt::N,Stadt,ciutāt
465,Brief::N,Brief,carta
466,Buch::N,Buch,llibre
467,Buchstabe::N,Buchstabe,lletra
468,Zeitung::N,Zeitung,diāri
469,Leben::N,Leben,vida
470,Tod::N,Tod,mort
471,Grab::N,Grab,tomba
472,Kirche::N,Kirche,església
473,Sünde::N,Sünde,pecat
474,Gott::N,Gott,déu
475,Arbeiter::N,Arbeiter,obrer
476,Chef::N,Chef,cap
477,Meister::N,Meister,mestre
478,Arzt::N,Arzt,metge
479,Lehrer::N,Lehrer,mestre
480,Geld::N,Geld,dinērs
481,Geschäft::N,Geschäft,negoci
482,Laden::N,Laden,tenda
483,Laden::N,Laden,botiga
484,Preis::N,Preis,preu
485,Ware::N,Ware,mercaderia
486,Nutzen::N,Nutzen,profit
487,Reichtum::N,Reichtum,riquesa
488,Welt::N,Welt,món
489,Land::N,Land,país
490,Staat::N,Staat,estat
491,König::N,König,rei
492,Macht::N,Macht,poder
493,Macht::N,Macht,potència
494,Grenze::N,Grenze,frontera
495,Krieg::N,Krieg,guerra
496,Feind::N,Feind,enemic
497,Gewalt::N,Gewalt,violència
498,Kampf::N,Kampf,lluita
499,Bogen[Waffe]::N,Bogen,arc
500,Pfeil::N,Pfeil,fletxa
501,Gewehr::N,Gewehr,fusell
502,Gewehr::N,Gewehr,escopeta
503,Fehler::N,Fehler,falta
504,Lüge::N,Lüge,mentida
505,Schaden::N,Schaden,dany
506,Unglück::N,Unglück,desgràcia
507,Schuld::N,Schuld,culpa
508,Alter::N,Alter,edat
509,Schluss::N,Schluss,fi
510,Schluss::N,Schluss,final
511,Zeit::N,Zeit,temps
512,Tag::N,Tag,dia
513,Morgen::N,Morgen,matí
514,Mittag::N,Mittag,migdia
515,Abend::N,Abend,vespre
516,Nacht::N,Nacht,nit
517,Woche::N,Woche,setmana
518,Monat::N,Monat,mes
519,Jahr::N,Jahr,any
520,Frühling::N,Frühling,primavera
521,Sommer::N,Sommer,estīu
522,Herbst::N,Herbst,tardor
523,Winter::N,Winter,hivērn
524,Januar::N,Januar,gener
525,Februar::N,Februar,febrer
526,März::N,März,març
527,April::N,April,abril
528,Mai::N,Mai,maig
529,Juni::N,Juni,juny
530,Juli::N,Juli,juliol
531,August::N,August,agost
532,September::N,September,setembre
533,Oktober::N,Oktober,octubre
534,November::N,November,novembre
535,Dezember::N,Dezember,desembre
536,Montag::N,Montag,dilluns
537,Dienstag::N,Dienstag,dimarts
538,Mittwoch::N,Mittwoch,dimecres
539,Donnerstag::N,Donnerstag,dijous
540,Freitag::N,Freitag,divendres
541,Samstag::N,Samstag,dissabte
542,Sonntag::N,Sonntag,diumenge
543,groß::A,groß,gros
544,klein::A,klein,petīt
545,lang::A,lang,llarg
546,kurz::A,kurz,curt
547,breit::A,breit,ample
548,schmal::A,schmal,estret
549,dicht::A,dicht,dens
550,dick[Gegenstand]::A,dick,gruixūt
551,dünn::A,dünn,prim
552,fein::A,fein,fi
553,fest::A,fest,ferm
554,fest::A,fest,sòlid
555,flach::A,flach,pla
556,glatt::A,glatt,llis
557,hart::A,hart,dur
558,weich::A,weich,tou
559,rund::A,rund,rodó
560,spitz::A,spitz,punxegut
561,scharf::A,scharf,agut
562,stumpf::A,stumpf,rom
563,stumpf::A,stumpf,esmussat
564,schwer::A,schwer,pesāt
565,schön::A,schön,bonīc
566,heiß::A,heiß,calēnt
567,warm::A,warm,càlid
568,kalt::A,kalt,fred
569,kühl::A,kühl,fresc
570,frisch::A,frisch,fresc
571,feucht::A,feucht,humit
572,nass::A,nass,mullat
573,trocken::A,trocken,sec
574,voll::A,voll,ple
575,leer::A,leer,buit
576,offen::A,offen,obert
577,geschlossen::A,geschlossen,tancat
578,sauber::A,sauber,net
579,schmutzig::A,schmutzig,brut
580,roh::A,roh,cru
581,reif::A,reif,madur
582,lecker::A,lecker,deliciós
583,süß::A,süß,dolç
584,bitter::A,bitter,amarg
585,sauer::A,sauer,agre
586,hell::A,hell,clar
587,dunkel::A,dunkel,fosc
588,schwarz::A,schwarz,negre
589,weiß::A,weiß,blanc
590,rot::A,rot,vermēll
591,gelb::A,gelb,groc
592,blau::A,blau,blau
593,grün::A,grün,verd
594,grau::A,grau,gris
595,bunt::A,bunt,multicolor
596,billig::A,billig,barat
597,teuer::A,teuer,car
598,wertvoll::A,wertvoll,preciós
599,blind::A,blind,cec
600,taub::A,taub,sord
601,kräftig::A,kräftig,fort
602,kräftig::A,kräftig,vigorós
603,stark::A,stark,fort
604,schwach::A,schwach,feble
605,fett::A,fett,gras
606,schlank::A,schlank,esvelt
607,hübsch::A,hübsch,maco
608,böse::A,böse,dolent
609,dumm::A,dumm,ximple
610,dumm::A,dumm,estúpid
611,faul::A,faul,gandūl
612,faul::A,faul,mandrós
613,fleißig::A,fleißig,diligēnt
614,geizig::A,geizig,avar
615,klug::A,klug,intel·ligent
616,geschickt::A,geschickt,hàbil
617,lieb::A,lieb,amat
618,lieb::A,lieb,estimat
619,lustig::A,lustig,alegre
620,sanft::A,sanft,suau
621,hungrig::A,hungrig,afamat
622,krank::A,krank,malālt
623,nackt::A,nackt,nu
624,traurig::A,traurig,trist
625,lebendig::A,lebendig,viu
626,gut::A,gut,bo
627,schlecht::A,schlecht,dolēnt
628,richtig::A,richtig,just
629,richtig::A,richtig,correcte
630,schlimm::A,schlimm,greu
631,wahr::A,wahr,vertader
632,wahr::A,wahr,veritable
633,alt::A,alt,vell
634,neu::A,neu,nou
635,ehemalig::A,ehemalig,antic
636,alt[Lebewesen]::A,alt,vell
637,jung::A,jung,jove
638,arm::A,arm,pobre
639,reich::A,reich,ric
640,bekannt::A,bekannt,conegut
641,berühmt::A,berühmt,famós
642,fremd::A,fremd,estrany
643,verschieden::A,verschieden,diferent
644,nah::A,nah,pròxim
645,fern::A,fern,llunyà
646,fern::A,fern,distant
647,linker::A,linker,esquerre
648,rechter::A,rechter,dret
649,anderer::A,anderer,altre
650,erster::A,erster,primer
651,zweiter::A,zweiter,segon
652,dritter::A,dritter,tercer
653,letzter::A,letzter,últim
654,allein::ADV,allein,sol
655,auf einmal::ADV,auf einmal,d'una vegada
656,zusammen::ADV,zusammen,junt
657,lange::ADV,lange,molt de temps
658,plötzlich::ADV,plötzlich,de cop
659,plötzlich::ADV,plötzlich,de sobte
660,sofort::ADV,sofort,de seguida
661,später::ADV,später,més tard
662,jetzt::ADV,jetzt,ara
663,heute::ADV,heute,avūi
664,morgen::ADV,morgen,demà
665,bald::ADV,bald,aviāt
666,dann::ADV,dann,després
667,gestern::ADV,gestern,ahir
668,einst::ADV,einst,anteriorment
669,damals::ADV,damals,llavōrs
670,damals::ADV,damals,aleshores
671,danach::ADV,danach,després
672,vorher::ADV,vorher,abāns
673,zuerst::ADV,zuerst,primer
674,einmal::ADV,einmal,una vegada
675,manchmal::ADV,manchmal,de vegades
676,oft::ADV,oft,sovint
677,immer::ADV,immer,sempre
678,niemals::ADV,niemals,no ... mai
679,hier::ADV,hier,aquí
680,hierhin::ADV,hierhin,per aquí
681,von hier::ADV,von hier,des d'aquí
682,dort::ADV,dort,allí
683,dorthin::ADV,dorthin,hi
684,geradeaus::ADV,geradeaus,tot dret
685,vorwärts::ADV,vorwärts,endavānt
686,rückwärts::ADV,rückwärts,endarrera
687,zurück::ADV,zurück,darrere
688,unten::ADV,unten,a baix
689,hinab::ADV,hinab,cap avall
690,oben::ADV,oben,dalt
691,hinauf::ADV,hinauf,cap amunt
692,überall::ADV,überall,pertot
693,überall::ADV,überall,per tot arreu
694,nicht::ADV,nicht,no
695,ein wenig::ADV,ein wenig,una mica
696,kaum::ADV,kaum,a penes
697,sehr::ADV,sehr,molt
698,so::ADV,so,així
699,noch::ADV,noch,encara
700,nur::ADV,nur,només
701,schon::ADV,schon,ja
702,wieder::ADV,wieder,de nou
703,vergebens::ADV,vergebens,en va
704,vor::PRP,vor,davānt
705,vor::PRP,vor,enfront de
706,hinter::PRP,hinter,darrera
707,unter::PRP,unter,sota
708,durch::PRP,durch,per
709,neben::PRP,neben,al costāt de
710,zwischen::PRP,zwischen,entre
711,wegen::PRP,wegen,a causa de
712,dies::PRN,dies,aquest
713,das::PRN,das,això
714,alles::PRN,alles,tot
715,ich::PRN,ich,jo
716,du::PRN,du,tu
717,er::PRN,er,ell
718,wir::PRN,wir,nosaltres
719,ihr::PRN,ihr,vosaltres
720,sie::PRN,sie,ells
721,sie::PRN,sie,elles
722,was::FPRN,was,què
723,wer::FPRN,wer,qui
724,wo::FADV,wo,on
725,wohin::FADV,wohin,cap a on
726,wie::FADV,wie,com
727,warum::FADV,warum,per què
728,wieviel::FNUM,wieviel,quant
729,eins::NUM,eins,u
730,zwei::NUM,zwei,dos
731,drei::NUM,drei,tres
732,vier::NUM,vier,quatre
733,fünf::NUM,fünf,cinc
734,sechs::NUM,sechs,sis
735,sieben::NUM,sieben,set
736,acht::NUM,acht,vuit
737,neun::NUM,neun,nou
738,zehn::NUM,zehn,deu
739,elf::NUM,elf,onze
740,zwölf::NUM,zwölf,dotze
741,zwanzig::NUM,zwanzig,vint
742,dreißig::NUM,dreißig,trenta
743,vierzig::NUM,vierzig,quaranta
744,fünfzig::NUM,fünfzig,cinquanta
745,sechzig::NUM,sechzig,seixanta
746,siebzig::NUM,siebzig,setanta
747,achtzig::NUM,achtzig,vuitanta
748,neunzig::NUM,neunzig,noranta
749,hundert::NUM,hundert,cent
750,tausend::NUM,tausend,mil
751,und::CNJ,und,i
752,oder::CNJ,oder,o
753,stehen::V,stehen,estar de peu
754,sitzen::V,sitzen,seure
755,liegen::V,liegen,jeure
756,hängen::V,hängen,penjar
757,werden::V,werden,fer-se
758,werden::V,werden,posar-se
759,passieren::V,passieren,succeir
760,beginnen::V,beginnen,iniciar-se
761,enden::V,enden,acabar-se
762,enden::V,enden,terminar-se
763,wechseln::V,wechseln,canviar
764,aufgehen[Sonne]::V,aufgehen,sortir
765,untergehen[Sonne]::V,untergehen,posar-se
766,scheinen[Sonne]::V,scheinen,brillar
767,donnern::V,donnern,tronar
768,wehen::V,wehen,bufar
769,strömen::V,strömen,afluir
770,fließen::V,fließen,fluir
771,sich drehen::V,sich drehen,girar
772,schwanken::V,schwanken,vacil·lar
773,schwingen::V,schwingen,oscil·lar
774,fallen::V,fallen,caure
775,fallen::V,fallen,tombar
776,brennen::V,brennen,cremar
777,rauchen::V,rauchen,fumejar
778,regnen::V,regnen,ploure
779,gefrieren::V,gefrieren,gelar-se
780,tauen::V,tauen,fondre's
781,schmelzen::V,schmelzen,fondre's
782,trocknen::V,trocknen,assecar-se
783,sieden::V,sieden,bullir
784,faulen::V,faulen,podrir-se
785,verfaulen::V,verfaulen,podrir-se
786,reißen::V,reißen,trencar-se
787,versinken::V,versinken,enfonsar-se
788,vergehen::V,vergehen,passar
789,erscheinen::V,erscheinen,aparèixer
790,verschwinden::V,verschwinden,desaparèixer
791,sinken::V,sinken,baixar
792,sinken::V,sinken,descendir
793,abnehmen::V,abnehmen,decréixer
794,zunehmen::V,zunehmen,augmentar
795,steigen::V,steigen,pujar
796,wachsen::V,wachsen,créixer
797,glänzen::V,glänzen,brillar
798,glänzen::V,glänzen,resplendir
799,funkeln::V,funkeln,espurnejar
800,lärmen::V,lärmen,fer soroll
801,läuten::V,läuten,sonar
802,klingeln::V,klingeln,trucar
803,klirren::V,klirren,dringar
804,brausen::V,brausen,rugir
805,rauschen::V,rauschen,murmurar
806,klingen::V,klingen,sonar
807,bellen::V,bellen,lladrar
808,heulen::V,heulen,udolar
809,blasen::V,blasen,bufar
810,pfeifen::V,pfeifen,xiular
811,schreien::V,schreien,cridar
812,stöhnen::V,stöhnen,gemegar
813,zittern::V,zittern,tremolar
814,leben::V,leben,vīure
815,geboren werden::V,geboren werden,néixer
816,atmen::V,atmen,respirar
817,trinken::V,trinken,beure
818,essen::V,essen,menjar
