,Concept_ID,nl,se
354,Leber::N,lever,вуйвас
355,Atem::N,adem,voejngehtasse
356,Atem::N,adem,båssånis
357,Atem::N,adem,vuojŋadahka
358,Atem::N,adem,vuoiŋŋahat
359,Atem::N,adem,vuo'iŋâstim
360,Atem::N,adem,jiõg'g
361,Atem::N,adem,вӯйнас
362,Atem::N,adem,вӯййнмушш
363,Hunger::N,honger,nielkie
364,Hunger::N,honger,nielgge
365,Hunger::N,honger,nealgi
366,Hunger::N,honger,nelgi
367,Hunger::N,honger,neä´lǧǧ
368,Hunger::N,honger,не̄лльк
369,Träne::N,traan,gïknjele
370,Träne::N,traan,ganjál
371,Träne::N,traan,ganjal
372,Träne::N,traan,koonjâl
373,Träne::N,traan,kõõnjâl
374,Träne::N,traan,кэ̄нял
375,Geschmack::N,smaak,aelmie
376,Geschmack::N,smaak,muosse
377,Geschmack::N,smaak,smáhkka
378,Geschmack::N,smaak,máhku
379,Geschmack::N,smaak,smáhkka
380,Geschmack::N,smaak,mááhu
381,Geschmack::N,smaak,smakkâ
382,Geschmack::N,smaak,njõõd
383,Geschmack::N,smaak,smääkk
384,Geschmack::N,smaak,ня̄лльк
385,Geruch::N,geur,haaje
386,Geruch::N,geur,habjja
387,Geruch::N,geur,hádja
388,Geruch::N,geur,opsâ
389,Geruch::N,geur,haajâ
390,Geruch::N,geur,õpss
391,Geruch::N,geur,haajj
392,Geruch::N,geur,апс
393,Geruch::N,geur,лэ̄гк
394,Schlaf::N,slaap,nahkerh
395,Schlaf::N,slaap,nager
396,Schlaf::N,slaap,oados
397,Schlaf::N,slaap,nagir
398,Schlaf::N,slaap,naṿer
399,Schlaf::N,slaap,nââ´er
400,Schlaf::N,slaap,нагерь
401,Traum::N,droom,nahkere
402,Traum::N,droom,niehko
403,Traum::N,droom,niehku
404,Traum::N,droom,naṿer
405,Traum::N,droom,nââ´er
406,Traum::N,droom,нагерь
407,Himmel::N,hemel,elmie
408,Himmel::N,hemel,almme
409,Himmel::N,hemel,albmi
410,Himmel::N,hemel,alme
411,Himmel::N,hemel,â´lmm
412,Himmel::N,hemel,алльм
413,Sonne::N,zon,biejjie
414,Sonne::N,zon,bæjvásj
415,Sonne::N,zon,beaivváš
416,Sonne::N,zon,peivi
417,Sonne::N,zon,piäiváš
418,Sonne::N,zon,pei´vv
419,Sonne::N,zon,пе̄ййв
420,Mond::N,maan,aske
421,Mond::N,maan,mánno
422,Mond::N,maan,mánnu
423,Mond::N,maan,máánu
424,Mond::N,maan,mään
425,Mond::N,maan,ма̄нн
426,Stern::N,ster,daasta
427,Stern::N,ster,naestie
428,Stern::N,ster,násste
429,Stern::N,ster,násti
430,Stern::N,ster,täsni
431,Stern::N,ster,tä´snn
432,Stern::N,ster,та̄ссьт
433,Luft::N,lucht,elmie
434,Luft::N,lucht,ájmmo
435,Luft::N,lucht,áibmu
436,Luft::N,lucht,áimu
437,Luft::N,lucht,šõŋŋ
438,Luft::N,lucht,вӯйнас
439,Wind::N,wind,bïegke
440,Wind::N,wind,biegga
441,Wind::N,wind,biegga
442,Wind::N,wind,pieg'gâ
443,Wind::N,wind,piõg'g
444,Wind::N,wind,пӣӈӈк
445,Welle::N,golf,baaroe
446,Welle::N,golf,bárro
447,Welle::N,golf,bárru
448,Welle::N,golf,pááṛu
449,Welle::N,golf,päärr
450,Welle::N,golf,нэ̄ммп
451,Wasser::N,water,tjaetsie
452,Wasser::N,water,tjáhtje
453,Wasser::N,water,čáhci
454,Wasser::N,water,čääci
455,Wasser::N,water,čää´cc
456,Wasser::N,water,ча̄дзь
457,Stein::N,steen,gierkie
458,Stein::N,steen,giergge
459,Stein::N,steen,geađgi
460,Stein::N,steen,keđgi
461,Stein::N,steen,ǩeä´dǧǧ
462,Stein::N,steen,ке̄ддҌк
463,Boden::N,grond,betnie
464,Boden::N,grond,ednam
465,Boden::N,grond,bodni
466,Boden::N,grond,vuođđu
467,Boden::N,grond,ponne
468,Boden::N,grond,vuáđ̣u
469,Boden::N,grond,vuâđđ
470,Boden::N,grond,лаввьн
471,Boden::N,grond,е̄ммьне
472,Erde::N,aarde,jåarta
473,Erde::N,aarde,mueltie
474,Erde::N,aarde,ednam
475,Erde::N,aarde,mållde
476,Erde::N,aarde,eana
477,Erde::N,aarde,eennâm
478,Erde::N,aarde,mädd
479,Erde::N,aarde,jânnam
480,Erde::N,aarde,е̄ммьне
481,Staub::N,stof,heblie
482,Staub::N,stof,tsumhtsie
483,Staub::N,stof,dubme
484,Staub::N,stof,dopmu
485,Staub::N,stof,kovjâ
486,Staub::N,stof,põõ´l
487,Staub::N,stof,кэ̄ббьй
488,Rauch::N,rook,soeve
489,Rauch::N,rook,suovva
490,Rauch::N,rook,suovva
491,Rauch::N,rook,suoṿâ
492,Rauch::N,rook,suõvv
493,Rauch::N,rook,сӯвв
494,Funke::N,vonk,naestie
495,Funke::N,vonk,tjuonam
496,Funke::N,vonk,čuotnan
497,Funke::N,vonk,čuođâlm
498,Funke::N,vonk,iiskâr
499,Funke::N,vonk,čuõzzâm
500,Funke::N,vonk,чӯссэм
501,Feuer::N,vuur,dålle
502,Feuer::N,vuur,dållå
503,Feuer::N,vuur,dolla
504,Feuer::N,vuur,tullâ
505,Feuer::N,vuur,toll
506,Feuer::N,vuur,то̄лл
507,Licht::N,licht,tjoevke
508,Licht::N,licht,tjuovgga
509,Licht::N,licht,čuovga
510,Licht::N,licht,čuovggas
511,Licht::N,licht,čuoṿâ
512,Licht::N,licht,toll
513,Licht::N,licht,čuõvv
514,Licht::N,licht,то̄лл
515,Schatten::N,schaduw,skugkie
516,Schatten::N,schaduw,soejvene
517,Schatten::N,schaduw,irkes
518,Schatten::N,schaduw,sieges
519,Schatten::N,schaduw,itku
520,Schatten::N,schaduw,suoivâ
521,Schatten::N,schaduw,õõtt
522,Schatten::N,schaduw,ǩeeu´niǩ
523,Schatten::N,schaduw,кывьнэхь
524,Wetter::N,weer,vïerhtse
525,Wetter::N,weer,dálkke
526,Wetter::N,weer,dálki
527,Wetter::N,weer,šoŋŋâ
528,Wetter::N,weer,šõŋŋ
529,Wetter::N,weer,шэ̄ӈӈ
530,Nebel::N,mist,såavla
531,Nebel::N,mist,mearhka
532,Nebel::N,mist,murkko
533,Nebel::N,mist,mierkká
534,Nebel::N,mist,mierká
535,Nebel::N,mist,miär'kká
536,Nebel::N,mist,oṃo
537,Nebel::N,mist,sue´lnn
538,Nebel::N,mist,цӣгк
539,Nebel::N,mist,сулльн
540,Nebel::N,nevel,såavla
541,Nebel::N,nevel,mearhka
542,Nebel::N,nevel,murkko
543,Nebel::N,nevel,mierkká
544,Nebel::N,nevel,mierká
545,Nebel::N,nevel,miär'kká
546,Nebel::N,nevel,oṃo
547,Nebel::N,nevel,sue´lnn
548,Nebel::N,nevel,цӣгк
549,Nebel::N,nevel,сулльн
550,Wolke::N,wolk,balve
551,Wolke::N,wolk,balvva
552,Wolke::N,wolk,balva
553,Wolke::N,wolk,polvâ
554,Wolke::N,wolk,põlvv
555,Wolke::N,wolk,пэллв
556,Regen::N,regen,ebrie
557,Regen::N,regen,harvve
558,Regen::N,regen,arvi
559,Regen::N,regen,arve
560,Regen::N,regen,â´brr
561,Regen::N,regen,аббьр
562,Schnee::N,sneeuw,lopme
563,Schnee::N,sneeuw,moehtege
564,Schnee::N,sneeuw,muohta
565,Schnee::N,sneeuw,muohta
566,Schnee::N,sneeuw,muotâ
567,Schnee::N,sneeuw,muõtt
568,Schnee::N,sneeuw,вэ̄дз
569,Schnee::N,sneeuw,куэллт
570,Eis::N,ijs,jïenge
571,Eis::N,ijs,jiegŋa
572,Eis::N,ijs,jiekŋa
573,Eis::N,ijs,jieŋ̣â
574,Eis::N,ijs,jiõŋŋ
575,Eis::N,ijs,ӣӈӈ
576,Frost::N,vorst,baajkoe
577,Frost::N,vorst,tjoasskem
578,Frost::N,vorst,buolaš
579,Frost::N,vorst,puolâš
580,Frost::N,vorst,puõlâš
581,Frost::N,vorst,мӯнь
582,Kälte::N,kou,jueskie
583,Kälte::N,kou,tjåetskeme
584,Kälte::N,kou,tjoasskem
585,Kälte::N,kou,čoaskin
586,Kälte::N,kou,ko'lmâsvuotâ
587,Kälte::N,kou,ijss
588,Kälte::N,kou,čuä´cǩǩem
589,Kälte::N,kou,tuârggnjõs
590,Kälte::N,kou,кэ̄лмас
591,Kälte::N,koude,jueskie
592,Kälte::N,koude,tjåetskeme
593,Kälte::N,koude,tjoasskem
594,Kälte::N,koude,čoaskin
595,Kälte::N,koude,ko'lmâsvuotâ
596,Kälte::N,koude,ijss
597,Kälte::N,koude,čuä´cǩǩem
598,Kälte::N,koude,tuârggnjõs
599,Kälte::N,koude,кэ̄лмас
600,Hitze::N,hitte,baahke
601,Hitze::N,hitte,báhkka
602,Hitze::N,hitte,báhkka
603,Hitze::N,hitte,pakkâ
604,Hitze::N,hitte,kuṃe
605,Hitze::N,hitte,paašt
606,Hitze::N,hitte,жоарр
607,Raureif::N,rijp,jyjse
608,Raureif::N,rijp,ridne
609,Raureif::N,rijp,goarre
610,Raureif::N,rijp,ritni
611,Raureif::N,rijp,suhči
612,Raureif::N,rijp,riṇe
613,Raureif::N,rijp,ай
614,Regenbogen::N,regenboog,aatjan goengere
615,Regenbogen::N,regenboog,aatjan joekse
616,Regenbogen::N,regenboog,ádjájuoksa
617,Regenbogen::N,regenboog,arvedávgi
618,Regenbogen::N,regenboog,bajándávgi
619,Regenbogen::N,regenboog,äijihtävgi
620,Regenbogen::N,regenboog,teârmmazjohss
621,Regenbogen::N,regenboog,тӣрмесью̄ккс
622,Donner::N,donder,raejrie
623,Donner::N,donder,átjek
624,Donner::N,donder,átjárájdde
625,Donner::N,donder,áddjá
626,Donner::N,donder,baján
627,Donner::N,donder,juuṛâ
628,Donner::N,donder,tie´rmes
629,Donner::N,donder,тӣрмесь
630,Donner::N,donder,ча̄ркнэгк
631,Strömung::N,stroming,njuvvie
632,Strömung::N,stroming,ájggedáhpe
633,Strömung::N,stroming,rávdnji
634,Strömung::N,stroming,virde
635,Strömung::N,stroming,ve´rdd
636,Strömung::N,stroming,выррьт
637,Tropfen::N,druppel,gåajhkohts
638,Tropfen::N,druppel,gåjkudis
639,Tropfen::N,druppel,goaikkanas
640,Tropfen::N,druppel,čalme
641,Tropfen::N,druppel,čâ´lmm
642,Tropfen::N,druppel,ча̄лльм
643,Schaum::N,schuim,sapte
644,Schaum::N,schuim,såpptå
645,Schaum::N,schuim,sokta
646,Schaum::N,schuim,suptâ
647,Schaum::N,schuim,soptt
648,Schaum::N,schuim,со̄ппт
649,Schmutz::N,vuil,haaskoe
650,Schmutz::N,vuil,duolvva
651,Schmutz::N,vuil,duolva
652,Schmutz::N,vuil,durdi
653,Schmutz::N,vuil,stänži
654,Schmutz::N,vuil,sähss
655,Schmutz::N,vuil,са̄ккьс
656,Schmutz::N,vuil,не̄шшь
657,See::N,meer,jaevrie
658,See::N,meer,jávrre
659,See::N,meer,jávri
660,See::N,meer,jävri
661,See::N,meer,jâu´rr
662,See::N,meer,я̄ввьр
663,Sumpf::N,moeras,pluevie
664,Sumpf::N,moeras,áhpe
665,Sumpf::N,moeras,sæmssa
666,Sumpf::N,moeras,jeaggi
667,Sumpf::N,moeras,jeggi
668,Sumpf::N,moeras,jeä´ǧ'ǧ
669,Sumpf::N,moeras,ла̄ммьп
670,Moor::N,veen,pluevie
671,Moor::N,veen,jiegge
672,Moor::N,veen,suotnju
673,Moor::N,veen,karrii
674,Moor::N,veen,kä´rev
675,Moor::N,veen,veättaǩ
676,Moor::N,veen,ла̄ммьп
677,Wiese::N,wei,ïentje
678,Wiese::N,wei,giedde
679,Wiese::N,wei,gieddi
680,Wiese::N,wei,nijtto
681,Wiese::N,wei,пуэшенҍ
682,Wiese::N,weide,ïentje
683,Wiese::N,weide,giedde
684,Wiese::N,weide,gieddi
685,Wiese::N,weide,nijtto
686,Wiese::N,weide,пуэшенҍ
687,Wald::N,bos,skåake
688,Wald::N,bos,skåajje
689,Wald::N,bos,miehtsie
690,Wald::N,bos,vuovdde
691,Wald::N,bos,miehttse
692,Wald::N,bos,vuovdi
693,Wald::N,bos,meahcci
694,Wald::N,bos,mecci
695,Wald::N,bos,vyemi
696,Wald::N,bos,vue´mm
697,Wald::N,bos,meä´c'c
698,Wald::N,bos,ля̄ммт
699,Hügel::N,heuvel,deava
700,Hügel::N,heuvel,dievvá
701,Hügel::N,heuvel,dievvá
702,Hügel::N,heuvel,čummâ
703,Hügel::N,heuvel,pä´rcc
704,Hügel::N,heuvel,teä´rmm
705,Hügel::N,heuvel,ка̄ннҌт
706,Anhöhe::N,hoogte,deava
707,Anhöhe::N,hoogte,jalladahke
708,Anhöhe::N,hoogte,dievásj
709,Anhöhe::N,hoogte,aláš
710,Anhöhe::N,hoogte,luohkká
711,Anhöhe::N,hoogte,tiävá
712,Anhöhe::N,hoogte,poorááš
713,Anhöhe::N,hoogte,ču´lpp
714,Anhöhe::N,hoogte,škâu´ŋŋ
715,Anhöhe::N,hoogte,ка̄ннҌт
716,Berg::N,berg,bïerje
717,Berg::N,berg,várre
718,Berg::N,berg,várri
719,Berg::N,berg,vääṛi
720,Berg::N,berg,vää´rr
721,Berg::N,berg,те̄ррьм
722,Gipfel::N,top,dalvese
723,Gipfel::N,top,tjåhkkå
724,Gipfel::N,top,čohkka
725,Gipfel::N,top,čokke
726,Gipfel::N,top,čå´ǩǩ
727,Gipfel::N,top,ла̄ддҍв
728,Höhle::N,hol,beajoe
729,Höhle::N,hol,rájgge
730,Höhle::N,hol,sluoggo
731,Höhle::N,hol,biedju
732,Höhle::N,hol,kuovđâšm
733,Höhle::N,hol,skuõrr
734,Höhle::N,hol,вуэӈӈк
735,Abhang::N,helling,boelte
736,Abhang::N,helling,brijrie
737,Abhang::N,helling,bállte
738,Abhang::N,helling,vielti
739,Abhang::N,helling,luohkká
740,Abhang::N,helling,viel'tti
741,Abhang::N,helling,vie´ltt
742,Abhang::N,helling,луэххк
743,Quelle::N,bron,aajege
744,Quelle::N,bron,gaaltije
745,Quelle::N,bron,ája
746,Quelle::N,bron,ája
747,Quelle::N,bron,gáldu
748,Quelle::N,bron,aajâ
749,Quelle::N,bron,käldee
750,Quelle::N,bron,lädd
751,Quelle::N,bron,käivv
752,Quelle::N,bron,ка̄ййв
753,Bach::N,beek,johketje
754,Bach::N,beek,jåhkå
755,Bach::N,beek,jågåsj
756,Bach::N,beek,jogaš
757,Bach::N,beek,aajâ
758,Bach::N,beek,vuäjj
