,Concept_ID,sv,tr
203,Gans::N,gås,kaz
204,Adler::N,örn,kartal
205,Adler::N,örn,karakuş
206,Ente::N,anka,ördek
207,Eule::N,uggla,baykuş
208,Kranich::N,trana,turna
209,Krähe::N,kråka,karga
210,Kuckuck::N,gök,guguk
211,Schwan::N,svan,kuğu
212,Fisch::N,fisk,balık
213,Barsch::N,abborre,hani
214,Barsch::N,abborre,levrek
215,Hecht::N,gädda,turnabalığı
216,Schlange[Tier]::N,orm,yılan
217,Wurm::N,mask,kurt
218,Wurm::N,mask,solucan
219,Spinne::N,spindel,örümcek
220,Ameise::N,myra,karınca
221,Laus::N,lus,bit
222,Mücke::N,mygga,sivrisinek
223,Fliege::N,fluga,sinek
224,Schmetterling::N,fjäril,kelebek
225,Beere::N,bär,tane
226,Apfel::N,äpple,elma
227,Pilz::N,svamp,mantar
228,Zwiebel::N,lök,soğan
229,Saat::N,sådd,ekin
230,Korn::N,korn,tane
231,Heu::N,hö,kuru ot
232,Schale::N,skal,kabuk
233,Grube::N,grop,çukur
234,Falle::N,fälla,tuzak
235,Schlinge::N,snara,ilmik
236,Spur::N,spår,iz
237,Asche::N,aska,kül
238,Dreck::N,lort,pislik
239,Eisen::N,järn,demir
240,Gold::N,guld,altın
241,Silber::N,silver,gümüş
242,Kohle::N,kol,kömür
243,Glas::N,glas,cam
244,Lehm::N,lera,balçık
245,Sand::N,sand,kum
246,Mensch::N,människa,insan
247,Mann::N,man,adam
248,Mann::N,man,erkek
249,Frau::N,kvinna,bayan
250,Kind::N,barn,çocuk
251,Junge::N,pojke,erkek çocuk
252,Mädchen::N,flicka,kız
253,Familie::N,familj,aile
254,Großvater::N,morfar,dede
255,Großvater::N,morfar,büyükbaba
256,Großmutter::N,farmor,nine
257,Großmutter::N,farmor,büyükanne
258,Eltern::N,föräldrar,ebeveyn
259,Eltern::N,föräldrar,ana baba
260,Vater::N,far,ata
261,Vater::N,far,baba
262,Mutter::N,mor,ana
263,Mutter::N,mor,anne
264,Sohn::N,son,oğul
265,Tochter::N,dotter,kız
266,Tochter::N,dotter,kız evlât
267,Bruder::N,bror,abi
268,Bruder::N,bror,erkek kardeş
269,Schwester::N,syster,abla
270,Schwester::N,syster,kız kardeş
271,Onkel::N,morbror,dayı
272,Tante::N,tant,hala
273,Tante::N,tant,teyze
274,Ehemann::N,äkta man,koca
275,Ehefrau::N,hustru,karı
276,Freude::N,fröjd,neşe
277,Freude::N,fröjd,sevinç
278,Freude::N,glädje,neşe
279,Freude::N,glädje,sevinç
280,Gelächter::N,åtlöje,gülme
281,Gelächter::N,åtlöje,kahkaha
282,Glück::N,lycka,mutluluk
283,Kummer::N,sorg,dert
284,Kummer::N,sorg,keder
285,Wunsch::N,önskan,arzu
286,Wunsch::N,önskan,istek
287,Lust::N,lust,arzu
288,Lust::N,lust,heves
289,Geist::N,ande,tin
290,Gedanke::N,tanke,fikir
291,Gedanke::N,tanke,düşünce
292,Gedächtnis::N,minne,bellek
293,Verstand::N,förstånd,zekâ
294,Sinn::N,mening,anlam
295,Sinn::N,betydelse,anlam
296,Grund::N,skäl,sebep
297,Grund::N,grund,sebep
298,Wahrheit::N,sanning,doğruluk
299,Wahrheit::N,sanning,gerçeklik
300,Gespräch::N,samtal,görüşme
301,Märchen::N,saga,masal
302,Erzählung::N,berättelse,öykü
303,Erzählung::N,berättelse,hikâye
304,Nachricht::N,meddelande,haber
305,Neuigkeit::N,nyhet,haber
306,Name::N,namn,ad
307,Name::N,namn,isim
308,Rätsel::N,gåta,bilmece
309,Rede::N,tal,söylev
310,Rede::N,tal,konuşma
311,Sprache::N,språk,dil
312,Sprache::N,språk,lisan
313,Stimme::N,stämma,ses
314,Wort::N,ord,kelime
315,Zeichen::N,tecken,işaret
316,Ruf::N,rop,çağırma
317,Lärm::N,bråk,şamata
318,Lärm::N,bråk,gürültü
319,Lärm::N,oväsen,şamata
320,Lärm::N,oväsen,gürültü
321,Laut::N,ljud,ses
322,Ton::N,ton,ses
323,Lied::N,sång,türkü
324,Ruhe::N,ro,sakinlik
325,Ruhe::N,lugn,sakinlik
326,Leute::N,folk,halk
327,Leute::N,folk,insanlar
328,Volk::N,folk,ulus
329,Volk::N,folk,millet
330,Arbeit::N,arbete,iş
331,Arbeit::N,arbete,çalışma
332,Gast::N,gäst,konuk
333,Gast::N,gäst,misafir
334,Geschenk::N,gåva,hediye
335,Geschenk::N,gåva,armağan
336,Geschenk::N,present,hediye
337,Geschenk::N,present,armağan
338,Spiel::N,lek,oyun
339,Spiel::N,spel,oyun
340,Gesellschaft::N,sällskap,çevre
341,Gesellschaft::N,sällskap,arkadaşlık
342,Hilfe::N,hjälp,yardım
343,Freund::N,vän,dost
344,Freund::N,vän,arkadaş
345,Kamerad::N,kamrat,arkadaş
346,Angelegenheit::N,ärende,iş
347,Angelegenheit::N,ärende,husus
348,Angelegenheit::N,angelägenhet,iş
349,Angelegenheit::N,angelägenhet,husus
350,Anzahl::N,antal,sayı
351,Art::N,art,çeşit
352,Art::N,slag,çeşit
353,Stück::N,stycke,tane
354,Stück::N,stycke,parça
355,Teil::N,del,kısım
356,Hälfte::N,halva,yarı
357,Kreis::N,krets,daire
358,Kreis::N,cirkel,daire
359,Kreuz::N,kors,haç
360,Kreuz::N,kryss,haç
361,Linie::N,linje,hat
362,Linie::N,linje,çizgi
363,Strich::N,streck,çizgi
364,Abstand::N,avstånd,aralık
365,Entfernung::N,avstånd,mesafe
366,Entfernung::N,avstånd,uzaklık
367,Gegend::N,trakt,yöre
368,Platz::N,plats,yer
369,Ort::N,plats,yer
370,Ort::N,ställe,yer
371,Seite::N,sida,yan
372,Seite::N,sida,taraf
373,Mitte::N,mitt,orta
374,Mitte::N,mitt,merkez
375,Gegenstand::N,föremål,şey
376,Sache::N,sak,iş
377,Sache::N,sak,şey
378,Rand::N,rand,kenar
379,Kante::N,kant,kenar
380,Ecke::N,vrå,köşe
381,Ecke::N,hörn,köşe
382,Spitze::N,spets,uç
383,Spitze::N,spets,baş
384,Ende::N,ända,uç
385,Loch::N,hål,oyuk
386,Loch::N,hål,delik
387,Winkel::N,vinkel,köşe
388,Muster::N,mönster,örnek
389,Größe::N,storlek,büyüklük
390,Länge::N,längd,uzunluk
391,Höhe::N,höjd,yükseklik
392,Gewicht::N,tyngd,ağırlık
393,Menge::N,mängd,miktar
394,Haufen::N,hög,küme
395,Haufen::N,hög,yığın
396,Reihe::N,rad,sıra
397,Boot::N,båt,kayık
398,Boot::N,båt,sandal
399,Ruder::N,åra,kürek
400,Schlitten::N,släde,kızak
401,Ski::N,skida,kayak
402,Lagerfeuer::N,lägereld,kamp ateşi
403,Last::N,last,yük
404,Last::N,börda,yük
405,Gang::N,gång,gidiş
406,Gang::N,gång,yürüyüş
407,Schritt::N,steg,adım
408,Norden::N,norr,kuzey
409,Süden::N,söder,güney
410,Westen::N,väster,batı
411,Osten::N,öster,doğu
412,Holz::N,trä,ağaç
413,Holz::N,trä,tahta
414,Brett::N,bräda,tahta
415,Platte::N,platta,levha
416,Stütze::N,stöd,dayak
417,Stütze::N,stöd,destek
418,Stütze::N,stötta,dayak
419,Stütze::N,stötta,destek
420,Stange::N,stång,çubuk
421,Stock::N,käpp,sopa
422,Stock::N,käpp,değnek
423,Stock::N,pinne,sopa
424,Stock::N,pinne,değnek
425,Stab::N,stav,sırık
426,Stab::N,stav,baston
427,Rohr::N,rör,boru
428,Haus::N,hus,ev
429,Heim::N,hem,ev
430,Heim::N,hem,yurt
431,Ofen::N,ugn,soba
432,Fußboden::N,golv,taban
433,Fußboden::N,golv,döşeme
434,Tisch::N,bord,masa
435,Stuhl::N,stol,iskemle
436,Stuhl::N,stol,sandalye
437,Wiege::N,vagga,beşik
438,Bett::N,säng,yatak
439,Regal::N,hylla,raf
440,Kiste::N,låda,sandık
441,Fenster::N,fönster,pencere
442,Tür::N,dörr,kapı
443,Tor::N,port,kapı
444,Zaun::N,staket,çit
445,Zaun::N,stängsel,çit
446,Dach::N,tak,dam
447,Dach::N,tak,çatı
448,Leiter::N,stege,merdiven
449,Besen::N,kvast,süpürge
450,Spaten::N,spade,bel
451,Schaufel::N,skovel,kürek
452,Schaufel::N,skyffel,kürek
453,Gabel::N,gaffel,çatal
454,Löffel::N,sked,kaşık
455,Messer::N,kniv,bıçak
456,Nagel::N,spik,çivi
457,Netz::N,nät,ağ
458,Haken::N,krok,çengel
459,Griff::N,tag,kulp
460,Griff::N,tag,tutamak
461,Griff::N,handtag,kulp
462,Griff::N,handtag,tutamak
463,Schloss::N,las,kilit
464,Bild::N,bild,imaj
465,Bild::N,bild,resim
466,Figur::N,figur,şekil
467,Figur::N,figur,heykel
468,Puppe::N,docka,kukla
469,Beutel::N,påse,kese
470,Beutel::N,påse,torba
471,Bündel::N,bunt,deste
472,Bündel::N,knippa,deste
473,Tasche::N,väska,çanta
474,Eimer::N,hink,kova
475,Eimer::N,ämbar,kova
476,Deckel::N,lock,kapak
477,Geschirr::N,servis,kap kacak
478,Geschirr::N,porslin,kap kacak
479,Sack::N,säck,torba
480,Tasse::N,kopp,fincan
481,Topf::N,gryta,tencere
482,Topf::N,kastrull,tencere
483,Kessel::N,kittel,kazan
484,Essen::N,mål,yemek
485,Nahrung::N,näring,gıda
486,Nahrung::N,näring,besin
487,Speise::N,maträtt,yemek
488,Fleisch::N,kött,et
489,Getreide::N,säd,tahıl
490,Getreide::N,säd,hububat
491,Getreide::N,spannmål,tahıl
492,Getreide::N,spannmål,hububat
493,Brei::N,gröt,ezme
494,Brot::N,bröd,ekmek
495,Scheibe::N,skiva,dilim
496,Fett::N,fett,yağ
497,Butter::N,smör,tereyağı
498,Öl::N,olja,yağ
499,Öl::N,olja,akar yağ
500,Salz::N,salt,tuz
501,Suppe::N,soppa,çorba
502,Honig::N,honung,bal
503,Milch::N,mjölk,süt
504,Tee::N,te,çay
505,Leder::N,läder,deri
506,Leder::N,läder,meşin
507,Wolle::N,ull,yün
508,Wolle::N,ylle,yün
509,Stoff::N,tyg,kumaş
510,Stoff::N,stoff,kumaş
511,Nadel::N,nål,iğne
512,Faden::N,tråd,tire
513,Faden::N,tråd,iplik
514,Knopf::N,knapp,düğme
515,Knoten::N,knut,düğüm
516,Farbe::N,färg,boya
517,Kleidung::N,klädsel,giyim
518,Hemd::N,skjorta,gömlek
519,Kragen::N,krage,yaka
520,Ärmel::N,ärm,yen
521,Ärmel::N,ärm,elbise kolu
522,Hose::N,byxor,pantolon
523,Gürtel::N,bälte,kuşak
524,Mütze::N,mössa,bere
525,Mütze::N,mössa,kasket
526,Schuh::N,sko,kundura
527,Schuh::N,sko,ayakkabı
528,Stiefel::N,stövel,çizme
529,Ring::N,ring,yüzük
530,Band::N,band,bağ
531,Band::N,band,şerit
532,Kamm::N,kam,tarak
533,Spiegel::N,spegel,ayna
534,Riemen::N,rem,kayış
535,Schnur::N,snöre,ip
536,Schnur::N,snöre,sicim
537,Leine::N,lina,kayış
538,Decke::N,täcke,örtü
539,Decke::N,täcke,yorgan
540,Kissen::N,dyna,yastık
541,Kissen::N,kudde,yastık
542,Tuch::N,sjal,bez
543,Handtuch::N,handduk,havlu
544,Kraft::N,kraft,güç
545,Kraft::N,kraft,kuvvet
546,Stärke::N,styrka,kuvvet
547,Gesundheit::N,hälsa,sağlık
548,Krankheit::N,sjukdom,hastalık
549,Schmerz::N,smärta,ağrı
550,Schmerz::N,smärta,sancı
551,Wunde::N,sår,yara
552,Fieber::N,feber,ateş
553,Arznei::N,medicin,ilâç
554,Arznei::N,läkemedel,ilâç
555,Brücke::N,bro,köprü
556,Brunnen::N,brunn,kuyu
557,Brunnen::N,brunn,çeşme
558,Weide::N,bete,otlak
559,Pfad::N,stig,patika
560,Pfad::N,stig,keçiyolu
561,Weg::N,väg,yol
562,Straße::N,gata,yol
563,Straße::N,gata,cadde
564,Dorf::N,by,köy
565,Stadt::N,stad,kent
566,Stadt::N,stad,şehir
567,Brief::N,brev,mektup
568,Buch::N,bok,kitap
569,Buchstabe::N,bokstav,harf
570,Zeitung::N,tidning,gazete
571,Leben::N,liv,hayat
572,Tod::N,död,ölüm
573,Grab::N,grav,kabir
574,Kirche::N,kyrka,kilise
575,Sünde::N,synd,günah
576,Gott::N,gud,tanrı
577,Arbeiter::N,arbetare,işçi
578,Chef::N,chef,şef
579,Chef::N,chef,müdür
580,Meister::N,mästare,usta
581,Arzt::N,läkare,hekim
582,Arzt::N,läkare,doktor
583,Lehrer::N,lärare,hoca
584,Lehrer::N,lärare,öğretmen
585,Geld::N,pengar,para
586,Geschäft::N,rörelse,ticaret
587,Laden::N,affär,dükkân
588,Preis::N,pris,fiyat
589,Ware::N,vara,mal
590,Nutzen::N,gagn,fayda
591,Nutzen::N,nytta,fayda
592,Reichtum::N,rikedom,servet
593,Reichtum::N,rikedom,zenginlik
594,Welt::N,värld,dünya
595,Land::N,land,ülke
596,Staat::N,stat,devlet
597,König::N,kung,kral
598,König::N,konung,kral
599,Macht::N,makt,kudret
600,Macht::N,makt,iktidar
601,Grenze::N,gräns,had
602,Grenze::N,gräns,sınır
603,Krieg::N,krig,savaş
604,Feind::N,fiende,düşman
605,Gewalt::N,våld,zor
606,Gewalt::N,våld,cebir
607,Kampf::N,kamp,savaş
608,Kampf::N,strid,savaş
609,Bogen[Waffe]::N,båge,yay
610,Pfeil::N,pil,ok
611,Gewehr::N,gevär,tüfek
612,Fehler::N,fel,hata
613,Fehler::N,fel,yanlış
614,Lüge::N,lögn,yalan
615,Schaden::N,skada,zarar
616,Unglück::N,otur,felâket
617,Unglück::N,otur,talihsizlik
618,Unglück::N,olycka,felâket
619,Unglück::N,olycka,talihsizlik
620,Schuld::N,skuld,suç
621,Schuld::N,skuld,kabahat
622,Alter::N,ålder,yaş
623,Schluss::N,slut,son
624,Zeit::N,tid,zaman
625,Tag::N,dag,gün
626,Morgen::N,morgon,sabah
627,Mittag::N,middag,öğle
628,Abend::N,kväll,akşam
629,Nacht::N,natt,gece
630,Woche::N,vecka,hafta
631,Monat::N,månad,ay
632,Jahr::N,år,yıl
633,Jahr::N,år,sene
634,Frühling::N,vår,ilkbahar
635,Sommer::N,sommar,yaz
636,Herbst::N,höst,güz
637,Herbst::N,höst,sonbahar
638,Winter::N,vinter,kış
639,Januar::N,januari,ocak
640,Februar::N,februari,şubat
641,März::N,mars,mart
642,April::N,april,nisan
643,Mai::N,maj,mayıs
644,Juni::N,juni,haziran
645,Juli::N,juli,temmuz
646,August::N,augusti,ağustos
647,September::N,september,eylül
648,Oktober::N,oktober,ekim
649,November::N,november,kasım
650,Dezember::N,december,aralık
651,Montag::N,måndag,pazartesi
652,Dienstag::N,tisdag,salı
653,Mittwoch::N,onsdag,çarşamba
654,Donnerstag::N,torsdag,perşembe
655,Freitag::N,fredag,cuma
656,Samstag::N,lördag,cumartesi
657,Sonntag::N,söndag,pazar
658,groß::A,stor,büyük
659,klein::A,liten,ufak
660,klein::A,liten,küçük
661,lang::A,lång,uzun
662,kurz::A,kort,kısa
663,breit::A,bred,enli
664,breit::A,bred,geniş
665,schmal::A,smal,dar
666,dicht::A,tät,sık
667,dicht::A,tät,yoğun
668,dick[Gegenstand]::A,tjock,kalın
669,dick[Gegenstand]::A,tjock,iri
670,dünn::A,tunn,ince
671,fein::A,fin,ince
672,fein::A,fin,narin
673,fest::A,fast,sabit
674,fest::A,fast,sağlam
675,flach::A,platt,düz
676,flach::A,platt,yassı
677,glatt::A,glatt,düz
678,hart::A,hård,katı
679,weich::A,mjuk,yumuşak
680,rund::A,rund,yuvarlak
681,spitz::A,toppig,sivri
682,spitz::A,spetsig,sivri
683,scharf::A,vass,keskin
684,scharf::A,skarp,keskin
685,stumpf::A,slö,kör
686,schwer::A,tung,ağır
687,schön::A,skön,güzel
688,schön::A,vacker,güzel
689,heiß::A,het,kızgın
690,warm::A,varm,sıcak
691,kalt::A,kall,soğuk
692,kühl::A,sval,serin
693,kühl::A,kylig,serin
694,frisch::A,färsk,taze
695,feucht::A,fuktig,nemli
696,feucht::A,fuktig,rutubetli
697,nass::A,våt,yaş
698,nass::A,våt,ıslak
699,trocken::A,torr,kuru
700,voll::A,full,dolu
701,voll::A,full,dolmuş
702,leer::A,tom,boş
703,offen::A,öppen,açık
704,geschlossen::A,stängd,kapalı
705,sauber::A,ren,pak
706,sauber::A,ren,temiz
707,schmutzig::A,snuskig,pis
708,schmutzig::A,snuskig,kirli
709,roh::A,rå,çiğ
710,reif::A,mogen,olgun
711,lecker::A,läcker,lezzetli
712,süß::A,söt,tatlı
713,süß::A,söt,şekerli
714,bitter::A,besk,acı
715,bitter::A,bitter,acı
716,sauer::A,sur,ekşi
717,hell::A,ljus,aydınlık
718,dunkel::A,mörk,karanlık
719,schwarz::A,svart,kara
720,schwarz::A,svart,siyah
721,weiß::A,vit,ak
722,weiß::A,vit,beyaz
723,rot::A,röd,kırmızı
724,gelb::A,gul,sarı
725,blau::A,blå,mavi
726,grün::A,grön,yeşil
727,grau::A,grå,boz
728,bunt::A,brokig,renkli
729,billig::A,billig,ucuz
730,teuer::A,dyr,pahalı
731,wertvoll::A,värdefull,değerli
732,blind::A,blind,kör
733,taub::A,döv,sağır
734,kräftig::A,kraftig,dinç
735,kräftig::A,kraftig,kuvvetli
736,stark::A,stark,güçlü
737,stark::A,stark,kuvvetli
738,schwach::A,svag,zayıf
739,schwach::A,svag,güçsüz
740,fett::A,fet,şişman
741,schlank::A,slank,narin
742,hübsch::A,snygg,güzel
743,hübsch::A,snygg,sevimli
744,hübsch::A,vacker,güzel
745,hübsch::A,vacker,sevimli
746,böse::A,ond,kötü
747,böse::A,elak,kötü
748,dumm::A,dum,aptal
749,faul::A,lat,tembel
750,fleißig::A,flitig,çalışkan
751,geizig::A,snål,cimri
752,geizig::A,girig,cimri
753,klug::A,klok,zekî
754,klug::A,klok,akıllı
755,geschickt::A,händig,becerikli
756,geschickt::A,skicklig,becerikli
757,lieb::A,kär,sevimli
758,lieb::A,snäll,sevimli
759,lustig::A,rolig,neşeli
760,lustig::A,lustig,neşeli
761,sanft::A,mild,nazik
762,hungrig::A,hungrig,aç
763,krank::A,sjuk,hasta
764,krank::A,sjuk,rahatsız
765,nackt::A,naken,çıplak
766,traurig::A,ledsen,kederli
767,traurig::A,ledsen,üzüntülü
768,traurig::A,sorgsen,kederli
769,traurig::A,sorgsen,üzüntülü
770,lebendig::A,levande,canlı
771,gut::A,bra,iyi
772,schlecht::A,dålig,kötü
773,richtig::A,riktig,doğru
774,schlimm::A,illa,kötü
775,wahr::A,sann,doğru
776,wahr::A,sann,gerçek
777,alt::A,gammal,eski
778,neu::A,ny,yeni
779,ehemalig::A,forn,önceki
780,ehemalig::A,tidigare,önceki
781,alt[Lebewesen]::A,gammal,yaşlı
782,jung::A,ung,genç
783,arm::A,fattig,fakir
784,reich::A,rik,zengin
785,bekannt::A,känd,bilinen
786,berühmt::A,berömd,ünlü
787,berühmt::A,berömd,meşhur
788,fremd::A,främmande,yabancı
789,verschieden::A,åtskillig,ayrı
790,verschieden::A,åtskillig,farklı
791,nah::A,nära,yakın
792,nah::A,nära,bitişik
793,fern::A,fjärran,uzak
794,linker::A,vänster,sol
795,rechter::A,höger,sağ
796,anderer::A,annan,diğer
797,erster::A,första,ilk
798,erster::A,första,birinci
799,zweiter::A,andra,ikinci
800,dritter::A,tredje,üçüncü
801,letzter::A,sist,son
802,letzter::A,sist,sonuncu
803,allein::ADV,allena,yalnız
804,allein::ADV,allena,tek başına
805,auf einmal::ADV,på en gång,birden
806,zusammen::ADV,tillsammans,beraber
807,zusammen::ADV,tillsammans,birlikte
808,lange::ADV,länge,çok
809,lange::ADV,länge,uzun
810,plötzlich::ADV,plötsligt,ansızın
811,plötzlich::ADV,plötsligt,birdenbire
812,sofort::ADV,strax,hemen
813,sofort::ADV,strax,derhal
814,sofort::ADV,genast,hemen
815,sofort::ADV,genast,derhal
816,später::ADV,senare,daha sonra
817,jetzt::ADV,nu,şimdi
818,heute::ADV,i dag,bugün
819,morgen::ADV,i morgon,yarın
820,bald::ADV,snart,yakında
821,dann::ADV,då,sonra
822,gestern::ADV,i går,dün
823,einst::ADV,en gång,eskiden
824,damals::ADV,då,o zamanlar
825,damals::ADV,den gången,o zamanlar
826,danach::ADV,därefter,sonradan
827,danach::ADV,därefter,ondan sonra
828,vorher::ADV,före,önce
829,vorher::ADV,före,önceden
830,vorher::ADV,förut,önce
831,vorher::ADV,förut,önceden
832,zuerst::ADV,först,ilk önce
833,einmal::ADV,en gång,bir defa
834,manchmal::ADV,ibland,bazan
835,oft::ADV,ofta,sık sık
836,oft::ADV,ofta,çok defa
837,immer::ADV,alltid,daima
838,immer::ADV,alltid,her zaman
839,niemals::ADV,aldrig,asla değil
840,niemals::ADV,aldrig,hiçbir zaman
841,hier::ADV,här,burada
842,hierhin::ADV,hit,buraya
843,von hier::ADV,härifrån,buradan
844,dort::ADV,där,orada
845,dort::ADV,där,şurada
846,dorthin::ADV,dit,oraya
847,dorthin::ADV,dit,şuraya
848,geradeaus::ADV,rätt fram,doğru
