,Concept_ID,ru,ka
75,Stein::N,камень,ქვა
76,Boden::N,почва,მიწა
77,Erde::N,земля,ნიადაგი
78,Staub::N,пыль,მტვერი
79,Rauch::N,дым,ბოლი
80,Rauch::N,дым,კვამლი
81,Funke::N,искра,ნაკვესი
82,Feuer::N,огонь,ცეცხლი
83,Licht::N,свет,შუქი
84,Licht::N,свет,სინათლე
85,Schatten::N,тень,ლანდი
86,Schatten::N,тень,ჩრდილი
87,Wetter::N,погода,ამინდი
88,Nebel::N,туман,ნისლი
89,Wolke::N,облако,ღრუბელი
90,Regen::N,дождь,წვიმა
91,Schnee::N,снег,თოვლი
92,Eis::N,лед,თოში
93,Eis::N,лед,ყინული
94,Frost::N,мороз,ყინვა
95,Kälte::N,холод,სიცივე
96,Hitze::N,жара,სიცხე
97,Raureif::N,иней,ჭირხლი
98,Raureif::N,иней,თრთვილი
99,Regenbogen::N,радуга,ცისარტყელა
100,Donner::N,гром,ქუხილი
101,Strömung::N,течение,დინება
102,Tropfen::N,капля,წვეთი
103,Schaum::N,пена,ქაფი
104,Schaum::N,пена,დორბლი
105,Schmutz::N,грязь,ჭუჭყი
106,Schmutz::N,грязь,ტალახი
107,See::N,озеро,ტბა
108,Sumpf::N,топь,ჭაობი
109,Moor::N,болото,ტორფნარი
110,Wiese::N,луг,ველი
111,Wiese::N,луг,მდელო
112,Wald::N,лес,ტყე
113,Hügel::N,холм,ბორცვი
114,Anhöhe::N,возвышенность,მაღლობი
115,Berg::N,гора,მთა
116,Gipfel::N,вершина,მწვერვალი
117,Höhle::N,пещера,მღვიმე
118,Höhle::N,пещера,გამოქვებული
119,Abhang::N,склон,ფერდობი
120,Quelle::N,источник,წყარო
121,Quelle::N,источник,სათავე
122,Bach::N,ручей,რუ
123,Bach::N,ручей,ნაკადული
124,Fluss::N,река,მდინარე
125,Ufer::N,берег,კიდე
126,Ufer::N,берег,ნაპირი
127,Küste::N,побережье,ნაპირი
128,Festland::N,суша,ხმელეთი
129,Meer::N,море,ზღვა
130,Bucht::N,бухта,ყურე
131,Insel::N,остров,კუნძული
132,Blume::N,цветок,ყვავილი
133,Gras::N,трава,ბალახი
134,Wurzel::N,корень,ძირი
135,Wurzel::N,корень,ფესვი
136,Baum::N,дерево,ხე
137,Stamm::N,ствол,ტანი
138,Rinde::N,кора,ქერქი
139,Ast::N,сук,ტოტი
140,Zweig::N,ветвь,შტო
141,Blatt::N,лист,ფოთოლი
142,Birke::N,береза,არყი
143,Kiefer[Baum]::N,сосна,ფიჭვი
144,Weide[Baum]::N,ива,ტირიფი
145,Tanne::N,ель,ნაძვი
146,Horn::N,рог,რქა
147,Feder::N,перо,ფრთა
148,Fell::N,шкура,ტყავი
149,Flügel::N,крыло,ფრთა
150,Klaue::N,коготь,კლანჭი
151,Kralle::N,лапа,ტორი
152,Schwanz::N,хвост,კუდი
153,Ei::N,яйцо,კვერცხი
154,Nest::N,гнездо,ბუდე
155,Bau::N,нора,სორო
156,Tier::N,животное,ნადირი
157,Tier::N,животное,ცხოველი
158,Herde::N,стадо,ფარა
159,Kuh::N,корова,ფური
160,Kuh::N,корова,ძროხა
161,Bulle::N,бык,ხარი
162,Pferd::N,лошадь,რაში
163,Pferd::N,лошадь,ცხენი
164,Schaf::N,овца,ცხვარი
165,Schwein::N,свинья,ღორი
166,Hund::N,собака,ძაღლი
167,Katze::N,кошка,კატა
168,Bär::N,медведь,დათვი
169,Eichhörnchen::N,белка,ციყვი
170,Elch::N,лось,ცხენ-ირემი
171,Fuchs::N,лиса,მელა
172,Hase::N,заяц,კურდღელი
173,Maus::N,мышь,თაგვი
174,Wolf::N,волк,მგელი
175,Vogel::N,птица,ჩიტი
176,Vogel::N,птица,ფრინველი
177,Schwarm::N,стая,გუნდი
178,Huhn::N,курица,დედალი
179,Hahn::N,петух,მამალი
180,Gans::N,гусь,ბატი
181,Adler::N,орел,არწივი
182,Ente::N,утка,იხვი
183,Eule::N,сова,ბუ
184,Kranich::N,журавль,წერო
185,Krähe::N,ворона,ყვავი
186,Kuckuck::N,кукушка,გუგული
187,Schwan::N,лебедь,გედი
188,Fisch::N,рыба,თევზი
189,Barsch::N,окунь,ქორჭილა
190,Hecht::N,щука,ქარიყლაპია
191,Schlange[Tier]::N,змея,გველი
192,Wurm::N,червяк,ჭია
193,Spinne::N,паук,ობობა
194,Ameise::N,муравей,ჭიანჭველა
195,Laus::N,вошь,ტილი
196,Laus::N,вошь,მკბენარი
197,Mücke::N,комар,კოღო
198,Fliege::N,муха,ბუზი
199,Schmetterling::N,бабочка,პეპელა
200,Beere::N,ягода,კენკრა
201,Apfel::N,яблоко,ვაშლი
202,Pilz::N,гриб,სოკო
203,Zwiebel::N,луковица,ხახვი
204,Saat::N,семя,თესლი
205,Korn::N,зерно,მარცვალი
206,Heu::N,сено,თივა
207,Schale::N,шелуха,ჩენჩო
208,Grube::N,яма,ორმო
209,Falle::N,ловушка,ხაფანგი
210,Schlinge::N,силок,მახე
211,Spur::N,след,კვალი
212,Asche::N,зола,ფერფლი
213,Asche::N,пепел,ფერფლი
214,Dreck::N,грязь,ტალახი
215,Dreck::N,грязь,სიბინძურე
216,Eisen::N,железо,რკინა
217,Gold::N,золото,ოქრო
218,Silber::N,серебро,ვერცხლი
219,Kohle::N,уголь,ნახშირი
220,Glas::N,стекло,მინა
221,Lehm::N,глина,თიხა
222,Sand::N,песок,ქვიშა
223,Mensch::N,человек,ადამიანი
224,Mann::N,мужчина,კაცი
225,Frau::N,женщина,ქალი
226,Kind::N,ребенок,ბავშვი
227,Junge::N,мальчик,ვაჟი
228,Mädchen::N,девочка,გოგო
229,Familie::N,семья,ოჯახი
230,Großvater::N,дедушка,პაპა
231,Großvater::N,дедушка,ბაბუა
232,Großmutter::N,бабушка,ბებია
233,Großmutter::N,бабушка,დიდედა
234,Eltern::N,родители,მშობლები
235,Vater::N,отец,მამა
236,Mutter::N,мать,დედა
237,Sohn::N,сын,ვაჟიშვილი
238,Tochter::N,дочь,ქალიშვილი
239,Bruder::N,брат,ძმა
240,Schwester::N,сестра,და
241,Onkel::N,дядя,ბიძა
242,Tante::N,тетя,დეიდა
243,Tante::N,тетя,მამიდა
244,Ehemann::N,муж,ქმარი
245,Ehefrau::N,жена,ცოლი
246,Freude::N,радость,სიხარული
247,Gelächter::N,смех,სიცილი
248,Glück::N,счастье,ბედნიერება
249,Kummer::N,горе,მწუხარება
250,Wunsch::N,желание,წადილი
251,Wunsch::N,желание,სურვილი
252,Lust::N,влечение,წადილი
253,Geist::N,дух,სული
254,Gedanke::N,мысль,ფიქრი
255,Gedächtnis::N,память,მეხსიერება
256,Verstand::N,ум,ჭკუა
257,Verstand::N,ум,გონება
258,Sinn::N,смысл,მნიშვნელობა
259,Grund::N,повод,მიზეზი
260,Wahrheit::N,правда,სიმართლე
261,Wahrheit::N,правда,ჭეშმარიტება
262,Gespräch::N,беседа,ბაასი
263,Gespräch::N,беседа,საუბარი
264,Märchen::N,сказка,არაკი
265,Märchen::N,сказка,ზღაპარი
266,Erzählung::N,рассказ,თქმულება
267,Nachricht::N,сообщение,ცნობა
268,Nachricht::N,сообщение,ამბავი
269,Neuigkeit::N,новость,სიახლე
270,Name::N,имя,სახელი
271,Rätsel::N,загадка,გამოცანა
272,Rede::N,речь,სიტყვა
273,Sprache::N,язык,ენა
274,Stimme::N,голос,ხმა
275,Wort::N,слово,სიტყვა
276,Zeichen::N,знак,ნიშანი
277,Ruf::N,зов,ძახილი
278,Lärm::N,шум,ხმაური
279,Laut::N,звук,ხმა
280,Laut::N,звук,ბგერა
281,Ton::N,звучание,ტონი
282,Lied::N,песня,სიმღერა
283,Ruhe::N,покой,სიწყნარე
284,Leute::N,люди,ადამიანები
285,Volk::N,народ,ერი
286,Volk::N,народ,ხალხი
287,Arbeit::N,работа,მუშაობა
288,Gast::N,гость,სტუმარი
289,Geschenk::N,подарок,საჩუქარი
290,Spiel::N,игра,თამაში
291,Gesellschaft::N,общество,საზოგადოება
292,Hilfe::N,помощь,შველა
293,Hilfe::N,помощь,დახმარება
294,Freund::N,друг,მეგობარი
295,Kamerad::N,приятель,ამხანაგი
296,Angelegenheit::N,дело,საქმე
297,Anzahl::N,количество,ოდენობა
298,Art::N,вид,სახეობა
299,Stück::N,кусок,ნატეხი
300,Teil::N,часть,წილი
301,Hälfte::N,половина,ნახევარი
302,Kreis::N,круг,წრე
303,Kreuz::N,крест,ჯვარი
304,Linie::N,линия,ხაზი
305,Strich::N,черта,შტრიხი
306,Abstand::N,промежуток,მანძილი
307,Entfernung::N,расстояние,სიშორე
308,Gegend::N,местность,არე
309,Gegend::N,местность,მხარე
310,Platz::N,пространство,ფართობი
311,Ort::N,место,ადგილი
312,Seite::N,сторона,მხარე
313,Mitte::N,середина,შუა
314,Gegenstand::N,предмет,საგანი
315,Sache::N,вещь,ნივთი
316,Rand::N,край,კიდე
317,Kante::N,ребро,ნაწიბული
318,Ecke::N,угол,კუთხე
319,Spitze::N,кончик,წვეტი
320,Ende::N,конец,ბოლო
321,Loch::N,дыра,ხვრელი
322,Winkel::N,угол,კუთხე
323,Muster::N,узор,მოხატულობა
324,Größe::N,размер,ზომა
325,Größe::N,размер,სიდიდე
326,Länge::N,длина,სიგრძე
327,Höhe::N,высота,სიმაღლე
328,Gewicht::N,вес,წონა
329,Menge::N,количество,რაოდენობა
330,Haufen::N,куча,გროვა
331,Reihe::N,ряд,რიგი
332,Reihe::N,ряд,წყება
333,Boot::N,лодка,გემი
334,Ruder::N,весло,ხოფი
335,Ruder::N,весло,ნიჩაბი
336,Schlitten::N,сани,მარხილი
337,Ski::N,лыжа,თხილამური
338,Lagerfeuer::N,костер,კოცონი
339,Last::N,тяжесть,ტვირთი
340,Gang::N,ход,სვლა
341,Schritt::N,шаг,ბიჯი
342,Norden::N,север,ჩრდილოეთი
343,Süden::N,юг,სამხრეთი
344,Westen::N,запад,დასავლეთი
345,Osten::N,восток,აღმოსავლეთი
346,Holz::N,древесина,ხე
347,Brett::N,доска,დაფა
348,Brett::N,доска,ფიცარი
349,Platte::N,плита,თლილი ქვა
350,Stütze::N,подпорка,საყრდენი
351,Stange::N,жердь,ჭოკი
352,Stock::N,палка,კეტი
353,Stab::N,шест,ლატანი
354,Rohr::N,труба,მილაკი
355,Haus::N,дом,სახლი
356,Heim::N,дом,ოჯახის კერა
357,Ofen::N,печь,ღუმელი
358,Fußboden::N,пол,იატაკი
359,Tisch::N,стол,სუფრა
360,Tisch::N,стол,მაგიდა
361,Stuhl::N,стул,სკამი
362,Wiege::N,колыбель,აკვანი
363,Bett::N,постель,საწოლი
364,Bett::N,постель,სარეცელი
365,Regal::N,полка,თაროები
366,Kiste::N,ящик,ყუთი
367,Kiste::N,ящик,სკივრი
368,Fenster::N,окно,ფანჯარა
369,Fenster::N,окно,სარკმელი
370,Tür::N,дверь,ბჭე
371,Tür::N,дверь,კარი
372,Tor::N,ворота,ჭიშკარი
373,Zaun::N,забор,ღობე
374,Zaun::N,забор,გალავანი
375,Dach::N,крыша,სახურავი
376,Leiter::N,лестница,კიბე
377,Besen::N,метла,ცოცხი
378,Spaten::N,лопата,ნიჩაბი
379,Schaufel::N,совок,ბარი
380,Gabel::N,вилка,ჩანგალი
381,Löffel::N,ложка,კოვზი
382,Messer::N,нож,დანა
383,Nagel::N,гвоздь,ლურსმანი
384,Netz::N,сеть,ბადე
385,Haken::N,крюк,კავი
386,Haken::N,крюк,კაუჭი
387,Griff::N,ручка,ტარი
388,Schloss::N,замок,კლიტე
389,Schloss::N,замок,საკეტი
390,Bild::N,картина,სურათი
391,Figur::N,фигура,ფიგურა
392,Puppe::N,кукла,თოჯინა
393,Beutel::N,мешок,პარკი
394,Bündel::N,связка,გალა
395,Bündel::N,связка,ასხმა
396,Tasche::N,сумка,ჩანთა
397,Eimer::N,ведро,ჩამჩა
398,Deckel::N,крышка,ხუფი
399,Deckel::N,крышка,სარქველი
400,Geschirr::N,посуда,ჭურჭელი
401,Sack::N,мешок,ტომარა
402,Tasse::N,чашка,ფინჯანი
403,Topf::N,кастрюля,ქოთანი
404,Kessel::N,котел,ქვაბი
405,Essen::N,еда,ჭამა
406,Nahrung::N,пища,საზრდო
407,Nahrung::N,пища,საკვები
408,Speise::N,блюдо,საჭმელი
409,Speise::N,кушанье,საჭმელი
410,Fleisch::N,мясо,ხორცი
411,Getreide::N,хлеб,მარცვლოვანი
412,Brei::N,каша,ფაფა
413,Brot::N,хлеб,პური
414,Scheibe::N,ломоть,ნაჭერი
415,Fett::N,жир,ქონი
416,Fett::N,жир,ცხიმი
417,Butter::N,масло,კარაქი
418,Öl::N,масло,ზეთი
419,Salz::N,соль,მარილი
420,Suppe::N,суп,სუფი
421,Honig::N,мед,თაფლი
422,Milch::N,молоко,რძე
423,Tee::N,чай,ჩაი
424,Leder::N,кожа,ტყავი
425,Wolle::N,шерсть,მატყლი
426,Stoff::N,ткань,ქსოვილი
427,Nadel::N,игла,ნემსი
428,Faden::N,нитка,ძაფი
429,Faden::N,нитка,მკედი
430,Knopf::N,пуговица,ღილი
431,Knoten::N,узел,ნასკვი
432,Farbe::N,краска,საღებავი
433,Kleidung::N,одежда,ტანსაცმელი
434,Hemd::N,рубашка,ხალათი
435,Hemd::N,рубашка,პერანგი
436,Kragen::N,воротник,საყელო
437,Ärmel::N,рукав,სახელო
438,Hose::N,брюки,შარვალი
439,Gürtel::N,пояс,ქამარი
440,Mütze::N,шапка,ქუდი
441,Schuh::N,ботинок,ფეხსაცმელი
442,Stiefel::N,сапог,ჩექმა
443,Ring::N,кольцо,ბეჭედი
444,Band::N,лента,ბაფთი
445,Kamm::N,расческа,სავარცხელი
446,Spiegel::N,зеркало,სარკე
447,Riemen::N,ремень,ღვედი
448,Schnur::N,веревка,ლარი
449,Leine::N,поводок,ჯაჭვი
450,Decke::N,одеяло,საბანი
451,Kissen::N,подушка,ბალიში
452,Tuch::N,платок,მაუდი
453,Tuch::N,платок,თავშალი
454,Handtuch::N,полотенце,ხელსახოცი
455,Kraft::N,сила,ძალა
456,Stärke::N,крепость,ღონე
457,Gesundheit::N,здоровье,ჯანმრთელობა
458,Krankheit::N,болезнь,სენი
459,Krankheit::N,болезнь,ავადმყოფობა
460,Schmerz::N,боль,ტკივილი
461,Wunde::N,рана,იარი
462,Wunde::N,рана,ჭრილობა
463,Fieber::N,лихорадка,ციება
464,Fieber::N,температура,ციება
465,Arznei::N,лекарство,წამალი
466,Brücke::N,мост,ხიდი
467,Brunnen::N,колодец,ჭა
468,Weide::N,пастбище,საძოვარი
469,Pfad::N,тропа,ბილიკი
470,Weg::N,путь,გზა
471,Weg::N,дорога,გზა
472,Straße::N,улица,შარაგზა
473,Straße::N,дорога,შარაგზა
474,Dorf::N,деревня,დაბა
475,Dorf::N,деревня,სოფელი
476,Stadt::N,город,ქალაქი
477,Brief::N,письмо,წერილი
478,Buch::N,книга,წიგნი
479,Buchstabe::N,буква,ასო
480,Zeitung::N,газета,გაზეთი
481,Leben::N,жизнь,სიცოცხლე
482,Tod::N,смерть,სიკვდილი
483,Grab::N,могила,სამარე
484,Grab::N,могила,საფლავი
485,Kirche::N,церковь,ეკლესია
486,Sünde::N,грех,ცოდვა
487,Gott::N,бог,ღმერთი
488,Arbeiter::N,рабочий,მუშა
489,Chef::N,начальник,გამგე
490,Meister::N,мастер,ოსტატი
491,Arzt::N,врач,ექიმი
492,Arzt::N,врач,მკურნალი
493,Lehrer::N,учитель,მასწავლებელი
494,Geld::N,деньги,ფული
495,Geschäft::N,занятие,საქმე
496,Geschäft::N,занятие,ბიზნესი
497,Laden::N,магазин,დუქანი
498,Laden::N,магазин,მაღაზია
499,Preis::N,цена,ფასი
500,Ware::N,товар,საქონელი
501,Nutzen::N,выгода,ხეირი
502,Reichtum::N,богатство,სიმდიდრე
503,Welt::N,мир,მსოფლიო
504,Land::N,страна,მხარე
505,Land::N,страна,ქვეყანა
506,Staat::N,государство,სახელმწიფო
507,König::N,король,მეფე
508,Macht::N,власть,ძლიერება
509,Grenze::N,граница,ზღვარი
510,Krieg::N,война,ომი
511,Feind::N,враг,მტერი
512,Gewalt::N,насилие,სისასტიკე
513,Kampf::N,борьба,ბრძოლა
514,Bogen[Waffe]::N,лук,მშვილდი
515,Pfeil::N,стрела,ისარი
516,Pfeil::N,стрела,მახვილი
517,Gewehr::N,ружье,თოფი
518,Gewehr::N,ружье,შაშხანა
519,Fehler::N,ошибка,შეცდომა
520,Lüge::N,ложь,სიცრუე
521,Schaden::N,вред,ვნება
522,Unglück::N,беда,ხიფათი
523,Unglück::N,беда,უბედურება
524,Schuld::N,вина,ბრალი
525,Alter::N,возраст,ასაკი
526,Schluss::N,окончание,ბოლო
527,Schluss::N,окончание,დასასრული
528,Zeit::N,время,დრო
529,Tag::N,день,დღე
530,Morgen::N,утро,დილა
531,Mittag::N,полдень,შუადღე
532,Abend::N,вечер,საღამო
533,Nacht::N,ночь,ღამე
534,Woche::N,неделя,კვირა
535,Monat::N,месяц,თვე
536,Jahr::N,год,წელი
537,Frühling::N,весна,გაზაფხული
538,Sommer::N,лето,ზაფხული
539,Herbst::N,осень,შემოდგომა
540,Winter::N,зима,ზამთარი
541,Januar::N,январь,იანვარი
542,Februar::N,февраль,თებერვალი
543,März::N,март,მარტი
544,April::N,апрель,აპრილი
545,Mai::N,май,მაისი
546,Juni::N,июнь,ივნისი
547,Juli::N,июль,ივლისი
548,August::N,август,აგვისტო
549,September::N,сентябрь,სექტემბერი
550,Oktober::N,октябрь,ოქტომბერი
551,November::N,ноябрь,ნოემბერი
552,Dezember::N,декабрь,დეკემბერი
553,Montag::N,понедельник,ორშაბათი
554,Dienstag::N,вторник,სამშაბათი
555,Mittwoch::N,среда,ოთხშაბათი
556,Donnerstag::N,четверг,ხუთშაბათი
557,Freitag::N,пятница,პარასკევი
558,Samstag::N,суббота,შაბათი
559,Sonntag::N,воскресенье,კვირა
560,groß::A,большой,დიდი
561,klein::A,маленький,მცირე
562,klein::A,маленький,პატარა
563,lang::A,длинный,გრძელი
564,kurz::A,короткий,მოკლე
565,breit::A,широкий,ფართო
566,breit::A,широкий,განიერი
567,schmal::A,узкий,ვიწრო
568,schmal::A,узкий,წვრილი
569,dicht::A,густой,მჭიდრო
570,dick[Gegenstand]::A,толстый,სქელი
571,dünn::A,тонкий,წვრილი
572,fein::A,тонкий,თხელი
573,fest::A,крепкий,მყარი
574,flach::A,плоский,ბრტყელი
575,glatt::A,гладкий,გლუ
576,hart::A,твердый,მაგარი
577,weich::A,мягкий,რბილი
578,rund::A,круглый,მრგვალი
579,spitz::A,остроконечный,წვეტიანი
580,scharf::A,острый,მჭრელი
581,stumpf::A,тупой,ბლაგვი
582,schwer::A,тяжелый,მძიმე
583,schön::A,красивый,ლამაზი
584,heiß::A,жаркий,ცხელი
585,warm::A,теплый,თბილი
586,kalt::A,холодный,ცივი
587,kühl::A,прохладный,გრილი
588,frisch::A,свежий,სუფთა
589,feucht::A,влажный,ნოტიო
590,nass::A,мокрый,სველი
591,trocken::A,сухой,მშრალი
592,voll::A,полный,სავსე
593,voll::A,наполненный,სავსე
594,leer::A,пустой,ცარიელი
595,offen::A,открытый,ღია
596,offen::A,открытый,გაშლილი
597,geschlossen::A,закрытый,დახურული
598,sauber::A,чистый,სუფთა
599,sauber::A,чистый,წმინდა
600,schmutzig::A,грязный,ტალახიანი
601,roh::A,сырой,უმი
602,reif::A,зрелый,მწიფე
603,lecker::A,вкусный,გემრიელი
604,süß::A,сладкий,ტკბილი
605,bitter::A,горький,მწარე
606,sauer::A,кислый,მჟავე
607,hell::A,светлый,ნათელი
608,dunkel::A,темный,ბნელი
609,schwarz::A,черный,შავი
610,weiß::A,белый,თეთრი
611,rot::A,красный,წითელი
612,gelb::A,желтый,ყვითელი
613,blau::A,синий,ლურჯი
614,blau::A,синий,ცისფერი
615,grün::A,зеленый,მწვანე
616,grau::A,серый,რუხი
617,grau::A,серый,ნაცრისფერი
618,bunt::A,пестрый,ჭრელი
619,bunt::A,пестрый,ფერადი
620,billig::A,дешевый,იაფი
621,teuer::A,дорогой,ძვირი
622,wertvoll::A,ценный,ღირსიანი
623,blind::A,слепой,ბრმა
624,taub::A,глухой,ყრუ
625,kräftig::A,могучий,ძალავანი
626,stark::A,сильный,ძლიერი
627,stark::A,сильный,ღონიერი
628,schwach::A,слабый,სუსტი
629,fett::A,жирный,სქელი
630,schlank::A,стройный,გამხდარი
631,hübsch::A,прелестный,ეშხიანი
632,hübsch::A,прелестный,მშვენიერი
633,böse::A,злой,ავი
634,böse::A,злой,ბოროტი
635,dumm::A,глупый,ბოთე
636,dumm::A,глупый,სულელი
637,faul::A,ленивый,ზანტი
638,faul::A,ленивый,ზარმაცი
639,fleißig::A,прилежный,ბეჯითი
640,fleißig::A,прилежный,მუყაითი
641,geizig::A,жадный,ძუნწი
642,klug::A,умный,ჭკვიანი
643,geschickt::A,искусный,მარჯვე
644,geschickt::A,искусный,გაწაფული
645,lieb::A,милый,სატრფიალო
646,lustig::A,веселый,მხიარული
647,sanft::A,нежный,ალერსიანი
648,sanft::A,нежный,გრძნობიერი
649,hungrig::A,голодный,მშიერი
650,krank::A,больной,სნეული
651,krank::A,больной,ავადმყოფი
652,nackt::A,голый,ტიტველი
653,traurig::A,грустный,მწუხარე
654,traurig::A,грустный,სევდიანი
655,lebendig::A,живой,ცოცხალი
656,gut::A,хороший,კარგი
657,schlecht::A,плохой,უხეირო
658,richtig::A,правильный,ნამდვილი
659,schlimm::A,отвратительный,ცუდი
660,schlimm::A,мерзкий,ცუდი
661,wahr::A,настоящий,სწორი
662,wahr::A,настоящий,ჭეშმარიტი
663,alt::A,старый,ძველი
664,neu::A,новый,ახალი
665,ehemalig::A,бывший,ყოფილი
666,alt[Lebewesen]::A,пожилой,ბებერი
667,jung::A,молодой,ნორჩი
668,jung::A,молодой,ახალგაზრდა
669,arm::A,бедный,ღარიბი
670,reich::A,богатый,მდიდარი
671,bekannt::A,знакомый,ცნობილი
672,berühmt::A,знаменитый,გამოჩენილი
673,fremd::A,чужой,უცხო
674,fremd::A,чужой,გარეშე
675,verschieden::A,разный,სხვაგვარი
676,nah::A,близкий,ახლო
677,fern::A,далекий,შორი
678,fern::A,далекий,შორეული
679,linker::A,левый,მარცხენა
680,rechter::A,правый,მარჯვენა
681,anderer::A,другой,სხვა
682,erster::A,первый,პირველი
683,zweiter::A,второй,მეორე
684,dritter::A,третий,მესამე
685,letzter::A,последний,ბოლო
686,letzter::A,последний,უკანასკნელი
687,allein::ADV,один,მარტო
688,auf einmal::ADV,сразу,ერთდროულად
689,zusammen::ADV,вместе,ერთად
690,lange::ADV,долго,დიდხანს
691,plötzlich::ADV,вдруг,მოულოდნელად
692,sofort::ADV,тотчас,ახლავე
693,später::ADV,позже,მოგვიანებით
694,jetzt::ADV,сейчас,ახლა
695,heute::ADV,сегодня,დღეს
696,morgen::ADV,завтра,ხვალ
697,bald::ADV,скоро,მალე
698,dann::ADV,потом,მერე
699,gestern::ADV,вчера,გუშინ
700,einst::ADV,однажды,ოდესღაც
701,damals::ADV,тогда,მაშინ
702,danach::ADV,затем,მერმე
703,danach::ADV,затем,შემდეგ
704,vorher::ADV,раньше,ადრე
705,vorher::ADV,раньше,წინათ
706,zuerst::ADV,сперва,ჯერ
707,einmal::ADV,раз,ერთხელ
708,manchmal::ADV,иногда,ხან
709,manchmal::ADV,иногда,ზოგჯერ
710,oft::ADV,часто,ხშირად
711,immer::ADV,всегда,მუდამ
712,immer::ADV,всегда,ყოველთვის
713,niemals::ADV,никогда,არასდროს
714,hier::ADV,здесь,აქ
715,hierhin::ADV,сюда,აქეთ
716,von hier::ADV,отсюда,აქედან
717,dort::ADV,там,იქ
718,dorthin::ADV,туда,იქით
719,geradeaus::ADV,прямо,პირდაპირ
720,vorwärts::ADV,вперед,წინ
721,rückwärts::ADV,назад,უკან
722,zurück::ADV,обратно,უკანვე
723,unten::ADV,внизу,დაბლა
724,unten::ADV,внизу,ქვევით
725,hinab::ADV,вниз,ძირს
726,oben::ADV,наверху,ზემოთ
727,hinauf::ADV,вверх,ზევით
728,überall::ADV,везде,ყველგან
729,nicht::ADV,не,არ
730,ein wenig::ADV,немного,ცოტა
731,kaum::ADV,едва,ძლივს
732,sehr::ADV,очень,მეტად
733,sehr::ADV,очень,ძალიან
734,so::ADV,так,ისე
735,noch::ADV,еще,ჯერ
736,nur::ADV,только,მხოლოდ
737,schon::ADV,уже,უკვე
738,wieder::ADV,опять,ისევ
739,wieder::ADV,опять,კიდევ
740,vergebens::ADV,напрасно,ამაოდ
741,vergebens::ADV,напрасно,ტყუილად
742,vor::PRP,перед,წინ
743,hinter::PRP,за,უკან
744,hinter::PRP,за,მიღმა
745,hinter::PRP,позади,უკან
746,hinter::PRP,позади,მიღმა
747,unter::PRP,под,ქვეშ
748,unter::PRP,под,ქვევით
749,durch::PRP,сквозь,გავლით
750,neben::PRP,возле,გვერდით
