,Concept_ID,lez,ga
790,zusammen::ADV,санал,le chéile
791,zusammen::ADV,санал,in eineacht
792,lange::ADV,яргъалди,fada
793,plötzlich::ADV,садлагьана,go tobann
794,plötzlich::ADV,садлагьана,i dtobainne
795,sofort::ADV,гьасятда,ar an toirt
796,sofort::ADV,гьасятда,ar an bpointe
797,später::ADV,гуьгъуьнлай,níos déanaí
798,jetzt::ADV,гила,anois
799,heute::ADV,къе,inniu
800,morgen::ADV,пака,amárach
801,bald::ADV,мукьва,go luath
802,bald::ADV,мукьва,gan mhoill
803,bald::ADV,мукьвара,go luath
804,bald::ADV,мукьвара,gan mhoill
805,dann::ADV,ахпа,ansin
806,gestern::ADV,накь,inné
807,einst::ADV,садра,tráth
808,einst::ADV,садра,uair amháin
809,damals::ADV,а чӏавуз,ag an am
810,damals::ADV,а чӏавуз,an t-am sin
811,danach::ADV,ахпа,ina dhiaidh sin
812,vorher::ADV,вилик,cheana
813,vorher::ADV,вилик,roimhe sin
814,zuerst::ADV,сифте,ar dtús
815,einmal::ADV,садра,uair amháin
816,manchmal::ADV,гагь-гагь,uaireanta
817,oft::ADV,гзаф вахтара,minic
818,immer::ADV,гьамиша,i gcónaí
819,niemals::ADV,са чӏавузни,riamh
820,niemals::ADV,са вахтундани,riamh
821,hier::ADV,ина,anseo
822,hierhin::ADV,иниз,anseo
823,von hier::ADV,инай,an áit seo
824,dort::ADV,ана,ann
825,dort::ADV,ана,ansin
826,dorthin::ADV,аниз,ann
827,dorthin::ADV,аниз,ansin
828,geradeaus::ADV,дуьз,ar aghaidh
829,vorwärts::ADV,вилик,
830,vorwärts::ADV,виликди,
831,rückwärts::ADV,кьулухъ,siar
832,unten::ADV,агъада,thíos
833,hinab::ADV,агъуз,síos
834,oben::ADV,винел,thuas
835,hinauf::ADV,виниз,suas
836,überall::ADV,вирина,i ngach áit
837,überall::ADV,вирина,ar fud na háite
838,nicht::ADV,ваъ,ní
839,nicht::ADV,ваъ,cha
840,ein wenig::ADV,са тӏимил,beagán
841,kaum::ADV,жизви,ar éigean
842,sehr::ADV,лап,an-
843,so::ADV,икӏ,chomh
844,so::ADV,икӏ,mar sin
845,noch::ADV,гьеле,fós
846,noch::ADV,гьеле,go fóill
847,nur::ADV,анжах,amháin
848,nur::ADV,анжах,níl ach
849,schon::ADV,хъувуна,cheana
850,schon::ADV,хъувуна,cheana féin
851,schon::ADV,мадни дардиз,cheana
852,schon::ADV,мадни дардиз,cheana féin
853,schon::ADV,мадни гуьтӏуьз,cheana
854,schon::ADV,мадни гуьтӏуьз,cheana féin
855,schon::ADV,мадни гуьтӏуь я,cheana
856,schon::ADV,мадни гуьтӏуь я,cheana féin
857,vergebens::ADV,нагьакь,amú
858,vergebens::ADV,нагьакь,in aisce
859,vergebens::ADV,нагьакьа,amú
860,vergebens::ADV,нагьакьа,in aisce
861,vor::PRP,вилик,ar thosach
862,hinter::PRP,кьулухъ,laistiar de
863,hinter::PRP,кьулухъ,taobh thiar de
864,unter::PRP,кӏаник,faoi
865,durch::PRP,арадай,trí
866,durch::PRP,-кай хкатна,trí
867,neben::PRP,патав,taobh le
868,neben::PRP,патав,in aice le
869,neben::PRP,мукьув,taobh le
870,neben::PRP,мукьув,in aice le
871,zwischen::PRP,ара,idir
872,zwischen::PRP,арада,idir
873,wegen::PRP,гъиляй,de bharr
874,wegen::PRP,гъиляй,mar gheall ar
875,dies::PRN,и,seo
876,dies::PRN,им,seo
877,das::PRN,а,sin
878,das::PRN,ам,sin
879,alles::PRN,вири,gach rud
880,alles::PRN,михьиз,gach rud
881,ich::PRN,за,mé
882,ich::PRN,за,mise
883,ich::PRN,зун,mé
884,ich::PRN,зун,mise
885,du::PRN,вун,tú
886,du::PRN,вун,tusa
887,er::PRN,ам,sé
888,er::PRN,ам,seisean
889,er::PRN,гьа,sé
890,er::PRN,гьа,seisean
891,wir::PRN,чун,sinn
892,ihr::PRN,куьн,sibh
893,ihr::PRN,куьн,sibhse
894,sie::PRN,абур,siad
895,sie::PRN,абур,siadsan
896,was::FPRN,вуч,cad
897,was::FPRN,вуч,céard
898,wer::FPRN,вуж,cé
899,wo::FADV,гьина,cá
900,wo::FADV,гьина,cén áit
901,wohin::FADV,гьиниз,cá
902,wohin::FADV,гьиниз,cén áit
903,wie::FADV,гьикӏ,conas
904,wie::FADV,гьикӏ,cén chaoi
905,warum::FADV,вучиз,cén fáth
906,warum::FADV,вучиз,cad chuige
907,wieviel::FNUM,шумуд,cá mhéad
908,eins::NUM,са,aon
909,zwei::NUM,кьвед,dhá
910,drei::NUM,пуд,trí
911,vier::NUM,кьуд,ceathair
912,fünf::NUM,вад,cúig
913,sechs::NUM,ругуд,sé
914,sieben::NUM,ирид,seacht
915,acht::NUM,муьжуьд,ocht
916,neun::NUM,кӏуьд,naoi
917,zehn::NUM,цӏуд,deich
918,elf::NUM,цӏусад,aon déag
919,zwölf::NUM,цӏикьвед,dó dhéag
920,zwanzig::NUM,къад,fiche
921,dreißig::NUM,къанницӏуд,tríocha
922,vierzig::NUM,яхцӏур,daichead
923,vierzig::NUM,яхцӏур,ceathracha
924,fünfzig::NUM,яхцӏурни цӏуд,caoga
925,sechzig::NUM,пудкъад,seasca
926,siebzig::NUM,пудкъанни цӏуд,seachtó
927,achtzig::NUM,кьудкъад,ochtó
928,neunzig::NUM,кьудкъанни цӏуд,nócha
929,hundert::NUM,виш,céad
930,tausend::NUM,агъзур,míle
931,und::CNJ,ва,agus
932,oder::CNJ,я,nó
933,stehen::V,акъвазун,seas
934,sitzen::V,ацукьун,suigh
935,liegen::V,къаткун,luigh
936,hängen::V,куьрс хьун,tá crochta
937,werden::V,хьун,éirigh
938,passieren::V,хьун,tarlaigh
939,beginnen::V,башламиш хьун,tosaigh
940,enden::V,куьтягь хьун,críochnaigh
941,wechseln::V,дегиш хьун,athraigh
942,aufgehen[Sonne]::V,экъечӏун,éirigh
943,untergehen[Sonne]::V,акӏун,fuin
944,untergehen[Sonne]::V,акӏун,téigh faoi
945,scheinen[Sonne]::V,ишигь гун,taitin
946,scheinen[Sonne]::V,ишигь гун,soilsigh
947,donnern::V,къукърумар авун,tá toirneach ann
948,strömen::V,авахьун,sil
949,fließen::V,авахьун,rith
950,fließen::V,авахьун,snigh
951,sich drehen::V,элкъуьн,cas
952,sich drehen::V,элкъуьн,imrothlaigh
953,schwanken::V,юзун,luasc
954,schwingen::V,галтад хьун,luasc
955,fallen::V,аватун,tit
956,brennen::V,кун,dóigh
957,brennen::V,ккун,dóigh
958,regnen::V,къун,báistigh
959,regnen::V,къун,tá ag cur báistí
960,gefrieren::V,муркӏади кьун,sioc
961,gefrieren::V,муркӏади кьун,reoigh
962,tauen::V,цӏурун,leáigh
963,tauen::V,цӏурун,coscair
964,schmelzen::V,цӏурун,leáigh
965,trocknen::V,кьурун,triomaigh
966,sieden::V,ругун,fiuch
967,sieden::V,ругун,beirigh
968,faulen::V,кутӏун,lobh
969,faulen::V,кутӏун,dreoigh
970,verfaulen::V,чуьруьтмиш хьун,lobh
971,verfaulen::V,чуьруьтмиш хьун,feoigh
972,verfaulen::V,кутӏун,lobh
973,verfaulen::V,кутӏун,feoigh
974,reißen::V,атӏун,bris
975,reißen::V,къазунун,bris
976,versinken::V,батмиш хьун,téigh síos
977,vergehen::V,алатун,téigh thart
978,erscheinen::V,майдандиз акъатун,tar
979,verschwinden::V,квахьун,imigh
980,sinken::V,элекьун,tit
981,sinken::V,элекьун,ísligh
982,abnehmen::V,тӏимил хьун,maolaigh
983,abnehmen::V,тӏимил хьун,laghdaigh
984,abnehmen::V,гъвечӏи хьун,maolaigh
985,abnehmen::V,гъвечӏи хьун,laghdaigh
986,zunehmen::V,артух хьун,méadaigh
987,steigen::V,хкаж хьун,éirigh
988,wachsen::V,экъечӏун,fás
989,glänzen::V,цӏарцӏар гун,lonraigh
990,funkeln::V,нур гун,drithligh
991,lärmen::V,ван авун,tóg callán
992,läuten::V,зенг ягъун,buail
993,klingeln::V,зенг ягъун,buail
994,klirren::V,зигринг авун,cling
995,brausen::V,къати хьун,búir
996,rauschen::V,вишриш авун,tá ag siosarnach
997,klingen::V,ван авун,tá glór ag
998,bellen::V,элуькьун,amhastraigh
999,heulen::V,къув ягъун,glam
1000,blasen::V,уф гун,séid
1001,pfeifen::V,уьфт ягъун,lig fead
1002,schreien::V,гьараюн,béic
1003,schreien::V,гьараюн,glaoigh
1004,stöhnen::V,суза авун,lig cnead
1005,zittern::V,зурзун,crith
1006,zittern::V,зурзун,creathnaigh
1007,leben::V,яшамиш хьун,mair
1008,geboren werden::V,хьун,rugadh
1009,atmen::V,нефес чӏугун,análaigh
1010,trinken::V,хъун,ól
1011,essen::V,тӏуьн,ith
1012,schlucken::V,туькьуьнун,slog
1013,müde werden::V,галатун,tuirsigh
1014,müde werden::V,юргъун хьун,tuirsigh
1015,einschlafen::V,ксун,tit ina chodladh
1016,schlafen::V,ксун,codail
1017,aufwachen::V,ахварай аватун,múscail
1018,aufstehen::V,къарагъун,éirigh
1019,sich erholen::V,ял ягъун,lig scíth
1020,krank werden::V,кефсуз хьун,éirigh tinn
1021,krank sein::V,тӏа хьун,tá tinn
1022,schmerzen::V,тӏа хьун,tá pian i
1023,husten::V,уьгьуь ягъун,déan casacht
1024,genesen::V,сагъ хъхьун,téarnaigh
1025,sterben::V,кьин,éag
1026,sterben::V,кьин,faigh bás
1027,umkommen::V,терг хьун,caill
1028,sich bewegen::V,юзун,bog
1029,sich bewegen::V,юзун,gluais
1030,sich rühren::V,юзун,corraigh
1031,sich erheben::V,къарагъун,seas suas
1032,sich setzen::V,ацукьун,suigh
1033,hinfallen::V,алукьун,tit
1034,laufen::V,къекъуьн,siúil
1035,schreiten::V,ккамар къачун,siúil
1036,spazierengehen::V,сейр авун,téigh ag spaisteoireacht
1037,eilen::V,тади авун,deifrigh
1038,eilen::V,тади авун,brostaigh
1039,sich beeilen::V,гьерекатун,deifrigh
1040,sich beeilen::V,гьерекатун,déan deifir
1041,sausen::V,чкурун,luathaigh
1042,rennen::V,катун,rith
1043,rennen::V,зверун,rith
1044,springen::V,хкадарун,léim
1045,klettern::V,акьахун,dreap
1046,kriechen::V,капаралди фин,snámh
1047,schwimmen::V,сирнав авун,snámh
1048,tauchen::V,кьилихъди циз вегьин,tum
1049,rudern::V,кьусуйралди лодка гьалун,iomair
1050,rudern::V,кьусуйралди лодка гьалун,rámhaigh
1051,rudern::V,цуьруьгъуьлдалди кӏватӏун,iomair
1052,rudern::V,цуьруьгъуьлдалди кӏватӏун,rámhaigh
1053,fahren::V,фин,tiomáin
1054,fliegen::V,лув гун,eitil
1055,fliegen::V,цавай фин,eitil
1056,gehen::V,фин,téigh
1057,weggehen::V,хъфин,imigh
1058,abfahren::V,фин,imigh
1059,abfahren::V,рекье гьатун,imigh
1060,anhalten::V,акъвазун,stad
1061,hineingehen::V,гьахьун,téigh isteach
1062,eintreten::V,гьахьун,téigh isteach
1063,kommen::V,атун,tar
1064,ankommen::V,атун,tar
1065,zurückkommen::V,хтун,fill
1066,bleiben::V,амукьун,fan
1067,warten::V,гуьзлемишун,fan
1068,erwarten::V,вил алаз акъвазун,tá ag súil le
1069,erwarten::V,вил алаз акъвазун,tá ag dréim le
1070,suchen::V,къекъуьн,lorg
1071,finden::V,жугъун,faigh
1072,finden::V,жугъун,aimsigh
1073,versuchen::V,алахъун,triail
1074,vorbereiten::V,гьазурун,réitigh
1075,lieben::V,кӏан хьун,gráigh
1076,mögen::V,рикӏ ацукьун,taitin le
1077,mögen::V,рикӏ ацукьун,is maith le
1078,lachen::V,хъуьруьн,gáir
1079,weinen::V,шехьун,goil
1080,weinen::V,шехьун,caoin
1081,schimpfen::V,сеперар гун,tá ag clamhsán
1082,schimpfen::V,экъуьгъунар авун,tá ag clamhsán
1083,sich ärgern::V,хъел акатун,tá corraithe
1084,sich fürchten::V,кичӏе хьун,tá eagla ar
1085,fürchten::V,къурхутмиш хьун,tá eagla ar
1086,fliehen::V,катун,teith
1087,flüchten::V,катун,éalaigh
1088,sehen::V,акун,feic
1089,anschauen::V,вил вегьин,dearc
1090,anschauen::V,вил вегьин,féach ar
1091,ansehen::V,килигун,breathnaigh
1092,hören::V,ван хьун,cluin
1093,zuhören::V,яб гун,éist
1094,probieren::V,дад акун,bliais
1095,riechen::V,ни чӏугун,bolaigh
1096,fühlen::V,гьисс авун,braith
1097,fühlen::V,гьисс авун,mothaigh
1098,frieren::V,кьун,tá fuar
1099,frieren::V,мекьи хьун,tá fuar
1100,tun::V,авун,déan
1101,können::V,хьун,féad
1102,können::V,хьун,is féidir le
1103,können::V,акъакьун,féad
1104,können::V,акъакьун,is féidir le
1105,wollen::V,кӏан хьун,tá ag iarraidh
1106,anfangen::V,башламишун,tosaigh
1107,anfangen::V,башламишун,cuir tús le
1108,beenden::V,куьтягьун,críochnaigh
1109,beenden::V,куьтягьун,cuir deireadh le
1110,aufhören::V,акъвазун,stad
1111,gelingen::V,арадал атун,éirigh le
1112,geraten::V,акъатун,tá deireadh ar
1113,öffnen::V,ахъаюн,oscail
1114,schließen::V,акьалун,dún
1115,schließen::V,акьалун,iaigh
1116,stellen::V,эцигун,cuir
1117,setzen::V,ацукьарун,cuir
1118,setzen::V,ацукьарун,socraigh
1119,legen::V,эцигун,cuir
1120,berühren::V,хкӏурун,teagmhaigh le
1121,verbinden::V,гилигун,ceangail
1122,bedecken::V,кӏевун,clúdaigh
1123,bedecken::V,кӏевун,cumhdaigh
1124,aufhängen::V,куьрсарун,croch
1125,anzünden::V,куькӏуьрун,las
1126,anzünden::V,куькӏуьрун,adhain
1127,aufheben::V,хкажун,tóg
1128,aufheben::V,хкажун,ardaigh
1129,zurücklassen::V,тун,fág
1130,verlieren::V,квадарун,caill
1131,fallen lassen::V,авадрун,lig uait
1132,fallen lassen::V,авадрун,caith uait
1133,machen::V,авун,déan
1134,machen::V,авун,réitigh
1135,machen::V,кар авун,déan
1136,machen::V,кар авун,réitigh
1137,herstellen::V,расун,táirg
1138,bauen::V,туькӏуьрун,tóg
1139,reparieren::V,расун,deisigh
1140,verbessern::V,хъсанрун,feabhsaigh
1141,ändern::V,табдил авун,athraigh
1142,graben::V,эгъуьнун,tochail
1143,beugen::V,акӏажарун,crom
1144,beugen::V,кангур авун,crom
1145,biegen::V,патахъарун,lúb
1146,drehen::V,алчударун,cas
1147,umdrehen::V,элкъуьрун,iompaigh
1148,umdrehen::V,элкъуьрун,tiontaigh
1149,heben::V,хкажун,ardaigh
1150,hochheben::V,хкажун,tóg
1151,ergreifen::V,агалчна кьун,beir ar
1152,halten::V,кьун,coimeád
1153,halten::V,кьун,coinnigh
1154,drücken::V,чуькьуьн,brúigh
1155,schieben::V,хуртӏ гун,brúigh
1156,kratzen::V,къадгъунун,scríob
1157,lecken::V,мез гун,ligh
1158,lecken::V,мез гун,leadhb
1159,beißen::V,кӏасун,bain greim as
1160,abreißen::V,галудун,stróic
1161,abreißen::V,галудун,tarraing
1162,abschneiden::V,атӏун,scoith
1163,stecken::V,сухун,sáigh
1164,brechen::V,хун,bris
1165,brechen::V,кукӏварун,bris
1166,klopfen::V,тахъ-тахъ авун,cnag
1167,hauen::V,ягъун,buail
1168,kleben::V,алкӏурун,gliúáil
1169,kleben::V,кукӏурун,gliúáil
1170,reiben::V,тӏушунун,cuimil
1171,streichen::V,алтадун,leath
1172,schleifen::V,кӏвенкӏв авун,líomh
1173,schneiden::V,атӏун,gearr
1174,rütteln::V,къарсурун,croith
1175,schütteln::V,къарсурун,croith
1176,schwenken::V,элягъун,luasc
1177,schwenken::V,галтадун,luasc
1178,schütten::V,цун,doirt
1179,füllen::V,ацӏурун,líon
1180,einwickeln::V,кутун,cuach
1181,einwickeln::V,кутун,clúdaigh
1182,einwickeln::V,элкъуьрун,cuach
1183,einwickeln::V,элкъуьрун,clúdaigh
1184,tragen::V,тухун,iompair
1185,schleppen::V,галчӏурун,tarraing
1186,ziehen::V,ялун,tarraing
1187,ziehen::V,чӏугун,tarraing
1188,aufbewahren::V,хуьн,coinnigh
1189,werfen::V,гадрун,caith
1190,fangen::V,кьун,ceap
1191,packen::V,кьун,beir ar
1192,verstecken::V,кӏевун,folaigh
1193,verstecken::V,кӏевун,cuir i bhfolach
1194,teilen::V,паюн,roinn
1195,schicken::V,ракъурун,seol
1196,bringen::V,гъун,beir
1197,bringen::V,гъун,tabhair
1198,hinzufügen::V,алава авун,cuir le
1199,bekommen::V,къачун,faigh
1200,bekommen::V,жугъурун,faigh
1201,erhalten::V,къачун,faigh
1202,nehmen::V,къачун,tóg
1203,nehmen::V,къачун,glac
1204,wählen::V,хкягъун,pioc
1205,wählen::V,хкягъун,roghnaigh
1206,auswählen::V,хкягъун,roghnaigh
1207,bewahren::V,хуьн,caomhnaigh
1208,behindern::V,манийвал авун,cuir bac ar
1209,verderben::V,чӏурун,mill
1210,beschädigen::V,нукьсанвал гун,loit
1211,beschädigen::V,нукьсанвал гун,déan damáiste do
1212,zerbrechen::V,хун,bris
1213,zerreißen::V,къазунун,stiall
1214,zerstören::V,чӏурун,mill
1215,zerstören::V,чӏурун,scrios
1216,zerstören::V,барбатӏун,mill
1217,zerstören::V,барбатӏун,scrios
1218,verbrennen::V,ккун,las
1219,verbrennen::V,ккун,dóigh
1220,geben::V,гун,tabhair
1221,reichen::V,вугун,sín
1222,reichen::V,вугун,cuir
1223,reichen::V,гун,sín
1224,reichen::V,гун,cuir
1225,schenken::V,пишкеш авун,bronn
1226,schenken::V,пишкеш авун,tabhair
1227,versprechen::V,гаф гун,geall
1228,wünschen::V,дуьа авун,guigh
1229,loben::V,тариф авун,mol
1230,küssen::V,темен гун,póg
1231,wiegen::V,эчӏягъун,bog
1232,wiegen::V,эчӏягъун,luasc
1233,zudecken::V,гьалдун,clúdaigh
1234,wecken::V,ахварай авудун,dúisigh
1235,zeigen::V,къалурун,taispeáin
1236,führen::V,тухун,treoraigh
1237,lehren::V,кӏелиз тун,múin
1238,lehren::V,кӏелиз тун,teagasc
1239,unterrichten::V,тарс гун,múin
1240,unterrichten::V,тарс гун,teagasc
1241,aufziehen::V,тербия гун,tóg
1242,aufziehen::V,тербияламишун,tóg
1243,leiten::V,идара авун,tá i gceannas ar
1244,antreiben::V,тади кутун,gríosaigh
1245,einladen::V,теклиф авун,cuir cuireadh ar
1246,vereinigen::V,сад авун,aontaigh
1247,besuchen::V,кьилив атун,tabhair cuairt ar
1248,treffen::V,гьалтун,cas ar
1249,treffen::V,гьалтун,buail le
1250,sich versammeln::V,алтӏушун,bailigh
1251,sich versammeln::V,алтӏушун,cruinnigh
1252,spielen::V,къугъун,imir
1253,spielen::V,къугъун,tá ag spraoi
1254,singen::V,лугьун,can
1255,singen::V,мани лугьун,can
1256,tanzen::V,кьуьл авун,rinc
1257,tanzen::V,кьуьл авун,damhsaigh
1258,sich trennen::V,къакъатун,scar
1259,verlassen::V,гъил къачун,fág
1260,retten::V,къутармишун,tarrtháil
1261,bewachen::V,хуьн,cosain
1262,bewachen::V,хуьн,gardáil
1263,schützen::V,хуьн,cosain
1264,verteidigen::V,хуьн,cosain
1265,sich schlagen::V,кукӏун,tá ag bruíon
1266,schießen::V,акъатун,caith
1267,schießen::V,акъатун,scaoil
1268,siegen::V,гъалиб хьун,bain
1269,siegen::V,гъалиб хьун,buaigh
1270,ärgern::V,хъел гъун,cuir isteach ar
1271,ärgern::V,хъел кутун,cuir isteach ar
1272,schlagen::V,ягъун,buail
1273,schlagen::V,галукьарун,buail
1274,treten::V,кьуьл къекъягъун,ciceáil
1275,treten::V,кьуьл эцягъун,ciceáil
1276,stechen::V,акьадарун,sáigh
1277,stoßen::V,эцягъун,brúigh
1278,stoßen::V,эцягъун,soncáil
1279,stehlen::V,чуьнуьхун,goid
1280,stören::V,хкуьрун,cuir isteach ar
1281,belästigen::V,хкуьрун,cuir as do
1282,belästigen::V,азият гун,cuir as do
1283,verbergen::V,далдаламишун,ceil
1284,täuschen::V,алцурарун,cuir dallamullóg ar
1285,täuschen::V,алцуррун,cuir dallamullóg ar
1286,betrügen::V,алцурарун,déan calaois ar
1287,betrügen::V,гьарамзадавал авун,déan calaois ar
1288,töten::V,яна кьин,maraigh
1289,wohnen::V,дуланмиш хьун,cuir faoi
1290,wohnen::V,дуланмиш хьун,tá ina chónaí
1291,arbeiten::V,кӏвалахун,oibrigh
1292,arbeiten::V,кӏвалах авун,oibrigh
1293,sammeln::V,кӏватӏун,bailigh
1294,sammeln::V,кӏватӏун,cruinnigh
1295,pflücken::V,атӏун,pioc
1296,jagen::V,гъуьрч авун,seilg
1297,fischen::V,гъетер кьун,iasc
1298,fassen::V,кьун,beir ar
1299,hüten::V,чӏура хуьн,aoirigh
1300,treiben::V,гьалун,seol
1301,treiben::V,гьалун,tiomáin
1302,anbinden::V,акалун,ceangail
1303,füttern::V,ем гун,cothaigh
1304,füttern::V,ем гун,beathaigh
1305,melken::V,ацун,bligh
1306,melken::V,ацун,crúigh
1307,hacken::V,куьткуьнун,gearr
1308,gießen::V,яд гун,uiscigh
1309,reifen::V,чурун,aibigh
1310,reifen::V,агакьун,aibigh
1311,zubereiten::V,гьазурун,cócaráil
1312,kochen::V,ругун,bruith
1313,kochen::V,ругун,beirigh
1314,backen::V,чурун,bácáil
1315,braten::V,чурун,róst
1316,braten::V,чурун,frioch
1317,umrühren::V,какадарун,measc
1318,stricken::V,хурун,cniotáil
1319,nähen::V,цун,fuaigh
1320,färben::V,шир ягъун,dathaigh
1321,reinigen::V,михьун,glan
1322,waschen::V,чуьхуьн,nigh
1323,abwischen::V,гуьцӏун,glan
1324,spülen::V,экъуьрун,sruthlaigh
1325,fegen::V,шуткун,scuab
1326,kehren::V,кул алтадун,scuab
1327,baden::V,эхъуьн,folc
1328,sich waschen::V,жендек чуьхуьн,nigh é féin
1329,ausziehen::V,хутӏунун,bain de
1330,ausziehen::V,галудун,bain de
1331,anziehen::V,алукӏун,cuir ar
1332,sich anziehen::V,алукӏун,gléas é féin
1333,sich anziehen::V,парталар алукӏун,gléas é féin
1334,kämmen::V,эвягъун,cíor
1335,schmücken::V,безетмишун,maisigh
1336,schmücken::V,гуьрчегарун,maisigh
1337,sagen::V,лугьун,abair
1338,sprechen::V,рахун,labhair
1339,reden::V,рахун,caintigh
1340,sich unterhalten::V,ихтилат авун,caintigh
1341,sich unterhalten::V,ихтилат авун,tá ag comhrá
1342,fragen::V,жузун,fiafraigh
1343,fragen::V,жузун,cuir ceist
1344,bitten::V,тӏалабун,iarr
1345,erzählen::V,ахъаюн,inis
1346,erzählen::V,ахъаюн,eachtraigh
1347,mitteilen::V,хабар гун,aithris
1348,mitteilen::V,хабар гун,cuir in iúl
1349,nennen::V,тӏвар гун,ainmnigh
1350,rufen::V,эверун,glaoigh
1351,prahlen::V,яцӏу гафар авун,maígh
1352,übersetzen::V,таржума авун,aistrigh
1353,übersetzen::V,гафладун,aistrigh
1354,denken::V,фикир авун,síl
1355,denken::V,фикир авун,ceap
1356,glauben::V,агъун,creid
1357,bemerken::V,фикир гун,tabhair faoi deara
1358,begreifen::V,гъавурда акьун,tuig
1359,lernen::V,кӏелун,foghlaim
1360,wissen::V,чир хьун,tá a fhios ag
1361,wissen::V,чирхьун,tá a fhios ag
1362,sich erinnern an::V,рикӏел хуьн,cuimhnigh ar
1363,sich erinnern an::V,рикӏел хуьн,is cuimhne ar
1364,vergessen::V,рикӏелай фин,dearmad
1365,vergessen::V,рикӏелай алатун,dearmad
1366,messen::V,алцумун,tomhais
1367,zählen::V,гьисабун,cuntais
1368,rechnen::V,гьисабун,ríomh
1369,rechnen::V,гьисабун,áirigh
1370,lesen::V,кӏелун,léigh
1371,malen::V,кхьин,péinteáil
1372,malen::V,шикилар чӏугун,péinteáil
1373,zeichnen::V,чӏугун,línigh
1374,zeichnen::V,чӏугун,tarraing
1375,schreiben::V,кхьин,scríobh
1376,besitzen::V,иеси хьун,is le
1377,kaufen::V,къачун,ceannaigh
1378,kaufen::V,маса къачун,ceannaigh
1379,verkaufen::V,гун,díol
1380,verkaufen::V,маса гун,díol
1381,bezahlen::V,къимет гун,íoc as
1382,bezahlen::V,эвезда авун,íoc as
1383,bezahlen::V,гьакъи агакьрун,íoc as
1384,zahlen::V,къимет гун,íoc
1385,zahlen::V,эвезда авун,íoc
1386,zahlen::V,гьакъи агакьрун,íoc
1387,beherrschen::V,иеси хьун,rialaigh
1388,ertragen::V,таб гун,seas
1389,ertragen::V,таб гун,fulaing
1390,ertragen::V,таб гун,foighnigh
1391,Oberschenkel::N,,ceathrú
1392,Strömung::N,,sruth
1393,Moor::N,,caorán
1394,Moor::N,,móinteán
1395,Gedächtnis::N,,cuimhne
1396,Ski::N,,scí
1397,Platte::N,,leac
1398,Leine::N,,iall
1399,Geschäft::N,,gnó
1400,dick[Gegenstand]::A,,tiubh
1401,auf einmal::ADV,,ag an am céanna
1402,zurück::ADV,,ar ais
1403,wieder::ADV,,arís
1404,wieder::ADV,,athuair
1405,wehen::V,,séid
1406,rauchen::V,,plúch toite
1407,schaukeln::V,,téigh ar an maide corrach
1408,rühren::V,,téigh i bhfeidhm ar
1409,scheinen::V,,tá an chuma ar
1410,zu sehen sein::V,,tá le feiceáil
1411,vernehmen::V,,clois
1412,wenden::V,,tiontaigh
1413,binden::V,,ceangail
1414,lassen::V,,cuir ag
1415,erkennen::V,,aithin
1416,verstehen::V,,tuig
