,Concept_ID,ko,hu
115,Berg::N,산,hegy
116,Gipfel::N,졀졍,csúcs
117,Höhle::N,공동,barlang
118,Abhang::N,몰매,lejtő
119,Quelle::N,근원,forrás
120,Bach::N,내,patak
121,Fluss::N,강,folyó
122,Ufer::N,강변,part
123,Ufer::N,바닷가,part
124,Küste::N,해변,tengerpart
125,Küste::N,해변가,tengerpart
126,Festland::N,본토,szárazföld
127,Meer::N,바다,tenger
128,Bucht::N,협만,öböl
129,Insel::N,섬,sziget
130,Blume::N,꽃,virág
131,Gras::N,풀,fű
132,Wurzel::N,뿌리,gyökér
133,Baum::N,나무,fa
134,Stamm::N,대,tő
135,Stamm::N,대,törzs
136,Rinde::N,나무껍질,kéreg
137,Ast::N,가지,ág
138,Zweig::N,가지,gally
139,Blatt::N,잎,levél
140,Birke::N,자작나무,nyír
141,Kiefer[Baum]::N,소나무,fenyő
142,Weide[Baum]::N,쉬양버들,fűz
143,Tanne::N,전나무,fenyő
144,Horn::N,뿔,szarv
145,Feder::N,깃털,toll
146,Fell::N,피혁모피,szőr
147,Fell::N,피혁모피,bunda
148,Flügel::N,날개,szárny
149,Klaue::N,갈고리 발톺,köröm
150,Kralle::N,발툭,karom
151,Schwanz::N,꼬리,farok
152,Ei::N,알,tojás
153,Nest::N,보금자리,fészek
154,Bau::N,굴,odú
155,Tier::N,짐승,állat
156,Herde::N,가축의떼,nyáj
157,Herde::N,가축의떼,csorda
158,Kuh::N,암소,tehén
159,Bulle::N,황소,bika
160,Pferd::N,말,ló
161,Schaf::N,양,juh
162,Schaf::N,양,birka
163,Schwein::N,돼지,sertés
164,Hund::N,개,eb
165,Hund::N,개,kutya
166,Katze::N,고양이,macska
167,Bär::N,콤,medve
168,Eichhörnchen::N,다람쥐,mókus
169,Elch::N,고라니,jávorszarvas
170,Fuchs::N,여우,róka
171,Hase::N,토끼,nyúl
172,Maus::N,쥐,egér
173,Wolf::N,늑대,farkas
174,Vogel::N,새,madár
175,Schwarm::N,뗴,raj
176,Huhn::N,암탉,tyúk
177,Hahn::N,수탉,kakas
178,Gans::N,거위,lúd
179,Gans::N,거위,liba
180,Adler::N,수리,sas
181,Ente::N,오리,kacsa
182,Eule::N,부엉이,bagoly
183,Kranich::N,두루미,daru
184,Krähe::N,까마귀,varjú
185,Kuckuck::N,뻐꾸기,kakukk
186,Schwan::N,배조,hattyú
187,Fisch::N,물고기,hal
188,Barsch::N,농어,sügér
189,Hecht::N,에속스,csuka
190,Schlange[Tier]::N,뱀,kígyó
191,Wurm::N,벌레,kukac
192,Spinne::N,거미,pók
193,Ameise::N,개미,hangya
194,Laus::N,이,tetű
195,Mücke::N,모기,szúnyog
196,Fliege::N,날기,légy
197,Schmetterling::N,나비,lepke
198,Schmetterling::N,나비,pillangó
199,Beere::N,장과,bogyó
200,Apfel::N,사과,alma
201,Pilz::N,고방이,gomba
202,Zwiebel::N,양파,hagyma
203,Saat::N,씨,vetőmag
204,Korn::N,알맹이,mag
205,Korn::N,알맹이,szem
206,Heu::N,건초,széna
207,Schale::N,피상,héj
208,Falle::N,함정,csapda
209,Schlinge::N,올가미,tőr
210,Schlinge::N,멜빵붕대,tőr
211,Spur::N,발지국,nyom
212,Asche::N,재,hamu
213,Dreck::N,똥,sár
214,Dreck::N,똥,piszok
215,Dreck::N,오물,sár
216,Dreck::N,오물,piszok
217,Eisen::N,쇠,vas
218,Eisen::N,철,vas
219,Gold::N,항금,arany
220,Silber::N,은,ezüst
221,Kohle::N,슻,szén
222,Glas::N,유리,üveg
223,Lehm::N,찰흙,agyag
224,Lehm::N,찰흙,vályog
225,Sand::N,모래,homok
226,Mensch::N,사람,ember
227,Mann::N,남자,úr
228,Mann::N,남자,férfi
229,Frau::N,여자,nő
230,Frau::N,여자,asszony
231,Kind::N,아이,gyerek
232,Kind::N,아이,gyermek
233,Junge::N,소녁,fiú
234,Mädchen::N,소녀,lány
235,Familie::N,가족,család
236,Großvater::N,할아버지,nagyapa
237,Großmutter::N,할머니,nagyanya
238,Eltern::N,어버오,szülők
239,Vater::N,아버지,apa
240,Vater::N,아버지,atya
241,Mutter::N,어머니,anya
242,Sohn::N,아들,fiú
243,Tochter::N,딸기,lány
244,Bruder::N,형제,fivér
245,Bruder::N,형제,testvér
246,Schwester::N,누이,nővér
247,Schwester::N,누이,lánytestvér
248,Onkel::N,백부,nagybácsi
249,Tante::N,아주머니,nagynéni
250,Ehemann::N,남편,férj
251,Ehefrau::N,아내,feleség
252,Freude::N,기쁨,öröm
253,Gelächter::N,웃음,nevetés
254,Gelächter::N,웃음,hahotázás
255,Glück::N,즐거움,boldogság
256,Kummer::N,슬픔,bánat
257,Wunsch::N,소망,óhaj
258,Geist::N,할기,elme
259,Geist::N,할기,szellem
260,Gedanke::N,상념,gondolat
261,Gedächtnis::N,기억,emlékezet
262,Verstand::N,분별,ész
263,Verstand::N,분별,értelem
264,Verstand::N,지능,ész
265,Verstand::N,지능,értelem
266,Sinn::N,센스,értelem
267,Grund::N,까닭,ok
268,Grund::N,까닭,alap
269,Wahrheit::N,참,igaz
270,Wahrheit::N,참,igazság
271,Wahrheit::N,진실,igaz
272,Wahrheit::N,진실,igazság
273,Gespräch::N,대화,beszélgetés
274,Märchen::N,동화,mese
275,Erzählung::N,이야기,elbeszélés
276,Neuigkeit::N,뉴스,újság
277,Name::N,이름,név
278,Rätsel::N,수수께끼,rejtvény
279,Rede::N,연설,beszéd
280,Rede::N,연설,szónoklat
281,Sprache::N,말,nyelv
282,Stimme::N,목소리,hang
283,Wort::N,낱말,szó
284,Zeichen::N,신호,jel
285,Ruf::N,부름,kiáltás
286,Lärm::N,소동,zaj
287,Laut::N,음성,hang
288,Ton::N,목소리,hang
289,Lied::N,노래,dal
290,Lied::N,노래,ének
291,Ruhe::N,쉼,csend
292,Ruhe::N,쉼,nyugalom
293,Leute::N,사람들,emberek
294,Volk::N,국중,nép
295,Arbeit::N,근로,dolog
296,Arbeit::N,너무,dolog
297,Gast::N,손님,vendég
298,Geschenk::N,행하,ajándék
299,Spiel::N,무리,játék
300,Gesellschaft::N,교제,társaság
301,Hilfe::N,거들음,segítség
302,Hilfe::N,보좌,segítség
303,Freund::N,친구,barát
304,Kamerad::N,동실자,társ
305,Angelegenheit::N,용무,ügy
306,Anzahl::N,어떤,szám
307,Anzahl::N,수,szám
308,Art::N,정류,faj
309,Art::N,정류,fajta
310,Stück::N,일부분,darab
311,Teil::N,몱,rész
312,Teil::N,구훠,rész
313,Hälfte::N,2분의,fél
314,Kreis::N,고리,kör
315,Kreuz::N,열십자,kereszt
316,Linie::N,선,vonal
317,Strich::N,스침,vonás
318,Abstand::N,거리,köz
319,Entfernung::N,거리,távolság
320,Gegend::N,곳,táj
321,Gegend::N,곳,vidék
322,Gegend::N,부금,táj
323,Gegend::N,부금,vidék
324,Platz::N,장소,hely
325,Ort::N,장소,hely
326,Seite::N,옆면,fél
327,Seite::N,옆면,oldal
328,Mitte::N,궁간,közép
329,Gegenstand::N,항목,tárgy
330,Sache::N,뭉에,dolog
331,Rand::N,가,szél
332,Rand::N,가,perem
333,Rand::N,가,szegély
334,Kante::N,귀퉁,él
335,Ecke::N,구석,sarok
336,Ecke::N,구석,szöglet
337,Spitze::N,끝,csúcs
338,Spitze::N,참단,csúcs
339,Ende::N,말당,vég
340,Loch::N,빙옷,lyuk
341,Winkel::N,각도,szög
342,Muster::N,본,minta
343,Muster::N,견복,minta
344,Größe::N,신장,nagyság
345,Länge::N,길이긺,hossz
346,Länge::N,길이긺,hosszúság
347,Höhe::N,높이,magasság
348,Gewicht::N,추,súly
349,Menge::N,수양,sokaság
350,Menge::N,수양,mennyiség
351,Haufen::N,퇴적,halom
352,Reihe::N,열,sor
353,Boot::N,보트,csónak
354,Ruder::N,노,evező
355,Schlitten::N,썰매,szánkó
356,Ski::N,스키,sí
357,Lagerfeuer::N,캠프의 모닥불,tábortűz
358,Last::N,무거운짐,teher
359,Gang::N,걸음,járás
360,Schritt::N,보조,lépés
361,Norden::N,북쪽 ,észak
362,Süden::N,남쪽,dél
363,Westen::N,서쪽,nyugat
364,Osten::N,동쪽,kelet
365,Holz::N,목재,fa
366,Brett::N,마루널,deszka
367,Platte::N,탤,lap
368,Platte::N,탤,lemez
369,Platte::N,금속판,lap
370,Platte::N,금속판,lemez
371,Stütze::N,버팀목,támasz
372,Stütze::N,버팀목,támaszték
373,Stange::N,장대,rúd
374,Stange::N,장대,pózna
375,Stock::N,막대기,pálca
376,Stab::N,작대기,bot
377,Rohr::N,갈대,cső
378,Haus::N,집,ház
379,Heim::N,집,otthon
380,Ofen::N,아궁이,kályha
381,Fußboden::N,마루,padló
382,Tisch::N,탁자,asztal
383,Stuhl::N,의자,szék
384,Wiege::N,발상지,bölcső
385,Bett::N,침대,ágy
386,Regal::N,서가,polc
387,Regal::N,서가,állvány
388,Kiste::N,짐궤,láda
389,Fenster::N,눔,ablak
390,Tür::N,문,ajtó
391,Tor::N,대문,kapu
392,Zaun::N,담장,kerítés
393,Dach::N,지붕,tető
394,Leiter::N,사닥다리,létra
395,Besen::N,비,seprű
396,Spaten::N,가래,ásó
397,Schaufel::N,삽,lapát
398,Gabel::N,갈래,villa
399,Löffel::N,숟가락,kanál
400,Messer::N,나이프,kés
401,Nagel::N,발툽,szeg
402,Netz::N,그물,háló
403,Haken::N,갈고리,kampó
404,Griff::N,움켜쥠,nyél
405,Griff::N,움켜쥠,fogantyú
406,Schloss::N,자물쇠,zár
407,Bild::N,그림,kép
408,Figur::N,몸메,alak
409,Puppe::N,인형,bábu
410,Beutel::N,클,zacskó
411,Bündel::N,자근다발,köteg
412,Tasche::N,가방,táska
413,Eimer::N,동이,vödör
414,Deckel::N,뚜껑,fedő
415,Deckel::N,뚜껑,fedél
416,Geschirr::N,식시,edény
417,Sack::N,조갑,zsák
418,Tasse::N,차잔,csésze
419,Topf::N,단지,fazék
420,Kessel::N,주전자,üst
421,Kessel::N,주전자,bogrács
422,Essen::N,먹기,evés
423,Essen::N,먹기,étkezés
424,Nahrung::N,식료,ennivaló
425,Speise::N,음식물,étel
426,Fleisch::N,고기,hús
427,Getreide::N,곡물,gabona
428,Brei::N,젤리,pép
429,Brei::N,젤리,kása
430,Brot::N,빵,kenyér
431,Scheibe::N,원반,szelet
432,Fett::N,기름,háj
433,Fett::N,기름,zsír
434,Butter::N,버터,vaj
435,Öl::N,올리브유,olaj
436,Salz::N,소금,só
437,Suppe::N,국,leves
438,Suppe::N,수프,leves
439,Honig::N,감미,méz
440,Milch::N,유즙,tej
441,Tee::N,차,tea
442,Leder::N,가죽,bőr
443,Wolle::N,양털,gyapjú
444,Stoff::N,패료,szövet
445,Nadel::N,바늘,tű
446,Faden::N,콘실,fonál
447,Knopf::N,단추,gomb
448,Knoten::N,곁절,csomó
449,Farbe::N,색,szín
450,Farbe::N,색,festék
451,Kleidung::N,옷입기,ruha
452,Kleidung::N,옷입기,ruházat
453,Hemd::N,속옷,ing
454,Kragen::N,깃,gallér
455,Ärmel::N,소매,ujj
456,Hose::N,바지,gatya
457,Hose::N,바지,nadrág
458,Gürtel::N,밴드,öv
459,Mütze::N,모자,sapka
460,Schuh::N,구두,cipő
461,Stiefel::N,장화,csizma
462,Ring::N,고리,gyűrű
463,Band::N,리본,szalag
464,Kamm::N,빗,fésű
465,Spiegel::N,거울,tükör
466,Riemen::N,가죽끈,szíj
467,Schnur::N,밧줄,zsinór
468,Leine::N,고삐줄,póráz
469,Decke::N,이부자리,takaró
470,Kissen::N,깔개,párna
471,Tuch::N,천,kendő
472,Handtuch::N,수건,törülköző
473,Kraft::N,세력,erő
474,Stärke::N,힘,erő
475,Stärke::N,힘,erősség
476,Gesundheit::N,위생,egészség
477,Krankheit::N,병,kór
478,Krankheit::N,병,betegség
479,Schmerz::N,아픔고통,fájdalom
480,Wunde::N,상처,seb
481,Fieber::N,열별,láz
482,Arznei::N,약,orvosság
483,Arznei::N,약,gyógyszer
484,Brücke::N,교량,híd
485,Brunnen::N,원천,kút
486,Weide::N,목장,legelő
487,Pfad::N,좁은길,ösvény
488,Weg::N,길,út
489,Straße::N,길,út
490,Dorf::N,촌,falu
491,Dorf::N,촌락,falu
492,Stadt::N,도시,város
493,Brief::N,서한,levél
494,Buch::N,책,könyv
495,Buchstabe::N,문자,betű
496,Zeitung::N,신문,újság
497,Zeitung::N,신문,hírlap
498,Leben::N,삶,élet
499,Tod::N,죽음,halál
500,Grab::N,무덤,sír
501,Kirche::N,교회,templom
502,Sünde::N,부정,bűn
503,Sünde::N,부정,vétek
504,Gott::N,하느님,isten
505,Arbeiter::N,일하는사람,munkás
506,Chef::N,사장,főnök
507,Meister::N,명인,mester
508,Meister::N,대가,mester
509,Arzt::N,의사,orvos
510,Lehrer::N,교사,tanár
511,Lehrer::N,교사,tanító
512,Geld::N,돈,pénz
513,Geschäft::N,일,üzlet
514,Laden::N,가게,bolt
515,Preis::N,가격,ár
516,Ware::N,상품,áru
517,Nutzen::N,이익,haszon
518,Reichtum::N,많음,gazdagság
519,Welt::N,세상,világ
520,Land::N,지방,ország
521,Staat::N,국가,állam
522,König::N,국왕,király
523,Macht::N,힘,hatalom
524,Grenze::N,국경,határ
525,Krieg::N,전쟁,háború
526,Feind::N,적,ellenség
527,Gewalt::N,권력,erőszak
528,Kampf::N,전투,harc
529,Bogen[Waffe]::N,활,íj
530,Pfeil::N,화살,nyíl
531,Gewehr::N,무기,puska
532,Gewehr::N,무기,fegyver
533,Fehler::N,오류,hiba
534,Lüge::N,거짓말,hazugság
535,Schaden::N,손상,kár
536,Unglück::N,불행,csapás
537,Unglück::N,불행,balszerencse
538,Schuld::N,부채,bűn
539,Alter::N,연령,kor
540,Schluss::N,마감,vég
541,Schluss::N,마감,befejezés
542,Zeit::N,때,idő
543,Zeit::N,시간,idő
544,Tag::N,하루,nap
545,Morgen::N,이침,reggel
546,Mittag::N,대낮,dél
547,Abend::N,저녁,este
548,Nacht::N,밤,éj
549,Nacht::N,밤,éjszaka
550,Woche::N,근무일,hét
551,Monat::N,달,hó
552,Monat::N,달,hónap
553,Jahr::N,해,év
554,Frühling::N,봄,tavasz
555,Sommer::N,여름,nyár
556,Herbst::N,가을,ősz
557,Winter::N,겨울,tél
558,Januar::N,일월,január
559,Februar::N,이월,február
560,März::N,삼월,március
561,April::N,사월,április
562,Mai::N,오월,május
563,Juni::N,유월,június
564,Juli::N,칠월,július
565,August::N,팔월,augusztus
566,September::N,구월,szeptember
567,Oktober::N,시월,október
568,November::N,십일월,november
569,Dezember::N,십이월,december
570,Montag::N,월요일,hétfő
571,Dienstag::N,화요일,kedd
572,Mittwoch::N,수요일,szerda
573,Donnerstag::N,모교일,csütörtök
574,Freitag::N,그묘일,péntek
575,Samstag::N,토요일,szombat
576,Sonntag::N,일요일,vasárnap
577,groß::A,큰,nagy
578,klein::A,자근,pici
579,klein::A,자근,kicsi
580,lang::A,긴,hosszú
581,kurz::A,짧은,rövid
582,breit::A,넓은,széles
583,schmal::A,좁은,keskeny
584,dicht::A,농밀한,sűrű
585,dick[Gegenstand]::A,두꺼운,vastag
586,dünn::A,얇은,vékony
587,fein::A,미세한,vékony
588,fest::A,굳은,szilárd
589,flach::A,얕은,sík
590,flach::A,얕은,lapos
591,glatt::A,반들반들한,sima
592,hart::A,굳은,kemény
593,weich::A,연한,puha
594,rund::A,둥근,kerek
595,spitz::A,뾰족한,hegyes
596,scharf::A,날카로운,éles
597,stumpf::A,무딘,tompa
598,stumpf::A,무딘,életlen
599,schwer::A,무거운,nehéz
600,schwer::A,무거운,súlyos
601,schön::A,멋진,szép
602,heiß::A,뜨거운,forró
603,warm::A,따뜻한,meleg
604,kalt::A,찬,hideg
605,kühl::A,서늘한,hűs
606,kühl::A,서늘한,hűvös
607,frisch::A,신선한,üde
608,frisch::A,신선한,friss
609,feucht::A,축축한,nedves
610,nass::A,젖은,vizes
611,trocken::A,마른,száraz
612,voll::A,완전한,telt
613,leer::A,빈,üres
614,offen::A,열린,nyílt
615,offen::A,열린,nyitott
616,geschlossen::A,닫힌,zárt
617,geschlossen::A,닫힌,csukott
618,sauber::A,깨끗한,tiszta
619,schmutzig::A,더러운,piszkos
620,schmutzig::A,더러운,szennyes
621,roh::A,날게잇의,nyers
622,reif::A,이근,érett
623,lecker::A,맛있는,finom
624,süß::A,단,édes
625,bitter::A,찌르는듯한,keserű
626,sauer::A,산성의,savanyú
627,hell::A,밝은,világos
628,dunkel::A,어두운,sötét
629,schwarz::A,검은,fekete
630,weiß::A,하얀,fehér
631,rot::A,붉은,vörös
632,gelb::A,황색,sárga
633,blau::A,푸른,kék
634,grün::A,녹색의,zöld
635,grau::A,회색의,ősz
636,grau::A,회색의,szürke
637,bunt::A,알록달록한,tarka
638,bunt::A,알록달록한,színes
639,billig::A,싼,olcsó
640,teuer::A,값비산,drága
641,wertvoll::A,가치가많은,értékes
642,blind::A,눈먼,vak
643,taub::A,무감간한,süket
644,kräftig::A,강장한,erős
645,stark::A,강한,erős
646,schwach::A,약한,gyenge
647,schwach::A,약한,erőtlen
648,fett::A,실찐,hájas
649,schlank::A,호리호리한,karcsú
650,hübsch::A,예쁜,csinos
651,böse::A,나쁜,rossz
652,böse::A,나쁜,gonosz
653,dumm::A,어리석은,buta
654,dumm::A,어리석은,ostoba
655,faul::A,너덜너덜한,lusta
656,fleißig::A,근면한,szorgalmas
657,geizig::A,인색한,fukar
658,geizig::A,인색한,fösvény
659,geschickt::A,교묘한,ügyes
660,lieb::A,친애하는,drága
661,lieb::A,친애하는,kedves
662,lustig::A,유쾌한,víg
663,lustig::A,유쾌한,vidám
664,sanft::A,온화한,enyhe
665,hungrig::A,배고픈,éhes
666,krank::A,병든,beteg
667,nackt::A,벌거벗은,csupasz
668,nackt::A,벌거벗은,meztelen
669,traurig::A,슬픈,bús
670,traurig::A,슬픈,szomorú
671,lebendig::A,살아있는,élő
672,gut::A,좋은,jó
673,schlecht::A,나쁜,rossz
674,richtig::A,바른,helyes
675,schlimm::A,못된,rossz
676,wahr::A,참된,igaz
677,alt::A,늙은,ó
678,alt::A,늙은,régi
679,neu::A,새,új
680,ehemalig::A,전의,volt
681,ehemalig::A,전의,egykori
682,alt[Lebewesen]::A,낡은,öreg
683,jung::A,젊은,fiatal
684,arm::A,가난한,szegény
685,reich::A,풍부한,gazdag
686,bekannt::A,저명한,ismert
687,bekannt::A,저명한,ismeretes
688,berühmt::A,유명한,híres
689,fremd::A,타처이,idegen
690,verschieden::A,따른,különböző
691,nah::A,가까운,közeli
692,fern::A,먼,távoli
693,linker::A,왼쭉의,bal
694,rechter::A,오른쪽의,jobb
695,anderer::A,다른,más
696,anderer::A,다른,másik
697,erster::A,첫째,első
698,zweiter::A,둘째,második
699,dritter::A,셋째,harmadik
700,letzter::A,의후자의,utolsó
701,allein::ADV,훌로,egyedül
702,auf einmal::ADV,갑자기,egyszerre
703,zusammen::ADV,모아서,együtt
704,zusammen::ADV,모아서,összesen
705,lange::ADV,오래,sokáig
706,lange::ADV,오래,hosszan
707,plötzlich::ADV,둘연한,hirtelen
708,plötzlich::ADV,둘연한,egyszerre
709,sofort::ADV,즉시,rögtön
710,sofort::ADV,즉시,tüstént
711,später::ADV,보다늦은,későn
712,jetzt::ADV,목하,most
713,heute::ADV,오늘,ma
714,morgen::ADV,내일,holnap
715,bald::ADV,곱,majd
716,bald::ADV,곱,nemsokára
717,dann::ADV,그경우에,akkor
718,gestern::ADV,어제,tegnap
719,einst::ADV,옛날에,hajdan
720,damals::ADV,그때에,akkor
721,damals::ADV,그때에,akkoriban
722,danach::ADV,그 뒤에,azután
723,vorher::ADV,미리,előbb
724,zuerst::ADV,최초로,először
725,einmal::ADV,한번,egyszer
726,manchmal::ADV,땓대로,néha
727,manchmal::ADV,땓대로,olykor
728,oft::ADV,땓대로,sokszor
729,immer::ADV,늘,mindig
730,niemals::ADV,결코...(하지)않다,sohasem
731,hier::ADV,여기,itt
732,hierhin::ADV,여기로,erre
733,dort::ADV,거기,ott
734,dorthin::ADV,저기예,oda
735,geradeaus::ADV,곧장,egyenesen
736,vorwärts::ADV,앞으로,előre
737,rückwärts::ADV,뒤로,hátrafelé
738,zurück::ADV,제자리로,hátra
739,zurück::ADV,제자리로,vissza
740,unten::ADV,아래에,alul
741,hinab::ADV,아래쪽으로,le
742,hinab::ADV,아래쪽으로,lefelé
743,oben::ADV,위에,fenn
744,oben::ADV,위에,felül
745,hinauf::ADV,위쪽으로,fel
746,hinauf::ADV,위쪽으로,felfelé
747,überall::ADV,도처에,mindenütt
748,nicht::ADV,안,nem
749,ein wenig::ADV,적음,egy kicsit
750,kaum::ADV,가의,alig
751,sehr::ADV,자주,nagyon
752,so::ADV,그와같이,úgy
753,noch::ADV,아직,még
754,nur::ADV,다만,csak
755,nur::ADV,다만,csupán
756,schon::ADV,이미,már
757,wieder::ADV,다시,ismét
758,wieder::ADV,다시,megint
759,vergebens::ADV,헛되이,hiába
760,vor::PRP,앞에,előtt
761,hinter::PRP,뒤에,mögött
762,unter::PRP,잍에,alatt
763,durch::PRP,통고하여,át
764,durch::PRP,통고하여,keresztül
765,neben::PRP,와나란히,mellett
766,zwischen::PRP,의사이로,között
767,wegen::PRP,때문에,miatt
768,wegen::PRP,때문에,végett
769,dies::PRN,이,ez
770,das::PRN,저,az
771,alles::PRN,모든것,minden
772,ich::PRN,나,én
773,du::PRN,너,te
774,er::PRN,그,ő
775,wir::PRN,우리,mi
776,ihr::PRN,너희들,ti
777,sie::PRN,그들,ők
778,was::FPRN,뭣,mi
779,wer::FPRN,누구,ki
780,wo::FADV,어디,hol
781,wohin::FADV,어디로,hova
782,wie::FADV,어떻게,hogy
783,wie::FADV,어떻게,hogyan
784,warum::FADV,왜,miért
785,wieviel::FNUM,얼마만큰,hány
786,wieviel::FNUM,얼마만큰,mennyi
787,eins::NUM,하나,egy
788,zwei::NUM,둘,kettő
789,drei::NUM,셋,három
790,vier::NUM,넷,négy
791,fünf::NUM,다섯,öt
792,sechs::NUM,여섯,hat
793,sieben::NUM,일곱,hét
794,acht::NUM,여덟,nyolc
795,neun::NUM,아홉,kilenc
796,zehn::NUM,열,tíz
797,elf::NUM,열하나,tizenegy
798,zwölf::NUM,열둘,tizenkettő
799,zwanzig::NUM,스물,húsz
800,dreißig::NUM,서름,harminc
801,vierzig::NUM,마흔,negyven
802,fünfzig::NUM,숸,ötven
803,sechzig::NUM,에순,hatvan
804,siebzig::NUM,일흔,hetven
805,achtzig::NUM,여든,nyolcvan
806,neunzig::NUM,아흔,kilencven
807,hundert::NUM,백,száz
808,tausend::NUM,천,ezer
809,und::CNJ,와,és
810,und::CNJ,와,meg
811,oder::CNJ,아니면,vagy
812,stehen::V,서다,áll
813,sitzen::V,앉다,ül
814,liegen::V,눕다,fekszik
815,hängen::V,달다,függ
816,werden::V,되다,lesz
817,passieren::V,지장옶다,történik
818,beginnen::V,시작되다,kezdődik
819,enden::V,큳내다,végződik
820,enden::V,큳내다,befejeződik
821,wechseln::V,병경하다,változik
822,aufgehen[Sonne]::V,뜨다,kel
823,untergehen[Sonne]::V,지다,lemegy
824,scheinen[Sonne]::V,빛나다,süt
825,donnern::V,천둥치다,dörög
826,wehen::V,풀다,fúj
827,strömen::V,흐르다,áramlik
828,fließen::V,흐르다,folyik
829,sich drehen::V,돌다,forog
830,schwanken::V,동요하다,inog
831,schwanken::V,동요하다,ingadozik
832,schwingen::V,흔들다,leng
833,fallen::V,떨어지다,esik
834,brennen::V,타다,ég
835,rauchen::V,김이나다,füstöl
836,regnen::V,비가오다,esik
837,gefrieren::V,얼다,megfagy
838,tauen::V,녹다,olvad
839,schmelzen::V,녹다,olvad
840,schmelzen::V,녹다,elolvad
841,trocknen::V,홈치다,szárad
842,sieden::V,끓다,forr
843,faulen::V,부패하다,rothad
844,verfaulen::V,썩다,elrothad
845,verfaulen::V,썩다,megrothad
846,reißen::V,지바찢다,szakad
847,versinken::V,가라앉다,süllyed
848,versinken::V,가라앉다,elsüllyed
849,vergehen::V,지나가다,múlik
