,Concept_ID,be,az
807,vierzig::NUM,сорак,qırx
808,fünfzig::NUM,пядзесят,əlli
809,sechzig::NUM,шесдзесят,altmış
810,siebzig::NUM,семдзесят,yetmiş
811,achtzig::NUM,восемдзесят,səksən
812,neunzig::NUM,дзевяноста,doxsan
813,hundert::NUM,сто,yüz
814,tausend::NUM,тысяча,min
815,und::CNJ,і,və
816,und::CNJ,ды,və
817,oder::CNJ,або,ya
818,stehen::V,стаяць,durmaq
819,sitzen::V,сядзець,oturmaq
820,liegen::V,ляжаць,uzanmaq
821,hängen::V,вісець,asılmaq
822,werden::V,стаць,olmaq
823,werden::V,зрабіцца,olmaq
824,passieren::V,трапіцца,olmaq
825,passieren::V,трапіцца,baş vermək
826,beginnen::V,пачацца,başlamaq
827,enden::V,кончыцца,bitmək
828,wechseln::V,мяняцца,dəyişmək
829,aufgehen[Sonne]::V,узысці,doğmaq
830,untergehen[Sonne]::V,зайсці,batmaq
831,scheinen[Sonne]::V,свяціць,parlamaq
832,donnern::V,грымець,guruldamaq
833,wehen::V,дзьмуць,əsmək
834,strömen::V,ліцца,axmaq
835,fließen::V,цячы,axmaq
836,sich drehen::V,круціцца,dönmək
837,sich drehen::V,варочацца,dönmək
838,schwanken::V,хістацца,yellənmək
839,schwingen::V,гайдацца,yellənmək
840,schwingen::V,калыхацца,yellənmək
841,fallen::V,падаць,düşmek
842,brennen::V,гарэць,yanmaq
843,rauchen::V,дымець,tüstüləmək
844,regnen::V,дажджыць,yağmaq
845,gefrieren::V,замерзнуць,donmaq
846,tauen::V,раставаць,ərimək
847,schmelzen::V,плавіцца,ərimək
848,trocknen::V,сохнуць,qurumaq
849,sieden::V,кіпець,qaynamaq
850,faulen::V,гнісці,çürümək
851,verfaulen::V,згнісці,çürümək
852,reißen::V,ірвацца,yırtılmaq
853,versinken::V,тануць,batmaq
854,vergehen::V,праходзіць,ötmək
855,erscheinen::V,зʼявіцца,görünmək
856,verschwinden::V,знікнуць,yox olmaq
857,sinken::V,спадаць,enmək
858,abnehmen::V,паменшыцца,azalmaq
859,zunehmen::V,павялічвацца,artmaq
860,steigen::V,паднімацца,yüksəlmək
861,wachsen::V,расці,böyümək
862,glänzen::V,блішчаць,parlamaq
863,funkeln::V,бліскаць,parıldamaq
864,lärmen::V,шумець,səs-küy etmək
865,läuten::V,званіць,çalmaq
866,klingeln::V,званіць,zəng etmək
867,klirren::V,бразгаць,cingildəmək
868,brausen::V,бушаваць,gurlamaq
869,rauschen::V,шастаць,xışıldamaq
870,klingen::V,гучаць,səslənmək
871,bellen::V,брахаць,hürmək
872,heulen::V,выць,ulamaq
873,blasen::V,дзьмухнуць,üfləmək
874,pfeifen::V,свістаць,fit vermek
875,schreien::V,крычаць,bağırmaq
876,schreien::V,крычаць,qışqırmaq
877,stöhnen::V,стагнаць,inləmək
878,zittern::V,дрыжаць,titrəmək
879,leben::V,жыць,yaşamaq
880,geboren werden::V,нарадзіцца,doğmaq
881,atmen::V,дыхаць,nəfəs almaq
882,trinken::V,піць,içmek
883,essen::V,есці,yemək
884,schlucken::V,глытаць,udmaq
885,müde werden::V,стаміцца,yorulmaq
886,einschlafen::V,заснуць,yuxuya getmək
887,schlafen::V,спаць,uyumaq
888,aufwachen::V,рассыпацца,oyanmaq
889,aufstehen::V,устаць,yuxudan durmaq
890,sich erholen::V,адпачываць,dincəlmək
891,krank werden::V,захварэць,xəstə olmaq
892,krank sein::V,хварэць,azarlanmaq
893,krank sein::V,хварэць,xəstələnmək
894,schmerzen::V,балець,ağrimaq
895,husten::V,кашляць,öksürmək
896,genesen::V,паправіцца,sağalmaq
897,genesen::V,паздаравець,sağalmaq
898,sterben::V,памерці,ölmək
899,sterben::V,памерці,vəfat etmək
900,umkommen::V,загінуць,həlak olmaq
901,sich bewegen::V,рухацца,hərəkət etmək
902,sich rühren::V,варушыцца,tərpənmək
903,sich erheben::V,устаць,qalxmaq
904,sich setzen::V,сесці,oturmaq
905,hinfallen::V,упасці,yıxılmaq
906,laufen::V,хадзіць,yerimək
907,schreiten::V,шагаць,addım atmaq
908,schreiten::V,крочыць,addım atmaq
909,spazierengehen::V,гуляць,gəzmək
910,eilen::V,спяшацца,atılmaq
911,sich beeilen::V,спяшацца,tələsmək
912,sausen::V,імчацца,çırpmaq
913,rennen::V,бегаць,qaçmaq
914,springen::V,скакаць,sıçramaq
915,klettern::V,лазіць,dırmanmaq
916,schaukeln::V,гайдацца,sallanmaq
917,kriechen::V,поўзаць,sürünmək
918,schwimmen::V,плаваць,üzmek
919,tauchen::V,ныраць,dalmaq
920,rudern::V,веславаць,avarlamaq
921,fahren::V,ехаць,sürmək
922,fliegen::V,лятаць,uçmaq
923,gehen::V,ісці,getmək
924,weggehen::V,пайсці,getmək
925,abfahren::V,адʼяжджаць,yola düşmək
926,anhalten::V,спыніцца,saxlamaq
927,anhalten::V,затрымацца,saxlamaq
928,hineingehen::V,уваходзіць,girmək
929,eintreten::V,увайсці,girmək
930,eintreten::V,увайсці,daxil olmaq
931,kommen::V,прыйсці,gəlmək
932,ankommen::V,прыбыць,gəlib çatmaq
933,zurückkommen::V,вярнуцца,qayıtmaq
934,bleiben::V,застацца,qalmaq
935,warten::V,чакаць,gözləmək
936,erwarten::V,чакаць,bəkləmək
937,suchen::V,шукаць,aramaq
938,suchen::V,шукаць,axtarmaq
939,finden::V,знайсці,tapmaq
940,versuchen::V,прабаваць,çalışmaq
941,vorbereiten::V,падрыхтаваць,hazırlamaq
942,lieben::V,кахаць,sevmək
943,mögen::V,любіць,xoşlamaq
944,lachen::V,смяяцца,gülmək
945,rühren::V,расчуліць,həyəcanlandırmaq
946,weinen::V,плакаць,ağlamaq
947,schimpfen::V,лаяцца,küfr etmək
948,sich ärgern::V,сердаваць,acıqlanmaq
949,sich fürchten::V,баяцца,qorxmaq
950,fürchten::V,баяцца,qorxmaq
951,fliehen::V,уцякаць,qaçmaq
952,flüchten::V,уцячы,qaçmaq
953,sehen::V,бачыць,görmək
954,anschauen::V,паглядзець,baxmaq
955,ansehen::V,глядзець,baxmaq
956,hören::V,чуць,duymaq
957,hören::V,чуць,eşitmək
958,zuhören::V,слухаць,dinləmək
959,probieren::V,каштаваць,dadına baxmaq
960,riechen::V,нюхаць,qoxlamaq
961,fühlen::V,адчуваць,duymaq
962,scheinen::V,здавацца,görünmək
963,zu sehen sein::V,віднецца,görünmək
964,vernehmen::V,пачуць,eşitmək
965,frieren::V,мёрзнуць,üşümək
966,tun::V,рабіць,etmək
967,können::V,умець,bilmək
968,können::V,умець,bacarmaq
969,wollen::V,хацець,istəmək
970,anfangen::V,пачаць,başlamaq
971,beenden::V,закончыць,bitirmək
972,aufhören::V,перастаць,bitmək
973,aufhören::V,перастаць,qurtarmaq
974,gelingen::V,удацца,müvəffəq olmaq
975,geraten::V,аказацца,düşmək
976,öffnen::V,адчыніць,açmaq
977,schließen::V,зачыніць,qapamaq
978,stellen::V,паставіць,qoymaq
979,setzen::V,пасадзіць,oturtmaq
980,legen::V,класці,qoymaq
981,berühren::V,чапаць,toxunmaq
982,verbinden::V,звязаць,bağlamaq
983,bedecken::V,накрыць,örtmək
984,aufhängen::V,павесіць,asmaq
985,anzünden::V,запаліць,yandırmaq
986,aufheben::V,падняць,qaldırmaq
987,zurücklassen::V,пакінуць,buraxmaq
988,verlieren::V,згубіць,itirmək
989,fallen lassen::V,упусціць,düşürmək
990,machen::V,зрабіць,etmək
991,herstellen::V,вырабіць,istehsal etmək
992,bauen::V,будаваць,tikmək
993,reparieren::V,правіць,təmir etmək
994,verbessern::V,палепшыць,düzəltmək
995,ändern::V,змяніць,dəyişdirmək
996,graben::V,капаць,qazımaq
997,beugen::V,сагнуць,əymək
998,biegen::V,пагнуць,bükmək
999,drehen::V,вярцець,döndərmək
1000,wenden::V,павярнуць,çevirmək
1001,umdrehen::V,перавярнуць,çevirmək
1002,heben::V,падымаць,qaldırmaq
1003,hochheben::V,падняць,qaldırmaq
1004,ergreifen::V,схапіць,tutmaq
1005,ergreifen::V,схваціць,tutmaq
1006,halten::V,трымаць,saxlamaq
1007,drücken::V,націскаць,sıxmaq
1008,schieben::V,пхаць,sürmək
1009,schieben::V,штурхаць,sürmək
1010,kratzen::V,скрэбці,qaşımaq
1011,lecken::V,лізаць,yalamaq
1012,beißen::V,кусаць,dişləmək
1013,abreißen::V,адарваць,qoparmaq
1014,abschneiden::V,адрэзаць,ayırmaq
1015,binden::V,вязаць,bağlamaq
1016,stecken::V,уваткнуць,soxmaq
1017,brechen::V,зламаць,qırmaq
1018,klopfen::V,стукаць,sındırmaq
1019,hauen::V,біць,vurmaq
1020,kleben::V,клеіць,apışdırmaq
1021,reiben::V,церці,ovmaq
1022,streichen::V,намазаць,sürtmək
1023,schleifen::V,тачыць,bülövləmək
1024,schneiden::V,рэзаць,kəsmək
1025,rütteln::V,хістаць,sirkələmək
1026,schütteln::V,трэсці,çalxalamaq
1027,schwenken::V,махаць,yelləmək
1028,schütten::V,наліць,tökmək
1029,füllen::V,напоўніць,doldurmaq
1030,einwickeln::V,загарнуць,sarımaq
1031,tragen::V,несці,daşımaq
1032,schleppen::V,цягнуць,sürükləmək
1033,ziehen::V,цягнуць,çəkmək
1034,aufbewahren::V,захоўваць,gizlətmək
1035,werfen::V,кідаць,atmaq
1036,fangen::V,лавіць,tutmaq
1037,packen::V,схапіць,yaxalamaq
1038,packen::V,схваціць,yaxalamaq
1039,verstecken::V,схаваць,gizlətmək
1040,teilen::V,раздзяліць,bölmək
1041,schicken::V,пасылаць,yollamaq
1042,schicken::V,пасылаць,göndərmək
1043,bringen::V,прынесці,gətirmək
1044,hinzufügen::V,дабавіць,əlavə etmək
1045,bekommen::V,дастаць,almaq
1046,bekommen::V,дастаць,əldə etmək
1047,erhalten::V,атрымаць,almaq
1048,nehmen::V,ўзяць,almaq
1049,wählen::V,выбраць,seçmək
1050,auswählen::V,адабраць,arımaq
1051,bewahren::V,захаваць,qorumaq
1052,behindern::V,перашкаджаць,mane olmaq
1053,verderben::V,сапсаваць,pozmaq
1054,beschädigen::V,пашкодзіць,zədələmək
1055,zerbrechen::V,разбіць,qırmaq
1056,zerbrechen::V,разбіць,sındırmaq
1057,zerreißen::V,разадраць,yırtmaq
1058,zerstören::V,разбурыць,dağıtmaq
1059,verbrennen::V,спаліць,yandırmaq
1060,geben::V,даць,vermək
1061,reichen::V,перадаць,uzatmaq
1062,schenken::V,дарыць,vermək
1063,versprechen::V,абяцаць,vəd vermək
1064,wünschen::V,жадаць,arzulamaq
1065,loben::V,хваліць,tərifləmək
1066,küssen::V,цалаваць,öpmək
1067,wiegen::V,гушкаць,tərpətmək
1068,wiegen::V,калыхаць,tərpətmək
1069,zudecken::V,накрыць,örtmək
1070,wecken::V,пабудзіць,oyatmaq
1071,zeigen::V,паказаць,göstərmək
1072,führen::V,весці,rəhbərlik etmək
1073,lehren::V,вучыць,öyrətmək
1074,unterrichten::V,выкладаць,öyrətmək
1075,unterrichten::V,выкладаць,dərs vermək
1076,aufziehen::V,выхаваць,tərbiyə etmək
1077,leiten::V,кіраваць,idarə etmək
1078,antreiben::V,падганяць,bizləmək
1079,lassen::V,прымусіць,-tırmaq
1080,einladen::V,запрасіць,dəvət etmək
1081,vereinigen::V,абʼяднаць,birləşdirmək
1082,besuchen::V,наведаць,baş çəkmək
1083,besuchen::V,наведаць,ziyarət etmək
1084,treffen::V,сустрэць,rastlaşmaq
1085,treffen::V,сустрэць,rast gəlmək
1086,sich versammeln::V,сабрацца,toplanmaq
1087,spielen::V,гуляць,oynamaq
1088,singen::V,пець,oxumaq
1089,singen::V,спяваць,oxumaq
1090,tanzen::V,танцаваць,oynamaq
1091,tanzen::V,танцаваць,rəqs etmək
1092,sich trennen::V,расстацца,ayrılmaq
1093,verlassen::V,пакінуць,tərk etmək
1094,retten::V,выратаваць,xilas etmək
1095,bewachen::V,ахоўваць,gözətmək
1096,schützen::V,уберагаць,qorumaq
1097,verteidigen::V,абараніць,qorumaq
1098,sich schlagen::V,біцца,döyüşmək
1099,sich schlagen::V,драцца,döyüşmək
1100,schießen::V,страляць,atmaq
1101,schießen::V,страляць,atəş açmaq
1102,siegen::V,перамагчы,yenmək
1103,ärgern::V,злаваць,acışdırmaq
1104,schlagen::V,ударыць,döymək
1105,treten::V,штурхаць,təpmək
1106,stechen::V,укалоць,soxmaq
1107,stoßen::V,папхнуць,itələmək
1108,stehlen::V,украсці,çalmaq
1109,stehlen::V,украсці,oğurlamaq
1110,stören::V,перашкодзіць,pozmaq
1111,belästigen::V,дакучаць,narahat etmək
1112,verbergen::V,скрыць,gizləmək
1113,verbergen::V,схаваць,gizləmək
1114,täuschen::V,падмануць,aldatmaq
1115,betrügen::V,змахляваць,aldatmaq
1116,töten::V,забіць,öldürmək
1117,wohnen::V,жыць,yaşamaq
1118,arbeiten::V,працаваць,işləmək
1119,arbeiten::V,працаваць,çalışmaq
1120,sammeln::V,сабраць,yığmaq
1121,sammeln::V,сабраць,toplamaq
1122,pflücken::V,зрываць,qoparmaq
1123,jagen::V,паляваць,ovlamaq
1124,fischen::V,рыбачыць,balıq tutmaq
1125,fassen::V,злавіць,tutmaq
1126,hüten::V,пасвіць,güdmək
1127,treiben::V,гнаць,haylamaq
1128,anbinden::V,прывязаць,bağlamaq
1129,füttern::V,карміць,bəsləmək
1130,melken::V,даіць,sağmaq
1131,hacken::V,сячы,yarmaq
1132,gießen::V,паліць,sulamaq
1133,reifen::V,паспець,dəymək
1134,zubereiten::V,зварыць,bişirmək
1135,zubereiten::V,згатаваць,bişirmək
1136,kochen::V,варыць,qaynatmaq
1137,backen::V,пячы,bişirmək
1138,braten::V,смажыць,qızartmaq
1139,umrühren::V,перамяшаць,qarışdırmaq
1140,stricken::V,вязаць,hörmək
1141,nähen::V,шыць,tikmək
1142,färben::V,пафарбаваць,boyamaq
1143,reinigen::V,ачысціць,təmizləmək
1144,waschen::V,мыць,yumaq
1145,abwischen::V,выцерці,silmək
1146,spülen::V,паласкаць,çalxamaq
1147,fegen::V,падмятаць,süpürmək
1148,kehren::V,месці,süpürmək
1149,baden::V,купацца,çimmək
1150,sich waschen::V,мыцца,yuyunmaq
1151,ausziehen::V,зняць,soyunmaq
1152,anziehen::V,надзець,geymək
1153,sich anziehen::V,адзецца,geyinmək
1154,kämmen::V,прычасаць,daramaq
1155,schmücken::V,аздобіць,bəzəmək
1156,sagen::V,сказаць,demək
1157,sagen::V,сказаць,söymek
1158,sprechen::V,гаварыць,danışmaq
1159,reden::V,размаўляць,danışmaq
1160,sich unterhalten::V,гутарыць,söhbət etmək
1161,fragen::V,спытаць,soruşmaq
1162,bitten::V,прасіць,diləmək
1163,bitten::V,прасіць,xahiş etmək
1164,erzählen::V,расказаць,bəhs etmək
1165,mitteilen::V,паведаміць,bildirmək
1166,nennen::V,назваць,adlandırmaq
1167,rufen::V,зваць,çağırmaq
1168,prahlen::V,хваліцца,öyünmək
1169,übersetzen::V,перакласці,tərcümə etmək
1170,denken::V,думаць,düşünmək
1171,denken::V,думаць,fikirləşmək
1172,glauben::V,верыць,inanmaq
1173,bemerken::V,заўважыць,qeyd etmək
1174,erkennen::V,пазнаць,tanımaq
1175,begreifen::V,спасцігнуць,anlamaq
1176,verstehen::V,пачуць,duymaq
1177,lernen::V,вучыцца,öyrənmək
1178,wissen::V,знаць,bilmək
1179,sich erinnern an::V,памятаць,xatırlamaq
1180,vergessen::V,забыць,unutmaq
1181,messen::V,мераць,ölçmək
1182,zählen::V,лічыць,saymaq
1183,rechnen::V,лічыць,hesablamaq
1184,lesen::V,чытаць,oxumaq
1185,malen::V,маляваць,şəkil çəkmək
1186,zeichnen::V,рысаваць,cızmaq
1187,schreiben::V,пісаць,yazmaq
1188,besitzen::V,мець,yiyələnmək
1189,besitzen::V,мець,malik olmaq
1190,kaufen::V,купіць,satın almaq
1191,verkaufen::V,прадаць,satmaq
1192,bezahlen::V,заплаціць,ödəmək
1193,zahlen::V,плаціць,ödəmək
1194,beherrschen::V,уладаць,idarə etmək
1195,beherrschen::V,валодаць,idarə etmək
1196,ertragen::V,выцерпець,dözmək
