,Concept_ID,et,sl
825,sechzig::NUM,kuuskümmend,šéstdeset
826,siebzig::NUM,seitsekümmend,sédemdeset
827,achtzig::NUM,kaheksakümmend,ósemdeset
828,neunzig::NUM,üheksakümmend,devétdeset
829,hundert::NUM,sada,stó
830,tausend::NUM,tuhat,tísoč
831,und::CNJ,ja,in
832,oder::CNJ,või,áli
833,stehen::V,seisma,státi
834,sitzen::V,istuma,sedéti
835,liegen::V,lamama,ležáti
836,hängen::V,rippuma,viséti
837,werden::V,saama,postáti
838,werden::V,hakkama,postáti
839,passieren::V,juhtuma,zgodíti se
840,beginnen::V,algama,začéti se
841,beginnen::V,hakkama,začéti se
842,enden::V,lõppema,končáti se
843,wechseln::V,vahelduma,ménjati se
844,aufgehen[Sonne]::V,tõusma,vzíti
845,untergehen[Sonne]::V,loojuma,zaíti
846,scheinen[Sonne]::V,paistma,sijáti
847,donnern::V,kõmisema,grméti
848,wehen::V,puhuma,píhati
849,strömen::V,voolama,líti
850,fließen::V,voolama,têči
851,sich drehen::V,pöörduma,vrtéti se
852,schwanken::V,kõikuma,kolébati
853,schwingen::V,võnkuma,níhati
854,fallen::V,langema,pádati
855,brennen::V,põlema,goréti
856,rauchen::V,suitsema,kadíti se
857,regnen::V,sadama,deževáti
858,gefrieren::V,kinni külmuma,zmŕzniti
859,tauen::V,sulama,tájati
860,schmelzen::V,sulama,kopnéti
861,trocknen::V,kuivama,sušíti se
862,sieden::V,keema,kipéti
863,faulen::V,mädanema,gníti
864,verfaulen::V,mädanema,zgníti
865,reißen::V,rebenema,tŕgati se
866,versinken::V,uppuma,pogrézniti se
867,vergehen::V,mööduma,miníti
868,erscheinen::V,ilmuma,pojáviti se
869,verschwinden::V,kaduma,izgíniti
870,sinken::V,vajuma,péšati
871,sinken::V,langema,péšati
872,abnehmen::V,vähenema,pojémati
873,abnehmen::V,kahenema,pojémati
874,zunehmen::V,kasvama,véčati se
875,zunehmen::V,kasvama,množíti se
876,steigen::V,tõusma,dvígati se
877,steigen::V,üles minema,dvígati se
878,wachsen::V,kasvama,rásti
879,glänzen::V,läikimä,sijáti
880,funkeln::V,sädelema,ískriti se
881,lärmen::V,lärmama,ropotáti
882,lärmen::V,lärmama,razgrájati
883,läuten::V,helisema,zvoníti
884,klingeln::V,helisema,zvončkljáti
885,klirren::V,kõlisema,žvenketáti
886,brausen::V,kohisema,šuméti
887,rauschen::V,kohisema,šuštéti
888,rauschen::V,kohisema,šelestéti
889,klingen::V,kõlama,zvenéti
890,bellen::V,haukuma,lájati
891,heulen::V,uluma,zavíjati
892,blasen::V,puhuma,píhniti
893,pfeifen::V,vilistama,pískati
894,pfeifen::V,vilistama,žvížgati
895,schreien::V,karjuma,kričáti
896,stöhnen::V,oigama,stókati
897,zittern::V,värisema,drgetáti
898,leben::V,elama,živéti
899,leben::V,elus olema,živéti
900,geboren werden::V,sündima,rodíti se
901,atmen::V,hingama,díhati
902,trinken::V,jooma,píti
903,essen::V,sööma,jésti
904,schlucken::V,neelama,požírati
905,müde werden::V,väsima,péšati
906,müde werden::V,väsima,utrúditi se
907,einschlafen::V,uinuma,zaspáti
908,schlafen::V,magama,spáti
909,aufwachen::V,ärkama,zbudíti se
910,aufstehen::V,ärkama,vstáti
911,aufstehen::V,üles tõusma,vstáti
912,sich erholen::V,puhkama,oddahníti se
913,krank werden::V,haigestuma,oboléti
914,krank werden::V,haigeks jääma,oboléti
915,krank sein::V,haige olema,bíti bolán
916,schmerzen::V,valutama,boléti
917,husten::V,köhima,kášljati
918,genesen::V,toibuma,okrévati
919,sterben::V,surema,umréti
920,umkommen::V,surma saama,pogíniti
921,sich bewegen::V,liikuma,zganíti se
922,sich rühren::V,liikuma,premakníti se
923,sich erheben::V,kerkima,vstájati
924,sich erheben::V,kerkima,vzdígniti se
925,sich setzen::V,istet võtma,sésti
926,hinfallen::V,kukkuma,pásti dôl
927,hinfallen::V,maha kukkuma,pásti dôl
928,laufen::V,kõndima,hodíti
929,schreiten::V,astuma,stópati
930,spazierengehen::V,jalutama,na sprehòd íti
931,eilen::V,ruttama,drvéti
932,eilen::V,kiirustama,drvéti
933,sich beeilen::V,ruttama,hitéti
934,sich beeilen::V,kiirustama,hitéti
935,sausen::V,kihutama,dírkati
936,sausen::V,tormama,dírkati
937,rennen::V,jooksma,dírjati
938,rennen::V,kihutama,dírjati
939,springen::V,hüppama,skákati
940,klettern::V,ronima,plézati
941,schaukeln::V,kiikuma,kolébati
942,kriechen::V,roomama,pláziti se
943,schwimmen::V,ujuma,plávati
944,tauchen::V,sukelduma,potápljati se
945,rudern::V,sõudma,vesláti
946,fahren::V,sõitma,vozíti se
947,fahren::V,sõitma,peljáti se
948,fliegen::V,lendama,létati
949,gehen::V,käima,íti
950,gehen::V,minema,íti
951,weggehen::V,ära minema,odíti
952,weggehen::V,välja minema,odíti
953,abfahren::V,väljuma,odpeljáti se
954,abfahren::V,ära sõitma,odpeljáti se
955,anhalten::V,peatuma,ustáviti se
956,hineingehen::V,sisenema,íti nóter
957,hineingehen::V,sisse minema,íti nóter
958,eintreten::V,sisenema,vstopíti
959,eintreten::V,sisse astuma,vstopíti
960,kommen::V,tulema,príti
961,ankommen::V,saabuma,prispéti
962,ankommen::V,saabuma,prihájati
963,zurückkommen::V,tagasi tulema,vrníti se
964,bleiben::V,jääma,ostáti
965,warten::V,ootama,čákati
966,erwarten::V,ootama,pričakováti
967,erwarten::V,lootma,pričakováti
968,suchen::V,otsima,iskáti
969,finden::V,leidma,nájti
970,versuchen::V,püüdma,poskúšati
971,versuchen::V,üritama,poskúšati
972,versuchen::V,katsetama,poskúšati
973,vorbereiten::V,valmistama,pripráviti
974,lieben::V,armastama,ljubíti
975,mögen::V,sallima,márati
976,mögen::V,meeldima,márati
977,lachen::V,naerma,smejáti se
978,rühren::V,liigutama,ganíti
979,rühren::V,heldima panema,ganíti
980,weinen::V,nutma,jókati
981,weinen::V,nutma,plákati
982,schimpfen::V,sõimama,psováti
983,schimpfen::V,sõimama,zmérjati
984,sich ärgern::V,ärrituma,jezíti se
985,sich ärgern::V,vihastuma,jezíti se
986,sich fürchten::V,kartma,báti se
987,sich fürchten::V,hirmu tundma,báti se
988,fürchten::V,kartma,báti se
989,fliehen::V,põgenema,bežáti
990,flüchten::V,põgenema,pobégniti
991,sehen::V,nägema,vídeti
992,anschauen::V,vaatama,oglédati
993,ansehen::V,vaatama,glédati
994,hören::V,kuulma,slíšati
995,zuhören::V,kuulama,poslúšati
996,probieren::V,proovima,poskúšati
997,riechen::V,nuusutama,dúhati
998,fühlen::V,tundma,čutíti
999,scheinen::V,näida,zdéti se
1000,scheinen::V,ilmuda,zdéti se
1001,zu sehen sein::V,ilmuma,vídeti se
1002,vernehmen::V,üle kuulama,čúti
1003,frieren::V,külmetada,zébsti
1004,tun::V,tegema,délati
1005,können::V,võima,môči
1006,können::V,oskama,môči
1007,wollen::V,tahtma,hotéti
1008,anfangen::V,hakkama,začéti
1009,anfangen::V,alustama,začéti
1010,beenden::V,lõpetama,dokončáti
1011,aufhören::V,lakkama,prenéhati
1012,gelingen::V,õnnestuma,uspéti
1013,gelingen::V,õnnestuma,posréčiti se
1014,geraten::V,jõudma,obnêsti se
1015,öffnen::V,avama,odpréti
1016,schließen::V,sulgema,zapréti
1017,stellen::V,panema,postáviti
1018,stellen::V,asetama,postáviti
1019,setzen::V,panema,posadíti
1020,legen::V,panema,položíti
1021,legen::V,asetama,položíti
1022,berühren::V,riivama,dotíkati se
1023,berühren::V,puudutama,dotíkati se
1024,verbinden::V,ühendama,obvézati
1025,bedecken::V,katma,pokríti
1026,aufhängen::V,riputama,obésiti
1027,anzünden::V,süütama,zažgáti
1028,aufheben::V,üles tõstma,vzdígniti
1029,zurücklassen::V,jätma,zapustíti
1030,verlieren::V,kaotama,izgubíti
1031,fallen lassen::V,maha pillama,navréči
1032,fallen lassen::V,kukkuda laskma,navréči
1033,machen::V,tegema,naredíti
1034,machen::V,tegema,napráviti
1035,herstellen::V,valmistama,izdélati
1036,bauen::V,ehitama,gradíti
1037,reparieren::V,parandama,popráviti
1038,verbessern::V,parandama,izbóljšati
1039,ändern::V,muutma,spremeníti
1040,ändern::V,ümber tegema,spremeníti
1041,graben::V,kaevama,kopáti
1042,graben::V,kaevama,grêbsti
1043,beugen::V,painutama,upogníti
1044,biegen::V,painutama,zavíjati
1045,drehen::V,keerama,vrtéti
1046,wenden::V,ümber pöörama,obrníti
1047,umdrehen::V,ümber keerama,zasúkati
1048,heben::V,tõstma,dvígati
1049,hochheben::V,üles tõstma,privzdígniti
1050,hochheben::V,kõrgele tõstma,privzdígniti
1051,ergreifen::V,haarama,zgrábiti
1052,halten::V,hoidma,držáti
1053,drücken::V,pigistama,tiščáti
1054,schieben::V,lükkama,ríniti
1055,kratzen::V,kraapima,práskati
1056,lecken::V,lakkuma,lízati
1057,beißen::V,purema,grísti
1058,beißen::V,hammustama,grísti
1059,abreißen::V,rebima,odtŕgati
1060,abreißen::V,ära rebima,odtŕgati
1061,abschneiden::V,ära lõikama,odrézati
1062,binden::V,siduma,vézati
1063,stecken::V,pistma,vtakníti
1064,brechen::V,murdma,lomíti
1065,klopfen::V,koputama,tólči
1066,hauen::V,lööma,séči
1067,kleben::V,kleepima,lépiti
1068,reiben::V,hõõruma,tréti
1069,reiben::V,hõõruma,dŕgniti
1070,streichen::V,silitama,namázati
1071,schleifen::V,lihvima,brúsiti
1072,schleifen::V,teritama,brúsiti
1073,schneiden::V,lõikama,rézati
1074,rütteln::V,raputama,strésti
1075,schütteln::V,raputama,majáti
1076,schütteln::V,loksutama,majáti
1077,schwenken::V,vehkima,obrníti
1078,schwenken::V,lehvitama,obrníti
1079,schütten::V,kallama,sípati
1080,füllen::V,täitma,napolníti
1081,einwickeln::V,sisse mähkima,zavíti
1082,tragen::V,kandma,nêsti
1083,schleppen::V,tassima,vláčiti
1084,schleppen::V,lohistama,vláčiti
1085,ziehen::V,vedama,vléči
1086,ziehen::V,tõmbama,vléči
1087,aufbewahren::V,säilitama,shranjeváti
1088,aufbewahren::V,alal hoidma,shranjeváti
1089,werfen::V,viskama,lúčati
1090,fangen::V,püüdma,ujéti
1091,packen::V,kinni haarama,prijéti
1092,packen::V,kinni võtma,prijéti
1093,verstecken::V,peitma,skríti
1094,teilen::V,jagama,razdelíti
1095,teilen::V,jaotama,razdelíti
1096,schicken::V,saatma,pošíljati
1097,bringen::V,viima,prinêsti
1098,hinzufügen::V,lisama,pristáviti
1099,bekommen::V,saama,dobíti
1100,erhalten::V,saama,prejéti
1101,nehmen::V,võtma,vzéti
1102,wählen::V,valima,izbírati
1103,auswählen::V,valima,izbráti
1104,bewahren::V,hoidma,ohraníti
1105,behindern::V,takistama,ovírati
1106,verderben::V,rikkuma,pokváriti
1107,beschädigen::V,rikkuma,poškodováti
1108,zerbrechen::V,katki tegema,razlomíti
1109,zerreißen::V,katki rebima,raztŕgati
1110,zerstören::V,purustama,razrúšiti
1111,verbrennen::V,põletama,sežgáti
1112,geben::V,andma,dáti
1113,reichen::V,andma,séči
1114,reichen::V,andma,molíti
1115,reichen::V,ulatama,séči
1116,reichen::V,ulatama,molíti
1117,schenken::V,kinkima,podáriti
1118,versprechen::V,lubama,obljubíti
1119,versprechen::V,tõotama,obljubíti
1120,wünschen::V,soovima,vóščiti
1121,loben::V,kiitma,hváliti
1122,küssen::V,suudlema,poljubováti
1123,wiegen::V,hällitama,zíbati
1124,zudecken::V,kaanetama,pokríti
1125,zudecken::V,kinni katma,pokríti
1126,wecken::V,äratama,zbudíti
1127,zeigen::V,näitama,pokázati
1128,führen::V,juhatama,vêsti
1129,lehren::V,õpetama,učíti
1130,unterrichten::V,õpetama,poučeváti
1131,aufziehen::V,üles kasvatama,vzgojíti
1132,leiten::V,juhtima,uprávljati
1133,antreiben::V,ergutama,goníti
1134,lassen::V,laskma,povzročíti
1135,einladen::V,kutsuma,povábiti
1136,vereinigen::V,ühendama,zdrúžiti
1137,besuchen::V,külastama,obiskáti
1138,treffen::V,kohtama,pogodíti
1139,sich versammeln::V,kogunema,zbráti se
1140,spielen::V,mängima,igráti se
1141,singen::V,laulma,péti
1142,tanzen::V,tantsima,plésati
1143,sich trennen::V,lahku minema,ločíti se
1144,verlassen::V,maha jätma,zapustíti
1145,retten::V,päästma,réšiti
1146,bewachen::V,valvama,strážiti
1147,schützen::V,kaitsma,sčítiti
1148,verteidigen::V,kaitsma,braníti
1149,sich schlagen::V,kaklema,têpsti se
1150,schießen::V,tulistama,stréljati
1151,siegen::V,võitma,zmágati
1152,ärgern::V,ärritama,jezíti
1153,ärgern::V,ärritama,razbúriti
1154,ärgern::V,vihastama,jezíti
1155,ärgern::V,vihastama,razbúriti
1156,schlagen::V,lööma,têpsti
1157,schlagen::V,lööma,udáriti
1158,treten::V,sõtkuma,teptáti
1159,stechen::V,pistma,ubôsti
1160,stechen::V,torkama,ubôsti
1161,stoßen::V,tõukama,peháti
1162,stoßen::V,tõukama,drégniti
1163,stehlen::V,varastama,ukrásti
1164,stehlen::V,varastama,pokrásti
1165,stören::V,segama,motíti
1166,stören::V,häirima,motíti
1167,belästigen::V,ahistama,nadlegováti
1168,verbergen::V,peitma,skríti
1169,verbergen::V,varjama,skríti
1170,täuschen::V,petma,slepíti
1171,täuschen::V,tüssama,slepíti
1172,betrügen::V,petma,várati
1173,betrügen::V,petma,ogoljufáti
1174,betrügen::V,tüssama,várati
1175,betrügen::V,tüssama,ogoljufáti
1176,betrügen::V,truudust murtma,várati
1177,betrügen::V,truudust murtma,ogoljufáti
1178,töten::V,tapma,ubíti
1179,töten::V,surmama,ubíti
1180,wohnen::V,elama,prebívati
1181,arbeiten::V,töötama,délati
1182,sammeln::V,koguma,zbráti
1183,sammeln::V,korjama,zbráti
1184,pflücken::V,noppima,obráti
1185,jagen::V,jahtima,lovíti
1186,fischen::V,kalastama,ribáriti
1187,fischen::V,kala püüdma,ribáriti
1188,fassen::V,püüdma,zajéti
1189,hüten::V,karjatama,pásti
1190,treiben::V,ajama,pogánjati
1191,anbinden::V,kinni siduma,privézati
1192,füttern::V,söötma,kŕmiti
1193,melken::V,lüpsma,mólsti
1194,hacken::V,raiuma,sékati
1195,hacken::V,lõhkuma,sékati
1196,gießen::V,kastma,ulíti
1197,reifen::V,valmima,zoréti
1198,zubereiten::V,valmistama,pripráviti
1199,kochen::V,keetma,kúhati
1200,backen::V,küpsetama,cvréti
1201,braten::V,praadima,pêči
1202,umrühren::V,segama,preméšati
1203,stricken::V,kuduma,plêsti
1204,nähen::V,õmblema,šívati
1205,färben::V,värvima,bárvati
1206,reinigen::V,puhastama,očístiti
1207,waschen::V,pesema,opráti
1208,abwischen::V,puhtaks pühkima,obrísati
1209,spülen::V,uhtma,splakováti
1210,fegen::V,pühkima,pométati
1211,kehren::V,pühkima,mésti
1212,baden::V,suplema,kópati se
1213,baden::V,kümblema,kópati se
1214,sich waschen::V,end pesema,umíti se
1215,ausziehen::V,käest võtma,izvléči
1216,ausziehen::V,jalast võtma,izvléči
1217,ausziehen::V,seljast võtma,izvléči
1218,anziehen::V,jalga panema,obléči
1219,sich anziehen::V,riietuma,obléči se
1220,kämmen::V,kammima,česáti
1221,schmücken::V,kaunistama,okrasíti
1222,sagen::V,ütlema,dejáti
1223,sprechen::V,rääkima,govoríti
1224,sprechen::V,kõnelema,govoríti
1225,reden::V,kõnelema,rêči
1226,sich unterhalten::V,vestlema,razgovárjati se
1227,fragen::V,küsima,vprášati
1228,bitten::V,paluma,prosíti
1229,erzählen::V,jutustama,práviti
1230,mitteilen::V,teatama,naznániti
1231,mitteilen::V,teada andma,naznániti
1232,nennen::V,nimetama,imenováti
1233,rufen::V,kutsuma,klícati
1234,prahlen::V,hooplema,baháti se
1235,übersetzen::V,tõlkima,prevêsti
1236,denken::V,mõtlema,mísliti
1237,glauben::V,uskuma,verjéti
1238,bemerken::V,märkama,opáziti
1239,erkennen::V,ära tundma,spoznáti
1240,begreifen::V,aru saama,pôjmiti
1241,verstehen::V,mõistma,razuméti
1242,lernen::V,õppima,učíti se
1243,wissen::V,teadma,znáti
1244,wissen::V,teadma,védeti
1245,sich erinnern an::V,mäletama,spómniti se
1246,vergessen::V,unustama,pozábiti
1247,messen::V,mõõtma,mériti
1248,zählen::V,loendama,štéti
1249,rechnen::V,arvutama,račúnati
1250,lesen::V,lugema,bráti
1251,lesen::V,lugema,čítati
1252,malen::V,maalima,slíkati
1253,zeichnen::V,joonistama,rísati
1254,schreiben::V,kirjutama,písati
1255,besitzen::V,omama,iméti
1256,kaufen::V,ostma,kupíti
1257,verkaufen::V,müüma,prodáti
1258,bezahlen::V,tasuma,pláčati
1259,zahlen::V,maksma,plačeváti
1260,beherrschen::V,valitsema,obvládati
1261,ertragen::V,taluma,prenêsti
