,Concept_ID,uk,tr
833,noch::ADV,ще,hâlâ
834,noch::ADV,ще,henüz
835,nur::ADV,лише,ancak
836,nur::ADV,лише,yalnız
837,nur::ADV,тільки,ancak
838,nur::ADV,тільки,yalnız
839,schon::ADV,вже,çoktan
840,wieder::ADV,знову,tekrar
841,wieder::ADV,знову,yeniden
842,vergebens::ADV,дарма,boşuna
843,vor::PRP,перед,önünde
844,hinter::PRP,ззаду,arkasında
845,hinter::PRP,позаду,arkasında
846,unter::PRP,під,altında
847,durch::PRP,крізь,sayesinde
848,durch::PRP,крізь,ortasından
849,neben::PRP,біля,yanında
850,zwischen::PRP,між,arasında
851,wegen::PRP,з-за,dolayı
852,wegen::PRP,через,dolayı
853,dies::PRN,це,bu
854,das::PRN,то,o
855,das::PRN,то,şu
856,alles::PRN,все,hepsi
857,alles::PRN,все,her şey
858,ich::PRN,я,ben
859,du::PRN,ти,sen
860,er::PRN,він,o
861,wir::PRN,ми,biz
862,ihr::PRN,ви,siz
863,sie::PRN,вони,onlar
864,was::FPRN,що,ne
865,wer::FPRN,хто,kim
866,wo::FADV,де,nerede
867,wohin::FADV,куди,nereye
868,wie::FADV,як,nasıl
869,warum::FADV,чому,neden
870,wieviel::FNUM,скільки,kaç
871,wieviel::FNUM,скільки,ne kadar
872,eins::NUM,один,bir
873,zwei::NUM,два,iki
874,drei::NUM,три,üç
875,vier::NUM,чотири,dört
876,fünf::NUM,п’ять,beş
877,sechs::NUM,шість,altı
878,sieben::NUM,сім,yedi
879,acht::NUM,вісім,sekiz
880,neun::NUM,дев’ять,dokuz
881,zehn::NUM,десять,on
882,elf::NUM,одинадцять,on bir
883,zwölf::NUM,дванадцять,on iki
884,zwanzig::NUM,двадцять,yirmi
885,dreißig::NUM,тридцять,otuz
886,vierzig::NUM,сорок,kırk
887,fünfzig::NUM,п’ятдесят,elli
888,sechzig::NUM,шістдесят,altmış
889,siebzig::NUM,сімдесят,yetmiş
890,achtzig::NUM,вісімдесят,seksen
891,neunzig::NUM,дев’яносто,doksan
892,hundert::NUM,сто,yüz
893,tausend::NUM,тисяча,bin
894,und::CNJ,і,ve
895,und::CNJ,і,ile
896,oder::CNJ,або,ya
897,oder::CNJ,або,yahut
898,stehen::V,стояти,durmak
899,sitzen::V,сидіти,oturmak
900,liegen::V,лежати,yatmak
901,hängen::V,висіти,asılı olmak
902,werden::V,стати,olmak
903,werden::V,стати,olunmak
904,werden::V,робитися,olmak
905,werden::V,робитися,olunmak
906,passieren::V,трапитися,olmak
907,beginnen::V,початися,başlamak
908,enden::V,кінчитися,bitmek
909,enden::V,кінчитися,sona ermek
910,wechseln::V,мінятися,değişmek
911,aufgehen[Sonne]::V,зійти,doğmak
912,untergehen[Sonne]::V,зайти,batmak
913,scheinen[Sonne]::V,світити,parlamak
914,donnern::V,гриміти,gök gürlemek
915,wehen::V,віяти,esmek
916,strömen::V,литися,akmak
917,fließen::V,текти,akmak
918,sich drehen::V,обертатися,dönmek
919,schwanken::V,коливатися,sallanmak
920,schwingen::V,хитатися,titremek
921,schwingen::V,гойдатися,titremek
922,fallen::V,падати,düşmek
923,brennen::V,горіти,yanmak
924,rauchen::V,диміти,tütmek
925,regnen::V,дощити,yağmak
926,gefrieren::V,змерзнути,donmak
927,tauen::V,танути,erimek
928,schmelzen::V,плавитися,erimek
929,trocknen::V,сохнути,kurumak
930,sieden::V,кипіти,kaynamak
931,faulen::V,гнити,çürümek
932,verfaulen::V,згнити,çürümek
933,reißen::V,рватися,yırtılmak
934,versinken::V,тонути,batmak
935,vergehen::V,проходити,geçmek
936,erscheinen::V,з’явитися,görünmek
937,verschwinden::V,щезнути,kaybolmak
938,verschwinden::V,зникнути,kaybolmak
939,sinken::V,спадати,inmek
940,abnehmen::V,поменшитися,azalmak
941,zunehmen::V,збільшуватися,artmak
942,zunehmen::V,збільшуватися,çoğalmak
943,steigen::V,підніматися,artmak
944,steigen::V,підніматися,yükselmek
945,wachsen::V,рости,büyümek
946,wachsen::V,рости,gelişmek
947,glänzen::V,блищати,parlamak
948,funkeln::V,блискати,parıldamak
949,lärmen::V,шуміти,gürültü yapmak
950,läuten::V,дзвонити,çalmak
951,klingeln::V,дзвонити,zil çalmak
952,klirren::V,дзвякати,şakırdamak
953,klirren::V,дзвякати,zangırdamak
954,brausen::V,бушувати,köpürmek
955,brausen::V,бушувати,kükremek
956,rauschen::V,шелестіти,fışırdamak
957,klingen::V,лунати,tınlamak
958,klingen::V,звучати,tınlamak
959,bellen::V,гавкати,havlamak
960,heulen::V,вити,ulumak
961,blasen::V,дунути,üflemek
962,pfeifen::V,свистіти,düdük çalmak
963,schreien::V,кричати,bağırmak
964,schreien::V,кричати,haykırmak
965,stöhnen::V,стогнати,inlemek
966,zittern::V,тремтіти,titremek
967,leben::V,жити,yaşamak
968,leben::V,жити,hayatta olmak
969,geboren werden::V,народитися,doğmak
970,atmen::V,дихати,solunmak
971,atmen::V,дихати,nefes almak
972,trinken::V,пити,içmek
973,essen::V,їсти,yemek
974,schlucken::V,ковтати,yutmak
975,müde werden::V,втомитися,yorulmak
976,einschlafen::V,заснути,uykuya dalmak
977,schlafen::V,спати,uyumak
978,aufwachen::V,прокинутися,uyanmak
979,aufstehen::V,встати,kalkmak
980,aufstehen::V,встати,yataktan kalkmak
981,sich erholen::V,відпочивати,dinlenmek
982,krank werden::V,захворіти,hastalanmak
983,krank sein::V,хворіти,hasta olmak
984,schmerzen::V,боліти,ağrımak
985,husten::V,кашляти,öksürmek
986,genesen::V,одужати,şifa bulmak
987,genesen::V,видужати,şifa bulmak
988,sterben::V,померти,ölmek
989,sterben::V,померти,vefat etmek
990,umkommen::V,згинути,ölmek
991,sich bewegen::V,рухатися,hareket etmek
992,sich rühren::V,ворушитися,kımıldanmak
993,sich erheben::V,встати,kalkmak
994,sich erheben::V,встати,ayağa kalkmak
995,sich setzen::V,сісти,oturmak
996,hinfallen::V,упасти,yere düşmek
997,laufen::V,ходити,yürümek
998,schreiten::V,крокувати,yürümek
999,schreiten::V,крокувати,adım atmak
1000,spazierengehen::V,гуляти,gezmek
1001,spazierengehen::V,гуляти,dolaşmak
1002,eilen::V,спішити,seğirtmek
1003,sich beeilen::V,поспішати,acele etmek
1004,sausen::V,мчатися,hızla gitmek
1005,rennen::V,бігати,koşmak
1006,springen::V,скакати,atlamak
1007,springen::V,скакати,sıçramak
1008,springen::V,стрибати,atlamak
1009,springen::V,стрибати,sıçramak
1010,klettern::V,лазити,tırmanmak
1011,schaukeln::V,гойдатися,sallanmak
1012,kriechen::V,повзати,sürünmek
1013,schwimmen::V,пливти,yüzmek
1014,schwimmen::V,плавати,yüzmek
1015,tauchen::V,пірнати,dalmak
1016,rudern::V,гребти,kürek çekmek
1017,rudern::V,веслувати,kürek çekmek
1018,fahren::V,їхати,gitmek
1019,fliegen::V,літати,uçmak
1020,gehen::V,іти,gitmek
1021,weggehen::V,піти,gitmek
1022,abfahren::V,від’їхати,kalkmak
1023,abfahren::V,відправитися,kalkmak
1024,anhalten::V,зупинитися,durmak
1025,hineingehen::V,входити,içeri girmek
1026,eintreten::V,увійти,girmek
1027,kommen::V,прийти,gelmek
1028,ankommen::V,прибути,varmak
1029,zurückkommen::V,повернутися,dönmek
1030,bleiben::V,залишитися,kalmak
1031,warten::V,чекати,beklemek
1032,erwarten::V,чекати,beklemek
1033,suchen::V,шукати,aramak
1034,finden::V,знайти,bulmak
1035,versuchen::V,випробовувати,denemek
1036,vorbereiten::V,підготувати,hazırlamak
1037,lieben::V,любити,sevmek
1038,mögen::V,любити,beğenmek
1039,mögen::V,подобатися,beğenmek
1040,lachen::V,сміятися,gülmek
1041,rühren::V,розчулити,dokunmak
1042,rühren::V,розчулити,duygulandırmak
1043,weinen::V,плакати,ağlamak
1044,schimpfen::V,лаятися,küfretmek
1045,sich ärgern::V,сердитися,kızmak
1046,sich fürchten::V,боятися,korkmak
1047,fürchten::V,боятися,korkmak
1048,fliehen::V,тікати,kaçmak
1049,flüchten::V,утекти,kaçmak
1050,sehen::V,бачити,görmek
1051,anschauen::V,поглянути,seyretmek
1052,ansehen::V,дивитися на,bakmak
1053,hören::V,чути,duymak
1054,hören::V,чути,işitmek
1055,zuhören::V,слухати,dinlemek
1056,probieren::V,покуштувати,denemek
1057,probieren::V,покуштувати,tadına bakmak
1058,riechen::V,нюхати,kokusunu almak
1059,fühlen::V,відчувати,duymak
1060,fühlen::V,відчувати,hissetmek
1061,scheinen::V,здаватися,görünmek
1062,zu sehen sein::V,виднітися,görünmek
1063,vernehmen::V,почути,haber almak
1064,frieren::V,мерзнути,üşümek
1065,tun::V,робити,etmek
1066,tun::V,робити,yapmak
1067,können::V,могти,bilmek
1068,wollen::V,хотіти,istemek
1069,anfangen::V,почати,başlamak
1070,beenden::V,закінчити,bitirmek
1071,aufhören::V,перестати,bitmek
1072,gelingen::V,вдатися,başarmak
1073,geraten::V,опинитися,düşmek
1074,öffnen::V,відкрити,açmak
1075,schließen::V,закрити,kapamak
1076,stellen::V,поставити,koymak
1077,setzen::V,посадити,koymak
1078,setzen::V,посадити,oturtmak
1079,legen::V,класти,koymak
1080,legen::V,класти,yatırmak
1081,berühren::V,чіпати,dokunmak
1082,verbinden::V,зв’язати,bağlamak
1083,verbinden::V,зв’язати,birleştirmek
1084,bedecken::V,покрити,örtmek
1085,bedecken::V,покрити,kaplamak
1086,aufhängen::V,повісити,asmak
1087,anzünden::V,запалити,yakmak
1088,anzünden::V,запалити,ateşlemek
1089,aufheben::V,підняти,kaldırmak
1090,zurücklassen::V,залишити,geride bırakmak
1091,verlieren::V,загубити,yitirmek
1092,verlieren::V,загубити,kaybetmek
1093,fallen lassen::V,упустити,düşürmek
1094,machen::V,зробити,yapmak
1095,herstellen::V,виготовити,yapmak
1096,herstellen::V,виготовити,imal etmek
1097,bauen::V,будувати,kurmak
1098,bauen::V,будувати,inşa etmek
1099,reparieren::V,лагодити,onarmak
1100,reparieren::V,лагодити,tamir etmek
1101,verbessern::V,поліпшити,düzeltmek
1102,ändern::V,змінити,değiştirmek
1103,graben::V,копати,kazmak
1104,beugen::V,зігнути,eğmek
1105,biegen::V,погнути,bükmek
1106,drehen::V,вертіти,çevirmek
1107,drehen::V,вертіти,döndürmek
1108,wenden::V,повернути,çevirmek
1109,umdrehen::V,перевернути,çevirmek
1110,heben::V,піднімати,kaldırmak
1111,hochheben::V,підняти,yukarı kaldırmak
1112,ergreifen::V,схопити,tutmak
1113,ergreifen::V,схопити,yakalamak
1114,halten::V,тримати,tutmak
1115,drücken::V,натискати,sıkmak
1116,schieben::V,пхати,itmek
1117,schieben::V,пхати,sürmek
1118,schieben::V,штовхати,itmek
1119,schieben::V,штовхати,sürmek
1120,kratzen::V,шкребти,kaşımak
1121,lecken::V,лизати,yalamak
1122,beißen::V,кусати,ısırmak
1123,abreißen::V,відірвати,koparmak
1124,abschneiden::V,відрізати,keserek ayırmak
1125,binden::V,в’язати,bağlamak
1126,stecken::V,увіткнути,sokmak
1127,brechen::V,зламати,kırmak
1128,klopfen::V,стукати,çalmak
1129,hauen::V,бити,vurmak
1130,kleben::V,клеїти,yapıştırmak
1131,reiben::V,терти,ovmak
1132,reiben::V,терти,sürtmek
1133,streichen::V,намазати,sürmek
1134,schleifen::V,точити,bilemek
1135,schneiden::V,різати,kesmek
1136,rütteln::V,хитати,sallamak
1137,schütteln::V,трясти,sarsmak
1138,schütteln::V,трясти,çalkamak
1139,schwenken::V,махати,sallamak
1140,schütten::V,налити,dökmek
1141,schütten::V,налити,akıtmak
1142,füllen::V,наповнити,doldurmak
1143,einwickeln::V,загорнути,sarmak
1144,tragen::V,нести,taşımak
1145,schleppen::V,тягти,sürüklemek
1146,ziehen::V,тягнути,çekmek
1147,aufbewahren::V,зберігати,saklamak
1148,werfen::V,кидати,atmak
1149,fangen::V,ловити,tutmak
1150,fangen::V,ловити,yakalamak
1151,packen::V,схопити,tutmak
1152,packen::V,схопити,yakalamak
1153,verstecken::V,сховати,saklamak
1154,teilen::V,розділити,bölmek
1155,teilen::V,розділити,ayırmak
1156,schicken::V,посилати,yollamak
1157,schicken::V,посилати,göndermek
1158,bringen::V,принести,getirmek
1159,hinzufügen::V,додати,katmak
1160,hinzufügen::V,додати,eklemek
1161,bekommen::V,дістати,almak
1162,bekommen::V,дістати,eline geçmek
1163,erhalten::V,одержати,almak
1164,nehmen::V,взяти,almak
1165,wählen::V,вибрати,seçmek
1166,auswählen::V,відібрати,seçmek
1167,auswählen::V,відібрати,ayırmak
1168,bewahren::V,зберегти,korumak
1169,behindern::V,перешкоджати,engellemek
1170,verderben::V,зіпсувати,bozmak
1171,beschädigen::V,зашкодити,zedelemek
1172,beschädigen::V,зашкодити,ziyan vermek
1173,zerbrechen::V,розбити,kırmak
1174,zerreißen::V,розірвати,yırtmak
1175,zerstören::V,зруйнувати,yıkmak
1176,zerstören::V,зруйнувати,tahrip etmek
1177,verbrennen::V,спалити,yakmak
1178,geben::V,дати,vermek
1179,reichen::V,передати,uzatmak
1180,schenken::V,дарувати,hediye etmek
1181,versprechen::V,обіцяти,vaat etmek
1182,wünschen::V,бажати,kutlamak
1183,loben::V,хвалити,övmek
1184,küssen::V,цілувати,öpmek
1185,wiegen::V,качати,sallamak
1186,zudecken::V,накрити,örtmek
1187,wecken::V,розбудити,uyandırmak
1188,zeigen::V,показати,göstermek
1189,führen::V,вести,gezdirmek
1190,führen::V,вести,yol göstermek
1191,lehren::V,вчити,okutmak
1192,lehren::V,вчити,öğretmek
1193,unterrichten::V,викладати,öğretmek
1194,aufziehen::V,виховати,yetiştirmek
1195,leiten::V,керувати,yönetmek
1196,leiten::V,керувати,idare etmek
1197,antreiben::V,підганяти,teşvik etmek
1198,lassen::V,змусити,-tırmak
1199,einladen::V,запросити,davet etmek
1200,vereinigen::V,об’єднати,birleştirmek
1201,besuchen::V,завітати,uğramak
1202,besuchen::V,завітати,ziyaret etmek
1203,besuchen::V,завітати,görmeye gitmek
1204,besuchen::V,відвідати,uğramak
1205,besuchen::V,відвідати,ziyaret etmek
1206,besuchen::V,відвідати,görmeye gitmek
1207,treffen::V,зустріти,rastlamak
1208,treffen::V,зустріти,isabet etmek
1209,sich versammeln::V,зібратися,toplanmak
1210,spielen::V,грати,oynamak
1211,singen::V,співати,söylemek
1212,singen::V,співати,şarkı söylemek
1213,tanzen::V,танцювати,oynamak
1214,tanzen::V,танцювати,dans etmek
1215,sich trennen::V,розлучитися,ayrılmak
1216,verlassen::V,покинути,bırakmak
1217,verlassen::V,покинути,terk etmek
1218,retten::V,врятувати,kurtarmak
1219,bewachen::V,охороняти,gözetmek
1220,schützen::V,уберігати,korumak
1221,verteidigen::V,захистити,savunmak
1222,sich schlagen::V,битися,dövüşmek
1223,sich schlagen::V,дратися,dövüşmek
1224,schießen::V,стріляти,ateş etmek
1225,siegen::V,перемогти,yenmek
1226,ärgern::V,сердити,kızdırmak
1227,schlagen::V,ударити,dövmek
1228,treten::V,штовхати,tepmek
1229,stechen::V,вколоти,sokmak
1230,stechen::V,вколоти,batırmak
1231,stoßen::V,штовхнути,itmek
1232,stehlen::V,украсти,çalmak
1233,stören::V,перешкодити,bozmak
1234,stören::V,перешкодити,etkilemek
1235,belästigen::V,докучати,rahatsız etmek
1236,verbergen::V,сховати,saklamak
1237,täuschen::V,обдурити,aldatmak
1238,betrügen::V,зшахраювати,aldatmak
1239,betrügen::V,зшахраювати,dolandırmak
1240,töten::V,убити,öldürmek
1241,wohnen::V,жити,oturmak
1242,wohnen::V,мешкати,oturmak
1243,arbeiten::V,працювати,çalışmak
1244,sammeln::V,зібрати,toplamak
1245,pflücken::V,зривати,koparmak
1246,jagen::V,полювати,avlanmak
1247,fischen::V,рибалити,balık tutmak
1248,fassen::V,піймати,tutmak
1249,fassen::V,піймати,yakalamak
1250,hüten::V,пасти,otlatmak
1251,treiben::V,гнати,gütmek
1252,anbinden::V,прив’язати,bağlamak
1253,füttern::V,годувати,beslemek
1254,füttern::V,харчувати,beslemek
1255,melken::V,доїти,sağmak
1256,hacken::V,рубати,yarmak
1257,gießen::V,полити,sulamak
1258,reifen::V,дозріти,olgunlaşmak
1259,zubereiten::V,зготовити,hazırlamak
1260,zubereiten::V,приготувати,hazırlamak
1261,kochen::V,варити,pişirmek
1262,kochen::V,варити,kaynatmak
1263,kochen::V,готувати,pişirmek
1264,kochen::V,готувати,kaynatmak
1265,backen::V,пекти,pişirmek
1266,backen::V,пекти,fırında pişirmek
1267,braten::V,смажити,kızartmak
1268,umrühren::V,переміщати,karıştırmak
1269,stricken::V,в’язати,örmek
1270,nähen::V,шити,dikmek
1271,färben::V,пофарбувати,boyamak
1272,reinigen::V,очистити,temizlemek
1273,waschen::V,мити,yıkamak
1274,abwischen::V,витерти,silmek
1275,spülen::V,полоскати,çalkamak
1276,fegen::V,підмітати,süpürmek
1277,kehren::V,мести,süpürmek
1278,baden::V,купатися,yıkanmak
1279,baden::V,купатися,banyo yapmak
1280,sich waschen::V,митися,yıkanmak
1281,ausziehen::V,зняти,çıkarmak
1282,anziehen::V,надіти,giymek
1283,sich anziehen::V,одягтися,giyinmek
1284,sich anziehen::V,одягнутися,giyinmek
1285,kämmen::V,зачесати,taramak
1286,schmücken::V,оздобити,süslemek
1287,sagen::V,сказати,demek
1288,sagen::V,сказати,söylemek
1289,sprechen::V,говорити,konuşmak
1290,reden::V,розмовляти,konuşmak
1291,sich unterhalten::V,бесідувати,sohbet etmek
1292,fragen::V,запитати,sormak
1293,bitten::V,просити,dilemek
1294,bitten::V,просити,rica etmek
1295,erzählen::V,розповісти,bahsetmek
1296,erzählen::V,розповісти,hikâye etmek
1297,mitteilen::V,повідомити,bildirmek
1298,nennen::V,назвати,adlandırmak
1299,rufen::V,кликати,çağırmak
1300,prahlen::V,хвалитися,övünmek
1301,übersetzen::V,перекласти,çevirmek
1302,übersetzen::V,перекласти,tercüme etmek
1303,denken::V,думати,düşünmek
1304,denken::V,мислити,düşünmek
1305,glauben::V,вірити,inanmak
1306,glauben::V,вірити,zannetmek
1307,bemerken::V,помітити,farkına varmak
1308,erkennen::V,пізнати,tanımak
1309,begreifen::V,осягнути,anlamak
1310,begreifen::V,осягнути,kavramak
1311,verstehen::V,почути,duymak
1312,verstehen::V,почути,anlamak
1313,lernen::V,навчатися,öğrenmek
1314,wissen::V,знати,bilmek
1315,sich erinnern an::V,пам’ятати,hatırlamak
1316,vergessen::V,забути,unutmak
1317,messen::V,міряти,ölçmek
1318,zählen::V,лічити,saymak
1319,rechnen::V,рахувати,hesap etmek
1320,lesen::V,читати,okumak
1321,malen::V,малювати,resmini yapmak
1322,zeichnen::V,рисувати,çizmek
1323,schreiben::V,писати,yazmak
1324,besitzen::V,мати,haiz olmak
1325,besitzen::V,мати,sahip olmak
1326,kaufen::V,купити,almak
1327,verkaufen::V,продати,satmak
1328,bezahlen::V,заплатити,ödemek
1329,zahlen::V,платити,ödemek
1330,beherrschen::V,володіти,hâkim olmak
1331,ertragen::V,витерпіти,dayanmak
1332,ertragen::V,витерпіти,katlanmak
