,Concept_ID,bg,ga
201,Pferd::N,кон,each
202,Pferd::N,кон,capall
203,Schaf::N,овца,caora
204,Schwein::N,свиня,muc
205,Hund::N,куче,madra
206,Katze::N,котка,cat
207,Bär::N,мечка,béar
208,Eichhörnchen::N,катерица,iora
209,Elch::N,лос,eilc
210,Fuchs::N,лисица,sionnach
211,Fuchs::N,лисица,madra rua
212,Hase::N,заек,giorria
213,Maus::N,мишка,luch
214,Wolf::N,вълк,mac tíre
215,Vogel::N,птица,éan
216,Schwarm::N,рой,saithe
217,Schwarm::N,рояк,saithe
218,Huhn::N,кокошка,cearc
219,Hahn::N,петел,coileach
220,Gans::N,гъска,gé
221,Adler::N,орел,iolar
222,Ente::N,патица,lacha
223,Eule::N,сова,ulchabhán
224,Kranich::N,жерав,grús
225,Krähe::N,врана,caróg
226,Krähe::N,врана,préachán
227,Kuckuck::N,кукувица,cuach
228,Schwan::N,лебед,eala
229,Fisch::N,риба,iasc
230,Barsch::N,костур,péirse
231,Hecht::N,щука,liús
232,Schlange[Tier]::N,змия,nathair
233,Wurm::N,червей,péist
234,Spinne::N,паяк,damhán alla
235,Ameise::N,мравка,seangán
236,Laus::N,въшка,míol
237,Mücke::N,комар,muiscít
238,Mücke::N,комар,corrmhíol
239,Fliege::N,муха,cuil
240,Fliege::N,муха,cuileog
241,Schmetterling::N,пеперуда,féileacán
242,Beere::N,плод,caor
243,Apfel::N,ябълка,úll
244,Pilz::N,гъба,beacán
245,Pilz::N,гъба,muisiriún
246,Zwiebel::N,лук,oinniún
247,Zwiebel::N,кромид,oinniún
248,Saat::N,семе,síol
249,Korn::N,зърно,gráinne
250,Heu::N,сено,féar
251,Schale::N,кора,scaimh
252,Grube::N,яма,poll
253,Grube::N,дупка,poll
254,Falle::N,примка,gaiste
255,Schlinge::N,клуп,sealán
256,Spur::N,диря,rian
257,Spur::N,следа,rian
258,Asche::N,пепел,luaith
259,Dreck::N,кал,salachar
260,Eisen::N,желязо,iarann
261,Gold::N,злато,ór
262,Silber::N,сребро,airgead
263,Kohle::N,въглища,gual
264,Glas::N,стъкло,gloine
265,Lehm::N,глина,cré
266,Sand::N,пясък,gaineamh
267,Mensch::N,човек,duine
268,Mann::N,мъж,fear
269,Frau::N,жена,bean
270,Kind::N,дете,gasúr
271,Kind::N,дете,páiste
272,Junge::N,момче,buachaill
273,Mädchen::N,момиче,cailín
274,Familie::N,фамилия,teaghlach
275,Familie::N,фамилия,comhluadar
276,Familie::N,семейство,teaghlach
277,Familie::N,семейство,comhluadar
278,Großvater::N,дядо,seanathair
279,Großmutter::N,баба,seanmháthair
280,Eltern::N,родители,tuismitheoirí
281,Vater::N,баща,athair
282,Mutter::N,майка,máthair
283,Sohn::N,син,mac
284,Tochter::N,дъщеря,iníon
285,Bruder::N,брат,deartháir
286,Schwester::N,сестра,deirfiúr
287,Onkel::N,чичо,uncail
288,Onkel::N,вуйчо,uncail
289,Tante::N,леля,aintín
290,Ehemann::N,съпруг,fear céile
291,Ehefrau::N,съпруга,bean chéile
292,Freude::N,радост,áthas
293,Gelächter::N,смях,gáire
294,Glück::N,щастие,séan
295,Glück::N,щастие,sonas
296,Kummer::N,тъга,brón
297,Kummer::N,тъга,buairt
298,Wunsch::N,желание,guí
299,Wunsch::N,желание,achainí
300,Lust::N,желание,fonn
301,Geist::N,дух,meon
302,Geist::N,дух,spiorad
303,Gedanke::N,мисъл,smaoineamh
304,Gedächtnis::N,памет,cuimhne
305,Verstand::N,ум,ciall
306,Verstand::N,ум,intinn
307,Verstand::N,разум,ciall
308,Verstand::N,разум,intinn
309,Sinn::N,смисъл,brí
310,Sinn::N,смисъл,ciall
311,Grund::N,причина,fáth
312,Wahrheit::N,правда,fírinne
313,Gespräch::N,разговор,comhrá
314,Märchen::N,приказка,scéal
315,Erzählung::N,разказ,scéal
316,Nachricht::N,вест,teachtaireacht
317,Nachricht::N,известие,teachtaireacht
318,Neuigkeit::N,новина,scéala
319,Name::N,име,ainm
320,Rätsel::N,гатанка,tomhas
321,Rede::N,реч,óráid
322,Rede::N,реч,aitheasc
323,Rede::N,слово,óráid
324,Rede::N,слово,aitheasc
325,Sprache::N,език,teanga
326,Stimme::N,глас,guth
327,Wort::N,дума,focal
328,Zeichen::N,знак,comhartha
329,Ruf::N,зов,glaoch
330,Lärm::N,шум,torann
331,Lärm::N,глъчка,torann
332,Laut::N,звук,fuaim
333,Ton::N,тон,ton
334,Lied::N,песен,amhrán
335,Ruhe::N,тишина,suaimhneas
336,Ruhe::N,спокойствие,suaimhneas
337,Leute::N,хора,muintir
338,Volk::N,народ,pobal
339,Arbeit::N,труд,obair
340,Arbeit::N,работа,obair
341,Gast::N,гост,aoi
342,Geschenk::N,дар,féirín
343,Geschenk::N,дар,bronntanas
344,Geschenk::N,подарък,féirín
345,Geschenk::N,подарък,bronntanas
346,Spiel::N,игра,cluiche
347,Gesellschaft::N,общество,comhluadar
348,Hilfe::N,помощ,cúnamh
349,Hilfe::N,помощ,cabhair
350,Freund::N,приятел,cara
351,Kamerad::N,другар,comrádaí
352,Angelegenheit::N,работа,ábhar
353,Anzahl::N,брой,líon
354,Anzahl::N,количество,líon
355,Art::N,вид,sórt
356,Art::N,вид,saghas
357,Stück::N,къс,píosa
358,Stück::N,парче,píosa
359,Teil::N,дял,cuid
360,Teil::N,дял,páirt
361,Teil::N,част,cuid
362,Teil::N,част,páirt
363,Hälfte::N,половина,leath
364,Kreis::N,кръг,ciorcal
365,Kreuz::N,кръст,cros
366,Linie::N,черта,líne
367,Strich::N,щрих,stríoc
368,Strich::N,черта,stríoc
369,Abstand::N,дистанция,achar
370,Abstand::N,разстояние,achar
371,Entfernung::N,разстояние,fad
372,Gegend::N,местност,ceantar
373,Platz::N,място,áit
374,Platz::N,място,spás
375,Ort::N,място,áit
376,Seite::N,страна,taobh
377,Mitte::N,среда,lár
378,Gegenstand::N,предмет,ball
379,Gegenstand::N,предмет,ábhar
380,Sache::N,вещ,ní
381,Sache::N,вещ,rud
382,Rand::N,ръб,imeall
383,Rand::N,ръб,ciumhais
384,Kante::N,ръб,corr
385,Kante::N,ръб,colbha
386,Kante::N,кант,corr
387,Kante::N,кант,colbha
388,Ecke::N,ъгъл,coirnéal
389,Spitze::N,връх,gob
390,Spitze::N,връх,barr
391,Spitze::N,острие,gob
392,Spitze::N,острие,barr
393,Ende::N,край,ceann
394,Ende::N,край,foirceann
395,Loch::N,дупка,poll
396,Winkel::N,кът,cúinne
397,Winkel::N,кът,uillinn
398,Winkel::N,ъгъл,cúinne
399,Winkel::N,ъгъл,uillinn
400,Muster::N,десен,patrún
401,Muster::N,образец,patrún
402,Größe::N,големина,méid
403,Größe::N,големина,toise
404,Länge::N,дължина,fad
405,Höhe::N,висота,airde
406,Höhe::N,височина,airde
407,Gewicht::N,тегло,meáchan
408,Gewicht::N,тежест,meáchan
409,Menge::N,количество,méid
410,Haufen::N,куп,cnap
411,Haufen::N,грамада,cnap
412,Reihe::N,ред,líne
413,Reihe::N,ред,sraith
414,Reihe::N,редица,líne
415,Reihe::N,редица,sraith
416,Boot::N,лодка,bád
417,Ruder::N,весло,rámh
418,Ruder::N,весло,maide rámha
419,Ruder::N,гребло,rámh
420,Ruder::N,гребло,maide rámha
421,Schlitten::N,шейна,carr sleamhnáin
422,Ski::N,ски,scí
423,Lagerfeuer::N,огнище,tine champa
424,Last::N,товар,ualach
425,Gang::N,ход,siúlóid
426,Gang::N,вървеж,siúlóid
427,Schritt::N,стъпка,céim
428,Schritt::N,стъпка,coiscéim
429,Norden::N,север,tuaisceart
430,Süden::N,юг,deisceart
431,Westen::N,запад,iarthar
432,Osten::N,изток,oirthear
433,Holz::N,дърво,adhmad
434,Brett::N,дъска,clár
435,Stange::N,прът,polla
436,Stange::N,прът,cuaille
437,Stange::N,върлина,polla
438,Stange::N,върлина,cuaille
439,Stock::N,прът,bata
440,Stock::N,прът,maide
441,Stock::N,тояга,bata
442,Stock::N,тояга,maide
443,Stab::N,прът,maide
444,Stab::N,прът,bachall
445,Rohr::N,цев,píopa
446,Rohr::N,тръба,píopa
447,Haus::N,къща,teach
448,Heim::N,дом,baile
449,Ofen::N,печка,sornóg
450,Fußboden::N,под,urlár
451,Tisch::N,маса,bord
452,Tisch::N,маса,tábla
453,Stuhl::N,стол,cathaoir
454,Wiege::N,люлка,cliabhán
455,Bett::N,легло,leaba
456,Bett::N,креват,leaba
457,Regal::N,рафт,seilf
458,Regal::N,етажерка,seilf
459,Kiste::N,кутия,bosca
460,Kiste::N,сандък,bosca
461,Fenster::N,прозорец,fuinneoig
462,Tür::N,врата,doras
463,Tor::N,врата,geata
464,Zaun::N,ограда,fál
465,Zaun::N,ограда,claí
466,Dach::N,покрив,díon
467,Leiter::N,стълба,dréimire
468,Besen::N,метла,scuab
469,Spaten::N,лопата,spád
470,Spaten::N,лопата,rámhainn
471,Schaufel::N,лопата,sluasaid
472,Gabel::N,вилица,forc
473,Gabel::N,вилица,gabhlóg
474,Löffel::N,лъжица,spúnóg
475,Messer::N,нож,scian
476,Nagel::N,гвоздей,tairne
477,Netz::N,мрежа,líon
478,Netz::N,мрежа,eangach
479,Haken::N,кука,croch
480,Haken::N,закачалка,croch
481,Griff::N,ръчка,cos
482,Griff::N,ръчка,hanla
483,Griff::N,дръжка,cos
484,Griff::N,дръжка,hanla
485,Schloss::N,брава,glas
486,Schloss::N,ключалка,glas
487,Bild::N,картина,pictiúr
488,Figur::N,фигура,fíor
489,Puppe::N,кукла,bábóg
490,Beutel::N,кесия,mála
491,Beutel::N,кесия,mealbhóg
492,Bündel::N,връзка,beart
493,Tasche::N,чанта,mála
494,Eimer::N,кофа,buicéad
495,Deckel::N,капак,clár
496,Deckel::N,капак,claibín
497,Deckel::N,похлупак,clár
498,Deckel::N,похлупак,claibín
499,Geschirr::N,съдове,soithí
500,Geschirr::N,съдове,gréithe
501,Sack::N,чувал,sac
502,Sack::N,чувал,mála
503,Tasse::N,чаша,cupán
504,Topf::N,гърне,pota
505,Topf::N,тенджера,pota
506,Kessel::N,котел,citeal
507,Essen::N,ядене,béile
508,Nahrung::N,храна,bia
509,Speise::N,ястие,mias
510,Fleisch::N,месо,feoil
511,Getreide::N,зърнено храни,grán
512,Getreide::N,зърнено храни,arbhar
513,Brei::N,каша,brúitín
514,Brot::N,хляб,arán
515,Scheibe::N,резен,píosa
516,Scheibe::N,резен,slisne
517,Fett::N,мазнина,saill
518,Fett::N,мазнина,méathras
519,Butter::N,масло,im
520,Öl::N,олио,ola
521,Öl::N,оливия,ola
522,Salz::N,сол,salann
523,Suppe::N,супа,sú
524,Suppe::N,супа,anraith
525,Honig::N,мед,mil
526,Milch::N,мляко,bainne
527,Tee::N,чай,tae
528,Leder::N,кожа,leathar
529,Wolle::N,вълна,olann
530,Stoff::N,плат,éadach
531,Stoff::N,материал,éadach
532,Nadel::N,игла,snáthaid
533,Faden::N,конец,snáth
534,Knopf::N,копче,cnaipe
535,Knoten::N,възел,snaidhm
536,Farbe::N,боя,péint
537,Kleidung::N,дрехи,éadaí
538,Kleidung::N,облекло,éadaí
539,Hemd::N,риза,léine
540,Kragen::N,яка,bóna
541,Ärmel::N,ръкав,muinchille
542,Hose::N,панталони,bríste
543,Hose::N,панталони,treabhsar
544,Gürtel::N,пояс,crios
545,Gürtel::N,колан,crios
546,Mütze::N,каскет,caipín
547,Mütze::N,фуражка,caipín
548,Schuh::N,обувка,bróg
549,Stiefel::N,ботуш,buatais
550,Ring::N,пръстен,fáinne
551,Band::N,лента,ribín
552,Band::N,връзка,ribín
553,Kamm::N,гребен,cíor
554,Spiegel::N,огледало,scáthán
555,Riemen::N,каиш,iall
556,Riemen::N,каиш,strapa
557,Riemen::N,ремък,iall
558,Riemen::N,ремък,strapa
559,Schnur::N,връв,téad
560,Schnur::N,връв,sreangán
561,Leine::N,връв,iall
562,Leine::N,въже,iall
563,Decke::N,покривка,pluid
564,Decke::N,покривка,blaincéad
565,Kissen::N,възглавница,piliúr
566,Kissen::N,възглавница,adhartán
567,Tuch::N,сукно,scaif
568,Handtuch::N,пешкир,tuáille
569,Handtuch::N,кърпа за лице,tuáille
570,Kraft::N,мощ,fórsa
571,Kraft::N,сила,fórsa
572,Stärke::N,сила,neart
573,Gesundheit::N,здраве,sláinte
574,Krankheit::N,болест,tinneas
575,Krankheit::N,болест,breoiteacht
576,Schmerz::N,болка,pian
577,Wunde::N,рана,goin
578,Fieber::N,треска,fiabhras
579,Fieber::N,температура,fiabhras
580,Arznei::N,лек,cógas
581,Arznei::N,лекарство,cógas
582,Brücke::N,мост,droichead
583,Brunnen::N,чешма,tobar
584,Brunnen::N,кладенец,tobar
585,Weide::N,паша,féarach
586,Weide::N,пасище,féarach
587,Pfad::N,пътека,cosán
588,Pfad::N,пътека,conair
589,Weg::N,път,slí
590,Weg::N,път,bealach
591,Straße::N,шосе,bóthar
592,Dorf::N,село,sráidbhaile
593,Stadt::N,град,baile
594,Stadt::N,град,cathair
595,Brief::N,писмо,litir
596,Buch::N,книга,cín
597,Buch::N,книга,leabhar
598,Buchstabe::N,буква,litir
599,Zeitung::N,вестник,nuachtán
600,Leben::N,живот,saol
601,Leben::N,живот,beatha
602,Tod::N,смърт,bás
603,Grab::N,гроб,uaigh
604,Kirche::N,църква,eaglais
605,Sünde::N,грях,peaca
606,Gott::N,бог,dia
607,Arbeiter::N,работник,oibrí
608,Chef::N,шеф,saoiste
609,Chef::N,шеф,ceannasaí
610,Chef::N,началник,saoiste
611,Chef::N,началник,ceannasaí
612,Meister::N,майстор,máistir
613,Arzt::N,лекар,lia
614,Arzt::N,лекар,dochtúir
615,Lehrer::N,учител,oide
616,Lehrer::N,учител,múinteoir
617,Geld::N,пари,airgead
618,Geschäft::N,сделка,gnó
619,Laden::N,дюкян,siopa
620,Laden::N,магазин,siopa
621,Preis::N,цена,praghas
622,Ware::N,стока,earra
623,Nutzen::N,полза,tairbhe
624,Nutzen::N,облага,tairbhe
625,Reichtum::N,богатство,rachmas
626,Reichtum::N,богатство,saibhreas
627,Welt::N,свят,domhan
628,Land::N,страна,tír
629,Staat::N,щат,stát
630,Staat::N,държава,stát
631,König::N,крал,rí
632,Macht::N,мощ,cumhacht
633,Macht::N,власт,cumhacht
634,Grenze::N,граница,críoch
635,Grenze::N,граница,teorainn
636,Krieg::N,война,cogadh
637,Feind::N,враг,namhaid
638,Feind::N,неприятел,namhaid
639,Gewalt::N,сила,foréigean
640,Gewalt::N,насилие,foréigean
641,Kampf::N,борба,troid
642,Kampf::N,сражение,troid
643,Bogen[Waffe]::N,лък,bogha
644,Pfeil::N,стрела,saighead
645,Gewehr::N,пушка,gunna
646,Fehler::N,грешка,botún
647,Fehler::N,грешка,meancóg
648,Lüge::N,лъжа,bréag
649,Lüge::N,лъжа,éitheach
650,Schaden::N,повреда,dochar
651,Schaden::N,повреда,damáiste
652,Unglück::N,нещастие,drochrath
653,Schuld::N,вина,locht
654,Schuld::N,вина,milleán
655,Alter::N,възраст,aois
656,Schluss::N,край,deireadh
657,Zeit::N,време,am
658,Zeit::N,време,aimsir
659,Tag::N,ден,lá
660,Morgen::N,утро,maidin
661,Morgen::N,сутрин,maidin
662,Mittag::N,обед,nóin
663,Mittag::N,пладне,nóin
664,Abend::N,вечер,tráthnóna
665,Nacht::N,нощ,oíche
666,Woche::N,седмица,seachtain
667,Monat::N,месец,mí
668,Jahr::N,година,bliain
669,Frühling::N,пролет,earrach
670,Sommer::N,лято,samhradh
671,Herbst::N,есен,fómhar
672,Winter::N,зима,geimhreadh
673,Januar::N,януари,Eanáir
674,Februar::N,февруари,Feabhra
675,März::N,март,Márta
676,April::N,април,Aibreán
677,Mai::N,май,Bealtaine
678,Juni::N,юни,Meitheamh
679,Juli::N,юли,Iúil
680,August::N,август,Lúnasa
681,September::N,септември,Meán Fómhair
682,Oktober::N,октомври,Deireadh Fómhair
683,November::N,ноември,Samhain
684,November::N,ноември,Mí na Samhna
685,Dezember::N,декември,Mí na Nollag
686,Montag::N,понеделник,Luan
687,Montag::N,понеделник,Dé Luain
688,Dienstag::N,вторник,Máirt
689,Dienstag::N,вторник,Dé Máirt
690,Mittwoch::N,сряда,Céadaoin
691,Mittwoch::N,сряда,Dé Céadaoin
692,Donnerstag::N,четвъртък,Déardaoin
693,Freitag::N,петък,Aoine
694,Freitag::N,петък,Dé hAoine
695,Samstag::N,събота,Satharn
696,Samstag::N,събота,Dé Sathairn
697,Sonntag::N,неделя,Domhnach
698,Sonntag::N,неделя,Dé Domhnaigh
699,groß::A,едър,mór
700,groß::A,голям,mór
701,klein::A,малък,beag
702,klein::A,дребен,beag
703,lang::A,дълъг,fada
704,kurz::A,къс,gearr
705,kurz::A,къс,gairid
706,breit::A,широк,leathan
707,breit::A,широк,fairsing
708,schmal::A,тесен,cúng
709,dicht::A,гъст,dlúth
710,dick[Gegenstand]::A,дебел,tiubh
711,dünn::A,тънък,caol
712,dünn::A,тънък,tanaí
713,fein::A,фин,scáinte
714,fein::A,фин,fíneálta
715,fein::A,тънък,scáinte
716,fein::A,тънък,fíneálta
717,fest::A,твърд,daingean
718,fest::A,плътен,daingean
719,flach::A,равен,cothrom
720,flach::A,плосък,cothrom
721,glatt::A,гладък,mín
722,glatt::A,гладък,sleamhain
723,hart::A,твърд,crua
724,hart::A,корав,crua
725,weich::A,мек,bog
726,rund::A,кръгъл,cruinn
727,spitz::A,островръх,gobach
728,spitz::A,островръх,biorach
729,scharf::A,остър,géar
730,scharf::A,остър,faobhrach
731,stumpf::A,тъп,maol
732,schwer::A,тежък,trom
733,schön::A,хубав,álainn
734,schön::A,красив,álainn
735,heiß::A,жарък,te
736,warm::A,топъл,te
737,kalt::A,студен,fuar
738,kühl::A,хладен,fionnuar
739,frisch::A,свеж,úr
740,frisch::A,свеж,friseáilte
741,feucht::A,влажен,tais
742,nass::A,мокър,fliuch
743,trocken::A,сух,tirim
744,voll::A,пълен,lán
745,leer::A,празен,folamh
746,offen::A,откровен,oscailte
747,geschlossen::A,закрит,dúnta
748,geschlossen::A,закрит,druidte
749,geschlossen::A,затворен,dúnta
750,geschlossen::A,затворен,druidte
751,sauber::A,чист,glan
752,schmutzig::A,мръсен,salach
753,roh::A,суров,amh
754,reif::A,зрял,aibí
755,lecker::A,вкусен,blasta
756,süß::A,сладък,milis
757,bitter::A,горчив,searbh
758,sauer::A,кисел,géar
759,sauer::A,кисел,searbh
760,hell::A,ясен,geal
761,hell::A,ясен,soilseach
762,hell::A,светъл,geal
763,hell::A,светъл,soilseach
764,dunkel::A,тъмен,dorcha
765,schwarz::A,черен,dubh
766,weiß::A,бял,bán
767,rot::A,червен,dearg
768,gelb::A,жълт,buí
769,blau::A,син,gorm
770,grün::A,зелен,glas
771,grün::A,зелен,uaine
772,grau::A,сив,liath
773,bunt::A,шарен,ildathach
774,bunt::A,шарен,dathannach
775,bunt::A,пъстър,ildathach
776,bunt::A,пъстър,dathannach
777,billig::A,евтин,saor
778,teuer::A,скъп,daor
779,teuer::A,скъп,costasach
780,wertvoll::A,ценен,luachmhar
781,blind::A,сляп,dall
782,blind::A,сляп,caoch
783,taub::A,глух,bodhar
784,kräftig::A,силен,cumhachtach
785,stark::A,здрав,tréan
786,stark::A,здрав,láidir
787,stark::A,силен,tréan
788,stark::A,силен,láidir
789,schwach::A,слаб,lag
790,schwach::A,слаб,fann
791,fett::A,тлъст,ramhar
792,schlank::A,тънък,caol
793,schlank::A,тънък,seang
794,schlank::A,строен,caol
795,schlank::A,строен,seang
796,hübsch::A,хубав,álainn
797,hübsch::A,хубав,dathúil
798,böse::A,зъл,olc
799,dumm::A,глупав,dúr
800,dumm::A,глупав,amaideach
801,faul::A,ленив,falsa
802,faul::A,ленив,leisciúil
803,faul::A,мързелив,falsa
804,faul::A,мързелив,leisciúil
805,fleißig::A,прилежен,dícheallach
806,geizig::A,скъпернически,barainneach
807,geizig::A,скъпернически,sprionlaithe
808,klug::A,умен,cliste
809,klug::A,разумен,cliste
810,geschickt::A,умел,oilte
811,geschickt::A,умел,ealaíonta
812,geschickt::A,сръчен,oilte
813,geschickt::A,сръчен,ealaíonta
814,lieb::A,мил,dil
815,lieb::A,мил,dílis
816,lieb::A,драг,dil
817,lieb::A,драг,dílis
818,lustig::A,весел,aerach
819,lustig::A,весел,meidhreach
820,sanft::A,нежен,bog
821,sanft::A,нежен,séimh
822,sanft::A,кротък,bog
823,sanft::A,кротък,séimh
824,hungrig::A,гладен,ocrach
825,krank::A,болен,tinn
826,krank::A,болен,breoite
827,nackt::A,гол,nocht
828,traurig::A,тъжен,brónach
829,traurig::A,печален,brónach
830,lebendig::A,жив,beo
831,gut::A,добър,maith
832,schlecht::A,лош,dona
833,schlecht::A,лош,droch-
834,richtig::A,правилен,ceart
835,schlimm::A,лош,gránna
836,schlimm::A,лош,tubaisteach
837,wahr::A,верен,fíor
838,wahr::A,истински,fíor
839,alt::A,стар,sean
840,alt::A,древен,sean
841,neu::A,нов,úr
842,neu::A,нов,nua
843,ehemalig::A,бивш,iar-
844,ehemalig::A,бивш,sean-
845,alt[Lebewesen]::A,стар,sean
846,alt[Lebewesen]::A,стар,aosta
