,Concept_ID,sah,uk
779,sechzig::NUM,алта уон,шістдесят
780,siebzig::NUM,сэттэ уон,сімдесят
781,achtzig::NUM,аҕыс уон,вісімдесят
782,neunzig::NUM,тоҕус уонус,дев’яносто
783,hundert::NUM,сүүс,сто
784,tausend::NUM,тыһыынча,тисяча
785,und::CNJ,да,і
786,und::CNJ,уонна,і
787,und::CNJ,итиэннэ,і
788,oder::CNJ,эбэтэр,або
789,stehen::V,тур,стояти
790,sitzen::V,олор,сидіти
791,liegen::V,сыт,лежати
792,hängen::V,санньылый,висіти
793,werden::V,буол,стати
794,werden::V,буол,робитися
795,passieren::V,буол,трапитися
796,beginnen::V,саҕалан,початися
797,enden::V,бүт,кінчитися
798,wechseln::V,уларый,мінятися
799,aufgehen[Sonne]::V,ой,зійти
800,untergehen[Sonne]::V,киир,зайти
801,scheinen[Sonne]::V,сырдат,світити
802,donnern::V,эт,гриміти
803,wehen::V,үр,віяти
804,strömen::V,кутулун,литися
805,fließen::V,сүүр,текти
806,sich drehen::V,эргий,обертатися
807,schwanken::V,биэтэҥнээ,коливатися
808,schwingen::V,эйэҥнээ,хитатися
809,schwingen::V,эйэҥнээ,гойдатися
810,fallen::V,оҕут,падати
811,brennen::V,умай,горіти
812,rauchen::V,буруолаа,диміти
813,regnen::V,самыырдаа,дощити
814,gefrieren::V,тоҥ,змерзнути
815,tauen::V,ир,танути
816,schmelzen::V,уулун,плавитися
817,trocknen::V,куур,сохнути
818,sieden::V,оргуй,кипіти
819,faulen::V,сытый,гнити
820,verfaulen::V,сытыйан_хаал,згнити
821,reißen::V,хайыт,рватися
822,reißen::V,быһытталан,рватися
823,versinken::V,тимир,тонути
824,versinken::V,батылын,тонути
825,vergehen::V,дьай,проходити
826,erscheinen::V,көһүн,з’явитися
827,verschwinden::V,сүт,щезнути
828,verschwinden::V,сүт,зникнути
829,sinken::V,намтаа,спадати
830,abnehmen::V,аччаа,поменшитися
831,zunehmen::V,элбээ,збільшуватися
832,steigen::V,үрдээ,підніматися
833,wachsen::V,үүн,рости
834,glänzen::V,кылбай,блищати
835,funkeln::V,күлүмнээ,блискати
836,funkeln::V,күлүмүрдээ,блискати
837,lärmen::V,тыаһаа,шуміти
838,läuten::V,собуоннаа,дзвонити
839,klingeln::V,линкинээ,дзвонити
840,klirren::V,айгырат,дзвякати
841,brausen::V,сирилээ,бушувати
842,rauschen::V,суугунаа,шелестіти
843,klingen::V,доргуй,лунати
844,klingen::V,доргуй,звучати
845,bellen::V,үр,гавкати
846,heulen::V,улуй,вити
847,blasen::V,үр,дунути
848,pfeifen::V,иһиир,свистіти
849,schreien::V,кылан,кричати
850,schreien::V,хаһыытаа,кричати
851,stöhnen::V,ынчыктаа,стогнати
852,zittern::V,титирээ,тремтіти
853,zittern::V,дьигиһий,тремтіти
854,leben::V,олор,жити
855,geboren werden::V,төрөө,народитися
856,atmen::V,тыын,дихати
857,trinken::V,ис,пити
858,essen::V,аһаа,їсти
859,schlucken::V,ыйыһын,ковтати
860,müde werden::V,сылай,втомитися
861,einschlafen::V,утуйан хаал,заснути
862,schlafen::V,утуй,спати
863,schlafen::V,утуйа сыт,спати
864,aufwachen::V,уһугун,прокинутися
865,aufstehen::V,тур,встати
866,sich erholen::V,сынньан,відпочивати
867,krank werden::V,ыарый,захворіти
868,krank sein::V,ыарый,хворіти
869,krank sein::V,ыарыт,хворіти
870,schmerzen::V,ыарыт,боліти
871,husten::V,сөтөлүн,кашляти
872,genesen::V,көн,одужати
873,genesen::V,көн,видужати
874,sterben::V,өл,померти
875,umkommen::V,өл,згинути
876,umkommen::V,оҕут,згинути
877,sich bewegen::V,хамсаа,рухатися
878,sich rühren::V,хамсаа,ворушитися
879,sich erheben::V,тур,встати
880,sich setzen::V,олор,сісти
881,hinfallen::V,оҕут,упасти
882,laufen::V,хаам,ходити
883,schreiten::V,атыллаа,крокувати
884,spazierengehen::V,дьаарбай,гуляти
885,eilen::V,тиэтэй,спішити
886,sich beeilen::V,ыксаа,поспішати
887,sausen::V,элээр,мчатися
888,rennen::V,сүүрэкэлээ,бігати
889,springen::V,ой,скакати
890,springen::V,ой,стрибати
891,springen::V,ыстан,скакати
892,springen::V,ыстан,стрибати
893,klettern::V,ытын,лазити
894,schaukeln::V,эйэҥнээ,гойдатися
895,schaukeln::V,биэрэҥнээ,гойдатися
896,kriechen::V,сыыл,повзати
897,schwimmen::V,уһун,пливти
898,schwimmen::V,уһун,плавати
899,schwimmen::V,харбаа,пливти
900,schwimmen::V,харбаа,плавати
901,tauchen::V,умус,пірнати
902,rudern::V,эрт,гребти
903,rudern::V,эрт,веслувати
904,fahren::V,айаннаа,їхати
905,fliegen::V,көт,літати
906,gehen::V,бар,іти
907,weggehen::V,бар,піти
908,abfahren::V,бар,від’їхати
909,abfahren::V,бар,відправитися
910,anhalten::V,тохтоо,зупинитися
911,hineingehen::V,киир,входити
912,eintreten::V,киир,увійти
913,kommen::V,кэл,прийти
914,ankommen::V,кэл,прибути
915,ankommen::V,тиий,прибути
916,zurückkommen::V,төнүн,повернутися
917,bleiben::V,хаал,залишитися
918,warten::V,көһүт,чекати
919,erwarten::V,күүт,чекати
920,erwarten::V,көһүт,чекати
921,suchen::V,ирдээ,шукати
922,suchen::V,көрдөө,шукати
923,finden::V,бул,знайти
924,versuchen::V,сорун,випробовувати
925,vorbereiten::V,бэлэмнээ,підготувати
926,lieben::V,таптаа,любити
927,mögen::V,сөбүл,любити
928,mögen::V,сөбүл,подобатися
929,lachen::V,күл,сміятися
930,rühren::V,долгут,розчулити
931,weinen::V,ытаа,плакати
932,schimpfen::V,үөҕүс,лаятися
933,sich ärgern::V,кыыһыр,сердитися
934,sich ärgern::V,кыйахан,сердитися
935,sich fürchten::V,куттан,боятися
936,sich fürchten::V,дьиксин,боятися
937,fürchten::V,дьиксин,боятися
938,fürchten::V,куттан,боятися
939,fliehen::V,күрээ,тікати
940,flüchten::V,күрээ,утекти
941,sehen::V,көр,бачити
942,anschauen::V,көр,поглянути
943,ansehen::V,көр,дивитися на
944,hören::V,бил,чути
945,hören::V,иһит,чути
946,zuhören::V,иһит,слухати
947,probieren::V,боруобалаан көр,покуштувати
948,probieren::V,амсайан көр,покуштувати
949,riechen::V,сытырҕаа,нюхати
950,fühlen::V,бил,відчувати
951,scheinen::V,көһүн,здаватися
952,zu sehen sein::V,көһүн,виднітися
953,vernehmen::V,иһит,почути
954,frieren::V,тоҥ,мерзнути
955,frieren::V,үлүй,мерзнути
956,tun::V,гын,робити
957,können::V,кыай,могти
958,wollen::V,баҕар,хотіти
959,anfangen::V,саҕалаа,почати
960,beenden::V,бүтэр,закінчити
961,aufhören::V,уурай,перестати
962,gelingen::V,сатан,вдатися
963,geraten::V,баар буолан биэр,опинитися
964,geraten::V,баар буола тус,опинитися
965,geraten::V,буолан таҕыс,опинитися
966,öffnen::V,ас,відкрити
967,schließen::V,сап,закрити
968,schließen::V,хатаа,закрити
969,stellen::V,уур,поставити
970,stellen::V,туруор,поставити
971,setzen::V,туруор,посадити
972,setzen::V,уур,посадити
973,legen::V,уур,класти
974,berühren::V,тыыт,чіпати
975,berühren::V,таарый,чіпати
976,verbinden::V,кэлгий,зв’язати
977,bedecken::V,бүрүй,покрити
978,aufhängen::V,ыйаа,повісити
979,anzünden::V,умат,запалити
980,aufheben::V,өрө тарт,підняти
981,zurücklassen::V,бырах,залишити
982,verlieren::V,сүтэр,загубити
983,fallen lassen::V,түһэр,упустити
984,fallen lassen::V,мүлчү тут,упустити
985,machen::V,оҥор,зробити
986,machen::V,оҥоһун,зробити
987,herstellen::V,оҥор,виготовити
988,bauen::V,тут,будувати
989,reparieren::V,абырахтаа,лагодити
990,verbessern::V,тупсар,поліпшити
991,ändern::V,уларыт,змінити
992,graben::V,хас,копати
993,beugen::V,бокут,зігнути
994,beugen::V,токурут,зігнути
995,beugen::V,бүк баттаа,зігнути
996,biegen::V,иэх,погнути
997,biegen::V,өҕүлүннэр,погнути
998,drehen::V,эргит,вертіти
999,drehen::V,эргичит,вертіти
1000,wenden::V,эргилин,повернути
1001,umdrehen::V,түҥнэр,перевернути
1002,heben::V,көтөх,піднімати
1003,hochheben::V,таһаар,підняти
1004,ergreifen::V,тут,схопити
1005,halten::V,тут,тримати
1006,drücken::V,ык,натискати
1007,schieben::V,ас,пхати
1008,schieben::V,ас,штовхати
1009,kratzen::V,кыһыы,шкребти
1010,lecken::V,салаа,лизати
1011,beißen::V,ытыр,кусати
1012,abreißen::V,быһа тарт,відірвати
1013,abreißen::V,туура тарт,відірвати
1014,abschneiden::V,быс,відрізати
1015,abschneiden::V,быһан ыл,відрізати
1016,abschneiden::V,быһа баттаа,відрізати
1017,binden::V,кэлгий,в’язати
1018,stecken::V,батары ас,увіткнути
1019,brechen::V,тоһут,зламати
1020,klopfen::V,тоҥсуй,стукати
1021,hauen::V,оҕус,бити
1022,kleben::V,силимнээ,клеїти
1023,reiben::V,аал,терти
1024,streichen::V,сыбаа,намазати
1025,schleifen::V,чочуй,точити
1026,schneiden::V,быс,різати
1027,rütteln::V,иэҕэҥнэт,хитати
1028,schütteln::V,сахсый,трясти
1029,schwenken::V,дайбаа,махати
1030,schütten::V,кут,налити
1031,füllen::V,толор,наповнити
1032,einwickeln::V,суулаа,загорнути
1033,tragen::V,ит,нести
1034,schleppen::V,сос,тягти
1035,ziehen::V,тарт,тягнути
1036,aufbewahren::V,уур,зберігати
1037,aufbewahren::V,харай,зберігати
1038,werfen::V,бырах,кидати
1039,fangen::V,хап,ловити
1040,packen::V,тут,схопити
1041,verstecken::V,саһыар,сховати
1042,teilen::V,үллэр,розділити
1043,schicken::V,ыыт,посилати
1044,bringen::V,аҕал,принести
1045,hinzufügen::V,эп,додати
1046,bekommen::V,ыл,дістати
1047,bekommen::V,булун,дістати
1048,erhalten::V,ыл,одержати
1049,nehmen::V,ыл,взяти
1050,wählen::V,быыбардаа,вибрати
1051,auswählen::V,тал,відібрати
1052,bewahren::V,харай,зберегти
1053,behindern::V,мэһэйдээ,перешкоджати
1054,verderben::V,буорту гын,зіпсувати
1055,beschädigen::V,алдьат,зашкодити
1056,zerbrechen::V,үлтүрүт,розбити
1057,zerreißen::V,хайыта тарт,розірвати
1058,zerstören::V,алдьат,зруйнувати
1059,verbrennen::V,уоттаа,спалити
1060,geben::V,биэр,дати
1061,reichen::V,аҕал,передати
1062,schenken::V,бэлэхтээ,дарувати
1063,versprechen::V,эрэннэр,обіцяти
1064,wünschen::V,баҕар,бажати
1065,loben::V,хайҕаа,хвалити
1066,küssen::V,уураа,цілувати
1067,wiegen::V,бигээ,качати
1068,zudecken::V,сап,накрити
1069,zudecken::V,бүрүй,накрити
1070,wecken::V,уһугуннар,розбудити
1071,zeigen::V,көрдөр,показати
1072,führen::V,салай,вести
1073,lehren::V,үөрэт,вчити
1074,unterrichten::V,үөрэт,викладати
1075,aufziehen::V,иит,виховати
1076,leiten::V,салай,керувати
1077,antreiben::V,кыһай,підганяти
1078,lassen::V,күһэй,змусити
1079,einladen::V,ыҥыр,запросити
1080,vereinigen::V,холбоо,об’єднати
1081,vereinigen::V,түм,об’єднати
1082,besuchen::V,сырыт,завітати
1083,besuchen::V,сырыт,відвідати
1084,besuchen::V,билсэ сырыт,завітати
1085,besuchen::V,билсэ сырыт,відвідати
1086,treffen::V,көрүс,зустріти
1087,sich versammeln::V,мүһүн,зібратися
1088,sich versammeln::V,түмүс,зібратися
1089,spielen::V,оонньоо,грати
1090,singen::V,ыллаа,співати
1091,tanzen::V,үҥкүүлээ,танцювати
1092,sich trennen::V,араҕыс,розлучитися
1093,verlassen::V,хааллар,покинути
1094,retten::V,өрүһүй,врятувати
1095,bewachen::V,араҥаччылаа,охороняти
1096,schützen::V,көмүскээ,уберігати
1097,verteidigen::V,көмүскээ,захистити
1098,sich schlagen::V,охсус,битися
1099,sich schlagen::V,охсус,дратися
1100,schießen::V,ытыалаа,стріляти
1101,siegen::V,хот,перемогти
1102,siegen::V,кыай,перемогти
1103,ärgern::V,кыыһырт,сердити
1104,schlagen::V,оҕус,ударити
1105,treten::V,тэп,штовхати
1106,stechen::V,кэй,вколоти
1107,stoßen::V,кэп,штовхнути
1108,stoßen::V,үтүрүй,штовхнути
1109,stehlen::V,уор,украсти
1110,stören::V,мэһэйдээ,перешкодити
1111,belästigen::V,батар,докучати
1112,verbergen::V,кистээ,сховати
1113,täuschen::V,албыннаа,обдурити
1114,betrügen::V,албыннаа,зшахраювати
1115,töten::V,өлөр,убити
1116,wohnen::V,олор,жити
1117,wohnen::V,олор,мешкати
1118,arbeiten::V,үлэлээ,працювати
1119,sammeln::V,мус,зібрати
1120,sammeln::V,хомуй,зібрати
1121,pflücken::V,үргээ,зривати
1122,jagen::V,бултаа,полювати
1123,fischen::V,балыктаа,рибалити
1124,fassen::V,тут,піймати
1125,hüten::V,манаа,пасти
1126,treiben::V,үүр,гнати
1127,anbinden::V,баай,прив’язати
1128,füttern::V,аһат,годувати
1129,füttern::V,аһат,харчувати
1130,melken::V,ыа,доїти
1131,hacken::V,кэрт,рубати
1132,gießen::V,сиигирт,полити
1133,reifen::V,бус,дозріти
1134,zubereiten::V,бэлэмнээ,зготовити
1135,zubereiten::V,бэлэмнээ,приготувати
1136,kochen::V,буһар,варити
1137,kochen::V,буһар,готувати
1138,backen::V,буһар,пекти
1139,braten::V,хооруй,смажити
1140,braten::V,ыһаарылаа,смажити
1141,braten::V,соркуойдаа,смажити
1142,umrühren::V,былаа,переміщати
1143,stricken::V,өр,в’язати
1144,nähen::V,иистэн,шити
1145,färben::V,кырааскалаа,пофарбувати
1146,reinigen::V,ыраастаа,очистити
1147,waschen::V,сууй,мити
1148,abwischen::V,сот,витерти
1149,spülen::V,сайҕаа,полоскати
1150,fegen::V,сиппий,підмітати
1151,kehren::V,харбаа,мести
1152,baden::V,сөтүөлээ,купатися
1153,sich waschen::V,суун,митися
1154,ausziehen::V,уһул,зняти
1155,anziehen::V,кэтэрт,надіти
1156,sich anziehen::V,таҥын,одягтися
1157,sich anziehen::V,таҥын,одягнутися
1158,kämmen::V,тараа,зачесати
1159,schmücken::V,симээ,оздобити
1160,sagen::V,диэ,сказати
1161,sprechen::V,эт,говорити
1162,sprechen::V,саҥар,говорити
1163,reden::V,кэпсэт,розмовляти
1164,sich unterhalten::V,кэпсэт,бесідувати
1165,fragen::V,ыйыт,запитати
1166,bitten::V,көрдөс,просити
1167,erzählen::V,кэпсээ,розповісти
1168,erzählen::V,сэһэргээ,розповісти
1169,mitteilen::V,биллэр,повідомити
1170,nennen::V,ааттаа,назвати
1171,rufen::V,ыҥыр,кликати
1172,prahlen::V,чабылан,хвалитися
1173,prahlen::V,киһиргээ,хвалитися
1174,übersetzen::V,тылбаастаа,перекласти
1175,denken::V,санаа,думати
1176,denken::V,санаа,мислити
1177,denken::V,толкуйдаа,думати
1178,denken::V,толкуйдаа,мислити
1179,glauben::V,итэҕэй,вірити
1180,bemerken::V,бэлиэтээ,помітити
1181,erkennen::V,бил,пізнати
1182,begreifen::V,өйдөө,осягнути
1183,verstehen::V,өйдөө,почути
1184,lernen::V,үөрэн,навчатися
1185,wissen::V,бил,знати
1186,sich erinnern an::V,аҕын,пам’ятати
1187,vergessen::V,умун,забути
1188,messen::V,кэмнээ,міряти
1189,messen::V,кээмэйдээ,міряти
1190,zählen::V,аах,лічити
1191,rechnen::V,аах,рахувати
1192,lesen::V,аах,читати
1193,malen::V,уруһуйдаа,малювати
1194,zeichnen::V,уруһуйдаа,рисувати
1195,schreiben::V,суруй,писати
1196,besitzen::V,баһылаа,мати
1197,kaufen::V,атыылас,купити
1198,verkaufen::V,атыылаа,продати
1199,bezahlen::V,төлөө,заплатити
1200,zahlen::V,төлөө,платити
1201,beherrschen::V,баһылаа,володіти
1202,ertragen::V,тулуй,витерпіти
