,Concept_ID,cv,nl
746,fleißig::A,хастар,vlijtig
747,geizig::A,хытӑ,gierig
748,klug::A,ӑслӑ,slim
749,klug::A,ӑслӑ,schrander
750,klug::A,ӑслӑ,verstandig
751,geschickt::A,ӑста,handig
752,geschickt::A,ӑста,vaardig
753,lieb::A,савнӑ,lief
754,lustig::A,хаваслӑ,vrolijk
755,sanft::A,ачаш,zacht
756,hungrig::A,выҫӑ,hongerig
757,krank::A,чирлӗ,ziek
758,nackt::A,ҫара,naakt
759,traurig::A,салхуллӑ,treurig
760,traurig::A,салхуллӑ,bedroefd
761,lebendig::A,чӗрӗ,levend
762,gut::A,аван,goed
763,gut::A,лайӑх,goed
764,schlecht::A,япӑх,slecht
765,schlecht::A,начар,slecht
766,richtig::A,тӗрӗс,juist
767,schlimm::A,йӗрӗнчӗк,erg
768,schlimm::A,йӗрӗнчӗк,kwaad
769,wahr::A,чӑн,waar
770,alt::A,кивӗ,oud
771,neu::A,ҫӗнӗ,nieuw
772,ehemalig::A,пулнӑ,voormalig
773,alt[Lebewesen]::A,ватӑ,oud
774,jung::A,яш,jong
775,jung::A,ҫамрӑк,jong
776,arm::A,чухӑн,arm
777,reich::A,пуян,rijk
778,bekannt::A,пӗлӗш,bekend
779,berühmt::A,чаплӑ,beroemd
780,fremd::A,ют,vreemd
781,verschieden::A,расна,verscheiden
782,verschieden::A,расна,verschillend
783,nah::A,ҫывӑх,nabij
784,nah::A,ҫывӑх,nabijgelegen
785,nah::A,ҫывӑхри,nabij
786,nah::A,ҫывӑхри,nabijgelegen
787,fern::A,инҫе,ver
788,fern::A,аякри,ver
789,linker::A,сулахай,linker
790,rechter::A,сылтӑм,rechter
791,anderer::A,урӑх,andere
792,erster::A,пӗрремӗш,eerste
793,zweiter::A,иккӗмӗш,tweede
794,dritter::A,виҫҫӗмӗш,derde
795,letzter::A,юлашки,laatste
796,allein::ADV,пӗччен,alleen
797,auf einmal::ADV,кӗмӗрккен,ineens
798,auf einmal::ADV,кӗмӗрккен,tegelijk
799,zusammen::ADV,пӗрле,samen
800,zusammen::ADV,пӗрле,bijeen
801,lange::ADV,вӑрах,lang
802,plötzlich::ADV,сасартӑк,eensklaps
803,plötzlich::ADV,сасартӑк,plotsklaps
804,sofort::ADV,тӳрех,terstond
805,sofort::ADV,тӳрех,aanstonds
806,sofort::ADV,тӳрех,onmiddelijk
807,später::ADV,кайран,later
808,jetzt::ADV,халь,nu
809,jetzt::ADV,халь,nou
810,jetzt::ADV,халь,thans
811,jetzt::ADV,халӗ,nu
812,jetzt::ADV,халӗ,nou
813,jetzt::ADV,халӗ,thans
814,heute::ADV,паян,heden
815,heute::ADV,паян,vandaag
816,morgen::ADV,ыран,morgen
817,bald::ADV,халех,gauw
818,bald::ADV,халех,weldra
819,bald::ADV,кӗҫех,gauw
820,bald::ADV,кӗҫех,weldra
821,dann::ADV,унтан,dan
822,dann::ADV,унтан,toen
823,gestern::ADV,ӗнер,gisteren
824,einst::ADV,пӗррехинче,eens
825,damals::ADV,ун чухне,toen
826,damals::ADV,ун чухне,destijds
827,damals::ADV,апла пулсан,toen
828,damals::ADV,апла пулсан,destijds
829,danach::ADV,унтан,daarna
830,vorher::ADV,малтан,vooraf
831,vorher::ADV,малтан,van tevoren
832,zuerst::ADV,пирвай,eerst
833,zuerst::ADV,пирвай,het eerst
834,einmal::ADV,пӗррехинче,eens
835,einmal::ADV,пӗррехинче,eenmaal
836,manchmal::ADV,хӑш чухне,soms
837,oft::ADV,тӑтӑш,vaak
838,oft::ADV,тӑтӑш,dikwijls
839,immer::ADV,ялан,altijd
840,niemals::ADV,нихӑҫан та,nooit
841,hier::ADV,кунта,hier
842,hierhin::ADV,кунта,hierheen
843,von hier::ADV,кунтан,van hier
844,von hier::ADV,кунтан,hiervandaan
845,dort::ADV,унта,daar
846,dort::ADV,унта,ginds
847,dort::ADV,ҫавӑнта,daar
848,dort::ADV,ҫавӑнта,ginds
849,dorthin::ADV,унта,daarheen
850,dorthin::ADV,ҫавӑнта,daarheen
851,geradeaus::ADV,тикӗс,rechtuit
852,geradeaus::ADV,тикӗс,rechtdoor
853,vorwärts::ADV,малалла,vooruit
854,vorwärts::ADV,малалла,voorwaarts
855,rückwärts::ADV,хыҫала,achteruit
856,rückwärts::ADV,хыҫала,achterwaarts
857,zurück::ADV,каялла,terug
858,unten::ADV,аялта,beneden
859,unten::ADV,аялта,onderaan
860,hinab::ADV,аялта,omlaag
861,hinab::ADV,аялта,naar beneden
862,oben::ADV,ҫӳлте,boven
863,hinauf::ADV,ҫӳле,omhoog
864,hinauf::ADV,ҫӳле,naar boven
865,überall::ADV,таҫта та,alom
866,überall::ADV,таҫта та,overal
867,überall::ADV,пур ҫӗрте те,alom
868,überall::ADV,пур ҫӗрте те,overal
869,überall::ADV,кирек ӑҫта та,alom
870,überall::ADV,кирек ӑҫта та,overal
871,nicht::ADV,мар,niet
872,ein wenig::ADV,пӑртак,wat
873,kaum::ADV,аран,amper
874,kaum::ADV,аран,nauwelijks
875,sehr::ADV,питӗ,erg
876,sehr::ADV,питӗ,zeer
877,so::ADV,апла,zo
878,noch::ADV,татах,nog
879,nur::ADV,ҫех,maar
880,nur::ADV,ҫех,alleen
881,schon::ADV,ӗнтӗ,al
882,schon::ADV,ӗнтӗ,reeds
883,wieder::ADV,каллех,weer
884,wieder::ADV,каллех,terug
885,vergebens::ADV,харам,vergeefs
886,vergebens::ADV,харам,tevergeefs
887,vor::PRP,умӗнче,voor
888,hinter::PRP,кайра,achter
889,unter::PRP,айне,onder
890,unter::PRP,айне,beneden
891,unter::PRP,айӗпе,onder
892,unter::PRP,айӗпе,beneden
893,unter::PRP,айӗнче,onder
894,unter::PRP,айӗнче,beneden
895,unter::PRP,ҫитеспе,onder
896,unter::PRP,ҫитеспе,beneden
897,durch::PRP,витӗр,door
898,neben::PRP,патӗнче,naast
899,zwischen::PRP,хушшинче,tussen
900,wegen::PRP,пула,wegens
901,wegen::PRP,пула,vanwege
902,wegen::PRP,пирки,wegens
903,wegen::PRP,пирки,vanwege
904,dies::PRN,ку,dit
905,dies::PRN,ҫак,dit
906,das::PRN,ҫав,dat
907,alles::PRN,пурте,alles
908,alles::PRN,йӑлт,alles
909,ich::PRN,эп,ik
910,du::PRN,эс,je
911,du::PRN,эс,jij
912,er::PRN,вӑл,hij
913,wir::PRN,эпир,we
914,wir::PRN,эпир,wij
915,ihr::PRN,эсир,jullie
916,sie::PRN,вӗсем,ze
917,sie::PRN,вӗсем,zij
918,was::FPRN,мӗн,wat
919,was::FPRN,мӗскер,wat
920,was::FPRN,мӗн те пулин,wat
921,wer::FPRN,кам,wie
922,wo::FADV,ӑҫта,waar
923,wohin::FADV,ӑҫта,waarheen
924,wie::FADV,епле,hoe
925,wie::FADV,мӗнле,hoe
926,warum::FADV,ма,waarom
927,warum::FADV,мӗншӗн,waarom
928,wieviel::FNUM,миҫе,hoeveel
929,eins::NUM,пӗр,één
930,eins::NUM,пӗрре,één
931,zwei::NUM,ик,twee
932,zwei::NUM,икӗ,twee
933,zwei::NUM,иккӗ,twee
934,drei::NUM,виҫ,drie
935,drei::NUM,виҫӗ,drie
936,drei::NUM,виҫҫӗ,drie
937,vier::NUM,тӑват,vier
938,fünf::NUM,пилӗк,vijf
939,fünf::NUM,пиллӗк,vijf
940,sechs::NUM,улт,zes
941,sechs::NUM,ултӑ,zes
942,sechs::NUM,улттӑ,zes
943,sieben::NUM,ҫич,zeven
944,sieben::NUM,ҫичӗ,zeven
945,sieben::NUM,ҫиччӗ,zeven
946,acht::NUM,сакӑр,acht
947,acht::NUM,саккӑр,acht
948,neun::NUM,тӑхӑр,negen
949,neun::NUM,тӑххӑр,negen
950,zehn::NUM,вунӑ,tien
951,zehn::NUM,вуннӑ,tien
952,elf::NUM,вун пӗр,elf
953,zwölf::NUM,вун ик,twaalf
954,zwölf::NUM,вун икӗ,twaalf
955,zwölf::NUM,вун иккӗ,twaalf
956,zwanzig::NUM,ҫирӗм,twintig
957,dreißig::NUM,вӑтӑр,dertig
958,vierzig::NUM,хӗрӗх,veertig
959,fünfzig::NUM,аллӑ,vijftig
960,sechzig::NUM,утмӑл,zestig
961,siebzig::NUM,ҫитмӗл,zeventig
962,achtzig::NUM,сакӑр вунӑ,tachtig
963,achtzig::NUM,сакӑр вуннӑ,tachtig
964,neunzig::NUM,тӑхӑр вун,negentig
965,neunzig::NUM,тӑхӑр вунӑ,negentig
966,neunzig::NUM,тӑхӑр вуннӑ,negentig
967,hundert::NUM,ҫӗр,honderd
968,tausend::NUM,пин,duizend
969,und::CNJ,та,en
970,oder::CNJ,е,of
971,stehen::V,тӑр,staan
972,sitzen::V,лар,zitten
973,liegen::V,вырт,liggen
974,hängen::V,усӑнса тӑр,hangen
975,hängen::V,ҫакӑнса тӑр,hangen
976,werden::V,пул,worden
977,passieren::V,пул,gebeuren
978,beginnen::V,пуҫлан,beginnen
979,enden::V,пӗт,eindigen
980,enden::V,вӗҫлен,eindigen
981,wechseln::V,улшӑн,wijzigen
982,wechseln::V,улшӑн,veranderen
983,aufgehen[Sonne]::V,тух,opgaan
984,untergehen[Sonne]::V,анса лар,ondergaan
985,scheinen[Sonne]::V,пӑх,schijnen
986,donnern::V,кӗмсӗртет,donderen
987,donnern::V,авӑт,donderen
988,wehen::V,варкӑш,waaien
989,strömen::V,тӑкӑн,stromen
990,fließen::V,юх,vloeien
991,sich drehen::V,ҫаврӑн,draaien
992,sich drehen::V,ҫаврӑн,zich draaien
993,schwanken::V,чӳхен,wankelen
994,schwingen::V,суллан,zwieren
995,fallen::V,кип,vallen
996,fallen::V,тӳр кип,vallen
997,fallen::V,татӑлса ан,vallen
998,brennen::V,ҫун,branden
999,rauchen::V,мӑкӑрлан,roken
1000,rauchen::V,тӗтӗм кӑлар,roken
1001,regnen::V,ҫумӑр ҫӑвать,regenen
1002,gefrieren::V,шӑн,bevriezen
1003,tauen::V,ирӗл,dooien
1004,schmelzen::V,ирӗл,smelten
1005,trocknen::V,тип,drogen
1006,sieden::V,вӗре,koken
1007,sieden::V,вӗре,zieden
1008,faulen::V,ҫӗр,rotten
1009,verfaulen::V,ҫӗр,verrotten
1010,reißen::V,ҫурӑл,scheuren
1011,versinken::V,пут,verzinken
1012,vergehen::V,ирт,vergaan
1013,erscheinen::V,курӑн,opdagen
1014,erscheinen::V,курӑн,verschijnen
1015,erscheinen::V,курӑнса кай,opdagen
1016,erscheinen::V,курӑнса кай,verschijnen
1017,verschwinden::V,ҫухал,verdwijnen
1018,sinken::V,чак,zinken
1019,abnehmen::V,чак,afnemen
1020,abnehmen::V,чак,verminderen
1021,zunehmen::V,пысӑклан,toenemen
1022,steigen::V,ҫӗклен,stijgen
1023,steigen::V,ҫӗклен,omhooggaan
1024,wachsen::V,ӳс,groeien
1025,glänzen::V,ҫиҫ,glanzen
1026,glänzen::V,ҫиҫ,schitteren
1027,funkeln::V,ялкӑш,fonkelen
1028,funkeln::V,йӑлтӑртат,fonkelen
1029,lärmen::V,шавла,lawaai maken
1030,läuten::V,шӑнкӑравла,luiden
1031,klingeln::V,шӑнкӑравла,bellen
1032,klirren::V,калтлат,rinkelen
1033,klirren::V,шӑнкӑлтат,rinkelen
1034,brausen::V,ахӑр,bruisen
1035,rauschen::V,вашӑлтат,ruisen
1036,rauschen::V,чашӑлтат,ruisen
1037,klingen::V,янӑра,klinken
1038,bellen::V,вӗр,blaffen
1039,heulen::V,ула,huilen
1040,blasen::V,вӗр,blazen
1041,pfeifen::V,шӑхӑр,fluiten
1042,schreien::V,кӑшкӑр,gillen
1043,schreien::V,кӑшкӑр,schreeuwen
1044,stöhnen::V,йынӑш,steunen
1045,zittern::V,чӗтре,beven
1046,zittern::V,чӗтре,sidderen
1047,leben::V,пурӑн,leven
1048,geboren werden::V,ҫурал,geboren worden
1049,atmen::V,сывла,ademen
1050,trinken::V,ӗҫ,drinken
1051,essen::V,ҫи,eten
1052,schlucken::V,ҫӑт,slikken
1053,müde werden::V,ӗшен,moe worden
1054,einschlafen::V,ыйха пут,inslapen
1055,einschlafen::V,ҫывӑрса кай,inslapen
1056,schlafen::V,ҫывӑр,slapen
1057,aufwachen::V,вӑран,ontwaken
1058,aufwachen::V,вӑран,wakker worden
1059,aufstehen::V,тӑр,opstaan
1060,sich erholen::V,кан,zich ontspannen
1061,krank werden::V,чирле,ziek worden
1062,krank sein::V,чирле,ziek zijn
1063,schmerzen::V,сур,pijn doen
1064,schmerzen::V,ырат,pijn doen
1065,husten::V,ӳсӗр,hoesten
1066,genesen::V,сывал,genezen
1067,genesen::V,тӳрлен,genezen
1068,sterben::V,вил,sterven
1069,sterben::V,вил,overlijden
1070,umkommen::V,вил,omkomen
1071,sich bewegen::V,куҫ,zich bewegen
1072,sich rühren::V,хускал,zich verroeren
1073,sich erheben::V,тӑр,oprijzen
1074,sich erheben::V,тӑр,verrijzen
1075,sich setzen::V,лар,gaan zitten
1076,hinfallen::V,ӳк,vallen
1077,hinfallen::V,ӳк,neervallen
1078,laufen::V,ут,lopen
1079,schreiten::V,ут,stappen
1080,schreiten::V,ут,schrijden
1081,spazierengehen::V,уҫӑлса ҫӳре,gaan wandelen
1082,spazierengehen::V,уткаласа ҫӳре,gaan wandelen
1083,eilen::V,васка,ijlen
1084,eilen::V,васка,haasten
1085,eilen::V,хыпалан,ijlen
1086,eilen::V,хыпалан,haasten
1087,sich beeilen::V,васка,zich haasten
1088,sich beeilen::V,хыпалан,zich haasten
1089,sausen::V,ыткӑн,stuiven
1090,sausen::V,вӗҫтер,stuiven
1091,rennen::V,чуп,rennen
1092,springen::V,сик,springen
1093,klettern::V,улӑх,klimmen
1094,klettern::V,улӑх,klauteren
1095,schaukeln::V,йӳрӗн,schommelen
1096,kriechen::V,шу,kruipen
1097,kriechen::V,упален,kruipen
1098,schwimmen::V,иш,zwemmen
1099,tauchen::V,чӑм,duiken
1100,rudern::V,авӑс,roeien
1101,fahren::V,пыр,rijden
1102,fliegen::V,вӗҫ,vliegen
1103,gehen::V,кай,gaan
1104,weggehen::V,кай,weggaan
1105,abfahren::V,тапран,vertrekken
1106,anhalten::V,чарӑн,stoppen
1107,anhalten::V,чарӑн,stilhouden
1108,hineingehen::V,кӗр,ingaan
1109,hineingehen::V,кӗр,binnengaan
1110,eintreten::V,кӗр,binnenkomen
1111,kommen::V,кил,komen
1112,ankommen::V,ҫит,aankomen
1113,zurückkommen::V,таврӑн,terugkomen
1114,zurückkommen::V,каялла кил,terugkomen
1115,bleiben::V,юл,blijven
1116,warten::V,кӗт,wachten
1117,erwarten::V,кӗт,verwachten
1118,suchen::V,шыра,zoeken
1119,finden::V,туп,vinden
1120,versuchen::V,пикен,proberen
1121,versuchen::V,пикен,beproeven
1122,vorbereiten::V,хатӗрле,voorbereiden
1123,lieben::V,юрат,houden van
1124,mögen::V,кӑмӑлла,lusten
1125,mögen::V,кӑмӑлла,houden van
1126,mögen::V,килӗштер,lusten
1127,mögen::V,килӗштер,houden van
1128,lachen::V,кул,lachen
1129,lachen::V,ахӑлтат,lachen
1130,rühren::V,ҫулӑх,roeren
1131,weinen::V,йӗр,huilen
1132,weinen::V,йӗр,schreien
1133,weinen::V,макӑр,huilen
1134,weinen::V,макӑр,schreien
1135,schimpfen::V,вӑрҫ,kijven
1136,schimpfen::V,вӑрҫ,schelden
1137,schimpfen::V,ятлаҫ,kijven
1138,schimpfen::V,ятлаҫ,schelden
1139,sich ärgern::V,ҫиллен,zich ergeren
1140,sich fürchten::V,шиклен,bang zijn
1141,fürchten::V,хӑра,vrezen
1142,fliehen::V,тар,vluchten
1143,flüchten::V,чупса тар,ontsnappen
1144,flüchten::V,чупса тар,ontkomen
1145,sehen::V,кур,zien
1146,anschauen::V,пӑхса ил,aankijken
1147,ansehen::V,пӑх,aanzien
1148,ansehen::V,пӑх,bekijken
1149,hören::V,илт,horen
1150,zuhören::V,итле,luisteren
1151,zuhören::V,тӑнла,luisteren
1152,probieren::V,астив,proeven
1153,riechen::V,шӑршла,ruiken
1154,fühlen::V,туй,voelen
1155,fühlen::V,сис,voelen
1156,scheinen::V,туйӑн,lijken
1157,zu sehen sein::V,курӑн,te zien zijn
1158,vernehmen::V,пӑл,vernemen
1159,frieren::V,йӳтен,het koud hebben
1160,tun::V,ту,doen
1161,können::V,пултар,kunnen
1162,wollen::V,те,willen
1163,anfangen::V,пуҫла,beginnen
1164,anfangen::V,пуҫла,aanvangen
1165,beenden::V,пӗтер,beëindigen
1166,aufhören::V,пӑрах,ophouden
1167,gelingen::V,ӑн,lukken
1168,gelingen::V,ӑн,gelukken
1169,geraten::V,пул,uitvallen
1170,öffnen::V,уҫ,openen
1171,öffnen::V,уҫ,opendoen
1172,schließen::V,хуп,sluiten
1173,schließen::V,хуп,dichtdoen
1174,stellen::V,ларт,stellen
1175,stellen::V,ларт,plaatsen
1176,stellen::V,тӑрат,stellen
1177,stellen::V,тӑрат,plaatsen
1178,setzen::V,ларт,zetten
1179,setzen::V,ларт,plaatsen
1180,legen::V,хур,leggen
1181,berühren::V,перӗн,aanraken
1182,verbinden::V,сып,verbinden
1183,bedecken::V,вит,bedekken
1184,aufhängen::V,ҫак,ophangen
1185,anzünden::V,ҫут,aansteken
1186,aufheben::V,ҫӗкле,oprapen
1187,zurücklassen::V,манса хӑвар,achterlaten
1188,verlieren::V,ҫӗтер,verliezen
1189,fallen lassen::V,ӳкер,laten vallen
1190,machen::V,ту,maken
1191,herstellen::V,ӑстала,produceren
1192,herstellen::V,ӑстала,voortbrengen
1193,bauen::V,ту,bouwen
1194,reparieren::V,юса,repareren
1195,reparieren::V,юса,herstellen
1196,verbessern::V,лайӑхлат,verbeteren
1197,ändern::V,улӑштар,wijzigen
1198,ändern::V,улӑштар,veranderen
1199,graben::V,чав,graven
1200,graben::V,чакала,graven
1201,beugen::V,кукӑрт,buigen
1202,biegen::V,ав,buigen
1203,biegen::V,кукӑрт,buigen
1204,drehen::V,ҫавӑр,draaien
1205,wenden::V,ӳпӗнтер,keren
1206,wenden::V,ӳпӗнтер,wenden
1207,umdrehen::V,ҫавӑр,omdraaien
1208,heben::V,хӑпарт,heffen
1209,heben::V,хӑпарт,optillen
1210,hochheben::V,йӑт,tillen
1211,ergreifen::V,тыт,pakken
1212,ergreifen::V,тыт,grijpen
1213,halten::V,тыт,houden
1214,drücken::V,пус,drukken
1215,schieben::V,тӗк,duwen
1216,schieben::V,тӗк,schuiven
1217,schieben::V,тӗрт,duwen
1218,schieben::V,тӗрт,schuiven
1219,kratzen::V,хыр,krassen
1220,lecken::V,ҫула,likken
1221,beißen::V,ҫырт,bijten
1222,beißen::V,хып,bijten
1223,abreißen::V,тат,afrukken
1224,abreißen::V,тат,afscheuren
1225,abschneiden::V,кас,afsnijden
1226,binden::V,ҫых,binden
1227,stecken::V,чик,steken
1228,brechen::V,хуҫ,breken
1229,klopfen::V,такка,kloppen
1230,hauen::V,шакка,houwen
1231,kleben::V,ҫыпӑҫтар,plakken
1232,reiben::V,сӑтӑр,wrijven
1233,streichen::V,сӗр,smeren
1234,schleifen::V,хӑйра,slijpen
1235,schneiden::V,кас,snijden
1236,rütteln::V,лӑка,schudden
1237,rütteln::V,силлентер,schudden
1238,schütteln::V,лӑка,schudden
1239,schütteln::V,силлентер,schudden
1240,schwenken::V,сулла,wuiven
1241,schwenken::V,сулла,zwaaien
1242,schütten::V,тултар,gieten
1243,schütten::V,тултар,storten
1244,füllen::V,тултар,vullen
1245,einwickeln::V,чӗрке,inwikkelen
1246,tragen::V,ҫӗкле,dragen
1247,schleppen::V,сӗтӗр,slepen
1248,ziehen::V,тӑс,trekken
1249,aufbewahren::V,усра,bewaren
1250,werfen::V,пӑрах,gooien
1251,fangen::V,тыт,vangen
1252,packen::V,тыт,pakken
1253,packen::V,тыт,vastpakken
1254,verstecken::V,пытарса хур,verstoppen
1255,teilen::V,уйӑр,delen
1256,teilen::V,пайла,delen
1257,schicken::V,яр,sturen
1258,bringen::V,кӳр,brengen
1259,hinzufügen::V,хуш,toevoegen
1260,bekommen::V,ил,verkrijgen
1261,bekommen::V,туян,verkrijgen
1262,erhalten::V,ил,krijgen
1263,erhalten::V,туян,krijgen
1264,nehmen::V,ил,nemen
1265,wählen::V,суйла,kiezen
1266,wählen::V,суйла,verkiezen
1267,auswählen::V,суйла,uitkiezen
1268,bewahren::V,упра,bewaren
1269,behindern::V,кансӗрле,hinderen
1270,behindern::V,чӑрмантар,hinderen
1271,verderben::V,пӑс,bederven
1272,beschädigen::V,пӑс,beschadigen
1273,zerbrechen::V,ват,breken
1274,zerbrechen::V,ват,stukbreken
1275,zerbrechen::V,ҫӗмӗр,breken
1276,zerbrechen::V,ҫӗмӗр,stukbreken
1277,zerreißen::V,ҫур,scheuren
1278,zerreißen::V,ҫур,verscheuren
1279,zerstören::V,иш,vernielen
1280,verbrennen::V,ҫунтар,branden
1281,verbrennen::V,ҫунтар,verbranden
1282,geben::V,пар,geven
1283,reichen::V,пар,reiken
1284,reichen::V,пар,aanreiken
1285,schenken::V,парнеле,schenken
1286,versprechen::V,тума пул,beloven
1287,versprechen::V,сӑмах пар,beloven
1288,wünschen::V,сун,wensen
1289,loben::V,ырла,loven
1290,loben::V,ырла,prijzen
1291,küssen::V,чуп ту,kussen
1292,wiegen::V,сиктер,wiegen
1293,wiegen::V,силле,wiegen
1294,zudecken::V,вит,toedekken
1295,wecken::V,вӑрат,wekken
1296,zeigen::V,кӑтарт,tonen
1297,zeigen::V,кӑтарт,wijzen
1298,führen::V,илсе пыр,voeren
1299,führen::V,ҫавӑтса пыр,voeren
1300,lehren::V,вёрент,leren
1301,unterrichten::V,вёрент,onderwijzen
1302,aufziehen::V,вӗрент,grootbrengen
1303,leiten::V,тытса пыр,leiden
1304,antreiben::V,васкат,aandrijven
1305,lassen::V,пусахла,laten
1306,lassen::V,хуш,laten
1307,einladen::V,чӗн,uitnodigen
1308,vereinigen::V,пӗрлештер,verenigen
1309,besuchen::V,ҫит,bezoeken
1310,besuchen::V,кӗрсе кур,bezoeken
1311,treffen::V,тӗл пул,treffen
1312,treffen::V,тӗл пул,ontmoeten
1313,sich versammeln::V,пуҫтарӑн,zich verzamelen
1314,spielen::V,выля,spelen
1315,singen::V,юрла,zingen
1316,tanzen::V,ташла,dansen
1317,sich trennen::V,уйрӑл,van elkaar gaan
1318,verlassen::V,хӑвар,verlaten
1319,retten::V,ҫӑл,redden
1320,bewachen::V,хуралла,bewaken
1321,schützen::V,сыхла,beschermen
1322,verteidigen::V,хӳтӗле,verdedigen
1323,sich schlagen::V,ҫапӑҫ,knokken
1324,schießen::V,пер,schieten
1325,siegen::V,ҫӗн,overwinnen
1326,siegen::V,ҫӗнтер,overwinnen
1327,ärgern::V,тарӑхтар,ergeren
1328,ärgern::V,ҫиллентер,ergeren
1329,schlagen::V,ҫап,slaan
1330,treten::V,тап,trappen
1331,treten::V,тап,schoppen
1332,stechen::V,чик,steken
1333,stechen::V,чик,prikken
1334,stoßen::V,чыш,stoten
1335,stehlen::V,вӑрла,stelen
1336,stören::V,кансӗрле,storen
1337,stören::V,кансӗрле,verstoren
1338,belästigen::V,аптӑрат,lastig vallen
1339,belästigen::V,хупла,lastig vallen
1340,verbergen::V,пытар,verbergen
1341,täuschen::V,суй,misleiden
1342,betrügen::V,ултала,bedriegen
1343,töten::V,вӗлер,doden
1344,wohnen::V,чуна пар,wonen
1345,wohnen::V,парӑнса тӑр,wonen
1346,arbeiten::V,ӗҫле,werken
1347,sammeln::V,пух,inzamelen
1348,sammeln::V,пух,verzamelen
1349,pflücken::V,тат,plukken
1350,jagen::V,сунара ҫӳре,jagen
1351,fischen::V,пулӑ тыт,vissen
1352,fassen::V,тыт,vangen
1353,hüten::V,кӗт,hoeden
1354,treiben::V,хӑвала,drijven
1355,anbinden::V,кӑкар,vastbinden
1356,füttern::V,ҫитер,voeren
1357,melken::V,су,melken
1358,hacken::V,вакла,hakken
1359,gießen::V,шӑвар,gieten
1360,reifen::V,пиҫ,rijpen
1361,zubereiten::V,пӗҫер,klaarmaken
1362,zubereiten::V,пӗҫер,toebereiden
1363,kochen::V,пӗҫер,koken
1364,backen::V,пӗҫер,bakken
1365,braten::V,ӑшала,braden
1366,umrühren::V,хутӑштар,omroeren
1367,stricken::V,ҫых,breien
1368,nähen::V,ҫӗле,naaien
1369,färben::V,пӗвет,verven
1370,färben::V,пӗвет,kleuren
1371,reinigen::V,тасат,reinigen
1372,waschen::V,ҫу,wassen
1373,abwischen::V,шӑл,afvegen
1374,spülen::V,чӳхе,spoelen
1375,spülen::V,чӳхе,afwassen
1376,fegen::V,шӑл,vegen
1377,kehren::V,шӑл,vegen
1378,baden::V,шыва кӗр,baden
1379,sich waschen::V,ҫӑвӑн,zich wassen
1380,ausziehen::V,салан,uittrekken
1381,anziehen::V,тӑхӑн,aantrekken
1382,sich anziehen::V,тӑхӑн,zich aankleden
1383,kämmen::V,тура,kammen
1384,schmücken::V,илемлет,tooien
1385,sagen::V,те,zeggen
1386,sprechen::V,кала,spreken
1387,reden::V,сӑмахла,praten
1388,reden::V,калаҫ,praten
1389,sich unterhalten::V,пупле,zich onderhouden
1390,fragen::V,ыйт,vragen
1391,bitten::V,ыйт,vragen
1392,bitten::V,ыйт,verzoeken
1393,erzählen::V,каласа пар,vertellen
1394,mitteilen::V,пӗлтер,meedelen
1395,mitteilen::V,хыпарла,meedelen
1396,nennen::V,те,noemen
1397,nennen::V,чӗн,noemen
1398,rufen::V,чӗн,roepen
1399,prahlen::V,мухтан,pralen
1400,prahlen::V,вӗҫкӗнлен,pralen
1401,übersetzen::V,куҫар,vertalen
1402,denken::V,шухӑшла,denken
1403,glauben::V,ӗнен,geloven
1404,bemerken::V,асӑрха,bemerken
1405,erkennen::V,палла,herkennen
1406,begreifen::V,ӑнлан,begrijpen
1407,verstehen::V,пӗл,verstaan
1408,lernen::V,вӗрен,leren
1409,wissen::V,пӗл,weten
1410,wissen::V,ӑнкар,weten
1411,sich erinnern an::V,аса ил,zich herinneren aan
1412,vergessen::V,ман,vergeten
1413,vergessen::V,манса кай,vergeten
1414,messen::V,виҫ,meten
1415,zählen::V,шутла,tellen
1416,rechnen::V,шутла,rekenen
1417,lesen::V,вула,lezen
1418,malen::V,ӳкер,schilderen
1419,zeichnen::V,ӳкер,tekenen
1420,schreiben::V,ҫыр,schrijven
1421,besitzen::V,тыт,bezitten
1422,kaufen::V,ил,kopen
1423,kaufen::V,туян,kopen
1424,verkaufen::V,сут,verkopen
1425,bezahlen::V,тӳле,betalen
1426,zahlen::V,тӳле,betalen
1427,beherrschen::V,тыт,beheersen
1428,ertragen::V,тӳс,verdragen
1429,Bauch::N,,buik
