,Concept_ID,es,ku
831,zwölf::NUM,doce,diwazdeh
832,zwanzig::NUM,veinte,bîst
833,dreißig::NUM,treinta,sih
834,vierzig::NUM,cuarenta,çil
835,fünfzig::NUM,cincuenta,pençi
836,sechzig::NUM,sesenta,şêst
837,siebzig::NUM,setenta,heftê
838,achtzig::NUM,ochenta,heştê
839,neunzig::NUM,noventa,nod
840,hundert::NUM,cien,sêd
841,hundert::NUM,ciento,sêd
842,tausend::NUM,mil,hezar
843,und::CNJ,y,û
844,oder::CNJ,o,an
845,oder::CNJ,o,yan
846,stehen::V,estar de pie,sekinîn
847,sitzen::V,estar sentado,rûniştin
848,liegen::V,yacer,paldan
849,liegen::V,estar acostado,paldan
850,hängen::V,pender,darve kirin
851,werden::V,hacerse,bûn
852,passieren::V,suceder,hatin holê
853,passieren::V,suceder,hatin serê kesî
854,beginnen::V,iniciarse,li dest pêkirin
855,beginnen::V,principiar,li dest pêkirin
856,enden::V,acabar,xalas bû
857,enden::V,terminar,xalas bû
858,wechseln::V,variar,guherandin
859,wechseln::V,variar,dêgiş kirin
860,wechseln::V,alternar,guherandin
861,wechseln::V,alternar,dêgiş kirin
862,aufgehen[Sonne]::V,salir,hilatin
863,untergehen[Sonne]::V,ponerse,çun ava
864,untergehen[Sonne]::V,descender,çun ava
865,scheinen[Sonne]::V,brillar,şewk de
866,donnern::V,tronar,gire-gir
867,wehen::V,soplar,ba le de
868,strömen::V,afluir,xwe girtin
869,fließen::V,fluir,herikîn
870,fließen::V,correr,herikîn
871,sich drehen::V,girar,xwe zivirandin
872,schwanken::V,vacilar,hejandin
873,schwingen::V,oscilar,libakirin
874,fallen::V,caer,ketin
875,brennen::V,arder,şewitîn
876,brennen::V,quemar,şewitîn
877,rauchen::V,humear,kişandin
878,rauchen::V,echar humo,kişandin
879,regnen::V,llover,bahran tê
880,gefrieren::V,helarse,qefilandin
881,tauen::V,deshelarse,helandin
882,schmelzen::V,fundirse,helandin
883,schmelzen::V,derretirse,helandin
884,trocknen::V,secarse,zuwabûn
885,sieden::V,hervir,kelîn
886,faulen::V,pudrirse,xerabûn
887,verfaulen::V,pudrirse,xerabûn
888,reißen::V,romperse,jêkirin
889,versinken::V,hundirse,xerq bûn
890,vergehen::V,pasar,derbas bûn
891,erscheinen::V,aparecer,peyda bûn
892,verschwinden::V,desaparecer,wendabûn
893,sinken::V,bajar,noq bûn
894,abnehmen::V,decrecer,kêm bûn
895,abnehmen::V,disminuir,kêm bûn
896,zunehmen::V,crecer,qelew bûn
897,zunehmen::V,aumentar,qelew bûn
898,steigen::V,subir,hildan
899,steigen::V,ascender,hildan
900,wachsen::V,crecer,mezin bûn
901,glänzen::V,brillar,biriqîn
902,glänzen::V,resplandecer,biriqîn
903,funkeln::V,chispear,çikisîn
904,lärmen::V,hacer ruido,guşîn
905,läuten::V,sonar,lê de
906,läuten::V,repicar,lê de
907,klingeln::V,tocar el timbre,sîl dan
908,klingeln::V,tocar el timbre,ringerin
909,klirren::V,tintinear,zingzing hat
910,brausen::V,zumbar,guşîn
911,rauschen::V,murmurar,guşîn
912,klingen::V,sonar,deng pe ketin
913,bellen::V,ladrar,kewtîn
914,heulen::V,ulular,ûrîn
915,blasen::V,soplar,puf kirin
916,pfeifen::V,silbar,fîkandin
917,schreien::V,gritar,qîrîn
918,stöhnen::V,gemir,nalîn
919,zittern::V,temblar,hejîn
920,leben::V,vivir,jihîn
921,geboren werden::V,nacer,hatin dinyê
922,geboren werden::V,nacer,bûn
923,atmen::V,respirar,hilmijîn
924,trinken::V,beber,vexwarin
925,essen::V,comer,xwarin
926,schlucken::V,tragar,daqulbandin
927,müde werden::V,cansarse,betilîln
928,müde werden::V,cansarse,qerimîn
929,müde werden::V,fatigarse,betilîln
930,müde werden::V,fatigarse,qerimîn
931,einschlafen::V,dormirse,razan
932,schlafen::V,dormir,razan
933,schlafen::V,dormir,razandin
934,aufwachen::V,despertarse,şiyarbûn
935,aufstehen::V,levantarse,rabûn
936,sich erholen::V,reposar,baş bûn
937,sich erholen::V,descansar,baş bûn
938,krank werden::V,caer enfermo,nexweş kêt
939,krank sein::V,estar enfermo,nexweş bû
940,schmerzen::V,doler,êşandin
941,husten::V,toser,kuxin
942,genesen::V,convalecer,baş bûn
943,genesen::V,restablecerse,baş bûn
944,sterben::V,morir,mirin
945,umkommen::V,perecer,mirin
946,sich bewegen::V,moverse,leqîn
947,sich rühren::V,rebullir,leqîn
948,sich erheben::V,levantarse,rabûn
949,sich setzen::V,sentarse,runiştin
950,hinfallen::V,caerse,kêtin
951,laufen::V,andar,meşîn
952,schreiten::V,proceder,meşkirin
953,spazierengehen::V,pasear,gerandin
954,spazierengehen::V,pasearse,gerandin
955,eilen::V,correr prisa,lezandin
956,sich beeilen::V,darse prisa,zûkirin
957,sausen::V,correr,fîzîn
958,rennen::V,correr,baz dan
959,springen::V,saltar,hilpekîn
960,klettern::V,trepar,hilperikîn
961,klettern::V,escalar,hilperikîn
962,schaukeln::V,bambolearse,lorandin
963,kriechen::V,reptar,xuşandin
964,kriechen::V,arrastrarse,xuşandin
965,schwimmen::V,nadar,avjenîn
966,tauchen::V,bucear,qutxuyardin
967,tauchen::V,bucear,noqîn
968,tauchen::V,sumergirse,qutxuyardin
969,tauchen::V,sumergirse,noqîn
970,rudern::V,remar,qaîq ajotin
971,fahren::V,ir,ajotin
972,fliegen::V,volar,firîn
973,gehen::V,ir,çûn
974,gehen::V,andar,çûn
975,weggehen::V,irse,çûn
976,weggehen::V,marcharse,çûn
977,abfahren::V,salir,çûyin
978,abfahren::V,partir,çûyin
979,anhalten::V,parar,rawestîn
980,anhalten::V,pararse,rawestîn
981,hineingehen::V,entrar,ketin hundir
982,eintreten::V,entrar,têketin
983,kommen::V,venir,hatin
984,ankommen::V,llegar,gihan
985,ankommen::V,llegar,gihîştin
986,zurückkommen::V,volver,vegerandin
987,zurückkommen::V,regresar,vegerandin
988,bleiben::V,quedarse,sekinîn
989,warten::V,esperar,payîn
990,erwarten::V,esperar,payîn
991,suchen::V,buscar,lêgerîn
992,finden::V,hallar,peyda kirin
993,finden::V,encontrar,peyda kirin
994,versuchen::V,intentar,çeribandin
995,vorbereiten::V,preparar,amade kirin
996,lieben::V,amar,hez kirin
997,lieben::V,querer,hez kirin
998,mögen::V,querer,dil kirin
999,lachen::V,reír,kenîn
1000,rühren::V,conmover,hêjan
1001,weinen::V,llorar,girîn
1002,schimpfen::V,regañar,pevçûn
1003,sich ärgern::V,enfadarse,enirîn
1004,sich fürchten::V,tener miedo,tirsîn
1005,fürchten::V,temer,tirsin
1006,fürchten::V,tener miedo a,tirsin
1007,fliehen::V,huir,bazdan
1008,flüchten::V,escaparse,revîn
1009,sehen::V,ver,dîtin
1010,anschauen::V,mirar,sêr kirin
1011,ansehen::V,mirar,hesibandin
1012,hören::V,oír,guhdar jirin
1013,zuhören::V,escuchar,guhdarî kirin
1014,probieren::V,probar,tehm kirin
1015,probieren::V,degustar,tehm kirin
1016,riechen::V,oler,bihn kirin
1017,fühlen::V,sentir,hîs kirin
1018,scheinen::V,parecer,xoyer kir
1019,zu sehen sein::V,poder verse,diyar bûn
1020,vernehmen::V,oír,bihîstin
1021,vernehmen::V,percibir,bihîstin
1022,frieren::V,tener frío,qerişîn
1023,tun::V,hacer,kirin
1024,können::V,poder,karin
1025,wollen::V,querer,xwestîn
1026,anfangen::V,iniciar,dest pêkirin
1027,beenden::V,acabar,xelas kirin
1028,beenden::V,terminar,xelas kirin
1029,aufhören::V,cesar,xelas kirin
1030,gelingen::V,salir bien,çe bûn
1031,geraten::V,salir,qewîmîn
1032,geraten::V,dar resultado,qewîmîn
1033,öffnen::V,abrir,vekirin
1034,schließen::V,cerrar,girtin
1035,stellen::V,poner,danîn
1036,stellen::V,colocar,danîn
1037,setzen::V,poner,rûniştin
1038,setzen::V,colocar,rûniştin
1039,legen::V,poner,danîn
1040,legen::V,poner,razandin
1041,berühren::V,tocar,lêketin
1042,verbinden::V,unir,anîn pê
1043,verbinden::V,juntar,anîn pê
1044,bedecken::V,tapar,sergirtin
1045,bedecken::V,cubrir,sergirtin
1046,aufhängen::V,colgar,aliqandin
1047,anzünden::V,encender,pêxistin
1048,aufheben::V,recoger,hildan
1049,zurücklassen::V,dejar,hiştin
1050,zurücklassen::V,dejar,vehiştin
1051,verlieren::V,perder,wendakirin
1052,fallen lassen::V,dejar caer,xistin bixe
1053,fallen lassen::V,dejar caer,xistin
1054,machen::V,hacer,kirin
1055,machen::V,hacer,çêkirin
1056,herstellen::V,fabricar,çê kirin
1057,herstellen::V,fabricar,peyda kirin
1058,bauen::V,construir,lêkirin
1059,reparieren::V,reparar,veherînerîn
1060,verbessern::V,mejorar,sererastkirin
1061,ändern::V,mudar,degiş kirin
1062,ändern::V,modificar,degiş kirin
1063,graben::V,cavar,kolandin
1064,beugen::V,doblar,tewîn
1065,beugen::V,doblar,xwar kirin
1066,beugen::V,inclinar,tewîn
1067,beugen::V,inclinar,xwar kirin
1068,biegen::V,doblar,tewandin
1069,biegen::V,doblar,xwarkirin
1070,drehen::V,volver,fitilandin
1071,drehen::V,hacer girar,fitilandin
1072,wenden::V,volver,zivîrin
1073,umdrehen::V,revolver,vegerandin
1074,heben::V,levantar,hildan
1075,hochheben::V,alzar,hildan
1076,ergreifen::V,coger,dest avêtin
1077,halten::V,tener,hîştin
1078,halten::V,tener,sekinîn
1079,drücken::V,apretar,pêl kirin
1080,schieben::V,empujar,damdan
1081,kratzen::V,rascar,xurandin
1082,lecken::V,lamer,alastin
1083,beißen::V,morder,gez kirin
1084,abreißen::V,arrancar,hilşandin
1085,abschneiden::V,cortar,jêkirin
1086,binden::V,atar,girêdan
1087,stecken::V,meter,têxistin
1088,brechen::V,romper,şikandin
1089,brechen::V,quebrar,şikandin
1090,klopfen::V,golpear,kutandin
1091,hauen::V,pegar,li dan
1092,kleben::V,pegar,zeliqîn
1093,kleben::V,pegar,şirêz kirin
1094,kleben::V,encolar,zeliqîn
1095,kleben::V,encolar,şirêz kirin
1096,reiben::V,frotar,firikandin
1097,streichen::V,untar,bax dan
1098,streichen::V,recubrir,bax dan
1099,schleifen::V,afilar,çarkirin
1100,schneiden::V,cortar,jêkirin
1101,rütteln::V,agitar,hejandin
1102,schütteln::V,agitar,daweşîn
1103,schütteln::V,sacudir,daweşîn
1104,schwenken::V,menear,têwdan
1105,schütten::V,verter,rijandin
1106,füllen::V,llenar,dagirtin
1107,einwickeln::V,envolver,pêçandin
1108,tragen::V,llevar,kişandin
1109,tragen::V,llevar,rajtin
1110,schleppen::V,arrastrar,kişandin
1111,ziehen::V,tirar,kişandin
1112,aufbewahren::V,conservar,hilandin
1113,werfen::V,echar,avêtin
1114,werfen::V,lanzar,avêtin
1115,fangen::V,coger,sem kirin
1116,fangen::V,coger,girtin
1117,packen::V,agarrar,pê girtin
1118,verstecken::V,esconder,hîlanin
1119,teilen::V,partir,parvekirin
1120,teilen::V,dividir,parvekirin
1121,schicken::V,enviar,şandin
1122,bringen::V,traer,anîn
1123,bringen::V,traer,birin
1124,hinzufügen::V,añadir,dan ser
1125,hinzufügen::V,añadir,li tiştekî zêde kirin
1126,bekommen::V,obtener,standin
1127,bekommen::V,conseguir,standin
1128,erhalten::V,recibir,standin
1129,nehmen::V,tomar,girtin
1130,wählen::V,elegir,ray dan
1131,auswählen::V,escoger,bijartin
1132,auswählen::V,seleccionar,bijartin
1133,bewahren::V,guardar,rê li ber girtin
1134,bewahren::V,guardar,lê xwedî derketin
1135,bewahren::V,preservar,rê li ber girtin
1136,bewahren::V,preservar,lê xwedî derketin
1137,behindern::V,estorbar,bara wi
1138,behindern::V,obstaculizar,bara wi
1139,verderben::V,estropear,heram bûn
1140,beschädigen::V,deteriorar,xerab kirin
1141,zerbrechen::V,romper,şikênandin
1142,zerbrechen::V,romper,perçe kirin
1143,zerbrechen::V,quebrar,şikênandin
1144,zerbrechen::V,quebrar,perçe kirin
1145,zerreißen::V,desgarrar,qelişandin
1146,zerreißen::V,despedazar,qelişandin
1147,zerstören::V,destruir,hilşandin
1148,zerstören::V,destrozar,hilşandin
1149,verbrennen::V,quemar,şewitandin
1150,geben::V,dar,dan
1151,geben::V,dar,dayin
1152,reichen::V,pasar,besbûn
1153,reichen::V,pasar,têrkirin
1154,schenken::V,regalar,diyarî kirin
1155,versprechen::V,prometer,soz dan
1156,wünschen::V,desear,dil kirin
1157,loben::V,alabar,pesinandin
1158,küssen::V,besar,maçkirin
1159,wiegen::V,mecer,lorandin
1160,wiegen::V,mecer,wezinandin
1161,zudecken::V,tapar,nixumandin
1162,zudecken::V,cubrir,nixumandin
1163,wecken::V,despertar,bixwe hesandin
1164,zeigen::V,mostrar,şanîdan
1165,führen::V,guiar,raber kirin
1166,führen::V,conducir,raber kirin
1167,lehren::V,enseñar,hîn kirin
1168,lehren::V,instruir,hîn kirin
1169,unterrichten::V,enseñar,ders dan
1170,aufziehen::V,criar,mesinkirin
1171,leiten::V,guiar,rêberî kirin
1172,leiten::V,dirigir,rêberî kirin
1173,antreiben::V,impeler,bezandin
1174,antreiben::V,impulsar,bezandin
1175,lassen::V,hacer,berdan
1176,lassen::V,hacer,hiştin
1177,einladen::V,invitar,dawet kirin
1178,vereinigen::V,unir,bi yek kirin
1179,besuchen::V,visitar,mêvan bûn
1180,besuchen::V,ir a ver,mêvan bûn
1181,treffen::V,encontrar,rast hatin
1182,sich versammeln::V,reunirse,li hev çivîn
1183,sich versammeln::V,congregarse,li hev çivîn
1184,spielen::V,jugar,listin
1185,singen::V,cantar,stran
1186,tanzen::V,bailar,reqisîn
1187,sich trennen::V,separarse,hew berdan
1188,verlassen::V,dejar,tanê hişt
1189,verlassen::V,dejar,bêkes
1190,verlassen::V,abandonar,tanê hişt
1191,verlassen::V,abandonar,bêkes
1192,retten::V,salvar,rihakirin
1193,bewachen::V,vigilar,raçavkirin
1194,schützen::V,proteger,hemet kirin
1195,verteidigen::V,defender,paraztin
1196,sich schlagen::V,batirse,li hev bezîn
1197,schießen::V,tirar,agir kirin
1198,schießen::V,disparar,agir kirin
1199,siegen::V,vencer,biser ketin
1200,ärgern::V,enojar,xeyirandin
1201,ärgern::V,enfadar,xeyirandin
1202,schlagen::V,pegar,lêdan
1203,schlagen::V,pegar,lêxistin
1204,schlagen::V,golpear,lêdan
1205,schlagen::V,golpear,lêxistin
1206,treten::V,dar una patada a,têlekirin
1207,stechen::V,pinchar,têrekirin
1208,stoßen::V,empujar,lêketin
1209,stehlen::V,robar,dizîn
1210,stehlen::V,robar,dizî birin
1211,stehlen::V,hurtar,dizîn
1212,stehlen::V,hurtar,dizî birin
1213,stören::V,molestar,aciz kirin
1214,belästigen::V,molestar,li tela yeki ketin
1215,belästigen::V,importunar,li tela yeki ketin
1216,verbergen::V,ocultar,veşartin
1217,verbergen::V,ocultar,kemîndanîn
1218,verbergen::V,esconder,veşartin
1219,verbergen::V,esconder,kemîndanîn
1220,täuschen::V,engañar,xapandin
1221,täuschen::V,engañar,lê zexeli kirin
1222,betrügen::V,engañar,xapandin
1223,töten::V,matar,kûştin
1224,wohnen::V,vivir,rûniştin
1225,wohnen::V,habitar,rûniştin
1226,arbeiten::V,trabajar,kar kirin
1227,arbeiten::V,trabajar,şêxulin
1228,sammeln::V,recoger,komkirin
1229,sammeln::V,coleccionar,komkirin
1230,pflücken::V,coger,çinîn
1231,jagen::V,cazar,nêçîr kirin
1232,fischen::V,pescar,masî girtin
1233,fassen::V,atrapar,pê girtin
1234,fassen::V,atrapar,sêm kirin
1235,fassen::V,capturar,pê girtin
1236,fassen::V,capturar,sêm kirin
1237,hüten::V,guardar,hei jê man
1238,treiben::V,aballar,bêherandin
1239,anbinden::V,atar,tewilandin
1240,füttern::V,echar de comer,xwarine dan lê
1241,melken::V,ordeñar,dotin
1242,hacken::V,picar,kolandin
1243,hacken::V,cortar,kolandin
1244,gießen::V,regar,av dan
1245,reifen::V,madurar,kemilîn
1246,zubereiten::V,preparar,çe kirin
1247,kochen::V,cocer,xwarin çe kirin
1248,kochen::V,cocer,kelandin
1249,kochen::V,guisar,xwarin çe kirin
1250,kochen::V,guisar,kelandin
1251,backen::V,hornear,pijandin
1252,backen::V,cocer al horno,pijandin
1253,braten::V,asar,qelandin
1254,braten::V,asar,sor kirin
1255,braten::V,freír,qelandin
1256,braten::V,freír,sor kirin
1257,umrühren::V,remover,têvdan
1258,stricken::V,hacer punto,hûnan
1259,stricken::V,hacer calceta,hûnan
1260,nähen::V,coser,kêl kirin
1261,färben::V,teñir,boyax kirin
1262,färben::V,colorear,boyax kirin
1263,reinigen::V,limpiar,paqijkirin
1264,waschen::V,lavar,şuştin
1265,abwischen::V,fregar,pakîj kirin
1266,abwischen::V,limpiar,pakîj kirin
1267,spülen::V,aclarar,şuştin
1268,spülen::V,enjuagar,şuştin
1269,fegen::V,barrer,maliştin
1270,fegen::V,pasar la escoba,maliştin
1271,kehren::V,barrer,maliştin
1272,baden::V,bañarse,serîşûştin
1273,sich waschen::V,lavarse,serîşûştin
1274,ausziehen::V,quitar,jê kirin
1275,ausziehen::V,quitarse,jê kirin
1276,anziehen::V,ponerse,pê kirin
1277,sich anziehen::V,vestirse,xwe kirin
1278,kämmen::V,peinar,şeh kirin
1279,schmücken::V,adornar,xemilandin
1280,sagen::V,decir,gotin
1281,sagen::V,decir,peyivîn
1282,sprechen::V,hablar,peyivîn
1283,reden::V,hablar,axaftin
1284,reden::V,conversar,axaftin
1285,sich unterhalten::V,charlar,hev biştaxilin
1286,sich unterhalten::V,conversar,hev biştaxilin
1287,fragen::V,preguntar,pirsîn
1288,fragen::V,preguntar,pirs kirin
1289,bitten::V,rogar,tika kirin
1290,erzählen::V,contar,behs kirin
1291,mitteilen::V,comunicar,vegotin
1292,mitteilen::V,participar,vegotin
1293,nennen::V,llamar,bi nav kirin
1294,nennen::V,nombrar,bi nav kirin
1295,rufen::V,llamar,bakirin
1296,prahlen::V,jactarse,pesnê xwe dan
1297,übersetzen::V,traducir,qulibandin
1298,übersetzen::V,traducir,derbas kirin
1299,denken::V,pensar,fikirîn
1300,glauben::V,creer,bawer bûn
1301,bemerken::V,notar,bala xwe dan
1302,bemerken::V,notar,çac lê ketin
1303,erkennen::V,reconocer,pêhesîn
1304,begreifen::V,concebir,fêmkirin
1305,verstehen::V,entender,fêmkirin
1306,verstehen::V,comprender,fêmkirin
1307,lernen::V,aprender,halmandin
1308,lernen::V,aprender,fêrbun
1309,wissen::V,saber,zanîn
1310,sich erinnern an::V,recordar,bir bûn
1311,sich erinnern an::V,acordarse de,bir bûn
1312,vergessen::V,olvidar,ji bir kirin
1313,messen::V,medir,pê kanîn
1314,zählen::V,contar,hejmardin
1315,rechnen::V,contar,hesibandin
1316,rechnen::V,calcular,hesibandin
1317,lesen::V,leer,xwendin
1318,malen::V,pintar,rengandin
1319,malen::V,pintar,boyax kirin
1320,zeichnen::V,dibujar,işaret kirin
1321,schreiben::V,escribir,nivîsandin
1322,besitzen::V,poseer,hebûn
1323,kaufen::V,comprar,kirîn
1324,verkaufen::V,vender,firotin
1325,bezahlen::V,pagar,pere dan
1326,zahlen::V,pagar,pere dan
1327,zahlen::V,pagar,dayin
1328,beherrschen::V,dominar,zebt kirin
1329,beherrschen::V,dominar,hukim kirin
1330,ertragen::V,soportar,bihêzkirin
