,Concept_ID,,cs
74,Feuer::N,,oheň
75,Licht::N,,světlo
76,Schatten::N,,stín
77,Wetter::N,,počasí
78,Nebel::N,,mlha
79,Wolke::N,,mrak
80,Wolke::N,,oblak
81,Regen::N,,déšť
82,Schnee::N,,sníh
83,Eis::N,,led
84,Frost::N,,mráz
85,Kälte::N,,chlad
86,Hitze::N,,horko
87,Raureif::N,,jinovatka
88,Regenbogen::N,,duha
89,Donner::N,,hrom
90,Strömung::N,,proudění
91,Tropfen::N,,kapka
92,Schaum::N,,pěna
93,Schmutz::N,,špína
94,See::N,,jezero
95,Sumpf::N,,močál
96,Sumpf::N,,bažina
97,Moor::N,,bažina
98,Moor::N,,slatina
99,Wiese::N,,louka
100,Wald::N,,les
101,Hügel::N,,kopec
102,Anhöhe::N,,pahorek
103,Berg::N,,hora
104,Gipfel::N,,vrchol
105,Höhle::N,,jeskyně
106,Abhang::N,,svah
107,Abhang::N,,stráň
108,Quelle::N,,pramen
109,Bach::N,,potok
110,Fluss::N,,řeka
111,Ufer::N,,břeh
112,Küste::N,,pobřeží
113,Festland::N,,souš
114,Festland::N,,pevnina
115,Meer::N,,moře
116,Bucht::N,,záliv
117,Bucht::N,,zátoka
118,Insel::N,,ostrov
119,Blume::N,,květina
120,Gras::N,,tráva
121,Wurzel::N,,kořen
122,Baum::N,,strom
123,Stamm::N,,kmen
124,Rinde::N,,kůra
125,Ast::N,,větev
126,Zweig::N,,větev
127,Blatt::N,,lupen
128,Birke::N,,bříza
129,Kiefer[Baum]::N,,sosna
130,Kiefer[Baum]::N,,borovice
131,Weide[Baum]::N,,vrba
132,Tanne::N,,jedle
133,Horn::N,,roh
134,Feder::N,,pero
135,Fell::N,,srst
136,Flügel::N,,křídlo
137,Klaue::N,,dráp
138,Klaue::N,,pazneht
139,Kralle::N,,dráp
140,Schwanz::N,,ocas
141,Ei::N,,vejce
142,Nest::N,,hnízdo
143,Bau::N,,nora
144,Tier::N,,zvíře
145,Herde::N,,stádo
146,Kuh::N,,kráva
147,Bulle::N,,býk
148,Pferd::N,,kůň
149,Schaf::N,,ovce
150,Schwein::N,,vepř
151,Schwein::N,,prase
152,Hund::N,,pes
153,Katze::N,,kočka
154,Bär::N,,medvěd
155,Eichhörnchen::N,,veverka
156,Elch::N,,los
157,Fuchs::N,,liška
158,Hase::N,,zajíc
159,Maus::N,,myš
160,Wolf::N,,vlk
161,Vogel::N,,pták
162,Schwarm::N,,roj
163,Schwarm::N,,hejno
164,Huhn::N,,kuře
165,Huhn::N,,slepice
166,Hahn::N,,kohout
167,Gans::N,,husa
168,Adler::N,,orel
169,Ente::N,,kachna
170,Eule::N,,sova
171,Kranich::N,,jeřáb
172,Krähe::N,,vrána
173,Kuckuck::N,,kukačka
174,Schwan::N,,labuť
175,Fisch::N,,ryba
176,Barsch::N,,okoun
177,Hecht::N,,štika
178,Schlange[Tier]::N,,had
179,Wurm::N,,červ
180,Spinne::N,,pavouk
181,Ameise::N,,mravenec
182,Laus::N,,veš
183,Mücke::N,,komár
184,Fliege::N,,moucha
185,Schmetterling::N,,motýl
186,Beere::N,,bobule
187,Apfel::N,,jablko
188,Pilz::N,,houba
189,Zwiebel::N,,cibule
190,Saat::N,,osivo
191,Korn::N,,zrno
192,Heu::N,,seno
193,Schale::N,,slupka
194,Schale::N,,skořápka
195,Grube::N,,jáma
196,Falle::N,,past
197,Falle::N,,léčka
198,Schlinge::N,,smyčka
199,Spur::N,,stopa
200,Asche::N,,popel
201,Dreck::N,,špína
202,Eisen::N,,železo
203,Gold::N,,zlato
204,Silber::N,,stříbro
205,Kohle::N,,uhlí
206,Glas::N,,sklo
207,Lehm::N,,jíl
208,Lehm::N,,hlína
209,Sand::N,,písek
210,Mensch::N,,člověk
211,Mann::N,,muž
212,Frau::N,,žena
213,Kind::N,,dítě
214,Junge::N,,hoch
215,Junge::N,,chlapec
216,Mädchen::N,,děvče
217,Familie::N,,rodina
218,Großvater::N,,děd
219,Großvater::N,,dědeček
220,Großmutter::N,,babička
221,Eltern::N,,rodiče
222,Vater::N,,otec
223,Mutter::N,,matka
224,Sohn::N,,syn
225,Tochter::N,,dcera
226,Bruder::N,,bratr
227,Schwester::N,,sestra
228,Onkel::N,,strýc
229,Tante::N,,teta
230,Ehemann::N,,choť
231,Ehemann::N,,manžel
232,Ehefrau::N,,choť
233,Ehefrau::N,,manželka
234,Freude::N,,radost
235,Gelächter::N,,smích
236,Glück::N,,štěstí
237,Kummer::N,,žal
238,Kummer::N,,trápení
239,Wunsch::N,,přání
240,Lust::N,,chuť
241,Geist::N,,duch
242,Gedanke::N,,myšlenka
243,Gedächtnis::N,,paměť
244,Verstand::N,,rozum
245,Sinn::N,,smysl
246,Grund::N,,důvod
247,Wahrheit::N,,pravda
248,Gespräch::N,,rozhovor
249,Märchen::N,,pohádka
250,Erzählung::N,,povídka
251,Nachricht::N,,zpráva
252,Neuigkeit::N,,novina
253,Neuigkeit::N,,novinka
254,Name::N,,jméno
255,Rätsel::N,,hádanka
256,Rede::N,,řeč
257,Rede::N,,proslov
258,Sprache::N,,řeč
259,Sprache::N,,jazyk
260,Stimme::N,,hlas
261,Wort::N,,slovo
262,Zeichen::N,,znamení
263,Ruf::N,,zavolání
264,Lärm::N,,hluk
265,Laut::N,,zvuk
266,Ton::N,,tón
267,Lied::N,,píseň
268,Ruhe::N,,klid
269,Ruhe::N,,pokoj
270,Leute::N,,lidé
271,Volk::N,,národ
272,Arbeit::N,,práce
273,Gast::N,,host
274,Geschenk::N,,dar
275,Spiel::N,,hra
276,Gesellschaft::N,,společnost
277,Hilfe::N,,pomoc
278,Freund::N,,přítel
279,Kamerad::N,,kamarád
280,Angelegenheit::N,,záležitost
281,Anzahl::N,,počet
282,Art::N,,druh
283,Stück::N,,kus
284,Stück::N,,kousek
285,Teil::N,,díl
286,Teil::N,,část
287,Hälfte::N,,půl
288,Kreis::N,,kruh
289,Kreuz::N,,kříž
290,Linie::N,,linka
291,Strich::N,,čára
292,Strich::N,,čárka
293,Abstand::N,,vzdálenost
294,Entfernung::N,,vzdálenost
295,Gegend::N,,krajina
296,Platz::N,,prostor
297,Ort::N,,místo
298,Seite::N,,strana
299,Mitte::N,,střed
300,Mitte::N,,prostředek
301,Gegenstand::N,,předmět
302,Sache::N,,věc
303,Rand::N,,kraj
304,Rand::N,,okraj
305,Kante::N,,hrana
306,Ecke::N,,roh
307,Spitze::N,,hrot
308,Spitze::N,,špička
309,Ende::N,,konec
310,Loch::N,,díra
311,Winkel::N,,kout
312,Muster::N,,vzor
313,Größe::N,,velikost
314,Länge::N,,délka
315,Höhe::N,,výška
316,Gewicht::N,,váha
317,Menge::N,,množství
318,Haufen::N,,kupa
319,Haufen::N,,hromada
320,Reihe::N,,řada
321,Reihe::N,,řádek
322,Boot::N,,člun
323,Ruder::N,,veslo
324,Schlitten::N,,sáně
325,Ski::N,,lyže
326,Lagerfeuer::N,,táborák
327,Last::N,,náklad
328,Last::N,,břemeno
329,Gang::N,,chůze
330,Gang::N,,chodba
331,Schritt::N,,krok
332,Norden::N,,sever
333,Süden::N,,jih
334,Westen::N,,západ
335,Osten::N,,východ
336,Holz::N,,dřevo
337,Brett::N,,prkno
338,Platte::N,,deska
339,Stütze::N,,opěra
340,Stange::N,,tyč
341,Stange::N,,tyčka
342,Stock::N,,hůlka
343,Stab::N,,hůl
344,Rohr::N,,trubka
345,Haus::N,,dům
346,Heim::N,,domov
347,Ofen::N,,kamna
348,Fußboden::N,,podlaha
349,Tisch::N,,stůl
350,Stuhl::N,,židle
351,Wiege::N,,kolébka
352,Bett::N,,postel
353,Regal::N,,regál
354,Regal::N,,police
355,Kiste::N,,bedna
356,Fenster::N,,okno
357,Tür::N,,dveře
358,Tor::N,,vrata
359,Zaun::N,,plot
360,Dach::N,,střecha
361,Leiter::N,,žebřík
362,Besen::N,,koště
363,Besen::N,,smeták
364,Spaten::N,,rýč
365,Schaufel::N,,lopata
366,Gabel::N,,vidlička
367,Löffel::N,,lžíce
368,Messer::N,,nůž
369,Nagel::N,,hřebík
370,Netz::N,,síť
371,Haken::N,,hák
372,Griff::N,,držadlo
373,Schloss::N,,zámek
374,Bild::N,,obraz
375,Figur::N,,figura
376,Puppe::N,,panenka
377,Beutel::N,,pytlík
378,Bündel::N,,svazek
379,Tasche::N,,taška
380,Tasche::N,,brašna
381,Eimer::N,,kýbl
382,Eimer::N,,vědro
383,Deckel::N,,víko
384,Deckel::N,,příklop
385,Geschirr::N,,nádobí
386,Sack::N,,pytel
387,Tasse::N,,šálek
388,Topf::N,,hrnec
389,Kessel::N,,kotel
390,Essen::N,,jídlo
391,Nahrung::N,,strava
392,Nahrung::N,,potrava
393,Speise::N,,jídlo
394,Fleisch::N,,maso
395,Getreide::N,,obilí
396,Brei::N,,kaše
397,Brot::N,,chléb
398,Scheibe::N,,krajíc
399,Fett::N,,tuk
400,Fett::N,,omastek
401,Butter::N,,máslo
402,Öl::N,,olej
403,Salz::N,,sůl
404,Suppe::N,,polévka
405,Honig::N,,med
406,Milch::N,,mléko
407,Tee::N,,čaj
408,Leder::N,,kůže
409,Wolle::N,,vlna
410,Stoff::N,,látka
411,Nadel::N,,jehla
412,Faden::N,,nit
413,Knopf::N,,knoflík
414,Knoten::N,,uzel
415,Farbe::N,,barva
416,Kleidung::N,,šaty
417,Kleidung::N,,šatstvo
418,Hemd::N,,košile
419,Kragen::N,,límec
420,Ärmel::N,,rukáv
421,Hose::N,,kalhoty
422,Gürtel::N,,pás
423,Gürtel::N,,opasek
424,Mütze::N,,čepice
425,Schuh::N,,bota
426,Stiefel::N,,holínka
427,Ring::N,,prsten
428,Band::N,,pásek
429,Kamm::N,,hřeben
430,Spiegel::N,,zrcadlo
431,Riemen::N,,řemen
432,Schnur::N,,šňůra
433,Leine::N,,vodítko
434,Decke::N,,pokrývka
435,Decke::N,,přikrývka
436,Kissen::N,,polštář
437,Tuch::N,,šátek
438,Handtuch::N,,ručník
439,Kraft::N,,síla
440,Stärke::N,,síla
441,Gesundheit::N,,zdraví
442,Krankheit::N,,nemoc
443,Krankheit::N,,choroba
444,Schmerz::N,,bolest
445,Wunde::N,,rána
446,Fieber::N,,horečka
447,Arznei::N,,lék
448,Brücke::N,,most
449,Brunnen::N,,studna
450,Weide::N,,pastva
451,Weide::N,,pastvina
452,Pfad::N,,pěšina
453,Weg::N,,cesta
454,Straße::N,,silnice
455,Dorf::N,,vesnice
456,Stadt::N,,město
457,Brief::N,,dopis
458,Buch::N,,kniha
459,Buchstabe::N,,písmeno
460,Zeitung::N,,noviny
461,Leben::N,,život
462,Tod::N,,smrt
463,Grab::N,,hrob
464,Kirche::N,,kostel
465,Sünde::N,,hřích
466,Gott::N,,bůh
467,Arbeiter::N,,dělník
468,Arbeiter::N,,pracovník
469,Chef::N,,šéf
470,Chef::N,,vedoucí
471,Meister::N,,mistr
472,Arzt::N,,lékař
473,Lehrer::N,,učitel
474,Geld::N,,peníze
475,Geschäft::N,,obchod
476,Laden::N,,krám
477,Preis::N,,cena
478,Ware::N,,zboží
479,Nutzen::N,,užitek
480,Reichtum::N,,bohatství
481,Welt::N,,svět
482,Land::N,,země
483,Staat::N,,stát
484,König::N,,král
485,Macht::N,,moc
486,Macht::N,,mocnost
487,Grenze::N,,hranice
488,Krieg::N,,válka
489,Feind::N,,nepřítel
490,Gewalt::N,,násilí
491,Kampf::N,,boj
492,Bogen[Waffe]::N,,luk
493,Pfeil::N,,šíp
494,Gewehr::N,,puška
495,Gewehr::N,,ručnice
496,Fehler::N,,chyba
497,Lüge::N,,lež
498,Schaden::N,,škoda
499,Unglück::N,,neštěstí
500,Schuld::N,,vina
501,Alter::N,,věk
502,Schluss::N,,konec
503,Zeit::N,,čas
504,Tag::N,,den
505,Morgen::N,,ráno
506,Morgen::N,,jitro
507,Mittag::N,,poledne
508,Abend::N,,večer
509,Nacht::N,,noc
510,Woche::N,,týden
511,Monat::N,,měsíc
512,Jahr::N,,rok
513,Frühling::N,,jaro
514,Sommer::N,,léto
515,Herbst::N,,podzim
516,Winter::N,,zima
517,Januar::N,,leden
518,Februar::N,,únor
519,März::N,,březen
520,April::N,,duben
521,Mai::N,,květen
522,Juni::N,,červen
523,Juli::N,,červenec
524,August::N,,srpen
525,September::N,,září
526,Oktober::N,,říjen
527,November::N,,listopad
528,Dezember::N,,prosinec
529,Montag::N,,pondělí
530,Montag::N,,pondělek
531,Dienstag::N,,úterý
532,Mittwoch::N,,středa
533,Donnerstag::N,,čtvrtek
534,Freitag::N,,pátek
535,Samstag::N,,sobota
536,Sonntag::N,,neděle
537,groß::A,,velký
538,klein::A,,malý
539,lang::A,,dlouhý
540,kurz::A,,krátký
541,breit::A,,široký
542,schmal::A,,úzký
543,dicht::A,,hustý
544,dick[Gegenstand]::A,,tlustý
545,dünn::A,,tenký
546,fein::A,,jemný
547,fest::A,,pevný
548,flach::A,,plochý
549,flach::A,,placatý
550,glatt::A,,hladký
551,hart::A,,tvrdý
552,weich::A,,měkký
553,rund::A,,kulatý
554,rund::A,,okrouhlý
555,spitz::A,,špičatý
556,scharf::A,,ostrý
557,stumpf::A,,tupý
558,schwer::A,,těžký
559,schön::A,,pěkný
560,schön::A,,krásný
561,heiß::A,,horký
562,warm::A,,teplý
563,kalt::A,,studený
564,kühl::A,,chladný
565,frisch::A,,svěží
566,feucht::A,,vlhký
567,nass::A,,mokrý
568,trocken::A,,suchý
569,voll::A,,plný
570,leer::A,,prázdný
571,offen::A,,otevřený
572,geschlossen::A,,zavřený
573,sauber::A,,čistý
574,schmutzig::A,,špinavý
575,roh::A,,syrový
576,reif::A,,zralý
577,lecker::A,,chutný
578,süß::A,,sladký
579,bitter::A,,hořký
580,sauer::A,,kyselý
581,hell::A,,světlý
582,dunkel::A,,temný
583,schwarz::A,,černý
584,weiß::A,,bílý
585,rot::A,,rudý
586,rot::A,,červený
587,gelb::A,,žlutý
588,blau::A,,modrý
589,grün::A,,zelený
590,grau::A,,šedý
591,grau::A,,šedivý
592,bunt::A,,pestrý
593,billig::A,,levný
594,billig::A,,laciný
595,teuer::A,,drahý
596,wertvoll::A,,cenný
597,blind::A,,slepý
598,taub::A,,hluchý
599,kräftig::A,,silný
600,stark::A,,silný
601,schwach::A,,slabý
602,fett::A,,tučný
603,fett::A,,tlustý
604,schlank::A,,štíhlý
605,hübsch::A,,hezký
606,böse::A,,zlý
607,dumm::A,,hloupý
608,faul::A,,líný
609,fleißig::A,,pilný
610,geizig::A,,lakomý
611,klug::A,,chytrý
612,geschickt::A,,šikovný
613,lieb::A,,milý
614,lustig::A,,veselý
615,sanft::A,,mírný
616,hungrig::A,,hladový
617,krank::A,,nemocný
618,nackt::A,,nahý
619,traurig::A,,smutný
620,traurig::A,,truchlivý
621,lebendig::A,,živý
622,gut::A,,dobrý
623,schlecht::A,,špatný
624,richtig::A,,pravý
625,richtig::A,,správný
626,schlimm::A,,zlý
627,wahr::A,,pravdivý
628,alt::A,,starý
629,neu::A,,nový
630,ehemalig::A,,bývalý
631,alt[Lebewesen]::A,,starý
632,jung::A,,mladý
633,arm::A,,chudý
634,reich::A,,bohatý
635,bekannt::A,,známý
636,berühmt::A,,slavný
637,fremd::A,,cizí
638,verschieden::A,,různý
639,verschieden::A,,rozličný
640,nah::A,,blízký
641,fern::A,,daleký
642,linker::A,,levý
643,rechter::A,,pravý
644,anderer::A,,jiný
645,erster::A,,první
646,zweiter::A,,druhý
647,dritter::A,,třetí
648,letzter::A,,poslední
649,allein::ADV,,sám
650,auf einmal::ADV,,najednou
651,zusammen::ADV,,spolu
652,zusammen::ADV,,dohromady
653,lange::ADV,,dlouho
654,plötzlich::ADV,,vtom
655,plötzlich::ADV,,náhle
656,sofort::ADV,,hned
657,sofort::ADV,,ihned
658,später::ADV,,později
659,jetzt::ADV,,teď
660,jetzt::ADV,,nyní
661,heute::ADV,,dnes
662,heute::ADV,,dneska
663,morgen::ADV,,zítra
664,bald::ADV,,brzo
665,dann::ADV,,pak
666,dann::ADV,,potom
667,gestern::ADV,,včera
668,einst::ADV,,kdysi
669,damals::ADV,,tehdy
670,damals::ADV,,tenkrát
671,danach::ADV,,podle toho
672,vorher::ADV,,dříve
673,vorher::ADV,,napřed
674,zuerst::ADV,,nejprve
675,zuerst::ADV,,nejdříve
676,einmal::ADV,,jednou
677,manchmal::ADV,,někdy
678,oft::ADV,,často
679,immer::ADV,,vždy
680,immer::ADV,,stále
681,niemals::ADV,,nikdy
682,hier::ADV,,zde
683,hier::ADV,,tady
684,hierhin::ADV,,sem
685,von hier::ADV,,odtud
686,dort::ADV,,tam
687,dorthin::ADV,,tam
688,geradeaus::ADV,,rovně
689,vorwärts::ADV,,kupředu
690,rückwärts::ADV,,zpět
691,zurück::ADV,,zpět
692,zurück::ADV,,nazpět
693,unten::ADV,,dole
694,hinab::ADV,,dolů
695,oben::ADV,,nahoře
696,oben::ADV,,navrchu
697,hinauf::ADV,,nahoru
698,überall::ADV,,všude
699,nicht::ADV,,ne
700,ein wenig::ADV,,trochu
701,kaum::ADV,,sotva
702,sehr::ADV,,velmi
703,sehr::ADV,,velice
704,so::ADV,,tak
705,so::ADV,,takto
706,noch::ADV,,ještě
707,nur::ADV,,jen
708,nur::ADV,,jenom
709,schon::ADV,,už
710,schon::ADV,,již
711,wieder::ADV,,zase
712,vergebens::ADV,,marně
713,vor::PRP,,před
714,hinter::PRP,,za
715,unter::PRP,,pod
716,durch::PRP,,skrz
717,neben::PRP,,vedle
718,zwischen::PRP,,mezi
719,wegen::PRP,,pro
720,dies::PRN,,toto
721,dies::PRN,,tohle
722,das::PRN,,to
723,alles::PRN,,všechno
724,ich::PRN,,já
725,du::PRN,,ty
726,er::PRN,,on
727,wir::PRN,,my
728,ihr::PRN,,vy
729,sie::PRN,,oni
730,was::FPRN,,co
731,wer::FPRN,,kdo
732,wo::FADV,,kde
733,wohin::FADV,,kam
734,wie::FADV,,jak
735,warum::FADV,,proč
736,wieviel::FNUM,,kolik
737,eins::NUM,,jeden
738,zwei::NUM,,dva
739,drei::NUM,,tři
740,vier::NUM,,čtyři
741,fünf::NUM,,pět
742,sechs::NUM,,šest
743,sieben::NUM,,sedm
744,acht::NUM,,osm
745,neun::NUM,,devět
746,zehn::NUM,,deset
747,elf::NUM,,jedenáct
748,zwölf::NUM,,dvanáct
749,zwanzig::NUM,,dvacet
750,dreißig::NUM,,třicet
751,vierzig::NUM,,čtyřicet
752,fünfzig::NUM,,padesát
753,sechzig::NUM,,šedesát
754,siebzig::NUM,,sedmdesát
755,achtzig::NUM,,osmdesát
756,neunzig::NUM,,devadesát
757,hundert::NUM,,sto
758,tausend::NUM,,tisíc
759,und::CNJ,,a
760,oder::CNJ,,nebo
761,stehen::V,,stát
762,sitzen::V,,sedět
763,liegen::V,,ležet
764,hängen::V,,viset
765,werden::V,,stát se
766,passieren::V,,stát se
767,beginnen::V,,počít
768,enden::V,,končit
769,enden::V,,skončit
770,wechseln::V,,měnit se
771,aufgehen[Sonne]::V,,vyjít
772,untergehen[Sonne]::V,,zapadnout
773,scheinen[Sonne]::V,,svítit
774,donnern::V,,hřmět
775,wehen::V,,vát
776,wehen::V,,vanout
777,strömen::V,,proudit
778,fließen::V,,téct
779,sich drehen::V,,točit se
780,schwanken::V,,kolísat
781,schwanken::V,,houpat se
782,schwingen::V,,kývat se
783,fallen::V,,padat
784,brennen::V,,hořet
785,rauchen::V,,kouřit
786,regnen::V,,pršet
787,gefrieren::V,,zamrznout
788,tauen::V,,tát
789,schmelzen::V,,tavit
790,trocknen::V,,schnout
791,sieden::V,,vřít
792,faulen::V,,hnít
793,verfaulen::V,,shnít
794,reißen::V,,roztrhat se
795,versinken::V,,topit se
796,versinken::V,,ponořit se
797,vergehen::V,,plynout
798,erscheinen::V,,objevit se
799,verschwinden::V,,zmizet
800,sinken::V,,klesat
801,abnehmen::V,,ubýt
802,zunehmen::V,,přibýt
803,steigen::V,,stoupat
804,wachsen::V,,růst
805,glänzen::V,,lesknout se
806,funkeln::V,,jiskřit se
807,lärmen::V,,dělat hluk
808,läuten::V,,zvonit
809,klingeln::V,,zvonit
810,klirren::V,,řinčet
811,brausen::V,,hučet
812,rauschen::V,,šumět
813,klingen::V,,znít
814,bellen::V,,štěkat
815,heulen::V,,výt
816,blasen::V,,foukat
817,pfeifen::V,,pískat
818,schreien::V,,křičet
819,stöhnen::V,,sténat
820,zittern::V,,třást se
821,leben::V,,žít
822,geboren werden::V,,rodit se
823,atmen::V,,dýchat
824,trinken::V,,pít
825,essen::V,,jíst
826,schlucken::V,,polykat
827,müde werden::V,,unavit se
828,einschlafen::V,,usnout
829,schlafen::V,,spát
830,aufwachen::V,,probudit se
831,aufstehen::V,,vstát
832,sich erholen::V,,zotavovat se
833,krank werden::V,,onemocnět
834,krank sein::V,,být nemocný
835,schmerzen::V,,bolet
836,husten::V,,kašlat
837,genesen::V,,uzdravit se
838,sterben::V,,umřít
839,umkommen::V,,zahynout
840,sich bewegen::V,,pohnout se
841,sich rühren::V,,hnout se
842,sich erheben::V,,zdvihnout se
843,sich setzen::V,,posadit se
844,hinfallen::V,,upadnout
845,laufen::V,,běžet
846,schreiten::V,,kráčet
847,spazierengehen::V,,procházet se
848,eilen::V,,spěchat
849,sich beeilen::V,,pospíšit si
850,sausen::V,,fičet
851,rennen::V,,pádit
852,springen::V,,skákat
853,klettern::V,,lézt
854,klettern::V,,šplhat
855,schaukeln::V,,houpat
856,kriechen::V,,lézt
857,kriechen::V,,plazit se
858,schwimmen::V,,plavat
859,tauchen::V,,nořit se
860,rudern::V,,veslovat
861,fahren::V,,jet
862,fahren::V,,jezdit
863,fliegen::V,,létat
864,gehen::V,,jít
865,weggehen::V,,odejít
866,abfahren::V,,odjet
867,anhalten::V,,zastavit se
868,hineingehen::V,,vcházet se
869,eintreten::V,,vstoupit
870,kommen::V,,přijít
871,ankommen::V,,dojít
872,zurückkommen::V,,vrátit se
873,bleiben::V,,zůstat
874,warten::V,,čekat
875,erwarten::V,,čekat na
876,suchen::V,,hledat
877,finden::V,,najít
878,versuchen::V,,zkoušet
879,vorbereiten::V,,připravit
880,lieben::V,,milovat
881,mögen::V,,mít rád
882,lachen::V,,smát se
883,rühren::V,,dojmout
884,weinen::V,,plakat
885,schimpfen::V,,nadávat
886,sich ärgern::V,,pohoršit se
887,sich fürchten::V,,bát se
888,fürchten::V,,bát se
889,fliehen::V,,utéct
890,flüchten::V,,prchnout
891,sehen::V,,vidět
892,anschauen::V,,podívat se na
893,ansehen::V,,sledovat
894,hören::V,,slyšet
895,zuhören::V,,poslouchat
896,probieren::V,,ochutnávat
897,riechen::V,,cítit
898,fühlen::V,,cítit
899,scheinen::V,,zdát se
900,zu sehen sein::V,,moci být viděn
901,vernehmen::V,,uslyšet
902,frieren::V,,mrznout
903,tun::V,,dělat
904,können::V,,moct
905,wollen::V,,chtít
906,anfangen::V,,začít
907,beenden::V,,ukončit
908,aufhören::V,,přestat
909,gelingen::V,,podařit se
910,geraten::V,,dařit se
911,öffnen::V,,otevřít
912,schließen::V,,zavřít
913,stellen::V,,postavit
914,setzen::V,,posadit
915,legen::V,,klást
916,legen::V,,položit
917,berühren::V,,dotýkat se
918,verbinden::V,,spojit
919,bedecken::V,,pokrýt
920,aufhängen::V,,oběsit
921,aufhängen::V,,pověsit
922,anzünden::V,,zapálit
923,anzünden::V,,podpálit
924,aufheben::V,,zvednout
925,aufheben::V,,zdvihnout
926,zurücklassen::V,,zanechat
927,verlieren::V,,ztratit
928,fallen lassen::V,,upustit
929,machen::V,,udělat
930,herstellen::V,,vyrobit
931,bauen::V,,stavět
932,bauen::V,,budovat
933,reparieren::V,,opravit
934,verbessern::V,,zlepšit
935,ändern::V,,změnit
936,graben::V,,rýt
937,graben::V,,kopat
938,beugen::V,,ohnout
939,biegen::V,,ohnout
940,drehen::V,,točit
941,wenden::V,,obrátit
942,umdrehen::V,,obrátit
943,heben::V,,zdvihnout
944,hochheben::V,,zvednout
945,ergreifen::V,,chopit se
946,halten::V,,držet
947,drücken::V,,stisknout
948,schieben::V,,posouvat
949,kratzen::V,,škrábat
950,lecken::V,,lízat
951,beißen::V,,kousat
952,abreißen::V,,utrhat
953,abreißen::V,,odtrhat
954,abschneiden::V,,uřezat
955,abschneiden::V,,ukrojit
956,binden::V,,přivázat
957,stecken::V,,strčit
958,brechen::V,,lomit
959,klopfen::V,,ťukat
960,klopfen::V,,klepat
961,hauen::V,,bít
962,kleben::V,,lepit
963,reiben::V,,třít
964,streichen::V,,mazat
965,schleifen::V,,brousit
966,schneiden::V,,řezat
967,schneiden::V,,střihat
968,rütteln::V,,třást
969,rütteln::V,,otřást
970,schütteln::V,,třást
971,schütteln::V,,zatřást
972,schwenken::V,,mávat
973,schütten::V,,nasypat
974,füllen::V,,naplnit
975,einwickeln::V,,zavinout
976,tragen::V,,nést
977,schleppen::V,,vléct
978,ziehen::V,,tahat
979,ziehen::V,,táhnout
980,aufbewahren::V,,schovat
981,werfen::V,,házet
982,fangen::V,,chytat
983,packen::V,,uchvátit
984,verstecken::V,,schovat
985,teilen::V,,rozdělit
986,schicken::V,,posílat
987,bringen::V,,přinést
988,hinzufügen::V,,připojit
989,bekommen::V,,dostat
990,erhalten::V,,uchovat
991,nehmen::V,,vzít
992,wählen::V,,zvolit
993,auswählen::V,,vybrat
994,bewahren::V,,uchránit
995,behindern::V,,překážet
996,verderben::V,,zkazit
997,beschädigen::V,,porušit
998,beschädigen::V,,poškodit
999,zerbrechen::V,,rozlámat
1000,zerreißen::V,,roztrhnout
1001,zerstören::V,,zničit
1002,verbrennen::V,,spálit
1003,geben::V,,dát
1004,reichen::V,,podat
1005,schenken::V,,darovat
