,Concept_ID,mdf,kk
487,Fleisch::N,сиволь,ет
488,Getreide::N,сёра,дәнді
489,Brei::N,ям,ботқа
490,Brot::N,кши,күлше
491,Scheibe::N,кочам,тілім
492,Fett::N,куя́,май
493,Butter::N,вай,май
494,Öl::N,вай,май
495,Salz::N,сал,тұз
496,Suppe::N,шонгарям,көже
497,Suppe::N,коршампяль,көже
498,Honig::N,медь,бал
499,Milch::N,лофца,сүт
500,Tee::N,чай,шай
501,Leder::N,кедь,көн
502,Wolle::N,пона,жүн
503,Stoff::N,котф,мата
504,Stoff::N,котф,кездеме
505,Nadel::N,салмокс,ине
506,Faden::N,сюре,жіп
507,Knopf::N,пуня,түйме
508,Knoten::N,сюлма,түйін
509,Farbe::N,архтомбяль,рең
510,Kleidung::N,щам,киім
511,Hemd::N,па́нар,жейде
512,Kragen::N,сиве,жаға
513,Ärmel::N,ожа,жең
514,Hose::N,понкст,шалбар
515,Gürtel::N,каркс,белбеу
516,Mütze::N,вазь,қалпақ
517,Schuh::N,башма́к,кебіс
518,Stiefel::N,кя́ме,етік
519,Ring::N,суркс,жүзік
520,Band::N,керькс,таспа
521,Band::N,лента,таспа
522,Kamm::N,сюрьхцем,тарақ
523,Spiegel::N,ванома,айна
524,Riemen::N,шнань каркс,қайыс
525,Schnur::N,пикс,жіп
526,Schnur::N,карькскя,жіп
527,Leine::N,вядьме,тізгін
528,Decke::N,вельхкс,көрпе
529,Kissen::N,тоду,жастық
530,Tuch::N,руця́,орамал
531,Handtuch::N,на́рдама,сүлгі
532,Kraft::N,вий,қуат
533,Kraft::N,вий,қарқын
534,Kraft::N,вий,әл-шама
535,Kraft::N,вий,әл-дәрмен
536,Stärke::N,вииши,әл
537,Stärke::N,вииши,күш
538,Gesundheit::N,шумбраши́,денсаулык
539,Krankheit::N,урма́,ауру
540,Krankheit::N,сярядема,ауру
541,Schmerz::N,маряма,ауру
542,Wunde::N,керф,зақым
543,Wunde::N,керф,жарақат
544,Fieber::N,маштыкс,безгек
545,Fieber::N,маштыкс,қалтырау
546,Fieber::N,маштыкс,қызу көтерілуі
547,Arznei::N,надо́бья,дәрі
548,Arznei::N,надо́бья,дәрі-дәрмек
549,Arznei::N,пъчка́фтома,дәрі
550,Arznei::N,пъчка́фтома,дәрі-дәрмек
551,Brücke::N,седь,көпір
552,Brunnen::N,эши,құдық
553,Weide::N,ванома васта,өріс
554,Weide::N,ванома васта,жайылым
555,Pfad::N,ян,жол
556,Pfad::N,киня́,жол
557,Weg::N,ки,жол
558,Straße::N,ки,жол
559,Dorf::N,веле,ауыл
560,Stadt::N,ош,қала
561,Stadt::N,ош,шаһар
562,Brief::N,сёрма,хат
563,Brief::N,сёрма,жазу
564,Buch::N,книга,кітап
565,Buchstabe::N,бу́ква,әріп
566,Buchstabe::N,бу́ква,қаріп
567,Zeitung::N,газе́та,газет
568,Leben::N,эряф,өмір
569,Leben::N,эряф,тіршілік
570,Leben::N,эряма,өмір
571,Leben::N,эряма,тіршілік
572,Tod::N,кулома́,опат
573,Grab::N,калма,мола
574,Grab::N,калма,мазар
575,Kirche::N,це́рькав,шіркеу
576,Sünde::N,пежеть,күнә
577,Sünde::N,муворкс,күнә
578,Gott::N,шкай,алла
579,Gott::N,шкай,құдай
580,Gott::N,шкай,тәңірі
581,Gott::N,шкай,пәруардігер
582,Gott::N,шкай,жаратқан тәңірі
583,Arbeiter::N,трудендай,жүмысшы
584,Arbeiter::N,работник,жүмысшы
585,Chef::N,азор,басшы
586,Chef::N,азор,жұмыс басқарушысы
587,Chef::N,оцюня,басшы
588,Chef::N,оцюня,жұмыс басқарушысы
589,Meister::N,мастяр,шебер
590,Meister::N,мастяр,өнерпаз
591,Arzt::N,врач,дәрігер
592,Arzt::N,доктор,дәрігер
593,Lehrer::N,учи́тель,мұғалім
594,Geld::N,ярмакт,пұл
595,Geschäft::N,ладяфкс,бизнес
596,Geschäft::N,ладяф тев,бизнес
597,Laden::N,ла́вка,дүкен
598,Preis::N,питне,ақы
599,Preis::N,питне,құны
600,Preis::N,питне,нарық
601,Ware::N,миф,тауар
602,Ware::N,ра́маф,тауар
603,Nutzen::N,пара,пайда
604,Nutzen::N,лезкс,пайда
605,Reichtum::N,ко́зяши,бақ-дәулет
606,Welt::N,свет,әлем
607,Welt::N,свет,жиһан
608,Land::N,мастор,аймақ
609,Staat::N,государства,мемлекет
610,König::N,король,патша
611,Macht::N,азорондама,өкімет
612,Macht::N,азорондама,қожалық
613,Macht::N,азорксши,өкімет
614,Macht::N,азорксши,қожалық
615,Grenze::N,ёткаян,шек
616,Krieg::N,война́,соғыс
617,Feind::N,душман,жау
618,Feind::N,душман,дұшпан
619,Feind::N,каршек тюри,жау
620,Feind::N,каршек тюри,дұшпан
621,Gewalt::N,наругама,зорлык
622,Gewalt::N,наругама,зорлық-зомбылык
623,Kampf::N,тюрема́,күрес
624,Kampf::N,тюрема́,алыспақ
625,Bogen[Waffe]::N,нал,саржа
626,Pfeil::N,нал,жебе
627,Gewehr::N,винто́вка,қару
628,Fehler::N,эльбядькс,әбес
629,Fehler::N,эльбядькс,қаталық
630,Lüge::N,васькафнема,өтірік
631,Schaden::N,зия́н,зиян
632,Schaden::N,зия́н,зарар
633,Unglück::N,зия́н,пәле
634,Unglück::N,зия́н,қасырет
635,Unglück::N,зия́н,ауыртпалық
636,Schuld::N,муворши,айыптылық
637,Alter::N,эряф кизот,жас
638,Alter::N,эряф кизот,жас шамасы
639,Alter::N,эряфонь пинге,жас
640,Alter::N,эряфонь пинге,жас шамасы
641,Schluss::N,пе,ада
642,Schluss::N,пе,бітуі
643,Zeit::N,пинге,уақыт
644,Tag::N,ши,күн
645,Morgen::N,шобдава,таң
646,Morgen::N,шобдава,таңертең
647,Mittag::N,шикучка,талтүс
648,Abend::N,иля́дь,кеш
649,Nacht::N,ве,түн
650,Woche::N,недя́ля,апта
651,Monat::N,ков,ай
652,Jahr::N,киза,жыл
653,Frühling::N,тунда́,көктем
654,Sommer::N,киза,жаз
655,Herbst::N,сёксе,күз
656,Winter::N,тяла,қыс
657,Januar::N,кельмеков,каңтар
658,Februar::N,уфайков,ақпан
659,März::N,марайков,наурыз
660,April::N,шудиков,сәуір
661,Mai::N,панжиков,мамыр
662,Juni::N,лямбеков,маусым
663,Juli::N,псиков,шілде
664,August::N,сёроньков,сүмбіле
665,August::N,сёроньков,тамыз
666,September::N,тюжягов,қыркүйек
667,Oktober::N,кельмазаков,ақырап
668,November::N,эйндамков,қараша
669,Dezember::N,кучкаков,желтоқсан
670,Montag::N,одговши,дүйсенбі
671,Dienstag::N,ша́вши,сейсенбі
672,Mittwoch::N,вержи,сәрсенбі
673,Donnerstag::N,шува́ланя,бейсенбі
674,Freitag::N,пя́денця,жұма
675,Samstag::N,ёткши,сенбі
676,Sonntag::N,таргоши,жексембі
677,groß::A,оцю,алпамсадай
678,klein::A,ёмла,кішкене
679,klein::A,ёмла,қарғадай
680,lang::A,кува́ка,сопақ
681,lang::A,кува́ка,сорайған
682,kurz::A,нюрьхкя́ня,кеспелтек
683,breit::A,кели,айдынды
684,schmal::A,тяйня,қысық
685,dicht::A,сиде,жиі
686,dicht::A,туста,жиі
687,dick[Gegenstand]::A,эчке,шомбал
688,dünn::A,шува́ня,жұқа
689,dünn::A,шува́ня,жіңішке
690,fein::A,шува́ня,қаңылтақ
691,fest::A,кеме,берік
692,fest::A,кеме,мызғымас
693,flach::A,лапш,жалпак
694,glatt::A,вадяв,типыл
695,glatt::A,такор,типыл
696,hart::A,калгода,қатты
697,weich::A,ляпе,жұмсақ
698,rund::A,кру́глай,домалақ
699,spitz::A,ботаз,үшкір
700,spitz::A,оржа,үшкір
701,scharf::A,оржа,сүйрік
702,stumpf::A,ношка,доғал
703,stumpf::A,ношка,өтпейтін
704,schwer::A,стака,салмақты
705,schön::A,мазы,сұлу
706,heiß::A,пси,ыссы
707,warm::A,лямбе,жылы
708,kalt::A,кельме,аязды
709,kühl::A,эше,салқын
710,frisch::A,свежай,таза
711,frisch::A,свежай,жаңа
712,feucht::A,летьке,нам
713,feucht::A,летьке,дымқылды
714,nass::A,начка,сулы
715,trocken::A,коське,құрғақ
716,voll::A,пяшксе,толы
717,leer::A,шава,бос
718,offen::A,панжада,ашып қойылған
719,offen::A,виде,ашып қойылған
720,geschlossen::A,пякстаф,жабулы
721,geschlossen::A,сёлгф,жабулы
722,sauber::A,ару,дақсыз
723,sauber::A,ару,мұнтаздай
724,schmutzig::A,рда́зу,айғыз
725,schmutzig::A,рда́зу,сатпақ
726,schmutzig::A,рда́зу,сатал-сатал
727,schmutzig::A,пя́ндра,айғыз
728,schmutzig::A,пя́ндра,сатпақ
729,schmutzig::A,пя́ндра,сатал-сатал
730,roh::A,верок,шикі
731,reif::A,ке́нерьф,піскен
732,lecker::A,танцти,дәмді
733,süß::A,ламбама,тәтті
734,bitter::A,сяпи,ащы
735,sauer::A,шапама,қышқыл
736,hell::A,валда,жарық
737,hell::A,валда,жарқын
738,dunkel::A,шобда,қараңғы
739,schwarz::A,равжа,қара
740,weiß::A,акша,ақ
741,rot::A,якстерь,қызыл
742,gelb::A,тюжя́,сары
743,blau::A,сенем,көк
744,grün::A,пиже,жасыл
745,grün::A,сянгяря,жасыл
746,grau::A,уле,бозамық
747,bunt::A,сёрмав,алабажак
748,billig::A,у́цез,арзан
749,billig::A,аф пи́тни,арзан
750,teuer::A,пи́тни,бағалы
751,wertvoll::A,питни,құнды
752,wertvoll::A,питни,қымбат
753,blind::A,сокор,көзсіз
754,blind::A,сокор,көр
755,blind::A,сокор,көр_соқыр
756,taub::A,пярав,керең
757,taub::A,пярав,саңырау
758,kräftig::A,пяк вии,қуатты
759,kräftig::A,пяк вии,қарымды
760,stark::A,вии,білекті
761,schwach::A,лафча,әлсіз
762,schwach::A,лафча,күшсіз
763,schwach::A,лафча,қайратсыз
764,fett::A,куя́,семіз
765,schlank::A,виде ронга,ашаң
766,hübsch::A,мазы,ажарлы
767,hübsch::A,мазы,шырайлы
768,böse::A,кяжи,өш
769,böse::A,кяжи,сұм
770,böse::A,кяжи,жауыз
771,dumm::A,аф ёню,көкми
772,dumm::A,аф ёню,ақымақ
773,dumm::A,аф ёню,миы жоқ
774,dumm::A,шава пря,көкми
775,dumm::A,шава пря,ақымақ
776,dumm::A,шава пря,миы жоқ
777,faul::A,нола,жалқау
