,Concept_ID,ru,ml
647,noch::ADV,еще,ഇപ്പോഴും
648,nur::ADV,только,മാത്രം
649,schon::ADV,уже,നേരത്തേ തന്നെ
650,wieder::ADV,опять,വീണ്ടും
651,vergebens::ADV,напрасно,വിഫല
652,vor::PRP,перед,മുമ്പിൽ
653,hinter::PRP,за,പുറകിൽ
654,hinter::PRP,позади,പുറകിൽ
655,unter::PRP,под,കീഴിൽ
656,durch::PRP,сквозь,ഉള്ളിലൂടെ
657,neben::PRP,возле,അടുത്ത്
658,zwischen::PRP,между,ഇടയ്ക്ക്
659,wegen::PRP,из-за,നിമിത്തം
660,dies::PRN,это,ഇത്
661,das::PRN,то,അത്
662,alles::PRN,все,എല്ലാം
663,ich::PRN,я,ഞാൻ
664,du::PRN,ты,നിങ്ങൾ
665,er::PRN,он,അദ്ദേഹം
666,er::PRN,он,അയാൾ
667,er::PRN,он,അവൻ
668,er::PRN,он,അവർ
669,er::PRN,он,അവൾ
670,wir::PRN,мы,നമ്മൾ
671,ihr::PRN,вы,നിങ്ങൾ
672,sie::PRN,они,അവർ
673,was::FPRN,что,എന്ത്
674,wer::FPRN,кто,ആര്
675,wo::FADV,где,എവിടെ
676,wohin::FADV,куда,എവിടേക്ക്
677,wie::FADV,как,എങ്ങനെ
678,warum::FADV,почему,എന്തുകൊണ്ട്
679,wieviel::FNUM,сколько,എത്ര
680,eins::NUM,один,ഒന്ന്
681,zwei::NUM,два,രണ്ട്
682,drei::NUM,три,മൂന്ന്
683,vier::NUM,четыре,നാല്
684,fünf::NUM,пять,അഞ്ച്
685,sechs::NUM,шесть,ആറ്
686,sieben::NUM,семь,ഏഴ്
687,acht::NUM,восемь,എട്ട്
688,neun::NUM,девять,ഒമ്പത്
689,zehn::NUM,десять,പത്ത്
690,elf::NUM,одиннадцать,പതിനൊന്ന്
691,zwölf::NUM,двенадцать,പന്ത്രണ്ട്
692,zwanzig::NUM,двадцать,ഇരുപത്
693,dreißig::NUM,тридцать,മുപ്പത്
694,vierzig::NUM,сорок,നാൽപ്പത്
695,fünfzig::NUM,пятьдесят,അൻപത്
696,sechzig::NUM,шестьдесят,അറുപത്
697,siebzig::NUM,семьдесят,എഴുപത്
698,achtzig::NUM,восемьдесят,എൺപത്
699,neunzig::NUM,девяносто,തൊണ്ണൂറ്
700,hundert::NUM,сто,നൂറ്
701,tausend::NUM,тысяча,ആയിരം
702,und::CNJ,и,ഉം
703,oder::CNJ,или,അഥവാ
704,oder::CNJ,либо,അഥവാ
705,stehen::V,стоять,നിൽക്കുക
706,sitzen::V,сидеть,ഇരിക്കുക
707,liegen::V,лежать,കിടക്കുക
708,hängen::V,висеть,തൂങ്ങുക
709,werden::V,стать,ആയിത്തീരുക
710,passieren::V,случиться,സംഭവിക്കുക
711,beginnen::V,начаться,ആരംഭിക്കുക
712,enden::V,кончиться,അവസാനിപ്പിക്കുക
713,wechseln::V,меняться,മാറ്റുക
714,aufgehen[Sonne]::V,взойти,ഉയരുക
715,untergehen[Sonne]::V,зайти,അടുക്കി_വയ്ക്കുക
716,scheinen[Sonne]::V,светить,പ്രകാശിക്കുക
717,donnern::V,греметь,ഇടിവെട്ടുക
718,wehen::V,дуть,വീശുക
719,strömen::V,литься,ഒഴുകുക
720,fließen::V,течь,ഒഴുകുക
721,sich drehen::V,вращаться,ചുറ്റുക
722,sich drehen::V,вращаться,കറക്കുക
723,schwanken::V,колебаться,ഇരുവശത്തേയ്ക്കും_ആടുക
724,schwingen::V,качаться,ആടുക
725,fallen::V,падать,വീഴുക
726,brennen::V,гореть,കത്തുക
727,rauchen::V,дымить,പുകയുക
728,regnen::V,дождить,മഴ_പെയ്യുക
729,gefrieren::V,замерзнуть,തണത്ത്_മരവിക്കുക
730,tauen::V,таять,അലിയുക
731,schmelzen::V,плавиться,ഉരുകുക
732,trocknen::V,сохнуть,വരളുക
733,sieden::V,кипеть,തിളപ്പിക്കുക
734,faulen::V,гнить,ചീയുക
735,verfaulen::V,сгнить,അഴുകുക
736,reißen::V,рваться,ശബ്ദത്തോടെ_മുറിയുക
737,versinken::V,тонуть,മുക്കുക
738,vergehen::V,проходить,കടന്നുപോകുക
739,erscheinen::V,появиться,പ്രത്യക്ഷപ്പെടുക
740,verschwinden::V,исчезнуть,അദൃശ്യമാകുക
741,sinken::V,спадать,താഴുക
742,abnehmen::V,уменьшиться,കുറിയുക
743,zunehmen::V,увеличиваться,വർദ്ധിക്കുക
744,steigen::V,подниматься,ഉയരുക
745,wachsen::V,расти,വളരുക
746,glänzen::V,блестеть,മിന്നുക
747,funkeln::V,сверкать,തിളങ്ങുക
748,lärmen::V,шуметь,ശബ്ദമുണ്ടാക്കുക
749,läuten::V,звонить,മണിമുഴങ്ങുക
750,klingeln::V,звонить,ചിലമ്പുക
751,klirren::V,звякать,കിലുക്കുക
752,brausen::V,бушевать,മുഴങ്ങുക
753,rauschen::V,шелестеть,അനങ്ങുക
754,klingen::V,звучать,മുഴക്കുക
755,bellen::V,лаять,കുരയ്ക്കുക
756,heulen::V,выть,ഓരിയിടുക
757,blasen::V,дунуть,ഊതുക
758,pfeifen::V,свистеть,വിസിലടിക്കുക
759,schreien::V,кричать,ആക്രോശിക്കുക
760,stöhnen::V,стонать,അരക്കം
761,stöhnen::V,стонать,ആർത്തനാദം
762,zittern::V,дрожать,വിറയ്ക്കുക
763,leben::V,жить,താമസിക്കുക
764,geboren werden::V,родиться,ജനിക്കുക
765,atmen::V,дышать,ശ്വസിക്കുക
766,trinken::V,пить,കുടിക്കുക
767,essen::V,есть,കഴിക്കുക
768,essen::V,кушать,കഴിക്കുക
769,schlucken::V,глотать,വിഴുങ്ങുക
770,müde werden::V,устать,ക്ഷീണിക്കുക
771,einschlafen::V,заснуть,നിദ്രിക്കുക
772,schlafen::V,спать,ഉറങ്ങുക
773,aufwachen::V,проснуться,ഉണരുക
774,aufstehen::V,встать,എഴുന്നേൽക്കുക
775,sich erholen::V,отдыхать,വിശ്രമിക്കുക
776,krank werden::V,заболеть,ദീനംപിടിക്കുക
777,krank sein::V,болеть,രോഗികളാകുക
778,schmerzen::V,болеть,വേദനിക്കുക
779,husten::V,кашлять,ചുമയ്ക്കുക
780,genesen::V,поправиться,സുഖപ്പെടുക
781,sterben::V,умереть,മരിക്കുക
782,umkommen::V,погибнуть,മരിക്കുക
783,sich bewegen::V,двигаться,സ്ഥലം_മാറുക
784,sich rühren::V,шевельнуться,ചലിക്കുക
785,sich erheben::V,встать,നിൽക്കുക
786,sich setzen::V,сесть,ഇരിക്കുക
787,hinfallen::V,упасть,വീഴുക
788,laufen::V,ходить,നടക്കുക
789,schreiten::V,шагать,നടക്കുക
790,spazierengehen::V,гулять,ഉലാത്തുക
791,eilen::V,спешить,പാഞ്ഞെത്തുക
792,sich beeilen::V,торопиться,തിരിക്കുകൂട്ടുക
793,sich beeilen::V,торопиться,തിടുക്കം_കാട്ടുക
794,sausen::V,мчаться,കുതിക്കുക
795,rennen::V,бегать,ഓടുക
796,springen::V,прыгать,ചാടുക
797,klettern::V,лазать,കയറുക
798,schaukeln::V,раскачиваться,ഇളകുക
799,kriechen::V,ползать,പതുങ്ങികയറുക
800,schwimmen::V,плавать,നീന്തുക
801,tauchen::V,нырять,വെള്ളത്തിലേക്ക് ചാടുക
802,rudern::V,грести,തുഴയുക
803,fahren::V,ехать,വാഹനം ഓടിക്കുക
804,fliegen::V,летать,പറക്കുക
805,gehen::V,идти,പോകുക
806,weggehen::V,уйти,വിടുക
807,abfahren::V,отправиться,പുറപ്പെടുക
808,anhalten::V,остановиться,നിർത്തുക
809,hineingehen::V,входить,പ്രവേശിക്കുക
810,eintreten::V,войти,പ്രവേശിക്കുക
811,kommen::V,прийти,വരുക
812,ankommen::V,прибыть,എത്തിച്ചേരുക
813,zurückkommen::V,возвратиться,തിരിച്ചു വരുക
814,bleiben::V,остаться,തുടരുക
815,warten::V,ждать,കാത്തിരിക്കുക
816,erwarten::V,ожидать,പ്രതീക്ഷിക്കുക
817,suchen::V,искать,തിരയുക
818,finden::V,найти,കണ്ടെത്തുക
819,versuchen::V,пытаться,ശ്രമിക്കുക
820,vorbereiten::V,подготовить,തയ്യാറെടുക്കുക
821,lieben::V,любить,സ്നേഹിക്കുക
822,mögen::V,любить,ഇഷ്ടപ്പെടുക
823,lachen::V,смеяться,ചിരിക്കുക
824,rühren::V,растрогать,ഹൃദയം സ്പർശിക്കുക
825,weinen::V,плакать,തേങ്ങുക
826,schimpfen::V,ругаться,പിറുപിറുക്കുക
827,sich ärgern::V,сердиться,കോപിക്കുക
828,sich fürchten::V,бояться,പേടിക്കുക
829,fürchten::V,бояться,പേടിക്കുക
830,fliehen::V,убегать,രക്ഷപ്പെടുക
831,flüchten::V,убежать,രക്ഷപ്പെടുക
832,sehen::V,видеть,കാണുക
833,anschauen::V,посмотреть,നോക്കുക
834,ansehen::V,смотреть,നോക്കുക
835,hören::V,слышать,കേൾക്കുക
836,zuhören::V,слушать,ശ്രദ്ധിക്കുക
837,probieren::V,пробовать,രുചിയുള്ളതായി_തോന്നുക
838,riechen::V,нюхать,മണത്തു_നോക്കുക
839,fühlen::V,чувствовать,സ്പർശിച്ചറിയുക
840,scheinen::V,казаться,കാണപ്പെടുക
841,zu sehen sein::V,виднеться,വെളിച്ചപ്പെടുക
842,vernehmen::V,услышать,കേൾക്കുക
843,frieren::V,мерзнуть,വിറയ്ക്കുക
844,tun::V,делать,ചെയ്യുക
845,können::V,мочь,കഴിയുക
846,können::V,уметь,കഴിയുക
847,wollen::V,хотеть,വേണുക
848,anfangen::V,начать,തുടങ്ങുക
849,beenden::V,закончить,പൂർത്തിയാക്കുക
850,aufhören::V,перестать,നിർത്തുക
851,gelingen::V,удаться,വിജയിക്കുക
852,geraten::V,оказаться,പരിണമിക്കുക
853,öffnen::V,открыть,തുറക്കുക
854,schließen::V,закрыть,അടയ്ക്കുക
855,stellen::V,поставить,വയ്ക്കുക
856,setzen::V,посадить,വയ്ക്കുക
857,legen::V,класть,ഇടുക
858,berühren::V,трогать,തൊടുക
859,verbinden::V,связать,ഘടിപ്പിക്കുക
860,bedecken::V,покрыть,മുടുക
861,aufhängen::V,повесить,കെട്ടിതൂക്കുക
862,anzünden::V,зажечь,കത്തിക്കുക
863,aufheben::V,поднять,പെറുക്കിയെടുക്കുക
864,zurücklassen::V,оставить,വച്ചുപോരുക
865,verlieren::V,потерять,നഷ്ടപ്പെടുക
866,fallen lassen::V,уронить,വീഴ്ത്തുക
867,machen::V,сделать,ഉണ്ടാക്കുക
868,herstellen::V,изготовить,ഉൽപാദിപ്പിക്കുക
869,bauen::V,строить,നിർമ്മിക്കുക
870,reparieren::V,чинить,നന്നാക്കുക
871,verbessern::V,улучшить,മെച്ചപ്പെടുക
872,ändern::V,изменить,മാറ്റംവരുത്തുക
873,graben::V,копать,കുഴിക്കുക
874,beugen::V,согнуть,വണങ്ങുക
875,biegen::V,погнуть,കുനിയുക
876,drehen::V,вертеть,തിരിക്കുക
877,wenden::V,повернуть,തിരിയുക
878,umdrehen::V,перевернуть,തിരിയുക
879,heben::V,поднимать,ഉയർത്തുക
880,hochheben::V,поднять,ഉയർത്തുക
881,ergreifen::V,схватить,ബലമായി_പിടിക്കുക
882,halten::V,держать,പിടിക്കുക
883,drücken::V,нажимать,അമർത്തുക
884,schieben::V,толкать,തള്ളുക
885,kratzen::V,скрести,ചുരണ്ടുക
886,lecken::V,лизать,നക്കുക
887,beißen::V,кусать,കടിക്കുക
888,abreißen::V,оторвать,കീറിക്കളയുക
889,abschneiden::V,отрезать,മുറിച്ചുമാറ്റുക
890,binden::V,вязать,കെട്ടുക
891,stecken::V,воткнуть,തുളയ്ക്കുക
892,brechen::V,сломать,ഉടയുക
893,klopfen::V,стучать,തട്ടുക
894,hauen::V,бить,അടിക്കുക
895,kleben::V,клеить,ഒട്ടിക്കുക
896,reiben::V,тереть,തിരുമ്മിത്തുടയ്ക്കുക
897,streichen::V,намазать,പടർത്തുക
898,schleifen::V,точить,പൊടിക്കുക
899,schneiden::V,резать,മുറിക്കുക
900,rütteln::V,шатать,മുട്ടുക
901,schütteln::V,трясти,കുലുക്കുക
902,schwenken::V,махать,ആടുക
903,schütten::V,налить,ഒഴിക്കുക
904,füllen::V,наполнить,നിറയ്ക്കുക
905,einwickeln::V,завернуть,പൊതിയുക
906,tragen::V,нести,വഹിക്കുക
907,schleppen::V,тащить,വലിച്ചിഴയ്ക്കുക
908,ziehen::V,тянуть,വലിക്കുക
909,aufbewahren::V,хранить,വയ്ക്കുക
910,werfen::V,бросать,എറിയുക
911,fangen::V,ловить,പിടിക്കുക
912,packen::V,схватить,തട്ടിപ്പറിക്കുക
913,verstecken::V,спрятать,മറയ്ക്കുക
914,teilen::V,разделить,വിഭജിക്കുക
915,schicken::V,посылать,അയയ്ക്കുക
916,bringen::V,принести,കൊണ്ടുവരുക
917,hinzufügen::V,добавить,കൂട്ടുക
918,bekommen::V,достать,കിട്ടുക
919,erhalten::V,получить,സ്വീകരിക്കുക
920,nehmen::V,взять,എടുക്കുക
921,wählen::V,выбрать,തിരഞ്ഞെടുക്കുക
922,auswählen::V,отобрать,തിരഞ്ഞെടുക്കുക
923,bewahren::V,сохранить,പുലർത്തുക
924,behindern::V,препятствовать,തടയിടുക
925,verderben::V,испортить,നശിപ്പിക്കുക
926,beschädigen::V,повредить,ക്ഷതമേൽപ്പിക്കുക
927,zerbrechen::V,разбить,ഉടയുക
928,zerreißen::V,разорвать,കീറുക
929,zerstören::V,разрушить,നശിപ്പിക്കുക
930,verbrennen::V,сжечь,കത്തിനശിക്കുക
931,verbrennen::V,сжечь,കത്തിച്ചുകളയുക
932,geben::V,дать,കൊടുക്കുക
933,geben::V,дать,തരുക
934,reichen::V,передать,കൈമാറുക
935,schenken::V,дарить,സമ്മാനം കൊടുക്കുക
936,versprechen::V,обещать,വാഗ്ദാനം_നൽകുക
937,wünschen::V,желать,ആഗ്രഹിക്കുക
938,loben::V,хвалить,പുകഴ്ത്തുക
939,küssen::V,целовать,ഉമ്മവയ്ക്കുക
940,wiegen::V,качать,ഇളകുക
941,zudecken::V,накрыть,മുടുക
942,wecken::V,разбудить,ഉണർത്തുക
943,zeigen::V,показать,കാണിക്കുക
944,führen::V,вести,നടത്തുക
945,lehren::V,учить,പഠിപ്പിക്കുക
946,unterrichten::V,преподавать,പരിശീലിപ്പിക്കുക
947,aufziehen::V,воспитать,വളർത്തിക്കൊണ്ടുവരുക
948,leiten::V,руководить,നയിക്കുക
949,antreiben::V,подгонять,പ്രേരിപ്പിക്കുക
950,lassen::V,заставить,അനുവദിക്കുക
951,einladen::V,пригласить,ക്ഷണിക്കുക
952,vereinigen::V,объединить,കൂടിച്ചേരുക
953,besuchen::V,посетить,സന്ദർശിക്കുക
954,treffen::V,встретить,തമ്മിൽ കാണുക
955,sich versammeln::V,собраться,സംയോജിപ്പിക്കുക
956,spielen::V,играть,കളിക്കുക
957,singen::V,петь,പാടുക
958,tanzen::V,плясать,നൃത്തം ചെയ്യുക
959,tanzen::V,танцевать,നൃത്തം ചെയ്യുക
960,sich trennen::V,расстаться,നേർപെടുത്തുക
961,verlassen::V,покинуть,പിൻവാങ്ങുക
962,retten::V,спасти,രക്ഷിക്കുക
963,bewachen::V,охранять,കാവൽനിൽക്കുക
964,schützen::V,уберегать,പരിരക്ഷിക്കുക
965,verteidigen::V,защитить,പ്രതിരോധിക്കുക
966,sich schlagen::V,драться,കലഹിക്കുക
967,schießen::V,стрелять,വെടിവെക്കുക
968,siegen::V,победить,വിജയിക്കുക
969,ärgern::V,сердить,വിഷമിപ്പിക്കുക
970,schlagen::V,ударить,അടിക്കുക
971,treten::V,пинать,തൊഴിക്കുക
972,stechen::V,уколоть,കുത്തുക
973,stoßen::V,толкнуть,തള്ളുക
974,stehlen::V,украсть,മോഷ്ടിക്കുക
975,stören::V,помешать,ശല്യപ്പെടുത്തുക
976,belästigen::V,надоедать,മെനക്കെടുക
977,verbergen::V,скрыть,മറയ്ക്കുക
978,verbergen::V,скрыть,ഒളിക്കുക
979,täuschen::V,обмануть,കബളിപ്പിക്കുക
980,betrügen::V,смошенничать,ചതിക്കുക
981,töten::V,убить,കൊല്ലുക
982,wohnen::V,проживать,താമസിക്കുക
983,arbeiten::V,работать,ജോലിചെയ്യുക
984,sammeln::V,собрать,സഞ്ചയിക്കുക
985,pflücken::V,рвать,പറിച്ചെടുക്കുക
986,pflücken::V,срывать,പറിച്ചെടുക്കുക
987,jagen::V,охотиться,വേട്ടയാടുക
988,fischen::V,рыбачить,മീൻ പിടിക്കുക
989,fassen::V,поймать,പിടിക്കുക
990,hüten::V,пасти,ചേർക്കുക
991,treiben::V,гнать,വാഹനം_ഓടിക്കുക
992,anbinden::V,привязать,കെട്ടിയിടുക
993,füttern::V,кормить,തീറ്റുക
994,melken::V,доить,പാലുകറക്കുക
995,hacken::V,рубить,വെട്ടിമുറിക്കുക
996,gießen::V,полить,നനയ്ക്കുക
997,reifen::V,созреть,പാകമാകുക
998,zubereiten::V,приготовить,പാചകം_ചെയ്യുക
999,kochen::V,варить,വേവിക്കുക
1000,backen::V,печь,ബേക്ക് ചെയ്യുക
1001,braten::V,жарить,പോരിക്കുക
1002,umrühren::V,перемешать,ഇളക്കുക
1003,stricken::V,вязать,മെടയുക
1004,nähen::V,шить,തുന്നുക
1005,färben::V,покрасить,ചായം പൂശുക
1006,reinigen::V,очистить,വൃത്തിയാക്കുക
1007,waschen::V,стирать,കഴുകുക
1008,abwischen::V,вытереть,തുടയ്ക്കുക
1009,spülen::V,полоскать,കഴുകുക
1010,fegen::V,подметать,അടിച്ചുവാരുക
1011,kehren::V,мести,അടിച്ചുവാരുക
1012,baden::V,купаться,നീന്തിത്തുടിക്കുക
1013,sich waschen::V,мыться,കഴുകുക
1014,ausziehen::V,снять,ഇഴുക്കുക
1015,anziehen::V,надеть,ഉടുക്കുക
1016,sich anziehen::V,одеться,ധരിച്ച നേടുകയുക
1017,kämmen::V,причесать,മുടിചീകുക
1018,schmücken::V,украсить,അലങ്കരിക്കുക
1019,sagen::V,сказать,പറയുക
1020,sprechen::V,говорить,സംസാരിക്കുക
1021,reden::V,разговаривать,സംസാരിക്കുക
1022,sich unterhalten::V,беседовать,നർമ്മസല്ലാപം നടത്തുക
1023,fragen::V,спросить,ചോദിക്കുക
1024,bitten::V,просить,അപേക്ഷിക്കുക
1025,erzählen::V,рассказать,പറയുക
1026,mitteilen::V,сообщить,അറിയിക്കുക
1027,nennen::V,назвать,പേരിടുക
1028,rufen::V,звать,വിളിക്കുക
1029,prahlen::V,хвастаться,പൊങ്ങച്ചം പറയുക
1030,übersetzen::V,перевести,പരിഭാഷപ്പെടുത്തുക
1031,denken::V,думать,ചിന്തിക്കുക
1032,glauben::V,верить,വിശ്വസിക്കുക
1033,bemerken::V,заметить,ശ്രദ്ധിക്കുക
1034,erkennen::V,узнать,തിരിചറിയുക
1035,begreifen::V,понять,കൈപ്പിടിയിലാക്കുക
1036,begreifen::V,постичь,കൈപ്പിടിയിലാക്കുക
1037,verstehen::V,услышать,മനസ്സിലാക്കുക
1038,lernen::V,учиться,പഠിക്കുക
1039,wissen::V,знать,അറിയുക
1040,sich erinnern an::V,вспомнить,ഓർമിക്കുക
1041,vergessen::V,забыть,മറക്കുക
1042,messen::V,мерить,അളക്കുക
1043,zählen::V,считать,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1044,rechnen::V,считать,ഗണിക്കുക
1045,lesen::V,читать,വായിക്കുക
1046,malen::V,рисовать,ചിത്രം വരയ്ക്കുക
1047,zeichnen::V,рисовать,വരയ്ക്കുക
1048,schreiben::V,писать,എഴുതുക
1049,besitzen::V,иметь,സ്വന്തമാക്കുക
1050,kaufen::V,купить,വാങ്ങുക
1051,verkaufen::V,продать,വിൽക്കുക
1052,bezahlen::V,заплатить,പരിഹാരം ചെയ്യുക
1053,zahlen::V,платить,പണം അടയ്ക്കുക
1054,beherrschen::V,владеть,ഭരിക്കുക
1055,ertragen::V,вытерпеть,താങ്ങുക
