,Concept_ID,br,se
280,Sehne::N,stir,suodna
281,Sehne::N,stir,suotna
282,Sehne::N,stir,suoṇâ
283,Sehne::N,stir,suõnn
284,Sehne::N,stir,сӯнн
285,Knochen::N,askorn,måara
286,Knochen::N,askorn,måaroe
287,Knochen::N,askorn,dákte
288,Knochen::N,askorn,dákti
289,Knochen::N,askorn,tähti
290,Knochen::N,askorn,tä´htt
291,Knochen::N,askorn,та̄ххт
292,Knochen::N,askorn,та̄ффьт
293,Gehirn::N,empenn,aajla
294,Gehirn::N,empenn,vuojŋam
295,Gehirn::N,empenn,vuoigŋašat
296,Gehirn::N,empenn,vuoi'ŋâšeh
297,Gehirn::N,empenn,vuo'ivâšneh
298,Gehirn::N,empenn,vuõivâšn
299,Gehirn::N,empenn,вуэййвэшна
300,Herz::N,kalon,vaajmoe
301,Herz::N,kalon,tsåhke
302,Herz::N,kalon,váibmu
303,Herz::N,kalon,váimu
304,Herz::N,kalon,čââ´đ
305,Herz::N,kalon,кӯттҌк
306,Magen::N,stomog,tjåejjie
307,Magen::N,stomog,tjoajvve
308,Magen::N,stomog,čoavji
309,Magen::N,stomog,čuáv'ji
310,Magen::N,stomog,čåu´jj
311,Magen::N,stomog,чо̄ввьй
312,Leber::N,avu,mueksie
313,Leber::N,avu,librre
314,Leber::N,avu,vuoivvas
315,Leber::N,avu,vuoivâs
316,Leber::N,avu,vuõivâs
317,Leber::N,avu,вуйвас
318,Atem::N,anal,voejngehtasse
319,Atem::N,anal,båssånis
320,Atem::N,anal,vuojŋadahka
321,Atem::N,anal,vuoiŋŋahat
322,Atem::N,anal,vuo'iŋâstim
323,Atem::N,anal,jiõg'g
324,Atem::N,anal,вӯйнас
325,Atem::N,anal,вӯййнмушш
326,Hunger::N,naon,nielkie
327,Hunger::N,naon,nielgge
328,Hunger::N,naon,nealgi
329,Hunger::N,naon,nelgi
330,Hunger::N,naon,neä´lǧǧ
331,Hunger::N,naon,не̄лльк
332,Träne::N,daer,gïknjele
333,Träne::N,daer,ganjál
334,Träne::N,daer,ganjal
335,Träne::N,daer,koonjâl
336,Träne::N,daer,kõõnjâl
337,Träne::N,daer,кэ̄нял
338,Geschmack::N,blaz,aelmie
339,Geschmack::N,blaz,muosse
340,Geschmack::N,blaz,smáhkka
341,Geschmack::N,blaz,máhku
342,Geschmack::N,blaz,smáhkka
343,Geschmack::N,blaz,mááhu
344,Geschmack::N,blaz,smakkâ
345,Geschmack::N,blaz,njõõd
346,Geschmack::N,blaz,smääkk
347,Geschmack::N,blaz,ня̄лльк
348,Geruch::N,c'hwezh,haaje
349,Geruch::N,c'hwezh,habjja
350,Geruch::N,c'hwezh,hádja
351,Geruch::N,c'hwezh,opsâ
352,Geruch::N,c'hwezh,haajâ
353,Geruch::N,c'hwezh,õpss
354,Geruch::N,c'hwezh,haajj
355,Geruch::N,c'hwezh,апс
356,Geruch::N,c'hwezh,лэ̄гк
357,Schlaf::N,kousked,nahkerh
358,Schlaf::N,kousked,nager
359,Schlaf::N,kousked,oados
360,Schlaf::N,kousked,nagir
361,Schlaf::N,kousked,naṿer
362,Schlaf::N,kousked,nââ´er
363,Schlaf::N,kousked,нагерь
364,Traum::N,hune,nahkere
365,Traum::N,hune,niehko
366,Traum::N,hune,niehku
367,Traum::N,hune,naṿer
368,Traum::N,hune,nââ´er
369,Traum::N,hune,нагерь
370,Himmel::N,oabl,elmie
371,Himmel::N,oabl,almme
372,Himmel::N,oabl,albmi
373,Himmel::N,oabl,alme
374,Himmel::N,oabl,â´lmm
375,Himmel::N,oabl,алльм
376,Sonne::N,heol,biejjie
377,Sonne::N,heol,bæjvásj
378,Sonne::N,heol,beaivváš
379,Sonne::N,heol,peivi
380,Sonne::N,heol,piäiváš
381,Sonne::N,heol,pei´vv
382,Sonne::N,heol,пе̄ййв
383,Mond::N,loar,aske
384,Mond::N,loar,mánno
385,Mond::N,loar,mánnu
386,Mond::N,loar,máánu
387,Mond::N,loar,mään
388,Mond::N,loar,ма̄нн
389,Stern::N,steredenn,daasta
390,Stern::N,steredenn,naestie
391,Stern::N,steredenn,násste
392,Stern::N,steredenn,násti
393,Stern::N,steredenn,täsni
394,Stern::N,steredenn,tä´snn
395,Stern::N,steredenn,та̄ссьт
396,Luft::N,aer,elmie
397,Luft::N,aer,ájmmo
398,Luft::N,aer,áibmu
399,Luft::N,aer,áimu
400,Luft::N,aer,šõŋŋ
401,Luft::N,aer,вӯйнас
402,Wind::N,avel,bïegke
403,Wind::N,avel,biegga
404,Wind::N,avel,biegga
405,Wind::N,avel,pieg'gâ
406,Wind::N,avel,piõg'g
407,Wind::N,avel,пӣӈӈк
408,Welle::N,houlenn,baaroe
409,Welle::N,houlenn,bárro
410,Welle::N,houlenn,bárru
411,Welle::N,houlenn,pááṛu
412,Welle::N,houlenn,päärr
413,Welle::N,houlenn,нэ̄ммп
414,Wasser::N,dour,tjaetsie
415,Wasser::N,dour,tjáhtje
416,Wasser::N,dour,čáhci
417,Wasser::N,dour,čääci
418,Wasser::N,dour,čää´cc
419,Wasser::N,dour,ча̄дзь
420,Stein::N,maen,gierkie
421,Stein::N,maen,giergge
422,Stein::N,maen,geađgi
423,Stein::N,maen,keđgi
424,Stein::N,maen,ǩeä´dǧǧ
425,Stein::N,maen,ке̄ддҌк
426,Boden::N,tachenn,betnie
427,Boden::N,tachenn,ednam
428,Boden::N,tachenn,bodni
429,Boden::N,tachenn,vuođđu
430,Boden::N,tachenn,ponne
431,Boden::N,tachenn,vuáđ̣u
432,Boden::N,tachenn,vuâđđ
433,Boden::N,tachenn,лаввьн
434,Boden::N,tachenn,е̄ммьне
435,Erde::N,douar,jåarta
436,Erde::N,douar,mueltie
437,Erde::N,douar,ednam
438,Erde::N,douar,mållde
439,Erde::N,douar,eana
440,Erde::N,douar,eennâm
441,Erde::N,douar,mädd
442,Erde::N,douar,jânnam
443,Erde::N,douar,е̄ммьне
444,Staub::N,poultr,heblie
445,Staub::N,poultr,tsumhtsie
446,Staub::N,poultr,dubme
447,Staub::N,poultr,dopmu
448,Staub::N,poultr,kovjâ
449,Staub::N,poultr,põõ´l
450,Staub::N,poultr,кэ̄ббьй
451,Rauch::N,moged,soeve
452,Rauch::N,moged,suovva
453,Rauch::N,moged,suovva
454,Rauch::N,moged,suoṿâ
455,Rauch::N,moged,suõvv
456,Rauch::N,moged,сӯвв
457,Funke::N,ful,naestie
458,Funke::N,ful,tjuonam
459,Funke::N,ful,čuotnan
460,Funke::N,ful,čuođâlm
461,Funke::N,ful,iiskâr
462,Funke::N,ful,čuõzzâm
463,Funke::N,ful,чӯссэм
464,Feuer::N,tan,dålle
465,Feuer::N,tan,dållå
466,Feuer::N,tan,dolla
467,Feuer::N,tan,tullâ
468,Feuer::N,tan,toll
469,Feuer::N,tan,то̄лл
470,Licht::N,gouloù,tjoevke
471,Licht::N,gouloù,tjuovgga
472,Licht::N,gouloù,čuovga
473,Licht::N,gouloù,čuovggas
474,Licht::N,gouloù,čuoṿâ
475,Licht::N,gouloù,toll
476,Licht::N,gouloù,čuõvv
477,Licht::N,gouloù,то̄лл
478,Schatten::N,disheol,skugkie
479,Schatten::N,disheol,soejvene
480,Schatten::N,disheol,irkes
481,Schatten::N,disheol,sieges
482,Schatten::N,disheol,itku
483,Schatten::N,disheol,suoivâ
484,Schatten::N,disheol,õõtt
485,Schatten::N,disheol,ǩeeu´niǩ
486,Schatten::N,disheol,кывьнэхь
487,Wetter::N,amzer,vïerhtse
488,Wetter::N,amzer,dálkke
489,Wetter::N,amzer,dálki
490,Wetter::N,amzer,šoŋŋâ
491,Wetter::N,amzer,šõŋŋ
492,Wetter::N,amzer,шэ̄ӈӈ
493,Nebel::N,brumenn,såavla
494,Nebel::N,brumenn,mearhka
495,Nebel::N,brumenn,murkko
496,Nebel::N,brumenn,mierkká
497,Nebel::N,brumenn,mierká
498,Nebel::N,brumenn,miär'kká
499,Nebel::N,brumenn,oṃo
500,Nebel::N,brumenn,sue´lnn
501,Nebel::N,brumenn,цӣгк
502,Nebel::N,brumenn,сулльн
503,Wolke::N,koumoulenn,balve
504,Wolke::N,koumoulenn,balvva
505,Wolke::N,koumoulenn,balva
506,Wolke::N,koumoulenn,polvâ
507,Wolke::N,koumoulenn,põlvv
508,Wolke::N,koumoulenn,пэллв
509,Regen::N,glav,ebrie
510,Regen::N,glav,harvve
511,Regen::N,glav,arvi
512,Regen::N,glav,arve
513,Regen::N,glav,â´brr
514,Regen::N,glav,аббьр
515,Schnee::N,erc'h,lopme
516,Schnee::N,erc'h,moehtege
517,Schnee::N,erc'h,muohta
518,Schnee::N,erc'h,muohta
519,Schnee::N,erc'h,muotâ
520,Schnee::N,erc'h,muõtt
521,Schnee::N,erc'h,вэ̄дз
522,Schnee::N,erc'h,куэллт
523,Eis::N,skorn,jïenge
524,Eis::N,skorn,jiegŋa
525,Eis::N,skorn,jiekŋa
526,Eis::N,skorn,jieŋ̣â
527,Eis::N,skorn,jiõŋŋ
528,Eis::N,skorn,ӣӈӈ
529,Frost::N,rev,baajkoe
530,Frost::N,rev,tjoasskem
531,Frost::N,rev,buolaš
532,Frost::N,rev,puolâš
533,Frost::N,rev,puõlâš
534,Frost::N,rev,мӯнь
535,Kälte::N,yen,jueskie
536,Kälte::N,yen,tjåetskeme
537,Kälte::N,yen,tjoasskem
538,Kälte::N,yen,čoaskin
539,Kälte::N,yen,ko'lmâsvuotâ
540,Kälte::N,yen,ijss
541,Kälte::N,yen,čuä´cǩǩem
542,Kälte::N,yen,tuârggnjõs
543,Kälte::N,yen,кэ̄лмас
544,Hitze::N,tommder,baahke
545,Hitze::N,tommder,báhkka
546,Hitze::N,tommder,báhkka
547,Hitze::N,tommder,pakkâ
548,Hitze::N,tommder,kuṃe
549,Hitze::N,tommder,paašt
550,Hitze::N,tommder,жоарр
551,Raureif::N,frim,jyjse
552,Raureif::N,frim,ridne
553,Raureif::N,frim,goarre
554,Raureif::N,frim,ritni
555,Raureif::N,frim,suhči
556,Raureif::N,frim,riṇe
557,Raureif::N,frim,ай
558,Regenbogen::N,gwareg-ar-glav,aatjan goengere
559,Regenbogen::N,gwareg-ar-glav,aatjan joekse
560,Regenbogen::N,gwareg-ar-glav,ádjájuoksa
561,Regenbogen::N,gwareg-ar-glav,arvedávgi
562,Regenbogen::N,gwareg-ar-glav,bajándávgi
563,Regenbogen::N,gwareg-ar-glav,äijihtävgi
564,Regenbogen::N,gwareg-ar-glav,teârmmazjohss
565,Regenbogen::N,gwareg-ar-glav,тӣрмесью̄ккс
566,Donner::N,kurun,raejrie
567,Donner::N,kurun,átjek
568,Donner::N,kurun,átjárájdde
569,Donner::N,kurun,áddjá
570,Donner::N,kurun,baján
571,Donner::N,kurun,juuṛâ
572,Donner::N,kurun,tie´rmes
573,Donner::N,kurun,тӣрмесь
574,Donner::N,kurun,ча̄ркнэгк
575,Strömung::N,red,njuvvie
576,Strömung::N,red,ájggedáhpe
577,Strömung::N,red,rávdnji
578,Strömung::N,red,virde
579,Strömung::N,red,ve´rdd
580,Strömung::N,red,выррьт
581,Tropfen::N,bannac'h,gåajhkohts
582,Tropfen::N,bannac'h,gåjkudis
583,Tropfen::N,bannac'h,goaikkanas
584,Tropfen::N,bannac'h,čalme
585,Tropfen::N,bannac'h,čâ´lmm
586,Tropfen::N,bannac'h,ча̄лльм
587,Tropfen::N,takenn,gåajhkohts
588,Tropfen::N,takenn,gåjkudis
589,Tropfen::N,takenn,goaikkanas
590,Tropfen::N,takenn,čalme
591,Tropfen::N,takenn,čâ´lmm
592,Tropfen::N,takenn,ча̄лльм
593,Schaum::N,spoum,sapte
594,Schaum::N,spoum,såpptå
595,Schaum::N,spoum,sokta
596,Schaum::N,spoum,suptâ
597,Schaum::N,spoum,soptt
598,Schaum::N,spoum,со̄ппт
599,Schmutz::N,fank,haaskoe
600,Schmutz::N,fank,duolvva
601,Schmutz::N,fank,duolva
602,Schmutz::N,fank,durdi
603,Schmutz::N,fank,stänži
604,Schmutz::N,fank,sähss
605,Schmutz::N,fank,са̄ккьс
606,Schmutz::N,fank,не̄шшь
607,See::N,lenn,jaevrie
608,See::N,lenn,jávrre
609,See::N,lenn,jávri
610,See::N,lenn,jävri
611,See::N,lenn,jâu´rr
612,See::N,lenn,я̄ввьр
613,Sumpf::N,gwern,pluevie
614,Sumpf::N,gwern,áhpe
615,Sumpf::N,gwern,sæmssa
616,Sumpf::N,gwern,jeaggi
617,Sumpf::N,gwern,jeggi
618,Sumpf::N,gwern,jeä´ǧ'ǧ
619,Sumpf::N,gwern,ла̄ммьп
620,Moor::N,taouarc'heg,pluevie
621,Moor::N,taouarc'heg,jiegge
622,Moor::N,taouarc'heg,suotnju
623,Moor::N,taouarc'heg,karrii
624,Moor::N,taouarc'heg,kä´rev
625,Moor::N,taouarc'heg,veättaǩ
626,Moor::N,taouarc'heg,ла̄ммьп
627,Wiese::N,prad,ïentje
628,Wiese::N,prad,giedde
629,Wiese::N,prad,gieddi
630,Wiese::N,prad,nijtto
631,Wiese::N,prad,пуэшенҍ
632,Wald::N,koad,skåake
633,Wald::N,koad,skåajje
634,Wald::N,koad,miehtsie
635,Wald::N,koad,vuovdde
636,Wald::N,koad,miehttse
637,Wald::N,koad,vuovdi
638,Wald::N,koad,meahcci
639,Wald::N,koad,mecci
640,Wald::N,koad,vyemi
641,Wald::N,koad,vue´mm
642,Wald::N,koad,meä´c'c
643,Wald::N,koad,ля̄ммт
644,Hügel::N,torgenn,deava
645,Hügel::N,torgenn,dievvá
646,Hügel::N,torgenn,dievvá
647,Hügel::N,torgenn,čummâ
648,Hügel::N,torgenn,pä´rcc
649,Hügel::N,torgenn,teä´rmm
650,Hügel::N,torgenn,ка̄ннҌт
651,Anhöhe::N,run,deava
652,Anhöhe::N,run,jalladahke
653,Anhöhe::N,run,dievásj
654,Anhöhe::N,run,aláš
655,Anhöhe::N,run,luohkká
656,Anhöhe::N,run,tiävá
657,Anhöhe::N,run,poorááš
658,Anhöhe::N,run,ču´lpp
659,Anhöhe::N,run,škâu´ŋŋ
660,Anhöhe::N,run,ка̄ннҌт
661,Berg::N,menez,bïerje
662,Berg::N,menez,várre
663,Berg::N,menez,várri
664,Berg::N,menez,vääṛi
665,Berg::N,menez,vää´rr
666,Berg::N,menez,те̄ррьм
667,Gipfel::N,barr,dalvese
668,Gipfel::N,barr,tjåhkkå
669,Gipfel::N,barr,čohkka
670,Gipfel::N,barr,čokke
671,Gipfel::N,barr,čå´ǩǩ
672,Gipfel::N,barr,ла̄ддҍв
673,Höhle::N,kav,beajoe
674,Höhle::N,kav,rájgge
675,Höhle::N,kav,sluoggo
676,Höhle::N,kav,biedju
677,Höhle::N,kav,kuovđâšm
678,Höhle::N,kav,skuõrr
679,Höhle::N,kav,вуэӈӈк
680,Abhang::N,naou,boelte
681,Abhang::N,naou,brijrie
682,Abhang::N,naou,bállte
683,Abhang::N,naou,vielti
684,Abhang::N,naou,luohkká
685,Abhang::N,naou,viel'tti
686,Abhang::N,naou,vie´ltt
687,Abhang::N,naou,луэххк
688,Quelle::N,feunteun,aajege
689,Quelle::N,feunteun,gaaltije
690,Quelle::N,feunteun,ája
691,Quelle::N,feunteun,ája
692,Quelle::N,feunteun,gáldu
693,Quelle::N,feunteun,aajâ
694,Quelle::N,feunteun,käldee
695,Quelle::N,feunteun,lädd
696,Quelle::N,feunteun,käivv
697,Quelle::N,feunteun,ка̄ййв
698,Bach::N,gwazh,johketje
699,Bach::N,gwazh,jåhkå
700,Bach::N,gwazh,jågåsj
701,Bach::N,gwazh,jogaš
702,Bach::N,gwazh,aajâ
703,Bach::N,gwazh,vuäjj
704,Bach::N,gwazh,вуэйй
705,Fluss::N,stêr,johke
706,Fluss::N,stêr,ædno
707,Fluss::N,stêr,jåhkå
708,Fluss::N,stêr,johka
709,Fluss::N,stêr,juuhâ
710,Fluss::N,stêr,jokk
711,Fluss::N,stêr,jeänn
712,Fluss::N,stêr,ё̄гк
713,Ufer::N,ribl,beala
714,Ufer::N,ribl,gádde
715,Ufer::N,ribl,gáddi
716,Ufer::N,ribl,riddo
717,Ufer::N,ribl,redd
718,Ufer::N,ribl,рыннт
719,Küste::N,aod,mïere
720,Küste::N,aod,gaedtie
721,Küste::N,aod,merragádde
722,Küste::N,aod,merraguovllo
723,Küste::N,aod,gáddi
724,Küste::N,aod,riddo
725,Küste::N,aod,miârr'redd
726,Küste::N,aod,рыннт
727,Festland::N,douar,gaedtie
728,Festland::N,douar,gádde
729,Festland::N,douar,nannán
730,Festland::N,douar,kušknjâs
731,Festland::N,douar,eennâm
732,Festland::N,douar,jânnam
733,Festland::N,douar,ма̄ннтэр
734,Meer::N,mor,mearoe
735,Meer::N,mor,merra
736,Meer::N,mor,nuorre
737,Meer::N,mor,áhpi
738,Meer::N,mor,mearra
739,Meer::N,mor,meeṛâ
740,Meer::N,mor,miârr
741,Meer::N,mor,ме̄рр
742,Bucht::N,mor-bihan,loekte
743,Bucht::N,mor-bihan,oagge
