,Concept_ID,hr,sq
69,Sonne::N,sunce,diell
70,Mond::N,mjesec,hënë
71,Stern::N,zvijezda,yll
72,Luft::N,zrak,ajër
73,Wind::N,vjetar,erë
74,Welle::N,val,valë
75,Welle::N,val,dallgë
76,Welle::N,talas,valë
77,Welle::N,talas,dallgë
78,Wasser::N,voda,ujë
79,Stein::N,kamen,gur
80,Boden::N,tlo,tokë
81,Boden::N,tlo,truall
82,Boden::N,zemlja,tokë
83,Boden::N,zemlja,truall
84,Erde::N,zemlja,dhe
85,Erde::N,zemlja,baltë
86,Staub::N,prah,pluhur
87,Staub::N,prašina,pluhur
88,Rauch::N,dim,tym
89,Funke::N,iskra,xixë
90,Funke::N,iskra,shkëndijë
91,Funke::N,varnica,xixë
92,Funke::N,varnica,shkëndijë
93,Feuer::N,vatra,zjarr
94,Licht::N,svjetlo,dritë
95,Schatten::N,hlad,hije
96,Schatten::N,sjena,hije
97,Wetter::N,vrijeme,mot
98,Nebel::N,magla,mjegull
99,Wolke::N,oblak,re
100,Regen::N,kiša,shi
101,Schnee::N,snijeg,borë
102,Eis::N,led,akull
103,Frost::N,mraz,ngricë
104,Kälte::N,studen,të ftohtë
105,Kälte::N,hladnoća,të ftohtë
106,Hitze::N,vrućina,vapë
107,Hitze::N,vrućina,nxehtësi
108,Raureif::N,inje,cikmë
109,Regenbogen::N,duga,ylber
110,Donner::N,grom,gjëmim
111,Donner::N,grom,bubullimë
112,Donner::N,grmljavina,gjëmim
113,Donner::N,grmljavina,bubullimë
114,Strömung::N,struja,rrymë
115,Strömung::N,strujanje,rrymë
116,Tropfen::N,kap,pikë
117,Tropfen::N,kaplja,pikë
118,Schaum::N,pjena,shkumë
119,Schmutz::N,nečistoća,baltë
120,Schmutz::N,prljavština,baltë
121,See::N,jezero,liqen
122,Sumpf::N,bara,batak
123,Moor::N,močvara,kënetë
124,Wiese::N,livada,livadh
125,Wald::N,šuma,pyll
126,Hügel::N,brijeg,kodër
127,Hügel::N,brežuljak,kodër
128,Anhöhe::N,uzvišica,bregore
129,Berg::N,brdo,mal
130,Gipfel::N,vrh,kulm
131,Höhle::N,pećina,shpellë
132,Höhle::N,pećina,zgafelle
133,Höhle::N,spilja,shpellë
134,Höhle::N,spilja,zgafelle
135,Abhang::N,obronak,shpat
136,Abhang::N,obronak,tatëpjetë
137,Abhang::N,nizbrdica,shpat
138,Abhang::N,nizbrdica,tatëpjetë
139,Quelle::N,izvor,krua
140,Quelle::N,izvor,burim
141,Quelle::N,vrelo,krua
142,Quelle::N,vrelo,burim
143,Bach::N,potok,virua
144,Fluss::N,rijeka,lumë
145,Ufer::N,obala,breg
146,Küste::N,obala,anëdet
147,Küste::N,obala,bregdet
148,Küste::N,morska obala,anëdet
149,Küste::N,morska obala,bregdet
150,Festland::N,kopno,kontinent
151,Meer::N,more,det
152,Bucht::N,zaliv,gji deti
153,Insel::N,ada,ishull
154,Insel::N,ada,ujdhesë
155,Insel::N,otok,ishull
156,Insel::N,otok,ujdhesë
157,Blume::N,cvijet,lule
158,Gras::N,trava,bar
159,Wurzel::N,korijen,rrënjë
160,Baum::N,drvo,pemë
161,Baum::N,stablo,pemë
162,Stamm::N,deblo,trung
163,Stamm::N,stablo,trung
164,Rinde::N,kora,lëvore
165,Ast::N,grana,degë
166,Zweig::N,grana,bisk
167,Blatt::N,list,fletë
168,Blatt::N,list,gjethe
169,Birke::N,breza,mështekën
170,Kiefer[Baum]::N,bor,pishë
171,Weide[Baum]::N,iva,shelg
172,Weide[Baum]::N,vŕba,shelg
173,Tanne::N,jela,bredh
174,Horn::N,rog,bri
175,Feder::N,pero,pupël
176,Fell::N,koža,lëkurë
177,Flügel::N,krilo,krah
178,Flügel::N,krilo,fletë
179,Klaue::N,papak,kthetër
180,Kralle::N,pandža,thua
181,Kralle::N,pandža,kthetër
182,Schwanz::N,rep,bisht
183,Ei::N,jaje,vezë
184,Nest::N,gnijezdo,fole
185,Bau::N,jazbina,strofkë
186,Tier::N,životinja,kafshë
187,Herde::N,krdo,kope
188,Herde::N,krdo,grigjë
189,Herde::N,stado,kope
190,Herde::N,stado,grigjë
191,Kuh::N,krava,lopë
192,Bulle::N,bik,dem
193,Pferd::N,konj,kalë
194,Schaf::N,ovca,dele
195,Schwein::N,svinja,derr
196,Hund::N,pas,qen
197,Hund::N,pseto,qen
198,Katze::N,mačka,mace
199,Bär::N,medvjed,ari
200,Eichhörnchen::N,vjeverica,ketër
201,Elch::N,los,dre brilopatë
202,Fuchs::N,lisica,dhelpër
203,Hase::N,zec,lepur
204,Maus::N,miš,mi
205,Wolf::N,vuk,ujk
206,Wolf::N,kurjak,ujk
207,Vogel::N,ptica,zog
208,Vogel::N,ptica,shpend
209,Schwarm::N,roj,luzmë
210,Schwarm::N,jato,luzmë
211,Huhn::N,kokoš,pulë
212,Hahn::N,kokot,gjel
213,Hahn::N,kokot,këndes
214,Hahn::N,pijevac,gjel
215,Hahn::N,pijevac,këndes
216,Gans::N,guska,patë
217,Adler::N,orao,shqiponjë
218,Ente::N,patka,rosë
219,Eule::N,sova,buf
220,Kranich::N,ždral,lejlek
221,Kranich::N,ždral,kurrillë
222,Krähe::N,vrana,sorrë
223,Kuckuck::N,kukavica,qyqe
224,Schwan::N,labud,mjellmë
225,Fisch::N,riba,peshk
226,Barsch::N,grgeč,purtekë
227,Hecht::N,štuka,mlysh
228,Schlange[Tier]::N,guja,gjarpër
229,Schlange[Tier]::N,zmija,gjarpër
230,Wurm::N,crv,krimb
231,Spinne::N,pauk,marimangë
232,Ameise::N,mrav,thnegël
233,Ameise::N,mrav,milingonë
234,Laus::N,uš,morr
235,Mücke::N,komarac,kunup
236,Mücke::N,komarac,mushkonjë
237,Fliege::N,muha,mizë
238,Schmetterling::N,leptir,flutur
239,Beere::N,boba,frutë
240,Beere::N,boba,manaferrë
241,Beere::N,bobica,frutë
242,Beere::N,bobica,manaferrë
243,Apfel::N,jabuka,mollë
244,Pilz::N,pečurka,kërpudhë
245,Zwiebel::N,luk,qepë
246,Zwiebel::N,kapula,qepë
247,Saat::N,sjemenje,farë
248,Korn::N,zrno,grurë
249,Korn::N,zrno,kokërr
250,Heu::N,sijeno,sanë
251,Schale::N,kora,lëkurë
252,Schale::N,ljuska,lëkurë
253,Grube::N,jama,gropë
254,Falle::N,zamka,kurth
255,Falle::N,zamka,grackë
256,Falle::N,klopka,kurth
257,Falle::N,klopka,grackë
258,Schlinge::N,uzao,nyjë
259,Schlinge::N,petlja,nyjë
260,Spur::N,trag,gjurmë
261,Spur::N,slijed,gjurmë
262,Asche::N,pepeo,hi
263,Dreck::N,blato,baltë
264,Eisen::N,željezo,hekur
265,Gold::N,zlato,ar
266,Gold::N,zlato,flori
267,Silber::N,srebro,argjend
268,Kohle::N,ugalj,qymyr
269,Kohle::N,ugljen,qymyr
270,Glas::N,staklo,qelq
271,Lehm::N,glina,argjilë
272,Lehm::N,ilovača,argjilë
273,Sand::N,pijesak,rërë
274,Mensch::N,čovjek,njeri
275,Mann::N,muškarac,burrë
276,Mann::N,muškarac,mashkull
277,Frau::N,žena,grua
278,Frau::N,žena,femër
279,Kind::N,čedo,kalama
280,Kind::N,dijete,kalama
281,Junge::N,momče,djalë
282,Junge::N,dječak,djalë
283,Mädchen::N,djevojka,gocë
284,Mädchen::N,djevojka,vajzë
285,Mädchen::N,djevojčica,gocë
286,Mädchen::N,djevojčica,vajzë
287,Familie::N,obitelj,familje
288,Familie::N,porodica,familje
289,Großvater::N,djed,gjysh
290,Großmutter::N,baka,gjyshe
291,Eltern::N,roditelji,prindër
292,Vater::N,otac,atë
293,Mutter::N,majka,nënë
294,Sohn::N,sin,bir
295,Tochter::N,kći,bijë
296,Tochter::N,kćerka,bijë
297,Bruder::N,brat,vëlla
298,Schwester::N,sestra,motër
299,Onkel::N,čika,dajë
300,Onkel::N,čika,xhaxha
301,Onkel::N,ujak,dajë
302,Onkel::N,ujak,xhaxha
303,Tante::N,ujna,teze
304,Tante::N,ujna,hallë
305,Tante::N,tetka,teze
306,Tante::N,tetka,hallë
307,Ehemann::N,muž,burrë
308,Ehemann::N,muž,bashkëshort
309,Ehemann::N,suprug,burrë
310,Ehemann::N,suprug,bashkëshort
311,Ehefrau::N,žena,grua
312,Ehefrau::N,žena,bashkëshorte
313,Ehefrau::N,supruga,grua
314,Ehefrau::N,supruga,bashkëshorte
315,Freude::N,radost,gaz
316,Freude::N,radost,gëzim
317,Gelächter::N,grohot,qeshje
318,Glück::N,sreća,lumturi
319,Kummer::N,jad,brengë
320,Kummer::N,jad,pikëllim
321,Kummer::N,briga,brengë
322,Kummer::N,briga,pikëllim
323,Wunsch::N,želja,dëshirë
324,Lust::N,volja,epsh
325,Lust::N,volja,dashuri
326,Geist::N,duh,frymë
327,Geist::N,duh,shpirt
328,Gedanke::N,misao,ide
329,Gedanke::N,misao,mendim
330,Gedächtnis::N,pamćenje,kujtesë
331,Verstand::N,um,mend
332,Verstand::N,razum,mend
333,Sinn::N,smisao,kuptim
334,Sinn::N,značenje,kuptim
335,Grund::N,razlog,arsye
336,Wahrheit::N,istina,vërtetë
337,Gespräch::N,razgovor,bisedim
338,Märchen::N,bajka,përrallë
339,Erzählung::N,priča,tregim
340,Erzählung::N,pripovijest,tregim
341,Nachricht::N,vijest,lajm
342,Neuigkeit::N,novost,risi
343,Name::N,ime,emër
344,Rätsel::N,zagonetka,gjëzë
345,Rätsel::N,zagonetka,gjëegjëzë
346,Rede::N,govor,fjalim
347,Rede::N,besjeda,fjalim
348,Sprache::N,jezik,gjuhë
349,Stimme::N,glas,zë
350,Wort::N,riječ,fjalë
351,Zeichen::N,znak,shenjë
352,Ruf::N,povik,thirrmë
353,Ruf::N,poklik,thirrmë
354,Lärm::N,buka,zhurmë
355,Lärm::N,galama,zhurmë
356,Laut::N,zvuk,tingull
357,Ton::N,ton,ton
358,Lied::N,pjesma,këngë
359,Ruhe::N,tišina,qetësi
360,Ruhe::N,počinak,qetësi
361,Leute::N,ljudi,botë
362,Leute::N,ljudi,njerëz
363,Volk::N,puk,popull
364,Volk::N,narod,popull
365,Arbeit::N,rad,punë
366,Arbeit::N,posao,punë
367,Gast::N,gost,mik
368,Gast::N,gost,mysafir
369,Geschenk::N,dar,dhuratë
370,Geschenk::N,dar,peshqesh
371,Geschenk::N,poklon,dhuratë
372,Geschenk::N,poklon,peshqesh
373,Spiel::N,igra,lojë
374,Gesellschaft::N,društvo,shoqëri
375,Gesellschaft::N,kompanija,shoqëri
376,Hilfe::N,pomoć,ndihmë
377,Freund::N,prijatelj,mik
378,Kamerad::N,drug,shok
379,Kamerad::N,drugar,shok
380,Angelegenheit::N,posao,punë
381,Anzahl::N,broj,sasi
382,Anzahl::N,brojnost,sasi
383,Art::N,vid,lloj
384,Art::N,vrst,lloj
385,Stück::N,komad,copë
386,Teil::N,dio,pjesë
387,Hälfte::N,polovina,gjysmë
388,Kreis::N,krug,qark
389,Kreis::N,krug,rreth
390,Kreuz::N,križ,kryq
391,Linie::N,crta,vijë
392,Strich::N,crta,vizë
393,Abstand::N,razmak,distancë
394,Abstand::N,odstojanje,distancë
395,Entfernung::N,udaljenost,largim
396,Gegend::N,kraj,vise
397,Gegend::N,kraj,krahinë
398,Gegend::N,predeo,vise
399,Gegend::N,predeo,krahinë
400,Platz::N,mjesto,shesh
401,Ort::N,mjesto,vend
402,Seite::N,bok,anë
403,Seite::N,strana,anë
404,Mitte::N,sredina,mes
405,Gegenstand::N,predmet,send
406,Sache::N,posao,gjë
407,Sache::N,posao,send
408,Rand::N,rub,qoshe
409,Rand::N,kraj,qoshe
410,Kante::N,brid,teh
411,Kante::N,ivica,teh
412,Ecke::N,ugao,qoshe
413,Spitze::N,vrh,majë
414,Spitze::N,šiljak,majë
415,Ende::N,konac,skaj
416,Ende::N,konac,bisht
417,Loch::N,rupa,vrimë
418,Winkel::N,kut,kënd
419,Winkel::N,ugao,kënd
420,Muster::N,uzor,mostër
421,Größe::N,veličina,madhësi
422,Länge::N,duljina,gjatësi
423,Höhe::N,visina,lartësi
424,Gewicht::N,težina,peshë
425,Menge::N,mnoštvo,sasi
426,Menge::N,količina,sasi
427,Haufen::N,hrpa,grumbull
428,Haufen::N,gomila,grumbull
429,Reihe::N,red,radhë
430,Reihe::N,red,rresht
431,Boot::N,čun,barkë
432,Boot::N,čun,lundër
433,Boot::N,čamac,barkë
434,Boot::N,čamac,lundër
435,Ruder::N,veslo,rrem
436,Schlitten::N,saone,sajë
437,Ski::N,ski,ski
438,Ski::N,smučka,ski
439,Lagerfeuer::N,logorska vatra,flakadan
440,Lagerfeuer::N,logorska vatra,zjarr i madh
441,Last::N,tovar,barrë
442,Gang::N,hod,ecje
443,Schritt::N,korak,hap
444,Norden::N,sjever,veri
445,Süden::N,jug,jug
446,Westen::N,zapad,perëndim
447,Osten::N,istok,lindje
448,Holz::N,drvo,dru
449,Brett::N,daska,dërrasë
450,Platte::N,ploča,pllakë
451,Stütze::N,potpora,shtyllë
452,Stütze::N,potpora,mbështetesë
453,Stange::N,motka,shufër
454,Stock::N,štap,dajak
455,Stock::N,palica,dajak
456,Stab::N,štap,shkop
457,Stab::N,šipka,shkop
458,Rohr::N,cijev,tub
459,Haus::N,kuća,shtëpi
460,Heim::N,dom,konak
461,Heim::N,dom,shtëpi
462,Ofen::N,peć,sobë
463,Ofen::N,peć,stufë
464,Fußboden::N,pod,dysheme
465,Tisch::N,stol,tryezë
466,Tisch::N,trpeza,tryezë
467,Stuhl::N,stolac,karrige
468,Stuhl::N,stolica,karrige
469,Wiege::N,kolijevka,djep
470,Bett::N,krevet,shtrat
471,Bett::N,postelja,shtrat
472,Regal::N,polica,raft
473,Kiste::N,sanduk,kuti
474,Fenster::N,prozor,dritare
475,Tür::N,vrata,derë
476,Tor::N,vrata,portë
477,Tor::N,kapija,portë
478,Zaun::N,plot,gardh
479,Zaun::N,ograda,gardh
480,Dach::N,krov,çati
481,Leiter::N,ljestve,shkallë
482,Leiter::N,ljestvice,shkallë
483,Besen::N,metla,fshesë
484,Spaten::N,ašov,lopatë
485,Schaufel::N,lopata,qyrek
486,Gabel::N,viljuška,pirun
487,Löffel::N,žlica,lugë
488,Messer::N,nož,thikë
489,Nagel::N,čavao,gozhdë
490,Netz::N,mreža,rrjetë
491,Haken::N,kuka,grep
492,Haken::N,kuka,grremç
493,Griff::N,držak,dorak
494,Griff::N,držak,dorezë
495,Griff::N,ručica,dorak
496,Griff::N,ručica,dorezë
497,Schloss::N,brava,bravë
498,Bild::N,slika,tablo
499,Bild::N,slika,pikturë
500,Figur::N,figura,figurë
501,Puppe::N,lutka,kukull
502,Beutel::N,kesa,qese
503,Beutel::N,kesa,trastë
504,Bündel::N,snop,deng
505,Bündel::N,svežanj,deng
506,Tasche::N,torba,çantë
507,Tasche::N,taška,çantë
508,Eimer::N,kabao,kovë
509,Deckel::N,poklopac,kapak
510,Deckel::N,poklopac,mbulesë
511,Geschirr::N,suđe,enë
512,Geschirr::N,posuđe,enë
513,Sack::N,džak,thes
514,Sack::N,džak,torbë
515,Sack::N,vreća,thes
516,Sack::N,vreća,torbë
517,Tasse::N,šalica,filxhan
518,Topf::N,lonac,kusi
519,Topf::N,lonac,tenxhere
520,Kessel::N,kazan,kazan
521,Essen::N,obrok,ngrënie
522,Nahrung::N,hrana,ushqim
523,Speise::N,jelo,gatesë
524,Fleisch::N,meso,mish
525,Getreide::N,žito,drithë
526,Getreide::N,žitarice,drithë
527,Brei::N,kaša,qull
528,Brot::N,kruh,bukë
529,Scheibe::N,kriška,fetë
530,Fett::N,mast,lyrë
531,Fett::N,mast,yndyrë
532,Fett::N,salo,lyrë
533,Fett::N,salo,yndyrë
534,Butter::N,buter,gjalpë
535,Butter::N,maslac,gjalpë
536,Öl::N,ulje,vaj
537,Salz::N,sol,kripë
538,Suppe::N,supa,supë
539,Suppe::N,supa,çorbë
540,Honig::N,med,mjaltë
541,Milch::N,mlijeko,qumësht
542,Tee::N,čaj,çaj
543,Leder::N,koža,lëkurë
544,Wolle::N,vuna,lesh
545,Stoff::N,štof,pëlhurë
546,Stoff::N,tkanina,pëlhurë
547,Nadel::N,igla,gjilpërë
548,Faden::N,nit,pe
549,Faden::N,nit,fije
550,Faden::N,konac,pe
551,Faden::N,konac,fije
552,Knopf::N,dugme,kopsë
553,Knoten::N,čvor,komb
554,Knoten::N,uzao,komb
555,Farbe::N,farba,bojë
556,Kleidung::N,odjeća,veshje
557,Hemd::N,košulja,këmishë
558,Kragen::N,ovratnik,jakë
559,Ärmel::N,rukav,mëngë
560,Hose::N,hlače,brekë
561,Gürtel::N,pas,rrip
562,Gürtel::N,pojas,rrip
563,Mütze::N,kapa,kësulë
564,Schuh::N,cipela,këpucë
565,Stiefel::N,čizma,çizme
566,Ring::N,prsten,unazë
567,Band::N,vrpca,shirit
568,Kamm::N,češalj,krehër
569,Spiegel::N,zrcalo,pasqyrë
570,Spiegel::N,ogledalo,pasqyrë
571,Riemen::N,kaiš,rrip
572,Riemen::N,remen,rrip
573,Schnur::N,vrpca,litar
574,Schnur::N,vrpca,cikomë
575,Leine::N,uzica,rrip
576,Decke::N,ćebe,batanije
577,Decke::N,pokrivač,batanije
578,Kissen::N,jastuk,jastëk
579,Tuch::N,rubac,shami
580,Tuch::N,marama,shami
581,Handtuch::N,ručnik,peshqir
582,Kraft::N,snaga,forcë
583,Stärke::N,jakost,koll
584,Gesundheit::N,zdravlje,shëndet
585,Krankheit::N,bolest,sëmundje
586,Schmerz::N,bol,dhimbje
587,Wunde::N,rana,plagë
588,Fieber::N,groznica,ethe
589,Arznei::N,lijek,ilaç
590,Brücke::N,most,urë
591,Brücke::N,ćuprija,urë
592,Brunnen::N,bunar,pus
593,Brunnen::N,zdenac,pus
594,Weide::N,paša,kullotë
595,Weide::N,pašnjak,kullotë
596,Pfad::N,staza,ravë
597,Pfad::N,staza,shteg
598,Weg::N,put,udhë
599,Weg::N,put,shteg
600,Straße::N,drum,rrugë
601,Straße::N,cesta,rrugë
602,Dorf::N,selo,fshat
603,Dorf::N,selo,katund
604,Stadt::N,grad,qytet
605,Stadt::N,varoš,qytet
606,Brief::N,list,letër
607,Brief::N,pismo,letër
608,Buch::N,knjiga,libër
609,Buchstabe::N,slovo,shkronjë
610,Zeitung::N,novine,gazetë
611,Leben::N,život,jetë
612,Tod::N,smrt,mortje
613,Grab::N,raka,varr
614,Kirche::N,crkva,kishë
615,Sünde::N,grijeh,mëkat
616,Sünde::N,grijeh,gjynah
617,Gott::N,bog,hy
618,Gott::N,bog,zot
619,Arbeiter::N,radnik,punëtor
620,Chef::N,šef,shef
621,Chef::N,šef,drejtues
622,Meister::N,majstor,mjeshtër
623,Arzt::N,liječnik,mjek
624,Arzt::N,liječnik,doktor
625,Lehrer::N,učitelj,mësues
626,Lehrer::N,učitelj,arsimtar
627,Geld::N,novac,para
628,Geld::N,novac,holla
629,Geschäft::N,posao,ujdi
630,Geschäft::N,posao,biznes
631,Geschäft::N,trgovina,ujdi
632,Geschäft::N,trgovina,biznes
633,Laden::N,dućan,dyqan
634,Preis::N,cijena,çmim
635,Ware::N,roba,mall
636,Nutzen::N,korist,dobi
637,Nutzen::N,korist,leverdi
638,Reichtum::N,bogatstvo,kamje
639,Reichtum::N,bogatstvo,pasuri
640,Welt::N,svijet,botë
641,Land::N,zemlja,vend
642,Staat::N,država,shtet
643,König::N,kralj,mbret
644,Macht::N,moć,fuqi
645,Macht::N,moć,pushtet
646,Macht::N,vlast,fuqi
647,Macht::N,vlast,pushtet
648,Grenze::N,granica,kufi
649,Krieg::N,rat,luftë
650,Feind::N,neprijatelj,armik
651,Gewalt::N,sila,dhunë
652,Gewalt::N,nasilje,dhunë
653,Kampf::N,boj,luftim
654,Kampf::N,borba,luftim
655,Bogen[Waffe]::N,luk,hark
656,Pfeil::N,strijela,shigjetë
657,Gewehr::N,puška,pushkë
658,Fehler::N,pogreška,gafë
659,Fehler::N,pogreška,gabim
660,Fehler::N,griješka,gafë
661,Fehler::N,griješka,gabim
662,Lüge::N,laž,gënjeshtër
663,Schaden::N,šteta,dëm
664,Schaden::N,šteta,zarar
665,Unglück::N,nesreća,fatkeqësi
666,Schuld::N,krivnja,faj
667,Alter::N,dob,moshë
668,Schluss::N,kraj,fund
669,Schluss::N,konac,fund
670,Zeit::N,doba,kohë
671,Zeit::N,vrijeme,kohë
672,Tag::N,dan,ditë
673,Morgen::N,jutro,mëngjes
674,Mittag::N,podne,mesditë
675,Abend::N,veče,mbrëmje
676,Abend::N,večer,mbrëmje
677,Nacht::N,noć,natë
678,Woche::N,sedmica,javë
679,Monat::N,mjesec,muaj
680,Jahr::N,godina,vit
681,Frühling::N,proljeće,pranverë
682,Sommer::N,ljeto,verë
683,Herbst::N,jesen,vjeshtë
684,Winter::N,zima,dimër
685,Januar::N,januar,janar
686,Januar::N,siječanj,janar
687,Februar::N,veljača,shkurt
688,Februar::N,februar,shkurt
689,März::N,mart,mars
690,März::N,ožujak,mars
691,April::N,april,prill
692,April::N,travanj,prill
693,Mai::N,maj,maj
694,Mai::N,svibanj,maj
695,Juni::N,juni,qershor
696,Juni::N,lipanj,qershor
697,Juli::N,juli,korrik
698,Juli::N,srpanj,korrik
699,August::N,august,gusht
700,August::N,kolovoz,gusht
701,September::N,rujan,shtator
702,September::N,septembar,shtator
703,Oktober::N,oktobar,tetor
704,Oktober::N,listopad,tetor
705,November::N,studeni,nëntor
706,November::N,novembar,nëntor
707,Dezember::N,prosinac,dhjetor
708,Montag::N,ponedjeljak,hënë
709,Montag::N,ponedjeljnik,hënë
710,Dienstag::N,utorak,martë
711,Dienstag::N,utornik,martë
712,Mittwoch::N,srijeda,mërkurë
713,Donnerstag::N,četvrtak,enjte
714,Freitag::N,petak,premte
715,Samstag::N,subota,shtunë
716,Sonntag::N,nedjelja,diel
717,groß::A,velik,madh
718,klein::A,mali,vogël
719,klein::A,malen,vogël
720,lang::A,dug,gjatë
721,lang::A,dugačak,gjatë
722,kurz::A,kratak,shkurtër
723,breit::A,širok,gjerë
724,schmal::A,uski,ngushtë
725,schmal::A,uzak,ngushtë
726,dicht::A,gust,dendur
727,dick[Gegenstand]::A,debeo,trashë
728,dünn::A,tanak,hollë
729,fein::A,fin,imët
730,fein::A,tanak,imët
731,fest::A,čvrst,fortë
732,flach::A,ravan,sheshtë
733,flach::A,plosnat,sheshtë
734,glatt::A,gladak,rrafshët
735,hart::A,tvrd,fortë
736,weich::A,mek,butë
737,weich::A,mekan,butë
738,rund::A,okrugao,rrumbullakët
739,spitz::A,oštar,majëmprehtë
740,spitz::A,šiljast,majëmprehtë
741,scharf::A,oštar,mprehtë
742,scharf::A,bridak,mprehtë
743,stumpf::A,tup,topitur
744,schwer::A,težak,rëndë
745,schön::A,krasan,bukur
746,heiß::A,vruć,nxehtë
747,warm::A,topao,ngrohtë
748,kalt::A,hladan,ftohtë
749,kühl::A,hladan,freskët
750,frisch::A,svjež,pastër
751,feucht::A,vlažan,lagësht
752,nass::A,mokar,lagur
753,trocken::A,suh,thatë
754,voll::A,pun,plotë
755,leer::A,prazan,bosh
756,leer::A,prazan,zbrazët
757,offen::A,otvoren,hapur
758,geschlossen::A,zatvoren,mbyllur
759,sauber::A,čist,dëlirë
760,schmutzig::A,nečist,ndyrë
761,schmutzig::A,blatan,ndyrë
762,roh::A,sirov,gjallë
763,reif::A,zreo,arrirë
764,lecker::A,tečan,shijshëm
765,lecker::A,ukusan,shijshëm
766,süß::A,sladak,ëmbël
767,bitter::A,gorak,hidhur
768,sauer::A,kiseo,thartë
769,hell::A,vedar,me dritë
770,hell::A,svijetao,me dritë
771,dunkel::A,taman,errët
772,schwarz::A,crn,i zi
773,weiß::A,bio,bardhë
774,weiß::A,bijel,bardhë
775,rot::A,crven,kuq
776,gelb::A,žut,verdhë
777,blau::A,plav,blu
778,blau::A,plav,kaltër
779,blau::A,modar,blu
780,blau::A,modar,kaltër
781,grün::A,zelen,blertë
782,grün::A,zelen,gjelbër
783,grau::A,siv,hirtë
784,grau::A,siv,bojë hiri
785,bunt::A,šaren,shumëngjyrëshëm
786,billig::A,jeftin,lirë
787,teuer::A,skup,shtrenjtë
788,wertvoll::A,vrijedan,çmuar
789,wertvoll::A,vrijedan,vlershëm
790,wertvoll::A,dragocjen,çmuar
791,wertvoll::A,dragocjen,vlershëm
792,blind::A,slijep,qorr
793,blind::A,slijep,verbër
794,taub::A,gluh,shurdhër
795,kräftig::A,snažan,fuqishëm
796,stark::A,jak,fortë
797,stark::A,snažan,fortë
798,schwach::A,slab,dobët
799,fett::A,pretio,dhjamur
800,schlank::A,vitak,hollë
801,hübsch::A,zgodan,bukur
802,hübsch::A,zgodan,hijshëm
803,böse::A,zao,keq
804,böse::A,opak,keq
805,dumm::A,glup,teveqel
806,faul::A,lijen,dembel
807,fleißig::A,radin,zellshëm
808,fleißig::A,marljiv,zellshëm
809,geizig::A,škrt,kurnac
810,geizig::A,škrt,dorështrënguar
811,klug::A,razborit,mençur
812,geschickt::A,vješt,aftë
813,lieb::A,drag,dashur
814,lustig::A,veseo,gëzuar
815,sanft::A,blag,butë
816,hungrig::A,gladan,uritur
817,krank::A,bolestan,sëmurë
818,nackt::A,nag,lakuriq
819,nackt::A,nag,zhveshur
820,traurig::A,tužan,trishtuar
821,traurig::A,žalostan,trishtuar
822,lebendig::A,živ,gjallë
