,Concept_ID,eu,it
825,blind::A,itsu,cieco
826,taub::A,gor,sordo
827,kräftig::A,kementsu,forte
828,kräftig::A,kementsu,robusto
829,stark::A,bizkor,forte
830,stark::A,bizkor,vigoroso
831,stark::A,indartsu,forte
832,stark::A,indartsu,vigoroso
833,schwach::A,ahul,dèbole
834,schwach::A,indargabe,dèbole
835,fett::A,gizen,grasso
836,schlank::A,lerden,snello
837,schlank::A,lerden,slanciato
838,hübsch::A,polit,bello
839,hübsch::A,polit,carino
840,böse::A,tzar,cattivo
841,böse::A,gaizto,cattivo
842,dumm::A,lelo,stùpido
843,dumm::A,pello,stùpido
844,faul::A,nagi,pigro
845,faul::A,alfer,pigro
846,fleißig::A,maratz,diligente
847,fleißig::A,lanzale,diligente
848,geizig::A,zeken,avaro
849,geizig::A,zikoitz,avaro
850,klug::A,zuhur,intelligente
851,geschickt::A,trebe,àbile
852,geschickt::A,antzetsu,àbile
853,lieb::A,maite,caro
854,lieb::A,laztan,caro
855,lustig::A,alaitsu,gaio
856,lustig::A,alaitsu,allegro
857,sanft::A,eme,dolce
858,sanft::A,ezti,dolce
859,hungrig::A,gose,affamato
860,krank::A,eri,malato
861,krank::A,eri,infermo
862,krank::A,gaixo,malato
863,krank::A,gaixo,infermo
864,nackt::A,biluzi,nudo
865,traurig::A,itun,triste
866,traurig::A,betilun,triste
867,lebendig::A,bizirik,vivo
868,gut::A,on,buono
869,schlecht::A,txar,cattivo
870,richtig::A,zuzen,giusto
871,schlimm::A,larri,grave
872,wahr::A,egiazko,vero
873,alt::A,zahar,vecchio
874,neu::A,berri,nuovo
875,ehemalig::A,lehengo,vecchio
876,ehemalig::A,lehengo,d'una_volta
877,alt[Lebewesen]::A,adindun,anziano
878,jung::A,gazte,giovane
879,arm::A,txiro,pòvero
880,arm::A,behartsu,pòvero
881,reich::A,dirudun,ricco
882,bekannt::A,ezagun,noto
883,bekannt::A,ezagun,conosciuto
884,berühmt::A,entzun,famoso
885,berühmt::A,entzun,cèlebre
886,berühmt::A,ospetsu,famoso
887,berühmt::A,ospetsu,cèlebre
888,fremd::A,arrotz,estràneo
889,fremd::A,arrotz,straniero
890,verschieden::A,ezberdin,diverso
891,verschieden::A,ezberdin,differente
892,verschieden::A,desberdin,diverso
893,verschieden::A,desberdin,differente
894,nah::A,hurre,vicino
895,nah::A,hurre,propinquo
896,nah::A,hurbil,vicino
897,nah::A,hurbil,propinquo
898,fern::A,urrun,lontano
899,linker::A,ezker,sinistro
900,rechter::A,eskuin,destro
901,anderer::A,beste,altro
902,erster::A,lehen,primo
903,erster::A,aurren,primo
904,zweiter::A,bigarren,secondo
905,dritter::A,hirugarren,terzo
906,letzter::A,azken,ùltimo
907,letzter::A,hondar,ùltimo
908,allein::ADV,bakarrik,solo
909,allein::ADV,bakarrik,da solo
910,auf einmal::ADV,batera,insieme
911,zusammen::ADV,elkarrekin,insieme
912,lange::ADV,luzaro,a lungo
913,plötzlich::ADV,bat-batean,all'improvviso
914,sofort::ADV,berehala,sùbito
915,sofort::ADV,berehala,all'istante
916,später::ADV,gero,più tardi
917,jetzt::ADV,orain,ora
918,jetzt::ADV,orain,adesso
919,heute::ADV,gaur,oggi
920,morgen::ADV,bihar,domani
921,bald::ADV,aurki,presto
922,bald::ADV,aurki,tra poco
923,bald::ADV,laster,presto
924,bald::ADV,laster,tra poco
925,dann::ADV,ondoren,allora
926,gestern::ADV,atzo,ieri
927,einst::ADV,antzina,prima
928,einst::ADV,antzina,un tempo
929,damals::ADV,orduan,allora
930,danach::ADV,gerora,poi
931,danach::ADV,gerora,dopo
932,danach::ADV,ondoren,poi
933,danach::ADV,ondoren,dopo
934,vorher::ADV,lehenago,prima
935,zuerst::ADV,aurrena,prima
936,zuerst::ADV,aurrena,dapprima
937,zuerst::ADV,lehenbizi,prima
938,zuerst::ADV,lehenbizi,dapprima
939,einmal::ADV,behin,una volta
940,einmal::ADV,aldi bat,una volta
941,manchmal::ADV,batzuetan,talvolta
942,manchmal::ADV,batzuetan,qualche volta
943,manchmal::ADV,zenbaitetan,talvolta
944,manchmal::ADV,zenbaitetan,qualche volta
945,oft::ADV,maiz,spesso
946,oft::ADV,askotan,spesso
947,immer::ADV,beti,sempre
948,niemals::ADV,inoiz ez,non mai
949,niemals::ADV,sekula ez,non mai
950,hier::ADV,hemen,qua
951,hierhin::ADV,hona,qua
952,von hier::ADV,hemendik,ne
953,von hier::ADV,hemendik,da qui
954,von hier::ADV,honetatik,ne
955,von hier::ADV,honetatik,da qui
956,dort::ADV,han,lì
957,dorthin::ADV,hara,là
958,geradeaus::ADV,artez,diritto
959,vorwärts::ADV,aurrera,avanti
960,rückwärts::ADV,atzera,all'indietro
961,rückwärts::ADV,atzerantz,all'indietro
962,zurück::ADV,atzera,di indietro
963,unten::ADV,behean,giù
964,unten::ADV,behean,sotto
965,hinab::ADV,behera,giù
966,hinab::ADV,behera,in giù
967,hinab::ADV,beherantz,giù
968,hinab::ADV,beherantz,in giù
969,oben::ADV,goian,su
970,oben::ADV,goian,sopra
971,hinauf::ADV,gora,in sù
972,hinauf::ADV,gora,in alto
973,hinauf::ADV,gorantz,in sù
974,hinauf::ADV,gorantz,in alto
975,überall::ADV,edonon,dappertutto
976,nicht::ADV,ez,non
977,ein wenig::ADV,apur bat,un po'
978,ein wenig::ADV,apur bat,un poco
979,ein wenig::ADV,pixka bat,un po'
980,ein wenig::ADV,pixka bat,un poco
981,kaum::ADV,ozta,a appena
982,kaum::ADV,nekez,a appena
983,sehr::ADV,oso,molto
984,so::ADV,hala,così
985,so::ADV,hala,tanto
986,so::ADV,honela,così
987,so::ADV,honela,tanto
988,noch::ADV,oraindik,ancora
989,nur::ADV,bakarrik,solo
990,nur::ADV,bakarrik,soltanto
991,schon::ADV,ja,già
992,schon::ADV,jada,già
993,wieder::ADV,berriro,di nuovo
994,vergebens::ADV,alferrik,invano
995,vor::PRP,aurrean,davanti a
996,hinter::PRP,ostean,dietro
997,hinter::PRP,gibelean,dietro
998,unter::PRP,pean,sotto
999,unter::PRP,azpian,sotto
1000,durch::PRP,zehar,per
1001,durch::PRP,zehar,attraverso
1002,neben::PRP,ondoan,a accanto a
1003,neben::PRP,aldamenean,a accanto a
1004,zwischen::PRP,artean,fra
1005,wegen::PRP,-gatik,a causa di
1006,dies::PRN,hau,ciò
1007,dies::PRN,hau,questo
1008,das::PRN,hura,ciò
1009,das::PRN,hura,quello
1010,alles::PRN,dena,tutto
1011,ich::PRN,ni,ìo
1012,du::PRN,zu,tu
1013,er::PRN,bera,lui
1014,er::PRN,bera,egli
1015,wir::PRN,gu,noi
1016,ihr::PRN,zuek,voi
1017,sie::PRN,berak,loro
1018,was::FPRN,zer,che
1019,was::FPRN,zer,che cosa
1020,wer::FPRN,nor,chi
1021,wo::FADV,non,dove
1022,wohin::FADV,nora,dove
1023,wie::FADV,nola,come
1024,wie::FADV,zelan,come
1025,warum::FADV,zeren,perche
1026,warum::FADV,zergatik,perche
1027,wieviel::FNUM,zenbat,quanto
1028,eins::NUM,bat,uno
1029,zwei::NUM,bi,due
1030,zwei::NUM,biga,due
1031,drei::NUM,hiru,tre
1032,vier::NUM,lau,quattro
1033,fünf::NUM,bost,cinque
1034,sechs::NUM,sei,sei
1035,sieben::NUM,zazpi,sette
1036,acht::NUM,zortzi,otto
1037,neun::NUM,bederatzi,nove
1038,zehn::NUM,hamar,dieci
1039,elf::NUM,hamaika,ùndici
1040,zwölf::NUM,hamabi,dodici
1041,zwanzig::NUM,hogei,venti
1042,dreißig::NUM,hogeita hamar,trenta
1043,vierzig::NUM,berrogei,quaranta
1044,fünfzig::NUM,berrogeita hamar,cinquanta
1045,sechzig::NUM,hirurogei,sessanta
1046,siebzig::NUM,hirurogeita hamar,settanta
1047,achtzig::NUM,laurogei,ottanta
1048,neunzig::NUM,laurogeita hamar,novanta
1049,hundert::NUM,ehun,cento
1050,tausend::NUM,mila,mille
1051,und::CNJ,eta,e
1052,oder::CNJ,edo,o
1053,stehen::V,zutik egon,stare in piedi
1054,sitzen::V,eserita egon,sedere
1055,sitzen::V,eserita egon,stare seduto
1056,liegen::V,etzan,giacere
1057,hängen::V,eskegita egon,pèndere
1058,hängen::V,eskegita egon,èssere appeso
1059,hängen::V,zintzilik egon,pèndere
1060,hängen::V,zintzilik egon,èssere appeso
1061,werden::V,bihurtu,farsi
1062,werden::V,bihurtu,diventare
1063,werden::V,bilakatu,farsi
1064,werden::V,bilakatu,diventare
1065,passieren::V,pasatu,succèdere
1066,passieren::V,gertatu,succèdere
1067,beginnen::V,hasi,cominciare
1068,enden::V,bukatu,finire
1069,enden::V,bukatu,terminare
1070,wechseln::V,aldatu,variare
1071,wechseln::V,aldatu,cambiare
1072,aufgehen[Sonne]::V,ilki,sòrgere
1073,aufgehen[Sonne]::V,ilki,spuntare
1074,aufgehen[Sonne]::V,sortu,sòrgere
1075,aufgehen[Sonne]::V,sortu,spuntare
1076,untergehen[Sonne]::V,sartu,tramontare
1077,scheinen[Sonne]::V,eguzkia egon,splèndere
1078,donnern::V,trumoia jo,tonare
1079,wehen::V,haizea ibili,soffiare
1080,strömen::V,zorrotadaka isuri,fluire
1081,fließen::V,isuri,fluire
1082,fließen::V,isuri,scorrere
1083,sich drehen::V,biratu,girarsi
1084,schwanken::V,zabuka ibili,oscillare
1085,schwanken::V,zabuka ibili,barcollare
1086,schwingen::V,kulunkatu,vibrare
1087,schwingen::V,kulunkatu,oscillare
1088,fallen::V,erori,cadere
1089,brennen::V,sutan egon,àrdere
1090,brennen::V,sutan egon,bruciare
1091,rauchen::V,kea bota,fumare
1092,regnen::V,euria ari izan,piòvere
1093,gefrieren::V,izoztu,gelarsi
1094,gefrieren::V,izoztu,congelarsi
1095,gefrieren::V,hormatu,gelarsi
1096,gefrieren::V,hormatu,congelarsi
1097,tauen::V,gesaldu,sciògliersi
1098,schmelzen::V,urtu,fòndere
1099,schmelzen::V,urtu,sciògliersi
1100,trocknen::V,idortu,asciugarsi
1101,trocknen::V,lehortu,asciugarsi
1102,sieden::V,irakin,bollire
1103,faulen::V,hirotu,marcire
1104,faulen::V,usteldu,marcire
1105,verfaulen::V,hirotu,imputridire
1106,verfaulen::V,usteldu,imputridire
1107,reißen::V,eten,strapparsi
1108,reißen::V,tarrat egin,strapparsi
1109,versinken::V,urperatu,affondare
1110,vergehen::V,iragan,passare
1111,erscheinen::V,agertu,apparire
1112,erscheinen::V,agertu,comparire
1113,verschwinden::V,desagertu,sparire
1114,verschwinden::V,desagertu,scomparire
1115,sinken::V,beheititu,calare
1116,sinken::V,beheititu,scendere
1117,abnehmen::V,gutxitu,diminuire
1118,abnehmen::V,beheratu,diminuire
1119,zunehmen::V,gora egin,aumentare
1120,steigen::V,igo,salire
1121,steigen::V,igo,montare
1122,wachsen::V,hazi,crescere
1123,glänzen::V,distiratu,splèndere
1124,funkeln::V,izarniatu,brillare
1125,funkeln::V,izarniatu,scintillare
1126,lärmen::V,zarata atera,strepitare
1127,lärmen::V,zarata atera,fare chiasso
1128,läuten::V,jo,suonare
1129,läuten::V,hots egin,suonare
1130,klingeln::V,txirrina jo,suonare
1131,klirren::V,tintin egin,tintinnare
1132,brausen::V,marru egin,rombare
1133,brausen::V,marru egin,rumoreggiare
1134,rauschen::V,fir-fir egin,frusciare
1135,klingen::V,soinu egin,suonare
1136,bellen::V,zaunkatu,latrare
1137,bellen::V,zaunkatu,abbaiare
1138,heulen::V,ulu egin,urlare
1139,heulen::V,ulu egin,ululare
1140,heulen::V,uhuri egin,urlare
1141,heulen::V,uhuri egin,ululare
1142,blasen::V,ufa egin,soffiare
1143,blasen::V,putz egin,soffiare
1144,pfeifen::V,txistu egin,fischiare
1145,schreien::V,oihu egin,gridare
1146,schreien::V,garrasi egin,gridare
1147,stöhnen::V,intziri egin,gèmere
1148,zittern::V,ikara egin,tremare
1149,zittern::V,dar-dar egin,tremare
1150,leben::V,bizi izan,vìvere
1151,geboren werden::V,jaio,nàscere
1152,atmen::V,hats egin,respirare
1153,atmen::V,arnasa egin,respirare
1154,trinken::V,edan,bere
1155,essen::V,jan,mangiare
1156,schlucken::V,irentsi,inghiottire
1157,müde werden::V,unatu,stancarsi
1158,müde werden::V,nekatu,stancarsi
1159,einschlafen::V,lokartu,addormentarsi
1160,schlafen::V,lo egin,dormire
1161,aufwachen::V,esnatu,svegliarsi
1162,aufwachen::V,atzarri,svegliarsi
1163,aufstehen::V,jaiki,levarsi
1164,sich erholen::V,atseden egin,riposarsi
1165,krank werden::V,gaixotu,ammalarsi
1166,krank sein::V,eri izan,èssere malato
1167,krank sein::V,gaixo izan,èssere malato
1168,schmerzen::V,min egin,dolere
1169,husten::V,eztul egin,tossire
1170,genesen::V,osatu,guarire
1171,sterben::V,hil,morire
1172,sterben::V,zendu,morire
1173,umkommen::V,istripuz hil,perire
1174,sich bewegen::V,higitu,agitarsi
1175,sich rühren::V,zirkin egin,muòversi
1176,sich erheben::V,zutitu,alzarsi
1177,sich erheben::V,altxatu,alzarsi
1178,sich setzen::V,eseri,sedersi
1179,sich setzen::V,jesarri,sedersi
1180,hinfallen::V,erori,cadere
1181,laufen::V,ibili,camminare
1182,laufen::V,ibili,andare a piedi
1183,schreiten::V,oinkatu,andare
1184,schreiten::V,oinkatu,procedere
1185,spazierengehen::V,paseatu,passeggiare
1186,spazierengehen::V,paseatu,andare a passeggio
1187,spazierengehen::V,ostera bat egin,passeggiare
1188,spazierengehen::V,ostera bat egin,andare a passeggio
1189,eilen::V,lasterkatu,andare in fretta
1190,sich beeilen::V,lehiatu,affrettarsi
1191,sausen::V,ziztu bizian joan,volare
1192,sausen::V,ziztu bizian joan,correre
1193,rennen::V,lasterka egin,correre
1194,springen::V,jauzi egin,saltare
1195,klettern::V,igo,arrampicarsi
1196,schaukeln::V,zabu egin,fare l'altalena
1197,schaukeln::V,zanbulu egin,fare l'altalena
1198,kriechen::V,narras egin,strisciare
1199,schwimmen::V,igerikatu,nuotare
1200,schwimmen::V,igeri egin,nuotare
1201,tauchen::V,murgildu,tuffarsi
1202,tauchen::V,murgildu,immèrgersi
1203,tauchen::V,pulunpatu,tuffarsi
1204,tauchen::V,pulunpatu,immèrgersi
1205,rudern::V,bogatu,remare
1206,rudern::V,arraun egin,remare
1207,fahren::V,joan,andare
1208,fahren::V,joan,viaggiare
1209,fliegen::V,hegaldatu,volare
1210,fliegen::V,hegan egin,volare
1211,gehen::V,joan,andare
1212,weggehen::V,alde egin,andàrsene
1213,weggehen::V,alde egin,andare via
1214,abfahren::V,abiatu,partire
1215,anhalten::V,geratu,fermarsi
1216,anhalten::V,gelditu,fermarsi
1217,hineingehen::V,sartu,entrare
1218,eintreten::V,sartu,entrare
1219,kommen::V,etorri,venire
1220,ankommen::V,heldu,arrivare
1221,ankommen::V,iritsi,arrivare
1222,zurückkommen::V,itzuli,ritornare
1223,bleiben::V,gelditu,restare
1224,bleiben::V,gelditu,rimanere
1225,warten::V,itxaron,aspettare
1226,warten::V,zain egon,aspettare
1227,erwarten::V,iguriki,attèndere
1228,suchen::V,bilatu,cercare
1229,finden::V,idoro,trovare
1230,finden::V,aurkitu,trovare
1231,versuchen::V,saiatu,tentare
1232,versuchen::V,ahalegindu,tentare
1233,vorbereiten::V,gertatu,preparare
1234,lieben::V,maitatu,amare
1235,lieben::V,maite izan,amare
1236,mögen::V,laket izan,piacere a
1237,mögen::V,laket izan,volere bene a
1238,mögen::V,atsegin izan,piacere a
1239,mögen::V,atsegin izan,volere bene a
1240,lachen::V,irri egin,rìdere
1241,lachen::V,barre egin,rìdere
1242,rühren::V,hunkitu,commuòvere
1243,weinen::V,negar egin,piàngere
1244,schimpfen::V,erneguka ari izan,imprecare
1245,sich ärgern::V,ernegatu,stizzirsi
1246,sich ärgern::V,ernegatu,arrabbiarsi
1247,sich ärgern::V,haserretu,stizzirsi
1248,sich ärgern::V,haserretu,arrabbiarsi
1249,sich fürchten::V,beldur izan,avere paura
1250,fürchten::V,beldur izan,temere
1251,fliehen::V,ihes egin,fuggire
1252,flüchten::V,ihes egin,sfuggire
1253,sehen::V,ikusi,vedere
1254,anschauen::V,begietsi,guardare
1255,ansehen::V,begiratu,guardare
1256,hören::V,aditu,udire
1257,hören::V,aditu,sentire
1258,zuhören::V,entzun,ascoltare
1259,probieren::V,dastatu,degustare
1260,probieren::V,dastatu,assaggiare
1261,riechen::V,usnatu,sentire
1262,riechen::V,usaindu,sentire
1263,fühlen::V,sentitu,sentire
1264,scheinen::V,iruditu,parere
1265,scheinen::V,iruditu,sembrare
1266,scheinen::V,begitandu,parere
1267,scheinen::V,begitandu,sembrare
1268,zu sehen sein::V,azaldu,vedersi
1269,vernehmen::V,aditu,sentire
1270,vernehmen::V,aditu,percepire
1271,frieren::V,hotz izan,aver freddo
1272,tun::V,egin,fare
1273,können::V,ahal izan,sapere
1274,wollen::V,nahi izan,volere
1275,anfangen::V,hasi,iniziare
1276,anfangen::V,hasi,cominciare
1277,beenden::V,bukatu,finire
1278,beenden::V,bukatu,terminare
1279,aufhören::V,utzi,finire
1280,aufhören::V,utzi,cessare
1281,gelingen::V,lortu,riuscire
1282,geraten::V,heldu,stare
1283,öffnen::V,ireki,aprire
1284,öffnen::V,zabaldu,aprire
1285,schließen::V,itxi,chiùdere
1286,stellen::V,ipini,porre
1287,stellen::V,ipini,mettere
1288,setzen::V,jesarri,porre
1289,setzen::V,jesarri,mettere
1290,legen::V,jarri,posare
1291,legen::V,jarri,mettere
1292,berühren::V,ukitu,toccare
1293,verbinden::V,uztartu,unire
1294,verbinden::V,uztartu,congiùngere
1295,bedecken::V,estali,coprire
1296,bedecken::V,estali,ricoprire
1297,aufhängen::V,eseki,attaccare
1298,aufhängen::V,eskegi,attaccare
1299,anzünden::V,piztu,accèndere
1300,anzünden::V,piztu,incendiare
1301,aufheben::V,jaso,raccògliere
1302,zurücklassen::V,atzean utzi,lasciare
1303,zurücklassen::V,atzean utzi,lasciare indietro
1304,verlieren::V,galdu,pèrdere
1305,fallen lassen::V,erortzen utzi,lasciare cadere
1306,machen::V,egin,fare
1307,herstellen::V,ekoiztu,produrre
1308,herstellen::V,ekoiztu,fabbricare
1309,bauen::V,eraiki,costruire
1310,reparieren::V,konpondu,riparare
1311,verbessern::V,hobetu,migliorare
1312,ändern::V,mudatu,mutare
1313,ändern::V,mudatu,cambiare
1314,graben::V,aitzurtu,scavare
1315,beugen::V,makurtu,chinare
1316,beugen::V,makurtu,flettere
1317,biegen::V,malgutu,tòrcere
1318,biegen::V,makolatu,tòrcere
1319,drehen::V,jiratu,girare
1320,wenden::V,bihurtu,girare
1321,wenden::V,bihurtu,voltare
1322,umdrehen::V,biratu,rivoltare
1323,umdrehen::V,alderantzikatu,rivoltare
1324,heben::V,jaso,levare
1325,heben::V,goratu,levare
1326,hochheben::V,goratu,levare
1327,hochheben::V,goratu,sollevare
1328,hochheben::V,altxatu,levare
1329,hochheben::V,altxatu,sollevare
1330,ergreifen::V,oratu,afferrare
1331,halten::V,eutsi,tenere
1332,drücken::V,sakatu,premere
1333,schieben::V,bultzatu,spìngere
1334,kratzen::V,hatz egin,grattare
1335,kratzen::V,hatz egin,graffiare
1336,kratzen::V,hazka egin,grattare
1337,kratzen::V,hazka egin,graffiare
1338,lecken::V,miaztu,leccare
1339,lecken::V,lamikatu,leccare
1340,beißen::V,hozka egin,mòrdere
1341,beißen::V,ausiki egin,mòrdere
1342,abreißen::V,kendu,staccarsi
1343,abreißen::V,kendu,strapparsi
1344,abschneiden::V,moztu,tagliare
1345,abschneiden::V,pikatu,tagliare
1346,binden::V,lotu,legare
1347,binden::V,lotu,bendare
1348,binden::V,estekatu,legare
1349,binden::V,estekatu,bendare
1350,stecken::V,sartu,ficcare
1351,brechen::V,apurtu,rompere
1352,klopfen::V,jo,bàttere
1353,hauen::V,jo,picchiare
1354,kleben::V,itsatsi,incollare
1355,reiben::V,igurtzi,fregare
1356,streichen::V,igurtzi,spalmare
1357,schleifen::V,zorroztu,arrotare
1358,schneiden::V,moztu,tagliare
1359,rütteln::V,astindu,scuòtere
1360,rütteln::V,inarrosi,scuòtere
1361,schütteln::V,astindu,agitare
1362,schütteln::V,astindu,scuòtere
1363,schütteln::V,inarrosi,agitare
1364,schütteln::V,inarrosi,scuòtere
1365,schwenken::V,zabukatu,agitare
1366,schwenken::V,zabukatu,sventolare
1367,schütten::V,isuri,versare
1368,füllen::V,bete,riempire
1369,einwickeln::V,bildu,involtare
1370,tragen::V,eroan,portare
1371,tragen::V,eraman,portare
1372,schleppen::V,narrastu,trainare
1373,schleppen::V,narrastu,trascinare
1374,schleppen::V,herrestatu,trainare
1375,schleppen::V,herrestatu,trascinare
1376,ziehen::V,tira egin,tirare
1377,aufbewahren::V,gorde,custodire
1378,aufbewahren::V,gorde,conservare
1379,werfen::V,jaurti,gettare
1380,werfen::V,jaurti,lanciare
1381,werfen::V,aurtiki,gettare
1382,werfen::V,aurtiki,lanciare
1383,fangen::V,atzeman,prèndere
1384,fangen::V,atzeman,acchiappare
1385,packen::V,heldu,pigliare
1386,packen::V,heldu,afferrare
1387,verstecken::V,ostendu,nascondere
1388,verstecken::V,ezkutatu,nascondere
1389,teilen::V,zatitu,divìdere
1390,schicken::V,bidali,inviare
1391,bringen::V,ekarri,portare
1392,bringen::V,ekarri,apportare
1393,hinzufügen::V,eratxiki,aggiùngere
1394,hinzufügen::V,gaineratu,aggiùngere
1395,bekommen::V,jaso,ricevere
1396,erhalten::V,jaso,ricevere
1397,nehmen::V,hartu,prèndere
1398,wählen::V,hautatu,elèggere
1399,wählen::V,hautatu,scegliere
1400,wählen::V,aukeratu,elèggere
1401,wählen::V,aukeratu,scegliere
1402,auswählen::V,hautatu,scegliere
1403,auswählen::V,aukeratu,scegliere
1404,bewahren::V,begiratu,conservare
1405,behindern::V,oztopatu,impedire
1406,verderben::V,hondatu,guastare
1407,beschädigen::V,akastu,danneggiare
1408,zerbrechen::V,apurtu,rompere
1409,zerbrechen::V,apurtu,spezzare
1410,zerreißen::V,zarratatu,stracciare
1411,zerstören::V,suntsitu,distrùggere
1412,verbrennen::V,erre,bruciare
1413,verbrennen::V,kiskali,bruciare
1414,geben::V,eman,dare
1415,reichen::V,luzatu,pòrgere
1416,reichen::V,helarazi,pòrgere
1417,schenken::V,oparitu,regalare
1418,versprechen::V,agindu,promettere
1419,wünschen::V,opatu,augurare
1420,wünschen::V,opetsi,augurare
1421,loben::V,laudatu,lodare
1422,loben::V,goraipatu,lodare
1423,küssen::V,musu eman,baciare
1424,wiegen::V,kulunkatu,cullare
1425,wiegen::V,kulunkatu,dondolare
1426,zudecken::V,estali,coprire
1427,wecken::V,esnatu,svegliare
1428,wecken::V,iratzartu,svegliare
1429,zeigen::V,erakutsi,indicare
1430,führen::V,gidatu,guidare
1431,führen::V,gidatu,condurre
1432,lehren::V,irakatsi,insegnare
1433,unterrichten::V,eskolak eman,istruire
1434,unterrichten::V,eskolak eman,insegnare
1435,aufziehen::V,hazi,allevare
1436,leiten::V,arteztu,avviare
1437,leiten::V,arteztu,dirìgere
1438,antreiben::V,bulkatu,incitare
1439,lassen::V,-arazi,fare
1440,einladen::V,gonbidatu,invitare
1441,vereinigen::V,batu,unire
1442,vereinigen::V,bateratu,unire
1443,besuchen::V,ikustatu,visitare
1444,besuchen::V,ikustatu,far vìsita a
1445,treffen::V,topatu,incontrare
1446,sich versammeln::V,bildu,rinunirsi
1447,spielen::V,jolastu,giocare
1448,singen::V,abestu,cantare
1449,singen::V,kantatu,cantare
1450,tanzen::V,dantzatu,danzare
1451,tanzen::V,dantzan egin,danzare
1452,sich trennen::V,banandu,separarsi
1453,verlassen::V,utzietsi,lasciare
1454,verlassen::V,utzietsi,abbandonare
1455,retten::V,salbatu,salvare
1456,retten::V,gaizkatu,salvare
1457,bewachen::V,jagon,custodire
1458,bewachen::V,zaindu,custodire
1459,schützen::V,babestu,protèggere
1460,schützen::V,gerizatu,protèggere
1461,verteidigen::V,aldeztu,difèndere
1462,sich schlagen::V,elkar jo,bàttersi
1463,sich schlagen::V,elkar borrokatu,bàttersi
1464,schießen::V,tiro egin,sparare
1465,siegen::V,irabazi,vìncere
1466,ärgern::V,ernegatu,stizzire
1467,ärgern::V,haserretu,stizzire
1468,schlagen::V,jo,bàttere
1469,schlagen::V,erauntsi,bàttere
1470,treten::V,zapaldu,calciare
1471,treten::V,ostiaktu,calciare
1472,stechen::V,sastatu,pùngere
1473,stoßen::V,bultzatu,urtare
1474,stoßen::V,bultzatu,spìngere
1475,stehlen::V,ostu,rubare
1476,stehlen::V,lapurtu,rubare
1477,stören::V,galarazi,disturbare
1478,belästigen::V,gohaindu,molestare
1479,belästigen::V,gohaindu,importunare
1480,belästigen::V,alamena eman,molestare
1481,belästigen::V,alamena eman,importunare
1482,verbergen::V,ezkutatu,celare
1483,verbergen::V,ezkutatu,nascondere
1484,täuschen::V,tronpatu,ingannare
1485,täuschen::V,engainatu,ingannare
1486,betrügen::V,iruzurtu,frodare
1487,betrügen::V,iruzurtu,truffare
1488,töten::V,hil,uccìdere
1489,töten::V,heriotza eman,uccìdere
1490,wohnen::V,bizi izan,abitare
1491,arbeiten::V,lan egin,lavorare
1492,arbeiten::V,behar egin,lavorare
1493,sammeln::V,bildu,raccògliere
1494,sammeln::V,bildu,collezionare
1495,sammeln::V,bildumatu,raccògliere
1496,sammeln::V,bildumatu,collezionare
1497,pflücken::V,batu,cògliere
1498,pflücken::V,bildu,cògliere
1499,jagen::V,ehizatu,cacciare
1500,fischen::V,arrantzatu,pescare
1501,fischen::V,arrantza egin,pescare
1502,fassen::V,harrapatu,catturare
1503,fassen::V,harrapatu,acchiappare
1504,hüten::V,begiratu,pascolare
1505,treiben::V,bultza egin,spìngere
1506,anbinden::V,estekatu,legare
1507,anbinden::V,estekatu,attaccare
1508,füttern::V,bazkatu,dar da mangiare a
1509,melken::V,jetzi,mùngere
1510,hacken::V,xehatu,tritare
1511,hacken::V,xehatu,spaccare
1512,gießen::V,isuri,annaffiare
1513,reifen::V,heldu,maturare
1514,reifen::V,zoritu,maturare
1515,zubereiten::V,prestatu,preparare
1516,kochen::V,egosi,cuòcere
1517,backen::V,labean egin,cuòcere
1518,backen::V,labean egin,cuòcere al forno
1519,braten::V,erregosi,frìggere
1520,braten::V,erregosi,arrostire
1521,umrühren::V,eragin,mescolare
1522,stricken::V,trikotatu,llavorare a maglia
1523,stricken::V,puntu egin,llavorare a maglia
1524,nähen::V,josi,cucire
1525,färben::V,tindatu,tìngere
1526,reinigen::V,ikuzi,pulire
1527,reinigen::V,ikuzi,nettare
1528,reinigen::V,garbitu,pulire
1529,reinigen::V,garbitu,nettare
1530,waschen::V,xahutu,lavare
1531,waschen::V,garbitu,lavare
1532,abwischen::V,xukatu,asciugare
1533,spülen::V,irakutzi,lavare
1534,spülen::V,irakutzi,sciacquare
1535,fegen::V,erraztatu,spazzare
1536,kehren::V,isastu,spazzare
1537,baden::V,bainatu,bagnarsi
1538,baden::V,bainatu,fare il bagno
1539,baden::V,bainua hartu,bagnarsi
1540,baden::V,bainua hartu,fare il bagno
1541,sich waschen::V,burua garbitu,lavarsi
1542,ausziehen::V,erantzi,tògliersi
1543,anziehen::V,jantzi,mettersi
1544,anziehen::V,jantzi,indossare
1545,sich anziehen::V,jantzi,vestirsi
1546,kämmen::V,orraztu,pettinare
1547,schmücken::V,apaindu,ornare
1548,schmücken::V,apaindu,decorare
1549,sagen::V,esan,dire
1550,sprechen::V,mintzatu,parlare
1551,sprechen::V,hitz egin,parlare
1552,reden::V,hitz egin,parlare
1553,sich unterhalten::V,solastu,conversare
1554,sich unterhalten::V,solas egin,conversare
1555,fragen::V,galdetu,chièdere
1556,fragen::V,galdetu,domandare
