,Concept_ID,ta,la
696,ihr::PRN,நீங்கள்,vos
697,sie::PRN,அவர்கள்,ii
698,sie::PRN,அவர்கள்,illi
699,was::FPRN,என்ன,quid
700,wer::FPRN,யார்,quis
701,wo::FADV,எங்கே,ubi
702,wohin::FADV,எதற்கு,quo
703,wie::FADV,எப்படி,quomodo
704,warum::FADV,ஏன்,cur
705,wieviel::FNUM,எவ்வளவு,quantum
706,eins::NUM,ஒன்று,unus
707,zwei::NUM,இரண்டு,duo
708,drei::NUM,மூன்று,tres
709,vier::NUM,நான்கு,quattuor
710,fünf::NUM,ஐந்து,quinque
711,sechs::NUM,ஆறு,sex
712,sieben::NUM,ஏழு,septem
713,acht::NUM,எட்டு,octo
714,neun::NUM,ஒன்பது,novem
715,zehn::NUM,பத்து,decem
716,elf::NUM,பதினொன்று,undecim
717,zwölf::NUM,பன்னிரண்டு,duodecim
718,zwanzig::NUM,இருபது,viginti
719,dreißig::NUM,முப்பது,triginta
720,vierzig::NUM,நாற்பது,quadraginta
721,fünfzig::NUM,ஐமபது,quinquaginta
722,sechzig::NUM,அறுபது,sexaginta
723,siebzig::NUM,எழுபது,septuaginta
724,achtzig::NUM,எண்பது,octoginta
725,neunzig::NUM,தொன்னூறு,nonaginta
726,hundert::NUM,நூறு,centum
727,tausend::NUM,ஆயிரம்,mille
728,und::CNJ,மற்றும்,et
729,und::CNJ,மற்றும்,-que
730,oder::CNJ,அல்லது,vel
731,stehen::V,நில்,stare
732,sitzen::V,உட்கார்,sedere
733,liegen::V,படு,iacere
734,hängen::V,தொங்கச் செய்,pendere
735,werden::V,ஆகு,fieri
736,passieren::V,நிகழ்,accidere
737,beginnen::V,ஆரம்பி,incipere
738,enden::V,முடி,finem habere
739,wechseln::V,மாற்று,mutari
740,aufgehen[Sonne]::V,உயர எழு,oriri
741,untergehen[Sonne]::V,பொறுத்து,occidere
742,scheinen[Sonne]::V,பிரகாசி,lucere
743,donnern::V,இடி,tonare
744,wehen::V,வீசு,flare
745,strömen::V,பாயதல்,fluere
746,fließen::V,நீரோட்டம் போக்கில் போ,manare
747,sich drehen::V,சுழல்,torqueri
748,schwanken::V,தள்ளாடு,vacillare
749,schwingen::V,ஆடு,vibrare
750,fallen::V,விழு,cadere
751,brennen::V,எரி,ardere
752,rauchen::V,பகை பிடி,fumare
753,regnen::V,மழை பெய்,pluere
754,gefrieren::V,உறைந்துவிடு,congelari
755,tauen::V,உருகு,rorare
756,schmelzen::V,உருகு,liquescere
757,trocknen::V,உலர்த்து,arescere
758,sieden::V,கொதிக்க வை,fervere
759,faulen::V,அழுகச் செய்,putescere
760,verfaulen::V,அழுகச் செய்,putescere
761,reißen::V,திடீரென அறு,scindi
762,versinken::V,மூழ்கு,mergi
763,vergehen::V,கடந்துசெல்,praeterire
764,erscheinen::V,தோன்றச்,apparere
765,verschwinden::V,மறைந்து போ,discedere
766,sinken::V,பதைவுறு,labi
767,abnehmen::V,குறை,deminui
768,zunehmen::V,உயர்த்து,augeri
769,steigen::V,உயர எழு,augescere
770,wachsen::V,வளர்,crescere
771,glänzen::V,மிளிர்,splendere
772,funkeln::V,பிரகாசி,micare
773,lärmen::V,கொம்பு,strepere
774,läuten::V,மணியொலியிசை,sonare
775,klingeln::V,மணி அடி,tinnire
776,klirren::V,கிலுங்கு,crepare
777,brausen::V,இரைதல்,saevire
778,rauschen::V,சலசலப்பு,crepare
779,klingen::V,சிலம்புதல்,sonare
780,bellen::V,குரை,latrare
781,heulen::V,ஊளையிடு,ululare
782,blasen::V,ஊது,flare
783,pfeifen::V,சீழ்க்கை எழப்பு,sibilare
784,schreien::V,கூச்சலிடு,clamare
785,stöhnen::V,வேதனை,gemere
786,zittern::V,நடுங்கு,tremere
787,zittern::V,நடுங்கு,trepidare
788,leben::V,உயிருடனிரு,vivere
789,geboren werden::V,பிற,nasci
790,atmen::V,சுவாசி,spirare
791,trinken::V,குடி,bibere
792,essen::V,சாப்பிடு,edere
793,schlucken::V,முழுங்கு,devorare
794,müde werden::V,கையயர்தல்,fatigari
795,einschlafen::V,தூங்க,obdormiscere
796,schlafen::V,தூங்கு,dormire
797,aufwachen::V,எழுப்பு,expergisci
798,aufstehen::V,எழுந்திரு,exsurgere
799,sich erholen::V,இளைப்பாறு,se reficere
800,krank werden::V,விழுதல்,aegrescere
801,krank sein::V,நருக்கலாயிருக்க,aegrotare
802,schmerzen::V,நோவுறு,dolere
803,husten::V,இருமு,tussire
804,genesen::V,குணம் அடை,convalescere
805,sterben::V,மரணமடை,mori
806,umkommen::V,நசி,perire
807,sich bewegen::V,நகர்த்து,se movere
808,sich rühren::V,அசை,micare
809,sich erheben::V,எழுந்து நில்,surgere
810,sich setzen::V,உட்கார்,considere
811,hinfallen::V,விழு,cadere
812,laufen::V,நட,vadere
813,schreiten::V,கவடுவைத்தல்,gradi
814,spazierengehen::V,உலவு,ambulare
815,eilen::V,விரைந்து,properare
816,sich beeilen::V,அவசரப்படுத்து,festinare
817,sausen::V,விரைந்து செல்,currere
818,rennen::V,ஓடு,currere
819,springen::V,குதி,salire
820,klettern::V,ஏறு,niti
821,schaukeln::V,தள்ளாடு,oscillare
822,kriechen::V,மெதுவாக நடந்து செல்,repere
823,kriechen::V,மெதுவாக நடந்து செல்,serpere
824,schwimmen::V,நீந்து,nare
825,schwimmen::V,நீந்து,natare
826,tauchen::V,மூழ்கி நீச்சலடி,mergere
827,rudern::V,துடுப்புப் போடு,remigare
828,fahren::V,ஓட்டு,vehi
829,fliegen::V,பற,volare
830,gehen::V,போ,ire
831,gehen::V,போ,vadere
832,weggehen::V,விலகிச் செல்,abire
833,weggehen::V,விலகிச் செல்,discedere
834,abfahren::V,புறப்பட்டுச் செல்,proficisci
835,anhalten::V,நின்றுவிடு,consistere
836,hineingehen::V,மறையச் செய்,inire
837,hineingehen::V,மறையச் செய்,ingredi
838,eintreten::V,நுழை,intrare
839,kommen::V,வா,venire
840,ankommen::V,வநது சேர்,advenire
841,zurückkommen::V,திரும்பி வா,revenire
842,bleiben::V,இரு,manere
843,warten::V,தாமதி,opperiri
844,erwarten::V,எதிர்நோக்கு,opperiri
845,erwarten::V,எதிர்நோக்கு,expectare
846,suchen::V,தேடு,quaerere
847,finden::V,கண்டுபிடி,reperire
848,versuchen::V,முயற்சி செய்,conari
849,versuchen::V,முயற்சி செய்,temptare
850,vorbereiten::V,ஆயத்தம் செய்,parare
851,lieben::V,அன்பு செலுத்து,amare
852,mögen::V,விரும்பு,amare
853,lachen::V,சிரி,ridere
854,rühren::V,இதயத்தைத் தொடு,commovere
855,weinen::V,அழு,flere
856,schimpfen::V,சாபமிடு,increpare
857,sich ärgern::V,கோப்பபடு,indignari
858,sich fürchten::V,பயப்படு,vereri
859,fürchten::V,பயப்படுத்து,timere
860,fliehen::V,ஓடு,fugere
861,flüchten::V,தப்பிவிடு,effugere
862,sehen::V,பார்,videre
863,anschauen::V,கூர்ந்து கவனி,aspectare
864,ansehen::V,கவனி,spectare
865,hören::V,கேள்,audire
866,zuhören::V,சுவைத்துப் பார்,auscultare
867,probieren::V,ருசி,gustare
868,riechen::V,முகர்ந்து பார்,olfacere
869,fühlen::V,தொட்டுணர்,sentire
870,scheinen::V,காணப்படு,videri
871,zu sehen sein::V,தோன்றுதல்,conspici
872,vernehmen::V,கேள்,comperire
873,frieren::V,குதுகுதுகு,algere
874,tun::V,செய்,facere
875,können::V,இயல்வது,posse
876,wollen::V,விரும்பு,velle
877,anfangen::V,தொடங்கு,incipere
878,beenden::V,முடி,finire
879,aufhören::V,நிறுத்து,desistere
880,gelingen::V,வெற்றி,contingere
881,geraten::V,ஏற்படுத்து,evenire
882,öffnen::V,திற,aperire
883,schließen::V,மூடு,claudere
884,stellen::V,வை,sistere
885,setzen::V,வை,ponere
886,legen::V,பரப்பி வை,ponere
887,berühren::V,பதி,tangere
888,verbinden::V,சேர்,iungere
889,bedecken::V,உறைபோடு,tegere
890,bedecken::V,உறைபோடு,operire
891,aufhängen::V,தொங்கவிடு,suspendere
892,anzünden::V,எரியூட்டு,accendere
893,anzünden::V,எரியூட்டு,inflammare
894,aufheben::V,பொறுக்கி எடு,tollere
895,zurücklassen::V,விட்டுச் செல்,relinquere
896,verlieren::V,இழ,perdere
897,verlieren::V,இழ,amittere
898,fallen lassen::V,அளவில் குறைவு,dimittere
899,machen::V,தயார்செய்,facere
900,herstellen::V,உற்பத்தி செய்,fabricare
901,bauen::V,கட்டு,construere
902,reparieren::V,பழுது பார்,reparare
903,verbessern::V,மேம்படுத்து,emendare
904,ändern::V,மாற்றி அமை,mutare
905,graben::V,குழி வெட்டு,fodere
906,beugen::V,வனை,flectere
907,biegen::V,வனை,curvare
908,drehen::V,சுழல்,torquere
909,wenden::V,குடைகவிழு,vertere
910,umdrehen::V,சுற்றும் முற்றும் பார்,convertere
911,heben::V,தூக்கு,tollere
912,hochheben::V,தூக்கு,levare
913,ergreifen::V,பறி,capessere
914,halten::V,பிடித்துக் கொள்,tenere
915,drücken::V,அழுத்து,premere
916,schieben::V,தள்ளு,promovere
917,kratzen::V,கீறு,radere
918,lecken::V,நக்கு,lambere
919,beißen::V,கடி,mordere
920,abreißen::V,கிழி,avellere
921,abschneiden::V,வெட்டி எடு,desecare
922,binden::V,கட்டு,ligare
923,stecken::V,பதிய வை,inserere
924,brechen::V,உடை,rumpere
925,klopfen::V,தட்டு,pultare
926,hauen::V,அடி,ferire
927,kleben::V,ஒட்டு,agglutinare
928,reiben::V,தேய்,terere
929,streichen::V,பரவச்செய்,oblinere
930,schleifen::V,அரை,acuere
931,schneiden::V,துண்டாக்கு,secare
932,rütteln::V,மெல்ல தள்ளு,quassare
933,schütteln::V,குலுக்கு,quatere
934,schwenken::V,ஊஞ்சலாடு,ventilare
935,schütten::V,ஊற்று,fundere
936,füllen::V,நிரப்பு,complere
937,einwickeln::V,சுற்று,involvere
938,tragen::V,எடுத்துச் செல்,ferre
939,tragen::V,எடுத்துச் செல்,portare
940,schleppen::V,இழுத்துச் செல்,pertrahere
941,ziehen::V,இழு,trahere
942,aufbewahren::V,வைத்துக் கொள்,asservare
943,werfen::V,வீசி எறி,iacere
944,fangen::V,பிடி,capere
945,packen::V,பிடித்துக்கொள்,capessere
946,verstecken::V,மறை,abdere
947,teilen::V,பாகங்களாகப் பிரி,partiri
948,teilen::V,பாகங்களாகப் பிரி,dividere
949,schicken::V,அனுப்பு,mittere
950,bringen::V,கொண்டு வா,apportare
951,hinzufügen::V,சேர்,addere
952,bekommen::V,பெறு,adipisci
953,erhalten::V,பெறு,accipere
954,nehmen::V,எடு,sumere
955,wählen::V,தேர்ந்தெடு,eligere
956,auswählen::V,தேர்ல்தெடு,deligere
957,bewahren::V,கெடாது பேணு,conservare
958,behindern::V,தடங்கல் செய்,impedire
959,verderben::V,நாசமாக்கு,corrumpere
960,beschädigen::V,சேதப்படுத்து,laedere
961,zerbrechen::V,உடை,rumpere
962,zerbrechen::V,உடை,frangere
963,zerreißen::V,கிழி,discindere
964,zerstören::V,அழி,delere
965,verbrennen::V,எரியூட்டு,urere
966,verbrennen::V,எரியூட்டு,cremare
967,geben::V,கொடு,dare
968,reichen::V,வழங்கு,praebere
969,schenken::V,மொயத்தல்,donare
970,schenken::V,மொயத்தல்,largiri
971,versprechen::V,உறுதியளி,polliceri
972,versprechen::V,உறுதியளி,promittere
973,wünschen::V,ஆசைப்படு,
974,loben::V,புகழ்ச்சி கூறு,laudare
975,küssen::V,முத்தமிடு,osculari
976,wiegen::V,ஆட்டுத்தல்,
977,zudecken::V,உறைபோடு,tegere
978,wecken::V,எழுப்பு,excitare
979,zeigen::V,காட்டு,monstrare
980,führen::V,வழிகாட்டி,ducere
981,lehren::V,சொல்லிக் கொடு,docere
982,unterrichten::V,அறிவுரை கூறு,instituere
983,aufziehen::V,வளர்,nutrire
984,leiten::V,அழைத்துச் செல்,ducere
985,antreiben::V,தூண்டு,incitare
986,lassen::V,விடு,iubere
987,einladen::V,அழை,invitare
988,vereinigen::V,ஒன்றாகச் சேர்,coniungere
989,besuchen::V,வருகை புரி,visere
990,treffen::V,சந்தி,convenire
991,sich versammeln::V,தொகுப்பு,convenire
992,spielen::V,விளையாடு,ludere
993,singen::V,பாடு,cantare
994,tanzen::V,நடனமாடு,saltare
995,sich trennen::V,தனிப்படடுத்து,digredi
996,sich trennen::V,தனிப்படடுத்து,discedere
997,verlassen::V,கைவிடு,deserere
998,verlassen::V,கைவிடு,relinquere
999,retten::V,காப்பாற்று,servare
1000,bewachen::V,காவல் செய்,custodire
1001,schützen::V,பாதுகாப்பு செய்,tueri
1002,schützen::V,பாதுகாப்பு செய்,tutari
1003,verteidigen::V,எதிர்த்து நில்,defendere
1004,sich schlagen::V,பூசலிடு,luctari
1005,schießen::V,சுட்டுக் கொல்,iaculari
1006,siegen::V,வெற்றி பெறு,vincere
1007,ärgern::V,எரிச்சலூட்டு,irritare
1008,schlagen::V,அடி,ferire
1009,treten::V,உதை,calcare
1010,stechen::V,கொட்டு,pungere
1011,stoßen::V,நெருக்கு,tundere
1012,stehlen::V,திருடு,furari
1013,stören::V,தொல்லைகொடு,turbare
1014,belästigen::V,தொல்லை கொடு,obtundere
1015,verbergen::V,மறை,celare
1016,verbergen::V,மறை,occultare
1017,täuschen::V,ஏமாற்று,fallere
1018,betrügen::V,ஏமாற்று,fraudare
1019,töten::V,கொல்,necare
1020,töten::V,கொல்,caedere
1021,wohnen::V,தங்கியிரு,habitare
1022,arbeiten::V,வேலை செய்,laborare
1023,sammeln::V,ஒன்றுசேர்,colligere
1024,pflücken::V,கொய்து எடு,carpere
1025,jagen::V,வேட்டையாடு,venari
1026,fischen::V,மீன் பிடி,piscari
1027,fassen::V,பிடி,capere
1028,hüten::V,காவல் செய்,custodire
1029,treiben::V,ஓட்டு,agere
1030,anbinden::V,கட்டு,alligare
1031,füttern::V,உணவளி,nutrire
1032,melken::V,பால் கற,mulgere
1033,hacken::V,வெட்டி எடு,findere
1034,gießen::V,நீர்ப் பாய்ச்சு,rigare
1035,reifen::V,பழு,maturescere
1036,zubereiten::V,சமையல் செய்,apparare
1037,kochen::V,வேகவை,coquere
1038,backen::V,வெப்பத்தில் வாட்டு,coquere
1039,braten::V,பொரியச் செய்,torrere
1040,umrühren::V,கலக்கு,commovere
1041,stricken::V,பின்னியிழை,texere
1042,nähen::V,தையல் வேலை செய்,suere
1043,färben::V,வண்ணம் பெறச் செய்,tingere
1044,reinigen::V,சுத்தம் செய்,purgare
1045,waschen::V,கழுவு,lavare
1046,abwischen::V,துடை,abstergere
1047,spülen::V,அலசு,perluere
1048,fegen::V,பெறுக்கு,verrere
1049,kehren::V,பெறுக்கு,purgare
1050,baden::V,குளி,lavari
1051,sich waschen::V,கழுவு,lavari
1052,ausziehen::V,கழற்று,exuere
1053,anziehen::V,புனைதல்,induere
1054,sich anziehen::V,உடுத்துதல்,vestiri
1055,kämmen::V,தலை வாரிக் கொள்,pectere
1056,schmücken::V,அழகுபடுத்து,ornare
1057,schmücken::V,அழகுபடுத்து,decorare
1058,sagen::V,சொல்,dicere
1059,sprechen::V,பேசு,fari
1060,reden::V,பெசு,loqui
1061,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,colloqui
1062,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,disputare
1063,fragen::V,கேள்,rogare
1064,fragen::V,கேள்,quaerere
1065,bitten::V,வேண்டு,orare
1066,bitten::V,வேண்டு,rogare
1067,erzählen::V,சொல்,narrare
1068,mitteilen::V,சொல்,communicare
1069,nennen::V,பெயரிடுதல்,appellare
1070,rufen::V,கூச்சலிடு,vocare
1071,prahlen::V,தற்பெருமை பேசு,gloriari
1072,übersetzen::V,மொழிபெயர்ப்பு செய்,vertere
1073,denken::V,யோசி,cogitare
1074,glauben::V,நம்பு,credere
1075,bemerken::V,கவனி,animadvertere
1076,erkennen::V,அடையாளம் கண்டுகொள்,cognoscere
1077,begreifen::V,பற்றிக்கொள்,comprehendere
1078,verstehen::V,புரிந்து கொள்,intellegere
1079,lernen::V,கற்றுக்கொள்,discere
1080,wissen::V,தெரிந்திரு,scire
1081,sich erinnern an::V,நினைவு கூர்,meminisse
1082,vergessen::V,மற,oblivisci
1083,messen::V,அளவிடு,metiri
1084,zählen::V,எண்ணு,numerare
1085,rechnen::V,கணக்கிடு,reri
1086,rechnen::V,கணக்கிடு,calculare
1087,lesen::V,படி,legere
1088,malen::V,வண்ணச்சித்திரம்,pingere
1089,zeichnen::V,வரை,scribere
1090,schreiben::V,எழுது,scribere
1091,besitzen::V,உடைமையாகக் கொண்டிரு,possidere
1092,kaufen::V,வாங்கு,emere
1093,verkaufen::V,விற்பனை செய்,vendere
1094,bezahlen::V,இறுத்தல்,pendere
1095,zahlen::V,பணம் செலுத்து,solvere
1096,beherrschen::V,ஆட்சிசெய்,regere
1097,beherrschen::V,ஆட்சிசெய்,imperare
1098,ertragen::V,தாங்கு,tolerare
1099,ertragen::V,தாங்கு,sustinere
