,Concept_ID,xal,cv
712,dumm::A,тенг,ухмах
713,faul::A,залху,наян
714,faul::A,залху,юлхав
715,faul::A,залху,ӳркенчӗк
716,fleißig::A,кинән,хастар
717,fleißig::A,кинмһә,хастар
718,geizig::A,ховдг,хытӑ
719,klug::A,ухата,ӑслӑ
720,geschickt::A,чадмг,ӑста
721,lieb::A,эңкр,савнӑ
722,lustig::A,сергмҗтә,хаваслӑ
723,lustig::A,җирһлтә,хаваслӑ
724,sanft::A,номһн,ачаш
725,hungrig::A,өлн,выҫӑ
726,hungrig::A,харһнсн,выҫӑ
727,krank::A,өвчтә,чирлӗ
728,krank::A,шалтгта,чирлӗ
729,nackt::A,нүцкн,ҫара
730,traurig::A,һундлта,салхуллӑ
731,lebendig::A,әмд,чӗрӗ
732,gut::A,сән,аван
733,gut::A,сән,лайӑх
734,schlecht::A,му,япӑх
735,schlecht::A,му,начар
736,richtig::A,зөвтә,тӗрӗс
737,schlimm::A,җигшүртә,йӗрӗнчӗк
738,wahr::A,үнн,чӑн
739,wahr::A,мөн,чӑн
740,alt::A,хуучн,кивӗ
741,neu::A,шин,ҫӗнӗ
742,ehemalig::A,хуучн,пулнӑ
743,alt[Lebewesen]::A,көгшн,ватӑ
744,jung::A,баһ,яш
745,jung::A,баһ,ҫамрӑк
746,arm::A,угатя,чухӑн
747,reich::A,байн,пуян
748,bekannt::A,таньл,пӗлӗш
749,bekannt::A,таньдг,пӗлӗш
750,berühmt::A,туурсн,чаплӑ
751,fremd::A,күүнә,ют
752,verschieden::A,әдл биш,расна
753,verschieden::A,йилһәтә,расна
754,nah::A,өөрхн,ҫывӑх
755,nah::A,өөрхн,ҫывӑхри
756,fern::A,хол,инҫе
757,fern::A,хол,аякри
758,linker::A,зүн,сулахай
759,rechter::A,барун,сылтӑм
760,anderer::A,талдан,урӑх
761,erster::A,негдгч,пӗрремӗш
762,zweiter::A,хойрдгч,иккӗмӗш
763,dritter::A,һурвдгч,виҫҫӗмӗш
764,letzter::A,отхн,юлашки
765,allein::ADV,һанцарн,пӗччен
766,auf einmal::ADV,нег дәкҗ,кӗмӗрккен
767,zusammen::ADV,хамдан,пӗрле
768,lange::ADV,удан,вӑрах
769,plötzlich::ADV,генткн,сасартӑк
770,sofort::ADV,дарунь,тӳрех
771,später::ADV,сүүлд,кайран
772,jetzt::ADV,ода,халь
773,jetzt::ADV,ода,халӗ
774,heute::ADV,эндр,паян
775,morgen::ADV,маңһдур,ыран
776,bald::ADV,дарунь,халех
777,bald::ADV,дарунь,кӗҫех
778,dann::ADV,дәкәд,унтан
779,gestern::ADV,өцклдүр,ӗнер
780,einst::ADV,нег саамд,пӗррехинче
781,damals::ADV,тиигхд,ун чухне
782,damals::ADV,тиигхд,апла пулсан
783,danach::ADV,тегәд,унтан
784,vorher::ADV,урд,малтан
785,zuerst::ADV,түрүләд,пирвай
786,einmal::ADV,нег дәкҗ,пӗррехинче
787,manchmal::ADV,зәрмдән,хӑш чухне
788,oft::ADV,хара биш,тӑтӑш
789,oft::ADV,хатяр биш,тӑтӑш
790,oft::ADV,дару-дарунь,тӑтӑш
791,immer::ADV,оньдинд,ялан
792,niemals::ADV,кезә чмгн биш,нихӑҫан та
793,hier::ADV,энд,кунта
794,hier::ADV,энүнд,кунта
795,hierhin::ADV,нааран,кунта
796,von hier::ADV,эндәс,кунтан
797,dort::ADV,тенд,унта
798,dort::ADV,тенд,ҫавӑнта
799,dorthin::ADV,тиигән,унта
800,dorthin::ADV,тиигән,ҫавӑнта
801,geradeaus::ADV,шуд,тикӗс
802,vorwärts::ADV,уралан,малалла
803,rückwärts::ADV,гедргән,хыҫала
804,zurück::ADV,хәрү,каялла
805,unten::ADV,дор,аялта
806,hinab::ADV,дор,аялта
807,hinab::ADV,доракшан,аялта
808,oben::ADV,деер,ҫӳлте
809,hinauf::ADV,өөдән,ҫӳле
810,hinauf::ADV,деер,ҫӳле
811,überall::ADV,альд болв чигн,таҫта та
812,überall::ADV,альд болв чигн,пур ҫӗрте те
813,überall::ADV,альд болв чигн,кирек ӑҫта та
814,nicht::ADV,эс,мар
815,nicht::ADV,биш,мар
816,nicht::ADV,бичә,мар
817,ein wenig::ADV,баахн,пӑртак
818,ein wenig::ADV,баахнар,пӑртак
819,kaum::ADV,әрә,аран
820,sehr::ADV,йир,питӗ
821,so::ADV,иигҗ,апла
822,noch::ADV,ода чигн,татах
823,nur::ADV,һанцхн,ҫех
824,schon::ADV,одх,ӗнтӗ
825,wieder::ADV,бас,каллех
826,vergebens::ADV,киидән,харам
827,vor::PRP,урд,умӗнче
828,hinter::PRP,ца,кайра
829,unter::PRP,дор,айне
830,unter::PRP,дор,айӗпе
831,unter::PRP,дор,айӗнче
832,unter::PRP,дор,ҫитеспе
833,durch::PRP,ивт,витӗр
834,durch::PRP,дундаһур,витӗр
835,neben::PRP,хаҗуд,патӗнче
836,zwischen::PRP,хоорнд,хушшинче
837,wegen::PRP,көлтә,пула
838,wegen::PRP,көлтә,пирки
839,wegen::PRP,деерәс,пула
840,wegen::PRP,деерәс,пирки
841,dies::PRN,эн,ку
842,dies::PRN,эн,ҫак
843,das::PRN,тер,ҫав
844,alles::PRN,цуһар,пурте
845,alles::PRN,цуһар,йӑлт
846,ich::PRN,би,эп
847,du::PRN,чи,эс
848,er::PRN,тер,вӑл
849,wir::PRN,мадн,эпир
850,ihr::PRN,та,эсир
851,sie::PRN,тедн,вӗсем
852,was::FPRN,юн,мӗн
853,was::FPRN,юн,мӗскер
854,was::FPRN,юн,мӗн те пулин
855,wer::FPRN,кен,кам
856,wo::FADV,хама,ӑҫта
857,wohin::FADV,хамаран,ӑҫта
858,wie::FADV,яһҗ,епле
859,wie::FADV,яһҗ,мӗнле
860,wie::FADV,яһад,епле
861,wie::FADV,яһад,мӗнле
862,warum::FADV,юңгад,ма
863,warum::FADV,юңгад,мӗншӗн
864,wieviel::FNUM,кедү,миҫе
865,eins::NUM,негн,пӗр
866,eins::NUM,негн,пӗрре
867,zwei::NUM,хойр,ик
868,zwei::NUM,хойр,икӗ
869,zwei::NUM,хойр,иккӗ
870,drei::NUM,һурвн,виҫ
871,drei::NUM,һурвн,виҫӗ
872,drei::NUM,һурвн,виҫҫӗ
873,vier::NUM,дөрвн,тӑват
874,fünf::NUM,тавн,пилӗк
875,fünf::NUM,тавн,пиллӗк
876,sechs::NUM,зурһан,улт
877,sechs::NUM,зурһан,ултӑ
878,sechs::NUM,зурһан,улттӑ
879,sieben::NUM,долан,ҫич
880,sieben::NUM,долан,ҫичӗ
881,sieben::NUM,долан,ҫиччӗ
882,acht::NUM,нәәмн,сакӑр
883,acht::NUM,нәәмн,саккӑр
884,neun::NUM,йисн,тӑхӑр
885,neun::NUM,йисн,тӑххӑр
886,zehn::NUM,арвн,вунӑ
887,zehn::NUM,арвн,вуннӑ
888,elf::NUM,арвн негн,вун пӗр
889,zwölf::NUM,арвн хойр,вун ик
890,zwölf::NUM,арвн хойр,вун икӗ
891,zwölf::NUM,арвн хойр,вун иккӗ
892,zwanzig::NUM,хөрн,ҫирӗм
893,dreißig::NUM,һучн,вӑтӑр
894,vierzig::NUM,дөчн,хӗрӗх
895,fünfzig::NUM,тәвн,аллӑ
896,sechzig::NUM,җирн,утмӑл
897,siebzig::NUM,далн,ҫитмӗл
898,achtzig::NUM,найн,сакӑр вунӑ
899,achtzig::NUM,найн,сакӑр вуннӑ
900,neunzig::NUM,йирн,тӑхӑр вун
901,neunzig::NUM,йирн,тӑхӑр вунӑ
902,neunzig::NUM,йирн,тӑхӑр вуннӑ
903,hundert::NUM,зун,ҫӗр
904,tausend::NUM,миңһн,пин
905,und::CNJ,болн,та
906,oder::CNJ,эс гиҗ,е
907,oder::CNJ,эс гихлә,е
908,stehen::V,зогсх,тӑр
909,sitzen::V,суух,лар
910,liegen::V,кевтх,вырт
911,hängen::V,өлгәтә бәәх,усӑнса тӑр
912,hängen::V,өлгәтә бәәх,ҫакӑнса тӑр
913,werden::V,болх,пул
914,passieren::V,болх,пул
915,beginnen::V,эклх,пуҫлан
916,enden::V,төгсх,пӗт
917,enden::V,төгсх,вӗҫлен
918,wechseln::V,хүврх,улшӑн
919,aufgehen[Sonne]::V,һарх,тух
920,untergehen[Sonne]::V,орх,анса лар
921,untergehen[Sonne]::V,сүүрлх,анса лар
922,scheinen[Sonne]::V,герлтх,пӑх
923,donnern::V,күрҗңнх,кӗмсӗртет
924,donnern::V,күрҗңнх,авӑт
925,wehen::V,сальклх,варкӑш
926,strömen::V,һооҗх,тӑкӑн
927,fließen::V,урсх,юх
928,sich drehen::V,эргх,ҫаврӑн
929,schwanken::V,дәәвлх,чӳхен
930,schwingen::V,нәәхлх,суллан
931,fallen::V,унх,кип
932,fallen::V,унх,тӳр кип
933,fallen::V,унх,татӑлса ан
934,fallen::V,киисх,кип
935,fallen::V,киисх,тӳр кип
936,fallen::V,киисх,татӑлса ан
937,brennen::V,шатх,ҫун
938,rauchen::V,ута һарһх,мӑкӑрлан
939,rauchen::V,ута һарһх,тӗтӗм кӑлар
940,regnen::V,орх,ҫумӑр ҫӑвать
941,gefrieren::V,мөстх,шӑн
942,tauen::V,хәәлх,ирӗл
943,schmelzen::V,хәәлх,ирӗл
944,schmelzen::V,хәәлгдх,ирӗл
945,trocknen::V,эврх,тип
946,sieden::V,буслх,вӗре
947,faulen::V,үмкәрх,ҫӗр
948,verfaulen::V,илҗрх,ҫӗр
949,reißen::V,тасрх,ҫурӑл
950,versinken::V,чивх,пут
951,vergehen::V,болх,ирт
952,erscheinen::V,һарх,курӑн
953,erscheinen::V,һарх,курӑнса кай
954,verschwinden::V,уга болх,ҫухал
955,sinken::V,татгдх,чак
956,abnehmen::V,хасгдх,чак
957,zunehmen::V,өсх,пысӑклан
958,steigen::V,немх,ҫӗклен
959,wachsen::V,өсх,ӳс
960,wachsen::V,урһх,ӳс
961,glänzen::V,гилвкх,ҫиҫ
962,funkeln::V,цәклх,ялкӑш
963,funkeln::V,цәклх,йӑлтӑртат
964,lärmen::V,шууглдх,шавла
965,läuten::V,хоңх,шӑнкӑравла
966,klingeln::V,җиңнулх,шӑнкӑравла
967,klirren::V,җиңнх,калтлат
968,klirren::V,җиңнх,шӑнкӑлтат
969,brausen::V,догшрхх,ахӑр
970,rauschen::V,сарҗңнх,вашӑлтат
971,rauschen::V,сарҗңнх,чашӑлтат
972,klingen::V,ә һарх,янӑра
973,bellen::V,хуцх,вӗр
974,heulen::V,уульх,ула
975,blasen::V,үләх,вӗр
976,pfeifen::V,ишкрх,шӑхӑр
977,schreien::V,хәәкрх,кӑшкӑр
978,stöhnen::V,түңшх,йынӑш
979,zittern::V,дагҗннх,чӗтре
980,leben::V,бәәх,пурӑн
981,geboren werden::V,төрх,ҫурал
982,atmen::V,әмсхлх,сывла
983,trinken::V,уух,ӗҫ
984,essen::V,идх,ҫи
985,schlucken::V,зальгх,ҫӑт
986,müde werden::V,көшх,ӗшен
987,einschlafen::V,унтх,ыйха пут
988,einschlafen::V,унтх,ҫывӑрса кай
989,schlafen::V,нөөрсх,ҫывӑр
990,aufwachen::V,серх,вӑран
991,aufstehen::V,босх,тӑр
992,sich erholen::V,амрх,кан
993,krank werden::V,гемтх,чирле
994,krank sein::V,шалтглх,чирле
995,schmerzen::V,өвдх,сур
996,schmerzen::V,өвдх,ырат
997,husten::V,ханях,ӳсӗр
998,genesen::V,эдгх,сывал
999,genesen::V,эдгх,тӳрлен
1000,sterben::V,үкх,вил
1001,sterben::V,өңгрх,вил
1002,umkommen::V,үкх,вил
1003,sich bewegen::V,көдлх,куҫ
1004,sich bewegen::V,көндрх,куҫ
1005,sich rühren::V,көндрх,хускал
1006,sich erheben::V,босх,тӑр
1007,sich setzen::V,суух,лар
1008,hinfallen::V,унх,ӳк
1009,hinfallen::V,киисх,ӳк
1010,laufen::V,йовх,ут
1011,schreiten::V,алхх,ут
1012,spazierengehen::V,сергҗ йовх,уҫӑлса ҫӳре
1013,spazierengehen::V,сергҗ йовх,уткаласа ҫӳре
1014,eilen::V,шулудх,васка
1015,eilen::V,шулудх,хыпалан
1016,sich beeilen::V,адһх,васка
1017,sich beeilen::V,адһх,хыпалан
1018,sich beeilen::V,шамдх,васка
1019,sich beeilen::V,шамдх,хыпалан
1020,sausen::V,хурдлх,ыткӑн
1021,sausen::V,хурдлх,вӗҫтер
1022,sausen::V,йир_хурдар_гүүх,ыткӑн
1023,sausen::V,йир_хурдар_гүүх,вӗҫтер
1024,sausen::V,йир_хурдар_йовх,ыткӑн
1025,sausen::V,йир_хурдар_йовх,вӗҫтер
1026,rennen::V,гүүх,чуп
1027,springen::V,һәрәдх,сик
1028,klettern::V,давшх,улӑх
1029,schaukeln::V,дүүдңндх,йӳрӗн
1030,kriechen::V,мөлкх,шу
1031,kriechen::V,мөлкх,упален
1032,schwimmen::V,усчх,иш
1033,tauchen::V,булхх,чӑм
1034,rudern::V,хәәвдх,авӑс
1035,fahren::V,йовх,пыр
1036,fliegen::V,нисх,вӗҫ
1037,gehen::V,йовх,кай
1038,weggehen::V,йовх,кай
1039,weggehen::V,одх,кай
1040,weggehen::V,һарх,кай
1041,weggehen::V,мөрлх,кай
1042,abfahren::V,мордх,тапран
1043,anhalten::V,зогсх,чарӑн
1044,hineingehen::V,орх,кӗр
1045,eintreten::V,орх,кӗр
1046,kommen::V,ирх,кил
1047,ankommen::V,ирх,ҫит
1048,zurückkommen::V,орх,таврӑн
1049,zurückkommen::V,орх,каялла кил
1050,bleiben::V,бәәх,юл
1051,warten::V,күләх,кӗт
1052,erwarten::V,күләх,кӗт
1053,suchen::V,хәәх,шыра
1054,finden::V,олх,туп
1055,versuchen::V,седх,пикен
1056,vorbereiten::V,белдх,хатӗрле
1057,lieben::V,дурлх,юрат
1058,mögen::V,таассгдх,кӑмӑлла
1059,mögen::V,таассгдх,килӗштер
1060,lachen::V,инәх,кул
1061,lachen::V,инәх,ахӑлтат
1062,rühren::V,уйрах,ҫулӑх
1063,weinen::V,уульх,йӗр
1064,weinen::V,уульх,макӑр
1065,schimpfen::V,харах,вӑрҫ
1066,schimpfen::V,харах,ятлаҫ
1067,sich ärgern::V,уурлх,ҫиллен
1068,sich fürchten::V,әәх,шиклен
1069,fürchten::V,әәх,хӑра
1070,fürchten::V,сүрдх,хӑра
1071,fliehen::V,зулх,тар
1072,flüchten::V,орһх,чупса тар
1073,flüchten::V,зулх,чупса тар
1074,sehen::V,үзх,кур
1075,anschauen::V,харх,пӑхса ил
1076,ansehen::V,хәләх,пӑх
1077,ansehen::V,үзх,пӑх
1078,hören::V,соңсх,илт
1079,zuhören::V,соңсх,итле
1080,zuhören::V,соңсх,тӑнла
1081,probieren::V,амсх,астив
1082,riechen::V,үнрчлх,шӑршла
1083,fühlen::V,медх,туй
1084,fühlen::V,медх,сис
1085,scheinen::V,болҗ медгдх,туйӑн
1086,scheinen::V,миниһәр болхла,туйӑн
1087,scheinen::V,болад бәәх,туйӑн
1088,zu sehen sein::V,үзгдх,курӑн
1089,vernehmen::V,соңсх,пӑл
1090,frieren::V,даарх,йӳтен
1091,tun::V,кех,ту
1092,können::V,чадх,пултар
1093,wollen::V,дурлх,те
1094,anfangen::V,эклх,пуҫла
1095,beenden::V,дуусх,пӗтер
1096,aufhören::V,уурх,пӑрах
1097,gelingen::V,бүтх,ӑн
1098,gelingen::V,күцәх,ӑн
1099,geraten::V,болх,пул
1100,öffnen::V,секх,уҫ
1101,schließen::V,хаах,хуп
1102,stellen::V,тәвх,ларт
1103,stellen::V,тәвх,тӑрат
1104,setzen::V,суулһх,ларт
1105,legen::V,тәвх,хур
1106,berühren::V,көндәх,перӗн
1107,verbinden::V,боох,сып
1108,bedecken::V,хучх,вит
1109,bedecken::V,бүркх,вит
1110,aufhängen::V,өлгх,ҫак
1111,anzünden::V,асах,ҫут
1112,anzünden::V,шатах,ҫут
1113,aufheben::V,өөдән өргх,ҫӗкле
1114,zurücklassen::V,үлдәх,манса хӑвар
1115,verlieren::V,геех,ҫӗтер
1116,fallen lassen::V,алдх,ӳкер
1117,machen::V,кех,ту
1118,herstellen::V,кех,ӑстала
1119,bauen::V,тосхх,ту
1120,reparieren::V,ясх,юса
1121,verbessern::V,сәәрүлх,лайӑхлат
1122,ändern::V,хүврәх,улӑштар
1123,graben::V,малтх,чав
1124,graben::V,малтх,чакала
1125,beugen::V,нуһлх,кукӑрт
1126,biegen::V,матилһх,ав
1127,biegen::V,матилһх,кукӑрт
1128,drehen::V,эргүлх,ҫавӑр
1129,wenden::V,көмрх,ӳпӗнтер
1130,wenden::V,эргүлх,ӳпӗнтер
1131,umdrehen::V,эргүлх,ҫавӑр
1132,heben::V,өргх,хӑпарт
1133,heben::V,деер өргх,хӑпарт
1134,hochheben::V,өргх,йӑт
1135,ergreifen::V,бәрх,тыт
1136,halten::V,бәрх,тыт
1137,drücken::V,шахх,пус
1138,schieben::V,түлкх,тӗк
1139,schieben::V,түлкх,тӗрт
1140,kratzen::V,мааҗх,хыр
1141,lecken::V,долах,ҫула
1142,beißen::V,хазх,ҫырт
1143,beißen::V,хазх,хып
1144,abreißen::V,таслх,тат
1145,abschneiden::V,тәәрх,кас
1146,binden::V,боох,ҫых
1147,stecken::V,шаах,чик
1148,stecken::V,хатхх,чик
1149,brechen::V,хамхлх,хуҫ
1150,klopfen::V,цокх,такка
1151,hauen::V,цокх,шакка
1152,kleben::V,наах,ҫыпӑҫтар
1153,reiben::V,зүлгх,сӑтӑр
1154,streichen::V,наах,сӗр
1155,streichen::V,лашх,сӗр
1156,streichen::V,түркх,сӗр
1157,schleifen::V,хурцлх,хӑйра
1158,schneiden::V,хәәчлх,кас
1159,rütteln::V,дәәвлүлх,лӑка
1160,rütteln::V,дәәвлүлх,силлентер
1161,schütteln::V,сегсрх,лӑка
1162,schütteln::V,сегсрх,силлентер
1163,schwenken::V,дайлх,сулла
1164,schütten::V,кех,тултар
1165,füllen::V,дүүргх,тултар
1166,einwickeln::V,орах,чӗрке
1167,tragen::V,зөөх,ҫӗкле
1168,schleppen::V,чирх,сӗтӗр
1169,ziehen::V,татх,тӑс
1170,aufbewahren::V,хадһлх,усра
1171,werfen::V,хайх,пӑрах
1172,fangen::V,бәрх,тыт
1173,fangen::V,хавлх,тыт
1174,packen::V,бәрх,тыт
1175,verstecken::V,дүрх,пытарса хур
1176,verstecken::V,бултулх,пытарса хур
1177,teilen::V,хувах,уйӑр
1178,teilen::V,хувах,пайла
1179,schicken::V,илгәх,яр
1180,bringen::V,авч ирх,кӳр
1181,hinzufügen::V,немх,хуш
1182,bekommen::V,авх,ил
1183,bekommen::V,авх,туян
1184,erhalten::V,авх ,ил
1185,erhalten::V,авх ,туян
1186,nehmen::V,авх,ил
1187,wählen::V,шүүх,суйла
1188,auswählen::V,шүүх,суйла
1189,bewahren::V,хадһлх,упра
1190,bewahren::V,кевтнь үлдәх,упра
1191,bewahren::V,кевтнь бәәлһх,упра
1192,behindern::V,харшлх,кансӗрле
1193,behindern::V,харшлх,чӑрмантар
1194,verderben::V,үрәх,пӑс
1195,beschädigen::V,эвдх,пӑс
1196,zerbrechen::V,күүлх,ват
1197,zerbrechen::V,күүлх,ҫӗмӗр
1198,zerbrechen::V,хамхлх,ват
1199,zerbrechen::V,хамхлх,ҫӗмӗр
1200,zerreißen::V,шуучх,ҫур
1201,zerstören::V,эвдх,иш
1202,verbrennen::V,шатах,ҫунтар
1203,geben::V,өгх,пар
1204,reichen::V,өгх,пар
1205,schenken::V,белглх,парнеле
1206,versprechen::V,амлх,тума пул
1207,versprechen::V,амлх,сӑмах пар
1208,wünschen::V,сә хәәх,сун
1209,loben::V,магтх,ырла
1210,küssen::V,үмсх,чуп ту
1211,wiegen::V,саатулх,сиктер
1212,wiegen::V,саатулх,силле
1213,zudecken::V,бүркх,вит
1214,wecken::V,серүлх,вӑрат
1215,zeigen::V,үзүлх,кӑтарт
1216,führen::V,көтлх,илсе пыр
1217,führen::V,көтлх,ҫавӑтса пыр
1218,lehren::V,заах,вёрент
1219,lehren::V,сурһх,вёрент
1220,unterrichten::V,сурһх,вёрент
1221,unterrichten::V,багшлх,вёрент
1222,aufziehen::V,өскәх,вӗрент
1223,leiten::V,һардх,тытса пыр
1224,leiten::V,толһалх,тытса пыр
1225,antreiben::V,шамдах,васкат
1226,lassen::V,күч үзүлх,пусахла
1227,lassen::V,күч үзүлх,хуш
1228,einladen::V,үрх,чӗн
1229,vereinigen::V,хамцулх,пӗрлештер
1230,besuchen::V,одх,ҫит
1231,besuchen::V,одх,кӗрсе кур
1232,treffen::V,харһх,тӗл пул
1233,sich versammeln::V,цуглрх,пуҫтарӑн
1234,sich versammeln::V,хурх,пуҫтарӑн
1235,spielen::V,наадх,выля
1236,singen::V,дуулх,юрла
1237,tanzen::V,биилх,ташла
1238,sich trennen::V,хаһцх,уйрӑл
1239,verlassen::V,хайх,хӑвар
1240,retten::V,әм аврх,ҫӑл
1241,retten::V,әәмшгәс харсх,ҫӑл
1242,bewachen::V,харх,хуралла
1243,bewachen::V,манх,хуралла
1244,schützen::V,харсх,сыхла
1245,verteidigen::V,харсх,хӳтӗле
1246,sich schlagen::V,гүвдлдх,ҫапӑҫ
1247,schießen::V,хах,пер
1248,siegen::V,диилх,ҫӗн
1249,siegen::V,диилх,ҫӗнтер
1250,ärgern::V,уурлулх,тарӑхтар
1251,ärgern::V,уурлулх,ҫиллентер
1252,schlagen::V,цокх,ҫап
1253,schlagen::V,гүвдх,ҫап
1254,stechen::V,хатхх,чик
1255,stoßen::V,түлкчкх,чыш
1256,stehlen::V,хулхалх,вӑрла
1257,stören::V,һә болх,кансӗрле
1258,belästigen::V,амр эс өгх,аптӑрат
1259,belästigen::V,амр эс өгх,хупла
1260,verbergen::V,нуух,пытар
1261,verbergen::V,бултулх,пытар
1262,täuschen::V,меклх,суй
1263,betrügen::V,меклх,ултала
1264,betrügen::V,мек һарһх,ултала
1265,töten::V,алх,вӗлер
1266,wohnen::V,бәәх,чуна пар
1267,wohnen::V,бәәх,парӑнса тӑр
1268,arbeiten::V,көдлх,ӗҫле
1269,sammeln::V,түүх,пух
1270,pflücken::V,түүх,тат
1271,pflücken::V,хурах,тат
1272,jagen::V,аңнх,сунара ҫӳре
1273,jagen::V,аңһучлх,сунара ҫӳре
1274,fischen::V,заһс аңнх,пулӑ тыт
1275,fassen::V,бәрх,тыт
1276,hüten::V,хәрүлх,кӗт
1277,treiben::V,туух,хӑвала
1278,anbinden::V,уйх,кӑкар
1279,füttern::V,теҗәх,ҫитер
1280,melken::V,саах,су
1281,hacken::V,чавчх,вакла
1282,gießen::V,услх,шӑвар
1283,reifen::V,болх,пиҫ
1284,reifen::V,болвсрх,пиҫ
1285,zubereiten::V,белдх,пӗҫер
1286,kochen::V,чанх,пӗҫер
1287,kochen::V,болһх,пӗҫер
1288,backen::V,болһх,пӗҫер
1289,braten::V,хуурх,ӑшала
1290,umrühren::V,самрх,хутӑштар
1291,stricken::V,өлгх,ҫых
1292,nähen::V,уйх,ҫӗле
1293,färben::V,будх,пӗвет
1294,reinigen::V,цеврлх,тасат
1295,waschen::V,уһах,ҫу
1296,abwischen::V,арчх,шӑл
1297,spülen::V,зәәлх,чӳхе
1298,fegen::V,сәвүрдх,шӑл
1299,kehren::V,сәвүрдх,шӑл
1300,baden::V,өөмх,шыва кӗр
1301,sich waschen::V,уһах,ҫӑвӑн
1302,sich waschen::V,бийән уһаҗ,ҫӑвӑн
1303,ausziehen::V,тәәлх,салан
1304,anziehen::V,өмсх,тӑхӑн
1305,sich anziehen::V,хувцлх,тӑхӑн
1306,kämmen::V,самлх,тура
1307,schmücken::V,чимх,илемлет
1308,schmücken::V,кеерүлх,илемлет
1309,sagen::V,келх,те
1310,sprechen::V,келх,кала
1311,reden::V,күүндх,сӑмахла
1312,reden::V,күүндх,калаҫ
1313,reden::V,күр_кех,сӑмахла
1314,reden::V,күр_кех,калаҫ
1315,sich unterhalten::V,күүндх,пупле
1316,fragen::V,сурх,ыйт
1317,bitten::V,эрх,ыйт
1318,erzählen::V,келх,каласа пар
1319,erzählen::V,келҗ өгх,каласа пар
1320,mitteilen::V,медүлх,пӗлтер
1321,mitteilen::V,медүлх,хыпарла
1322,nennen::V,нерәдх,те
1323,nennen::V,нерәдх,чӗн
1324,nennen::V,нер өгх,те
1325,nennen::V,нер өгх,чӗн
1326,rufen::V,дуудх,чӗн
1327,prahlen::V,көөрх,мухтан
1328,prahlen::V,көөрх,вӗҫкӗнлен
1329,übersetzen::V,орчулх,куҫар
1330,denken::V,санх,шухӑшла
1331,glauben::V,шүтх,ӗнен
1332,glauben::V,нәәлх,ӗнен
1333,bemerken::V,темдглх,асӑрха
1334,erkennen::V,таньх,палла
1335,erkennen::V,медх,палла
1336,begreifen::V,медх,ӑнлан
1337,verstehen::V,соңсх,пӗл
1338,lernen::V,сурх,вӗрен
1339,wissen::V,медх,пӗл
1340,wissen::V,медх,ӑнкар
1341,sich erinnern an::V,санх,аса ил
1342,vergessen::V,мартх,ман
1343,vergessen::V,мартх,манса кай
1344,messen::V,кемҗәлх,виҫ
1345,zählen::V,тоолх,шутла
1346,rechnen::V,тоолх,шутла
1347,lesen::V,умшх,вула
1348,malen::V,зурх,ӳкер
1349,zeichnen::V,зурх,ӳкер
1350,schreiben::V,бичх,ҫыр
1351,besitzen::V,эзлх,тыт
1352,kaufen::V,хулдҗ авх,ил
1353,kaufen::V,хулдҗ авх,туян
1354,verkaufen::V,хулдх,сут
1355,verkaufen::V,гүүлгх,сут
1356,bezahlen::V,өгх,тӳле
1357,zahlen::V,өгх,тӳле
1358,beherrschen::V,эзлх,тыт
1359,ertragen::V,даах,тӳс
1360,treten::V,,тап
