,Concept_ID,da,ga
840,hinter::PRP,bag,taobh thiar de
841,hinter::PRP,bagved,laistiar de
842,hinter::PRP,bagved,taobh thiar de
843,unter::PRP,under,faoi
844,durch::PRP,gennem,trí
845,durch::PRP,igennem,trí
846,neben::PRP,ved siden af,taobh le
847,neben::PRP,ved siden af,in aice le
848,zwischen::PRP,mellem,idir
849,wegen::PRP,på grund af,de bharr
850,wegen::PRP,på grund af,mar gheall ar
851,dies::PRN,dette,seo
852,das::PRN,det,sin
853,alles::PRN,alt,gach rud
854,ich::PRN,jeg,mé
855,ich::PRN,jeg,mise
856,du::PRN,du,tú
857,du::PRN,du,tusa
858,er::PRN,han,sé
859,er::PRN,han,seisean
860,wir::PRN,vi,sinn
861,ihr::PRN,I,sibh
862,ihr::PRN,I,sibhse
863,sie::PRN,de,siad
864,sie::PRN,de,siadsan
865,was::FPRN,hvad,cad
866,was::FPRN,hvad,céard
867,wer::FPRN,hvem,cé
868,wo::FADV,hvor,cá
869,wo::FADV,hvor,cén áit
870,wohin::FADV,hvorhen,cá
871,wohin::FADV,hvorhen,cén áit
872,wie::FADV,hvordan,conas
873,wie::FADV,hvordan,cén chaoi
874,warum::FADV,hvorfor,cén fáth
875,warum::FADV,hvorfor,cad chuige
876,wieviel::FNUM,hvor meget,cá mhéad
877,eins::NUM,én,aon
878,zwei::NUM,to,dhá
879,drei::NUM,tre,trí
880,vier::NUM,fire,ceathair
881,fünf::NUM,fem,cúig
882,sechs::NUM,seks,sé
883,sieben::NUM,syv,seacht
884,acht::NUM,otte,ocht
885,neun::NUM,ni,naoi
886,zehn::NUM,ti,deich
887,elf::NUM,elleve,aon déag
888,zwölf::NUM,tolv,dó dhéag
889,zwanzig::NUM,tyve,fiche
890,dreißig::NUM,tredive,tríocha
891,vierzig::NUM,fyrre,daichead
892,vierzig::NUM,fyrre,ceathracha
893,vierzig::NUM,fyrretyve,daichead
894,vierzig::NUM,fyrretyve,ceathracha
895,fünfzig::NUM,halvtreds,caoga
896,sechzig::NUM,tres,seasca
897,siebzig::NUM,halvfjerds,seachtó
898,achtzig::NUM,firs,ochtó
899,neunzig::NUM,halvfems,nócha
900,hundert::NUM,hundrede,céad
901,tausend::NUM,tusind,míle
902,und::CNJ,og,agus
903,oder::CNJ,eller,nó
904,stehen::V,stå,seas
905,sitzen::V,sidde,suigh
906,liegen::V,ligge,luigh
907,hängen::V,hænge,tá crochta
908,werden::V,blive,éirigh
909,passieren::V,ske,tarlaigh
910,passieren::V,hænde,tarlaigh
911,beginnen::V,begynde,tosaigh
912,enden::V,ende,críochnaigh
913,wechseln::V,veksle,athraigh
914,aufgehen[Sonne]::V,gå op,éirigh
915,aufgehen[Sonne]::V,stå op,éirigh
916,untergehen[Sonne]::V,gå ned,fuin
917,untergehen[Sonne]::V,gå ned,téigh faoi
918,scheinen[Sonne]::V,skinne,taitin
919,scheinen[Sonne]::V,skinne,soilsigh
920,donnern::V,tordne,tá toirneach ann
921,wehen::V,blæse,séid
922,strömen::V,strømme,sil
923,fließen::V,flyde,rith
924,fließen::V,flyde,snigh
925,sich drehen::V,dreje sig,cas
926,sich drehen::V,dreje sig,imrothlaigh
927,schwanken::V,vakle,luasc
928,schwingen::V,svinge,luasc
929,fallen::V,falde,tit
930,brennen::V,brænde,dóigh
931,rauchen::V,ryge,plúch toite
932,regnen::V,regne,báistigh
933,regnen::V,regne,tá ag cur báistí
934,gefrieren::V,fryse,sioc
935,gefrieren::V,fryse,reoigh
936,tauen::V,tø,leáigh
937,tauen::V,tø,coscair
938,schmelzen::V,smelte,leáigh
939,trocknen::V,tørre,triomaigh
940,sieden::V,koge,fiuch
941,sieden::V,koge,beirigh
942,faulen::V,rådne,lobh
943,faulen::V,rådne,dreoigh
944,verfaulen::V,rådne,lobh
945,verfaulen::V,rådne,feoigh
946,reißen::V,briste,bris
947,versinken::V,synke,téigh síos
948,versinken::V,synke ned,téigh síos
949,vergehen::V,forløbe,téigh thart
950,erscheinen::V,vise sig,tar
951,verschwinden::V,forsvinde,imigh
952,sinken::V,synke,tit
953,sinken::V,synke,ísligh
954,abnehmen::V,aftage,maolaigh
955,abnehmen::V,aftage,laghdaigh
956,zunehmen::V,tiltage,méadaigh
957,steigen::V,stige,éirigh
958,wachsen::V,gro,fás
959,wachsen::V,vokse,fás
960,glänzen::V,glinse,lonraigh
961,funkeln::V,tindre,drithligh
962,lärmen::V,larme,tóg callán
963,läuten::V,ringe,buail
964,klingeln::V,ringe,buail
965,klirren::V,klirre,cling
966,brausen::V,bruse,búir
967,rauschen::V,suse,tá ag siosarnach
968,klingen::V,lyde,tá glór ag
969,klingen::V,klinge,tá glór ag
970,bellen::V,gø,amhastraigh
971,heulen::V,hyle,glam
972,blasen::V,blæse,séid
973,pfeifen::V,fløjte,lig fead
974,schreien::V,skrige,béic
975,schreien::V,skrige,glaoigh
976,stöhnen::V,stønne,lig cnead
977,zittern::V,dirre,crith
978,zittern::V,dirre,creathnaigh
979,zittern::V,skælve,crith
980,zittern::V,skælve,creathnaigh
981,leben::V,leve,mair
982,geboren werden::V,fødes,rugadh
983,atmen::V,ånde,análaigh
984,trinken::V,drikke,ól
985,essen::V,spise,ith
986,schlucken::V,synke,slog
987,müde werden::V,blive træt,tuirsigh
988,einschlafen::V,falde i søvn,tit ina chodladh
989,schlafen::V,sove,codail
990,aufwachen::V,vågne,múscail
991,aufstehen::V,stå op,éirigh
992,sich erholen::V,komme sig,lig scíth
993,krank werden::V,blive syg,éirigh tinn
994,krank sein::V,være syg,tá tinn
995,schmerzen::V,smerte,tá pian i
996,husten::V,hoste,déan casacht
997,genesen::V,komme sig,téarnaigh
998,sterben::V,dø,éag
999,sterben::V,dø,faigh bás
1000,umkommen::V,omkomme,caill
1001,sich bewegen::V,bevæge sig,bog
1002,sich bewegen::V,bevæge sig,gluais
1003,sich rühren::V,røre på sig,corraigh
1004,sich erheben::V,rejse sig,seas suas
1005,sich setzen::V,sætte sig,suigh
1006,laufen::V,løbe,siúil
1007,schreiten::V,skride,siúil
1008,spazierengehen::V,gå en tur,téigh ag spaisteoireacht
1009,eilen::V,ile,deifrigh
1010,eilen::V,ile,brostaigh
1011,sich beeilen::V,skynde sig,deifrigh
1012,sich beeilen::V,skynde sig,déan deifir
1013,sausen::V,suse,luathaigh
1014,rennen::V,løbe,rith
1015,rennen::V,rende,rith
1016,springen::V,hoppe,léim
1017,springen::V,springe,léim
1018,klettern::V,klatre,dreap
1019,schaukeln::V,gynge,téigh ar an maide corrach
1020,kriechen::V,krybe,snámh
1021,schwimmen::V,svømme,snámh
1022,tauchen::V,dykke,tum
1023,rudern::V,ro,iomair
1024,rudern::V,ro,rámhaigh
1025,fahren::V,køre,tiomáin
1026,fliegen::V,flyve,eitil
1027,gehen::V,gå,téigh
1028,weggehen::V,gå bort,imigh
1029,abfahren::V,køre bort,imigh
1030,anhalten::V,standse,stad
1031,hineingehen::V,gå ind,téigh isteach
1032,eintreten::V,træde ind,téigh isteach
1033,kommen::V,komme,tar
1034,ankommen::V,ankomme,tar
1035,zurückkommen::V,komme tilbage,fill
1036,bleiben::V,blive,fan
1037,bleiben::V,forblive,fan
1038,warten::V,vente,fan
1039,erwarten::V,vente,tá ag súil le
1040,erwarten::V,vente,tá ag dréim le
1041,erwarten::V,afvente,tá ag súil le
1042,erwarten::V,afvente,tá ag dréim le
1043,suchen::V,søge,lorg
1044,finden::V,finde,faigh
1045,finden::V,finde,aimsigh
1046,versuchen::V,forsøge,triail
1047,vorbereiten::V,forberede,réitigh
1048,lieben::V,elske,gráigh
1049,mögen::V,holde af,taitin le
1050,mögen::V,holde af,is maith le
1051,mögen::V,kunne lide,taitin le
1052,mögen::V,kunne lide,is maith le
1053,lachen::V,le,gáir
1054,rühren::V,røre,téigh i bhfeidhm ar
1055,weinen::V,græde,goil
1056,weinen::V,græde,caoin
1057,schimpfen::V,skænde,tá ag clamhsán
1058,sich ärgern::V,ærgre sig,tá corraithe
1059,sich fürchten::V,være bange,tá eagla ar
1060,fürchten::V,være bange for,tá eagla ar
1061,fliehen::V,flygte,teith
1062,flüchten::V,flygte,éalaigh
1063,sehen::V,se,feic
1064,anschauen::V,se på,dearc
1065,anschauen::V,se på,féach ar
1066,anschauen::V,betragte,dearc
1067,anschauen::V,betragte,féach ar
1068,ansehen::V,anse,breathnaigh
1069,hören::V,høre,cluin
1070,zuhören::V,høre til,éist
1071,probieren::V,smage,bliais
1072,probieren::V,smage på,bliais
1073,riechen::V,lugte,bolaigh
1074,fühlen::V,føle,braith
1075,fühlen::V,føle,mothaigh
1076,scheinen::V,synes,tá an chuma ar
1077,zu sehen sein::V,synes,tá le feiceáil
1078,vernehmen::V,erfare,clois
1079,frieren::V,fryse,tá fuar
1080,tun::V,gøre,déan
1081,können::V,kunne,féad
1082,können::V,kunne,is féidir le
1083,wollen::V,ville,tá ag iarraidh
1084,anfangen::V,begynde,tosaigh
1085,anfangen::V,begynde,cuir tús le
1086,beenden::V,afslutte,críochnaigh
1087,beenden::V,afslutte,cuir deireadh le
1088,aufhören::V,ophøre,stad
1089,aufhören::V,holde op,stad
1090,gelingen::V,lykkes,éirigh le
1091,geraten::V,blive,tá deireadh ar
1092,öffnen::V,åbne,oscail
1093,schließen::V,lukke,dún
1094,schließen::V,lukke,iaigh
1095,stellen::V,stille,cuir
1096,setzen::V,sætte,cuir
1097,setzen::V,sætte,socraigh
1098,legen::V,lægge,cuir
1099,berühren::V,berøre,teagmhaigh le
1100,verbinden::V,forbinde,ceangail
1101,bedecken::V,dække,clúdaigh
1102,bedecken::V,dække,cumhdaigh
1103,bedecken::V,bedække,clúdaigh
1104,bedecken::V,bedække,cumhdaigh
1105,aufhängen::V,hænge,croch
1106,aufhängen::V,hænge op,croch
1107,anzünden::V,tænde,las
1108,anzünden::V,tænde,adhain
1109,anzünden::V,antænde,las
1110,anzünden::V,antænde,adhain
1111,aufheben::V,løfte,tóg
1112,aufheben::V,løfte,ardaigh
1113,aufheben::V,tage op,tóg
1114,aufheben::V,tage op,ardaigh
1115,zurücklassen::V,lade tilbage,fág
1116,verlieren::V,miste,caill
1117,fallen lassen::V,tabe,lig uait
1118,fallen lassen::V,tabe,caith uait
1119,fallen lassen::V,droppe,lig uait
1120,fallen lassen::V,droppe,caith uait
1121,machen::V,gøre,déan
1122,machen::V,gøre,réitigh
1123,herstellen::V,fremstille,táirg
1124,bauen::V,bygge,tóg
1125,reparieren::V,reparere,deisigh
1126,verbessern::V,rette,feabhsaigh
1127,verbessern::V,forbedre,feabhsaigh
1128,ändern::V,ændre,athraigh
1129,graben::V,grave,tochail
1130,beugen::V,bøje,crom
1131,biegen::V,bøje,lúb
1132,drehen::V,dreje,cas
1133,wenden::V,vende,tiontaigh
1134,umdrehen::V,dreje om,iompaigh
1135,umdrehen::V,dreje om,tiontaigh
1136,heben::V,hæve,ardaigh
1137,hochheben::V,løfte,tóg
1138,ergreifen::V,gribe fat i,beir ar
1139,halten::V,holde,coimeád
1140,halten::V,holde,coinnigh
1141,drücken::V,trykke,brúigh
1142,schieben::V,skyde,brúigh
1143,schieben::V,skubbe,brúigh
1144,kratzen::V,klø,scríob
1145,kratzen::V,kradse,scríob
1146,lecken::V,slikke,ligh
1147,lecken::V,slikke,leadhb
1148,beißen::V,bide,bain greim as
1149,abreißen::V,rive af,stróic
1150,abreißen::V,rive af,tarraing
1151,abschneiden::V,skære af,scoith
1152,binden::V,binde,ceangail
1153,stecken::V,stikke,sáigh
1154,brechen::V,brække,bris
1155,klopfen::V,banke,cnag
1156,hauen::V,hugge,buail
1157,kleben::V,klistre,gliúáil
1158,reiben::V,gnide,cuimil
1159,streichen::V,smøre,leath
1160,schleifen::V,slibe,líomh
1161,schneiden::V,skære,gearr
1162,schneiden::V,klippe,gearr
1163,rütteln::V,ruske,croith
1164,schütteln::V,ryste,croith
1165,schwenken::V,svinge,luasc
1166,schütten::V,hælde,doirt
1167,füllen::V,fylde,líon
1168,einwickeln::V,pakke ind,cuach
1169,einwickeln::V,pakke ind,clúdaigh
1170,tragen::V,bære,iompair
1171,schleppen::V,slæbe,tarraing
1172,ziehen::V,trække,tarraing
1173,aufbewahren::V,opbevare,coinnigh
1174,werfen::V,kaste,caith
1175,fangen::V,fange,ceap
1176,packen::V,gribe,beir ar
1177,verstecken::V,gemme,folaigh
1178,verstecken::V,gemme,cuir i bhfolach
1179,teilen::V,dele,roinn
1180,schicken::V,sende,seol
1181,bringen::V,bringe,beir
1182,bringen::V,bringe,tabhair
1183,hinzufügen::V,tilføje,cuir le
1184,bekommen::V,få,faigh
1185,erhalten::V,få,faigh
1186,nehmen::V,tage,tóg
1187,nehmen::V,tage,glac
1188,wählen::V,vælge,pioc
1189,wählen::V,vælge,roghnaigh
1190,auswählen::V,udvælge,roghnaigh
1191,bewahren::V,bevare,caomhnaigh
1192,behindern::V,hindre,cuir bac ar
1193,behindern::V,forhindre,cuir bac ar
1194,verderben::V,ødelægge,mill
1195,beschädigen::V,beskadige,loit
1196,beschädigen::V,beskadige,déan damáiste do
1197,zerbrechen::V,brække itu,bris
1198,zerreißen::V,rive itu,stiall
1199,zerstören::V,ødelægge,mill
1200,zerstören::V,ødelægge,scrios
1201,verbrennen::V,brænde,las
1202,verbrennen::V,brænde,dóigh
1203,geben::V,give,tabhair
1204,reichen::V,række,sín
1205,reichen::V,række,cuir
1206,schenken::V,forære,bronn
1207,schenken::V,forære,tabhair
1208,versprechen::V,love,geall
1209,wünschen::V,ønske,guigh
1210,loben::V,rose,mol
1211,küssen::V,kysse,póg
1212,wiegen::V,vugge,bog
1213,wiegen::V,vugge,luasc
1214,zudecken::V,dække til,clúdaigh
1215,wecken::V,vække,dúisigh
1216,zeigen::V,vise,taispeáin
1217,führen::V,føre,treoraigh
1218,lehren::V,lære,múin
1219,lehren::V,lære,teagasc
1220,unterrichten::V,undervise,múin
1221,unterrichten::V,undervise,teagasc
1222,aufziehen::V,opdrage,tóg
1223,leiten::V,lede,tá i gceannas ar
1224,antreiben::V,skynde på,gríosaigh
1225,lassen::V,få til at,cuir ag
1226,einladen::V,indbyde,cuir cuireadh ar
1227,einladen::V,invitere,cuir cuireadh ar
1228,vereinigen::V,forene,aontaigh
1229,besuchen::V,besøge,tabhair cuairt ar
1230,treffen::V,møde,cas ar
1231,treffen::V,møde,buail le
1232,sich versammeln::V,forsamles,bailigh
1233,sich versammeln::V,forsamles,cruinnigh
1234,spielen::V,lege,imir
1235,spielen::V,lege,tá ag spraoi
1236,spielen::V,spille,imir
1237,spielen::V,spille,tá ag spraoi
1238,singen::V,synge,can
1239,tanzen::V,danse,rinc
1240,tanzen::V,danse,damhsaigh
1241,sich trennen::V,skilles,scar
1242,verlassen::V,forlade,fág
1243,retten::V,redde,tarrtháil
1244,bewachen::V,bevogte,cosain
1245,bewachen::V,bevogte,gardáil
1246,schützen::V,skærme,cosain
1247,schützen::V,beskytte,cosain
1248,verteidigen::V,forsvare,cosain
1249,sich schlagen::V,slås,tá ag bruíon
1250,schießen::V,skyde,caith
1251,schießen::V,skyde,scaoil
1252,siegen::V,sejre,bain
1253,siegen::V,sejre,buaigh
1254,ärgern::V,ærgre,cuir isteach ar
1255,schlagen::V,slå,buail
1256,treten::V,sparke,ciceáil
1257,stechen::V,stikke,sáigh
1258,stoßen::V,støde,brúigh
1259,stoßen::V,støde,soncáil
1260,stehlen::V,stjæle,goid
1261,stören::V,forstyrre,cuir isteach ar
1262,belästigen::V,genere,cuir as do
1263,belästigen::V,ulejlige,cuir as do
1264,verbergen::V,skjule,ceil
1265,täuschen::V,villede,cuir dallamullóg ar
1266,betrügen::V,bedrage,déan calaois ar
1267,töten::V,dræbe,maraigh
1268,wohnen::V,bo,cuir faoi
1269,wohnen::V,bo,tá ina chónaí
1270,arbeiten::V,arbejde,oibrigh
1271,sammeln::V,samle,bailigh
1272,sammeln::V,samle,cruinnigh
1273,pflücken::V,plukke,pioc
1274,jagen::V,jage,seilg
1275,fischen::V,fiske,iasc
1276,fassen::V,fange,beir ar
1277,hüten::V,vogte,aoirigh
1278,treiben::V,drive,seol
1279,treiben::V,drive,tiomáin
1280,anbinden::V,binde fast,ceangail
1281,füttern::V,fodre,cothaigh
1282,füttern::V,fodre,beathaigh
1283,melken::V,malke,bligh
1284,melken::V,malke,crúigh
1285,hacken::V,hakke,gearr
1286,gießen::V,hælde,uiscigh
1287,reifen::V,modne,aibigh
1288,zubereiten::V,tilberede,cócaráil
1289,kochen::V,koge,bruith
1290,kochen::V,koge,beirigh
1291,backen::V,bage,bácáil
1292,braten::V,stege,róst
1293,braten::V,stege,frioch
1294,umrühren::V,røre om,measc
1295,stricken::V,strikke,cniotáil
1296,nähen::V,sy,fuaigh
1297,färben::V,farve,dathaigh
1298,reinigen::V,rense,glan
1299,reinigen::V,gøre ren,glan
1300,waschen::V,vaske,nigh
1301,abwischen::V,tørre af,glan
1302,spülen::V,skylle,sruthlaigh
1303,fegen::V,feje,scuab
1304,kehren::V,feje,scuab
1305,baden::V,bade,folc
1306,sich waschen::V,vaske sig,nigh é féin
1307,ausziehen::V,tage af,bain de
1308,anziehen::V,tage på,cuir ar
1309,sich anziehen::V,klæde sig på,gléas é féin
1310,kämmen::V,rede,cíor
1311,kämmen::V,frisere,cíor
1312,schmücken::V,pynte,maisigh
1313,schmücken::V,smykke,maisigh
1314,sagen::V,sige,abair
1315,sprechen::V,snakke,labhair
1316,reden::V,tale,caintigh
1317,reden::V,snakke,caintigh
1318,sich unterhalten::V,snakke sammen,caintigh
1319,sich unterhalten::V,snakke sammen,tá ag comhrá
1320,fragen::V,spørge,fiafraigh
1321,fragen::V,spørge,cuir ceist
1322,bitten::V,bede,iarr
1323,erzählen::V,berette,inis
1324,erzählen::V,berette,eachtraigh
1325,erzählen::V,fortælle,inis
1326,erzählen::V,fortælle,eachtraigh
1327,mitteilen::V,meddele,aithris
1328,mitteilen::V,meddele,cuir in iúl
1329,nennen::V,nævne,ainmnigh
1330,rufen::V,råbe,glaoigh
1331,prahlen::V,prale,maígh
1332,übersetzen::V,oversætte,aistrigh
1333,denken::V,tænke,síl
1334,denken::V,tænke,ceap
1335,glauben::V,tro,creid
1336,bemerken::V,bemærke,tabhair faoi deara
1337,bemerken::V,lægge mærke til,tabhair faoi deara
1338,erkennen::V,genkende,aithin
1339,begreifen::V,begribe,tuig
1340,verstehen::V,forstå,tuig
1341,lernen::V,lære,foghlaim
1342,wissen::V,vide,tá a fhios ag
1343,sich erinnern an::V,mindes,cuimhnigh ar
1344,sich erinnern an::V,mindes,is cuimhne ar
1345,sich erinnern an::V,huske på,cuimhnigh ar
1346,sich erinnern an::V,huske på,is cuimhne ar
1347,vergessen::V,glemme,dearmad
1348,messen::V,måle,tomhais
1349,zählen::V,tælle,cuntais
1350,rechnen::V,regne,ríomh
1351,rechnen::V,regne,áirigh
1352,lesen::V,læse,léigh
1353,malen::V,male,péinteáil
1354,zeichnen::V,tegne,línigh
1355,zeichnen::V,tegne,tarraing
1356,schreiben::V,skrive,scríobh
1357,besitzen::V,eje,is le
1358,besitzen::V,besidde,is le
1359,kaufen::V,købe,ceannaigh
1360,verkaufen::V,sælge,díol
1361,bezahlen::V,betale,íoc as
1362,zahlen::V,betale,íoc
1363,beherrschen::V,beherske,rialaigh
1364,ertragen::V,tåle,seas
1365,ertragen::V,tåle,fulaing
1366,ertragen::V,tåle,foighnigh
1367,ertragen::V,udholde,seas
1368,ertragen::V,udholde,fulaing
1369,ertragen::V,udholde,foighnigh
1370,hinfallen::V,,tit
