,Concept_ID,kl,lt
718,dumm::A,qaatusimasaqanngilaq,paikas
719,dumm::A,qaatusimasaqanngilaq,kvailas
720,faul::A,eqiasuppoq,tingus
721,faul::A,eqiattortuvoq,tingus
722,fleißig::A,eqiasuippoq,stropus
723,fleißig::A,eqiasuippoq,kruopštus
724,geizig::A,iasilaarpoq,šykštus
725,geizig::A,tukkuippoq,šykštus
726,klug::A,mallak,sumanus
727,klug::A,mallak,protingas
728,klug::A,ittanneq,sumanus
729,klug::A,ittanneq,protingas
730,klug::A,kutaappoq,sumanus
731,klug::A,kutaappoq,protingas
732,klug::A,kuttaappoq,sumanus
733,klug::A,kuttaappoq,protingas
734,klug::A,qarasagippoq,sumanus
735,klug::A,qarasagippoq,protingas
736,lieb::A,akisooq,mielas
737,lustig::A,piikulavoq,smagus
738,lustig::A,piikulavoq,linksmas
739,sanft::A,isumagippoq,švelnus
740,sanft::A,isumagippoq,minkštas
741,hungrig::A,kaappoq,alkanas
742,hungrig::A,perlilerpoq,alkanas
743,krank::A,napparsimavoq,ligotas
744,krank::A,napparsimavoq,sergantis
745,traurig::A,aliasuppoq,liūdnas
746,lebendig::A,uumavoq,gyvas
747,gut::A,ajunngilaq,geras
748,schlecht::A,sualuppoq,blogas
749,schlecht::A,sualuppoq,prastas
750,richtig::A,iluarpoq,tikras
751,richtig::A,iluarpoq,teisingas
752,schlimm::A,amiilaarnarpoq,blogas
753,schlimm::A,amiilaarnarpoq,prastas
754,wahr::A,ilumoorpoq,tikras
755,alt::A,pisoqaq,senas
756,neu::A,nutaavoq,naujas
757,alt[Lebewesen]::A,utoqqaq,pagyvenęs
758,jung::A,inuusuppoq,jaunas
759,jung::A,kingulliarsuk,jaunas
760,arm::A,piillasoq,neturtingas
761,arm::A,piitsuuvoq,neturtingas
762,reich::A,pisuuvoq,turtingas
763,berühmt::A,tusaamasaq,žymus
764,berühmt::A,tusaamasaq,garsus
765,fremd::A,ajasoornarpoq,svetimas
766,verschieden::A,allatut,įvairus
767,verschieden::A,tamalaat,įvairus
768,nah::A,qanippoq,artimas
769,fern::A,ungasippoq,tolimas
770,linker::A,saamerleq,kairys
771,rechter::A,innarluissut,dešinys
772,erster::A,siulleq,pirmas
773,zweiter::A,qataatsup tullia,antras
774,dritter::A,pingajorarterut,trečias
775,letzter::A,kingulleq,paskutinis
776,allein::ADV,kisimiippoq,vienas
777,auf einmal::ADV,tassanngaannaq,iš karto
778,zusammen::ADV,attaasa,kartu
779,zusammen::ADV,attaasa,drauge
780,zusammen::ADV,attarmik,kartu
781,zusammen::ADV,attarmik,drauge
782,lange::ADV,akuni,ilgai
783,plötzlich::ADV,tassanngaannaq,staiga
784,sofort::ADV,erniinnaq,tuojau
785,später::ADV,kingorna,vėliau
786,später::ADV,kingorna,paskiau
787,jetzt::ADV,maanna,dabãr
788,jetzt::ADV,massakkut,dabãr
789,heute::ADV,ullumi,šiandien
790,morgen::ADV,aqagu,rytoj
791,bald::ADV,erniinnaq,greitai
792,bald::ADV,erniinnaq,netrukus
793,dann::ADV,taava,po to
794,gestern::ADV,ippassaq,vakar
795,einst::ADV,ataatsimik,kadaise
796,einst::ADV,ataatsimik,kitą kartą
797,einst::ADV,ilaanni,kadaise
798,einst::ADV,ilaanni,kitą kartą
799,damals::ADV,taamani,anuomet
800,damals::ADV,taamani,anuokart
801,damals::ADV,taamanikkut,anuomet
802,damals::ADV,taamanikkut,anuokart
803,damals::ADV,taassumuunakkut,anuomet
804,damals::ADV,taassumuunakkut,anuokart
805,danach::ADV,taava,po to
806,danach::ADV,taava,paskui
807,vorher::ADV,siornagut,anksčiau
808,einmal::ADV,ilaanni,kartą
809,einmal::ADV,ilaanni,vieną kartą
810,einmal::ADV,ataatsimik,kartą
811,einmal::ADV,ataatsimik,vieną kartą
812,manchmal::ADV,qaqutigu,kai kada
813,manchmal::ADV,qaqutigut,kai kada
814,oft::ADV,akulikitsumik,dažnai
815,immer::ADV,tamatigut,visada
816,immer::ADV,tamatigut,visuomet
817,hier::ADV,maani,čia
818,hierhin::ADV,maani,šen
819,hierhin::ADV,maani,čionai
820,dorthin::ADV,ikuuna,ten
821,dorthin::ADV,ikuuna,ten link
822,geradeaus::ADV,narlumut,tiesiai
823,vorwärts::ADV,pilangavoc,pirmyn
824,rückwärts::ADV,kingumut,atbulai
825,rückwärts::ADV,tunumut or tunummut,atbulai
826,zurück::ADV,kingumut,atgal
827,zurück::ADV,tunumut or tunummut,atgal
828,unten::ADV,kana,žemai
829,unten::ADV,kana,apačioje
830,hinab::ADV,qiviu,žemyn
831,überall::ADV,tamaginni,visur
832,überall::ADV,tamani tamaani,visur
833,kaum::ADV,qaqutigorsuaq,vos
834,sehr::ADV,assut,labai
835,sehr::ADV,assut,baisiai
836,noch::ADV,qeratavoq,dar
837,schon::ADV,taava-una,jau
838,wieder::ADV,kingumut,vėl
839,wieder::ADV,kingumut,iš naujo
840,vergebens::ADV,angiluk,veltui
841,vergebens::ADV,angiluk,bergždžiai
842,dies::PRN,manna,šis
843,dies::PRN,manna,šitas
844,dies::PRN,matuma,šis
845,dies::PRN,matuma,šitas
846,das::PRN,ua,tat
847,ich::PRN,uanga,aš
848,du::PRN,illit,tu
849,er::PRN,una,jis
850,wir::PRN,uagut,mes
851,ihr::PRN,ilissi,jūs
852,sie::PRN,uku,ji
853,sie::PRN,uku,jos
854,was::FPRN,aat?,kas
855,wer::FPRN,kikkut,kas
856,wo::FADV,sumi,kur
857,wohin::FADV,sumut,kur
858,wohin::FADV,sumut,kur link
859,wie::FADV,qanoq,kaip
860,warum::FADV,sooq,kod̃ėl
861,warum::FADV,sooq,dėl ko
862,wieviel::FNUM,qassit,kiek
863,wieviel::FNUM,qanoq atsigisumik?,kiek
864,eins::NUM,ataaseq,vienas
865,zwei::NUM,marluk,du
866,drei::NUM,pingasut,trys
867,vier::NUM,sisamat,keturi
868,vier::NUM,qajuusat,keturi
869,fünf::NUM,tallimat,penki
870,sechs::NUM,arfineq,šeši
871,sechs::NUM,arfinillit,šeši
872,sieben::NUM,arfineq-marluk,septyni
873,acht::NUM,arfineq pingasut,aštuoni
874,neun::NUM,qulingiluat,devyni
875,neun::NUM,arfineq sisamat,devyni
876,zehn::NUM,qulit,dešimt
877,elf::NUM,aqqaneq,vienuolika
878,zwölf::NUM,aqqaneq-marluk,dvylika
879,zwanzig::NUM,tyve,dvidešimt
880,dreißig::NUM,tredive,trisdešimt
881,dreißig::NUM,pingasunik qulillit,trisdešimt
882,vierzig::NUM,fyrre,keturiasdešimt
883,fünfzig::NUM,halvtreds,penkiasdešimt
884,fünfzig::NUM,tallimanik qulillit,penkiasdešimt
885,sechzig::NUM,tres,šešiasdešimt
886,siebzig::NUM,halvfjerds,septyniasdešimt
887,achtzig::NUM,firs,aštuoniasdešimt
888,neunzig::NUM,halvfems,devyniasdešimt
889,hundert::NUM,et hundrede,šimtas
890,tausend::NUM,et tusinde,tūkstantis
891,und::CNJ,aamma,ĩr
892,oder::CNJ,imalluunnit,ar
893,oder::CNJ,imalluunnit,arba
894,stehen::V,sikingavoq,stovėti
895,sitzen::V,ingippoq,sėdėti
896,liegen::V,nalavoq,gulėti
897,liegen::V,aqupivoq,gulėti
898,hängen::V,nivinngarpaa,kyboti
899,hängen::V,nivinngarpaa,kabėti
900,werden::V,pinngorpoq,taptis
901,werden::V,pinngorpoq,darytis
902,passieren::V,pivoq,atsitikti
903,passieren::V,pivoq,pasitaikyti
904,beginnen::V,aallarnerpaa,prasid́ėti
905,enden::V,naggaserpaa,baigtis
906,wechseln::V,immikkut ilivoq,keistis
907,wechseln::V,immikkut ilivoq,pasikeisti
908,untergehen[Sonne]::V,ilioqqaasoq,leistis
909,untergehen[Sonne]::V,ilioqqaasoq,nusileisti
910,scheinen[Sonne]::V,qinnorpoq,šviesti
911,scheinen[Sonne]::V,qinngorpoq,šviesti
912,donnern::V,kalleq,griausti
913,donnern::V,kalleq,griaudėti
914,wehen::V,timmivoq,pūsti
915,sich drehen::V,ipippaa,suktis
916,sich drehen::V,ipippaa,pasisukti
917,schwanken::V,aalavoq,svyruoti
918,schwingen::V,issakajaat or issakatsiaarut,suptis
919,fallen::V,quasivaa,pulti
920,fallen::V,quasivaa,kristi
921,brennen::V,seerpoq,degti
922,brennen::V,uuppaa,degti
923,rauchen::V,pujoorpoq,rūkyti
924,regnen::V,siallerpoq,lyti
925,gefrieren::V,qiulerpoq,užšalti
926,tauen::V,aappoq,tirpti
927,schmelzen::V,aappoq,lydytis
928,schmelzen::V,aatsippaa,lydytis
929,trocknen::V,panerserpaa,džiūti
930,sieden::V,qalappoq,virti
931,reißen::V,qulli,plyšti
932,reißen::V,qulli,trūkti
933,reißen::V,alittorpaa,plyšti
934,reißen::V,alittorpaa,trūkti
935,reißen::V,kimillanneq,plyšti
936,reißen::V,kimillanneq,trūkti
937,versinken::V,kivivaa,skę̃sti
938,versinken::V,kivivaa,grimzti
939,versinken::V,apparpoq,skę̃sti
940,versinken::V,apparpoq,grimzti
941,vergehen::V,qaangerpaa,praeiti
942,vergehen::V,sarsuppoq,praeiti
943,erscheinen::V,takutippoq,pasirodyti
944,sinken::V,kivivaa,kristi
945,sinken::V,apparpoq,kristi
946,abnehmen::V,ikillipput,mažėti
947,abnehmen::V,ikillipput,silpnėti
948,zunehmen::V,allisippaa,didėti
949,zunehmen::V,allisippaa,padaugėti
950,steigen::V,allisippaa,kilti
951,wachsen::V,allivoq,augti
952,glänzen::V,qinngorpoq,blizgėti
953,glänzen::V,qinnorpoq,blizgėti
954,funkeln::V,uisorilavoq,žibėti
955,läuten::V,avilualaarpoq,skambinti
956,klingeln::V,aviluarpoq,skambinti
957,klingeln::V,aviluarpaluppoq,skambinti
958,brausen::V,ittuk,šniokšti
959,brausen::V,ittuppoq,šniokšti
960,brausen::V,ittuppaluppoq,šniokšti
961,bellen::V,qiluppoq,loti
962,heulen::V,maarpoq,kaukti
963,heulen::V,maarpoq,staugti
964,heulen::V,maalavoq,kaukti
965,heulen::V,maalavoq,staugti
966,heulen::V,miaggoorpoq,kaukti
967,heulen::V,miaggoorpoq,staugti
968,blasen::V,aporneq,pūsti
969,pfeifen::V,siggartartitsivoq,švilpti
970,pfeifen::V,siggartartitsivoq,švilpauti
971,pfeifen::V,siorsulavoq,švilpti
972,pfeifen::V,siorsulavoq,švilpauti
973,schreien::V,suaarpoq,šaukti
974,stöhnen::V,nipiliorpoq,dejuoti
975,stöhnen::V,nipiliorpoq,aimanuoti
976,stöhnen::V,nipilliorpoq,dejuoti
977,stöhnen::V,nipilliorpoq,aimanuoti
978,zittern::V,qarsulivik,virpėti
979,leben::V,inuuvoq,gyventi
980,geboren werden::V,inuuvoq,gimti
981,geboren werden::V,inunngorpoq,gimti
982,atmen::V,anersaarpoq,alsuoti
983,atmen::V,anersaarpoq,kvėpuoti
984,trinken::V,imerpoq,gerti
985,essen::V,tamorpoq,valgyti
986,schlucken::V,tuluarnaq,praryti
987,einschlafen::V,sinippoq,užmigti
988,schlafen::V,sinik,miegoti
989,aufwachen::V,iterpoq,pabusti
990,aufwachen::V,eqqumavoq,pabusti
991,aufstehen::V,makippoq,keltis
992,aufstehen::V,makippoq,atsikelti
993,sich erholen::V,qasuerserpoq,pailsėti
994,sich erholen::V,qasuerserpoq,poilsiauti
995,schmerzen::V,anneraa,sopėti
996,schmerzen::V,anneraa,skaudėti
997,schmerzen::V,annernarpoq,sopėti
998,schmerzen::V,annernarpoq,skaudėti
999,husten::V,quersorpoq,kosėti
1000,genesen::V,ajunngissivoq,sveikti
1001,genesen::V,ajunngissivoq,taisytis
1002,genesen::V,ilisimmarpoq,sveikti
1003,genesen::V,ilisimmarpoq,taisytis
1004,genesen::V,ilorrippoq,sveikti
1005,genesen::V,ilorrippoq,taisytis
1006,sterben::V,toquvoq,mirti
1007,sterben::V,toquvoq,numirti
1008,sich bewegen::V,ingerlavoq,judėti
1009,sich bewegen::V,ingerlavoq,pasijudinti
1010,sich setzen::V,ingippoq,sėstis
1011,sich setzen::V,ingippoq,atsisėsti
1012,laufen::V,arpappoq,eiti
1013,schreiten::V,ingerlavoq,žengti
1014,schreiten::V,ingerlavoq,žingsniuoti
1015,spazierengehen::V,utertakajaarpoq,pasivaikščioti
1016,spazierengehen::V,utertakattajaarpoq,pasivaikščioti
1017,eilen::V,qaa qaa,skubėti
1018,eilen::V,qiilasaarpoq,skubėti
1019,eilen::V,ingerlasaarpaa,skubėti
1020,sich beeilen::V,tuaviorpoq,paskub́ėti
1021,sich beeilen::V,tuaviorpoq,pasiskubinti
1022,sausen::V,uiguut,dumti
1023,sausen::V,uiguut,lėkti
1024,rennen::V,igivoq,bėgti
1025,springen::V,upernassaq,šokti
1026,klettern::V,pilaakkeerpoq,kopti
1027,schaukeln::V,aalavoq,supti
1028,schaukeln::V,aalavoq,linguoti
1029,schwimmen::V,naluppoq,plaukti
1030,tauchen::V,allorpoq,nerti
1031,rudern::V,ipuppaa,irtis
1032,rudern::V,ipuppaa,irkluoti
1033,fahren::V,qimusserpoq,važiuoti
1034,fahren::V,qimusserpoq,važinėti
1035,fliegen::V,timmivoq,lėkti
1036,fliegen::V,timmivoq,skristi
1037,weggehen::V,piiarpoq,išeiti
1038,anhalten::V,unitsippaa,sustoti
1039,hineingehen::V,timaappaa,įeiti
1040,eintreten::V,allattorpaa,įžengti
1041,kommen::V,qaa-,ateiti
1042,kommen::V,pivaa,ateiti
1043,ankommen::V,tikippoq,ateiti
1044,zurückkommen::V,angerlarpoq,grį̃žti
1045,zurückkommen::V,angerlarpoq,sugrį̃žti
1046,bleiben::V,uninngavoq,likti
1047,bleiben::V,uninngavoq,pasilikti
1048,warten::V,paavoq,laukti
1049,warten::V,utaqqivoq,laukti
1050,suchen::V,nivivaa,ieškoti
1051,finden::V,nanivaa,rasti
1052,finden::V,nanivaa,surasti
1053,versuchen::V,uuppaa,mėginti
1054,versuchen::V,ussersarpaa,mėginti
1055,vorbereiten::V,piareersarpaa,rengti
1056,lieben::V,asavaa,myĺėti
1057,mögen::V,akaaraa,ḿėgti
1058,mögen::V,akaaraa,patikti
1059,rühren::V,qeerlerpaa,jaudinti
1060,rühren::V,qeerlerpaa,graudinti
1061,weinen::V,qiavoq,verkti
1062,schimpfen::V,qatimaarpoq,bartis
1063,sich ärgern::V,ugguutigaa,pykti
1064,sich ärgern::V,ugguutigaa,apmaudauti
1065,sich fürchten::V,eqqanaarpoq,bijoti
1066,sich fürchten::V,eqqanaarpoq,baimintis
1067,fürchten::V,ersigaa,bijoti
1068,fürchten::V,ersigaa,baimintis
1069,fliehen::V,qimaavoq,bėgti
1070,fliehen::V,qimaavoq,sprukti
1071,flüchten::V,allikarfigaa,pabėgti
1072,sehen::V,isigaa,žiūŕėti
1073,ansehen::V,alaatsinaappaa,žiūrėti į
1074,ansehen::V,alaatsinaappaa,pažiūrėti į
1075,hören::V,tusarpaa,girdėti
1076,zuhören::V,naalappoq,klausytis
1077,riechen::V,tipippoq,uosti
1078,riechen::V,tipippoq,užuosti
1079,fühlen::V,misigaa,justi
1080,fühlen::V,misigaa,jausti
1081,fühlen::V,misigaa,pajusti
1082,scheinen::V,takutippoq,rodytis
1083,scheinen::V,takutippoq,atrodyti
1084,frieren::V,qiiavoq,šalti
1085,tun::V,iliorpoq,daryti
1086,wollen::V,piumavaa,norėti
1087,anfangen::V,pilerpoq,pradėti
1088,anfangen::V,pilerpoq,prasid́ėti
1089,beenden::V,naggaserpaa,baigti
1090,beenden::V,naggaserpaa,užbaigti
1091,aufhören::V,naammatsippaa,liautis
1092,öffnen::V,ammarpaa,atverti
1093,öffnen::V,ammarpaa,atidaryti
1094,schließen::V,matuaa,uždaryti
1095,stellen::V,ilivaa,statyti
1096,stellen::V,ilivaa,pastatyti
1097,stellen::V,iliorarpai,statyti
1098,stellen::V,iliorarpai,pastatyti
1099,stellen::V,ilioqqarpai,statyti
1100,stellen::V,ilioqqarpai,pastatyti
1101,setzen::V,iliorarpai,sodinti
1102,setzen::V,iliorarpai,pasodinti
1103,setzen::V,ilioqqarpai,sodinti
1104,setzen::V,ilioqqarpai,pasodinti
1105,legen::V,ilivaa,dėti
1106,legen::V,ilivaa,pad́ėti
1107,berühren::V,attorpaa,liesti
1108,berühren::V,attorpaa,paliesti
1109,verbinden::V,taperserpaa,jungti
1110,verbinden::V,taperserpaa,surišti
1111,bedecken::V,iikkerpaa,uždengti
1112,bedecken::V,iikkersorpaa,uždengti
1113,aufhängen::V,inivaa,pakarti
1114,aufhängen::V,inivaa,pakabinti
1115,aufhängen::V,iniorarpai,pakarti
1116,aufhängen::V,iniorarpai,pakabinti
1117,anzünden::V,saggaavoq,padegti
1118,aufheben::V,allisippaa,pakelti
1119,zurücklassen::V,aallarpoq,palikti
1120,verlieren::V,annaavaa,pamesti
1121,fallen lassen::V,nakkaavaa,atsisakyti
1122,machen::V,iliorpoq,dirbti
1123,herstellen::V,anillatsippaa,gaminti
1124,bauen::V,marrarterpaa,statyti
1125,bauen::V,marrarterpaa,pastatyti
1126,reparieren::V,iluarsaappaa,taisyti
1127,reparieren::V,iluarsaappaa,remontuoti
1128,verbessern::V,naqqippaa,gerinti
1129,verbessern::V,naqqippaa,ištaisyti
1130,graben::V,assappaa,kasti
1131,beugen::V,qappappoq,lenkti
1132,beugen::V,qappappoq,palenkti
1133,biegen::V,qappappoq,lenkti
1134,biegen::V,qappappoq,palenkti
1135,wenden::V,assappaa,kreipti
1136,wenden::V,assappaa,pakreipti
1137,wenden::V,assakarpoq,kreipti
1138,wenden::V,assakarpoq,pakreipti
1139,umdrehen::V,assakartippaa,sukti
1140,umdrehen::V,assakartippaa,apversti
1141,heben::V,kivippaa,kelti
1142,heben::V,kivippaa,pakelti
1143,hochheben::V,kissumiarpaa,pakelti
1144,ergreifen::V,isaappaa,čiupti
1145,ergreifen::V,isaappaa,griebti
1146,ergreifen::V,isaguppaa,čiupti
1147,ergreifen::V,isaguppaa,griebti
1148,halten::V,minarpaa,laikyti
1149,halten::V,minarpaa,palaikyti
1150,drücken::V,naqittaat,spausti
1151,kratzen::V,qitsuppaa,kasyti
1152,kratzen::V,qitsuppaa,grandyti
1153,lecken::V,aluppaa,laižyti
1154,beißen::V,kiivaa,kandžioti
1155,abreißen::V,aqqarpaa,nuplėšti
1156,abreißen::V,isaterpaa,nuplėšti
1157,abschneiden::V,kipivaa,atpjauti
1158,abschneiden::V,kipivaa,atkirpti
1159,binden::V,kakkersarpaa,rišti
1160,binden::V,kakkersarpaa,surišti
1161,stecken::V,kussunneq,kišti
1162,stecken::V,kussunneq,įkišti
1163,brechen::V,nallorpaa,lūžti
1164,brechen::V,nallorpaa,laužyti
1165,klopfen::V,pattappaa,belsti
1166,klopfen::V,pattappaa,barbenti
1167,hauen::V,aqivaa,mušti
1168,kleben::V,qaappoq,lipdyti
1169,kleben::V,qaappoq,klijuoti
1170,reiben::V,tagiarpaa,trinti
1171,reiben::V,tagiarpaa,tarkuoti
1172,reiben::V,tangiarpaa,trinti
1173,reiben::V,tangiarpaa,tarkuoti
1174,streichen::V,erlerpoq,tepti
1175,streichen::V,erlerpoq,užtepti
1176,schleifen::V,sequppaa,galą́sti
1177,schneiden::V,uullivoq,pjauti
1178,schneiden::V,uullivoq,kirpti
1179,schütteln::V,aalavoq,purtyti
1180,schwenken::V,issarpoq,mojuoti
1181,füllen::V,immerpaa,pildyti
1182,füllen::V,immerpaa,pripildyti
1183,einwickeln::V,immoqquserpaa,įvynioti
1184,einwickeln::V,immoqquserpaa,suvynioti
1185,tragen::V,maqippaa,nešti
1186,tragen::V,maqippaa,nešioti
1187,tragen::V,assartorpoq,nešti
1188,tragen::V,assartorpoq,nešioti
1189,schleppen::V,assartorpoq,vilkti
1190,ziehen::V,kalippaa,tempti
1191,ziehen::V,kalissarpoq,tempti
1192,aufbewahren::V,toqqorpaa,laikyti
1193,werfen::V,kuivaa,mesti
1194,werfen::V,kuivaa,sviesti
1195,fangen::V,anguaa,sugauti
1196,verstecken::V,anngigaa,slėpti
1197,verstecken::V,anngigaa,slapstyti
1198,teilen::V,agguut,dalyti
1199,teilen::V,agguut,padalyti
1200,teilen::V,agguusersorpaa,dalyti
1201,teilen::V,agguusersorpaa,padalyti
1202,schicken::V,nassiuppaa,sių̃sti
1203,schicken::V,nassiuppaa,pasių̃sti
1204,bringen::V,aggiuppaa,atnešti
1205,bringen::V,nassataraa,atnešti
1206,bekommen::V,tiguaa,gauti
1207,erhalten::V,tiguaa,gauti
1208,nehmen::V,pivoq,paimti
1209,nehmen::V,tiguaa,paimti
1210,bewahren::V,sukkunik simerserpaa,išsaugoti
1211,verderben::V,asiutippaa,sugadinti
1212,verderben::V,piuneerunnerit,sugadinti
1213,zerbrechen::V,ukuvoq,sukulti
1214,zerbrechen::V,ukuvoq,sudaužyti
1215,zerreißen::V,tisavaa,perplėšti
1216,zerreißen::V,tisavaa,suplėšyti
1217,zerreißen::V,alittorpaa,perplėšti
1218,zerreißen::V,alittorpaa,suplėšyti
1219,zerstören::V,aserorpaa,suardyti
1220,zerstören::V,aserorpaa,sugriauti
1221,verbrennen::V,seerpoq,deginti
1222,verbrennen::V,seerpoq,sudeginti
1223,geben::V,pivoq,duoti
1224,geben::V,pivoq,paduoti
1225,versprechen::V,neriorsorpaa,žadėti
1226,versprechen::V,neriorsorpaa,pažadėti
1227,wünschen::V,kissaat,norėti
1228,wünschen::V,kissaat,linḱėti
1229,loben::V,nersorpaa,girti
1230,loben::V,nersorpaa,pagirti
1231,loben::V,nersornaat,girti
1232,loben::V,nersornaat,pagirti
1233,küssen::V,kunippaa,bučiuoti
1234,küssen::V,kunissorpaa,bučiuoti
1235,zudecken::V,majorpaa,užkloti
1236,zudecken::V,majorpaa,uždengti
1237,wecken::V,itersarpaa,žadinti
1238,zeigen::V,tikkuuppaa,rodyti
1239,führen::V,tasissiuppaa,vesti
1240,führen::V,tasissiuppaa,vadovauti
1241,führen::V,ilitsersorpaa,vesti
1242,führen::V,ilitsersorpaa,vadovauti
1243,führen::V,tasissersuuppaa,vesti
1244,führen::V,tasissersuuppaa,vadovauti
1245,lehren::V,ilinniartippaa,mokyti
1246,lehren::V,ilinniartippaa,išmokyti
1247,unterrichten::V,ajoqerpaa,dėstyti
1248,unterrichten::V,ajoqersorpaa,dėstyti
1249,unterrichten::V,ilinniartitsivoq,dėstyti
1250,aufziehen::V,inororsarpaa,išauginti
1251,leiten::V,iluatsippaa,valdyti
1252,leiten::V,iluatsippaa,vadovauti
1253,antreiben::V,ikusimmippaa,uiti
1254,antreiben::V,ikusimmippaa,raginti
1255,antreiben::V,ikusimmippaa,skubinti
1256,einladen::V,qaaqquaa,kviesti
1257,einladen::V,qaaqquaa,pakviesti
1258,einladen::V,qaasarpaa,kviesti
1259,einladen::V,qaasarpaa,pakviesti
1260,vereinigen::V,taperserpaa,sujungti
1261,vereinigen::V,taperserpaa,suvienyti
1262,besuchen::V,tikeraarpaa,lankyti
1263,besuchen::V,tikeraarpaa,aplankyti
1264,treffen::V,aporappaa,sutikti
1265,treffen::V,aporappaa,pasitikti
1266,sich versammeln::V,majorpoq,susirinkti
1267,spielen::V,pinnguarpoq,groti
1268,spielen::V,pinnguarpoq,žaisti
1269,singen::V,erinarsorpoq,dainuoti
1270,tanzen::V,qitippoq,šokti
1271,sich trennen::V,immikkoortippaa,skirtis
1272,sich trennen::V,immikkoortippaa,išsiskirti
1273,retten::V,annaappaa,gelbėti
1274,schützen::V,eriagaa,ginti
1275,schützen::V,eriagaa,apginti
1276,schützen::V,pineqartaalivaa,ginti
1277,schützen::V,pineqartaalivaa,apginti
1278,schießen::V,aallaavaa,šauti
1279,schießen::V,aallaavaa,šaudyti
1280,schießen::V,piseriuppaa,šauti
1281,schießen::V,piseriuppaa,šaudyti
1282,ärgern::V,ninngassarpaa,pykinti
1283,ärgern::V,ninngassaarpaa,pykinti
1284,schlagen::V,unatarpaa,mušti
1285,schlagen::V,unatarpaa,smogti
1286,schlagen::V,unatarpaa,trenkti
1287,treten::V,tukerpoq,mygti
1288,stechen::V,iguppaa,gelti
1289,stechen::V,iguppaa,smeigti
1290,stechen::V,qasilippoq,gelti
1291,stechen::V,qasilippoq,smeigti
1292,stoßen::V,ikuserpaa,stumti
1293,stoßen::V,ikuserpaa,pastumti
1294,stoßen::V,ikusimmippaa,stumti
1295,stoßen::V,ikusimmippaa,pastumti
1296,stehlen::V,tillippaa,vogti
1297,stören::V,akornuserpaa,trikdyti
1298,verbergen::V,anngigaa,slėpti
1299,verbergen::V,anngigaa,paslėpti
1300,betrügen::V,peqquserluttuliorfigaa,apgauti
1301,töten::V,maappaa,žudyti
1302,töten::V,maappaa,nužudyti
1303,töten::V,toquppaa,žudyti
1304,töten::V,toquppaa,nužudyti
1305,wohnen::V,najugaqarpoq,gyventi
1306,arbeiten::V,sulivoq,dirbti
1307,arbeiten::V,sulivoq,triūsti
1308,sammeln::V,katersorpai,rinkti
1309,jagen::V,piniarpoq,medžioti
1310,fischen::V,aalisarpoq,žvejoti
1311,anbinden::V,qilerut,pririšti
1312,anbinden::V,qilersorpaa,pririšti
1313,anbinden::V,ungerlatserpaa,pririšti
1314,füttern::V,nerlerpaa,šerti
1315,gießen::V,imerterpaa,lieti
1316,gießen::V,imerterpaa,laistyti
1317,kochen::V,igavoq,virti
1318,kochen::V,igavoq,virinti
1319,braten::V,siappaa,kepti
1320,braten::V,siappaa,kepinti
1321,umrühren::V,qeerlerpaa,maišyti
1322,umrühren::V,qeerlerpaa,pamaišyti
1323,färben::V,misuppaa,dažyti
1324,färben::V,misuppaa,nudažyti
1325,reinigen::V,sanniarpaa,valyti
1326,reinigen::V,sanniarpaa,švarinti
1327,waschen::V,asappaa,plauti
1328,waschen::V,asappaa,mazgoti
1329,waschen::V,asappaa,skalbti
1330,abwischen::V,saligarpaa,nušluostyti
1331,abwischen::V,saligartorpaa,nušluostyti
1332,fegen::V,sanngiarpaa,šluoti
1333,baden::V,uffarpoq,maudytis
1334,sich waschen::V,uffarpoq,praustis
1335,ausziehen::V,annoraajarpaa,numauti
1336,ausziehen::V,annoraajarpaa,nuvilkti
1337,anziehen::V,ativaa,mauti
1338,anziehen::V,ativaa,apsivilkti
1339,anziehen::V,atitippaa,mauti
1340,anziehen::V,atitippaa,apsivilkti
1341,sich anziehen::V,atisalersorpoq,rengtis
1342,sich anziehen::V,atisalersorpoq,apsirengti
1343,sagen::V,oqarpoq,tarti
1344,sprechen::V,oqaluttarpoq,kalbėti
1345,reden::V,oqaluppoq,šnekėti
1346,fragen::V,aperaa,klausti
1347,bitten::V,aperaa,prašyti
1348,bitten::V,qinnuigaa,prašyti
1349,erzählen::V,oqaluttuaraa,pasakoti
1350,mitteilen::V,oqalualaarpoq,skelbti
1351,mitteilen::V,oqalualaarpoq,pranešti
1352,rufen::V,qaaqquaa,šaukti
1353,rufen::V,qaaqquaa,kviesti
1354,prahlen::V,oqqartuvoq,girtis
1355,prahlen::V,oqallortuvoq,girtis
1356,übersetzen::V,ikaarpoq,versti
1357,übersetzen::V,ikaarpoq,išversti
1358,übersetzen::V,nutserpaa,versti
1359,übersetzen::V,nutserpaa,išversti
1360,denken::V,isumaqarpoq,galvoti
1361,glauben::V,upperaa,manyti
1362,glauben::V,upperaa,tikėti
1363,glauben::V,isumaqarpoq,manyti
1364,glauben::V,isumaqarpoq,tikėti
1365,erkennen::V,ilisaraa,pažinti
1366,erkennen::V,ilisaraa,atpažinti
1367,verstehen::V,paasivaa,suprasti
1368,lernen::V,ilinniarpoq,mokytis
1369,wissen::V,nalunngilaa,žinoti
1370,sich erinnern an::V,eqqaavaa,prisiminti
1371,vergessen::V,puiorpaa,užmiršti
1372,messen::V,ussersarpaa,matuoti
