,Concept_ID,nl,kl
234,Eisen::N,ijzer,saffiugassaq
235,Gold::N,goud,kuulti
236,Silber::N,zilver,siilviuvoq
237,Kohle::N,kool,aamarsuit aamaruutissat
238,Glas::N,glas,igalaaq
239,Glas::N,glas,imertarfik
240,Glas::N,glas,igalaamineq
241,Lehm::N,klei,marraq
242,Sand::N,zand,sioqqat
243,Mensch::N,mens,inuk
244,Mensch::N,mens,silamiu
245,Mann::N,man,angut
246,Frau::N,vrouw,arnaq
247,Kind::N,kind,meeraq
248,Junge::N,jongen,nukappiaraq
249,Mädchen::N,meisje,arnannguaq
250,Familie::N,gezin,ilaqutakka
251,Familie::N,gezin,ilaqutariit
252,Familie::N,familie,ilaqutakka
253,Familie::N,familie,ilaqutariit
254,Großvater::N,grootvader,aatak
255,Großmutter::N,grootmoeder,aanaq
256,Eltern::N,ouders,angajoqqaat
257,Vater::N,vader,ataata
258,Vater::N,vader,ataataq
259,Mutter::N,moeder,anaana
260,Sohn::N,zoon,erneq
261,Tochter::N,dochter,panik
262,Bruder::N,broer,ani
263,Bruder::N,broer,aqqaluk
264,Bruder::N,broer,qatanngut
265,Bruder::N,broeder,ani
266,Bruder::N,broeder,aqqaluk
267,Bruder::N,broeder,qatanngut
268,Schwester::N,zus,naja
269,Schwester::N,zus,aleqa
270,Schwester::N,zus,qatanngut
271,Schwester::N,zuster,naja
272,Schwester::N,zuster,aleqa
273,Schwester::N,zuster,qatanngut
274,Onkel::N,oom,akkak
275,Tante::N,tante,aja
276,Tante::N,tante,ajak
277,Tante::N,tante,atsak
278,Ehemann::N,echtgenoot,ui
279,Ehefrau::N,echtgenote,nuliaq
280,Freude::N,vreugde,tipaatsussuseq
281,Gelächter::N,gelach,illaq
282,Glück::N,geluk,usornaat
283,Glück::N,geluk,usornarsuseq
284,Kummer::N,verdriet,
285,Wunsch::N,wens,kissaat
286,Wunsch::N,verlangen,kissaat
287,Lust::N,zin,illigussuseq
288,Lust::N,zin,piummaseq
289,Lust::N,lust,illigussuseq
290,Lust::N,lust,piummaseq
291,Geist::N,geest,anerneq
292,Geist::N,geest,toornaq
293,Gedanke::N,gedachte,isumassaq
294,Gedächtnis::N,geheugen,eqqaamannissuseq
295,Verstand::N,verstand,isuma
296,Verstand::N,verstand,sianissut
297,Verstand::N,verstand,misigissut
298,Verstand::N,verstand,sianissuseq
299,Verstand::N,verstand,silaqassuseq
300,Sinn::N,betekenis,isuma
301,Grund::N,reden,patsit
302,Wahrheit::N,waarheid,sallusuissut
303,Gespräch::N,gesprek,
304,Märchen::N,sprookje,oqalualaarut
305,Märchen::N,sprookje,oqaluasaaq
306,Erzählung::N,verhaal,oqaluttuaq
307,Nachricht::N,tijding,oqaassut
308,Nachricht::N,tijding,oqqersuut
309,Neuigkeit::N,nieuws,tusarnartaq
310,Neuigkeit::N,nieuwtje,tusarnartaq
311,Name::N,naam,ateq
312,Rätsel::N,raadsel,nalorsitsaarut
313,Rede::N,rede,oqaluuseq
314,Sprache::N,taal,oqaatsit
315,Stimme::N,stem,erinaq
316,Stimme::N,stem,qarluuseq
317,Wort::N,woord,oqaasii
318,Zeichen::N,teken,nalunaaqqut
319,Ruf::N,roep,qaaqqussut
320,Lärm::N,lawaai,perpaluk
321,Laut::N,klank,torsukattak
322,Laut::N,geluid,torsukattak
323,Ton::N,toon,erinaq
324,Ton::N,klank,erinaq
325,Lied::N,lied,taalliaq
326,Lied::N,lied,erinarsuut
327,Ruhe::N,rust,qatsunganeq
328,Ruhe::N,stilte,qatsunganeq
329,Leute::N,lui,inuiak
330,Leute::N,lui,inuiaqatigiit
331,Leute::N,mensen,inuiak
332,Leute::N,mensen,inuiaqatigiit
333,Volk::N,volk,inuiaat
334,Arbeit::N,werk,suliaq
335,Arbeit::N,arbeid,suliaq
336,Gast::N,gast,qaaqqusaq
337,Geschenk::N,cadeau,pajugut
338,Geschenk::N,geschenk,pajugut
339,Spiel::N,spel,
340,Gesellschaft::N,gezelschap,
341,Hilfe::N,hulp,annertoqqut
342,Freund::N,vriend,tiliaq
343,Freund::N,vriend,ikinngut
344,Kamerad::N,maat,tiliaq
345,Kamerad::N,maat,ikinngut
346,Kamerad::N,metgezel,tiliaq
347,Kamerad::N,metgezel,ikinngut
348,Angelegenheit::N,zaak,
349,Angelegenheit::N,aangelegenheid,
350,Anzahl::N,tal,
351,Anzahl::N,aantal,
352,Art::N,slag,ileqquuseq
353,Art::N,soort,ileqquuseq
354,Stück::N,stuk,nakkaalaniku
355,Teil::N,deel,tassiaasat
356,Hälfte::N,helft,affaq
357,Kreis::N,kring,kaajaluinneq or kaajaluitsoq
358,Kreis::N,cirkel,kaajaluinneq or kaajaluitsoq
359,Kreuz::N,kruis,sanningasulik
360,Linie::N,lijn,tittaq
361,Linie::N,lijn,titarneq
362,Strich::N,haal,
363,Strich::N,streep,
364,Abstand::N,afstand,aku
365,Abstand::N,afstand,ikiaq
366,Entfernung::N,afstand,asi
367,Gegend::N,streek,nuna
368,Platz::N,ruimte,ini
369,Platz::N,ruimte,inissaq
370,Ort::N,oord,sumiiffik
371,Ort::N,plaats,sumiiffik
372,Seite::N,zij,saneraq
373,Seite::N,kant,saneraq
374,Seite::N,zijde,saneraq
375,Mitte::N,midden,qiteq
376,Gegenstand::N,voorwerp,
377,Sache::N,zaak,pigisaq
378,Rand::N,rand,sini
379,Rand::N,rand,akerfineq
380,Rand::N,boord,sini
381,Rand::N,boord,akerfineq
382,Kante::N,kant,akerfineq
383,Ecke::N,hoek,teqeqqoq
384,Ecke::N,hoek,tikeqqoq
385,Spitze::N,punt,inngik
386,Spitze::N,spits,inngik
387,Ende::N,einde,isu
388,Ende::N,uiteinde,isu
389,Loch::N,gat,putu
390,Winkel::N,hoek,teqeqqorissaat
391,Muster::N,dessin,ilisserut
392,Muster::N,patroon,ilisserut
393,Größe::N,grootte,angissuseq
394,Länge::N,lengte,takissuseq
395,Höhe::N,hoogte,
396,Gewicht::N,gewicht,oqimaalutaq
397,Menge::N,hoeveelheid,amerlassuseq
398,Haufen::N,hoop,eqimattat
399,Reihe::N,rij,allunaasaq
400,Reihe::N,reeks,allunaasaq
401,Boot::N,boot,qajaq
402,Boot::N,boot,angallat
403,Boot::N,boot,umiatsiaq
404,Ruder::N,roeiriem,iput
405,Schlitten::N,slee,qamutit
406,Schlitten::N,slee,qimusseq
407,Schlitten::N,slede,qamutit
408,Schlitten::N,slede,qimusseq
409,Ski::N,ski,ataarut
410,Lagerfeuer::N,kampvuur,
411,Last::N,last,nammagaq
412,Last::N,vracht,nammagaq
413,Gang::N,wandeling,
414,Schritt::N,stap,allorneq
415,Schritt::N,schrede,allorneq
416,Norden::N,noorden,avannaq
417,Süden::N,zuiden,qava
418,Süden::N,zuiden,kujat
419,Süden::N,zuiden,kujataa
420,Westen::N,westen,kitaa
421,Osten::N,oosten,kangi
422,Holz::N,hout,qisuk
423,Brett::N,plank,salliligaq
424,Platte::N,plaat,qaateq
425,Stütze::N,stut,ajagutaq
426,Stütze::N,stut,ajaagutaq
427,Stütze::N,steun,ajagutaq
428,Stütze::N,steun,ajaagutaq
429,Stange::N,stang,kaaviffik
430,Stock::N,stok,ajaappissat
431,Stab::N,staf,ajaappissat
432,Rohr::N,pijp,sullulik
433,Haus::N,huis,illu
434,Heim::N,tehuis,
435,Ofen::N,kachel,kissarsuut
436,Fußboden::N,vloer,nateq
437,Tisch::N,tafel,allattarfik
438,Stuhl::N,stoel,issiavik
439,Stuhl::N,stoel,issiaffik
440,Wiege::N,wieg,uaasoq
441,Bett::N,bed,nallavik
442,Regal::N,rek,ilisivik
443,Kiste::N,kist,sakissat
444,Kiste::N,kist,illerfiusaq
445,Fenster::N,raam,aki
446,Fenster::N,raam,igalaaq
447,Fenster::N,venster,aki
448,Fenster::N,venster,igalaaq
449,Tür::N,deur,matu
450,Tor::N,poort,isaaffik
451,Zaun::N,omheining,saputit
452,Dach::N,dak,qaliaq
453,Leiter::N,ladder,tummeqqat
454,Leiter::N,ladder,majuartarfiit
455,Besen::N,bezem,saligutit
456,Spaten::N,schop,nivaataq
457,Schaufel::N,schep,nivaataq
458,Gabel::N,vork,qilluaq
459,Gabel::N,vork,ajassaatit
460,Löffel::N,lepel,alussaat
461,Messer::N,mes,savik
462,Nagel::N,spijker,kukik
463,Netz::N,net,anguffaseq
464,Haken::N,haak,nissik
465,Haken::N,haak,qarsorsaq
466,Haken::N,haak,qarsorsartoq
467,Griff::N,handvat,ipi
468,Schloss::N,slot,illussaarsuaq
469,Bild::N,beeld,assiliaq
470,Figur::N,figuur,kisitsit
471,Puppe::N,pop,inuusaq
472,Beutel::N,zak,
473,Beutel::N,buidel,
474,Bündel::N,pak,qilertaq
475,Bündel::N,bundel,qilertaq
476,Tasche::N,tas,pooqattaq
477,Eimer::N,emmer,
478,Deckel::N,deksel,matu
479,Geschirr::N,vaatwerk,anut
480,Sack::N,zak,
481,Tasse::N,kop,tiitorfik
482,Tasse::N,kop,tiitorfiup ilorlia
483,Topf::N,pan,qoqqoq
484,Kessel::N,ketel,uunnaavik
485,Essen::N,eten,igaaq
486,Nahrung::N,voedsel,neqissaq
487,Speise::N,spijs,nerisassat
488,Fleisch::N,vlees,neqi
489,Getreide::N,graan,maannineq
490,Brei::N,pap,
491,Brei::N,brij,
492,Brot::N,brood,iffit
493,Brot::N,brood,iffiaq
494,Scheibe::N,plak,igalaassiaq
495,Scheibe::N,snede,igalaassiaq
496,Fett::N,vet,tarnutissaq
497,Fett::N,vet,tarnutissiaq
498,Butter::N,boter,punneq
499,Öl::N,olie,uulia
500,Salz::N,zout,taratsut
501,Suppe::N,soep,qajoq
502,Honig::N,honing,tungusunnitsuut
503,Milch::N,melk,immuk
504,Tee::N,thee,tii
505,Tee::N,thee,teeq
506,Leder::N,leer,
507,Leder::N,leder,
508,Wolle::N,wol,nuersagassiaq
509,Stoff::N,stof,milliaq
510,Stoff::N,stof,qarlissiaq
511,Nadel::N,naald,meqqut
512,Faden::N,draad,ujalussiaq
513,Knopf::N,knoop,attat
514,Knoten::N,knoop,akeroq
515,Knoten::N,knoop,qilerneq
516,Farbe::N,verf,qalipaat
517,Kleidung::N,kledij,atisat
518,Kleidung::N,kledij,annoraaq
519,Kleidung::N,kleding,atisat
520,Kleidung::N,kleding,annoraaq
521,Hemd::N,hemd,ilupaaq
522,Kragen::N,kraag,qungasiinnaq
523,Ärmel::N,mouw,aaq
524,Hose::N,broek,qarliit
525,Hose::N,pantalon,qarliit
526,Gürtel::N,riem,qiterut
527,Gürtel::N,riem,unngersaq
528,Gürtel::N,gordel,qiterut
529,Gürtel::N,gordel,unngersaq
530,Mütze::N,muts,nasaq
531,Schuh::N,schoen,skuu
532,Schuh::N,schoen,ikernuk
533,Schuh::N,schoen,ateraasaq
534,Stiefel::N,laars,kamik
535,Ring::N,ring,assammiu
536,Band::N,lint,qilerutissiaq
537,Kamm::N,kam,illaagutit
538,Kamm::N,kam,illaajaatit pl.
539,Spiegel::N,spiegel,tarrarsuut
540,Riemen::N,riem,allunaaq
541,Schnur::N,koord,kujaaq
542,Schnur::N,koord,allunaasaq
543,Leine::N,lijn,aleq
544,Decke::N,deken,qipik
545,Kissen::N,kussen,akit
546,Tuch::N,doek,qarlissiaq
547,Handtuch::N,handdoek,allarut
548,Handtuch::N,handdoek,allarterut
549,Kraft::N,kracht,pissak
550,Stärke::N,sterkte,qerattarsaat
551,Gesundheit::N,gezondheid,peqqisusseq
552,Krankheit::N,ziekte,nappaat
553,Schmerz::N,pijn,anniaat
554,Wunde::N,wond,iki
555,Fieber::N,koorts,nappaat qanimanartoq
556,Arznei::N,medicament,imigassaq
557,Arznei::N,geneesmiddel,imigassaq
558,Brücke::N,brug,ikaartarfik
559,Brunnen::N,put,tissaluttuliaq
560,Brunnen::N,bron,tissaluttuliaq
561,Weide::N,wei,masarsuk
562,Weide::N,weide,masarsuk
563,Pfad::N,pad,aqqut
564,Weg::N,weg,aggerfik
565,Straße::N,baan,aqqusineq
566,Straße::N,straat,aqqusineq
567,Dorf::N,dorp,nunaqarfik
568,Stadt::N,stad,illorpaat
569,Stadt::N,stad,illorpalik
570,Brief::N,brief,allagarsiaq
571,Buch::N,boek,atuakkat
572,Buch::N,boek,mappersagaq
573,Buchstabe::N,letter,naqinneq
574,Zeitung::N,krant,aviisi
575,Zeitung::N,dagblad,aviisi
576,Leben::N,leven,inuussuseq
577,Tod::N,dood,toqu
578,Tod::N,dood,toquneq
579,Grab::N,graf,iliveq
580,Grab::N,graf,illissat
581,Kirche::N,kerk,oqaluffik
582,Sünde::N,zonde,ajorti
583,Gott::N,god,
584,Arbeiter::N,arbeider,sulisoq
585,Chef::N,chef,ittoqut
586,Meister::N,meester,naalagaq
587,Arzt::N,arts,katsorsaasoq
588,Arzt::N,dokter,katsorsaasoq
589,Lehrer::N,leraar,ilinniartitsisoq
590,Lehrer::N,onderwijzer,ilinniartitsisoq
591,Geld::N,geld,aningaasat
592,Geschäft::N,zaak,niuertarfik
593,Laden::N,winkel,niuertarfik
594,Preis::N,prijs,aki
595,Ware::N,waar,qaliata pii
596,Ware::N,waar,nioqqutissaq
597,Nutzen::N,nut,iluaqut
598,Nutzen::N,voordeel,iluaqut
599,Reichtum::N,rijkdom,
600,Welt::N,wereld,nunarsuaq
601,Land::N,land,nuna
602,Staat::N,staat,
603,König::N,koning,kunngi
604,Macht::N,macht,pissaassuseq
605,Grenze::N,grens,killik
606,Krieg::N,oorlog,sorsunneq
607,Feind::N,vijand,akeraq
608,Feind::N,vijand,akerartorti
609,Feind::N,vijand,qinngarsuisoq
610,Gewalt::N,geweld,
611,Kampf::N,strijd,sorsunneq
612,Kampf::N,gevecht,sorsunneq
613,Bogen[Waffe]::N,boog,
614,Pfeil::N,pijl,qalugiusaq
615,Gewehr::N,geweer,aallaat
616,Fehler::N,fout,kukkuneq
617,Fehler::N,fout,paarlaappaa
618,Lüge::N,leugen,
619,Schaden::N,schade,
620,Unglück::N,tegenspoed,perluut
621,Schuld::N,schuld,akiitsugaq
622,Schuld::N,schuld,akiligassaq
623,Alter::N,leeftijd,utoqqaq
624,Schluss::N,slot,isu
625,Zeit::N,tijd,ulloq
626,Zeit::N,tijd,akuttoqatigiinneq
627,Tag::N,dag,ulloq
628,Morgen::N,morgen,ullaaq
629,Morgen::N,ochtend,ullaaq
630,Mittag::N,middag,ulloqeqqa
631,Abend::N,avond,unnuk
632,Nacht::N,nacht,unnuaq
633,Woche::N,week,sapaatip akunnera
634,Monat::N,maand,qaammat
635,Jahr::N,jaar,ukioq
636,Frühling::N,lente,upernaaq
637,Frühling::N,voorjaar,upernaaq
638,Sommer::N,zomer,aasaq
639,Herbst::N,herfst,ukiaq
640,Winter::N,winter,ukioq
641,Januar::N,januari,siulleeq
642,Januar::N,januari,qaammaliaq
643,Februar::N,februari,aarlaat
644,März::N,maart,marsi
645,März::N,maart,martsi
646,April::N,april,
647,Mai::N,mei,maaji
648,Juni::N,juni,juuni
649,Juli::N,juli,juuli
650,August::N,augustus,aggusti
651,September::N,september,septembari
652,Oktober::N,oktober,oktobari
653,November::N,november,novembari
654,Dezember::N,december,detsembari
655,Montag::N,maandag,ataasinngortoq
656,Dienstag::N,dinsdag,marlunngorneq
657,Mittwoch::N,woensdag,pingasunngorneq
658,Donnerstag::N,donderdag,sisamanngorneq
659,Freitag::N,vrijdag,tallimanngorneq
660,Samstag::N,zaterdag,arfininngorneq
661,Sonntag::N,zondag,sapaat
662,Sonntag::N,zondag,sapaati
663,groß::A,groot,angivoq
664,klein::A,klein,mikivoq
665,lang::A,lang,takisooq
666,kurz::A,kort,naatsoq
667,breit::A,breed,silippoq
668,schmal::A,smal,amitsoq
669,dicht::A,dicht,torsusooq
670,dick[Gegenstand]::A,dik,issuvoq
671,dick[Gegenstand]::A,dik,issusooq
672,dünn::A,dun,amitsoq
673,fein::A,fijn,mamarpoq
674,fest::A,vast,tangeqarpoq
675,flach::A,plat,nalimmappoq
676,glatt::A,glad,quasak
677,hart::A,hard,mattusooq
678,hart::A,hard,manngerpoq
679,hart::A,hard,titeqquluppoq
680,weich::A,week,nerumaarpoq
681,rund::A,rond,ammallorippoq
682,spitz::A,spits,qummukujooq
683,spitz::A,puntig,qummukujooq
684,scharf::A,scherp,ipippoq
685,stumpf::A,stomp,anngerpoq
686,schwer::A,zwaar,oqimaappoq
687,schön::A,mooi,kusanarpoq
688,schön::A,fraai,kusanarpoq
689,heiß::A,heet,kiappoq
690,warm::A,warm,oqorpoq
691,kalt::A,koud,issippoq
692,kühl::A,koel,pueqqortippoq
693,frisch::A,fris,
694,feucht::A,vochtig,isugutavoq
695,feucht::A,vochtig,qaasernarpoq
696,nass::A,nat,imerorpoq
697,trocken::A,droog,panerpoq
698,voll::A,vol,ulikkaarpoq
699,leer::A,leeg,imaattuarpoq
700,offen::A,open,ammavoq
701,geschlossen::A,gesloten,matuvoq
702,sauber::A,net,eqqippoq
703,sauber::A,net,sukuluippoq
704,sauber::A,net,ipeqanngilaq
705,sauber::A,schoon,eqqippoq
706,sauber::A,schoon,sukuluippoq
707,sauber::A,schoon,ipeqanngilaq
708,schmutzig::A,vuil,tapappoq
709,schmutzig::A,vuil,minguppoq
710,roh::A,rauw,aapavoq
711,reif::A,rijp,qaarulerpoq
712,lecker::A,lekker,
713,süß::A,zoet,tungusunnippoq
714,bitter::A,bitter,qasilippoq
715,sauer::A,zuur,
716,hell::A,licht,qaamavoq
717,hell::A,helder,qaamavoq
718,dunkel::A,donker,qernerpoq
719,schwarz::A,zwart,qernerpoq
720,weiß::A,wit,qaqorpoq
721,rot::A,rood,aappaluppoq
722,gelb::A,geel,sungaarpoq
723,blau::A,blauw,tungujorpoq
724,grün::A,groen,qorsooqqippoq
725,grau::A,grijs,qaserpoq
726,bunt::A,bont,
727,billig::A,goedkoop,akikippoq
728,teuer::A,duur,
729,wertvoll::A,kostbaar,erlinnarpoq
730,wertvoll::A,waardevol,erlinnarpoq
731,blind::A,blind,tappiippoq
732,blind::A,blind,isigisaqanngilaq
733,taub::A,doof,tusilarpoq
734,kräftig::A,krachtig,pissaq
735,kräftig::A,krachtig,pissarsuaq
736,stark::A,sterk,sanngivoq
737,schwach::A,zwak,nakuippoq
738,fett::A,vet,pualavoq
739,schlank::A,slank,tuappoq
740,hübsch::A,leuk,aatsialaq
741,böse::A,kwaad,ajorpoq
742,dumm::A,dom,taqajak
743,dumm::A,dom,sikkilluppoq
744,dumm::A,dom,qaatusimasaqanngilaq
745,faul::A,lui,eqiasuppoq
746,faul::A,lui,eqiattortuvoq
747,fleißig::A,vlijtig,eqiasuippoq
748,geizig::A,gierig,iasilaarpoq
749,geizig::A,gierig,tukkuippoq
750,klug::A,slim,mallak
751,klug::A,slim,ittanneq
752,klug::A,slim,kutaappoq
753,klug::A,slim,kuttaappoq
754,klug::A,slim,qarasagippoq
755,klug::A,schrander,mallak
756,klug::A,schrander,ittanneq
757,klug::A,schrander,kutaappoq
758,klug::A,schrander,kuttaappoq
759,klug::A,schrander,qarasagippoq
760,klug::A,verstandig,mallak
761,klug::A,verstandig,ittanneq
762,klug::A,verstandig,kutaappoq
763,klug::A,verstandig,kuttaappoq
764,klug::A,verstandig,qarasagippoq
765,geschickt::A,handig,
766,geschickt::A,vaardig,
767,lieb::A,lief,akisooq
768,lustig::A,vrolijk,piikulavoq
769,sanft::A,zacht,isumagippoq
770,hungrig::A,hongerig,kaappoq
771,hungrig::A,hongerig,perlilerpoq
772,krank::A,ziek,napparsimavoq
773,nackt::A,naakt,
774,traurig::A,treurig,aliasuppoq
775,traurig::A,bedroefd,aliasuppoq
776,lebendig::A,levend,uumavoq
777,gut::A,goed,ajunngilaq
778,schlecht::A,slecht,sualuppoq
779,richtig::A,juist,iluarpoq
780,schlimm::A,erg,amiilaarnarpoq
781,schlimm::A,kwaad,amiilaarnarpoq
782,wahr::A,waar,ilumoorpoq
783,alt::A,oud,pisoqaq
784,neu::A,nieuw,nutaavoq
785,ehemalig::A,voormalig,
786,alt[Lebewesen]::A,oud,utoqqaq
787,jung::A,jong,inuusuppoq
788,jung::A,jong,kingulliarsuk
789,arm::A,arm,piillasoq
790,arm::A,arm,piitsuuvoq
791,reich::A,rijk,pisuuvoq
792,bekannt::A,bekend,
793,berühmt::A,beroemd,tusaamasaq
794,fremd::A,vreemd,ajasoornarpoq
795,verschieden::A,verscheiden,allatut
796,verschieden::A,verscheiden,tamalaat
797,verschieden::A,verschillend,allatut
798,verschieden::A,verschillend,tamalaat
799,nah::A,nabij,qanippoq
800,nah::A,nabijgelegen,qanippoq
801,fern::A,ver,ungasippoq
802,linker::A,linker,saamerleq
803,rechter::A,rechter,innarluissut
804,anderer::A,andere,
805,erster::A,eerste,siulleq
806,zweiter::A,tweede,qataatsup tullia
807,dritter::A,derde,pingajorarterut
808,letzter::A,laatste,kingulleq
809,allein::ADV,alleen,kisimiippoq
810,auf einmal::ADV,ineens,tassanngaannaq
811,auf einmal::ADV,tegelijk,tassanngaannaq
812,zusammen::ADV,samen,attaasa
813,zusammen::ADV,samen,attarmik
814,zusammen::ADV,bijeen,attaasa
815,zusammen::ADV,bijeen,attarmik
816,lange::ADV,lang,akuni
817,plötzlich::ADV,eensklaps,tassanngaannaq
818,plötzlich::ADV,plotsklaps,tassanngaannaq
819,sofort::ADV,terstond,erniinnaq
820,sofort::ADV,aanstonds,erniinnaq
821,sofort::ADV,onmiddelijk,erniinnaq
822,später::ADV,later,kingorna
823,jetzt::ADV,nu,maanna
824,jetzt::ADV,nu,massakkut
825,jetzt::ADV,nou,maanna
826,jetzt::ADV,nou,massakkut
827,jetzt::ADV,thans,maanna
828,jetzt::ADV,thans,massakkut
829,heute::ADV,heden,ullumi
830,heute::ADV,vandaag,ullumi
831,morgen::ADV,morgen,aqagu
832,bald::ADV,gauw,erniinnaq
833,bald::ADV,weldra,erniinnaq
834,dann::ADV,dan,taava
835,dann::ADV,toen,taava
836,gestern::ADV,gisteren,ippassaq
837,einst::ADV,eens,ataatsimik
838,einst::ADV,eens,ilaanni
839,damals::ADV,toen,taamani
840,damals::ADV,toen,taamanikkut
841,damals::ADV,toen,taassumuunakkut
842,damals::ADV,destijds,taamani
843,damals::ADV,destijds,taamanikkut
844,damals::ADV,destijds,taassumuunakkut
845,danach::ADV,daarna,taava
846,vorher::ADV,vooraf,siornagut
847,vorher::ADV,van tevoren,siornagut
848,zuerst::ADV,eerst,
849,zuerst::ADV,het eerst,
850,einmal::ADV,eens,ilaanni
851,einmal::ADV,eens,ataatsimik
852,einmal::ADV,eenmaal,ilaanni
853,einmal::ADV,eenmaal,ataatsimik
854,manchmal::ADV,soms,qaqutigu
855,manchmal::ADV,soms,qaqutigut
856,oft::ADV,vaak,akulikitsumik
857,oft::ADV,dikwijls,akulikitsumik
858,immer::ADV,altijd,tamatigut
859,niemals::ADV,nooit,
860,hier::ADV,hier,maani
861,hierhin::ADV,hierheen,maani
862,von hier::ADV,van hier,
863,von hier::ADV,hiervandaan,
864,dort::ADV,daar,
865,dort::ADV,ginds,
866,dorthin::ADV,daarheen,ikuuna
867,geradeaus::ADV,rechtuit,narlumut
868,geradeaus::ADV,rechtdoor,narlumut
869,vorwärts::ADV,vooruit,pilangavoc
870,vorwärts::ADV,voorwaarts,pilangavoc
871,rückwärts::ADV,achteruit,kingumut
872,rückwärts::ADV,achteruit,tunumut or tunummut
873,rückwärts::ADV,achterwaarts,kingumut
874,rückwärts::ADV,achterwaarts,tunumut or tunummut
875,zurück::ADV,terug,kingumut
876,zurück::ADV,terug,tunumut or tunummut
877,unten::ADV,beneden,kana
878,unten::ADV,onderaan,kana
879,hinab::ADV,omlaag,qiviu
880,hinab::ADV,naar beneden,qiviu
881,oben::ADV,boven,
882,hinauf::ADV,omhoog,
883,hinauf::ADV,naar boven,
884,überall::ADV,alom,tamaginni
885,überall::ADV,alom,tamani tamaani
886,überall::ADV,overal,tamaginni
887,überall::ADV,overal,tamani tamaani
888,nicht::ADV,niet,
889,ein wenig::ADV,wat,
890,kaum::ADV,amper,qaqutigorsuaq
891,kaum::ADV,nauwelijks,qaqutigorsuaq
892,sehr::ADV,erg,assut
893,sehr::ADV,zeer,assut
894,so::ADV,zo,
895,noch::ADV,nog,qeratavoq
896,nur::ADV,maar,
897,nur::ADV,alleen,
898,schon::ADV,al,taava-una
899,schon::ADV,reeds,taava-una
900,wieder::ADV,weer,kingumut
901,wieder::ADV,terug,kingumut
902,vergebens::ADV,vergeefs,angiluk
903,vergebens::ADV,tevergeefs,angiluk
904,vor::PRP,voor,
905,hinter::PRP,achter,
906,unter::PRP,onder,
907,unter::PRP,beneden,
908,durch::PRP,door,
909,neben::PRP,naast,
910,zwischen::PRP,tussen,
911,wegen::PRP,wegens,
912,wegen::PRP,vanwege,
913,dies::PRN,dit,manna
914,dies::PRN,dit,matuma
915,das::PRN,dat,ua
916,alles::PRN,alles,
917,ich::PRN,ik,uanga
918,du::PRN,je,illit
919,du::PRN,jij,illit
920,er::PRN,hij,una
921,wir::PRN,we,uagut
922,wir::PRN,wij,uagut
923,ihr::PRN,jullie,ilissi
924,sie::PRN,ze,uku
925,sie::PRN,zij,uku
926,was::FPRN,wat,aat?
927,wer::FPRN,wie,kikkut
928,wo::FADV,waar,sumi
929,wohin::FADV,waarheen,sumut
930,wie::FADV,hoe,qanoq
931,warum::FADV,waarom,sooq
932,wieviel::FNUM,hoeveel,qassit
933,wieviel::FNUM,hoeveel,qanoq atsigisumik?
934,eins::NUM,één,ataaseq
935,zwei::NUM,twee,marluk
936,drei::NUM,drie,pingasut
937,vier::NUM,vier,sisamat
938,vier::NUM,vier,qajuusat
939,fünf::NUM,vijf,tallimat
940,sechs::NUM,zes,arfineq
941,sechs::NUM,zes,arfinillit
942,sieben::NUM,zeven,arfineq-marluk
943,acht::NUM,acht,arfineq pingasut
944,neun::NUM,negen,qulingiluat
945,neun::NUM,negen,arfineq sisamat
946,zehn::NUM,tien,qulit
947,elf::NUM,elf,aqqaneq
948,zwölf::NUM,twaalf,aqqaneq-marluk
949,zwanzig::NUM,twintig,tyve
950,dreißig::NUM,dertig,tredive
951,dreißig::NUM,dertig,pingasunik qulillit
952,vierzig::NUM,veertig,fyrre
953,fünfzig::NUM,vijftig,halvtreds
954,fünfzig::NUM,vijftig,tallimanik qulillit
955,sechzig::NUM,zestig,tres
956,siebzig::NUM,zeventig,halvfjerds
957,achtzig::NUM,tachtig,firs
958,neunzig::NUM,negentig,halvfems
959,hundert::NUM,honderd,et hundrede
960,tausend::NUM,duizend,et tusinde
961,und::CNJ,en,aamma
962,oder::CNJ,of,imalluunnit
963,stehen::V,staan,sikingavoq
964,sitzen::V,zitten,ingippoq
965,liegen::V,liggen,nalavoq
966,liegen::V,liggen,aqupivoq
967,hängen::V,hangen,nivinngarpaa
968,werden::V,worden,pinngorpoq
969,passieren::V,gebeuren,pivoq
970,beginnen::V,beginnen,aallarnerpaa
971,enden::V,eindigen,naggaserpaa
972,wechseln::V,wijzigen,immikkut ilivoq
973,wechseln::V,veranderen,immikkut ilivoq
974,aufgehen[Sonne]::V,opgaan,
975,untergehen[Sonne]::V,ondergaan,ilioqqaasoq
976,scheinen[Sonne]::V,schijnen,qinnorpoq
977,scheinen[Sonne]::V,schijnen,qinngorpoq
978,donnern::V,donderen,kalleq
979,wehen::V,waaien,timmivoq
980,strömen::V,stromen,
981,fließen::V,vloeien,
982,sich drehen::V,draaien,ipippaa
