,Concept_ID,mhr,cy
730,neu::A,у,newydd
731,ehemalig::A,о́нчычсо,blaenorol
732,ehemalig::A,онда́кысе,blaenorol
733,alt[Lebewesen]::A,шо́нто,oedrannus
734,jung::A,са́мырык,ifanc
735,arm::A,нужна́,tlawd
736,reich::A,поя́н,cyfoethog
737,bekannt::A,па́лыме,cynefin
738,bekannt::A,па́лыме,cyfarwydd
739,berühmt::A,лӱ́млӧ,enwog
740,fremd::A,йот,estron
741,verschieden::A,тӱ́рлӧ,gwahanol
742,nah::A,ли́шыл,agos
743,fern::A,тора́,pell
744,fern::A,мӱ́ндыр,pell
745,linker::A,шола́,aswy
746,linker::A,шола́,chwith
747,rechter::A,пурла́,de
748,rechter::A,пурла́,deau
749,anderer::A,вес,arall
750,anderer::A,мо́ло,arall
751,erster::A,и́кымше,cyntaf
752,zweiter::A,ко́кымшо,ail
753,dritter::A,ку́мшо,trydydd
754,letzter::A,пыта́ртыш,olaf
755,allein::ADV,шкет,unig
756,allein::ADV,шкет,ar ei ben ei hun
757,auf einmal::ADV,икана́ште,ar yr un pryd
758,zusammen::ADV,пырля́,ynghyd
759,zusammen::ADV,пырля́,gyda'i gilydd
760,lange::ADV,кужу́н,amser hir
761,plötzlich::ADV,кенета́,yn sydyn
762,sofort::ADV,кызыта́к,ar unwaith
763,später::ADV,варара́к,yn ddiweddarach
764,jetzt::ADV,ы́нде,yn awr
765,jetzt::ADV,кы́зыт,yn awr
766,heute::ADV,та́че,heddiw
767,morgen::ADV,эрла́,yfory
768,bald::ADV,вашке́,yn fuan
769,bald::ADV,вашке́,gyda hyn
770,dann::ADV,вара́,yna
771,dann::ADV,вара́,y pryd hwnnw
772,gestern::ADV,теҥге́че,ddoe
773,einst::ADV,икана́,gynt
774,damals::ADV,туна́м,ar y pryd
775,damals::ADV,туна́м,bryd hynny
776,danach::ADV,вара́,wedyn
777,vorher::ADV,о́нчыч,o'r blaen
778,zuerst::ADV,онда́к,yn gyntaf
779,einmal::ADV,икана́,unwaith
780,manchmal::ADV,ка́шын,weithiau
781,manchmal::ADV,ка́шын,ar brydiau
782,manchmal::ADV,кокла́н,weithiau
783,manchmal::ADV,кокла́н,ar brydiau
784,oft::ADV,чӱ́чкыдын,yn aml
785,oft::ADV,чӱ́чкыдын,yn fynych
786,immer::ADV,эре́,bob amser
787,immer::ADV,ту́тыш,bob amser
788,niemals::ADV,ок нигуна́м,ni ... byth
789,niemals::ADV,ок нигуна́м,ni ... erioed
790,hier::ADV,ты́ште,yma
791,hierhin::ADV,ты́шке,hyd yma
792,hierhin::ADV,тыш,hyd yma
793,von hier::ADV,тыше́ч,oddi yma
794,von hier::ADV,тыве́ч,oddi yma
795,dort::ADV,ту́што,acw
796,dorthin::ADV,туш,tuag yno
797,dorthin::ADV,ту́шко,tuag yno
798,geradeaus::ADV,вик,syth ymlaen
799,vorwärts::ADV,о́нчыко,ymlaen
800,rückwärts::ADV,шеҥге́к,yn ôl
801,zurück::ADV,мӧҥге́ш,yn ôl
802,unten::ADV,ӱ́лнӧ,isod
803,unten::ADV,ӱ́лнӧ,oddi tanodd
804,unten::ADV,йыма́лне,isod
805,unten::ADV,йыма́лне,oddi tanodd
806,hinab::ADV,йыма́к,i lawr
807,hinab::ADV,йыма́к,i waered
808,oben::ADV,кӱ́шнӧ,fry
809,oben::ADV,ӱмба́лне,fry
810,hinauf::ADV,кӱ́ш,i fyny
811,hinauf::ADV,кӱ́ш,i'r lan
812,hinauf::ADV,кӱ́шкӧ,i fyny
813,hinauf::ADV,кӱ́шкӧ,i'r lan
814,überall::ADV,чыла́ вере́,ym mhobman
815,nicht::ADV,ок,ni
816,nicht::ADV,ок,nid
817,nicht::ADV,о́геш,ni
818,nicht::ADV,о́геш,nid
819,ein wenig::ADV,изи́ш,tipyn
820,ein wenig::ADV,изи́ш,ychydig
821,kaum::ADV,пыкше́,prin
822,sehr::ADV,чот,iawn
823,so::ADV,тыге́,fel
824,so::ADV,тыге́,felly
825,noch::ADV,а́ле,eto
826,nur::ADV,гына́,yn unig
827,schon::ADV,ы́нде,eisoes
828,schon::ADV,ы́нде,yn barod
829,wieder::ADV,ада́к,drachefn
830,vergebens::ADV,ара́м,yn ofer
831,vor::PRP,о́нчыч,o flaen
832,hinter::PRP,шеҥге́лне,ar ôl
833,unter::PRP,йыма́лне,islaw
834,durch::PRP,вошт,trwy
835,neben::PRP,вокте́н,ar bwys
836,zwischen::PRP,кокла́ште,rhwng
837,zwischen::PRP,кокла́ште,cydrhwng
838,wegen::PRP,верч,o achos
839,wegen::PRP,верч,oherwydd
840,dies::PRN,ти́де,hyn
841,das::PRN,са́де,hynny
842,alles::PRN,чыла́,popeth
843,ich::PRN,мый,fi
844,du::PRN,тый,ti
845,er::PRN,ту́до,fe
846,wir::PRN,ме,ni
847,ihr::PRN,те,chi
848,sie::PRN,ну́но,hwy
849,was::FPRN,мо,pa beth
850,wer::FPRN,кӧ,pwy
851,wo::FADV,куша́н,ble
852,wo::FADV,куша́н,ym mha le
853,wohin::FADV,куш,i ble
854,wohin::FADV,куш,i ba le
855,wohin::FADV,ку́шко,i ble
856,wohin::FADV,ку́шко,i ba le
857,wie::FADV,кузе́,sut
858,warum::FADV,мо,pam
859,warum::FADV,мола́н,pam
860,wieviel::FNUM,куна́р,faint
861,eins::NUM,ик,un
862,zwei::NUM,ко́кыт,dau
863,drei::NUM,кум,tri
864,vier::NUM,ныл,pedwar
865,fünf::NUM,вич,pump
866,sechs::NUM,куд,chwech
867,sieben::NUM,шым,saith
868,acht::NUM,канда́ш,wyth
869,neun::NUM,инде́ш,naw
870,zehn::NUM,лу,deg
871,elf::NUM,лати́к,un ar ddeg
872,zwölf::NUM,латко́к,deuddeg
873,zwölf::NUM,латко́к,un deg dau
874,zwanzig::NUM,ко́ло,ugain
875,dreißig::NUM,ку́мло,tri deg
876,dreißig::NUM,ку́мло,deg ar hugain
877,vierzig::NUM,ны́лле,deugain
878,fünfzig::NUM,ви́тле,hanner cant
879,sechzig::NUM,ку́дло,chwe deg
880,siebzig::NUM,шы́мле,saith deg
881,siebzig::NUM,шы́мле,deg a thrigain
882,achtzig::NUM,канда́шле,wyth deg
883,achtzig::NUM,канда́шле,pedar ugain
884,neunzig::NUM,инде́шле,naw deg
885,neunzig::NUM,инде́шле,deg a phedwar ugain
886,hundert::NUM,шӱ́дӧ,cant
887,tausend::NUM,тӱже́м,mil
888,und::CNJ,да,a
889,und::CNJ,ден,a
890,oder::CNJ,я,neu
891,oder::CNJ,а́ле,neu
892,stehen::V,шога́ш,sefyll
893,sitzen::V,шинча́ш,eistedd
894,liegen::V,кия́ш,gorwedd
895,hängen::V,кеча́ш,hongian
896,werden::V,лия́ш,dod yn
897,werden::V,лия́ш,mynd yn
898,passieren::V,лия́ш,digwydd
899,beginnen::V,тӱҥгала́ш,cychwyn
900,enden::V,пыта́ш,gorffen
901,wechseln::V,вашталта́ш,newid
902,aufgehen[Sonne]::V,лекта́ш,codi
903,untergehen[Sonne]::V,шинча́ш,machlud
904,scheinen[Sonne]::V,волгалта́ш,tywynnu
905,donnern::V,кӱдырта́ш,taranu
906,donnern::V,сургалта́ш,taranu
907,wehen::V,пуа́ш,chwythu
908,strömen::V,шийалтара́ш,ffrydio
909,fließen::V,йога́ш,llifo
910,sich drehen::V,пӧрда́ш,troi
911,sich drehen::V,пӧрда́ш,cylchdroi
912,schwanken::V,лӱҥга́ш,siglo
913,schwanken::V,тайныла́ш,siglo
914,schwingen::V,рӱпшалта́ш,siglo
915,fallen::V,воза́ш,cwympo
916,fallen::V,йӧрла́ш,cwympo
917,brennen::V,йӱла́ш,llosgi
918,rauchen::V,шикша́ш,mygu
919,regnen::V,йӱра́ш,glawio
920,gefrieren::V,кылма́ш,rhewi
921,gefrieren::V,ияҥа́ш,rhewi
922,tauen::V,шула́ш,toddi
923,tauen::V,шула́ш,meirioli
924,schmelzen::V,лева́ш,toddi
925,trocknen::V,кошка́ш,sychu
926,sieden::V,шола́ш,berwi
927,faulen::V,шӱя́ш,pydru
928,faulen::V,шӱя́ш,braenu
929,verfaulen::V,шӱйы́н шуа́ш,pydru
930,verfaulen::V,шӱйы́н шуа́ш,dadfeilio
931,reißen::V,кӱрла́ш,clecian
932,reißen::V,кӱрла́ш,torri'n glats
933,versinken::V,пуре́н кая́ш,suddo
934,vergehen::V,эрте́н кая́ш,myned heibio
935,vergehen::V,эрте́н кая́ш,pasio
936,erscheinen::V,толы́н лекта́ш,ymddangos
937,verschwinden::V,йома́ш,diflannu
938,sinken::V,пуча́ш,syrthio
939,abnehmen::V,пуча́ш,lleihau
940,zunehmen::V,шукема́ш,cynyddu
941,steigen::V,нӧлталта́ш,codi
942,wachsen::V,кушка́ш,tyfu
943,glänzen::V,йылгыжа́ш,disgleirio
944,funkeln::V,чолга́ш,pefrio
945,lärmen::V,рӱшка́ш,cadw sŵn
946,lärmen::V,рӱшка́ш,gwneud twrw
947,läuten::V,мура́ш,canu
948,klingeln::V,йыҥгырта́ш,canu
949,klingeln::V,йыҥгырта́ш,seinio
950,klirren::V,чылдыртата́ш,tincian
951,brausen::V,лӱшка́ш,rhuo
952,rauschen::V,лыжга́ш,siffrwd
953,rauschen::V,лыжга́ш,chwithrwd
954,klingen::V,йоҥга́ш,seinio
955,bellen::V,опта́ш,cyfarth
956,heulen::V,урмыжа́ш,udo
957,heulen::V,урмыжа́ш,oernadu
958,blasen::V,пуала́ш,chwythu
959,pfeifen::V,шӱ́шкаш,chwibanu
960,schreien::V,кычкыра́ш,gweiddi
961,schreien::V,кычкыра́ш,bloeddio
962,stöhnen::V,йыҥыса́ш,griddfan
963,zittern::V,чытыра́ш,crynu
964,leben::V,ила́ш,byw
965,geboren werden::V,шоча́ш,cael eich geni
966,atmen::V,шӱла́ш,anadlu
967,trinken::V,йӱа́ш,yfed
968,essen::V,кочка́ш,bwyta
969,schlucken::V,нела́ш,llyncu
970,müde werden::V,ноя́ш,blino
971,einschlafen::V,мале́н колта́ш,mynd i gysgu
972,einschlafen::V,мале́н колта́ш,syrthio i gysgu
973,schlafen::V,мала́ш,huno
974,schlafen::V,мала́ш,cysgu
975,aufwachen::V,помыжалта́ш,dihuno
976,aufstehen::V,кынела́ш,codi
977,sich erholen::V,кана́ш,ymlacio
978,sich erholen::V,кана́ш,dadflino
979,krank werden::V,черлане́н воза́ш,mynd yn sâl
980,krank werden::V,черлане́н воза́ш,mynd yn wael
981,krank sein::V,черлане́н кия́ш,gwaelu
982,schmerzen::V,коршта́ш,brifo
983,husten::V,кокыра́ш,pesychu
984,genesen::V,тӱрла́ш,gwella
985,genesen::V,тӱрла́ш,cael yn ôl
986,genesen::V,тазаҥа́ш,gwella
987,genesen::V,тазаҥа́ш,cael yn ôl
988,sterben::V,кола́ш,marw
989,umkommen::V,вуй йома́ш,trengi
990,sich bewegen::V,кошта́ш,symud
991,sich rühren::V,тарвана́ш,syflyd
992,sich erheben::V,кынела́ш,codi
993,sich setzen::V,шинча́ш,eistedd
994,hinfallen::V,йӧрла́ш,cwympo
995,laufen::V,кошта́ш,cerdded
996,schreiten::V,ошкыла́ш,camu
997,spazierengehen::V,гуля́яш,mynd am dro
998,eilen::V,вашка́ш,rhuthro
999,sich beeilen::V,вашкешта́ш,brysio
1000,sausen::V,юлтка́ш,rhuthro
1001,rennen::V,куржтала́ш,rhedeg
1002,springen::V,тӧршта́ш,llamu
1003,springen::V,тӧршта́ш,neidio
1004,klettern::V,кӱза́ш,dringo
1005,schaukeln::V,лӱҥгалта́ш,siglo
1006,kriechen::V,нушка́ш,cropian
1007,schwimmen::V,ия́ш,nofio
1008,tauchen::V,шуҥгалта́ш,plymio
1009,tauchen::V,шуҥгалта́ш,ymsuddo
1010,rudern::V,удыра́ш,rhwyfo
1011,fahren::V,кудала́ш,gyrru
1012,fahren::V,кудала́ш,dreifio
1013,fliegen::V,чоҥешта́ш,hedfan
1014,gehen::V,кая́ш,mynd
1015,weggehen::V,кораҥа́ш,mynd
1016,weggehen::V,кораҥа́ш,ymadael
1017,abfahren::V,лекта́ш,ymadael
1018,anhalten::V,чарна́ш,stopio
1019,hineingehen::V,пура́ш,mynd i mewn
1020,eintreten::V,пура́ш,mynd i
1021,kommen::V,тола́ш,dod
1022,ankommen::V,шуа́ш,cyrraedd
1023,zurückkommen::V,пӧртыла́ш,dychwelyd
1024,bleiben::V,кода́ш,aros
1025,bleiben::V,кода́ш,sefyll
1026,warten::V,вуча́ш,aros
1027,warten::V,вуча́ш,disgwyl
1028,erwarten::V,вуча́ш,disgwyl
1029,suchen::V,кычала́ш,chwilio am
1030,finden::V,муа́ш,darganfod
1031,versuchen::V,толаша́ш,profi
1032,versuchen::V,толаша́ш,ceisio
1033,vorbereiten::V,ямдыла́ш,paratoi
1034,lieben::V,йӧрата́ш,caru
1035,mögen::V,йӧрата́ш,hoffi
1036,lachen::V,воштыла́ш,chwerthin
1037,rühren::V,ку́мыл тарвата́ш,cynhyrfu
1038,weinen::V,шорта́ш,wylo
1039,weinen::V,шорта́ш,llefain
1040,schimpfen::V,каргаша́ш,grwgnach
1041,sich ärgern::V,сыра́ш,gofidio
1042,sich fürchten::V,лӱда́ш,ofni
1043,fürchten::V,лӱда́ш,arswydo
1044,fliehen::V,куржа́ш,ffoi
1045,flüchten::V,куржа́ш,dianc
1046,sehen::V,ужа́ш,gweld
1047,anschauen::V,онча́ш,syllu
1048,anschauen::V,онча́ш,edrych
1049,ansehen::V,эскера́ш,gwylio
1050,hören::V,кола́ш,clywed
1051,zuhören::V,колышта́ш,gwrando
1052,probieren::V,тамла́ш,profi
1053,riechen::V,ӱпшынча́ш,arogli
1054,fühlen::V,шижа́ш,teimlo
1055,fühlen::V,шижа́ш,clywed
1056,scheinen::V,чуча́ш,ymddangos
1057,zu sehen sein::V,коя́ш,dod i'r golwg
1058,vernehmen::V,кола́ш,clywed sôn am
1059,frieren::V,кылма́ш,bod yn oer
1060,tun::V,ышта́ш,gwneud
1061,können::V,мошта́ш,gallu
1062,wollen::V,тӱна́ш,bod mewn angen
1063,anfangen::V,тӱҥала́ш,dechrau
1064,beenden::V,пытара́ш,darfod
1065,beenden::V,пытара́ш,gorffen
1066,aufhören::V,чарна́ш,peidio
1067,gelingen::V,сай лекта́ш,llwyddo
1068,geraten::V,лекта́ш,diweddu
1069,öffnen::V,поча́ш,agor
1070,schließen::V,петыра́ш,cau
1071,stellen::V,шында́ш,gosod
1072,setzen::V,шында́ш,gosod
1073,legen::V,опта́ш,gosod
1074,legen::V,пышта́ш,gosod
1075,berühren::V,тӱка́ш,cyffwrdd
1076,verbinden::V,пида́ш,cysylltu
1077,bedecken::V,леведа́ш,gorchuddio
1078,aufhängen::V,сака́ш,crogi
1079,aufhängen::V,сака́ш,hongian
1080,anzünden::V,чӱкта́ш,cynnau
1081,aufheben::V,нӧлтала́ш,codi
1082,zurücklassen::V,кода́ш,gadael
1083,verlieren::V,йомдара́ш,colli
1084,fallen lassen::V,воза́ш,gollwng
1085,machen::V,ышта́ш,gwneud
1086,herstellen::V,ямдыла́ш,cynhyrchu
1087,bauen::V,чоҥа́ш,adeiladu
1088,reparieren::V,ачала́ш,trwsio
1089,reparieren::V,ачала́ш,atgyweirio
1090,verbessern::V,саемда́ш,diwygio
1091,ändern::V,весемда́ш,altro
1092,graben::V,кӱнча́ш,palu
1093,graben::V,кӱнча́ш,cloddio
1094,beugen::V,пӱгырта́ш,plygu
1095,biegen::V,лывырта́ш,plygu
1096,drehen::V,пӱтыра́ш,troelli
1097,wenden::V,ирала́ш,troi
1098,umdrehen::V,савырала́ш,troi
1099,heben::V,нӧлта́ш,codi
1100,hochheben::V,нӧлта́ш,dyrchafu
1101,ergreifen::V,руалта́ш,gafael
1102,halten::V,куча́ш,dal
1103,drücken::V,иша́ш,pwyso
1104,drücken::V,иша́ш,gwasgu
1105,drücken::V,темда́ш,pwyso
1106,drücken::V,темда́ш,gwasgu
1107,schieben::V,шӱкала́ш,gwthio
1108,kratzen::V,удыра́ш,crafu
1109,lecken::V,нула́ш,llyfu
1110,beißen::V,пура́ш,cnoi
1111,beißen::V,пура́ш,brathu
1112,abreißen::V,кӱрла́ш,tynnu ymaith
1113,abschneiden::V,пӱчка́ш,torri
1114,binden::V,кылда́ш,clymu
1115,stecken::V,шуралта́ш,plannu
1116,brechen::V,тодышта́ш,torri
1117,klopfen::V,кыра́ш,taro
1118,hauen::V,тӱя́ш,taro
1119,kleben::V,клеитла́ш,gludio
1120,reiben::V,йыга́ш,rhwbio
1121,reiben::V,туржала́ш,rhwbio
1122,streichen::V,шӱра́ш,taenu
1123,schleifen::V,шума́ш,hogi
1124,schleifen::V,яна́ш,hogi
1125,schneiden::V,пӱчка́ш,torri
1126,rütteln::V,рӱза́ш,ysgytio
1127,schütteln::V,почка́ш,siglo
1128,schütteln::V,почка́ш,ysgwyd
1129,schwenken::V,рӱза́ш,siglo
1130,schütten::V,опта́ш,tywallt
1131,füllen::V,тема́ш,llenwi
1132,einwickeln::V,вӱдыла́ш,lapio
1133,tragen::V,нумала́ш,cludo
1134,schleppen::V,шӱдыра́ш,llusgo
1135,ziehen::V,шупша́ш,tynnu
1136,aufbewahren::V,арала́ш,cadw
1137,werfen::V,шуа́ш,taflu
1138,werfen::V,кышка́ш,taflu
1139,fangen::V,куча́ш,dal
1140,packen::V,руалта́ш,cipio
1141,packen::V,руалта́ш,crafangu
1142,verstecken::V,тоя́ш,celu
1143,verstecken::V,тоя́ш,cuddio
1144,teilen::V,пӧла́ш,rhannu
1145,schicken::V,колта́ш,anfon
1146,bringen::V,конда́ш,dod â
1147,hinzufügen::V,ешара́ш,chwanegu
1148,bekommen::V,нала́ш,cael
1149,erhalten::V,нала́ш,derbyn
1150,nehmen::V,нала́ш,cymryd
1151,wählen::V,сайла́ш,dewis
1152,auswählen::V,таҥгла́ш,dethol
1153,bewahren::V,сакла́ш,cadw
1154,behindern::V,чаракла́ш,atal
1155,behindern::V,чаракла́ш,rhwystro
1156,verderben::V,пужа́ш,difetha
1157,beschädigen::V,пужа́ш,niweidio
1158,zerbrechen::V,пудырта́ш,torri
1159,zerreißen::V,кӱрла́ш,rhwygo
1160,zerstören::V,шалата́ш,dinistrio
1161,verbrennen::V,йӱлата́ш,llosgi
1162,geben::V,пуа́ш,rhoi
1163,reichen::V,пуа́ш,estyn
1164,schenken::V,пӧлекла́ш,rhoddi
1165,versprechen::V,сӧра́ш,addo
1166,wünschen::V,тылана́ш,dymuno
1167,loben::V,мокта́ш,canmol
1168,küssen::V,шупшала́ш,cusanu
1169,wiegen::V,рӱпша́ш,siglo
1170,zudecken::V,леведа́ш,gorchuddio
1171,wecken::V,помыжалтара́ш,deffro
1172,zeigen::V,ончыкта́ш,dangos
1173,führen::V,вӱда́ш,arwain
1174,lehren::V,туныкта́ш,dysgu
1175,unterrichten::V,туныкта́ш,hyfforddi
1176,aufziehen::V,орышта́ш,dod i fyny
1177,leiten::V,вӱда́ш,arwain
1178,leiten::V,вуйлата́ш,arwain
1179,antreiben::V,поктыла́ш,annog
1180,lassen::V,-та́ш,gadael
1181,einladen::V,ӱжа́ш,gwahodd
1182,vereinigen::V,иктешла́ш,uno
1183,vereinigen::V,иктешла́ш,cyfuno
1184,besuchen::V,то́лын кая́ш,ymweld â
1185,treffen::V,вашлия́ш,cwrdd
1186,treffen::V,вашлия́ш,cyfarfod
1187,sich versammeln::V,погына́ш,casglu
1188,sich versammeln::V,погына́ш,cynnull
1189,sich versammeln::V,чумырга́ш,casglu
1190,sich versammeln::V,чумырга́ш,cynnull
1191,spielen::V,мода́ш,chwarae
1192,singen::V,мура́ш,canu
1193,tanzen::V,кушта́ш,dawnsio
1194,sich trennen::V,ойырла́ш,ymwahanu
1195,verlassen::V,кудалта́ш,gadael
1196,retten::V,утара́ш,achub
1197,bewachen::V,орола́ш,gwarchod
1198,schützen::V,арала́ш,noddi
1199,verteidigen::V,арала́ш,amddiffyn
1200,sich schlagen::V,кредала́ш,ffraeo
1201,sich schlagen::V,кредала́ш,terfysgu
1202,schießen::V,лӱя́ш,saethu
1203,siegen::V,сеҥа́ш,ennill
1204,ärgern::V,сырыкта́ш,cythruddo
1205,schlagen::V,пера́ш,curo
1206,treten::V,тошка́ш,cicio
1207,stechen::V,кера́ш,pigo
1208,stoßen::V,шӱкала́ш,gwthio
1209,stehlen::V,шолышта́ш,dwyn
1210,stehlen::V,шолышта́ш,lladrata
1211,stören::V,мешая́ш,aflonyddu
1212,belästigen::V,толаштара́ш,trafferthu
1213,verbergen::V,шылта́ш,cuddio
1214,täuschen::V,ондала́ш,twyllo
1215,betrügen::V,ондала́ш,hocedu
1216,töten::V,пушта́ш,lladd
1217,wohnen::V,ила́ш,byw
1218,arbeiten::V,пашалана́ш,gweithio
1219,arbeiten::V,паша́м ышта́ш,gweithio
1220,sammeln::V,пога́ш,casglu
1221,pflücken::V,кӱра́ш,casglu
1222,jagen::V,сонарла́ш,hela
1223,fischen::V,кол куча́ш,pysgota
1224,fassen::V,куча́ш,dal
1225,hüten::V,кӱта́ш,bugeilio
1226,treiben::V,покта́ш,gyrru
1227,anbinden::V,йолышта́ш,clymu
1228,füttern::V,пукша́ш,porthi
1229,melken::V,лӱшта́ш,godro
1230,hacken::V,руа́ш,torri
1231,gießen::V,шава́ш,dyfrhau
1232,reifen::V,кӱа́ш,aeddfedu
1233,zubereiten::V,ямдыла́ш,coginio
1234,kochen::V,шолта́ш,berwi
1235,backen::V,кӱкташ,pobi
1236,backen::V,кӱкташ,crasu
1237,braten::V,пуштыла́ш,ffrio
1238,braten::V,жаритла́ш,ffrio
1239,umrühren::V,луга́ш,cyffroi
1240,stricken::V,пида́ш,gwau
1241,nähen::V,урга́ш,gwnïo
1242,färben::V,чиялта́ш,lliwio
1243,reinigen::V,эрыкта́ш,glanhau
1244,waschen::V,мушка́ш,golchi
1245,abwischen::V,ӱшта́ш,sychu
1246,spülen::V,шӱалта́ш,streulio
1247,fegen::V,ӱшта́ш,ysgubo
1248,kehren::V,ӱшта́ш,ysgubo
1249,baden::V,йӱштыла́ш,cael bath
1250,sich waschen::V,мушкылта́ш,ymolchi
1251,ausziehen::V,кудаша́ш,tynnu
1252,anziehen::V,чия́ш,gwisgo
1253,sich anziehen::V,чия́ш,ymwisgo
1254,kämmen::V,шера́ш,cribo
1255,schmücken::V,тӱзата́ш,harddu
1256,schmücken::V,тӱзата́ш,addurno
1257,schmücken::V,чеверта́ш,harddu
1258,schmücken::V,чеверта́ш,addurno
1259,sagen::V,ойла́ш,dweud
1260,sagen::V,каласа́ш,dweud
1261,sprechen::V,кутыра́ш,llefaru
1262,reden::V,мутлана́ш,siarad
1263,sich unterhalten::V,кутыра́ш,sgwrsio
1264,fragen::V,йода́ш,gofyn
1265,bitten::V,йода́ш,gofyn am
1266,erzählen::V,ойла́ш,dweud
1267,mitteilen::V,увертара́ш,cyfleu
1268,nennen::V,лӱмда́ш,enwi
1269,rufen::V,ӱжа́ш,galw
1270,prahlen::V,моктана́ш,brolio
1271,prahlen::V,моктана́ш,ymffrostio
1272,übersetzen::V,кусара́ш,cyfieithu
1273,denken::V,шона́ш,meddwl
1274,glauben::V,ӱшана́ш,credu
1275,glauben::V,ӱшана́ш,coelio
1276,bemerken::V,шижа́ш,sylwi
1277,erkennen::V,пала́ш,adnabod
1278,begreifen::V,ыҥла́ш,amgyffred
1279,verstehen::V,умыла́ш,deall
1280,lernen::V,тунема́ш,dysgu
1281,wissen::V,шинча́ш,gwybod
1282,sich erinnern an::V,шарна́ш,cofio
1283,vergessen::V,монда́ш,anghofio
1284,messen::V,виса́ш,mesur
1285,zählen::V,шотла́ш,cyfrif
1286,rechnen::V,шотла́ш,cyfrifo
1287,lesen::V,луда́ш,darllen
1288,malen::V,сӱретла́ш,peintio
1289,zeichnen::V,сӱретла́ш,tynnu
1290,schreiben::V,воза́ш,ysgrifennu
1291,besitzen::V,лия́ш,meddu
1292,kaufen::V,нала́ш,prynu
1293,verkaufen::V,ужала́ш,gwerthu
1294,bezahlen::V,тӱла́ш,talu am
1295,zahlen::V,тӱла́ш,talu
1296,beherrschen::V,куча́ш,rheoli
1297,beherrschen::V,куча́ш,llywodraethu
1298,ertragen::V,турка́ш,dioddef
