,Concept_ID,en,ml
666,er::PRN,he,അവർ
667,er::PRN,he,അവൾ
668,wir::PRN,we,നമ്മൾ
669,ihr::PRN,you,നിങ്ങൾ
670,sie::PRN,they,അവർ
671,was::FPRN,what,എന്ത്
672,wer::FPRN,who,ആര്
673,wo::FADV,where,എവിടെ
674,wohin::FADV,where ... to,എവിടേക്ക്
675,wohin::FADV,where to,എവിടേക്ക്
676,wohin::FADV,where,എവിടേക്ക്
677,wie::FADV,how,എങ്ങനെ
678,warum::FADV,why,എന്തുകൊണ്ട്
679,wieviel::FNUM,how much,എത്ര
680,eins::NUM,one,ഒന്ന്
681,zwei::NUM,two,രണ്ട്
682,drei::NUM,three,മൂന്ന്
683,vier::NUM,four,നാല്
684,fünf::NUM,five,അഞ്ച്
685,sechs::NUM,six,ആറ്
686,sieben::NUM,seven,ഏഴ്
687,acht::NUM,eight,എട്ട്
688,neun::NUM,nine,ഒമ്പത്
689,zehn::NUM,ten,പത്ത്
690,elf::NUM,eleven,പതിനൊന്ന്
691,zwölf::NUM,twelve,പന്ത്രണ്ട്
692,zwanzig::NUM,twenty,ഇരുപത്
693,dreißig::NUM,thirty,മുപ്പത്
694,vierzig::NUM,forty,നാൽപ്പത്
695,fünfzig::NUM,fifty,അൻപത്
696,sechzig::NUM,sixty,അറുപത്
697,siebzig::NUM,seventy,എഴുപത്
698,achtzig::NUM,eighty,എൺപത്
699,neunzig::NUM,ninety,തൊണ്ണൂറ്
700,hundert::NUM,a hundred,നൂറ്
701,tausend::NUM,a thousand,ആയിരം
702,und::CNJ,and,ഉം
703,oder::CNJ,or,അഥവാ
704,stehen::V,stand,നിൽക്കുക
705,sitzen::V,sit,ഇരിക്കുക
706,liegen::V,lie,കിടക്കുക
707,hängen::V,hang,തൂങ്ങുക
708,werden::V,become,ആയിത്തീരുക
709,passieren::V,happen,സംഭവിക്കുക
710,beginnen::V,begin,ആരംഭിക്കുക
711,enden::V,end,അവസാനിപ്പിക്കുക
712,wechseln::V,change,മാറ്റുക
713,aufgehen[Sonne]::V,rise,ഉയരുക
714,untergehen[Sonne]::V,set,അടുക്കി_വയ്ക്കുക
715,scheinen[Sonne]::V,shine,പ്രകാശിക്കുക
716,donnern::V,thunder,ഇടിവെട്ടുക
717,wehen::V,blow,വീശുക
718,strömen::V,stream,ഒഴുകുക
719,fließen::V,flow,ഒഴുകുക
720,sich drehen::V,revolve,ചുറ്റുക
721,sich drehen::V,revolve,കറക്കുക
722,schwanken::V,sway,ഇരുവശത്തേയ്ക്കും_ആടുക
723,schwingen::V,swing,ആടുക
724,fallen::V,fall,വീഴുക
725,brennen::V,burn,കത്തുക
726,rauchen::V,smoke,പുകയുക
727,regnen::V,rain,മഴ_പെയ്യുക
728,gefrieren::V,freeze,തണത്ത്_മരവിക്കുക
729,tauen::V,thaw,അലിയുക
730,schmelzen::V,melt,ഉരുകുക
731,trocknen::V,dry,വരളുക
732,sieden::V,boil,തിളപ്പിക്കുക
733,faulen::V,rot,ചീയുക
734,verfaulen::V,decay,അഴുകുക
735,reißen::V,snap,ശബ്ദത്തോടെ_മുറിയുക
736,versinken::V,sink,മുക്കുക
737,vergehen::V,pass,കടന്നുപോകുക
738,erscheinen::V,appear,പ്രത്യക്ഷപ്പെടുക
739,verschwinden::V,disappear,അദൃശ്യമാകുക
740,sinken::V,drop,താഴുക
741,abnehmen::V,decrease,കുറിയുക
742,zunehmen::V,increase,വർദ്ധിക്കുക
743,steigen::V,rise,ഉയരുക
744,wachsen::V,grow,വളരുക
745,glänzen::V,shine,മിന്നുക
746,funkeln::V,sparkle,തിളങ്ങുക
747,lärmen::V,be noisy,ശബ്ദമുണ്ടാക്കുക
748,läuten::V,chime,മണിമുഴങ്ങുക
749,klingeln::V,ring,ചിലമ്പുക
750,klirren::V,tinkle,കിലുക്കുക
751,brausen::V,roar,മുഴങ്ങുക
752,rauschen::V,rustle,അനങ്ങുക
753,klingen::V,sound,മുഴക്കുക
754,bellen::V,bark,കുരയ്ക്കുക
755,heulen::V,howl,ഓരിയിടുക
756,blasen::V,blow,ഊതുക
757,pfeifen::V,whistle,വിസിലടിക്കുക
758,schreien::V,shout,ആക്രോശിക്കുക
759,stöhnen::V,groan,അരക്കം
760,stöhnen::V,groan,ആർത്തനാദം
761,zittern::V,tremble,വിറയ്ക്കുക
762,leben::V,be alive,താമസിക്കുക
763,geboren werden::V,be born,ജനിക്കുക
764,atmen::V,breathe,ശ്വസിക്കുക
765,trinken::V,drink,കുടിക്കുക
766,essen::V,eat,കഴിക്കുക
767,schlucken::V,swallow,വിഴുങ്ങുക
768,müde werden::V,get tired,ക്ഷീണിക്കുക
769,einschlafen::V,fall asleep,നിദ്രിക്കുക
770,schlafen::V,sleep,ഉറങ്ങുക
771,aufwachen::V,wake up,ഉണരുക
772,aufstehen::V,get up,എഴുന്നേൽക്കുക
773,sich erholen::V,relax,വിശ്രമിക്കുക
774,krank werden::V,fall ill,ദീനംപിടിക്കുക
775,krank sein::V,be ill,രോഗികളാകുക
776,schmerzen::V,ache,വേദനിക്കുക
777,husten::V,cough,ചുമയ്ക്കുക
778,genesen::V,recover,സുഖപ്പെടുക
779,sterben::V,die,മരിക്കുക
780,umkommen::V,perish,മരിക്കുക
781,sich bewegen::V,move,സ്ഥലം_മാറുക
782,sich rühren::V,budge,ചലിക്കുക
783,sich erheben::V,stand up,നിൽക്കുക
784,sich setzen::V,sit down,ഇരിക്കുക
785,hinfallen::V,tumble,വീഴുക
786,laufen::V,walk,നടക്കുക
787,schreiten::V,pace,നടക്കുക
788,spazierengehen::V,go for a walk,ഉലാത്തുക
789,eilen::V,rush,പാഞ്ഞെത്തുക
790,sich beeilen::V,hurry,തിരിക്കുകൂട്ടുക
791,sich beeilen::V,hurry,തിടുക്കം_കാട്ടുക
792,sausen::V,dash,കുതിക്കുക
793,rennen::V,run,ഓടുക
794,springen::V,jump,ചാടുക
795,klettern::V,climb,കയറുക
796,schaukeln::V,seesaw,ഇളകുക
797,kriechen::V,creep,പതുങ്ങികയറുക
798,schwimmen::V,swim,നീന്തുക
799,tauchen::V,dive,വെള്ളത്തിലേക്ക് ചാടുക
800,rudern::V,row,തുഴയുക
801,fahren::V,drive,വാഹനം ഓടിക്കുക
802,fliegen::V,fly,പറക്കുക
803,gehen::V,go,പോകുക
804,weggehen::V,go away,വിടുക
805,abfahren::V,depart,പുറപ്പെടുക
806,anhalten::V,stop,നിർത്തുക
807,hineingehen::V,go in,പ്രവേശിക്കുക
808,eintreten::V,enter,പ്രവേശിക്കുക
809,kommen::V,come,വരുക
810,ankommen::V,arrive,എത്തിച്ചേരുക
811,zurückkommen::V,come back,തിരിച്ചു വരുക
812,bleiben::V,stay,തുടരുക
813,warten::V,wait,കാത്തിരിക്കുക
814,erwarten::V,wait for,പ്രതീക്ഷിക്കുക
815,suchen::V,seek,തിരയുക
816,suchen::V,look for,തിരയുക
817,finden::V,find,കണ്ടെത്തുക
818,versuchen::V,try,ശ്രമിക്കുക
819,vorbereiten::V,prepare,തയ്യാറെടുക്കുക
820,lieben::V,love,സ്നേഹിക്കുക
821,mögen::V,like,ഇഷ്ടപ്പെടുക
822,lachen::V,laugh,ചിരിക്കുക
823,rühren::V,move,ഹൃദയം സ്പർശിക്കുക
824,weinen::V,weep,തേങ്ങുക
825,schimpfen::V,grumble,പിറുപിറുക്കുക
826,sich ärgern::V,be annoyed,കോപിക്കുക
827,sich fürchten::V,be afraid,പേടിക്കുക
828,fürchten::V,be afraid of,പേടിക്കുക
829,fliehen::V,flee,രക്ഷപ്പെടുക
830,flüchten::V,escape,രക്ഷപ്പെടുക
831,sehen::V,see,കാണുക
832,anschauen::V,look at,നോക്കുക
833,ansehen::V,watch,നോക്കുക
834,hören::V,hear,കേൾക്കുക
835,zuhören::V,listen,ശ്രദ്ധിക്കുക
836,probieren::V,taste,രുചിയുള്ളതായി_തോന്നുക
837,riechen::V,smell,മണത്തു_നോക്കുക
838,fühlen::V,feel,സ്പർശിച്ചറിയുക
839,scheinen::V,seem,കാണപ്പെടുക
840,zu sehen sein::V,show,വെളിച്ചപ്പെടുക
841,vernehmen::V,hear,കേൾക്കുക
842,frieren::V,be cold,വിറയ്ക്കുക
843,tun::V,do,ചെയ്യുക
844,können::V,can,കഴിയുക
845,wollen::V,want,വേണുക
846,anfangen::V,start,തുടങ്ങുക
847,beenden::V,finish,പൂർത്തിയാക്കുക
848,aufhören::V,stop,നിർത്തുക
849,gelingen::V,succeed,വിജയിക്കുക
850,geraten::V,turn out,പരിണമിക്കുക
851,öffnen::V,open,തുറക്കുക
852,schließen::V,close,അടയ്ക്കുക
853,stellen::V,put,വയ്ക്കുക
854,setzen::V,place,വയ്ക്കുക
855,legen::V,lay,ഇടുക
856,berühren::V,touch,തൊടുക
857,verbinden::V,connect,ഘടിപ്പിക്കുക
858,bedecken::V,cover,മുടുക
859,aufhängen::V,hang up,കെട്ടിതൂക്കുക
860,anzünden::V,light,കത്തിക്കുക
861,aufheben::V,pick up,പെറുക്കിയെടുക്കുക
862,zurücklassen::V,leave,വച്ചുപോരുക
863,verlieren::V,lose,നഷ്ടപ്പെടുക
864,fallen lassen::V,drop,വീഴ്ത്തുക
865,machen::V,make,ഉണ്ടാക്കുക
866,herstellen::V,produce,ഉൽപാദിപ്പിക്കുക
867,bauen::V,build,നിർമ്മിക്കുക
868,reparieren::V,mend,നന്നാക്കുക
869,verbessern::V,improve,മെച്ചപ്പെടുക
870,ändern::V,alter,മാറ്റംവരുത്തുക
871,graben::V,dig,കുഴിക്കുക
872,beugen::V,bow,വണങ്ങുക
873,biegen::V,bend,കുനിയുക
874,drehen::V,spin,തിരിക്കുക
875,wenden::V,turn,തിരിയുക
876,umdrehen::V,turn around,തിരിയുക
877,heben::V,raise,ഉയർത്തുക
878,hochheben::V,lift,ഉയർത്തുക
879,ergreifen::V,seize,ബലമായി_പിടിക്കുക
880,halten::V,hold,പിടിക്കുക
881,drücken::V,press,അമർത്തുക
882,schieben::V,push,തള്ളുക
883,kratzen::V,scrape,ചുരണ്ടുക
884,lecken::V,lick,നക്കുക
885,beißen::V,bite,കടിക്കുക
886,abreißen::V,tear off,കീറിക്കളയുക
887,abschneiden::V,cut off,മുറിച്ചുമാറ്റുക
888,binden::V,tie,കെട്ടുക
889,stecken::V,stick,തുളയ്ക്കുക
890,brechen::V,break,ഉടയുക
891,klopfen::V,knock,തട്ടുക
892,hauen::V,hit,അടിക്കുക
893,kleben::V,glue,ഒട്ടിക്കുക
894,reiben::V,rub,തിരുമ്മിത്തുടയ്ക്കുക
895,streichen::V,spread,പടർത്തുക
896,schleifen::V,grind,പൊടിക്കുക
897,schneiden::V,cut,മുറിക്കുക
898,rütteln::V,jolt,മുട്ടുക
899,schütteln::V,shake,കുലുക്കുക
900,schwenken::V,swing,ആടുക
901,schütten::V,pour,ഒഴിക്കുക
902,füllen::V,fill,നിറയ്ക്കുക
903,einwickeln::V,wrap,പൊതിയുക
904,tragen::V,carry,വഹിക്കുക
905,schleppen::V,drag,വലിച്ചിഴയ്ക്കുക
906,ziehen::V,pull,വലിക്കുക
907,aufbewahren::V,keep,വയ്ക്കുക
908,werfen::V,throw,എറിയുക
909,fangen::V,catch,പിടിക്കുക
910,packen::V,grab,തട്ടിപ്പറിക്കുക
911,verstecken::V,hide,മറയ്ക്കുക
912,teilen::V,divide,വിഭജിക്കുക
913,schicken::V,send,അയയ്ക്കുക
914,bringen::V,bring,കൊണ്ടുവരുക
915,hinzufügen::V,add,കൂട്ടുക
916,bekommen::V,get,കിട്ടുക
917,erhalten::V,receive,സ്വീകരിക്കുക
918,nehmen::V,take,എടുക്കുക
919,wählen::V,choose,തിരഞ്ഞെടുക്കുക
920,auswählen::V,select,തിരഞ്ഞെടുക്കുക
921,bewahren::V,preserve,പുലർത്തുക
922,behindern::V,hinder,തടയിടുക
923,verderben::V,spoil,നശിപ്പിക്കുക
924,beschädigen::V,damage,ക്ഷതമേൽപ്പിക്കുക
925,zerbrechen::V,break,ഉടയുക
926,zerreißen::V,tear,കീറുക
927,zerstören::V,destroy,നശിപ്പിക്കുക
928,verbrennen::V,burn,കത്തിനശിക്കുക
929,verbrennen::V,burn,കത്തിച്ചുകളയുക
930,geben::V,give,കൊടുക്കുക
931,geben::V,give,തരുക
932,reichen::V,hand,കൈമാറുക
933,schenken::V,give,സമ്മാനം കൊടുക്കുക
934,versprechen::V,promise,വാഗ്ദാനം_നൽകുക
935,wünschen::V,wish,ആഗ്രഹിക്കുക
936,loben::V,praise,പുകഴ്ത്തുക
937,küssen::V,kiss,ഉമ്മവയ്ക്കുക
938,wiegen::V,rock,ഇളകുക
939,zudecken::V,cover,മുടുക
940,wecken::V,wake,ഉണർത്തുക
941,zeigen::V,show,കാണിക്കുക
942,führen::V,guide,നടത്തുക
943,lehren::V,teach,പഠിപ്പിക്കുക
944,unterrichten::V,instruct,പരിശീലിപ്പിക്കുക
945,aufziehen::V,bring up,വളർത്തിക്കൊണ്ടുവരുക
946,leiten::V,lead,നയിക്കുക
947,antreiben::V,urge,പ്രേരിപ്പിക്കുക
948,lassen::V,let,അനുവദിക്കുക
949,einladen::V,invite,ക്ഷണിക്കുക
950,vereinigen::V,unite,കൂടിച്ചേരുക
951,besuchen::V,visit,സന്ദർശിക്കുക
952,treffen::V,meet,തമ്മിൽ കാണുക
953,sich versammeln::V,assemble,സംയോജിപ്പിക്കുക
954,spielen::V,play,കളിക്കുക
955,singen::V,sing,പാടുക
956,tanzen::V,dance,നൃത്തം ചെയ്യുക
957,sich trennen::V,separate,നേർപെടുത്തുക
958,verlassen::V,leave,പിൻവാങ്ങുക
959,retten::V,rescue,രക്ഷിക്കുക
960,bewachen::V,guard,കാവൽനിൽക്കുക
961,schützen::V,protect,പരിരക്ഷിക്കുക
962,verteidigen::V,defend,പ്രതിരോധിക്കുക
963,sich schlagen::V,brawl,കലഹിക്കുക
964,schießen::V,shoot,വെടിവെക്കുക
965,siegen::V,win,വിജയിക്കുക
966,ärgern::V,annoy,വിഷമിപ്പിക്കുക
967,schlagen::V,beat,അടിക്കുക
968,treten::V,kick,തൊഴിക്കുക
969,stechen::V,sting,കുത്തുക
970,stoßen::V,shove,തള്ളുക
971,stehlen::V,steal,മോഷ്ടിക്കുക
972,stören::V,disturb,ശല്യപ്പെടുത്തുക
973,belästigen::V,bother,മെനക്കെടുക
974,verbergen::V,conceal,മറയ്ക്കുക
975,verbergen::V,conceal,ഒളിക്കുക
976,täuschen::V,deceive,കബളിപ്പിക്കുക
977,betrügen::V,cheat,ചതിക്കുക
978,töten::V,kill,കൊല്ലുക
979,wohnen::V,dwell,താമസിക്കുക
980,arbeiten::V,work,ജോലിചെയ്യുക
981,sammeln::V,gather,സഞ്ചയിക്കുക
982,pflücken::V,pick,പറിച്ചെടുക്കുക
983,jagen::V,hunt,വേട്ടയാടുക
984,fischen::V,fish,മീൻ പിടിക്കുക
985,fassen::V,catch,പിടിക്കുക
986,hüten::V,herd,ചേർക്കുക
987,treiben::V,drive,വാഹനം_ഓടിക്കുക
988,anbinden::V,tie up,കെട്ടിയിടുക
989,füttern::V,feed,തീറ്റുക
990,melken::V,milk,പാലുകറക്കുക
991,hacken::V,chop,വെട്ടിമുറിക്കുക
992,gießen::V,water,നനയ്ക്കുക
993,reifen::V,ripen,പാകമാകുക
994,zubereiten::V,cook,പാചകം_ചെയ്യുക
995,kochen::V,boil,വേവിക്കുക
996,backen::V,bake,ബേക്ക് ചെയ്യുക
997,braten::V,fry,പോരിക്കുക
998,umrühren::V,stir,ഇളക്കുക
999,stricken::V,knit,മെടയുക
1000,nähen::V,sew,തുന്നുക
1001,färben::V,dye,ചായം പൂശുക
1002,reinigen::V,clean,വൃത്തിയാക്കുക
1003,waschen::V,wash,കഴുകുക
1004,abwischen::V,wipe,തുടയ്ക്കുക
1005,spülen::V,rinse,കഴുകുക
1006,fegen::V,sweep,അടിച്ചുവാരുക
1007,kehren::V,sweep,അടിച്ചുവാരുക
1008,baden::V,bath,നീന്തിത്തുടിക്കുക
1009,sich waschen::V,wash,കഴുകുക
1010,ausziehen::V,take off,ഇഴുക്കുക
1011,anziehen::V,put on,ഉടുക്കുക
1012,sich anziehen::V,get dressed,ധരിച്ച നേടുകയുക
1013,kämmen::V,comb,മുടിചീകുക
1014,schmücken::V,decorate,അലങ്കരിക്കുക
1015,sagen::V,say,പറയുക
1016,sprechen::V,speak,സംസാരിക്കുക
1017,reden::V,talk,സംസാരിക്കുക
1018,sich unterhalten::V,chat,നർമ്മസല്ലാപം നടത്തുക
1019,fragen::V,ask,ചോദിക്കുക
1020,bitten::V,request,അപേക്ഷിക്കുക
1021,erzählen::V,tell,പറയുക
1022,mitteilen::V,convey,അറിയിക്കുക
1023,nennen::V,name,പേരിടുക
1024,rufen::V,call,വിളിക്കുക
1025,prahlen::V,brag,പൊങ്ങച്ചം പറയുക
1026,übersetzen::V,translate,പരിഭാഷപ്പെടുത്തുക
1027,denken::V,think,ചിന്തിക്കുക
1028,glauben::V,believe,വിശ്വസിക്കുക
1029,bemerken::V,notice,ശ്രദ്ധിക്കുക
1030,erkennen::V,recognize,തിരിചറിയുക
1031,begreifen::V,grasp,കൈപ്പിടിയിലാക്കുക
1032,verstehen::V,understand,മനസ്സിലാക്കുക
1033,lernen::V,learn,പഠിക്കുക
1034,wissen::V,know,അറിയുക
1035,sich erinnern an::V,remember,ഓർമിക്കുക
1036,vergessen::V,forget,മറക്കുക
1037,messen::V,measure,അളക്കുക
1038,zählen::V,count,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1039,rechnen::V,calculate,ഗണിക്കുക
1040,lesen::V,read,വായിക്കുക
1041,malen::V,paint,ചിത്രം വരയ്ക്കുക
1042,zeichnen::V,draw,വരയ്ക്കുക
1043,schreiben::V,write,എഴുതുക
1044,besitzen::V,own,സ്വന്തമാക്കുക
1045,kaufen::V,buy,വാങ്ങുക
1046,verkaufen::V,sell,വിൽക്കുക
1047,bezahlen::V,pay for,പരിഹാരം ചെയ്യുക
1048,zahlen::V,pay,പണം അടയ്ക്കുക
1049,beherrschen::V,rule,ഭരിക്കുക
1050,ertragen::V,endure,താങ്ങുക
