,Concept_ID,no,cs
856,rauchen::V,ryke,kouřit
857,regnen::V,regne,pršet
858,gefrieren::V,fryse,zamrznout
859,tauen::V,tine,tát
860,schmelzen::V,smelte,tavit
861,trocknen::V,tørre,schnout
862,sieden::V,koke,vřít
863,faulen::V,råtne,hnít
864,verfaulen::V,råtne,shnít
865,reißen::V,briste,roztrhat se
866,versinken::V,synke,topit se
867,versinken::V,synke,ponořit se
868,versinken::V,synke ned,topit se
869,versinken::V,synke ned,ponořit se
870,vergehen::V,forløpe,plynout
871,erscheinen::V,synes,objevit se
872,verschwinden::V,forsvinne,zmizet
873,sinken::V,synke,klesat
874,abnehmen::V,avta,ubýt
875,abnehmen::V,minske,ubýt
876,zunehmen::V,tilta,přibýt
877,steigen::V,stige,stoupat
878,wachsen::V,gro,růst
879,wachsen::V,vokse,růst
880,glänzen::V,skinne,lesknout se
881,funkeln::V,tindre,jiskřit se
882,lärmen::V,bråke,dělat hluk
883,läuten::V,ringe,zvonit
884,klingeln::V,ringe,zvonit
885,klirren::V,klirre,řinčet
886,brausen::V,bruse,hučet
887,rauschen::V,suse,šumět
888,klingen::V,lyde,znít
889,klingen::V,klinge,znít
890,bellen::V,gjø,štěkat
891,bellen::V,bjeffe,štěkat
892,heulen::V,ule,výt
893,blasen::V,blåse,foukat
894,pfeifen::V,plystre,pískat
895,schreien::V,skrike,křičet
896,stöhnen::V,stønne,sténat
897,zittern::V,dirre,třást se
898,zittern::V,skjelve,třást se
899,leben::V,leve,žít
900,geboren werden::V,fødes,rodit se
901,atmen::V,ånde,dýchat
902,atmen::V,puste,dýchat
903,trinken::V,drikke,pít
904,essen::V,spise,jíst
905,schlucken::V,svelge,polykat
906,müde werden::V,bli trett,unavit se
907,einschlafen::V,sovne,usnout
908,schlafen::V,sove,spát
909,aufwachen::V,våkne,probudit se
910,aufstehen::V,stå opp,vstát
911,sich erholen::V,bli bra,zotavovat se
912,sich erholen::V,komme seg,zotavovat se
913,krank werden::V,bli syk,onemocnět
914,krank sein::V,være syk,být nemocný
915,schmerzen::V,gjøre vondt,bolet
916,husten::V,hoste,kašlat
917,genesen::V,komme seg,uzdravit se
918,sterben::V,dø,umřít
919,umkommen::V,omkomme,zahynout
920,sich bewegen::V,bevege seg,pohnout se
921,sich rühren::V,røre på seg,hnout se
922,sich erheben::V,reise seg,zdvihnout se
923,sich setzen::V,sette sig,posadit se
924,hinfallen::V,falle over ende,upadnout
925,laufen::V,løpe,běžet
926,schreiten::V,skride,kráčet
927,spazierengehen::V,spasere,procházet se
928,spazierengehen::V,gå en tur,procházet se
929,eilen::V,ile,spěchat
930,sich beeilen::V,skynde seg,pospíšit si
931,sausen::V,suse,fičet
932,rennen::V,løpe,pádit
933,springen::V,hoppe,skákat
934,springen::V,springe,skákat
935,klettern::V,klatre,lézt
936,klettern::V,klatre,šplhat
937,schaukeln::V,huske,houpat
938,kriechen::V,krype,lézt
939,kriechen::V,krype,plazit se
940,schwimmen::V,svømme,plavat
941,tauchen::V,dykke,nořit se
942,rudern::V,ro,veslovat
943,fahren::V,kjøre,jet
944,fahren::V,kjøre,jezdit
945,fliegen::V,fly,létat
946,gehen::V,gå,jít
947,weggehen::V,gå bort,odejít
948,abfahren::V,reise,odjet
949,anhalten::V,stanse,zastavit se
950,hineingehen::V,gå inn,vcházet se
951,eintreten::V,tre inn,vstoupit
952,kommen::V,komme,přijít
953,ankommen::V,ankomme,dojít
954,ankommen::V,komme til,dojít
955,zurückkommen::V,komme tilbake,vrátit se
956,bleiben::V,bli,zůstat
957,bleiben::V,forbli,zůstat
958,warten::V,vente,čekat
959,erwarten::V,vente,čekat na
960,suchen::V,søke,hledat
961,finden::V,finne,najít
962,versuchen::V,prøve,zkoušet
963,versuchen::V,forsøke,zkoušet
964,vorbereiten::V,forberede,připravit
965,lieben::V,elske,milovat
966,mögen::V,like,mít rád
967,lachen::V,le,smát se
968,rühren::V,røre,dojmout
969,weinen::V,gråte,plakat
970,schimpfen::V,skjelle,nadávat
971,sich ärgern::V,ergre seg,pohoršit se
972,sich fürchten::V,være redd,bát se
973,fürchten::V,være redd for,bát se
974,fliehen::V,rømme,utéct
975,fliehen::V,flykte,utéct
976,flüchten::V,flykte,prchnout
977,sehen::V,se,vidět
978,anschauen::V,se på,podívat se na
979,anschauen::V,betrakte,podívat se na
980,ansehen::V,anse,sledovat
981,hören::V,høre,slyšet
982,zuhören::V,tilhøre,poslouchat
983,probieren::V,smake,ochutnávat
984,probieren::V,smake på,ochutnávat
985,riechen::V,lukte,cítit
986,fühlen::V,føle,cítit
987,scheinen::V,se ut,zdát se
988,zu sehen sein::V,synes,moci být viděn
989,vernehmen::V,få vite,uslyšet
990,frieren::V,fryse,mrznout
991,tun::V,gjøre,dělat
992,können::V,kunne,moct
993,wollen::V,ville,chtít
994,anfangen::V,begynne,začít
995,beenden::V,avslutte,ukončit
996,aufhören::V,slutte,přestat
997,aufhören::V,holde opp,přestat
998,gelingen::V,lykkes,podařit se
999,geraten::V,bli,dařit se
1000,öffnen::V,åpne,otevřít
1001,schließen::V,lukke,zavřít
1002,schließen::V,stenge,zavřít
1003,stellen::V,stille,postavit
1004,setzen::V,sette,posadit
1005,legen::V,legge,klást
1006,legen::V,legge,položit
1007,berühren::V,berøre,dotýkat se
1008,verbinden::V,forbinde,spojit
1009,bedecken::V,dekke,pokrýt
1010,aufhängen::V,henge,oběsit
1011,aufhängen::V,henge,pověsit
1012,aufhängen::V,henge opp,oběsit
1013,aufhängen::V,henge opp,pověsit
1014,anzünden::V,tenne,zapálit
1015,anzünden::V,tenne,podpálit
1016,anzünden::V,antenne,zapálit
1017,anzünden::V,antenne,podpálit
1018,anzünden::V,tenne på,zapálit
1019,anzünden::V,tenne på,podpálit
1020,aufheben::V,løfte,zvednout
1021,aufheben::V,løfte,zdvihnout
1022,aufheben::V,ta opp,zvednout
1023,aufheben::V,ta opp,zdvihnout
1024,zurücklassen::V,slippe tilbake,zanechat
1025,verlieren::V,miste,ztratit
1026,fallen lassen::V,droppe,upustit
1027,fallen lassen::V,la falle,upustit
1028,machen::V,lage,udělat
1029,machen::V,gjøre,udělat
1030,herstellen::V,fremstille,vyrobit
1031,bauen::V,bygge,stavět
1032,bauen::V,bygge,budovat
1033,reparieren::V,reparere,opravit
1034,verbessern::V,rette,zlepšit
1035,verbessern::V,forbedre,zlepšit
1036,ändern::V,forandre,změnit
1037,graben::V,grave,rýt
1038,graben::V,grave,kopat
1039,beugen::V,bøye,ohnout
1040,biegen::V,bøye,ohnout
1041,drehen::V,dreie,točit
1042,wenden::V,vende,obrátit
1043,umdrehen::V,snu,obrátit
1044,heben::V,heve,zdvihnout
1045,hochheben::V,løfte,zvednout
1046,ergreifen::V,gripe,chopit se
1047,ergreifen::V,få tak i,chopit se
1048,halten::V,holde,držet
1049,drücken::V,trykke,stisknout
1050,schieben::V,skyve,posouvat
1051,kratzen::V,klø,škrábat
1052,kratzen::V,klore,škrábat
1053,lecken::V,slikke,lízat
1054,beißen::V,bite,kousat
1055,abreißen::V,rive av,utrhat
1056,abreißen::V,rive av,odtrhat
1057,abschneiden::V,skjære av,uřezat
1058,abschneiden::V,skjære av,ukrojit
1059,binden::V,binde,přivázat
1060,stecken::V,stikke,strčit
1061,brechen::V,bryte,lomit
1062,brechen::V,briste,lomit
1063,klopfen::V,banke,ťukat
1064,klopfen::V,banke,klepat
1065,hauen::V,hogge,bít
1066,kleben::V,klistre,lepit
1067,reiben::V,gni,třít
1068,streichen::V,stryke,mazat
1069,schleifen::V,slipe,brousit
1070,schneiden::V,klippe,řezat
1071,schneiden::V,klippe,střihat
1072,rütteln::V,ruske,třást
1073,rütteln::V,ruske,otřást
1074,schütteln::V,riste,třást
1075,schütteln::V,riste,zatřást
1076,schwenken::V,svinge,mávat
1077,schütten::V,helle,nasypat
1078,füllen::V,fylle,naplnit
1079,einwickeln::V,vikle inn,zavinout
1080,tragen::V,bære,nést
1081,schleppen::V,slepe,vléct
1082,ziehen::V,dra,tahat
1083,ziehen::V,dra,táhnout
1084,ziehen::V,trekke,tahat
1085,ziehen::V,trekke,táhnout
1086,aufbewahren::V,oppbevare,schovat
1087,aufbewahren::V,ta vare på,schovat
1088,werfen::V,kaste,házet
1089,fangen::V,fange,chytat
1090,packen::V,gripe,uchvátit
1091,packen::V,gripe tak i,uchvátit
1092,verstecken::V,gjemme,schovat
1093,teilen::V,dele,rozdělit
1094,schicken::V,sende,posílat
1095,bringen::V,bringe,přinést
1096,hinzufügen::V,tilføye,připojit
1097,bekommen::V,få,dostat
1098,erhalten::V,få,uchovat
1099,nehmen::V,ta,vzít
1100,wählen::V,velge,zvolit
1101,auswählen::V,velge ut,vybrat
1102,bewahren::V,bevare,uchránit
1103,behindern::V,hindre,překážet
1104,behindern::V,forhindre,překážet
1105,verderben::V,ødelegge,zkazit
1106,beschädigen::V,skade,porušit
1107,beschädigen::V,skade,poškodit
1108,zerbrechen::V,brekke i stykker,rozlámat
1109,zerreißen::V,rive i stykker,roztrhnout
1110,zerstören::V,ødelegge,zničit
1111,verbrennen::V,brenne,spálit
1112,verbrennen::V,brenne opp,spálit
1113,geben::V,gi,dát
1114,reichen::V,rekke,podat
1115,schenken::V,forære,darovat
1116,schenken::V,skjenke,darovat
1117,versprechen::V,love,slíbit
1118,wünschen::V,ønske,přát
1119,loben::V,rose,chválit
1120,küssen::V,kysse,líbat
1121,wiegen::V,vogge,chovat
1122,wiegen::V,vogge,kolébat
1123,zudecken::V,dekke til,přikrýt
1124,zudecken::V,dekke til,přiklopit
1125,wecken::V,vekke,vzbudit
1126,zeigen::V,vise,ukázat
1127,führen::V,føre,vést
1128,lehren::V,lære,učit
1129,unterrichten::V,undervise,vyučovat
1130,aufziehen::V,oppdra,vychovat
1131,leiten::V,lede,vodit
1132,antreiben::V,drive på,nutit
1133,lassen::V,få til å,dát
1134,einladen::V,be,pozvat
1135,einladen::V,invitere,pozvat
1136,vereinigen::V,forene,spojit
1137,besuchen::V,besøke,návštívit
1138,treffen::V,møte,potkat
1139,treffen::V,treffe,potkat
1140,sich versammeln::V,forsamles,shromáždit se
1141,spielen::V,leke,hrát
1142,spielen::V,spille,hrát
1143,singen::V,synge,zpívat
1144,tanzen::V,danse,tančit
1145,sich trennen::V,skilles,rozejít se
1146,verlassen::V,forlate,opustit
1147,retten::V,redde,zachránit
1148,bewachen::V,bevokte,hlídat
1149,schützen::V,verne,chránit
1150,schützen::V,beskytte,chránit
1151,verteidigen::V,forsvare,obhájit
1152,sich schlagen::V,slåss,bít se
1153,schießen::V,skyte,střílet
1154,siegen::V,seire,zvítězit
1155,ärgern::V,ergre,zlobit
1156,ärgern::V,ergre,pohoršit
1157,treten::V,sparke,kopnout
1158,stechen::V,stikke,bodnout
1159,stechen::V,stikke,píchnout
1160,stoßen::V,støte,strčit
1161,stehlen::V,stjele,ukrást
1162,stören::V,forstyrre,vyrušit
1163,belästigen::V,plage,obtěžovat
1164,belästigen::V,sjenere,obtěžovat
1165,verbergen::V,gjemme,skrýt
1166,täuschen::V,villede,klamat
1167,betrügen::V,bedra,podvést
1168,töten::V,drepe,zabít
1169,wohnen::V,bo,bydlit
1170,arbeiten::V,arbeide,pracovat
1171,sammeln::V,samle,sebrat
1172,pflücken::V,plukke,česat
1173,jagen::V,jage,uhonit
1174,fischen::V,fiske,chytat ryby
1175,fassen::V,fange,ulovit
1176,hüten::V,vokte,pást
1177,treiben::V,drive,hnát
1178,anbinden::V,feste,přivázat
1179,füttern::V,fore,krmit
1180,melken::V,melke,dojit
1181,hacken::V,hakke,seknout
1182,gießen::V,helle,zalít
1183,reifen::V,modne,uzrát
1184,zubereiten::V,lage,připravit
1185,zubereiten::V,tilberede,připravit
1186,kochen::V,koke,vařit
1187,backen::V,bake,péct
1188,braten::V,steke,smažit
1189,umrühren::V,røre om,zamíchat
1190,stricken::V,strikke,plést
1191,nähen::V,sy,šít
1192,färben::V,farge,nabarvit
1193,reinigen::V,rense,očistit
1194,reinigen::V,gjøre ren,očistit
1195,waschen::V,vaske,mýt
1196,abwischen::V,tørke av,utřít
1197,spülen::V,spyle,spláchnout
1198,spülen::V,skylle,spláchnout
1199,fegen::V,feie,zamést
1200,kehren::V,koste,mést
1201,baden::V,bade,koupat se
1202,sich waschen::V,vaske seg,mýt se
1203,ausziehen::V,ta av,svléct
1204,anziehen::V,ta på,obléct
1205,sich anziehen::V,kle på seg,oblékat se
1206,kämmen::V,gre,učesat
1207,kämmen::V,kjemme,učesat
1208,schmücken::V,pynte,ozdobit
1209,schmücken::V,smykke,ozdobit
1210,sagen::V,si,říct
1211,sprechen::V,snakke,mluvit
1212,reden::V,tale,hovořit
1213,reden::V,snakke,hovořit
1214,sich unterhalten::V,samtale,povídat se
1215,fragen::V,spørre,zeptat se
1216,bitten::V,be,prosit
1217,erzählen::V,fortelle,povídat
1218,mitteilen::V,meddele,sdělit
1219,mitteilen::V,meddele,oznámit
1220,nennen::V,kalle,nazvat
1221,rufen::V,rope,volat
1222,rufen::V,rope,zavolat
1223,prahlen::V,skryte,chlubit se
1224,übersetzen::V,oversette,přeložit
1225,denken::V,tenke,myslit
1226,glauben::V,tro,věřit
1227,bemerken::V,bemerke,zpozorovat
1228,bemerken::V,legge merke til,zpozorovat
1229,erkennen::V,gjenkjenne,poznat
1230,begreifen::V,begripe,pochopit
1231,verstehen::V,forstå,porozumět
1232,verstehen::V,skjønne,porozumět
1233,lernen::V,lære,učit se
1234,wissen::V,vite,vědět
1235,sich erinnern an::V,huske på,vzpomínat si na
1236,vergessen::V,glemme,zapomínat
1237,messen::V,måle,měřit
1238,zählen::V,telle,spočítat
1239,rechnen::V,regne,počítat
1240,lesen::V,lese,číst
1241,malen::V,male,malovat
1242,zeichnen::V,tegne,rýsovat
1243,schreiben::V,skrive,psát
1244,besitzen::V,eie,mít
1245,besitzen::V,eie,vlastnit
1246,besitzen::V,inneha,mít
1247,besitzen::V,inneha,vlastnit
1248,kaufen::V,kjøpe,koupit
1249,verkaufen::V,selge,prodat
1250,bezahlen::V,betale,zaplatit
1251,zahlen::V,betale,platit
1252,beherrschen::V,beherske,ovládat
1253,ertragen::V,orke,snést
1254,schlagen::V,,udeřit
1255,schlagen::V,,praštit
