,Concept_ID,cv,ga
721,glatt::A,такӑр,sleamhain
722,hart::A,хытӑ,crua
723,weich::A,ҫемҫе,bog
724,rund::A,ҫавра,cruinn
725,spitz::A,шӗвӗр,gobach
726,spitz::A,шӗвӗр,biorach
727,scharf::A,ҫивӗч,géar
728,scharf::A,ҫивӗч,faobhrach
729,stumpf::A,мӑка,maol
730,stumpf::A,пуклак,maol
731,stumpf::A,тӗрӗнчӗк,maol
732,stumpf::A,ӑнкарусӑр,maol
733,schwer::A,йывӑр,trom
734,schön::A,илемлӗ,álainn
735,heiß::A,вӗри,te
736,warm::A,ӑшӑ,te
737,kalt::A,сивӗ,fuar
738,kühl::A,уҫӑ,fionnuar
739,frisch::A,уҫӑ,úr
740,frisch::A,уҫӑ,friseáilte
741,feucht::A,йӗпе,tais
742,nass::A,нӳрӗ,fliuch
743,trocken::A,типӗ,tirim
744,voll::A,тулли,lán
745,leer::A,пушӑ,folamh
746,offen::A,уҫӑ,oscailte
747,geschlossen::A,хупӑ,dúnta
748,geschlossen::A,хупӑ,druidte
749,sauber::A,таса,glan
750,schmutzig::A,пылчӑклӑ,salach
751,schmutzig::A,вараланчӑк,salach
752,roh::A,чӗрӗ,amh
753,reif::A,пулнӑ,aibí
754,reif::A,пиҫӗхнӗ,aibí
755,reif::A,аталаннӑ,aibí
756,reif::A,пиҫсе ҫитнӗ,aibí
757,lecker::A,тутлӑ,blasta
758,lecker::A,техӗмлӗ,blasta
759,süß::A,пылак,milis
760,bitter::A,йӳҫӗ,searbh
761,sauer::A,йӳҫӗ,géar
762,sauer::A,йӳҫӗ,searbh
763,sauer::A,йӳҫек,géar
764,sauer::A,йӳҫек,searbh
765,sauer::A,кӑвасак,géar
766,sauer::A,кӑвасак,searbh
767,hell::A,ҫутӑ,geal
768,hell::A,ҫутӑ,soilseach
769,dunkel::A,тӗттӗм,dorcha
770,schwarz::A,хура,dubh
771,weiß::A,шурӑ,bán
772,rot::A,хӗрлӗ,dearg
773,gelb::A,сарӑ,buí
774,blau::A,кӑвак,gorm
775,grün::A,симӗс,glas
776,grün::A,симӗс,uaine
777,grün::A,пиҫмен,glas
778,grün::A,пиҫмен,uaine
779,grün::A,ӑс пухман,glas
780,grün::A,ӑс пухман,uaine
781,grau::A,кӑвак,liath
782,bunt::A,чӑпар,ildathach
783,bunt::A,чӑпар,dathannach
784,billig::A,йӳнӗ,saor
785,teuer::A,хаклӑ,daor
786,teuer::A,хаклӑ,costasach
787,wertvoll::A,паха,luachmhar
788,blind::A,суккӑр,dall
789,blind::A,суккӑр,caoch
790,taub::A,хӑлхасӑр,bodhar
791,kräftig::A,хӑватлӑ,cumhachtach
792,stark::A,вирлӗ,tréan
793,stark::A,вирлӗ,láidir
794,schwach::A,халсӑр,lag
795,schwach::A,халсӑр,fann
796,fett::A,самӑр,ramhar
797,fett::A,мӑнтӑр,ramhar
798,schlank::A,йӑрӑс,caol
799,schlank::A,йӑрӑс,seang
800,schlank::A,яштака,caol
801,schlank::A,яштака,seang
802,hübsch::A,хитре,álainn
803,hübsch::A,хитре,dathúil
804,böse::A,усал,olc
805,dumm::A,ухмах,dúr
806,dumm::A,ухмах,amaideach
807,faul::A,наян,falsa
808,faul::A,наян,leisciúil
809,faul::A,юлхав,falsa
810,faul::A,юлхав,leisciúil
811,faul::A,ӳркенчӗк,falsa
812,faul::A,ӳркенчӗк,leisciúil
813,fleißig::A,хастар,dícheallach
814,geizig::A,хытӑ,barainneach
815,geizig::A,хытӑ,sprionlaithe
816,klug::A,ӑслӑ,cliste
817,geschickt::A,ӑста,oilte
818,geschickt::A,ӑста,ealaíonta
819,lieb::A,савнӑ,dil
820,lieb::A,савнӑ,dílis
821,lustig::A,хаваслӑ,aerach
822,lustig::A,хаваслӑ,meidhreach
823,sanft::A,ачаш,bog
824,sanft::A,ачаш,séimh
825,hungrig::A,выҫӑ,ocrach
826,krank::A,чирлӗ,tinn
827,krank::A,чирлӗ,breoite
828,nackt::A,ҫара,nocht
829,traurig::A,салхуллӑ,brónach
830,lebendig::A,чӗрӗ,beo
831,gut::A,аван,maith
832,gut::A,лайӑх,maith
833,schlecht::A,япӑх,dona
834,schlecht::A,япӑх,droch-
835,schlecht::A,начар,dona
836,schlecht::A,начар,droch-
837,richtig::A,тӗрӗс,ceart
838,schlimm::A,йӗрӗнчӗк,gránna
839,schlimm::A,йӗрӗнчӗк,tubaisteach
840,wahr::A,чӑн,fíor
841,alt::A,кивӗ,sean
842,neu::A,ҫӗнӗ,úr
843,neu::A,ҫӗнӗ,nua
844,ehemalig::A,пулнӑ,iar-
845,ehemalig::A,пулнӑ,sean-
846,alt[Lebewesen]::A,ватӑ,sean
847,alt[Lebewesen]::A,ватӑ,aosta
848,jung::A,яш,óg
849,jung::A,ҫамрӑк,óg
850,arm::A,чухӑн,bocht
851,reich::A,пуян,saibhir
852,reich::A,пуян,rachmasach
853,bekannt::A,пӗлӗш,atá eolas air
854,berühmt::A,чаплӑ,cailiúil
855,berühmt::A,чаплӑ,clúiteach
856,fremd::A,ют,coimhthíoch
857,verschieden::A,расна,éagsúil
858,verschieden::A,расна,difriúil
859,nah::A,ҫывӑх,gar
860,nah::A,ҫывӑх,deas
861,nah::A,ҫывӑхри,gar
862,nah::A,ҫывӑхри,deas
863,fern::A,инҫе,i bhfad uainn
864,fern::A,инҫе,i bhfad i gcéin
865,fern::A,аякри,i bhfad uainn
866,fern::A,аякри,i bhfad i gcéin
867,linker::A,сулахай,clé
868,rechter::A,сылтӑм,deas
869,anderer::A,урӑх,eile
870,erster::A,пӗрремӗш,céad
871,zweiter::A,иккӗмӗш,dóú
872,zweiter::A,иккӗмӗш,dara
873,dritter::A,виҫҫӗмӗш,tríú
874,dritter::A,виҫҫӗмӗш,treas
875,letzter::A,юлашки,déanach
876,letzter::A,юлашки,deireanach
877,allein::ADV,пӗччен,i d'aonar
878,auf einmal::ADV,кӗмӗрккен,ag an am céanna
879,zusammen::ADV,пӗрле,le chéile
880,zusammen::ADV,пӗрле,in eineacht
881,lange::ADV,вӑрах,fada
882,plötzlich::ADV,сасартӑк,go tobann
883,plötzlich::ADV,сасартӑк,i dtobainne
884,sofort::ADV,тӳрех,ar an toirt
885,sofort::ADV,тӳрех,ar an bpointe
886,später::ADV,кайран,níos déanaí
887,jetzt::ADV,халь,anois
888,jetzt::ADV,халӗ,anois
889,heute::ADV,паян,inniu
890,morgen::ADV,ыран,amárach
891,bald::ADV,халех,go luath
892,bald::ADV,халех,gan mhoill
893,bald::ADV,кӗҫех,go luath
894,bald::ADV,кӗҫех,gan mhoill
895,dann::ADV,унтан,ansin
896,gestern::ADV,ӗнер,inné
897,einst::ADV,пӗррехинче,tráth
898,einst::ADV,пӗррехинче,uair amháin
899,damals::ADV,ун чухне,ag an am
900,damals::ADV,ун чухне,an t-am sin
901,damals::ADV,апла пулсан,ag an am
902,damals::ADV,апла пулсан,an t-am sin
903,danach::ADV,унтан,ina dhiaidh sin
904,vorher::ADV,малтан,cheana
905,vorher::ADV,малтан,roimhe sin
906,zuerst::ADV,пирвай,ar dtús
907,einmal::ADV,пӗррехинче,uair amháin
908,manchmal::ADV,хӑш чухне,uaireanta
909,oft::ADV,тӑтӑш,minic
910,immer::ADV,ялан,i gcónaí
911,niemals::ADV,нихӑҫан та,riamh
912,hier::ADV,кунта,anseo
913,hierhin::ADV,кунта,anseo
914,von hier::ADV,кунтан,an áit seo
915,dort::ADV,унта,ann
916,dort::ADV,унта,ansin
917,dort::ADV,ҫавӑнта,ann
918,dort::ADV,ҫавӑнта,ansin
919,dorthin::ADV,унта,ann
920,dorthin::ADV,унта,ansin
921,dorthin::ADV,ҫавӑнта,ann
922,dorthin::ADV,ҫавӑнта,ansin
923,geradeaus::ADV,тикӗс,ar aghaidh
924,vorwärts::ADV,малалла,
925,rückwärts::ADV,хыҫала,siar
926,zurück::ADV,каялла,ar ais
927,unten::ADV,аялта,thíos
928,hinab::ADV,аялта,síos
929,oben::ADV,ҫӳлте,thuas
930,hinauf::ADV,ҫӳле,suas
931,überall::ADV,таҫта та,i ngach áit
932,überall::ADV,таҫта та,ar fud na háite
933,überall::ADV,пур ҫӗрте те,i ngach áit
934,überall::ADV,пур ҫӗрте те,ar fud na háite
935,überall::ADV,кирек ӑҫта та,i ngach áit
936,überall::ADV,кирек ӑҫта та,ar fud na háite
937,nicht::ADV,мар,ní
938,nicht::ADV,мар,cha
939,ein wenig::ADV,пӑртак,beagán
940,kaum::ADV,аран,ar éigean
941,sehr::ADV,питӗ,an-
942,so::ADV,апла,chomh
943,so::ADV,апла,mar sin
944,noch::ADV,татах,fós
945,noch::ADV,татах,go fóill
946,nur::ADV,ҫех,amháin
947,nur::ADV,ҫех,níl ach
948,schon::ADV,ӗнтӗ,cheana
949,schon::ADV,ӗнтӗ,cheana féin
950,wieder::ADV,каллех,arís
951,wieder::ADV,каллех,athuair
952,vergebens::ADV,харам,amú
953,vergebens::ADV,харам,in aisce
954,vor::PRP,умӗнче,ar thosach
955,hinter::PRP,кайра,laistiar de
956,hinter::PRP,кайра,taobh thiar de
957,unter::PRP,айне,faoi
958,unter::PRP,айӗпе,faoi
959,unter::PRP,айӗнче,faoi
960,unter::PRP,ҫитеспе,faoi
961,durch::PRP,витӗр,trí
962,neben::PRP,патӗнче,taobh le
963,neben::PRP,патӗнче,in aice le
964,zwischen::PRP,хушшинче,idir
965,wegen::PRP,пула,de bharr
966,wegen::PRP,пула,mar gheall ar
967,wegen::PRP,пирки,de bharr
968,wegen::PRP,пирки,mar gheall ar
969,dies::PRN,ку,seo
970,dies::PRN,ҫак,seo
971,das::PRN,ҫав,sin
972,alles::PRN,пурте,gach rud
973,alles::PRN,йӑлт,gach rud
974,ich::PRN,эп,mé
975,ich::PRN,эп,mise
976,du::PRN,эс,tú
977,du::PRN,эс,tusa
978,er::PRN,вӑл,sé
979,er::PRN,вӑл,seisean
980,wir::PRN,эпир,sinn
981,ihr::PRN,эсир,sibh
982,ihr::PRN,эсир,sibhse
983,sie::PRN,вӗсем,siad
984,sie::PRN,вӗсем,siadsan
985,was::FPRN,мӗн,cad
986,was::FPRN,мӗн,céard
987,was::FPRN,мӗскер,cad
988,was::FPRN,мӗскер,céard
989,was::FPRN,мӗн те пулин,cad
990,was::FPRN,мӗн те пулин,céard
991,wer::FPRN,кам,cé
992,wo::FADV,ӑҫта,cá
993,wo::FADV,ӑҫта,cén áit
994,wohin::FADV,ӑҫта,cá
995,wohin::FADV,ӑҫта,cén áit
996,wie::FADV,епле,conas
997,wie::FADV,епле,cén chaoi
998,wie::FADV,мӗнле,conas
999,wie::FADV,мӗнле,cén chaoi
1000,warum::FADV,ма,cén fáth
1001,warum::FADV,ма,cad chuige
1002,warum::FADV,мӗншӗн,cén fáth
1003,warum::FADV,мӗншӗн,cad chuige
1004,wieviel::FNUM,миҫе,cá mhéad
1005,eins::NUM,пӗр,aon
1006,eins::NUM,пӗрре,aon
1007,zwei::NUM,ик,dhá
1008,zwei::NUM,икӗ,dhá
1009,zwei::NUM,иккӗ,dhá
1010,drei::NUM,виҫ,trí
1011,drei::NUM,виҫӗ,trí
1012,drei::NUM,виҫҫӗ,trí
1013,vier::NUM,тӑват,ceathair
1014,fünf::NUM,пилӗк,cúig
1015,fünf::NUM,пиллӗк,cúig
1016,sechs::NUM,улт,sé
1017,sechs::NUM,ултӑ,sé
1018,sechs::NUM,улттӑ,sé
1019,sieben::NUM,ҫич,seacht
1020,sieben::NUM,ҫичӗ,seacht
1021,sieben::NUM,ҫиччӗ,seacht
1022,acht::NUM,сакӑр,ocht
1023,acht::NUM,саккӑр,ocht
1024,neun::NUM,тӑхӑр,naoi
1025,neun::NUM,тӑххӑр,naoi
1026,zehn::NUM,вунӑ,deich
1027,zehn::NUM,вуннӑ,deich
1028,elf::NUM,вун пӗр,aon déag
1029,zwölf::NUM,вун ик,dó dhéag
1030,zwölf::NUM,вун икӗ,dó dhéag
1031,zwölf::NUM,вун иккӗ,dó dhéag
1032,zwanzig::NUM,ҫирӗм,fiche
1033,dreißig::NUM,вӑтӑр,tríocha
1034,vierzig::NUM,хӗрӗх,daichead
1035,vierzig::NUM,хӗрӗх,ceathracha
1036,fünfzig::NUM,аллӑ,caoga
1037,sechzig::NUM,утмӑл,seasca
1038,siebzig::NUM,ҫитмӗл,seachtó
1039,achtzig::NUM,сакӑр вунӑ,ochtó
1040,achtzig::NUM,сакӑр вуннӑ,ochtó
1041,neunzig::NUM,тӑхӑр вун,nócha
1042,neunzig::NUM,тӑхӑр вунӑ,nócha
1043,neunzig::NUM,тӑхӑр вуннӑ,nócha
1044,hundert::NUM,ҫӗр,céad
1045,tausend::NUM,пин,míle
1046,und::CNJ,та,agus
1047,oder::CNJ,е,nó
1048,stehen::V,тӑр,seas
1049,sitzen::V,лар,suigh
1050,liegen::V,вырт,luigh
1051,hängen::V,усӑнса тӑр,tá crochta
1052,hängen::V,ҫакӑнса тӑр,tá crochta
1053,werden::V,пул,éirigh
1054,passieren::V,пул,tarlaigh
1055,beginnen::V,пуҫлан,tosaigh
1056,enden::V,пӗт,críochnaigh
1057,enden::V,вӗҫлен,críochnaigh
1058,wechseln::V,улшӑн,athraigh
1059,aufgehen[Sonne]::V,тух,éirigh
1060,untergehen[Sonne]::V,анса лар,fuin
1061,untergehen[Sonne]::V,анса лар,téigh faoi
1062,scheinen[Sonne]::V,пӑх,taitin
1063,scheinen[Sonne]::V,пӑх,soilsigh
1064,donnern::V,кӗмсӗртет,tá toirneach ann
1065,donnern::V,авӑт,tá toirneach ann
1066,wehen::V,варкӑш,séid
1067,strömen::V,тӑкӑн,sil
1068,fließen::V,юх,rith
1069,fließen::V,юх,snigh
1070,sich drehen::V,ҫаврӑн,cas
1071,sich drehen::V,ҫаврӑн,imrothlaigh
1072,schwanken::V,чӳхен,luasc
1073,schwingen::V,суллан,luasc
1074,fallen::V,кип,tit
1075,fallen::V,тӳр кип,tit
1076,fallen::V,татӑлса ан,tit
1077,brennen::V,ҫун,dóigh
1078,rauchen::V,мӑкӑрлан,plúch toite
1079,rauchen::V,тӗтӗм кӑлар,plúch toite
1080,regnen::V,ҫумӑр ҫӑвать,báistigh
1081,regnen::V,ҫумӑр ҫӑвать,tá ag cur báistí
1082,gefrieren::V,шӑн,sioc
1083,gefrieren::V,шӑн,reoigh
1084,tauen::V,ирӗл,leáigh
1085,tauen::V,ирӗл,coscair
1086,schmelzen::V,ирӗл,leáigh
1087,trocknen::V,тип,triomaigh
1088,sieden::V,вӗре,fiuch
1089,sieden::V,вӗре,beirigh
1090,faulen::V,ҫӗр,lobh
1091,faulen::V,ҫӗр,dreoigh
1092,verfaulen::V,ҫӗр,lobh
1093,verfaulen::V,ҫӗр,feoigh
1094,reißen::V,ҫурӑл,bris
1095,versinken::V,пут,téigh síos
1096,vergehen::V,ирт,téigh thart
1097,erscheinen::V,курӑн,tar
1098,erscheinen::V,курӑнса кай,tar
1099,verschwinden::V,ҫухал,imigh
1100,sinken::V,чак,tit
1101,sinken::V,чак,ísligh
1102,abnehmen::V,чак,maolaigh
1103,abnehmen::V,чак,laghdaigh
1104,zunehmen::V,пысӑклан,méadaigh
1105,steigen::V,ҫӗклен,éirigh
1106,wachsen::V,ӳс,fás
1107,glänzen::V,ҫиҫ,lonraigh
1108,funkeln::V,ялкӑш,drithligh
1109,funkeln::V,йӑлтӑртат,drithligh
1110,lärmen::V,шавла,tóg callán
1111,läuten::V,шӑнкӑравла,buail
1112,klingeln::V,шӑнкӑравла,buail
1113,klirren::V,калтлат,cling
1114,klirren::V,шӑнкӑлтат,cling
1115,brausen::V,ахӑр,búir
1116,rauschen::V,вашӑлтат,tá ag siosarnach
1117,rauschen::V,чашӑлтат,tá ag siosarnach
1118,klingen::V,янӑра,tá glór ag
1119,bellen::V,вӗр,amhastraigh
1120,heulen::V,ула,glam
1121,blasen::V,вӗр,séid
1122,pfeifen::V,шӑхӑр,lig fead
1123,schreien::V,кӑшкӑр,béic
1124,schreien::V,кӑшкӑр,glaoigh
1125,stöhnen::V,йынӑш,lig cnead
1126,zittern::V,чӗтре,crith
1127,zittern::V,чӗтре,creathnaigh
1128,leben::V,пурӑн,mair
1129,geboren werden::V,ҫурал,rugadh
1130,atmen::V,сывла,análaigh
1131,trinken::V,ӗҫ,ól
1132,essen::V,ҫи,ith
1133,schlucken::V,ҫӑт,slog
1134,müde werden::V,ӗшен,tuirsigh
1135,einschlafen::V,ыйха пут,tit ina chodladh
1136,einschlafen::V,ҫывӑрса кай,tit ina chodladh
1137,schlafen::V,ҫывӑр,codail
1138,aufwachen::V,вӑран,múscail
1139,aufstehen::V,тӑр,éirigh
1140,sich erholen::V,кан,lig scíth
1141,krank werden::V,чирле,éirigh tinn
1142,krank sein::V,чирле,tá tinn
1143,schmerzen::V,сур,tá pian i
1144,schmerzen::V,ырат,tá pian i
1145,husten::V,ӳсӗр,déan casacht
1146,genesen::V,сывал,téarnaigh
1147,genesen::V,тӳрлен,téarnaigh
1148,sterben::V,вил,éag
1149,sterben::V,вил,faigh bás
1150,umkommen::V,вил,caill
1151,sich bewegen::V,куҫ,bog
1152,sich bewegen::V,куҫ,gluais
1153,sich rühren::V,хускал,corraigh
1154,sich erheben::V,тӑр,seas suas
1155,sich setzen::V,лар,suigh
1156,hinfallen::V,ӳк,tit
1157,laufen::V,ут,siúil
1158,schreiten::V,ут,siúil
1159,spazierengehen::V,уҫӑлса ҫӳре,téigh ag spaisteoireacht
1160,spazierengehen::V,уткаласа ҫӳре,téigh ag spaisteoireacht
1161,eilen::V,васка,deifrigh
1162,eilen::V,васка,brostaigh
1163,eilen::V,хыпалан,deifrigh
1164,eilen::V,хыпалан,brostaigh
1165,sich beeilen::V,васка,deifrigh
1166,sich beeilen::V,васка,déan deifir
1167,sich beeilen::V,хыпалан,deifrigh
1168,sich beeilen::V,хыпалан,déan deifir
1169,sausen::V,ыткӑн,luathaigh
1170,sausen::V,вӗҫтер,luathaigh
1171,rennen::V,чуп,rith
1172,springen::V,сик,léim
1173,klettern::V,улӑх,dreap
1174,schaukeln::V,йӳрӗн,téigh ar an maide corrach
1175,kriechen::V,шу,snámh
1176,kriechen::V,упален,snámh
1177,schwimmen::V,иш,snámh
1178,tauchen::V,чӑм,tum
1179,rudern::V,авӑс,iomair
1180,rudern::V,авӑс,rámhaigh
1181,fahren::V,пыр,tiomáin
1182,fliegen::V,вӗҫ,eitil
1183,gehen::V,кай,téigh
1184,weggehen::V,кай,imigh
1185,abfahren::V,тапран,imigh
1186,anhalten::V,чарӑн,stad
1187,hineingehen::V,кӗр,téigh isteach
1188,eintreten::V,кӗр,téigh isteach
1189,kommen::V,кил,tar
1190,ankommen::V,ҫит,tar
1191,zurückkommen::V,таврӑн,fill
1192,zurückkommen::V,каялла кил,fill
1193,bleiben::V,юл,fan
1194,warten::V,кӗт,fan
1195,erwarten::V,кӗт,tá ag súil le
1196,erwarten::V,кӗт,tá ag dréim le
1197,suchen::V,шыра,lorg
1198,finden::V,туп,faigh
1199,finden::V,туп,aimsigh
1200,versuchen::V,пикен,triail
1201,vorbereiten::V,хатӗрле,réitigh
1202,lieben::V,юрат,gráigh
1203,mögen::V,кӑмӑлла,taitin le
1204,mögen::V,кӑмӑлла,is maith le
1205,mögen::V,килӗштер,taitin le
1206,mögen::V,килӗштер,is maith le
1207,lachen::V,кул,gáir
1208,lachen::V,ахӑлтат,gáir
1209,rühren::V,ҫулӑх,téigh i bhfeidhm ar
1210,weinen::V,йӗр,goil
1211,weinen::V,йӗр,caoin
1212,weinen::V,макӑр,goil
1213,weinen::V,макӑр,caoin
1214,schimpfen::V,вӑрҫ,tá ag clamhsán
1215,schimpfen::V,ятлаҫ,tá ag clamhsán
1216,sich ärgern::V,ҫиллен,tá corraithe
1217,sich fürchten::V,шиклен,tá eagla ar
1218,fürchten::V,хӑра,tá eagla ar
1219,fliehen::V,тар,teith
1220,flüchten::V,чупса тар,éalaigh
1221,sehen::V,кур,feic
1222,anschauen::V,пӑхса ил,dearc
1223,anschauen::V,пӑхса ил,féach ar
1224,ansehen::V,пӑх,breathnaigh
1225,hören::V,илт,cluin
1226,zuhören::V,итле,éist
1227,zuhören::V,тӑнла,éist
1228,probieren::V,астив,bliais
1229,riechen::V,шӑршла,bolaigh
1230,fühlen::V,туй,braith
1231,fühlen::V,туй,mothaigh
1232,fühlen::V,сис,braith
1233,fühlen::V,сис,mothaigh
1234,scheinen::V,туйӑн,tá an chuma ar
1235,zu sehen sein::V,курӑн,tá le feiceáil
1236,vernehmen::V,пӑл,clois
1237,frieren::V,йӳтен,tá fuar
1238,tun::V,ту,déan
1239,können::V,пултар,féad
1240,können::V,пултар,is féidir le
1241,wollen::V,те,tá ag iarraidh
1242,anfangen::V,пуҫла,tosaigh
1243,anfangen::V,пуҫла,cuir tús le
1244,beenden::V,пӗтер,críochnaigh
1245,beenden::V,пӗтер,cuir deireadh le
1246,aufhören::V,пӑрах,stad
1247,gelingen::V,ӑн,éirigh le
1248,geraten::V,пул,tá deireadh ar
1249,öffnen::V,уҫ,oscail
1250,schließen::V,хуп,dún
1251,schließen::V,хуп,iaigh
1252,stellen::V,ларт,cuir
1253,stellen::V,тӑрат,cuir
1254,setzen::V,ларт,cuir
1255,setzen::V,ларт,socraigh
1256,legen::V,хур,cuir
1257,berühren::V,перӗн,teagmhaigh le
1258,verbinden::V,сып,ceangail
1259,bedecken::V,вит,clúdaigh
1260,bedecken::V,вит,cumhdaigh
1261,aufhängen::V,ҫак,croch
1262,anzünden::V,ҫут,las
1263,anzünden::V,ҫут,adhain
1264,aufheben::V,ҫӗкле,tóg
1265,aufheben::V,ҫӗкле,ardaigh
1266,zurücklassen::V,манса хӑвар,fág
1267,verlieren::V,ҫӗтер,caill
1268,fallen lassen::V,ӳкер,lig uait
1269,fallen lassen::V,ӳкер,caith uait
1270,machen::V,ту,déan
1271,machen::V,ту,réitigh
1272,herstellen::V,ӑстала,táirg
1273,bauen::V,ту,tóg
1274,reparieren::V,юса,deisigh
1275,verbessern::V,лайӑхлат,feabhsaigh
1276,ändern::V,улӑштар,athraigh
1277,graben::V,чав,tochail
1278,graben::V,чакала,tochail
1279,beugen::V,кукӑрт,crom
1280,biegen::V,ав,lúb
1281,biegen::V,кукӑрт,lúb
1282,drehen::V,ҫавӑр,cas
1283,wenden::V,ӳпӗнтер,tiontaigh
1284,umdrehen::V,ҫавӑр,iompaigh
1285,umdrehen::V,ҫавӑр,tiontaigh
1286,heben::V,хӑпарт,ardaigh
1287,hochheben::V,йӑт,tóg
1288,ergreifen::V,тыт,beir ar
1289,halten::V,тыт,coimeád
1290,halten::V,тыт,coinnigh
1291,drücken::V,пус,brúigh
1292,schieben::V,тӗк,brúigh
1293,schieben::V,тӗрт,brúigh
1294,kratzen::V,хыр,scríob
1295,lecken::V,ҫула,ligh
1296,lecken::V,ҫула,leadhb
1297,beißen::V,ҫырт,bain greim as
1298,beißen::V,хып,bain greim as
1299,abreißen::V,тат,stróic
1300,abreißen::V,тат,tarraing
1301,abschneiden::V,кас,scoith
1302,binden::V,ҫых,ceangail
1303,stecken::V,чик,sáigh
1304,brechen::V,хуҫ,bris
1305,klopfen::V,такка,cnag
1306,hauen::V,шакка,buail
1307,kleben::V,ҫыпӑҫтар,gliúáil
1308,reiben::V,сӑтӑр,cuimil
1309,streichen::V,сӗр,leath
1310,schleifen::V,хӑйра,líomh
1311,schneiden::V,кас,gearr
1312,rütteln::V,лӑка,croith
1313,rütteln::V,силлентер,croith
1314,schütteln::V,лӑка,croith
1315,schütteln::V,силлентер,croith
1316,schwenken::V,сулла,luasc
1317,schütten::V,тултар,doirt
1318,füllen::V,тултар,líon
1319,einwickeln::V,чӗрке,cuach
1320,einwickeln::V,чӗрке,clúdaigh
1321,tragen::V,ҫӗкле,iompair
1322,schleppen::V,сӗтӗр,tarraing
1323,ziehen::V,тӑс,tarraing
1324,aufbewahren::V,усра,coinnigh
1325,werfen::V,пӑрах,caith
1326,fangen::V,тыт,ceap
1327,packen::V,тыт,beir ar
1328,verstecken::V,пытарса хур,folaigh
1329,verstecken::V,пытарса хур,cuir i bhfolach
1330,teilen::V,уйӑр,roinn
1331,teilen::V,пайла,roinn
1332,schicken::V,яр,seol
1333,bringen::V,кӳр,beir
1334,bringen::V,кӳр,tabhair
1335,hinzufügen::V,хуш,cuir le
1336,bekommen::V,ил,faigh
1337,bekommen::V,туян,faigh
1338,erhalten::V,ил,faigh
1339,erhalten::V,туян,faigh
1340,nehmen::V,ил,tóg
1341,nehmen::V,ил,glac
1342,wählen::V,суйла,pioc
1343,wählen::V,суйла,roghnaigh
1344,auswählen::V,суйла,roghnaigh
1345,bewahren::V,упра,caomhnaigh
1346,behindern::V,кансӗрле,cuir bac ar
1347,behindern::V,чӑрмантар,cuir bac ar
1348,verderben::V,пӑс,mill
1349,beschädigen::V,пӑс,loit
1350,beschädigen::V,пӑс,déan damáiste do
1351,zerbrechen::V,ват,bris
1352,zerbrechen::V,ҫӗмӗр,bris
1353,zerreißen::V,ҫур,stiall
1354,zerstören::V,иш,mill
1355,zerstören::V,иш,scrios
1356,verbrennen::V,ҫунтар,las
1357,verbrennen::V,ҫунтар,dóigh
1358,geben::V,пар,tabhair
1359,reichen::V,пар,sín
1360,reichen::V,пар,cuir
1361,schenken::V,парнеле,bronn
1362,schenken::V,парнеле,tabhair
1363,versprechen::V,тума пул,geall
1364,versprechen::V,сӑмах пар,geall
1365,wünschen::V,сун,guigh
1366,loben::V,ырла,mol
1367,küssen::V,чуп ту,póg
1368,wiegen::V,сиктер,bog
1369,wiegen::V,сиктер,luasc
1370,wiegen::V,силле,bog
1371,wiegen::V,силле,luasc
1372,zudecken::V,вит,clúdaigh
1373,wecken::V,вӑрат,dúisigh
1374,zeigen::V,кӑтарт,taispeáin
1375,führen::V,илсе пыр,treoraigh
1376,führen::V,ҫавӑтса пыр,treoraigh
1377,lehren::V,вёрент,múin
1378,lehren::V,вёрент,teagasc
1379,unterrichten::V,вёрент,múin
1380,unterrichten::V,вёрент,teagasc
1381,aufziehen::V,вӗрент,tóg
1382,leiten::V,тытса пыр,tá i gceannas ar
1383,antreiben::V,васкат,gríosaigh
1384,lassen::V,пусахла,cuir ag
1385,lassen::V,хуш,cuir ag
1386,einladen::V,чӗн,cuir cuireadh ar
1387,vereinigen::V,пӗрлештер,aontaigh
1388,besuchen::V,ҫит,tabhair cuairt ar
1389,besuchen::V,кӗрсе кур,tabhair cuairt ar
1390,treffen::V,тӗл пул,cas ar
1391,treffen::V,тӗл пул,buail le
1392,sich versammeln::V,пуҫтарӑн,bailigh
1393,sich versammeln::V,пуҫтарӑн,cruinnigh
1394,spielen::V,выля,imir
1395,spielen::V,выля,tá ag spraoi
1396,singen::V,юрла,can
1397,tanzen::V,ташла,rinc
1398,tanzen::V,ташла,damhsaigh
1399,sich trennen::V,уйрӑл,scar
1400,verlassen::V,хӑвар,fág
1401,retten::V,ҫӑл,tarrtháil
1402,bewachen::V,хуралла,cosain
1403,bewachen::V,хуралла,gardáil
1404,schützen::V,сыхла,cosain
1405,verteidigen::V,хӳтӗле,cosain
1406,sich schlagen::V,ҫапӑҫ,tá ag bruíon
1407,schießen::V,пер,caith
1408,schießen::V,пер,scaoil
1409,siegen::V,ҫӗн,bain
1410,siegen::V,ҫӗн,buaigh
1411,siegen::V,ҫӗнтер,bain
1412,siegen::V,ҫӗнтер,buaigh
1413,ärgern::V,тарӑхтар,cuir isteach ar
1414,ärgern::V,ҫиллентер,cuir isteach ar
1415,schlagen::V,ҫап,buail
1416,treten::V,тап,ciceáil
1417,stechen::V,чик,sáigh
1418,stoßen::V,чыш,brúigh
1419,stoßen::V,чыш,soncáil
1420,stehlen::V,вӑрла,goid
