,Concept_ID,tr,fa
87,Staub::N,toz,گرد
88,Staub::N,toz,غبار
89,Rauch::N,duman,دود
90,Funke::N,kıvılcım,جرقه
91,Feuer::N,ateş,آتش
92,Licht::N,ışık,نور
93,Licht::N,ışık,روشنی
94,Schatten::N,gölge,سایه
95,Wetter::N,hava,هوا
96,Nebel::N,pus,مه
97,Wolke::N,bulut,ابر
98,Regen::N,yağmur,باران
99,Schnee::N,kar,برف
100,Eis::N,buz,یخ
101,Frost::N,don,یخبندان
102,Kälte::N,soğukluk,سرما
103,Hitze::N,sıcaklık,گرما
104,Hitze::N,sıcaklık,حرارت
105,Raureif::N,kırç,برف ریزه
106,Regenbogen::N,gökkuşağı,رنگین‌کمان
107,Donner::N,gök gürlemesi,رعد
108,Strömung::N,akıntı,جریان
109,Strömung::N,cereyan,جریان
110,Tropfen::N,damla,قطره
111,Schaum::N,köpük,کف
112,Schmutz::N,çamur,گل
113,Schmutz::N,çamur,کثافت
114,Schmutz::N,pislik,گل
115,Schmutz::N,pislik,کثافت
116,See::N,göl,دریاچه
117,Sumpf::N,batak,مرداب
118,Sumpf::N,batak,باتلاق
119,Moor::N,cılgıt,باتلاق
120,Wiese::N,çimen,چمن
121,Wald::N,koru,جنگل
122,Wald::N,orman,جنگل
123,Hügel::N,tepe,تل
124,Hügel::N,tepe,تپه
125,Anhöhe::N,tümsek,بلندی
126,Anhöhe::N,yükseklik,بلندی
127,Berg::N,dağ,کوه
128,Gipfel::N,zirve,قله
129,Höhle::N,in,غار
130,Höhle::N,mağara,غار
131,Abhang::N,bayır,سرازیری
132,Quelle::N,pınar,چشمه
133,Quelle::N,kaynak,چشمه
134,Bach::N,çay,نهر
135,Bach::N,dere,نهر
136,Fluss::N,nehir,رود
137,Ufer::N,kıyı,ساحل
138,Ufer::N,kıyı,کرانه
139,Ufer::N,sahil,ساحل
140,Ufer::N,sahil,کرانه
141,Küste::N,kıyı,ساحل
142,Küste::N,sahil,ساحل
143,Festland::N,kara,خشکی
144,Meer::N,deniz,دریا
145,Bucht::N,koy,خلیج
146,Bucht::N,körfez,خلیج
147,Insel::N,ada,جزیره
148,Blume::N,çiçek,گل
149,Gras::N,ot,علف
150,Gras::N,çim,علف
151,Wurzel::N,kök,ریشه
152,Baum::N,ağaç,درخت
153,Stamm::N,gövde,تنه
154,Rinde::N,kabuk,توژ
155,Rinde::N,kabuk,پوست
156,Ast::N,dal,شاخه
157,Ast::N,budak,شاخه
158,Zweig::N,dal,شاخه
159,Blatt::N,yaprak,برگ
160,Birke::N,huş,غان
161,Kiefer[Baum]::N,çam,کاج
162,Weide[Baum]::N,söğüt,بید
163,Tanne::N,çam,صنوبر
164,Tanne::N,köknar,صنوبر
165,Horn::N,boynuz,شاخ
166,Feder::N,tüy,پر
167,Fell::N,post,خز
168,Flügel::N,kanat,پر
169,Flügel::N,kanat,بال
170,Klaue::N,pençe,چنگ
171,Klaue::N,pençe,پنجه
172,Kralle::N,tırnak,پنجه
173,Schwanz::N,kuyruk,دم
174,Ei::N,yumurta,تخم
175,Nest::N,yuva,لانه
176,Bau::N,in,بنا
177,Bau::N,in,ساختمان
178,Tier::N,hayvan,هیوان
179,Herde::N,sürü,رمه
180,Kuh::N,inek,گاو
181,Bulle::N,boğa,گاو نر
182,Pferd::N,at,اسب
183,Pferd::N,beygir,اسب
184,Schaf::N,koyun,گوسفند
185,Schwein::N,domuz,خوک
186,Hund::N,it,سگ
187,Hund::N,köpek,سگ
188,Katze::N,kedi,گربه
189,Bär::N,ayı,خرس
190,Eichhörnchen::N,sincap,سنجاب
191,Elch::N,büyük kuzey geyiği,گوزن شمالی
192,Fuchs::N,tilki,روباه
193,Hase::N,tavşan,خرگوش
194,Maus::N,fare,موش
195,Maus::N,sıçan,موش
196,Wolf::N,kurt,گرگ
197,Vogel::N,kuş,پرنده
198,Schwarm::N,sürü,دسته
199,Huhn::N,tavuk,مرغ
200,Hahn::N,horoz,خروس
201,Gans::N,kaz,غاز
202,Adler::N,kartal,عقاب
203,Adler::N,karakuş,عقاب
204,Ente::N,ördek,اردک
205,Ente::N,ördek,مرغابی
206,Eule::N,baykuş,جغد
207,Kranich::N,turna,درنا
208,Krähe::N,karga,زاغ
209,Krähe::N,karga,کلاغ
210,Kuckuck::N,guguk,فاخته
211,Schwan::N,kuğu,قو
212,Fisch::N,balık,ماهی
213,Barsch::N,hani,ماهی خاردار
214,Barsch::N,levrek,ماهی خاردار
215,Hecht::N,turnabalığı,اردک ماهی
216,Schlange[Tier]::N,yılan,مار
217,Wurm::N,kurt,کرم
218,Wurm::N,solucan,کرم
219,Spinne::N,örümcek,عنکبوت
220,Ameise::N,karınca,مورچه
221,Laus::N,bit,شپش
222,Mücke::N,sivrisinek,پشه
223,Fliege::N,sinek,مگس
224,Schmetterling::N,kelebek,پروانه
225,Beere::N,tane,گیله
226,Apfel::N,elma,سیب
227,Pilz::N,mantar,قارچ
228,Zwiebel::N,soğan,پیاز
229,Saat::N,ekin,بذر
230,Korn::N,tane,تخم
231,Korn::N,tane,دانه
232,Heu::N,kuru ot,علف خشک
233,Schale::N,kabuk,پوست
234,Grube::N,çukur,گودال
235,Falle::N,tuzak,دام
236,Schlinge::N,ilmik,حلقه
237,Spur::N,iz,رد
238,Asche::N,kül,خاکستر
239,Dreck::N,pislik,کثافت
240,Eisen::N,demir,آهن
241,Gold::N,altın,زر
242,Gold::N,altın,طلا
243,Silber::N,gümüş,نقره
244,Kohle::N,kömür,زغال
245,Glas::N,cam,شیشه
246,Lehm::N,balçık,گل
247,Sand::N,kum,شن
248,Sand::N,kum,ماسه
249,Mensch::N,insan,آدم
250,Mensch::N,insan,انسان
251,Mann::N,adam,مرد
252,Mann::N,erkek,مرد
253,Frau::N,bayan,زن
254,Kind::N,çocuk,بچه
255,Kind::N,çocuk,کودک
256,Junge::N,erkek çocuk,پسر
257,Mädchen::N,kız,دختر
258,Familie::N,aile,فامیل
259,Familie::N,aile,خانواده
260,Großvater::N,dede,پدربزرگ
261,Großvater::N,büyükbaba,پدربزرگ
262,Großmutter::N,nine,مادر‌بزرگ
263,Großmutter::N,büyükanne,مادر‌بزرگ
264,Eltern::N,ebeveyn,والدین
265,Eltern::N,ebeveyn,پدر‌و‌مادر
266,Eltern::N,ana baba,والدین
267,Eltern::N,ana baba,پدر‌و‌مادر
268,Vater::N,ata,پدر
269,Vater::N,baba,پدر
270,Mutter::N,ana,مادر
271,Mutter::N,anne,مادر
272,Sohn::N,oğul,پسر
273,Tochter::N,kız,دختر
274,Tochter::N,kız evlât,دختر
275,Bruder::N,abi,برادر
276,Bruder::N,erkek kardeş,برادر
277,Schwester::N,abla,خواهر
278,Schwester::N,kız kardeş,خواهر
279,Onkel::N,dayı,عمو
280,Onkel::N,dayı,دایی
281,Tante::N,hala,عمه
282,Tante::N,hala,خاله
283,Tante::N,teyze,عمه
284,Tante::N,teyze,خاله
285,Ehemann::N,koca,همسر
286,Ehefrau::N,karı,همسر
287,Freude::N,neşe,شادی
288,Freude::N,sevinç,شادی
289,Gelächter::N,gülme,خنده
290,Gelächter::N,gülme,قاه‌قاه
291,Gelächter::N,kahkaha,خنده
292,Gelächter::N,kahkaha,قاه‌قاه
293,Glück::N,mutluluk,اقبال
294,Kummer::N,dert,غم
295,Kummer::N,dert,غصه
296,Kummer::N,keder,غم
297,Kummer::N,keder,غصه
298,Wunsch::N,arzu,آرزو
299,Wunsch::N,istek,آرزو
300,Lust::N,arzu,هوس
301,Lust::N,heves,هوس
302,Geist::N,tin,روح
303,Gedanke::N,fikir,فکر
304,Gedanke::N,düşünce,فکر
305,Gedächtnis::N,bellek,حافظه
306,Verstand::N,zekâ,هوش
307,Sinn::N,anlam,معنا
308,Sinn::N,anlam,مفهوم
309,Grund::N,sebep,سبب
310,Grund::N,sebep,دلیل
311,Wahrheit::N,doğruluk,حقیقت
312,Wahrheit::N,gerçeklik,حقیقت
313,Gespräch::N,görüşme,صحبت
314,Gespräch::N,görüşme,گفتگو
315,Märchen::N,masal,قصه
316,Märchen::N,masal,افسانه
317,Erzählung::N,öykü,داستان
318,Erzählung::N,hikâye,داستان
319,Nachricht::N,haber,خبر
320,Neuigkeit::N,haber,خبر تازه
321,Name::N,ad,اسم
322,Name::N,isim,اسم
323,Rätsel::N,bilmece,معما
324,Rede::N,söylev,سخن
325,Rede::N,konuşma,سخن
326,Sprache::N,dil,زبان
327,Sprache::N,lisan,زبان
328,Stimme::N,ses,صدا
329,Wort::N,kelime,کلمه
330,Zeichen::N,işaret,نشان
331,Zeichen::N,işaret,علامت
332,Ruf::N,çağırma,صدا
333,Lärm::N,şamata,هیاهو
334,Lärm::N,gürültü,هیاهو
335,Laut::N,ses,صدا
336,Ton::N,ses,آهنگ
337,Lied::N,türkü,آواز
338,Lied::N,türkü,ترانه
339,Ruhe::N,sakinlik,آرامش
340,Leute::N,halk,مردم
341,Leute::N,insanlar,مردم
342,Volk::N,ulus,خلق
343,Volk::N,millet,خلق
344,Arbeit::N,iş,کار
345,Arbeit::N,çalışma,کار
346,Gast::N,konuk,مهمان
347,Gast::N,misafir,مهمان
348,Geschenk::N,hediye,هدیه
349,Geschenk::N,armağan,هدیه
350,Spiel::N,oyun,بازی
351,Gesellschaft::N,çevre,جمعیت
352,Gesellschaft::N,arkadaşlık,جمعیت
353,Hilfe::N,yardım,کمک
354,Freund::N,dost,دوست
355,Freund::N,arkadaş,دوست
356,Kamerad::N,arkadaş,رفیق
357,Angelegenheit::N,iş,امر
358,Angelegenheit::N,iş,قضیه
359,Angelegenheit::N,husus,امر
360,Angelegenheit::N,husus,قضیه
361,Anzahl::N,sayı,عده
362,Anzahl::N,sayı,شمار
363,Art::N,çeşit,نوع
364,Stück::N,tane,تکه
365,Stück::N,tane,قطعه
366,Stück::N,parça,تکه
367,Stück::N,parça,قطعه
368,Teil::N,kısım,بخش
369,Teil::N,kısım,قسمت
370,Hälfte::N,yarı,نیم
371,Kreis::N,daire,حلقه
372,Kreis::N,daire,دایره
373,Kreuz::N,haç,صلیب
374,Linie::N,hat,خط
375,Linie::N,hat,سطر
376,Linie::N,çizgi,خط
377,Linie::N,çizgi,سطر
378,Strich::N,çizgi,خط
379,Abstand::N,aralık,فاصله
380,Entfernung::N,mesafe,مسافت
381,Entfernung::N,uzaklık,مسافت
382,Gegend::N,yöre,منطقه
383,Platz::N,yer,گنجایش
384,Ort::N,yer,جا
385,Ort::N,yer,محل
386,Ort::N,yer,مکان
387,Seite::N,yan,طرف
388,Seite::N,taraf,طرف
389,Mitte::N,orta,وسط
390,Mitte::N,orta,میان
391,Mitte::N,merkez,وسط
392,Mitte::N,merkez,میان
393,Gegenstand::N,şey,چیز
394,Sache::N,iş,چیز
395,Sache::N,şey,چیز
396,Rand::N,kenar,کنار
397,Rand::N,kenar,حاشیه
398,Kante::N,kenar,لبه
399,Ecke::N,köşe,گوشه
400,Spitze::N,uç,سر
401,Spitze::N,uç,نوک
402,Spitze::N,baş,سر
403,Spitze::N,baş,نوک
404,Ende::N,uç,ته
405,Ende::N,uç,آخر
406,Loch::N,oyuk,سوراخ
407,Loch::N,delik,سوراخ
408,Winkel::N,köşe,کنج
409,Muster::N,örnek,نقش
410,Größe::N,büyüklük,قد
411,Größe::N,büyüklük,بزرگی
412,Länge::N,uzunluk,طول
413,Höhe::N,yükseklik,بلندی
414,Gewicht::N,ağırlık,وزن
415,Menge::N,miktar,مقدار
416,Menge::N,miktar,اندازه
417,Haufen::N,küme,توده
418,Haufen::N,yığın,توده
419,Reihe::N,sıra,ردیف
420,Boot::N,kayık,قایق
421,Boot::N,sandal,قایق
422,Ruder::N,kürek,پارو
423,Schlitten::N,kızak,سورتمه
424,Ski::N,kayak,اسکی
425,Lagerfeuer::N,kamp ateşi,آتش
426,Last::N,yük,بار
427,Last::N,yük,سنگینی
428,Gang::N,gidiş,راه رفتن
429,Gang::N,yürüyüş,راه رفتن
430,Schritt::N,adım,قدم
431,Norden::N,kuzey,شمال
432,Süden::N,güney,جنوب
433,Westen::N,batı,غرب
434,Osten::N,doğu,شرق
435,Holz::N,ağaç,چوب
436,Holz::N,tahta,چوب
437,Brett::N,tahta,تخته
438,Platte::N,levha,صفحه
439,Stütze::N,dayak,تکیه
440,Stütze::N,destek,تکیه
441,Stange::N,çubuk,میله
442,Stock::N,sopa,چوب
443,Stock::N,değnek,چوب
444,Stab::N,sırık,عصا
445,Stab::N,baston,عصا
446,Rohr::N,boru,لوله
447,Haus::N,ev,منزل
448,Heim::N,ev,خانه
449,Heim::N,ev,کاشانه
450,Heim::N,yurt,خانه
451,Heim::N,yurt,کاشانه
452,Ofen::N,soba,بخاری
453,Fußboden::N,taban,کف اتاق
454,Fußboden::N,döşeme,کف اتاق
455,Tisch::N,masa,میز
456,Stuhl::N,iskemle,صندلی
457,Stuhl::N,sandalye,صندلی
458,Wiege::N,beşik,گهواره
459,Bett::N,yatak,تختخواب
460,Regal::N,raf,قفسه
461,Kiste::N,sandık,صندوق
462,Fenster::N,pencere,پنجره
463,Tür::N,kapı,در
464,Tür::N,kapı,درب
465,Tor::N,kapı,دروازه
466,Zaun::N,çit,حصار
467,Dach::N,dam,بام
468,Dach::N,çatı,بام
469,Leiter::N,merdiven,نردبان
470,Besen::N,süpürge,جارو
471,Spaten::N,bel,بیل
472,Schaufel::N,kürek,بیل
473,Schaufel::N,kürek,پارو
474,Gabel::N,çatal,چنگال
475,Löffel::N,kaşık,قاشق
476,Messer::N,bıçak,کارد
477,Nagel::N,çivi,میخ
478,Netz::N,ağ,تور
479,Netz::N,ağ,شبکه
480,Haken::N,çengel,قلاب
481,Griff::N,kulp,دسته
482,Griff::N,tutamak,دسته
483,Schloss::N,kilit,قفل
484,Bild::N,imaj,عکس
485,Bild::N,imaj,تصویر
486,Bild::N,resim,عکس
487,Bild::N,resim,تصویر
488,Figur::N,şekil,تندیس
489,Figur::N,heykel,تندیس
490,Puppe::N,kukla,عروسک
491,Beutel::N,kese,کیسه
492,Beutel::N,torba,کیسه
493,Bündel::N,deste,بسته
494,Tasche::N,çanta,کیف
495,Eimer::N,kova,سطل
496,Deckel::N,kapak,در
497,Geschirr::N,kap kacak,ظرف
498,Sack::N,torba,گونی
499,Tasse::N,fincan,فنجان
500,Topf::N,tencere,دیگ
501,Topf::N,tencere,قابلمه
502,Kessel::N,kazan,دیگ
503,Essen::N,yemek,خوراک
504,Nahrung::N,gıda,غذا
505,Nahrung::N,besin,غذا
506,Speise::N,yemek,خوراک
507,Fleisch::N,et,گوشت
508,Getreide::N,tahıl,غله
509,Getreide::N,hububat,غله
510,Brei::N,ezme,فرنی
511,Brei::N,ezme,حریره
512,Brot::N,ekmek,نان
513,Scheibe::N,dilim,قاچ
514,Scheibe::N,dilim,لزگه
515,Fett::N,yağ,چربی
516,Butter::N,tereyağı,کره
517,Öl::N,yağ,روغن
518,Öl::N,akar yağ,روغن
519,Salz::N,tuz,نمک
520,Suppe::N,çorba,آش
521,Suppe::N,çorba,سوپ
522,Honig::N,bal,عسل
523,Milch::N,süt,شیر
524,Tee::N,çay,چای
525,Leder::N,deri,چرم
526,Leder::N,meşin,چرم
527,Wolle::N,yün,پشم
528,Stoff::N,kumaş,پارچه
529,Nadel::N,iğne,سوزن
530,Faden::N,tire,نخ
531,Faden::N,iplik,نخ
532,Knopf::N,düğme,دکمه
533,Knoten::N,düğüm,گره
534,Farbe::N,boya,رنگ
535,Kleidung::N,giyim,لباس
536,Kleidung::N,giyim,پوشاک
537,Hemd::N,gömlek,پیراهن
538,Kragen::N,yaka,یقه
539,Ärmel::N,yen,آستین
540,Ärmel::N,elbise kolu,آستین
541,Hose::N,pantolon,شلوار
542,Gürtel::N,kuşak,کمر‌بند
543,Mütze::N,bere,کلاه
544,Mütze::N,kasket,کلاه
545,Schuh::N,kundura,کفش
546,Schuh::N,ayakkabı,کفش
547,Stiefel::N,çizme,چکمه
548,Ring::N,yüzük,حلقه
549,Ring::N,yüzük,انگشتر
550,Band::N,bağ,نوار
551,Band::N,bağ,روبان
552,Band::N,şerit,نوار
553,Band::N,şerit,روبان
554,Kamm::N,tarak,شانه
555,Spiegel::N,ayna,آینه
556,Riemen::N,kayış,تسمه
557,Schnur::N,ip,ریسمان
558,Schnur::N,sicim,ریسمان
559,Leine::N,kayış,قلاده
560,Decke::N,örtü,پتو
561,Decke::N,yorgan,پتو
562,Kissen::N,yastık,بالش
563,Tuch::N,bez,شال
564,Handtuch::N,havlu,حوله
565,Kraft::N,güç,نیرو
566,Kraft::N,kuvvet,نیرو
567,Stärke::N,kuvvet,زور
568,Gesundheit::N,sağlık,سلامتی
569,Gesundheit::N,sağlık,تندرستی
570,Krankheit::N,hastalık,بیماری
571,Schmerz::N,ağrı,درد
572,Schmerz::N,sancı,درد
573,Wunde::N,yara,زخم
574,Fieber::N,ateş,تب
575,Arznei::N,ilâç,دارو
576,Brücke::N,köprü,پل
577,Brunnen::N,kuyu,چاه
578,Brunnen::N,çeşme,چاه
579,Weide::N,otlak,چراگاه
580,Pfad::N,patika,راه
581,Pfad::N,keçiyolu,راه
582,Weg::N,yol,راه
583,Weg::N,yol,طریق
584,Straße::N,yol,راه
585,Straße::N,yol,جاده
586,Straße::N,cadde,راه
587,Straße::N,cadde,جاده
588,Dorf::N,köy,ده
589,Dorf::N,köy,روستا
590,Stadt::N,kent,شهر
591,Stadt::N,şehir,شهر
592,Brief::N,mektup,نامه
593,Buch::N,kitap,کتاب
594,Buchstabe::N,harf,حرف
595,Zeitung::N,gazete,روزنامه
596,Leben::N,hayat,عمر
597,Leben::N,hayat,زندگی
598,Tod::N,ölüm,مرگ
599,Grab::N,kabir,گور
600,Grab::N,kabir,مزار
601,Kirche::N,kilise,کلیسا
602,Sünde::N,günah,بزه
603,Sünde::N,günah,گناه
604,Gott::N,tanrı,خدا
605,Arbeiter::N,işçi,کارگر
606,Chef::N,şef,رئیس
607,Chef::N,müdür,رئیس
608,Meister::N,usta,استاد
609,Arzt::N,hekim,پزشک
610,Arzt::N,doktor,پزشک
611,Lehrer::N,hoca,معلم
612,Lehrer::N,hoca,آموزگار
613,Lehrer::N,öğretmen,معلم
614,Lehrer::N,öğretmen,آموزگار
615,Geld::N,para,پول
616,Geschäft::N,ticaret,کار
617,Geschäft::N,ticaret,بیزنس
618,Laden::N,dükkân,دکان
619,Laden::N,dükkân,مغازه
620,Preis::N,fiyat,بها
621,Preis::N,fiyat,قیمت
622,Ware::N,mal,جنس
623,Ware::N,mal,کالا
624,Nutzen::N,fayda,مزیت
625,Nutzen::N,fayda,امتیاز
626,Reichtum::N,servet,مال
627,Reichtum::N,servet,ثروت
628,Reichtum::N,zenginlik,مال
629,Reichtum::N,zenginlik,ثروت
630,Welt::N,dünya,دنیا
631,Land::N,ülke,کشور
632,Land::N,ülke,مملکت
633,Staat::N,devlet,دولت
634,König::N,kral,شاه
635,König::N,kral,پادشاه
636,Macht::N,kudret,قدرت
637,Macht::N,kudret,اختیار
638,Macht::N,iktidar,قدرت
639,Macht::N,iktidar,اختیار
640,Grenze::N,had,مرز
641,Grenze::N,sınır,مرز
642,Krieg::N,savaş,جنگ
643,Feind::N,düşman,دشمن
644,Gewalt::N,zor,زور
645,Gewalt::N,zor,خشونت
646,Gewalt::N,cebir,زور
647,Gewalt::N,cebir,خشونت
648,Kampf::N,savaş,نبرد
649,Kampf::N,savaş,مبارزه
650,Bogen[Waffe]::N,yay,کمان
651,Pfeil::N,ok,تیر
652,Gewehr::N,tüfek,تفنگ
653,Fehler::N,hata,غلط
654,Fehler::N,hata,اشتباه
655,Fehler::N,yanlış,غلط
656,Fehler::N,yanlış,اشتباه
657,Lüge::N,yalan,دروغ
658,Schaden::N,zarar,آسیب
659,Schaden::N,zarar,خسارت
660,Unglück::N,felâket,بلا
661,Unglück::N,talihsizlik,بلا
662,Schuld::N,suç,گناه
663,Schuld::N,suç,تقصیر
664,Schuld::N,kabahat,گناه
665,Schuld::N,kabahat,تقصیر
666,Alter::N,yaş,سن
667,Alter::N,yaş,عمر
668,Schluss::N,son,انتها
669,Zeit::N,zaman,وقت
670,Zeit::N,zaman,زمان
671,Tag::N,gün,روز
672,Morgen::N,sabah,صبح
673,Mittag::N,öğle,ظهر
674,Abend::N,akşam,شب
675,Abend::N,akşam,عصر
676,Nacht::N,gece,شب
677,Woche::N,hafta,هفته
678,Monat::N,ay,ماه
679,Jahr::N,yıl,سال
680,Jahr::N,sene,سال
681,Frühling::N,ilkbahar,بهار
682,Sommer::N,yaz,تابستان
683,Herbst::N,güz,پاییز
684,Herbst::N,sonbahar,پاییز
685,Winter::N,kış,زمستان
686,Januar::N,ocak,ژانویه
687,Februar::N,şubat,فوریه
688,März::N,mart,مارس
689,April::N,nisan,آوریل
690,Mai::N,mayıs,مه
691,Juni::N,haziran,ژوئن
692,Juli::N,temmuz,ژویه
693,August::N,ağustos,اوت
694,September::N,eylül,سپتامبر
695,Oktober::N,ekim,اکتبر
696,November::N,kasım,نوامبر
697,Dezember::N,aralık,دسامبر
698,Montag::N,pazartesi,دو‌شنبه
699,Dienstag::N,salı,سه‌شنبه
700,Mittwoch::N,çarşamba,چهار‌شنبه
701,Donnerstag::N,perşembe,پنج شنبه
702,Freitag::N,cuma,جمعه
703,Samstag::N,cumartesi,شنبه
704,Sonntag::N,pazar,یکشنبه
705,groß::A,büyük,بزرگ
706,klein::A,ufak,کوچک
707,klein::A,küçük,کوچک
708,lang::A,uzun,بلند
709,kurz::A,kısa,کوتاه
710,breit::A,enli,پهن
711,breit::A,geniş,پهن
712,schmal::A,dar,تنگ
713,schmal::A,dar,نازک
714,dicht::A,sık,چگال
715,dicht::A,sık,انبوه
716,dicht::A,yoğun,چگال
717,dicht::A,yoğun,انبوه
718,dick[Gegenstand]::A,kalın,ضخیم
719,dick[Gegenstand]::A,iri,ضخیم
720,dünn::A,ince,نازک
721,fein::A,ince,ریز
722,fein::A,ince,باریک
723,fein::A,narin,ریز
724,fein::A,narin,باریک
725,fest::A,sabit,محکم
726,fest::A,sağlam,محکم
727,flach::A,düz,صاف
728,flach::A,düz,مسطح
729,flach::A,yassı,صاف
730,flach::A,yassı,مسطح
731,glatt::A,düz,لیز
732,hart::A,katı,سفت
733,weich::A,yumuşak,نرم
734,weich::A,yumuşak,ملایم
735,rund::A,yuvarlak,گرد
736,spitz::A,sivri,تیز
737,spitz::A,sivri,نوک‌تیز
738,scharf::A,keskin,تیز
739,scharf::A,keskin,برنده
740,stumpf::A,kör,کند
741,schwer::A,ağır,سنگین
742,schön::A,güzel,زیبا
743,heiß::A,kızgın,داغ
744,warm::A,sıcak,گرم
745,kalt::A,soğuk,سرد
746,kühl::A,serin,خنک
747,frisch::A,taze,تازه
748,feucht::A,nemli,مرطوب
749,feucht::A,rutubetli,مرطوب
750,nass::A,yaş,تر
751,nass::A,yaş,خیش
752,nass::A,ıslak,تر
753,nass::A,ıslak,خیش
754,trocken::A,kuru,خشک
755,voll::A,dolu,پر
756,voll::A,dolmuş,پر
757,leer::A,boş,خالی
758,offen::A,açık,باز
759,geschlossen::A,kapalı,بسته
760,sauber::A,pak,پاک
761,sauber::A,pak,تمیز
762,sauber::A,temiz,پاک
763,sauber::A,temiz,تمیز
764,schmutzig::A,pis,کثیف
765,schmutzig::A,pis,آلوده
766,schmutzig::A,kirli,کثیف
767,schmutzig::A,kirli,آلوده
768,roh::A,çiğ,خام
769,reif::A,olgun,رسیده
770,lecker::A,lezzetli,لذیذ
771,lecker::A,lezzetli,خوشمزه
772,süß::A,tatlı,شیرین
773,süß::A,şekerli,شیرین
774,bitter::A,acı,تلخ
775,sauer::A,ekşi,ترش
776,hell::A,aydınlık,روشن
777,dunkel::A,karanlık,تاریک
778,schwarz::A,kara,سیاه
779,schwarz::A,siyah,سیاه
780,weiß::A,ak,سفید
781,weiß::A,beyaz,سفید
782,rot::A,kırmızı,سرخ
783,rot::A,kırmızı,قرمز
784,gelb::A,sarı,زرد
785,blau::A,mavi,آبی
786,grün::A,yeşil,سبز
787,grau::A,boz,طوسی
788,grau::A,boz,خاکستری
789,bunt::A,renkli,رنگارنگ
790,billig::A,ucuz,ارزان
791,teuer::A,pahalı,گران
792,wertvoll::A,değerli,قیمتی
793,wertvoll::A,değerli,گرانبها
794,blind::A,kör,کور
795,blind::A,kör,نابینا
796,taub::A,sağır,کر
797,taub::A,sağır,ناشنوا
798,kräftig::A,dinç,قوی
799,kräftig::A,kuvvetli,قوی
800,stark::A,güçlü,قوی
801,stark::A,güçlü,نیرومند
802,stark::A,kuvvetli,قوی
803,stark::A,kuvvetli,نیرومند
804,schwach::A,zayıf,ضعیف
805,schwach::A,güçsüz,ضعیف
806,fett::A,şişman,چرب
807,schlank::A,narin,باریک‌اندام
808,hübsch::A,güzel,قشنگ
