,Concept_ID,el,is
135,Fluss::N,ποτάμι,fljót
136,Fluss::N,ποταμός,á
137,Fluss::N,ποταμός,fljót
138,Ufer::N,όχθη,árbakki
139,Ufer::N,όχθη,sjávarbakki
140,Küste::N,ακτή,strönd
141,Küste::N,ακρογιαλιά,strönd
142,Festland::N,στεριά,meginland
143,Meer::N,θάλασσα,haf
144,Meer::N,θάλασσα,sjór
145,Bucht::N,κόλπος,vík
146,Insel::N,νησί,eyja
147,Insel::N,νήσος,eyja
148,Blume::N,άνθος,blóm
149,Blume::N,λουλούδι,blóm
150,Gras::N,χόρτο,gras
151,Gras::N,χορτάρι,gras
152,Wurzel::N,ρίζα,rót
153,Baum::N,δέντρο,tré
154,Stamm::N,κορμός,stofn
155,Rinde::N,φλούδα,börkur
156,Ast::N,κλαδί,grein
157,Zweig::N,κλαδί,angi
158,Zweig::N,κλαδί,kvistur
159,Zweig::N,κλάδος,angi
160,Zweig::N,κλάδος,kvistur
161,Blatt::N,φύλλο,blað
162,Birke::N,σημύδα,birki
163,Kiefer[Baum]::N,πεύκο,fura
164,Weide[Baum]::N,ιτιά,víðir
165,Tanne::N,έλατο,greni
166,Horn::N,κέρας,horn
167,Horn::N,κέρατο,horn
168,Feder::N,φτερό,fjöður
169,Fell::N,δέρμα,skinn
170,Fell::N,τομάρι,skinn
171,Flügel::N,πτερύγιο,vængur
172,Klaue::N,κουλό,kló
173,Kralle::N,νύχι,kló
174,Schwanz::N,ουρά,rófa
175,Schwanz::N,ουρά,skott
176,Ei::N,αβγό,egg
177,Nest::N,φωλιά,hreiður
178,Bau::N,φωλιά,greni
179,Bau::N,φωλιά,bæli
180,Tier::N,ζώο,dýr
181,Herde::N,κοπάδι,hjörð
182,Kuh::N,αγελάδα,kýr
183,Bulle::N,ταύρος,boli
184,Pferd::N,άλογο,hestur
185,Schaf::N,πρόβατο,kind
186,Schwein::N,γουρούνι,svín
187,Hund::N,σκυλί,hundur
188,Hund::N,σκύλος,hundur
189,Katze::N,γάτα,köttur
190,Bär::N,άρκτος,björn
191,Bär::N,αρκούδα,björn
192,Eichhörnchen::N,βερβερίτσα,íkorni
193,Elch::N,άλκη,elgur
194,Fuchs::N,αλεπού,refur
195,Hase::N,λαγός,héri
196,Maus::N,ποντικός,mús
197,Wolf::N,λύκος,úlfur
198,Vogel::N,πουλί,fugl
199,Schwarm::N,σμήνος,sægur
200,Huhn::N,κότα,hæna
201,Huhn::N,όρνιθα,hæna
202,Hahn::N,πετεινός,hani
203,Gans::N,χήνα,gæs
204,Adler::N,αετός,örn
205,Ente::N,πάπια,önd
206,Eule::N,κουκουβάγια,uggla
207,Kranich::N,γερανός,trana
208,Krähe::N,καρακάξα,kráka
209,Kuckuck::N,κούκος,gaukur
210,Schwan::N,κύκνος,svanur
211,Fisch::N,ψάρι,fiskur
212,Barsch::N,πέρκα,aborri
213,Hecht::N,λούτσος,gedda
214,Schlange[Tier]::N,φίδι,naðra
215,Wurm::N,σκουλήκι,ormur
216,Spinne::N,αράχνη,kónguló
217,Ameise::N,μυρμήγκι,maur
218,Laus::N,ψείρα,lús
219,Mücke::N,κουνούπι,mý
220,Mücke::N,κουνούπι,mýfluga
221,Fliege::N,μύγα,fluga
222,Schmetterling::N,πεταλούδα,fiðrildi
223,Beere::N,ρόγα,ber
224,Apfel::N,μήλο,epli
225,Pilz::N,μανιτάρι,sveppur
226,Zwiebel::N,κρεμμύδι,laukur
227,Saat::N,σπόρος,fræ
228,Saat::N,σπόρος,útsæði
229,Korn::N,σπυρί,korn
230,Heu::N,σανός,hey
231,Schale::N,τσόφλι,hýði
232,Grube::N,λάκκος,gryfja
233,Falle::N,παγίδα,gildra
234,Schlinge::N,θηλειά,snara
235,Spur::N,ίχνος,spor
236,Asche::N,στάχτη,aska
237,Dreck::N,βρωμιά,óþverri
238,Eisen::N,σίδερο,járn
239,Gold::N,μάλαμα,gull
240,Gold::N,χρυσάφι,gull
241,Silber::N,ασήμι,silfur
242,Silber::N,άργυρος,silfur
243,Kohle::N,κάρβουνο,kol
244,Glas::N,γυαλί,gler
245,Lehm::N,πηλός,leir
246,Sand::N,άμμος,sandur
247,Mensch::N,άνθρωπος,maður
248,Mensch::N,άνθρωπος,manneskja
249,Mann::N,άνδρας,maður
250,Mann::N,άνδρας,karlmaður
251,Frau::N,γυναίκα,kona
252,Kind::N,παιδί,barn
253,Kind::N,παιδί,krakki
254,Junge::N,αγόρι,drengur
255,Mädchen::N,κοπέλα,stelpa
256,Mädchen::N,κορίτσι,stelpa
257,Familie::N,οικογένεια,fjölskylda
258,Großvater::N,παππούς,afi
259,Großmutter::N,γιαγιά,amma
260,Eltern::N,γονείς,foreldrar
261,Vater::N,πατέρας,faðir
262,Mutter::N,μητέρα,móðir
263,Sohn::N,γιος,sonur
264,Tochter::N,κόρη,dóttir
265,Bruder::N,αδελφός,bróðir
266,Schwester::N,αδελφή,systir
267,Onkel::N,θείος,föðurbróðir
268,Tante::N,θεία,frænka
269,Tante::N,θεία,móðursystir
270,Ehemann::N,σύζυγος,eiginmaður
271,Ehefrau::N,σύζυγος,eiginkona
272,Freude::N,χαρά,gleði
273,Gelächter::N,γέλια,hlátur
274,Glück::N,ευτυχία,gæfa
275,Kummer::N,έγνοια,sorg
276,Wunsch::N,επιθυμία,ósk
277,Lust::N,όρεξη,fýsn
278,Lust::N,όρεξη,löngun
279,Geist::N,πνέυμα,andi
280,Gedanke::N,σκέψη,hugsun
281,Gedächtnis::N,μνήμη,minni
282,Verstand::N,νους,vit
283,Sinn::N,νόημα,merking
284,Grund::N,λόγος,ástæða
285,Wahrheit::N,αλήθεια,sannleikur
286,Gespräch::N,συνομιλία,samtal
287,Märchen::N,παραμύθι,ævintýri
288,Erzählung::N,διήγημα,saga
289,Nachricht::N,είδηση,frétt
290,Neuigkeit::N,νέο,frétt
291,Name::N,όνομα,nafn
292,Rätsel::N,αίνιγμα,gáta
293,Rede::N,λόγος,ræða
294,Rede::N,ομιλία,ræða
295,Sprache::N,γλώσσα,mál
296,Sprache::N,γλώσσα,tungumál
297,Stimme::N,φωνή,rödd
298,Wort::N,λέξη,orð
299,Zeichen::N,σημείο,tákn
300,Zeichen::N,σημείο,merki
301,Ruf::N,κραυγή,kall
302,Lärm::N,θόρυβος,hávaði
303,Laut::N,ήχος,hljóð
304,Ton::N,ήχος,tónn
305,Ton::N,τόνος,tónn
306,Lied::N,τραγούδι,ljóð
307,Lied::N,τραγούδι,söngur
308,Ruhe::N,ησυχία,ró
309,Ruhe::N,ησυχία,kyrrð
310,Leute::N,κόσμος,fólk
311,Leute::N,άνθρωποι,fólk
312,Volk::N,λαός,þjóð
313,Arbeit::N,εργασία,vinna
314,Gast::N,επισκέπτης,gestur
315,Geschenk::N,δώρο,gjöf
316,Spiel::N,παιχνίδι,leikur
317,Gesellschaft::N,κοινωνία,selskapur
318,Hilfe::N,βοήθεια,hjálp
319,Freund::N,φίλος,vinur
320,Kamerad::N,σύντροφος,félagi
321,Angelegenheit::N,υπόθεση,mál
322,Angelegenheit::N,υπόθεση,málefni
323,Anzahl::N,αριθμός,tala
324,Anzahl::N,αριθμός,fjöldi
325,Art::N,είδος,tegund
326,Stück::N,κομμάτι,biti
327,Stück::N,κομμάτι,stykki
328,Teil::N,μέρος,hluti
329,Teil::N,μέρος,partur
330,Hälfte::N,μισό,helmingur
331,Kreis::N,κύκλος,hringur
332,Kreuz::N,σταυρός,kross
333,Kreuz::N,σταυρός,krossmark
334,Linie::N,γραμμή,lína
335,Strich::N,γραμμή,strik
336,Abstand::N,απόσταση,millibil
337,Entfernung::N,απόσταση,fjarlægð
338,Gegend::N,περιοχή,hérað
339,Gegend::N,τοποθεσία,hérað
340,Platz::N,χώρος,pláss
341,Ort::N,τόπος,staður
342,Seite::N,πλευρά,hlið
343,Mitte::N,μέση,miðja
344,Gegenstand::N,αντικείμενο,hlutur
345,Sache::N,πράγμα,mál
346,Rand::N,άκρη,brún
347,Rand::N,χείλος,brún
348,Kante::N,άκρη,rönd
349,Ecke::N,γωνιά,horn
350,Spitze::N,μύτη,oddur
351,Ende::N,άκρη,endi
352,Loch::N,τρύπα,gat
353,Loch::N,τρύπα,hola
354,Winkel::N,γωνία,skot
355,Winkel::N,γωνία,krókur
356,Muster::N,σχέδιο,munstur
357,Größe::N,μέγεθος,stærð
358,Länge::N,μήκος,lengd
359,Höhe::N,ύψος,hæð
360,Gewicht::N,βάρος,vigt
361,Gewicht::N,βάρος,þyngd
362,Menge::N,ποσότητα,magn
363,Haufen::N,σωρός,hrúga
364,Haufen::N,σωρός,haugur
365,Reihe::N,αράδα,röð
366,Boot::N,βάρκα,bátur
367,Ruder::N,κουπί,ár
368,Schlitten::N,έλκηθρο,sleði
369,Ski::N,σκι,skíði
370,Lagerfeuer::N,φωτιά,varðeldur
371,Last::N,φορτίο,byrði
372,Last::N,φορτίο,farmur
373,Gang::N,δρόμος,ganga
374,Schritt::N,βήμα,skref
375,Norden::N,βορράς,norður
376,Süden::N,νότος,suður
377,Westen::N,δύση,vestur
378,Osten::N,ανατολή,austur
379,Holz::N,ξύλο,viður
380,Brett::N,σανίδι,fjöl
381,Platte::N,πλάκα,flötur
382,Stütze::N,στήριγμα,stoð
383,Stange::N,ραβδί,stöng
384,Stange::N,κοντός,stöng
385,Stock::N,ξύλο,prik
386,Stock::N,ξύλο,stafur
387,Stock::N,μπαστούνι,prik
388,Stock::N,μπαστούνι,stafur
389,Stab::N,ραβδί,prik
390,Stab::N,ραβδί,stafur
391,Rohr::N,σωλήνας,rör
392,Rohr::N,σωλήνας,pípa
393,Haus::N,σπίτι,hús
394,Heim::N,σπίτι,heimili
395,Ofen::N,σόμπα,ofn
396,Ofen::N,θερμάστρα,ofn
397,Fußboden::N,πάτωμα,gólf
398,Tisch::N,τραπέζι,borð
399,Stuhl::N,καρέκλα,stóll
400,Wiege::N,κούνια,vagga
401,Bett::N,κρεβάτι,rúm
402,Bett::N,κρεβάτι,hvíla
403,Regal::N,ράφι,hilla
404,Kiste::N,κιβώτιο,kassi
405,Fenster::N,παράθυρο,gluggi
406,Tür::N,πόρτα,dyr
407,Tür::N,πόρτα,hurð
408,Tor::N,πύλη,hlið
409,Zaun::N,φράχτης,girðing
410,Zaun::N,φράχτης,limgarður
411,Dach::N,στέγη,þak
412,Leiter::N,σκάλα,stigi
413,Leiter::N,κλίμακα,stigi
414,Besen::N,σκούπα,sópur
415,Spaten::N,φτυάρι,spaði
416,Schaufel::N,φτυάρι,skófla
417,Gabel::N,πιρούνι,gaffall
418,Löffel::N,κουτάλι,skeið
419,Messer::N,μαχαίρι,hnífur
420,Nagel::N,καρφί,nögl
421,Netz::N,δίχτυ,net
422,Haken::N,γάντζος,krókur
423,Haken::N,αγκίστρι,krókur
424,Griff::N,λαβή,tak
425,Schloss::N,κλειδαριά,lás
426,Bild::N,εικόνα,mynd
427,Figur::N,ανάστημα,stytta
428,Puppe::N,κούκλα,brúða
429,Beutel::N,πουγγί,poki
430,Beutel::N,πουγγί,baggi
431,Bündel::N,δεμάτι,böggull
432,Tasche::N,τσάντα,veski
433,Eimer::N,κουβάς,fata
434,Deckel::N,καπάκι,lok
435,Geschirr::N,σκεύη,leirtau
436,Sack::N,σάκος,sekkur
437,Tasse::N,φλιτζάνι,bolli
438,Topf::N,χύτρα,pottur
439,Kessel::N,καζάνι,ketill
440,Essen::N,φαγητό,matur
441,Nahrung::N,τροφή,fæða
442,Speise::N,φαγητό,réttur
443,Speise::N,φαγητό,matarréttur
444,Fleisch::N,κρέας,kjöt
445,Getreide::N,σιτάρι,korn
446,Brei::N,χυλός,grautur
447,Brot::N,ψωμί,brauð
448,Brot::N,άρτος,brauð
449,Scheibe::N,φέτα,sneið
450,Fett::N,πάχος,fita
451,Butter::N,βούτυρο,smjör
452,Öl::N,λάδι,olía
453,Salz::N,αλάτι,salt
454,Suppe::N,σούπα,súpa
455,Honig::N,μέλι,hunang
456,Milch::N,γάλα,mjólk
457,Tee::N,τσάι,te
458,Leder::N,πετσί,skinn
459,Wolle::N,μαλλί,ull
460,Stoff::N,ύφασμα,dúkur
461,Nadel::N,βελόνα,nál
462,Faden::N,κλωστή,þráður
463,Knopf::N,κουμπί,tala
464,Knopf::N,κουμπί,hnappur
465,Knoten::N,κόμπος,hnútur
466,Farbe::N,μπογιά,málning
467,Kleidung::N,ρούχα,búningur
468,Kleidung::N,ρούχα,klæðnaður
469,Kleidung::N,ενδυμασία,búningur
470,Kleidung::N,ενδυμασία,klæðnaður
471,Hemd::N,πουκάμισο,skyrta
472,Kragen::N,κολάρο,kragi
473,Kragen::N,κολάρο,flibbi
474,Ärmel::N,μανίκι,ermi
475,Hose::N,πανταλόνι,buxur
476,Gürtel::N,ζώνη,belti
477,Mütze::N,σκούφος,húfa
478,Schuh::N,παπούτσι,skór
479,Stiefel::N,μπότα,stígvél
480,Ring::N,δαχτυλίδι,hringur
481,Band::N,κορδέλα,band
482,Kamm::N,χτένα,greiða
483,Spiegel::N,καθρέφτης,spegill
484,Riemen::N,λουρί,ól
485,Riemen::N,λουρί,reim
486,Schnur::N,κορδόνι,snúra
487,Leine::N,σχοινί,band
488,Decke::N,κουβέρτα,teppi
489,Kissen::N,μαξιλάρι,koddi
490,Tuch::N,πανί,klútur
491,Tuch::N,μαντήλι,klútur
492,Handtuch::N,πετσέτα,þurrka
493,Handtuch::N,πετσέτα,handklæði
494,Kraft::N,δύναμη,afl
495,Kraft::N,δύναμη,kraftur
496,Stärke::N,ισχύς,styrkur
497,Stärke::N,δύναμη,styrkur
498,Gesundheit::N,υγεία,heilsa
499,Gesundheit::N,υγεία,heilbrigði
500,Krankheit::N,αρρώστια,sjúkdómur
501,Schmerz::N,πόνος,sársauki
502,Wunde::N,πληγή,sár
503,Fieber::N,πυρετός,hitasótt
504,Arznei::N,φάρμακο,lyf
505,Brücke::N,γέφυρα,brú
506,Brunnen::N,πηγάδι,brunnur
507,Weide::N,βοσκή,hagi
508,Pfad::N,μονοπάτι,stígur
509,Weg::N,δρόμος,vegur
510,Straße::N,οδός,gata
511,Straße::N,οδός,stræti
512,Straße::N,δρόμος,gata
513,Straße::N,δρόμος,stræti
514,Dorf::N,χωριό,þorp
515,Stadt::N,πόλη,borg
516,Brief::N,γράμμα,bréf
517,Brief::N,επιστολή,bréf
518,Buch::N,βιβλίο,bók
519,Buchstabe::N,γράμμα,bókstafur
520,Zeitung::N,εφημερίδα,dagblað
521,Leben::N,ζωή,líf
522,Leben::N,βίος,líf
523,Tod::N,θάνατος,dauði
524,Grab::N,τάφος,gröf
525,Kirche::N,εκκλησία,kirkja
526,Sünde::N,αμαρτία,synd
527,Gott::N,θεός,guð
528,Arbeiter::N,εργάτης,verkamaður
529,Chef::N,προϊστάμενος,yfirmaður
530,Meister::N,μάστορας,meistari
531,Meister::N,αρχιτεχνίτης,meistari
532,Arzt::N,γιατρός,læknir
533,Lehrer::N,δάσκαλος,kennari
534,Geld::N,λεφτά,peningar
535,Geld::N,χρήματα,peningar
536,Geschäft::N,συναλλαγή,viðskipti
537,Laden::N,μαγαζί,búð
538,Laden::N,μαγαζί,verslun
539,Laden::N,κατάστημα,búð
540,Laden::N,κατάστημα,verslun
541,Preis::N,τιμή,verð
542,Ware::N,εμπόρευμα,vara
543,Nutzen::N,όφελος,gagn
544,Reichtum::N,πλούτος,auður
545,Welt::N,κόσμος,veröld
546,Land::N,χώρα,land
547,Staat::N,κράτος,ríki
548,Staat::N,πολιτεία,ríki
549,König::N,βασιλιάς,konungur
550,Macht::N,εξουσία,vald
551,Grenze::N,σύνορα,landamæri
552,Krieg::N,πόλεμος,stríð
553,Feind::N,εχθρός,fjandmaður
554,Gewalt::N,βία,ofbeldi
555,Kampf::N,αγώνας,bardagi
556,Bogen[Waffe]::N,τόξο,bogi
557,Pfeil::N,σαΐτα,ör
558,Gewehr::N,τουφέκι,byssa
559,Fehler::N,λάθος,villa
560,Fehler::N,σφάλμα,villa
561,Lüge::N,ψέμα,lygi
562,Lüge::N,ψεύδος,lygi
563,Schaden::N,ζημία,skemmd
564,Unglück::N,δυστυχία,óhamingja
565,Schuld::N,ενοχή,sök
566,Schuld::N,φταίξιμο,sök
567,Alter::N,ηλικία,aldur
568,Schluss::N,τέλος,lok
569,Schluss::N,τέλος,endir
570,Zeit::N,χρόνος,tími
571,Tag::N,μέρα,dagur
572,Tag::N,ημέρα,dagur
573,Morgen::N,πρωί,morgunn
574,Mittag::N,μεσημέρι,hádegi
575,Abend::N,βράδυ,kvöld
576,Nacht::N,νύχτα,nótt
577,Woche::N,εβδομάδα,vika
578,Monat::N,μήνας,mánuður
579,Jahr::N,έτος,ár
580,Jahr::N,χρόνος,ár
581,Frühling::N,άνοιξη,vor
582,Sommer::N,καλοκαίρι,sumar
583,Herbst::N,φθινόπωρο,haust
584,Winter::N,χειμώνας,vetur
585,Januar::N,Ιανουάριος,janúar
586,Februar::N,Φεβρουάριος,február
587,März::N,Μάρτιος,mars
588,April::N,Απρίλιος,apríl
589,Mai::N,Μάιος,maí
590,Juni::N,Ιούνιος,júní
591,Juli::N,Ιούλιος,júlí
592,August::N,Αύγουστος,ágúst
593,September::N,Σεπτέμβριος,september
594,Oktober::N,Οκτώβριος,október
595,November::N,Νοέμβριος,nóvember
596,Dezember::N,Δεκέμβριος,desember
597,Montag::N,Δευτέρα,mánudagur
598,Dienstag::N,Τρίτη,þriðjudagur
599,Mittwoch::N,Τετάρτη,miðvikudagur
600,Donnerstag::N,Πέμπτη,fimmtudagur
601,Freitag::N,Παρασκευή,föstudagur
602,Samstag::N,Σάββατο,laugardagur
603,Sonntag::N,Κυριακή,sunnudagur
604,groß::A,μεγάλος,stór
605,klein::A,μικρός,lítill
606,lang::A,μακρύς,langur
607,kurz::A,κοντός,stuttur
608,breit::A,φαρδύς,breiður
609,schmal::A,στενός,mjór
610,dicht::A,πυκνός,þéttur
611,dick[Gegenstand]::A,παχύς,þykkur
612,dick[Gegenstand]::A,χοντρός,þykkur
613,dünn::A,ψιλός,þunnur
614,dünn::A,λεπτός,þunnur
615,fein::A,ψιλός,fíngerður
616,fest::A,στερεός,fastur
617,flach::A,επίπεδος,flatur
618,glatt::A,λείος,háll
619,glatt::A,λείος,sléttur
620,glatt::A,ομαλός,háll
621,glatt::A,ομαλός,sléttur
622,hart::A,σκληρός,harður
623,weich::A,μαλακός,mjúkur
624,rund::A,στρογγυλός,kringlóttur
625,spitz::A,μυτερός,oddhvass
626,scharf::A,κοφτερός,beittur
627,stumpf::A,αμβλύς,bitlaus
628,schwer::A,βαρύς,þungur
629,schön::A,ωραίος,fagur
630,schön::A,ωραίος,fallegur
631,schön::A,όμορφος,fagur
632,schön::A,όμορφος,fallegur
633,heiß::A,ζεστός,heitur
634,warm::A,θερμός,hlýr
635,warm::A,θερμός,heitur
636,kalt::A,κρύος,kaldur
637,kalt::A,ψυχρός,kaldur
638,kühl::A,δροσερός,svalur
639,frisch::A,νωπός,frískur
640,frisch::A,φρέσκος,frískur
641,feucht::A,υγρός,rakur
642,feucht::A,υγρός,þvalur
643,nass::A,βρεγμένος,votur
644,nass::A,βρεγμένος,blautur
645,trocken::A,ξηρός,þurr
646,trocken::A,στεγνός,þurr
647,voll::A,γεμάτος,fullur
648,leer::A,άδειος,tómur
649,offen::A,ανοιχτός,opinn
650,geschlossen::A,κλειστός,lokaður
651,sauber::A,καθαρός,þrifinn
652,schmutzig::A,βρώμικος,óhreinn
653,schmutzig::A,βρώμικος,sóðalegur
654,schmutzig::A,λερωμένος,óhreinn
655,schmutzig::A,λερωμένος,sóðalegur
656,roh::A,ωμός,hrár
657,reif::A,ώριμος,þroskaður
658,lecker::A,νόστιμος,ljúffengur
659,süß::A,γλυκός,sætur
660,bitter::A,πικρός,beiskur
661,sauer::A,ξινός,súr
662,hell::A,φωτεινός,bjartur
663,dunkel::A,σκοτεινός,dimmur
664,schwarz::A,μαύρος,svartur
665,schwarz::A,μελανός,svartur
666,weiß::A,άσπρος,hvítur
667,rot::A,κόκκινος,rauður
668,gelb::A,κίτρινος,gulur
669,blau::A,μπλε,blár
670,blau::A,γαλανός,blár
671,grün::A,πράσινος,grænn
672,grau::A,γκρίζος,grár
673,bunt::A,ποικιλόχρωπος,marglitur
674,billig::A,φτηνός,ódýr
675,teuer::A,ακριβός,dýr
676,wertvoll::A,πολύτιμος,verðmætur
677,blind::A,τυφλός,blindur
678,taub::A,κουφός,heyrnarlaus
679,kräftig::A,δυνατός,öflugur
680,stark::A,γερός,sterkur
681,schwach::A,αδύνατος,veill
682,fett::A,παχύς,feitur
683,schlank::A,λεπτός,grannur
684,schlank::A,λεπτός,spengilegur
685,schlank::A,λυγερός,grannur
686,schlank::A,λυγερός,spengilegur
687,hübsch::A,όμορφος,snotur
688,hübsch::A,όμορφος,laglegur
689,hübsch::A,χαριτωμένος,snotur
690,hübsch::A,χαριτωμένος,laglegur
691,böse::A,κακός,illur
692,böse::A,κακός,vondur
693,dumm::A,κουτός,heimskur
694,dumm::A,ανόητος,heimskur
695,faul::A,τεμπέλης,latur
696,fleißig::A,εργατικός,iðinn
697,geizig::A,τσιγγούνης,nískur
698,klug::A,έξυπνος,hygginn
699,geschickt::A,επιδέξιος,fimur
700,geschickt::A,επιδέξιος,laginn
701,lieb::A,φίλος,kær
702,lieb::A,φίλος,ljúfur
703,lieb::A,αγαπητός,kær
704,lieb::A,αγαπητός,ljúfur
705,lustig::A,εύθυμος,kátur
706,lustig::A,χαρούμενος,kátur
707,sanft::A,ήπιος,blíður
708,hungrig::A,πεινασμένος,soltinn
709,hungrig::A,πεινασμένος,hungraður
710,krank::A,άρρωστος,sjúkur
711,nackt::A,γυμνός,nakinn
712,traurig::A,λυπημένος,dapur
713,traurig::A,λυπημένος,hryggur
714,lebendig::A,ζωντανός,lifandi
715,gut::A,καλός,góður
716,schlecht::A,κακός,slæmur
717,schlecht::A,κακός,lélegur
718,richtig::A,σωστός,réttur
719,schlimm::A,άσχημος,slæmur
720,wahr::A,αληθής,sannur
721,wahr::A,αληθινός,sannur
722,alt::A,παλιός,gamall
723,neu::A,νέος,nýr
724,neu::A,καινούργιος,nýr
725,ehemalig::A,παλιός,fyrrverandi
726,alt[Lebewesen]::A,γέρος,gamall
727,jung::A,νέος,ungur
728,arm::A,φτωχός,vesall
729,arm::A,φτωχός,fátækur
730,reich::A,πλούσιος,ríkur
731,reich::A,πλούσιος,auðugur
732,bekannt::A,γνωστός,kunnugur
733,berühmt::A,περίφημος,frægur
734,berühmt::A,ξακουσμένος,frægur
735,fremd::A,ξένος,framandi
736,fremd::A,ξένος,ókunnugur
737,verschieden::A,διαφορετικός,ýmis
738,nah::A,κοντινός,nálægur
