,Concept_ID,kv,kl
739,verschieden::A,быдкодь,tamalaat
740,nah::A,матiсь,qanippoq
741,fern::A,ылicь,ungasippoq
742,linker::A,шульга,saamerleq
743,rechter::A,веськытланись,innarluissut
744,anderer::A,мукӧд,
745,erster::A,медодзза,siulleq
746,zweiter::A,кыкӧт,qataatsup tullia
747,dritter::A,куимӧт,pingajorarterut
748,dritter::A,куимӧдз,pingajorarterut
749,letzter::A,бӧрья,kingulleq
750,letzter::A,мёдбӧрья,kingulleq
751,auf einmal::ADV,тшӧтш,tassanngaannaq
752,zusammen::ADV,ӧтлаын,attaasa
753,zusammen::ADV,ӧтлаын,attarmik
754,lange::ADV,дыр,akuni
755,plötzlich::ADV,друг,tassanngaannaq
756,sofort::ADV,тшӧтш,erniinnaq
757,später::ADV,медбӧрын,kingorna
758,jetzt::ADV,ӧні,maanna
759,jetzt::ADV,ӧні,massakkut
760,heute::ADV,талун,ullumi
761,morgen::ADV,ашын,aqagu
762,bald::ADV,чожа,erniinnaq
763,dann::ADV,сыбӧрын,taava
764,gestern::ADV,тӧн,ippassaq
765,einst::ADV,ӧтпыр,ataatsimik
766,einst::ADV,ӧтпыр,ilaanni
767,damals::ADV,сэк,taamani
768,damals::ADV,сэк,taamanikkut
769,damals::ADV,сэк,taassumuunakkut
770,damals::ADV,сэки,taamani
771,damals::ADV,сэки,taamanikkut
772,damals::ADV,сэки,taassumuunakkut
773,danach::ADV,сэсся,taava
774,vorher::ADV,одзжык,siornagut
775,zuerst::ADV,наперво,
776,einmal::ADV,ӧтпыр,ilaanni
777,einmal::ADV,ӧтпыр,ataatsimik
778,manchmal::ADV,мукӧдпыр,qaqutigu
779,manchmal::ADV,мукӧдпыр,qaqutigut
780,oft::ADV,-лы-,akulikitsumik
781,immer::ADV,быдпыр,tamatigut
782,immer::ADV,быдпырся,tamatigut
783,niemals::ADV,некӧр,
784,hier::ADV,татӧн,maani
785,hierhin::ADV,татчӧ,maani
786,von hier::ADV,тасянь,
787,dort::ADV,сэтӧн,
788,dorthin::ADV,сэтчин,ikuuna
789,geradeaus::ADV,веськыта,narlumut
790,vorwärts::ADV,одзӧ,pilangavoc
791,rückwärts::ADV,бӧр,kingumut
792,rückwärts::ADV,бӧр,tunumut or tunummut
793,zurück::ADV,бӧр,kingumut
794,zurück::ADV,бӧр,tunumut or tunummut
795,unten::ADV,увтын,kana
796,hinab::ADV,увтас,qiviu
797,oben::ADV,вевдӧрас,
798,hinauf::ADV,вывлань,
799,hinauf::ADV,вывланьӧ,
800,überall::ADV,быдлан,tamaginni
801,überall::ADV,быдлан,tamani tamaani
802,nicht::ADV,ог,
803,ein wenig::ADV,-ышт,
804,ein wenig::ADV,невна,
805,kaum::ADV,ӧдва,qaqutigorsuaq
806,sehr::ADV,вывтi,assut
807,so::ADV,сiдз,
808,noch::ADV,эшӧ,qeratavoq
809,nur::ADV,только,
810,schon::ADV,ни,taava-una
811,wieder::ADV,бӧра,kingumut
812,vergebens::ADV,весись,angiluk
813,vor::PRP,одзас,
814,hinter::PRP,бӧрӧ,
815,unter::PRP,увтын,
816,durch::PRP,пыр,
817,neben::PRP,бокам,
818,neben::PRP,боксиным,
819,zwischen::PRP,коласас,
820,wegen::PRP,понда,
821,dies::PRN,эта,manna
822,dies::PRN,эта,matuma
823,das::PRN,сiя,ua
824,alles::PRN,быдӧс,
825,ich::PRN,ме,uanga
826,du::PRN,тэ,illit
827,er::PRN,сiя,una
828,wir::PRN,мийӧ,uagut
829,ihr::PRN,ті,ilissi
830,sie::PRN,нія,uku
831,was::FPRN,мый,aat?
832,wer::FPRN,кин,kikkut
833,wo::FADV,кытӧн,sumi
834,wohin::FADV,кытчӧ,sumut
835,wie::FADV,дзик,qanoq
836,warum::FADV,мыля,sooq
837,warum::FADV,мыйсянь,sooq
838,wieviel::FNUM,мымда,qassit
839,wieviel::FNUM,мымда,qanoq atsigisumik?
840,eins::NUM,ӧт,ataaseq
841,zwei::NUM,кык,marluk
842,drei::NUM,куим,pingasut
843,vier::NUM,нёль,sisamat
844,vier::NUM,нёль,qajuusat
845,fünf::NUM,вит,tallimat
846,sechs::NUM,квать,arfineq
847,sechs::NUM,квать,arfinillit
848,sieben::NUM,сизим,arfineq-marluk
849,acht::NUM,кыкьямыс,arfineq pingasut
850,neun::NUM,ӧкмыс,qulingiluat
851,neun::NUM,ӧкмыс,arfineq sisamat
852,zehn::NUM,дас,qulit
853,elf::NUM,дасотік,aqqaneq
854,zwölf::NUM,даскык,aqqaneq-marluk
855,zwanzig::NUM,кыкдас,tyve
856,dreißig::NUM,куимдас,tredive
857,dreißig::NUM,куимдас,pingasunik qulillit
858,vierzig::NUM,нёльдас,fyrre
859,fünfzig::NUM,витдас,halvtreds
860,fünfzig::NUM,витдас,tallimanik qulillit
861,sechzig::NUM,кватьдас,tres
862,siebzig::NUM,сизимдас,halvfjerds
863,achtzig::NUM,кыкьямысдас,firs
864,neunzig::NUM,ӧкмысдас,halvfems
865,hundert::NUM,сто,et hundrede
866,tausend::NUM,тысяча,et tusinde
867,und::CNJ,и,aamma
868,und::CNJ,да,aamma
869,oder::CNJ,или,imalluunnit
870,stehen::V,сулавны,sikingavoq
871,sitzen::V,пукавны,ingippoq
872,liegen::V,куйлыны,nalavoq
873,liegen::V,куйлыны,aqupivoq
874,hängen::V,ӧшавны,nivinngarpaa
875,werden::V,лоны,pinngorpoq
876,passieren::V,аркмыны,pivoq
877,beginnen::V,петны,aallarnerpaa
878,enden::V,-сь,naggaserpaa
879,enden::V,бырны,naggaserpaa
880,wechseln::V,вежсьыны,immikkut ilivoq
881,aufgehen[Sonne]::V,петавны,
882,untergehen[Sonne]::V,пуксьыны,ilioqqaasoq
883,scheinen[Sonne]::V,югьявны,qinnorpoq
884,scheinen[Sonne]::V,югьявны,qinngorpoq
885,donnern::V,гымавны,kalleq
886,wehen::V,пӧлявны,timmivoq
887,strömen::V,киссьыны,
888,fließen::V,визывтны,
889,sich drehen::V,бергавны,ipippaa
890,schwanken::V,кӧвьясьны,aalavoq
891,schwingen::V,дюттясьны,issakajaat or issakatsiaarut
892,fallen::V,усьны,quasivaa
893,brennen::V,сотчыны,seerpoq
894,brennen::V,сотчыны,uuppaa
895,rauchen::V,тшынасьны,pujoorpoq
896,regnen::V,зэрны,siallerpoq
897,gefrieren::V,гегдыны,qiulerpoq
898,tauen::V,сывны,aappoq
899,schmelzen::V,сывны,aappoq
900,schmelzen::V,сывны,aatsippaa
901,trocknen::V,косьмыны,panerserpaa
902,sieden::V,пизьны,qalappoq
903,faulen::V,нёльзьыны,
904,verfaulen::V,тӧрмыны,
905,verfaulen::V,сiсьмыны,
906,reißen::V,косясьны,qulli
907,reißen::V,косясьны,alittorpaa
908,reißen::V,косясьны,kimillanneq
909,versinken::V,вӧйны,kivivaa
910,versinken::V,вӧйны,apparpoq
911,vergehen::V,мунны,qaangerpaa
912,vergehen::V,мунны,sarsuppoq
913,erscheinen::V,мыччисьны,takutippoq
914,verschwinden::V,ӧшны,
915,sinken::V,ямны,kivivaa
916,sinken::V,ямны,apparpoq
917,abnehmen::V,ямны,ikillipput
918,zunehmen::V,паськавны,allisippaa
919,steigen::V,лэбтiсьны,allisippaa
920,wachsen::V,быдмыны,allivoq
921,glänzen::V,свиттявны,qinngorpoq
922,glänzen::V,свиттявны,qinnorpoq
923,funkeln::V,югйовтлыны,uisorilavoq
924,funkeln::V,югйӧв-керны,uisorilavoq
925,lärmen::V,чавзыны,
926,läuten::V,диньгыны,avilualaarpoq
927,klingeln::V,силькӧтны,aviluarpoq
928,klingeln::V,силькӧтны,aviluarpaluppoq
929,klirren::V,жольӧтны,
930,brausen::V,гуасьны,ittuk
931,brausen::V,гуасьны,ittuppoq
932,brausen::V,гуасьны,ittuppaluppoq
933,rauschen::V,кышӧтны,
934,klingen::V,горавны,
935,bellen::V,увтны,qiluppoq
936,bellen::V,вувтны,qiluppoq
937,heulen::V,уннявны,maarpoq
938,heulen::V,уннявны,maalavoq
939,heulen::V,уннявны,miaggoorpoq
940,blasen::V,пӧлявны,aporneq
941,pfeifen::V,пиксыны,siggartartitsivoq
942,pfeifen::V,пиксыны,siorsulavoq
943,schreien::V,айзыны,suaarpoq
944,stöhnen::V,ойзыны,nipiliorpoq
945,stöhnen::V,ойзыны,nipilliorpoq
946,stöhnen::V,ружтыны,nipiliorpoq
947,stöhnen::V,ружтыны,nipilliorpoq
948,zittern::V,легьявны,qarsulivik
949,leben::V,овны,inuuvoq
950,geboren werden::V,шогмыны,inuuvoq
951,geboren werden::V,шогмыны,inunngorpoq
952,atmen::V,лолавны,anersaarpoq
953,trinken::V,юны,imerpoq
954,essen::V,сёйны,tamorpoq
955,schlucken::V,ньылавны,tuluarnaq
956,müde werden::V,мыдзны,
957,einschlafen::V,ланьтны,sinippoq
958,schlafen::V,узьны,sinik
959,aufwachen::V,саймыны,iterpoq
960,aufwachen::V,саймыны,eqqumavoq
961,aufwachen::V,пальмыны,iterpoq
962,aufwachen::V,пальмыны,eqqumavoq
963,aufstehen::V,сувтны,makippoq
964,sich erholen::V,шоччисьлыны,qasuerserpoq
965,krank werden::V,моржитны,
966,krank sein::V,шогавны,
967,krank sein::V,визьӧтны,
968,schmerzen::V,висьны,anneraa
969,schmerzen::V,висьны,annernarpoq
970,husten::V,кашляйтны,quersorpoq
971,genesen::V,бурдны,ajunngissivoq
972,genesen::V,бурдны,ilisimmarpoq
973,genesen::V,бурдны,ilorrippoq
974,sterben::V,кувны,toquvoq
975,umkommen::V,вийсьыны,
976,sich bewegen::V,локны,ingerlavoq
977,sich bewegen::V,ветлӧтны,ingerlavoq
978,sich rühren::V,вӧрзьӧтчыны,
979,sich erheben::V,сувтны,
980,sich setzen::V,пуксьыны,ingippoq
981,hinfallen::V,пӧрласьны,
982,laufen::V,мунны,arpappoq
983,schreiten::V,тальччавны,ingerlavoq
984,spazierengehen::V,котрасьны,utertakajaarpoq
985,spazierengehen::V,котрасьны,utertakattajaarpoq
986,eilen::V,тэрмасьны,qaa qaa
987,eilen::V,тэрмасьны,qiilasaarpoq
988,eilen::V,тэрмасьны,ingerlasaarpaa
989,sich beeilen::V,тэрмасьны,tuaviorpoq
990,sausen::V,вирдавны-котӧртны,uiguut
991,springen::V,чеччавны,upernassaq
992,klettern::V,кышасьны,pilaakkeerpoq
993,schaukeln::V,чурликасьны,aalavoq
994,kriechen::V,кыскасьны-мунны,
995,schwimmen::V,вартчыны,naluppoq
996,tauchen::V,сунгисьны ваӧ,allorpoq
997,rudern::V,сынны,ipuppaa
998,fahren::V,мунны,qimusserpoq
999,fliegen::V,лэбавны,timmivoq
1000,gehen::V,мунны,
1001,weggehen::V,мунны,piiarpoq
1002,abfahren::V,иньдӧтчыны,
1003,abfahren::V,мунны,
1004,anhalten::V,сувтны,unitsippaa
1005,hineingehen::V,пырны,timaappaa
1006,eintreten::V,пырны,allattorpaa
1007,kommen::V,локны,qaa-
1008,kommen::V,локны,pivaa
1009,ankommen::V,локны,tikippoq
1010,zurückkommen::V,бертны,angerlarpoq
1011,zurückkommen::V,панӧвтсьыны,angerlarpoq
1012,bleiben::V,кольччыны,uninngavoq
1013,warten::V,видзчисьны,paavoq
1014,warten::V,видзчисьны,utaqqivoq
1015,erwarten::V,видзчисьны,
1016,suchen::V,кошшыны,nivivaa
1017,finden::V,адззыны,nanivaa
1018,versuchen::V,пондыны,uuppaa
1019,versuchen::V,пондыны,ussersarpaa
1020,versuchen::V,пондӧтны,uuppaa
1021,versuchen::V,пондӧтны,ussersarpaa
1022,vorbereiten::V,лӧсьӧтны,piareersarpaa
1023,lieben::V,милуйтны,asavaa
1024,mögen::V,радейтны,akaaraa
1025,lachen::V,серавны,
1026,rühren::V,сьӧлӧм вӧрзьӧтны,qeerlerpaa
1027,weinen::V,горзыны,qiavoq
1028,schimpfen::V,видчыны,qatimaarpoq
1029,sich ärgern::V,лёкавны,ugguutigaa
1030,sich fürchten::V,повны,eqqanaarpoq
1031,fürchten::V,повны,ersigaa
1032,fliehen::V,пышшыны,qimaavoq
1033,flüchten::V,пышшыны,allikarfigaa
1034,sehen::V,адззыны,isigaa
1035,anschauen::V,видзӧтны,
1036,ansehen::V,видзӧтны,alaatsinaappaa
1037,hören::V,кывны,tusarpaa
1038,zuhören::V,кывзыны,naalappoq
1039,probieren::V,пешлыны,
1040,riechen::V,дукавны,tipippoq
1041,fühlen::V,кывны,misigaa
1042,scheinen::V,декуйтчыны,takutippoq
1043,zu sehen sein::V,тыдавны,
1044,vernehmen::V,тӧдмавны,
1045,frieren::V,гегдыны,qiiavoq
1046,tun::V,керны,iliorpoq
1047,können::V,вермыны,
1048,wollen::V,мӧдны,piumavaa
1049,anfangen::V,петны,pilerpoq
1050,beenden::V,ештӧтны,naggaserpaa
1051,beenden::V,керыштны,naggaserpaa
1052,aufhören::V,дугдыны,naammatsippaa
1053,gelingen::V,шогмыны,
1054,geraten::V,мыччисьны,
1055,öffnen::V,осьтны,ammarpaa
1056,schließen::V,пӧднавны,matuaa
1057,stellen::V,сувтӧтны,ilivaa
1058,stellen::V,сувтӧтны,iliorarpai
1059,stellen::V,сувтӧтны,ilioqqarpai
1060,setzen::V,пуксьӧтны,iliorarpai
1061,setzen::V,пуксьӧтны,ilioqqarpai
1062,legen::V,пуктыны,ilivaa
1063,berühren::V,вӧрзьӧтны,attorpaa
1064,verbinden::V,йитны,taperserpaa
1065,bedecken::V,вевттьыны,iikkerpaa
1066,bedecken::V,вевттьыны,iikkersorpaa
1067,aufhängen::V,ӧшӧтны,inivaa
1068,aufhängen::V,ӧшӧтны,iniorarpai
1069,anzünden::V,ӧзтыны,saggaavoq
1070,aufheben::V,лэбтыны,allisippaa
1071,zurücklassen::V,кольны,aallarpoq
1072,verlieren::V,ӧштыны,annaavaa
1073,fallen lassen::V,уськӧтны,nakkaavaa
1074,machen::V,керны,iliorpoq
1075,herstellen::V,вӧчны,anillatsippaa
1076,bauen::V,строитны,marrarterpaa
1077,reparieren::V,вочны,iluarsaappaa
1078,verbessern::V,бурсьӧтны,naqqippaa
1079,ändern::V,вежны,
1080,graben::V,гарйыны,assappaa
1081,beugen::V,кусіньтны,qappappoq
1082,biegen::V,чукыльтыштны,qappappoq
1083,drehen::V,бергӧтны,
1084,wenden::V,бергӧтны,assappaa
1085,wenden::V,бергӧтны,assakarpoq
1086,umdrehen::V,бергӧтны,assakartippaa
1087,heben::V,лэбтыны,kivippaa
1088,hochheben::V,лэбтыны,kissumiarpaa
1089,ergreifen::V,кватитны,isaappaa
1090,ergreifen::V,кватитны,isaguppaa
1091,halten::V,видзны,minarpaa
1092,drücken::V,личкыны,naqittaat
1093,schieben::V,тойлавны,
1094,kratzen::V,шаркӧтны,qitsuppaa
1095,lecken::V,нювны,aluppaa
1096,beißen::V,йирны,kiivaa
1097,abreißen::V,орӧтны,aqqarpaa
1098,abreißen::V,орӧтны,isaterpaa
1099,abschneiden::V,шӧрыштны,kipivaa
1100,abschneiden::V,вундыштны,kipivaa
1101,binden::V,гӧрдззыны,kakkersarpaa
1102,stecken::V,мӧртны,kussunneq
1103,brechen::V,жугдыны,nallorpaa
1104,klopfen::V,зукӧтны,pattappaa
1105,hauen::V,желльыны,aqivaa
1106,kleben::V,лякӧтны,qaappoq
1107,reiben::V,зыртны,tagiarpaa
1108,reiben::V,зыртны,tangiarpaa
1109,streichen::V,мавтны,erlerpoq
1110,schleifen::V,кыскыны,sequppaa
1111,schneiden::V,вундавны,uullivoq
1112,rütteln::V,шатлавны,
1113,schütteln::V,зыбӧтны,aalavoq
1114,schwenken::V,ӧвтны,issarpoq
1115,schwenken::V,макайтны,issarpoq
1116,schütten::V,кисьтны,
1117,füllen::V,тыртны,immerpaa
1118,füllen::V,тырсьӧтны,immerpaa
1119,einwickeln::V,тубны,immoqquserpaa
1120,tragen::V,новйӧтны,maqippaa
1121,tragen::V,новйӧтны,assartorpoq
1122,schleppen::V,кыскыны,assartorpoq
1123,ziehen::V,кыскыны,kalippaa
1124,ziehen::V,кыскыны,kalissarpoq
1125,aufbewahren::V,видзны,toqqorpaa
1126,werfen::V,шентывлыны,kuivaa
1127,fangen::V,кутны,anguaa
1128,packen::V,кутасьны,
1129,packen::V,кватитны,
1130,verstecken::V,дзебны,anngigaa
1131,teilen::V,торйӧтны,agguut
1132,teilen::V,торйӧтны,agguusersorpaa
1133,schicken::V,иньдыны,nassiuppaa
1134,bringen::V,вайны,aggiuppaa
1135,bringen::V,вайны,nassataraa
1136,hinzufügen::V,содтыны,
1137,bekommen::V,получитны,tiguaa
1138,erhalten::V,получитны,tiguaa
1139,nehmen::V,босьтны,pivoq
1140,nehmen::V,босьтны,tiguaa
1141,wählen::V,бӧрйыны,
1142,auswählen::V,бӧрйыны,
1143,bewahren::V,видзны,sukkunik simerserpaa
1144,behindern::V,падтыны,
1145,verderben::V,изводавны,asiutippaa
1146,verderben::V,изводавны,piuneerunnerit
1147,beschädigen::V,паздыны,
1148,zerbrechen::V,паздыны,ukuvoq
1149,zerreißen::V,косявны,tisavaa
1150,zerreißen::V,косявны,alittorpaa
1151,zerstören::V,паздыны,aserorpaa
1152,verbrennen::V,сотны,seerpoq
1153,geben::V,сетны,pivoq
1154,reichen::V,сетны,
1155,schenken::V,козьнавны,
1156,versprechen::V,кӧсйыны,neriorsorpaa
1157,wünschen::V,бурсьыны,kissaat
1158,loben::V,ошкыны,nersorpaa
1159,loben::V,ошкыны,nersornaat
1160,küssen::V,окавны,kunippaa
1161,küssen::V,окавны,kunissorpaa
1162,wiegen::V,тюттьӧтны,
1163,zudecken::V,вевттьыны,majorpaa
1164,wecken::V,саймӧтны,itersarpaa
1165,zeigen::V,мыччавны,tikkuuppaa
1166,führen::V,нуӧтны,tasissiuppaa
1167,führen::V,нуӧтны,ilitsersorpaa
1168,führen::V,нуӧтны,tasissersuuppaa
1169,lehren::V,велӧтны,ilinniartippaa
1170,unterrichten::V,велӧтны,ajoqerpaa
1171,unterrichten::V,велӧтны,ajoqersorpaa
1172,unterrichten::V,велӧтны,ilinniartitsivoq
1173,aufziehen::V,быдтыны,inororsarpaa
1174,leiten::V,юравны,iluatsippaa
1175,leiten::V,веськӧтлыны,iluatsippaa
1176,antreiben::V,тэрмӧтны,ikusimmippaa
1177,lassen::V,-ӧтыны,
1178,einladen::V,корны,qaaqquaa
1179,einladen::V,корны,qaasarpaa
1180,vereinigen::V,ӧтувтны,taperserpaa
1181,vereinigen::V,ӧтлаавны,taperserpaa
1182,besuchen::V,пыравлыны,tikeraarpaa
1183,treffen::V,пантавны,aporappaa
1184,sich versammeln::V,ӧксьыны,majorpoq
1185,spielen::V,орсны,pinnguarpoq
1186,singen::V,сьывны,erinarsorpoq
1187,tanzen::V,йӧктыны,qitippoq
1188,sich trennen::V,торьясьны,immikkoortippaa
1189,verlassen::V,кольны,
1190,retten::V,мынтны,annaappaa
1191,bewachen::V,смекайтны,
1192,schützen::V,дорйыны,eriagaa
1193,schützen::V,дорйыны,pineqartaalivaa
1194,verteidigen::V,дорйыны,
1195,sich schlagen::V,тышкасьны,
1196,schießen::V,лыйны,aallaavaa
1197,schießen::V,лыйны,piseriuppaa
1198,siegen::V,вермыны,
1199,ärgern::V,лӧгӧтны,ninngassarpaa
1200,ärgern::V,лӧгӧтны,ninngassaarpaa
1201,schlagen::V,базнитны,unatarpaa
1202,treten::V,чужьявны,tukerpoq
1203,stechen::V,бытшкыны,iguppaa
1204,stechen::V,бытшкыны,qasilippoq
1205,stoßen::V,тапкыны,ikuserpaa
1206,stoßen::V,тапкыны,ikusimmippaa
1207,stoßen::V,тойыштны,ikuserpaa
1208,stoßen::V,тойыштны,ikusimmippaa
1209,stehlen::V,гусявны,tillippaa
1210,stören::V,костіавны,akornuserpaa
1211,belästigen::V,назыляйтны,
1212,verbergen::V,дзебны,anngigaa
1213,täuschen::V,бӧбӧтны,
1214,täuschen::V,пӧрьявны,
1215,betrügen::V,муклачитны,peqquserluttuliorfigaa
1216,töten::V,вийны,maappaa
1217,töten::V,вийны,toquppaa
1218,wohnen::V,овны,najugaqarpoq
1219,arbeiten::V,уджавны,sulivoq
1220,sammeln::V,ӧктыны,katersorpai
1221,pflücken::V,судзлавны,
1222,jagen::V,вӧравны,piniarpoq
1223,fischen::V,чериавны,aalisarpoq
1224,fassen::V,кутны,
1225,hüten::V,вердны,
1226,hüten::V,йирсьӧтны,
1227,treiben::V,вашӧтны,
1228,anbinden::V,кӧртавны,qilerut
1229,anbinden::V,кӧртавны,qilersorpaa
1230,anbinden::V,кӧртавны,ungerlatserpaa
1231,füttern::V,вердны,nerlerpaa
1232,melken::V,высьтыны,
1233,melken::V,чилькӧтны,
1234,hacken::V,керавны,
1235,gießen::V,киськавны,imerterpaa
1236,reifen::V,кисьмыны,
1237,zubereiten::V,лӧсьӧтны,
1238,kochen::V,пуны,igavoq
1239,backen::V,пӧжавны,
1240,braten::V,жаритны,siappaa
1241,umrühren::V,соравны,qeerlerpaa
1242,stricken::V,домавны,
1243,nähen::V,вурны,
1244,färben::V,краситны,misuppaa
1245,reinigen::V,весӧтны,sanniarpaa
1246,waschen::V,пеславны,asappaa
1247,abwischen::V,чышкыны,saligarpaa
1248,abwischen::V,чышкыны,saligartorpaa
1249,spülen::V,гывьявны,
1250,fegen::V,чышкыны,sanngiarpaa
1251,kehren::V,чышкыны,
1252,baden::V,купайтчыны ,uffarpoq
1253,sich waschen::V,миссьыны,uffarpoq
1254,ausziehen::V,гыжтӧтны,annoraajarpaa
1255,ausziehen::V,пӧрччавны,annoraajarpaa
1256,anziehen::V,пасьтавны,ativaa
1257,anziehen::V,пасьтавны,atitippaa
1258,sich anziehen::V,пасьтасьны,atisalersorpoq
1259,kämmen::V,сынавны,
1260,schmücken::V,баситны,
1261,sagen::V,висьтавны,oqarpoq
1262,sprechen::V,шуны,oqaluttarpoq
1263,reden::V,баитны,oqaluppoq
1264,sich unterhalten::V,сёрнитны,
1265,fragen::V,юавны,aperaa
1266,bitten::V,корны,aperaa
1267,bitten::V,корны,qinnuigaa
1268,erzählen::V,висьтавны,oqaluttuaraa
1269,mitteilen::V,висьтавны,oqalualaarpoq
1270,nennen::V,нимтны,
1271,rufen::V,китсавны,qaaqquaa
1272,rufen::V,корны,qaaqquaa
1273,rufen::V,чукӧстны,qaaqquaa
1274,prahlen::V,ошшасьны,oqqartuvoq
1275,prahlen::V,ошшасьны,oqallortuvoq
1276,übersetzen::V,вуджӧтны,ikaarpoq
1277,übersetzen::V,вуджӧтны,nutserpaa
1278,denken::V,чайтны,isumaqarpoq
1279,glauben::V,веритны,upperaa
1280,glauben::V,веритны,isumaqarpoq
1281,bemerken::V,казявны,
1282,erkennen::V,тӧдсавны,ilisaraa
1283,begreifen::V,вежӧртны,
1284,verstehen::V,кывны,paasivaa
1285,lernen::V,велӧтчыны,ilinniarpoq
1286,wissen::V,тӧдны,nalunngilaa
1287,sich erinnern an::V,касьтывны,eqqaavaa
1288,vergessen::V,вунӧтны,puiorpaa
1289,messen::V,меряйтны,ussersarpaa
1290,zählen::V,лыддьыны,kisitsivoq
1291,rechnen::V,лыддьыны,kisitsivoq
1292,lesen::V,лыддьӧтны,atuarpoq
1293,zeichnen::V,гижмавны,
1294,schreiben::V,гижны,allappoq
1295,besitzen::V,лоны,
1296,kaufen::V,небны,pisiaraa
1297,verkaufen::V,вузавны,akigaa
1298,bezahlen::V,вештыны,akilerpaa
1299,zahlen::V,вештыны,
1300,ertragen::V,терпитны,ernertaaraa
1301,Insel::N,,qeqertaq
1302,Menge::N,,amerlassuseq
1303,Alter::N,,utoqqaq
1304,richtig::A,,iluarpoq
1305,wahr::A,,ilumoorpoq
1306,berühmt::A,,tusaamasaq
1307,allein::ADV,,kisimiippoq
1308,rennen::V,,igivoq
1309,malen::V,,qalipappaa
1310,beherrschen::V,,inappaa
