,Concept_ID,sq,mdf
788,lange::ADV,për një kohë të gjatë,кува́тьс
789,plötzlich::ADV,befas,а́пак учт
790,sofort::ADV,menjëherë,тяникиге
791,sofort::ADV,aty për aty,тяникиге
792,später::ADV,më vonë,ме́ле
793,jetzt::ADV,tash,тяни
794,heute::ADV,sot,тячи
795,morgen::ADV,nesër,ва́нды
796,bald::ADV,shpejt,курок
797,bald::ADV,së shpejti,курок
798,dann::ADV,pastaj,меле
799,dann::ADV,pastaj,сяда меле
800,gestern::ADV,dje,ися́к
801,einst::ADV,dikur,весть
802,einst::ADV,dikur,мзя́рда-бди
803,damals::ADV,atëherë,эста
804,danach::ADV,mandej,меле
805,vorher::ADV,më parë,инголи
806,zuerst::ADV,së pari,ва́сенда
807,einmal::ADV,njëherë,весть
808,manchmal::ADV,nganjëherë,лия́ста
809,manchmal::ADV,nganjëherë,ко́ста-ко́ста
810,oft::ADV,shpesh,си́деста
811,immer::ADV,përherë,фалу
812,immer::ADV,përherë,най
813,immer::ADV,gjithnjë,фалу
814,immer::ADV,gjithnjë,най
815,niemals::ADV,kurrë,аф мзя́рдонга
816,niemals::ADV,asnjëherë,аф мзя́рдонга
817,hier::ADV,këtu,тяса
818,hierhin::ADV,knej,сей
819,hierhin::ADV,knej,тяза
820,von hier::ADV,që këtej,тя́ста
821,von hier::ADV,prej këtej,тя́ста
822,dort::ADV,aty,тоса
823,dort::ADV,atje,тоса
824,dorthin::ADV,anej,тов
825,dorthin::ADV,anej,тоза
826,geradeaus::ADV,drejt,ви́деста
827,vorwärts::ADV,mbroth,и́нголи
828,vorwärts::ADV,përpara,и́нголи
829,rückwärts::ADV,mbrapsht,ме́ки
830,zurück::ADV,prapa,ме́ки
831,zurück::ADV,mbrapsht,ме́ки
832,unten::ADV,poshtë,ала
833,hinab::ADV,përposh,алу
834,oben::ADV,lart,вяре
835,oben::ADV,sipër,вяре
836,hinauf::ADV,lart,вяри
837,hinauf::ADV,përpjetë,вяри
838,überall::ADV,kudo,се́мбе ва́стова
839,nicht::ADV,s',аф
840,nicht::ADV,nuk,аф
841,ein wenig::ADV,një tis,аф лама
842,kaum::ADV,mezi,а́ньцек
843,sehr::ADV,fort,пяк
844,sehr::ADV,shumë,пяк
845,so::ADV,ashtu,ста́не
846,so::ADV,kështu,ста́не
847,noch::ADV,ende,нинге
848,noch::ADV,akoma,нинге
849,nur::ADV,vetëm,аньцек
850,schon::ADV,tashmë,ни
851,wieder::ADV,përsëri,та́га
852,vergebens::ADV,kot,стак
853,vor::PRP,para,инголе
854,hinter::PRP,prapa,фтала
855,hinter::PRP,prapa,мельге
856,hinter::PRP,mbrapa,фтала
857,hinter::PRP,mbrapa,мельге
858,unter::PRP,nën,ала
859,durch::PRP,nëpër,пачк
860,neben::PRP,pranë,ваксса
861,neben::PRP,përbri,ваксса
862,zwischen::PRP,midis,ёткса
863,zwischen::PRP,ndërmjet,ёткса
864,wegen::PRP,për,сюнеда
865,dies::PRN,ky,тя
866,das::PRN,ky,ся
867,das::PRN,ky,тона
868,alles::PRN,gjithçka,сембе
869,ich::PRN,unë,мон
870,du::PRN,ti,тон
871,er::PRN,ai,сон
872,wir::PRN,ne,минь
873,ihr::PRN,ju,тинь
874,sie::PRN,ata,синь
875,was::FPRN,ç',мезе
876,was::FPRN,çfarë,мезе
877,wer::FPRN,kush,кие
878,wo::FADV,ku,коса
879,wohin::FADV,për ku,ков
880,wohin::FADV,për ku,коза
881,wie::FADV,si,ко́да
882,warum::FADV,pse,мес
883,warum::FADV,përse,мес
884,wieviel::FNUM,sa,мзя́ра
885,eins::NUM,një,фкя
886,zwei::NUM,dy,кафта
887,drei::NUM,tre,колма
888,vier::NUM,katër,ниле
889,fünf::NUM,pesë,вете
890,sechs::NUM,gjashtë,кота
891,sieben::NUM,shtatë,сисем
892,acht::NUM,tetë,кафкса
893,neun::NUM,nëntë,ве́йхкса
894,zehn::NUM,dhjetë,кемонь
895,elf::NUM,njëmbëdhjetë,кефкие
896,zwölf::NUM,dymbëdhjetë,кемгафтува
897,zwanzig::NUM,njëzet,комсь
898,dreißig::NUM,tridhjetë,колмогемонь
899,vierzig::NUM,dyzet,нильге́монь
900,fünfzig::NUM,pesëdhjetë,ве́дьгемонь
901,sechzig::NUM,gjashtëdhjetë,ко́дгемонь
902,siebzig::NUM,shtatëdhjetë,сизьге́монь
903,achtzig::NUM,tetëdhjetë,ка́фксогемонь
904,neunzig::NUM,nëntëdhjetë,ве́йхксогемонь
905,hundert::NUM,qind,сяда
906,tausend::NUM,mijë,тёжянь
907,und::CNJ,e,и
908,und::CNJ,e,дъ
909,und::CNJ,dhe,и
910,und::CNJ,dhe,дъ
911,oder::CNJ,a,или
912,oder::CNJ,a,али
913,oder::CNJ,apo,или
914,oder::CNJ,apo,али
915,stehen::V,rri,а́щемс стя́да
916,sitzen::V,rri,ащемс озада
917,liegen::V,rri shtrirë,ма́дозь а́щемс
918,hängen::V,varem,нюрьгомс
919,werden::V,bëhem,арамс
920,werden::V,bëhem,тиевомс
921,passieren::V,ndodh,лисэмс
922,passieren::V,ndodh,эвондамс
923,beginnen::V,filloj,ушедомс
924,enden::V,përfundoj,лоткамс
925,wechseln::V,ndërroj,по́лафнемс
926,aufgehen[Sonne]::V,hapem,стямс
927,aufgehen[Sonne]::V,hapem,лисемс
928,untergehen[Sonne]::V,hyj,валгомс
929,untergehen[Sonne]::V,perëndoj,валгомс
930,scheinen[Sonne]::V,ndriçoj,ва́лдоптомс
931,donnern::V,gjëmoj,торамс
932,donnern::V,bubulloj,торамс
933,wehen::V,fryj,уфа́мс
934,strömen::V,derdh,шудемс
935,fließen::V,rrjedh,шудемс
936,sich drehen::V,rrotullohem,шаромс
937,schwanken::V,dyzoj,якамс
938,schwingen::V,dridhem,люксемс
939,schwingen::V,dridhem,нюрьсемс
940,fallen::V,bie,прамс
941,fallen::V,bie,прашендомс
942,brennen::V,digjem,паломс
943,rauchen::V,nxjerr tym,качадомс
944,regnen::V,bie shi,пиземс
945,gefrieren::V,ngrij,эйндамс
946,gefrieren::V,ngrij,кельмомс
947,tauen::V,shkrij,соламс
948,schmelzen::V,shkrij,соламс
949,trocknen::V,thaj,коськомс
950,sieden::V,ziej,лакамс
951,faulen::V,kalbem,наксадомс
952,faulen::V,prishem,наксадомс
953,verfaulen::V,kalbem,наксадомс
954,reißen::V,grisem,сязевомс
955,reißen::V,shqyhem,сязевомс
956,versinken::V,humboj,ваямс
957,vergehen::V,kaloj,ётамс
958,erscheinen::V,dukem,эвондамс
959,verschwinden::V,zhdukem,юма́мс
960,sinken::V,ulem,валгомс
961,abnehmen::V,pakësohem,киремс
962,abnehmen::V,zvogëlohem,киремс
963,zunehmen::V,shtohem,ламокстомс
964,zunehmen::V,shtohem,рашнемс
965,steigen::V,rritem,кеподемс
966,wachsen::V,rritem,касомс
967,glänzen::V,vezulloj,цинзелдомс
968,glänzen::V,vezulloj,цифордомс
969,funkeln::V,xixoj,ци́фтордомс
970,funkeln::V,xixëlloj,ци́фтордомс
971,lärmen::V,oshtij,жалнамс
972,lärmen::V,zhurmoj,жалнамс
973,läuten::V,bie,гайфтемс
974,klingeln::V,i bie ziles,гайфтемс
975,klirren::V,kërcëlloj,ка́нзеркшнемс
976,brausen::V,gjëmoj,жоледемс
977,rauschen::V,fëshfërij,вжнамс
978,rauschen::V,fëshfërij,гамнамс
979,klingen::V,tingëlloj,кайгомс
980,bellen::V,leh,ува́мс
981,heulen::V,ulërij,сувомс
982,heulen::V,ulërij,урнамс
983,blasen::V,fryj,уфа́мс
984,pfeifen::V,fishkëllej,вяшкомс
985,schreien::V,bërtas,пешкодомс
986,stöhnen::V,rënkoj,куфцемс
987,zittern::V,trembem,таромс
988,leben::V,rroj,эрямс
989,leben::V,jetoj,эрямс
990,geboren werden::V,lind,шачемс
991,atmen::V,marr frymë,ажнамс
992,trinken::V,pi,симомс
993,essen::V,ha,ярхцамс
994,schlucken::V,gëlltis,нилемс
995,schlucken::V,kapërdij,нилемс
996,müde werden::V,lodhem,сиземс
997,einschlafen::V,bie të fle,матодовомс
998,schlafen::V,fle,удомс
999,aufwachen::V,zgjohem,съргоземс
1000,aufstehen::V,çohem,стямс
1001,aufstehen::V,ngrihem,стямс
1002,sich erholen::V,qetësohem,ваймосемс
1003,sich erholen::V,shtendosem,ваймосемс
1004,krank werden::V,bie i sëmurë,сярядькстомс
1005,krank sein::V,jam i sëmurë,сярядемс
1006,schmerzen::V,dhemb,сярядемс
1007,husten::V,kollitem,козомс
1008,genesen::V,shërohem,пъ́чкамс
1009,sterben::V,vdes,куломс
1010,umkommen::V,vdes,юма́мс
1011,umkommen::V,mbaroj,юма́мс
1012,sich bewegen::V,shkundem,шаштомс
1013,sich rühren::V,lëviz,сърхка́мс
1014,sich erheben::V,ngrihem,стямс
1015,sich setzen::V,ulem,озамс
1016,hinfallen::V,gremisem,прамс
1017,hinfallen::V,gremisem,сяворемс
1018,laufen::V,eci,якамс
1019,schreiten::V,çapem,молемс
1020,schreiten::V,çapem,аськолямс
1021,spazierengehen::V,shëtis,якамс
1022,eilen::V,ngas,эряскодомс
1023,sich beeilen::V,nxitoj,эряскодомс
1024,sausen::V,eci shpejt,лиемс
1025,rennen::V,vrapoj,арнемс
1026,springen::V,kërcej,комотнемс
1027,klettern::V,hipi,ку́цемс
1028,schaukeln::V,kolovitem,нюрямс
1029,kriechen::V,zvarritem,шаштомс комада
1030,schwimmen::V,notoj,уемс
1031,tauchen::V,zhytem,юпиемс
1032,tauchen::V,zhytem,чёпафнемс
1033,rudern::V,vozis,па́немс ве́неж
1034,fahren::V,shkoj,ардомс
1035,fliegen::V,fluturoj,лиемс
1036,gehen::V,eci,молемс
1037,gehen::V,shkoj,молемс
1038,weggehen::V,vete,тумс
1039,abfahren::V,nisem,тумс
1040,anhalten::V,ndalem,лоткамс
1041,hineingehen::V,futem,сува́мс
1042,eintreten::V,hyj,сува́мс
1043,kommen::V,vij,самс
1044,ankommen::V,arrij,самс
1045,ankommen::V,arrij,пачкодемс
1046,ankommen::V,mbërrij,самс
1047,ankommen::V,mbërrij,пачкодемс
1048,zurückkommen::V,kthehem,мърдамс
1049,bleiben::V,mbetem,иля́домс
1050,bleiben::V,qëndroj,иля́домс
1051,warten::V,pres,учемс
1052,erwarten::V,pres,учемс
1053,suchen::V,kërkoj,вешемс
1054,finden::V,gjej,мумс
1055,versuchen::V,mundohem,варчсемс
1056,vorbereiten::V,përgatis,анокламс
1057,lieben::V,dashuroj,кельгомс
1058,mögen::V,dua,кельгомс
1059,lachen::V,qesh,рахамс
1060,lachen::V,qesh,рахсемс
1061,rühren::V,mallëngjej,токамс седи
1062,weinen::V,qaj,авардемс
1063,schimpfen::V,shaj,сюцемс
1064,sich ärgern::V,bëhem verem,кяжиямс
1065,sich fürchten::V,kam frikë,пелемс
1066,sich fürchten::V,frikësohem,пелемс
1067,fürchten::V,kam frikë nga,пелемс
1068,fliehen::V,arratisem,ворьгодемс
1069,flüchten::V,iki,ша́домс
1070,flüchten::V,iki,во́рьгодемс
1071,sehen::V,shoh,няемс
1072,anschauen::V,shikoj,ваномс
1073,ansehen::V,shikoj,ваномс
1074,hören::V,dëgjoj,марямс
1075,zuhören::V,veshtoj,ку́лхдоньомс
1076,probieren::V,provoj,варжамс
1077,riechen::V,nuhas,никса́мс
1078,fühlen::V,ndiej,марямс
1079,scheinen::V,ndriçoj,ня́евомс
1080,zu sehen sein::V,dukem,ня́евомс
1081,vernehmen::V,dëgjoj,марямс
1082,frieren::V,mërdhij,паломс
1083,frieren::V,mërdhij,кельмомс
1084,tun::V,bëj,тиемс
1085,können::V,mund,маштомс
1086,wollen::V,dua,-не-
1087,wollen::V,dëshiroj,-не-
1088,anfangen::V,filloj,ушедомс
1089,beenden::V,kryej,аде́ламс
1090,beenden::V,mbaroj,аде́ламс
1091,aufhören::V,pushoj,лоткамс
1092,gelingen::V,më shkon mbarë,удалакшнемс
1093,geraten::V,del,лисемс
1094,öffnen::V,hap,панжемс
1095,schließen::V,mbyll,сёлгомс
1096,stellen::V,vë,путомс
1097,setzen::V,vë,озафнемс
1098,setzen::V,vë,озавтнемс
1099,legen::V,vë,путомс
1100,berühren::V,rrok,токамс
1101,verbinden::V,bashkoj,сотомс
1102,bedecken::V,mbuloj,комачамс
1103,bedecken::V,mbuloj,вельхтямс
1104,aufhängen::V,var,повфтамс
1105,anzünden::V,ndez,крьвя́стемс
1106,aufheben::V,ngre,кеподемс
1107,aufheben::V,ngre,касфтомс
1108,zurücklassen::V,lë pas,ка́домс
1109,verlieren::V,humb,юма́фтомс
1110,fallen lassen::V,lëshoj,прафтомс
1111,machen::V,bëj,тиемс
1112,herstellen::V,prodhoj,анокламс
1113,bauen::V,ndërtoj,путомс
1114,reparieren::V,ndreq,петемс
1115,reparieren::V,meremetoj,петемс
1116,verbessern::V,përmirësoj,цебярьгофтомс
1117,ändern::V,ndërroj,полафтомс
1118,graben::V,gërmoj,шу́вомс
1119,graben::V,gërmoj,та́ргамс
1120,beugen::V,kërrus,мяндемс
1121,biegen::V,përkul,комафтомс
1122,drehen::V,dredh,шо́вамс
1123,drehen::V,dredh,ша́рфнемс
1124,drehen::V,rrotulloj,шо́вамс
1125,drehen::V,rrotulloj,ша́рфнемс
1126,wenden::V,kthej,ша́рфтомс
1127,umdrehen::V,kthej,шарфтомс
1128,heben::V,ngre,ке́подемс
1129,hochheben::V,ngre,ке́подемс
1130,hochheben::V,ngre,ка́сфтомс
1131,ergreifen::V,rrëmbej,фатямс
1132,halten::V,mbaj,кирдемс
1133,drücken::V,shtyp,люпшта́мс
1134,schieben::V,shtyj,шашфтомс
1135,kratzen::V,kruaj,а́нгорямс
1136,kratzen::V,kruaj,киськоря́мс
1137,kratzen::V,gërvisht,а́нгорямс
1138,kratzen::V,gërvisht,киськоря́мс
1139,lecken::V,lëpij,нолсемс
1140,beißen::V,kafshoj,сускомс
1141,abreißen::V,shkëpus,сяземс
1142,abschneiden::V,cungoj,керомс
1143,binden::V,lidh,сотомс
1144,stecken::V,fus,сялгомс
1145,stecken::V,ngul,сялгомс
1146,brechen::V,thyej,си́ннемс
1147,brechen::V,thyej,ка́лафтомс
1148,klopfen::V,trokas,чакамс
1149,klopfen::V,trokas,чакиемс
1150,hauen::V,godas,шавомс
1151,hauen::V,godas,пиксомс
1152,kleben::V,ngjis,пе́тфнемс
1153,reiben::V,fërkoj,шо́вамс
1154,streichen::V,lyej,вадемс
1155,schleifen::V,mpreh,шо́вамс
1156,schneiden::V,pres,керомс
1157,rütteln::V,shkund,та́рфтомс
1158,schütteln::V,lëkund,шука́демс
1159,schwenken::V,valëvit,яфодемс
1160,schütten::V,mbush,каямс
1161,schütten::V,mbush,нюрьхтя́мс
1162,füllen::V,mbush,пяшкодемс
1163,einwickeln::V,mbështjell,тапардамс
1164,tragen::V,mbaj,кандомс
1165,tragen::V,mbart,кандомс
1166,schleppen::V,heq,ускомс
1167,schleppen::V,zhgërryej,ускомс
1168,ziehen::V,tërheq,ускомс
1169,aufbewahren::V,ruaj,ванфтомс
1170,werfen::V,hedh,ёрямс
1171,fangen::V,kap,кунда́мс
1172,packen::V,rrëmbej,фатямс
1173,verstecken::V,fsheh,кяшемс
1174,teilen::V,ndaj,явомс
1175,schicken::V,dërgoj,кучемс
1176,bringen::V,sjell,кандомс
1177,bringen::V,sjell,пачфтемс
1178,hinzufügen::V,shtoj,пу́томс та́га
1179,hinzufügen::V,shtoj,ма́ксомс та́га
1180,bekommen::V,kap,сявомс
1181,erhalten::V,marr,сявомс
1182,nehmen::V,marr,сявомс
1183,wählen::V,zgjedh,ко́чкамс
1184,auswählen::V,përzgjedh,кочкамс
1185,bewahren::V,ruaj,ванфтомс
1186,behindern::V,pengoj,шорямс
1187,verderben::V,prish,коламс
1188,verderben::V,prish,гастямс
1189,beschädigen::V,dëmtoj,тиендемс зиян
1190,zerbrechen::V,thyej,тапамс
1191,zerreißen::V,çjerr,сяземс
1192,zerreißen::V,zheloj,сяземс
1193,zerstören::V,prish,ка́лафтомс
1194,zerstören::V,shkatërroj,ка́лафтомс
1195,verbrennen::V,djeg,пълхта́мс
1196,geben::V,jap,ма́ксомс
1197,reichen::V,jap,максомс
1198,schenken::V,fal,каземс
1199,schenken::V,dhuroj,каземс
1200,versprechen::V,premtoj,ма́ксомс вал
1201,wünschen::V,uroj,арьсемс
1202,loben::V,lëvdoj,шна́мс
1203,loben::V,lavdëroj,шна́мс
1204,küssen::V,puth,палсемс
1205,wiegen::V,tund,нюря́фтомс
1206,zudecken::V,mbuloj,вельхтямс
1207,wecken::V,zgjoj,стя́фтомс
1208,wecken::V,zgjoj,съ́ргозьфтемс
1209,zeigen::V,dëftej,няфтемс
1210,führen::V,çoj,вятемс
1211,lehren::V,arsej,тонафтомс
1212,unterrichten::V,arsimoj,тонафтомс
1213,aufziehen::V,rris,касфтомс
1214,leiten::V,udhëheq,вятемс
1215,antreiben::V,nxis,вятемс
1216,lassen::V,detyroj,кошардомс
1217,einladen::V,ftoj,тердемс
1218,einladen::V,ftoj,серьгядемс
1219,vereinigen::V,bashkoj,пуроптомс
1220,vereinigen::V,bashkoj,кочкамс марса
1221,besuchen::V,vizitoj,варжамс
1222,treffen::V,ndesh,васьфтомс
1223,sich versammeln::V,tubohem,кочкавомс
1224,spielen::V,loz,налхксемс
1225,spielen::V,luaj,налхксемс
1226,singen::V,këndoj,морамс
1227,tanzen::V,kërcej,кштимс
1228,tanzen::V,vallëzoj,кштимс
1229,sich trennen::V,ndahem,явомс
1230,verlassen::V,braktis,кадондомс
1231,retten::V,shpëtoj,идемс
1232,retten::V,shpëtoj,араламс
1233,bewachen::V,ruaj,ваномс
1234,schützen::V,ruaj,а́раламс
1235,schützen::V,mbroj,а́раламс
1236,verteidigen::V,mbroj,а́раламс
1237,sich schlagen::V,zihem,тюремс
1238,schießen::V,shtie,ляцемс
1239,siegen::V,fitoj,сяськомс
1240,siegen::V,ngadhënjej,сяськомс
1241,ärgern::V,zemëroj,кяжияфтомс
1242,schlagen::V,rrah,токамс
1243,schlagen::V,godas,токамс
1244,treten::V,shtyj,тапамс
1245,treten::V,shtyj më këmbë,тапамс
1246,stechen::V,ther,пупамс
1247,stechen::V,ther,сялгомс
1248,stechen::V,shpoj,пупамс
1249,stechen::V,shpoj,сялгомс
1250,stoßen::V,shtyj,тостядемс
1251,stehlen::V,vjedh,саламс
1252,stören::V,pengoj,шорсемс
1253,belästigen::V,bezdis,токсамс
1254,belästigen::V,bezdis,аф кадомс ваймама
1255,verbergen::V,fsheh,кяшемс
1256,täuschen::V,mashtroj,васькафтомс
1257,täuschen::V,mashtroj,кяльготнемс
1258,betrügen::V,kobis,васькафнемс
1259,töten::V,vras,шавомс
1260,töten::V,vras,аде́ламс
1261,wohnen::V,banoj,эрямс
1262,arbeiten::V,punoj,покодемс
1263,arbeiten::V,vardoj,покодемс
1264,sammeln::V,mbledh,кочкамс
1265,sammeln::V,mbledh,пу́роптомс
1266,sammeln::V,grumbulloj,кочкамс
1267,sammeln::V,grumbulloj,пу́роптомс
1268,pflücken::V,vjel,фатнемс
1269,pflücken::V,vjel,нотфнемс
1270,pflücken::V,mbledh,фатнемс
1271,pflücken::V,mbledh,нотфнемс
1272,jagen::V,gjuaj,кунда́мс
1273,fischen::V,peshkoj,калонь кунда́мс
1274,fischen::V,gjuaj peshk,калонь кунда́мс
1275,fassen::V,zë,кунда́мс
1276,hüten::V,kullos,ваномс
1277,treiben::V,vë përpara,панемс
1278,anbinden::V,lidh,сотомс
1279,füttern::V,grazhdoj,трямс
1280,füttern::V,grazhdoj,а́ндомс
1281,melken::V,mjel,потямс
1282,hacken::V,grij,лазондомс
1283,gießen::V,ujis,валомс
1284,reifen::V,piqem,кенеремс
1285,zubereiten::V,gatuaj,анокламс
1286,kochen::V,ziej,пидемс
1287,backen::V,pjek,пидемс
1288,backen::V,furroj,пидемс
1289,braten::V,fërgoj,пуштомс
1290,braten::V,tiganis,пуштомс
1291,umrühren::V,trazoj,шорямс
1292,stricken::V,thur,кодамс
1293,nähen::V,qep,стамс
1294,färben::V,ngjyej,а́рхтомс
1295,färben::V,bojatis,а́рхтомс
1296,reinigen::V,qëroj,ва́ткамс
1297,reinigen::V,qëroj,а́роптомс
1298,reinigen::V,pastroj,ва́ткамс
1299,reinigen::V,pastroj,а́роптомс
1300,waschen::V,laj,муськомс
1301,waschen::V,finjos,муськомс
1302,abwischen::V,fshij,нардамс
1303,spülen::V,kulloj,оргалдомс
1304,fegen::V,fshij,тяемс
1305,kehren::V,fshij,тяемс
1306,baden::V,lahem,э́шелямс
1307,sich waschen::V,lahem,штамс
1308,ausziehen::V,heq,кайсефтемс
1309,ausziehen::V,zbath,кайсефтемс
1310,anziehen::V,vesh,ща́фтомс
1311,anziehen::V,mbath,ща́фтомс
1312,sich anziehen::V,vishem,щамс
1313,kämmen::V,kreh,се́ендемс
1314,schmücken::V,hijeshoj,на́ряжамс
1315,schmücken::V,hijeshoj,ма́зоптомс
1316,sagen::V,them,азомс
1317,sagen::V,them,мярьгомс
1318,sprechen::V,flas,корхтамс
1319,reden::V,fjalos,корхнемс
1320,reden::V,fjalëtoj,корхнемс
1321,sich unterhalten::V,bisedoj,корхнемс
1322,fragen::V,pyes,ки́зефтемс
1323,bitten::V,lus,а́намс
1324,bitten::V,lus,ве́шемс
1325,bitten::V,lutem,а́намс
1326,bitten::V,lutem,ве́шемс
1327,erzählen::V,rrëfej,а́зондомс
1328,mitteilen::V,kumtoj,азомс
1329,nennen::V,quaj,лемдемс
1330,nennen::V,quaj,путомс лем
1331,rufen::V,thërras,серьгядемс
1332,prahlen::V,mburrem,шна́фтомс пря́
1333,prahlen::V,kapardisem,шна́фтомс пря́
1334,übersetzen::V,përkthej,ётафтомс
1335,denken::V,mendoj,арьсемс
1336,glauben::V,besoj,кемамс
1337,bemerken::V,vërej,ня́емс
1338,erkennen::V,njoh,содамс
1339,erkennen::V,shquaj,содамс
1340,begreifen::V,marr vesh,сатомс
1341,verstehen::V,marr vesh,шарьхкодемс
1342,lernen::V,mësoj,тонафнемс
1343,wissen::V,di,со́дамс
1344,sich erinnern an::V,kujtoj,лятфтамс
1345,vergessen::V,harroj,юкстамс
1346,messen::V,mas,ункснемс
1347,zählen::V,njeh,лу́вомс
1348,zählen::V,njeh,а́рьсемс
1349,rechnen::V,llogaris,лувомс
1350,lesen::V,lexoj,лувомс
1351,lesen::V,lexoj,морафтомс
1352,lesen::V,këndoj,лувомс
1353,lesen::V,këndoj,морафтомс
1354,malen::V,lyej,рисова́ндамс
1355,zeichnen::V,vizatoj,рисова́ндамс
1356,schreiben::V,shkruaj,сёрмадомс
1357,besitzen::V,kam,улемс азоркс
1358,kaufen::V,blej,рамамс
1359,verkaufen::V,shes,мимс
1360,bezahlen::V,paguaj,пандомс
1361,zahlen::V,paguaj,па́ндомс
1362,beherrschen::V,zotëroj,азорондамс
1363,ertragen::V,duroj,кирдемс
