,Concept_ID,bg,hy
114,See::N,езеро,լիճ
115,Sumpf::N,блато,ճահիճ
116,Moor::N,мочурище,ճահիճ
117,Wiese::N,ливада,մարգագետին
118,Wald::N,гора,անտառ
119,Hügel::N,рид,բլուր
120,Hügel::N,хълм,բլուր
121,Anhöhe::N,могила,բարձունք
122,Anhöhe::N,възвишение,բարձունք
123,Berg::N,планина,լեռ
124,Gipfel::N,връх,գագաթ
125,Gipfel::N,връх,կատար
126,Höhle::N,пещера,քարայր
127,Abhang::N,склон,լանջ
128,Abhang::N,склон,զառիվայր
129,Abhang::N,стръмнина,լանջ
130,Abhang::N,стръмнина,զառիվայր
131,Quelle::N,извор,աղբյուր
132,Bach::N,поток,վտակ
133,Fluss::N,река,գետ
134,Ufer::N,бряг,ծովափ
135,Küste::N,бряг,ափ
136,Küste::N,бряг,ծովափ
137,Küste::N,крайбрежие,ափ
138,Küste::N,крайбрежие,ծովափ
139,Festland::N,суша,ցամաք
140,Meer::N,море,ծով
141,Bucht::N,залив,հաչիւն
142,Insel::N,остров,վղզի
143,Blume::N,цвете,ծաղիկ
144,Gras::N,трева,խոտ
145,Wurzel::N,корен,արմատ
146,Baum::N,дърво,ծառ
147,Stamm::N,стъбло,իրան
148,Rinde::N,кора,կեղեւ
149,Rinde::N,кора,հաչոց
150,Ast::N,клон,ճյուղ
151,Zweig::N,клон,ճյուղ
152,Blatt::N,лист,տերեւ
153,Birke::N,бреза,ցարասի
154,Kiefer[Baum]::N,бор,սոճի
155,Weide[Baum]::N,върба,ուռենի
156,Tanne::N,ела,եղեւին
157,Horn::N,рог,
158,Feder::N,перо,փետուր
159,Fell::N,кожа,մորթի
160,Flügel::N,крило,թեւ
161,Klaue::N,нокът,չանչ
162,Kralle::N,нокът,ճանկ
163,Schwanz::N,опашка,պոչ
164,Ei::N,яйце,ձու
165,Nest::N,гнездо,բույն
166,Bau::N,дупка,որջ
167,Bau::N,дупка,բայոց
168,Tier::N,животно,կենդանի
169,Herde::N,стадо,հոտ
170,Kuh::N,крава,կով
171,Bulle::N,бик,ցուլ
172,Pferd::N,кон,ձի
173,Schaf::N,овца,ոչխար
174,Schwein::N,свиня,խոզ
175,Hund::N,куче,շուն
176,Katze::N,котка,կատու
177,Bär::N,мечка,արջ
178,Eichhörnchen::N,катерица,սկյուռ
179,Elch::N,лос,հիւսիսային եղջերու
180,Fuchs::N,лисица,աղվես
181,Hase::N,заек,նապաստակ
182,Maus::N,мишка,մուկ
183,Wolf::N,вълк,գայլ
184,Vogel::N,птица,թռչուն
185,Schwarm::N,рой,երամ
186,Schwarm::N,рояк,երամ
187,Huhn::N,кокошка,հավ
188,Hahn::N,петел,աքաղաղ
189,Gans::N,гъска,սագ
190,Adler::N,орел,արծիվ
191,Ente::N,патица,բադ
192,Eule::N,сова,բու
193,Kranich::N,жерав,կռունկ
194,Krähe::N,врана,ագռավ
195,Kuckuck::N,кукувица,կուկու
196,Schwan::N,лебед,կարապ
197,Fisch::N,риба,ձուկ
198,Barsch::N,костур,պերկես
199,Hecht::N,щука,գայլաձուկ
200,Schlange[Tier]::N,змия,օձ
201,Wurm::N,червей,որդ
202,Wurm::N,червей,ճիճու
203,Spinne::N,паяк,սարդ
204,Ameise::N,мравка,միջյուն
205,Laus::N,въшка,ոջիլ
206,Mücke::N,комар,մժղուկ
207,Fliege::N,муха,ճանճ
208,Schmetterling::N,пеперуда,թիթեռ
209,Beere::N,плод,հատապտուղ
210,Apfel::N,ябълка,խնձոր
211,Pilz::N,гъба,սունկ
212,Zwiebel::N,лук,սոխ
213,Zwiebel::N,кромид,սոխ
214,Saat::N,семе,սերմ
215,Korn::N,зърно,հատիկ
216,Heu::N,сено,խոտ
217,Schale::N,кора,կեղեւ
218,Grube::N,яма,փոս
219,Grube::N,дупка,փոս
220,Falle::N,примка,ծուղակ
221,Schlinge::N,клуп,խեղդան
222,Spur::N,диря,հետք
223,Spur::N,следа,հետք
224,Asche::N,пепел,մոխիր
225,Dreck::N,кал,աղտ
226,Eisen::N,желязо,երկաթ
227,Gold::N,злато,ոսկի
228,Silber::N,сребро,արծաթ
229,Kohle::N,въглища,քարածուխ
230,Glas::N,стъкло,ապակի
231,Lehm::N,глина,կավ
232,Sand::N,пясък,ավազ
233,Mensch::N,човек,մարդ
234,Mann::N,мъж,մարդ
235,Mann::N,мъж,տղամարդ
236,Frau::N,жена,կին
237,Kind::N,дете,զավակ
238,Junge::N,момче,տղա
239,Mädchen::N,момиче,աղջիկ
240,Familie::N,фамилия,ընտանիք
241,Familie::N,семейство,ընտանիք
242,Großvater::N,дядо,պապ
243,Großmutter::N,баба,տատ
244,Eltern::N,родители,ծնողներ
245,Vater::N,баща,հայր
246,Mutter::N,майка,մայր
247,Sohn::N,син,որդի
248,Tochter::N,дъщеря,աղջիկ
249,Tochter::N,дъщеря,դուստր
250,Bruder::N,брат,եղբայր
251,Schwester::N,сестра,քույր
252,Onkel::N,чичо,քեռի
253,Onkel::N,чичо,հորեղբայր
254,Onkel::N,вуйчо,քեռի
255,Onkel::N,вуйчо,հորեղբայր
256,Tante::N,леля,մորաքույր
257,Ehemann::N,съпруг,մարդ
258,Ehemann::N,съпруг,ամուսին
259,Ehefrau::N,съпруга,կին ամուսին
260,Freude::N,радост,ուրախություն
261,Gelächter::N,смях,ծիծաղ
262,Glück::N,щастие,երջանկություն
263,Kummer::N,тъга,վիշտ
264,Wunsch::N,желание,ցանկություն
265,Lust::N,желание,փափագ
266,Lust::N,желание,իղձ
267,Geist::N,дух,ոգի
268,Gedanke::N,мисъл,միտք
269,Gedächtnis::N,памет,հիշողություն
270,Verstand::N,ум,խելք
271,Verstand::N,разум,խելք
272,Sinn::N,смисъл,իմաստ
273,Grund::N,причина,պատճառ
274,Wahrheit::N,правда,ճշմարտություն
275,Gespräch::N,разговор,զրույց
276,Märchen::N,приказка,պայիկի պատմություն
277,Erzählung::N,разказ,պատմվածք
278,Erzählung::N,разказ,պատմություն
279,Nachricht::N,вест,հաղորդագրություն
280,Nachricht::N,известие,հաղորդագրություն
281,Neuigkeit::N,новина,լուր
282,Neuigkeit::N,новина,նորություն
283,Name::N,име,անուն
284,Rätsel::N,гатанка,բարդ խնդիր
285,Rede::N,реч,ճառ
286,Rede::N,реч,ելույթ
287,Rede::N,слово,ճառ
288,Rede::N,слово,ելույթ
289,Sprache::N,език,լեզու
290,Stimme::N,глас,ձայն
291,Wort::N,дума,բառ
292,Zeichen::N,знак,նշան
293,Ruf::N,зов,կոչ
294,Ruf::N,зов,կանչ
295,Lärm::N,шум,աղմուկ
296,Lärm::N,глъчка,աղմուկ
297,Laut::N,звук,հնչյուն
298,Laut::N,звук,ձայն
299,Ton::N,тон,տոն
300,Lied::N,песен,երգ
301,Ruhe::N,тишина,անդորրություն
302,Ruhe::N,спокойствие,անդորրություն
303,Leute::N,хора,մարդիկ
304,Volk::N,народ,ազգ
305,Arbeit::N,труд,գործ
306,Arbeit::N,труд,աշխատանք
307,Arbeit::N,работа,գործ
308,Arbeit::N,работа,աշխատանք
309,Gast::N,гост,հյուր
310,Geschenk::N,дар,նվեր
311,Geschenk::N,подарък,նվեր
312,Spiel::N,игра,խաղ
313,Gesellschaft::N,общество,ընկերություն
314,Hilfe::N,помощ,օգնությթուն
315,Freund::N,приятел,ընկեր
316,Freund::N,приятел,բարեկամ
317,Kamerad::N,другар,ուղեկից
318,Angelegenheit::N,работа,բան
319,Angelegenheit::N,работа,գործ
320,Anzahl::N,брой,քանակ
321,Anzahl::N,брой,գումար
322,Anzahl::N,количество,քանակ
323,Anzahl::N,количество,գումար
324,Art::N,вид,տեսակ
325,Stück::N,къс,կտոր
326,Stück::N,парче,կտոր
327,Teil::N,дял,մաս
328,Teil::N,част,մաս
329,Hälfte::N,половина,կես
330,Kreis::N,кръг,շիջանակ
331,Kreuz::N,кръст,խաչ
332,Linie::N,черта,գիծ
333,Strich::N,щрих,գիծ
334,Strich::N,черта,գիծ
335,Abstand::N,дистанция,անջրպետ
336,Abstand::N,разстояние,անջրպետ
337,Entfernung::N,разстояние,հեռավորություն
338,Gegend::N,местност,շրջան
339,Platz::N,място,տարածություն
340,Ort::N,място,տեղ
341,Ort::N,място,վայր
342,Seite::N,страна,կողմ
343,Mitte::N,среда,մեջտեղ
344,Gegenstand::N,предмет,առարկա
345,Sache::N,вещ,բան
346,Rand::N,ръб,վերջք
347,Kante::N,ръб,եզր
348,Kante::N,кант,եզր
349,Ecke::N,ъгъл,անկյուն
350,Spitze::N,връх,ծայր
351,Spitze::N,острие,ծայր
352,Ende::N,край,ծայր
353,Loch::N,дупка,անցք
354,Winkel::N,кът,անկյուն
355,Winkel::N,ъгъл,անկյուն
356,Muster::N,десен,օրինակ
357,Muster::N,образец,օրինակ
358,Größe::N,големина,մեծություն
359,Länge::N,дължина,երկարություն
360,Höhe::N,висота,բարձրություն
361,Höhe::N,височина,բարձրություն
362,Gewicht::N,тегло,կշիռ
363,Gewicht::N,тежест,կշիռ
364,Menge::N,количество,քանակ
365,Haufen::N,куп,դեզ
366,Haufen::N,куп,կույտ
367,Haufen::N,грамада,դեզ
368,Haufen::N,грамада,կույտ
369,Reihe::N,ред,շարք
370,Reihe::N,ред,կարգ
371,Reihe::N,редица,շարք
372,Reihe::N,редица,կարգ
373,Boot::N,лодка,նավակ
374,Ruder::N,весло,թի
375,Ruder::N,весло,թիակ
376,Ruder::N,гребло,թի
377,Ruder::N,гребло,թիակ
378,Schlitten::N,шейна,բալխիր
379,Ski::N,ски,դահուկ
380,Lagerfeuer::N,огнище,բացօդեայ կրակ
381,Last::N,товар,բեռ
382,Gang::N,ход,զբոսանք
383,Gang::N,вървеж,զբոսանք
384,Schritt::N,стъпка,քայլ
385,Norden::N,север,հյուսիս
386,Süden::N,юг,հարավ
387,Westen::N,запад,արեւմուտք
388,Osten::N,изток,արեւելք
389,Holz::N,дърво,փայտ
390,Brett::N,дъска,տախտակ
391,Stange::N,прът,ձող
392,Stange::N,върлина,ձող
393,Stock::N,прът,փայտ
394,Stock::N,тояга,փայտ
395,Stab::N,прът,ցուպ
396,Stab::N,прът,գավազան
397,Rohr::N,цев,խողովակ
398,Rohr::N,тръба,խողովակ
399,Haus::N,къща,տուն
400,Heim::N,дом,տուն
401,Ofen::N,печка,վառարան
402,Fußboden::N,под,հատակ
403,Tisch::N,маса,սեղան
404,Stuhl::N,стол,աթոռ
405,Wiege::N,люлка,օրորոց
406,Bett::N,легло,անկողին
407,Bett::N,креват,անկողին
408,Regal::N,рафт,դարակ
409,Regal::N,етажерка,դարակ
410,Kiste::N,кутия,տուփ
411,Kiste::N,сандък,տուփ
412,Fenster::N,прозорец,պատուհան
413,Tür::N,врата,դուռ
414,Tor::N,врата,դարպաս
415,Zaun::N,ограда,ցանկապատ
416,Dach::N,покрив,տանիք
417,Dach::N,покрив,կտուր
418,Leiter::N,стълба,սանդուղք
419,Besen::N,метла,ավել
420,Spaten::N,лопата,բահ
421,Schaufel::N,лопата,թի
422,Gabel::N,вилица,պատառաքաղ
423,Löffel::N,лъжица,գդալ
424,Messer::N,нож,դանակ
425,Nagel::N,гвоздей,մեխ
426,Netz::N,мрежа,ցանց
427,Haken::N,кука,կարթ
428,Haken::N,закачалка,կարթ
429,Griff::N,ръчка,կոթ
430,Griff::N,ръчка,բռնակ
431,Griff::N,дръжка,կոթ
432,Griff::N,дръжка,բռնակ
433,Schloss::N,брава,կողպեք
434,Schloss::N,ключалка,կողպեք
435,Bild::N,картина,նկար
436,Bild::N,картина,պատկեր
437,Figur::N,фигура,քանդակ
438,Figur::N,фигура,պատկեր
439,Puppe::N,кукла,տիկնիկ
440,Beutel::N,кесия,տոպրակ
441,Bündel::N,връзка,կապոց
442,Tasche::N,чанта,պայուսակ
443,Eimer::N,кофа,դույլ
444,Deckel::N,капак,կափարիչ
445,Deckel::N,похлупак,կափարիչ
446,Geschirr::N,съдове,ամանեղեն
447,Sack::N,чувал,պարկ
448,Sack::N,чувал,տոպրակ
449,Tasse::N,чаша,թաս
450,Tasse::N,чаша,գավաթ
451,Topf::N,гърне,անոթ
452,Topf::N,тенджера,անոթ
453,Kessel::N,котел,կաթսա
454,Essen::N,ядене,կերակուր
455,Nahrung::N,храна,ուտելիք
456,Speise::N,ястие,խորտիկ
457,Speise::N,ястие,կերակուր
458,Fleisch::N,месо,միս
459,Getreide::N,зърнено храни,հացահատիկ
460,Brei::N,каша,լանդակ
461,Brot::N,хляб,հաց
462,Scheibe::N,резен,կտոր
463,Scheibe::N,резен,պատառ
464,Fett::N,мазнина,ճարպ
465,Butter::N,масло,կարագ
466,Öl::N,олио,ձեթ
467,Öl::N,оливия,ձեթ
468,Salz::N,сол,աղ
469,Suppe::N,супа,սուպ
470,Suppe::N,супа,ապուր
471,Honig::N,мед,մեղր
472,Milch::N,мляко,կաթ
473,Tee::N,чай,թեյ
474,Leder::N,кожа,կաշի
475,Wolle::N,вълна,բուրդ
476,Stoff::N,плат,գործվածք
477,Stoff::N,материал,գործվածք
478,Nadel::N,игла,ասեղ
479,Faden::N,конец,թել
480,Knopf::N,копче,կոճակ
481,Knoten::N,възел,հանգույց
482,Farbe::N,боя,ներկ
483,Kleidung::N,дрехи,հագուստ
484,Kleidung::N,облекло,հագուստ
485,Hemd::N,риза,վերնաշապիկ
486,Kragen::N,яка,օձիք
487,Ärmel::N,ръкав,թեւք
488,Hose::N,панталони,շալվար
489,Gürtel::N,пояс,գոտի
490,Gürtel::N,колан,գոտի
491,Mütze::N,каскет,կեպի
492,Mütze::N,фуражка,կեպի
493,Schuh::N,обувка,կոշիկ
494,Stiefel::N,ботуш,երկարաճիթ կոշիկ
495,Ring::N,пръстен,զնգալ
496,Band::N,лента,ժապավեն
497,Band::N,връзка,ժապավեն
498,Kamm::N,гребен,սանր
499,Spiegel::N,огледало,հայելի
500,Riemen::N,каиш,փոկ
501,Riemen::N,ремък,փոկ
502,Schnur::N,връв,լար
503,Leine::N,връв,փոկ
504,Leine::N,въже,փոկ
505,Decke::N,покривка,վերմակ
506,Kissen::N,възглавница,բարձ
507,Tuch::N,сукно,թաշկինակ
508,Handtuch::N,пешкир,սրբիչ
509,Handtuch::N,кърпа за лице,սրբիչ
510,Kraft::N,мощ,ուժ
511,Kraft::N,сила,ուժ
512,Stärke::N,сила,պնդություն
513,Stärke::N,сила,ամրություն
514,Gesundheit::N,здраве,առողջություն
515,Krankheit::N,болест,ախտ
516,Krankheit::N,болест,հիվանդություն
517,Schmerz::N,болка,ցավ
518,Schmerz::N,болка,տանջանք
519,Wunde::N,рана,վերք
520,Fieber::N,треска,տենդ
521,Fieber::N,температура,տենդ
522,Arznei::N,лек,դեղ
523,Arznei::N,лекарство,դեղ
524,Brücke::N,мост,կամուրջ
525,Brunnen::N,чешма,հոր
526,Brunnen::N,чешма,ջրհոր
527,Brunnen::N,кладенец,հոր
528,Brunnen::N,кладенец,ջրհոր
529,Weide::N,паша,արոտավայր
530,Weide::N,пасище,արոտավայր
531,Pfad::N,пътека,արահետ
532,Weg::N,път,ուղի
533,Straße::N,шосе,ճանապարհ
534,Dorf::N,село,գյուղ
535,Stadt::N,град,քաղաք
536,Brief::N,писмо,նամակ
537,Buch::N,книга,գիրք
538,Buchstabe::N,буква,տառ
539,Buchstabe::N,буква,գիր
540,Zeitung::N,вестник,լրագիր
541,Leben::N,живот,կյանք
542,Tod::N,смърт,մահ
543,Grab::N,гроб,գերեզման
544,Kirche::N,църква,եկեղեցի
545,Sünde::N,грях,մեղք
546,Gott::N,бог,աստված
547,Arbeiter::N,работник,բանվոր
548,Arbeiter::N,работник,աշխատող
549,Chef::N,шеф,տեր
550,Chef::N,началник,տեր
551,Meister::N,майстор,վարպետ
552,Arzt::N,лекар,բժիշկ
553,Lehrer::N,учител,ուսուցիչ
554,Geld::N,пари,փող
555,Geschäft::N,сделка,գործ
556,Geschäft::N,сделка,աշխատանք
557,Laden::N,дюкян,կրպակ
558,Laden::N,дюкян,խանութ
559,Laden::N,магазин,կրպակ
560,Laden::N,магазин,խանութ
561,Preis::N,цена,գին
562,Ware::N,стока,ապրանք
563,Nutzen::N,полза,օգուտ
564,Nutzen::N,облага,օգուտ
565,Reichtum::N,богатство,հարստություն
566,Welt::N,свят,աշխարհ
567,Land::N,страна,երկիր
568,Staat::N,щат,պետություն
569,Staat::N,държава,պետություն
570,König::N,крал,արքա
571,König::N,крал,թագավոր
572,Macht::N,мощ,իշխանություն
573,Macht::N,власт,իշխանություն
574,Grenze::N,граница,սահման
575,Krieg::N,война,պատերազմ
576,Feind::N,враг,թշնամի
577,Feind::N,неприятел,թշնամի
578,Gewalt::N,сила,բռնություն
579,Gewalt::N,сила,սաստկություն
580,Gewalt::N,насилие,բռնություն
581,Gewalt::N,насилие,սաստկություն
582,Kampf::N,борба,մարտ
583,Kampf::N,сражение,մարտ
584,Bogen[Waffe]::N,лък,աղեղ
585,Pfeil::N,стрела,նետ
586,Gewehr::N,пушка,հրացան
587,Fehler::N,грешка,սխալ
588,Lüge::N,лъжа,սուտ
589,Schaden::N,повреда,վնաս
590,Unglück::N,нещастие,դժբախտություն
591,Schuld::N,вина,պակասություն
592,Alter::N,възраст,հասակ
593,Schluss::N,край,վերջ
594,Schluss::N,край,վախճան
595,Zeit::N,време,ժամանակ
596,Tag::N,ден,օր
597,Morgen::N,утро,առավոտ
598,Morgen::N,сутрин,առավոտ
599,Mittag::N,обед,կեսօր
600,Mittag::N,пладне,կեսօր
601,Abend::N,вечер,երեկո
602,Nacht::N,нощ,գիշեր
603,Woche::N,седмица,շաբաթ
604,Monat::N,месец,ամիս
605,Jahr::N,година,տարի
606,Frühling::N,пролет,գարուն
607,Sommer::N,лято,ամառ
608,Herbst::N,есен,աշուն
609,Winter::N,зима,ձմեռ
610,Januar::N,януари,հունվար
611,Februar::N,февруари,փետրվար
612,März::N,март,մարտ
613,April::N,април,ապրիլ
614,Mai::N,май,մայիս
615,Juni::N,юни,հունիս
616,Juli::N,юли,հուլիս
617,August::N,август,օգոստոս
618,September::N,септември,սեպտեմբեր
619,Oktober::N,октомври,հոկտեմբեր
620,November::N,ноември,նոյեմբեր
621,Dezember::N,декември,դեկտեմբեր
622,Montag::N,понеделник,երկուշաբթի
623,Dienstag::N,вторник,երեքշաբթի
624,Mittwoch::N,сряда,չորեքշաբթի
625,Donnerstag::N,четвъртък,հինգշաբթի
626,Freitag::N,петък,ուրբաթ
627,Samstag::N,събота,շաբաթ
628,Sonntag::N,неделя,կիրակի
629,groß::A,едър,մեծ
630,groß::A,едър,խոշոր
631,groß::A,голям,մեծ
632,groß::A,голям,խոշոր
633,klein::A,малък,պստիկ
634,klein::A,малък,փոքրիկ
635,klein::A,дребен,պստիկ
636,klein::A,дребен,փոքրիկ
637,lang::A,дълъг,երկար
638,kurz::A,къс,կարճ
639,breit::A,широк,լայն
640,schmal::A,тесен,նեղ
641,dicht::A,гъст,խիտ
642,dick[Gegenstand]::A,дебел,հաստ
643,dünn::A,тънък,բարակ
644,fein::A,фин,նուրբ
645,fein::A,тънък,նուրբ
646,fest::A,твърд,ամուր
647,fest::A,твърд,պինդ
648,fest::A,плътен,ամուր
649,fest::A,плътен,պինդ
650,flach::A,равен,տափակ
651,flach::A,плосък,տափակ
652,glatt::A,гладък,հարթ
653,hart::A,твърд,կարծր
654,hart::A,корав,կարծր
655,weich::A,мек,մեղմ
656,weich::A,мек,փափուկ
657,rund::A,кръгъл,կլոր
658,spitz::A,островръх,սրածայր
659,scharf::A,остър,սուր
660,stumpf::A,тъп,գուլ
661,schwer::A,тежък,ծանր
662,schön::A,хубав,սիրուն
663,schön::A,хубав,գեղեցիկ
664,schön::A,красив,սիրուն
665,schön::A,красив,գեղեցիկ
666,heiß::A,жарък,թեժ
667,warm::A,топъл,տաք
668,warm::A,топъл,ջերմ
669,kalt::A,студен,ցուրտ
670,kühl::A,хладен,զով
671,frisch::A,свеж,թարմ
672,feucht::A,влажен,ղոնավ
673,nass::A,мокър,թաց
674,trocken::A,сух,ցամաք
675,voll::A,пълен,լի
676,voll::A,пълен,լիքը
677,leer::A,празен,դատարկ
678,offen::A,откровен,բաց
679,geschlossen::A,закрит,գոց
680,geschlossen::A,затворен,գոց
681,sauber::A,чист,մաքուր
682,schmutzig::A,мръсен,կեղտոտ
683,roh::A,суров,հում
684,reif::A,зрял,հասած
685,reif::A,зрял,հասուն
686,lecker::A,вкусен,համեղ
687,süß::A,сладък,անուշ
688,bitter::A,горчив,կծու
689,sauer::A,кисел,թթու
690,sauer::A,кисел,թթված
691,hell::A,ясен,պայծառ
692,hell::A,ясен,խելամիտ
693,hell::A,светъл,պայծառ
694,hell::A,светъл,խելամիտ
695,dunkel::A,тъмен,մութ
696,schwarz::A,черен,սեւ
697,weiß::A,бял,սպիտակ
698,rot::A,червен,կարմիր
699,gelb::A,жълт,դեղին
700,blau::A,син,կապույտ
701,grün::A,зелен,կանաչ
702,grau::A,сив,գորշ
703,bunt::A,шарен,գոյնզգոյն
704,bunt::A,пъстър,գոյնզգոյն
705,billig::A,евтин,էժան
706,teuer::A,скъп,թանկ
707,wertvoll::A,ценен,թանկարժեք
708,blind::A,сляп,կույր
709,taub::A,глух,խուլ
710,kräftig::A,силен,հզոր
711,stark::A,здрав,ուժեղ
712,stark::A,силен,ուժեղ
713,schwach::A,слаб,տկար
714,schwach::A,слаб,թույլ
715,fett::A,тлъст,գեր
716,schlank::A,тънък,նիհար
717,schlank::A,строен,նիհար
718,hübsch::A,хубав,գրավիչ
719,hübsch::A,хубав,սիրունիկ
720,böse::A,зъл,չար
721,dumm::A,глупав,հիմար
722,faul::A,ленив,ծույլ
723,faul::A,мързелив,ծույլ
724,fleißig::A,прилежен,ջանասեր
725,fleißig::A,прилежен,փութաջան
726,geizig::A,скъпернически,ագահ
727,geizig::A,скъпернически,կծծի
728,klug::A,умен,խելոք
729,klug::A,умен,ընդունակ
730,klug::A,разумен,խելոք
731,klug::A,разумен,ընդունակ
732,geschickt::A,умел,ճարտար
733,geschickt::A,сръчен,ճարտար
734,lieb::A,мил,սիրելի
735,lieb::A,драг,սիրելի
736,lustig::A,весел,զվարթ
737,sanft::A,нежен,հեզ
738,sanft::A,кротък,հեզ
739,hungrig::A,гладен,քաղցած
740,krank::A,болен,հիվանդ
741,nackt::A,гол,մերկ
742,traurig::A,тъжен,տխուր
743,traurig::A,печален,տխուր
744,lebendig::A,жив,կենդանի
745,gut::A,добър,լավ
746,schlecht::A,лош,վատ
747,richtig::A,правилен,ձիշտ
748,schlimm::A,лош,լղրճուկ
749,wahr::A,верен,ճիշտ
750,wahr::A,верен,իրական
751,wahr::A,истински,ճիշտ
752,wahr::A,истински,իրական
753,alt::A,стар,հին
754,alt::A,древен,հին
755,neu::A,нов,նոր
756,ehemalig::A,бивш,նախկին
757,alt[Lebewesen]::A,стар,ծեր
758,alt[Lebewesen]::A,стар,պառավ
759,jung::A,млад,մատաղ
760,arm::A,беден,աղքատ
761,reich::A,богат,հարուստ
762,bekannt::A,познат,ծանոթ
763,bekannt::A,известен,ծանոթ
764,berühmt::A,почут,հայտնի
765,berühmt::A,почут,հռչակավոր
766,berühmt::A,известен,հայտնի
767,berühmt::A,известен,հռչակավոր
768,fremd::A,чужд,օտար
769,verschieden::A,разен,տարբեր
770,verschieden::A,различен,տարբեր
771,nah::A,близък,մոտ
772,nah::A,близък,մերձ
773,fern::A,далечен,հեռավոր
774,linker::A,ляв,ձախ
775,rechter::A,прав,աջ
776,anderer::A,друг,այլ
777,anderer::A,друг,ուրիշ
778,erster::A,пръв,առաջին
779,erster::A,първи,առաջին
780,zweiter::A,втори,երկրորդ
781,dritter::A,трети,երրորդ
782,letzter::A,последен,վերջին
