,Concept_ID,ba,fr
788,gestern::ADV,кисә,hier
789,einst::ADV,ҡасандыр,jadis
790,einst::ADV,ҡасандыр,autrefois
791,einst::ADV,бер баҡыт,jadis
792,einst::ADV,бер баҡыт,autrefois
793,damals::ADV,ул саҡта,alors
794,damals::ADV,ул саҡта,à l'époque
795,danach::ADV,һуңынан,après
796,danach::ADV,һуңынан,ensuite
797,vorher::ADV,элек,auparavant
798,zuerst::ADV,башта,d'abord
799,zuerst::ADV,башта,premièrement
800,einmal::ADV,бер,une fois
801,manchmal::ADV,ҡайһы берҙә,parfois
802,manchmal::ADV,ҡайһы берҙә,quelquefois
803,oft::ADV,йыш,souvent
804,immer::ADV,һәр ҡасан,toujours
805,niemals::ADV,бер ҡасан да,ne ... jamais
806,niemals::ADV,бер ваҡытта ла,ne ... jamais
807,hier::ADV,бында,ici
808,hierhin::ADV,бында,par ici
809,von hier::ADV,бынан,d'ici
810,von hier::ADV,ошонан,d'ici
811,dort::ADV,шунда,là
812,dort::ADV,шунда,là-bas
813,dort::ADV,тегендә,là
814,dort::ADV,тегендә,là-bas
815,dorthin::ADV,шунда,y
816,dorthin::ADV,шунда,par là
817,dorthin::ADV,тегеләй,y
818,dorthin::ADV,тегеләй,par là
819,geradeaus::ADV,тура,tout droit
820,vorwärts::ADV,алға,en avant
821,rückwärts::ADV,кирегә,en arrière
822,zurück::ADV,кирегә,de retour
823,unten::ADV,түбәндә,en bas
824,unten::ADV,түбәндә,au-dessous
825,hinab::ADV,түбәнгә,en bas
826,hinab::ADV,түбәнгә,vers le bas
827,oben::ADV,юғарыла,dessus
828,oben::ADV,юғарыла,en haut
829,hinauf::ADV,юғарыға,en haut
830,hinauf::ADV,юғарыға,vers le haut
831,überall::ADV,бөтә урында,partout
832,nicht::ADV,тугел,ne ... pas
833,ein wenig::ADV,аҙ,un peu
834,kaum::ADV,көскә,à peine
835,kaum::ADV,саҡ-саҡ,à peine
836,sehr::ADV,ифат,très
837,so::ADV,шулай,si
838,so::ADV,шулай,ainsi
839,noch::ADV,йәнә,encore
840,nur::ADV,бары,seulement
841,nur::ADV,бары,ne ... que
842,schon::ADV,инде,déjà
843,wieder::ADV,тағы,de nouveau
844,vergebens::ADV,бушҡа,en vain
845,vor::PRP,алдында,devant
846,hinter::PRP,артында,derrière
847,unter::PRP,аҫтында,sous
848,unter::PRP,аҫтында,au-dessous de
849,durch::PRP,үтә,par
850,durch::PRP,үтә,à travers
851,neben::PRP,эргәһендә,à côté de
852,zwischen::PRP,араһында,entre
853,wegen::PRP,өсөн,à cause de
854,wegen::PRP,сәбәпле,à cause de
855,dies::PRN,был,ceci
856,dies::PRN,ошо,ceci
857,das::PRN,ул,ce
858,das::PRN,ул,cela
859,alles::PRN,бөтә,tout
860,ich::PRN,мин,je
861,ich::PRN,мин,moi
862,du::PRN,һин,tu
863,du::PRN,һин,toi
864,er::PRN,ул,il
865,er::PRN,ул,lui
866,wir::PRN,беҙ,nous
867,ihr::PRN,һеҙ,vous
868,sie::PRN,улар,ils
869,sie::PRN,улар,elles
870,was::FPRN,ә,que
871,was::FPRN,ә,quoi
872,was::FPRN,ни,que
873,was::FPRN,ни,quoi
874,was::FPRN,нәмә,que
875,was::FPRN,нәмә,quoi
876,wer::FPRN,ҡем,qui
877,wo::FADV,ҡайҙа,où
878,wohin::FADV,ҡайҙа,où
879,wie::FADV,инидәй,comment
880,warum::FADV,ин өсөн,pourquoi
881,wieviel::FNUM,күпме,combien
882,eins::NUM,бер,un
883,zwei::NUM,ике,deux
884,zwei::NUM,икәү,deux
885,drei::NUM,өс,trois
886,vier::NUM,дүрт,quatre
887,fünf::NUM,биш,cinq
888,sechs::NUM,алты,six
889,sieben::NUM,ете,sept
890,acht::NUM,һигеҙ,huit
891,neun::NUM,туғыҙ,neuf
892,zehn::NUM,ун,dix
893,elf::NUM,ун бер,onze
894,zwölf::NUM,ун ике,douze
895,zwanzig::NUM,егерме,vingt
896,dreißig::NUM,утыҙ,trente
897,vierzig::NUM,ҡырҡ,quarante
898,fünfzig::NUM,илле,cinquante
899,sechzig::NUM,алтмыш,soixante
900,siebzig::NUM,етмеш,soixante-dix
901,achtzig::NUM,һикһән,quatre-vingt
902,neunzig::NUM,туҡһан,quatre-vingt-dix
903,hundert::NUM,йөҙ,cent
904,tausend::NUM,мең,mille
905,und::CNJ,да,et
906,oder::CNJ,йәки,ou
907,stehen::V,тороу,être debout
908,sitzen::V,ултырыу,être assis
909,liegen::V,ятыу,être couché
910,hängen::V,аҫылынып тороу,pendre
911,werden::V,булыу,devenir
912,passieren::V,булыу,se passer
913,beginnen::V,башлау,commencer
914,enden::V,бөтөү,finir
915,enden::V,бөтөү,se terminer
916,enden::V,тамамланыү,finir
917,enden::V,тамамланыү,se terminer
918,wechseln::V,үҙгәреү,changer
919,wechseln::V,үҙгәреү,alterner
920,aufgehen[Sonne]::V,ҡалҡыу,se lever
921,untergehen[Sonne]::V,байыу,se coucher
922,scheinen[Sonne]::V,яҡтыртып тороу,briller
923,donnern::V,күкрәү,tonner
924,wehen::V,иҫеү,souffler
925,strömen::V,ташыу,affluer
926,fließen::V,ағыу,couler
927,sich drehen::V,әйләнеү,tourner
928,schwanken::V,тирбәлеү,osciller
929,schwanken::V,тирбәлеү,chanceler
930,schwingen::V,бәүетеү,vibrer
931,schwingen::V,бәүетеү,osciller
932,fallen::V,йығылыу,tomber
933,brennen::V,яныу,brûler
934,brennen::V,яныу,flamber
935,rauchen::V,төтәү,fumer
936,regnen::V,ямғыр яуа,pleuvoir
937,gefrieren::V,туңыү,geler
938,tauen::V,иреү,dégeler
939,schmelzen::V,иреү,fondre
940,trocknen::V,кибеү,sécher
941,sieden::V,ҡайнау,bouillir
942,faulen::V,сереу,pourrir
943,faulen::V,сереу,se putréfier
944,verfaulen::V,сереу,pourrir
945,reißen::V,өҙөү,rompre
946,reißen::V,өҙөү,se déchirer
947,reißen::V,йыртылыу,rompre
948,reißen::V,йыртылыу,se déchirer
949,versinken::V,батыу,s'enfoncer
950,vergehen::V,үтеү,passer
951,erscheinen::V,килеп сығыу,apparaître
952,verschwinden::V,юғалыу,disparaître
953,sinken::V,түбәнәйеү,descendre
954,sinken::V,түбәнәйеү,s'abaisser
955,abnehmen::V,кәметеү,diminuer
956,zunehmen::V,артыу,augmenter
957,steigen::V,күтәрелеү,monter
958,wachsen::V,үҫеү,croître
959,glänzen::V,ялтырау,briller
960,funkeln::V,баҙлау,étinceler
961,lärmen::V,шаулау,faire du bruit
962,läuten::V,ҡағыу,sonner
963,klingeln::V,ҡағыу,sonner
964,klingeln::V,шылтыратыу,sonner
965,klirren::V,шылтыратыу,cliqueter
966,brausen::V,ҡотороноу,mugir
967,rauschen::V,шыптырлау,bruire
968,klingen::V,яңғырау,sonner
969,bellen::V,өрөү,aboyer
970,heulen::V,олоу,hurler
971,blasen::V,өрөү,souffler
972,pfeifen::V,һызғырып ебәреү,siffler
973,schreien::V,ҡысҡырыу,crier
974,stöhnen::V,уңғырашыу,gémir
975,zittern::V,ҡалтырау,trembler
976,leben::V,йәшәү,vivre
977,geboren werden::V,тыуыу,naître
978,atmen::V,тын алыү,respirer
979,trinken::V,эсеү,boire
980,essen::V,ашау,manger
981,schlucken::V,йотоу,avaler
982,müde werden::V,арыу,se lasser
983,müde werden::V,арыу,se fatiguer
984,einschlafen::V,йоҡлап китеү,s'endormir
985,schlafen::V,йоҡлау,dormir
986,aufwachen::V,уяныу,se réveiller
987,aufstehen::V,тороу,se lever
988,sich erholen::V,ял итеү,se reposer
989,sich erholen::V,ял итеү,se détendre
990,krank werden::V,сирләү,tomber malade
991,krank sein::V,сирләү,être malade
992,schmerzen::V,ауыртыу,faire mal
993,husten::V,йүтәлләү,tousser
994,genesen::V,һауығыу,guérir
995,genesen::V,һауығыу,se remettre
996,sterben::V,үлеү,mourir
997,umkommen::V,һәләк булыу,périr
998,sich bewegen::V,хәрәкәт итеү,bouger
999,sich rühren::V,ҡуҙғалыу,broncher
1000,sich erheben::V,тороу,se lever
1001,sich setzen::V,ултырыу,s'asseoir
1002,hinfallen::V,ҡолау,tomber
1003,laufen::V,йөрөү,marcher
1004,laufen::V,йөрөү,aller à pied
1005,schreiten::V,атлау,marcher
1006,spazierengehen::V,ял итеп йороү,se promener
1007,eilen::V,ашығыу,courir
1008,eilen::V,ҡабаланыу,courir
1009,sich beeilen::V,ашығыу,se hâter
1010,sich beeilen::V,ашығыу,se dépêcher
1011,sich beeilen::V,ҡабаланыу,se hâter
1012,sich beeilen::V,ҡабаланыу,se dépêcher
1013,sausen::V,елеү,filer
1014,rennen::V,йүгеп йөрөү,courir
1015,springen::V,һикереү,sauter
1016,klettern::V,үрмәләү,grimper
1017,klettern::V,үрмәләп менеү,grimper
1018,schaukeln::V,сайҡалыу,se balancer
1019,kriechen::V,шыуышыу,ramper
1020,schwimmen::V,йоҙөү,nager
1021,tauchen::V,сумыу,plonger
1022,rudern::V,ишеү,ramer
1023,fahren::V,йөрөү,aller
1024,fahren::V,йөрөү,rouler
1025,fliegen::V,осоу,voler
1026,gehen::V,барыу,aller
1027,weggehen::V,китеү,s'en aller
1028,abfahren::V,сығыу,partir
1029,anhalten::V,тукталыу,s'arrêter
1030,hineingehen::V,инеү,entrer
1031,eintreten::V,инеү,entrer
1032,kommen::V,килеү,venir
1033,ankommen::V,килеү,arriver
1034,zurückkommen::V,ҡайтыу,revenir
1035,bleiben::V,ҡалыу,rester
1036,bleiben::V,ҡалыу,demeurer
1037,warten::V,көтөп тороу,attendre
1038,erwarten::V,көтөү,attendre
1039,suchen::V,эҙләү,chercher
1040,finden::V,табыу,trouver
1041,versuchen::V,тырышып ҡарау,essayer
1042,vorbereiten::V,әҙерләү,préparer
1043,lieben::V,яратыу,aimer
1044,mögen::V,һөйөү,aimer
1045,mögen::V,һөйөү,vouloir
1046,mögen::V,яратыу,aimer
1047,mögen::V,яратыу,vouloir
1048,lachen::V,көлөү,rire
1049,rühren::V,ҡағылыу,toucher
1050,rühren::V,ҡағылыу,attendrir
1051,weinen::V,илау,pleurer
1052,schimpfen::V,һүгенеү,gronder
1053,schimpfen::V,тиргәнеү,gronder
1054,schimpfen::V,һуҡраныу,gronder
1055,sich ärgern::V,асыуланыу,se fâcher
1056,sich fürchten::V,ҡурҡыу,avoir peur
1057,fürchten::V,ҡурҡыу,craindre
1058,fürchten::V,ҡурҡыу,avoir peur de
1059,fliehen::V,ҡасыу,fuir
1060,flüchten::V,ҡасыу,s'enfuir
1061,sehen::V,күреү,voir
1062,anschauen::V,ҡарау,regarder
1063,ansehen::V,ҡарау,regarder
1064,ansehen::V,тикшереү,regarder
1065,hören::V,ишетеү,entendre
1066,zuhören::V,тыңлау,écouter
1067,probieren::V,татыу,goûter
1068,riechen::V,еҫкәү,sentir
1069,fühlen::V,тойоу,sentir
1070,scheinen::V,кеүек күренеү,sembler
1071,scheinen::V,кеүек күренеү,paraître
1072,scheinen::V,тойолоу,sembler
1073,scheinen::V,тойолоу,paraître
1074,zu sehen sein::V,күренеү,se voir
1075,zu sehen sein::V,күренеү,être visible
1076,vernehmen::V,ишетеү,entendre
1077,vernehmen::V,ишетеү,percevoir
1078,frieren::V,туңыү,avoir froid
1079,tun::V,яһау,faire
1080,tun::V,әшләү,faire
1081,können::V,алыу,savoir
1082,können::V,алыу,pouvoir
1083,können::V,мөмкин булыу,savoir
1084,können::V,мөмкин булыу,pouvoir
1085,wollen::V,теләү,vouloir
1086,anfangen::V,башлау,commencer
1087,beenden::V,бөтөрөү,finir
1088,beenden::V,бөтөрөү,terminer
1089,beenden::V,тамамлау,finir
1090,beenden::V,тамамлау,terminer
1091,aufhören::V,туктау,cesser
1092,aufhören::V,туктау,arrêter
1093,gelingen::V,уңышлы булыу,réussir
1094,geraten::V,булып сығыу,réussir
1095,öffnen::V,асыу,ouvrir
1096,schließen::V,йомоу,fermer
1097,stellen::V,ҡуйыу,poser
1098,stellen::V,ҡуйыу,mettre
1099,setzen::V,урынлаштырыу,placer
1100,legen::V,һалыу,placer
1101,berühren::V,тейеү,toucher
1102,berühren::V,ҡағылыу,toucher
1103,verbinden::V,ҡушыу,lier
1104,verbinden::V,бәйләү,lier
1105,bedecken::V,ҡаплау,couvrir
1106,aufhängen::V,элеү,accrocher
1107,anzünden::V,тоҡандырыу,allumer
1108,aufheben::V,мендереү,ramasser
1109,zurücklassen::V,ҡалдырыу,laisser
1110,verlieren::V,юғалтыу,perdre
1111,fallen lassen::V,төшөрөп ебәреү,lâcher
1112,fallen lassen::V,төшөрөп ебәреү,laisser tomber
1113,machen::V,яһау,faire
1114,machen::V,эшләү,faire
1115,herstellen::V,эшләп сығарыу,produire
1116,herstellen::V,эшләп сығарыу,fabriquer
1117,bauen::V,төҙөү,bâtir
1118,bauen::V,төҙөү,construire
1119,reparieren::V,төҙәтеү,réparer
1120,verbessern::V,яҡшыртыу,améliorer
1121,ändern::V,үҙгәртеү,changer
1122,ändern::V,үҙгәртеү,modifier
1123,graben::V,ҡаҙыу,creuser
1124,beugen::V,бөгөү,plier
1125,beugen::V,бөгөү,ployer
1126,biegen::V,бөгөү,courber
1127,drehen::V,өйрөлтөү,tordre
1128,drehen::V,өйрөлтөү,tourner
1129,drehen::V,әйләндереү,tordre
1130,drehen::V,әйләндереү,tourner
1131,wenden::V,әйләндереү,retourner
1132,umdrehen::V,түңкәреү,tourner
1133,heben::V,күтәреү,soulever
1134,heben::V,мендереү,soulever
1135,hochheben::V,күтәреү,lever
1136,ergreifen::V,тотоп алыу,saisir
1137,ergreifen::V,тотоп алыу,prendre
1138,halten::V,тотоу,tenir
1139,drücken::V,ҡыҫыу,presser
1140,schieben::V,этеү,pousser
1141,schieben::V,төртөү,pousser
1142,kratzen::V,ҡырыу,gratter
1143,kratzen::V,ҡырыу,égratigner
1144,lecken::V,ялау,lécher
1145,beißen::V,тешләү,mordre
1146,abreißen::V,өҙөү,arracher
1147,abschneiden::V,ҡырҡыу,couper
1148,binden::V,бәйләү,lier
1149,binden::V,бәйләү,attacher
1150,stecken::V,ҡаҙау,enfoncer
1151,brechen::V,боҙоу,rompre
1152,klopfen::V,шаҡылдау,frapper
1153,hauen::V,туҡмау,frapper
1154,kleben::V,йәбештереү,coller
1155,reiben::V,ыуыу,frotter
1156,reiben::V,ышҡыу,frotter
1157,streichen::V,яғыу,empâter
1158,schleifen::V,үткерләү,affiler
1159,schleifen::V,үткерләү,aiguiser
1160,schneiden::V,ҡырҡыу,couper
1161,schneiden::V,ҡырҡыу,trancher
1162,rütteln::V,һелкетеү,cahoter
1163,schütteln::V,һелкетеү,secouer
1164,schwenken::V,болғау,agiter
1165,schütten::V,ҡойоу,verser
1166,füllen::V,тултырыу,remplir
1167,einwickeln::V,төрөү,envelopper
1168,tragen::V,алып барыу,porter
1169,schleppen::V,һөйрәү,traîner
1170,ziehen::V,тартыу,tirer
1171,aufbewahren::V,һаҡлау,garder
1172,aufbewahren::V,һаҡлау,conserver
1173,werfen::V,ырғытыу,jeter
1174,werfen::V,ырғытыу,lancer
1175,fangen::V,тотоу,attraper
1176,packen::V,етеү,agripper
1177,packen::V,тотоп алыу,agripper
1178,verstecken::V,йәшереү,cacher
1179,teilen::V,бүлеү,diviser
1180,schicken::V,ебәреү,envoyer
1181,bringen::V,килтереү,apporter
1182,hinzufügen::V,өтәү,ajouter
1183,bekommen::V,алыу,obtenir
1184,erhalten::V,алыу,recevoir
1185,nehmen::V,алыу,prendre
1186,wählen::V,һайлаү,choisir
1187,auswählen::V,һайлап алыу,choisir
1188,auswählen::V,һайлап алыу,sélectionner
1189,bewahren::V,һаҡлау,préserver
1190,behindern::V,тотҡарлыҡ яһау,gêner
1191,verderben::V,боҙоу,gâter
1192,verderben::V,боҙоу,corrompre
1193,beschädigen::V,боҙоу,endommager
1194,zerbrechen::V,ҡыйратыу,casser
1195,zerreißen::V,йыртыу,déchirer
1196,zerstören::V,емереү,détruire
1197,verbrennen::V,үртәү,brûler
1198,geben::V,биреү,donner
1199,reichen::V,биреү,tendre
1200,schenken::V,бүләк итеү,offrir
1201,versprechen::V,вәғәҙә биреү,promettre
1202,wünschen::V,теләу,souhaiter
1203,loben::V,маҡтау,louer
1204,küssen::V,үбеү,embrasser
1205,wiegen::V,бәүетеү,bercer
1206,wiegen::V,тирбәтеү,bercer
1207,zudecken::V,ҡаплау,couvrir
1208,wecken::V,уятыу,éveiller
1209,wecken::V,уятыу,réveiller
1210,zeigen::V,күрһәтеү,montrer
1211,zeigen::V,күрһәтеү,faire voir
1212,führen::V,етәкләү,guider
1213,lehren::V,уҡытыу,apprendre
1214,lehren::V,өйрәтеү,apprendre
1215,unterrichten::V,уҡытыу,instruire
1216,aufziehen::V,тәрбиәле,élever
1217,leiten::V,етәкләү,diriger
1218,leiten::V,етәкләү,conduire
1219,leiten::V,етәкселек итеү,diriger
1220,leiten::V,етәкселек итеү,conduire
1221,antreiben::V,ашыҡтырыу,pousser
1222,lassen::V,мәжбүр итеү,faire
1223,einladen::V,саҡырыу,inviter
1224,vereinigen::V,берләштереү,unir
1225,vereinigen::V,берләштереү,réunir
1226,besuchen::V,килеп сығыу,visiter
1227,besuchen::V,килеп сығыу,aller voir
1228,treffen::V,тойоү,rencontrer
1229,treffen::V,осратыу,rencontrer
1230,treffen::V,ҡаршылау,rencontrer
1231,sich versammeln::V,йыйылыу,s'assembler
1232,spielen::V,тартыу,jouer
1233,singen::V,йырлау,chanter
1234,tanzen::V,бейеү,danser
1235,sich trennen::V,айырылышыу,se séparer
1236,verlassen::V,ташлау,quitter
1237,verlassen::V,ташлап китеү,quitter
1238,retten::V,ҡотҡарыу,sauver
1239,bewachen::V,һаҡлау,garder
1240,schützen::V,һаҡлау,protéger
1241,verteidigen::V,яҡлау,défendre
1242,sich schlagen::V,һуғышыу,se taper
1243,schießen::V,атыу,tirer
1244,siegen::V,еңеү,vaincre
1245,ärgern::V,асыуландырыу,agacer
1246,schlagen::V,бәреү,battre
1247,schlagen::V,бәреү,frapper
1248,schlagen::V,туҡмау,battre
1249,schlagen::V,туҡмау,frapper
1250,treten::V,тибеү,botter
1251,treten::V,тибеү,donner un coup de pied à
1252,treten::V,типкеләү,botter
1253,treten::V,типкеләү,donner un coup de pied à
1254,stechen::V,сәнсеү,piquer
1255,stoßen::V,этеү,heurter
1256,stoßen::V,төртөү,heurter
1257,stehlen::V,урлау,voler
1258,stören::V,ҡамасаулау,gêner
1259,stören::V,ҡамасаулау,déranger
1260,belästigen::V,бимазалау,molester
1261,belästigen::V,бимазалау,importuner
1262,belästigen::V,ҡамасаулау,molester
1263,belästigen::V,ҡамасаулау,importuner
1264,verbergen::V,йәшереү,cacher
1265,verbergen::V,йәшереү,dissimuler
1266,täuschen::V,ултыртыу,abuser
1267,täuschen::V,ултыртыу,tromper
1268,betrügen::V,алдау,duper
1269,betrügen::V,алдау,frauder
1270,töten::V,үлтереү,tuer
1271,wohnen::V,йәшәү,habiter
1272,wohnen::V,йәшәү,demeurer
1273,arbeiten::V,эшләү,travailler
1274,sammeln::V,йыйыу,collectionner
1275,pflücken::V,өҙөү,cueillir
1276,jagen::V,аулау,chasser
1277,fischen::V,аулау,pêcher
1278,fassen::V,тотоу,capturer
1279,hüten::V,көтөү,garder
1280,treiben::V,ҡыуыу,mener
1281,anbinden::V,бәйләү,attacher
1282,füttern::V,ашатыу,faire manger
1283,melken::V,һауыү,traire
1284,hacken::V,турау,fendre
1285,hacken::V,тапау,fendre
1286,gießen::V,ҡойоу,arroser
1287,reifen::V,өлғөрөү,mûrir
1288,zubereiten::V,бешереү,préparer
1289,kochen::V,бешереү,cuire
1290,backen::V,бешереү,cuire
1291,braten::V,ҡурыу,rôtir
1292,umrühren::V,ҡатнаштырыу,remuer
1293,stricken::V,бәйләү,tricoter
1294,nähen::V,тегеү,coudre
1295,färben::V,буяу,teindre
1296,reinigen::V,таҙартыу,nettoyer
1297,waschen::V,йыуыу,laver
1298,abwischen::V,һөртөү,essuyer
1299,spülen::V,сайҡау,rincer
1300,fegen::V,һепереү,balayer
1301,kehren::V,һепереү,balayer
1302,baden::V,һыу инеү,se baigner
1303,sich waschen::V,йыуыныу,se laver
1304,ausziehen::V,сисеү,ôter
1305,ausziehen::V,сисеү,enlever
1306,anziehen::V,кейеү,mettre
1307,sich anziehen::V,кейенеү,s'habiller
1308,kämmen::V,тарау,peigner
1309,schmücken::V,биҙәү,orner
1310,schmücken::V,биҙәү,décorer
1311,sagen::V,әйтеү,dire
1312,sprechen::V,әйтеү,parler
1313,sprechen::V,һөйләшеү,parler
1314,reden::V,һөйләшеү,parler
1315,sich unterhalten::V,әңгәмәләшеү,bavarder
1316,sich unterhalten::V,әңгәмәләшеү,s'entretenir
1317,fragen::V,һорау,demander
1318,bitten::V,үтенеү,prier
1319,erzählen::V,һөйләү,raconter
1320,mitteilen::V,әйтеү,communiquer
1321,nennen::V,атау,nommer
1322,nennen::V,атау,appeler
1323,nennen::V,исемләү,nommer
1324,nennen::V,исемләү,appeler
1325,rufen::V,саҡырыу,appeler
1326,prahlen::V,маҡтаныу,se vanter
1327,prahlen::V,шапырыныу,se vanter
1328,übersetzen::V,тәржемә итеү,traduire
1329,denken::V,уйлау,penser
1330,glauben::V,ышаныу,croire
1331,bemerken::V,күреү,remarquer
1332,bemerken::V,күреү,apercevoir
1333,erkennen::V,таныу,reconnaître
1334,begreifen::V,аңлау,concevoir
1335,verstehen::V,аңлау,entendre
1336,verstehen::V,аңлау,comprendre
1337,lernen::V,өйрәнеү,apprendre
1338,wissen::V,белеү,savoir
1339,sich erinnern an::V,хәтергә алыу,se souvenir de
1340,vergessen::V,онотоу,oublier
1341,messen::V,үлсәү,mesurer
1342,zählen::V,һанау,compter
1343,rechnen::V,һанау,calculer
1344,lesen::V,уҡыу,lire
1345,malen::V,һүрәт яһау,peindre
1346,malen::V,рәсем төшөрөү,peindre
1347,zeichnen::V,һүрәт яһау,dessiner
1348,zeichnen::V,рәсем төшөрөү,dessiner
1349,schreiben::V,яҙыу,écrire
1350,besitzen::V,биләү,posséder
1351,kaufen::V,һатып алыу,acheter
1352,verkaufen::V,һатыу,vendre
1353,bezahlen::V,түләү,payer
1354,zahlen::V,түләү,payer
1355,beherrschen::V,биләү,dominer
1356,beherrschen::V,биләү,maîtriser
1357,ertragen::V,түҙеү,tolérer
1358,ertragen::V,түҙеү,supporter
