,Concept_ID,myv,cv
183,Adler::N,куцькан,ӑмӑрт кайӑк
184,Adler::N,тумоатякш,ӑмӑрт кайӑк
185,Ente::N,яксярго,кӑвакал
186,Eule::N,корж,тӑмана
187,Kranich::N,карго,тӑрна
188,Krähe::N,варака,ула курак
189,Kuckuck::N,куко,куккук
190,Schwan::N,локсей,акӑш
191,Fisch::N,кал,пулӑ
192,Barsch::N,окунь,уланкӑ
193,Hecht::N,щука,ҫӑрттан
194,Schlange[Tier]::N,гуй,ҫӗлен
195,Wurm::N,сукс,ӑман
196,Spinne::N,шанжав,эрешмен
197,Ameise::N,коткудав,кӑткӑ
198,Laus::N,сий,пыйтӑ
199,Mücke::N,сеське,вӑрӑм туна
200,Fliege::N,карво,шӑна
201,Schmetterling::N,нимиляв,лӗпӗш
202,Beere::N,умарь,ҫырла
203,Apfel::N,умарь,улма
204,Apfel::N,умарь,пан улми
205,Pilz::N,панго,кӑмпа
206,Zwiebel::N,чурька,сухан
207,Saat::N,видьметь,вӑрӑ
208,Korn::N,сюро,тӗшӗ
209,Korn::N,сюро,пӗрчӗ
210,Heu::N,тикше,утӑ
211,Schale::N,кедь,хупӑ
212,Schale::N,ваткавкс,хупӑ
213,Grube::N,латко,шӑтӑк
214,Falle::N,тувор,тапӑ
215,Falle::N,тувор,капкӑн
216,Falle::N,кундамка,тапӑ
217,Falle::N,кундамка,капкӑн
218,Schlinge::N,килькш,йӑлӑ
219,Spur::N,челькс,йӗр
220,Spur::N,пильгеки,йӗр
221,Asche::N,кулов,кӗл
222,Dreck::N,рудаз,пылчӑк
223,Eisen::N,кшни,тимӗр
224,Gold::N,сырне,ылтӑн
225,Silber::N,сия,кӗмӗл
226,Kohle::N,сэдь,кӑмрӑк
227,Kohle::N,уголия,кӑмрӑк
228,Glas::N,сулика,кӗленче
229,Lehm::N,сёвонь,тӑм
230,Sand::N,човар,хӑйӑр
231,Mensch::N,ломань,ҫын
232,Mensch::N,ломань,этем
233,Mann::N,аля,ар
234,Mann::N,цёраломань,ар
235,Frau::N,ава,хӗрарӑм
236,Kind::N,эйкакш,ача
237,Junge::N,цёрыне,ача
238,Junge::N,цёрыне,ар ҫын ача
239,Mädchen::N,тейтерне,хӗр ача
240,Familie::N,семия,ҫемье
241,Familie::N,семия,кил-йыш
242,Großvater::N,покштя,кукаҫи
243,Großmutter::N,баба,кукамай
244,Eltern::N,тетят-ават,аҫа-ама
245,Vater::N,тетя,атте
246,Mutter::N,ава,анне
247,Sohn::N,цёра,ывӑл
248,Tochter::N,тейтерь,хӗр
249,Bruder::N,леля,ар тӑван
250,Bruder::N,ялакс,ар тӑван
251,Schwester::N,сазор,аппа
252,Schwester::N,сазор,йӑмӑк
253,Onkel::N,леля,мучи
254,Onkel::N,леля,пичче
255,Tante::N,патя,аппа
256,Ehemann::N,мирде,упӑшка
257,Ehefrau::N,ни,арӑм
258,Freude::N,кеняркс,савӑнӑҫ
259,Freude::N,кеняркс,хаваслӑх
260,Gelächter::N,ракамо,кулӑ
261,Gelächter::N,пейдема,кулӑ
262,Glück::N,уцяска,телей
263,Glück::N,уцяска,ӑраскал
264,Kummer::N,рискс,хурлӑх
265,Kummer::N,мелявкс,хурлӑх
266,Wunsch::N,мель,ӗмӗт
267,Wunsch::N,мель,кӑмӑл
268,Wunsch::N,бажамо,ӗмӗт
269,Wunsch::N,бажамо,кӑмӑл
270,Lust::N,бажамо,кӑмӑл
271,Geist::N,ойме,чун-чӗм
272,Geist::N,ойме,ыр-усал
273,Geist::N,ойме,чун хавалӗ
274,Gedanke::N,мель,шухӑш
275,Gedächtnis::N,мель,ас
276,Verstand::N,прев,ӑс
277,Verstand::N,прев,ӑс-тӑн
278,Verstand::N,прев,ӑс-хакӑл
279,Sinn::N,толк,тупсӑм
280,Sinn::N,толк,пӗлтерӗш
281,Sinn::N,смысла,тупсӑм
282,Sinn::N,смысла,пӗлтерӗш
283,Grund::N,тувтал,сӑлтав
284,Wahrheit::N,видечи,чӑнлӑх
285,Gespräch::N,кортнема,калаҫу
286,Märchen::N,ёвкс,юмах
287,Erzählung::N,ёвтнема,акалав
288,Erzählung::N,ёвтнема,каласа пани
289,Nachricht::N,куля,хыпар
290,Neuigkeit::N,куля,ҫӗнӗ хыпар
291,Name::N,лем,ят
292,Rätsel::N,содамоёвкс,сутмалли юмах
293,Rede::N,кортамо,сӑмах
294,Sprache::N,кель,чӗлхе
295,Stimme::N,ваигель,сасӑ
296,Wort::N,вал,сӑмах
297,Zeichen::N,теште,паллӑ
298,Ruf::N,тердема,йыхрав
299,Ruf::N,тердема,чӗнӳ
300,Lärm::N,шалнома,шав
301,Laut::N,вайгель,сасӑ
302,Ton::N,гайнема,сасӑ
303,Lied::N,моро,юрӑ
304,Ruhe::N,оймамо,канӑҫлӑх
305,Ruhe::N,оймамо,лӑпкӑлӑх
306,Leute::N,ломанть,ҫамрӑксем
307,Leute::N,ломанть,ҫамрӑк ҫынсем
308,Volk::N,народ,халӑх
309,Arbeit::N,тев,ӗҫхӗл
310,Arbeit::N,тев,ӗҫлев
311,Gast::N,инже,хӑна
312,Geschenk::N,казне,парне
313,Geschenk::N,казне,кучченеҫ
314,Spiel::N,налксема,вӑйӑ
315,Gesellschaft::N,община,общество
316,Hilfe::N,лездамо,пулӑшу
317,Freund::N,оя,тус
318,Freund::N,ялга,тус
319,Kamerad::N,оя,юлташ
320,Kamerad::N,оя,тус
321,Kamerad::N,ялга,юлташ
322,Kamerad::N,ялга,тус
323,Angelegenheit::N,тев,ӗҫ
324,Anzahl::N,ламоксчи,йыш
325,Anzahl::N,ламоксчи,хисеп
326,Art::N,вид,тӗс
327,Stück::N,пакш,татӑк
328,Stück::N,пелькс,татӑк
329,Teil::N,часть,пай
330,Teil::N,пелькс,пай
331,Hälfte::N,пель,ҫурӑ
332,Hälfte::N,пелькс,ҫурӑ
333,Kreis::N,кирькс,ункӑ
334,Kreis::N,кирькс,ҫавракӑш
335,Kreuz::N,крёст,хӗрес
336,Linie::N,кикс,йӗр
337,Strich::N,межа,йӗр
338,Abstand::N,ютко,хушӑ
339,Entfernung::N,ютко,хушӑ
340,Gegend::N,тарка,вырӑн
341,Gegend::N,пертьпелькс,вырӑн
342,Platz::N,васолкс,хутлӑх
343,Ort::N,тарка,вырӑн
344,Seite::N,ён,ен
345,Seite::N,ён,аяк
346,Seite::N,ён,айӑк
347,Seite::N,чире,ен
348,Seite::N,чире,аяк
349,Seite::N,чире,айӑк
350,Mitte::N,куншка,варӑ
351,Gegenstand::N,предмет,япала
352,Sache::N,тев,япала
353,Sache::N,веща,япала
354,Rand::N,пе,вӗҫ
355,Rand::N,пе,хӗрӗ
356,Rand::N,пе,хӗрри
357,Rand::N,чире,вӗҫ
358,Rand::N,чире,хӗрӗ
359,Rand::N,чире,хӗрри
360,Kante::N,ирдез,хайкача
361,Kante::N,ирдез,хысак
362,Ecke::N,ужо,кӗтес
363,Spitze::N,пряне,вӗҫ
364,Spitze::N,пе,вӗҫ
365,Ende::N,пе,вӗҫ
366,Loch::N,варя,шӑтӑк
367,Winkel::N,ужо,кӗтес
368,Muster::N,сёрма,эреш
369,Größe::N,сэрь,пысӑкӑш
370,Größe::N,покшолма,пысӑкӑш
371,Länge::N,кувалмо,вӑрӑмӑш
372,Höhe::N,сэрь,ҫӳллӗш
373,Höhe::N,пандо,ҫӳллӗш
374,Gewicht::N,сталмо,виҫе
375,Gewicht::N,сталмо,йывӑрӑш
376,Menge::N,лововкс,йыш
377,Haufen::N,мар,купа
378,Haufen::N,валявкс,купа
379,Reihe::N,ряд,рет
380,Boot::N,венч,кимӗ
381,Ruder::N,милё,кӗсмен
382,Schlitten::N,нурдт,ҫуна
383,Ski::N,сокс,йӗлтӗр
384,Lagerfeuer::N,толбандя,вут
385,Lagerfeuer::N,толбандя,кӑвайт
386,Last::N,сталмо,сулмаклӑх
387,Last::N,сталмо,йывӑр япала
388,Last::N,кандома,сулмаклӑх
389,Last::N,кандома,йывӑр япала
390,Gang::N,молема,куҫӑм
391,Gang::N,якамо,куҫӑм
392,Schritt::N,эскелькс,утӑм
393,Schritt::N,эскелькс,пусӑм
394,Norden::N,якшамо ёнкс,ҫурҫӗр
395,Süden::N,лембе ёнкс,кӑнтӑр
396,Westen::N,чивалгома,анӑҫ
397,Westen::N,чивалгома,хӗвел анӑҫ
398,Osten::N,чилисема,хӗвел тухӑҫ
399,Holz::N,чувто,йывӑҫ
400,Brett::N,лаз,хӑма
401,Platte::N,плита,плита
402,Stütze::N,неже,ура
403,Stange::N,олга,шерте
404,Stock::N,мандо,патак
405,Stab::N,олога,шӑчӑ
406,Rohr::N,турба,пӑрӑх
407,Haus::N,кудо,ҫурт
408,Heim::N,кудо,кил
409,Ofen::N,каштомо,кӑмака
410,Fußboden::N,киякс,урай
411,Tisch::N,столь,сӗтел
412,Stuhl::N,стул,пукан
413,Wiege::N,лавсь,сӑпка
414,Wiege::N,нурямот,сӑпка
415,Bett::N,ацамо,кравать
416,Regal::N,лався,ҫӳлӗк
417,Regal::N,лався,сентре
418,Regal::N,лавсяланго,ҫӳлӗк
419,Regal::N,лавсяланго,сентре
420,Kiste::N,горобия,ещӗк
421,Kiste::N,горобия,сунтӑх
422,Kiste::N,сундук,ещӗк
423,Kiste::N,сундук,сунтӑх
424,Fenster::N,вальма,чӳрече
425,Tür::N,кенкш,алӑк
426,Tor::N,ортат,хапха
427,Zaun::N,пирявт,хӳме
428,Zaun::N,пирвякс,хӳме
429,Dach::N,кудопря,тӑрӑ
430,Leiter::N,кузтема,пусма
431,Besen::N,тенсть,шӑпӑр
432,Spaten::N,койме,кӗреҫе
433,Schaufel::N,кече,кӗреҫе
434,Schaufel::N,келей койме,кӗреҫе
435,Gabel::N,сянгине,вилка
436,Löffel::N,пенч,кашӑк
437,Messer::N,пеель,ҫӗҫӗ
438,Nagel::N,эске,пӑта
439,Netz::N,алтыма,тетел
440,Haken::N,кечказ,йӑрхах
441,Haken::N,кечказ,ҫекӗл
442,Griff::N,кедне,хӑлӑп
443,Schloss::N,замок,ҫӑра
444,Schloss::N,панжома,ҫӑра
445,Bild::N,картина,сӑн
446,Bild::N,картина,сӑнлӑх
447,Bild::N,картина,картина
448,Figur::N,рунго,кӗлетке
449,Puppe::N,няка,пукане
450,Beutel::N,кескав,михӗ
451,Bündel::N,керькс,ҫыхӑ
452,Bündel::N,керькс,тӗрке
453,Tasche::N,юдма,сумка
454,Eimer::N,ведра,витре
455,Deckel::N,велькс,хупӑ
456,Geschirr::N,кедьге,савӑт-сапа
457,Sack::N,кескав,михӗ
458,Tasse::N,чакш,курка
459,Topf::N,кастрюля,кастрюль
460,Kessel::N,котёл,хуран
461,Essen::N,ярсамо,апат
462,Nahrung::N,ярсамопель,апат-ҫимӗс
463,Speise::N,ярсамопель,апат
464,Speise::N,ярсамопель,ҫимӗҫ
465,Fleisch::N,сывель,аш
466,Fleisch::N,сывель,какай
467,Getreide::N,сюро,тырӑ
468,Brei::N,каша,пӑтӑ
469,Brot::N,кши,ҫӑкӑр
470,Scheibe::N,кочом,чӗлӗ
471,Scheibe::N,кочом,касӑк
472,Scheibe::N,сускомо,чӗлӗ
473,Scheibe::N,сускомо,касӑк
474,Fett::N,куя,ҫу
475,Butter::N,ой,ҫу
476,Öl::N,ой,ҫу
477,Salz::N,сал,тӑвар
478,Suppe::N,ям,яшка
479,Honig::N,медь,пыл
480,Milch::N,ловсо,сӗт
481,Tee::N,чай,чей
482,Leder::N,киське,сӑран
483,Wolle::N,пона,ҫӑм
484,Stoff::N,коцт,тӗртӗм
485,Nadel::N,салмукс,йӗп
486,Faden::N,суре,ҫип
487,Knopf::N,пов,тӳме
488,Knoten::N,сюлмо,йӑлӑ
489,Farbe::N,артомапель,сӑрӑ
490,Kleidung::N,оршамот,тум
491,Kleidung::N,оршамот,ҫипуҫ
492,Kleidung::N,оршамот,тум-тир
493,Hemd::N,панар,кӗпе
494,Kragen::N,сиве,ҫуха
495,Ärmel::N,ожа,ҫанӑ
496,Hose::N,понкст,шӑлавар
497,Gürtel::N,каркс,пиҫиххи
498,Mütze::N,чапка,ҫӗлӗк
499,Schuh::N,туфля,пушмак
500,Schuh::N,туфля,ботинок
501,Stiefel::N,кем,атӑ
502,Ring::N,суркс,ҫӗрӗ
503,Band::N,лента,хаю
504,Band::N,лента,йӗсме
505,Kamm::N,сурсеме,тура
506,Spiegel::N,чавачамо,тӗкӗр
507,Spiegel::N,чавачамо,куҫ кӗски
508,Riemen::N,кшнань каркс,чӗн
509,Schnur::N,пикс,кантра
510,Leine::N,ведьме,касмӑк
511,Decke::N,вельтямо,утиял
512,Kissen::N,тодов,ҫытар
513,Kissen::N,тодов,минтер
514,Tuch::N,паця,тутӑр
515,Handtuch::N,нардамо,ал шӑлли
516,Kraft::N,вий,вӑй
517,Kraft::N,вий,хӑват
518,Stärke::N,виевчи,хал
519,Stärke::N,виевчи,хӑват
520,Gesundheit::N,шумбрачи,хал
521,Gesundheit::N,шумбрачи,сывлӑх
522,Krankheit::N,орма,чир
523,Krankheit::N,сэредема,чир
524,Schmerz::N,сэредькс,ырату
525,Wunde::N,керявкс,суран
526,Fieber::N,маштыкс,сив чир
527,Arznei::N,ормаменькс,эмел
528,Brücke::N,сэдь,кӗпер
529,Brücke::N,мадамо,кӗпер
530,Brunnen::N,лисьма,ҫӑл
531,Brunnen::N,лисьма,пусӑ
532,Weide::N,ракшань ванома тарка,ҫаран
533,Pfad::N,ян,йӗр
534,Pfad::N,ян,сукмак
535,Weg::N,ки,ҫул
536,Weg::N,ки,ҫул-йӗр
537,Straße::N,ки,ҫӳрев
538,Straße::N,ки,ҫул ҫӳрени
539,Dorf::N,веле,ял
540,Stadt::N,ош,хула
541,Brief::N,сёрма,ҫыру
542,Buch::N,книга,кӗнеке
543,Buchstabe::N,буква,сас палли
544,Zeitung::N,газета,хаҫат
545,Leben::N,эрямо,пурнӑҫ
546,Tod::N,кулома,вилӗм
547,Grab::N,калмо,масар шӑтӑкӗ
548,Kirche::N,церькова,чиркӳ
549,Sünde::N,чумочи,ҫылӑх
550,Gott::N,паз,турӑ
551,Arbeiter::N,робочей,рабочи
552,Chef::N,прявт,пуҫлӑх
553,Meister::N,кол тевень тенця,ӑста
554,Meister::N,кол тевень тенця,мастер
555,Arzt::N,врач,врач
556,Arzt::N,врач,тухтӑр
557,Lehrer::N,учитель,учитель
558,Lehrer::N,учитель,вӗрентекен
559,Lehrer::N,тонавтыця,учитель
560,Lehrer::N,тонавтыця,вӗрентекен
561,Geld::N,ярмак,укҫа
562,Geschäft::N,ладязь тев,бизнес
563,Laden::N,лавка,магазин
564,Preis::N,питне,хак
565,Ware::N,миевкс,тавар
566,Ware::N,рамавкс,тавар
567,Nutzen::N,паро,пайта
568,Nutzen::N,лезэ,пайта
569,Reichtum::N,сюпавчи,мул
570,Welt::N,мир,тӗнче
571,Welt::N,мастор ланго,тӗнче
572,Land::N,мастор,ҫӗр-шыв
573,Staat::N,государства,патшàлӑх
574,König::N,король,король
575,Macht::N,азорксчи,власть
576,Grenze::N,буен тешкс,чикӗ
577,Krieg::N,война,вӑрҫӑ
578,Feind::N,душман,тӑшман
579,Gewalt::N,нарьгамо,ирӗксӗрлӳ
580,Kampf::N,тюрема,кӗрешӳ
581,Bogen[Waffe]::N,нал,ухӑ
582,Pfeil::N,нал,ҫӗмрен
583,Pfeil::N,нал,ухӑ йӗппи
584,Gewehr::N,ружия,пӑшал
585,Gewehr::N,винтовка,пӑшал
586,Fehler::N,ильведькс,йӑнӑш
587,Fehler::N,ильведевкс,йӑнӑш
588,Lüge::N,манчема,суя
589,Lüge::N,манчема,ултав
590,Lüge::N,кенгелема,суя
591,Lüge::N,кенгелема,ултав
592,Schaden::N,зыян,сиен
593,Unglück::N,зыян,шар
594,Unglück::N,зыян,инкек
595,Schuld::N,чумочи,айӑп
596,Alter::N,шка,ҫул шучӗ
597,Schluss::N,пе,пӗтни
598,Schluss::N,пе,пӗтмӗш
599,Zeit::N,шка,вӑхӑт
600,Zeit::N,пинге,вӑхӑт
601,Tag::N,чи,кун
602,Morgen::N,валске,ир
603,Mittag::N,чикуншка,кӑнтӑрла
604,Abend::N,чокшнэ,каҫ
605,Nacht::N,ве,каҫ
606,Woche::N,недля,эрне
607,Monat::N,ков,уйӑх
608,Jahr::N,ие,ҫулталӑк
609,Frühling::N,тундо,ҫур
610,Frühling::N,тундо,ҫуркунне
611,Sommer::N,кизэ,ҫу
612,Sommer::N,кизэ,ҫулла
613,Herbst::N,сёксь,кӗр
614,Herbst::N,сёксь,кӗркунне
615,Winter::N,теле,хӗл
616,Winter::N,теле,хӗлле
617,Januar::N,якшамков,январь
618,Februar::N,февраль,февраль
619,Februar::N,февраль,кӗҫӗн кӑрлач
620,März::N,март,март
621,März::N,март,пуш уйӑхӗ
622,April::N,апрель,апрель
623,Mai::N,май,май
624,Juni::N,июнь,июнь
625,Juli::N,июль,июль
626,August::N,август,август
627,September::N,сентября,сентябрь
628,September::N,сентября,авӑн уйӑхӗ
629,Oktober::N,октября,октябрь
630,November::N,ноября,ноябрь
631,Dezember::N,декабря,раштав
632,Dezember::N,декабря,декабрь
633,Montag::N,пондельник,тунти кун
634,Dienstag::N,овторник,ытлари кун
635,Mittwoch::N,серёда,юн кун
636,Donnerstag::N,цетьверьг,кӗҫнерни кун
637,Freitag::N,пеця,эрне кун
638,Samstag::N,субута,шӑмат кун
639,Samstag::N,шлямочи,шӑмат кун
640,Sonntag::N,недлячи,вырсарни кун
641,groß::A,ине,пысӑк
642,groß::A,покш,пысӑк
643,klein::A,вишка,пӗчӗк
644,lang::A,кувака,вӑрӑм
645,kurz::A,нурькине,кӗске
646,breit::A,келей,сарлака
647,schmal::A,теине,ансӑр
648,dicht::A,тусто,йӑвӑ
649,dick[Gegenstand]::A,эчке,хулӑн
650,dünn::A,човине,ҫинҫе
651,dünn::A,човине,ҫӳхе
652,fein::A,човине,тарай
653,fein::A,човине,вӗлтӗрти
654,fest::A,кеме,тӗреклӗ
655,flach::A,лапужа,лаптак
656,glatt::A,валаня,такӑр
657,hart::A,калгодо,хытӑ
658,weich::A,чевте,ҫемҫе
659,rund::A,кеверь,ҫавра
660,spitz::A,пшти,шӗвӗр
661,scharf::A,пшти,ҫивӗч
662,stumpf::A,ношка,мӑка
663,stumpf::A,ношка,пуклак
664,stumpf::A,ношка,тӗрӗнчӗк
665,stumpf::A,ношка,ӑнкарусӑр
666,schwer::A,стака,йывӑр
667,schön::A,мазый,илемлӗ
668,heiß::A,пси,вӗри
669,warm::A,лембе,ӑшӑ
670,kalt::A,якшамо,сивӗ
671,kühl::A,экше,уҫӑ
672,frisch::A,свежа,уҫӑ
673,feucht::A,летьке,йӗпе
674,nass::A,начко,нӳрӗ
675,trocken::A,коське,типӗ
676,voll::A,пешксе,тулли
677,leer::A,чаво,пушӑ
678,offen::A,панжадо,уҫӑ
679,offen::A,виде,уҫӑ
680,geschlossen::A,пекстазь,хупӑ
681,geschlossen::A,сёлгозь,хупӑ
682,sauber::A,ванькс,таса
683,schmutzig::A,ливезев,пылчӑклӑ
684,schmutzig::A,ливезев,вараланчӑк
685,roh::A,верек,чӗрӗ
686,reif::A,кенерезь,пулнӑ
687,reif::A,кенерезь,пиҫӗхнӗ
688,reif::A,кенерезь,аталаннӑ
689,reif::A,кенерезь,пиҫсе ҫитнӗ
690,lecker::A,тантей,тутлӑ
691,lecker::A,тантей,техӗмлӗ
692,süß::A,ламбамо,пылак
693,bitter::A,сэпей,йӳҫӗ
694,sauer::A,чапамо,йӳҫӗ
695,sauer::A,чапамо,йӳҫек
696,sauer::A,чапамо,кӑвасак
697,hell::A,валдо,ҫутӑ
698,dunkel::A,чопода,тӗттӗм
699,schwarz::A,раужо,хура
700,weiß::A,ашо,шурӑ
701,rot::A,якстере,хӗрлӗ
702,gelb::A,ожо,сарӑ
703,blau::A,сэнь,кӑвак
704,grün::A,пиже,симӗс
705,grün::A,пиже,пиҫмен
706,grün::A,пиже,ӑс пухман
707,grau::A,шержев,кӑвак
708,bunt::A,сёрмав,чӑпар
709,billig::A,аволь питней,йӳнӗ
710,teuer::A,питней,хаклӑ
711,wertvoll::A,питней,паха
712,blind::A,сокор,суккӑр
713,taub::A,амариця,хӑлхасӑр
714,kräftig::A,пек виев,хӑватлӑ
715,stark::A,виев,вирлӗ
716,schwach::A,лавшо,халсӑр
717,fett::A,куя,самӑр
718,fett::A,куя,мӑнтӑр
719,schlank::A,виде ронга,йӑрӑс
720,schlank::A,виде ронга,яштака
721,hübsch::A,мазый,хитре
722,böse::A,кежей,усал
723,dumm::A,чавола,ухмах
724,dumm::A,превтеме,ухмах
