,Concept_ID,cy,ca
119,Bach::N,nant,riera
120,Bach::N,afonig,riera
121,Bach::N,cornant,riera
122,Fluss::N,afon,riu
123,Ufer::N,glan,riba
124,Küste::N,traeth,costa
125,Küste::N,arfordir,costa
126,Festland::N,tir,terra ferma
127,Meer::N,môr,mar
128,Bucht::N,bae,cala
129,Bucht::N,bae,badia
130,Insel::N,ynys,illa
131,Blume::N,blodyn,flor
132,Gras::N,glaswellt,herba
133,Wurzel::N,gwreiddyn,rel
134,Wurzel::N,gwreiddyn,arrel
135,Baum::N,coeden,arbre
136,Stamm::N,colfen,tronc
137,Stamm::N,boncyff,tronc
138,Rinde::N,rhisgl,escorça
139,Ast::N,cangen,branca
140,Zweig::N,cainc,ram
141,Zweig::N,cangen,ram
142,Blatt::N,deilen,fulla
143,Birke::N,bedwen,bedoll
144,Kiefer[Baum]::N,pinwydden,pi
145,Weide[Baum]::N,helygen,salze
146,Tanne::N,ffynidwydden,avet
147,Horn::N,corn,corn
148,Horn::N,corn,banya
149,Feder::N,plufyn,ploma
150,Fell::N,ffwr,pell
151,Flügel::N,adain,ala
152,Klaue::N,crafanc,urpa
153,Kralle::N,ewin,grapa
154,Schwanz::N,cwt,cua
155,Schwanz::N,cynffon,cua
156,Ei::N,wy,ou
157,Nest::N,nyth,niu
158,Bau::N,ffau,cau
159,Tier::N,anifail,animāl
160,Herde::N,praidd,ramat
161,Herde::N,diadell,ramat
162,Kuh::N,buwch,vaca
163,Bulle::N,tarw,toro
164,Pferd::N,ceffyl,cavāll
165,Schaf::N,dafad,be
166,Schaf::N,dafad,ovella
167,Schwein::N,mochyn,bacó
168,Hund::N,ci,ca
169,Hund::N,ci,gos
170,Katze::N,cath,gat
171,Bär::N,arth,ós
172,Eichhörnchen::N,gwiwer,esquirol
173,Elch::N,elc,ant
174,Fuchs::N,cadno,guilla
175,Hase::N,ysgyfarnog,llebre
176,Maus::N,llygoden,ratolí
177,Wolf::N,blaidd,llop
178,Vogel::N,aderyn,au
179,Vogel::N,aderyn,ocēll
180,Schwarm::N,haid,bandada
181,Huhn::N,cyw,gallina
182,Hahn::N,ceiliog,gall
183,Gans::N,gŵydd,oca
184,Adler::N,eryr,àguila
185,Ente::N,hwyad,ànec
186,Eule::N,tylluan,òliba
187,Eule::N,tylluan,mussol
188,Kranich::N,garan,grua
189,Kranich::N,crychydd,grua
190,Krähe::N,brân,cornella
191,Kuckuck::N,cog,cucut
192,Kuckuck::N,cwcw,cucut
193,Schwan::N,alarch,cigne
194,Fisch::N,pysgod,peix
195,Barsch::N,draenog,perca
196,Hecht::N,penhwyad,lluç
197,Schlange[Tier]::N,neidr,serp
198,Wurm::N,abwydyn,cuc
199,Wurm::N,pryf genwair,cuc
200,Spinne::N,cor,aranya
201,Spinne::N,pryf copyn,aranya
202,Ameise::N,morgrugyn,formiga
203,Laus::N,lleuen,poll
204,Mücke::N,gwybedyn,mosquit
205,Fliege::N,cleren,mosca
206,Schmetterling::N,glöyn byw,papallona
207,Schmetterling::N,iâr fach yr haf,papallona
208,Beere::N,aeronen,baia
209,Apfel::N,afal,poma
210,Pilz::N,madarch,bolet
211,Zwiebel::N,nionyn,ceba
212,Zwiebel::N,winwnsyn,ceba
213,Saat::N,had,sembra
214,Korn::N,grawn,gra
215,Heu::N,gwair,fenc
216,Schale::N,croen,closca
217,Schale::N,plisgyn,closca
218,Grube::N,pwll,sot
219,Grube::N,pwll,clot
220,Grube::N,pydew,sot
221,Grube::N,pydew,clot
222,Falle::N,magl,trampa
223,Schlinge::N,cwlwm rhedeg,baga
224,Spur::N,ôl,traça
225,Asche::N,lludw,cendra
226,Dreck::N,baw,llot
227,Dreck::N,budreddi,llot
228,Eisen::N,haearn,ferro
229,Gold::N,aur,or
230,Silber::N,arian,plata
231,Kohle::N,glo,carbó
232,Glas::N,gwydr,vidre
233,Lehm::N,clai,fang
234,Lehm::N,clai,argila
235,Sand::N,tywod,arena
236,Mensch::N,dyn,humà
237,Mensch::N,dyn,persona
238,Mann::N,dyn,home
239,Frau::N,merch,dona
240,Frau::N,gwraig,dona
241,Kind::N,plentyn,nen
242,Junge::N,hogyn,noi
243,Junge::N,bachgen,noi
244,Mädchen::N,merch,noia
245,Mädchen::N,geneth,noia
246,Familie::N,teulu,família
247,Familie::N,tylwyth,família
248,Großvater::N,taid,avi
249,Großvater::N,tad-cu,avi
250,Großmutter::N,nain,àvia
251,Großmutter::N,mam-gu,àvia
252,Eltern::N,rhieni,pares
253,Vater::N,tad,pare
254,Mutter::N,mam,mare
255,Sohn::N,mab,fill
256,Tochter::N,merch,filla
257,Bruder::N,brawd,germà
258,Schwester::N,chwaer,germana
259,Onkel::N,ewythr,oncle
260,Tante::N,modryb,tia
261,Ehemann::N,gŵr,espòs
262,Ehefrau::N,gwraig,muller
263,Freude::N,gorfoledd,goig
264,Freude::N,gorfoledd,alegria
265,Gelächter::N,chwerthin,riallada
266,Glück::N,hapusrwydd,felicitat
267,Kummer::N,galar,pena
268,Wunsch::N,dymuniad,desig
269,Lust::N,chwant,ganes
270,Geist::N,ysbryd,ment
271,Geist::N,ysbryd,esperit
272,Gedanke::N,meddwl,pensament
273,Gedächtnis::N,cof,memòria
274,Verstand::N,meddwl,raó
275,Verstand::N,meddwl,seny
276,Sinn::N,ystyr,solta
277,Sinn::N,ystyr,sentit
278,Grund::N,achos,raó
279,Grund::N,achos,causa
280,Grund::N,rheswm,raó
281,Grund::N,rheswm,causa
282,Wahrheit::N,gwir,veritāt
283,Wahrheit::N,gwirionedd,veritāt
284,Gespräch::N,sgwrs,conversa
285,Märchen::N,chwedl werin,conte
286,Erzählung::N,stori,narració
287,Nachricht::N,neges,missatge
288,Neuigkeit::N,newydd,novetat
289,Name::N,enw,nom
290,Rätsel::N,pos,endevinalla
291,Rede::N,araith,discurs
292,Sprache::N,iaith,llēngua
293,Stimme::N,llais,veu
294,Wort::N,gair,mot
295,Wort::N,gair,paraula
296,Zeichen::N,arwydd,signe
297,Zeichen::N,arwydd,senyal
298,Ruf::N,galwad,crida
299,Lärm::N,trwst,sorōll
300,Laut::N,sain,so
301,Ton::N,tôn,to
302,Lied::N,cân,cançó
303,Ruhe::N,tawelwch,calma
304,Ruhe::N,tawelwch,silenci
305,Leute::N,pobl,gent
306,Volk::N,pobl,poble
307,Arbeit::N,gwaith,labor
308,Arbeit::N,gwaith,treball
309,Gast::N,gwestai,hoste
310,Geschenk::N,rhodd,regal
311,Geschenk::N,rhodd,obsequi
312,Geschenk::N,anrheg,regal
313,Geschenk::N,anrheg,obsequi
314,Spiel::N,chwarae,joc
315,Gesellschaft::N,cwmni,companyia
316,Hilfe::N,cymorth,ajut
317,Freund::N,cyfaill,amīc
318,Kamerad::N,cydymaith,company
319,Kamerad::N,cydymaith,camarada
320,Angelegenheit::N,pwnc,afer
321,Angelegenheit::N,pwnc,assumpte
322,Anzahl::N,cyfrif,nombre
323,Anzahl::N,cyfrif,quantitat
324,Art::N,bath,tipus
325,Art::N,bath,classe
326,Stück::N,darn,peça
327,Teil::N,rhan,part
328,Hälfte::N,hanner,meitat
329,Kreis::N,cylch,cercle
330,Kreuz::N,croes,creu
331,Linie::N,llinell,línia
332,Strich::N,strôc,traç
333,Strich::N,strôc,ratlla
334,Strich::N,trawiad,traç
335,Strich::N,trawiad,ratlla
336,Abstand::N,bwlch,distància
337,Abstand::N,pellter,distància
338,Entfernung::N,pellter,distància
339,Gegend::N,cylch,regió
340,Gegend::N,cylch,contrada
341,Platz::N,lle,cabuda
342,Ort::N,lle,lloc
343,Seite::N,ochr,banda
344,Seite::N,ochr,costāt
345,Mitte::N,canol,mig
346,Mitte::N,canol,centre
347,Gegenstand::N,eitem,objecte
348,Sache::N,peth,cosa
349,Rand::N,cwr,vora
350,Rand::N,cwr,marge
351,Rand::N,ymyl,vora
352,Rand::N,ymyl,marge
353,Kante::N,min,caire
354,Kante::N,min,cantell
355,Kante::N,ymyl,caire
356,Kante::N,ymyl,cantell
357,Ecke::N,cornel,cantonada
358,Spitze::N,blaen,punta
359,Ende::N,pen,cap
360,Loch::N,twll,forāt
361,Winkel::N,congl,racó
362,Muster::N,patrwm,dibuix
363,Muster::N,patrwm,disseny
364,Größe::N,maint,grandària
365,Größe::N,maintioli,grandària
366,Länge::N,hyd,longitud
367,Höhe::N,uchder,altura
368,Höhe::N,uchder,altitud
369,Gewicht::N,pwysau,pes
370,Menge::N,swm,quantitat
371,Menge::N,maint,quantitat
372,Haufen::N,pentwr,pila
373,Reihe::N,rhes,fila
374,Boot::N,cwch,bot
375,Boot::N,cwch,barca
376,Ruder::N,rhwyf,rem
377,Schlitten::N,sled,trineu
378,Schlitten::N,car llusg,trineu
379,Ski::N,sgi,esquí
380,Lagerfeuer::N,coelcerth,foc de campament
381,Last::N,llwyth,càrrega
382,Gang::N,tro,marxa
383,Schritt::N,cam,pas
384,Norden::N,gogledd,nord
385,Süden::N,de,sud
386,Westen::N,gorllewin,oest
387,Westen::N,gorllewin,occident
388,Osten::N,dwyrain,est
389,Osten::N,dwyrain,orient
390,Holz::N,pren,fusta
391,Brett::N,bwrdd,taula
392,Brett::N,astell,taula
393,Platte::N,llech,placa
394,Stütze::N,ateg,suport
395,Stütze::N,cynhalydd,suport
396,Stange::N,polyn,vara
397,Stock::N,ffon,pal
398,Stock::N,brigyn,pal
399,Stab::N,ffon,bastó
400,Rohr::N,pibell,tub
401,Haus::N,tŷ,casa
402,Heim::N,cartref,llar
403,Ofen::N,stof,estufa
404,Fußboden::N,llawr,terra
405,Tisch::N,bwrdd,taula
406,Stuhl::N,cadair,cadira
407,Wiege::N,crud,bressol
408,Bett::N,gwely,llit
409,Regal::N,silff,prestatgeria
410,Kiste::N,bocs,caixa
411,Kiste::N,blwch,caixa
412,Fenster::N,ffenestr,finestra
413,Tür::N,drws,porta
414,Tor::N,porth,portal
415,Zaun::N,ffens,tanca
416,Dach::N,to,teulada
417,Leiter::N,ysgol,escala
418,Leiter::N,ysgol,escala de mà
419,Besen::N,ysgub,escombra
420,Spaten::N,rhaw,pala
421,Schaufel::N,rhaw,pala
422,Gabel::N,fforc,forquilla
423,Löffel::N,llwy,cullera
424,Messer::N,cyllell,coltell
425,Nagel::N,hoel,clau
426,Netz::N,gwe,filat
427,Netz::N,rhwyd,filat
428,Haken::N,bach,ganxo
429,Griff::N,carn,puny
430,Griff::N,carn,mànec
431,Schloss::N,clo,pany
432,Bild::N,llun,imatge
433,Bild::N,pictiwr,imatge
434,Figur::N,ffigur,figura
435,Puppe::N,dol,nina
436,Beutel::N,cwd,bossa
437,Bündel::N,bwndel,feix
438,Bündel::N,bwndel,paquet
439,Bündel::N,coflaid,feix
440,Bündel::N,coflaid,paquet
441,Tasche::N,cod,bossa
442,Eimer::N,bwced,galleda
443,Eimer::N,cunnog,galleda
444,Deckel::N,caead,tapa
445,Deckel::N,caead,tapadora
446,Geschirr::N,llestri,vaixella
447,Sack::N,sach,sac
448,Sack::N,sach,saca
449,Tasse::N,cwpan,tassa
450,Topf::N,pot,pot
451,Topf::N,pot,olla
452,Topf::N,crochan,pot
453,Topf::N,crochan,olla
454,Kessel::N,tegell,caldera
455,Essen::N,pryd o fwyd,àpat
456,Essen::N,pryd o fwyd,menjada
457,Nahrung::N,bwyd,aliment
458,Speise::N,saig,plat
459,Fleisch::N,cig,carn
460,Getreide::N,ŷd,cereals
461,Getreide::N,llafur,cereals
462,Brei::N,uwd,puré
463,Brot::N,bara,pa
464,Scheibe::N,tafell,tall
465,Scheibe::N,tafell,llesca
466,Fett::N,saim,greix
467,Fett::N,braster,greix
468,Butter::N,ymenyn,mantega
469,Öl::N,olew,oli
470,Salz::N,halen,sal
471,Suppe::N,cawl,sopa
472,Honig::N,mêl,mel
473,Milch::N,llaeth,llet
474,Milch::N,llefrith,llet
475,Tee::N,te,te
476,Leder::N,lledr,cuir
477,Wolle::N,gwlân,llana
478,Stoff::N,lliain,tela
479,Stoff::N,brethyn,tela
480,Nadel::N,nodwydd,agulla
481,Faden::N,edau,fil
482,Faden::N,edefyn,fil
483,Knopf::N,botwm,botó
484,Knoten::N,cwlwm,nus
485,Farbe::N,paent,pintura
486,Kleidung::N,dillad,roba
487,Kleidung::N,dillad,vestits
488,Kleidung::N,gwisgoedd,roba
489,Kleidung::N,gwisgoedd,vestits
490,Hemd::N,crys,camisa
491,Kragen::N,coler,coll
492,Ärmel::N,llawes,màniga
493,Hose::N,trowsus,pantalōns
494,Gürtel::N,gwregys,cinturó
495,Mütze::N,cap,gorra
496,Schuh::N,esgid,sabata
497,Stiefel::N,botasen,bota
498,Ring::N,modrwy,anell
499,Band::N,rhuban,veta
500,Band::N,rhuban,cinta
501,Kamm::N,crib,pinta
502,Spiegel::N,drych,mirāll
503,Riemen::N,strap,corretja
504,Schnur::N,llinyn,corda
505,Leine::N,tennyn,corretja
506,Decke::N,blanced,manta
507,Decke::N,blanced,flassada
508,Decke::N,gwrthban,manta
509,Decke::N,gwrthban,flassada
510,Kissen::N,clustog,coixí
511,Kissen::N,gobennydd,coixí
512,Tuch::N,sgarff,mocador
513,Handtuch::N,tywel,tovallola
514,Handtuch::N,lliain sychu,tovallola
515,Kraft::N,grym,força
516,Stärke::N,nerth,vigor
517,Stärke::N,cryfder,vigor
518,Gesundheit::N,iechyd,salut
519,Krankheit::N,afiechyd,malaltia
520,Krankheit::N,anhwylder,malaltia
521,Schmerz::N,poen,dolor
522,Schmerz::N,gwayw,dolor
523,Wunde::N,clwyf,ferida
524,Fieber::N,twymyn,febre
525,Arznei::N,meddyginiaeth,medicament
526,Brücke::N,pont,pont
527,Brunnen::N,ffynnon,pou
528,Weide::N,porfa,pastura
529,Pfad::N,llwybr,senda
530,Pfad::N,llwybr,sender
531,Weg::N,ffordd,camí
532,Straße::N,heol,carretera
533,Straße::N,ffordd,carretera
534,Dorf::N,pentref,poble
535,Stadt::N,tref,ciutāt
536,Brief::N,llythyr,carta
537,Buch::N,llyfr,llibre
538,Buchstabe::N,llythyren,lletra
539,Zeitung::N,papur newydd,diāri
540,Leben::N,bywyd,vida
541,Tod::N,marwolaeth,mort
542,Grab::N,bedd,tomba
543,Kirche::N,eglwys,església
544,Sünde::N,pechod,pecat
545,Gott::N,duw,déu
546,Arbeiter::N,gweithiwr,obrer
547,Chef::N,pennaeth,cap
548,Meister::N,meistr,mestre
549,Arzt::N,meddyg,metge
550,Lehrer::N,athro,mestre
551,Geld::N,pres,dinērs
552,Geld::N,arian,dinērs
553,Geschäft::N,busnes,negoci
554,Laden::N,siop,tenda
555,Laden::N,siop,botiga
556,Preis::N,pris,preu
557,Ware::N,nwydd,mercaderia
558,Nutzen::N,elw,profit
559,Nutzen::N,budd,profit
560,Reichtum::N,cyfoeth,riquesa
561,Welt::N,byd,món
562,Land::N,gwlad,país
563,Staat::N,gwladwriaeth,estat
564,König::N,brenin,rei
565,Macht::N,grym,poder
566,Macht::N,grym,potència
567,Macht::N,awdurdod,poder
568,Macht::N,awdurdod,potència
569,Grenze::N,ffin,frontera
570,Grenze::N,goror,frontera
571,Krieg::N,rhyfel,guerra
572,Feind::N,gelyn,enemic
573,Gewalt::N,ffyrnigrwydd,violència
574,Kampf::N,brwydr,lluita
575,Bogen[Waffe]::N,bwa,arc
576,Pfeil::N,saeth,fletxa
577,Gewehr::N,dryll,fusell
578,Gewehr::N,dryll,escopeta
579,Fehler::N,gwall,falta
580,Fehler::N,camgymeriad,falta
581,Lüge::N,celwydd,mentida
582,Lüge::N,anwiredd,mentida
583,Schaden::N,niwed,dany
584,Schaden::N,difrod,dany
585,Unglück::N,anffawd,desgràcia
586,Schuld::N,bai,culpa
587,Alter::N,oed,edat
588,Schluss::N,diwedd,fi
589,Schluss::N,diwedd,final
590,Zeit::N,amser,temps
591,Tag::N,dydd,dia
592,Tag::N,diwrnod,dia
593,Morgen::N,bore,matí
594,Mittag::N,nawn,migdia
595,Abend::N,noswaith,vespre
596,Nacht::N,nos,nit
597,Woche::N,wythnos,setmana
598,Monat::N,mis,mes
599,Jahr::N,blwyddyn,any
600,Frühling::N,gwanwyn,primavera
601,Sommer::N,haf,estīu
602,Herbst::N,hydref,tardor
603,Winter::N,gaeaf,hivērn
604,Januar::N,Ionawr,gener
605,Februar::N,Chwefror,febrer
606,März::N,Mawrth,març
607,April::N,Ebrill,abril
608,Mai::N,Mai,maig
609,Juni::N,Mehefin,juny
610,Juli::N,Gorffennaf,juliol
611,August::N,Awst,agost
612,September::N,Medi,setembre
613,Oktober::N,Hydref,octubre
614,November::N,Tachwedd,novembre
615,Dezember::N,Rhagfyr,desembre
616,Montag::N,dydd Llun,dilluns
617,Dienstag::N,dydd Mawrth,dimarts
618,Mittwoch::N,dydd Mercher,dimecres
619,Donnerstag::N,dydd Iau,dijous
620,Freitag::N,dydd Gwener,divendres
621,Samstag::N,dydd Sadwrn,dissabte
622,Sonntag::N,dydd Sul,diumenge
623,groß::A,mawr,gros
624,klein::A,bach,petīt
625,lang::A,hir,llarg
626,kurz::A,byr,curt
627,kurz::A,cwta,curt
628,breit::A,llydan,ample
629,schmal::A,cul,estret
630,dicht::A,dwys,dens
631,dick[Gegenstand]::A,trwchus,gruixūt
632,dünn::A,tenau,prim
633,fein::A,main,fi
634,fest::A,cadarn,ferm
635,fest::A,cadarn,sòlid
636,flach::A,gwastad,pla
637,glatt::A,llyfn,llis
638,hart::A,caled,dur
639,weich::A,meddal,tou
640,rund::A,crwn,rodó
641,spitz::A,pigfain,punxegut
642,scharf::A,miniog,agut
643,stumpf::A,pŵl,rom
644,stumpf::A,pŵl,esmussat
645,schwer::A,trwm,pesāt
646,schön::A,teg,bonīc
647,schön::A,hardd,bonīc
648,schön::A,prydferth,bonīc
649,heiß::A,poeth,calēnt
650,warm::A,twym,càlid
651,warm::A,cynnes,càlid
652,kalt::A,oer,fred
653,kühl::A,oeraidd,fresc
654,frisch::A,iach,fresc
655,feucht::A,llaith,humit
656,nass::A,gwlyb,mullat
657,trocken::A,sych,sec
658,voll::A,llawn,ple
659,leer::A,gwag,buit
660,offen::A,agored,obert
661,geschlossen::A,caead,tancat
662,geschlossen::A,caeëdig,tancat
663,sauber::A,glân,net
664,schmutzig::A,budr,brut
665,schmutzig::A,brwnt,brut
666,roh::A,amrwd,cru
667,reif::A,aeddfed,madur
668,lecker::A,blasus,deliciós
669,lecker::A,danteithiol,deliciós
670,süß::A,melys,dolç
671,bitter::A,chwerw,amarg
672,sauer::A,sur,agre
673,hell::A,disglair,clar
674,dunkel::A,tywyll,fosc
675,schwarz::A,du,negre
676,weiß::A,gwyn,blanc
677,rot::A,coch,vermēll
678,gelb::A,melyn,groc
679,blau::A,glas,blau
680,grün::A,gwyrdd,verd
681,grau::A,llwyd,gris
682,bunt::A,lliwgar,multicolor
683,billig::A,rhad,barat
684,teuer::A,drud,car
685,wertvoll::A,gwerthfawr,preciós
686,blind::A,dall,cec
687,taub::A,byddar,sord
688,kräftig::A,nerthol,fort
689,kräftig::A,nerthol,vigorós
690,kräftig::A,grymus,fort
691,kräftig::A,grymus,vigorós
692,stark::A,cryf,fort
693,stark::A,cadarn,fort
694,schwach::A,gwan,feble
695,fett::A,tew,gras
696,schlank::A,main,esvelt
697,hübsch::A,tlws,maco
698,böse::A,drwg,dolent
699,dumm::A,twp,ximple
700,dumm::A,twp,estúpid
701,faul::A,diog,gandūl
702,faul::A,diog,mandrós
703,fleißig::A,dyfal,diligēnt
704,geizig::A,crintach,avar
705,geizig::A,cybyddlyd,avar
706,klug::A,deallus,intel·ligent
707,geschickt::A,medrus,hàbil
708,geschickt::A,deheuig,hàbil
709,lieb::A,hoff,amat
710,lieb::A,hoff,estimat
711,lieb::A,annwyl,amat
712,lieb::A,annwyl,estimat
713,lustig::A,llon,alegre
714,sanft::A,mwyn,suau
715,hungrig::A,newynog,afamat
716,krank::A,sâl,malālt
717,krank::A,gwael,malālt
718,nackt::A,noeth,nu
719,traurig::A,trist,trist
720,lebendig::A,yn fyw,viu
721,gut::A,da,bo
722,schlecht::A,drwg,dolēnt
723,schlecht::A,gwael,dolēnt
724,richtig::A,cywir,just
725,richtig::A,cywir,correcte
726,schlimm::A,enbyd,greu
727,wahr::A,gwir,vertader
728,wahr::A,gwir,veritable
729,alt::A,hen,vell
730,neu::A,newydd,nou
731,ehemalig::A,blaenorol,antic
732,alt[Lebewesen]::A,oedrannus,vell
733,jung::A,ifanc,jove
734,arm::A,tlawd,pobre
735,reich::A,cyfoethog,ric
736,bekannt::A,cynefin,conegut
737,bekannt::A,cyfarwydd,conegut
738,berühmt::A,enwog,famós
739,fremd::A,estron,estrany
740,verschieden::A,gwahanol,diferent
741,nah::A,agos,pròxim
742,fern::A,pell,llunyà
743,fern::A,pell,distant
744,linker::A,aswy,esquerre
745,linker::A,chwith,esquerre
746,rechter::A,de,dret
747,rechter::A,deau,dret
748,anderer::A,arall,altre
749,erster::A,cyntaf,primer
750,zweiter::A,ail,segon
751,dritter::A,trydydd,tercer
752,letzter::A,olaf,últim
753,allein::ADV,unig,sol
754,allein::ADV,ar ei ben ei hun,sol
755,auf einmal::ADV,ar yr un pryd,d'una vegada
756,zusammen::ADV,ynghyd,junt
757,zusammen::ADV,gyda'i gilydd,junt
758,lange::ADV,amser hir,molt de temps
759,plötzlich::ADV,yn sydyn,de cop
760,plötzlich::ADV,yn sydyn,de sobte
761,sofort::ADV,ar unwaith,de seguida
762,später::ADV,yn ddiweddarach,més tard
763,jetzt::ADV,yn awr,ara
764,heute::ADV,heddiw,avūi
765,morgen::ADV,yfory,demà
766,bald::ADV,yn fuan,aviāt
767,bald::ADV,gyda hyn,aviāt
768,dann::ADV,yna,després
769,dann::ADV,y pryd hwnnw,després
770,gestern::ADV,ddoe,ahir
771,einst::ADV,gynt,anteriorment
772,damals::ADV,ar y pryd,llavōrs
773,damals::ADV,ar y pryd,aleshores
774,damals::ADV,bryd hynny,llavōrs
775,damals::ADV,bryd hynny,aleshores
776,danach::ADV,wedyn,després
777,vorher::ADV,o'r blaen,abāns
778,zuerst::ADV,yn gyntaf,primer
779,einmal::ADV,unwaith,una vegada
780,manchmal::ADV,weithiau,de vegades
781,manchmal::ADV,ar brydiau,de vegades
782,oft::ADV,yn aml,sovint
783,oft::ADV,yn fynych,sovint
784,immer::ADV,bob amser,sempre
785,niemals::ADV,ni ... byth,no ... mai
786,niemals::ADV,ni ... erioed,no ... mai
787,hier::ADV,yma,aquí
788,hierhin::ADV,hyd yma,per aquí
789,von hier::ADV,oddi yma,des d'aquí
790,dort::ADV,acw,allí
791,dorthin::ADV,tuag yno,hi
792,geradeaus::ADV,syth ymlaen,tot dret
793,vorwärts::ADV,ymlaen,endavānt
794,rückwärts::ADV,yn ôl,endarrera
795,zurück::ADV,yn ôl,darrere
796,unten::ADV,isod,a baix
797,unten::ADV,oddi tanodd,a baix
798,hinab::ADV,i lawr,cap avall
799,hinab::ADV,i waered,cap avall
800,oben::ADV,fry,dalt
801,hinauf::ADV,i fyny,cap amunt
802,hinauf::ADV,i'r lan,cap amunt
803,überall::ADV,ym mhobman,pertot
804,überall::ADV,ym mhobman,per tot arreu
805,nicht::ADV,ni,no
806,nicht::ADV,nid,no
807,ein wenig::ADV,tipyn,una mica
808,ein wenig::ADV,ychydig,una mica
809,kaum::ADV,prin,a penes
810,sehr::ADV,iawn,molt
811,so::ADV,fel,així
812,so::ADV,felly,així
813,noch::ADV,eto,encara
814,nur::ADV,yn unig,només
815,schon::ADV,eisoes,ja
816,schon::ADV,yn barod,ja
817,wieder::ADV,drachefn,de nou
818,vergebens::ADV,yn ofer,en va
819,vor::PRP,o flaen,davānt
820,vor::PRP,o flaen,enfront de
821,hinter::PRP,ar ôl,darrera
822,unter::PRP,islaw,sota
823,durch::PRP,trwy,per
824,neben::PRP,ar bwys,al costāt de
