,Concept_ID,xal,be
792,achtzig::NUM,найн,восемдзесят
793,neunzig::NUM,йирн,дзевяноста
794,hundert::NUM,зун,сто
795,tausend::NUM,миңһн,тысяча
796,und::CNJ,болн,і
797,und::CNJ,болн,ды
798,oder::CNJ,эс гиҗ,або
799,oder::CNJ,эс гихлә,або
800,stehen::V,зогсх,стаяць
801,sitzen::V,суух,сядзець
802,liegen::V,кевтх,ляжаць
803,hängen::V,өлгәтә бәәх,вісець
804,werden::V,болх,стаць
805,werden::V,болх,зрабіцца
806,passieren::V,болх,трапіцца
807,beginnen::V,эклх,пачацца
808,enden::V,төгсх,кончыцца
809,wechseln::V,хүврх,мяняцца
810,aufgehen[Sonne]::V,һарх,узысці
811,untergehen[Sonne]::V,орх,зайсці
812,untergehen[Sonne]::V,сүүрлх,зайсці
813,scheinen[Sonne]::V,герлтх,свяціць
814,donnern::V,күрҗңнх,грымець
815,wehen::V,сальклх,дзьмуць
816,strömen::V,һооҗх,ліцца
817,fließen::V,урсх,цячы
818,sich drehen::V,эргх,круціцца
819,sich drehen::V,эргх,варочацца
820,schwanken::V,дәәвлх,хістацца
821,schwingen::V,нәәхлх,гайдацца
822,schwingen::V,нәәхлх,калыхацца
823,fallen::V,унх,падаць
824,fallen::V,киисх,падаць
825,brennen::V,шатх,гарэць
826,rauchen::V,ута һарһх,дымець
827,regnen::V,орх,дажджыць
828,gefrieren::V,мөстх,замерзнуць
829,tauen::V,хәәлх,раставаць
830,schmelzen::V,хәәлх,плавіцца
831,schmelzen::V,хәәлгдх,плавіцца
832,trocknen::V,эврх,сохнуць
833,sieden::V,буслх,кіпець
834,faulen::V,үмкәрх,гнісці
835,verfaulen::V,илҗрх,згнісці
836,reißen::V,тасрх,ірвацца
837,versinken::V,чивх,тануць
838,vergehen::V,болх,праходзіць
839,erscheinen::V,һарх,зʼявіцца
840,verschwinden::V,уга болх,знікнуць
841,sinken::V,татгдх,спадаць
842,abnehmen::V,хасгдх,паменшыцца
843,zunehmen::V,өсх,павялічвацца
844,steigen::V,немх,паднімацца
845,wachsen::V,өсх,расці
846,wachsen::V,урһх,расці
847,glänzen::V,гилвкх,блішчаць
848,funkeln::V,цәклх,бліскаць
849,lärmen::V,шууглдх,шумець
850,läuten::V,хоңх,званіць
851,klingeln::V,җиңнулх,званіць
852,klirren::V,җиңнх,бразгаць
853,brausen::V,догшрхх,бушаваць
854,rauschen::V,сарҗңнх,шастаць
855,klingen::V,ә һарх,гучаць
856,bellen::V,хуцх,брахаць
857,heulen::V,уульх,выць
858,blasen::V,үләх,дзьмухнуць
859,pfeifen::V,ишкрх,свістаць
860,schreien::V,хәәкрх,крычаць
861,stöhnen::V,түңшх,стагнаць
862,zittern::V,дагҗннх,дрыжаць
863,leben::V,бәәх,жыць
864,geboren werden::V,төрх,нарадзіцца
865,atmen::V,әмсхлх,дыхаць
866,trinken::V,уух,піць
867,essen::V,идх,есці
868,schlucken::V,зальгх,глытаць
869,müde werden::V,көшх,стаміцца
870,einschlafen::V,унтх,заснуць
871,schlafen::V,нөөрсх,спаць
872,aufwachen::V,серх,рассыпацца
873,aufstehen::V,босх,устаць
874,sich erholen::V,амрх,адпачываць
875,krank werden::V,гемтх,захварэць
876,krank sein::V,шалтглх,хварэць
877,schmerzen::V,өвдх,балець
878,husten::V,ханях,кашляць
879,genesen::V,эдгх,паправіцца
880,genesen::V,эдгх,паздаравець
881,sterben::V,үкх,памерці
882,sterben::V,өңгрх,памерці
883,umkommen::V,үкх,загінуць
884,sich bewegen::V,көдлх,рухацца
885,sich bewegen::V,көндрх,рухацца
886,sich rühren::V,көндрх,варушыцца
887,sich erheben::V,босх,устаць
888,sich setzen::V,суух,сесці
889,hinfallen::V,унх,упасці
890,hinfallen::V,киисх,упасці
891,laufen::V,йовх,хадзіць
892,schreiten::V,алхх,шагаць
893,schreiten::V,алхх,крочыць
894,spazierengehen::V,сергҗ йовх,гуляць
895,eilen::V,шулудх,спяшацца
896,sich beeilen::V,адһх,спяшацца
897,sich beeilen::V,шамдх,спяшацца
898,sausen::V,хурдлх,імчацца
899,sausen::V,йир_хурдар_гүүх,імчацца
900,sausen::V,йир_хурдар_йовх,імчацца
901,rennen::V,гүүх,бегаць
902,springen::V,һәрәдх,скакаць
903,klettern::V,давшх,лазіць
904,schaukeln::V,дүүдңндх,гайдацца
905,kriechen::V,мөлкх,поўзаць
906,schwimmen::V,усчх,плаваць
907,tauchen::V,булхх,ныраць
908,rudern::V,хәәвдх,веславаць
909,fahren::V,йовх,ехаць
910,fliegen::V,нисх,лятаць
911,gehen::V,йовх,ісці
912,weggehen::V,йовх,пайсці
913,weggehen::V,одх,пайсці
914,weggehen::V,һарх,пайсці
915,weggehen::V,мөрлх,пайсці
916,abfahren::V,мордх,адʼяжджаць
917,anhalten::V,зогсх,спыніцца
918,anhalten::V,зогсх,затрымацца
919,hineingehen::V,орх,уваходзіць
920,eintreten::V,орх,увайсці
921,kommen::V,ирх,прыйсці
922,ankommen::V,ирх,прыбыць
923,zurückkommen::V,орх,вярнуцца
924,bleiben::V,бәәх,застацца
925,warten::V,күләх,чакаць
926,erwarten::V,күләх,чакаць
927,suchen::V,хәәх,шукаць
928,finden::V,олх,знайсці
929,versuchen::V,седх,прабаваць
930,vorbereiten::V,белдх,падрыхтаваць
931,lieben::V,дурлх,кахаць
932,mögen::V,таассгдх,любіць
933,lachen::V,инәх,смяяцца
934,rühren::V,уйрах,расчуліць
935,weinen::V,уульх,плакаць
936,schimpfen::V,харах,лаяцца
937,sich ärgern::V,уурлх,сердаваць
938,sich fürchten::V,әәх,баяцца
939,fürchten::V,әәх,баяцца
940,fürchten::V,сүрдх,баяцца
941,fliehen::V,зулх,уцякаць
942,flüchten::V,орһх,уцячы
943,flüchten::V,зулх,уцячы
944,sehen::V,үзх,бачыць
945,anschauen::V,харх,паглядзець
946,ansehen::V,хәләх,глядзець
947,ansehen::V,үзх,глядзець
948,hören::V,соңсх,чуць
949,zuhören::V,соңсх,слухаць
950,probieren::V,амсх,каштаваць
951,riechen::V,үнрчлх,нюхаць
952,fühlen::V,медх,адчуваць
953,scheinen::V,болҗ медгдх,здавацца
954,scheinen::V,миниһәр болхла,здавацца
955,scheinen::V,болад бәәх,здавацца
956,zu sehen sein::V,үзгдх,віднецца
957,vernehmen::V,соңсх,пачуць
958,frieren::V,даарх,мёрзнуць
959,tun::V,кех,рабіць
960,können::V,чадх,умець
961,wollen::V,дурлх,хацець
962,anfangen::V,эклх,пачаць
963,beenden::V,дуусх,закончыць
964,aufhören::V,уурх,перастаць
965,gelingen::V,бүтх,удацца
966,gelingen::V,күцәх,удацца
967,geraten::V,болх,аказацца
968,öffnen::V,секх,адчыніць
969,schließen::V,хаах,зачыніць
970,stellen::V,тәвх,паставіць
971,setzen::V,суулһх,пасадзіць
972,legen::V,тәвх,класці
973,berühren::V,көндәх,чапаць
974,verbinden::V,боох,звязаць
975,bedecken::V,хучх,накрыць
976,bedecken::V,бүркх,накрыць
977,aufhängen::V,өлгх,павесіць
978,anzünden::V,асах,запаліць
979,anzünden::V,шатах,запаліць
980,aufheben::V,өөдән өргх,падняць
981,zurücklassen::V,үлдәх,пакінуць
982,verlieren::V,геех,згубіць
983,fallen lassen::V,алдх,упусціць
984,machen::V,кех,зрабіць
985,herstellen::V,кех,вырабіць
986,bauen::V,тосхх,будаваць
987,reparieren::V,ясх,правіць
988,verbessern::V,сәәрүлх,палепшыць
989,ändern::V,хүврәх,змяніць
990,graben::V,малтх,капаць
991,beugen::V,нуһлх,сагнуць
992,biegen::V,матилһх,пагнуць
993,drehen::V,эргүлх,вярцець
994,wenden::V,көмрх,павярнуць
995,wenden::V,эргүлх,павярнуць
996,umdrehen::V,эргүлх,перавярнуць
997,heben::V,өргх,падымаць
998,heben::V,деер өргх,падымаць
999,hochheben::V,өргх,падняць
1000,ergreifen::V,бәрх,схапіць
1001,ergreifen::V,бәрх,схваціць
1002,halten::V,бәрх,трымаць
1003,drücken::V,шахх,націскаць
1004,schieben::V,түлкх,пхаць
1005,schieben::V,түлкх,штурхаць
1006,kratzen::V,мааҗх,скрэбці
1007,lecken::V,долах,лізаць
1008,beißen::V,хазх,кусаць
1009,abreißen::V,таслх,адарваць
1010,abschneiden::V,тәәрх,адрэзаць
1011,binden::V,боох,вязаць
1012,stecken::V,шаах,уваткнуць
1013,stecken::V,хатхх,уваткнуць
1014,brechen::V,хамхлх,зламаць
1015,klopfen::V,цокх,стукаць
1016,hauen::V,цокх,біць
1017,kleben::V,наах,клеіць
1018,reiben::V,зүлгх,церці
1019,streichen::V,наах,намазаць
1020,streichen::V,лашх,намазаць
1021,streichen::V,түркх,намазаць
1022,schleifen::V,хурцлх,тачыць
1023,schneiden::V,хәәчлх,рэзаць
1024,rütteln::V,дәәвлүлх,хістаць
1025,schütteln::V,сегсрх,трэсці
1026,schwenken::V,дайлх,махаць
1027,schütten::V,кех,наліць
1028,füllen::V,дүүргх,напоўніць
1029,einwickeln::V,орах,загарнуць
1030,tragen::V,зөөх,несці
1031,schleppen::V,чирх,цягнуць
1032,ziehen::V,татх,цягнуць
1033,aufbewahren::V,хадһлх,захоўваць
1034,werfen::V,хайх,кідаць
1035,fangen::V,бәрх,лавіць
1036,fangen::V,хавлх,лавіць
1037,packen::V,бәрх,схапіць
1038,packen::V,бәрх,схваціць
1039,verstecken::V,дүрх,схаваць
1040,verstecken::V,бултулх,схаваць
1041,teilen::V,хувах,раздзяліць
1042,schicken::V,илгәх,пасылаць
1043,bringen::V,авч ирх,прынесці
1044,hinzufügen::V,немх,дабавіць
1045,bekommen::V,авх,дастаць
1046,erhalten::V,авх ,атрымаць
1047,nehmen::V,авх,ўзяць
1048,wählen::V,шүүх,выбраць
1049,auswählen::V,шүүх,адабраць
1050,bewahren::V,хадһлх,захаваць
1051,bewahren::V,кевтнь үлдәх,захаваць
1052,bewahren::V,кевтнь бәәлһх,захаваць
1053,behindern::V,харшлх,перашкаджаць
1054,verderben::V,үрәх,сапсаваць
1055,beschädigen::V,эвдх,пашкодзіць
1056,zerbrechen::V,күүлх,разбіць
1057,zerbrechen::V,хамхлх,разбіць
1058,zerreißen::V,шуучх,разадраць
1059,zerstören::V,эвдх,разбурыць
1060,verbrennen::V,шатах,спаліць
1061,geben::V,өгх,даць
1062,reichen::V,өгх,перадаць
1063,schenken::V,белглх,дарыць
1064,versprechen::V,амлх,абяцаць
1065,wünschen::V,сә хәәх,жадаць
1066,loben::V,магтх,хваліць
1067,küssen::V,үмсх,цалаваць
1068,wiegen::V,саатулх,гушкаць
1069,wiegen::V,саатулх,калыхаць
1070,zudecken::V,бүркх,накрыць
1071,wecken::V,серүлх,пабудзіць
1072,zeigen::V,үзүлх,паказаць
1073,führen::V,көтлх,весці
1074,lehren::V,заах,вучыць
1075,lehren::V,сурһх,вучыць
1076,unterrichten::V,сурһх,выкладаць
1077,unterrichten::V,багшлх,выкладаць
1078,aufziehen::V,өскәх,выхаваць
1079,leiten::V,һардх,кіраваць
1080,leiten::V,толһалх,кіраваць
1081,antreiben::V,шамдах,падганяць
1082,lassen::V,күч үзүлх,прымусіць
1083,einladen::V,үрх,запрасіць
1084,vereinigen::V,хамцулх,абʼяднаць
1085,besuchen::V,одх,наведаць
1086,treffen::V,харһх,сустрэць
1087,sich versammeln::V,цуглрх,сабрацца
1088,sich versammeln::V,хурх,сабрацца
1089,spielen::V,наадх,гуляць
1090,singen::V,дуулх,пець
1091,singen::V,дуулх,спяваць
1092,tanzen::V,биилх,танцаваць
1093,sich trennen::V,хаһцх,расстацца
1094,verlassen::V,хайх,пакінуць
1095,retten::V,әм аврх,выратаваць
1096,retten::V,әәмшгәс харсх,выратаваць
1097,bewachen::V,харх,ахоўваць
1098,bewachen::V,манх,ахоўваць
1099,schützen::V,харсх,уберагаць
1100,verteidigen::V,харсх,абараніць
1101,sich schlagen::V,гүвдлдх,біцца
1102,sich schlagen::V,гүвдлдх,драцца
1103,schießen::V,хах,страляць
1104,siegen::V,диилх,перамагчы
1105,ärgern::V,уурлулх,злаваць
1106,schlagen::V,цокх,ударыць
1107,schlagen::V,гүвдх,ударыць
1108,stechen::V,хатхх,укалоць
1109,stoßen::V,түлкчкх,папхнуць
1110,stehlen::V,хулхалх,украсці
1111,stören::V,һә болх,перашкодзіць
1112,belästigen::V,амр эс өгх,дакучаць
1113,verbergen::V,нуух,скрыць
1114,verbergen::V,нуух,схаваць
1115,verbergen::V,бултулх,скрыць
1116,verbergen::V,бултулх,схаваць
1117,täuschen::V,меклх,падмануць
1118,betrügen::V,меклх,змахляваць
1119,betrügen::V,мек һарһх,змахляваць
1120,töten::V,алх,забіць
1121,wohnen::V,бәәх,жыць
1122,arbeiten::V,көдлх,працаваць
1123,sammeln::V,түүх,сабраць
1124,pflücken::V,түүх,зрываць
1125,pflücken::V,хурах,зрываць
1126,jagen::V,аңнх,паляваць
1127,jagen::V,аңһучлх,паляваць
1128,fischen::V,заһс аңнх,рыбачыць
1129,fassen::V,бәрх,злавіць
1130,hüten::V,хәрүлх,пасвіць
1131,treiben::V,туух,гнаць
1132,anbinden::V,уйх,прывязаць
1133,füttern::V,теҗәх,карміць
1134,melken::V,саах,даіць
1135,hacken::V,чавчх,сячы
1136,gießen::V,услх,паліць
1137,reifen::V,болх,паспець
1138,reifen::V,болвсрх,паспець
1139,zubereiten::V,белдх,зварыць
1140,zubereiten::V,белдх,згатаваць
1141,kochen::V,чанх,варыць
1142,kochen::V,болһх,варыць
1143,backen::V,болһх,пячы
1144,braten::V,хуурх,смажыць
1145,umrühren::V,самрх,перамяшаць
1146,stricken::V,өлгх,вязаць
1147,nähen::V,уйх,шыць
1148,färben::V,будх,пафарбаваць
1149,reinigen::V,цеврлх,ачысціць
1150,waschen::V,уһах,мыць
1151,abwischen::V,арчх,выцерці
1152,spülen::V,зәәлх,паласкаць
1153,fegen::V,сәвүрдх,падмятаць
1154,kehren::V,сәвүрдх,месці
1155,baden::V,өөмх,купацца
1156,sich waschen::V,уһах,мыцца
1157,sich waschen::V,бийән уһаҗ,мыцца
1158,ausziehen::V,тәәлх,зняць
1159,anziehen::V,өмсх,надзець
1160,sich anziehen::V,хувцлх,адзецца
1161,kämmen::V,самлх,прычасаць
1162,schmücken::V,чимх,аздобіць
1163,schmücken::V,кеерүлх,аздобіць
1164,sagen::V,келх,сказаць
1165,sprechen::V,келх,гаварыць
1166,reden::V,күүндх,размаўляць
1167,reden::V,күр_кех,размаўляць
1168,sich unterhalten::V,күүндх,гутарыць
1169,fragen::V,сурх,спытаць
1170,bitten::V,эрх,прасіць
1171,erzählen::V,келх,расказаць
1172,erzählen::V,келҗ өгх,расказаць
1173,mitteilen::V,медүлх,паведаміць
1174,nennen::V,нерәдх,назваць
1175,nennen::V,нер өгх,назваць
1176,rufen::V,дуудх,зваць
1177,prahlen::V,көөрх,хваліцца
1178,übersetzen::V,орчулх,перакласці
1179,denken::V,санх,думаць
1180,glauben::V,шүтх,верыць
1181,glauben::V,нәәлх,верыць
1182,bemerken::V,темдглх,заўважыць
1183,erkennen::V,таньх,пазнаць
1184,erkennen::V,медх,пазнаць
1185,begreifen::V,медх,спасцігнуць
1186,verstehen::V,соңсх,пачуць
1187,lernen::V,сурх,вучыцца
1188,wissen::V,медх,знаць
1189,sich erinnern an::V,санх,памятаць
1190,vergessen::V,мартх,забыць
1191,messen::V,кемҗәлх,мераць
1192,zählen::V,тоолх,лічыць
1193,rechnen::V,тоолх,лічыць
1194,lesen::V,умшх,чытаць
1195,malen::V,зурх,маляваць
1196,zeichnen::V,зурх,рысаваць
1197,schreiben::V,бичх,пісаць
1198,besitzen::V,эзлх,мець
1199,kaufen::V,хулдҗ авх,купіць
1200,verkaufen::V,хулдх,прадаць
1201,verkaufen::V,гүүлгх,прадаць
1202,bezahlen::V,өгх,заплаціць
1203,zahlen::V,өгх,плаціць
1204,beherrschen::V,эзлх,уладаць
1205,beherrschen::V,эзлх,валодаць
1206,ertragen::V,даах,выцерпець
1207,treten::V,,штурхаць
