,Concept_ID,xal,sq
199,Mücke::N,бөкүн,kunup
200,Mücke::N,бөкүн,mushkonjë
201,Fliege::N,батхн,mizë
202,Schmetterling::N,эрвәкә,flutur
203,Beere::N,бөөлҗрһн,frutë
204,Beere::N,бөөлҗрһн,manaferrë
205,Apfel::N,альмн,mollë
206,Pilz::N,теңгрин ки,kërpudhë
207,Zwiebel::N,мәңгрснә толһа,qepë
208,Saat::N,буудян экн,farë
209,Korn::N,экн,grurë
210,Korn::N,экн,kokërr
211,Heu::N,өвсн,sanë
212,Schale::N,хальсн,lëkurë
213,Grube::N,нүкн,gropë
214,Falle::N,урх,kurth
215,Falle::N,урх,grackë
216,Falle::N,хавх,kurth
217,Falle::N,хавх,grackë
218,Schlinge::N,бүтү,nyjë
219,Spur::N,мөр,gjurmë
220,Asche::N,үмсн,hi
221,Dreck::N,бальчг,baltë
222,Eisen::N,төмр,hekur
223,Gold::N,алтн,ar
224,Gold::N,алтн,flori
225,Silber::N,мөңгн,argjend
226,Silber::N,цаһан мөңгн,argjend
227,Kohle::N,нүүрсн,qymyr
228,Glas::N,шил,qelq
229,Lehm::N,шавр,argjilë
230,Sand::N,элсн,rërë
231,Mensch::N,күн,njeri
232,Mensch::N,күмн,njeri
233,Mann::N,эр,burrë
234,Mann::N,эр,mashkull
235,Frau::N,күүкд күн,grua
236,Frau::N,күүкд күн,femër
237,Kind::N,үрн,kalama
238,Junge::N,көвүн,djalë
239,Mädchen::N,бичкн күүкн,gocë
240,Mädchen::N,бичкн күүкн,vajzë
241,Familie::N,бүл,familje
242,Großvater::N,өвк эцк,gjysh
243,Großvater::N,наһц эцк,gjysh
244,Großmutter::N,эмг эк,gjyshe
245,Großmutter::N,наһц эк,gjyshe
246,Eltern::N,эк эцк хойр,prindër
247,Vater::N,эцк,atë
248,Mutter::N,эк,nënë
249,Sohn::N,көвүн,bir
250,Tochter::N,күүкн,bijë
251,Bruder::N,дү көвүн,vëlla
252,Schwester::N,эгч,motër
253,Schwester::N,дү күүкн,motër
254,Onkel::N,авһ,dajë
255,Onkel::N,авһ,xhaxha
256,Onkel::N,наһцх,dajë
257,Onkel::N,наһцх,xhaxha
258,Tante::N,наһц эгч,teze
259,Tante::N,наһц эгч,hallë
260,Ehemann::N,залу,burrë
261,Ehemann::N,залу,bashkëshort
262,Ehefrau::N,гергн,grua
263,Ehefrau::N,гергн,bashkëshorte
264,Freude::N,байр,gaz
265,Freude::N,байр,gëzim
266,Gelächter::N,инәдн,qeshje
267,Glück::N,җирһл,lumturi
268,Glück::N,сәәхн җирһл,lumturi
269,Kummer::N,зовлң,brengë
270,Kummer::N,зовлң,pikëllim
271,Wunsch::N,дурн,dëshirë
272,Lust::N,җилвтлһн,epsh
273,Lust::N,җилвтлһн,dashuri
274,Geist::N,зөрг,frymë
275,Geist::N,зөрг,shpirt
276,Gedanke::N,ухан,ide
277,Gedanke::N,ухан,mendim
278,Gedächtnis::N,чееҗин тодлвр,kujtesë
279,Verstand::N,ухан,mend
280,Sinn::N,учр-утх,kuptim
281,Grund::N,учр,arsye
282,Grund::N,шалтан,arsye
283,Wahrheit::N,үнн,vërtetë
284,Gespräch::N,күүндвүр,bisedim
285,Märchen::N,тууль,përrallë
286,Erzählung::N,келвр,tregim
287,Nachricht::N,медүллһн,lajm
288,Neuigkeit::N,зәңг,risi
289,Name::N,нерн,emër
290,Rätsel::N,тәәлвртә тууль,gjëzë
291,Rätsel::N,тәәлвртә тууль,gjëegjëzë
292,Rede::N,келлһн,fjalim
293,Sprache::N,келн,gjuhë
294,Stimme::N,дун,zë
295,Wort::N,үг,fjalë
296,Zeichen::N,темдг,shenjë
297,Ruf::N,дуудлһн,thirrmë
298,Lärm::N,шууган,zhurmë
299,Laut::N,ә,tingull
300,Ton::N,дун,ton
301,Lied::N,дун,këngë
302,Ruhe::N,амулң,qetësi
303,Leute::N,әмтн,botë
304,Leute::N,әмтн,njerëz
305,Volk::N,улс,popull
306,Arbeit::N,көдлмш,punë
307,Gast::N,гиич,mik
308,Gast::N,гиич,mysafir
309,Geschenk::N,белг,dhuratë
310,Geschenk::N,белг,peshqesh
311,Spiel::N,наадн,lojë
312,Gesellschaft::N,олн,shoqëri
313,Hilfe::N,нөкд,ndihmë
314,Freund::N,иньг,mik
315,Kamerad::N,үр,shok
316,Angelegenheit::N,керг,punë
317,Anzahl::N,то,sasi
318,Art::N,зүүл,lloj
319,Stück::N,хусг,copë
320,Teil::N,хүв,pjesë
321,Hälfte::N,өрәл,gjysmë
322,Kreis::N,төгрг,qark
323,Kreis::N,төгрг,rreth
324,Kreuz::N,кирс,kryq
325,Linie::N,зурасн,vijë
326,Strich::N,татасн,vizë
327,Abstand::N,зә,distancë
328,Entfernung::N,һазр,largim
329,Gegend::N,һазр,vise
330,Gegend::N,һазр,krahinë
331,Platz::N,зә,shesh
332,Ort::N,бәәрн,vend
333,Seite::N,тал,anë
334,Seite::N,хаҗу,anë
335,Seite::N,хәврһ,anë
336,Mitte::N,дунд,mes
337,Gegenstand::N,юмн,send
338,Sache::N,юмн,gjë
339,Sache::N,юмн,send
340,Rand::N,зах,qoshe
341,Kante::N,ирмәг,teh
342,Ecke::N,өнцг,qoshe
343,Spitze::N,үзүр,majë
344,Ende::N,үзүр,skaj
345,Ende::N,үзүр,bisht
346,Loch::N,хаһрха,vrimë
347,Winkel::N,булң,kënd
348,Muster::N,намч,mostër
349,Größe::N,кемҗән,madhësi
350,Länge::N,ут,gjatësi
351,Höhe::N,өндр,lartësi
352,Gewicht::N,күнд,peshë
353,Gewicht::N,чиңнүр,peshë
354,Menge::N,ик,sasi
355,Haufen::N,ова,grumbull
356,Reihe::N,зерг,radhë
357,Reihe::N,зерг,rresht
358,Reihe::N,зерглән,radhë
359,Reihe::N,зерглән,rresht
360,Boot::N,оңһц,barkë
361,Boot::N,оңһц,lundër
362,Ruder::N,хәәв,rrem
363,Schlitten::N,цан,sajë
364,Ski::N,лыҗ,ski
365,Lagerfeuer::N,костёр,flakadan
366,Lagerfeuer::N,костёр,zjarr i madh
367,Last::N,күнд,barrë
368,Gang::N,йовлһн,ecje
369,Schritt::N,ишкм,hap
370,Norden::N,ар үзг,veri
371,Süden::N,өмн,jug
372,Süden::N,өмн үзг,jug
373,Westen::N,барун,perëndim
374,Westen::N,барун үзг,perëndim
375,Osten::N,зүн,lindje
376,Osten::N,зүн үзг,lindje
377,Holz::N,модн,dru
378,Brett::N,харһа,dërrasë
379,Platte::N,хавтха чолун,pllakë
380,Stütze::N,тулг,shtyllë
381,Stütze::N,тулг,mbështetesë
382,Stange::N,уньн,shufër
383,Stock::N,модн,dajak
384,Stab::N,шуург,shkop
385,Rohr::N,турва,tub
386,Haus::N,гер,shtëpi
387,Heim::N,гер-бул,konak
388,Heim::N,гер-бул,shtëpi
389,Ofen::N,беш,sobë
390,Ofen::N,беш,stufë
391,Fußboden::N,девскр,dysheme
392,Tisch::N,ширә,tryezë
393,Stuhl::N,стул,karrige
394,Wiege::N,өлгә,djep
395,Wiege::N,дүүҗң,djep
396,Bett::N,орн,shtrat
397,Bett::N,орндг,shtrat
398,Regal::N,таг,raft
399,Regal::N,тәвц,raft
400,Kiste::N,яршг,kuti
401,Fenster::N,терз,dritare
402,Tür::N,үүдн,derë
403,Tor::N,үүдн,portë
404,Tor::N,өргн үүдн,portë
405,Tor::N,хашан үүдн,portë
406,Zaun::N,хаша,gardh
407,Dach::N,деевр,çati
408,Leiter::N,шат,shkallë
409,Leiter::N,давшур,shkallë
410,Besen::N,сәвүр,fshesë
411,Spaten::N,күрз,lopatë
412,Schaufel::N,совг,qyrek
413,Gabel::N,серә,pirun
414,Löffel::N,ухр,lugë
415,Messer::N,утх,thikë
416,Nagel::N,хадасн,gozhdë
417,Netz::N,гөлм,rrjetë
418,Haken::N,дегә,grep
419,Haken::N,дегә,grremç
420,Griff::N,иш,dorak
421,Griff::N,иш,dorezë
422,Griff::N,бәрүл,dorak
423,Griff::N,бәрүл,dorezë
424,Schloss::N,оньс,bravë
425,Bild::N,зург,tablo
426,Bild::N,зург,pikturë
427,Figur::N,фигур,figurë
428,Puppe::N,наадһа,kukull
429,Beutel::N,мишг,qese
430,Beutel::N,мишг,trastë
431,Bündel::N,багла,deng
432,Bündel::N,боодһа,deng
433,Tasche::N,сумк,çantë
434,Eimer::N,суулһ,kovë
435,Deckel::N,бүркәсн,kapak
436,Deckel::N,бүркәсн,mbulesë
437,Geschirr::N,сав,enë
438,Geschirr::N,сав-сарх,enë
439,Sack::N,мишг,thes
440,Sack::N,мишг,torbë
441,Tasse::N,ааһ,filxhan
442,Topf::N,кастрюль,kusi
443,Topf::N,кастрюль,tenxhere
444,Kessel::N,хәәсн,kazan
445,Essen::N,зоогллһн,ngrënie
446,Nahrung::N,теҗәл,ushqim
447,Speise::N,хот,gatesë
448,Fleisch::N,махн,mish
449,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,drithë
450,Brei::N,хаш,qull
451,Brot::N,өдмг,bukë
452,Scheibe::N,зүсм,fetë
453,Fett::N,өөкн,lyrë
454,Fett::N,өөкн,yndyrë
455,Butter::N,тосн,gjalpë
456,Öl::N,тосн,vaj
457,Salz::N,давсн,kripë
458,Suppe::N,шөлн,supë
459,Suppe::N,шөлн,çorbë
460,Honig::N,бал,mjaltë
461,Milch::N,үсн,qumësht
462,Tee::N,цә,çaj
463,Leder::N,арсн,lëkurë
464,Wolle::N,утцн,lesh
465,Wolle::N,эд,lesh
466,Stoff::N,эд,pëlhurë
467,Nadel::N,зүн,gjilpërë
468,Faden::N,утцн,pe
469,Faden::N,утцн,fije
470,Knopf::N,товч,kopsë
471,Knoten::N,зәңгдә,komb
472,Farbe::N,будг,bojë
473,Kleidung::N,хувцн,veshje
474,Kleidung::N,хувц-хунр,veshje
475,Hemd::N,киилг,këmishë
476,Kragen::N,зах,jakë
477,Ärmel::N,ханцн,mëngë
478,Hose::N,шалвур,brekë
479,Gürtel::N,бүс,rrip
480,Mütze::N,махла,kësulë
481,Schuh::N,башмгуд,këpucë
482,Stiefel::N,һосн,çizme
483,Ring::N,билцг,unazë
484,Band::N,лент,shirit
485,Kamm::N,сам,krehër
486,Spiegel::N,толь,pasqyrë
487,Riemen::N,бүс,rrip
488,Schnur::N,деесн,litar
489,Schnur::N,деесн,cikomë
490,Leine::N,бурнтг,rrip
491,Leine::N,нохан көтлвр,rrip
492,Decke::N,көнҗл,batanije
493,Kissen::N,дер,jastëk
494,Tuch::N,альчур,shami
495,Handtuch::N,полотенц,peshqir
496,Handtuch::N,һар-нүүрин альчур,peshqir
497,Kraft::N,күчн,forcë
498,Stärke::N,чидл,koll
499,Gesundheit::N,эрүл-менд,shëndet
500,Krankheit::N,өвчн,sëmundje
501,Schmerz::N,өвдлһн,dhimbje
502,Wunde::N,шав,plagë
503,Fieber::N,безг,ethe
504,Arznei::N,эм,ilaç
505,Brücke::N,тагт,urë
506,Brunnen::N,худг,pus
507,Weide::N,малын идг,kullotë
508,Pfad::N,цувг,ravë
509,Pfad::N,цувг,shteg
510,Weg::N,хаалһ,udhë
511,Weg::N,хаалһ,shteg
512,Straße::N,зам,rrugë
513,Dorf::N,хотн,fshat
514,Dorf::N,хотн,katund
515,Stadt::N,балһсн,qytet
516,Brief::N,бичг,letër
517,Buch::N,дегтр,libër
518,Buchstabe::N,үзг,shkronjë
519,Zeitung::N,газет,gazetë
520,Leben::N,җирһл,jetë
521,Tod::N,үкл,mortje
522,Tod::N,өңгрлһн,mortje
523,Grab::N,оршалһна нүкн,varr
524,Kirche::N,чонҗ,kishë
525,Sünde::N,нүл,mëkat
526,Sünde::N,нүл,gjynah
527,Sünde::N,килнц,mëkat
528,Sünde::N,килнц,gjynah
529,Gott::N,бурхн,hy
530,Gott::N,бурхн,zot
531,Arbeiter::N,көдлмшч,punëtor
532,Chef::N,толһач,shef
533,Chef::N,толһач,drejtues
534,Meister::N,урн,mjeshtër
535,Arzt::N,эмч,mjek
536,Arzt::N,эмч,doktor
537,Lehrer::N,багш,mësues
538,Lehrer::N,багш,arsimtar
539,Geld::N,мөңгн,para
540,Geld::N,мөңгн,holla
541,Geschäft::N,көдлмш,ujdi
542,Geschäft::N,көдлмш,biznes
543,Laden::N,лавк,dyqan
544,Preis::N,үн,çmim
545,Ware::N,эд-тавр,mall
546,Nutzen::N,олз,dobi
547,Nutzen::N,олз,leverdi
548,Reichtum::N,зөөр,kamje
549,Reichtum::N,зөөр,pasuri
550,Welt::N,орчлң,botë
551,Welt::N,делкә,botë
552,Land::N,орн-нутг,vend
553,Staat::N,государств,shtet
554,König::N,хан,mbret
555,Macht::N,йосн,fuqi
556,Macht::N,йосн,pushtet
557,Grenze::N,меҗә,kufi
558,Krieg::N,дән,luftë
559,Feind::N,дәәсн,armik
560,Gewalt::N,күч һарһлһн,dhunë
561,Kampf::N,ноолдан,luftim
562,Kampf::N,бәрлдлһн,luftim
563,Bogen[Waffe]::N,саадг,hark
564,Pfeil::N,сумн,shigjetë
565,Gewehr::N,бу,pushkë
566,Fehler::N,алдг,gafë
567,Fehler::N,алдг,gabim
568,Lüge::N,худл,gënjeshtër
569,Schaden::N,хорлт,dëm
570,Schaden::N,хорлт,zarar
571,Unglück::N,гүрм,fatkeqësi
572,Schuld::N,гем,faj
573,Schuld::N,буру,faj
574,Alter::N,насн,moshë
575,Schluss::N,чилгч,fund
576,Zeit::N,цаг,kohë
577,Tag::N,өдр,ditë
578,Morgen::N,өрүн,mëngjes
579,Mittag::N,үд,mesditë
580,Abend::N,асхн,mbrëmje
581,Nacht::N,сө,natë
582,Woche::N,долан хонг,javë
583,Monat::N,сар,muaj
584,Jahr::N,җил,vit
585,Frühling::N,хавр,pranverë
586,Sommer::N,зун,verë
587,Herbst::N,намр,vjeshtë
588,Winter::N,үвл,dimër
589,Januar::N,январь,janar
590,Februar::N,февраль,shkurt
591,März::N,март,mars
592,März::N,моһа сар,mars
593,April::N,апрель,prill
594,Mai::N,май,maj
595,Juni::N,июнь,qershor
596,Juni::N,мөчн сар,qershor
597,Juli::N,июль,korrik
598,August::N,август,gusht
599,September::N,һаха сар,shtator
600,Oktober::N,октябрь,tetor
601,November::N,ноябрь,nëntor
602,November::N,үкр сар,nëntor
603,Dezember::N,бар сар,dhjetor
604,Montag::N,понедельник,hënë
605,Dienstag::N,вторник,martë
606,Mittwoch::N,среда,mërkurë
607,Mittwoch::N,үлмҗ өдр,mërkurë
608,Donnerstag::N,четверг,enjte
609,Donnerstag::N,пүрвә өдр,enjte
610,Freitag::N,пятниц,premte
611,Samstag::N,суббот,shtunë
612,Sonntag::N,нарн өдр,diel
613,Sonntag::N,воскресень,diel
614,groß::A,ик,madh
615,klein::A,бичкн,vogël
616,lang::A,ут,gjatë
617,kurz::A,оһтр,shkurtër
618,breit::A,өргн,gjerë
619,schmal::A,уутьхн,ngushtë
620,dicht::A,нигт,dendur
621,dick[Gegenstand]::A,зузан,trashë
622,dünn::A,нимгн,hollë
623,fein::A,нәрхн,imët
624,fest::A,бат,fortë
625,flach::A,хавтха,sheshtë
626,glatt::A,тегш,rrafshët
627,glatt::A,тиньгр,rrafshët
628,hart::A,хату,fortë
629,weich::A,җөөлн,butë
630,weich::A,җөөлкн,butë
631,rund::A,төгрг,rrumbullakët
632,spitz::A,шовһр,majëmprehtë
633,scharf::A,хурц,mprehtë
634,stumpf::A,мука,topitur
635,schwer::A,күнд,rëndë
636,schön::A,сәәхн,bukur
637,heiß::A,халун,nxehtë
638,warm::A,дулан,ngrohtë
639,kalt::A,киитн,ftohtë
640,kühl::A,серүн,freskët
641,frisch::A,серүн,pastër
642,feucht::A,чиигтә,lagësht
643,nass::A,чиигтә,lagur
644,trocken::A,хагсу,thatë
645,voll::A,дүүрң,plotë
646,leer::A,сул,bosh
647,leer::A,сул,zbrazët
648,leer::A,хоосн,bosh
649,leer::A,хоосн,zbrazët
650,offen::A,секәтә,hapur
651,geschlossen::A,хаалһата,mbyllur
652,sauber::A,цевр,dëlirë
653,schmutzig::A,киртә,ndyrë
654,roh::A,түүкә,gjallë
655,reif::A,болсн,arrirë
656,lecker::A,әмтәхн,shijshëm
657,süß::A,әмтәхн,ëmbël
658,bitter::A,һашун,hidhur
659,bitter::A,һашута,hidhur
660,sauer::A,ишклң,thartë
661,hell::A,герлтә,me dritë
662,dunkel::A,харңһу,errët
663,schwarz::A,хар,i zi
664,weiß::A,цаһан,bardhë
665,rot::A,улан,kuq
666,gelb::A,шар,verdhë
667,blau::A,көк,blu
668,blau::A,көк,kaltër
669,grün::A,көк,blertë
670,grün::A,көк,gjelbër
671,grau::A,бор,hirtë
672,grau::A,бор,bojë hiri
673,bunt::A,алг,shumëngjyrëshëm
674,bunt::A,эрәтә,shumëngjyrëshëm
675,billig::A,кимд,lirë
676,teuer::A,үнтә,shtrenjtë
677,wertvoll::A,үнтә,çmuar
678,wertvoll::A,үнтә,vlershëm
679,wertvoll::A,эрднь,çmuar
680,wertvoll::A,эрднь,vlershëm
681,blind::A,сохр,qorr
682,blind::A,сохр,verbër
683,taub::A,дүлә,shurdhër
684,kräftig::A,күчтә,fuqishëm
685,stark::A,чаңһ,fortë
686,schwach::A,күчн тату,dobët
687,fett::A,тарһн,dhjamur
688,schlank::A,эццн,hollë
689,hübsch::A,көркхн,bukur
690,hübsch::A,көркхн,hijshëm
691,böse::A,уурта,keq
692,dumm::A,тенг,teveqel
693,faul::A,залху,dembel
694,fleißig::A,кинән,zellshëm
695,fleißig::A,кинмһә,zellshëm
696,geizig::A,ховдг,kurnac
697,geizig::A,ховдг,dorështrënguar
698,klug::A,ухата,mençur
699,geschickt::A,чадмг,aftë
700,lieb::A,эңкр,dashur
701,lustig::A,сергмҗтә,gëzuar
702,lustig::A,җирһлтә,gëzuar
703,sanft::A,номһн,butë
704,hungrig::A,өлн,uritur
705,hungrig::A,харһнсн,uritur
706,krank::A,өвчтә,sëmurë
707,krank::A,шалтгта,sëmurë
708,nackt::A,нүцкн,lakuriq
709,nackt::A,нүцкн,zhveshur
710,traurig::A,һундлта,trishtuar
711,lebendig::A,әмд,gjallë
712,gut::A,сән,mirë
713,schlecht::A,му,keq
714,richtig::A,зөвтә,drejtë
715,schlimm::A,җигшүртә,keq
716,wahr::A,үнн,vërtetë
717,wahr::A,мөн,vërtetë
718,alt::A,хуучн,vjetër
719,neu::A,шин,i ri
720,ehemalig::A,хуучн,dikurshëm
721,alt[Lebewesen]::A,көгшн,plak
722,jung::A,баһ,i ri
723,arm::A,угатя,varfër
724,arm::A,угатя,vobektë
725,reich::A,байн,pasur
726,bekannt::A,таньл,njohur
727,bekannt::A,таньдг,njohur
728,berühmt::A,туурсн,famshëm
729,fremd::A,күүнә,huaj
730,verschieden::A,әдл биш,ndryshëm
731,verschieden::A,йилһәтә,ndryshëm
732,nah::A,өөрхн,afërt
733,fern::A,хол,largët
734,linker::A,зүн,majtë
735,rechter::A,барун,djathtë
736,anderer::A,талдан,tjetër
737,erster::A,негдгч,parë
738,zweiter::A,хойрдгч,dytë
739,dritter::A,һурвдгч,i tretë
740,letzter::A,отхн,fundit
741,allein::ADV,һанцарн,vetëm
742,auf einmal::ADV,нег дәкҗ,njëkohësisht
743,zusammen::ADV,хамдан,bashkë
744,zusammen::ADV,хамдан,së bashku
745,lange::ADV,удан,për një kohë të gjatë
746,plötzlich::ADV,генткн,befas
747,sofort::ADV,дарунь,menjëherë
748,sofort::ADV,дарунь,aty për aty
749,später::ADV,сүүлд,më vonë
750,jetzt::ADV,ода,tash
751,heute::ADV,эндр,sot
752,morgen::ADV,маңһдур,nesër
753,bald::ADV,дарунь,shpejt
754,bald::ADV,дарунь,së shpejti
755,dann::ADV,дәкәд,pastaj
756,gestern::ADV,өцклдүр,dje
757,einst::ADV,нег саамд,dikur
758,damals::ADV,тиигхд,atëherë
759,danach::ADV,тегәд,mandej
760,vorher::ADV,урд,më parë
761,zuerst::ADV,түрүләд,së pari
762,einmal::ADV,нег дәкҗ,njëherë
763,manchmal::ADV,зәрмдән,nganjëherë
764,oft::ADV,хара биш,shpesh
765,oft::ADV,хатяр биш,shpesh
766,oft::ADV,дару-дарунь,shpesh
767,immer::ADV,оньдинд,përherë
768,immer::ADV,оньдинд,gjithnjë
769,niemals::ADV,кезә чмгн биш,kurrë
770,niemals::ADV,кезә чмгн биш,asnjëherë
771,hier::ADV,энд,këtu
772,hier::ADV,энүнд,këtu
773,hierhin::ADV,нааран,knej
774,von hier::ADV,эндәс,që këtej
775,von hier::ADV,эндәс,prej këtej
776,dort::ADV,тенд,aty
777,dort::ADV,тенд,atje
778,dorthin::ADV,тиигән,anej
779,geradeaus::ADV,шуд,drejt
780,vorwärts::ADV,уралан,mbroth
