,Concept_ID,is,da
163,Schwein::N,svín,gris
164,Hund::N,hundur,hund
165,Katze::N,köttur,kat
166,Bär::N,björn,bjørn
167,Eichhörnchen::N,íkorni,egern
168,Elch::N,elgur,elg
169,Fuchs::N,refur,ræv
170,Hase::N,héri,hare
171,Maus::N,mús,mus
172,Wolf::N,úlfur,ulv
173,Vogel::N,fugl,fugl
174,Schwarm::N,sægur,sværm
175,Huhn::N,hæna,høne
176,Hahn::N,hani,hane
177,Gans::N,gæs,gås
178,Adler::N,örn,ørn
179,Ente::N,önd,and
180,Eule::N,uggla,ugle
181,Kranich::N,trana,trane
182,Krähe::N,kráka,krage
183,Kuckuck::N,gaukur,gøg
184,Schwan::N,svanur,svane
185,Fisch::N,fiskur,fisk
186,Barsch::N,aborri,aborre
187,Hecht::N,gedda,gedde
188,Schlange[Tier]::N,naðra,slange
189,Wurm::N,ormur,orm
190,Spinne::N,kónguló,edderkop
191,Ameise::N,maur,myre
192,Laus::N,lús,lus
193,Mücke::N,mý,myg
194,Mücke::N,mýfluga,myg
195,Fliege::N,fluga,flue
196,Schmetterling::N,fiðrildi,sommerfugl
197,Beere::N,ber,bær
198,Apfel::N,epli,æble
199,Pilz::N,sveppur,svamp
200,Zwiebel::N,laukur,løg
201,Saat::N,fræ,sæd
202,Saat::N,útsæði,sæd
203,Korn::N,korn,korn
204,Heu::N,hey,hø
205,Schale::N,hýði,skræl
206,Grube::N,gryfja,grav
207,Falle::N,gildra,fælde
208,Schlinge::N,snara,snare
209,Spur::N,spor,spor
210,Asche::N,aska,aske
211,Dreck::N,óþverri,snavs
212,Eisen::N,járn,jern
213,Gold::N,gull,guld
214,Silber::N,silfur,sølv
215,Kohle::N,kol,kul
216,Glas::N,gler,glas
217,Lehm::N,leir,ler
218,Sand::N,sandur,sand
219,Mensch::N,maður,mennesge
220,Mensch::N,manneskja,mennesge
221,Mann::N,maður,mand
222,Mann::N,karlmaður,mand
223,Frau::N,kona,kvinde
224,Kind::N,barn,barn
225,Kind::N,krakki,barn
226,Junge::N,drengur,dreng
227,Mädchen::N,stelpa,pige
228,Familie::N,fjölskylda,familie
229,Großvater::N,afi,bedstefar
230,Großmutter::N,amma,bedstemor
231,Eltern::N,foreldrar,forældre
232,Vater::N,faðir,far
233,Mutter::N,móðir,mor
234,Sohn::N,sonur,søn
235,Tochter::N,dóttir,datter
236,Bruder::N,bróðir,bror
237,Schwester::N,systir,søster
238,Onkel::N,föðurbróðir,onkel
239,Tante::N,frænka,tante
240,Tante::N,móðursystir,tante
241,Ehemann::N,eiginmaður,ægtemand
242,Ehefrau::N,eiginkona,hustru
243,Freude::N,gleði,glæde
244,Gelächter::N,hlátur,latter
245,Glück::N,gæfa,lykke
246,Kummer::N,sorg,sorg
247,Wunsch::N,ósk,ønske
248,Lust::N,fýsn,lyst
249,Lust::N,löngun,lyst
250,Geist::N,andi,ånd
251,Gedanke::N,hugsun,tanke
252,Gedächtnis::N,minni,hukommelse
253,Verstand::N,vit,forstand
254,Sinn::N,merking,mening
255,Sinn::N,merking,betydning
256,Grund::N,ástæða,grund
257,Wahrheit::N,sannleikur,sandhed
258,Gespräch::N,samtal,samtale
259,Märchen::N,ævintýri,eventyr
260,Erzählung::N,saga,fortælling
261,Nachricht::N,frétt,efterretning
262,Neuigkeit::N,frétt,nyhed
263,Name::N,nafn,navn
264,Rätsel::N,gáta,gåde
265,Rede::N,ræða,tale
266,Sprache::N,mál,sprog
267,Sprache::N,tungumál,sprog
268,Stimme::N,rödd,stemme
269,Wort::N,orð,ord
270,Zeichen::N,tákn,tegn
271,Zeichen::N,merki,tegn
272,Ruf::N,kall,råb
273,Lärm::N,hávaði,larm
274,Laut::N,hljóð,lyd
275,Ton::N,tónn,tone
276,Lied::N,ljóð,sang
277,Lied::N,söngur,sang
278,Ruhe::N,ró,ro
279,Ruhe::N,ró,hvile
280,Ruhe::N,kyrrð,ro
281,Ruhe::N,kyrrð,hvile
282,Leute::N,fólk,folk
283,Leute::N,fólk,mennesker
284,Volk::N,þjóð,folk
285,Arbeit::N,vinna,arbejde
286,Gast::N,gestur,gæst
287,Geschenk::N,gjöf,gave
288,Spiel::N,leikur,leg
289,Gesellschaft::N,selskapur,selskab
290,Hilfe::N,hjálp,hjælp
291,Freund::N,vinur,ven
292,Kamerad::N,félagi,kammerat
293,Angelegenheit::N,mál,sag
294,Angelegenheit::N,mál,anliggende
295,Angelegenheit::N,málefni,sag
296,Angelegenheit::N,málefni,anliggende
297,Anzahl::N,tala,antal
298,Anzahl::N,fjöldi,antal
299,Art::N,tegund,art
300,Stück::N,biti,stykke
301,Stück::N,stykki,stykke
302,Teil::N,hluti,del
303,Teil::N,partur,del
304,Hälfte::N,helmingur,halvdel
305,Kreis::N,hringur,cirkel
306,Kreuz::N,kross,kors
307,Kreuz::N,kross,kryds
308,Kreuz::N,krossmark,kors
309,Kreuz::N,krossmark,kryds
310,Linie::N,lína,linie
311,Strich::N,strik,streg
312,Abstand::N,millibil,afstand
313,Entfernung::N,fjarlægð,afstand
314,Gegend::N,hérað,egn
315,Platz::N,pláss,plads
316,Ort::N,staður,sted
317,Seite::N,hlið,side
318,Mitte::N,miðja,midte
319,Gegenstand::N,hlutur,genstand
320,Sache::N,mál,sag
321,Rand::N,brún,rand
322,Kante::N,rönd,kant
323,Ecke::N,horn,hjørne
324,Spitze::N,oddur,spids
325,Ende::N,endi,ende
326,Loch::N,gat,hul
327,Loch::N,hola,hul
328,Winkel::N,skot,vinkel
329,Winkel::N,krókur,vinkel
330,Muster::N,munstur,mønster
331,Größe::N,stærð,størrelse
332,Länge::N,lengd,længde
333,Höhe::N,hæð,højde
334,Gewicht::N,vigt,vægt
335,Gewicht::N,þyngd,vægt
336,Menge::N,magn,mængde
337,Haufen::N,hrúga,bunke
338,Haufen::N,haugur,bunke
339,Reihe::N,röð,række
340,Boot::N,bátur,båd
341,Ruder::N,ár,åre
342,Schlitten::N,sleði,kælk
343,Schlitten::N,sleði,slæde
344,Ski::N,skíði,ski
345,Lagerfeuer::N,varðeldur,lejrbål
346,Last::N,byrði,last
347,Last::N,byrði,byrde
348,Last::N,farmur,last
349,Last::N,farmur,byrde
350,Gang::N,ganga,gang
351,Schritt::N,skref,skridt
352,Norden::N,norður,nord
353,Süden::N,suður,syd
354,Westen::N,vestur,vest
355,Osten::N,austur,øst
356,Holz::N,viður,træ
357,Brett::N,fjöl,bræt
358,Platte::N,flötur,plade
359,Stütze::N,stoð,støtte
360,Stange::N,stöng,stang
361,Stock::N,prik,stok
362,Stock::N,stafur,stok
363,Stab::N,prik,stav
364,Stab::N,stafur,stav
365,Rohr::N,rör,rør
366,Rohr::N,pípa,rør
367,Haus::N,hús,hus
368,Heim::N,heimili,hjem
369,Ofen::N,ofn,ovn
370,Fußboden::N,gólf,gulv
371,Tisch::N,borð,bord
372,Stuhl::N,stóll,stol
373,Wiege::N,vagga,vugge
374,Bett::N,rúm,seng
375,Bett::N,hvíla,seng
376,Regal::N,hilla,reol
377,Kiste::N,kassi,kasse
378,Fenster::N,gluggi,vindue
379,Tür::N,dyr,dør
380,Tür::N,hurð,dør
381,Tor::N,hlið,port
382,Zaun::N,girðing,stakit
383,Zaun::N,limgarður,stakit
384,Dach::N,þak,tag
385,Leiter::N,stigi,stige
386,Besen::N,sópur,kost
387,Spaten::N,spaði,spade
388,Schaufel::N,skófla,skovl
389,Gabel::N,gaffall,gaffel
390,Löffel::N,skeið,ske
391,Messer::N,hnífur,kniv
392,Nagel::N,nögl,søm
393,Netz::N,net,net
394,Haken::N,krókur,krog
395,Griff::N,tak,tag
396,Griff::N,tak,håndtag
397,Schloss::N,lás,lås
398,Bild::N,mynd,billede
399,Figur::N,stytta,figur
400,Puppe::N,brúða,dukke
401,Beutel::N,poki,pose
402,Beutel::N,baggi,pose
403,Bündel::N,böggull,bylt
404,Bündel::N,böggull,bundt
405,Tasche::N,veski,taske
406,Eimer::N,fata,spand
407,Deckel::N,lok,låg
408,Geschirr::N,leirtau,husgeråd
409,Sack::N,sekkur,sæk
410,Tasse::N,bolli,kop
411,Topf::N,pottur,gryde
412,Kessel::N,ketill,kedel
413,Essen::N,matur,måltid
414,Nahrung::N,fæða,mad
415,Nahrung::N,fæða,næring
416,Speise::N,réttur,ret
417,Speise::N,matarréttur,ret
418,Fleisch::N,kjöt,kød
419,Getreide::N,korn,korn
420,Brei::N,grautur,grød
421,Brot::N,brauð,brød
422,Scheibe::N,sneið,skive
423,Fett::N,fita,fedt
424,Butter::N,smjör,smør
425,Öl::N,olía,olie
426,Salz::N,salt,salt
427,Suppe::N,súpa,suppe
428,Honig::N,hunang,honning
429,Milch::N,mjólk,mælk
430,Tee::N,te,te
431,Leder::N,skinn,skind
432,Wolle::N,ull,uld
433,Stoff::N,dúkur,stof
434,Nadel::N,nál,nål
435,Faden::N,þráður,tråd
436,Knopf::N,tala,knap
437,Knopf::N,hnappur,knap
438,Knoten::N,hnútur,knude
439,Farbe::N,málning,farve
440,Kleidung::N,búningur,påklædning
441,Kleidung::N,klæðnaður,påklædning
442,Hemd::N,skyrta,skjorte
443,Kragen::N,kragi,krave
444,Kragen::N,flibbi,krave
445,Ärmel::N,ermi,ærme
446,Hose::N,buxur,bukser
447,Gürtel::N,belti,bælte
448,Mütze::N,húfa,hue
449,Schuh::N,skór,sko
450,Stiefel::N,stígvél,støvle
451,Ring::N,hringur,ring
452,Band::N,band,bånd
453,Kamm::N,greiða,kam
454,Spiegel::N,spegill,spejl
455,Riemen::N,ól,rem
456,Riemen::N,reim,rem
457,Schnur::N,snúra,snor
458,Leine::N,band,snor
459,Decke::N,teppi,tæppe
460,Kissen::N,koddi,pude
461,Tuch::N,klútur,sjaltørklæde
462,Handtuch::N,þurrka,håndklæde
463,Handtuch::N,handklæði,håndklæde
464,Kraft::N,afl,kraft
465,Kraft::N,kraftur,kraft
466,Stärke::N,styrkur,styrke
467,Gesundheit::N,heilsa,sundhed
468,Gesundheit::N,heilbrigði,sundhed
469,Krankheit::N,sjúkdómur,sygdom
470,Schmerz::N,sársauki,smerte
471,Wunde::N,sár,sår
472,Fieber::N,hitasótt,feber
473,Arznei::N,lyf,medicin
474,Arznei::N,lyf,lægemiddel
475,Brücke::N,brú,bro
476,Brunnen::N,brunnur,brønd
477,Weide::N,hagi,græsgang
478,Pfad::N,stígur,sti
479,Weg::N,vegur,vej
480,Straße::N,gata,gade
481,Straße::N,stræti,gade
482,Dorf::N,þorp,landsby
483,Stadt::N,borg,by
484,Brief::N,bréf,brev
485,Buch::N,bók,bog
486,Buchstabe::N,bókstafur,bogstav
487,Zeitung::N,dagblað,avis
488,Leben::N,líf,liv
489,Tod::N,dauði,død
490,Grab::N,gröf,grav
491,Kirche::N,kirkja,kirke
492,Sünde::N,synd,synd
493,Gott::N,guð,gud
494,Arbeiter::N,verkamaður,arbejder
495,Chef::N,yfirmaður,chef
496,Meister::N,meistari,mester
497,Arzt::N,læknir,læge
498,Lehrer::N,kennari,lærer
499,Geld::N,peningar,penge
500,Geschäft::N,viðskipti,forretning
501,Laden::N,búð,butik
502,Laden::N,búð,forretning
503,Laden::N,verslun,butik
504,Laden::N,verslun,forretning
505,Preis::N,verð,pris
506,Ware::N,vara,vare
507,Nutzen::N,gagn,nytte
508,Reichtum::N,auður,rigdom
509,Welt::N,veröld,verden
510,Land::N,land,land
511,Staat::N,ríki,stat
512,König::N,konungur,konge
513,Macht::N,vald,magt
514,Grenze::N,landamæri,grænse
515,Krieg::N,stríð,krig
516,Feind::N,fjandmaður,fjende
517,Gewalt::N,ofbeldi,vold
518,Kampf::N,bardagi,kamp
519,Bogen[Waffe]::N,bogi,bue
520,Pfeil::N,ör,pil
521,Gewehr::N,byssa,gevær
522,Fehler::N,villa,fejl
523,Lüge::N,lygi,løgn
524,Schaden::N,skemmd,skade
525,Unglück::N,óhamingja,uheld
526,Unglück::N,óhamingja,ulykke
527,Schuld::N,sök,skyld
528,Alter::N,aldur,alder
529,Schluss::N,lok,slut
530,Schluss::N,lok,slutning
531,Schluss::N,endir,slut
532,Schluss::N,endir,slutning
533,Zeit::N,tími,tid
534,Tag::N,dagur,dag
535,Morgen::N,morgunn,morgen
536,Mittag::N,hádegi,middag
537,Abend::N,kvöld,aften
538,Nacht::N,nótt,nat
539,Woche::N,vika,uge
540,Monat::N,mánuður,måned
541,Jahr::N,ár,år
542,Frühling::N,vor,forår
543,Sommer::N,sumar,sommer
544,Herbst::N,haust,efterår
545,Winter::N,vetur,vinter
546,Januar::N,janúar,januar
547,Februar::N,február,februar
548,März::N,mars,marts
549,April::N,apríl,april
550,Mai::N,maí,maj
551,Juni::N,júní,juni
552,Juli::N,júlí,juli
553,August::N,ágúst,august
554,September::N,september,september
555,Oktober::N,október,oktober
556,November::N,nóvember,november
557,Dezember::N,desember,december
558,Montag::N,mánudagur,mandag
559,Dienstag::N,þriðjudagur,tirsdag
560,Mittwoch::N,miðvikudagur,onsdag
561,Donnerstag::N,fimmtudagur,torsdag
562,Freitag::N,föstudagur,fredag
563,Samstag::N,laugardagur,lørdag
564,Sonntag::N,sunnudagur,søndag
565,groß::A,stór,stor
566,klein::A,lítill,lille
567,lang::A,langur,lang
568,kurz::A,stuttur,kort
569,breit::A,breiður,bred
570,schmal::A,mjór,smal
571,dicht::A,þéttur,tæt
572,dick[Gegenstand]::A,þykkur,tyk
573,dünn::A,þunnur,tynd
574,fein::A,fíngerður,fin
575,fest::A,fastur,fast
576,flach::A,flatur,flad
577,glatt::A,háll,glat
578,glatt::A,sléttur,glat
579,hart::A,harður,hård
580,weich::A,mjúkur,blød
581,rund::A,kringlóttur,rund
582,spitz::A,oddhvass,spids
583,scharf::A,beittur,skarp
584,stumpf::A,bitlaus,sløv
585,stumpf::A,bitlaus,stump
586,schwer::A,þungur,tung
587,schön::A,fagur,skøn
588,schön::A,fallegur,skøn
589,heiß::A,heitur,hed
590,warm::A,hlýr,varm
591,warm::A,heitur,varm
592,kalt::A,kaldur,kold
593,kühl::A,svalur,kølig
594,frisch::A,frískur,frisk
595,feucht::A,rakur,fugtig
596,feucht::A,þvalur,fugtig
597,nass::A,votur,våd
598,nass::A,blautur,våd
599,trocken::A,þurr,tør
600,voll::A,fullur,fuld
601,leer::A,tómur,tom
602,offen::A,opinn,åben
603,geschlossen::A,lokaður,lukket
604,sauber::A,þrifinn,ren
605,schmutzig::A,óhreinn,snavset
606,schmutzig::A,sóðalegur,snavset
607,roh::A,hrár,rå
608,reif::A,þroskaður,moden
609,lecker::A,ljúffengur,lækker
610,süß::A,sætur,sød
611,bitter::A,beiskur,bitter
612,sauer::A,súr,sur
613,hell::A,bjartur,lys
614,dunkel::A,dimmur,mørk
615,schwarz::A,svartur,sort
616,weiß::A,hvítur,hvid
617,rot::A,rauður,rød
618,gelb::A,gulur,gul
619,blau::A,blár,blå
620,grün::A,grænn,grøn
621,grau::A,grár,grå
622,bunt::A,marglitur,broget
623,billig::A,ódýr,billig
624,teuer::A,dýr,dyr
625,wertvoll::A,verðmætur,værdifuld
626,blind::A,blindur,blind
627,taub::A,heyrnarlaus,døv
628,kräftig::A,öflugur,kraftig
629,stark::A,sterkur,stærk
630,schwach::A,veill,svag
631,fett::A,feitur,fed
632,schlank::A,grannur,slank
633,schlank::A,spengilegur,slank
634,hübsch::A,snotur,køn
635,hübsch::A,laglegur,køn
636,böse::A,illur,ond
637,böse::A,illur,slem
638,böse::A,vondur,ond
639,böse::A,vondur,slem
640,dumm::A,heimskur,dum
641,faul::A,latur,doven
642,fleißig::A,iðinn,flittig
643,geizig::A,nískur,gerrig
644,klug::A,hygginn,klog
645,geschickt::A,fimur,dygtig
646,geschickt::A,fimur,behændig
647,geschickt::A,laginn,dygtig
648,geschickt::A,laginn,behændig
649,lieb::A,kær,rar
650,lieb::A,ljúfur,rar
651,lustig::A,kátur,lystig
652,sanft::A,blíður,blid
653,hungrig::A,soltinn,sulten
654,hungrig::A,hungraður,sulten
655,krank::A,sjúkur,syg
656,nackt::A,nakinn,nøgen
657,traurig::A,dapur,bedrøvet
658,traurig::A,hryggur,bedrøvet
659,lebendig::A,lifandi,levende
660,gut::A,góður,god
661,schlecht::A,slæmur,dårlig
662,schlecht::A,lélegur,dårlig
663,richtig::A,réttur,rigtig
664,schlimm::A,slæmur,slem
665,wahr::A,sannur,sand
666,alt::A,gamall,gammel
667,neu::A,nýr,ny
668,ehemalig::A,fyrrverandi,forhenværende
669,alt[Lebewesen]::A,gamall,gammel
670,jung::A,ungur,ung
671,arm::A,vesall,fattig
672,arm::A,fátækur,fattig
673,reich::A,ríkur,rig
674,reich::A,auðugur,rig
675,bekannt::A,kunnugur,kendt
676,berühmt::A,frægur,berømt
677,fremd::A,framandi,fremmed
678,fremd::A,ókunnugur,fremmed
679,verschieden::A,ýmis,forskellig
680,nah::A,nálægur,nær
681,fern::A,fjarri,fjern
682,fern::A,fjarlægur,fjern
683,linker::A,vinstri,venstre
684,rechter::A,hægri,højre
685,anderer::A,annar,anden
686,erster::A,fyrsti,første
687,zweiter::A,annar,anden
688,dritter::A,þriðji,tredje
689,letzter::A,síðasti,sidste
690,allein::ADV,einn,alene
691,allein::ADV,aleinn,alene
692,auf einmal::ADV,allt í einu,på én gang
693,zusammen::ADV,saman,sammen
694,lange::ADV,lengi,længe
695,plötzlich::ADV,skyndilega,pludselig
696,sofort::ADV,strax,straks
697,sofort::ADV,þegar í stað,straks
698,später::ADV,seinna,senere
699,jetzt::ADV,nú,nu
700,jetzt::ADV,núna,nu
701,heute::ADV,í dag,i dag
702,morgen::ADV,á morgun,i morgen
703,bald::ADV,brátt,snart
704,bald::ADV,bráðum,snart
705,dann::ADV,svo,så
706,dann::ADV,síðan,så
707,gestern::ADV,í gær,i går
708,einst::ADV,forðum,engang
709,damals::ADV,þá,dengang
710,damals::ADV,á þeim tímum,dengang
711,danach::ADV,á eftir því,derefter
712,vorher::ADV,áður,før
713,vorher::ADV,áður,forud
714,zuerst::ADV,fyrst,først
715,einmal::ADV,einu sinni,en gang
716,manchmal::ADV,stundum,sommetider
717,oft::ADV,oft,ofte
718,immer::ADV,alltaf,altid
719,immer::ADV,sífellt,altid
720,niemals::ADV,aldrei,aldrig
721,hier::ADV,hér,her
722,hierhin::ADV,hingað,hid
723,hierhin::ADV,hingað,herhen
724,von hier::ADV,héðan,herfra
725,dort::ADV,þar,der
726,dort::ADV,þarna,der
727,dorthin::ADV,þangað,derhen
728,geradeaus::ADV,beint áfram,lige ud
729,vorwärts::ADV,áfram,fremad
730,rückwärts::ADV,aftur á bak,baglæns
731,zurück::ADV,aftur,tilbage
732,zurück::ADV,til baka,tilbage
733,unten::ADV,niðri,nede
734,unten::ADV,niðri,forneden
735,unten::ADV,fyrir neðan,nede
736,unten::ADV,fyrir neðan,forneden
737,hinab::ADV,niður,ned
738,hinab::ADV,niður,nedad
739,hinab::ADV,niður eftir,ned
740,hinab::ADV,niður eftir,nedad
741,oben::ADV,uppi,oppe
742,oben::ADV,uppi,ovenpå
743,hinauf::ADV,upp,op
744,hinauf::ADV,upp,opad
745,hinauf::ADV,upp eftir,op
746,hinauf::ADV,upp eftir,opad
747,überall::ADV,alls staðar,overalt
748,nicht::ADV,ekki,ikke
749,ein wenig::ADV,dálítið,lidt
750,kaum::ADV,varla,knap
751,kaum::ADV,varla,næppe
752,kaum::ADV,tæplega,knap
753,kaum::ADV,tæplega,næppe
754,sehr::ADV,mjög,meget
755,so::ADV,svo,så
756,so::ADV,þannig,så
757,noch::ADV,enn,endnu
758,noch::ADV,ennþá,endnu
759,nur::ADV,bara,kun
760,nur::ADV,bara,bare
761,nur::ADV,aðeins,kun
762,nur::ADV,aðeins,bare
763,schon::ADV,nú þegar,alt
764,schon::ADV,nú þegar,allerede
765,wieder::ADV,aftur,igen
766,wieder::ADV,að nýju,igen
767,vergebens::ADV,árangurslaust,forgæves
768,vor::PRP,fyrir,foran
769,vor::PRP,fyrir,uden for
770,hinter::PRP,bak við,bag
771,hinter::PRP,bak við,bagved
772,hinter::PRP,aftur fyrir,bag
773,hinter::PRP,aftur fyrir,bagved
774,unter::PRP,undir,under
775,durch::PRP,gegnum,gennem
776,durch::PRP,gegnum,igennem
777,neben::PRP,hjá,ved siden af
778,neben::PRP,við hliðina á,ved siden af
779,zwischen::PRP,milli,mellem
780,zwischen::PRP,á milli,mellem
781,wegen::PRP,vegna,på grund af
782,dies::PRN,þetta,dette
783,das::PRN,það,det
784,alles::PRN,allt,alt
785,ich::PRN,ég,jeg
786,du::PRN,þú,du
787,er::PRN,hann,han
788,wir::PRN,við,vi
789,ihr::PRN,þið,I
790,sie::PRN,þær,de
791,sie::PRN,þeir,de
792,was::FPRN,hvað,hvad
793,wer::FPRN,hver,hvem
794,wo::FADV,hvar,hvor
795,wohin::FADV,hvert,hvorhen
796,wie::FADV,hvernig,hvordan
797,warum::FADV,hvers vegna,hvorfor
798,wieviel::FNUM,hve mikill,hvor meget
799,eins::NUM,einn,én
800,zwei::NUM,tveir,to
801,drei::NUM,þrír,tre
802,vier::NUM,fjórir,fire
803,fünf::NUM,fimm,fem
804,sechs::NUM,sex,seks
805,sieben::NUM,sjö,syv
806,acht::NUM,átta,otte
807,neun::NUM,níu,ni
808,zehn::NUM,tíu,ti
809,elf::NUM,ellefu,elleve
810,zwölf::NUM,tólf,tolv
811,zwanzig::NUM,tuttugu,tyve
812,dreißig::NUM,þrjátíu,tredive
813,vierzig::NUM,fjörutíu,fyrre
814,vierzig::NUM,fjörutíu,fyrretyve
815,fünfzig::NUM,fimmtíu,halvtreds
816,sechzig::NUM,sextíu,tres
817,siebzig::NUM,sjötíu,halvfjerds
818,achtzig::NUM,áttatíu,firs
819,neunzig::NUM,níutíu,halvfems
820,hundert::NUM,hundrað,hundrede
821,tausend::NUM,þúsund,tusind
822,und::CNJ,og,og
823,oder::CNJ,eða,eller
824,stehen::V,standa,stå
825,sitzen::V,sitja,sidde
826,liegen::V,liggja,ligge
827,hängen::V,hanga,hænge
828,werden::V,verða,blive
829,passieren::V,gerast,ske
830,passieren::V,gerast,hænde
831,beginnen::V,byrja,begynde
832,enden::V,enda,ende
833,enden::V,lykta,ende
834,wechseln::V,skipta,veksle
835,aufgehen[Sonne]::V,koma upp,gå op
836,aufgehen[Sonne]::V,koma upp,stå op
837,untergehen[Sonne]::V,ganga til viðar,gå ned
838,scheinen[Sonne]::V,skína,skinne
839,donnern::V,þruma,tordne
