,Concept_ID,cv,os
674,schmal::A,ансӑр,уынгӕг
675,dicht::A,йӑвӑ,бæзджын
676,dicht::A,йӑвӑ,тар
677,dick[Gegenstand]::A,хулӑн,сӕвджын
678,dünn::A,ҫинҫе,тæнæг
679,dünn::A,ҫӳхе,тæнæг
680,fein::A,тарай,лыстӕг
681,fein::A,вӗлтӗрти,лыстӕг
682,fest::A,тӗреклӗ,фидар
683,fest::A,тӗреклӗ,хъӕддых
684,flach::A,лаптак,тъӕпӕн
685,glatt::A,такӑр,лӕгъз
686,hart::A,хытӑ,хъӕбӕр
687,weich::A,ҫемҫе,фӕлмӕн
688,rund::A,ҫавра,тымбыл
689,spitz::A,шӗвӗр,цыргъбырынкъ
690,spitz::A,шӗвӗр,цыргъфындз
691,scharf::A,ҫивӗч,цыргъ
692,stumpf::A,мӑка,къуымых
693,stumpf::A,пуклак,къуымых
694,stumpf::A,тӗрӗнчӗк,къуымых
695,stumpf::A,ӑнкарусӑр,къуымых
696,schwer::A,йывӑр,уӕззау
697,schön::A,илемлӗ,аив
698,schön::A,илемлӗ,рӕсугъд
699,heiß::A,вӗри,тӕвд
700,warm::A,ӑшӑ,хъарм
701,kalt::A,сивӗ,уазал
702,kühl::A,уҫӑ,сатæг
703,kühl::A,уҫӑ,уазалгомау
704,frisch::A,уҫӑ,сатæг
705,feucht::A,йӗпе,уымӕл
706,nass::A,нӳрӗ,хуылыдз
707,trocken::A,типӗ,хус
708,voll::A,тулли,дзаг
709,voll::A,тулли,йедзаг 
710,leer::A,пушӑ,афтид
711,offen::A,уҫӑ,гом
712,geschlossen::A,хупӑ,æхгæд
713,sauber::A,таса,сыгъдæг
714,schmutzig::A,пылчӑклӑ,чъиллон
715,schmutzig::A,вараланчӑк,чъиллон
716,roh::A,чӗрӗ,хом
717,reif::A,пулнӑ,рӕгъӕд
718,reif::A,пиҫӗхнӗ,рӕгъӕд
719,reif::A,аталаннӑ,рӕгъӕд
720,reif::A,пиҫсе ҫитнӗ,рӕгъӕд
721,lecker::A,тутлӑ,хӕрзад
722,lecker::A,техӗмлӗ,хӕрзад
723,süß::A,пылак,адджын
724,bitter::A,йӳҫӗ,судзаг
725,sauer::A,йӳҫӗ,туаг
726,sauer::A,йӳҫек,туаг
727,sauer::A,кӑвасак,туаг
728,hell::A,ҫутӑ,рухс
729,dunkel::A,тӗттӗм,талынг
730,schwarz::A,хура,сау
731,weiß::A,шурӑ,урс
732,rot::A,хӗрлӗ,сырх
733,gelb::A,сарӑ,бур
734,blau::A,кӑвак,цъӕх
735,grün::A,симӗс,цъӕх
736,grün::A,симӗс,кӕрдӕгхуыз
737,grün::A,пиҫмен,цъӕх
738,grün::A,пиҫмен,кӕрдӕгхуыз
739,grün::A,ӑс пухман,цъӕх
740,grün::A,ӑс пухман,кӕрдӕгхуыз
741,grau::A,кӑвак,цъӕх
742,grau::A,кӑвак,фӕныкхуыз
743,bunt::A,чӑпар,хъулон
744,bunt::A,чӑпар,гæрæм
745,billig::A,йӳнӗ,аслам
746,teuer::A,хаклӑ,зынаргъ
747,wertvoll::A,паха,зынаргъ
748,blind::A,суккӑр,куырм
749,taub::A,хӑлхасӑр,къуырма
750,kräftig::A,хӑватлӑ,домбай
751,kräftig::A,хӑватлӑ,тыхджын
752,stark::A,вирлӗ,тыхджын
753,schwach::A,халсӑр,ӕнӕбон
754,fett::A,самӑр,нард
755,fett::A,мӑнтӑр,нард
756,schlank::A,йӑрӑс,гуырвидыц
757,schlank::A,йӑрӑс,хæрзконд
758,schlank::A,йӑрӑс,рæхснæг
759,schlank::A,йӑрӑс,сагамад
760,schlank::A,яштака,гуырвидыц
761,schlank::A,яштака,хæрзконд
762,schlank::A,яштака,рæхснæг
763,schlank::A,яштака,сагамад
764,hübsch::A,хитре,аив
765,hübsch::A,хитре,рӕсугъд
766,böse::A,усал,фыдзӕрдӕ
767,dumm::A,ухмах,ӕдылы
768,faul::A,наян,зивӕг
769,faul::A,наян,зивӕггӕнаг
770,faul::A,юлхав,зивӕг
771,faul::A,юлхав,зивӕггӕнаг
772,faul::A,ӳркенчӗк,зивӕг
773,faul::A,ӳркенчӗк,зивӕггӕнаг
774,fleißig::A,хастар,æнæзивæг
775,fleißig::A,хастар,æнувыд
776,geizig::A,хытӑ,чъынды
777,geizig::A,хытӑ,æлгъин
778,geizig::A,хытӑ,мæрддзæст
779,klug::A,ӑслӑ,зондджын
780,geschickt::A,ӑста,хӕрзарӕхст
781,lieb::A,савнӑ,уарзон
782,lustig::A,хаваслӑ,хъӕлдзӕг
783,sanft::A,ачаш,мынчын
784,hungrig::A,выҫӑ,ӕххормаг
785,krank::A,чирлӗ,нӕфӕразгӕ
786,nackt::A,ҫара,бӕгънӕг
787,traurig::A,салхуллӑ,ӕрхӕндӕг
788,lebendig::A,чӗрӗ,цардӕгас
789,gut::A,аван,хорз
790,gut::A,лайӑх,хорз
791,schlecht::A,япӑх,цауд
792,schlecht::A,начар,цауд
793,richtig::A,тӗрӗс,раст
794,schlimm::A,йӗрӗнчӗк,ӕвзӕр
795,wahr::A,чӑн,ӕцӕг
796,alt::A,кивӗ,зӕронд
797,neu::A,ҫӗнӗ,ног
798,ehemalig::A,пулнӑ,раздӕры
799,alt[Lebewesen]::A,ватӑ,ацӕргӕ
800,jung::A,яш,ӕрыгон
801,jung::A,ҫамрӑк,ӕрыгон
802,arm::A,чухӑн,мӕгуыр
803,reich::A,пуян,хъӕздыг
804,bekannt::A,пӗлӗш,зонгӕ
805,berühmt::A,чаплӑ,номдзыд
806,fremd::A,ют,æцæгæлон
807,verschieden::A,расна,æндæр æмæ æндæр
808,verschieden::A,расна,алы
809,verschieden::A,расна,алыхуызон
810,nah::A,ҫывӑх,хӕстӕг
811,nah::A,ҫывӑхри,хӕстӕг
812,fern::A,инҫе,дард
813,fern::A,инҫе,дӕрддаг
814,fern::A,аякри,дард
815,fern::A,аякри,дӕрддаг
816,linker::A,сулахай,галиу
817,rechter::A,сылтӑм,рахиз
818,anderer::A,урӑх,иннӕ
819,anderer::A,урӑх,ӕндӕр
820,erster::A,пӗрремӗш,фыццаг
821,erster::A,пӗрремӗш,фыццӕгӕм
822,zweiter::A,иккӗмӗш,дыккаг
823,zweiter::A,иккӗмӗш,дыккæгæм
824,dritter::A,виҫҫӗмӗш,æртыккаг
825,dritter::A,виҫҫӗмӗш,æртыккæгæм
826,letzter::A,юлашки,фӕстаг
827,allein::ADV,пӗччен,иунæг
828,auf einmal::ADV,кӗмӗрккен,уайтагъд
829,auf einmal::ADV,кӗмӗрккен,æвиппайды
830,auf einmal::ADV,кӗмӗрккен,æваст
831,zusammen::ADV,пӗрле,иумӕ
832,lange::ADV,вӑрах,бирæ рæстæг
833,plötzlich::ADV,сасартӑк,æвиппайды
834,plötzlich::ADV,сасартӑк,æваст
835,sofort::ADV,тӳрех,уыцы сахат
836,sofort::ADV,тӳрех,уайтагъд
837,später::ADV,кайран,фæстæдæр
838,jetzt::ADV,халь,ныр
839,jetzt::ADV,халӗ,ныр
840,heute::ADV,паян,абон
841,morgen::ADV,ыран,райсом
842,bald::ADV,халех,тагъд
843,bald::ADV,халех,рæхджы
844,bald::ADV,кӗҫех,тагъд
845,bald::ADV,кӗҫех,рæхджы
846,dann::ADV,унтан,стæй
847,gestern::ADV,ӗнер,знон
848,einst::ADV,пӗррехинче,кӕддӕр
849,damals::ADV,ун чухне,уæд
850,damals::ADV,апла пулсан,уæд
851,danach::ADV,унтан,стæй
852,danach::ADV,унтан,уый фæстæ
853,vorher::ADV,малтан,раздæр
854,zuerst::ADV,пирвай,фыццаг
855,einmal::ADV,пӗррехинче,иу хатт
856,manchmal::ADV,хӑш чухне,хатт
857,oft::ADV,тӑтӑш,арæх
858,immer::ADV,ялан,ӕдзух
859,niemals::ADV,нихӑҫан та,никуы
860,niemals::ADV,нихӑҫан та,никæд
861,hier::ADV,кунта,ам
862,hierhin::ADV,кунта,ардӕм
863,von hier::ADV,кунтан,ардыгæй
864,dort::ADV,унта,уым
865,dort::ADV,ҫавӑнта,уым
866,dorthin::ADV,унта,уырдӕм
867,dorthin::ADV,ҫавӑнта,уырдӕм
868,geradeaus::ADV,тикӗс,æргом
869,vorwärts::ADV,малалла,размӕ
870,rückwärts::ADV,хыҫала,фӕстӕмӕ
871,zurück::ADV,каялла,фӕстӕмӕ
872,unten::ADV,аялта,дæлæ
873,unten::ADV,аялта,дæлейы
874,unten::ADV,аялта,бынæй
875,hinab::ADV,аялта,дӕлӕмӕ
876,hinab::ADV,аялта,уырдыгмӕ
877,oben::ADV,ҫӳлте,уӕле
878,hinauf::ADV,ҫӳле,уӕлӕмӕ
879,überall::ADV,таҫта та,алыран
880,überall::ADV,таҫта та,алкæм
881,überall::ADV,таҫта та,кæмдæриддæр
882,überall::ADV,пур ҫӗрте те,алыран
883,überall::ADV,пур ҫӗрте те,алкæм
884,überall::ADV,пур ҫӗрте те,кæмдæриддæр
885,überall::ADV,кирек ӑҫта та,алыран
886,überall::ADV,кирек ӑҫта та,алкæм
887,überall::ADV,кирек ӑҫта та,кæмдæриддæр
888,nicht::ADV,мар,нӕ
889,ein wenig::ADV,пӑртак,чысыл
890,kaum::ADV,аран,цъус
891,sehr::ADV,питӗ,тынг
892,sehr::ADV,питӗ,иттӕг
893,so::ADV,апла,афтӕ
894,noch::ADV,татах,ма
895,nur::ADV,ҫех,канд
896,nur::ADV,ҫех,ӕрмӕст
897,schon::ADV,ӗнтӗ,нырид
898,wieder::ADV,каллех,ногӕй
899,vergebens::ADV,харам,дзæгъæлы
900,vergebens::ADV,харам,уæгъды
901,vergebens::ADV,харам,æнæхъуаджы
902,vor::PRP,умӗнче,разы
903,hinter::PRP,кайра,фӕстӕ
904,unter::PRP,айне,бын
905,unter::PRP,айӗпе,бын
906,unter::PRP,айӗнче,бын
907,unter::PRP,ҫитеспе,бын
908,durch::PRP,витӗр,æхсæнты
909,neben::PRP,патӗнче,цур
910,zwischen::PRP,хушшинче,астӕу
911,wegen::PRP,пула,тыххай
912,wegen::PRP,пирки,тыххай
913,dies::PRN,ку,ай
914,dies::PRN,ҫак,ай
915,das::PRN,ҫав,уый
916,alles::PRN,пурте,алцы
917,alles::PRN,пурте,æппæтдæр
918,alles::PRN,пурте,иууылдӕр
919,alles::PRN,йӑлт,алцы
920,alles::PRN,йӑлт,æппæтдæр
921,alles::PRN,йӑлт,иууылдӕр
922,ich::PRN,эп,æз
923,du::PRN,эс,ды
924,er::PRN,вӑл,уый
925,wir::PRN,эпир,мах
926,ihr::PRN,эсир,сымах
927,sie::PRN,вӗсем,уыдон
928,was::FPRN,мӗн,цы
929,was::FPRN,мӗскер,цы
930,was::FPRN,мӗн те пулин,цы
931,wer::FPRN,кам,чи
932,wo::FADV,ӑҫта,кӕм
933,wohin::FADV,ӑҫта,кӕдӕм
934,wie::FADV,епле,куыд
935,wie::FADV,мӗнле,куыд
936,warum::FADV,ма,цӕмӕн
937,warum::FADV,мӗншӗн,цӕмӕн
938,wieviel::FNUM,миҫе,цал
939,eins::NUM,пӗр,иу
940,eins::NUM,пӗрре,иу
941,zwei::NUM,ик,дыууӕ
942,zwei::NUM,икӗ,дыууӕ
943,zwei::NUM,иккӗ,дыууӕ
944,drei::NUM,виҫ,ӕртӕ
945,drei::NUM,виҫӗ,ӕртӕ
946,drei::NUM,виҫҫӗ,ӕртӕ
947,vier::NUM,тӑват,цыппар
948,fünf::NUM,пилӗк,фондз
949,fünf::NUM,пиллӗк,фондз
950,sechs::NUM,улт,ӕхсӕз
951,sechs::NUM,ултӑ,ӕхсӕз
952,sechs::NUM,улттӑ,ӕхсӕз
953,sieben::NUM,ҫич,авд
954,sieben::NUM,ҫичӗ,авд
955,sieben::NUM,ҫиччӗ,авд
956,acht::NUM,сакӑр,аст
957,acht::NUM,саккӑр,аст
958,neun::NUM,тӑхӑр,фараст
959,neun::NUM,тӑххӑр,фараст
960,zehn::NUM,вунӑ,дӕс
961,zehn::NUM,вуннӑ,дӕс
962,elf::NUM,вун пӗр,иуæндæс
963,zwölf::NUM,вун ик,дыууадæс
964,zwölf::NUM,вун икӗ,дыууадæс
965,zwölf::NUM,вун иккӗ,дыууадæс
966,zwanzig::NUM,ҫирӗм,дыууын
967,dreißig::NUM,вӑтӑр,æртын
968,dreißig::NUM,вӑтӑр,дæсæмæссæдз
969,vierzig::NUM,хӗрӗх,цыппор
970,vierzig::NUM,хӗрӗх,цыппур
971,vierzig::NUM,хӗрӗх,дыууиссæдзы
972,fünfzig::NUM,аллӑ,фӕндзай
973,sechzig::NUM,утмӑл,æхсай
974,sechzig::NUM,утмӑл,æртиссæдзы
975,siebzig::NUM,ҫитмӗл,æвдай
976,siebzig::NUM,ҫитмӗл,дæс æмæ æртиссæдзы
977,achtzig::NUM,сакӑр вунӑ,цыппарыссæдзы
978,achtzig::NUM,сакӑр вунӑ,æстай
979,achtzig::NUM,сакӑр вуннӑ,цыппарыссæдзы
980,achtzig::NUM,сакӑр вуннӑ,æстай
981,neunzig::NUM,тӑхӑр вун,нæуæдз
982,neunzig::NUM,тӑхӑр вун,дæс æмæ цыппарыссæдзы
983,neunzig::NUM,тӑхӑр вунӑ,нæуæдз
984,neunzig::NUM,тӑхӑр вунӑ,дæс æмæ цыппарыссæдзы
985,neunzig::NUM,тӑхӑр вуннӑ,нæуæдз
986,neunzig::NUM,тӑхӑр вуннӑ,дæс æмæ цыппарыссæдзы
987,hundert::NUM,ҫӗр,сӕдӕ
988,tausend::NUM,пин,мин
989,und::CNJ,та,ӕмӕ
990,oder::CNJ,е,кӕнӕ
991,stehen::V,тӑр,лӕууын
992,sitzen::V,лар,бадын
993,liegen::V,вырт,хуыссын
994,hängen::V,усӑнса тӑр,ауыгъд уын
995,hängen::V,ҫакӑнса тӑр,ауыгъд уын
996,werden::V,пул,суӕвын
997,passieren::V,пул,æрцæуын
998,beginnen::V,пуҫлан,райдайын
999,enden::V,пӗт,фæуын
1000,enden::V,вӗҫлен,фæуын
1001,wechseln::V,улшӑн,ивын
1002,aufgehen[Sonne]::V,тух,скæсын
1003,untergehen[Sonne]::V,анса лар, аныгуылын
1004,scheinen[Sonne]::V,пӑх,рухс кӕнын
1005,donnern::V,кӗмсӗртет,нæрын
1006,donnern::V,авӑт,нæрын
1007,wehen::V,варкӑш,дымын
1008,strömen::V,тӑкӑн,кӕлын
1009,fließen::V,юх,цæуын
1010,fließen::V,юх,уайын
1011,fließen::V,юх,кæлын
1012,sich drehen::V,ҫаврӑн,зилын
1013,schwanken::V,чӳхен,æнкъуысын
1014,schwingen::V,суллан,æнкъуысын
1015,schwingen::V,суллан,змæлын
1016,fallen::V,кип,хауын
1017,fallen::V,тӳр кип,хауын
1018,fallen::V,татӑлса ан,хауын
1019,brennen::V,ҫун,судзын
1020,rauchen::V,мӑкӑрлан,фæздæг кæнын
1021,rauchen::V,тӗтӗм кӑлар,фæздæг кæнын
1022,regnen::V,ҫумӑр ҫӑвать,уарын
1023,gefrieren::V,шӑн,сӕлын
1024,tauen::V,ирӗл,стайын
1025,schmelzen::V,ирӗл,тайын
1026,trocknen::V,тип,хус кæнын
1027,sieden::V,вӗре,фыцын
1028,faulen::V,ҫӗр,ӕмбийын
1029,verfaulen::V,ҫӗр,бамбийын
1030,reißen::V,ҫурӑл,скъуийын
1031,versinken::V,пут,дӕлдон_кӕнын
1032,vergehen::V,ирт,аивгъуийын
1033,erscheinen::V,курӑн,разынын
1034,erscheinen::V,курӑнса кай,разынын
1035,verschwinden::V,ҫухал,фæтары уын
1036,verschwinden::V,ҫухал,фæдæлдзæх уын
1037,verschwinden::V,ҫухал,фесæфын
1038,verschwinden::V,ҫухал,æрбайсæфын
1039,sinken::V,чак,дæлæмæ æрхауын
1040,abnehmen::V,чак,фæкъаддæр уын
1041,abnehmen::V,чак,фæцух уын
1042,zunehmen::V,пысӑклан,фæфылдæр уын
1043,zunehmen::V,пысӑклан,сбирæ уын
1044,zunehmen::V,пысӑклан,сахадын
1045,steigen::V,ҫӗклен,сыстын
1046,wachsen::V,ӳс,рӕзын
1047,glänzen::V,ҫиҫ,ӕрттивын
1048,funkeln::V,ялкӑш,тыбар-тыбур_кӕнын
1049,funkeln::V,йӑлтӑртат,тыбар-тыбур_кӕнын
1050,lärmen::V,шавла,хъæлæба кæнын
1051,läuten::V,шӑнкӑравла,цæгъдын
1052,klingeln::V,шӑнкӑравла,цæгъдын
1053,klirren::V,калтлат,дзыгъал-мыгъул кæнын
1054,klirren::V,калтлат,дзæгъ-дзæгъ кæнын
1055,klirren::V,шӑнкӑлтат,дзыгъал-мыгъул кæнын
1056,klirren::V,шӑнкӑлтат,дзæгъ-дзæгъ кæнын
1057,brausen::V,ахӑр,абухын
1058,rauschen::V,вашӑлтат,
1059,rauschen::V,чашӑлтат,
1060,klingen::V,янӑра,зæлын
1061,klingen::V,янӑра,азæлын
1062,klingen::V,янӑра,хъуысын
1063,bellen::V,вӗр,рæйын
1064,heulen::V,ула,ниуын
1065,blasen::V,вӗр,фу кӕнын
1066,pfeifen::V,шӑхӑр,æхситт кæнын
1067,pfeifen::V,шӑхӑр,къуыззитт кæнын
1068,schreien::V,кӑшкӑр,хъӕр кӕнын
1069,stöhnen::V,йынӑш,хъæрзын
1070,stöhnen::V,йынӑш,дзыназын
1071,zittern::V,чӗтре,ризын
1072,leben::V,пурӑн,цӕрын
1073,geboren werden::V,ҫурал,райгуырын
1074,atmen::V,сывла,улӕфын
1075,trinken::V,ӗҫ,нуазын
1076,essen::V,ҫи,хӕрын
1077,schlucken::V,ҫӑт,ныхъуырын
1078,müde werden::V,ӗшен,бафæллайын
1079,müde werden::V,ӗшен,бафæлмæцын
1080,müde werden::V,ӗшен,сфæлмæцын
1081,einschlafen::V,ыйха пут,бафынæй уын
1082,einschlafen::V,ҫывӑрса кай,бафынæй уын
1083,schlafen::V,ҫывӑр,хуыссын
1084,schlafen::V,ҫывӑр,фынӕй кӕнын
1085,aufwachen::V,вӑран,райхъал уын
1086,aufstehen::V,тӑр,стын
1087,sich erholen::V,кан,фæллад уадзын
1088,sich erholen::V,кан,улæфын
1089,krank werden::V,чирле,фӕрынчын уын
1090,krank sein::V,чирле,сӕйын
1091,schmerzen::V,сур,риссын
1092,schmerzen::V,ырат,риссын
1093,husten::V,ӳсӗр,хуыфын
1094,genesen::V,сывал,сдзæбæх уын
1095,genesen::V,сывал,рандидзын
1096,genesen::V,сывал,сæндидзын
1097,genesen::V,тӳрлен,сдзæбæх уын
1098,genesen::V,тӳрлен,рандидзын
1099,genesen::V,тӳрлен,сæндидзын
1100,sterben::V,вил,мӕлын
1101,umkommen::V,вил,фесæфын
1102,umkommen::V,вил,байсæфын
1103,umkommen::V,вил,бабын уын
1104,umkommen::V,вил,мард фæуын
1105,sich bewegen::V,куҫ,тæлфын
1106,sich bewegen::V,куҫ,цæуын
1107,sich rühren::V,хускал,змӕлын
1108,sich erheben::V,тӑр,стын
1109,sich setzen::V,лар,сбадын
1110,hinfallen::V,ӳк,ӕрхауын
1111,laufen::V,ут,цӕуын
1112,laufen::V,ут,рацу-бацу_кӕнын
1113,schreiten::V,ут,къахдзæф кæнын
1114,schreiten::V,ут,санчъех кæнын
1115,schreiten::V,ут,цæуын
1116,spazierengehen::V,уҫӑлса ҫӳре,озер кæнын
1117,spazierengehen::V,уҫӑлса ҫӳре,тезгъо кæнын
1118,spazierengehen::V,уткаласа ҫӳре,озер кæнын
1119,spazierengehen::V,уткаласа ҫӳре,тезгъо кæнын
1120,eilen::V,васка,тагъд кæнын
1121,eilen::V,васка,тындзын
1122,eilen::V,хыпалан,тагъд кæнын
1123,eilen::V,хыпалан,тындзын
1124,sich beeilen::V,васка,тагъд кæнын
1125,sich beeilen::V,васка,тындзын
1126,sich beeilen::V,хыпалан,тагъд кæнын
1127,sich beeilen::V,хыпалан,тындзын
1128,sausen::V,ыткӑн,уайын
1129,sausen::V,ыткӑн,тæхын
1130,sausen::V,вӗҫтер,уайын
1131,sausen::V,вӗҫтер,тæхын
1132,rennen::V,чуп,згъорын
1133,springen::V,сик,гæпп кæнын
1134,springen::V,сик,сæррæтт кæнын
1135,springen::V,сик,лиуырын
1136,klettern::V,улӑх,хилын
1137,schaukeln::V,йӳрӗн,хецъро кæнын
1138,schaukeln::V,йӳрӗн,херыйыл бадын
1139,kriechen::V,шу,бырын
1140,kriechen::V,упален,бырын
1141,schwimmen::V,иш,ленк кӕнын
1142,tauchen::V,чӑм,ныгъуылын
1143,rudern::V,авӑс,бæлæгъ тæрын
1144,rudern::V,авӑс,чема тæрын
1145,fahren::V,пыр,цӕуын
1146,fliegen::V,вӗҫ,тӕхын
1147,gehen::V,кай,цӕуын
1148,weggehen::V,кай,ацӕуын
1149,abfahren::V,тапран,араст уын
1150,anhalten::V,чарӑн,æрлæууын
1151,hineingehen::V,кӗр,мидæмæ цæуын
1152,eintreten::V,кӗр,бацӕуын
1153,kommen::V,кил,æрцæуын
1154,ankommen::V,ҫит,æрцæуын
1155,zurückkommen::V,таврӑн,раздæхын
1156,zurückkommen::V,таврӑн,фæстæмæ_раздæхын
1157,zurückkommen::V,таврӑн,æрбаздæхын
1158,zurückkommen::V,таврӑн,аздæхын
1159,zurückkommen::V,каялла кил,раздæхын
1160,zurückkommen::V,каялла кил,фæстæмæ_раздæхын
1161,zurückkommen::V,каялла кил,æрбаздæхын
1162,zurückkommen::V,каялла кил,аздæхын
1163,bleiben::V,юл,лӕууын
1164,warten::V,кӗт,ӕнхъӕлмӕ кӕсын
1165,erwarten::V,кӗт,ӕнхъӕлмӕ кӕсын
1166,suchen::V,шыра,агурын
1167,finden::V,туп,ссарын
1168,versuchen::V,пикен,фӕлварын
1169,vorbereiten::V,хатӗрле,бацаттæ кæнын
1170,vorbereiten::V,хатӗрле,æрæввонг кæнын
1171,lieben::V,юрат,уарзын
1172,mögen::V,кӑмӑлла,зæрдæмæ цæуын
1173,mögen::V,килӗштер,зæрдæмæ цæуын
1174,lachen::V,кул,худын
1175,lachen::V,ахӑлтат,худын
1176,rühren::V,ҫулӑх,зæрдæ суынгæг кæнын
1177,weinen::V,йӗр,кӕуын
1178,weinen::V,макӑр,кӕуын
1179,schimpfen::V,вӑрҫ,æлгъитын
1180,schimpfen::V,ятлаҫ,æлгъитын
1181,sich ärgern::V,ҫиллен,мæсты кæнын
1182,sich fürchten::V,шиклен,тæрсын
1183,fürchten::V,хӑра,тæрсын
1184,fliehen::V,тар,лидзын
1185,flüchten::V,чупса тар,алидзын
1186,sehen::V,кур,уынын
1187,anschauen::V,пӑхса ил,акӕсын
1188,ansehen::V,пӑх,кӕсын
1189,hören::V,илт,хъусын
1190,zuhören::V,итле,хъусын
1191,zuhören::V,тӑнла,хъусын
1192,probieren::V,астив,уынын
1193,probieren::V,астив,аходын
1194,riechen::V,шӑршла,смудын
1195,fühlen::V,туй,ӕнкъарын
1196,fühlen::V,сис,ӕнкъарын
1197,scheinen::V,туйӑн,зынын
1198,zu sehen sein::V,курӑн,зынын
1199,vernehmen::V,пӑл,фехъусын
1200,frieren::V,йӳтен,сийын
1201,tun::V,ту,кӕнын
1202,können::V,пултар,фӕразын
1203,wollen::V,те,фӕндын
1204,anfangen::V,пуҫла,райдайын
1205,beenden::V,пӗтер,фӕуын
1206,aufhören::V,пӑрах,банцайын
1207,aufhören::V,пӑрах,фенцайын
1208,gelingen::V,ӑн,бантысын
1209,geraten::V,пул,разынын
1210,öffnen::V,уҫ,гом кӕнын
1211,schließen::V,хуп,ӕхгӕнын
1212,stellen::V,ларт,ӕвӕрын
1213,stellen::V,тӑрат,ӕвӕрын
1214,setzen::V,ларт,сбадын кӕнын
1215,legen::V,хур,ӕрӕвӕрын
1216,berühren::V,перӗн,агайын
1217,verbinden::V,сып,бӕттын
1218,bedecken::V,вит,ӕмбӕрзын
1219,aufhängen::V,ҫак,ауындзын
1220,anzünden::V,ҫут,ссудзын
1221,aufheben::V,ҫӗкле,сисын
1222,zurücklassen::V,манса хӑвар,ныууадзын
1223,verlieren::V,ҫӗтер,фесафын
1224,fallen lassen::V,ӳкер,ӕрӕппарын
1225,fallen lassen::V,ӳкер,къухтӕй феуӕгъд кӕнын
1226,machen::V,ту,саразын
1227,herstellen::V,ӑстала,сцæттæ кæнын
1228,herstellen::V,ӑстала,саразын
1229,bauen::V,ту,амайын
1230,reparieren::V,юса,æмпъузын
1231,reparieren::V,юса,цалцæг кæнын
1232,verbessern::V,лайӑхлат,фæхуыздæр кæнын
1233,ändern::V,улӑштар,аивын
1234,graben::V,чав,къахын
1235,graben::V,чакала,къахын
1236,beugen::V,кукӑрт,æркъæдз кæнын
1237,beugen::V,кукӑрт,æртасын кæнын
1238,biegen::V,ав,тасын кӕнын
1239,biegen::V,кукӑрт,тасын кӕнын
1240,drehen::V,ҫавӑр,здухын
1241,wenden::V,ӳпӗнтер,афæлдахын
1242,wenden::V,ӳпӗнтер,рафæлдахын
1243,umdrehen::V,ҫавӑр,афæлдахын
1244,heben::V,хӑпарт,сдарын
1245,heben::V,хӑпарт,схæцын
1246,hochheben::V,йӑт,уæлæмæ хæцын
1247,ergreifen::V,тыт,фӕлӕбурын
1248,halten::V,тыт,дарын
1249,drücken::V,пус,æлхъивын
1250,drücken::V,пус,хæцын
1251,schieben::V,тӗк,схойын
1252,schieben::V,тӗрт,схойын
1253,kratzen::V,хыр,хафын
1254,lecken::V,ҫула,сдæрын
1255,beißen::V,ҫырт,хæцын
1256,beißen::V,хып,хæцын
1257,abreißen::V,тат,ратонын
1258,abschneiden::V,кас,ралыг кӕнын
1259,binden::V,ҫых,бабӕттын
1260,stecken::V,чик,ныссадзын
1261,brechen::V,хуҫ,асæттын
1262,brechen::V,хуҫ,басæттын
1263,brechen::V,хуҫ,ныссæттын
1264,klopfen::V,такка,хойын
1265,klopfen::V,такка,гуыпп-гуыпп кæнын
1266,klopfen::V,такка,къуырцц-къуырцц кæнын
1267,hauen::V,шакка,цӕвын
1268,hauen::V,шакка,нӕмын
1269,kleben::V,ҫыпӑҫтар,ныхасын
1270,kleben::V,ҫыпӑҫтар,æндадзын
1271,reiben::V,сӑтӑр,сӕрфын
1272,reiben::V,сӑтӑр,хафын
1273,streichen::V,сӗр,байсæрдын
1274,streichen::V,сӗр,сахорын
1275,schleifen::V,хӑйра,ссын
1276,schleifen::V,хӑйра,цыргъ кӕнын
1277,schneiden::V,кас,кӕрдын
1278,rütteln::V,лӑка,æнкъусын
1279,rütteln::V,силлентер,æнкъусын
1280,schütteln::V,лӑка,уигъын
1281,schütteln::V,силлентер,уигъын
1282,schwenken::V,сулла,тилын
1283,schwenken::V,сулла,уигъын
1284,schütten::V,тултар,ныккӕнын
1285,füllen::V,тултар,байдзаг кæнын
1286,einwickeln::V,чӗрке,батухын
1287,tragen::V,ҫӗкле,хӕссын
1288,schleppen::V,сӗтӗр,ласын
1289,ziehen::V,тӑс,ласын
1290,aufbewahren::V,усра,æвæрын
1291,werfen::V,пӑрах,зыввытт кӕнын
1292,fangen::V,тыт,ӕрцахсын
1293,packen::V,тыт,рацахсын
1294,verstecken::V,пытарса хур,æмбæхсын
1295,verstecken::V,пытарса хур,нымæхсын
1296,teilen::V,уйӑр,уарын
1297,teilen::V,пайла,уарын
1298,schicken::V,яр,ӕрвитын
1299,bringen::V,кӳр,æрхæссын
1300,bringen::V,кӳр,æрбахæссын
1301,hinzufügen::V,хуш,ӕфтауын
1302,bekommen::V,ил,ссарын
1303,bekommen::V,ил,сфæрæз кæнын
1304,bekommen::V,ил,самал кæнын
1305,bekommen::V,туян,ссарын
1306,bekommen::V,туян,сфæрæз кæнын
1307,bekommen::V,туян,самал кæнын
1308,erhalten::V,ил,райсын
1309,erhalten::V,туян,райсын
1310,nehmen::V,ил,райсын
