,Concept_ID,en,udm
190,Schmetterling::N,butterfly,бубыли
191,Beere::N,berry,узы-боры
192,Apfel::N,apple,яблок
193,Pilz::N,mushroom,губи
194,Zwiebel::N,onion,сугон
195,Saat::N,seed,кидыс
196,Korn::N,grain,тысь
197,Heu::N,hay,турын
198,Schale::N,husk,кыд
199,Grube::N,pit,гу
200,Grube::N,pit,гоп
201,Falle::N,trap,налик
202,Schlinge::N,noose,гиӟ
203,Schlinge::N,noose,герд
204,Spur::N,track,пытьы
205,Spur::N,track,бервыл
206,Asche::N,ashes,пень
207,Dreck::N,filth,дэри
208,Eisen::N,iron,корт
209,Gold::N,gold,зарни
210,Silber::N,silver,азвесь
211,Kohle::N,coal,эгыр
212,Glas::N,glass,стекло
213,Glas::N,glass,пияла
214,Lehm::N,clay,сюй
215,Sand::N,sand,луо
216,Mensch::N,human,мурт
217,Mensch::N,human,адями
218,Mann::N,man,воргорон
219,Frau::N,woman,кышномурт
220,Kind::N,child,нуны
221,Kind::N,child,пинал
222,Junge::N,boy,пи
223,Mädchen::N,girl,ныл
224,Familie::N,family,семья
225,Großvater::N,grandfather,песятай
226,Großvater::N,grandfather,пересь атай
227,Großmutter::N,grandmother,песянай
228,Großmutter::N,grandmother,пересь анай
229,Eltern::N,parents,атай-анай
230,Eltern::N,parents,бубы-мумы
231,Vater::N,father,айы
232,Vater::N,father,атай
233,Mutter::N,mother,мумы
234,Sohn::N,son,пи
235,Tochter::N,daughter,ныл
236,Bruder::N,brother,агай
237,Schwester::N,sister,апа
238,Schwester::N,sister,сузэр
239,Onkel::N,uncle,агай
240,Tante::N,aunt,апа
241,Tante::N,aunt,кенак
242,Ehemann::N,husband,карт
243,Ehefrau::N,wife,кышно
244,Freude::N,joy,шумпотон
245,Gelächter::N,laughter,горем
246,Glück::N,happiness,шуд
247,Kummer::N,grief,кайгу
248,Kummer::N,grief,куректон
249,Wunsch::N,wish,мылпотон
250,Lust::N,desire,потон
251,Geist::N,spirit,лул
252,Gedanke::N,thought,малпан
253,Gedächtnis::N,memory,йырсазь
254,Gedächtnis::N,memory,тодэваён
255,Verstand::N,mind,йырвизь
256,Sinn::N,meaning,смысл
257,Grund::N,reason,муг
258,Grund::N,reason,ньӧм
259,Wahrheit::N,truth,зэм
260,Wahrheit::N,truth,шонер
261,Gespräch::N,talk,вераськон
262,Märchen::N,fairy tale,выжыкыл
263,Erzählung::N,story,верос
264,Nachricht::N,message,ивор
265,Neuigkeit::N,news,выльивор
266,Name::N,name,ним
267,Rätsel::N,puzzle,мадькыл
268,Rede::N,speech,верам
269,Sprache::N,language,кыл
270,Stimme::N,voice,куара
271,Wort::N,word,кыл
272,Zeichen::N,sign,пус
273,Zeichen::N,sign,тодмет
274,Ruf::N,call,ӧтён
275,Ruf::N,call,чортон
276,Lärm::N,noise,ӵашетон
277,Laut::N,sound,куара
278,Ton::N,tone,куара
279,Lied::N,song,кырӟан
280,Ruhe::N,calm,чалмыт улон
281,Leute::N,people,адямиос
282,Volk::N,nation,калык
283,Arbeit::N,work,уж
284,Gast::N,guest,куно
285,Geschenk::N,gift,салам
286,Geschenk::N,gift,кузьым
287,Spiel::N,game,шудон
288,Gesellschaft::N,company,калык
289,Hilfe::N,help,юрттон
290,Freund::N,friend,эш
291,Freund::N,friend,юлтош
292,Kamerad::N,companion,тодмо
293,Angelegenheit::N,matter,уж
294,Anzahl::N,count,лыд
295,Art::N,sort,тус
296,Stück::N,piece,юдэс
297,Teil::N,part,люкет
298,Hälfte::N,half,ӝыны
299,Kreis::N,circle,котырес
300,Kreuz::N,cross,крест
301,Linie::N,line,гож
302,Strich::N,stroke,гож
303,Abstand::N,gap,вис
304,Abstand::N,gap,кусып
305,Entfernung::N,distance,кусып
306,Gegend::N,area,инты
307,Platz::N,space,инты
308,Ort::N,place,инты
309,Ort::N,place,места
310,Seite::N,side,пал
311,Mitte::N,middle,шор
312,Gegenstand::N,item,арбери
313,Sache::N,thing,котыр
314,Rand::N,fringe,дур
315,Rand::N,fringe,шаер
316,Kante::N,edge,дур
317,Ecke::N,corner,сэрег
318,Spitze::N,tip,йыл
319,Ende::N,end,пум
320,Loch::N,hole,пась
321,Winkel::N,angle,сэрег
322,Muster::N,pattern,пужы
323,Größe::N,size,быдӟала
324,Länge::N,length,кузьдала
325,Höhe::N,height,ӝуждала
326,Gewicht::N,weight,сектала
327,Gewicht::N,weight,секытлык
328,Menge::N,amount,лыд
329,Menge::N,amount,лыдпус
330,Haufen::N,heap,люк
331,Reihe::N,row,чур
332,Boot::N,boat,пыж
333,Boot::N,boat,лодка
334,Ruder::N,oar,полыс
335,Schlitten::N,sleigh,додьы
336,Ski::N,ski,куас
337,Lagerfeuer::N,campfire,тылскем
338,Last::N,load,секыт
339,Gang::N,walk,ветлон
340,Schritt::N,step,вамыш
341,Norden::N,north,уйпал
342,Süden::N,south,лымшор
343,Westen::N,west,шунды пуксён
344,Osten::N,east,шунды ӝужан
345,Holz::N,wood,пу
346,Brett::N,board,пул
347,Platte::N,slab,плита
348,Stütze::N,bracket,пыкет
349,Stange::N,pole,пуӵ
350,Stock::N,stick,боды
351,Stab::N,staff,пуӵ
352,Stab::N,staff,боды
353,Rohr::N,pipe,труба
354,Haus::N,house,юрт
355,Heim::N,home,корка
356,Ofen::N,stove,гур
357,Fußboden::N,floor,выж
358,Tisch::N,table,ӝӧк
359,Stuhl::N,chair,пукон
360,Wiege::N,cradle,кӧкы
361,Wiege::N,cradle,зыбка
362,Bett::N,bed,валес
363,Regal::N,shelf,ӝажы
364,Kiste::N,box,ящик
365,Fenster::N,window,укно
366,Fenster::N,window,косяк
367,Tür::N,door,ӧс
368,Tor::N,gate,ӟезьы
369,Zaun::N,fence,забор
370,Dach::N,roof,липет
371,Leiter::N,ladder,падӟа
372,Besen::N,broom,ӵужон
373,Besen::N,broom,исьнер
374,Spaten::N,spade,лопатка
375,Schaufel::N,shovel,ютырон
376,Gabel::N,fork,тэчы
377,Gabel::N,fork,вилка
378,Löffel::N,spoon,пуньы
379,Messer::N,knife,пурт
380,Nagel::N,nail,кортӵог
381,Netz::N,net,сеть
382,Haken::N,hook,курик
383,Griff::N,handle,ныд
384,Schloss::N,lock,тунгон
385,Bild::N,picture,суред
386,Figur::N,figure,фигура
387,Puppe::N,doll,мунё
388,Beutel::N,pouch,пуйы
389,Bündel::N,bundle,керттэт
390,Tasche::N,bag,пуйы
391,Tasche::N,bag,сумка
392,Eimer::N,bucket,ведра
393,Deckel::N,cover,ӵоксэт
394,Geschirr::N,dishes,тусьты-пуньы
395,Sack::N,sack,пуйы
396,Tasse::N,cup,ӵаша
397,Topf::N,pot,миска
398,Kessel::N,kettle,пурты
399,Essen::N,meal,сиськон
400,Nahrung::N,food,сион
401,Speise::N,dish,сиён
402,Fleisch::N,meat,сӥль
403,Getreide::N,corn,ю тысь
404,Brei::N,mush,ӝук
405,Brot::N,bread,нянь
406,Scheibe::N,slice,шорем
407,Fett::N,fat,кӧй
408,Butter::N,butter,вӧй
409,Öl::N,oil,вӧй
410,Salz::N,salt,сылал
411,Suppe::N,soup,шыд
412,Honig::N,honey,чечы
413,Milch::N,milk,йӧл
414,Tee::N,tea,чай
415,Leder::N,leather,сурон
416,Wolle::N,wool,гон
417,Wolle::N,wool,ыжгон
418,Stoff::N,cloth,куэм
419,Nadel::N,needle,вень
420,Faden::N,thread,сӥньыс
421,Knopf::N,button,бирды
422,Knoten::N,knot,герд
423,Farbe::N,paint,буёл
424,Kleidung::N,clothes,дӥсь
425,Hemd::N,shirt,дэрем
426,Kragen::N,collar,сирес
427,Ärmel::N,sleeve,саес
428,Hose::N,trousers,брюки
429,Hose::N,trousers,штань
430,Gürtel::N,belt,кускерттон
431,Mütze::N,cap,ызьы
432,Schuh::N,shoe,ботинка
433,Stiefel::N,boot,сапег
434,Ring::N,ring,зундэс
435,Band::N,ribbon,лента
436,Kamm::N,comb,сын
437,Spiegel::N,mirror,синучкон
438,Riemen::N,strap,е
439,Schnur::N,string,гозы
440,Leine::N,leash,думет
441,Decke::N,blanket,шобрет
442,Kissen::N,pillow,миндэр
443,Tuch::N,scarf,кышет
444,Handtuch::N,towel,ӵушкон
445,Kraft::N,force,кать
446,Kraft::N,force,ӟигар
447,Stärke::N,strength,юнлык
448,Gesundheit::N,health,тазалык
449,Krankheit::N,illness,висён
450,Schmerz::N,pain,висён
451,Wunde::N,wound,яра
452,Fieber::N,fever,кезег
453,Arznei::N,medicine,эмъюм
454,Brücke::N,bridge,выж
455,Brunnen::N,well,колдэч
456,Weide::N,pasture,возь
457,Pfad::N,path,сюрес
458,Weg::N,way,сюрес
459,Straße::N,road,сюрес
460,Dorf::N,village,гурт
461,Stadt::N,town,кар
462,Stadt::N,town,город
463,Brief::N,letter,гожтэт
464,Buch::N,book,книга
465,Buchstabe::N,character,буква
466,Zeitung::N,newspaper,газет
467,Leben::N,life,улон
468,Tod::N,death,кулон
469,Grab::N,grave,шайгу
470,Kirche::N,church,черк
471,Sünde::N,sin,сьӧлык
472,Gott::N,god,ӥнмар
473,Arbeiter::N,worker,рабочий
474,Chef::N,boss,начальник
475,Meister::N,master,кибашлы
476,Arzt::N,doctor,врач
477,Lehrer::N,teacher,дышетӥсь
478,Geld::N,money,уксё
479,Geld::N,money,коньдон
480,Geschäft::N,business,уж
481,Laden::N,shop,магазин
482,Preis::N,price,дун
483,Ware::N,ware,вуз
484,Nutzen::N,profit,пайда
485,Reichtum::N,wealth,узырлык
486,Welt::N,world,дунне
487,Land::N,country,шаер
488,Staat::N,state,кун
489,König::N,king,эксэй
490,Macht::N,power,власть
491,Grenze::N,border,кунгож
492,Krieg::N,war,ож
493,Feind::N,enemy,тушмон
494,Gewalt::N,violence,эриктэман
495,Kampf::N,fight,нюръяськон
496,Bogen[Waffe]::N,bow,пукыӵ
497,Pfeil::N,arrow,пукыӵ вень
498,Gewehr::N,gun,пыӵал
499,Fehler::N,mistake,янгыш
500,Lüge::N,lie,пӧян
501,Lüge::N,lie,алдан
502,Lüge::N,lie,ӧрекчан
503,Schaden::N,damage,изъян
504,Unglück::N,misfortune,куректон
505,Unglück::N,misfortune,шудтэме усён
506,Schuld::N,fault,янгыш
507,Alter::N,age,арлыд
508,Schluss::N,conclusion,пум
509,Zeit::N,time,дыр
510,Tag::N,day,нунал
511,Morgen::N,morning,ӵукна
512,Mittag::N,noon,лымшор
513,Abend::N,evening,ӝыт
514,Abend::N,evening,акшан
515,Nacht::N,night,уй
516,Woche::N,week,арня
517,Monat::N,month,толэзь
518,Jahr::N,year,ар
519,Frühling::N,spring,тулыс
520,Sommer::N,summer,гужем
521,Herbst::N,autumn,сӥзьыл
522,Winter::N,winter,тол
523,Januar::N,January,выльартолэзь
524,Februar::N,February,тулыспал
525,März::N,March,южтолэзь
526,April::N,April,оштолэзь
527,Mai::N,May,куартолэзь
528,Juni::N,June,вожотолэзь
529,Juli::N,July,пӧсьтолэзь
530,August::N,August,гудырикошкон
531,September::N,September,куарусён
532,Oktober::N,October,выльӝуктолэзь
533,November::N,November,шуркынмон
534,Dezember::N,December,толсур
535,Montag::N,Monday,вордӥськон
536,Dienstag::N,Tuesday,вторник
537,Mittwoch::N,Wednesday,вирнунал
538,Donnerstag::N,Thursday,покчиарня
539,Freitag::N,Friday,удмуртарня
540,Samstag::N,Saturday,кӧснунал
541,Sonntag::N,Sunday,арня
542,groß::A,big,бадӟым
543,klein::A,little,пичи
544,lang::A,long,кузь
545,kurz::A,short,вакчи
546,breit::A,wide,паськыт
547,schmal::A,narrow,сюлэг
548,dicht::A,dense,ӵем
549,dick[Gegenstand]::A,thick,зӧк
550,dünn::A,thin,векчи
551,fein::A,delicate,векчи
552,fest::A,firm,юн
553,fest::A,firm,чурыт
554,flach::A,flat,ӵошкыт
555,glatt::A,smooth,гылыт
556,glatt::A,smooth,вольыт
557,hart::A,hard,чурыт
558,weich::A,soft,небыт
559,rund::A,round,котырес
560,spitz::A,pointed,йылсо
561,scharf::A,sharp,лэчыт
562,stumpf::A,blunt,ныж
563,schwer::A,heavy,секыт
564,schön::A,beautiful,чебер
565,heiß::A,hot,пӧсь
566,warm::A,warm,шуныт
567,kalt::A,cold,кезьыт
568,kühl::A,cool,юзмыт
569,kühl::A,cool,салкым
570,frisch::A,fresh,выль
571,feucht::A,damp,мускыт
572,nass::A,wet,котмем
573,trocken::A,dry,кӧс
574,voll::A,full,тыр
575,leer::A,empty,буш
576,leer::A,empty,тырттэм
577,offen::A,open,усьтэм
578,geschlossen::A,closed,ӵогам
579,geschlossen::A,closed,пунням
580,sauber::A,clean,ӝикыт
581,sauber::A,clean,чылкыт
582,schmutzig::A,dirty,нӧд
583,roh::A,raw,ыль
584,reif::A,ripe,вуэм
585,lecker::A,delicious,ческыт
586,süß::A,sweet,ческыт
587,bitter::A,bitter,курыт
588,sauer::A,sour,чырс
589,hell::A,bright,югыт
590,dunkel::A,dark,пеймыт
591,schwarz::A,black,сьӧд
592,weiß::A,white,тӧдьы
593,rot::A,red,горд
594,gelb::A,yellow,ӵуж
595,blau::A,blue,лыз
596,grün::A,green,вож
597,grau::A,grey,пурысь
598,bunt::A,colourful,куӵо
599,bunt::A,colorful,куӵо
600,billig::A,cheap,дунтэм
601,teuer::A,dear,дуно
602,wertvoll::A,precious,дуно
603,blind::A,blind,сукыр
604,blind::A,blind,синтэм
605,taub::A,deaf,пельтэм
606,kräftig::A,powerful,кужмо
607,stark::A,strong,юн
608,stark::A,strong,кужмо
609,schwach::A,weak,ляб
610,schwach::A,weak,начар
611,fett::A,fat,кӧй
612,schlank::A,slim,веськыт
613,schlank::A,slim,веськрес
614,hübsch::A,pretty,чебер
615,hübsch::A,pretty,синмаськымон
616,böse::A,evil,лек
617,dumm::A,stupid,шузи
618,dumm::A,stupid,визьтэм
619,faul::A,lazy,азьтэм
620,fleißig::A,diligent,сюлмо
621,geizig::A,stingy,сук
622,klug::A,clever,визьмо
623,geschickt::A,skilful,усто
624,geschickt::A,skilful,быгатӥсь
625,geschickt::A,skillful,усто
626,geschickt::A,skillful,быгатӥсь
627,lieb::A,dear,мусо
628,lustig::A,merry,шулдыр
629,sanft::A,gentle,мусо
630,sanft::A,gentle,эрке
631,hungrig::A,hungry,сютэм
632,krank::A,sick,висись
633,nackt::A,naked,гольык
634,traurig::A,sad,мӧзмыт
635,lebendig::A,living,улэп
636,gut::A,good,ӟеч
637,gut::A,good,умой
638,schlecht::A,bad,урод
639,schlecht::A,bad,алама
640,richtig::A,correct,шонер
641,schlimm::A,nasty,алама
642,wahr::A,true,зэмос
643,alt::A,old,вуж
644,neu::A,new,выль
645,ehemalig::A,former,азьвылэз
646,alt[Lebewesen]::A,aged,пересь
647,jung::A,young,егит
648,jung::A,young,пинал
649,arm::A,poor,начар
650,arm::A,poor,куанер
651,reich::A,rich,узыр
652,bekannt::A,familiar,тодмо
653,berühmt::A,famous,дано
654,fremd::A,foreign,ят
655,verschieden::A,different,пӧртэм
656,nah::A,near,матысь
657,fern::A,far,кыдёкысь
658,linker::A,left,паллян
659,rechter::A,right,бур
660,rechter::A,right,бурпал
661,anderer::A,other,мукет
662,erster::A,first,нырысетӥез
663,zweiter::A,second,кыктэтӥез
664,dritter::A,third,кунньметӥез
665,letzter::A,last,берло
666,letzter::A,last,берпум
667,allein::ADV,alone,огназ
668,auf einmal::ADV,at once,огдыре
669,zusammen::ADV,together,ӵош
670,zusammen::ADV,together,валче
671,lange::ADV,long,кема
672,plötzlich::ADV,suddenly,мапламтэ шорысь
673,sofort::ADV,instantly,али ик
674,später::ADV,later,бергес
675,später::ADV,later,берлогес
676,jetzt::ADV,now,али
677,jetzt::ADV,now,табере
678,heute::ADV,today,туннэ
679,morgen::ADV,tomorrow,ӵуказе
680,bald::ADV,soon,ӝоген
681,dann::ADV,then,берло
682,gestern::ADV,yesterday,толон
683,einst::ADV,once,огпол
684,einst::ADV,once,одӥг пол
685,damals::ADV,at that time,соку
686,danach::ADV,afterwards,собере
687,vorher::ADV,before,азьло
688,vorher::ADV,before,азьвыл
689,zuerst::ADV,at first,азьло
690,einmal::ADV,once,огпол
691,manchmal::ADV,sometimes,куддыръя
692,oft::ADV,often,ӵем
693,immer::ADV,always,пыр
694,immer::ADV,always,котьку
695,niemals::ADV,never,уз ноку
696,hier::ADV,here,татын
697,hierhin::ADV,hither,татчы
698,hierhin::ADV,to here,татчы
699,hierhin::ADV,here,татчы
700,von hier::ADV,hence,татысь
701,dort::ADV,there,отӥ
702,dort::ADV,there,отын
703,dorthin::ADV,thither,отчы
704,dorthin::ADV,there,отчы
705,dorthin::ADV,to there,отчы
706,geradeaus::ADV,ahead,меӵак
707,vorwärts::ADV,forward,азьлань
708,rückwärts::ADV,backward,берлань
709,zurück::ADV,back,берен
710,zurück::ADV,back,берлань
711,unten::ADV,below,улын
712,hinab::ADV,down,улэ
713,oben::ADV,above,вылын
714,oben::ADV,above,вылӥын
715,hinauf::ADV,up,вылэ
716,hinauf::ADV,up,вылӥе
717,hinauf::ADV,up,выллань
718,überall::ADV,everywhere,котькытын
719,überall::ADV,everywhere,пасьтана
720,nicht::ADV,not,уз
721,ein wenig::ADV,a little,ичи
722,ein wenig::ADV,a little,ӧжыт
723,ein wenig::ADV,a little,огшап
724,kaum::ADV,hardly,муртса
725,sehr::ADV,very,туж
726,sehr::ADV,very,лекос
727,so::ADV,so,озьы
728,so::ADV,so,тазьы
729,noch::ADV,still,на
730,nur::ADV,only,гинэ
731,schon::ADV,already,ни
732,schon::ADV,already,ини
733,wieder::ADV,again,нош
734,wieder::ADV,again,кайта
735,vergebens::ADV,in vain,юнме
736,vor::PRP,in front of,азьын
737,hinter::PRP,behind,берын
738,hinter::PRP,behind,бӧрсьы
739,unter::PRP,under,улын
740,durch::PRP,through,пыр
741,durch::PRP,through,пыртӥ
742,neben::PRP,next to,бордын
743,zwischen::PRP,between,вискын
744,wegen::PRP,because of,сэрен
745,dies::PRN,this,та
746,das::PRN,that,со
747,alles::PRN,everything,ваньмыз
748,ich::PRN,I,мон
749,du::PRN,you,тон
750,du::PRN,thou,тон
751,er::PRN,he,со
752,wir::PRN,we,ми
753,ihr::PRN,you,тӥ
754,sie::PRN,they,соос
755,was::FPRN,what,ма
756,wer::FPRN,who,кин
757,wo::FADV,where,кытын
758,wohin::FADV,where ... to,кытчы
759,wohin::FADV,where to,кытчы
760,wohin::FADV,where,кытчы
761,wie::FADV,how,кызьы
762,warum::FADV,why,малы
763,wieviel::FNUM,how much,кӧня
764,eins::NUM,one,одӥг
765,zwei::NUM,two,кык
766,drei::NUM,three,куинь
767,vier::NUM,four,ньыль
768,fünf::NUM,five,вить
769,sechs::NUM,six,куать
770,sieben::NUM,seven,сизьым
771,acht::NUM,eight,тямыс
772,neun::NUM,nine,укмыс
773,zehn::NUM,ten,дас
774,elf::NUM,eleven,дас одӥг
775,zwölf::NUM,twelve,дас кык
776,zwanzig::NUM,twenty,кызь
777,dreißig::NUM,thirty,куамын
778,vierzig::NUM,forty,ньыльдон
779,fünfzig::NUM,fifty,витьтон
780,sechzig::NUM,sixty,куатьтон
781,siebzig::NUM,seventy,сизьымдон
782,achtzig::NUM,eighty,тямыстон
783,neunzig::NUM,ninety,укмыстон
784,hundert::NUM,a hundred,сю
785,tausend::NUM,a thousand,сюрс
786,und::CNJ,and,и
787,und::CNJ,and,но
788,oder::CNJ,or,яке
789,stehen::V,stand,сылыны
790,sitzen::V,sit,пукыны
791,liegen::V,lie,кылльыны
792,hängen::V,hang,ошкыса улыны
793,werden::V,become,луыны
794,passieren::V,happen,луыны
795,beginnen::V,begin,кутскыны
796,enden::V,end,бырыны
797,wechseln::V,change,воштӥськыны
798,aufgehen[Sonne]::V,rise,ӝужаны
799,untergehen[Sonne]::V,set,пуксьыны
800,scheinen[Sonne]::V,shine,пиштыны
801,scheinen[Sonne]::V,shine,чиляны
802,donnern::V,thunder,гудыръяны
803,wehen::V,blow,пелляськыны
804,strömen::V,stream,киськыны
805,strömen::V,stream,исьтӥськыны
806,fließen::V,flow,бызьыны
807,sich drehen::V,revolve,берганы
808,schwanken::V,sway,вошъяськыны
809,schwingen::V,swing,шонаськыны
810,fallen::V,fall,усьыны
811,brennen::V,burn,ӝуаны
812,rauchen::V,smoke,ӵындыны
813,regnen::V,rain,зорыны
814,gefrieren::V,freeze,кынмыны
815,tauen::V,thaw,шунаны
816,schmelzen::V,melt,шунаны
817,trocknen::V,dry,куасьмыны
818,sieden::V,boil,пӧзьыны
819,faulen::V,rot,сисьмыны
820,verfaulen::V,decay,сисьмыны
821,reißen::V,snap,кеськыны
822,versinken::V,sink,выйыны
823,vergehen::V,pass,ортчыны
824,erscheinen::V,appear,адскыны
825,verschwinden::V,disappear,бырыны
826,sinken::V,drop,усьыны
827,abnehmen::V,decrease,синыны
828,zunehmen::V,increase,йылыны
829,steigen::V,rise,лӧпкыны
830,wachsen::V,grow,будыны
831,glänzen::V,shine,чиляны
832,glänzen::V,shine,пиштыны
833,funkeln::V,sparkle,чилекъяны
834,lärmen::V,be noisy,уретыны
835,lärmen::V,be noisy,ӵашетыны
836,läuten::V,chime,жингыртыны
837,klingeln::V,ring,жингыртыны
838,klirren::V,tinkle,жильккетыны
839,brausen::V,roar,лекъяськыны
840,rauschen::V,rustle,ӵашетыны
841,klingen::V,sound,кылӥськыны
842,bellen::V,bark,утыны
843,heulen::V,howl,вузыны
844,blasen::V,blow,пельтыны
845,pfeifen::V,whistle,шуланы
846,schreien::V,shout,черекъяны
847,schreien::V,shout,кесяськыны
