,Concept_ID,ku,hu
833,acht::NUM,heşt,nyolc
834,neun::NUM,neh,kilenc
835,zehn::NUM,deh,tíz
836,elf::NUM,yazdeh,tizenegy
837,zwölf::NUM,diwazdeh,tizenkettő
838,zwanzig::NUM,bîst,húsz
839,dreißig::NUM,sih,harminc
840,vierzig::NUM,çil,negyven
841,fünfzig::NUM,pençi,ötven
842,sechzig::NUM,şêst,hatvan
843,siebzig::NUM,heftê,hetven
844,achtzig::NUM,heştê,nyolcvan
845,neunzig::NUM,nod,kilencven
846,hundert::NUM,sêd,száz
847,tausend::NUM,hezar,ezer
848,und::CNJ,û,és
849,und::CNJ,û,meg
850,oder::CNJ,an,vagy
851,oder::CNJ,yan,vagy
852,stehen::V,sekinîn,áll
853,sitzen::V,rûniştin,ül
854,liegen::V,paldan,fekszik
855,hängen::V,darve kirin,függ
856,werden::V,bûn,lesz
857,passieren::V,hatin holê,történik
858,passieren::V,hatin serê kesî,történik
859,beginnen::V,li dest pêkirin,kezdődik
860,enden::V,xalas bû,végződik
861,enden::V,xalas bû,befejeződik
862,wechseln::V,guherandin,változik
863,wechseln::V,dêgiş kirin,változik
864,aufgehen[Sonne]::V,hilatin,kel
865,untergehen[Sonne]::V,çun ava,lemegy
866,scheinen[Sonne]::V,şewk de,süt
867,donnern::V,gire-gir,dörög
868,wehen::V,ba le de,fúj
869,strömen::V,xwe girtin,áramlik
870,fließen::V,herikîn,folyik
871,sich drehen::V,xwe zivirandin,forog
872,schwanken::V,hejandin,inog
873,schwanken::V,hejandin,ingadozik
874,schwingen::V,libakirin,leng
875,fallen::V,ketin,esik
876,brennen::V,şewitîn,ég
877,rauchen::V,kişandin,füstöl
878,regnen::V,bahran tê,esik
879,gefrieren::V,qefilandin,megfagy
880,tauen::V,helandin,olvad
881,schmelzen::V,helandin,olvad
882,schmelzen::V,helandin,elolvad
883,trocknen::V,zuwabûn,szárad
884,sieden::V,kelîn,forr
885,faulen::V,xerabûn,rothad
886,verfaulen::V,xerabûn,elrothad
887,verfaulen::V,xerabûn,megrothad
888,reißen::V,jêkirin,szakad
889,versinken::V,xerq bûn,süllyed
890,versinken::V,xerq bûn,elsüllyed
891,vergehen::V,derbas bûn,múlik
892,vergehen::V,derbas bûn,elmúlik
893,erscheinen::V,peyda bûn,feltűnik
894,erscheinen::V,peyda bûn,megjelenik
895,verschwinden::V,wendabûn,letűnik
896,sinken::V,noq bûn,süllyed
897,abnehmen::V,kêm bûn,apad
898,abnehmen::V,kêm bûn,csökken
899,zunehmen::V,qelew bûn,növekszik
900,zunehmen::V,qelew bûn,gyarapszik
901,steigen::V,hildan,emelkedik
902,wachsen::V,mezin bûn,nő
903,wachsen::V,mezin bûn,terem
904,wachsen::V,mezin bûn,növekszik
905,glänzen::V,biriqîn,ragyog
906,glänzen::V,biriqîn,fénylik
907,funkeln::V,çikisîn,csillog
908,funkeln::V,çikisîn,tündöklik
909,lärmen::V,guşîn,lármázik
910,läuten::V,lê de,cseng
911,klingeln::V,sîl dan,csenget
912,klingeln::V,ringerin,csenget
913,klirren::V,zingzing hat,csörömpöl
914,brausen::V,guşîn,zúg
915,brausen::V,guşîn,morajlik
916,rauschen::V,guşîn,zúg
917,klingen::V,deng pe ketin,hangzik
918,bellen::V,kewtîn,ugat
919,heulen::V,ûrîn,bőg
920,heulen::V,ûrîn,üvölt
921,blasen::V,puf kirin,fúj
922,pfeifen::V,fîkandin,fütyül
923,schreien::V,qîrîn,kiált
924,schreien::V,qîrîn,kiabál
925,stöhnen::V,nalîn,nyög
926,zittern::V,hejîn,remeg
927,zittern::V,hejîn,reszket
928,leben::V,jihîn,él
929,geboren werden::V,hatin dinyê,születik
930,geboren werden::V,bûn,születik
931,atmen::V,hilmijîn,lélegzik
932,trinken::V,vexwarin,iszik
933,essen::V,xwarin,eszik
934,schlucken::V,daqulbandin,nyel
935,müde werden::V,betilîln,elfárad
936,müde werden::V,betilîln,kifárad
937,müde werden::V,qerimîn,elfárad
938,müde werden::V,qerimîn,kifárad
939,einschlafen::V,razan,elalszik
940,schlafen::V,razan,alszik
941,schlafen::V,razandin,alszik
942,aufwachen::V,şiyarbûn,felébred
943,aufstehen::V,rabûn,felkel
944,sich erholen::V,baş bûn,pihen
945,krank werden::V,nexweş kêt,megbetegedik
946,krank werden::V,nexweş kêt,belebetegszik
947,krank sein::V,nexweş bû,betegeskedik
948,schmerzen::V,êşandin,fáj
949,husten::V,kuxin,köhög
950,genesen::V,baş bûn,meggyógyul
951,sterben::V,mirin,hal
952,umkommen::V,mirin,elpusztul
953,sich bewegen::V,leqîn,mozog
954,sich rühren::V,leqîn,mozdul
955,sich erheben::V,rabûn,feláll
956,sich erheben::V,rabûn,felemelkedik
957,sich setzen::V,runiştin,ül
958,sich setzen::V,runiştin,leül
959,hinfallen::V,kêtin,bukik
960,hinfallen::V,kêtin,elesik
961,laufen::V,meşîn,jár
962,schreiten::V,meşkirin,lép
963,spazierengehen::V,gerandin,sétál
964,eilen::V,lezandin,siet
965,sich beeilen::V,zûkirin,siet
966,sausen::V,fîzîn,robog
967,rennen::V,baz dan,fut
968,rennen::V,baz dan,szalad
969,springen::V,hilpekîn,ugrik
970,klettern::V,hilperikîn,kúszik
971,schaukeln::V,lorandin,hintázik
972,kriechen::V,xuşandin,kúszik
973,schwimmen::V,avjenîn,úszik
974,tauchen::V,qutxuyardin,merül
975,tauchen::V,noqîn,merül
976,rudern::V,qaîq ajotin,evez
977,fahren::V,ajotin,jár
978,fahren::V,ajotin,megy
979,fahren::V,ajotin,utazik
980,fliegen::V,firîn,száll
981,gehen::V,çûn,megy
982,weggehen::V,çûn,elmegy
983,abfahren::V,çûyin,indul
984,anhalten::V,rawestîn,megáll
985,hineingehen::V,ketin hundir,bemegy
986,eintreten::V,têketin,belép
987,kommen::V,hatin,jön
988,ankommen::V,gihan,érkezik
989,ankommen::V,gihan,megérkezik
990,ankommen::V,gihîştin,érkezik
991,ankommen::V,gihîştin,megérkezik
992,zurückkommen::V,vegerandin,visszajön
993,bleiben::V,sekinîn,marad
994,bleiben::V,sekinîn,megmarad
995,warten::V,payîn,vár
996,warten::V,payîn,várakozik
997,erwarten::V,payîn,vár
998,erwarten::V,payîn,megvár
999,suchen::V,lêgerîn,kutat
1000,finden::V,peyda kirin,talál
1001,versuchen::V,çeribandin,megpróbál
1002,versuchen::V,çeribandin,megkísérel
1003,vorbereiten::V,amade kirin,előkészít
1004,lieben::V,hez kirin,szeret
1005,mögen::V,dil kirin,szeret
1006,lachen::V,kenîn,nevet
1007,rühren::V,hêjan,mozdít
1008,weinen::V,girîn,sír
1009,schimpfen::V,pevçûn,szid
1010,schimpfen::V,pevçûn,szitkozódik
1011,sich ärgern::V,enirîn,mérgelődik
1012,sich ärgern::V,enirîn,bosszankodik
1013,sich fürchten::V,tirsîn,fél
1014,sich fürchten::V,tirsîn,retteg
1015,fürchten::V,tirsin,fél
1016,fliehen::V,bazdan,menekül
1017,flüchten::V,revîn,elmenekül
1018,sehen::V,dîtin,néz
1019,anschauen::V,sêr kirin,megnéz
1020,ansehen::V,hesibandin,néz
1021,ansehen::V,hesibandin,ránéz
1022,ansehen::V,hesibandin,megnéz
1023,hören::V,guhdar jirin,hall
1024,zuhören::V,guhdarî kirin,hallgat
1025,zuhören::V,guhdarî kirin,meghallgat
1026,probieren::V,tehm kirin,kóstol
1027,probieren::V,tehm kirin,megkóstol
1028,riechen::V,bihn kirin,szagol
1029,fühlen::V,hîs kirin,érez
1030,scheinen::V,xoyer kir,tűnik
1031,scheinen::V,xoyer kir,látszik
1032,zu sehen sein::V,diyar bûn,mutatkozik
1033,vernehmen::V,bihîstin,hall
1034,frieren::V,qerişîn,fázik
1035,tun::V,kirin,csinál
1036,tun::V,kirin,cselekszik
1037,können::V,karin,tud
1038,wollen::V,xwestîn,akar
1039,anfangen::V,dest pêkirin,kezd
1040,beenden::V,xelas kirin,befejez
1041,aufhören::V,xelas kirin,megszűnik
1042,gelingen::V,çe bûn,sikerül
1043,geraten::V,qewîmîn,kerül
1044,geraten::V,qewîmîn,jut
1045,öffnen::V,vekirin,nyit
1046,öffnen::V,vekirin,kinyit
1047,schließen::V,girtin,csuk
1048,schließen::V,girtin,becsuk
1049,stellen::V,danîn,állít
1050,stellen::V,danîn,helyez
1051,setzen::V,rûniştin,ültet
1052,setzen::V,rûniştin,helyez
1053,legen::V,danîn,tesz
1054,legen::V,danîn,fektet
1055,legen::V,razandin,tesz
1056,legen::V,razandin,fektet
1057,berühren::V,lêketin,érint
1058,verbinden::V,anîn pê,beköt
1059,verbinden::V,anîn pê,összeköt
1060,bedecken::V,sergirtin,betakar
1061,bedecken::V,sergirtin,beborít
1062,aufhängen::V,aliqandin,felakaszt
1063,anzünden::V,pêxistin,gyújt
1064,anzünden::V,pêxistin,meggyújt
1065,aufheben::V,hildan,felemel
1066,zurücklassen::V,hiştin,hátrahagy
1067,zurücklassen::V,vehiştin,hátrahagy
1068,verlieren::V,wendakirin,veszít
1069,verlieren::V,wendakirin,elveszít
1070,fallen lassen::V,xistin bixe,elejt
1071,fallen lassen::V,xistin,elejt
1072,machen::V,kirin,tesz
1073,machen::V,kirin,csinál
1074,machen::V,çêkirin,tesz
1075,machen::V,çêkirin,csinál
1076,herstellen::V,çê kirin,gyárt
1077,herstellen::V,çê kirin,előállít
1078,herstellen::V,peyda kirin,gyárt
1079,herstellen::V,peyda kirin,előállít
1080,bauen::V,lêkirin,épít
1081,reparieren::V,veherînerîn,javít
1082,reparieren::V,veherînerîn,kijavít
1083,reparieren::V,veherînerîn,megjavít
1084,verbessern::V,sererastkirin,megjavít
1085,ändern::V,degiş kirin,változtat
1086,ändern::V,degiş kirin,megváltoztat
1087,graben::V,kolandin,ás
1088,beugen::V,tewîn,meghajt
1089,beugen::V,xwar kirin,meghajt
1090,biegen::V,tewandin,hajlít
1091,biegen::V,xwarkirin,hajlít
1092,drehen::V,fitilandin,forgat
1093,wenden::V,zivîrin,fordít
1094,wenden::V,zivîrin,megfordít
1095,umdrehen::V,vegerandin,megfordít
1096,umdrehen::V,vegerandin,megforgat
1097,heben::V,hildan,emel
1098,hochheben::V,hildan,felemel
1099,ergreifen::V,dest avêtin,megfog
1100,halten::V,hîştin,tart
1101,halten::V,sekinîn,tart
1102,drücken::V,pêl kirin,nyom
1103,drücken::V,pêl kirin,megnyom
1104,schieben::V,damdan,tol
1105,kratzen::V,xurandin,vakar
1106,lecken::V,alastin,nyal
1107,beißen::V,gez kirin,harap
1108,abreißen::V,hilşandin,letép
1109,abschneiden::V,jêkirin,levág
1110,binden::V,girêdan,köt
1111,binden::V,girêdan,kötöz
1112,stecken::V,têxistin,dug
1113,brechen::V,şikandin,tör
1114,brechen::V,şikandin,eltör
1115,klopfen::V,kutandin,kopogtat
1116,hauen::V,li dan,vág
1117,hauen::V,li dan,levág
1118,kleben::V,zeliqîn,tapaszt
1119,kleben::V,şirêz kirin,tapaszt
1120,reiben::V,firikandin,dörzsöl
1121,reiben::V,firikandin,súrol
1122,streichen::V,bax dan,simít
1123,schleifen::V,çarkirin,fen
1124,schleifen::V,çarkirin,csiszol
1125,schleifen::V,çarkirin,köszörül
1126,schneiden::V,jêkirin,vág
1127,schneiden::V,jêkirin,szel
1128,schneiden::V,jêkirin,metsz
1129,rütteln::V,hejandin,ráz
1130,schütteln::V,daweşîn,ráz
1131,schütteln::V,daweşîn,megráz
1132,schwenken::V,têwdan,lóbál
1133,schwenken::V,têwdan,lobogtat
1134,schütten::V,rijandin,önt
1135,füllen::V,dagirtin,tölt
1136,füllen::V,dagirtin,megtölt
1137,einwickeln::V,pêçandin,becsavar
1138,tragen::V,kişandin,hord
1139,tragen::V,rajtin,hord
1140,schleppen::V,kişandin,vonszol
1141,ziehen::V,kişandin,húz
1142,aufbewahren::V,hilandin,megőriz
1143,werfen::V,avêtin,dob
1144,werfen::V,avêtin,hajít
1145,fangen::V,sem kirin,fog
1146,fangen::V,girtin,fog
1147,packen::V,pê girtin,megragad
1148,verstecken::V,hîlanin,eldug
1149,verstecken::V,hîlanin,elrejt
1150,teilen::V,parvekirin,oszt
1151,teilen::V,parvekirin,megoszt
1152,schicken::V,şandin,küld
1153,bringen::V,anîn,hoz
1154,bringen::V,anîn,visz
1155,bringen::V,birin,hoz
1156,bringen::V,birin,visz
1157,hinzufügen::V,dan ser,hozzáad
1158,hinzufügen::V,li tiştekî zêde kirin,hozzáad
1159,bekommen::V,standin,kap
1160,bekommen::V,standin,megkap
1161,erhalten::V,standin,kap
1162,erhalten::V,standin,megkap
1163,nehmen::V,girtin,vesz
1164,wählen::V,ray dan,választ
1165,auswählen::V,bijartin,kiválaszt
1166,bewahren::V,rê li ber girtin,megtart
1167,bewahren::V,lê xwedî derketin,megtart
1168,behindern::V,bara wi,akadályoz
1169,behindern::V,bara wi,gátol
1170,verderben::V,heram bûn,elront
1171,beschädigen::V,xerab kirin,rongál
1172,zerbrechen::V,şikênandin,eltör
1173,zerbrechen::V,şikênandin,széttör
1174,zerbrechen::V,şikênandin,kettétör
1175,zerbrechen::V,perçe kirin,eltör
1176,zerbrechen::V,perçe kirin,széttör
1177,zerbrechen::V,perçe kirin,kettétör
1178,zerreißen::V,qelişandin,eltép
1179,zerreißen::V,qelişandin,széttép
1180,zerstören::V,hilşandin,elpusztít
1181,verbrennen::V,şewitandin,éget
1182,verbrennen::V,şewitandin,eléget
1183,geben::V,dan,ad
1184,geben::V,dayin,ad
1185,reichen::V,besbûn,nyújt
1186,reichen::V,têrkirin,nyújt
1187,schenken::V,diyarî kirin,ajándékoz
1188,versprechen::V,soz dan,ígér
1189,wünschen::V,dil kirin,kíván
1190,loben::V,pesinandin,dicsér
1191,küssen::V,maçkirin,csókol
1192,wiegen::V,lorandin,ringat
1193,wiegen::V,wezinandin,ringat
1194,zudecken::V,nixumandin,betakar
1195,wecken::V,bixwe hesandin,kelt
1196,wecken::V,bixwe hesandin,ébreszt
1197,zeigen::V,şanîdan,mutat
1198,führen::V,raber kirin,visz
1199,führen::V,raber kirin,vezet
1200,lehren::V,hîn kirin,tanít
1201,unterrichten::V,ders dan,tanít
1202,aufziehen::V,mesinkirin,felnevel
1203,leiten::V,rêberî kirin,vezet
1204,leiten::V,rêberî kirin,vezérel
1205,antreiben::V,bezandin,hajt
1206,lassen::V,berdan,-tat
1207,lassen::V,berdan,-at
1208,lassen::V,hiştin,-tat
1209,lassen::V,hiştin,-at
1210,einladen::V,dawet kirin,meghív
1211,vereinigen::V,bi yek kirin,egyesít
1212,besuchen::V,mêvan bûn,látogat
1213,treffen::V,rast hatin,talál
1214,sich versammeln::V,li hev çivîn,gyülekezik
1215,sich versammeln::V,li hev çivîn,összegyűlik
1216,spielen::V,listin,játszik
1217,singen::V,stran,énekel
1218,tanzen::V,reqisîn,táncol
1219,sich trennen::V,hew berdan,elválik
1220,verlassen::V,tanê hişt,elhagy
1221,verlassen::V,bêkes,elhagy
1222,retten::V,rihakirin,ment
1223,bewachen::V,raçavkirin,őriz
1224,schützen::V,hemet kirin,óv
1225,schützen::V,hemet kirin,véd
1226,verteidigen::V,paraztin,véd
1227,sich schlagen::V,li hev bezîn,verekszik
1228,schießen::V,agir kirin,lő
1229,siegen::V,biser ketin,győz
1230,ärgern::V,xeyirandin,bosszant
1231,schlagen::V,lêdan,üt
1232,schlagen::V,lêdan,ver
1233,schlagen::V,lêxistin,üt
1234,schlagen::V,lêxistin,ver
1235,treten::V,têlekirin,rúg
1236,stechen::V,têrekirin,döf
1237,stechen::V,têrekirin,szúr
1238,stoßen::V,lêketin,lök
1239,stehlen::V,dizîn,lop
1240,stehlen::V,dizî birin,lop
1241,stören::V,aciz kirin,zavar
1242,belästigen::V,li tela yeki ketin,zaklat
1243,verbergen::V,veşartin,rejt
1244,verbergen::V,veşartin,elrejt
1245,verbergen::V,kemîndanîn,rejt
1246,verbergen::V,kemîndanîn,elrejt
1247,täuschen::V,xapandin,megtéveszt
1248,täuschen::V,lê zexeli kirin,megtéveszt
1249,betrügen::V,xapandin,csal
1250,töten::V,kûştin,öl
1251,wohnen::V,rûniştin,lakik
1252,arbeiten::V,kar kirin,dolgozik
1253,arbeiten::V,şêxulin,dolgozik
1254,sammeln::V,komkirin,szed
1255,sammeln::V,komkirin,gyűjt
1256,pflücken::V,çinîn,szed
1257,jagen::V,nêçîr kirin,vadászik
1258,fischen::V,masî girtin,halászik
1259,fassen::V,pê girtin,fog
1260,fassen::V,sêm kirin,fog
1261,hüten::V,hei jê man,őriz
1262,hüten::V,hei jê man,legeltet
1263,treiben::V,bêherandin,hajt
1264,anbinden::V,tewilandin,köt
1265,füttern::V,xwarine dan lê,etet
1266,melken::V,dotin,fej
1267,hacken::V,kolandin,vág
1268,gießen::V,av dan,öntöz
1269,reifen::V,kemilîn,érik
1270,zubereiten::V,çe kirin,elkészít
1271,kochen::V,xwarin çe kirin,főz
1272,kochen::V,kelandin,főz
1273,backen::V,pijandin,süt
1274,braten::V,qelandin,süt
1275,braten::V,sor kirin,süt
1276,umrühren::V,têvdan,megkever
1277,stricken::V,hûnan,köt
1278,nähen::V,kêl kirin,varr
1279,färben::V,boyax kirin,fest
1280,reinigen::V,paqijkirin,tisztít
1281,waschen::V,şuştin,mos
1282,abwischen::V,pakîj kirin,letöröl
1283,spülen::V,şuştin,mosogat
1284,fegen::V,maliştin,söpör
1285,kehren::V,maliştin,söpör
1286,baden::V,serîşûştin,fürdik
1287,sich waschen::V,serîşûştin,mosdik
1288,sich waschen::V,serîşûştin,mosakszik
1289,ausziehen::V,jê kirin,levesz
1290,anziehen::V,pê kirin,felölt
1291,anziehen::V,pê kirin,felvesz
1292,sich anziehen::V,xwe kirin,öltözik
1293,sich anziehen::V,xwe kirin,felöltözik
1294,kämmen::V,şeh kirin,fésül
1295,schmücken::V,xemilandin,díszít
1296,sagen::V,gotin,mond
1297,sagen::V,peyivîn,mond
1298,sprechen::V,peyivîn,beszél
1299,reden::V,axaftin,beszél
1300,sich unterhalten::V,hev biştaxilin,beszélget
1301,fragen::V,pirsîn,kérdez
1302,fragen::V,pirs kirin,kérdez
1303,bitten::V,tika kirin,kér
1304,erzählen::V,behs kirin,mesél
1305,erzählen::V,behs kirin,elbeszél
1306,mitteilen::V,vegotin,közöl
1307,nennen::V,bi nav kirin,hív
1308,nennen::V,bi nav kirin,nevez
1309,rufen::V,bakirin,hív
1310,prahlen::V,pesnê xwe dan,dicsekszik
1311,übersetzen::V,qulibandin,fordít
1312,übersetzen::V,derbas kirin,fordít
1313,denken::V,fikirîn,gondol
1314,glauben::V,bawer bûn,hisz
1315,bemerken::V,bala xwe dan,észrevesz
1316,bemerken::V,çac lê ketin,észrevesz
1317,erkennen::V,pêhesîn,ráismer
1318,erkennen::V,pêhesîn,felismer
1319,begreifen::V,fêmkirin,felfog
1320,verstehen::V,fêmkirin,ért
1321,verstehen::V,fêmkirin,megért
1322,lernen::V,halmandin,tanul
1323,lernen::V,halmandin,megtanul
1324,lernen::V,fêrbun,tanul
1325,lernen::V,fêrbun,megtanul
1326,wissen::V,zanîn,tud
1327,sich erinnern an::V,bir bûn,emlékszik
1328,vergessen::V,ji bir kirin,felejt
1329,vergessen::V,ji bir kirin,elfelejt
1330,messen::V,pê kanîn,mér
1331,messen::V,pê kanîn,megmér
1332,zählen::V,hejmardin,számol
1333,zählen::V,hejmardin,megszámol
1334,rechnen::V,hesibandin,számít
1335,lesen::V,xwendin,olvas
1336,malen::V,rengandin,fest
1337,malen::V,boyax kirin,fest
1338,zeichnen::V,işaret kirin,rajzol
1339,schreiben::V,nivîsandin,ír
1340,besitzen::V,hebûn,birtokol
1341,kaufen::V,kirîn,vesz
1342,kaufen::V,kirîn,megvesz
1343,verkaufen::V,firotin,elad
1344,bezahlen::V,pere dan,fizet
1345,bezahlen::V,pere dan,kifizet
1346,zahlen::V,pere dan,fizet
1347,zahlen::V,pere dan,megfizet
1348,zahlen::V,dayin,fizet
1349,zahlen::V,dayin,megfizet
1350,beherrschen::V,zebt kirin,ural
1351,beherrschen::V,hukim kirin,ural
1352,ertragen::V,bihêzkirin,elbír
1353,ertragen::V,bihêzkirin,elvisel
