,Concept_ID,cv,en
775,wir::PRN,эпир,we
776,ihr::PRN,эсир,you
777,sie::PRN,вӗсем,they
778,was::FPRN,мӗн,what
779,was::FPRN,мӗскер,what
780,was::FPRN,мӗн те пулин,what
781,wer::FPRN,кам,who
782,wo::FADV,ӑҫта,where
783,wohin::FADV,ӑҫта,where ... to
784,wohin::FADV,ӑҫта,where to
785,wohin::FADV,ӑҫта,where
786,wie::FADV,епле,how
787,wie::FADV,мӗнле,how
788,warum::FADV,ма,why
789,warum::FADV,мӗншӗн,why
790,wieviel::FNUM,миҫе,how much
791,eins::NUM,пӗр,one
792,eins::NUM,пӗрре,one
793,zwei::NUM,ик,two
794,zwei::NUM,икӗ,two
795,zwei::NUM,иккӗ,two
796,drei::NUM,виҫ,three
797,drei::NUM,виҫӗ,three
798,drei::NUM,виҫҫӗ,three
799,vier::NUM,тӑват,four
800,fünf::NUM,пилӗк,five
801,fünf::NUM,пиллӗк,five
802,sechs::NUM,улт,six
803,sechs::NUM,ултӑ,six
804,sechs::NUM,улттӑ,six
805,sieben::NUM,ҫич,seven
806,sieben::NUM,ҫичӗ,seven
807,sieben::NUM,ҫиччӗ,seven
808,acht::NUM,сакӑр,eight
809,acht::NUM,саккӑр,eight
810,neun::NUM,тӑхӑр,nine
811,neun::NUM,тӑххӑр,nine
812,zehn::NUM,вунӑ,ten
813,zehn::NUM,вуннӑ,ten
814,elf::NUM,вун пӗр,eleven
815,zwölf::NUM,вун ик,twelve
816,zwölf::NUM,вун икӗ,twelve
817,zwölf::NUM,вун иккӗ,twelve
818,zwanzig::NUM,ҫирӗм,twenty
819,dreißig::NUM,вӑтӑр,thirty
820,vierzig::NUM,хӗрӗх,forty
821,fünfzig::NUM,аллӑ,fifty
822,sechzig::NUM,утмӑл,sixty
823,siebzig::NUM,ҫитмӗл,seventy
824,achtzig::NUM,сакӑр вунӑ,eighty
825,achtzig::NUM,сакӑр вуннӑ,eighty
826,neunzig::NUM,тӑхӑр вун,ninety
827,neunzig::NUM,тӑхӑр вунӑ,ninety
828,neunzig::NUM,тӑхӑр вуннӑ,ninety
829,hundert::NUM,ҫӗр,a hundred
830,tausend::NUM,пин,a thousand
831,und::CNJ,та,and
832,oder::CNJ,е,or
833,stehen::V,тӑр,stand
834,sitzen::V,лар,sit
835,liegen::V,вырт,lie
836,hängen::V,усӑнса тӑр,hang
837,hängen::V,ҫакӑнса тӑр,hang
838,werden::V,пул,become
839,passieren::V,пул,happen
840,beginnen::V,пуҫлан,begin
841,enden::V,пӗт,end
842,enden::V,вӗҫлен,end
843,wechseln::V,улшӑн,change
844,aufgehen[Sonne]::V,тух,rise
845,untergehen[Sonne]::V,анса лар,set
846,scheinen[Sonne]::V,пӑх,shine
847,donnern::V,кӗмсӗртет,thunder
848,donnern::V,авӑт,thunder
849,wehen::V,варкӑш,blow
850,strömen::V,тӑкӑн,stream
851,fließen::V,юх,flow
852,sich drehen::V,ҫаврӑн,revolve
853,schwanken::V,чӳхен,sway
854,schwingen::V,суллан,swing
855,fallen::V,кип,fall
856,fallen::V,тӳр кип,fall
857,fallen::V,татӑлса ан,fall
858,brennen::V,ҫун,burn
859,rauchen::V,мӑкӑрлан,smoke
860,rauchen::V,тӗтӗм кӑлар,smoke
861,regnen::V,ҫумӑр ҫӑвать,rain
862,gefrieren::V,шӑн,freeze
863,tauen::V,ирӗл,thaw
864,schmelzen::V,ирӗл,melt
865,trocknen::V,тип,dry
866,sieden::V,вӗре,boil
867,faulen::V,ҫӗр,rot
868,verfaulen::V,ҫӗр,decay
869,reißen::V,ҫурӑл,snap
870,versinken::V,пут,sink
871,vergehen::V,ирт,pass
872,erscheinen::V,курӑн,appear
873,erscheinen::V,курӑнса кай,appear
874,verschwinden::V,ҫухал,disappear
875,sinken::V,чак,drop
876,abnehmen::V,чак,decrease
877,zunehmen::V,пысӑклан,increase
878,steigen::V,ҫӗклен,rise
879,wachsen::V,ӳс,grow
880,glänzen::V,ҫиҫ,shine
881,funkeln::V,ялкӑш,sparkle
882,funkeln::V,йӑлтӑртат,sparkle
883,lärmen::V,шавла,be noisy
884,läuten::V,шӑнкӑравла,chime
885,klingeln::V,шӑнкӑравла,ring
886,klirren::V,калтлат,tinkle
887,klirren::V,шӑнкӑлтат,tinkle
888,brausen::V,ахӑр,roar
889,rauschen::V,вашӑлтат,rustle
890,rauschen::V,чашӑлтат,rustle
891,klingen::V,янӑра,sound
892,bellen::V,вӗр,bark
893,heulen::V,ула,howl
894,blasen::V,вӗр,blow
895,pfeifen::V,шӑхӑр,whistle
896,schreien::V,кӑшкӑр,shout
897,stöhnen::V,йынӑш,groan
898,zittern::V,чӗтре,tremble
899,leben::V,пурӑн,be alive
900,geboren werden::V,ҫурал,be born
901,atmen::V,сывла,breathe
902,trinken::V,ӗҫ,drink
903,essen::V,ҫи,eat
904,schlucken::V,ҫӑт,swallow
905,müde werden::V,ӗшен,get tired
906,einschlafen::V,ыйха пут,fall asleep
907,einschlafen::V,ҫывӑрса кай,fall asleep
908,schlafen::V,ҫывӑр,sleep
909,aufwachen::V,вӑран,wake up
910,aufstehen::V,тӑр,get up
911,sich erholen::V,кан,relax
912,krank werden::V,чирле,fall ill
913,krank sein::V,чирле,be ill
914,schmerzen::V,сур,ache
915,schmerzen::V,ырат,ache
916,husten::V,ӳсӗр,cough
917,genesen::V,сывал,recover
918,genesen::V,тӳрлен,recover
919,sterben::V,вил,die
920,umkommen::V,вил,perish
921,sich bewegen::V,куҫ,move
922,sich rühren::V,хускал,budge
923,sich erheben::V,тӑр,stand up
924,sich setzen::V,лар,sit down
925,hinfallen::V,ӳк,tumble
926,laufen::V,ут,walk
927,schreiten::V,ут,pace
928,spazierengehen::V,уҫӑлса ҫӳре,go for a walk
929,spazierengehen::V,уткаласа ҫӳре,go for a walk
930,eilen::V,васка,rush
931,eilen::V,хыпалан,rush
932,sich beeilen::V,васка,hurry
933,sich beeilen::V,хыпалан,hurry
934,sausen::V,ыткӑн,dash
935,sausen::V,вӗҫтер,dash
936,rennen::V,чуп,run
937,springen::V,сик,jump
938,klettern::V,улӑх,climb
939,schaukeln::V,йӳрӗн,seesaw
940,kriechen::V,шу,creep
941,kriechen::V,упален,creep
942,schwimmen::V,иш,swim
943,tauchen::V,чӑм,dive
944,rudern::V,авӑс,row
945,fahren::V,пыр,drive
946,fliegen::V,вӗҫ,fly
947,gehen::V,кай,go
948,weggehen::V,кай,go away
949,abfahren::V,тапран,depart
950,anhalten::V,чарӑн,stop
951,hineingehen::V,кӗр,go in
952,eintreten::V,кӗр,enter
953,kommen::V,кил,come
954,ankommen::V,ҫит,arrive
955,zurückkommen::V,таврӑн,come back
956,zurückkommen::V,каялла кил,come back
957,bleiben::V,юл,stay
958,warten::V,кӗт,wait
959,erwarten::V,кӗт,wait for
960,suchen::V,шыра,seek
961,suchen::V,шыра,look for
962,finden::V,туп,find
963,versuchen::V,пикен,try
964,vorbereiten::V,хатӗрле,prepare
965,lieben::V,юрат,love
966,mögen::V,кӑмӑлла,like
967,mögen::V,килӗштер,like
968,lachen::V,кул,laugh
969,lachen::V,ахӑлтат,laugh
970,rühren::V,ҫулӑх,move
971,weinen::V,йӗр,weep
972,weinen::V,макӑр,weep
973,schimpfen::V,вӑрҫ,grumble
974,schimpfen::V,ятлаҫ,grumble
975,sich ärgern::V,ҫиллен,be annoyed
976,sich fürchten::V,шиклен,be afraid
977,fürchten::V,хӑра,be afraid of
978,fliehen::V,тар,flee
979,flüchten::V,чупса тар,escape
980,sehen::V,кур,see
981,anschauen::V,пӑхса ил,look at
982,ansehen::V,пӑх,watch
983,hören::V,илт,hear
984,zuhören::V,итле,listen
985,zuhören::V,тӑнла,listen
986,probieren::V,астив,taste
987,riechen::V,шӑршла,smell
988,fühlen::V,туй,feel
989,fühlen::V,сис,feel
990,scheinen::V,туйӑн,seem
991,zu sehen sein::V,курӑн,show
992,vernehmen::V,пӑл,hear
993,frieren::V,йӳтен,be cold
994,tun::V,ту,do
995,können::V,пултар,can
996,wollen::V,те,want
997,anfangen::V,пуҫла,start
998,beenden::V,пӗтер,finish
999,aufhören::V,пӑрах,stop
1000,gelingen::V,ӑн,succeed
1001,geraten::V,пул,turn out
1002,öffnen::V,уҫ,open
1003,schließen::V,хуп,close
1004,stellen::V,ларт,put
1005,stellen::V,тӑрат,put
1006,setzen::V,ларт,place
1007,legen::V,хур,lay
1008,berühren::V,перӗн,touch
1009,verbinden::V,сып,connect
1010,bedecken::V,вит,cover
1011,aufhängen::V,ҫак,hang up
1012,anzünden::V,ҫут,light
1013,aufheben::V,ҫӗкле,pick up
1014,zurücklassen::V,манса хӑвар,leave
1015,verlieren::V,ҫӗтер,lose
1016,fallen lassen::V,ӳкер,drop
1017,machen::V,ту,make
1018,herstellen::V,ӑстала,produce
1019,bauen::V,ту,build
1020,reparieren::V,юса,mend
1021,verbessern::V,лайӑхлат,improve
1022,ändern::V,улӑштар,alter
1023,graben::V,чав,dig
1024,graben::V,чакала,dig
1025,beugen::V,кукӑрт,bow
1026,biegen::V,ав,bend
1027,biegen::V,кукӑрт,bend
1028,drehen::V,ҫавӑр,spin
1029,wenden::V,ӳпӗнтер,turn
1030,umdrehen::V,ҫавӑр,turn around
1031,heben::V,хӑпарт,raise
1032,hochheben::V,йӑт,lift
1033,ergreifen::V,тыт,seize
1034,halten::V,тыт,hold
1035,drücken::V,пус,press
1036,schieben::V,тӗк,push
1037,schieben::V,тӗрт,push
1038,kratzen::V,хыр,scrape
1039,lecken::V,ҫула,lick
1040,beißen::V,ҫырт,bite
1041,beißen::V,хып,bite
1042,abreißen::V,тат,tear off
1043,abschneiden::V,кас,cut off
1044,binden::V,ҫых,tie
1045,stecken::V,чик,stick
1046,brechen::V,хуҫ,break
1047,klopfen::V,такка,knock
1048,hauen::V,шакка,hit
1049,kleben::V,ҫыпӑҫтар,glue
1050,reiben::V,сӑтӑр,rub
1051,streichen::V,сӗр,spread
1052,schleifen::V,хӑйра,grind
1053,schneiden::V,кас,cut
1054,rütteln::V,лӑка,jolt
1055,rütteln::V,силлентер,jolt
1056,schütteln::V,лӑка,shake
1057,schütteln::V,силлентер,shake
1058,schwenken::V,сулла,swing
1059,schütten::V,тултар,pour
1060,füllen::V,тултар,fill
1061,einwickeln::V,чӗрке,wrap
1062,tragen::V,ҫӗкле,carry
1063,schleppen::V,сӗтӗр,drag
1064,ziehen::V,тӑс,pull
1065,aufbewahren::V,усра,keep
1066,werfen::V,пӑрах,throw
1067,fangen::V,тыт,catch
1068,packen::V,тыт,grab
1069,verstecken::V,пытарса хур,hide
1070,teilen::V,уйӑр,divide
1071,teilen::V,пайла,divide
1072,schicken::V,яр,send
1073,bringen::V,кӳр,bring
1074,hinzufügen::V,хуш,add
1075,bekommen::V,ил,get
1076,bekommen::V,туян,get
1077,erhalten::V,ил,receive
1078,erhalten::V,туян,receive
1079,nehmen::V,ил,take
1080,wählen::V,суйла,choose
1081,auswählen::V,суйла,select
1082,bewahren::V,упра,preserve
1083,behindern::V,кансӗрле,hinder
1084,behindern::V,чӑрмантар,hinder
1085,verderben::V,пӑс,spoil
1086,beschädigen::V,пӑс,damage
1087,zerbrechen::V,ват,break
1088,zerbrechen::V,ҫӗмӗр,break
1089,zerreißen::V,ҫур,tear
1090,zerstören::V,иш,destroy
1091,verbrennen::V,ҫунтар,burn
1092,geben::V,пар,give
1093,reichen::V,пар,hand
1094,schenken::V,парнеле,give
1095,versprechen::V,тума пул,promise
1096,versprechen::V,сӑмах пар,promise
1097,wünschen::V,сун,wish
1098,loben::V,ырла,praise
1099,küssen::V,чуп ту,kiss
1100,wiegen::V,сиктер,rock
1101,wiegen::V,силле,rock
1102,zudecken::V,вит,cover
1103,wecken::V,вӑрат,wake
1104,zeigen::V,кӑтарт,show
1105,führen::V,илсе пыр,guide
1106,führen::V,ҫавӑтса пыр,guide
1107,lehren::V,вёрент,teach
1108,unterrichten::V,вёрент,instruct
1109,aufziehen::V,вӗрент,bring up
1110,leiten::V,тытса пыр,lead
1111,antreiben::V,васкат,urge
1112,lassen::V,пусахла,let
1113,lassen::V,хуш,let
1114,einladen::V,чӗн,invite
1115,vereinigen::V,пӗрлештер,unite
1116,besuchen::V,ҫит,visit
1117,besuchen::V,кӗрсе кур,visit
1118,treffen::V,тӗл пул,meet
1119,sich versammeln::V,пуҫтарӑн,assemble
1120,spielen::V,выля,play
1121,singen::V,юрла,sing
1122,tanzen::V,ташла,dance
1123,sich trennen::V,уйрӑл,separate
1124,verlassen::V,хӑвар,leave
1125,retten::V,ҫӑл,rescue
1126,bewachen::V,хуралла,guard
1127,schützen::V,сыхла,protect
1128,verteidigen::V,хӳтӗле,defend
1129,sich schlagen::V,ҫапӑҫ,brawl
1130,schießen::V,пер,shoot
1131,siegen::V,ҫӗн,win
1132,siegen::V,ҫӗнтер,win
1133,ärgern::V,тарӑхтар,annoy
1134,ärgern::V,ҫиллентер,annoy
1135,schlagen::V,ҫап,beat
1136,treten::V,тап,kick
1137,stechen::V,чик,sting
1138,stoßen::V,чыш,shove
1139,stehlen::V,вӑрла,steal
1140,stören::V,кансӗрле,disturb
1141,belästigen::V,аптӑрат,bother
1142,belästigen::V,хупла,bother
1143,verbergen::V,пытар,conceal
1144,täuschen::V,суй,deceive
1145,betrügen::V,ултала,cheat
1146,töten::V,вӗлер,kill
1147,wohnen::V,чуна пар,dwell
1148,wohnen::V,парӑнса тӑр,dwell
1149,arbeiten::V,ӗҫле,work
1150,sammeln::V,пух,gather
1151,pflücken::V,тат,pick
1152,jagen::V,сунара ҫӳре,hunt
1153,fischen::V,пулӑ тыт,fish
1154,fassen::V,тыт,catch
1155,hüten::V,кӗт,herd
1156,treiben::V,хӑвала,drive
1157,anbinden::V,кӑкар,tie up
1158,füttern::V,ҫитер,feed
1159,melken::V,су,milk
1160,hacken::V,вакла,chop
1161,gießen::V,шӑвар,water
1162,reifen::V,пиҫ,ripen
1163,zubereiten::V,пӗҫер,cook
1164,kochen::V,пӗҫер,boil
1165,backen::V,пӗҫер,bake
1166,braten::V,ӑшала,fry
1167,umrühren::V,хутӑштар,stir
1168,stricken::V,ҫых,knit
1169,nähen::V,ҫӗле,sew
1170,färben::V,пӗвет,dye
1171,reinigen::V,тасат,clean
1172,waschen::V,ҫу,wash
1173,abwischen::V,шӑл,wipe
1174,spülen::V,чӳхе,rinse
1175,fegen::V,шӑл,sweep
1176,kehren::V,шӑл,sweep
1177,baden::V,шыва кӗр,bath
1178,sich waschen::V,ҫӑвӑн,wash
1179,ausziehen::V,салан,take off
1180,anziehen::V,тӑхӑн,put on
1181,sich anziehen::V,тӑхӑн,get dressed
1182,kämmen::V,тура,comb
1183,schmücken::V,илемлет,decorate
1184,sagen::V,те,say
1185,sprechen::V,кала,speak
1186,reden::V,сӑмахла,talk
1187,reden::V,калаҫ,talk
1188,sich unterhalten::V,пупле,chat
1189,fragen::V,ыйт,ask
1190,bitten::V,ыйт,request
1191,erzählen::V,каласа пар,tell
1192,mitteilen::V,пӗлтер,convey
1193,mitteilen::V,хыпарла,convey
1194,nennen::V,те,name
1195,nennen::V,чӗн,name
1196,rufen::V,чӗн,call
1197,prahlen::V,мухтан,brag
1198,prahlen::V,вӗҫкӗнлен,brag
1199,übersetzen::V,куҫар,translate
1200,denken::V,шухӑшла,think
1201,glauben::V,ӗнен,believe
1202,bemerken::V,асӑрха,notice
1203,erkennen::V,палла,recognize
1204,begreifen::V,ӑнлан,grasp
1205,verstehen::V,пӗл,understand
1206,lernen::V,вӗрен,learn
1207,wissen::V,пӗл,know
1208,wissen::V,ӑнкар,know
1209,sich erinnern an::V,аса ил,remember
1210,vergessen::V,ман,forget
1211,vergessen::V,манса кай,forget
1212,messen::V,виҫ,measure
1213,zählen::V,шутла,count
1214,rechnen::V,шутла,calculate
1215,lesen::V,вула,read
1216,malen::V,ӳкер,paint
1217,zeichnen::V,ӳкер,draw
1218,schreiben::V,ҫыр,write
1219,besitzen::V,тыт,own
1220,kaufen::V,ил,buy
1221,kaufen::V,туян,buy
1222,verkaufen::V,сут,sell
1223,bezahlen::V,тӳле,pay for
1224,zahlen::V,тӳле,pay
1225,beherrschen::V,тыт,rule
1226,ertragen::V,тӳс,endure
1227,Bauch::N,,belly
