,Concept_ID,fa,lv
81,Finger::N,انگشت,pirksts
82,Fingernagel::N,ناخن دست,гыж
83,Fingernagel::N,ناخن دست,nags
84,Nagel[Anatomie]::N,ناخن,гыж
85,Nagel[Anatomie]::N,ناخن,nags
86,Zeh::N,انگشت پا,кок чунь
87,Zeh::N,انگشت پا,pirksts
88,Fuß::N,پا,кок
89,Fuß::N,پا,kāja
90,Ferse::N,پاشنه,кокбӧр
91,Ferse::N,پاشنه,papēdis
92,Knie::N,زانو,пидзӧс
93,Knie::N,زانو,celis
94,Oberschenkel::N,ران,лядьвей
95,Oberschenkel::N,ران,бек
96,Oberschenkel::N,ران,ciska
97,Oberschenkel::N,ران,augšstilbs
98,Bein::N,پا,кок
99,Bein::N,پا,kāja
100,Bein::N,لنگ,кок
101,Bein::N,لنگ,kāja
102,Körper::N,تن,туша
103,Körper::N,تن,вывтыр
104,Körper::N,تن,miesa
105,Körper::N,تن,ķermenis
106,Körper::N,بدن,туша
107,Körper::N,بدن,вывтыр
108,Körper::N,بدن,miesa
109,Körper::N,بدن,ķermenis
110,Haut::N,پوست,ку
111,Haut::N,پوست,āda
112,Blut::N,خون,вир
113,Blut::N,خون,asins
114,Ader::N,رگ,сӧн
115,Ader::N,رگ,asinsvads
116,Sehne::N,زردپی,вез
117,Sehne::N,زردپی,dzīsla
118,Knochen::N,استخوان,лы
119,Knochen::N,استخوان,kauls
120,Gehirn::N,مخ,вем
121,Gehirn::N,مخ,smadzenes
122,Gehirn::N,مغز,вем
123,Gehirn::N,مغز,smadzenes
124,Herz::N,دل,сьӧлӧм
125,Herz::N,دل,sirds
126,Herz::N,قلب,сьӧлӧм
127,Herz::N,قلب,sirds
128,Magen::N,معده,кынӧм
129,Magen::N,معده,kuņģis
130,Leber::N,کبد,мус
131,Leber::N,کبد,aknas
132,Atem::N,نفس,лов
133,Atem::N,نفس,elpa
134,Hunger::N,گرسنگی,тшыг
135,Hunger::N,گرسنگی,bads
136,Hunger::N,گرسنگی,izsalkums
137,Träne::N,اشک,синва
138,Träne::N,اشک,asara
139,Geschmack::N,مزه,кӧр
140,Geschmack::N,مزه,чӧсмӧс
141,Geschmack::N,مزه,garša
142,Geruch::N,بو,зын
143,Geruch::N,بو,дук
144,Geruch::N,بو,smaka
145,Schlaf::N,خواب,узьӧм
146,Schlaf::N,خواب,miegs
147,Traum::N,رؤیا,вӧт
148,Traum::N,رؤیا,вӧтасьӧм
149,Traum::N,رؤیا,sapnis
150,Himmel::N,فلک,енэж
151,Himmel::N,فلک,debess
152,Himmel::N,آسمان,енэж
153,Himmel::N,آسمان,debess
154,Sonne::N,آفتاب,шонді
155,Sonne::N,آفتاب,saule
156,Sonne::N,خورشید,шонді
157,Sonne::N,خورشید,saule
158,Mond::N,ماه,тӧлысь
159,Mond::N,ماه,mēness
160,Stern::N,ستاره,кодзув
161,Stern::N,ستاره,zvaigzne
162,Luft::N,هوا,сынӧд
163,Luft::N,هوا,gaiss
164,Wind::N,باد,тӧв
165,Wind::N,باد,vējš
166,Welle::N,موج,гы
167,Welle::N,موج,vilnis
168,Wasser::N,آب,ва
169,Wasser::N,آب,ūdens
170,Stein::N,سنگ,из
171,Stein::N,سنگ,akmens
172,Boden::N,زمین,му
173,Boden::N,زمین,augsne
174,Erde::N,خاک,му
175,Erde::N,خاک,му-ва
176,Erde::N,خاک,zeme
177,Erde::N,زمین,му
178,Erde::N,زمین,му-ва
179,Erde::N,زمین,zeme
180,Staub::N,گرد,бус
181,Staub::N,گرد,putekļi
182,Staub::N,غبار,бус
183,Staub::N,غبار,putekļi
184,Rauch::N,دود,тшын
185,Rauch::N,دود,dūmi
186,Funke::N,جرقه,кинь
187,Funke::N,جرقه,би кинь
188,Funke::N,جرقه,dzirkstele
189,Feuer::N,آتش,би
190,Feuer::N,آتش,uguns
191,Licht::N,نور,югӧр
192,Licht::N,نور,gaisma
193,Licht::N,روشنی,югӧр
194,Licht::N,روشنی,gaisma
195,Schatten::N,سایه,вуджӧр
196,Schatten::N,سایه,ēna
197,Wetter::N,هوا,поводдя
198,Wetter::N,هوا,laiks
199,Nebel::N,مه,ру
200,Nebel::N,مه,онь
201,Nebel::N,مه,migla
202,Wolke::N,ابر,кымӧр
203,Wolke::N,ابر,mākonis
204,Regen::N,باران,зэр
205,Regen::N,باران,lietus
206,Schnee::N,برف,лым
207,Schnee::N,برف,sniegs
208,Eis::N,یخ,йи
209,Eis::N,یخ,ledus
210,Frost::N,یخبندان,кӧдзыд
211,Frost::N,یخبندان,sals
212,Kälte::N,سرما,кӧдзыд
213,Kälte::N,سرما,saltums
214,Kälte::N,سرما,aukstums
215,Hitze::N,گرما,пӧсь
216,Hitze::N,گرما,гожӧд
217,Hitze::N,گرما,karstums
218,Hitze::N,حرارت,пӧсь
219,Hitze::N,حرارت,гожӧд
220,Hitze::N,حرارت,karstums
221,Raureif::N,برف ریزه,пуж
222,Raureif::N,برف ریزه,гыӧр
223,Raureif::N,برف ریزه,sarma
224,Regenbogen::N,رنگین‌کمان,ӧшкамӧшка
225,Regenbogen::N,رنگین‌کمان,varavīksne
226,Donner::N,رعد,гым
227,Donner::N,رعد,pērkons
228,Strömung::N,جریان,ва ныр
229,Strömung::N,جریان,визувтӧм
230,Strömung::N,جریان,straume
231,Strömung::N,جریان,strāvojums
232,Tropfen::N,قطره,войт
233,Tropfen::N,قطره,lāse
234,Schaum::N,کف,быг
235,Schaum::N,کف,быгзьӧм
236,Schaum::N,کف,putas
237,Schmutz::N,گل,няйт
238,Schmutz::N,گل,dubļi
239,Schmutz::N,کثافت,няйт
240,Schmutz::N,کثافت,dubļi
241,See::N,دریاچه,ты
242,See::N,دریاچه,ezers
243,Sumpf::N,مرداب,гыбад
244,Sumpf::N,مرداب,кад
245,Sumpf::N,مرداب,dumbrājs
246,Sumpf::N,مرداب,staignājs
247,Sumpf::N,باتلاق,гыбад
248,Sumpf::N,باتلاق,кад
249,Sumpf::N,باتلاق,dumbrājs
250,Sumpf::N,باتلاق,staignājs
251,Moor::N,باتلاق,нюр
252,Moor::N,باتلاق,purvs
253,Moor::N,باتلاق,muklājs
254,Wiese::N,چمن,видз
255,Wiese::N,چمن,pļava
256,Wald::N,جنگل,вӧр
257,Wald::N,جنگل,mežs
258,Hügel::N,تل,дзиб
259,Hügel::N,تل,мыльк
260,Hügel::N,تل,нӧрыс
261,Hügel::N,تل,paugurs
262,Hügel::N,تپه,дзиб
263,Hügel::N,تپه,мыльк
264,Hügel::N,تپه,нӧрыс
265,Hügel::N,تپه,paugurs
266,Anhöhe::N,بلندی,мыльк
267,Anhöhe::N,بلندی,нӧрыс
268,Anhöhe::N,بلندی,paugurs
269,Berg::N,کوه,чой
270,Berg::N,کوه,керӧс
271,Berg::N,کوه,kalns
272,Gipfel::N,قله,чук
273,Gipfel::N,قله,virsotne
274,Höhle::N,غار,рудӧг
275,Höhle::N,غار,ala
276,Abhang::N,سرازیری,ньывк
277,Abhang::N,سرازیری,бокша
278,Abhang::N,سرازیری,nogāze
279,Quelle::N,چشمه,ӧшмӧс
280,Quelle::N,چشمه,avots
281,Bach::N,نهر,шор
282,Bach::N,نهر,urga
283,Bach::N,نهر,strauts
284,Fluss::N,رود,ю
285,Fluss::N,رود,upe
286,Ufer::N,ساحل,вадор
287,Ufer::N,ساحل,krasts
288,Ufer::N,کرانه,вадор
289,Ufer::N,کرانه,krasts
290,Küste::N,ساحل,вадор
291,Küste::N,ساحل,piekraste
292,Festland::N,خشکی,му
293,Festland::N,خشکی,sauszeme
294,Meer::N,دریا,саридз
295,Meer::N,دریا,jūra
296,Bucht::N,خلیج,куръя
297,Bucht::N,خلیج,līcis
298,Insel::N,جزیره,ді
299,Insel::N,جزیره,sala
300,Blume::N,گل,дзоридз
301,Blume::N,گل,puķe
302,Blume::N,گل,zieds
303,Gras::N,علف,турун
304,Gras::N,علف,zāle
305,Wurzel::N,ریشه,вуж
306,Wurzel::N,ریشه,sakne
307,Baum::N,درخت,пу
308,Baum::N,درخت,koks
309,Stamm::N,تنه,пучер
310,Stamm::N,تنه,stumbrs
311,Rinde::N,توژ,кырсь
312,Rinde::N,توژ,miza
313,Rinde::N,پوست,кырсь
314,Rinde::N,پوست,miza
315,Ast::N,شاخه,ув
316,Ast::N,شاخه,zars
317,Zweig::N,شاخه,вож
318,Zweig::N,شاخه,nozare
319,Blatt::N,برگ,кор
320,Blatt::N,برگ,lapa
321,Birke::N,غان,кыдз
322,Birke::N,غان,bērzs
323,Kiefer[Baum]::N,کاج,пожӧм
324,Kiefer[Baum]::N,کاج,priede
325,Weide[Baum]::N,بید,бадь
326,Weide[Baum]::N,بید,kārkls
327,Tanne::N,صنوبر,коз
328,Tanne::N,صنوبر,egle
329,Horn::N,شاخ,сюр
330,Horn::N,شاخ,rags
331,Feder::N,پر,гӧн
332,Feder::N,پر,тывборд
333,Feder::N,پر,spalva
334,Fell::N,خز,ку
335,Fell::N,خز,āda
336,Flügel::N,پر,борд
337,Flügel::N,پر,spārns
338,Flügel::N,بال,борд
339,Flügel::N,بال,spārns
340,Klaue::N,چنگ,гыж
341,Klaue::N,چنگ,nags
342,Klaue::N,پنجه,гыж
343,Klaue::N,پنجه,nags
344,Kralle::N,پنجه,гыж
345,Kralle::N,پنجه,nags
346,Schwanz::N,دم,бӧж
347,Schwanz::N,دم,ļipa
348,Ei::N,تخم,кольк
349,Ei::N,تخم,ola
350,Nest::N,لانه,поз
351,Nest::N,لانه,ligzda
352,Bau::N,بنا,горс
353,Bau::N,بنا,пырмӧс
354,Bau::N,بنا,гу
355,Bau::N,بنا,ala
356,Bau::N,ساختمان,горс
357,Bau::N,ساختمان,пырмӧс
358,Bau::N,ساختمان,гу
359,Bau::N,ساختمان,ala
360,Tier::N,هیوان,пемӧс
361,Tier::N,هیوان,dzīvnieks
362,Herde::N,رمه,стада
363,Herde::N,رمه,кельӧб
364,Herde::N,رمه,ganāmpulks
365,Kuh::N,گاو,мӧс
366,Kuh::N,گاو,govs
367,Bulle::N,گاو نر,ӧш
368,Bulle::N,گاو نر,bullis
369,Pferd::N,اسب,вӧв
370,Pferd::N,اسب,zirgs
371,Schaf::N,گوسفند,ыж
372,Schaf::N,گوسفند,aita
373,Schwein::N,خوک,порсь
374,Schwein::N,خوک,cūka
375,Hund::N,سگ,пон
376,Hund::N,سگ,suns
377,Katze::N,گربه,кань
378,Katze::N,گربه,kaķis
379,Bär::N,خرس,ош
380,Bär::N,خرس,lācis
381,Eichhörnchen::N,سنجاب,ур
382,Eichhörnchen::N,سنجاب,vāvere
383,Elch::N,گوزن شمالی,йӧра
384,Elch::N,گوزن شمالی,alnis
385,Fuchs::N,روباه,руч
386,Fuchs::N,روباه,lapsa
387,Hase::N,خرگوش,кӧч
388,Hase::N,خرگوش,zaķis
389,Maus::N,موش,шыр
390,Maus::N,موش,pele
391,Wolf::N,گرگ,кӧин
392,Wolf::N,گرگ,vilks
393,Vogel::N,پرنده,кай
394,Vogel::N,پرنده,лэбач
395,Vogel::N,پرنده,putns
396,Schwarm::N,دسته,чукӧр
397,Schwarm::N,دسته,spiets
398,Huhn::N,مرغ,курӧг
399,Huhn::N,مرغ,vista
400,Hahn::N,خروس,петук
401,Hahn::N,خروس,gailis
402,Gans::N,غاز,дзодзӧг
403,Gans::N,غاز,zoss
404,Adler::N,عقاب,кутш
405,Adler::N,عقاب,ērglis
406,Ente::N,اردک,утка
407,Ente::N,اردک,pīle
408,Ente::N,مرغابی,утка
409,Ente::N,مرغابی,pīle
410,Eule::N,جغد,сюзь
411,Eule::N,جغد,pūce
412,Kranich::N,درنا,тури
413,Kranich::N,درنا,dzērve
414,Krähe::N,زاغ,рака
415,Krähe::N,زاغ,vārna
416,Krähe::N,کلاغ,рака
417,Krähe::N,کلاغ,vārna
418,Kuckuck::N,فاخته,кӧк
419,Kuckuck::N,فاخته,dzeguze
420,Schwan::N,قو,юсь
421,Schwan::N,قو,gulbis
422,Fisch::N,ماهی,чери
423,Fisch::N,ماهی,zivs
424,Barsch::N,ماهی خاردار,ёкыш
425,Barsch::N,ماهی خاردار,asaris
426,Hecht::N,اردک ماهی,сир
427,Hecht::N,اردک ماهی,līdaka
428,Schlange[Tier]::N,مار,кый
429,Schlange[Tier]::N,مار,čūska
430,Wurm::N,کرم,номыр
431,Wurm::N,کرم,tārps
432,Spinne::N,عنکبوت,черань
433,Spinne::N,عنکبوت,zirneklis
434,Ameise::N,مورچه,кодзувкот
435,Ameise::N,مورچه,skudra
436,Laus::N,شپش,той
437,Laus::N,شپش,uts
438,Mücke::N,پشه,ном
439,Mücke::N,پشه,ods
440,Fliege::N,مگس,гут
441,Fliege::N,مگس,muša
442,Schmetterling::N,پروانه,бобув
443,Schmetterling::N,پروانه,tauriņš
444,Beere::N,گیله,тусь
445,Beere::N,گیله,вотӧс
446,Beere::N,گیله,oga
447,Apfel::N,سیب,яблӧг
448,Apfel::N,سیب,ābols
449,Pilz::N,قارچ,тшак
450,Pilz::N,قارچ,sēne
451,Zwiebel::N,پیاز,луккок
452,Zwiebel::N,پیاز,йӧнгыль
453,Zwiebel::N,پیاز,sīpols
454,Saat::N,بذر,тусь
455,Saat::N,بذر,кӧйдыс
456,Saat::N,بذر,sēkla
457,Korn::N,تخم,тусь
458,Korn::N,تخم,grauds
459,Korn::N,دانه,тусь
460,Korn::N,دانه,grauds
461,Heu::N,علف خشک,турун
462,Heu::N,علف خشک,siens
463,Schale::N,پوست,кор
464,Schale::N,پوست,čaula
465,Schale::N,پوست,čaumala
466,Grube::N,گودال,гу
467,Grube::N,گودال,bedre
468,Falle::N,دام,лэч
469,Falle::N,دام,slazds
470,Falle::N,دام,lamatas
471,Schlinge::N,حلقه,лэч
472,Schlinge::N,حلقه,cilpa
473,Spur::N,رد,туй
474,Spur::N,رد,pēda
475,Asche::N,خاکستر,пӧм
476,Asche::N,خاکستر,pelni
477,Dreck::N,کثافت,няйт
478,Dreck::N,کثافت,dubļi
479,Eisen::N,آهن,кӧрт
480,Eisen::N,آهن,dzelzs
481,Gold::N,زر,зарни
482,Gold::N,زر,zelts
483,Gold::N,طلا,зарни
484,Gold::N,طلا,zelts
485,Silber::N,نقره,эзысь
486,Silber::N,نقره,sudrabs
487,Kohle::N,زغال,шом
488,Kohle::N,زغال,ogle
489,Glas::N,شیشه,стеклӧ
490,Glas::N,شیشه,stikls
491,Lehm::N,گل,сёй
492,Lehm::N,گل,māls
493,Sand::N,شن,лыа
494,Sand::N,شن,smiltis
495,Sand::N,ماسه,лыа
496,Sand::N,ماسه,smiltis
497,Mensch::N,آدم,морт
498,Mensch::N,آدم,cilvēks
499,Mensch::N,انسان,морт
500,Mensch::N,انسان,cilvēks
501,Mann::N,مرد,аймӧрт
502,Mann::N,مرد,мужичӧй
503,Mann::N,مرد,vīrietis
504,Frau::N,زن,ань
505,Frau::N,زن,нывбаба
506,Frau::N,زن,sieviete
507,Kind::N,بچه,кага
508,Kind::N,بچه,bērns
509,Kind::N,کودک,кага
510,Kind::N,کودک,bērns
511,Junge::N,پسر,пи
512,Junge::N,پسر,zēns
513,Junge::N,پسر,puika
514,Junge::N,پسر,puisis
515,Mädchen::N,دختر,ныв
516,Mädchen::N,دختر,meiča
517,Mädchen::N,دختر,skuķis
518,Mädchen::N,دختر,meitene
519,Familie::N,فامیل,семья
520,Familie::N,فامیل,ģimene
521,Familie::N,خانواده,семья
522,Familie::N,خانواده,ģimene
523,Großvater::N,پدربزرگ,пӧль
524,Großvater::N,پدربزرگ,vecaistēvs
525,Großmutter::N,مادر‌بزرگ,баб
526,Großmutter::N,مادر‌بزرگ,vecāmāte
527,Eltern::N,والدین,ай-мам
528,Eltern::N,والدین,бать-мам
529,Eltern::N,والدین,vecāki
530,Eltern::N,پدر‌و‌مادر,ай-мам
531,Eltern::N,پدر‌و‌مادر,бать-мам
532,Eltern::N,پدر‌و‌مادر,vecāki
533,Vater::N,پدر,бать
534,Vater::N,پدر,ай
535,Vater::N,پدر,tēvs
536,Mutter::N,مادر,мам
537,Mutter::N,مادر,māte
538,Sohn::N,پسر,пи
539,Sohn::N,پسر,dēls
540,Tochter::N,دختر,ныв
541,Tochter::N,دختر,meita
542,Bruder::N,برادر,вок
543,Bruder::N,برادر,brālis
544,Schwester::N,خواهر,чой
545,Schwester::N,خواهر,māsa
546,Onkel::N,عمو,дядь
547,Onkel::N,عمو,tēvocis
548,Onkel::N,دایی,дядь
549,Onkel::N,دایی,tēvocis
550,Tante::N,عمه,тьӧт
551,Tante::N,عمه,tante
552,Tante::N,خاله,тьӧт
553,Tante::N,خاله,tante
554,Ehemann::N,همسر,верӧс
555,Ehemann::N,همسر,vīrs
556,Ehefrau::N,همسر,гӧтыр
557,Ehefrau::N,همسر,sieva
558,Freude::N,شادی,радлун
559,Freude::N,شادی,prieks
560,Gelächter::N,خنده,серам
561,Gelächter::N,خنده,smiekli
562,Gelächter::N,قاه‌قاه,серам
563,Gelächter::N,قاه‌قاه,smiekli
564,Glück::N,اقبال,шуд
565,Glück::N,اقبال,laime
566,Kummer::N,غم,шог
567,Kummer::N,غم,bēdas
568,Kummer::N,غم,raizes
569,Kummer::N,غصه,шог
570,Kummer::N,غصه,bēdas
571,Kummer::N,غصه,raizes
572,Wunsch::N,آرزو,кӧсйӧм
573,Wunsch::N,آرزو,vēlme
574,Wunsch::N,آرزو,vēlējums
575,Lust::N,هوس,кыскӧм
576,Lust::N,هوس,радейтӧм
577,Lust::N,هوس,kāre
578,Geist::N,روح,лов
579,Geist::N,روح,gars
580,Gedanke::N,فکر,мӧвп
581,Gedanke::N,فکر,doma
582,Gedächtnis::N,حافظه,паметь
583,Gedächtnis::N,حافظه,atmiņa
584,Verstand::N,هوش,вежӧр
585,Verstand::N,هوش,prāts
586,Sinn::N,معنا,мог
587,Sinn::N,معنا,вежӧртас
588,Sinn::N,معنا,nozīme
589,Sinn::N,مفهوم,мог
590,Sinn::N,مفهوم,вежӧртас
591,Sinn::N,مفهوم,nozīme
592,Grund::N,سبب,помка
593,Grund::N,سبب,pamats
594,Grund::N,سبب,iemesls
595,Grund::N,دلیل,помка
596,Grund::N,دلیل,pamats
597,Grund::N,دلیل,iemesls
598,Wahrheit::N,حقیقت,збыль
599,Wahrheit::N,حقیقت,збыльтор
600,Wahrheit::N,حقیقت,taisnība
601,Wahrheit::N,حقیقت,patiesība
602,Gespräch::N,صحبت,сёрни
603,Gespräch::N,صحبت,saruna
604,Gespräch::N,گفتگو,сёрни
605,Gespräch::N,گفتگو,saruna
606,Märchen::N,قصه,мойд
607,Märchen::N,قصه,pasaka
608,Märchen::N,افسانه,мойд
609,Märchen::N,افسانه,pasaka
610,Erzählung::N,داستان,висьт
611,Erzählung::N,داستان,stāsts
612,Erzählung::N,داستان,nostāsts
613,Nachricht::N,خبر,юӧртӧм
614,Nachricht::N,خبر,ziņa
615,Neuigkeit::N,خبر تازه,выльтор
616,Neuigkeit::N,خبر تازه,jaunums
617,Name::N,اسم,ним
618,Name::N,اسم,vārds
619,Rätsel::N,معما,нӧдкыв
620,Rätsel::N,معما,mīkla
621,Rede::N,سخن,сёрни
622,Rede::N,سخن,runa
623,Sprache::N,زبان,кыв
624,Sprache::N,زبان,valoda
625,Stimme::N,صدا,гӧлӧс
626,Stimme::N,صدا,вом шы
627,Stimme::N,صدا,balss
628,Wort::N,کلمه,кыв
629,Wort::N,کلمه,vārds
630,Zeichen::N,نشان,пас
631,Zeichen::N,نشان,zīme
632,Zeichen::N,علامت,пас
633,Zeichen::N,علامت,zīme
634,Ruf::N,صدا,чукӧстчӧм
635,Ruf::N,صدا,корӧм
636,Ruf::N,صدا,sauciens
637,Lärm::N,هیاهو,шы
638,Lärm::N,هیاهو,зык
639,Lärm::N,هیاهو,зычитӧм
640,Lärm::N,هیاهو,troksnis
641,Laut::N,صدا,шы
642,Laut::N,صدا,skaņa
643,Ton::N,آهنگ,шы
644,Ton::N,آهنگ,tonis
645,Lied::N,آواز,сьылан
646,Lied::N,آواز,сьыланкыв
647,Lied::N,آواز,dziesma
648,Lied::N,ترانه,сьылан
649,Lied::N,ترانه,сьыланкыв
650,Lied::N,ترانه,dziesma
651,Ruhe::N,آرامش,чӧв
652,Ruhe::N,آرامش,miers
653,Leute::N,مردم,йӧз
654,Leute::N,مردم,войтыр
655,Leute::N,مردم,ļaudis
656,Leute::N,مردم,cilvēki
657,Volk::N,خلق,йӧз
658,Volk::N,خلق,войтыр
659,Volk::N,خلق,tauta
660,Arbeit::N,کار,удж
661,Arbeit::N,کار,darbs
662,Gast::N,مهمان,гӧсть
663,Gast::N,مهمان,viešņa
664,Gast::N,مهمان,ciemiņš
665,Geschenk::N,هدیه,козин
666,Geschenk::N,هدیه,dāvana
667,Spiel::N,بازی,ворсан
668,Spiel::N,بازی,rotaļa
669,Gesellschaft::N,جمعیت,котыр
670,Gesellschaft::N,جمعیت,biedrība
671,Gesellschaft::N,جمعیت,kompānija
672,Hilfe::N,کمک,отсӧг
673,Hilfe::N,کمک,palīdzība
674,Freund::N,دوست,ёрт
675,Freund::N,دوست,draugs
676,Kamerad::N,رفیق,ёрт
677,Kamerad::N,رفیق,biedrs
678,Angelegenheit::N,امر,мог
679,Angelegenheit::N,امر,делӧ
680,Angelegenheit::N,امر,darīšana
681,Angelegenheit::N,قضیه,мог
682,Angelegenheit::N,قضیه,делӧ
683,Angelegenheit::N,قضیه,darīšana
684,Anzahl::N,عده,лыд
685,Anzahl::N,عده,тшӧт
686,Anzahl::N,عده,skaits
687,Anzahl::N,عده,daudzums
688,Anzahl::N,شمار,лыд
689,Anzahl::N,شمار,тшӧт
690,Anzahl::N,شمار,skaits
691,Anzahl::N,شمار,daudzums
692,Art::N,نوع,сикас
693,Art::N,نوع,suga
694,Art::N,نوع,šķira
695,Stück::N,تکه,тор
696,Stück::N,تکه,gabals
697,Stück::N,قطعه,тор
698,Stück::N,قطعه,gabals
699,Teil::N,بخش,юкӧн
700,Teil::N,بخش,daļa
701,Teil::N,قسمت,юкӧн
702,Teil::N,قسمت,daļa
703,Hälfte::N,نیم,пӧв
704,Hälfte::N,نیم,джын
705,Hälfte::N,نیم,puse
706,Kreis::N,حلقه,кытш
707,Kreis::N,حلقه,aplis
708,Kreis::N,حلقه,riņķis
709,Kreis::N,دایره,кытш
710,Kreis::N,دایره,aplis
711,Kreis::N,دایره,riņķis
712,Kreuz::N,صلیب,перна
713,Kreuz::N,صلیب,крест
714,Kreuz::N,صلیب,krusts
715,Linie::N,خط,визь
716,Linie::N,خط,līnija
717,Linie::N,سطر,визь
718,Linie::N,سطر,līnija
719,Strich::N,خط,визь
720,Strich::N,خط,svītra
721,Abstand::N,فاصله,кост
722,Abstand::N,فاصله,коласт
723,Abstand::N,فاصله,atstarpe
724,Entfernung::N,مسافت,ылна
725,Entfernung::N,مسافت,attālums
726,Entfernung::N,مسافت,atstatums
727,Gegend::N,منطقه,му-ва
728,Gegend::N,منطقه,apvidus
729,Gegend::N,منطقه,apgabals
730,Platz::N,گنجایش,ылдӧс
731,Platz::N,گنجایش,йир
732,Platz::N,گنجایش,гӧгӧртас
733,Platz::N,گنجایش,vieta
734,Ort::N,جا,ин
735,Ort::N,جا,места
736,Ort::N,جا,vieta
737,Ort::N,محل,ин
738,Ort::N,محل,места
739,Ort::N,محل,vieta
740,Ort::N,مکان,ин
741,Ort::N,مکان,места
742,Ort::N,مکان,vieta
743,Seite::N,طرف,бок
744,Seite::N,طرف,ӧтарладор
745,Seite::N,طرف,sāns
746,Mitte::N,وسط,шӧр
747,Mitte::N,وسط,vidus
748,Mitte::N,میان,шӧр
749,Mitte::N,میان,vidus
750,Gegenstand::N,چیز,кӧлуй
751,Gegenstand::N,چیز,priekšmets
752,Sache::N,چیز,добра
753,Sache::N,چیز,lieta
754,Rand::N,کنار,дор
755,Rand::N,کنار,mala
756,Rand::N,کنار,apmale
757,Rand::N,حاشیه,дор
758,Rand::N,حاشیه,mala
759,Rand::N,حاشیه,apmale
760,Kante::N,لبه,дор
761,Kante::N,لبه,šķautne
762,Ecke::N,گوشه,пельӧс
763,Ecke::N,گوشه,kakts
764,Ecke::N,گوشه,stūris
765,Spitze::N,سر,йыв
766,Spitze::N,سر,smaile
767,Spitze::N,سر,galotne
768,Spitze::N,نوک,йыв
769,Spitze::N,نوک,smaile
770,Spitze::N,نوک,galotne
771,Ende::N,ته,пом
772,Ende::N,ته,gals
773,Ende::N,ته,uzgalis
774,Ende::N,آخر,пом
775,Ende::N,آخر,gals
776,Ende::N,آخر,uzgalis
777,Loch::N,سوراخ,розь
778,Loch::N,سوراخ,caurums
779,Winkel::N,کنج,пельӧс
780,Winkel::N,کنج,leņķis
781,Muster::N,نقش,сер
782,Muster::N,نقش,piemērs
783,Größe::N,قد,ыджда
784,Größe::N,قد,lielums
