,Concept_ID,be,xal
792,achtzig::NUM,восемдзесят,найн
793,neunzig::NUM,дзевяноста,йирн
794,hundert::NUM,сто,зун
795,tausend::NUM,тысяча,миңһн
796,und::CNJ,і,болн
797,und::CNJ,ды,болн
798,oder::CNJ,або,эс гиҗ
799,oder::CNJ,або,эс гихлә
800,stehen::V,стаяць,зогсх
801,sitzen::V,сядзець,суух
802,liegen::V,ляжаць,кевтх
803,hängen::V,вісець,өлгәтә бәәх
804,werden::V,стаць,болх
805,werden::V,зрабіцца,болх
806,passieren::V,трапіцца,болх
807,beginnen::V,пачацца,эклх
808,enden::V,кончыцца,төгсх
809,wechseln::V,мяняцца,хүврх
810,aufgehen[Sonne]::V,узысці,һарх
811,untergehen[Sonne]::V,зайсці,орх
812,untergehen[Sonne]::V,зайсці,сүүрлх
813,scheinen[Sonne]::V,свяціць,герлтх
814,donnern::V,грымець,күрҗңнх
815,wehen::V,дзьмуць,сальклх
816,strömen::V,ліцца,һооҗх
817,fließen::V,цячы,урсх
818,sich drehen::V,круціцца,эргх
819,sich drehen::V,варочацца,эргх
820,schwanken::V,хістацца,дәәвлх
821,schwingen::V,гайдацца,нәәхлх
822,schwingen::V,калыхацца,нәәхлх
823,fallen::V,падаць,унх
824,fallen::V,падаць,киисх
825,brennen::V,гарэць,шатх
826,rauchen::V,дымець,ута һарһх
827,regnen::V,дажджыць,орх
828,gefrieren::V,замерзнуць,мөстх
829,tauen::V,раставаць,хәәлх
830,schmelzen::V,плавіцца,хәәлх
831,schmelzen::V,плавіцца,хәәлгдх
832,trocknen::V,сохнуць,эврх
833,sieden::V,кіпець,буслх
834,faulen::V,гнісці,үмкәрх
835,verfaulen::V,згнісці,илҗрх
836,reißen::V,ірвацца,тасрх
837,versinken::V,тануць,чивх
838,vergehen::V,праходзіць,болх
839,erscheinen::V,зʼявіцца,һарх
840,verschwinden::V,знікнуць,уга болх
841,sinken::V,спадаць,татгдх
842,abnehmen::V,паменшыцца,хасгдх
843,zunehmen::V,павялічвацца,өсх
844,steigen::V,паднімацца,немх
845,wachsen::V,расці,өсх
846,wachsen::V,расці,урһх
847,glänzen::V,блішчаць,гилвкх
848,funkeln::V,бліскаць,цәклх
849,lärmen::V,шумець,шууглдх
850,läuten::V,званіць,хоңх
851,klingeln::V,званіць,җиңнулх
852,klirren::V,бразгаць,җиңнх
853,brausen::V,бушаваць,догшрхх
854,rauschen::V,шастаць,сарҗңнх
855,klingen::V,гучаць,ә һарх
856,bellen::V,брахаць,хуцх
857,heulen::V,выць,уульх
858,blasen::V,дзьмухнуць,үләх
859,pfeifen::V,свістаць,ишкрх
860,schreien::V,крычаць,хәәкрх
861,stöhnen::V,стагнаць,түңшх
862,zittern::V,дрыжаць,дагҗннх
863,leben::V,жыць,бәәх
864,geboren werden::V,нарадзіцца,төрх
865,atmen::V,дыхаць,әмсхлх
866,trinken::V,піць,уух
867,essen::V,есці,идх
868,schlucken::V,глытаць,зальгх
869,müde werden::V,стаміцца,көшх
870,einschlafen::V,заснуць,унтх
871,schlafen::V,спаць,нөөрсх
872,aufwachen::V,рассыпацца,серх
873,aufstehen::V,устаць,босх
874,sich erholen::V,адпачываць,амрх
875,krank werden::V,захварэць,гемтх
876,krank sein::V,хварэць,шалтглх
877,schmerzen::V,балець,өвдх
878,husten::V,кашляць,ханях
879,genesen::V,паправіцца,эдгх
880,genesen::V,паздаравець,эдгх
881,sterben::V,памерці,үкх
882,sterben::V,памерці,өңгрх
883,umkommen::V,загінуць,үкх
884,sich bewegen::V,рухацца,көдлх
885,sich bewegen::V,рухацца,көндрх
886,sich rühren::V,варушыцца,көндрх
887,sich erheben::V,устаць,босх
888,sich setzen::V,сесці,суух
889,hinfallen::V,упасці,унх
890,hinfallen::V,упасці,киисх
891,laufen::V,хадзіць,йовх
892,schreiten::V,шагаць,алхх
893,schreiten::V,крочыць,алхх
894,spazierengehen::V,гуляць,сергҗ йовх
895,eilen::V,спяшацца,шулудх
896,sich beeilen::V,спяшацца,адһх
897,sich beeilen::V,спяшацца,шамдх
898,sausen::V,імчацца,хурдлх
899,sausen::V,імчацца,йир_хурдар_гүүх
900,sausen::V,імчацца,йир_хурдар_йовх
901,rennen::V,бегаць,гүүх
902,springen::V,скакаць,һәрәдх
903,klettern::V,лазіць,давшх
904,schaukeln::V,гайдацца,дүүдңндх
905,kriechen::V,поўзаць,мөлкх
906,schwimmen::V,плаваць,усчх
907,tauchen::V,ныраць,булхх
908,rudern::V,веславаць,хәәвдх
909,fahren::V,ехаць,йовх
910,fliegen::V,лятаць,нисх
911,gehen::V,ісці,йовх
912,weggehen::V,пайсці,йовх
913,weggehen::V,пайсці,одх
914,weggehen::V,пайсці,һарх
915,weggehen::V,пайсці,мөрлх
916,abfahren::V,адʼяжджаць,мордх
917,anhalten::V,спыніцца,зогсх
918,anhalten::V,затрымацца,зогсх
919,hineingehen::V,уваходзіць,орх
920,eintreten::V,увайсці,орх
921,kommen::V,прыйсці,ирх
922,ankommen::V,прыбыць,ирх
923,zurückkommen::V,вярнуцца,орх
924,bleiben::V,застацца,бәәх
925,warten::V,чакаць,күләх
926,erwarten::V,чакаць,күләх
927,suchen::V,шукаць,хәәх
928,finden::V,знайсці,олх
929,versuchen::V,прабаваць,седх
930,vorbereiten::V,падрыхтаваць,белдх
931,lieben::V,кахаць,дурлх
932,mögen::V,любіць,таассгдх
933,lachen::V,смяяцца,инәх
934,rühren::V,расчуліць,уйрах
935,weinen::V,плакаць,уульх
936,schimpfen::V,лаяцца,харах
937,sich ärgern::V,сердаваць,уурлх
938,sich fürchten::V,баяцца,әәх
939,fürchten::V,баяцца,әәх
940,fürchten::V,баяцца,сүрдх
941,fliehen::V,уцякаць,зулх
942,flüchten::V,уцячы,орһх
943,flüchten::V,уцячы,зулх
944,sehen::V,бачыць,үзх
945,anschauen::V,паглядзець,харх
946,ansehen::V,глядзець,хәләх
947,ansehen::V,глядзець,үзх
948,hören::V,чуць,соңсх
949,zuhören::V,слухаць,соңсх
950,probieren::V,каштаваць,амсх
951,riechen::V,нюхаць,үнрчлх
952,fühlen::V,адчуваць,медх
953,scheinen::V,здавацца,болҗ медгдх
954,scheinen::V,здавацца,миниһәр болхла
955,scheinen::V,здавацца,болад бәәх
956,zu sehen sein::V,віднецца,үзгдх
957,vernehmen::V,пачуць,соңсх
958,frieren::V,мёрзнуць,даарх
959,tun::V,рабіць,кех
960,können::V,умець,чадх
961,wollen::V,хацець,дурлх
962,anfangen::V,пачаць,эклх
963,beenden::V,закончыць,дуусх
964,aufhören::V,перастаць,уурх
965,gelingen::V,удацца,бүтх
966,gelingen::V,удацца,күцәх
967,geraten::V,аказацца,болх
968,öffnen::V,адчыніць,секх
969,schließen::V,зачыніць,хаах
970,stellen::V,паставіць,тәвх
971,setzen::V,пасадзіць,суулһх
972,legen::V,класці,тәвх
973,berühren::V,чапаць,көндәх
974,verbinden::V,звязаць,боох
975,bedecken::V,накрыць,хучх
976,bedecken::V,накрыць,бүркх
977,aufhängen::V,павесіць,өлгх
978,anzünden::V,запаліць,асах
979,anzünden::V,запаліць,шатах
980,aufheben::V,падняць,өөдән өргх
981,zurücklassen::V,пакінуць,үлдәх
982,verlieren::V,згубіць,геех
983,fallen lassen::V,упусціць,алдх
984,machen::V,зрабіць,кех
985,herstellen::V,вырабіць,кех
986,bauen::V,будаваць,тосхх
987,reparieren::V,правіць,ясх
988,verbessern::V,палепшыць,сәәрүлх
989,ändern::V,змяніць,хүврәх
990,graben::V,капаць,малтх
991,beugen::V,сагнуць,нуһлх
992,biegen::V,пагнуць,матилһх
993,drehen::V,вярцець,эргүлх
994,wenden::V,павярнуць,көмрх
995,wenden::V,павярнуць,эргүлх
996,umdrehen::V,перавярнуць,эргүлх
997,heben::V,падымаць,өргх
998,heben::V,падымаць,деер өргх
999,hochheben::V,падняць,өргх
1000,ergreifen::V,схапіць,бәрх
1001,ergreifen::V,схваціць,бәрх
1002,halten::V,трымаць,бәрх
1003,drücken::V,націскаць,шахх
1004,schieben::V,пхаць,түлкх
1005,schieben::V,штурхаць,түлкх
1006,kratzen::V,скрэбці,мааҗх
1007,lecken::V,лізаць,долах
1008,beißen::V,кусаць,хазх
1009,abreißen::V,адарваць,таслх
1010,abschneiden::V,адрэзаць,тәәрх
1011,binden::V,вязаць,боох
1012,stecken::V,уваткнуць,шаах
1013,stecken::V,уваткнуць,хатхх
1014,brechen::V,зламаць,хамхлх
1015,klopfen::V,стукаць,цокх
1016,hauen::V,біць,цокх
1017,kleben::V,клеіць,наах
1018,reiben::V,церці,зүлгх
1019,streichen::V,намазаць,наах
1020,streichen::V,намазаць,лашх
1021,streichen::V,намазаць,түркх
1022,schleifen::V,тачыць,хурцлх
1023,schneiden::V,рэзаць,хәәчлх
1024,rütteln::V,хістаць,дәәвлүлх
1025,schütteln::V,трэсці,сегсрх
1026,schwenken::V,махаць,дайлх
1027,schütten::V,наліць,кех
1028,füllen::V,напоўніць,дүүргх
1029,einwickeln::V,загарнуць,орах
1030,tragen::V,несці,зөөх
1031,schleppen::V,цягнуць,чирх
1032,ziehen::V,цягнуць,татх
1033,aufbewahren::V,захоўваць,хадһлх
1034,werfen::V,кідаць,хайх
1035,fangen::V,лавіць,бәрх
1036,fangen::V,лавіць,хавлх
1037,packen::V,схапіць,бәрх
1038,packen::V,схваціць,бәрх
1039,verstecken::V,схаваць,дүрх
1040,verstecken::V,схаваць,бултулх
1041,teilen::V,раздзяліць,хувах
1042,schicken::V,пасылаць,илгәх
1043,bringen::V,прынесці,авч ирх
1044,hinzufügen::V,дабавіць,немх
1045,bekommen::V,дастаць,авх
1046,erhalten::V,атрымаць,авх 
1047,nehmen::V,ўзяць,авх
1048,wählen::V,выбраць,шүүх
1049,auswählen::V,адабраць,шүүх
1050,bewahren::V,захаваць,хадһлх
1051,bewahren::V,захаваць,кевтнь үлдәх
1052,bewahren::V,захаваць,кевтнь бәәлһх
1053,behindern::V,перашкаджаць,харшлх
1054,verderben::V,сапсаваць,үрәх
1055,beschädigen::V,пашкодзіць,эвдх
1056,zerbrechen::V,разбіць,күүлх
1057,zerbrechen::V,разбіць,хамхлх
1058,zerreißen::V,разадраць,шуучх
1059,zerstören::V,разбурыць,эвдх
1060,verbrennen::V,спаліць,шатах
1061,geben::V,даць,өгх
1062,reichen::V,перадаць,өгх
1063,schenken::V,дарыць,белглх
1064,versprechen::V,абяцаць,амлх
1065,wünschen::V,жадаць,сә хәәх
1066,loben::V,хваліць,магтх
1067,küssen::V,цалаваць,үмсх
1068,wiegen::V,гушкаць,саатулх
1069,wiegen::V,калыхаць,саатулх
1070,zudecken::V,накрыць,бүркх
1071,wecken::V,пабудзіць,серүлх
1072,zeigen::V,паказаць,үзүлх
1073,führen::V,весці,көтлх
1074,lehren::V,вучыць,заах
1075,lehren::V,вучыць,сурһх
1076,unterrichten::V,выкладаць,сурһх
1077,unterrichten::V,выкладаць,багшлх
1078,aufziehen::V,выхаваць,өскәх
1079,leiten::V,кіраваць,һардх
1080,leiten::V,кіраваць,толһалх
1081,antreiben::V,падганяць,шамдах
1082,lassen::V,прымусіць,күч үзүлх
1083,einladen::V,запрасіць,үрх
1084,vereinigen::V,абʼяднаць,хамцулх
1085,besuchen::V,наведаць,одх
1086,treffen::V,сустрэць,харһх
1087,sich versammeln::V,сабрацца,цуглрх
1088,sich versammeln::V,сабрацца,хурх
1089,spielen::V,гуляць,наадх
1090,singen::V,пець,дуулх
1091,singen::V,спяваць,дуулх
1092,tanzen::V,танцаваць,биилх
1093,sich trennen::V,расстацца,хаһцх
1094,verlassen::V,пакінуць,хайх
1095,retten::V,выратаваць,әм аврх
1096,retten::V,выратаваць,әәмшгәс харсх
1097,bewachen::V,ахоўваць,харх
1098,bewachen::V,ахоўваць,манх
1099,schützen::V,уберагаць,харсх
1100,verteidigen::V,абараніць,харсх
1101,sich schlagen::V,біцца,гүвдлдх
1102,sich schlagen::V,драцца,гүвдлдх
1103,schießen::V,страляць,хах
1104,siegen::V,перамагчы,диилх
1105,ärgern::V,злаваць,уурлулх
1106,schlagen::V,ударыць,цокх
1107,schlagen::V,ударыць,гүвдх
1108,treten::V,штурхаць,
1109,stechen::V,укалоць,хатхх
1110,stoßen::V,папхнуць,түлкчкх
1111,stehlen::V,украсці,хулхалх
1112,stören::V,перашкодзіць,һә болх
1113,belästigen::V,дакучаць,амр эс өгх
1114,verbergen::V,скрыць,нуух
1115,verbergen::V,скрыць,бултулх
1116,verbergen::V,схаваць,нуух
1117,verbergen::V,схаваць,бултулх
1118,täuschen::V,падмануць,меклх
1119,betrügen::V,змахляваць,меклх
1120,betrügen::V,змахляваць,мек һарһх
1121,töten::V,забіць,алх
1122,wohnen::V,жыць,бәәх
1123,arbeiten::V,працаваць,көдлх
1124,sammeln::V,сабраць,түүх
1125,pflücken::V,зрываць,түүх
1126,pflücken::V,зрываць,хурах
1127,jagen::V,паляваць,аңнх
1128,jagen::V,паляваць,аңһучлх
1129,fischen::V,рыбачыць,заһс аңнх
1130,fassen::V,злавіць,бәрх
1131,hüten::V,пасвіць,хәрүлх
1132,treiben::V,гнаць,туух
1133,anbinden::V,прывязаць,уйх
1134,füttern::V,карміць,теҗәх
1135,melken::V,даіць,саах
1136,hacken::V,сячы,чавчх
1137,gießen::V,паліць,услх
1138,reifen::V,паспець,болх
1139,reifen::V,паспець,болвсрх
1140,zubereiten::V,зварыць,белдх
1141,zubereiten::V,згатаваць,белдх
1142,kochen::V,варыць,чанх
1143,kochen::V,варыць,болһх
1144,backen::V,пячы,болһх
1145,braten::V,смажыць,хуурх
1146,umrühren::V,перамяшаць,самрх
1147,stricken::V,вязаць,өлгх
1148,nähen::V,шыць,уйх
1149,färben::V,пафарбаваць,будх
1150,reinigen::V,ачысціць,цеврлх
1151,waschen::V,мыць,уһах
1152,abwischen::V,выцерці,арчх
1153,spülen::V,паласкаць,зәәлх
1154,fegen::V,падмятаць,сәвүрдх
1155,kehren::V,месці,сәвүрдх
1156,baden::V,купацца,өөмх
1157,sich waschen::V,мыцца,уһах
1158,sich waschen::V,мыцца,бийән уһаҗ
1159,ausziehen::V,зняць,тәәлх
1160,anziehen::V,надзець,өмсх
1161,sich anziehen::V,адзецца,хувцлх
1162,kämmen::V,прычасаць,самлх
1163,schmücken::V,аздобіць,чимх
1164,schmücken::V,аздобіць,кеерүлх
1165,sagen::V,сказаць,келх
1166,sprechen::V,гаварыць,келх
1167,reden::V,размаўляць,күүндх
1168,reden::V,размаўляць,күр_кех
1169,sich unterhalten::V,гутарыць,күүндх
1170,fragen::V,спытаць,сурх
1171,bitten::V,прасіць,эрх
1172,erzählen::V,расказаць,келх
1173,erzählen::V,расказаць,келҗ өгх
1174,mitteilen::V,паведаміць,медүлх
1175,nennen::V,назваць,нерәдх
1176,nennen::V,назваць,нер өгх
1177,rufen::V,зваць,дуудх
1178,prahlen::V,хваліцца,көөрх
1179,übersetzen::V,перакласці,орчулх
1180,denken::V,думаць,санх
1181,glauben::V,верыць,шүтх
1182,glauben::V,верыць,нәәлх
1183,bemerken::V,заўважыць,темдглх
1184,erkennen::V,пазнаць,таньх
1185,erkennen::V,пазнаць,медх
1186,begreifen::V,спасцігнуць,медх
1187,verstehen::V,пачуць,соңсх
1188,lernen::V,вучыцца,сурх
1189,wissen::V,знаць,медх
1190,sich erinnern an::V,памятаць,санх
1191,vergessen::V,забыць,мартх
1192,messen::V,мераць,кемҗәлх
1193,zählen::V,лічыць,тоолх
1194,rechnen::V,лічыць,тоолх
1195,lesen::V,чытаць,умшх
1196,malen::V,маляваць,зурх
1197,zeichnen::V,рысаваць,зурх
1198,schreiben::V,пісаць,бичх
1199,besitzen::V,мець,эзлх
1200,kaufen::V,купіць,хулдҗ авх
1201,verkaufen::V,прадаць,хулдх
1202,verkaufen::V,прадаць,гүүлгх
1203,bezahlen::V,заплаціць,өгх
1204,zahlen::V,плаціць,өгх
1205,beherrschen::V,уладаць,эзлх
1206,beherrschen::V,валодаць,эзлх
1207,ertragen::V,выцерпець,даах
