,Concept_ID,ja,ja
869,zunehmen::V,増える,増える
870,steigen::V,上がる,上がる
871,wachsen::V,伸びる,伸びる
872,glänzen::V,輝く,輝く
873,funkeln::V,ぴかぴか光る,ぴかぴか光る
874,lärmen::V,騒ぐ,騒ぐ
875,läuten::V,鳴る,鳴る
876,klingeln::V,鳴る,鳴る
877,klirren::V,がらんがらんと鳴る,がらんがらんと鳴る
878,brausen::V,逆巻く,逆巻く
879,rauschen::V,戦ぐ,戦ぐ
880,klingen::V,鳴る,鳴る
881,bellen::V,吠える,吠える
882,heulen::V,きゃんきゃん鳴く,きゃんきゃん鳴く
883,blasen::V,吹く,吹く
884,pfeifen::V,口笛を吹く,口笛を吹く
885,schreien::V,叫ぶ,叫ぶ
886,stöhnen::V,うめく,うめく
887,zittern::V,震える,震える
888,leben::V,生きている,生きている
889,geboren werden::V,生まれる,生まれる
890,atmen::V,呼吸する,呼吸する
891,trinken::V,飲む,飲む
892,essen::V,食べる,食べる
893,schlucken::V,飲み込む,飲み込む
894,müde werden::V,眠くなる,眠くなる
895,einschlafen::V,寝付く,寝付く
896,schlafen::V,眠る,眠る
897,aufwachen::V,目が覚める,目が覚める
898,aufstehen::V,起きる,起きる
899,sich erholen::V,休養する,休養する
900,krank werden::V,病気になる,病気になる
901,krank sein::V,病気である,病気である
902,schmerzen::V,痛む,痛む
903,husten::V,咳をする,咳をする
904,genesen::V,元気になる,元気になる
905,sterben::V,死ぬ,死ぬ
906,sterben::V,死ぬ,亡くなる
907,sterben::V,亡くなる,死ぬ
908,sterben::V,亡くなる,亡くなる
909,umkommen::V,死亡する,死亡する
910,sich bewegen::V,移動する,移動する
911,sich rühren::V,動く,動く
912,sich erheben::V,立ち上がる,立ち上がる
913,sich setzen::V,座る,座る
914,hinfallen::V,転ぶ,転ぶ
915,laufen::V,歩く,歩く
916,schreiten::V,跨ぐ,跨ぐ
917,spazierengehen::V,散歩する,散歩する
918,eilen::V,急ぐ,急ぐ
919,sich beeilen::V,焦る,焦る
920,sausen::V,疾駆する,疾駆する
921,rennen::V,走る,走る
922,springen::V,跳ぶ,跳ぶ
923,klettern::V,よじ登る,よじ登る
924,schaukeln::V,ぶらんこに乗る,ぶらんこに乗る
925,kriechen::V,這う,這う
926,schwimmen::V,泳ぐ,泳ぐ
927,tauchen::V,潜る,潜る
928,rudern::V,漕ぐ,漕ぐ
929,fahren::V,行く,行く
930,fahren::V,行く,乗車する
931,fahren::V,乗車する,行く
932,fahren::V,乗車する,乗車する
933,fliegen::V,飛ぶ,飛ぶ
934,gehen::V,行く,行く
935,weggehen::V,立ち去る,立ち去る
936,abfahren::V,出発する,出発する
937,anhalten::V,止まる,止まる
938,hineingehen::V,入る,入る
939,eintreten::V,中に入る,中に入る
940,kommen::V,来る,来る
941,ankommen::V,着く,着く
942,ankommen::V,着く,到着する
943,ankommen::V,到着する,着く
944,ankommen::V,到着する,到着する
945,zurückkommen::V,帰る,帰る
946,bleiben::V,留まる,留まる
947,warten::V,待つ,待つ
948,erwarten::V,期待する,期待する
949,suchen::V,探る,探る
950,finden::V,見つける,見つける
951,versuchen::V,試す,試す
952,vorbereiten::V,準備する,準備する
953,lieben::V,愛する,愛する
954,mögen::V,好きである,好きである
955,lachen::V,笑う,笑う
956,rühren::V,感情を動かす,感情を動かす
957,weinen::V,泣く,泣く
958,schimpfen::V,叱る,叱る
959,sich ärgern::V,怒る,怒る
960,sich ärgern::V,怒る,腹を立てる
961,sich ärgern::V,腹を立てる,怒る
962,sich ärgern::V,腹を立てる,腹を立てる
963,sich fürchten::V,怖がる,怖がる
964,fürchten::V,恐れる,恐れる
965,fliehen::V,逃げる,逃げる
966,flüchten::V,逃亡する,逃亡する
967,sehen::V,見る,見る
968,anschauen::V,眺める,眺める
969,ansehen::V,見る,見る
970,hören::V,聞く,聞く
971,zuhören::V,聴く,聴く
972,probieren::V,食べてみる,食べてみる
973,riechen::V,気取る,気取る
974,fühlen::V,感じる,感じる
975,scheinen::V,ように見える,ように見える
976,zu sehen sein::V,見える,見える
977,vernehmen::V,承る,承る
978,frieren::V,寒気がする,寒気がする
979,tun::V,する,する
980,können::V,出来る,出来る
981,wollen::V,-たい,-たい
982,anfangen::V,始める,始める
983,beenden::V,終える,終える
984,aufhören::V,止める,止める
985,gelingen::V,成功する,成功する
986,geraten::V,当たる,当たる
987,öffnen::V,開く,開く
988,öffnen::V,開く,開ける
989,öffnen::V,開ける,開く
990,öffnen::V,開ける,開ける
991,schließen::V,閉める,閉める
992,stellen::V,置く,置く
993,stellen::V,置く,据える
994,stellen::V,据える,置く
995,stellen::V,据える,据える
996,setzen::V,座らせる,座らせる
997,legen::V,置く,置く
998,berühren::V,触る,触る
999,berühren::V,触る,触れる
1000,berühren::V,触れる,触る
1001,berühren::V,触れる,触れる
1002,verbinden::V,結びつける,結びつける
1003,bedecken::V,覆う,覆う
1004,aufhängen::V,掛ける,掛ける
1005,anzünden::V,燃やす,燃やす
1006,anzünden::V,燃やす,火をつける
1007,anzünden::V,火をつける,燃やす
1008,anzünden::V,火をつける,火をつける
1009,aufheben::V,拾う,拾う
1010,zurücklassen::V,残す,残す
1011,verlieren::V,無くす,無くす
1012,fallen lassen::V,落とす,落とす
1013,machen::V,作る,作る
1014,herstellen::V,製造する,製造する
1015,bauen::V,建設する,建設する
1016,reparieren::V,直す,直す
1017,reparieren::V,直す,修理する
1018,reparieren::V,修理する,直す
1019,reparieren::V,修理する,修理する
1020,verbessern::V,改良する,改良する
1021,ändern::V,変える,変える
1022,graben::V,掘る,掘る
1023,beugen::V,折る,折る
1024,biegen::V,曲げる,曲げる
1025,drehen::V,回す,回す
1026,wenden::V,裏返す,裏返す
1027,umdrehen::V,裏返す,裏返す
1028,heben::V,挙げる,挙げる
1029,hochheben::V,持ち上げる,持ち上げる
1030,ergreifen::V,取り上げる,取り上げる
1031,halten::V,持つ,持つ
1032,drücken::V,押す,押す
1033,schieben::V,ずらす,ずらす
1034,kratzen::V,引っ掻く,引っ掻く
1035,lecken::V,なめる,なめる
1036,beißen::V,噛む,噛む
1037,abreißen::V,剝ぎ取る,剝ぎ取る
1038,abschneiden::V,切り取る,切り取る
1039,binden::V,縛る,縛る
1040,stecken::V,差し込む,差し込む
1041,brechen::V,破る,破る
1042,klopfen::V,とんとん叩く,とんとん叩く
1043,hauen::V,叩く,叩く
1044,kleben::V,貼る,貼る
1045,kleben::V,貼る,くっ付ける
1046,kleben::V,くっ付ける,貼る
1047,kleben::V,くっ付ける,くっ付ける
1048,reiben::V,擦る,擦る
1049,streichen::V,塗る,塗る
1050,schleifen::V,研ぐ,研ぐ
1051,schneiden::V,切る,切る
1052,rütteln::V,揺さぶる,揺さぶる
1053,schütteln::V,振る,振る
1054,schütteln::V,振る,揺さぶる
1055,schütteln::V,揺さぶる,振る
1056,schütteln::V,揺さぶる,揺さぶる
1057,schwenken::V,振る,振る
1058,schütten::V,注ぐ,注ぐ
1059,füllen::V,いっぱいにする,いっぱいにする
1060,einwickeln::V,包む,包む
1061,tragen::V,運ぶ,運ぶ
1062,schleppen::V,引きずる,引きずる
1063,ziehen::V,引く,引く
1064,aufbewahren::V,預かる,預かる
1065,werfen::V,投げる,投げる
1066,fangen::V,受ける,受ける
1067,packen::V,掴む,掴む
1068,verstecken::V,隠す,隠す
1069,teilen::V,分ける,分ける
1070,schicken::V,送る,送る
1071,bringen::V,持って行く,持って行く
1072,hinzufügen::V,加える,加える
1073,bekommen::V,得る,得る
1074,erhalten::V,受ける,受ける
1075,nehmen::V,取る,取る
1076,wählen::V,選ぶ,選ぶ
1077,auswählen::V,選ぶ,選ぶ
1078,bewahren::V,保存する,保存する
1079,behindern::V,妨害する,妨害する
1080,verderben::V,台無しにする,台無しにする
1081,beschädigen::V,損傷する,損傷する
1082,zerbrechen::V,割る,割る
1083,zerreißen::V,引き裂く,引き裂く
1084,zerstören::V,破壊する,破壊する
1085,verbrennen::V,焼く,焼く
1086,geben::V,上げる,上げる
1087,reichen::V,渡す,渡す
1088,schenken::V,贈る,贈る
1089,versprechen::V,約束する,約束する
1090,wünschen::V,望む,望む
1091,loben::V,褒める,褒める
1092,küssen::V,キスする,キスする
1093,wiegen::V,揺する,揺する
1094,zudecken::V,覆う,覆う
1095,wecken::V,起こす,起こす
1096,zeigen::V,見せる,見せる
1097,führen::V,案内する,案内する
1098,lehren::V,教える,教える
1099,unterrichten::V,通知する,通知する
1100,aufziehen::V,育てる,育てる
1101,leiten::V,導く,導く
1102,antreiben::V,励ます,励ます
1103,lassen::V,～させる,～させる
1104,einladen::V,誘う,誘う
1105,einladen::V,誘う,招待する
1106,einladen::V,招待する,誘う
1107,einladen::V,招待する,招待する
1108,vereinigen::V,一つにする,一つにする
1109,besuchen::V,訪ねる,訪ねる
1110,treffen::V,出会う,出会う
1111,sich versammeln::V,集まる,集まる
1112,spielen::V,遊ぶ,遊ぶ
1113,singen::V,歌う,歌う
1114,tanzen::V,踊る,踊る
1115,sich trennen::V,別れる,別れる
1116,verlassen::V,別れる,別れる
1117,retten::V,救う,救う
1118,retten::V,救う,助ける
1119,retten::V,助ける,救う
1120,retten::V,助ける,助ける
1121,bewachen::V,見張る,見張る
1122,bewachen::V,見張る,軽微する
1123,bewachen::V,軽微する,見張る
1124,bewachen::V,軽微する,軽微する
1125,schützen::V,保護する,保護する
1126,verteidigen::V,守る,守る
1127,sich schlagen::V,殴る,殴る
1128,schießen::V,撃つ,撃つ
1129,siegen::V,勝つ,勝つ
1130,ärgern::V,怒らせる,怒らせる
1131,schlagen::V,殴る,殴る
1132,treten::V,蹴る,蹴る
1133,stechen::V,突く,突く
1134,stoßen::V,突く,突く
1135,stehlen::V,盗る,盗る
1136,stören::V,構う,構う
1137,belästigen::V,邪魔する,邪魔する
1138,verbergen::V,隠す,隠す
1139,täuschen::V,だます,だます
1140,betrügen::V,だます,だます
1141,töten::V,殺す,殺す
1142,wohnen::V,住む,住む
1143,arbeiten::V,働く,働く
1144,sammeln::V,集める,集める
1145,sammeln::V,集める,収集する
1146,sammeln::V,収集する,集める
1147,sammeln::V,収集する,収集する
1148,pflücken::V,摘む,摘む
1149,jagen::V,狩りをする,狩りをする
1150,fischen::V,釣る,釣る
1151,fassen::V,捕る,捕る
1152,hüten::V,放牧する,放牧する
1153,treiben::V,追う,追う
1154,anbinden::V,繋ぐ,繋ぐ
1155,füttern::V,餌をやる,餌をやる
1156,melken::V,搾乳する,搾乳する
1157,hacken::V,刻む,刻む
1158,gießen::V,水をやる,水をやる
1159,reifen::V,熟す,熟す
1160,zubereiten::V,調理する,調理する
1161,kochen::V,煮る,煮る
1162,backen::V,焼く,焼く
1163,braten::V,焼く,焼く
1164,braten::V,焼く,炒める
1165,braten::V,炒める,焼く
1166,braten::V,炒める,炒める
1167,umrühren::V,混ぜる,混ぜる
1168,stricken::V,編む,編む
1169,nähen::V,縫う,縫う
1170,färben::V,染める,染める
1171,reinigen::V,掃除する,掃除する
1172,waschen::V,洗う,洗う
1173,waschen::V,洗う,洗濯する
1174,waschen::V,洗濯する,洗う
1175,waschen::V,洗濯する,洗濯する
1176,abwischen::V,拭く,拭く
1177,spülen::V,洗う,洗う
1178,spülen::V,洗う,すすぐ
1179,spülen::V,すすぐ,洗う
1180,spülen::V,すすぐ,すすぐ
1181,fegen::V,掃除する,掃除する
1182,kehren::V,掃く,掃く
1183,baden::V,入浴する,入浴する
1184,sich waschen::V,洗う,洗う
1185,ausziehen::V,脱ぐ,脱ぐ
1186,anziehen::V,着る,着る
1187,sich anziehen::V,着る,着る
1188,kämmen::V,梳く,梳く
1189,schmücken::V,飾る,飾る
1190,sagen::V,言う,言う
1191,sprechen::V,話す,話す
1192,reden::V,話す,話す
1193,sich unterhalten::V,話をする,話をする
1194,fragen::V,聞く,聞く
1195,bitten::V,頼む,頼む
1196,bitten::V,頼む,お願いする
1197,bitten::V,お願いする,頼む
1198,bitten::V,お願いする,お願いする
1199,erzählen::V,物語る,物語る
1200,mitteilen::V,伝える,伝える
1201,nennen::V,名づける,名づける
1202,rufen::V,呼ぶ,呼ぶ
1203,prahlen::V,自慢する,自慢する
1204,übersetzen::V,訳す,訳す
1205,denken::V,考える,考える
1206,glauben::V,信じる,信じる
1207,bemerken::V,気が付く,気が付く
1208,erkennen::V,認識する,認識する
1209,begreifen::V,分かる,分かる
1210,verstehen::V,聞き取る,聞き取る
1211,lernen::V,学ぶ,学ぶ
1212,lernen::V,学ぶ,勉強する
1213,lernen::V,勉強する,学ぶ
1214,lernen::V,勉強する,勉強する
1215,wissen::V,知っている,知っている
1216,sich erinnern an::V,思い出す,思い出す
1217,vergessen::V,忘れる,忘れる
1218,messen::V,計る,計る
1219,messen::V,計る,測定する
1220,messen::V,測定する,計る
1221,messen::V,測定する,測定する
1222,zählen::V,数える,数える
1223,rechnen::V,計算する,計算する
1224,lesen::V,読む,読む
1225,malen::V,描く,描く
1226,zeichnen::V,写生する,写生する
1227,schreiben::V,書く,書く
1228,besitzen::V,所持する,所持する
1229,kaufen::V,買う,買う
1230,verkaufen::V,売る,売る
1231,bezahlen::V,払う,払う
1232,zahlen::V,支払う,支払う
1233,beherrschen::V,支配する,支配する
1234,ertragen::V,耐える,耐える
