,Concept_ID,no,da
868,schlucken::V,svelge,synke
869,müde werden::V,bli trett,blive træt
870,einschlafen::V,sovne,falde i søvn
871,schlafen::V,sove,sove
872,aufwachen::V,våkne,vågne
873,aufstehen::V,stå opp,stå op
874,sich erholen::V,bli bra,komme sig
875,sich erholen::V,komme seg,komme sig
876,krank werden::V,bli syk,blive syg
877,krank sein::V,være syk,være syg
878,schmerzen::V,gjøre vondt,smerte
879,husten::V,hoste,hoste
880,genesen::V,komme seg,komme sig
881,sterben::V,dø,dø
882,umkommen::V,omkomme,omkomme
883,sich bewegen::V,bevege seg,bevæge sig
884,sich rühren::V,røre på seg,røre på sig
885,sich erheben::V,reise seg,rejse sig
886,sich setzen::V,sette sig,sætte sig
887,hinfallen::V,falle over ende,
888,laufen::V,løpe,løbe
889,schreiten::V,skride,skride
890,spazierengehen::V,spasere,gå en tur
891,spazierengehen::V,gå en tur,gå en tur
892,eilen::V,ile,ile
893,sich beeilen::V,skynde seg,skynde sig
894,sausen::V,suse,suse
895,rennen::V,løpe,løbe
896,rennen::V,løpe,rende
897,springen::V,hoppe,hoppe
898,springen::V,hoppe,springe
899,springen::V,springe,hoppe
900,springen::V,springe,springe
901,klettern::V,klatre,klatre
902,schaukeln::V,huske,gynge
903,kriechen::V,krype,krybe
904,schwimmen::V,svømme,svømme
905,tauchen::V,dykke,dykke
906,rudern::V,ro,ro
907,fahren::V,kjøre,køre
908,fliegen::V,fly,flyve
909,gehen::V,gå,gå
910,weggehen::V,gå bort,gå bort
911,abfahren::V,reise,køre bort
912,anhalten::V,stanse,standse
913,hineingehen::V,gå inn,gå ind
914,eintreten::V,tre inn,træde ind
915,kommen::V,komme,komme
916,ankommen::V,ankomme,ankomme
917,ankommen::V,komme til,ankomme
918,zurückkommen::V,komme tilbake,komme tilbage
919,bleiben::V,bli,blive
920,bleiben::V,bli,forblive
921,bleiben::V,forbli,blive
922,bleiben::V,forbli,forblive
923,warten::V,vente,vente
924,erwarten::V,vente,vente
925,erwarten::V,vente,afvente
926,suchen::V,søke,søge
927,finden::V,finne,finde
928,versuchen::V,prøve,forsøge
929,versuchen::V,forsøke,forsøge
930,vorbereiten::V,forberede,forberede
931,lieben::V,elske,elske
932,mögen::V,like,holde af
933,mögen::V,like,kunne lide
934,lachen::V,le,le
935,rühren::V,røre,røre
936,weinen::V,gråte,græde
937,schimpfen::V,skjelle,skænde
938,sich ärgern::V,ergre seg,ærgre sig
939,sich fürchten::V,være redd,være bange
940,fürchten::V,være redd for,være bange for
941,fliehen::V,rømme,flygte
942,fliehen::V,flykte,flygte
943,flüchten::V,flykte,flygte
944,sehen::V,se,se
945,anschauen::V,se på,se på
946,anschauen::V,se på,betragte
947,anschauen::V,betrakte,se på
948,anschauen::V,betrakte,betragte
949,ansehen::V,anse,anse
950,hören::V,høre,høre
951,zuhören::V,tilhøre,høre til
952,probieren::V,smake,smage
953,probieren::V,smake,smage på
954,probieren::V,smake på,smage
955,probieren::V,smake på,smage på
956,riechen::V,lukte,lugte
957,fühlen::V,føle,føle
958,scheinen::V,se ut,synes
959,zu sehen sein::V,synes,synes
960,vernehmen::V,få vite,erfare
961,frieren::V,fryse,fryse
962,tun::V,gjøre,gøre
963,können::V,kunne,kunne
964,wollen::V,ville,ville
965,anfangen::V,begynne,begynde
966,beenden::V,avslutte,afslutte
967,aufhören::V,slutte,ophøre
968,aufhören::V,slutte,holde op
969,aufhören::V,holde opp,ophøre
970,aufhören::V,holde opp,holde op
971,gelingen::V,lykkes,lykkes
972,geraten::V,bli,blive
973,öffnen::V,åpne,åbne
974,schließen::V,lukke,lukke
975,schließen::V,stenge,lukke
976,stellen::V,stille,stille
977,setzen::V,sette,sætte
978,legen::V,legge,lægge
979,berühren::V,berøre,berøre
980,verbinden::V,forbinde,forbinde
981,bedecken::V,dekke,dække
982,bedecken::V,dekke,bedække
983,aufhängen::V,henge,hænge
984,aufhängen::V,henge,hænge op
985,aufhängen::V,henge opp,hænge
986,aufhängen::V,henge opp,hænge op
987,anzünden::V,tenne,tænde
988,anzünden::V,tenne,antænde
989,anzünden::V,antenne,tænde
990,anzünden::V,antenne,antænde
991,anzünden::V,tenne på,tænde
992,anzünden::V,tenne på,antænde
993,aufheben::V,løfte,løfte
994,aufheben::V,løfte,tage op
995,aufheben::V,ta opp,løfte
996,aufheben::V,ta opp,tage op
997,zurücklassen::V,slippe tilbake,lade tilbage
998,verlieren::V,miste,miste
999,fallen lassen::V,droppe,tabe
1000,fallen lassen::V,droppe,droppe
1001,fallen lassen::V,la falle,tabe
1002,fallen lassen::V,la falle,droppe
1003,machen::V,lage,gøre
1004,machen::V,gjøre,gøre
1005,herstellen::V,fremstille,fremstille
1006,bauen::V,bygge,bygge
1007,reparieren::V,reparere,reparere
1008,verbessern::V,rette,rette
1009,verbessern::V,rette,forbedre
1010,verbessern::V,forbedre,rette
1011,verbessern::V,forbedre,forbedre
1012,ändern::V,forandre,ændre
1013,graben::V,grave,grave
1014,beugen::V,bøye,bøje
1015,biegen::V,bøye,bøje
1016,drehen::V,dreie,dreje
1017,wenden::V,vende,vende
1018,umdrehen::V,snu,dreje om
1019,heben::V,heve,hæve
1020,hochheben::V,løfte,løfte
1021,ergreifen::V,gripe,gribe fat i
1022,ergreifen::V,få tak i,gribe fat i
1023,halten::V,holde,holde
1024,drücken::V,trykke,trykke
1025,schieben::V,skyve,skyde
1026,schieben::V,skyve,skubbe
1027,kratzen::V,klø,klø
1028,kratzen::V,klø,kradse
1029,kratzen::V,klore,klø
1030,kratzen::V,klore,kradse
1031,lecken::V,slikke,slikke
1032,beißen::V,bite,bide
1033,abreißen::V,rive av,rive af
1034,abschneiden::V,skjære av,skære af
1035,binden::V,binde,binde
1036,stecken::V,stikke,stikke
1037,brechen::V,bryte,brække
1038,brechen::V,briste,brække
1039,klopfen::V,banke,banke
1040,hauen::V,hogge,hugge
1041,kleben::V,klistre,klistre
1042,reiben::V,gni,gnide
1043,streichen::V,stryke,smøre
1044,schleifen::V,slipe,slibe
1045,schneiden::V,klippe,skære
1046,schneiden::V,klippe,klippe
1047,rütteln::V,ruske,ruske
1048,schütteln::V,riste,ryste
1049,schwenken::V,svinge,svinge
1050,schütten::V,helle,hælde
1051,füllen::V,fylle,fylde
1052,einwickeln::V,vikle inn,pakke ind
1053,tragen::V,bære,bære
1054,schleppen::V,slepe,slæbe
1055,ziehen::V,dra,trække
1056,ziehen::V,trekke,trække
1057,aufbewahren::V,oppbevare,opbevare
1058,aufbewahren::V,ta vare på,opbevare
1059,werfen::V,kaste,kaste
1060,fangen::V,fange,fange
1061,packen::V,gripe,gribe
1062,packen::V,gripe tak i,gribe
1063,verstecken::V,gjemme,gemme
1064,teilen::V,dele,dele
1065,schicken::V,sende,sende
1066,bringen::V,bringe,bringe
1067,hinzufügen::V,tilføye,tilføje
1068,bekommen::V,få,få
1069,erhalten::V,få,få
1070,nehmen::V,ta,tage
1071,wählen::V,velge,vælge
1072,auswählen::V,velge ut,udvælge
1073,bewahren::V,bevare,bevare
1074,behindern::V,hindre,hindre
1075,behindern::V,hindre,forhindre
1076,behindern::V,forhindre,hindre
1077,behindern::V,forhindre,forhindre
1078,verderben::V,ødelegge,ødelægge
1079,beschädigen::V,skade,beskadige
1080,zerbrechen::V,brekke i stykker,brække itu
1081,zerreißen::V,rive i stykker,rive itu
1082,zerstören::V,ødelegge,ødelægge
1083,verbrennen::V,brenne,brænde
1084,verbrennen::V,brenne opp,brænde
1085,geben::V,gi,give
1086,reichen::V,rekke,række
1087,schenken::V,forære,forære
1088,schenken::V,skjenke,forære
1089,versprechen::V,love,love
1090,wünschen::V,ønske,ønske
1091,loben::V,rose,rose
1092,küssen::V,kysse,kysse
1093,wiegen::V,vogge,vugge
1094,zudecken::V,dekke til,dække til
1095,wecken::V,vekke,vække
1096,zeigen::V,vise,vise
1097,führen::V,føre,føre
1098,lehren::V,lære,lære
1099,unterrichten::V,undervise,undervise
1100,aufziehen::V,oppdra,opdrage
1101,leiten::V,lede,lede
1102,antreiben::V,drive på,skynde på
1103,lassen::V,få til å,få til at
1104,einladen::V,be,indbyde
1105,einladen::V,be,invitere
1106,einladen::V,invitere,indbyde
1107,einladen::V,invitere,invitere
1108,vereinigen::V,forene,forene
1109,besuchen::V,besøke,besøge
1110,treffen::V,møte,møde
1111,treffen::V,treffe,møde
1112,sich versammeln::V,forsamles,forsamles
1113,spielen::V,leke,lege
1114,spielen::V,leke,spille
1115,spielen::V,spille,lege
1116,spielen::V,spille,spille
1117,singen::V,synge,synge
1118,tanzen::V,danse,danse
1119,sich trennen::V,skilles,skilles
1120,verlassen::V,forlate,forlade
1121,retten::V,redde,redde
1122,bewachen::V,bevokte,bevogte
1123,schützen::V,verne,skærme
1124,schützen::V,verne,beskytte
1125,schützen::V,beskytte,skærme
1126,schützen::V,beskytte,beskytte
1127,verteidigen::V,forsvare,forsvare
1128,sich schlagen::V,slåss,slås
1129,schießen::V,skyte,skyde
1130,siegen::V,seire,sejre
1131,ärgern::V,ergre,ærgre
1132,treten::V,sparke,sparke
1133,stechen::V,stikke,stikke
1134,stoßen::V,støte,støde
1135,stehlen::V,stjele,stjæle
1136,stören::V,forstyrre,forstyrre
1137,belästigen::V,plage,genere
1138,belästigen::V,plage,ulejlige
1139,belästigen::V,sjenere,genere
1140,belästigen::V,sjenere,ulejlige
1141,verbergen::V,gjemme,skjule
1142,täuschen::V,villede,villede
1143,betrügen::V,bedra,bedrage
1144,töten::V,drepe,dræbe
1145,wohnen::V,bo,bo
1146,arbeiten::V,arbeide,arbejde
1147,sammeln::V,samle,samle
1148,pflücken::V,plukke,plukke
1149,jagen::V,jage,jage
1150,fischen::V,fiske,fiske
1151,fassen::V,fange,fange
1152,hüten::V,vokte,vogte
1153,treiben::V,drive,drive
1154,anbinden::V,feste,binde fast
1155,füttern::V,fore,fodre
1156,melken::V,melke,malke
1157,hacken::V,hakke,hakke
1158,gießen::V,helle,hælde
1159,reifen::V,modne,modne
1160,zubereiten::V,lage,tilberede
1161,zubereiten::V,tilberede,tilberede
1162,kochen::V,koke,koge
1163,backen::V,bake,bage
1164,braten::V,steke,stege
1165,umrühren::V,røre om,røre om
1166,stricken::V,strikke,strikke
1167,nähen::V,sy,sy
1168,färben::V,farge,farve
1169,reinigen::V,rense,rense
1170,reinigen::V,rense,gøre ren
1171,reinigen::V,gjøre ren,rense
1172,reinigen::V,gjøre ren,gøre ren
1173,waschen::V,vaske,vaske
1174,abwischen::V,tørke av,tørre af
1175,spülen::V,spyle,skylle
1176,spülen::V,skylle,skylle
1177,fegen::V,feie,feje
1178,kehren::V,koste,feje
1179,baden::V,bade,bade
1180,sich waschen::V,vaske seg,vaske sig
1181,ausziehen::V,ta av,tage af
1182,anziehen::V,ta på,tage på
1183,sich anziehen::V,kle på seg,klæde sig på
1184,kämmen::V,gre,rede
1185,kämmen::V,gre,frisere
1186,kämmen::V,kjemme,rede
1187,kämmen::V,kjemme,frisere
1188,schmücken::V,pynte,pynte
1189,schmücken::V,pynte,smykke
1190,schmücken::V,smykke,pynte
1191,schmücken::V,smykke,smykke
1192,sagen::V,si,sige
1193,sprechen::V,snakke,snakke
1194,reden::V,tale,tale
1195,reden::V,tale,snakke
1196,reden::V,snakke,tale
1197,reden::V,snakke,snakke
1198,sich unterhalten::V,samtale,snakke sammen
1199,fragen::V,spørre,spørge
1200,bitten::V,be,bede
1201,erzählen::V,fortelle,berette
1202,erzählen::V,fortelle,fortælle
1203,mitteilen::V,meddele,meddele
1204,nennen::V,kalle,nævne
1205,rufen::V,rope,råbe
1206,prahlen::V,skryte,prale
1207,übersetzen::V,oversette,oversætte
1208,denken::V,tenke,tænke
1209,glauben::V,tro,tro
1210,bemerken::V,bemerke,bemærke
1211,bemerken::V,bemerke,lægge mærke til
1212,bemerken::V,legge merke til,bemærke
1213,bemerken::V,legge merke til,lægge mærke til
1214,erkennen::V,gjenkjenne,genkende
1215,begreifen::V,begripe,begribe
1216,verstehen::V,forstå,forstå
1217,verstehen::V,skjønne,forstå
1218,lernen::V,lære,lære
1219,wissen::V,vite,vide
1220,sich erinnern an::V,huske på,mindes
1221,sich erinnern an::V,huske på,huske på
1222,vergessen::V,glemme,glemme
1223,messen::V,måle,måle
1224,zählen::V,telle,tælle
1225,rechnen::V,regne,regne
1226,lesen::V,lese,læse
1227,malen::V,male,male
1228,zeichnen::V,tegne,tegne
1229,schreiben::V,skrive,skrive
1230,besitzen::V,eie,eje
1231,besitzen::V,eie,besidde
1232,besitzen::V,inneha,eje
1233,besitzen::V,inneha,besidde
1234,kaufen::V,kjøpe,købe
1235,verkaufen::V,selge,sælge
1236,bezahlen::V,betale,betale
1237,zahlen::V,betale,betale
1238,beherrschen::V,beherske,beherske
1239,ertragen::V,orke,tåle
1240,ertragen::V,orke,udholde
1241,schlagen::V,,slå
