,Concept_ID,eu,uk
127,Ufer::N,bazter,берег
128,Küste::N,itsasalde,узбережжя
129,Festland::N,lehor,суша
130,Meer::N,itsaso,море
131,Bucht::N,golko,бухта
132,Bucht::N,golko,затока
133,Insel::N,irla,острів
134,Insel::N,uharte,острів
135,Blume::N,lili,квітка
136,Gras::N,belar,трава
137,Wurzel::N,zuztar,корінь
138,Wurzel::N,sustrai,корінь
139,Baum::N,zuhaitz,дерево
140,Stamm::N,enbor,стовбур
141,Rinde::N,azal,кора
142,Ast::N,adar,гілка
143,Zweig::N,abar,галузь
144,Blatt::N,hosto,лист
145,Birke::N,urki,береза
146,Kiefer[Baum]::N,ler,сосна
147,Weide[Baum]::N,zume,верба
148,Weide[Baum]::N,sahats,верба
149,Tanne::N,izei,ялиця
150,Horn::N,adar,ріг
151,Feder::N,luma,перо
152,Feder::N,hegaki,перо
153,Fell::N,ile,хутро
154,Fell::N,larru,хутро
155,Flügel::N,hego,крило
156,Klaue::N,atzapar,кіготь
157,Kralle::N,erpe,лапа
158,Kralle::N,atzapar,лапа
159,Schwanz::N,isats,хвіст
160,Schwanz::N,buztan,хвіст
161,Ei::N,arrautza,яйце
162,Nest::N,habia,гніздо
163,Bau::N,ohantze,лігво
164,Tier::N,abere,тварина
165,Tier::N,piztia,тварина
166,Herde::N,saldo,стадо
167,Herde::N,abere talde,стадо
168,Kuh::N,behi,корова
169,Bulle::N,zezen,бик
170,Bulle::N,zezen,бугай
171,Pferd::N,zaldi,кінь
172,Schaf::N,ardi,вівця
173,Schwein::N,urde,свиня
174,Schwein::N,txerri,свиня
175,Hund::N,txakur,собака
176,Katze::N,katu,кішка
177,Bär::N,hartz,ведмідь
178,Eichhörnchen::N,urtxintxa,білка
179,Elch::N,altze,лось
180,Fuchs::N,azeri,лисиця
181,Hase::N,erbi,заєць
182,Maus::N,sagu,миша
183,Wolf::N,otso,вовк
184,Vogel::N,txori,птах
185,Vogel::N,hegazti,птах
186,Schwarm::N,aldra,зграя
187,Huhn::N,oilo,курка
188,Hahn::N,oilar,півень
189,Gans::N,antzara,гуска
190,Adler::N,arrano,орел
191,Ente::N,ahate,качка
192,Eule::N,hontza,сова
193,Kranich::N,kurrilo,журавель
194,Krähe::N,bele,ворона
195,Kuckuck::N,kuku,зозуля
196,Schwan::N,beltxarga,лебідь
197,Fisch::N,arrain,риба
198,Barsch::N,perka,окунь
199,Hecht::N,lutxo,щука
200,Schlange[Tier]::N,suge,змія
201,Wurm::N,har,черв’як
202,Spinne::N,armiarma,павук
203,Ameise::N,inurri,мурашка
204,Laus::N,zorri,воша
205,Mücke::N,eltxo,комар
206,Fliege::N,euli,муха
207,Schmetterling::N,pinpirin,метелик
208,Schmetterling::N,tximeleta,метелик
209,Beere::N,baia,ягода
210,Apfel::N,sagar,яблуко
211,Pilz::N,onddo,гриб
212,Pilz::N,perretxiko,гриб
213,Zwiebel::N,tipula,цибуля
214,Saat::N,haziak,сім’я
215,Korn::N,ale,зерно
216,Korn::N,pikor,зерно
217,Heu::N,belar ondu,сіно
218,Schale::N,azal,шкірка
219,Grube::N,hobi,яма
220,Falle::N,harrapagailu,пастка
221,Schlinge::N,bilur,петля
222,Schlinge::N,xedera,петля
223,Spur::N,lorratz,слід
224,Asche::N,errauts,зола
225,Asche::N,errauts,попіл
226,Dreck::N,satsukeria,бруд
227,Eisen::N,burdina,залізо
228,Gold::N,urre,золото
229,Gold::N,urregorri,золото
230,Silber::N,zilar,срібло
231,Silber::N,urrezuri,срібло
232,Kohle::N,ikatz,вугілля
233,Glas::N,beira,скло
234,Lehm::N,buztin,глина
235,Sand::N,harea,пісок
236,Sand::N,hondar,пісок
237,Mensch::N,gizaki,людина
238,Mann::N,gizon,чоловік
239,Frau::N,andere,жінка
240,Frau::N,emakume,жінка
241,Kind::N,haur,дитина
242,Junge::N,mutil,хлопець
243,Mädchen::N,neska,дівчина
244,Familie::N,sendi,сім’я
245,Familie::N,sendi,родина
246,Familie::N,familia,сім’я
247,Familie::N,familia,родина
248,Großvater::N,aitona,дідусь
249,Großvater::N,aitatxi,дідусь
250,Großmutter::N,amona,бабуся
251,Großmutter::N,amatxi,бабуся
252,Eltern::N,gurasoak,батьки
253,Vater::N,aita,батько
254,Mutter::N,ama,мати
255,Sohn::N,seme,син
256,Tochter::N,alaba,дочка
257,Bruder::N,neba,брат
258,Bruder::N,anaia,брат
259,Schwester::N,ahizpa,сестра
260,Onkel::N,osaba,дядько
261,Tante::N,izeba,тітка
262,Ehemann::N,senar,чоловік
263,Ehefrau::N,emazte,жінка
264,Ehefrau::N,emazte,дружина
265,Freude::N,poz,радощі
266,Freude::N,pozkari,радощі
267,Gelächter::N,barre,сміх
268,Gelächter::N,karkara,сміх
269,Glück::N,zori,щастя
270,Kummer::N,xangrin,горе
271,Kummer::N,atsekabe,горе
272,Wunsch::N,nahi,бажання
273,Wunsch::N,nahikunde,бажання
274,Lust::N,gogo,бажання
275,Geist::N,gogo,дух
276,Gedanke::N,gogoeta,думка
277,Gedächtnis::N,oroimen,пам’ять
278,Gedächtnis::N,gogoramen,пам’ять
279,Verstand::N,adimen,розум
280,Verstand::N,ulermen,розум
281,Sinn::N,zentzu,зміст
282,Sinn::N,zentzu,значення
283,Grund::N,zergati,причина
284,Wahrheit::N,egia,правда
285,Gespräch::N,hizketa,розмова
286,Gespräch::N,elkarrizketa,розмова
287,Märchen::N,ipuin,байка
288,Erzählung::N,edesti,повість
289,Erzählung::N,edesti,оповідання
290,Erzählung::N,kontakizun,повість
291,Erzählung::N,kontakizun,оповідання
292,Nachricht::N,albiste,повідомлення
293,Neuigkeit::N,berri,новина
294,Name::N,izen,ім’я
295,Rätsel::N,asmakizun,загадка
296,Rede::N,hitzaldi,промова
297,Rede::N,mintzaldi,промова
298,Sprache::N,hizkuntza,мова
299,Stimme::N,ahots,голос
300,Wort::N,hitz,слово
301,Zeichen::N,agerbide,знак
302,Zeichen::N,agergarri,знак
303,Ruf::N,dei,оклик
304,Lärm::N,zarata,шум
305,Lärm::N,harrabots,шум
306,Laut::N,hots,звук
307,Ton::N,tonu,тон
308,Ton::N,soinu,тон
309,Lied::N,abesti,пісня
310,Ruhe::N,nasaitasun,спокій
311,Leute::N,jende,люди
312,Volk::N,herri,народ
313,Volk::N,populu,народ
314,Arbeit::N,lan,робота
315,Gast::N,arrotz,гість
316,Gast::N,apopilo,гість
317,Geschenk::N,opari,подарунок
318,Spiel::N,jolas,гра
319,Gesellschaft::N,gizarte,товариство
320,Hilfe::N,helpide,допомога
321,Hilfe::N,laguntza,допомога
322,Freund::N,lagun,друг
323,Freund::N,lagun,приятель
324,Kamerad::N,adiskide,товариш
325,Kamerad::N,lagunkide,товариш
326,Angelegenheit::N,afera,справа
327,Anzahl::N,kopuru,число
328,Art::N,mota,рід
329,Stück::N,puska,кусок
330,Teil::N,atal,частина
331,Hälfte::N,erdi,половина
332,Kreis::N,biribilki,круг
333,Kreis::N,biribilki,коло
334,Kreuz::N,gurutze,хрест
335,Linie::N,linea,лінія
336,Strich::N,marra,штрих
337,Abstand::N,tarte,проміжок
338,Entfernung::N,urrunera,відстань
339,Gegend::N,alderdi,місцевість
340,Gegend::N,eskualde,місцевість
341,Platz::N,leku,площа
342,Ort::N,toki,місце
343,Seite::N,albo,сторона
344,Mitte::N,erdi,середина
345,Gegenstand::N,gauzaki,предмет
346,Sache::N,gauza,річ
347,Rand::N,ertz,край
348,Kante::N,ertz,ребро
349,Ecke::N,kantoi,ріг
350,Spitze::N,punta,кінчик
351,Ende::N,buru,кінець
352,Ende::N,mutur,кінець
353,Loch::N,zulo,діра
354,Winkel::N,zoko,куток
355,Winkel::N,bazter,куток
356,Muster::N,eredu,узор
357,Muster::N,marrazki,узор
358,Größe::N,kaizu,розмір
359,Größe::N,tamaina,розмір
360,Länge::N,luzera,довжина
361,Höhe::N,goiera,висота
362,Höhe::N,garaiera,висота
363,Gewicht::N,hazta,вага
364,Menge::N,kopuru,кількість
365,Haufen::N,pila,купа
366,Haufen::N,mendoi,купа
367,Reihe::N,ilara,ряд
368,Reihe::N,errenkada,ряд
369,Boot::N,potin,човен
370,Boot::N,txalupa,човен
371,Ruder::N,arraun,весло
372,Schlitten::N,lera,сани
373,Schlitten::N,narra,сани
374,Ski::N,eski,лижа
375,Lagerfeuer::N,su,вогнище
376,Last::N,zama,тягар
377,Last::N,zama,вантаж
378,Last::N,karga,тягар
379,Last::N,karga,вантаж
380,Gang::N,ibilera,хід
381,Schritt::N,pauso,крок
382,Schritt::N,urrats,крок
383,Norden::N,ipar,північ
384,Norden::N,iparralde,північ
385,Süden::N,hego,південь
386,Süden::N,hegoalde,південь
387,Westen::N,sartalde,захід
388,Westen::N,mendebalde,захід
389,Osten::N,ekialde,схід
390,Osten::N,sortalde,схід
391,Holz::N,zur,дрова
392,Brett::N,ohol,дошка
393,Platte::N,lauza,плита
394,Stütze::N,irozgarri,підпірка
395,Stütze::N,bermagailu,підпірка
396,Stange::N,haga,жердина
397,Stock::N,makila,палиця
398,Stab::N,makila,палиця
399,Rohr::N,hodi,труба
400,Haus::N,etxe,дім
401,Haus::N,etxe,хата
402,Heim::N,etxe,житло
403,Heim::N,etxaleku,житло
404,Ofen::N,berogailu,піч
405,Fußboden::N,zoru,підлога
406,Tisch::N,mahai,стіл
407,Stuhl::N,aulki,стілець
408,Wiege::N,kuma,колиска
409,Wiege::N,sehaska,колиска
410,Bett::N,ohe,ліжко
411,Bett::N,ohe,постіль
412,Bett::N,ohatze,ліжко
413,Bett::N,ohatze,постіль
414,Regal::N,apalategi,полиця
415,Kiste::N,kutxa,ящик
416,Fenster::N,leiho,вікно
417,Tür::N,ate,двері
418,Tor::N,atari,ворота
419,Zaun::N,hesi,паркан
420,Zaun::N,hesi,огорожа
421,Dach::N,teilatu,дах
422,Leiter::N,zurubi,драбина
423,Besen::N,erratz,мітла
424,Spaten::N,burdinpala,заступ
425,Schaufel::N,pala,совок
426,Schaufel::N,pala,лопата
427,Gabel::N,sardexka,виделка
428,Löffel::N,koilara,ложка
429,Messer::N,aizto,ніж
430,Nagel::N,iltze,цвях
431,Netz::N,sare,сіть
432,Haken::N,mako,крюк
433,Griff::N,eskutoki,ручка
434,Griff::N,eskutoki,держак
435,Schloss::N,sarraila,замок
436,Bild::N,irudi,картина
437,Figur::N,figura,фігура
438,Puppe::N,panpina,лялька
439,Puppe::N,andrakila,лялька
440,Beutel::N,zorro,мішечок
441,Beutel::N,zorro,торбинка
442,Bündel::N,azao,в’язка
443,Bündel::N,espal,в’язка
444,Tasche::N,poltsa,сумка
445,Eimer::N,treska,відро
446,Deckel::N,tapa,кришка
447,Deckel::N,estalki,кришка
448,Geschirr::N,baxera,посуд
449,Geschirr::N,ontziteria,посуд
450,Sack::N,zaku,мішок
451,Tasse::N,kikara,чашка
452,Topf::N,ontzi,горщик
453,Topf::N,lapiko,горщик
454,Kessel::N,pazia,котел
455,Essen::N,janaldi,їжа
456,Nahrung::N,jan,харч
457,Speise::N,jaki,страва
458,Fleisch::N,okela,м’ясо
459,Fleisch::N,haragi,м’ясо
460,Getreide::N,labore,хліб
461,Getreide::N,labore,збіжжя
462,Brei::N,ahi,каша
463,Brei::N,pure,каша
464,Brot::N,ogi,хліб
465,Scheibe::N,xerra,скибочка
466,Scheibe::N,pirripita,скибочка
467,Fett::N,urin,жир
468,Fett::N,koipe,жир
469,Butter::N,gurin,масло
470,Öl::N,olio,олія
471,Salz::N,gatz,сіль
472,Suppe::N,zopa,суп
473,Suppe::N,salda,суп
474,Honig::N,ezti,мед
475,Milch::N,esne,молоко
476,Tee::N,te,чай
477,Leder::N,larru,шкіра
478,Wolle::N,artile,шерсть
479,Stoff::N,ehun,тканина
480,Nadel::N,orratz,голка
481,Nadel::N,jostorratz,голка
482,Faden::N,hari,нитка
483,Knopf::N,botoi,ґудзик
484,Knoten::N,korapilo,вузол
485,Farbe::N,pintura,фарба
486,Kleidung::N,arropa,одяг
487,Kleidung::N,arropa,убрання
488,Kleidung::N,jantziak,одяг
489,Kleidung::N,jantziak,убрання
490,Hemd::N,atorra,сорочка
491,Hemd::N,alkandora,сорочка
492,Kragen::N,idun,комір
493,Ärmel::N,mahuka,рукав
494,Hose::N,prakak,брюки
495,Hose::N,galtzak,брюки
496,Gürtel::N,gerriko,пояс
497,Mütze::N,txano,шапка
498,Mütze::N,txapel,шапка
499,Schuh::N,oski,ботинок
500,Schuh::N,oinetako,ботинок
501,Stiefel::N,bota,чобіт
502,Ring::N,uztai,кільце
503,Band::N,zinta,стрічка
504,Band::N,xingola,стрічка
505,Kamm::N,orrazi,гребінець
506,Spiegel::N,mirail,дзеркало
507,Riemen::N,uhal,ремінь
508,Schnur::N,lokailu,вірьовка
509,Leine::N,lotura,шворка
510,Decke::N,burusi,ковдра
511,Kissen::N,kuxin,подушка
512,Tuch::N,zapi,хустка
513,Tuch::N,oihal,хустка
514,Handtuch::N,eskuzapi,рушник
515,Handtuch::N,eskuoihal,рушник
516,Kraft::N,indar,сила
517,Stärke::N,indar,сила
518,Gesundheit::N,osasun,здоров’я
519,Krankheit::N,eritasun,хвороба
520,Krankheit::N,gaixotasun,хвороба
521,Schmerz::N,min,біль
522,Wunde::N,zauri,рана
523,Fieber::N,sukar,гарячка
524,Arznei::N,osagai,ліки
525,Arznei::N,sendagai,ліки
526,Brücke::N,zubi,міст
527,Brunnen::N,putzu,колодязь
528,Weide::N,alha,пасовище
529,Weide::N,bazkaleku,пасовище
530,Pfad::N,zidor,стежка
531,Pfad::N,bidexka,стежка
532,Weg::N,bide,шлях
533,Weg::N,bide,дорога
534,Straße::N,errepide,вулиця
535,Dorf::N,herri,село
536,Stadt::N,hiri,місто
537,Brief::N,gutun,лист
538,Brief::N,eskutitz,лист
539,Buch::N,liburu,книга
540,Buch::N,liburu,книжка
541,Buchstabe::N,hizki,буква
542,Buchstabe::N,hizki,літера
543,Zeitung::N,egunkari,газета
544,Leben::N,bizi,життя
545,Leben::N,bizitza,життя
546,Tod::N,herio,смерть
547,Tod::N,heriotza,смерть
548,Grab::N,hobi,могила
549,Grab::N,hilobi,могила
550,Kirche::N,eliza,церква
551,Sünde::N,hoben,гріх
552,Sünde::N,bekatu,гріх
553,Gott::N,jainko,бог
554,Arbeiter::N,langile,робітник
555,Arbeiter::N,behargin,робітник
556,Chef::N,nagusi,хазяїн
557,Meister::N,maisu,умілець
558,Arzt::N,osagile,лікар
559,Arzt::N,sendagile,лікар
560,Lehrer::N,irakasle,вчитель
561,Geld::N,diru,гроші
562,Geschäft::N,negozio,заняття
563,Laden::N,denda,магазин
564,Laden::N,denda,крамниця
565,Laden::N,saltegi,магазин
566,Laden::N,saltegi,крамниця
567,Preis::N,prezio,ціна
568,Preis::N,salneurri,ціна
569,Ware::N,salgai,товар
570,Nutzen::N,onura,вигода
571,Nutzen::N,onura,користь
572,Nutzen::N,probetxu,вигода
573,Nutzen::N,probetxu,користь
574,Reichtum::N,aberastasun,багатство
575,Welt::N,ludi,світ
576,Welt::N,mundu,світ
577,Land::N,herrialde,країна
578,Staat::N,estatu,держава
579,König::N,errege,король
580,Macht::N,botere,влада
581,Grenze::N,muga,кордон
582,Krieg::N,guda,війна
583,Feind::N,etsai,ворог
584,Feind::N,arerio,ворог
585,Gewalt::N,bortxa,насильство
586,Gewalt::N,bortizkeria,насильство
587,Kampf::N,gudu,бій
588,Kampf::N,gudu,боротьба
589,Kampf::N,auska,бій
590,Kampf::N,auska,боротьба
591,Bogen[Waffe]::N,arku,лук
592,Pfeil::N,gezi,стріла
593,Gewehr::N,fusil,рушниця
594,Gewehr::N,fusil,гвинтівка
595,Fehler::N,huts,помилка
596,Fehler::N,hutsegin,помилка
597,Lüge::N,gezur,брехня
598,Schaden::N,kalte,шкода
599,Schaden::N,kalte,збиток
600,Unglück::N,zoritxar,нещастя
601,Unglück::N,zorigaitz,нещастя
602,Schuld::N,erru,провина
603,Alter::N,adin,вік
604,Alter::N,adin,літа
605,Schluss::N,bukaera,кінець
606,Zeit::N,aldi,час
607,Zeit::N,denbora,час
608,Tag::N,egun,день
609,Morgen::N,goiz,ранок
610,Mittag::N,eguerdi,південь
611,Abend::N,arrats,вечір
612,Nacht::N,gau,ніч
613,Woche::N,aste,тиждень
614,Monat::N,hil,місяць
615,Jahr::N,urte,рік
616,Frühling::N,udalehen,весна
617,Sommer::N,uda,літо
618,Herbst::N,udazken,осінь
619,Herbst::N,neguantz,осінь
620,Winter::N,negu,зима
621,Januar::N,urtarril,січень
622,Februar::N,otsail,лютий
623,März::N,martxo,березень
624,April::N,apiril,квітень
625,Mai::N,maiatz,травень
626,Juni::N,ekain,червень
627,Juli::N,uztail,липень
628,August::N,abuztu,серпень
629,September::N,irail,вересень
630,Oktober::N,urri,жовтень
631,November::N,azaro,листопад
632,Dezember::N,abendu,грудень
633,Montag::N,astelehen,понеділок
634,Dienstag::N,astearte,вівторок
635,Mittwoch::N,asteazken,середа
636,Donnerstag::N,ostegun,четвер
637,Freitag::N,ostiral,п’ятниця
638,Samstag::N,larunbat,субота
639,Sonntag::N,igande,неділя
640,groß::A,handi,великий
641,klein::A,txiki,малий
642,klein::A,txiki,маленький
643,lang::A,luze,довгий
644,kurz::A,labur,короткий
645,breit::A,zabal,широкий
646,schmal::A,mehar,вузький
647,dicht::A,sarri,густий
648,dicht::A,trinko,густий
649,dick[Gegenstand]::A,lodi,товстий
650,dünn::A,mehe,тонкий
651,fein::A,fin,дрібний
652,fest::A,tinko,міцний
653,flach::A,lau,плоский
654,flach::A,ordoki,плоский
655,glatt::A,leun,рівний
656,glatt::A,leun,гладенький
657,hart::A,gogor,твердий
658,weich::A,bigun,м’який
659,weich::A,beratz,м’який
660,rund::A,biribil,круглий
661,spitz::A,puntadun,гострокінцевий
662,scharf::A,zorrotz,гострий
663,stumpf::A,kamuts,тупий
664,schwer::A,astun,важкий
665,schwer::A,pisutsu,важкий
666,schön::A,eder,вродливий
667,heiß::A,bero,жаркий
668,heiß::A,bero,гарячий
669,heiß::A,oso bero,жаркий
670,heiß::A,oso bero,гарячий
671,warm::A,bero,теплий
672,kalt::A,hotz,холодний
673,kühl::A,hotzil,прохолодний
674,frisch::A,fresko,свіжий
675,frisch::A,hozkirri,свіжий
676,feucht::A,heze,вогкий
677,nass::A,busti,мокрий
678,trocken::A,siku,сухий
679,trocken::A,lehor,сухий
680,voll::A,bete,повний
681,leer::A,huts,пустий
682,offen::A,ireki,відкритий
683,geschlossen::A,itxita,закритий
684,geschlossen::A,itxita,зачинений
685,sauber::A,xahu,чистий
686,sauber::A,xahu,охайний
687,sauber::A,garbi,чистий
688,sauber::A,garbi,охайний
689,schmutzig::A,lohi,брудний
690,schmutzig::A,zikin,брудний
691,roh::A,gordin,сирий
692,reif::A,umo,зрілий
693,reif::A,heldu,зрілий
694,lecker::A,goxo,смачний
695,süß::A,goxo,солодкий
696,bitter::A,karmin,гіркий
697,bitter::A,garratz,гіркий
698,sauer::A,mingots,кислий
699,hell::A,argi,світлий
700,dunkel::A,ilun,темний
701,schwarz::A,beltz,чорний
702,weiß::A,zuri,сивий
703,rot::A,gorri,червоний
704,gelb::A,hori,жовтий
705,blau::A,urdin,синій
706,grün::A,berde,зелений
707,grün::A,musker,зелений
708,grau::A,urdin,сірий
709,grau::A,urdinabar,сірий
710,bunt::A,koloretsu,барвистий
711,billig::A,merke,дешевий
712,teuer::A,garesti,дорогий
713,wertvoll::A,baliotsu,цінний
714,blind::A,itsu,сліпий
715,taub::A,gor,глухий
716,kräftig::A,kementsu,могутній
717,stark::A,bizkor,сильний
718,stark::A,indartsu,сильний
719,schwach::A,ahul,слабкий
720,schwach::A,indargabe,слабкий
721,fett::A,gizen,жирний
722,fett::A,gizen,товстий
723,schlank::A,lerden,тонкий
724,schlank::A,lerden,стрункий
725,hübsch::A,polit,чарівний
726,böse::A,tzar,злий
727,böse::A,tzar,лихий
728,böse::A,gaizto,злий
729,böse::A,gaizto,лихий
730,dumm::A,lelo,дурний
731,dumm::A,pello,дурний
732,faul::A,nagi,ледачий
733,faul::A,alfer,ледачий
734,fleißig::A,maratz,старанний
735,fleißig::A,lanzale,старанний
736,geizig::A,zeken,скупий
737,geizig::A,zikoitz,скупий
738,klug::A,zuhur,мудрий
739,klug::A,zuhur,розумний
740,geschickt::A,trebe,умілий
741,geschickt::A,antzetsu,умілий
742,lieb::A,maite,милий
743,lieb::A,laztan,милий
744,lustig::A,alaitsu,веселий
745,sanft::A,eme,лагідний
746,sanft::A,ezti,лагідний
747,hungrig::A,gose,голодний
748,krank::A,eri,слабий
749,krank::A,gaixo,слабий
750,nackt::A,biluzi,голий
751,traurig::A,itun,сумний
752,traurig::A,betilun,сумний
753,lebendig::A,bizirik,живий
754,gut::A,on,добрий
755,schlecht::A,txar,поганий
756,schlecht::A,txar,кепський
757,richtig::A,zuzen,правильний
758,schlimm::A,larri,бридкий
759,wahr::A,egiazko,справжній
760,alt::A,zahar,старий
761,neu::A,berri,новий
762,ehemalig::A,lehengo,колишній
763,alt[Lebewesen]::A,adindun,старий
764,jung::A,gazte,молодий
765,arm::A,txiro,бідний
766,arm::A,behartsu,бідний
767,reich::A,dirudun,багатий
768,bekannt::A,ezagun,знайомий
769,berühmt::A,entzun,славетний
770,berühmt::A,ospetsu,славетний
771,fremd::A,arrotz,чужий
772,verschieden::A,ezberdin,різний
773,verschieden::A,desberdin,різний
774,nah::A,hurre,близький
775,nah::A,hurbil,близький
776,fern::A,urrun,далекий
777,linker::A,ezker,лівий
778,rechter::A,eskuin,правий
779,anderer::A,beste,інакший
780,erster::A,lehen,перший
781,erster::A,aurren,перший
782,zweiter::A,bigarren,другий
783,dritter::A,hirugarren,третій
784,letzter::A,azken,останній
785,letzter::A,hondar,останній
786,allein::ADV,bakarrik,сам
787,allein::ADV,bakarrik,один
788,auf einmal::ADV,batera,відразу
789,zusammen::ADV,elkarrekin,разом
790,zusammen::ADV,elkarrekin,спільно
791,lange::ADV,luzaro,довго
792,plötzlich::ADV,bat-batean,раптом
793,sofort::ADV,berehala,зараз
794,später::ADV,gero,пізніше
795,jetzt::ADV,orain,тепер
796,heute::ADV,gaur,сьогодні
797,morgen::ADV,bihar,завтра
798,bald::ADV,aurki,незабаром
799,bald::ADV,laster,незабаром
800,dann::ADV,ondoren,потім
801,gestern::ADV,atzo,вчора
802,einst::ADV,antzina,колись
803,damals::ADV,orduan,тоді
804,danach::ADV,gerora,згодом
805,danach::ADV,ondoren,згодом
806,vorher::ADV,lehenago,раніше
807,zuerst::ADV,aurrena,спершу
808,zuerst::ADV,aurrena,спочатку
809,zuerst::ADV,lehenbizi,спершу
810,zuerst::ADV,lehenbizi,спочатку
811,einmal::ADV,behin,один раз
812,einmal::ADV,aldi bat,один раз
813,manchmal::ADV,batzuetan,іноді
814,manchmal::ADV,batzuetan,інколи
815,manchmal::ADV,zenbaitetan,іноді
816,manchmal::ADV,zenbaitetan,інколи
817,oft::ADV,maiz,часто
818,oft::ADV,askotan,часто
819,immer::ADV,beti,завжди
820,niemals::ADV,inoiz ez,ніколи
821,niemals::ADV,sekula ez,ніколи
822,hier::ADV,hemen,тут
823,hierhin::ADV,hona,сюди
824,von hier::ADV,hemendik,звідси
825,von hier::ADV,honetatik,звідси
826,dort::ADV,han,там
827,dorthin::ADV,hara,туди
828,geradeaus::ADV,artez,прямо
829,vorwärts::ADV,aurrera,вперед
830,rückwärts::ADV,atzera,назад
831,rückwärts::ADV,atzerantz,назад
832,zurück::ADV,atzera,назад
