,Concept_ID,te,se
92,Kiefer[Anatomie]::N,దౌడ,вуаллнешш
93,Kehle::N,గొంతు,gealoe
94,Kehle::N,గొంతు,tjåttå
95,Kehle::N,గొంతు,njiello
96,Kehle::N,గొంతు,čotta
97,Kehle::N,గొంతు,čuudâ
98,Kehle::N,గొంతు,čoodd
99,Kehle::N,గొంతు,чонт
100,Kehle::N,గొంతు,кэ̄ҏс
101,Hals::N,మెడ,tjeapohke
102,Hals::N,మెడ,tjiebet
103,Hals::N,మెడ,čeabet
104,Hals::N,మెడ,čiäppát
105,Hals::N,మెడ,čeäppat
106,Hals::N,మెడ,ча̄пэх
107,Genick::N,మూపు,tjovrese
108,Genick::N,మూపు,nisske
109,Genick::N,మూపు,niehkki
110,Genick::N,మూపు,niski
111,Genick::N,మూపు,niek'ki
112,Genick::N,మూపు,nji´šǩǩmaadd
113,Genick::N,మూపు,нышшькмоант
114,Kopf::N,తల,åejjie
115,Kopf::N,తల,oajvve
116,Kopf::N,తల,oaivi
117,Kopf::N,తల,uái'vi
118,Kopf::N,తల,vuei´vv
119,Kopf::N,తల,вуэййв
120,Rücken::N,వెన్ను,rudtje
121,Rücken::N,వెన్ను,hárddo
122,Rücken::N,వెన్ను,tjavelk
123,Rücken::N,వెన్ను,sealgi
124,Rücken::N,వెన్ను,selgi
125,Rücken::N,వెన్ను,čielgi
126,Rücken::N,వెన్ను,seä´lǧǧ
127,Rücken::N,వెన్ను,се̄лльк
128,Bauch::N,కడుపు,tjåejjie
129,Bauch::N,కడుపు,tjoajvve
130,Bauch::N,కడుపు,čoavji
131,Bauch::N,కడుపు,čuáv'ji
132,Bauch::N,కడుపు,čåu´jj
133,Bauch::N,కడుపు,чо̄ввьй
134,Nabel::N,బొడ్డు,naepie
135,Nabel::N,బొడ్డు,náhpe
136,Nabel::N,బొడ్డు,náhpi
137,Nabel::N,బొడ్డు,nääpi
138,Nabel::N,బొడ్డు,nää´pp
139,Nabel::N,బొడ్డు,на̄бпь
140,Busen::N,స్తనము,boenge
141,Busen::N,స్తనము,bållå
142,Busen::N,స్తనము,čižži
143,Busen::N,స్తనము,njamma
144,Busen::N,స్తనము,njižže
145,Busen::N,స్తనము,nje´ǯǯ
146,Busen::N,స్తనము,раннҍт
147,Brust::N,ఱొమ్ము,mïelke
148,Brust::N,ఱొమ్ము,radde
149,Brust::N,ఱొమ్ము,mielgga
150,Brust::N,ఱొమ్ము,raddi
151,Brust::N,ఱొమ్ము,radde
152,Brust::N,ఱొమ్ము,râ´dd
153,Brust::N,ఱొమ్ము,раннҍт
154,Schulter::N,భుజము,åelkie
155,Schulter::N,భుజము,oalgge
156,Schulter::N,భుజము,hárdu
157,Schulter::N,భుజము,ärdee
158,Schulter::N,భుజము,uál'gi
159,Schulter::N,భుజము,a´rddi
160,Schulter::N,భుజము,vuä´lǧǧ
161,Schulter::N,భుజము,вуэллык
162,Arm::N,చేయి,gïete
163,Arm::N,చేయి,giehta
164,Arm::N,చేయి,giehta
165,Arm::N,చేయి,kietâ
166,Arm::N,చేయి,kie'tâkaaṿâ
167,Arm::N,చేయి,ǩiõtt
168,Arm::N,చేయి,кӣдт
169,Ellenbogen::N,మోచేయి,gernjere
170,Ellenbogen::N,మోచేయి,garŋŋel
171,Ellenbogen::N,మోచేయి,gargŋil
172,Ellenbogen::N,మోచేయి,käŋŋir
173,Ellenbogen::N,మోచేయి,kõõnjâr
174,Ellenbogen::N,మోచేయి,карьнэль
175,Hand::N,చేయి,gïete
176,Hand::N,చేయి,giehta
177,Hand::N,చేయి,giehta
178,Hand::N,చేయి,kietâ
179,Hand::N,చేయి,ǩiõtt
180,Hand::N,చేయి,кӣдт
181,Handfläche::N,అరచేయు,gïeten-låapoe
182,Handfläche::N,అరచేయు,giehtavuodo
183,Handfläche::N,అరచేయు,tjårmmåvuodo
184,Handfläche::N,అరచేయు,giehtaloahpu
185,Handfläche::N,అరచేయు,kiämád
186,Handfläche::N,అరచేయు,kuámmir
187,Handfläche::N,అరచేయు,kuä´m'mer
188,Handfläche::N,అరచేయు,ǩiõttǩeä´m'men
189,Handfläche::N,అరచేయు,ко̄а̄ллдэгк
190,Handfläche::N,అరచేయు,кӣдткоалдэгк
191,Finger::N,చేతిప్రేలు,soerme
192,Finger::N,చేతిప్రేలు,tjuvdde
193,Finger::N,చేతిప్రేలు,suorbma
194,Finger::N,చేతిప్రేలు,čuvde
195,Finger::N,చేతిప్రేలు,suor'mâ
196,Finger::N,చేతిప్రేలు,suõrmm
197,Finger::N,చేతిప్రేలు,це̄ххп
198,Fingernagel::N,గోరు,gadtse
199,Fingernagel::N,గోరు,guehpere
200,Fingernagel::N,గోరు,gadtsa
201,Fingernagel::N,గోరు,gazza
202,Fingernagel::N,గోరు,kozzâ
203,Fingernagel::N,గోరు,kõʒʒ
204,Fingernagel::N,గోరు,кэ̄ннц
205,Nagel[Anatomie]::N,గోరు,gadtse
206,Nagel[Anatomie]::N,గోరు,guehpere
207,Nagel[Anatomie]::N,గోరు,gadtsa
208,Nagel[Anatomie]::N,గోరు,gazza
209,Nagel[Anatomie]::N,గోరు,kozzâ
210,Nagel[Anatomie]::N,గోరు,kõʒʒ
211,Nagel[Anatomie]::N,గోరు,кэ̄ннц
212,Zeh::N,కాలిప్రేలు,tjiehtjere
213,Zeh::N,కాలిప్రేలు,juolggetjuvdde
214,Zeh::N,కాలిప్రేలు,juolgesuorbma
215,Zeh::N,కాలిప్రేలు,jyel'gisuor'mâ
216,Zeh::N,కాలిప్రేలు,jue´lǧǧsuõrmm
217,Zeh::N,కాలిప్రేలు,ю̄лльк-це̄һп
218,Fuß::N,అడుగు,juelkie
219,Fuß::N,అడుగు,juolgge
220,Fuß::N,అడుగు,juolgi
221,Fuß::N,అడుగు,jyel'gi
222,Fuß::N,అడుగు,jue´lǧǧ
223,Fuß::N,అడుగు,ла̄бпь
224,Ferse::N,మడమ,båetskie
225,Ferse::N,మడమ,boasske
226,Ferse::N,మడమ,šušmi
227,Ferse::N,మడమ,šušme
228,Ferse::N,మడమ,jue´lǧǧkädd
229,Ferse::N,మడమ,ка̄ннт
230,Knie::N,మోకాలు,boelve
231,Knie::N,మోకాలు,buolvva
232,Knie::N,మోకాలు,čibbi
233,Knie::N,మోకాలు,veaŋki
234,Knie::N,మోకాలు,iidâ
235,Knie::N,మోకాలు,puõlvv
236,Knie::N,మోకాలు,пуллв
237,Oberschenkel::N,తొడ,ruaksja
238,Oberschenkel::N,తొడ,tjibbe
239,Oberschenkel::N,తొడ,gassaváhkká
240,Oberschenkel::N,తొడ,badjeváhkáa
241,Oberschenkel::N,తొడ,čuár'bpeeḷi
242,Oberschenkel::N,తొడ,če´bb
243,Oberschenkel::N,తొడ,чуаррбе̄лль
244,Bein::N,కాలు,juelkie
245,Bein::N,కాలు,juolgge
246,Bein::N,కాలు,juolgi
247,Bein::N,కాలు,jyel'gi
248,Bein::N,కాలు,jue´lǧǧ
249,Bein::N,కాలు,ю̄лльк
250,Körper::N,కాయము,kråahpe
251,Körper::N,కాయము,rumáj
252,Körper::N,కాయము,rumaš
253,Körper::N,కాయము,ruumâš
254,Körper::N,కాయము,rå´pp
255,Körper::N,కాయము,лышшьк
256,Körper::N,కాయము,роаӈӈьк
257,Haut::N,చర్మము,njaltja
258,Haut::N,చర్మము,lijkke
259,Haut::N,చర్మము,tjuobma
260,Haut::N,చర్మము,liiki
261,Haut::N,చర్మము,liške
262,Haut::N,చర్మము,le´šǩǩ
263,Haut::N,చర్మము,лышшьк
264,Blut::N,రక్తము,vïrre
265,Blut::N,రక్తము,maelie
266,Blut::N,రక్తము,varra
267,Blut::N,రక్తము,varra
268,Blut::N,రక్తము,vorrâ
269,Blut::N,రక్తము,võrr
270,Blut::N,రక్తము,вэ̄рр
271,Ader::N,సిర,åerie
272,Ader::N,సిర,aajroe
273,Ader::N,సిర,suodna
274,Ader::N,సిర,varrasuotna
275,Ader::N,సిర,suoṇâ
276,Ader::N,సిర,suõnn
277,Ader::N,సిర,сӯнн
278,Sehne::N,స్నాయువు,soene
279,Sehne::N,స్నాయువు,gåårtenje
280,Sehne::N,స్నాయువు,suodna
281,Sehne::N,స్నాయువు,suotna
282,Sehne::N,స్నాయువు,suoṇâ
283,Sehne::N,స్నాయువు,suõnn
284,Sehne::N,స్నాయువు,сӯнн
285,Knochen::N,ఎముక,måara
286,Knochen::N,ఎముక,måaroe
287,Knochen::N,ఎముక,dákte
288,Knochen::N,ఎముక,dákti
289,Knochen::N,ఎముక,tähti
290,Knochen::N,ఎముక,tä´htt
291,Knochen::N,ఎముక,та̄ххт
292,Knochen::N,ఎముక,та̄ффьт
293,Gehirn::N,మెదడు,aajla
294,Gehirn::N,మెదడు,vuojŋam
295,Gehirn::N,మెదడు,vuoigŋašat
296,Gehirn::N,మెదడు,vuoi'ŋâšeh
297,Gehirn::N,మెదడు,vuo'ivâšneh
298,Gehirn::N,మెదడు,vuõivâšn
299,Gehirn::N,మెదడు,вуэййвэшна
300,Herz::N,హృదయము,vaajmoe
301,Herz::N,హృదయము,tsåhke
302,Herz::N,హృదయము,váibmu
303,Herz::N,హృదయము,váimu
304,Herz::N,హృదయము,čââ´đ
305,Herz::N,హృదయము,кӯттҌк
306,Magen::N,కడుపు,tjåejjie
307,Magen::N,కడుపు,tjoajvve
308,Magen::N,కడుపు,čoavji
309,Magen::N,కడుపు,čuáv'ji
310,Magen::N,కడుపు,čåu´jj
311,Magen::N,కడుపు,чо̄ввьй
312,Leber::N,కాలేయము,mueksie
313,Leber::N,కాలేయము,librre
314,Leber::N,కాలేయము,vuoivvas
315,Leber::N,కాలేయము,vuoivâs
316,Leber::N,కాలేయము,vuõivâs
317,Leber::N,కాలేయము,вуйвас
318,Atem::N,ఉపిరి,voejngehtasse
319,Atem::N,ఉపిరి,båssånis
320,Atem::N,ఉపిరి,vuojŋadahka
321,Atem::N,ఉపిరి,vuoiŋŋahat
322,Atem::N,ఉపిరి,vuo'iŋâstim
323,Atem::N,ఉపిరి,jiõg'g
324,Atem::N,ఉపిరి,вӯйнас
325,Atem::N,ఉపిరి,вӯййнмушш
326,Hunger::N,ఆకలి,nielkie
327,Hunger::N,ఆకలి,nielgge
328,Hunger::N,ఆకలి,nealgi
329,Hunger::N,ఆకలి,nelgi
330,Hunger::N,ఆకలి,neä´lǧǧ
331,Hunger::N,ఆకలి,не̄лльк
332,Träne::N,కన్నీటిచుక్క,gïknjele
333,Träne::N,కన్నీటిచుక్క,ganjál
334,Träne::N,కన్నీటిచుక్క,ganjal
335,Träne::N,కన్నీటిచుక్క,koonjâl
336,Träne::N,కన్నీటిచుక్క,kõõnjâl
337,Träne::N,కన్నీటిచుక్క,кэ̄нял
338,Geschmack::N,రుచి,aelmie
339,Geschmack::N,రుచి,muosse
340,Geschmack::N,రుచి,smáhkka
341,Geschmack::N,రుచి,máhku
342,Geschmack::N,రుచి,smáhkka
343,Geschmack::N,రుచి,mááhu
344,Geschmack::N,రుచి,smakkâ
345,Geschmack::N,రుచి,njõõd
346,Geschmack::N,రుచి,smääkk
347,Geschmack::N,రుచి,ня̄лльк
348,Geruch::N,వాసన,haaje
349,Geruch::N,వాసన,habjja
350,Geruch::N,వాసన,hádja
351,Geruch::N,వాసన,opsâ
352,Geruch::N,వాసన,haajâ
353,Geruch::N,వాసన,õpss
354,Geruch::N,వాసన,haajj
355,Geruch::N,వాసన,апс
356,Geruch::N,వాసన,лэ̄гк
357,Schlaf::N,నిద్ర,nahkerh
358,Schlaf::N,నిద్ర,nager
359,Schlaf::N,నిద్ర,oados
360,Schlaf::N,నిద్ర,nagir
361,Schlaf::N,నిద్ర,naṿer
362,Schlaf::N,నిద్ర,nââ´er
363,Schlaf::N,నిద్ర,нагерь
364,Traum::N,కల,nahkere
365,Traum::N,కల,niehko
366,Traum::N,కల,niehku
367,Traum::N,కల,naṿer
368,Traum::N,కల,nââ´er
369,Traum::N,కల,нагерь
370,Himmel::N,ఆకాశము,elmie
371,Himmel::N,ఆకాశము,almme
372,Himmel::N,ఆకాశము,albmi
373,Himmel::N,ఆకాశము,alme
374,Himmel::N,ఆకాశము,â´lmm
375,Himmel::N,ఆకాశము,алльм
376,Sonne::N,సూర్యుడు,biejjie
377,Sonne::N,సూర్యుడు,bæjvásj
378,Sonne::N,సూర్యుడు,beaivváš
379,Sonne::N,సూర్యుడు,peivi
380,Sonne::N,సూర్యుడు,piäiváš
381,Sonne::N,సూర్యుడు,pei´vv
382,Sonne::N,సూర్యుడు,пе̄ййв
383,Mond::N,చంద్రుడు,aske
384,Mond::N,చంద్రుడు,mánno
385,Mond::N,చంద్రుడు,mánnu
386,Mond::N,చంద్రుడు,máánu
387,Mond::N,చంద్రుడు,mään
388,Mond::N,చంద్రుడు,ма̄нн
389,Stern::N,నక్షత్రము,daasta
390,Stern::N,నక్షత్రము,naestie
391,Stern::N,నక్షత్రము,násste
392,Stern::N,నక్షత్రము,násti
393,Stern::N,నక్షత్రము,täsni
394,Stern::N,నక్షత్రము,tä´snn
395,Stern::N,నక్షత్రము,та̄ссьт
396,Luft::N,గాలి,elmie
397,Luft::N,గాలి,ájmmo
398,Luft::N,గాలి,áibmu
399,Luft::N,గాలి,áimu
400,Luft::N,గాలి,šõŋŋ
401,Luft::N,గాలి,вӯйнас
402,Wind::N,వీచుచున్నగాలి,bïegke
403,Wind::N,వీచుచున్నగాలి,biegga
404,Wind::N,వీచుచున్నగాలి,biegga
405,Wind::N,వీచుచున్నగాలి,pieg'gâ
406,Wind::N,వీచుచున్నగాలి,piõg'g
407,Wind::N,వీచుచున్నగాలి,пӣӈӈк
408,Welle::N,అల,baaroe
409,Welle::N,అల,bárro
410,Welle::N,అల,bárru
411,Welle::N,అల,pááṛu
412,Welle::N,అల,päärr
413,Welle::N,అల,нэ̄ммп
414,Wasser::N,నీరు,tjaetsie
415,Wasser::N,నీరు,tjáhtje
416,Wasser::N,నీరు,čáhci
417,Wasser::N,నీరు,čääci
418,Wasser::N,నీరు,čää´cc
419,Wasser::N,నీరు,ча̄дзь
420,Stein::N,ఱాయి,gierkie
421,Stein::N,ఱాయి,giergge
422,Stein::N,ఱాయి,geađgi
423,Stein::N,ఱాయి,keđgi
424,Stein::N,ఱాయి,ǩeä´dǧǧ
425,Stein::N,ఱాయి,ке̄ддҌк
426,Boden::N,నేల,betnie
427,Boden::N,నేల,ednam
428,Boden::N,నేల,bodni
429,Boden::N,నేల,vuođđu
430,Boden::N,నేల,ponne
431,Boden::N,నేల,vuáđ̣u
432,Boden::N,నేల,vuâđđ
433,Boden::N,నేల,лаввьн
434,Boden::N,నేల,е̄ммьне
435,Erde::N,మన్ను,jåarta
436,Erde::N,మన్ను,mueltie
437,Erde::N,మన్ను,ednam
438,Erde::N,మన్ను,mållde
439,Erde::N,మన్ను,eana
440,Erde::N,మన్ను,eennâm
441,Erde::N,మన్ను,mädd
442,Erde::N,మన్ను,jânnam
443,Erde::N,మన్ను,е̄ммьне
444,Staub::N,దుమ్ము,heblie
445,Staub::N,దుమ్ము,tsumhtsie
446,Staub::N,దుమ్ము,dubme
447,Staub::N,దుమ్ము,dopmu
448,Staub::N,దుమ్ము,kovjâ
449,Staub::N,దుమ్ము,põõ´l
450,Staub::N,దుమ్ము,кэ̄ббьй
451,Rauch::N,పొగ,soeve
452,Rauch::N,పొగ,suovva
453,Rauch::N,పొగ,suovva
454,Rauch::N,పొగ,suoṿâ
455,Rauch::N,పొగ,suõvv
456,Rauch::N,పొగ,сӯвв
457,Funke::N,అగ్నికణము,naestie
458,Funke::N,అగ్నికణము,tjuonam
459,Funke::N,అగ్నికణము,čuotnan
460,Funke::N,అగ్నికణము,čuođâlm
461,Funke::N,అగ్నికణము,iiskâr
462,Funke::N,అగ్నికణము,čuõzzâm
463,Funke::N,అగ్నికణము,чӯссэм
464,Feuer::N,అగ్ని,dålle
465,Feuer::N,అగ్ని,dållå
466,Feuer::N,అగ్ని,dolla
467,Feuer::N,అగ్ని,tullâ
468,Feuer::N,అగ్ని,toll
469,Feuer::N,అగ్ని,то̄лл
470,Licht::N,కాంతి,tjoevke
471,Licht::N,కాంతి,tjuovgga
472,Licht::N,కాంతి,čuovga
473,Licht::N,కాంతి,čuovggas
474,Licht::N,కాంతి,čuoṿâ
475,Licht::N,కాంతి,toll
476,Licht::N,కాంతి,čuõvv
477,Licht::N,కాంతి,то̄лл
478,Schatten::N,నీడ,skugkie
479,Schatten::N,నీడ,soejvene
480,Schatten::N,నీడ,irkes
481,Schatten::N,నీడ,sieges
482,Schatten::N,నీడ,itku
483,Schatten::N,నీడ,suoivâ
484,Schatten::N,నీడ,õõtt
485,Schatten::N,నీడ,ǩeeu´niǩ
486,Schatten::N,నీడ,кывьнэхь
487,Wetter::N,వాతావరణ స్థితి,vïerhtse
488,Wetter::N,వాతావరణ స్థితి,dálkke
489,Wetter::N,వాతావరణ స్థితి,dálki
490,Wetter::N,వాతావరణ స్థితి,šoŋŋâ
491,Wetter::N,వాతావరణ స్థితి,šõŋŋ
492,Wetter::N,వాతావరణ స్థితి,шэ̄ӈӈ
493,Nebel::N,పొగమంచు,såavla
494,Nebel::N,పొగమంచు,mearhka
495,Nebel::N,పొగమంచు,murkko
496,Nebel::N,పొగమంచు,mierkká
497,Nebel::N,పొగమంచు,mierká
498,Nebel::N,పొగమంచు,miär'kká
499,Nebel::N,పొగమంచు,oṃo
500,Nebel::N,పొగమంచు,sue´lnn
501,Nebel::N,పొగమంచు,цӣгк
502,Nebel::N,పొగమంచు,сулльн
503,Wolke::N,మేఘము,balve
504,Wolke::N,మేఘము,balvva
505,Wolke::N,మేఘము,balva
506,Wolke::N,మేఘము,polvâ
507,Wolke::N,మేఘము,põlvv
508,Wolke::N,మేఘము,пэллв
509,Regen::N,వాన,ebrie
510,Regen::N,వాన,harvve
511,Regen::N,వాన,arvi
512,Regen::N,వాన,arve
513,Regen::N,వాన,â´brr
514,Regen::N,వాన,аббьр
515,Schnee::N,హిమము,lopme
516,Schnee::N,హిమము,moehtege
517,Schnee::N,హిమము,muohta
518,Schnee::N,హిమము,muohta
519,Schnee::N,హిమము,muotâ
520,Schnee::N,హిమము,muõtt
521,Schnee::N,హిమము,вэ̄дз
522,Schnee::N,హిమము,куэллт
523,Eis::N,మంచుగడ్డ,jïenge
524,Eis::N,మంచుగడ్డ,jiegŋa
525,Eis::N,మంచుగడ్డ,jiekŋa
526,Eis::N,మంచుగడ్డ,jieŋ̣â
527,Eis::N,మంచుగడ్డ,jiõŋŋ
528,Eis::N,మంచుగడ్డ,ӣӈӈ
529,Frost::N,పేరిన మంచు,baajkoe
530,Frost::N,పేరిన మంచు,tjoasskem
531,Frost::N,పేరిన మంచు,buolaš
532,Frost::N,పేరిన మంచు,puolâš
533,Frost::N,పేరిన మంచు,puõlâš
534,Frost::N,పేరిన మంచు,мӯнь
535,Kälte::N,చలి,jueskie
536,Kälte::N,చలి,tjåetskeme
537,Kälte::N,చలి,tjoasskem
538,Kälte::N,చలి,čoaskin
539,Kälte::N,చలి,ko'lmâsvuotâ
540,Kälte::N,చలి,ijss
541,Kälte::N,చలి,čuä´cǩǩem
542,Kälte::N,చలి,tuârggnjõs
543,Kälte::N,చలి,кэ̄лмас
544,Hitze::N,వేడిమి,baahke
545,Hitze::N,వేడిమి,báhkka
546,Hitze::N,వేడిమి,báhkka
547,Hitze::N,వేడిమి,pakkâ
548,Hitze::N,వేడిమి,kuṃe
549,Hitze::N,వేడిమి,paašt
550,Hitze::N,వేడిమి,жоарр
551,Raureif::N,మంచు,jyjse
552,Raureif::N,మంచు,ridne
553,Raureif::N,మంచు,goarre
554,Raureif::N,మంచు,ritni
555,Raureif::N,మంచు,suhči
556,Raureif::N,మంచు,riṇe
557,Raureif::N,మంచు,ай
558,Regenbogen::N,ఇంద్రధనుస్సు,aatjan goengere
559,Regenbogen::N,ఇంద్రధనుస్సు,aatjan joekse
560,Regenbogen::N,ఇంద్రధనుస్సు,ádjájuoksa
561,Regenbogen::N,ఇంద్రధనుస్సు,arvedávgi
562,Regenbogen::N,ఇంద్రధనుస్సు,bajándávgi
563,Regenbogen::N,ఇంద్రధనుస్సు,äijihtävgi
564,Regenbogen::N,ఇంద్రధనుస్సు,teârmmazjohss
565,Regenbogen::N,ఇంద్రధనుస్సు,тӣрмесью̄ккс
566,Donner::N,ఉరుము,raejrie
567,Donner::N,ఉరుము,átjek
568,Donner::N,ఉరుము,átjárájdde
569,Donner::N,ఉరుము,áddjá
570,Donner::N,ఉరుము,baján
571,Donner::N,ఉరుము,juuṛâ
572,Donner::N,ఉరుము,tie´rmes
573,Donner::N,ఉరుము,тӣрмесь
574,Donner::N,ఉరుము,ча̄ркнэгк
575,Strömung::N,ప్రవాహము,njuvvie
576,Strömung::N,ప్రవాహము,ájggedáhpe
577,Strömung::N,ప్రవాహము,rávdnji
578,Strömung::N,ప్రవాహము,virde
579,Strömung::N,ప్రవాహము,ve´rdd
580,Strömung::N,ప్రవాహము,выррьт
581,Tropfen::N,చుక్క,gåajhkohts
582,Tropfen::N,చుక్క,gåjkudis
583,Tropfen::N,చుక్క,goaikkanas
584,Tropfen::N,చుక్క,čalme
585,Tropfen::N,చుక్క,čâ´lmm
586,Tropfen::N,చుక్క,ча̄лльм
587,Schaum::N,నురుగు,sapte
588,Schaum::N,నురుగు,såpptå
589,Schaum::N,నురుగు,sokta
590,Schaum::N,నురుగు,suptâ
591,Schaum::N,నురుగు,soptt
592,Schaum::N,నురుగు,со̄ппт
593,Schmutz::N,మైల,haaskoe
594,Schmutz::N,మైల,duolvva
595,Schmutz::N,మైల,duolva
596,Schmutz::N,మైల,durdi
597,Schmutz::N,మైల,stänži
598,Schmutz::N,మైల,sähss
599,Schmutz::N,మైల,са̄ккьс
600,Schmutz::N,మైల,не̄шшь
601,See::N,సరస్సు,jaevrie
602,See::N,సరస్సు,jávrre
603,See::N,సరస్సు,jávri
604,See::N,సరస్సు,jävri
605,See::N,సరస్సు,jâu´rr
606,See::N,సరస్సు,я̄ввьр
607,Sumpf::N,చిత్తడినేల,pluevie
608,Sumpf::N,చిత్తడినేల,áhpe
609,Sumpf::N,చిత్తడినేల,sæmssa
610,Sumpf::N,చిత్తడినేల,jeaggi
611,Sumpf::N,చిత్తడినేల,jeggi
612,Sumpf::N,చిత్తడినేల,jeä´ǧ'ǧ
613,Sumpf::N,చిత్తడినేల,ла̄ммьп
614,Moor::N,చిత్తడినేల,pluevie
615,Moor::N,చిత్తడినేల,jiegge
616,Moor::N,చిత్తడినేల,suotnju
617,Moor::N,చిత్తడినేల,karrii
618,Moor::N,చిత్తడినేల,kä´rev
619,Moor::N,చిత్తడినేల,veättaǩ
620,Moor::N,చిత్తడినేల,ла̄ммьп
621,Wiese::N,పచ్చిక బయలు,ïentje
622,Wiese::N,పచ్చిక బయలు,giedde
623,Wiese::N,పచ్చిక బయలు,gieddi
624,Wiese::N,పచ్చిక బయలు,nijtto
625,Wiese::N,పచ్చిక బయలు,пуэшенҍ
626,Wald::N,అడవి,skåake
627,Wald::N,అడవి,skåajje
628,Wald::N,అడవి,miehtsie
629,Wald::N,అడవి,vuovdde
630,Wald::N,అడవి,miehttse
631,Wald::N,అడవి,vuovdi
632,Wald::N,అడవి,meahcci
633,Wald::N,అడవి,mecci
634,Wald::N,అడవి,vyemi
635,Wald::N,అడవి,vue´mm
636,Wald::N,అడవి,meä´c'c
637,Wald::N,అడవి,ля̄ммт
638,Hügel::N,చివ్నకొండ,deava
639,Hügel::N,చివ్నకొండ,dievvá
640,Hügel::N,చివ్నకొండ,dievvá
641,Hügel::N,చివ్నకొండ,čummâ
642,Hügel::N,చివ్నకొండ,pä´rcc
643,Hügel::N,చివ్నకొండ,teä´rmm
644,Hügel::N,చివ్నకొండ,ка̄ннҌт
645,Anhöhe::N,కొండ,deava
