,Concept_ID,en,kv
839,abfahren::V,depart,иньдӧтчыны
840,abfahren::V,depart,мунны
841,anhalten::V,stop,сувтны
842,hineingehen::V,go in,пырны
843,eintreten::V,enter,пырны
844,kommen::V,come,локны
845,ankommen::V,arrive,локны
846,zurückkommen::V,come back,бертны
847,zurückkommen::V,come back,панӧвтсьыны
848,bleiben::V,stay,кольччыны
849,warten::V,wait,видзчисьны
850,erwarten::V,wait for,видзчисьны
851,suchen::V,seek,кошшыны
852,suchen::V,look for,кошшыны
853,finden::V,find,адззыны
854,versuchen::V,try,пондыны
855,versuchen::V,try,пондӧтны
856,vorbereiten::V,prepare,лӧсьӧтны
857,lieben::V,love,милуйтны
858,mögen::V,like,радейтны
859,lachen::V,laugh,серавны
860,rühren::V,move,сьӧлӧм вӧрзьӧтны
861,weinen::V,weep,горзыны
862,schimpfen::V,grumble,видчыны
863,sich ärgern::V,be annoyed,лёкавны
864,sich fürchten::V,be afraid,повны
865,fürchten::V,be afraid of,повны
866,fliehen::V,flee,пышшыны
867,flüchten::V,escape,пышшыны
868,sehen::V,see,адззыны
869,anschauen::V,look at,видзӧтны
870,ansehen::V,watch,видзӧтны
871,hören::V,hear,кывны
872,zuhören::V,listen,кывзыны
873,probieren::V,taste,пешлыны
874,riechen::V,smell,дукавны
875,fühlen::V,feel,кывны
876,scheinen::V,seem,декуйтчыны
877,zu sehen sein::V,show,тыдавны
878,vernehmen::V,hear,тӧдмавны
879,frieren::V,be cold,гегдыны
880,tun::V,do,керны
881,können::V,can,вермыны
882,wollen::V,want,мӧдны
883,anfangen::V,start,петны
884,beenden::V,finish,ештӧтны
885,beenden::V,finish,керыштны
886,aufhören::V,stop,дугдыны
887,gelingen::V,succeed,шогмыны
888,geraten::V,turn out,мыччисьны
889,öffnen::V,open,осьтны
890,schließen::V,close,пӧднавны
891,stellen::V,put,сувтӧтны
892,setzen::V,place,пуксьӧтны
893,legen::V,lay,пуктыны
894,berühren::V,touch,вӧрзьӧтны
895,verbinden::V,connect,йитны
896,bedecken::V,cover,вевттьыны
897,aufhängen::V,hang up,ӧшӧтны
898,anzünden::V,light,ӧзтыны
899,aufheben::V,pick up,лэбтыны
900,zurücklassen::V,leave,кольны
901,verlieren::V,lose,ӧштыны
902,fallen lassen::V,drop,уськӧтны
903,machen::V,make,керны
904,herstellen::V,produce,вӧчны
905,bauen::V,build,строитны
906,reparieren::V,mend,вочны
907,verbessern::V,improve,бурсьӧтны
908,ändern::V,alter,вежны
909,graben::V,dig,гарйыны
910,beugen::V,bow,кусіньтны
911,biegen::V,bend,чукыльтыштны
912,drehen::V,spin,бергӧтны
913,wenden::V,turn,бергӧтны
914,umdrehen::V,turn around,бергӧтны
915,heben::V,raise,лэбтыны
916,hochheben::V,lift,лэбтыны
917,ergreifen::V,seize,кватитны
918,halten::V,hold,видзны
919,drücken::V,press,личкыны
920,schieben::V,push,тойлавны
921,kratzen::V,scrape,шаркӧтны
922,lecken::V,lick,нювны
923,beißen::V,bite,йирны
924,abreißen::V,tear off,орӧтны
925,abschneiden::V,cut off,шӧрыштны
926,abschneiden::V,cut off,вундыштны
927,binden::V,tie,гӧрдззыны
928,stecken::V,stick,мӧртны
929,brechen::V,break,жугдыны
930,klopfen::V,knock,зукӧтны
931,hauen::V,hit,желльыны
932,kleben::V,glue,лякӧтны
933,reiben::V,rub,зыртны
934,streichen::V,spread,мавтны
935,schleifen::V,grind,кыскыны
936,schneiden::V,cut,вундавны
937,rütteln::V,jolt,шатлавны
938,schütteln::V,shake,зыбӧтны
939,schwenken::V,swing,ӧвтны
940,schwenken::V,swing,макайтны
941,schütten::V,pour,кисьтны
942,füllen::V,fill,тыртны
943,füllen::V,fill,тырсьӧтны
944,einwickeln::V,wrap,тубны
945,tragen::V,carry,новйӧтны
946,schleppen::V,drag,кыскыны
947,ziehen::V,pull,кыскыны
948,aufbewahren::V,keep,видзны
949,werfen::V,throw,шентывлыны
950,fangen::V,catch,кутны
951,packen::V,grab,кутасьны
952,packen::V,grab,кватитны
953,verstecken::V,hide,дзебны
954,teilen::V,divide,торйӧтны
955,schicken::V,send,иньдыны
956,bringen::V,bring,вайны
957,hinzufügen::V,add,содтыны
958,bekommen::V,get,получитны
959,erhalten::V,receive,получитны
960,nehmen::V,take,босьтны
961,wählen::V,choose,бӧрйыны
962,auswählen::V,select,бӧрйыны
963,bewahren::V,preserve,видзны
964,behindern::V,hinder,падтыны
965,verderben::V,spoil,изводавны
966,beschädigen::V,damage,паздыны
967,zerbrechen::V,break,паздыны
968,zerreißen::V,tear,косявны
969,zerstören::V,destroy,паздыны
970,verbrennen::V,burn,сотны
971,geben::V,give,сетны
972,reichen::V,hand,сетны
973,schenken::V,give,козьнавны
974,versprechen::V,promise,кӧсйыны
975,wünschen::V,wish,бурсьыны
976,loben::V,praise,ошкыны
977,küssen::V,kiss,окавны
978,wiegen::V,rock,тюттьӧтны
979,zudecken::V,cover,вевттьыны
980,wecken::V,wake,саймӧтны
981,zeigen::V,show,мыччавны
982,führen::V,guide,нуӧтны
983,lehren::V,teach,велӧтны
984,unterrichten::V,instruct,велӧтны
985,aufziehen::V,bring up,быдтыны
986,leiten::V,lead,юравны
987,leiten::V,lead,веськӧтлыны
988,antreiben::V,urge,тэрмӧтны
989,lassen::V,let,-ӧтыны
990,einladen::V,invite,корны
991,vereinigen::V,unite,ӧтувтны
992,vereinigen::V,unite,ӧтлаавны
993,besuchen::V,visit,пыравлыны
994,treffen::V,meet,пантавны
995,sich versammeln::V,assemble,ӧксьыны
996,spielen::V,play,орсны
997,singen::V,sing,сьывны
998,tanzen::V,dance,йӧктыны
999,sich trennen::V,separate,торьясьны
1000,verlassen::V,leave,кольны
1001,retten::V,rescue,мынтны
1002,bewachen::V,guard,смекайтны
1003,schützen::V,protect,дорйыны
1004,verteidigen::V,defend,дорйыны
1005,sich schlagen::V,brawl,тышкасьны
1006,schießen::V,shoot,лыйны
1007,siegen::V,win,вермыны
1008,ärgern::V,annoy,лӧгӧтны
1009,schlagen::V,beat,базнитны
1010,treten::V,kick,чужьявны
1011,stechen::V,sting,бытшкыны
1012,stoßen::V,shove,тапкыны
1013,stoßen::V,shove,тойыштны
1014,stehlen::V,steal,гусявны
1015,stören::V,disturb,костіавны
1016,belästigen::V,bother,назыляйтны
1017,verbergen::V,conceal,дзебны
1018,täuschen::V,deceive,бӧбӧтны
1019,täuschen::V,deceive,пӧрьявны
1020,betrügen::V,cheat,муклачитны
1021,töten::V,kill,вийны
1022,wohnen::V,dwell,овны
1023,arbeiten::V,work,уджавны
1024,sammeln::V,gather,ӧктыны
1025,pflücken::V,pick,судзлавны
1026,jagen::V,hunt,вӧравны
1027,fischen::V,fish,чериавны
1028,fassen::V,catch,кутны
1029,hüten::V,herd,вердны
1030,hüten::V,herd,йирсьӧтны
1031,treiben::V,drive,вашӧтны
1032,anbinden::V,tie up,кӧртавны
1033,füttern::V,feed,вердны
1034,melken::V,milk,высьтыны
1035,melken::V,milk,чилькӧтны
1036,hacken::V,chop,керавны
1037,gießen::V,water,киськавны
1038,reifen::V,ripen,кисьмыны
1039,zubereiten::V,cook,лӧсьӧтны
1040,kochen::V,boil,пуны
1041,backen::V,bake,пӧжавны
1042,braten::V,fry,жаритны
1043,umrühren::V,stir,соравны
1044,stricken::V,knit,домавны
1045,nähen::V,sew,вурны
1046,färben::V,dye,краситны
1047,reinigen::V,clean,весӧтны
1048,waschen::V,wash,пеславны
1049,abwischen::V,wipe,чышкыны
1050,spülen::V,rinse,гывьявны
1051,fegen::V,sweep,чышкыны
1052,kehren::V,sweep,чышкыны
1053,baden::V,bath,купайтчыны 
1054,sich waschen::V,wash,миссьыны
1055,ausziehen::V,take off,гыжтӧтны
1056,ausziehen::V,take off,пӧрччавны
1057,anziehen::V,put on,пасьтавны
1058,sich anziehen::V,get dressed,пасьтасьны
1059,kämmen::V,comb,сынавны
1060,schmücken::V,decorate,баситны
1061,sagen::V,say,висьтавны
1062,sprechen::V,speak,шуны
1063,reden::V,talk,баитны
1064,sich unterhalten::V,chat,сёрнитны
1065,fragen::V,ask,юавны
1066,bitten::V,request,корны
1067,erzählen::V,tell,висьтавны
1068,mitteilen::V,convey,висьтавны
1069,nennen::V,name,нимтны
1070,rufen::V,call,китсавны
1071,rufen::V,call,корны
1072,rufen::V,call,чукӧстны
1073,prahlen::V,brag,ошшасьны
1074,übersetzen::V,translate,вуджӧтны
1075,denken::V,think,чайтны
1076,glauben::V,believe,веритны
1077,bemerken::V,notice,казявны
1078,erkennen::V,recognize,тӧдсавны
1079,begreifen::V,grasp,вежӧртны
1080,verstehen::V,understand,кывны
1081,lernen::V,learn,велӧтчыны
1082,wissen::V,know,тӧдны
1083,sich erinnern an::V,remember,касьтывны
1084,vergessen::V,forget,вунӧтны
1085,messen::V,measure,меряйтны
1086,zählen::V,count,лыддьыны
1087,rechnen::V,calculate,лыддьыны
1088,lesen::V,read,лыддьӧтны
1089,malen::V,paint,
1090,zeichnen::V,draw,гижмавны
1091,schreiben::V,write,гижны
1092,besitzen::V,own,лоны
1093,kaufen::V,buy,небны
1094,verkaufen::V,sell,вузавны
1095,bezahlen::V,pay for,вештыны
1096,zahlen::V,pay,вештыны
1097,beherrschen::V,rule,
1098,ertragen::V,endure,терпитны
