,Concept_ID,ab,da
752,zwei::NUM,ҩба,to
753,drei::NUM,хҕа,tre
754,vier::NUM,ҕшьба,fire
755,fünf::NUM,хəба,fem
756,sechs::NUM,фба,seks
757,sieben::NUM,Бжьба,syv
758,acht::NUM,ааба,otte
759,neun::NUM,жәба,ni
760,zehn::NUM,жәаба,ti
761,elf::NUM,жәеизатәи,elleve
762,zwölf::NUM,жәаҩа,tolv
763,zwanzig::NUM,ҩажәа,tyve
764,dreißig::NUM,ҩажәижәабатәи,tredive
765,vierzig::NUM,ҩынҩажәа,fyrre
766,vierzig::NUM,ҩынҩажәа,fyrretyve
767,fünfzig::NUM,ҩынҩажәеижәаба,halvtreds
768,sechzig::NUM,хынҩажәа,tres
769,siebzig::NUM,хынҩажәижәаба,halvfjerds
770,achtzig::NUM,ҕшьынҩажәа,firs
771,neunzig::NUM,ҕшьынҩажәижәаба,halvfems
772,hundert::NUM,шәкы,hundrede
773,tausend::NUM,зқьы,tusind
774,und::CNJ,-и,og
775,oder::CNJ,ма,eller
776,stehen::V,агылазаара,stå
777,sitzen::V,атəара,sidde
778,sitzen::V,атəа(заа)ра,sidde
779,liegen::V,аиара,ligge
780,hängen::V,акнаҳара,hænge
781,werden::V,аҟалара,blive
782,passieren::V,аҟалара,ske
783,passieren::V,аҟалара,hænde
784,beginnen::V,алагара,begynde
785,enden::V,алгара,ende
786,wechseln::V,аҽыҧсахра,veksle
787,aufgehen[Sonne]::V,агылара,gå op
788,aufgehen[Sonne]::V,агылара,stå op
789,aufgehen[Sonne]::V,ахашлара,gå op
790,aufgehen[Sonne]::V,ахашлара,stå op
791,aufgehen[Sonne]::V,аҩаҵхахара,gå op
792,aufgehen[Sonne]::V,аҩаҵхахара,stå op
793,untergehen[Sonne]::V,аҭашəара,gå ned
794,scheinen[Sonne]::V,акаҧхара,skinne
795,donnern::V,адыдра,tordne
796,wehen::V,асра,blæse
797,strömen::V,акаҭəара,strømme
798,fließen::V,ацара,flyde
799,sich drehen::V,ахагьежьра,dreje sig
800,schwanken::V,аҵысра,vakle
801,schwingen::V,ахызазара,svinge
802,schwingen::V,акьаандара,svinge
803,fallen::V,акаҳара,falde
804,brennen::V,абылра,brænde
805,rauchen::V,ахылҵра,ryge
806,regnen::V,аура,regne
807,gefrieren::V,аҵаара,fryse
808,tauen::V,аӡҭра,tø
809,schmelzen::V,ақəӡыҭра,smelte
810,schmelzen::V,аҭəара,smelte
811,trocknen::V,абара,tørre
812,sieden::V,ашра,koge
813,faulen::V,абаара,rådne
814,verfaulen::V,абаара,rådne
815,verfaulen::V,аилашра,rådne
816,reißen::V,аҧжəара,briste
817,versinken::V,аӡааҟəрылара,synke
818,versinken::V,аӡааҟəрылара,synke ned
819,vergehen::V,ацара,forløbe
820,erscheinen::V,ацəырҵра,vise sig
821,verschwinden::V,аҵашəкəара,forsvinde
822,sinken::V,атəара,synke
823,sinken::V,алаҟəра,synke
824,abnehmen::V,ацӡаара,aftage
825,abnehmen::V,аиҵалара,aftage
826,zunehmen::V,аҽырҭбаара,tiltage
827,zunehmen::V,аиҵыҵра,tiltage
828,zunehmen::V,арацəахара,tiltage
829,steigen::V,азҳара,stige
830,steigen::V,ашьҭыҵра,stige
831,steigen::V,адухара,stige
832,steigen::V,ацлара,stige
833,wachsen::V,азҳара,gro
834,wachsen::V,азҳара,vokse
835,glänzen::V,ацыр-цырра,glinse
836,glänzen::V,ацыҩ-цыҩра,glinse
837,glänzen::V,аказказра,glinse
838,funkeln::V,ашап-шапра,tindre
839,funkeln::V,ацым-цымра,tindre
840,lärmen::V,ашьҭыбжьгара,larme
841,lärmen::V,аҕьҕьаҳәа аилалара,larme
842,läuten::V,аҵəҵəасра,ringe
843,klingeln::V,аҵəҵəасра,ringe
844,klirren::V,ахьархьарра,klirre
845,klirren::V,архьархьарра,klirre
846,brausen::V,аилаҽҽара,bruse
847,brausen::V,еилашуера,bruse
848,klingen::V,агара,lyde
849,klingen::V,агара,klinge
850,klingen::V,ашьҭыбжь гара,lyde
851,klingen::V,ашьҭыбжь гара,klinge
852,bellen::V,ашра,gø
853,heulen::V,ауура,hyle
854,blasen::V,аҭəҳəара,blæse
855,pfeifen::V,ашəшəра,fløjte
856,schreien::V,аҳəҳəара,skrige
857,schreien::V,ахəаара,skrige
858,schreien::V,аҟаара,skrige
859,stöhnen::V,ақьра,stønne
860,zittern::V,аҵыс-ҵысра,dirre
861,zittern::V,аҵыс-ҵысра,skælve
862,leben::V,аҟазаара,leve
863,geboren werden::V,Аира,fødes
864,atmen::V,аҕсыҕ лагаҩагара,ånde
865,trinken::V,ажəра,drikke
866,essen::V,акрыфара,spise
867,schlucken::V,албаадара,synke
868,müde werden::V,ааҕсара,blive træt
869,einschlafen::V,ацəара,falde i søvn
870,schlafen::V,ацəазаара,sove
871,aufwachen::V,аҿыхара,vågne
872,aufstehen::V,Агəылҵра,stå op
873,sich erholen::V,аҧсшьара,komme sig
874,krank werden::V,ачмазаҩхара,blive syg
875,krank sein::V,аҳəарҧсарра,være syg
876,schmerzen::V,ахьра,smerte
877,husten::V,аимҳәара,hoste
878,genesen::V,абзиахара,komme sig
879,genesen::V,аӷəӷəахара,komme sig
880,sterben::V,аҧсра,dø
881,umkommen::V,аҭахара,omkomme
882,sich bewegen::V,аиҭаҵра,bevæge sig
883,sich rühren::V,ақəацара,røre på sig
884,sich erheben::V,аҩагылара,rejse sig
885,sich setzen::V,атəара,sætte sig
886,hinfallen::V,акаҳара,
887,laufen::V,аныҟəара,løbe
888,schreiten::V,ашьаҿа еихгара,skride
889,spazierengehen::V,анеи-ааира,gå en tur
890,eilen::V,аццакра,ile
891,sich beeilen::V,аццакра,skynde sig
892,sausen::V,аҧырра,suse
893,sausen::V,иҭрысны,suse
894,sausen::V,ишьҭҟьаны ацара,suse
895,rennen::V,аҩра,løbe
896,rennen::V,аҩра,rende
897,springen::V,аҧара,hoppe
898,springen::V,аҧара,springe
899,klettern::V,ақəлара,klatre
900,schaukeln::V,аҟəараҟəанҽара,gynge
901,kriechen::V,аҳəазара,krybe
902,schwimmen::V,аӡсара,svømme
903,tauchen::V,ахəӡааҵəира,dykke
904,rudern::V,аҵшьра,ro
905,fahren::V,акала,køre
906,fliegen::V,аҧырра,flyve
907,gehen::V,аиҭаҵра,gå
908,weggehen::V,ацара,gå bort
909,abfahren::V,адəықəлара,køre bort
910,abfahren::V,ацара,køre bort
911,anhalten::V,ааныргылара,standse
912,hineingehen::V,аҭалара,gå ind
913,eintreten::V,аҩналара,træde ind
914,kommen::V,аара,komme
915,kommen::V,ааира,komme
916,ankommen::V,ааира,ankomme
917,ankommen::V,аара,ankomme
918,ankommen::V,анеира,ankomme
919,zurückkommen::V,азыхынҳəра,komme tilbage
920,bleiben::V,аанхара,blive
921,bleiben::V,аанхара,forblive
922,bleiben::V,анхара,blive
923,bleiben::V,анхара,forblive
924,bleiben::V,аангылара,blive
925,bleiben::V,аангылара,forblive
926,warten::V,азҧшзаара,vente
927,erwarten::V,азҧшра,vente
928,erwarten::V,азҧшра,afvente
929,suchen::V,ашьҭазаара,søge
930,finden::V,аҧшаара,finde
931,versuchen::V,аҽазкра,forsøge
932,vorbereiten::V,армазеира,forberede
933,lieben::V,абзиабара,elske
934,mögen::V,агəаҧхара,holde af
935,mögen::V,агəаҧхара,kunne lide
936,lachen::V,аччара,le
937,rühren::V,арҵəуара,røre
938,weinen::V,аҵəуара,græde
939,schimpfen::V,ацəҳара,skænde
940,sich ärgern::V,агəаара,ærgre sig
941,sich fürchten::V,аӡыӡара,være bange
942,fürchten::V,ацəшəара,være bange for
943,fliehen::V,абналара,flygte
944,fliehen::V,ацəцара,flygte
945,flüchten::V,абналара,flygte
946,flüchten::V,ацəцара,flygte
947,sehen::V,абара,se
948,anschauen::V,ахəаҧшра,se på
949,anschauen::V,ахəаҧшра,betragte
950,ansehen::V,ахəаҧшра,anse
951,hören::V,аҳара,høre
952,zuhören::V,азыӡырҩра,høre til
953,probieren::V,аҧышəара,smage
954,probieren::V,аҧышəара,smage på
955,riechen::V,афыҩра,lugte
956,fühlen::V,анырра,føle
957,fühlen::V,ацәакырра,føle
958,scheinen::V,шәа,synes
959,scheinen::V,аацәырҵа,synes
960,vernehmen::V,аҳара,erfare
961,frieren::V,ашəра,fryse
962,frieren::V,аҵаара,fryse
963,tun::V,аҟаҵара,gøre
964,können::V,алшара,kunne
965,wollen::V,аҭахра,ville
966,anfangen::V,алагара,begynde
967,beenden::V,алгара,afslutte
968,aufhören::V,аҟəыҵра,ophøre
969,aufhören::V,аҟəыҵра,holde op
970,gelingen::V,аура,lykkes
971,gelingen::V,аманшəалахара,lykkes
972,gelingen::V,алҵра,lykkes
973,geraten::V,нзаарын,blive
974,öffnen::V,аартра,åbne
975,schließen::V,аркра,lukke
976,stellen::V,аргылара,stille
977,setzen::V,артəара,sætte
978,legen::V,ақəҵара,lægge
979,berühren::V,акьысра,berøre
980,berühren::V,алакьысра,berøre
981,verbinden::V,аҿаҳəара,forbinde
982,bedecken::V,ақəршəра,dække
983,bedecken::V,ақəршəра,bedække
984,aufhängen::V,акнаҳара,hænge
985,aufhängen::V,акнаҳара,hænge op
986,anzünden::V,аркра,tænde
987,anzünden::V,аркра,antænde
988,aufheben::V,ашьҭыхра,løfte
989,aufheben::V,ашьҭыхра,tage op
990,zurücklassen::V,аныжьра,lade tilbage
991,verlieren::V,ацəыӡра,miste
992,fallen lassen::V,ацəкаҳара,tabe
993,fallen lassen::V,ацəкаҳара,droppe
994,machen::V,ачаҧара,gøre
995,herstellen::V,аиҵдара,fremstille
996,bauen::V,аргылара,bygge
997,reparieren::V,арҽеира,reparere
998,verbessern::V,аиҕьтəра,rette
999,verbessern::V,аиҕьтəра,forbedre
1000,ändern::V,аҧсахра,ændre
1001,graben::V,ажра,grave
1002,beugen::V,арҟəра,bøje
1003,beugen::V,архəара,bøje
1004,biegen::V,арҟəра,bøje
1005,biegen::V,архəара,bøje
1006,drehen::V,аргьежьра,dreje
1007,umdrehen::V,аарҳәра,dreje om
1008,heben::V,аҩахара,hæve
1009,heben::V,араҳара,hæve
1010,hochheben::V,ахагалара,løfte
1011,hochheben::V,ашьҭҳəара,løfte
1012,halten::V,акра,holde
1013,drücken::V,ақəрӷəӷəара,trykke
1014,schieben::V,аҵгəара,skyde
1015,schieben::V,аҵгəара,skubbe
1016,schieben::V,агəара,skyde
1017,schieben::V,агəара,skubbe
1018,kratzen::V,ацəҟьара,klø
1019,kratzen::V,ацəҟьара,kradse
1020,lecken::V,арбзара,slikke
1021,beißen::V,ацҳара,bide
1022,abreißen::V,амжəара,rive af
1023,abschneiden::V,ахҵəара,skære af
1024,abschneiden::V,аҿахҵəара,skære af
1025,binden::V,аҿаҳəара,binde
1026,stecken::V,алаҵара,stikke
1027,brechen::V,аҧҵəара,brække
1028,klopfen::V,асра,banke
1029,hauen::V,ақəкшара,hugge
1030,kleben::V,аҷабра,klistre
1031,reiben::V,арҟəыҷра,gnide
1032,streichen::V,ахьшьра,smøre
1033,schleifen::V,ахра,slibe
1034,schneiden::V,аҧҟара,skære
1035,schneiden::V,аҧҟара,klippe
1036,rütteln::V,арҵысра,ruske
1037,schütteln::V,аршəшəара,ryste
1038,schwenken::V,аҟьара,svinge
1039,schütten::V,аҭаҭəара,hælde
1040,füllen::V,арҭəра,fylde
1041,einwickeln::V,алаҳəара,pakke ind
1042,tragen::V,аҩагара,bære
1043,schleppen::V,арҳəазара,slæbe
1044,ziehen::V,ахара,trække
1045,aufbewahren::V,аҵəахра,opbevare
1046,werfen::V,аршəра,kaste
1047,fangen::V,акра,fange
1048,packen::V,анкра,gribe
1049,packen::V,аҵкаара,gribe
1050,verstecken::V,аҵəахра,gemme
1051,teilen::V,ашара,dele
1052,schicken::V,ашьҭра,sende
1053,bringen::V,аагара,bringe
1054,hinzufügen::V,ацҵара,tilføje
1055,bekommen::V,аҧшаара,få
1056,bekommen::V,архиара,få
1057,bekommen::V,аура,få
1058,erhalten::V,аиура,få
1059,nehmen::V,агара,tage
1060,wählen::V,алҧшаара,vælge
1061,auswählen::V,алхра,udvælge
1062,behindern::V,аҧырхагахара,hindre
1063,behindern::V,аҧырхагахара,forhindre
1064,verderben::V,алгара,ødelægge
1065,verderben::V,абжьыхра,ødelægge
1066,verderben::V,аҧхасҭатəра,ødelægge
1067,beschädigen::V,аҧхасҭатəра,beskadige
1068,zerbrechen::V,аҧҽра,brække itu
1069,zerreißen::V,аҧжəара,rive itu
1070,zerstören::V,аилаҧыххаара,ødelægge
1071,verbrennen::V,абылра,brænde
1072,geben::V,аҭара,give
1073,reichen::V,аҭара,række
1074,schenken::V,аҩгара,forære
1075,versprechen::V,ақəргəыӷра,love
1076,loben::V,арҽхəара,rose
1077,küssen::V,агəӡра,kysse
1078,zudecken::V,аҵахҩара,dække til
1079,zudecken::V,ақəршəра,dække til
1080,wecken::V,арҿыхара,vække
1081,zeigen::V,арбара,vise
1082,führen::V,аныҟəгара,føre
1083,lehren::V,арҵара,lære
1084,unterrichten::V,арҧхьара,undervise
1085,aufziehen::V,ааӡара,opdrage
1086,leiten::V,ахагылазаара,lede
1087,antreiben::V,арццакра,skynde på
1088,lassen::V,арҟаҵара,få til at
1089,einladen::V,ааҕхьара,indbyde
1090,einladen::V,ааҕхьара,invitere
1091,einladen::V,анаҧхьара,indbyde
1092,einladen::V,анаҧхьара,invitere
1093,vereinigen::V,аилаҵара,forene
1094,besuchen::V,абара,besøge
1095,treffen::V,аҧылара,møde
1096,sich versammeln::V,аизара,forsamles
1097,spielen::V,ахəмарра,lege
1098,spielen::V,ахəмарра,spille
1099,singen::V,ашəаҳəара,synge
1100,tanzen::V,акəашара,danse
1101,sich trennen::V,аилыҵра,skilles
1102,verlassen::V,акажьра,forlade
1103,retten::V,Аиқəрхара,redde
1104,bewachen::V,ахьчара,bevogte
1105,schützen::V,ацəыхьчара,skærme
1106,schützen::V,ацəыхьчара,beskytte
1107,verteidigen::V,ахьчара,forsvare
1108,sich schlagen::V,аисра,slås
1109,schießen::V,ахысра,skyde
1110,siegen::V,аиааира,sejre
1111,ärgern::V,аргəаара,ærgre
1112,schlagen::V,асра,slå
1113,schlagen::V,аҭасра,slå
1114,stechen::V,алакшара,stikke
1115,stoßen::V,агəҭасра,støde
1116,stehlen::V,аӡара,stjæle
1117,stören::V,аҧырхагахара,forstyrre
1118,belästigen::V,аргəамҵра,genere
1119,belästigen::V,аргəамҵра,ulejlige
1120,verbergen::V,аӡара,skjule
1121,täuschen::V,ажьара,villede
1122,betrügen::V,ажьара,bedrage
1123,töten::V,ашьра,dræbe
1124,wohnen::V,анхара,bo
1125,arbeiten::V,аусура,arbejde
1126,sammeln::V,аҟəшəара,samle
1127,pflücken::V,аҿыршəара,plukke
1128,pflücken::V,аҿыхра,plukke
1129,jagen::V,ашəарыцара,jage
1130,fischen::V,аҧсыӡ икуеит,fiske
1131,fassen::V,акра,fange
1132,hüten::V,арҳəра,vogte
1133,hüten::V,ахьчара,vogte
1134,treiben::V,акацара,drive
1135,anbinden::V,адҳəалара,binde fast
1136,füttern::V,акырҿаҵара,fodre
1137,melken::V,ахьара,malke
1138,hacken::V,аҟəаҟəара,hakke
1139,gießen::V,аҵаҭəара,hælde
1140,reifen::V,ашəра,modne
1141,reifen::V,аҟалара,modne
1142,zubereiten::V,ацура,tilberede
1143,kochen::V,ажəра,koge
1144,backen::V,аӡра,bage
1145,braten::V,аӡра,stege
1146,umrühren::V,аилрыхра,røre om
1147,stricken::V,аҧара,strikke
1148,nähen::V,аӡахра,sy
1149,färben::V,ашəра,farve
1150,reinigen::V,арыцқьара,rense
1151,reinigen::V,арыцқьара,gøre ren
1152,waschen::V,аӡәӡәара,vaske
1153,abwischen::V,арбара,tørre af
1154,spülen::V,аҭыршара,skylle
1155,fegen::V,аҧссара,feje
1156,baden::V,аҽыкəабара,bade
1157,sich waschen::V,аҽыӡəӡəара,vaske sig
1158,ausziehen::V,ашəыхра,tage af
1159,anziehen::V,ашəҵара,tage på
1160,sich anziehen::V,аҽеилаҳəара,klæde sig på
1161,kämmen::V,аҳəара,rede
1162,kämmen::V,аҳəара,frisere
1163,schmücken::V,арҧшӡара,pynte
1164,schmücken::V,арҧшӡара,smykke
1165,sagen::V,аҳəара,sige
1166,sprechen::V,ацəажəара,snakke
1167,reden::V,ацəажəара,tale
1168,reden::V,ацəажəара,snakke
1169,reden::V,аицәажәара,tale
1170,reden::V,аицәажәара,snakke
1171,sich unterhalten::V,аицәажәара,snakke sammen
1172,fragen::V,азҵаара,spørge
1173,bitten::V,аҳəара,bede
1174,erzählen::V,аҳəара,berette
1175,erzählen::V,аҳəара,fortælle
1176,mitteilen::V,азыцҳара,meddele
1177,nennen::V,ахьӡҵара,nævne
1178,rufen::V,азҿыҭра,råbe
1179,prahlen::V,аҽхəара,prale
1180,übersetzen::V,аиҭагара,oversætte
1181,denken::V,азхəыцра,tænke
1182,glauben::V,ахаҵара,tro
1183,bemerken::V,агəаҭара,bemærke
1184,bemerken::V,агəаҭара,lægge mærke til
1185,erkennen::V,адырра,genkende
1186,begreifen::V,аилкаара,begribe
1187,verstehen::V,аҳара,forstå
1188,lernen::V,аҵара,lære
1189,wissen::V,адырра,vide
1190,sich erinnern an::V,агəаларшəара,mindes
1191,sich erinnern an::V,агəаларшəара,huske på
1192,vergessen::V,ахашҭра,glemme
1193,messen::V,ашəара,måle
1194,zählen::V,аҧхьаӡара,tælle
1195,rechnen::V,аҳасабра,regne
1196,lesen::V,аҧхьара,læse
1197,besitzen::V,амазаара,eje
1198,besitzen::V,амазаара,besidde
1199,kaufen::V,Аахəара,købe
1200,verkaufen::V,аҭира,sælge
1201,bezahlen::V,ахҭынҵара,betale
1202,bezahlen::V,ашəара,betale
1203,zahlen::V,ашəара,betale
1204,ertragen::V,ачҳара,tåle
1205,ertragen::V,ачҳара,udholde
1206,Moor::N,,mose
1207,Kralle::N,,klo
1208,Schwarm::N,,sværm
1209,Sache::N,,sag
1210,Menge::N,,mængde
1211,Essen::N,,måltid
1212,Geschäft::N,,forretning
1213,Monat::N,,måned
1214,Jahr::N,,år
1215,dünn::A,,tynd
1216,roh::A,,rå
1217,durch::PRP,,gennem
1218,durch::PRP,,igennem
1219,was::FPRN,,hvad
1220,rauschen::V,,suse
1221,zu sehen sein::V,,synes
1222,wenden::V,,vende
1223,ergreifen::V,,gribe fat i
1224,bewahren::V,,bevare
1225,wünschen::V,,ønske
1226,wiegen::V,,vugge
1227,treten::V,,sparke
1228,kehren::V,,feje
1229,malen::V,,male
1230,zeichnen::V,,tegne
1231,schreiben::V,,skrive
1232,beherrschen::V,,beherske
