,Concept_ID,myv,fa
201,Kranich::N,карго,درنا
202,Krähe::N,варака,زاغ
203,Krähe::N,варака,کلاغ
204,Kuckuck::N,куко,فاخته
205,Schwan::N,локсей,قو
206,Fisch::N,кал,ماهی
207,Barsch::N,окунь,ماهی خاردار
208,Hecht::N,щука,اردک ماهی
209,Schlange[Tier]::N,гуй,مار
210,Wurm::N,сукс,کرم
211,Spinne::N,шанжав,عنکبوت
212,Ameise::N,коткудав,مورچه
213,Laus::N,сий,شپش
214,Mücke::N,сеське,پشه
215,Fliege::N,карво,مگس
216,Schmetterling::N,нимиляв,پروانه
217,Beere::N,умарь,گیله
218,Apfel::N,умарь,سیب
219,Pilz::N,панго,قارچ
220,Zwiebel::N,чурька,پیاز
221,Saat::N,видьметь,بذر
222,Korn::N,сюро,تخم
223,Korn::N,сюро,دانه
224,Heu::N,тикше,علف خشک
225,Schale::N,кедь,پوست
226,Schale::N,ваткавкс,پوست
227,Grube::N,латко,گودال
228,Falle::N,тувор,دام
229,Falle::N,кундамка,دام
230,Schlinge::N,килькш,حلقه
231,Spur::N,челькс,رد
232,Spur::N,пильгеки,رد
233,Asche::N,кулов,خاکستر
234,Dreck::N,рудаз,کثافت
235,Eisen::N,кшни,آهن
236,Gold::N,сырне,زر
237,Gold::N,сырне,طلا
238,Silber::N,сия,نقره
239,Kohle::N,сэдь,زغال
240,Kohle::N,уголия,زغال
241,Glas::N,сулика,شیشه
242,Lehm::N,сёвонь,گل
243,Sand::N,човар,شن
244,Sand::N,човар,ماسه
245,Mensch::N,ломань,آدم
246,Mensch::N,ломань,انسان
247,Mann::N,аля,مرد
248,Mann::N,цёраломань,مرد
249,Frau::N,ава,زن
250,Kind::N,эйкакш,بچه
251,Kind::N,эйкакш,کودک
252,Junge::N,цёрыне,پسر
253,Mädchen::N,тейтерне,دختر
254,Familie::N,семия,فامیل
255,Familie::N,семия,خانواده
256,Großvater::N,покштя,پدربزرگ
257,Großmutter::N,баба,مادر‌بزرگ
258,Eltern::N,тетят-ават,والدین
259,Eltern::N,тетят-ават,پدر‌و‌مادر
260,Vater::N,тетя,پدر
261,Mutter::N,ава,مادر
262,Sohn::N,цёра,پسر
263,Tochter::N,тейтерь,دختر
264,Bruder::N,леля,برادر
265,Bruder::N,ялакс,برادر
266,Schwester::N,сазор,خواهر
267,Onkel::N,леля,عمو
268,Onkel::N,леля,دایی
269,Tante::N,патя,عمه
270,Tante::N,патя,خاله
271,Ehemann::N,мирде,همسر
272,Ehefrau::N,ни,همسر
273,Freude::N,кеняркс,شادی
274,Gelächter::N,ракамо,خنده
275,Gelächter::N,ракамо,قاه‌قاه
276,Gelächter::N,пейдема,خنده
277,Gelächter::N,пейдема,قاه‌قاه
278,Glück::N,уцяска,اقبال
279,Kummer::N,рискс,غم
280,Kummer::N,рискс,غصه
281,Kummer::N,мелявкс,غم
282,Kummer::N,мелявкс,غصه
283,Wunsch::N,мель,آرزو
284,Wunsch::N,бажамо,آرزو
285,Lust::N,бажамо,هوس
286,Geist::N,ойме,روح
287,Gedanke::N,мель,فکر
288,Gedächtnis::N,мель,حافظه
289,Verstand::N,прев,هوش
290,Sinn::N,толк,معنا
291,Sinn::N,толк,مفهوم
292,Sinn::N,смысла,معنا
293,Sinn::N,смысла,مفهوم
294,Grund::N,тувтал,سبب
295,Grund::N,тувтал,دلیل
296,Wahrheit::N,видечи,حقیقت
297,Gespräch::N,кортнема,صحبت
298,Gespräch::N,кортнема,گفتگو
299,Märchen::N,ёвкс,قصه
300,Märchen::N,ёвкс,افسانه
301,Erzählung::N,ёвтнема,داستان
302,Nachricht::N,куля,خبر
303,Neuigkeit::N,куля,خبر تازه
304,Name::N,лем,اسم
305,Rätsel::N,содамоёвкс,معما
306,Rede::N,кортамо,سخن
307,Sprache::N,кель,زبان
308,Stimme::N,ваигель,صدا
309,Wort::N,вал,کلمه
310,Zeichen::N,теште,نشان
311,Zeichen::N,теште,علامت
312,Ruf::N,тердема,صدا
313,Lärm::N,шалнома,هیاهو
314,Laut::N,вайгель,صدا
315,Ton::N,гайнема,آهنگ
316,Lied::N,моро,آواز
317,Lied::N,моро,ترانه
318,Ruhe::N,оймамо,آرامش
319,Leute::N,ломанть,مردم
320,Volk::N,народ,خلق
321,Arbeit::N,тев,کار
322,Gast::N,инже,مهمان
323,Geschenk::N,казне,هدیه
324,Spiel::N,налксема,بازی
325,Gesellschaft::N,община,جمعیت
326,Hilfe::N,лездамо,کمک
327,Freund::N,оя,دوست
328,Freund::N,ялга,دوست
329,Kamerad::N,оя,رفیق
330,Kamerad::N,ялга,رفیق
331,Angelegenheit::N,тев,امر
332,Angelegenheit::N,тев,قضیه
333,Anzahl::N,ламоксчи,عده
334,Anzahl::N,ламоксчи,شمار
335,Art::N,вид,نوع
336,Stück::N,пакш,تکه
337,Stück::N,пакш,قطعه
338,Stück::N,пелькс,تکه
339,Stück::N,пелькс,قطعه
340,Teil::N,часть,بخش
341,Teil::N,часть,قسمت
342,Teil::N,пелькс,بخش
343,Teil::N,пелькс,قسمت
344,Hälfte::N,пель,نیم
345,Hälfte::N,пелькс,نیم
346,Kreis::N,кирькс,حلقه
347,Kreis::N,кирькс,دایره
348,Kreuz::N,крёст,صلیب
349,Linie::N,кикс,خط
350,Linie::N,кикс,سطر
351,Strich::N,межа,خط
352,Abstand::N,ютко,فاصله
353,Entfernung::N,ютко,مسافت
354,Gegend::N,тарка,منطقه
355,Gegend::N,пертьпелькс,منطقه
356,Platz::N,васолкс,گنجایش
357,Ort::N,тарка,جا
358,Ort::N,тарка,محل
359,Ort::N,тарка,مکان
360,Seite::N,ён,طرف
361,Seite::N,чире,طرف
362,Mitte::N,куншка,وسط
363,Mitte::N,куншка,میان
364,Gegenstand::N,предмет,چیز
365,Sache::N,тев,چیز
366,Sache::N,веща,چیز
367,Rand::N,пе,کنار
368,Rand::N,пе,حاشیه
369,Rand::N,чире,کنار
370,Rand::N,чире,حاشیه
371,Kante::N,ирдез,لبه
372,Ecke::N,ужо,گوشه
373,Spitze::N,пряне,سر
374,Spitze::N,пряне,نوک
375,Spitze::N,пе,سر
376,Spitze::N,пе,نوک
377,Ende::N,пе,ته
378,Ende::N,пе,آخر
379,Loch::N,варя,سوراخ
380,Winkel::N,ужо,کنج
381,Muster::N,сёрма,نقش
382,Größe::N,сэрь,قد
383,Größe::N,сэрь,بزرگی
384,Größe::N,покшолма,قد
385,Größe::N,покшолма,بزرگی
386,Länge::N,кувалмо,طول
387,Höhe::N,сэрь,بلندی
388,Höhe::N,пандо,بلندی
389,Gewicht::N,сталмо,وزن
390,Menge::N,лововкс,مقدار
391,Menge::N,лововкс,اندازه
392,Haufen::N,мар,توده
393,Haufen::N,валявкс,توده
394,Reihe::N,ряд,ردیف
395,Boot::N,венч,قایق
396,Ruder::N,милё,پارو
397,Schlitten::N,нурдт,سورتمه
398,Ski::N,сокс,اسکی
399,Lagerfeuer::N,толбандя,آتش
400,Last::N,сталмо,بار
401,Last::N,сталмо,سنگینی
402,Last::N,кандома,بار
403,Last::N,кандома,سنگینی
404,Gang::N,молема,راه رفتن
405,Gang::N,якамо,راه رفتن
406,Schritt::N,эскелькс,قدم
407,Norden::N,якшамо ёнкс,شمال
408,Süden::N,лембе ёнкс,جنوب
409,Westen::N,чивалгома,غرب
410,Osten::N,чилисема,شرق
411,Holz::N,чувто,چوب
412,Brett::N,лаз,تخته
413,Platte::N,плита,صفحه
414,Stütze::N,неже,تکیه
415,Stange::N,олга,میله
416,Stock::N,мандо,چوب
417,Stab::N,олога,عصا
418,Rohr::N,турба,لوله
419,Haus::N,кудо,منزل
420,Heim::N,кудо,خانه
421,Heim::N,кудо,کاشانه
422,Ofen::N,каштомо,بخاری
423,Fußboden::N,киякс,کف اتاق
424,Tisch::N,столь,میز
425,Stuhl::N,стул,صندلی
426,Wiege::N,лавсь,گهواره
427,Wiege::N,нурямот,گهواره
428,Bett::N,ацамо,تختخواب
429,Regal::N,лався,قفسه
430,Regal::N,лавсяланго,قفسه
431,Kiste::N,горобия,صندوق
432,Kiste::N,сундук,صندوق
433,Fenster::N,вальма,پنجره
434,Tür::N,кенкш,در
435,Tür::N,кенкш,درب
436,Tor::N,ортат,دروازه
437,Zaun::N,пирявт,حصار
438,Zaun::N,пирвякс,حصار
439,Dach::N,кудопря,بام
440,Leiter::N,кузтема,نردبان
441,Besen::N,тенсть,جارو
442,Spaten::N,койме,بیل
443,Schaufel::N,кече,بیل
444,Schaufel::N,кече,پارو
445,Schaufel::N,келей койме,بیل
446,Schaufel::N,келей койме,پارو
447,Gabel::N,сянгине,چنگال
448,Löffel::N,пенч,قاشق
449,Messer::N,пеель,کارد
450,Nagel::N,эске,میخ
451,Netz::N,алтыма,تور
452,Netz::N,алтыма,شبکه
453,Haken::N,кечказ,قلاب
454,Griff::N,кедне,دسته
455,Schloss::N,замок,قفل
456,Schloss::N,панжома,قفل
457,Bild::N,картина,عکس
458,Bild::N,картина,تصویر
459,Figur::N,рунго,تندیس
460,Puppe::N,няка,عروسک
461,Beutel::N,кескав,کیسه
462,Bündel::N,керькс,بسته
463,Tasche::N,юдма,کیف
464,Eimer::N,ведра,سطل
465,Deckel::N,велькс,در
466,Geschirr::N,кедьге,ظرف
467,Sack::N,кескав,گونی
468,Tasse::N,чакш,فنجان
469,Topf::N,кастрюля,دیگ
470,Topf::N,кастрюля,قابلمه
471,Kessel::N,котёл,دیگ
472,Essen::N,ярсамо,خوراک
473,Nahrung::N,ярсамопель,غذا
474,Speise::N,ярсамопель,خوراک
475,Fleisch::N,сывель,گوشت
476,Getreide::N,сюро,غله
477,Brei::N,каша,فرنی
478,Brei::N,каша,حریره
479,Brot::N,кши,نان
480,Scheibe::N,кочом,قاچ
481,Scheibe::N,кочом,لزگه
482,Scheibe::N,сускомо,قاچ
483,Scheibe::N,сускомо,لزگه
484,Fett::N,куя,چربی
485,Butter::N,ой,کره
486,Öl::N,ой,روغن
487,Salz::N,сал,نمک
488,Suppe::N,ям,آش
489,Suppe::N,ям,سوپ
490,Honig::N,медь,عسل
491,Milch::N,ловсо,شیر
492,Tee::N,чай,چای
493,Leder::N,киське,چرم
494,Wolle::N,пона,پشم
495,Stoff::N,коцт,پارچه
496,Nadel::N,салмукс,سوزن
497,Faden::N,суре,نخ
498,Knopf::N,пов,دکمه
499,Knoten::N,сюлмо,گره
500,Farbe::N,артомапель,رنگ
501,Kleidung::N,оршамот,لباس
502,Kleidung::N,оршамот,پوشاک
503,Hemd::N,панар,پیراهن
504,Kragen::N,сиве,یقه
505,Ärmel::N,ожа,آستین
506,Hose::N,понкст,شلوار
507,Gürtel::N,каркс,کمر‌بند
508,Mütze::N,чапка,کلاه
509,Schuh::N,туфля,کفش
510,Stiefel::N,кем,چکمه
511,Ring::N,суркс,حلقه
512,Ring::N,суркс,انگشتر
513,Band::N,лента,نوار
514,Band::N,лента,روبان
515,Kamm::N,сурсеме,شانه
516,Spiegel::N,чавачамо,آینه
517,Riemen::N,кшнань каркс,تسمه
518,Schnur::N,пикс,ریسمان
519,Leine::N,ведьме,قلاده
520,Decke::N,вельтямо,پتو
521,Kissen::N,тодов,بالش
522,Tuch::N,паця,شال
523,Handtuch::N,нардамо,حوله
524,Kraft::N,вий,نیرو
525,Stärke::N,виевчи,زور
526,Gesundheit::N,шумбрачи,سلامتی
527,Gesundheit::N,шумбрачи,تندرستی
528,Krankheit::N,орма,بیماری
529,Krankheit::N,сэредема,بیماری
530,Schmerz::N,сэредькс,درد
531,Wunde::N,керявкс,زخم
532,Fieber::N,маштыкс,تب
533,Arznei::N,ормаменькс,دارو
534,Brücke::N,сэдь,پل
535,Brücke::N,мадамо,پل
536,Brunnen::N,лисьма,چاه
537,Weide::N,ракшань ванома тарка,چراگاه
538,Pfad::N,ян,راه
539,Weg::N,ки,راه
540,Weg::N,ки,طریق
541,Straße::N,ки,راه
542,Straße::N,ки,جاده
543,Dorf::N,веле,ده
544,Dorf::N,веле,روستا
545,Stadt::N,ош,شهر
546,Brief::N,сёрма,نامه
547,Buch::N,книга,کتاب
548,Buchstabe::N,буква,حرف
549,Zeitung::N,газета,روزنامه
550,Leben::N,эрямо,عمر
551,Leben::N,эрямо,زندگی
552,Tod::N,кулома,مرگ
553,Grab::N,калмо,گور
554,Grab::N,калмо,مزار
555,Kirche::N,церькова,کلیسا
556,Sünde::N,чумочи,بزه
557,Sünde::N,чумочи,گناه
558,Gott::N,паз,خدا
559,Arbeiter::N,робочей,کارگر
560,Chef::N,прявт,رئیس
561,Meister::N,кол тевень тенця,استاد
562,Arzt::N,врач,پزشک
563,Lehrer::N,учитель,معلم
564,Lehrer::N,учитель,آموزگار
565,Lehrer::N,тонавтыця,معلم
566,Lehrer::N,тонавтыця,آموزگار
567,Geld::N,ярмак,پول
568,Geschäft::N,ладязь тев,کار
569,Geschäft::N,ладязь тев,بیزنس
570,Laden::N,лавка,دکان
571,Laden::N,лавка,مغازه
572,Preis::N,питне,بها
573,Preis::N,питне,قیمت
574,Ware::N,миевкс,جنس
575,Ware::N,миевкс,کالا
576,Ware::N,рамавкс,جنس
577,Ware::N,рамавкс,کالا
578,Nutzen::N,паро,مزیت
579,Nutzen::N,паро,امتیاز
580,Nutzen::N,лезэ,مزیت
581,Nutzen::N,лезэ,امتیاز
582,Reichtum::N,сюпавчи,مال
583,Reichtum::N,сюпавчи,ثروت
584,Welt::N,мир,دنیا
585,Welt::N,мастор ланго,دنیا
586,Land::N,мастор,کشور
587,Land::N,мастор,مملکت
588,Staat::N,государства,دولت
589,König::N,король,شاه
590,König::N,король,پادشاه
591,Macht::N,азорксчи,قدرت
592,Macht::N,азорксчи,اختیار
593,Grenze::N,буен тешкс,مرز
594,Krieg::N,война,جنگ
595,Feind::N,душман,دشمن
596,Gewalt::N,нарьгамо,زور
597,Gewalt::N,нарьгамо,خشونت
598,Kampf::N,тюрема,نبرد
599,Kampf::N,тюрема,مبارزه
600,Bogen[Waffe]::N,нал,کمان
601,Pfeil::N,нал,تیر
602,Gewehr::N,ружия,تفنگ
603,Gewehr::N,винтовка,تفنگ
604,Fehler::N,ильведькс,غلط
605,Fehler::N,ильведькс,اشتباه
606,Fehler::N,ильведевкс,غلط
607,Fehler::N,ильведевкс,اشتباه
608,Lüge::N,манчема,دروغ
609,Lüge::N,кенгелема,دروغ
610,Schaden::N,зыян,آسیب
611,Schaden::N,зыян,خسارت
612,Unglück::N,зыян,بلا
613,Schuld::N,чумочи,گناه
614,Schuld::N,чумочи,تقصیر
615,Alter::N,шка,سن
616,Alter::N,шка,عمر
617,Schluss::N,пе,انتها
618,Zeit::N,шка,وقت
619,Zeit::N,шка,زمان
620,Zeit::N,пинге,وقت
621,Zeit::N,пинге,زمان
622,Tag::N,чи,روز
623,Morgen::N,валске,صبح
624,Mittag::N,чикуншка,ظهر
625,Abend::N,чокшнэ,شب
626,Abend::N,чокшнэ,عصر
627,Nacht::N,ве,شب
628,Woche::N,недля,هفته
629,Monat::N,ков,ماه
630,Jahr::N,ие,سال
631,Frühling::N,тундо,بهار
632,Sommer::N,кизэ,تابستان
633,Herbst::N,сёксь,پاییز
634,Winter::N,теле,زمستان
635,Januar::N,якшамков,ژانویه
636,Februar::N,февраль,فوریه
637,März::N,март,مارس
638,April::N,апрель,آوریل
639,Mai::N,май,مه
640,Juni::N,июнь,ژوئن
641,Juli::N,июль,ژویه
642,August::N,август,اوت
643,September::N,сентября,سپتامبر
644,Oktober::N,октября,اکتبر
645,November::N,ноября,نوامبر
646,Dezember::N,декабря,دسامبر
647,Montag::N,пондельник,دو‌شنبه
648,Dienstag::N,овторник,سه‌شنبه
649,Mittwoch::N,серёда,چهار‌شنبه
650,Donnerstag::N,цетьверьг,پنج شنبه
651,Freitag::N,пеця,جمعه
652,Samstag::N,субута,شنبه
653,Samstag::N,шлямочи,شنبه
654,Sonntag::N,недлячи,یکشنبه
655,groß::A,ине,بزرگ
656,groß::A,покш,بزرگ
657,klein::A,вишка,کوچک
658,lang::A,кувака,بلند
659,kurz::A,нурькине,کوتاه
660,breit::A,келей,پهن
661,schmal::A,теине,تنگ
662,schmal::A,теине,نازک
663,dicht::A,тусто,چگال
664,dicht::A,тусто,انبوه
665,dick[Gegenstand]::A,эчке,ضخیم
666,dünn::A,човине,نازک
667,fein::A,човине,ریز
668,fein::A,човине,باریک
669,fest::A,кеме,محکم
670,flach::A,лапужа,صاف
671,flach::A,лапужа,مسطح
672,glatt::A,валаня,لیز
673,hart::A,калгодо,سفت
674,weich::A,чевте,نرم
675,weich::A,чевте,ملایم
676,rund::A,кеверь,گرد
677,spitz::A,пшти,تیز
678,spitz::A,пшти,نوک‌تیز
679,scharf::A,пшти,تیز
680,scharf::A,пшти,برنده
681,stumpf::A,ношка,کند
682,schwer::A,стака,سنگین
683,schön::A,мазый,زیبا
684,heiß::A,пси,داغ
685,warm::A,лембе,گرم
686,kalt::A,якшамо,سرد
687,kühl::A,экше,خنک
688,frisch::A,свежа,تازه
689,feucht::A,летьке,مرطوب
690,nass::A,начко,تر
691,nass::A,начко,خیش
692,trocken::A,коське,خشک
693,voll::A,пешксе,پر
694,leer::A,чаво,خالی
695,offen::A,панжадо,باز
696,offen::A,виде,باز
697,geschlossen::A,пекстазь,بسته
698,geschlossen::A,сёлгозь,بسته
699,sauber::A,ванькс,پاک
700,sauber::A,ванькс,تمیز
701,schmutzig::A,ливезев,کثیف
702,schmutzig::A,ливезев,آلوده
703,roh::A,верек,خام
704,reif::A,кенерезь,رسیده
705,lecker::A,тантей,لذیذ
706,lecker::A,тантей,خوشمزه
707,süß::A,ламбамо,شیرین
708,bitter::A,сэпей,تلخ
709,sauer::A,чапамо,ترش
710,hell::A,валдо,روشن
711,dunkel::A,чопода,تاریک
712,schwarz::A,раужо,سیاه
713,weiß::A,ашо,سفید
714,rot::A,якстере,سرخ
715,rot::A,якстере,قرمز
716,gelb::A,ожо,زرد
717,blau::A,сэнь,آبی
718,grün::A,пиже,سبز
719,grau::A,шержев,طوسی
720,grau::A,шержев,خاکستری
721,bunt::A,сёрмав,رنگارنگ
722,billig::A,аволь питней,ارزان
723,teuer::A,питней,گران
724,wertvoll::A,питней,قیمتی
725,wertvoll::A,питней,گرانبها
726,blind::A,сокор,کور
727,blind::A,сокор,نابینا
728,taub::A,амариця,کر
729,taub::A,амариця,ناشنوا
730,kräftig::A,пек виев,قوی
731,stark::A,виев,قوی
732,stark::A,виев,نیرومند
733,schwach::A,лавшо,ضعیف
734,fett::A,куя,چرب
735,schlank::A,виде ронга,باریک‌اندام
736,hübsch::A,мазый,قشنگ
737,hübsch::A,мазый,خوشگل
738,böse::A,кежей,بد
739,dumm::A,чавола,احمق
740,dumm::A,превтеме,احمق
741,faul::A,нузякс,لش
742,faul::A,нузякс,تنبل
743,fleißig::A,мелень путыця,زرنگ
744,geizig::A,скупой,خسیس
745,klug::A,превей,عاقل
746,klug::A,превей,باهوش
747,geschickt::A,маштозь теезь,ماهر
748,lieb::A,вадря,عزیز
749,lustig::A,весёла,شاد
750,lustig::A,весёла,خوشحال
751,sanft::A,сэтьме,لطیف
752,hungrig::A,вачо,گرسنه
753,krank::A,сэредиця,مریض
754,krank::A,сэредиця,بیمار
755,nackt::A,штапо,لخت
756,nackt::A,штапо,برهنه
757,traurig::A,нусманя,غمگین
758,lebendig::A,эриця,زنده
759,gut::A,паро,خوب
760,schlecht::A,берянь,بد
761,richtig::A,виде,درست
762,schlimm::A,берянь,وخيم
763,wahr::A,алкуксонь,درست
764,wahr::A,алкуксонь,حقیقی
765,alt::A,ташто,کهنه
766,neu::A,од,نو
767,ehemalig::A,икелень,قبلی
768,alt[Lebewesen]::A,сыре,پیر
769,jung::A,од,جوان
770,arm::A,кажов,فقیر
771,reich::A,сюпав,پولدار
772,reich::A,сюпав,ثروتمند
773,bekannt::A,содавикс,آشنا
774,bekannt::A,содавикс,معلوم
775,berühmt::A,содавикс,مشهور
776,fremd::A,лия,خارجی
777,fremd::A,лия,بیگانه
778,fremd::A,асодавикс,خارجی
779,fremd::A,асодавикс,بیگانه
780,verschieden::A,эрьва,مختلف
781,verschieden::A,эрьва,متفاوت
782,nah::A,а васолонь,نزدیک
783,fern::A,умонь,دور
784,fern::A,кезэрень,دور
785,linker::A,керш,چپ
786,rechter::A,вить,راست
787,anderer::A,лия,دیگر
788,erster::A,васень,اول
789,erster::A,васенце,اول
790,zweiter::A,омбоце,دوم
791,dritter::A,колмоце,سوم
792,letzter::A,меельце,آخر
793,allein::ADV,башка,تنها
794,allein::ADV,ськамонзо,تنها
795,auf einmal::ADV,вейсэ,همزمان
796,zusammen::ADV,вейс,باهم
797,zusammen::ADV,вейсэ,باهم
798,lange::ADV,кувать,مدت‌ها
799,lange::ADV,кувать,مدت زیادی
