,Concept_ID,,br
125,Flügel::N,,askell
126,Klaue::N,,skilf
127,Kralle::N,,skilf
128,Schwanz::N,,lost
129,Ei::N,,vi
130,Nest::N,,neizh
131,Bau::N,,douarenn
132,Tier::N,,loen
133,Herde::N,,tropell
134,Kuh::N,,buoc'h
135,Bulle::N,,tarv
136,Pferd::N,,marc'h
137,Schaf::N,,dañvad
138,Schwein::N,,pemoc'h
139,Hund::N,,ki
140,Katze::N,,kazh
141,Bär::N,,arzh
142,Eichhörnchen::N,,gwiñver
143,Elch::N,,karv-dour
144,Fuchs::N,,louarn
145,Hase::N,,gad
146,Maus::N,,logodenn
147,Wolf::N,,bleiz
148,Vogel::N,,labous
149,Schwarm::N,,nijad
150,Huhn::N,,yar
151,Hahn::N,,kilhog
152,Gans::N,,gwazenn
153,Adler::N,,erer
154,Ente::N,,houad
155,Eule::N,,toud
156,Kranich::N,,garan
157,Krähe::N,,bran
158,Kuckuck::N,,koukoug
159,Schwan::N,,alarc'h
160,Fisch::N,,pesk
161,Barsch::N,,brell
162,Hecht::N,,beked
163,Schlange[Tier]::N,,naer
164,Wurm::N,,preñv
165,Spinne::N,,kevnidenn
166,Ameise::N,,merion
167,Laus::N,,laouenn
168,Mücke::N,,moustik
169,Fliege::N,,kelienenn
170,Schmetterling::N,,balafenn
171,Beere::N,,hog
172,Apfel::N,,aval
173,Pilz::N,,kabell-touseg
174,Zwiebel::N,,ognonenn
175,Saat::N,,had
176,Korn::N,,ed
177,Heu::N,,foenn
178,Schale::N,,peliadur
179,Falle::N,,pech
180,Schlinge::N,,krouglas
181,Asche::N,,ludu
182,Dreck::N,,fank
183,Eisen::N,,houarn
184,Gold::N,,aour
185,Silber::N,,arc'hant
186,Kohle::N,,glaou
187,Glas::N,,gwer
188,Sand::N,,traezh
189,Mensch::N,,den
190,Mann::N,,den
191,Frau::N,,maouez
192,Kind::N,,bugel
193,Junge::N,,paotr
194,Mädchen::N,,plac'h
195,Familie::N,,familh
196,Großvater::N,,tad-kozh
197,Großmutter::N,,mamm-gozh
198,Eltern::N,,kerent
199,Vater::N,,tad
200,Mutter::N,,mamm
201,Sohn::N,,mab
202,Tochter::N,,merc'h
203,Bruder::N,,breur
204,Schwester::N,,c'hoar
205,Onkel::N,,eontr
206,Tante::N,,moereb
207,Ehemann::N,,gwaz
208,Ehefrau::N,,gwreg
209,Freude::N,,levenez
210,Gelächter::N,,c'hoarzherezh
211,Glück::N,,chañs
212,Kummer::N,,doan
213,Wunsch::N,,c'hoant
214,Lust::N,,c'hoant
215,Geist::N,,spered
216,Gedanke::N,,soñj
217,Gedächtnis::N,,eñvor
218,Verstand::N,,skiant
219,Sinn::N,,ster
220,Grund::N,,kaoz
221,Wahrheit::N,,gwirionez
222,Gespräch::N,,kaozeadenn
223,Märchen::N,,kaoz korriganez
224,Erzählung::N,,kontadenn
225,Nachricht::N,,keloù
226,Neuigkeit::N,,kelaouenn
227,Name::N,,anv
228,Rätsel::N,,divinatez
229,Rede::N,,diskour
230,Sprache::N,,yezh
231,Stimme::N,,mouezh
232,Wort::N,,ger
233,Zeichen::N,,sin
234,Ruf::N,,galv
235,Lärm::N,,trouz
236,Ton::N,,ton
237,Lied::N,,kanaouenn
238,Ruhe::N,,sioulded
239,Leute::N,,tud
240,Volk::N,,pobl
241,Arbeit::N,,labour
242,Gast::N,,kouviad
243,Geschenk::N,,prof
244,Spiel::N,,c'hoari
245,Gesellschaft::N,,kompagnunezh
246,Gesellschaft::N,,kavandad
247,Hilfe::N,,sikour
248,Freund::N,,mignon
249,Kamerad::N,,kamarad
250,Angelegenheit::N,,afer
251,Anzahl::N,,niver
252,Art::N,,sort
253,Stück::N,,tamm
254,Teil::N,,pezh
255,Hälfte::N,,hanterenn
256,Kreis::N,,kelc'h
257,Kreuz::N,,kroaz
258,Linie::N,,linenn
259,Strich::N,,tenn
260,Abstand::N,,distok
261,Entfernung::N,,keid
262,Entfernung::N,,kehid
263,Gegend::N,,korn-bro
264,Platz::N,,plasenn
265,Ort::N,,lec'h
266,Seite::N,,tu
267,Mitte::N,,kreiz
268,Gegenstand::N,,tra
269,Sache::N,,tra
270,Rand::N,,kantenn
271,Kante::N,,kantenn
272,Ecke::N,,korn
273,Spitze::N,,begell
274,Ende::N,,dibenn
275,Loch::N,,toull
276,Muster::N,,tresadenn
277,Größe::N,,ment
278,Länge::N,,hirder
279,Höhe::N,,uhelder
280,Gewicht::N,,pouez
281,Menge::N,,bern
282,Haufen::N,,bern
283,Reihe::N,,steud
284,Boot::N,,bag
285,Ruder::N,,roeñv
286,Schlitten::N,,trainell
287,Ski::N,,ski
288,Last::N,,karg
289,Gang::N,,kerzh
290,Schritt::N,,paz
291,Norden::N,,norzh
292,Norden::N,,hanternoz
293,Süden::N,,su
294,Süden::N,,kreisteiz
295,Westen::N,,kuzh-heol
296,Osten::N,,reter
297,Osten::N,,sav-heol
298,Holz::N,,koad
299,Brett::N,,plankenn
300,Platte::N,,plakenn
301,Stütze::N,,harp
302,Stange::N,,sparl
303,Stock::N,,bazh
304,Stab::N,,bazh
305,Rohr::N,,tub
306,Rohr::N,,korz
307,Haus::N,,ti
308,Heim::N,,kêr
309,Ofen::N,,forn
310,Fußboden::N,,plañchod
311,Tisch::N,,taol
312,Stuhl::N,,kador
313,Wiege::N,,kavell
314,Bett::N,,gwele
315,Regal::N,,estajerenn
316,Kiste::N,,kased
317,Fenster::N,,prenestr
318,Tür::N,,dor
319,Tor::N,,portal
320,Zaun::N,,sklotur
321,Dach::N,,toenn
322,Leiter::N,,skeul
323,Besen::N,,skubell
324,Spaten::N,,pal
325,Schaufel::N,,pal
326,Gabel::N,,fourchetez
327,Löffel::N,,loa
328,Messer::N,,kontell
329,Nagel::N,,tach
330,Netz::N,,roued
331,Haken::N,,krog
332,Griff::N,,kemer
333,Schloss::N,,potenn
334,Bild::N,,skeudenn
335,Figur::N,,skeud
336,Figur::N,,figur
337,Puppe::N,,merc'hodenn
338,Beutel::N,,sac'h
339,Bündel::N,,feskenn
340,Tasche::N,,sac'h
341,Eimer::N,,sailh
342,Deckel::N,,pallenn
343,Geschirr::N,,listriaj
344,Sack::N,,sac'h
345,Tasse::N,,tas
346,Topf::N,,pod
347,Kessel::N,,chaodouron
348,Essen::N,,pred
349,Nahrung::N,,boued
350,Speise::N,,meuz
351,Fleisch::N,,kig
352,Getreide::N,,ed
353,Brei::N,,yod
354,Brot::N,,bara
355,Scheibe::N,,tailhenn
356,Fett::N,,lard
357,Butter::N,,amann
358,Öl::N,,eoul
359,Salz::N,,holen
360,Suppe::N,,soubenn
361,Honig::N,,mel
362,Milch::N,,laezh
363,Tee::N,,te
364,Leder::N,,lêr
365,Wolle::N,,gloan
366,Stoff::N,,danvez
367,Nadel::N,,nadoz
368,Faden::N,,neudenn
369,Knopf::N,,bouton
370,Knoten::N,,skoulm
371,Farbe::N,,liv
372,Kleidung::N,,dilhad
373,Hemd::N,,roc'hed
374,Kragen::N,,gouzoug
375,Ärmel::N,,milgin
376,Hose::N,,bragoù
377,Gürtel::N,,gouriz
378,Mütze::N,,boned
379,Schuh::N,,botez
380,Stiefel::N,,botez
381,Ring::N,,gwalenn
382,Band::N,,bagad
383,Kamm::N,,krib
384,Spiegel::N,,melezour
385,Riemen::N,,lerenn
386,Schnur::N,,kordenn
387,Leine::N,,roll
388,Decke::N,,golo
389,Kissen::N,,goubenner
390,Tuch::N,,mezher
391,Handtuch::N,,toailhon
392,Kraft::N,,nerzh
393,Stärke::N,,nerzhder
394,Gesundheit::N,,yec'hed
395,Krankheit::N,,klañved
396,Schmerz::N,,poan
397,Schmerz::N,,droug
398,Wunde::N,,gloazadenn
399,Fieber::N,,terzhienn
400,Arznei::N,,louzoù
401,Brücke::N,,pont
402,Brunnen::N,,puñs
403,Weide::N,,prad
404,Pfad::N,,gwenodenn
405,Weg::N,,hent
406,Straße::N,,ru
407,Straße::N,,hent
408,Dorf::N,,kêr
409,Dorf::N,,kêriadenn
410,Stadt::N,,kêr
411,Brief::N,,lizher
412,Buch::N,,levr
413,Buchstabe::N,,lizherenn
414,Zeitung::N,,kazetenn
415,Leben::N,,buhez
416,Tod::N,,marv
417,Grab::N,,bez
418,Kirche::N,,iliz
419,Sünde::N,,pec'hed
420,Gott::N,,doue
421,Arbeiter::N,,labourer
422,Arbeiter::N,,micherour
423,Chef::N,,penn
424,Meister::N,,mestr
425,Arzt::N,,mezeg
426,Arzt::N,,medisin
427,Lehrer::N,,skolaer
428,Lehrer::N,,kelenner
429,Geld::N,,arc'hant
430,Geschäft::N,,stal
431,Laden::N,,stal
432,Preis::N,,priz
433,Ware::N,,marc'hadourezh
434,Nutzen::N,,gounidegezh
435,Nutzen::N,,lañs
436,Nutzen::N,,profit
437,Nutzen::N,,spleit
438,Reichtum::N,,pinvidigezh
439,Welt::N,,douar
440,Land::N,,bro
441,Staat::N,,stad
442,König::N,,roue
443,Macht::N,,galloud
444,Grenze::N,,harzoù
445,Krieg::N,,brezel
446,Feind::N,,eneber
447,Gewalt::N,,tâerder
448,Kampf::N,,kann
449,Bogen[Waffe]::N,,gwareg
450,Pfeil::N,,saezh
451,Gewehr::N,,fuzuilh
452,Fehler::N,,fazi
453,Lüge::N,,gaou
454,Schaden::N,,gwall
455,Unglück::N,,gwalleur
456,Schuld::N,,kablusted
457,Schuld::N,,pec'hedigezh
458,Alter::N,,oad
459,Schluss::N,,diwezh
460,Zeit::N,,amzer
461,Tag::N,,deizh
462,Morgen::N,,beure
463,Morgen::N,,mintin
464,Mittag::N,,kreisteiz
465,Abend::N,,abardaez
466,Nacht::N,,noz
467,Woche::N,,sizhun
468,Monat::N,,miz
469,Jahr::N,,bloaz
470,Frühling::N,,nevezamzer
471,Sommer::N,,hañv
472,Herbst::N,,diskaramzer
473,Winter::N,,goañv
474,Januar::N,,Genver
475,Februar::N,,C'hwevrer
476,März::N,,Meurzh
477,April::N,,Ebrel
478,Mai::N,,Mae
479,Juni::N,,Mezheven
480,Juli::N,,Gouhere
481,August::N,,Eost
482,September::N,,Gwengolo
483,Oktober::N,,Here
484,November::N,,Du
485,Dezember::N,,Kerzu
486,Montag::N,,Lun
487,Dienstag::N,,Meurzh
488,Mittwoch::N,,Merc'her
489,Donnerstag::N,,Yaou
490,Freitag::N,,Gwener
491,Samstag::N,,Sadorn
492,Sonntag::N,,Sul
493,groß::A,,bras
494,klein::A,,bihan
495,lang::A,,hir
496,kurz::A,,berr
497,breit::A,,ledan
498,schmal::A,,strizh
499,dicht::A,,stank
500,dick[Gegenstand]::A,,tev
501,dünn::A,,moan
502,fein::A,,munut
503,fest::A,,start
504,flach::A,,plaen
505,glatt::A,,lintr
506,glatt::A,,levn
507,hart::A,,kalet
508,weich::A,,blot
509,rund::A,,ront
510,spitz::A,,poentet
511,scharf::A,,dremm
512,stumpf::A,,talsoc'h
513,schwer::A,,pounner
514,schön::A,,kaer
515,heiß::A,,tomm
516,warm::A,,tomm
517,kalt::A,,yen
518,kühl::A,,yen
519,frisch::A,,fresk
520,feucht::A,,gleb
521,nass::A,,gleb
522,trocken::A,,sec'h
523,voll::A,,leun
524,leer::A,,goullo
525,offen::A,,digor
526,geschlossen::A,,serr
527,sauber::A,,naet
528,schmutzig::A,,lous
529,roh::A,,kriz
530,reif::A,,darev
531,lecker::A,,lipous
532,lecker::A,,saourus
533,süß::A,,dous
534,bitter::A,,c'hwerv
535,sauer::A,,trenk
536,hell::A,,sklaer
537,dunkel::A,,teñval
538,schwarz::A,,du
539,weiß::A,,gwenn
540,rot::A,,ruz
541,gelb::A,,melen
542,blau::A,,glas
543,grün::A,,gwer
544,grau::A,,louet
545,bunt::A,,liesliv
546,billig::A,,marc'had-mat
547,teuer::A,,ker
548,wertvoll::A,,prizius
549,blind::A,,dall
550,taub::A,,bouzar
551,kräftig::A,,start
552,stark::A,,kreñv
553,schwach::A,,gwan
554,fett::A,,lard
555,schlank::A,,sinkl
556,hübsch::A,,koant
557,böse::A,,gwall
558,dumm::A,,glep
559,faul::A,,lezirek
560,fleißig::A,,studius
561,geizig::A,,tost
562,klug::A,,speredek
563,geschickt::A,,dornet
564,lieb::A,,koant
565,lustig::A,,laouen
566,sanft::A,,flour
567,hungrig::A,,marnaon
568,krank::A,,klañv
569,nackt::A,,noazh
570,traurig::A,,trist
571,lebendig::A,,bev
572,gut::A,,mad
573,schlecht::A,,fall
574,schlecht::A,,gwall
575,richtig::A,,reizh
576,schlimm::A,,gwall
577,wahr::A,,gwir
578,alt::A,,kozh
579,neu::A,,nevez
580,ehemalig::A,,kozh
581,alt[Lebewesen]::A,,kozh
582,jung::A,,yaouank
583,arm::A,,paour
584,reich::A,,pinvidik
585,bekannt::A,,anavezet
586,berühmt::A,,brudet
587,fremd::A,,dizanav
588,verschieden::A,,disheñel
589,nah::A,,nes
590,fern::A,,diabell
591,linker::A,,kleiz
592,rechter::A,,dehoù
593,anderer::A,,all
594,erster::A,,kentañ
595,zweiter::A,,eil
596,dritter::A,,trede
597,letzter::A,,diwezhañ
598,allein::ADV,,e-unan
599,auf einmal::ADV,,ar un dro
600,zusammen::ADV,,asambles
601,lange::ADV,,pell
602,plötzlich::ADV,,en un taol
603,sofort::ADV,,diouzhtu
604,später::ADV,,diwezhatoc'h
605,jetzt::ADV,,bremañ
606,heute::ADV,,hiziv
607,morgen::ADV,,arc'hoazh
608,bald::ADV,,hepdale
609,dann::ADV,,a-c'houde
610,gestern::ADV,,dec'h
611,einst::ADV,,gwechall
612,damals::ADV,,neuze
613,danach::ADV,,goude
614,vorher::ADV,,diagent
615,zuerst::ADV,,da gentañ
616,einmal::ADV,,ur wech
617,manchmal::ADV,,a-wechoù
618,oft::ADV,,alies
619,immer::ADV,,atav
620,immer::ADV,,bepred
621,niemals::ADV,,gwech ebet
622,hier::ADV,,amañ
623,hierhin::ADV,,dre amañ
624,von hier::ADV,,alemañ
625,dort::ADV,,aze
626,dort::ADV,,ahont
627,dorthin::ADV,,di
628,dorthin::ADV,,aze
629,dorthin::ADV,,ahont
630,geradeaus::ADV,,war-eeun
631,vorwärts::ADV,,war-raok
632,rückwärts::ADV,,war-lerc'h
633,zurück::ADV,,war-dreñv
634,unten::ADV,,en traoñ
635,hinab::ADV,,a-izel
636,oben::ADV,,en nec'h
637,hinauf::ADV,,e-krec'h
638,überall::ADV,,dre-holl
639,nicht::ADV,,ne ... ket
640,ein wenig::ADV,,un tammig
641,kaum::ADV,,a-boan
642,sehr::ADV,,-tre
643,sehr::ADV,,-kenañ
644,so::ADV,,evel-se
645,noch::ADV,,c'hoazh
646,nur::ADV,,hepken
647,schon::ADV,,dija
648,wieder::ADV,,adarre
649,vor::PRP,,dirak
650,hinter::PRP,,a-drek
651,hinter::PRP,,a-dreñv
652,unter::PRP,,dindan
653,durch::PRP,,dre
654,neben::PRP,,e-kichen
655,zwischen::PRP,,etre
656,wegen::PRP,,abalamour da
657,dies::PRN,,hemañ
658,das::PRN,,se
659,das::PRN,,hennezh
660,alles::PRN,,pep tra
661,ich::PRN,,me
662,du::PRN,,te
663,er::PRN,,eñ
664,wir::PRN,,ni
665,ihr::PRN,,c'hwi
666,sie::PRN,,int
667,was::FPRN,,petra
668,wer::FPRN,,piv
669,wo::FADV,,pelec'h
670,wohin::FADV,,da belec'h
671,wie::FADV,,penaos
672,warum::FADV,,perak
673,wieviel::FNUM,,pet
674,eins::NUM,,unan
675,zwei::NUM,,daou
676,drei::NUM,,tri
677,vier::NUM,,pevar
678,fünf::NUM,,pemp
679,sechs::NUM,,c'hwec'h
680,sieben::NUM,,seizh
681,acht::NUM,,eizh
682,neun::NUM,,nav
683,zehn::NUM,,dek
684,elf::NUM,,unnek
685,zwölf::NUM,,daouzek
686,zwanzig::NUM,,ugent
687,dreißig::NUM,,tregont
688,vierzig::NUM,,daou-ugent
689,fünfzig::NUM,,hanter-kant
690,sechzig::NUM,,tri-ugent
691,siebzig::NUM,,dek ha tri-ugent
692,achtzig::NUM,,pevar-ugent
693,neunzig::NUM,,dek ha pevar-ugent
694,hundert::NUM,,kant
695,tausend::NUM,,mil
696,und::CNJ,,ha
697,oder::CNJ,,pe
698,stehen::V,,bezañ a-sav
699,sitzen::V,,azezañ
700,sitzen::V,,bezañ en e goazez
701,liegen::V,,bezañ en e c'hourvez
702,hängen::V,,krougañ
703,werden::V,,dazonet
704,passieren::V,,c'hoarvezout
705,beginnen::V,,stagañ
706,enden::V,,achuiñ
707,wechseln::V,,cheñch
708,aufgehen[Sonne]::V,,dirouzañ
709,scheinen[Sonne]::V,,lugernañ
710,donnern::V,,taranal
711,wehen::V,,c'hwezhañ
712,strömen::V,,deredek
713,fließen::V,,redek
714,sich drehen::V,,troiñ
715,schwanken::V,,trantellat
716,schwingen::V,,froumal
717,fallen::V,,kouezhañ
718,brennen::V,,deviñ
719,rauchen::V,,divogedañ
720,regnen::V,,glavañ
721,gefrieren::V,,reviñ
722,tauen::V,,diskornañ
723,schmelzen::V,,teuziñ
724,trocknen::V,,sec'hañ
725,sieden::V,,berviñ
726,faulen::V,,breinañ
727,verfaulen::V,,breinañ
728,reißen::V,,darnaouiñ
729,versinken::V,,sodellañ
730,vergehen::V,,tremen
731,erscheinen::V,,donet war-wel
732,verschwinden::V,,monet diwar wel
733,sinken::V,,en em izelat
734,abnehmen::V,,nebeutaat
735,zunehmen::V,,kreskiñ
736,steigen::V,,sevel
737,wachsen::V,,kreskiñ
738,glänzen::V,,lugernañ
739,funkeln::V,,elieniñ
740,lärmen::V,,rabotat
741,klirren::V,,diridignat
742,klirren::V,,sterlinkañ
743,brausen::V,,gwegal
744,rauschen::V,,trouzal
745,klingen::V,,seniñ
746,bellen::V,,harzhal
747,heulen::V,,yudal
748,blasen::V,,c'hwezhañ
749,pfeifen::V,,c'hwitellat
750,schreien::V,,huchal
751,stöhnen::V,,hirvoudiñ
752,zittern::V,,krenañ
753,leben::V,,bevañ
754,geboren werden::V,,genel
755,atmen::V,,tennañ e anal
756,trinken::V,,evañ
757,essen::V,,debriñ
758,schlucken::V,,lonkañ
759,müde werden::V,,skuizhañ
760,einschlafen::V,,menel kousket
761,schlafen::V,,kousket
762,aufwachen::V,,dihuniñ
763,aufstehen::V,,sevel
764,sich erholen::V,,diskuizhañ
765,krank werden::V,,klañviñ
766,krank sein::V,,bezañ klañv
767,schmerzen::V,,skourjezañ
768,husten::V,,pasaat
769,husten::V,,peudal
770,genesen::V,,pareañ
771,sterben::V,,mervel
772,umkommen::V,,perisañ
773,sich bewegen::V,,bouljal
774,sich rühren::V,,fiñval
775,sich erheben::V,,sevel
776,sich setzen::V,,azezañ
777,sich setzen::V,,mont en e goazez
778,hinfallen::V,,kouezhañ
779,laufen::V,,redek
780,schreiten::V,,kerzhet
781,spazierengehen::V,,pourmen
782,eilen::V,,hastañ
783,sich beeilen::V,,hastañ
784,sausen::V,,karzhañ
785,rennen::V,,redek
786,springen::V,,lammat
787,klettern::V,,krimpat
788,schaukeln::V,,brañsellat
789,kriechen::V,,skrampañ
790,schwimmen::V,,neuial
791,tauchen::V,,splujañ
792,rudern::V,,roeñvat
793,fahren::V,,kas
794,fahren::V,,bleniañ
795,fliegen::V,,nijal
796,gehen::V,,mont
797,weggehen::V,,mont kuit
798,abfahren::V,,mont kuit
799,anhalten::V,,chom a-sav
800,hineingehen::V,,monet e-barzh
801,eintreten::V,,monet e-barzh
802,kommen::V,,dont
803,ankommen::V,,erruout
804,zurückkommen::V,,addonet
805,bleiben::V,,chom
806,warten::V,,gortoz
807,erwarten::V,,gortoz
808,suchen::V,,klask
809,finden::V,,kavout
810,versuchen::V,,klask
811,vorbereiten::V,,aozañ
812,lieben::V,,karout
813,mögen::V,,karout
814,lachen::V,,c'hoarzin
815,rühren::V,,tenerañ
816,weinen::V,,gouelañ
817,schimpfen::V,,krozal
818,sich ärgern::V,,fachañ
819,sich ärgern::V,,en em fachañ
820,fliehen::V,,tec'het
821,flüchten::V,,tuzañ
822,sehen::V,,gwelet
823,anschauen::V,,sellout ouzh
824,ansehen::V,,sellout ouzh
825,hören::V,,klevet
826,zuhören::V,,selaou
827,probieren::V,,blasa
828,riechen::V,,klevet
829,fühlen::V,,santout
830,scheinen::V,,diskouez bezañ
831,zu sehen sein::V,,bezañ gwelus
832,vernehmen::V,,merzhañ
833,frieren::V,,anoued
834,tun::V,,ober
835,können::V,,gouzout
836,wollen::V,,fellout da
837,wollen::V,,kaout c'hoant da
838,anfangen::V,,kregiñ
839,beenden::V,,achuiñ
840,aufhören::V,,paouez
841,öffnen::V,,digeriñ
842,schließen::V,,serriñ
843,stellen::V,,lakaat
844,setzen::V,,lakaat
845,legen::V,,lakaat
846,berühren::V,,touch
847,verbinden::V,,eren
848,bedecken::V,,goloiñ
849,aufhängen::V,,istribilhañ
850,anzünden::V,,alumiñ
851,anzünden::V,,c'hwezzañ
852,aufheben::V,,dastum
853,zurücklassen::V,,lezel
854,verlieren::V,,koll
855,fallen lassen::V,,laoskel
856,fallen lassen::V,,lezel da gouezhel
857,machen::V,,ober
858,herstellen::V,,fardañ
859,bauen::V,,sevel
860,reparieren::V,,adaozañ
861,verbessern::V,,gwellaat
862,ändern::V,,cheñch
863,graben::V,,kleuzañ
864,beugen::V,,plegañ
865,biegen::V,,krommañ
866,drehen::V,,treiñ
867,wenden::V,,treiñ
868,umdrehen::V,,treiñ
869,heben::V,,sevel
870,hochheben::V,,sevel
871,ergreifen::V,,kemer
872,halten::V,,dalc'hen
873,drücken::V,,bountañ
874,schieben::V,,poulzañ
875,kratzen::V,,skrabat
876,lecken::V,,lipat
877,beißen::V,,kregiñ
878,abreißen::V,,diframmañ
879,abschneiden::V,,troc'hañ
880,binden::V,,stagañ
881,stecken::V,,sankañ
882,brechen::V,,darnaouiñ
883,klopfen::V,,skoiñ
884,hauen::V,,dornañ
885,kleben::V,,pegañ
886,reiben::V,,taravat
887,reiben::V,,trekiñ
888,streichen::V,,toazañ
889,schleifen::V,,lemmañ
890,schneiden::V,,troc'hañ
891,rütteln::V,,tordorosañ
892,schütteln::V,,hejañ
893,schütten::V,,diskargañ
894,füllen::V,,kargañ
895,einwickeln::V,,gronnañ
896,tragen::V,,dougen
897,schleppen::V,,stlejal
898,ziehen::V,,sachañ
899,aufbewahren::V,,miret
900,werfen::V,,teuler
901,fangen::V,,tapañ
902,packen::V,,krapat
903,verstecken::V,,kuzhat
904,teilen::V,,rannañ
905,schicken::V,,kas
906,bringen::V,,degas
907,hinzufügen::V,,lakat ouzhpenn
908,bekommen::V,,kaout
909,erhalten::V,,kaout
910,nehmen::V,,kemer
911,wählen::V,,choaz
912,auswählen::V,,dibab
913,bewahren::V,,mirout
914,behindern::V,,diaezañ
915,verderben::V,,lovrañ
916,beschädigen::V,,gwallegañ
917,zerbrechen::V,,torriñ
918,zerreißen::V,,diroegiñ
919,zerstören::V,,distrujañ
920,verbrennen::V,,deviñ
921,geben::V,,reiñ
922,schenken::V,,donezonañ
923,versprechen::V,,prometiñ
924,wünschen::V,,hetiñ
925,loben::V,,feurmiñ
926,küssen::V,,pokat
927,wiegen::V,,pouezañ
928,zudecken::V,,goloiñ
929,wecken::V,,dihuniñ
930,zeigen::V,,diskouez
931,führen::V,,kas
932,lehren::V,,deskiñ
933,unterrichten::V,,kelenn
934,leiten::V,,bleinañ
935,antreiben::V,,poulzañ
936,lassen::V,,leuskel
937,einladen::V,,pediñ
938,vereinigen::V,,unisañ
939,besuchen::V,,gweladenniñ
940,treffen::V,,kejal
941,treffen::V,,ankontrañ
942,sich versammeln::V,,bodennañ
943,spielen::V,,c'hoari
944,singen::V,,kanañ
945,tanzen::V,,dañsal
946,sich trennen::V,,dispartiañ
947,verlassen::V,,lezel
948,retten::V,,saveteiñ
949,bewachen::V,,mesa
950,schützen::V,,diwall
951,verteidigen::V,,difenn
952,sich schlagen::V,,lopañ
953,siegen::V,,trec'hiñ
954,ärgern::V,,hegasiñ
955,schlagen::V,,skeiñ
956,treten::V,,botaouiñ
957,stechen::V,,pikat
958,stoßen::V,,stokañ
959,stehlen::V,,laerezh
960,stören::V,,direnkañ
961,belästigen::V,,dregasiñ
962,verbergen::V,,skoachañ
963,täuschen::V,,tromplañ
964,betrügen::V,,lorbañ
965,töten::V,,lazhañ
966,wohnen::V,,bezañ o chom
