,Concept_ID,sv,ta
706,noch::ADV,ännu,இப்பொழுதும்
707,nur::ADV,bara,மட்டும்
708,nur::ADV,endast,மட்டும்
709,schon::ADV,redan,ஏற்கனவே
710,wieder::ADV,åter,மறுபடியும்
711,vergebens::ADV,förgäves,வீண்
712,vor::PRP,utanför,முன்
713,hinter::PRP,bakom,பின்பக்கம்
714,unter::PRP,under,கீழே
715,durch::PRP,genom,ஊடே
716,durch::PRP,igenom,ஊடே
717,neben::PRP,bredvid,அடுத்து
718,neben::PRP,vid sidan av,அடுத்து
719,zwischen::PRP,mellan,இடையில்
720,wegen::PRP,på grund av,ஏனெனில்
721,dies::PRN,detta,இது
722,das::PRN,det,அது
723,alles::PRN,allt,ஒவ்வொன்றும்
724,ich::PRN,jag,நான்
725,du::PRN,du,நீ
726,er::PRN,han,அவன்
727,wir::PRN,vi,நாம்
728,wir::PRN,vi,நாங்கள்
729,ihr::PRN,ni,நீங்கள்
730,sie::PRN,de,அவர்கள்
731,was::FPRN,vad,என்ன
732,wer::FPRN,vem,யார்
733,wo::FADV,var,எங்கே
734,wohin::FADV,vart,எதற்கு
735,wie::FADV,hur,எப்படி
736,warum::FADV,varför,ஏன்
737,wieviel::FNUM,hur mycket,எவ்வளவு
738,eins::NUM,en,ஒன்று
739,eins::NUM,ett,ஒன்று
740,zwei::NUM,två,இரண்டு
741,drei::NUM,tre,மூன்று
742,vier::NUM,fyra,நான்கு
743,fünf::NUM,fem,ஐந்து
744,sechs::NUM,sex,ஆறு
745,sieben::NUM,sju,ஏழு
746,acht::NUM,åtta,எட்டு
747,neun::NUM,nio,ஒன்பது
748,zehn::NUM,tio,பத்து
749,elf::NUM,elva,பதினொன்று
750,zwölf::NUM,tolv,பன்னிரண்டு
751,zwanzig::NUM,tjugo,இருபது
752,dreißig::NUM,trettio,முப்பது
753,vierzig::NUM,fyrtio,நாற்பது
754,fünfzig::NUM,femtio,ஐமபது
755,sechzig::NUM,sextio,அறுபது
756,siebzig::NUM,sjuttio,எழுபது
757,achtzig::NUM,åttio,எண்பது
758,neunzig::NUM,nittio,தொன்னூறு
759,hundert::NUM,hundra,நூறு
760,tausend::NUM,tusen,ஆயிரம்
761,und::CNJ,och,மற்றும்
762,oder::CNJ,eller,அல்லது
763,stehen::V,stå,நில்
764,sitzen::V,sitta,உட்கார்
765,liegen::V,ligga,படு
766,hängen::V,hänga,தொங்கச் செய்
767,werden::V,bli,ஆகு
768,passieren::V,ske,நிகழ்
769,passieren::V,hända,நிகழ்
770,beginnen::V,börja,ஆரம்பி
771,enden::V,ända,முடி
772,wechseln::V,växla,மாற்று
773,aufgehen[Sonne]::V,gå upp,உயர எழு
774,untergehen[Sonne]::V,gå ned,பொறுத்து
775,scheinen[Sonne]::V,skina,பிரகாசி
776,donnern::V,dundra,இடி
777,wehen::V,blåsa,வீசு
778,strömen::V,forsa,பாயதல்
779,strömen::V,strömma,பாயதல்
780,fließen::V,flyta,நீரோட்டம் போக்கில் போ
781,sich drehen::V,snurra,சுழல்
782,schwanken::V,vackla,தள்ளாடு
783,schwingen::V,svinga,ஆடு
784,fallen::V,falla,விழு
785,brennen::V,brinna,எரி
786,rauchen::V,ryka,பகை பிடி
787,regnen::V,regna,மழை பெய்
788,gefrieren::V,frysa,உறைந்துவிடு
789,tauen::V,töa,உருகு
790,schmelzen::V,smälta,உருகு
791,trocknen::V,torka,உலர்த்து
792,sieden::V,koka,கொதிக்க வை
793,sieden::V,sjuda,கொதிக்க வை
794,faulen::V,ruttna,அழுகச் செய்
795,verfaulen::V,ruttna,அழுகச் செய்
796,reißen::V,brista,திடீரென அறு
797,versinken::V,sjunka,மூழ்கு
798,vergehen::V,förgå,கடந்துசெல்
799,erscheinen::V,synas,தோன்றச்
800,erscheinen::V,visa sig,தோன்றச்
801,verschwinden::V,försvinna,மறைந்து போ
802,sinken::V,sjunka,பதைவுறு
803,abnehmen::V,avta,குறை
804,abnehmen::V,minskas,குறை
805,zunehmen::V,tilltaga,உயர்த்து
806,steigen::V,stiga,உயர எழு
807,wachsen::V,växa,வளர்
808,glänzen::V,glimma,மிளிர்
809,funkeln::V,tindra,பிரகாசி
810,funkeln::V,gnistra,பிரகாசி
811,lärmen::V,bråka,கொம்பு
812,lärmen::V,väsnas,கொம்பு
813,läuten::V,ringa,மணியொலியிசை
814,klingeln::V,ringa,மணி அடி
815,klirren::V,klirra,கிலுங்கு
816,brausen::V,brusa,இரைதல்
817,rauschen::V,susa,சலசலப்பு
818,klingen::V,låta,சிலம்புதல்
819,klingen::V,klinga,சிலம்புதல்
820,bellen::V,skälla,குரை
821,heulen::V,yla,ஊளையிடு
822,heulen::V,tjuta,ஊளையிடு
823,blasen::V,blåsa,ஊது
824,pfeifen::V,vissla,சீழ்க்கை எழப்பு
825,schreien::V,skrika,கூச்சலிடு
826,stöhnen::V,stöna,வேதனை
827,zittern::V,darra,நடுங்கு
828,zittern::V,skälva,நடுங்கு
829,leben::V,leva,உயிருடனிரு
830,geboren werden::V,födas,பிற
831,atmen::V,andas,சுவாசி
832,trinken::V,dricka,குடி
833,essen::V,äta,சாப்பிடு
834,schlucken::V,svälja,முழுங்கு
835,müde werden::V,tröttna,கையயர்தல்
836,einschlafen::V,somna,தூங்க
837,schlafen::V,sova,தூங்கு
838,aufwachen::V,vakna,எழுப்பு
839,aufstehen::V,stiga upp,எழுந்திரு
840,sich erholen::V,repa sig,இளைப்பாறு
841,sich erholen::V,hämta sig,இளைப்பாறு
842,krank werden::V,insjukna,விழுதல்
843,krank sein::V,vara sjuk,நருக்கலாயிருக்க
844,schmerzen::V,smärta,நோவுறு
845,schmerzen::V,göra ont,நோவுறு
846,husten::V,hosta,இருமு
847,genesen::V,tillfriskna,குணம் அடை
848,sterben::V,dö,மரணமடை
849,umkommen::V,omkomma,நசி
850,sich bewegen::V,röra sig,நகர்த்து
851,sich rühren::V,röra på sig,அசை
852,sich erheben::V,resa sig,எழுந்து நில்
853,sich setzen::V,sätta sig,உட்கார்
854,hinfallen::V,falla omkull,விழு
855,laufen::V,löpa,நட
856,schreiten::V,skrida,கவடுவைத்தல்
857,spazierengehen::V,promenera,உலவு
858,eilen::V,ila,விரைந்து
859,sich beeilen::V,skynda sig,அவசரப்படுத்து
860,sausen::V,susa,விரைந்து செல்
861,rennen::V,löpa,ஓடு
862,rennen::V,springa,ஓடு
863,springen::V,hoppa,குதி
864,klettern::V,klättra,ஏறு
865,schaukeln::V,gunga,தள்ளாடு
866,kriechen::V,kräla,மெதுவாக நடந்து செல்
867,schwimmen::V,simma,நீந்து
868,tauchen::V,dyka,மூழ்கி நீச்சலடி
869,rudern::V,ro,துடுப்புப் போடு
870,fahren::V,köra,ஓட்டு
871,fliegen::V,flyga,பற
872,gehen::V,gå,போ
873,weggehen::V,gå bort,விலகிச் செல்
874,abfahren::V,resa,புறப்பட்டுச் செல்
875,abfahren::V,avresa,புறப்பட்டுச் செல்
876,anhalten::V,stanna,நின்றுவிடு
877,hineingehen::V,gå in,மறையச் செய்
878,eintreten::V,träda in,நுழை
879,kommen::V,komma,வா
880,ankommen::V,ankomma,வநது சேர்
881,zurückkommen::V,återkomma,திரும்பி வா
882,bleiben::V,bli,இரு
883,bleiben::V,förbli,இரு
884,warten::V,vänta,தாமதி
885,erwarten::V,vänta,எதிர்நோக்கு
886,suchen::V,leta,தேடு
887,finden::V,finna,கண்டுபிடி
888,versuchen::V,försöka,முயற்சி செய்
889,vorbereiten::V,förbereda,ஆயத்தம் செய்
890,lieben::V,älska,அன்பு செலுத்து
891,mögen::V,tycka om,விரும்பு
892,lachen::V,skratta,சிரி
893,rühren::V,röra,இதயத்தைத் தொடு
894,weinen::V,gråta,அழு
895,schimpfen::V,skälla,சாபமிடு
896,sich ärgern::V,förargas,கோப்பபடு
897,sich fürchten::V,vara rädd,பயப்படு
898,fürchten::V,frukta,பயப்படுத்து
899,fliehen::V,fly,ஓடு
900,fliehen::V,rymma,ஓடு
901,flüchten::V,fly,தப்பிவிடு
902,sehen::V,se,பார்
903,anschauen::V,se på,கூர்ந்து கவனி
904,anschauen::V,betrakta,கூர்ந்து கவனி
905,ansehen::V,åse,கவனி
906,hören::V,höra,கேள்
907,zuhören::V,höra på,சுவைத்துப் பார்
908,zuhören::V,lyssna till,சுவைத்துப் பார்
909,probieren::V,smaka,ருசி
910,probieren::V,smaka på,ருசி
911,riechen::V,lukta,முகர்ந்து பார்
912,fühlen::V,känna,தொட்டுணர்
913,scheinen::V,verka,காணப்படு
914,scheinen::V,tyckas,காணப்படு
915,zu sehen sein::V,synas,தோன்றுதல்
916,zu sehen sein::V,kunna ses,தோன்றுதல்
917,vernehmen::V,få veta,கேள்
918,vernehmen::V,förnimma,கேள்
919,frieren::V,frysa,குதுகுதுகு
920,tun::V,göra,செய்
921,können::V,kunna,இயல்வது
922,wollen::V,vilja,விரும்பு
923,anfangen::V,börja,தொடங்கு
924,beenden::V,avsluta,முடி
925,aufhören::V,sluta,நிறுத்து
926,aufhören::V,upphöra,நிறுத்து
927,gelingen::V,lyckas,வெற்றி
928,geraten::V,bli,ஏற்படுத்து
929,öffnen::V,öppna,திற
930,schließen::V,låsa,மூடு
931,schließen::V,stänga,மூடு
932,stellen::V,ställa,வை
933,setzen::V,sätta,வை
934,legen::V,lägga,பரப்பி வை
935,berühren::V,beröra,பதி
936,verbinden::V,förbinda,சேர்
937,bedecken::V,täcka,உறைபோடு
938,bedecken::V,betäcka,உறைபோடு
939,aufhängen::V,hänga,தொங்கவிடு
940,aufhängen::V,hänga upp,தொங்கவிடு
941,anzünden::V,tända,எரியூட்டு
942,anzünden::V,antända,எரியூட்டு
943,anzünden::V,tända på,எரியூட்டு
944,aufheben::V,lyfta,பொறுக்கி எடு
945,zurücklassen::V,lämna,விட்டுச் செல்
946,zurücklassen::V,efterlämna,விட்டுச் செல்
947,verlieren::V,mista,இழ
948,verlieren::V,förlora,இழ
949,fallen lassen::V,tappa,அளவில் குறைவு
950,fallen lassen::V,släppa,அளவில் குறைவு
951,machen::V,göra,தயார்செய்
952,herstellen::V,tillverka,உற்பத்தி செய்
953,herstellen::V,framställa,உற்பத்தி செய்
954,bauen::V,bygga,கட்டு
955,reparieren::V,reparera,பழுது பார்
956,verbessern::V,rätta,மேம்படுத்து
957,verbessern::V,förbättra,மேம்படுத்து
958,ändern::V,ändra,மாற்றி அமை
959,ändern::V,förändra,மாற்றி அமை
960,graben::V,gräva,குழி வெட்டு
961,beugen::V,böja,வனை
962,biegen::V,böja,வனை
963,biegen::V,kröka,வனை
964,drehen::V,vrida,சுழல்
965,wenden::V,vända,குடைகவிழு
966,umdrehen::V,vrida om,சுற்றும் முற்றும் பார்
967,heben::V,häva,தூக்கு
968,hochheben::V,lyfta,தூக்கு
969,ergreifen::V,gripa,பறி
970,halten::V,hålla,பிடித்துக் கொள்
971,drücken::V,trycka,அழுத்து
972,schieben::V,skjuta,தள்ளு
973,kratzen::V,riva,கீறு
974,kratzen::V,skrapa,கீறு
975,lecken::V,slicka,நக்கு
976,beißen::V,bita,கடி
977,abreißen::V,slita_av,கிழி
978,abreißen::V,riva_av,கிழி
979,abschneiden::V,skära av,வெட்டி எடு
980,binden::V,binda,கட்டு
981,stecken::V,sticka,பதிய வை
982,brechen::V,bryta,உடை
983,brechen::V,brista,உடை
984,klopfen::V,banka,தட்டு
985,klopfen::V,klappa,தட்டு
986,hauen::V,hugga,அடி
987,kleben::V,klistra,ஒட்டு
988,reiben::V,gnida,தேய்
989,streichen::V,smörja,பரவச்செய்
990,schleifen::V,slipa,அரை
991,schneiden::V,skära,துண்டாக்கு
992,schneiden::V,klippa,துண்டாக்கு
993,rütteln::V,skaka,மெல்ல தள்ளு
994,schütteln::V,rista,குலுக்கு
995,schwenken::V,svänga,ஊஞ்சலாடு
996,schütten::V,hälla,ஊற்று
997,füllen::V,fylla,நிரப்பு
998,einwickeln::V,slå in,சுற்று
999,einwickeln::V,veckla in,சுற்று
1000,tragen::V,bära,எடுத்துச் செல்
1001,schleppen::V,släpa,இழுத்துச் செல்
1002,ziehen::V,dra,இழு
1003,aufbewahren::V,förvara,வைத்துக் கொள்
1004,aufbewahren::V,ta vara på,வைத்துக் கொள்
1005,werfen::V,kasta,வீசி எறி
1006,fangen::V,fånga,பிடி
1007,packen::V,gripa,பிடித்துக்கொள்
1008,packen::V,gripa tag,பிடித்துக்கொள்
1009,verstecken::V,gömma,மறை
1010,teilen::V,dela,பாகங்களாகப் பிரி
1011,schicken::V,skicka,அனுப்பு
1012,bringen::V,bringa,கொண்டு வா
1013,hinzufügen::V,tillägga,சேர்
1014,bekommen::V,få,பெறு
1015,bekommen::V,erhålla,பெறு
1016,erhalten::V,få,பெறு
1017,erhalten::V,erhålla,பெறு
1018,nehmen::V,ta,எடு
1019,nehmen::V,taga,எடு
1020,wählen::V,välja,தேர்ந்தெடு
1021,auswählen::V,utvälja,தேர்ல்தெடு
1022,bewahren::V,bevara,கெடாது பேணு
1023,behindern::V,hindra,தடங்கல் செய்
1024,behindern::V,förhindra,தடங்கல் செய்
1025,verderben::V,förstöra,நாசமாக்கு
1026,beschädigen::V,skada,சேதப்படுத்து
1027,zerbrechen::V,bryta isär,உடை
1028,zerbrechen::V,bryta sönder,உடை
1029,zerreißen::V,riva sönder,கிழி
1030,zerreißen::V,slita sönder,கிழி
1031,zerstören::V,förstöra,அழி
1032,verbrennen::V,bränna,எரியூட்டு
1033,verbrennen::V,bränna upp,எரியூட்டு
1034,geben::V,ge,கொடு
1035,reichen::V,räcka,வழங்கு
1036,schenken::V,skänka,மொயத்தல்
1037,versprechen::V,lova,உறுதியளி
1038,wünschen::V,önska,ஆசைப்படு
1039,loben::V,lova,புகழ்ச்சி கூறு
1040,loben::V,beröma,புகழ்ச்சி கூறு
1041,küssen::V,pussa,முத்தமிடு
1042,wiegen::V,vagga,ஆட்டுத்தல்
1043,zudecken::V,täcka,உறைபோடு
1044,wecken::V,väcka,எழுப்பு
1045,zeigen::V,visa,காட்டு
1046,führen::V,föra,வழிகாட்டி
1047,lehren::V,lära,சொல்லிக் கொடு
1048,unterrichten::V,undervisa,அறிவுரை கூறு
1049,aufziehen::V,uppfostra,வளர்
1050,leiten::V,leda,அழைத்துச் செல்
1051,antreiben::V,driva på,தூண்டு
1052,lassen::V,få att,விடு
1053,einladen::V,bjuda,அழை
1054,einladen::V,inbjuda,அழை
1055,vereinigen::V,förena,ஒன்றாகச் சேர்
1056,besuchen::V,besöka,வருகை புரி
1057,treffen::V,möta,சந்தி
1058,treffen::V,träffa,சந்தி
1059,sich versammeln::V,församla sig,தொகுப்பு
1060,spielen::V,leka,விளையாடு
1061,spielen::V,spela,விளையாடு
1062,singen::V,sjunga,பாடு
1063,tanzen::V,dansa,நடனமாடு
1064,sich trennen::V,skiljas,தனிப்படடுத்து
1065,verlassen::V,lämna,கைவிடு
1066,verlassen::V,överge,கைவிடு
1067,retten::V,rädda,காப்பாற்று
1068,bewachen::V,bevaka,காவல் செய்
1069,schützen::V,skydda,பாதுகாப்பு செய்
1070,schützen::V,beskydda,பாதுகாப்பு செய்
1071,verteidigen::V,försvara,எதிர்த்து நில்
1072,sich schlagen::V,slåss,பூசலிடு
1073,schießen::V,skjuta,சுட்டுக் கொல்
1074,siegen::V,segra,வெற்றி பெறு
1075,ärgern::V,förarga,எரிச்சலூட்டு
1076,schlagen::V,slå,அடி
1077,treten::V,sparka,உதை
1078,stechen::V,sticka,கொட்டு
1079,stoßen::V,stöta,நெருக்கு
1080,stehlen::V,stjäla,திருடு
1081,stören::V,störa,தொல்லைகொடு
1082,belästigen::V,genera,தொல்லை கொடு
1083,belästigen::V,besvära,தொல்லை கொடு
1084,verbergen::V,dölja,மறை
1085,täuschen::V,vilseleda,ஏமாற்று
1086,betrügen::V,bedra,ஏமாற்று
1087,töten::V,döda,கொல்
1088,wohnen::V,bo,தங்கியிரு
1089,arbeiten::V,arbeta,வேலை செய்
1090,sammeln::V,samla,ஒன்றுசேர்
1091,pflücken::V,plocka,கொய்து எடு
1092,jagen::V,jaga,வேட்டையாடு
1093,fischen::V,fiska,மீன் பிடி
1094,fassen::V,fånga,பிடி
1095,hüten::V,vakta,காவல் செய்
1096,treiben::V,driva,ஓட்டு
1097,anbinden::V,binda fast,கட்டு
1098,füttern::V,fodra,உணவளி
1099,melken::V,mjölka,பால் கற
1100,hacken::V,hacka,வெட்டி எடு
1101,gießen::V,hälla,நீர்ப் பாய்ச்சு
1102,gießen::V,vattna,நீர்ப் பாய்ச்சு
1103,reifen::V,mogna,பழு
1104,zubereiten::V,tillaga,சமையல் செய்
1105,zubereiten::V,tillreda,சமையல் செய்
1106,kochen::V,koka,வேகவை
1107,backen::V,baka,வெப்பத்தில் வாட்டு
1108,braten::V,steka,பொரியச் செய்
1109,umrühren::V,röra om,கலக்கு
1110,stricken::V,sticka,பின்னியிழை
1111,nähen::V,sy,தையல் வேலை செய்
1112,färben::V,färga,வண்ணம் பெறச் செய்
1113,reinigen::V,rensa,சுத்தம் செய்
1114,reinigen::V,rengöra,சுத்தம் செய்
1115,waschen::V,tvätta,கழுவு
1116,abwischen::V,torka av,துடை
1117,spülen::V,spola,அலசு
1118,spülen::V,skölja,அலசு
1119,fegen::V,feja,பெறுக்கு
1120,kehren::V,sopa,பெறுக்கு
1121,baden::V,bada,குளி
1122,sich waschen::V,tvätta sig,கழுவு
1123,ausziehen::V,ta av,கழற்று
1124,anziehen::V,ta på,புனைதல்
1125,sich anziehen::V,klä på sig,உடுத்துதல்
1126,kämmen::V,kamma,தலை வாரிக் கொள்
1127,schmücken::V,pynta,அழகுபடுத்து
1128,schmücken::V,smycka,அழகுபடுத்து
1129,sagen::V,säga,சொல்
1130,sprechen::V,tala,பேசு
1131,reden::V,tala,பெசு
1132,reden::V,prata,பெசு
1133,sich unterhalten::V,prata,இயல்பாக பேசிக்கொண்டிரு
1134,fragen::V,fråga,கேள்
1135,fragen::V,spörja,கேள்
1136,bitten::V,be,வேண்டு
1137,erzählen::V,berätta,சொல்
1138,mitteilen::V,meddela,சொல்
1139,nennen::V,kalla,பெயரிடுதல்
1140,rufen::V,ropa,கூச்சலிடு
1141,prahlen::V,pråla,தற்பெருமை பேசு
1142,prahlen::V,skryta,தற்பெருமை பேசு
1143,übersetzen::V,tolka,மொழிபெயர்ப்பு செய்
1144,übersetzen::V,översätta,மொழிபெயர்ப்பு செய்
1145,denken::V,tänka,யோசி
1146,glauben::V,tro,நம்பு
1147,bemerken::V,uppmärksamma,கவனி
1148,bemerken::V,lägga märke till,கவனி
1149,erkennen::V,känna igen,அடையாளம் கண்டுகொள்
1150,begreifen::V,begripa,பற்றிக்கொள்
1151,verstehen::V,förstå,புரிந்து கொள்
1152,lernen::V,lära sig,கற்றுக்கொள்
1153,wissen::V,veta,தெரிந்திரு
1154,sich erinnern an::V,minnas,நினைவு கூர்
1155,sich erinnern an::V,komma ihåg,நினைவு கூர்
1156,vergessen::V,glömma,மற
1157,messen::V,mäta,அளவிடு
1158,zählen::V,räkna,எண்ணு
1159,rechnen::V,räkna,கணக்கிடு
1160,lesen::V,läsa,படி
1161,malen::V,måla,வண்ணச்சித்திரம்
1162,zeichnen::V,teckna,வரை
1163,schreiben::V,skriva,எழுது
1164,besitzen::V,äga,உடைமையாகக் கொண்டிரு
1165,besitzen::V,besitta,உடைமையாகக் கொண்டிரு
1166,kaufen::V,köpa,வாங்கு
1167,verkaufen::V,sälja,விற்பனை செய்
1168,bezahlen::V,betala,இறுத்தல்
1169,zahlen::V,betala,பணம் செலுத்து
1170,beherrschen::V,behärska,ஆட்சிசெய்
1171,ertragen::V,tåla,தாங்கு
1172,ertragen::V,uthärda,தாங்கு
