,Concept_ID,ga,lv
800,Höhe::N,airde,augstums
801,Gewicht::N,meáchan,сьӧкта
802,Gewicht::N,meáchan,сьӧкталун
803,Gewicht::N,meáchan,svars
804,Gewicht::N,meáchan,smagums
805,Menge::N,méid,лун
806,Menge::N,méid,числӧ
807,Menge::N,méid,masa
808,Menge::N,méid,daudzums
809,Haufen::N,cnap,чукӧр
810,Haufen::N,cnap,čupa
811,Haufen::N,cnap,grēda
812,Haufen::N,cnap,kaudze
813,Reihe::N,líne,рад
814,Reihe::N,líne,rinda
815,Reihe::N,líne,virkne
816,Reihe::N,sraith,рад
817,Reihe::N,sraith,rinda
818,Reihe::N,sraith,virkne
819,Boot::N,bád,пыж
820,Boot::N,bád,laiva
821,Ruder::N,rámh,пелыс
822,Ruder::N,rámh,ӧпаснӧй
823,Ruder::N,rámh,airis
824,Ruder::N,rámh,irklis
825,Ruder::N,maide rámha,пелыс
826,Ruder::N,maide rámha,ӧпаснӧй
827,Ruder::N,maide rámha,airis
828,Ruder::N,maide rámha,irklis
829,Schlitten::N,carr sleamhnáin,дадь
830,Schlitten::N,carr sleamhnáin,ragavas
831,Ski::N,scí,лызь
832,Ski::N,scí,slēpe
833,Lagerfeuer::N,tine champa,бипур
834,Lagerfeuer::N,tine champa,ugunskurs
835,Last::N,ualach,сьӧкыдтор
836,Last::N,ualach,krava
837,Gang::N,siúlóid,мунӧм
838,Gang::N,siúlóid,ветлӧм
839,Gang::N,siúlóid,eja
840,Gang::N,siúlóid,gājums
841,Schritt::N,céim,воськов
842,Schritt::N,céim,воськовтӧм
843,Schritt::N,céim,solis
844,Schritt::N,coiscéim,воськов
845,Schritt::N,coiscéim,воськовтӧм
846,Schritt::N,coiscéim,solis
847,Norden::N,tuaisceart,войвыв
848,Norden::N,tuaisceart,ziemeļi
849,Süden::N,deisceart,лунвыв
850,Süden::N,deisceart,dienvidi
851,Westen::N,iarthar,рытыв
852,Westen::N,iarthar,rietumi
853,Osten::N,oirthear,асыв
854,Osten::N,oirthear,austrumi
855,Holz::N,adhmad,пу
856,Holz::N,adhmad,koks
857,Holz::N,adhmad,koksne
858,Brett::N,clár,пӧв
859,Brett::N,clár,dēlis
860,Platte::N,leac,плита
861,Platte::N,leac,plate
862,Platte::N,leac,plāksne
863,Stütze::N,taca,пыкӧд
864,Stütze::N,taca,мыджӧд
865,Stütze::N,taca,balsts
866,Stütze::N,taca,atspaids
867,Stange::N,polla,потш
868,Stange::N,polla,maikste
869,Stange::N,cuaille,потш
870,Stange::N,cuaille,maikste
871,Stock::N,bata,бедь
872,Stock::N,bata,boze
873,Stock::N,bata,spieķis
874,Stock::N,maide,бедь
875,Stock::N,maide,boze
876,Stock::N,maide,spieķis
877,Stab::N,maide,зир
878,Stab::N,maide,zizlis
879,Stab::N,bachall,зир
880,Stab::N,bachall,zizlis
881,Rohr::N,píopa,труба
882,Rohr::N,píopa,caurule
883,Haus::N,teach,керка
884,Haus::N,teach,māja
885,Heim::N,baile,горт
886,Heim::N,baile,mājas
887,Ofen::N,sornóg,пач
888,Ofen::N,sornóg,krāsns
889,Fußboden::N,urlár,джодж
890,Fußboden::N,urlár,grīda
891,Tisch::N,bord,пызан
892,Tisch::N,bord,galds
893,Tisch::N,tábla,пызан
894,Tisch::N,tábla,galds
895,Stuhl::N,cathaoir,улӧс
896,Stuhl::N,cathaoir,krēsls
897,Wiege::N,cliabhán,зыбка
898,Wiege::N,cliabhán,šūpulis
899,Bett::N,leaba,вольпась
900,Bett::N,leaba,gulta
901,Regal::N,seilf,джадж
902,Regal::N,seilf,plaukts
903,Kiste::N,bosca,куд
904,Kiste::N,bosca,ящик
905,Kiste::N,bosca,kaste
906,Kiste::N,bosca,šķirsts
907,Fenster::N,fuinneoig,ӧшинь
908,Fenster::N,fuinneoig,logs
909,Tür::N,doras,ӧдзӧс
910,Tür::N,doras,durvis
911,Tor::N,geata,дзиръя
912,Tor::N,geata,vārti
913,Zaun::N,fál,потшӧс
914,Zaun::N,fál,žogs
915,Zaun::N,claí,потшӧс
916,Zaun::N,claí,žogs
917,Dach::N,díon,вевт
918,Dach::N,díon,jumts
919,Leiter::N,dréimire,пос
920,Leiter::N,dréimire,kāpnes
921,Leiter::N,dréimire,redeles
922,Besen::N,scuab,рос
923,Besen::N,scuab,slota
924,Spaten::N,spád,зыр
925,Spaten::N,spád,lāpsta
926,Spaten::N,rámhainn,зыр
927,Spaten::N,rámhainn,lāpsta
928,Schaufel::N,sluasaid,тэльӧб
929,Schaufel::N,sluasaid,liekšķere
930,Gabel::N,forc,вилки
931,Gabel::N,forc,dakšiņa
932,Gabel::N,gabhlóg,вилки
933,Gabel::N,gabhlóg,dakšiņa
934,Löffel::N,spúnóg,пань
935,Löffel::N,spúnóg,karote
936,Messer::N,scian,пурт
937,Messer::N,scian,nazis
938,Nagel::N,tairne,тув
939,Nagel::N,tairne,кӧрт тув
940,Nagel::N,tairne,nagla
941,Netz::N,líon,тыв
942,Netz::N,líon,tīkls
943,Netz::N,eangach,тыв
944,Netz::N,eangach,tīkls
945,Haken::N,croch,крук
946,Haken::N,croch,āķis
947,Haken::N,croch,kāsis
948,Haken::N,croch,krampis
949,Griff::N,cos,нуд
950,Griff::N,cos,kāts
951,Griff::N,cos,rokturis
952,Griff::N,hanla,нуд
953,Griff::N,hanla,kāts
954,Griff::N,hanla,rokturis
955,Schloss::N,glas,томан
956,Schloss::N,glas,aizslēgs
957,Bild::N,pictiúr,серпас
958,Bild::N,pictiúr,glezna
959,Figur::N,fíor,пертас
960,Figur::N,fíor,вежньӧг
961,Figur::N,fíor,figūra
962,Puppe::N,bábóg,акань
963,Puppe::N,bábóg,lelle
964,Beutel::N,mála,мешӧк
965,Beutel::N,mála,kule
966,Beutel::N,mála,maisiņš
967,Beutel::N,mealbhóg,мешӧк
968,Beutel::N,mealbhóg,kule
969,Beutel::N,mealbhóg,maisiņš
970,Bündel::N,beart,кӧртӧд
971,Bündel::N,beart,sainis
972,Tasche::N,mála,сумка
973,Tasche::N,mála,soma
974,Eimer::N,buicéad,ведра
975,Eimer::N,buicéad,spainis
976,Deckel::N,clár,пӧдан
977,Deckel::N,clár,тупкӧд
978,Deckel::N,clár,vāks
979,Deckel::N,claibín,пӧдан
980,Deckel::N,claibín,тупкӧд
981,Deckel::N,claibín,vāks
982,Geschirr::N,soithí,дозмук
983,Geschirr::N,soithí,тасьті-пань
984,Geschirr::N,soithí,trauki
985,Geschirr::N,gréithe,дозмук
986,Geschirr::N,gréithe,тасьті-пань
987,Geschirr::N,gréithe,trauki
988,Sack::N,sac,мешӧк
989,Sack::N,sac,maiss
990,Sack::N,mála,мешӧк
991,Sack::N,mála,maiss
992,Tasse::N,cupán,бекар
993,Tasse::N,cupán,тасьті
994,Tasse::N,cupán,tase
995,Topf::N,pota,гырнич
996,Topf::N,pota,pods
997,Kessel::N,citeal,пӧрт
998,Kessel::N,citeal,katls
999,Essen::N,béile,сёйӧм
1000,Essen::N,béile,ēdiens
1001,Nahrung::N,bia,сёян
1002,Nahrung::N,bia,barība
1003,Speise::N,mias,сёян
1004,Speise::N,mias,сёянтор
1005,Speise::N,mias,ēdiens
1006,Fleisch::N,feoil,яй
1007,Fleisch::N,feoil,gaļa
1008,Getreide::N,grán,нянь
1009,Getreide::N,grán,labība
1010,Getreide::N,arbhar,нянь
1011,Getreide::N,arbhar,labība
1012,Brei::N,brúitín,рок
1013,Brei::N,brúitín,putra
1014,Brei::N,brúitín,biezenis
1015,Brot::N,arán,нянь
1016,Brot::N,arán,maize
1017,Scheibe::N,píosa,шӧрӧм
1018,Scheibe::N,píosa,чӧлан
1019,Scheibe::N,píosa,šķēle
1020,Scheibe::N,píosa,rieciens
1021,Scheibe::N,slisne,шӧрӧм
1022,Scheibe::N,slisne,чӧлан
1023,Scheibe::N,slisne,šķēle
1024,Scheibe::N,slisne,rieciens
1025,Fett::N,saill,гос
1026,Fett::N,saill,тшог
1027,Fett::N,saill,tauki
1028,Fett::N,méathras,гос
1029,Fett::N,méathras,тшог
1030,Fett::N,méathras,tauki
1031,Butter::N,im,вый
1032,Butter::N,im,sviests
1033,Öl::N,ola,вый
1034,Öl::N,ola,eļļa
1035,Salz::N,salann,сов
1036,Salz::N,salann,sāls
1037,Suppe::N,sú,шыд
1038,Suppe::N,sú,zupa
1039,Suppe::N,anraith,шыд
1040,Suppe::N,anraith,zupa
1041,Honig::N,mil,ма
1042,Honig::N,mil,medus
1043,Milch::N,bainne,йӧв
1044,Milch::N,bainne,piens
1045,Tee::N,tae,чай
1046,Tee::N,tae,tēja
1047,Leder::N,leathar,ку
1048,Leder::N,leathar,āda
1049,Wolle::N,olann,вурун
1050,Wolle::N,olann,vilna
1051,Stoff::N,éadach,дӧра
1052,Stoff::N,éadach,drāna
1053,Stoff::N,éadach,audums
1054,Nadel::N,snáthaid,ем
1055,Nadel::N,snáthaid,adata
1056,Faden::N,snáth,сунис
1057,Faden::N,snáth,diegs
1058,Faden::N,snáth,pavediens
1059,Knopf::N,cnaipe,кизь
1060,Knopf::N,cnaipe,poga
1061,Knoten::N,snaidhm,гӧрӧд
1062,Knoten::N,snaidhm,mezgls
1063,Farbe::N,péint,краска
1064,Farbe::N,péint,вап
1065,Farbe::N,péint,krāsa
1066,Kleidung::N,éadaí,паськӧм
1067,Kleidung::N,éadaí,tērps
1068,Kleidung::N,éadaí,drēbes
1069,Hemd::N,léine,дӧрӧм
1070,Hemd::N,léine,krekls
1071,Kragen::N,bóna,воротник
1072,Kragen::N,bóna,apkakle
1073,Ärmel::N,muinchille,сос
1074,Ärmel::N,muinchille,piedurkne
1075,Hose::N,bríste,гач
1076,Hose::N,bríste,bikses
1077,Hose::N,treabhsar,гач
1078,Hose::N,treabhsar,bikses
1079,Gürtel::N,crios,вӧнь
1080,Gürtel::N,crios,josta
1081,Mütze::N,caipín,шапка
1082,Mütze::N,caipín,cepure
1083,Schuh::N,bróg,башмак
1084,Schuh::N,bróg,ботинки
1085,Schuh::N,bróg,kurpe
1086,Stiefel::N,buatais,сапӧг
1087,Stiefel::N,buatais,zābaks
1088,Ring::N,fáinne,кытш
1089,Ring::N,fáinne,gredzens
1090,Band::N,ribín,лента
1091,Band::N,ribín,вундас
1092,Band::N,ribín,lente
1093,Kamm::N,cíor,сынан
1094,Kamm::N,cíor,ķemme
1095,Spiegel::N,scáthán,рӧмпӧштан
1096,Spiegel::N,scáthán,spogulis
1097,Riemen::N,iall,тасма
1098,Riemen::N,iall,siksna
1099,Riemen::N,strapa,тасма
1100,Riemen::N,strapa,siksna
1101,Schnur::N,téad,гез
1102,Schnur::N,téad,aukla
1103,Schnur::N,sreangán,гез
1104,Schnur::N,sreangán,aukla
1105,Leine::N,iall,юргез
1106,Leine::N,iall,saite
1107,Decke::N,pluid,эшкын
1108,Decke::N,pluid,шебрас
1109,Decke::N,pluid,sega
1110,Decke::N,blaincéad,эшкын
1111,Decke::N,blaincéad,шебрас
1112,Decke::N,blaincéad,sega
1113,Kissen::N,piliúr,юрлӧс
1114,Kissen::N,piliúr,spilvens
1115,Kissen::N,adhartán,юрлӧс
1116,Kissen::N,adhartán,spilvens
1117,Tuch::N,scaif,чышъян
1118,Tuch::N,scaif,vadmala
1119,Handtuch::N,tuáille,ки чышкӧд
1120,Handtuch::N,tuáille,кизьчышъян
1121,Handtuch::N,tuáille,dvielis
1122,Kraft::N,fórsa,этш
1123,Kraft::N,fórsa,эбӧс
1124,Kraft::N,fórsa,spēks
1125,Stärke::N,neart,ёнлун
1126,Stärke::N,neart,чорыдлун
1127,Stärke::N,neart,stiprums
1128,Gesundheit::N,sláinte,дзоньвидзалун
1129,Gesundheit::N,sláinte,veselība
1130,Krankheit::N,tinneas,висьӧм
1131,Krankheit::N,tinneas,slimība
1132,Krankheit::N,breoiteacht,висьӧм
1133,Krankheit::N,breoiteacht,slimība
1134,Schmerz::N,pian,висьӧм
1135,Schmerz::N,pian,sāpes
1136,Wunde::N,goin,дой
1137,Wunde::N,goin,brūce
1138,Wunde::N,goin,jēlums
1139,Fieber::N,fiabhras,жар
1140,Fieber::N,fiabhras,drudzis
1141,Fieber::N,fiabhras,karstums
1142,Arznei::N,cógas,лекарство
1143,Arznei::N,cógas,зелля
1144,Arznei::N,cógas,zāles
1145,Arznei::N,cógas,medikaments
1146,Brücke::N,droichead,пос
1147,Brücke::N,droichead,tilts
1148,Brunnen::N,tobar,юкмӧс
1149,Brunnen::N,tobar,aka
1150,Weide::N,féarach,пӧскӧтина
1151,Weide::N,féarach,ganības
1152,Pfad::N,cosán,туй
1153,Pfad::N,cosán,кыснан
1154,Pfad::N,cosán,taka
1155,Pfad::N,conair,туй
1156,Pfad::N,conair,кыснан
1157,Pfad::N,conair,taka
1158,Weg::N,slí,туй
1159,Weg::N,slí,ceļš
1160,Weg::N,bealach,туй
1161,Weg::N,bealach,ceļš
1162,Straße::N,bóthar,туй
1163,Straße::N,bóthar,iela
1164,Dorf::N,sráidbhaile,сикт
1165,Dorf::N,sráidbhaile,ciems
1166,Stadt::N,baile,кар
1167,Stadt::N,baile,pilsēta
1168,Stadt::N,cathair,кар
1169,Stadt::N,cathair,pilsēta
1170,Brief::N,litir,письмӧ
1171,Brief::N,litir,vēstule
1172,Buch::N,cín,небӧг
1173,Buch::N,cín,grāmata
1174,Buch::N,leabhar,небӧг
1175,Buch::N,leabhar,grāmata
1176,Buchstabe::N,litir,шыпас
1177,Buchstabe::N,litir,burts
1178,Zeitung::N,nuachtán,газет
1179,Zeitung::N,nuachtán,avīze
1180,Zeitung::N,nuachtán,laikraksts
1181,Leben::N,saol,лов
1182,Leben::N,saol,олӧм
1183,Leben::N,saol,dzīve
1184,Leben::N,beatha,лов
1185,Leben::N,beatha,олӧм
1186,Leben::N,beatha,dzīve
1187,Tod::N,bás,кулӧм
1188,Tod::N,bás,nāve
1189,Grab::N,uaigh,гу
1190,Grab::N,uaigh,kaps
1191,Kirche::N,eaglais,вичко
1192,Kirche::N,eaglais,baznīca
1193,Sünde::N,peaca,мыж
1194,Sünde::N,peaca,grēks
1195,Gott::N,dia,ен
1196,Gott::N,dia,dievs
1197,Arbeiter::N,oibrí,уджалысь
1198,Arbeiter::N,oibrí,strādnieks
1199,Chef::N,saoiste,юралысь
1200,Chef::N,saoiste,веськӧдлысь
1201,Chef::N,saoiste,šefs
1202,Chef::N,saoiste,vadītajs
1203,Chef::N,saoiste,priekšnieks
1204,Chef::N,ceannasaí,юралысь
1205,Chef::N,ceannasaí,веськӧдлысь
1206,Chef::N,ceannasaí,šefs
1207,Chef::N,ceannasaí,vadītajs
1208,Chef::N,ceannasaí,priekšnieks
1209,Meister::N,máistir,вӧчысь
1210,Meister::N,máistir,meistars
1211,Arzt::N,lia,врач
1212,Arzt::N,lia,бурдӧдысь
1213,Arzt::N,lia,ārsts
1214,Arzt::N,dochtúir,врач
1215,Arzt::N,dochtúir,бурдӧдысь
1216,Arzt::N,dochtúir,ārsts
1217,Lehrer::N,oide,велӧдысь
1218,Lehrer::N,oide,skolotājs
1219,Lehrer::N,múinteoir,велӧдысь
1220,Lehrer::N,múinteoir,skolotājs
1221,Geld::N,airgead,сьӧм
1222,Geld::N,airgead,nauda
1223,Geschäft::N,gnó,удж
1224,Geschäft::N,gnó,bizness
1225,Geschäft::N,gnó,darījums
1226,Laden::N,siopa,вузасянін
1227,Laden::N,siopa,bode
1228,Laden::N,siopa,veikals
1229,Preis::N,praghas,дон
1230,Preis::N,praghas,cena
1231,Ware::N,earra,тӧвар
1232,Ware::N,earra,prece
1233,Nutzen::N,tairbhe,воӧм
1234,Nutzen::N,tairbhe,выгӧда
1235,Nutzen::N,tairbhe,labums
1236,Reichtum::N,rachmas,озырлун
1237,Reichtum::N,rachmas,bagātība
1238,Reichtum::N,saibhreas,озырлун
1239,Reichtum::N,saibhreas,bagātība
1240,Welt::N,domhan,енкӧла
1241,Welt::N,domhan,pasaule
1242,Land::N,tír,му
1243,Land::N,tír,zeme
1244,Staat::N,stát,канму
1245,Staat::N,stát,государство
1246,Staat::N,stát,valsts
1247,König::N,rí,кан
1248,König::N,rí,ķēniņš
1249,König::N,rí,karalis
1250,Macht::N,cumhacht,каналӧм
1251,Macht::N,cumhacht,vara
1252,Grenze::N,críoch,су
1253,Grenze::N,críoch,суйӧр
1254,Grenze::N,críoch,robeža
1255,Grenze::N,teorainn,су
1256,Grenze::N,teorainn,суйӧр
1257,Grenze::N,teorainn,robeža
1258,Krieg::N,cogadh,ожман
1259,Krieg::N,cogadh,karš
1260,Feind::N,namhaid,враг
1261,Feind::N,namhaid,вӧрӧг
1262,Feind::N,namhaid,ienaidnieks
1263,Gewalt::N,foréigean,мырдöналöм
1264,Gewalt::N,foréigean,vara
1265,Gewalt::N,foréigean,vardarbība
1266,Kampf::N,troid,вермасьӧм
1267,Kampf::N,troid,cīņa
1268,Bogen[Waffe]::N,bogha,ньӧввуж
1269,Bogen[Waffe]::N,bogha,loks
1270,Pfeil::N,saighead,ньӧв
1271,Pfeil::N,saighead,bulta
1272,Gewehr::N,gunna,пишшаль
1273,Gewehr::N,gunna,šautene
1274,Fehler::N,botún,сорсьӧм
1275,Fehler::N,botún,дзугсьӧм
1276,Fehler::N,botún,kļūda
1277,Fehler::N,meancóg,сорсьӧм
1278,Fehler::N,meancóg,дзугсьӧм
1279,Fehler::N,meancóg,kļūda
1280,Lüge::N,bréag,пӧръясьӧм
1281,Lüge::N,bréag,ылӧдлӧм
1282,Lüge::N,bréag,meli
1283,Lüge::N,éitheach,пӧръясьӧм
1284,Lüge::N,éitheach,ылӧдлӧм
1285,Lüge::N,éitheach,meli
1286,Schaden::N,dochar,лёк
1287,Schaden::N,dochar,изъян
1288,Schaden::N,dochar,пакӧсьт
1289,Schaden::N,dochar,bojājums
1290,Schaden::N,dochar,kaitējums
1291,Schaden::N,damáiste,лёк
1292,Schaden::N,damáiste,изъян
1293,Schaden::N,damáiste,пакӧсьт
1294,Schaden::N,damáiste,bojājums
1295,Schaden::N,damáiste,kaitējums
1296,Unglück::N,drochrath,шог
1297,Unglück::N,drochrath,kļūme
1298,Unglück::N,drochrath,klizma
1299,Unglück::N,drochrath,nelaime
1300,Schuld::N,locht,мыж
1301,Schuld::N,locht,vaina
1302,Schuld::N,milleán,мыж
1303,Schuld::N,milleán,vaina
1304,Alter::N,aois,арлыд
1305,Alter::N,aois,vecums
1306,Schluss::N,deireadh,пом
1307,Schluss::N,deireadh,beigas
1308,Zeit::N,am,кад
1309,Zeit::N,am,laiks
1310,Zeit::N,aimsir,кад
1311,Zeit::N,aimsir,laiks
1312,Tag::N,lá,лун
1313,Tag::N,lá,diena
1314,Morgen::N,maidin,асыв
1315,Morgen::N,maidin,rīts
1316,Mittag::N,nóin,лун шӧр
1317,Mittag::N,nóin,pusdiena
1318,Abend::N,tráthnóna,рыт
1319,Abend::N,tráthnóna,vakars
1320,Nacht::N,oíche,вой
1321,Nacht::N,oíche,nakts
1322,Woche::N,seachtain,вежон
1323,Woche::N,seachtain,nedēļa
1324,Monat::N,mí,тӧлысь
1325,Monat::N,mí,mēnesis
1326,Jahr::N,bliain,во
1327,Jahr::N,bliain,gads
1328,Frühling::N,earrach,тулыс
1329,Frühling::N,earrach,pavasaris
1330,Sommer::N,samhradh,гожӧм
1331,Sommer::N,samhradh,vasara
1332,Herbst::N,fómhar,ар
1333,Herbst::N,fómhar,rudens
1334,Winter::N,geimhreadh,тӧв
1335,Winter::N,geimhreadh,ziema
1336,Januar::N,Eanáir,тӧв шӧр
1337,Januar::N,Eanáir,janvāris
1338,Februar::N,Feabhra,урасьӧм
1339,Februar::N,Feabhra,februāris
1340,März::N,Márta,рака
1341,März::N,Márta,marts
1342,April::N,Aibreán,кос му
1343,April::N,Aibreán,aprīlis
1344,Mai::N,Bealtaine,ода-кора
1345,Mai::N,Bealtaine,maijs
1346,Juni::N,Meitheamh,лӧддза-номъя
1347,Juni::N,Meitheamh,jūnijs
1348,Juli::N,Iúil,сора
1349,Juli::N,Iúil,jūlijs
1350,August::N,Lúnasa,моз
1351,August::N,Lúnasa,augusts
1352,September::N,Meán Fómhair,кӧч
1353,September::N,Meán Fómhair,septembris
1354,Oktober::N,Deireadh Fómhair,йирым
1355,Oktober::N,Deireadh Fómhair,oktobris
1356,November::N,Samhain,вӧльгым
1357,November::N,Samhain,novembris
1358,November::N,Mí na Samhna,вӧльгым
1359,November::N,Mí na Samhna,novembris
1360,Dezember::N,Mí na Nollag,ӧшым
1361,Dezember::N,Mí na Nollag,decembris
1362,Montag::N,Luan,выльлун
1363,Montag::N,Luan,pirmdiena
1364,Montag::N,Dé Luain,выльлун
1365,Montag::N,Dé Luain,pirmdiena
1366,Dienstag::N,Máirt,воторник
1367,Dienstag::N,Máirt,otrdiena
1368,Dienstag::N,Dé Máirt,воторник
1369,Dienstag::N,Dé Máirt,otrdiena
1370,Mittwoch::N,Céadaoin,середа
1371,Mittwoch::N,Céadaoin,trešdiena
1372,Mittwoch::N,Dé Céadaoin,середа
1373,Mittwoch::N,Dé Céadaoin,trešdiena
1374,Donnerstag::N,Déardaoin,четверг
1375,Donnerstag::N,Déardaoin,ceturtdiena
1376,Freitag::N,Aoine,пекнича
1377,Freitag::N,Aoine,piektdiena
1378,Freitag::N,Dé hAoine,пекнича
1379,Freitag::N,Dé hAoine,piektdiena
1380,Samstag::N,Satharn,субӧта
1381,Samstag::N,Satharn,sestdiena
1382,Samstag::N,Dé Sathairn,субӧта
1383,Samstag::N,Dé Sathairn,sestdiena
1384,Sonntag::N,Domhnach,вӧскресенньӧ
1385,Sonntag::N,Domhnach,svētdiena
1386,Sonntag::N,Dé Domhnaigh,вӧскресенньӧ
1387,Sonntag::N,Dé Domhnaigh,svētdiena
1388,groß::A,mór,ыджыд
1389,groß::A,mór,dižs
1390,groß::A,mór,liels
1391,klein::A,beag,ичӧт
1392,klein::A,beag,mazs
1393,lang::A,fada,кузь
1394,lang::A,fada,garš
1395,kurz::A,gearr,дженьыд
1396,kurz::A,gearr,īss
1397,kurz::A,gairid,дженьыд
1398,kurz::A,gairid,īss
1399,breit::A,leathan,ота
1400,breit::A,leathan,паськыд
1401,breit::A,leathan,plats
1402,breit::A,fairsing,ота
1403,breit::A,fairsing,паськыд
1404,breit::A,fairsing,plats
1405,schmal::A,cúng,оттӧм
1406,schmal::A,cúng,tievs
1407,dicht::A,dlúth,сук
1408,dicht::A,dlúth,blīvs
1409,dick[Gegenstand]::A,tiubh,кыз
1410,dick[Gegenstand]::A,tiubh,biezs
1411,dünn::A,caol,вӧсни
1412,dünn::A,caol,вӧсньыд
1413,dünn::A,caol,plāns
1414,dünn::A,tanaí,вӧсни
1415,dünn::A,tanaí,вӧсньыд
1416,dünn::A,tanaí,plāns
1417,fein::A,scáinte,посни
1418,fein::A,scáinte,smalks
1419,fein::A,fíneálta,посни
1420,fein::A,fíneálta,smalks
1421,fest::A,daingean,зумыд
1422,fest::A,daingean,tvirts
1423,fest::A,daingean,noturīgs
1424,flach::A,cothrom,плавкӧс
1425,flach::A,cothrom,тшӧтшкӧс
1426,flach::A,cothrom,lēzens
1427,flach::A,cothrom,līdzens
1428,glatt::A,mín,вольк
1429,glatt::A,mín,мольыд
1430,glatt::A,mín,gluds
1431,glatt::A,mín,slidens
1432,glatt::A,sleamhain,вольк
1433,glatt::A,sleamhain,мольыд
1434,glatt::A,sleamhain,gluds
1435,glatt::A,sleamhain,slidens
1436,hart::A,crua,зумыд
1437,hart::A,crua,ciets
1438,weich::A,bog,небыд
1439,weich::A,bog,mīksts
1440,rund::A,cruinn,гӧгрӧс
1441,rund::A,cruinn,apaļš
1442,spitz::A,gobach,ёсь йыла
1443,spitz::A,gobach,smails
1444,spitz::A,biorach,ёсь йыла
1445,spitz::A,biorach,smails
1446,scharf::A,géar,ёсь
1447,scharf::A,géar,ass
1448,scharf::A,faobhrach,ёсь
1449,scharf::A,faobhrach,ass
1450,stumpf::A,maol,ныж
1451,stumpf::A,maol,truls
1452,stumpf::A,maol,strups
1453,schwer::A,trom,сьӧкыд
1454,schwer::A,trom,smags
1455,schön::A,álainn,мича
1456,schön::A,álainn,лӧсьыд
1457,schön::A,álainn,daiļš
1458,schön::A,álainn,skaists
1459,heiß::A,te,пӧсь
1460,heiß::A,te,karsts
1461,warm::A,te,шоныд
1462,warm::A,te,silts
1463,kalt::A,fuar,кӧдзыд
1464,kalt::A,fuar,salts
1465,kalt::A,fuar,auksts
1466,kühl::A,fionnuar,юзыд
1467,kühl::A,fionnuar,ыркыд
1468,kühl::A,fionnuar,vēss
1469,kühl::A,fionnuar,dzestrs
1470,frisch::A,úr,выль
1471,frisch::A,úr,svaigs
1472,frisch::A,friseáilte,выль
1473,frisch::A,friseáilte,svaigs
1474,feucht::A,tais,уль
1475,feucht::A,tais,mitrs
1476,feucht::A,tais,drēgns
1477,nass::A,fliuch,ва
1478,nass::A,fliuch,slapjš
1479,trocken::A,tirim,кос
1480,trocken::A,tirim,sauss
1481,voll::A,lán,кыз
1482,voll::A,lán,pilns
1483,leer::A,folamh,куш
1484,leer::A,folamh,тыртӧм
1485,leer::A,folamh,tukšs
1486,offen::A,oscailte,восьса
1487,offen::A,oscailte,vaļējs
1488,offen::A,oscailte,atvērts
1489,geschlossen::A,dúnta,пӧдса
1490,geschlossen::A,dúnta,slēgts
1491,geschlossen::A,druidte,пӧдса
1492,geschlossen::A,druidte,slēgts
1493,sauber::A,glan,сӧстӧм
1494,sauber::A,glan,tīrs
1495,sauber::A,glan,spodrs
1496,schmutzig::A,salach,няйт
1497,schmutzig::A,salach,netīrs
1498,schmutzig::A,salach,dubļains
1499,roh::A,amh,уль
1500,roh::A,amh,jēls
1501,reif::A,aibí,кисьмӧм
1502,reif::A,aibí,gatavs
1503,reif::A,aibí,nobriedis
1504,lecker::A,blasta,чӧскыд
1505,lecker::A,blasta,gards
1506,lecker::A,blasta,garšīgs
1507,süß::A,milis,юмов
1508,süß::A,milis,чӧскыд
1509,süß::A,milis,salds
1510,bitter::A,searbh,курыд
1511,bitter::A,searbh,sūrs
1512,bitter::A,searbh,rūgts
1513,sauer::A,géar,шома
1514,sauer::A,géar,skābs
1515,sauer::A,searbh,шома
1516,sauer::A,searbh,skābs
1517,hell::A,geal,югыд
1518,hell::A,geal,gaišs
1519,hell::A,soilseach,югыд
1520,hell::A,soilseach,gaišs
1521,dunkel::A,dorcha,пемыд
1522,dunkel::A,dorcha,tumšs
1523,schwarz::A,dubh,сьӧд
1524,schwarz::A,dubh,melns
1525,weiß::A,bán,еджыд
1526,weiß::A,bán,balts
1527,rot::A,dearg,гӧрд
1528,rot::A,dearg,sarkans
1529,gelb::A,buí,виж
1530,gelb::A,buí,dzeltens
1531,blau::A,gorm,лӧз
1532,blau::A,gorm,zils
1533,grün::A,glas,веж
1534,grün::A,glas,турунвиж
1535,grün::A,glas,zaļš
1536,grün::A,uaine,веж
1537,grün::A,uaine,турунвиж
1538,grün::A,uaine,zaļš
1539,grau::A,liath,руд
1540,grau::A,liath,pelēks
1541,bunt::A,ildathach,сера
1542,bunt::A,ildathach,raibs
1543,bunt::A,ildathach,krāsains
1544,bunt::A,dathannach,сера
1545,bunt::A,dathannach,raibs
1546,bunt::A,dathannach,krāsains
1547,billig::A,saor,донтӧг
1548,billig::A,saor,lēts
1549,teuer::A,daor,дона
1550,teuer::A,daor,dārgs
1551,teuer::A,costasach,дона
1552,teuer::A,costasach,dārgs
1553,wertvoll::A,luachmhar,дона
1554,wertvoll::A,luachmhar,vērtīgs
1555,blind::A,dall,синтӧм
1556,blind::A,dall,akls
1557,blind::A,caoch,синтӧм
1558,blind::A,caoch,akls
1559,taub::A,bodhar,пельтӧм
1560,taub::A,bodhar,kurls
1561,kräftig::A,cumhachtach,вынйӧра
