,Concept_ID,bn,ro
152,Klaue::N,নখর,gheară
153,Kralle::N,নখর,labă
154,Kralle::N,নখর,gheară
155,Schwanz::N,লেজ,coadă
156,Ei::N,ডিম,ou
157,Nest::N,কুলায়,cuib
158,Bau::N,ডেরা,bârlog
159,Bau::N,ডেরা,vizuină
160,Tier::N,জন্তু,animal
161,Herde::N,ঝাঁক,turmă
162,Herde::N,ঝাঁক,cireadă
163,Kuh::N,গোরু,vacă
164,Bulle::N,বৃষ,taur
165,Pferd::N,ঘোড়া,cal
166,Schaf::N,ভেড়া,oaie
167,Schwein::N,শূকর,porc
168,Hund::N,কুকুর,câine
169,Katze::N,বেড়াল,pisică
170,Bär::N,ভল্লুক,urs
171,Eichhörnchen::N,কাঠবিড়াল,veveriță
172,Elch::N,হরিণবিশেষ,elan
173,Fuchs::N,পাঁতিশিয়াল,vulpe
174,Hase::N,শশক,iepure
175,Maus::N,নেংটি ইঁদুর,șoarece
176,Wolf::N,নেকড়ে,lup
177,Vogel::N,পক্ষী,pasăre
178,Schwarm::N,ঝাঁক,cârd
179,Huhn::N,মোরগ,găină
180,Hahn::N,কুক্কুট,cocoș
181,Gans::N,হংসী,gâscă
182,Adler::N,ইগল,vultur
183,Ente::N,হংসী,rață
184,Eule::N,পেচক,bufniță
185,Kranich::N,সারস,cocor
186,Krähe::N,কাক,cioară
187,Kuckuck::N,কোকিল,cuc
188,Schwan::N,মরাল,lebădă
189,Fisch::N,মাছ,pește
190,Barsch::N,মৎন্যবিশেষ,biban
191,Hecht::N,বানমাছ,știucă
192,Schlange[Tier]::N,সর্প,șarpe
193,Wurm::N,কীট,vierme
194,Spinne::N,মাকড়সা,păianjen
195,Ameise::N,পিপীলিকা,furnică
196,Laus::N,উকুন,păduche
197,Mücke::N,মশা,țânțar
198,Fliege::N,মাছি,muscă
199,Schmetterling::N,প্রজাপতি,fluture
200,Beere::N,বেরি,boabă
201,Apfel::N,আপেল,măr
202,Pilz::N,ছত্রক,burete
203,Pilz::N,ছত্রক,ciupercă
204,Zwiebel::N,পিয়াজ,ceapă
205,Saat::N,বীজ,semănătură
206,Korn::N,শস্য,grâu
207,Heu::N,খড়,fân
208,Schale::N,খোসা,coajă
209,Grube::N,গর্ত,groapă
210,Falle::N,ফাঁদ,cursă
211,Falle::N,ফাঁদ,capcană
212,Schlinge::N,পাশ,laț
213,Spur::N,চিহ্ন,dâră
214,Asche::N,ভস্ম,cenușă
215,Dreck::N,ময়লা,noroi
216,Dreck::N,ময়লা,murdărie
217,Eisen::N,লোহা,fier
218,Gold::N,স্বর্ণ,aur
219,Silber::N,রৌপ্য,argint
220,Kohle::N,অঙ্গার,cărbune
221,Glas::N,কাচ,sticlă
222,Lehm::N,মৃত্তিকা,lut
223,Lehm::N,মৃত্তিকা,humă
224,Sand::N,বালি,nisip
225,Mensch::N,নর,om
226,Mensch::N,নর,persoană
227,Mensch::N,মানুষ,om
228,Mensch::N,মানুষ,persoană
229,Mann::N,মানুষ,om
230,Mann::N,মানুষ,bărbat
231,Frau::N,নারী,femeie
232,Kind::N,বাচ্চা,copil
233,Junge::N,ছেলে,băiat
234,Junge::N,ছেলে,flăcău
235,Mädchen::N,মেয়ে,fată
236,Familie::N,পরিবার,familie
237,Großvater::N,মাতামহ,bunic
238,Großvater::N,মাতামহ,tată mare
239,Großmutter::N,মাতামহী,bunică
240,Großmutter::N,মাতামহী,mamă mare
241,Eltern::N,মাতাপিতা,părinți
242,Vater::N,পিতা,tată
243,Vater::N,পিতা,părinte
244,Mutter::N,মাতা,mamă
245,Sohn::N,ছেলে,fiu
246,Sohn::N,ছেলে,fecior
247,Tochter::N,মেয়ে,fiică
248,Bruder::N,দাদা,frate
249,Schwester::N,বোন,soră
250,Schwester::N,দিদি,soră
251,Onkel::N,মামা,unchi
252,Tante::N,মাসী,mătușă
253,Ehemann::N,স্বামী,soț
254,Ehemann::N,স্বামী,bărbat
255,Ehefrau::N,পত্নী,soție
256,Freude::N,উল্লাস,bucurie
257,Gelächter::N,হাসি,râset
258,Glück::N,সুখ,fericire
259,Kummer::N,দুঃখ,mâhnire
260,Wunsch::N,আকাঙ্ক্ষা,dorință
261,Wunsch::N,আকাঙ্ক্ষা,deziderat
262,Lust::N,বাসনা,poftă
263,Lust::N,বাসনা,înclinare
264,Geist::N,আত্না,duh
265,Geist::N,আত্না,minte
266,Geist::N,আত্না,suflet
267,Gedanke::N,চিন্তা,gând
268,Gedanke::N,চিন্তা,cuget
269,Gedächtnis::N,স্মরণশক্তি,memorie
270,Verstand::N,মন,minte
271,Verstand::N,মন,intelect
272,Sinn::N,পদার্থ,sens
273,Sinn::N,পদার্থ,înțeles
274,Grund::N,কারণ,cauză
275,Grund::N,কারণ,pricină
276,Wahrheit::N,সত্য,adevăr
277,Gespräch::N,কথাবার্তা,convorbire
278,Gespräch::N,কথাবার্তা,conversație
279,Märchen::N,রূপকথা,basm
280,Märchen::N,রূপকথা,poveste
281,Erzählung::N,গল্প,poveste
282,Nachricht::N,তথ্য,veste
283,Neuigkeit::N,খবরাখবর,noutate
284,Neuigkeit::N,খবরাখবর,actualitate
285,Name::N,নাম,nume
286,Rätsel::N,ধাঁধা,ghicitoare
287,Rede::N,বক্তৃতা,discurs
288,Sprache::N,ভাষা,limbă
289,Sprache::N,ভাষা,limbaj
290,Stimme::N,স্বর,glas
291,Wort::N,শব্দ,cuvânt
292,Zeichen::N,প্রতীক,semn
293,Zeichen::N,প্রতীক,semnal
294,Ruf::N,ডাক,chemare
295,Lärm::N,হৈচৈ,zgomot
296,Lärm::N,হৈচৈ,tărăboi
297,Laut::N,ধ্বনি,sunet
298,Ton::N,স্বর,ton
299,Lied::N,গান,cântec
300,Ruhe::N,শান্তি,odihnă
301,Ruhe::N,শান্তি,liniște
302,Leute::N,প্রজাপুঞ্জ,lume
303,Leute::N,প্রজাপুঞ্জ,oameni
304,Volk::N,জাতি,popor
305,Volk::N,জাতি,națiune
306,Arbeit::N,চাকরি,lucru
307,Gast::N,অতিথি,musafir
308,Geschenk::N,উপহার,dar
309,Geschenk::N,উপহার,cadou
310,Spiel::N,খেলা,joc
311,Gesellschaft::N,সঙ্গিগণ,societate
312,Hilfe::N,সাহায্য,ajutor
313,Freund::N,বন্ধু,amic
314,Freund::N,বন্ধু,prieten
315,Kamerad::N,সঙ্গী,tovarăș
316,Angelegenheit::N,বিষয়,afacere
317,Anzahl::N,পরিমাণ,număr
318,Anzahl::N,পরিমাণ,cantitate
319,Art::N,রকম,fel
320,Art::N,রকম,specie
321,Stück::N,টুকরো,bucată
322,Teil::N,অংশ,parte
323,Teil::N,অংশ,porție
324,Hälfte::N,অর্ধেক,jumătate
325,Kreis::N,বৃত্ত,cerc
326,Kreuz::N,ক্রুশ,cruce
327,Linie::N,রেখা,linie
328,Strich::N,কষি,linie
329,Strich::N,কষি,trăsătură
330,Abstand::N,ফাঁক,distanță
331,Abstand::N,ফাঁক,depărtare
332,Entfernung::N,ব্যবধান,distanță
333,Entfernung::N,ব্যবধান,depărtare
334,Gegend::N,ক্ষেত্র,regiune
335,Platz::N,জায়গা,loc
336,Ort::N,স্থান,loc
337,Seite::N,পার্শ্ব,latură
338,Mitte::N,মধ্য,centru
339,Gegenstand::N,জিনিস,obiect
340,Sache::N,বস্তু,lucru
341,Sache::N,বস্তু,chestie
342,Rand::N,কানা,bordură
343,Kante::N,ধার,muchie
344,Kante::N,ধার,bordură
345,Ecke::N,কোণ,colț
346,Spitze::N,ডগা,vârf
347,Spitze::N,ডগা,creștet
348,Ende::N,প্রান্ত,capăt
349,Loch::N,গর্ত,gaură
350,Winkel::N,কোণ,colț
351,Muster::N,নমুন্,desen
352,Größe::N,আয়তন,mărime
353,Länge::N,দৈর্ঘ্য,lungime
354,Höhe::N,উচ্চতা,înălțime
355,Gewicht::N,ওজন,greutate
356,Menge::N,পরিমাণ,cantitate
357,Haufen::N,পুঞ্জ,grămadă
358,Reihe::N,শ্রেণী,șir
359,Reihe::N,শ্রেণী,rând
360,Boot::N,নৌকা,barcă
361,Boot::N,নৌকা,luntre
362,Ruder::N,দাঁড়,vâslă
363,Ruder::N,দাঁড়,lopată
364,Schlitten::N,স্নেজ্-গাড়ি,sanie
365,Ski::N,শী,schi
366,Lagerfeuer::N,অগ্নি,foc de tabără
367,Last::N,বোঝা,povară
368,Last::N,বোঝা,sarcină
369,Gang::N,হণ্টন,mers
370,Gang::N,হণ্টন,umblet
371,Schritt::N,পদ,pas
372,Norden::N,উত্তরদিক্,nord
373,Norden::N,উত্তরদিক্,miazănoapte
374,Süden::N,দক্ষিণদিক,sud
375,Süden::N,দক্ষিণদিক,miazăzi
376,Westen::N,পশ্চিমদিক্,apus
377,Osten::N,পূর্বদিক,est
378,Osten::N,পূর্বদিক,răsărit
379,Holz::N,কাঠ,lemn
380,Brett::N,তক্তা,scândură
381,Platte::N,ফলক,placă
382,Stütze::N,নাগদণ্ড,proptea
383,Stange::N,দণ্ড,bară
384,Stange::N,দণ্ড,prăjină
385,Stock::N,ছড়ি,băț
386,Stock::N,ছড়ি,baston
387,Stab::N,যষ্টি,baston
388,Stab::N,যষ্টি,prăjină
389,Rohr::N,নল,tub
390,Rohr::N,নল,țeavă
391,Haus::N,ঘর,casă
392,Heim::N,বাসা,casă
393,Heim::N,বাসা,cămin
394,Ofen::N,স্টোভ্,sobă
395,Fußboden::N,গহতল,podea
396,Fußboden::N,গহতল,dușumea
397,Tisch::N,মেজ,masă
398,Tisch::N,টেবিল,masă
399,Stuhl::N,চেয়ার,scaun
400,Stuhl::N,কেদারা,scaun
401,Wiege::N,দোলনা,leagăn
402,Bett::N,শয্যা,pat
403,Regal::N,তাক,rafturi
404,Kiste::N,বাক্স,ladă
405,Kiste::N,বাক্স,cutie
406,Fenster::N,জানালা,fereastră
407,Tür::N,দ্বার,ușă
408,Tor::N,দ্বার,poartă
409,Zaun::N,বেড়া,gard
410,Dach::N,ছাদ,acoperiș
411,Leiter::N,মই,scară
412,Besen::N,গুল্মবিশেষ,mătură
413,Spaten::N,কোদাল,cazma
414,Spaten::N,কোদাল,hârleț
415,Schaufel::N,বেলচা,lopată
416,Gabel::N,কাঁটা,furculiță
417,Löffel::N,চামচ,lingură
418,Messer::N,ছুরি,cuțit
419,Nagel::N,পেরেক,cui
420,Netz::N,জাল,plasă
421,Haken::N,কাচি,cârlig
422,Griff::N,হাতল,mâner
423,Schloss::N,তালা,lacăt
424,Bild::N,ছবি,tablou
425,Bild::N,ছবি,imagine
426,Bild::N,চিত্র,tablou
427,Bild::N,চিত্র,imagine
428,Figur::N,আকার,chip
429,Figur::N,আকার,figură
430,Puppe::N,পুতুল,păpușă
431,Beutel::N,বটুয়া,pungă
432,Beutel::N,বটুয়া,săculeț
433,Bündel::N,আঁটি,mănunchi
434,Tasche::N,থলি,geantă
435,Eimer::N,বাল্তি,găleată
436,Deckel::N,আবরণ,capac
437,Geschirr::N,থালা-বাসন,vase
438,Geschirr::N,থালা-বাসন,tacâmuri
439,Sack::N,বস্তা,sac
440,Tasse::N,কাপ,ceașcă
441,Topf::N,পাত্র,oală
442,Kessel::N,কেটলি,cazan
443,Kessel::N,কেটলি,căldare
444,Essen::N,আহার,mâncare
445,Nahrung::N,খাদ্য,hrană
446,Nahrung::N,খাদ্য,aliment
447,Speise::N,খাদ্য,bucate
448,Speise::N,খাদ্য,fel de bucate
449,Fleisch::N,মাংস,carne
450,Getreide::N,শস্য,cereale
451,Brei::N,মণ্ড,pireu
452,Brot::N,রুটি,pâine
453,Scheibe::N,ফালি,felie
454,Scheibe::N,ফালি,bucată
455,Fett::N,মেদ,untură
456,Fett::N,মেদ,grăsime
457,Butter::N,মাখন,unt
458,Öl::N,তৈল,ulei
459,Salz::N,নুন,sare
460,Suppe::N,শুরুয়া,supă
461,Suppe::N,শুরুয়া,ciorbă
462,Honig::N,মধু,miere
463,Milch::N,দুধ,lapte
464,Tee::N,চা,ceai
465,Leder::N,পাকা চামড়া,piele
466,Wolle::N,পশম,lână
467,Stoff::N,বস্ত্র,stofă
468,Nadel::N,সুচ,ac
469,Faden::N,সূত্র,ață
470,Knopf::N,বোতাম,buton
471,Knoten::N,গিঁট,nod
472,Farbe::N,রং,vopsea
473,Kleidung::N,কাপড়,haine
474,Kleidung::N,কাপড়,îmbrăcăminte
475,Hemd::N,শার্ট,cămașă
476,Kragen::N,গলবন্ধ,guler
477,Ärmel::N,আস্তিন্,mânecă
478,Hose::N,ট্রাউজার,pantaloni
479,Gürtel::N,কটিবন্ধ,cordon
480,Mütze::N,টুপি,șapcă
481,Schuh::N,জুতো,gheată
482,Stiefel::N,বুট,cizmă
483,Ring::N,আংটি,inel
484,Ring::N,আংটি,verigă
485,Band::N,ফিতা,panglică
486,Band::N,ফিতা,șiret
487,Kamm::N,চিরুনি,pieptene
488,Spiegel::N,আয়না,oglindă
489,Riemen::N,চাবুক,curea
490,Schnur::N,দড়ি,funie
491,Schnur::N,দড়ি,sfoară
492,Leine::N,শিকল,lesă
493,Leine::N,শিকল,curea
494,Decke::N,কম্বল,pătură
495,Kissen::N,উপাধান,pernă
496,Tuch::N,বস্ত্র,batic
497,Handtuch::N,তোয়ালে,prosop
498,Handtuch::N,তোয়ালে,ștergar
499,Kraft::N,জোর,forță
500,Kraft::N,জোর,putere
501,Stärke::N,শক্তি,tărie
502,Stärke::N,শক্তি,vigoare
503,Gesundheit::N,স্বাস্থ্য,sănătate
504,Krankheit::N,অসুখ,boală
505,Krankheit::N,অসুখ,maladie
506,Krankheit::N,ব্যামো,boală
507,Krankheit::N,ব্যামো,maladie
508,Schmerz::N,যন্ত্রণা,durere
509,Wunde::N,ক্ষত,rană
510,Fieber::N,জ্বর,febră
511,Arznei::N,ঔষধ,leac
512,Arznei::N,ঔষধ,medicament
513,Brücke::N,সেতু,pod
514,Brücke::N,সেতু,punte
515,Brunnen::N,কূপ,puț
516,Weide::N,পশুচারণভূমি,izlaz
517,Weide::N,পশুচারণভূমি,pășune
518,Pfad::N,পথ,cărare
519,Weg::N,পথ,drum
520,Straße::N,রাস্তা,cale
521,Straße::N,রাস্তা,stradă
522,Dorf::N,গ্রাম,sat
523,Stadt::N,শহর,oraș
524,Brief::N,চিঠি,scrisoare
525,Buch::N,বই,carte
526,Buchstabe::N,অক্ষর,literă
527,Buchstabe::N,অক্ষর,caracter
528,Zeitung::N,সংবাদপত্র,ziar
529,Zeitung::N,সংবাদপত্র,gazetă
530,Leben::N,জীবন,viață
531,Tod::N,মৃত্যু,moarte
532,Grab::N,কবর,groapă
533,Grab::N,কবর,mormânt
534,Kirche::N,গির্জা,biserică
535,Sünde::N,পাপ,păcat
536,Gott::N,দেবতা,zeu
537,Arbeiter::N,শ্রমিক,muncitor
538,Chef::N,নেতা,șef
539,Meister::N,ব্যক্তি,meșter
540,Meister::N,ব্যক্তি,maestru
541,Arzt::N,চিকিৎসক,medic
542,Arzt::N,চিকিৎসক,doctor
543,Lehrer::N,অধ্যাপক,profesor
544,Lehrer::N,অধ্যাপক,învățător
545,Geld::N,মুদ্রা,bani
546,Geld::N,মুদ্রা,parale
547,Geld::N,টাকাপয়সা,bani
548,Geld::N,টাকাপয়সা,parale
549,Geschäft::N,ব্যস্ততা,treabă
550,Geschäft::N,ব্যস্ততা,afacere
551,Laden::N,দোকান,magazin
552,Laden::N,দোকান,prăvălie
553,Preis::N,মূল্য,preț
554,Ware::N,পণ্যদ্রব্য,marfă
555,Nutzen::N,সুবিধা,folos
556,Nutzen::N,সুবিধা,profit
557,Reichtum::N,ধনদৌলত,avuție
558,Reichtum::N,ধনদৌলত,bogăție
559,Welt::N,জগৎ,lume
560,Land::N,খেত,țară
561,Staat::N,রাষ্ট্র,stat
562,König::N,রাজা,rege
563,Macht::N,প্রভাব,putere
564,Macht::N,প্রভাব,putință
565,Grenze::N,সীমা,hotar
566,Grenze::N,সীমা,graniță
567,Grenze::N,সীমা,frontieră
568,Krieg::N,যুদ্ধ,război
569,Feind::N,শত্রু,dușman
570,Gewalt::N,জোর,violență
571,Kampf::N,লড়াই,luptă
572,Bogen[Waffe]::N,ধনুক,arc
573,Pfeil::N,বাণ,săgeată
574,Gewehr::N,বন্দুক,armă
575,Gewehr::N,বন্দুক,pușcă
576,Fehler::N,ভুল,eroare
577,Fehler::N,ভুল,greșeală
578,Lüge::N,মিথ্যা,minciună
579,Schaden::N,ক্ষতি,daună
580,Schaden::N,ক্ষতি,pagubă
581,Unglück::N,দুর্ভাগ্য,nenorocire
582,Schuld::N,অপরাধ,vină
583,Alter::N,আয়ু,etate
584,Alter::N,আয়ু,vârstă
585,Schluss::N,শেষ,sfârșit
586,Zeit::N,সময়,timp
587,Zeit::N,সময়,vreme
588,Tag::N,দিন,zi
589,Morgen::N,সকাল,dimineață
590,Mittag::N,মধ্যাহু,prânz
591,Mittag::N,মধ্যাহু,amiază
592,Abend::N,সন্ধ্যা,seară
593,Nacht::N,রাত্রি,noapte
594,Woche::N,সপ্তাহ,săptămână
595,Monat::N,মাস,lună
596,Jahr::N,সৌরবর্ষ,an
597,Frühling::N,বসন্তকাল,primăvară
598,Sommer::N,গ্রীষ্মকাল,vară
599,Herbst::N,শরংঋতু,toamnă
600,Winter::N,শীতকাল,iarnă
601,Januar::N,জানুয়ারী,ianuarie
602,Februar::N,ফেব্রুয়ারী,februarie
603,März::N,মার্চ,martie
604,April::N,এপ্রিল,aprilie
605,Mai::N,মে,mai
606,Juni::N,জুন,iunie
607,Juli::N,জুলাই,iulie
608,August::N,অগাস্ট,august
609,September::N,সেপ্টেম্বর,septembrie
610,Oktober::N,অক্টোবর,octombrie
611,November::N,নভেম্বর,noiembrie
612,Dezember::N,ডিসেম্বর,decembrie
613,Montag::N,সোমবার,luni
614,Dienstag::N,মঙ্গলবার,marți
615,Mittwoch::N,বুধবার,miercuri
616,Donnerstag::N,বৃহম্পতিবার,joi
617,Freitag::N,শুক্রবার,vineri
618,Samstag::N,শনিবার,sâmbătă
619,Sonntag::N,রবিবার,duminică
620,groß::A,বৃহৎ,mare
621,klein::A,ছোট,mic
622,lang::A,দীর্ঘ,lung
623,kurz::A,খর্ব,scurt
624,kurz::A,হ্রস্ব,scurt
625,breit::A,চওড়া,lat
626,breit::A,চওড়া,larg
627,schmal::A,সরু,strâmt
628,dicht::A,ঘন,des
629,dick[Gegenstand]::A,পুরু,gros
630,dünn::A,কৃশ,subțire
631,fein::A,সূক্ষ্ম,fin
632,fein::A,সূক্ষ্ম,subțire
633,fest::A,দৃঢ়,tare
634,fest::A,দৃঢ়,solid
635,flach::A,সমতল,șes
636,flach::A,সমতল,plan
637,glatt::A,মসৃণ,lins
638,hart::A,শক্ত,dur
639,weich::A,নরম,moale
640,rund::A,গোলাকার,rotund
641,rund::A,গোলাকার,circular
642,spitz::A,তীক্ষ্ন,ascuțit
643,scharf::A,শাণিত,tăios
644,scharf::A,শাণিত,ascuțit
645,stumpf::A,ভোঁতা,tocit
646,schwer::A,ভারী,greu
647,schön::A,সুন্দর,frumos
648,heiß::A,গরম,cald
649,heiß::A,গরম,fierbinte
650,warm::A,ঈষদুষ্ণ,cald
651,warm::A,ঈষদুষ্ণ,fierbinte
652,kalt::A,ঠাণ্ডা,rece
653,kühl::A,শীতল,rece
654,kühl::A,শীতল,răcoros
655,frisch::A,তাজা,răcoros
656,frisch::A,তাজা,proaspăt
657,feucht::A,ভিজা,umed
658,feucht::A,ভিজা,jilav
659,nass::A,ভিজা,ud
660,trocken::A,শুষ্ক,sec
661,trocken::A,শুষ্ক,uscat
662,voll::A,পূর্ণ,plin
663,leer::A,খালি,gol
664,offen::A,খোলা,deschis
665,geschlossen::A,বন্ধ,închis
666,sauber::A,নির্মল,curat
667,schmutzig::A,নোংরা,murdar
668,roh::A,কাঁচা,crud
669,reif::A,পাকা,copt
670,lecker::A,সুস্বাদ,gustos
671,süß::A,মিষ্ট,dulce
672,bitter::A,তিক্ত,amar
673,sauer::A,টক,acru
674,hell::A,উজ্জ্বল,clar
675,hell::A,উজ্জ্বল,luminos
676,dunkel::A,অন্ধকারময়,obscur
677,dunkel::A,অন্ধকারময়,întunecos
678,schwarz::A,কালো,negru
679,weiß::A,সাদা,alb
680,rot::A,লাল,roșu
681,gelb::A,হলদে,galben
682,blau::A,নীল,albastru
683,grün::A,সবুজ,verde
684,grau::A,ছাই-রঙা,gri
685,grau::A,ছাই-রঙা,cenușiu
686,bunt::A,রঙিন,colorat
687,billig::A,সস্তা,ieftin
688,teuer::A,আক্রা,scump
689,wertvoll::A,মহার্ঘ,prețios
690,blind::A,কানা,orb
691,taub::A,বধির,surd
692,kräftig::A,বিশাল,tare
693,kräftig::A,বিশাল,forte
694,kräftig::A,বিশাল,robust
695,stark::A,শক্তিশালী,viguros
696,stark::A,শক্তিশালী,puternic
697,schwach::A,দুর্বল,slab
698,schwach::A,দুর্বল,debil
699,fett::A,মোটা,gras
700,schlank::A,কৃশ,zvelt
701,hübsch::A,সুন্দর,drăguț
702,böse::A,খারাপ,rău
703,böse::A,খারাপ,răutăcios
704,dumm::A,মূর্খ,nerod
705,dumm::A,মূর্খ,tâmpit
706,faul::A,শ্রমবিমুখ,leneș
707,fleißig::A,পরিশ্রমী,harnic
708,fleißig::A,পরিশ্রমী,sârguincios
709,geizig::A,ব্যয়কুণ্ঠ,calic
710,geizig::A,ব্যয়কুণ্ঠ,zgârcit
711,klug::A,দক্ষ,isteț
712,klug::A,দক্ষ,deștept
713,geschickt::A,পটু,dibaci
714,lieb::A,প্রেয়,drag
715,lieb::A,প্রেয়,iubit
716,lustig::A,প্রফুল্ল,vesel
717,sanft::A,নম্র,blând
718,sanft::A,নম্র,blajin
719,hungrig::A,ক্ষুধার্ত,flămând
720,krank::A,অসুস্থ,bolnav
721,nackt::A,উলঙ্গ,gol
722,traurig::A,দুঃখিত,trist
723,traurig::A,দুঃখিত,mâhnit
724,lebendig::A,জীবিত,viu
