,Concept_ID,cy,ka
724,klug::A,deallus,ჭკვიანი
725,geschickt::A,medrus,მარჯვე
726,geschickt::A,medrus,გაწაფული
727,geschickt::A,deheuig,მარჯვე
728,geschickt::A,deheuig,გაწაფული
729,lieb::A,hoff,სატრფიალო
730,lieb::A,annwyl,სატრფიალო
731,lustig::A,llon,მხიარული
732,sanft::A,mwyn,ალერსიანი
733,sanft::A,mwyn,გრძნობიერი
734,hungrig::A,newynog,მშიერი
735,krank::A,sâl,სნეული
736,krank::A,sâl,ავადმყოფი
737,krank::A,gwael,სნეული
738,krank::A,gwael,ავადმყოფი
739,nackt::A,noeth,ტიტველი
740,traurig::A,trist,მწუხარე
741,traurig::A,trist,სევდიანი
742,lebendig::A,yn fyw,ცოცხალი
743,gut::A,da,კარგი
744,schlecht::A,drwg,უხეირო
745,schlecht::A,gwael,უხეირო
746,richtig::A,cywir,ნამდვილი
747,schlimm::A,enbyd,ცუდი
748,wahr::A,gwir,სწორი
749,wahr::A,gwir,ჭეშმარიტი
750,alt::A,hen,ძველი
751,neu::A,newydd,ახალი
752,ehemalig::A,blaenorol,ყოფილი
753,alt[Lebewesen]::A,oedrannus,ბებერი
754,jung::A,ifanc,ნორჩი
755,jung::A,ifanc,ახალგაზრდა
756,arm::A,tlawd,ღარიბი
757,reich::A,cyfoethog,მდიდარი
758,bekannt::A,cynefin,ცნობილი
759,bekannt::A,cyfarwydd,ცნობილი
760,berühmt::A,enwog,გამოჩენილი
761,fremd::A,estron,უცხო
762,fremd::A,estron,გარეშე
763,verschieden::A,gwahanol,სხვაგვარი
764,nah::A,agos,ახლო
765,fern::A,pell,შორი
766,fern::A,pell,შორეული
767,linker::A,aswy,მარცხენა
768,linker::A,chwith,მარცხენა
769,rechter::A,de,მარჯვენა
770,rechter::A,deau,მარჯვენა
771,anderer::A,arall,სხვა
772,erster::A,cyntaf,პირველი
773,zweiter::A,ail,მეორე
774,dritter::A,trydydd,მესამე
775,letzter::A,olaf,ბოლო
776,letzter::A,olaf,უკანასკნელი
777,allein::ADV,unig,მარტო
778,allein::ADV,ar ei ben ei hun,მარტო
779,auf einmal::ADV,ar yr un pryd,ერთდროულად
780,zusammen::ADV,ynghyd,ერთად
781,zusammen::ADV,gyda'i gilydd,ერთად
782,lange::ADV,amser hir,დიდხანს
783,plötzlich::ADV,yn sydyn,მოულოდნელად
784,sofort::ADV,ar unwaith,ახლავე
785,später::ADV,yn ddiweddarach,მოგვიანებით
786,jetzt::ADV,yn awr,ახლა
787,heute::ADV,heddiw,დღეს
788,morgen::ADV,yfory,ხვალ
789,bald::ADV,yn fuan,მალე
790,bald::ADV,gyda hyn,მალე
791,dann::ADV,yna,მერე
792,dann::ADV,y pryd hwnnw,მერე
793,gestern::ADV,ddoe,გუშინ
794,einst::ADV,gynt,ოდესღაც
795,damals::ADV,ar y pryd,მაშინ
796,damals::ADV,bryd hynny,მაშინ
797,danach::ADV,wedyn,მერმე
798,danach::ADV,wedyn,შემდეგ
799,vorher::ADV,o'r blaen,ადრე
800,vorher::ADV,o'r blaen,წინათ
801,zuerst::ADV,yn gyntaf,ჯერ
802,einmal::ADV,unwaith,ერთხელ
803,manchmal::ADV,weithiau,ხან
804,manchmal::ADV,weithiau,ზოგჯერ
805,manchmal::ADV,ar brydiau,ხან
806,manchmal::ADV,ar brydiau,ზოგჯერ
807,oft::ADV,yn aml,ხშირად
808,oft::ADV,yn fynych,ხშირად
809,immer::ADV,bob amser,მუდამ
810,immer::ADV,bob amser,ყოველთვის
811,niemals::ADV,ni ... byth,არასდროს
812,niemals::ADV,ni ... erioed,არასდროს
813,hier::ADV,yma,აქ
814,hierhin::ADV,hyd yma,აქეთ
815,von hier::ADV,oddi yma,აქედან
816,dort::ADV,acw,იქ
817,dorthin::ADV,tuag yno,იქით
818,geradeaus::ADV,syth ymlaen,პირდაპირ
819,vorwärts::ADV,ymlaen,წინ
820,rückwärts::ADV,yn ôl,უკან
821,zurück::ADV,yn ôl,უკანვე
822,unten::ADV,isod,დაბლა
823,unten::ADV,isod,ქვევით
824,unten::ADV,oddi tanodd,დაბლა
825,unten::ADV,oddi tanodd,ქვევით
826,hinab::ADV,i lawr,ძირს
827,hinab::ADV,i waered,ძირს
828,oben::ADV,fry,ზემოთ
829,hinauf::ADV,i fyny,ზევით
830,hinauf::ADV,i'r lan,ზევით
831,überall::ADV,ym mhobman,ყველგან
832,nicht::ADV,ni,არ
833,nicht::ADV,nid,არ
834,ein wenig::ADV,tipyn,ცოტა
835,ein wenig::ADV,ychydig,ცოტა
836,kaum::ADV,prin,ძლივს
837,sehr::ADV,iawn,მეტად
838,sehr::ADV,iawn,ძალიან
839,so::ADV,fel,ისე
840,so::ADV,felly,ისე
841,noch::ADV,eto,ჯერ
842,nur::ADV,yn unig,მხოლოდ
843,schon::ADV,eisoes,უკვე
844,schon::ADV,yn barod,უკვე
845,wieder::ADV,drachefn,ისევ
846,wieder::ADV,drachefn,კიდევ
847,vergebens::ADV,yn ofer,ამაოდ
848,vergebens::ADV,yn ofer,ტყუილად
849,vor::PRP,o flaen,წინ
850,hinter::PRP,ar ôl,უკან
851,hinter::PRP,ar ôl,მიღმა
852,unter::PRP,islaw,ქვეშ
853,unter::PRP,islaw,ქვევით
854,durch::PRP,trwy,გავლით
855,neben::PRP,ar bwys,გვერდით
856,zwischen::PRP,rhwng,შუა
857,zwischen::PRP,rhwng,შორის
858,zwischen::PRP,cydrhwng,შუა
859,zwischen::PRP,cydrhwng,შორის
860,wegen::PRP,o achos,გამო
861,wegen::PRP,o achos,შედეგად
862,wegen::PRP,oherwydd,გამო
863,wegen::PRP,oherwydd,შედეგად
864,dies::PRN,hyn,ეს
865,das::PRN,hynny,ეგ
866,alles::PRN,popeth,ყველაფერი
867,ich::PRN,fi,მე
868,du::PRN,ti,შენ
869,er::PRN,fe,ის
870,er::PRN,fe,იგი
871,wir::PRN,ni,ჩვენ
872,ihr::PRN,chi,თქვენ
873,sie::PRN,hwy,ისინი
874,was::FPRN,pa beth,რა
875,wer::FPRN,pwy,ვინ
876,wo::FADV,ble,სად
877,wo::FADV,ym mha le,სად
878,wohin::FADV,i ble,საით
879,wohin::FADV,i ba le,საით
880,wie::FADV,sut,როგორ
881,warum::FADV,pam,რაზე
882,warum::FADV,pam,რატომ
883,wieviel::FNUM,faint,რამდენი
884,eins::NUM,un,ერთი
885,zwei::NUM,dau,ორი
886,drei::NUM,tri,სამი
887,vier::NUM,pedwar,ოთხი
888,fünf::NUM,pump,ხუთი
889,sechs::NUM,chwech,ექვსი
890,sieben::NUM,saith,შვიდი
891,acht::NUM,wyth,რვა
892,neun::NUM,naw,ცხრა
893,zehn::NUM,deg,ათი
894,elf::NUM,un ar ddeg,თერთმეტი
895,zwölf::NUM,deuddeg,თორმეტი
896,zwölf::NUM,un deg dau,თორმეტი
897,zwanzig::NUM,ugain,ოცი
898,dreißig::NUM,tri deg,ოცდაათი
899,dreißig::NUM,deg ar hugain,ოცდაათი
900,vierzig::NUM,deugain,ორმოცი
901,fünfzig::NUM,hanner cant,ორმოცდაათი
902,sechzig::NUM,chwe deg,სამოცი
903,siebzig::NUM,saith deg,სამოცდაათი
904,siebzig::NUM,deg a thrigain,სამოცდაათი
905,achtzig::NUM,wyth deg,ოთხმოცი
906,achtzig::NUM,pedar ugain,ოთხმოცი
907,neunzig::NUM,naw deg,ოთხმოცდაათი
908,neunzig::NUM,deg a phedwar ugain,ოთხმოცდაათი
909,hundert::NUM,cant,ასი
910,tausend::NUM,mil,ათასი
911,und::CNJ,a,და
912,oder::CNJ,neu,ან
913,stehen::V,sefyll,დგას
914,sitzen::V,eistedd,ზის
915,liegen::V,gorwedd,აწევს
916,hängen::V,hongian,კიდია
917,werden::V,dod yn,გახდება
918,werden::V,mynd yn,გახდება
919,passieren::V,digwydd,მოხდება
920,beginnen::V,cychwyn,იწყება
921,enden::V,gorffen,გათავდება
922,wechseln::V,newid,იცვლება
923,aufgehen[Sonne]::V,codi,ამოდის
924,untergehen[Sonne]::V,machlud,ჩადის
925,scheinen[Sonne]::V,tywynnu,ანათებს
926,donnern::V,taranu,ქუხს
927,wehen::V,chwythu,ქრის
928,wehen::V,chwythu,დაუბერავს
929,strömen::V,ffrydio,იღვრება
930,fließen::V,llifo,დის
931,fließen::V,llifo,მიედინება
932,sich drehen::V,troi,ტრიალებს
933,sich drehen::V,cylchdroi,ტრიალებს
934,schwanken::V,siglo,ირხევა
935,schwingen::V,siglo,ირხევა
936,fallen::V,cwympo,დავარდება
937,brennen::V,llosgi,იწვის
938,rauchen::V,mygu,ბოლავს
939,rauchen::V,mygu,აბოლებს
940,regnen::V,glawio,წვიმს
941,gefrieren::V,rhewi,იყინება
942,tauen::V,toddi,დნება
943,tauen::V,meirioli,დნება
944,schmelzen::V,toddi,დნება
945,trocknen::V,sychu,გაშრება
946,sieden::V,berwi,დუღს
947,faulen::V,pydru,ლპება
948,faulen::V,braenu,ლპება
949,verfaulen::V,pydru,ლპება
950,verfaulen::V,dadfeilio,ლპება
951,reißen::V,clecian,დაიხევა
952,reißen::V,torri'n glats,დაიხევა
953,versinken::V,suddo,ეფლობა
954,versinken::V,suddo,ჩაიძირება
955,vergehen::V,myned heibio,გადის
956,vergehen::V,pasio,გადის
957,erscheinen::V,ymddangos,გამოჩნდება
958,verschwinden::V,diflannu,გააქრება
959,verschwinden::V,diflannu,დაიკარგება
960,sinken::V,syrthio,დაიწევს
961,abnehmen::V,lleihau,შემცირდება
962,zunehmen::V,cynyddu,გასუქდება
963,steigen::V,codi,მოიმატებს
964,wachsen::V,tyfu,იზრდება
965,wachsen::V,tyfu,მრავლდება
966,glänzen::V,disgleirio,ბრწყინავს
967,funkeln::V,pefrio,კაშკაშებს
968,lärmen::V,cadw sŵn,ხმაურობს
969,lärmen::V,gwneud twrw,ხმაურობს
970,läuten::V,canu,დარეკავს
971,klingeln::V,canu,დარეკავს
972,klingeln::V,seinio,დარეკავს
973,klirren::V,tincian,დააწკარუნებს
974,brausen::V,rhuo,ბობოქრობს
975,rauschen::V,siffrwd,შრიალებს
976,rauschen::V,chwithrwd,შრიალებს
977,klingen::V,seinio,ხმას გამოსცემს
978,bellen::V,cyfarth,უყეფს
979,heulen::V,udo,ღმუის
980,heulen::V,oernadu,ღმუის
981,blasen::V,chwythu,დაუბერავს
982,pfeifen::V,chwibanu,უსტვენს
983,schreien::V,gweiddi,ყვირის
984,schreien::V,bloeddio,ყვირის
985,stöhnen::V,griddfan,კვნესის
986,zittern::V,crynu,აძაგძაგებს
987,leben::V,byw,ცოცხლობს
988,geboren werden::V,cael eich geni,იშვება
989,geboren werden::V,cael eich geni,იბადება
990,atmen::V,anadlu,სუნთქავს
991,trinken::V,yfed,სვამს
992,trinken::V,yfed,დალევს
993,essen::V,bwyta,შეჭამს
994,schlucken::V,llyncu,ყლაპავს
995,müde werden::V,blino,დაიქანცება
996,einschlafen::V,mynd i gysgu,დაიძინებს
997,einschlafen::V,syrthio i gysgu,დაიძინებს
998,schlafen::V,huno,სძინავს
999,schlafen::V,cysgu,სძინავს
1000,aufwachen::V,dihuno,გაიღვიძებს
1001,aufstehen::V,codi,ადგება
1002,sich erholen::V,ymlacio,დაისვენებს
1003,sich erholen::V,dadflino,დაისვენებს
1004,krank werden::V,mynd yn sâl,ავად გახდება
1005,krank werden::V,mynd yn wael,ავად გახდება
1006,krank sein::V,gwaelu,ავადმყოფობს
1007,schmerzen::V,brifo,სტკივა
1008,husten::V,pesychu,ახველებს
1009,genesen::V,gwella,მორჩება
1010,genesen::V,cael yn ôl,მორჩება
1011,sterben::V,marw,კვდება
1012,umkommen::V,trengi,დაიღუპება
1013,sich bewegen::V,symud,იძვრის
1014,sich bewegen::V,symud,მოძრაობს
1015,sich rühren::V,syflyd,გაინძრევა
1016,sich erheben::V,codi,ადგება
1017,sich setzen::V,eistedd,დაჯდება
1018,hinfallen::V,cwympo,დაეცემა
1019,laufen::V,cerdded,დადის
1020,schreiten::V,camu,აბიჯებს
1021,spazierengehen::V,mynd am dro,დასეირნობს
1022,eilen::V,rhuthro,მიიჩქარის
1023,sich beeilen::V,brysio,აჩქარდება
1024,sausen::V,rhuthro,მიქრის
1025,rennen::V,rhedeg,დარბის
1026,springen::V,llamu,ხტის
1027,springen::V,neidio,ხტის
1028,klettern::V,dringo,ძვრება
1029,schaukeln::V,siglo,ქანაობს
1030,kriechen::V,cropian,დაბობღავს
1031,schwimmen::V,nofio,ცურავს
1032,tauchen::V,plymio,ჩაიძირება
1033,tauchen::V,ymsuddo,ჩაიძირება
1034,rudern::V,rhwyfo,ნიჩაბს უსვამს
1035,fahren::V,gyrru,დადის
1036,fahren::V,gyrru,მგზავრობს
1037,fahren::V,dreifio,დადის
1038,fahren::V,dreifio,მგზავრობს
1039,fliegen::V,hedfan,იფრენს
1040,fliegen::V,hedfan,გაფრინდება
1041,gehen::V,mynd,მიდის
1042,weggehen::V,mynd,წამოდის
1043,weggehen::V,ymadael,წამოდის
1044,abfahren::V,ymadael,მიემგზავრება
1045,anhalten::V,stopio,ჩერდება
1046,hineingehen::V,mynd i mewn,შედის
1047,eintreten::V,mynd i,შედის
1048,kommen::V,dod,მოდის
1049,ankommen::V,cyrraedd,ჩადის
1050,zurückkommen::V,dychwelyd,დაბრუნდება
1051,bleiben::V,aros,დარჩება
1052,bleiben::V,sefyll,დარჩება
1053,warten::V,aros,ელოდება
1054,warten::V,disgwyl,ელოდება
1055,erwarten::V,disgwyl,ელის
1056,erwarten::V,disgwyl,დაიცდის
1057,suchen::V,chwilio am,ეძებს
1058,suchen::V,chwilio am,მოძებნის
1059,finden::V,darganfod,მიაგნებს
1060,finden::V,darganfod,გამოძებნის
1061,versuchen::V,profi,ცდის
1062,versuchen::V,profi,ცდილობს
1063,versuchen::V,ceisio,ცდის
1064,versuchen::V,ceisio,ცდილობს
1065,vorbereiten::V,paratoi,მოამზადებს
1066,lieben::V,caru,უყვარს
1067,mögen::V,hoffi,ეტრფის
1068,lachen::V,chwerthin,იცინის
1069,rühren::V,cynhyrfu,გულს აუჩუყებს
1070,weinen::V,wylo,ტირის
1071,weinen::V,llefain,ტირის
1072,schimpfen::V,grwgnach,შეიგინება
1073,sich ärgern::V,gofidio,გაბრაზობს
1074,sich fürchten::V,ofni,შიშობს
1075,fürchten::V,arswydo,ფრთხილობს
1076,fliehen::V,ffoi,გაიქცევა
1077,flüchten::V,dianc,გაიქცევა
1078,sehen::V,gweld,ხედავს
1079,anschauen::V,syllu,ნახავს
1080,anschauen::V,edrych,ნახავს
1081,ansehen::V,gwylio,უყურებს
1082,hören::V,clywed,ისმენს
1083,zuhören::V,gwrando,მოისმენს
1084,probieren::V,profi,გასინჯავს
1085,riechen::V,arogli,ყნოსავს
1086,fühlen::V,teimlo,გრძნობს
1087,fühlen::V,clywed,გრძნობს
1088,scheinen::V,ymddangos,ეჩვენება
1089,zu sehen sein::V,dod i'r golwg,მოჩანს
1090,vernehmen::V,clywed sôn am,გაიგებს
1091,frieren::V,bod yn oer,იყინება
1092,tun::V,gwneud,აკეთებს
1093,können::V,gallu,შეიძლება
1094,wollen::V,bod mewn angen,უნდა
1095,anfangen::V,dechrau,დაიწყებს
1096,beenden::V,darfod,ამთავრებს
1097,beenden::V,gorffen,ამთავრებს
1098,aufhören::V,peidio,შეწყვეტს
1099,gelingen::V,llwyddo,მოახერხებს
1100,geraten::V,diweddu,გამოდის
1101,öffnen::V,agor,გახსნის
1102,schließen::V,cau,ხურავს
1103,schließen::V,cau,დაკეტავს
1104,stellen::V,gosod,დადგამს
1105,setzen::V,gosod,დასვამს
1106,legen::V,gosod,დადებს
1107,berühren::V,cyffwrdd,შეახებს
1108,berühren::V,cyffwrdd,მიაკარებს
1109,verbinden::V,cysylltu,შეაერთებს
1110,bedecken::V,gorchuddio,გადააფარებს
1111,aufhängen::V,crogi,დაკიდებს
1112,aufhängen::V,hongian,დაკიდებს
1113,anzünden::V,cynnau,დაანთებს
1114,anzünden::V,cynnau,მოუკიდებს
1115,aufheben::V,codi,აიღებს
1116,aufheben::V,codi,აიყვანს
1117,zurücklassen::V,gadael,დატოვებს
1118,verlieren::V,colli,დაკარგავს
1119,fallen lassen::V,gollwng,გაუვარდება
1120,machen::V,gwneud,გააკეთებს
1121,machen::V,gwneud,გამოიწვევს
1122,herstellen::V,cynhyrchu,დაამზადებს
1123,bauen::V,adeiladu,ააშენებს
1124,reparieren::V,trwsio,შეაკეთებს
1125,reparieren::V,trwsio,გაარემონტებს
1126,reparieren::V,atgyweirio,შეაკეთებს
1127,reparieren::V,atgyweirio,გაარემონტებს
1128,verbessern::V,diwygio,გამოაკეთებს
1129,verbessern::V,diwygio,გააუმჯობესებს
1130,ändern::V,altro,შეცვლის
1131,graben::V,palu,თხრის
1132,graben::V,cloddio,თხრის
1133,beugen::V,plygu,ხრის
1134,biegen::V,plygu,გაღუნავს
1135,drehen::V,troelli,ატრიალებს
1136,wenden::V,troi,მოაბრუნებს
1137,umdrehen::V,troi,შეატრიალებს
1138,heben::V,codi,ასწევს
1139,hochheben::V,dyrchafu,აიყვანს
1140,ergreifen::V,gafael,სტაცებს
1141,halten::V,dal,უჭირავს
1142,drücken::V,pwyso,დააწვება
1143,drücken::V,gwasgu,დააწვება
1144,schieben::V,gwthio,მისწევს
1145,kratzen::V,crafu,მოფხანს
1146,lecken::V,llyfu,ლოკავს
1147,beißen::V,cnoi,უკბენს
1148,beißen::V,brathu,უკბენს
1149,abreißen::V,tynnu ymaith,გლეჯს
1150,abreißen::V,tynnu ymaith,მოწყვეტს
1151,abschneiden::V,torri,გაჭრის
1152,binden::V,clymu,შეკრავს
1153,binden::V,clymu,გადააბამს
1154,stecken::V,plannu,ჩაასობს
1155,brechen::V,torri,მოიტეხს
1156,klopfen::V,taro,აკაკუნებს
1157,hauen::V,taro,ლეწავს
1158,kleben::V,gludio,წებავს
1159,kleben::V,gludio,დააწებებს
1160,reiben::V,rhwbio,დაზელს
1161,streichen::V,taenu,უსვამს
1162,schleifen::V,hogi,ლესავს
1163,schneiden::V,torri,გაჭრის
1164,rütteln::V,ysgytio,არხევს
1165,schütteln::V,siglo,არყევს
1166,schütteln::V,siglo,ანძრევს
1167,schütteln::V,ysgwyd,არყევს
1168,schütteln::V,ysgwyd,ანძრევს
1169,schwenken::V,siglo,აქნევს
1170,schütten::V,tywallt,ღვრის
1171,schütten::V,tywallt,დააქცევს
1172,füllen::V,llenwi,გაავსებს
1173,einwickeln::V,lapio,შეახვევს
1174,tragen::V,cludo,მიიტანს
1175,schleppen::V,llusgo,მიათრევს
1176,ziehen::V,tynnu,წევს
1177,ziehen::V,tynnu,ათრევს
1178,aufbewahren::V,cadw,შეინახავს
1179,werfen::V,taflu,ისვრის
1180,fangen::V,dal,დაიჭერს
1181,packen::V,cipio,სტაცებს
1182,packen::V,crafangu,სტაცებს
1183,verstecken::V,celu,მალავს
1184,verstecken::V,cuddio,მალავს
1185,teilen::V,rhannu,დაყოფს
1186,schicken::V,anfon,გაგზავნის
1187,bringen::V,dod â,მოიტანს
1188,hinzufügen::V,chwanegu,დაამატებს
1189,bekommen::V,cael,ამოიღებს
1190,erhalten::V,derbyn,იღებს
1191,nehmen::V,cymryd,აიღებს
1192,wählen::V,dewis,გადაარჩევს
1193,auswählen::V,dethol,ამოარჩევს
1194,bewahren::V,cadw,ინარჩუნებს
1195,behindern::V,atal,აბრკოლებს
1196,behindern::V,atal,გააძნელებს
1197,behindern::V,rhwystro,აბრკოლებს
1198,behindern::V,rhwystro,გააძნელებს
1199,verderben::V,difetha,გააფუჭებს
1200,beschädigen::V,niweidio,დააზიანებს
1201,zerbrechen::V,torri,დაამტვრევს
1202,zerreißen::V,rhwygo,გახევს
1203,zerstören::V,dinistrio,მოსპობს
1204,zerstören::V,dinistrio,დაანგრევს
1205,verbrennen::V,llosgi,დაწვავს
1206,geben::V,rhoi,აძლევს
1207,reichen::V,estyn,მიაწოდებს
1208,schenken::V,rhoddi,აჩუქებს
1209,versprechen::V,addo,აღუთქვამს
1210,wünschen::V,dymuno,უსურვებს
1211,loben::V,canmol,აქებს
1212,loben::V,canmol,ამკობს
1213,küssen::V,cusanu,აკოცებს
1214,wiegen::V,siglo,არხევს
1215,zudecken::V,gorchuddio,გადახურავს
1216,wecken::V,deffro,გააღვიძებს
1217,zeigen::V,dangos,დაანახვებს
1218,führen::V,arwain,მიჰყავს
1219,lehren::V,dysgu,ასწავლის
1220,unterrichten::V,hyfforddi,ასწავლის
1221,aufziehen::V,dod i fyny,აღზრდის
1222,leiten::V,arwain,აწარმოებს
1223,leiten::V,arwain,ხელმძღვანელობს
1224,antreiben::V,annog,დააჩქარებს
1225,lassen::V,gadael,ა--ინებს
1226,einladen::V,gwahodd,მოიპატიჟებს
1227,vereinigen::V,uno,შეაერთებს
1228,vereinigen::V,cyfuno,შეაერთებს
1229,besuchen::V,ymweld â,სანახავად მიდის
1230,treffen::V,cwrdd,შეხვდება
1231,treffen::V,cyfarfod,შეხვდება
1232,sich versammeln::V,casglu,შეიკრიბება
1233,sich versammeln::V,cynnull,შეიკრიბება
1234,spielen::V,chwarae,ეთამაშება
1235,singen::V,canu,მღერის
1236,tanzen::V,dawnsio,ცეკვავს
1237,sich trennen::V,ymwahanu,მოშორდება
1238,verlassen::V,gadael,მიატოვებს
1239,retten::V,achub,იხსნის
1240,retten::V,achub,გადაარჩენს
1241,bewachen::V,gwarchod,დარაჯობს
1242,bewachen::V,gwarchod,უთვალთვალებს
1243,schützen::V,noddi,დაიფარავს
1244,verteidigen::V,amddiffyn,დაიცავს
1245,sich schlagen::V,ffraeo,იჩხუბებს
1246,sich schlagen::V,terfysgu,იჩხუბებს
1247,schießen::V,saethu,ისვრის
1248,siegen::V,ennill,გაიმარჯვებს
1249,ärgern::V,cythruddo,აჯავრებს
1250,schlagen::V,curo,ცემს
1251,treten::V,cicio,პანღურს ამოჰკრავს
1252,stechen::V,pigo,სჩხვლეტს
1253,stoßen::V,gwthio,დაეჯახება
1254,stehlen::V,dwyn,ქურდობს
1255,stehlen::V,dwyn,მოიპარავს
1256,stehlen::V,lladrata,ქურდობს
1257,stehlen::V,lladrata,მოიპარავს
1258,stören::V,aflonyddu,შეაწუხებს
1259,belästigen::V,trafferthu,მობეზრდება
1260,verbergen::V,cuddio,დამალავს
1261,täuschen::V,twyllo,შეცდებს
1262,betrügen::V,hocedu,მოატყუებს
1263,töten::V,lladd,მოკლავს
1264,wohnen::V,byw,ცხოვრობს
1265,wohnen::V,byw,ბინადრობს
1266,arbeiten::V,gweithio,მუშაობს
1267,sammeln::V,casglu,შეკრებს
1268,pflücken::V,casglu,კრეფს
1269,jagen::V,hela,ნადირობს
1270,fischen::V,pysgota,თევზაობს
1271,fassen::V,dal,დააჭერს
1272,hüten::V,bugeilio,მწყემსავს
1273,treiben::V,gyrru,მიერეკება
1274,anbinden::V,clymu,მიაბამს
1275,füttern::V,porthi,აჭმევს
1276,melken::V,godro,წველის
1277,hacken::V,torri,კეპავს
1278,gießen::V,dyfrhau,რწყავს
1279,reifen::V,aeddfedu,მწიფდება
1280,zubereiten::V,coginio,მოამზადებს
1281,kochen::V,berwi,მოხარშავს
1282,backen::V,pobi,გამოაცხობს
1283,backen::V,crasu,გამოაცხობს
1284,braten::V,ffrio,შეწვავს
1285,umrühren::V,cyffroi,შეურევს
1286,umrühren::V,cyffroi,გათქვეფს
1287,stricken::V,gwau,ქსოვს
1288,nähen::V,gwnïo,გაკერავს
1289,färben::V,lliwio,შეღებავს
1290,reinigen::V,glanhau,გაწმენდს
1291,reinigen::V,glanhau,გასუფთავებს
1292,waschen::V,golchi,გარეცხავს
1293,abwischen::V,sychu,წაშლის
1294,spülen::V,streulio,გაავლებს
1295,fegen::V,ysgubo,დაბლანდავს
1296,kehren::V,ysgubo,დაგვის
1297,baden::V,cael bath,ბანაობს
1298,sich waschen::V,ymolchi,იბანება
1299,ausziehen::V,tynnu,გაიხდის
1300,anziehen::V,gwisgo,ჩაიცვამს
1301,sich anziehen::V,ymwisgo,ჩაიცვამს
1302,kämmen::V,cribo,დავარცხნის
1303,schmücken::V,harddu,მორთავს
1304,schmücken::V,addurno,მორთავს
1305,sagen::V,dweud,იტყვის
1306,sprechen::V,llefaru,ლაპარაკობს
1307,reden::V,siarad,საუბრობს
1308,sich unterhalten::V,sgwrsio,ბაასობს
1309,sich unterhalten::V,sgwrsio,მუსაიფობს
1310,fragen::V,gofyn,ჰკითხავს
1311,bitten::V,gofyn am,სთხოვს
1312,erzählen::V,dweud,მოუთხრობს
1313,mitteilen::V,cyfleu,აუწყებს
1314,mitteilen::V,cyfleu,აცნობებს
1315,nennen::V,enwi,უწოდებს
1316,rufen::V,galw,დაუძახებს
1317,prahlen::V,brolio,ტრაბახობს
1318,prahlen::V,ymffrostio,ტრაბახობს
1319,übersetzen::V,cyfieithu,გადათარგმნის
1320,denken::V,meddwl,ფიქრობს
1321,denken::V,meddwl,აზროვნებს
1322,glauben::V,credu,სჯერა
1323,glauben::V,coelio,სჯერა
1324,bemerken::V,sylwi,შენიშვნავს
1325,erkennen::V,adnabod,გამოიცნობს
1326,begreifen::V,amgyffred,გაიგებს
1327,verstehen::V,deall,გაიგონებს
1328,lernen::V,dysgu,ისწავლის
1329,wissen::V,gwybod,ეცოდინება
1330,sich erinnern an::V,cofio,მოიგონებს
1331,sich erinnern an::V,cofio,გაიხსენებს
1332,vergessen::V,anghofio,ივიწყებს
1333,messen::V,mesur,ზომავს
1334,zählen::V,cyfrif,ითვლის
1335,rechnen::V,cyfrifo,გაიანგარიშებს
1336,lesen::V,darllen,კითხულობს
1337,malen::V,peintio,ხატავს
1338,zeichnen::V,tynnu,ხაზავს
1339,schreiben::V,ysgrifennu,დაწერს
1340,besitzen::V,meddu,ექნება
1341,kaufen::V,prynu,ყიდულობს
1342,verkaufen::V,gwerthu,გაყიდის
1343,bezahlen::V,talu am,გადაიხდის
1344,zahlen::V,talu,გადაიხდის
1345,beherrschen::V,rheoli,ფლობს
1346,beherrschen::V,llywodraethu,ფლობს
1347,ertragen::V,dioddef,მოითმენს
