,Concept_ID,nl,mrj
169,Hahn::N,haan,ӓптӓн
170,Gans::N,gans,комбы
171,Adler::N,arend,кучкыж
172,Ente::N,eend,лыды
173,Eule::N,uil,тымана
174,Kranich::N,kraanvogel,тырня
175,Kranich::N,kraanvogel,тыртня
176,Krähe::N,kraai,лудыгарак
177,Kuckuck::N,koekoek,куку
178,Schwan::N,zwaan,йӱксӹ
179,Fisch::N,vis,кол
180,Barsch::N,baars,алангы
181,Hecht::N,snoek,нуж
182,Hecht::N,snoek,нужгол
183,Schlange[Tier]::N,slang,кӹшкы
184,Wurm::N,worm,шукш
185,Spinne::N,spin,ӓнгӹремшӹ
186,Ameise::N,mier,кыткы
187,Laus::N,luis,ти
188,Mücke::N,mug,кужнер
189,Mücke::N,mug,кужынер
190,Fliege::N,vlieg,шӹнгӓ
191,Schmetterling::N,vlinder,лӹпӹ
192,Beere::N,bes,мöр
193,Apfel::N,appel,олма
194,Pilz::N,paddestoel,понгы
195,Zwiebel::N,ui,охыра
196,Saat::N,zaad,нӱшмӹ
197,Saat::N,zaad,нӱшмӱ
198,Korn::N,graan,пӹрцӹ
199,Korn::N,korrel,пӹрцӹ
200,Heu::N,hooi,шуды
201,Schale::N,schil,аваха
202,Schale::N,schil,карлангы
203,Grube::N,kuil,йӓм
204,Falle::N,val,лӱдӹ
205,Falle::N,val,лӱдӹш
206,Schlinge::N,strop,онгы
207,Spur::N,spoor,кишӓ
208,Asche::N,as,ломых
209,Asche::N,as,ломпыж
210,Dreck::N,drek,лявӹрӓ
211,Eisen::N,ijzer,кӹртни
212,Gold::N,goud,шöртни
213,Gold::N,goud,шöртньӹ
214,Silber::N,zilver,ши
215,Kohle::N,kool,шӱ
216,Glas::N,glas,охоница
217,Lehm::N,klei,шун
218,Sand::N,zand,ошма
219,Mensch::N,mens,эдем
220,Mann::N,man,пӱэргӹ
221,Frau::N,vrouw,ӹдӹрӓмӓш
222,Kind::N,kind,ӓзӓ
223,Kind::N,kind,шачшы
224,Junge::N,jongen,рвезӹ
225,Junge::N,jongen,ӹрвезӹ
226,Mädchen::N,meisje,ӹдӹрӓш
227,Familie::N,gezin,йиш
228,Familie::N,gezin,семня
229,Familie::N,familie,йиш
230,Familie::N,familie,семня
231,Großvater::N,grootvader,тьоти
232,Großmutter::N,grootmoeder,папа
233,Eltern::N,ouders,ӓтя-ӓвӓ
234,Vater::N,vader,ӓтя
235,Mutter::N,moeder,ӓвӓ
236,Sohn::N,zoon,эргӹ
237,Tochter::N,dochter,ӹдӹр
238,Bruder::N,broer,ӹза
239,Bruder::N,broeder,ӹза
240,Schwester::N,zus,ӓкӓ
241,Schwester::N,zuster,ӓкӓ
242,Onkel::N,oom,кугуза
243,Tante::N,tante,куака
244,Ehemann::N,echtgenoot,мары
245,Ehefrau::N,echtgenote,вӓтӹ
246,Freude::N,vreugde,ӹвӹртӹмӓш
247,Gelächter::N,gelach,ваштылмаш
248,Glück::N,geluk,пиӓл
249,Kummer::N,verdriet,ясы
250,Wunsch::N,wens,охата
251,Wunsch::N,wens,шанымаш
252,Wunsch::N,verlangen,охата
253,Wunsch::N,verlangen,шанымаш
254,Lust::N,zin,шӓр
255,Lust::N,zin,охата
256,Lust::N,zin,шанымаш
257,Lust::N,lust,шӓр
258,Lust::N,lust,охата
259,Lust::N,lust,шанымаш
260,Geist::N,geest,тух
261,Gedanke::N,gedachte,шанымаш
262,Gedächtnis::N,geheugen,ӓш
263,Verstand::N,verstand,ыш
264,Sinn::N,betekenis,кын
265,Grund::N,reden,вир
266,Wahrheit::N,waarheid,тöр
267,Gespräch::N,gesprek,хытырымаш
268,Märchen::N,sprookje,ямак
269,Erzählung::N,verhaal,шайыштмаш
270,Nachricht::N,tijding,увертӓрӹмӓш
271,Neuigkeit::N,nieuws,увер
272,Neuigkeit::N,nieuwtje,увер
273,Name::N,naam,лӹм
274,Rätsel::N,raadsel,тышты
275,Rede::N,rede,шая
276,Rede::N,rede,шамак
277,Sprache::N,taal,йӹлмӹ
278,Stimme::N,stem,юк
279,Wort::N,woord,шамак
280,Zeichen::N,teken,палӹ
281,Ruf::N,roep,сӹгӹрӹмӓш
282,Lärm::N,lawaai,юкланымащ
283,Laut::N,klank,юк
284,Laut::N,geluid,юк
285,Ton::N,toon,юк
286,Ton::N,klank,юк
287,Lied::N,lied,мыры
288,Ruhe::N,rust,тыр
289,Ruhe::N,stilte,тыр
290,Leute::N,lui,эдемвлӓ
291,Leute::N,mensen,эдемвлӓ
292,Volk::N,volk,халык
293,Arbeit::N,werk,пӓшӓ
294,Arbeit::N,arbeid,пӓшӓ
295,Gast::N,gast,хына
296,Geschenk::N,cadeau,подарка
297,Geschenk::N,geschenk,подарка
298,Spiel::N,spel,мадыш
299,Gesellschaft::N,gezelschap,йӓл
300,Gesellschaft::N,gezelschap,йӓлвлӓ
301,Hilfe::N,hulp,палшык
302,Freund::N,vriend,тӓнг
303,Kamerad::N,maat,тос
304,Kamerad::N,metgezel,тос
305,Angelegenheit::N,zaak,дела
306,Angelegenheit::N,zaak,йела
307,Angelegenheit::N,zaak,йыла
308,Angelegenheit::N,zaak,пӓшӓ
309,Angelegenheit::N,aangelegenheid,дела
310,Angelegenheit::N,aangelegenheid,йела
311,Angelegenheit::N,aangelegenheid,йыла
312,Angelegenheit::N,aangelegenheid,пӓшӓ
313,Anzahl::N,tal,шот
314,Anzahl::N,aantal,шот
315,Art::N,slag,цӹре
316,Art::N,soort,цӹре
317,Stück::N,stuk,лаштык
318,Teil::N,deel,пай
319,Teil::N,deel,часть
320,Hälfte::N,helft,пел
321,Kreis::N,kring,тӹртӹш
322,Kreis::N,cirkel,тӹртӹш
323,Kreuz::N,kruis,крестӹ
324,Linie::N,lijn,
325,Strich::N,haal,
326,Strich::N,streep,
327,Abstand::N,afstand,ло
328,Entfernung::N,afstand,ло
329,Gegend::N,streek,вӓр
330,Platz::N,ruimte,вӓр
331,Ort::N,oord,вӓр
332,Ort::N,plaats,вӓр
333,Seite::N,zij,öрдӹж
334,Seite::N,kant,öрдӹж
335,Seite::N,zijde,öрдӹж
336,Mitte::N,midden,ло
337,Gegenstand::N,voorwerp,хӓдӹр
338,Sache::N,zaak,хӓдӹр
339,Rand::N,rand,шöр
340,Rand::N,boord,шöр
341,Kante::N,kant,шöр
342,Ecke::N,hoek,лык
343,Spitze::N,punt,вуй
344,Spitze::N,spits,вуй
345,Ende::N,einde,вуй
346,Ende::N,einde,мычаш
347,Ende::N,uiteinde,вуй
348,Ende::N,uiteinde,мычаш
349,Loch::N,gat,ыраж
350,Winkel::N,hoek,лык
351,Muster::N,dessin,тӹрлец
352,Muster::N,patroon,тӹрлец
353,Größe::N,grootte,кӱкшӹц
354,Länge::N,lengte,кыт
355,Höhe::N,hoogte,кӱкшӹц
356,Gewicht::N,gewicht,нелӹц
357,Menge::N,hoeveelheid,шот
358,Haufen::N,hoop,ара
359,Reihe::N,rij,ряд
360,Reihe::N,reeks,ряд
361,Boot::N,boot,пыш
362,Ruder::N,roeiriem,вешлӓ
363,Schlitten::N,slee,тир
364,Schlitten::N,slede,тир
365,Ski::N,ski,ечӹ
366,Lagerfeuer::N,kampvuur,тыл
367,Last::N,last,нелӹц
368,Last::N,vracht,нелӹц
369,Gang::N,wandeling,ход
370,Schritt::N,stap,ашкыл
371,Schritt::N,schrede,ашкыл
372,Norden::N,noorden,йыдпелвел
373,Süden::N,zuiden,кечӹвӓлвел
374,Westen::N,westen,кечӹ шӹцмӹ
375,Osten::N,oosten,ирвел
376,Osten::N,oosten,кечӹ лӱлтмӹ
377,Holz::N,hout,пушӓнгӹ
378,Brett::N,plank,ханга
379,Platte::N,plaat,плитӓ
380,Stütze::N,stut,цӓрӓк
381,Stütze::N,steun,цӓрӓк
382,Stange::N,stang,равы
383,Stange::N,stang,намаш
384,Stock::N,stok,панды
385,Stab::N,staf,равы
386,Rohr::N,pijp,пыч
387,Haus::N,huis,пöрт
388,Heim::N,tehuis,пöрт
389,Ofen::N,kachel,камака
390,Fußboden::N,vloer,седӹрӓ
391,Tisch::N,tafel,стöл
392,Stuhl::N,stoel,пöкен
393,Wiege::N,wieg,шипкӓ
394,Bett::N,bed,койка
395,Bett::N,bed,кравать
396,Regal::N,rek,полицӓ
397,Kiste::N,kist,шӱ́ндӹк
398,Fenster::N,raam,окня
399,Fenster::N,venster,окня
400,Tür::N,deur,амаса
401,Tor::N,poort,хапка
402,Zaun::N,omheining,забор
403,Dach::N,dak,левӓш
404,Leiter::N,ladder,ташкалтыш
405,Besen::N,bezem,сало
406,Besen::N,bezem,салко
407,Spaten::N,schop,кольмы
408,Schaufel::N,schep,лоток
409,Gabel::N,vork,ви́лка
410,Löffel::N,lepel,савала
411,Messer::N,mes,кӹзӹ
412,Nagel::N,spijker,пыда
413,Netz::N,net,вӓпш
414,Haken::N,haak,крӱк
415,Haken::N,haak,кагак
416,Griff::N,handvat,кычем
417,Schloss::N,slot,замок
418,Schloss::N,slot,сыравач
419,Bild::N,beeld,картин
420,Figur::N,figuur,кӓн
421,Puppe::N,pop,поханя
422,Beutel::N,zak,мешӓк
423,Beutel::N,buidel,мешӓк
424,Bündel::N,pak,топ
425,Bündel::N,pak,пидӹш
426,Bündel::N,pak,кӹлдӹш
427,Bündel::N,bundel,топ
428,Bündel::N,bundel,пидӹш
429,Bündel::N,bundel,кӹлдӹш
430,Tasche::N,tas,сумкы
431,Eimer::N,emmer,ведӹрӓ
432,Deckel::N,deksel,комдыш
433,Geschirr::N,vaatwerk,ӓтӹ
434,Sack::N,zak,мешӓк
435,Tasse::N,kop,цӓшкӓ
436,Topf::N,pan,ми́ска
437,Kessel::N,ketel,пад
438,Essen::N,eten,качкыш
439,Essen::N,eten,качкыш-йӱш
440,Nahrung::N,voedsel,качкыш
441,Nahrung::N,voedsel,качкыш-йӱш
442,Speise::N,spijs,няня
443,Fleisch::N,vlees,пай
444,Getreide::N,graan,киндӹ
445,Brei::N,pap,шӹрӓш
446,Brei::N,brij,шӹрӓш
447,Brot::N,brood,сыкыр
448,Scheibe::N,plak,ламыт
449,Scheibe::N,plak,лаштык
450,Scheibe::N,snede,ламыт
451,Scheibe::N,snede,лаштык
452,Fett::N,vet,кая
453,Butter::N,boter,ӱ
454,Öl::N,olie,ӱ
455,Salz::N,zout,санзал
456,Suppe::N,soep,лем
457,Honig::N,honing,мӱ
458,Milch::N,melk,шӹшер
459,Tee::N,thee,чӓй
460,Leder::N,leer,шарга
461,Leder::N,leer,кавашты
462,Leder::N,leder,шарга
463,Leder::N,leder,кавашты
464,Wolle::N,wol,миж
465,Stoff::N,stof,матер
466,Stoff::N,stof,матери
467,Nadel::N,naald,им
468,Faden::N,draad,шӹртӹ
469,Knopf::N,knoop,полдыш
470,Knoten::N,knoop,пӱкшем
471,Farbe::N,verf,чиӓ
472,Farbe::N,verf,крӓскӓ
473,Kleidung::N,kledij,выргем
474,Kleidung::N,kleding,выргем
475,Hemd::N,hemd,тыгыр
476,Kragen::N,kraag,шӱ
477,Ärmel::N,mouw,шокш
478,Hose::N,broek,ялаш
479,Hose::N,pantalon,ялаш
480,Gürtel::N,riem,ӹштӹ
481,Gürtel::N,gordel,ӹштӹ
482,Mütze::N,muts,упш
483,Schuh::N,schoen,ту́фльы
484,Stiefel::N,laars,кем
485,Ring::N,ring,шӓргӓш
486,Band::N,lint,лемтӓ
487,Kamm::N,kam,шерге
488,Spiegel::N,spiegel,тӹгӹр
489,Riemen::N,riem,прӓжӓ
490,Schnur::N,koord,кӓндӹра
491,Leine::N,lijn,керем
492,Decke::N,deken,одеял
493,Kissen::N,kussen,кӹпцӹк
494,Tuch::N,doek,савыц
495,Handtuch::N,handdoek,шӹргӹсавыц
496,Handtuch::N,handdoek,шӹргӹмсавыц
497,Kraft::N,kracht,ви
498,Stärke::N,sterkte,ви
499,Gesundheit::N,gezondheid,шу
500,Gesundheit::N,gezondheid,шулык
501,Krankheit::N,ziekte,мыж
502,Schmerz::N,pijn,карштыш
503,Wunde::N,wond,шушыр
504,Fieber::N,koorts,ӱштӹмыж
505,Arznei::N,medicament,лекӓрцӹ
506,Arznei::N,geneesmiddel,лекӓрцӹ
507,Brücke::N,brug,кӹвер
508,Brunnen::N,put,вӹдсӹнзӓ
509,Brunnen::N,bron,вӹдсӹнзӓ
510,Weide::N,wei,ныр
511,Weide::N,weide,ныр
512,Pfad::N,pad,ялгорны
513,Weg::N,weg,корны
514,Straße::N,baan,корны
515,Straße::N,straat,корны
516,Dorf::N,dorp,сола
517,Stadt::N,stad,города
518,Brief::N,brief,сирмӓш
519,Buch::N,boek,книгӓ
520,Buchstabe::N,letter,буква́
521,Zeitung::N,krant,газет
522,Zeitung::N,krant,кайзет
523,Zeitung::N,dagblad,газет
524,Zeitung::N,dagblad,кайзет
525,Leben::N,leven,житя
526,Tod::N,dood,смöрт
527,Grab::N,graf,шӹгер
528,Grab::N,graf,мыгилӓ
529,Grab::N,graf,шӹгерлӓ
530,Kirche::N,kerk,церкӹ
531,Sünde::N,zonde,сулык
532,Gott::N,god,йымы
533,Arbeiter::N,arbeider,пӓшӓзӹ
534,Chef::N,chef,вуй
535,Meister::N,meester,мастар
536,Arzt::N,arts,доктор
537,Arzt::N,dokter,доктор
538,Lehrer::N,leraar,тымдышы
539,Lehrer::N,onderwijzer,тымдышы
540,Geld::N,geld,окса
541,Geschäft::N,zaak,торге́йӹмӓш
542,Laden::N,winkel,лапка
543,Laden::N,winkel,магазин
544,Preis::N,prijs,ӓк
545,Ware::N,waar,товар
546,Nutzen::N,nut,пайда
547,Nutzen::N,voordeel,пайда
548,Reichtum::N,rijkdom,перке
549,Welt::N,wereld,сӓндӓлӹк
550,Welt::N,wereld,свет
551,Land::N,land,сӓндӓлӹк
552,Staat::N,staat,кугижӓншӹ
553,König::N,koning,король
554,Macht::N,macht,власть
555,Grenze::N,grens,пӹсмӓн
556,Krieg::N,oorlog,вырсы
557,Feind::N,vijand,тышман
558,Gewalt::N,geweld,ви
559,Kampf::N,strijd,кредӓлмӓш
560,Kampf::N,gevecht,кредӓлмӓш
561,Bogen[Waffe]::N,boog,янгеж
562,Pfeil::N,pijl,пикш
563,Gewehr::N,geweer,пичӓл
564,Fehler::N,fout,самынь
565,Lüge::N,leugen,шая
566,Schaden::N,schade,вре́дӓ
567,Unglück::N,tegenspoed,пёда
568,Unglück::N,tegenspoed,тымаша
569,Schuld::N,schuld,вуйнамат
570,Alter::N,leeftijd,иӓш
571,Alter::N,leeftijd,игечӹ
572,Schluss::N,slot,пӹтӓртӹш
573,Zeit::N,tijd,веремӓ
574,Tag::N,dag,кечӹ
575,Morgen::N,morgen,ир
576,Morgen::N,morgen,ирок
577,Morgen::N,ochtend,ир
578,Morgen::N,ochtend,ирок
579,Mittag::N,middag,кечӹвӓл
580,Abend::N,avond,вады
581,Nacht::N,nacht,йыд
582,Woche::N,week,ӓрня
583,Monat::N,maand,тӹ́лзӹ
584,Jahr::N,jaar,год
585,Frühling::N,lente,шошым
586,Frühling::N,voorjaar,шошым
587,Sommer::N,zomer,кӓнгӹж
588,Herbst::N,herfst,шӹжӹ
589,Winter::N,winter,тел
590,Winter::N,winter,телӹ
591,Januar::N,januari,январ
592,Januar::N,januari,январь
593,Februar::N,februari,февраль
594,März::N,maart,март
595,April::N,april,апрель
596,Mai::N,mei,май
597,Juni::N,juni,июнь
598,Juli::N,juli,июль
599,August::N,augustus,август
600,September::N,september,сентябрь
601,Oktober::N,oktober,октябрь
602,November::N,november,ноябрь
603,Dezember::N,december,декавыр
604,Montag::N,maandag,шачмы
605,Dienstag::N,dinsdag,кышкыжмы
606,Mittwoch::N,woensdag,вӹрчегӹ
607,Donnerstag::N,donderdag,изӓрня
608,Freitag::N,vrijdag,когарня
609,Samstag::N,zaterdag,кукшыгечӹ
610,Sonntag::N,zondag,рушӓрня
611,groß::A,groot,кого
612,klein::A,klein,изи
613,lang::A,lang,кужы
614,kurz::A,kort,кӹтӹк
615,breit::A,breed,кымда
616,schmal::A,smal,ӓнгӹсӹр
617,dicht::A,dicht,шӹре
618,dick[Gegenstand]::A,dik,кӹжгӹ
619,dünn::A,dun,вӹцкӹж
620,fein::A,fijn,пыльга
621,fest::A,vast,цаткыды
622,flach::A,plat,тӓлякӓ
623,glatt::A,glad,ягылгы
624,hart::A,hard,пингӹдӹ
625,weich::A,week,пышкыды
626,rund::A,rond,тӹртӹш
627,spitz::A,spits,кашар
628,spitz::A,puntig,кашар
629,scharf::A,scherp,кашар
630,stumpf::A,stomp,нӹшкӹ
631,schwer::A,zwaar,нелӹ
632,schön::A,mooi,цевер
633,schön::A,mooi,олмыдшы
634,schön::A,fraai,цевер
635,schön::A,fraai,олмыдшы
636,heiß::A,heet,шокшы
637,warm::A,warm,шокшы
638,kalt::A,koud,ӱштӹ
639,kühl::A,koel,юалгы
640,kühl::A,koel,йонгата
641,frisch::A,fris,йонгата
642,feucht::A,vochtig,ӹлӹкшӹ
643,feucht::A,vochtig,вӹдӹжгӹ
644,nass::A,nat,начкы
645,trocken::A,droog,кукшы
646,voll::A,vol,темшӹ
647,voll::A,vol,темыман
648,leer::A,leeg,йӓрӓ
649,offen::A,open,виш
650,geschlossen::A,gesloten,чӱчмӹ
651,geschlossen::A,gesloten,тӹкӹлӓлтшӹ
652,sauber::A,net,ире
653,sauber::A,schoon,ире
654,schmutzig::A,vuil,шоран
655,schmutzig::A,vuil,лявӹрӓн
656,schmutzig::A,vuil,шорангшы
657,roh::A,rauw,пеле кӱшӹ
658,reif::A,rijp,кӱшӹ
659,lecker::A,lekker,тотан
660,süß::A,zoet,мӱӓн
661,bitter::A,bitter,качы
662,sauer::A,zuur,шапы
663,hell::A,licht,соты
664,hell::A,licht,валгыды
665,hell::A,helder,соты
666,hell::A,helder,валгыды
667,dunkel::A,donker,пӹц
668,dunkel::A,donker,пӹцкемӹш
669,schwarz::A,zwart,шим
670,weiß::A,wit,ош
671,weiß::A,wit,ошы
672,rot::A,rood,якшаргы
673,gelb::A,geel,сар
674,gelb::A,geel,сары
675,blau::A,blauw,симсӹ
676,grün::A,groen,ыжар
677,grau::A,grijs,луды
678,bunt::A,bont,ала
679,billig::A,goedkoop,шулдаш
680,teuer::A,duur,шергӹ
681,teuer::A,duur,шергӓкӓн
682,wertvoll::A,kostbaar,ӓкӓн
683,wertvoll::A,waardevol,ӓкӓн
684,blind::A,blind,слöпöй
685,blind::A,blind,сльöпöй
686,taub::A,doof,тӱтӱк
687,kräftig::A,krachtig,виӓн
688,stark::A,sterk,виӓн
689,schwach::A,zwak,шава
690,schwach::A,zwak,лӹпкӓ
691,schwach::A,zwak,слабка
692,fett::A,vet,таза
693,schlank::A,slank,яштака
694,hübsch::A,leuk,сӹлнӹ
695,hübsch::A,leuk,олмыдшы
696,böse::A,kwaad,шӹдӓн
697,dumm::A,dom,окмак
698,faul::A,lui,ялахай
699,fleißig::A,vlijtig,пӓшам яратышы
700,geizig::A,gierig,шык
701,klug::A,slim,ышан
702,klug::A,schrander,ышан
703,klug::A,verstandig,ышан
704,geschickt::A,handig,мастар
705,geschickt::A,vaardig,мастар
706,lieb::A,lief,тыри
707,lustig::A,vrolijk,мындыр
708,lustig::A,vrolijk,сусу
709,sanft::A,zacht,йӹвӹжӓ
710,hungrig::A,hongerig,шужышы
711,krank::A,ziek,церлӹ
712,krank::A,ziek,хворой
713,nackt::A,naakt,цӓрӓ
714,traurig::A,treurig,сы́лыкан
715,traurig::A,treurig,кымы́лдымы
716,traurig::A,bedroefd,сы́лыкан
717,traurig::A,bedroefd,кымы́лдымы
718,lebendig::A,levend,живой
719,gut::A,goed,яжо
720,schlecht::A,slecht,уда
721,schlecht::A,slecht,худа
722,richtig::A,juist,вургамла
723,schlimm::A,erg,йӹрнык
724,schlimm::A,kwaad,йӹрнык
725,wahr::A,waar,настоящий
726,wahr::A,waar,настояшый
727,alt::A,oud,шонгы
728,neu::A,nieuw,у
729,ehemalig::A,voormalig,тошты
730,alt[Lebewesen]::A,oud,ӹлалшӹ
731,jung::A,jong,нöргӹ
732,jung::A,jong,молода
733,arm::A,arm,укеӓн
734,reich::A,rijk,паян
735,reich::A,rijk,пурлыкан
736,bekannt::A,bekend,палӹмӹ
737,berühmt::A,beroemd,лӹмлы
738,fremd::A,vreemd,эдемӹн
739,verschieden::A,verscheiden,тӹрлӹ
740,verschieden::A,verschillend,тӹрлӹ
741,nah::A,nabij,лишӹл
742,nah::A,nabijgelegen,лишӹл
743,fern::A,ver,мӹндӹр
744,linker::A,linker,шалахай
745,rechter::A,rechter,вургамла
746,anderer::A,andere,вес
747,anderer::A,andere,весӹ
748,erster::A,eerste,икшӹ
749,erster::A,eerste,икӹмшӹ
750,zweiter::A,tweede,кокшы
751,dritter::A,derde,кымшы
752,letzter::A,laatste,остатка
753,allein::ADV,alleen,иктӹ
754,allein::ADV,alleen,иктӹт
755,auf einmal::ADV,ineens,тöрöк
756,auf einmal::ADV,tegelijk,тöрöк
757,zusammen::ADV,samen,икараш
758,zusammen::ADV,samen,цымырын
759,zusammen::ADV,bijeen,икараш
760,zusammen::ADV,bijeen,цымырын
761,lange::ADV,lang,кужын
762,plötzlich::ADV,eensklaps,трӱк
763,plötzlich::ADV,plotsklaps,трӱк
764,sofort::ADV,terstond,полт
765,sofort::ADV,terstond,тöрöк
766,sofort::ADV,terstond,тӹшӓкок
767,sofort::ADV,aanstonds,полт
768,sofort::ADV,aanstonds,тöрöк
769,sofort::ADV,aanstonds,тӹшӓкок
770,sofort::ADV,onmiddelijk,полт
771,sofort::ADV,onmiddelijk,тöрöк
772,sofort::ADV,onmiddelijk,тӹшӓкок
773,später::ADV,later,вара
774,jetzt::ADV,nu,
775,jetzt::ADV,nou,
776,jetzt::ADV,thans,
