,Concept_ID,lez,ku
790,stehen::V,акъвазун,sekinîn
791,sitzen::V,ацукьун,rûniştin
792,liegen::V,къаткун,paldan
793,hängen::V,куьрс хьун,darve kirin
794,werden::V,хьун,bûn
795,passieren::V,хьун,hatin holê
796,passieren::V,хьун,hatin serê kesî
797,beginnen::V,башламиш хьун,li dest pêkirin
798,enden::V,куьтягь хьун,xalas bû
799,wechseln::V,дегиш хьун,guherandin
800,wechseln::V,дегиш хьун,dêgiş kirin
801,aufgehen[Sonne]::V,экъечӏун,hilatin
802,untergehen[Sonne]::V,акӏун,çun ava
803,scheinen[Sonne]::V,ишигь гун,şewk de
804,donnern::V,къукърумар авун,gire-gir
805,strömen::V,авахьун,xwe girtin
806,fließen::V,авахьун,herikîn
807,sich drehen::V,элкъуьн,xwe zivirandin
808,schwanken::V,юзун,hejandin
809,schwingen::V,галтад хьун,libakirin
810,fallen::V,аватун,ketin
811,brennen::V,кун,şewitîn
812,brennen::V,ккун,şewitîn
813,regnen::V,къун,bahran tê
814,gefrieren::V,муркӏади кьун,qefilandin
815,tauen::V,цӏурун,helandin
816,schmelzen::V,цӏурун,helandin
817,trocknen::V,кьурун,zuwabûn
818,sieden::V,ругун,kelîn
819,faulen::V,кутӏун,xerabûn
820,verfaulen::V,чуьруьтмиш хьун,xerabûn
821,verfaulen::V,кутӏун,xerabûn
822,reißen::V,атӏун,jêkirin
823,reißen::V,къазунун,jêkirin
824,versinken::V,батмиш хьун,xerq bûn
825,vergehen::V,алатун,derbas bûn
826,erscheinen::V,майдандиз акъатун,peyda bûn
827,verschwinden::V,квахьун,wendabûn
828,sinken::V,элекьун,noq bûn
829,abnehmen::V,тӏимил хьун,kêm bûn
830,abnehmen::V,гъвечӏи хьун,kêm bûn
831,zunehmen::V,артух хьун,qelew bûn
832,steigen::V,хкаж хьун,hildan
833,wachsen::V,экъечӏун,mezin bûn
834,glänzen::V,цӏарцӏар гун,biriqîn
835,funkeln::V,нур гун,çikisîn
836,lärmen::V,ван авун,guşîn
837,läuten::V,зенг ягъун,lê de
838,klingeln::V,зенг ягъун,sîl dan
839,klingeln::V,зенг ягъун,ringerin
840,klirren::V,зигринг авун,zingzing hat
841,brausen::V,къати хьун,guşîn
842,rauschen::V,вишриш авун,guşîn
843,klingen::V,ван авун,deng pe ketin
844,bellen::V,элуькьун,kewtîn
845,heulen::V,къув ягъун,ûrîn
846,blasen::V,уф гун,puf kirin
847,pfeifen::V,уьфт ягъун,fîkandin
848,schreien::V,гьараюн,qîrîn
849,stöhnen::V,суза авун,nalîn
850,zittern::V,зурзун,hejîn
851,leben::V,яшамиш хьун,jihîn
852,geboren werden::V,хьун,hatin dinyê
853,geboren werden::V,хьун,bûn
854,atmen::V,нефес чӏугун,hilmijîn
855,trinken::V,хъун,vexwarin
856,essen::V,тӏуьн,xwarin
857,schlucken::V,туькьуьнун,daqulbandin
858,müde werden::V,галатун,betilîln
859,müde werden::V,галатун,qerimîn
860,müde werden::V,юргъун хьун,betilîln
861,müde werden::V,юргъун хьун,qerimîn
862,einschlafen::V,ксун,razan
863,schlafen::V,ксун,razan
864,schlafen::V,ксун,razandin
865,aufwachen::V,ахварай аватун,şiyarbûn
866,aufstehen::V,къарагъун,rabûn
867,sich erholen::V,ял ягъун,baş bûn
868,krank werden::V,кефсуз хьун,nexweş kêt
869,krank sein::V,тӏа хьун,nexweş bû
870,schmerzen::V,тӏа хьун,êşandin
871,husten::V,уьгьуь ягъун,kuxin
872,genesen::V,сагъ хъхьун,baş bûn
873,sterben::V,кьин,mirin
874,umkommen::V,терг хьун,mirin
875,sich bewegen::V,юзун,leqîn
876,sich rühren::V,юзун,leqîn
877,sich erheben::V,къарагъун,rabûn
878,sich setzen::V,ацукьун,runiştin
879,hinfallen::V,алукьун,kêtin
880,laufen::V,къекъуьн,meşîn
881,schreiten::V,ккамар къачун,meşkirin
882,spazierengehen::V,сейр авун,gerandin
883,eilen::V,тади авун,lezandin
884,sich beeilen::V,гьерекатун,zûkirin
885,sausen::V,чкурун,fîzîn
886,rennen::V,катун,baz dan
887,rennen::V,зверун,baz dan
888,springen::V,хкадарун,hilpekîn
889,klettern::V,акьахун,hilperikîn
890,kriechen::V,капаралди фин,xuşandin
891,schwimmen::V,сирнав авун,avjenîn
892,tauchen::V,кьилихъди циз вегьин,qutxuyardin
893,tauchen::V,кьилихъди циз вегьин,noqîn
894,rudern::V,кьусуйралди лодка гьалун,qaîq ajotin
895,rudern::V,цуьруьгъуьлдалди кӏватӏун,qaîq ajotin
896,fahren::V,фин,ajotin
897,fliegen::V,лув гун,firîn
898,fliegen::V,цавай фин,firîn
899,gehen::V,фин,çûn
900,weggehen::V,хъфин,çûn
901,abfahren::V,фин,çûyin
902,abfahren::V,рекье гьатун,çûyin
903,anhalten::V,акъвазун,rawestîn
904,hineingehen::V,гьахьун,ketin hundir
905,eintreten::V,гьахьун,têketin
906,kommen::V,атун,hatin
907,ankommen::V,атун,gihan
908,ankommen::V,атун,gihîştin
909,zurückkommen::V,хтун,vegerandin
910,bleiben::V,амукьун,sekinîn
911,warten::V,гуьзлемишун,payîn
912,erwarten::V,вил алаз акъвазун,payîn
913,suchen::V,къекъуьн,lêgerîn
914,finden::V,жугъун,peyda kirin
915,versuchen::V,алахъун,çeribandin
916,vorbereiten::V,гьазурун,amade kirin
917,lieben::V,кӏан хьун,hez kirin
918,mögen::V,рикӏ ацукьун,dil kirin
919,lachen::V,хъуьруьн,kenîn
920,weinen::V,шехьун,girîn
921,schimpfen::V,сеперар гун,pevçûn
922,schimpfen::V,экъуьгъунар авун,pevçûn
923,sich ärgern::V,хъел акатун,enirîn
924,sich fürchten::V,кичӏе хьун,tirsîn
925,fürchten::V,къурхутмиш хьун,tirsin
926,fliehen::V,катун,bazdan
927,flüchten::V,катун,revîn
928,sehen::V,акун,dîtin
929,anschauen::V,вил вегьин,sêr kirin
930,ansehen::V,килигун,hesibandin
931,hören::V,ван хьун,guhdar jirin
932,zuhören::V,яб гун,guhdarî kirin
933,probieren::V,дад акун,tehm kirin
934,riechen::V,ни чӏугун,bihn kirin
935,fühlen::V,гьисс авун,hîs kirin
936,frieren::V,кьун,qerişîn
937,frieren::V,мекьи хьун,qerişîn
938,tun::V,авун,kirin
939,können::V,хьун,karin
940,können::V,акъакьун,karin
941,wollen::V,кӏан хьун,xwestîn
942,anfangen::V,башламишун,dest pêkirin
943,beenden::V,куьтягьун,xelas kirin
944,aufhören::V,акъвазун,xelas kirin
945,gelingen::V,арадал атун,çe bûn
946,geraten::V,акъатун,qewîmîn
947,öffnen::V,ахъаюн,vekirin
948,schließen::V,акьалун,girtin
949,stellen::V,эцигун,danîn
950,setzen::V,ацукьарун,rûniştin
951,legen::V,эцигун,danîn
952,legen::V,эцигун,razandin
953,berühren::V,хкӏурун,lêketin
954,verbinden::V,гилигун,anîn pê
955,bedecken::V,кӏевун,sergirtin
956,aufhängen::V,куьрсарун,aliqandin
957,anzünden::V,куькӏуьрун,pêxistin
958,aufheben::V,хкажун,hildan
959,zurücklassen::V,тун,hiştin
960,zurücklassen::V,тун,vehiştin
961,verlieren::V,квадарун,wendakirin
962,fallen lassen::V,авадрун,xistin bixe
963,fallen lassen::V,авадрун,xistin
964,machen::V,авун,kirin
965,machen::V,авун,çêkirin
966,machen::V,кар авун,kirin
967,machen::V,кар авун,çêkirin
968,herstellen::V,расун,çê kirin
969,herstellen::V,расун,peyda kirin
970,bauen::V,туькӏуьрун,lêkirin
971,reparieren::V,расун,veherînerîn
972,verbessern::V,хъсанрун,sererastkirin
973,ändern::V,табдил авун,degiş kirin
974,graben::V,эгъуьнун,kolandin
975,beugen::V,акӏажарун,tewîn
976,beugen::V,акӏажарун,xwar kirin
977,beugen::V,кангур авун,tewîn
978,beugen::V,кангур авун,xwar kirin
979,biegen::V,патахъарун,tewandin
980,biegen::V,патахъарун,xwarkirin
981,drehen::V,алчударун,fitilandin
982,umdrehen::V,элкъуьрун,vegerandin
983,heben::V,хкажун,hildan
984,hochheben::V,хкажун,hildan
985,ergreifen::V,агалчна кьун,dest avêtin
986,halten::V,кьун,hîştin
987,halten::V,кьун,sekinîn
988,drücken::V,чуькьуьн,pêl kirin
989,schieben::V,хуртӏ гун,damdan
990,kratzen::V,къадгъунун,xurandin
991,lecken::V,мез гун,alastin
992,beißen::V,кӏасун,gez kirin
993,abreißen::V,галудун,hilşandin
994,abschneiden::V,атӏун,jêkirin
995,stecken::V,сухун,têxistin
996,brechen::V,хун,şikandin
997,brechen::V,кукӏварун,şikandin
998,klopfen::V,тахъ-тахъ авун,kutandin
999,hauen::V,ягъун,li dan
1000,kleben::V,алкӏурун,zeliqîn
1001,kleben::V,алкӏурун,şirêz kirin
1002,kleben::V,кукӏурун,zeliqîn
1003,kleben::V,кукӏурун,şirêz kirin
1004,reiben::V,тӏушунун,firikandin
1005,streichen::V,алтадун,bax dan
1006,schleifen::V,кӏвенкӏв авун,çarkirin
1007,schneiden::V,атӏун,jêkirin
1008,rütteln::V,къарсурун,hejandin
1009,schütteln::V,къарсурун,daweşîn
1010,schwenken::V,элягъун,têwdan
1011,schwenken::V,галтадун,têwdan
1012,schütten::V,цун,rijandin
1013,füllen::V,ацӏурун,dagirtin
1014,einwickeln::V,кутун,pêçandin
1015,einwickeln::V,элкъуьрун,pêçandin
1016,tragen::V,тухун,kişandin
1017,tragen::V,тухун,rajtin
1018,schleppen::V,галчӏурун,kişandin
1019,ziehen::V,ялун,kişandin
1020,ziehen::V,чӏугун,kişandin
1021,aufbewahren::V,хуьн,hilandin
1022,werfen::V,гадрун,avêtin
1023,fangen::V,кьун,sem kirin
1024,fangen::V,кьун,girtin
1025,packen::V,кьун,pê girtin
1026,verstecken::V,кӏевун,hîlanin
1027,teilen::V,паюн,parvekirin
1028,schicken::V,ракъурун,şandin
1029,bringen::V,гъун,anîn
1030,bringen::V,гъун,birin
1031,hinzufügen::V,алава авун,dan ser
1032,hinzufügen::V,алава авун,li tiştekî zêde kirin
1033,bekommen::V,къачун,standin
1034,bekommen::V,жугъурун,standin
1035,erhalten::V,къачун,standin
1036,nehmen::V,къачун,girtin
1037,wählen::V,хкягъун,ray dan
1038,auswählen::V,хкягъун,bijartin
1039,bewahren::V,хуьн,rê li ber girtin
1040,bewahren::V,хуьн,lê xwedî derketin
1041,behindern::V,манийвал авун,bara wi
1042,verderben::V,чӏурун,heram bûn
1043,beschädigen::V,нукьсанвал гун,xerab kirin
1044,zerbrechen::V,хун,şikênandin
1045,zerbrechen::V,хун,perçe kirin
1046,zerreißen::V,къазунун,qelişandin
1047,zerstören::V,чӏурун,hilşandin
1048,zerstören::V,барбатӏун,hilşandin
1049,verbrennen::V,ккун,şewitandin
1050,geben::V,гун,dan
1051,geben::V,гун,dayin
1052,reichen::V,вугун,besbûn
1053,reichen::V,вугун,têrkirin
1054,reichen::V,гун,besbûn
1055,reichen::V,гун,têrkirin
1056,schenken::V,пишкеш авун,diyarî kirin
1057,versprechen::V,гаф гун,soz dan
1058,wünschen::V,дуьа авун,dil kirin
1059,loben::V,тариф авун,pesinandin
1060,küssen::V,темен гун,maçkirin
1061,wiegen::V,эчӏягъун,lorandin
1062,wiegen::V,эчӏягъун,wezinandin
1063,zudecken::V,гьалдун,nixumandin
1064,wecken::V,ахварай авудун,bixwe hesandin
1065,zeigen::V,къалурун,şanîdan
1066,führen::V,тухун,raber kirin
1067,lehren::V,кӏелиз тун,hîn kirin
1068,unterrichten::V,тарс гун,ders dan
1069,aufziehen::V,тербия гун,mesinkirin
1070,aufziehen::V,тербияламишун,mesinkirin
1071,leiten::V,идара авун,rêberî kirin
1072,antreiben::V,тади кутун,bezandin
1073,einladen::V,теклиф авун,dawet kirin
1074,vereinigen::V,сад авун,bi yek kirin
1075,besuchen::V,кьилив атун,mêvan bûn
1076,treffen::V,гьалтун,rast hatin
1077,sich versammeln::V,алтӏушун,li hev çivîn
1078,spielen::V,къугъун,listin
1079,singen::V,лугьун,stran
1080,singen::V,мани лугьун,stran
1081,tanzen::V,кьуьл авун,reqisîn
1082,sich trennen::V,къакъатун,hew berdan
1083,verlassen::V,гъил къачун,tanê hişt
1084,verlassen::V,гъил къачун,bêkes
1085,retten::V,къутармишун,rihakirin
1086,bewachen::V,хуьн,raçavkirin
1087,schützen::V,хуьн,hemet kirin
1088,verteidigen::V,хуьн,paraztin
1089,sich schlagen::V,кукӏун,li hev bezîn
1090,schießen::V,акъатун,agir kirin
1091,siegen::V,гъалиб хьун,biser ketin
1092,ärgern::V,хъел гъун,xeyirandin
1093,ärgern::V,хъел кутун,xeyirandin
1094,schlagen::V,ягъун,lêdan
1095,schlagen::V,ягъун,lêxistin
1096,schlagen::V,галукьарун,lêdan
1097,schlagen::V,галукьарун,lêxistin
1098,treten::V,кьуьл къекъягъун,têlekirin
1099,treten::V,кьуьл эцягъун,têlekirin
1100,stechen::V,акьадарун,têrekirin
1101,stoßen::V,эцягъун,lêketin
1102,stehlen::V,чуьнуьхун,dizîn
1103,stehlen::V,чуьнуьхун,dizî birin
1104,stören::V,хкуьрун,aciz kirin
1105,belästigen::V,хкуьрун,li tela yeki ketin
1106,belästigen::V,азият гун,li tela yeki ketin
1107,verbergen::V,далдаламишун,veşartin
1108,verbergen::V,далдаламишун,kemîndanîn
1109,täuschen::V,алцурарун,xapandin
1110,täuschen::V,алцурарун,lê zexeli kirin
1111,täuschen::V,алцуррун,xapandin
1112,täuschen::V,алцуррун,lê zexeli kirin
1113,betrügen::V,алцурарун,xapandin
1114,betrügen::V,гьарамзадавал авун,xapandin
1115,töten::V,яна кьин,kûştin
1116,wohnen::V,дуланмиш хьун,rûniştin
1117,arbeiten::V,кӏвалахун,kar kirin
1118,arbeiten::V,кӏвалахун,şêxulin
1119,arbeiten::V,кӏвалах авун,kar kirin
1120,arbeiten::V,кӏвалах авун,şêxulin
1121,sammeln::V,кӏватӏун,komkirin
1122,pflücken::V,атӏун,çinîn
1123,jagen::V,гъуьрч авун,nêçîr kirin
1124,fischen::V,гъетер кьун,masî girtin
1125,fassen::V,кьун,pê girtin
1126,fassen::V,кьун,sêm kirin
1127,hüten::V,чӏура хуьн,hei jê man
1128,treiben::V,гьалун,bêherandin
1129,anbinden::V,акалун,tewilandin
1130,füttern::V,ем гун,xwarine dan lê
1131,melken::V,ацун,dotin
1132,hacken::V,куьткуьнун,kolandin
1133,gießen::V,яд гун,av dan
1134,reifen::V,чурун,kemilîn
1135,reifen::V,агакьун,kemilîn
1136,zubereiten::V,гьазурун,çe kirin
1137,kochen::V,ругун,xwarin çe kirin
1138,kochen::V,ругун,kelandin
1139,backen::V,чурун,pijandin
1140,braten::V,чурун,qelandin
1141,braten::V,чурун,sor kirin
1142,umrühren::V,какадарун,têvdan
1143,stricken::V,хурун,hûnan
1144,nähen::V,цун,kêl kirin
1145,färben::V,шир ягъун,boyax kirin
1146,reinigen::V,михьун,paqijkirin
1147,waschen::V,чуьхуьн,şuştin
1148,abwischen::V,гуьцӏун,pakîj kirin
1149,spülen::V,экъуьрун,şuştin
1150,fegen::V,шуткун,maliştin
1151,kehren::V,кул алтадун,maliştin
1152,baden::V,эхъуьн,serîşûştin
1153,sich waschen::V,жендек чуьхуьн,serîşûştin
1154,ausziehen::V,хутӏунун,jê kirin
1155,ausziehen::V,галудун,jê kirin
1156,anziehen::V,алукӏун,pê kirin
1157,sich anziehen::V,алукӏун,xwe kirin
1158,sich anziehen::V,парталар алукӏун,xwe kirin
1159,kämmen::V,эвягъун,şeh kirin
1160,schmücken::V,безетмишун,xemilandin
1161,schmücken::V,гуьрчегарун,xemilandin
1162,sagen::V,лугьун,gotin
1163,sagen::V,лугьун,peyivîn
1164,sprechen::V,рахун,peyivîn
1165,reden::V,рахун,axaftin
1166,sich unterhalten::V,ихтилат авун,hev biştaxilin
1167,fragen::V,жузун,pirsîn
1168,fragen::V,жузун,pirs kirin
1169,bitten::V,тӏалабун,tika kirin
1170,erzählen::V,ахъаюн,behs kirin
1171,mitteilen::V,хабар гун,vegotin
1172,nennen::V,тӏвар гун,bi nav kirin
1173,rufen::V,эверун,bakirin
1174,prahlen::V,яцӏу гафар авун,pesnê xwe dan
1175,übersetzen::V,таржума авун,qulibandin
1176,übersetzen::V,таржума авун,derbas kirin
1177,übersetzen::V,гафладун,qulibandin
1178,übersetzen::V,гафладун,derbas kirin
1179,denken::V,фикир авун,fikirîn
1180,glauben::V,агъун,bawer bûn
1181,bemerken::V,фикир гун,bala xwe dan
1182,bemerken::V,фикир гун,çac lê ketin
1183,begreifen::V,гъавурда акьун,fêmkirin
1184,lernen::V,кӏелун,halmandin
1185,lernen::V,кӏелун,fêrbun
1186,wissen::V,чир хьун,zanîn
1187,wissen::V,чирхьун,zanîn
1188,sich erinnern an::V,рикӏел хуьн,bir bûn
1189,vergessen::V,рикӏелай фин,ji bir kirin
1190,vergessen::V,рикӏелай алатун,ji bir kirin
1191,messen::V,алцумун,pê kanîn
1192,zählen::V,гьисабун,hejmardin
1193,rechnen::V,гьисабун,hesibandin
1194,lesen::V,кӏелун,xwendin
1195,malen::V,кхьин,rengandin
1196,malen::V,кхьин,boyax kirin
1197,malen::V,шикилар чӏугун,rengandin
1198,malen::V,шикилар чӏугун,boyax kirin
1199,zeichnen::V,чӏугун,işaret kirin
1200,schreiben::V,кхьин,nivîsandin
1201,besitzen::V,иеси хьун,hebûn
1202,kaufen::V,къачун,kirîn
1203,kaufen::V,маса къачун,kirîn
1204,verkaufen::V,гун,firotin
1205,verkaufen::V,маса гун,firotin
1206,bezahlen::V,къимет гун,pere dan
1207,bezahlen::V,эвезда авун,pere dan
1208,bezahlen::V,гьакъи агакьрун,pere dan
1209,zahlen::V,къимет гун,pere dan
1210,zahlen::V,къимет гун,dayin
1211,zahlen::V,эвезда авун,pere dan
1212,zahlen::V,эвезда авун,dayin
1213,zahlen::V,гьакъи агакьрун,pere dan
1214,zahlen::V,гьакъи агакьрун,dayin
1215,beherrschen::V,иеси хьун,zebt kirin
1216,beherrschen::V,иеси хьун,hukim kirin
1217,ertragen::V,таб гун,bihêzkirin
1218,Oberschenkel::N,,rahn
1219,Strömung::N,,şewl
1220,Moor::N,,mafêl
1221,Gedächtnis::N,,aqil
1222,Ski::N,,lakan
1223,Platte::N,,dep
1224,Leine::N,,şirît
1225,Geschäft::N,,firoşgeh
1226,dick[Gegenstand]::A,,şîşman
1227,auf einmal::ADV,,jar kê
1228,zurück::ADV,,paşdo
1229,zurück::ADV,,paşvê
1230,wieder::ADV,,jar din
1231,wieder::ADV,,dîsa
1232,wehen::V,,ba le de
1233,rauchen::V,,kişandin
1234,schaukeln::V,,lorandin
1235,rühren::V,,hêjan
1236,scheinen::V,,xoyer kir
1237,zu sehen sein::V,,diyar bûn
1238,vernehmen::V,,bihîstin
1239,wenden::V,,zivîrin
1240,binden::V,,girêdan
1241,lassen::V,,berdan
1242,lassen::V,,hiştin
1243,erkennen::V,,pêhesîn
1244,verstehen::V,,fêmkirin
